
[00:00:00.000 --> 00:00:05.000]  今個星期的題目叫做「至尊錦囊」
[00:02:20.000 --> 00:02:22.000]  因為,不好意思,打錯字了
[00:02:22.000 --> 00:02:26.000]  因為人生遇到很多問題,很多困難
[00:02:26.000 --> 00:02:28.000]  我們都需要改變的
[00:02:28.000 --> 00:02:31.000]  為什麼有些人死都不肯改變呢?
[00:02:31.000 --> 00:02:33.000]  因為未必他是不想改變的
[00:02:33.000 --> 00:02:36.000]  其實我們是沒有勇氣去面對
[00:02:36.000 --> 00:02:38.000]  因為每一次的改變都是一個冒險
[00:02:38.000 --> 00:02:40.000]  所以你看看你旁邊的髮型
[00:02:40.000 --> 00:02:41.000]  看看它是多少年?
[00:02:41.000 --> 00:02:43.000]  可能很多年都不理會了
[00:02:43.000 --> 00:02:45.000]  因為大家都不想冒險,OK?
[00:02:45.000 --> 00:02:47.000]  這個就比較複雜一點
[00:02:47.000 --> 00:02:49.000]  因為平面,所以沒有辦法
[00:02:49.000 --> 00:02:51.000]  其實它是一個盾牌
[00:02:51.000 --> 00:02:53.000]  盾牌有兩面
[00:02:53.000 --> 00:02:55.000]  一面是向著自己,一面是抵擋敵人
[00:02:55.000 --> 00:02:57.000]  先說裡面那個
[00:02:57.000 --> 00:03:01.000]  裡面那個是需要永遠對自己說「YES」
[00:03:01.000 --> 00:03:04.000]  就是說無論你跟外面的對方
[00:03:04.000 --> 00:03:06.000]  是在說「YES」還是「NO」的時候
[00:03:06.000 --> 00:03:09.000]  你都可以很真心地說「YES」
[00:03:09.000 --> 00:03:12.000]  可以很真心地說「NO」
[00:03:12.000 --> 00:03:14.000]  這是一件很困難的事情
[00:03:14.000 --> 00:03:15.000]  慢慢先分享一下
[00:03:15.000 --> 00:03:19.000]  鑰匙就是代表了能夠開啟創意之門
[00:03:19.000 --> 00:03:22.000]  因為人生無論你是想成長也好
[00:03:22.000 --> 00:03:24.000]  為主發光也好,什麼也好
[00:03:24.000 --> 00:03:27.000]  我們都要很多東西去解決的
[00:03:27.000 --> 00:03:30.000]  有些人很怕困難,很沮喪
[00:03:30.000 --> 00:03:33.000]  但有些人就迎難而上的,對不對?
[00:03:33.000 --> 00:03:36.000]  其實很在乎你本身創意的能力有多高
[00:03:36.000 --> 00:03:38.000]  這個叫願望棒
[00:03:38.000 --> 00:03:39.000]  本來我是想找Sailor Moon的
[00:03:39.000 --> 00:03:41.000]  因為我們的年代是Sailor Moon時代
[00:03:41.000 --> 00:03:43.000]  但又覺得它的樣子不太OK
[00:03:43.000 --> 00:03:46.000]  原來人是需要有希望的
[00:03:46.000 --> 00:03:48.000]  當你有希望的時候
[00:03:48.000 --> 00:03:52.000]  你才會夠膽去有夢想
[00:03:52.000 --> 00:03:54.000]  所以有時怎麼鼓勵人呢?
[00:03:54.000 --> 00:03:55.000]  你是需要有夢想的
[00:03:55.000 --> 00:03:57.000]  不然就是一條鹹魚,沒有分別
[00:03:57.000 --> 00:03:58.000]  因為你沒有希望
[00:03:58.000 --> 00:04:01.000]  有希望你就願意為自己去努力夢想
[00:04:01.000 --> 00:04:03.000]  這個盒子代表什麼呢?
[00:04:03.000 --> 00:04:05.000]  代表一個智慧的寶盒
[00:04:05.000 --> 00:04:08.000]  它認為人心裡
[00:04:08.000 --> 00:04:13.000]  每一個人都應該有一個靈性的部份
[00:04:13.000 --> 00:04:15.000]  亦都是因為這個緣故
[00:04:15.000 --> 00:04:18.000]  令我當年考慮讀不讀這個模式
[00:04:18.000 --> 00:04:20.000]  花了很長時間
[00:04:20.000 --> 00:04:21.000]  因為第一朗來的時候
[00:04:21.000 --> 00:04:23.000]  反而是牧師去先的
[00:04:23.000 --> 00:04:28.000]  但當時出來的聲音有很多挑戰
[00:04:28.000 --> 00:04:30.000]  就是關於這個智慧寶盒
[00:04:30.000 --> 00:04:31.000]  因為它有講靈性
[00:04:31.000 --> 00:04:33.000]  一般我們講其他的輔導
[00:04:33.000 --> 00:04:34.000]  很少講靈性
[00:04:34.000 --> 00:04:35.000]  它有講靈性
[00:04:35.000 --> 00:04:38.000]  但它的靈性就沒有給定義
[00:04:38.000 --> 00:04:42.000]  因此就會令到當時去參加的時候
[00:04:42.000 --> 00:04:43.000]  頭一批的人
[00:04:43.000 --> 00:04:45.000]  特別教會界的人
[00:04:45.000 --> 00:04:46.000]  就不是很安全
[00:04:46.000 --> 00:04:48.000]  就會覺得很恐怖
[00:04:48.000 --> 00:04:49.000]  為什麼有邪靈界
[00:04:49.000 --> 00:04:50.000]  為什麼有通靈諸如此類
[00:04:50.000 --> 00:04:53.000]  所以那些人就是一有問題就卻步
[00:04:53.000 --> 00:04:54.000]  卻步就不做了
[00:04:54.000 --> 00:04:57.000]  所以幸福小組一有問題就大家不做了
[00:04:57.000 --> 00:05:01.000]  所以香港都是一件大家需要代討的事
[00:05:01.000 --> 00:05:03.000]  世界各地很多的復興
[00:05:03.000 --> 00:05:08.000]  但是來到香港就好像水過筲箕一樣
[00:05:08.000 --> 00:05:10.000]  永遠都留不下
[00:05:10.000 --> 00:05:13.000]  我自己就是後了幾年時間
[00:05:13.000 --> 00:05:15.000]  差不多二零零幾年的時候
[00:05:15.000 --> 00:05:18.000]  開始接觸這一方面的東西
[00:05:18.000 --> 00:05:20.000]  我也跟牧師說你不用怕
[00:05:20.000 --> 00:05:21.000]  有什麼事你問我
[00:05:21.000 --> 00:05:22.000]  我祈禱就行了
[00:05:22.000 --> 00:05:23.000]  你應該感覺到的
[00:05:23.000 --> 00:05:24.000]  如果有邪靈是不是
[00:05:24.000 --> 00:05:25.000]  所以我說你讓我試一下
[00:05:25.000 --> 00:05:26.000]  我就很有興趣
[00:05:26.000 --> 00:05:27.000]  但我很感恩的
[00:05:27.000 --> 00:05:29.000]  因為他一路讀書的時候
[00:05:29.000 --> 00:05:30.000]  我覺得我更加肯定
[00:05:30.000 --> 00:05:32.000]  我的智慧寶盒是很清楚的
[00:05:32.000 --> 00:05:35.000]  我裡面的靈魂一定是耶穌基督
[00:05:35.000 --> 00:05:36.000]  所以是沒有怕的
[00:05:36.000 --> 00:05:38.000]  後來一路在輔導的裡面
[00:05:38.000 --> 00:05:40.000]  我們發覺人生裡面
[00:05:40.000 --> 00:05:43.000]  有很多東西是幫助我們努力的改善
[00:05:43.000 --> 00:05:44.000]  向好
[00:05:44.000 --> 00:05:46.000]  但原來有些東西我們如果不放下
[00:05:46.000 --> 00:05:48.000]  都是一世纏繞著我們
[00:05:48.000 --> 00:05:51.000]  所以老師就自己加了一個工具
[00:05:51.000 --> 00:05:52.000]  就叫做垃圾袋
[00:05:52.000 --> 00:05:53.000]  就是垃圾桶
[00:05:53.000 --> 00:05:55.000]  我覺得是很好的
[00:05:55.000 --> 00:05:58.000]  為什麼我突然想起這個工具呢
[00:05:58.000 --> 00:05:59.000]  因為當我們想
[00:05:59.000 --> 00:06:01.000]  我們要忘記背後努力面前的時候
[00:06:01.000 --> 00:06:04.000]  我都發覺我一生都是努力面前的人
[00:06:04.000 --> 00:06:06.000]  就是年年都有不同的改變
[00:06:06.000 --> 00:06:07.000]  我都很坦白的
[00:06:07.000 --> 00:06:09.000]  經常都只會分享
[00:06:09.000 --> 00:06:10.000]  原因就是
[00:06:10.000 --> 00:06:12.000]  當我們說為主發光
[00:06:12.000 --> 00:06:16.000]  我發現不夠重新開始的時候
[00:06:16.000 --> 00:06:18.000]  大家的雀躍程度
[00:06:18.000 --> 00:06:20.000]  不知道為什麼可能疫情一完
[00:06:20.000 --> 00:06:22.000]  大家可以去行啦
[00:06:22.000 --> 00:06:23.000]  可以搭飛機啦
[00:06:23.000 --> 00:06:24.000]  所有東西重新開始
[00:06:24.000 --> 00:06:27.000]  大家很歡呼很雀躍
[00:06:27.000 --> 00:06:29.000]  反而為主發光
[00:06:29.000 --> 00:06:30.000]  其實你問我
[00:06:30.000 --> 00:06:33.000]  就是老土不老土的主題
[00:06:33.000 --> 00:06:35.000]  因為其他人都為主發光
[00:06:35.000 --> 00:06:36.000]  做基督徒誰不知道呢
[00:06:36.000 --> 00:06:37.000]  所以當我們說
[00:06:37.000 --> 00:06:38.000]  我們去想
[00:06:38.000 --> 00:06:40.000]  我們有什麼纏繞著自己的時候
[00:06:40.000 --> 00:06:41.000]  我們想不到
[00:06:41.000 --> 00:06:42.000]  在頭這幾個月
[00:06:42.000 --> 00:06:43.000]  即是這兩個月
[00:06:43.000 --> 00:06:45.000]  我們去談廣場的時候
[00:06:45.000 --> 00:06:46.000]  已經發現
[00:06:46.000 --> 00:06:47.000]  好像整間教會
[00:06:47.000 --> 00:06:49.000]  是有些東西拖著後腳
[00:06:49.000 --> 00:06:51.000]  大家不是很雀躍
[00:06:51.000 --> 00:06:52.000]  真的是為主發光
[00:06:52.000 --> 00:06:54.000]  反而很雀躍
[00:06:54.000 --> 00:06:55.000]  去買機票
[00:06:55.000 --> 00:06:56.000]  便宜的機票
[00:06:56.000 --> 00:06:58.000]  或者是回大陸玩
[00:06:58.000 --> 00:07:00.000]  這些就是我們很雀躍的事情
[00:07:00.000 --> 00:07:02.000]  一說到侍奉
[00:07:02.000 --> 00:07:05.000]  或者是為主做一些事情的時候
[00:07:05.000 --> 00:07:07.000]  大家的興趣已經很低
[00:07:07.000 --> 00:07:08.000]  還有很累
[00:07:08.000 --> 00:07:10.000]  未做事就覺得很累
[00:07:10.000 --> 00:07:12.000]  所以我們花少少時間
[00:07:12.000 --> 00:07:13.000]  我覺得上帝
[00:07:13.000 --> 00:07:15.000]  引導我們各方面的主題
[00:07:15.000 --> 00:07:16.000]  都有他的心意
[00:07:16.000 --> 00:07:17.000]  就是我們坐下來
[00:07:17.000 --> 00:07:18.000]  去忘記背後
[00:07:18.000 --> 00:07:19.000]  其實我們去找
[00:07:19.000 --> 00:07:20.000]  我們家裡的垃圾
[00:07:20.000 --> 00:07:22.000]  你現在不是垃圾徵費
[00:07:22.000 --> 00:07:23.000]  這樣他又遲了一點
[00:07:23.000 --> 00:07:24.000]  不然我們已經說
[00:07:24.000 --> 00:07:27.000]  拿大價就不像那間屋一樣
[00:07:27.000 --> 00:07:29.000]  當你想過去認仇
[00:07:29.000 --> 00:07:31.000]  其實我們應該從一個
[00:07:31.000 --> 00:07:34.000]  比較積極的態度去面對
[00:07:34.000 --> 00:07:35.000]  沒錯的
[00:07:35.000 --> 00:07:37.000]  我們有時候會發現很多垃圾
[00:07:37.000 --> 00:07:38.000]  但是這個是一個
[00:07:38.000 --> 00:07:40.000]  尋寶與隨草的過程
[00:07:40.000 --> 00:07:41.000]  就是你經歷神營會
[00:07:41.000 --> 00:07:42.000]  度過的兩天一樣
[00:07:42.000 --> 00:07:44.000]  有時候你撿一撿屋
[00:07:44.000 --> 00:07:46.000]  你會發現你不見了
[00:07:46.000 --> 00:07:47.000]  即是很久的金縁
[00:07:47.000 --> 00:07:48.000]  可能你找得回來
[00:07:48.000 --> 00:07:49.000]  那些就很開心
[00:07:49.000 --> 00:07:50.000]  但是也很坦白的
[00:07:50.000 --> 00:07:51.000]  可能你找一找
[00:07:51.000 --> 00:07:52.000]  才發現
[00:07:52.000 --> 00:07:54.000]  原來現在冬菇都會發霉的
[00:07:54.000 --> 00:07:55.000]  那你都放了多久了
[00:07:55.000 --> 00:07:56.000]  丁姐妹
[00:07:56.000 --> 00:07:57.000]  撿屋的時候
[00:07:57.000 --> 00:07:59.000]  你才知道有些什麼
[00:07:59.000 --> 00:08:01.000]  你是擁有的
[00:08:01.000 --> 00:08:02.000]  有些什麼
[00:08:02.000 --> 00:08:03.000]  其實是多餘的
[00:08:03.000 --> 00:08:05.000]  壓了你的屋
[00:08:05.000 --> 00:08:06.000]  原來你跟那些垃圾
[00:08:06.000 --> 00:08:08.000]  睡了很久了
[00:08:08.000 --> 00:08:09.000]  丁姐妹
[00:08:09.000 --> 00:08:11.000]  我們的生命都需要
[00:08:11.000 --> 00:08:12.000]  在神的面前
[00:08:12.000 --> 00:08:14.000]  是永遠被擦亮的
[00:08:14.000 --> 00:08:15.000]  其實上帝創造我們出來
[00:08:15.000 --> 00:08:17.000]  他想我們為他發光
[00:08:17.000 --> 00:08:18.000]  是很自然的事
[00:08:18.000 --> 00:08:20.000]  如果你是一盞燈
[00:08:20.000 --> 00:08:22.000]  你應該為自己能夠發光
[00:08:22.000 --> 00:08:23.000]  而高興的
[00:08:23.000 --> 00:08:25.000]  但是為什麼我們作為信徒
[00:08:25.000 --> 00:08:27.000]  當我們為主發光的時候
[00:08:27.000 --> 00:08:28.000]  心裡面有這麼多的
[00:08:28.000 --> 00:08:31.000]  不同的糾結的情緒出現呢
[00:08:31.000 --> 00:08:34.000]  那可能你像這一隻海龜
[00:08:34.000 --> 00:08:35.000]  那隻海龜
[00:08:35.000 --> 00:08:36.000]  你看到牠的樣子很辛苦
[00:08:36.000 --> 00:08:37.000]  是不是
[00:08:37.000 --> 00:08:38.000]  又在動我
[00:08:38.000 --> 00:08:41.000]  原因就是牠要被很多的慾望
[00:08:41.000 --> 00:08:43.000]  在這裡纏繞著
[00:08:43.000 --> 00:08:44.000]  在我們月未廣彰的時候
[00:08:44.000 --> 00:08:45.000]  我們第一講
[00:08:45.000 --> 00:08:46.000]  寶姨已經提過
[00:08:46.000 --> 00:08:48.000]  我們很多老我的習慣
[00:08:48.000 --> 00:08:50.000]  仍然是存在的
[00:08:50.000 --> 00:08:52.000]  而對於我們千萬來講
[00:08:52.000 --> 00:08:53.000]  我們困難的原因
[00:08:53.000 --> 00:08:54.000]  就是我們不是一間新的教會
[00:08:54.000 --> 00:08:55.000]  不是一間
[00:08:55.000 --> 00:08:57.000]  只是全新基督徒的教會
[00:08:57.000 --> 00:08:59.000]  我們是很老名的
[00:08:59.000 --> 00:09:00.000]  但是問題呢
[00:09:00.000 --> 00:09:03.000]  為什麼是always還是出現的呢
[00:09:03.000 --> 00:09:04.000]  就是頂多會覺得
[00:09:04.000 --> 00:09:06.000]  聽到講來講去都是那些
[00:09:06.000 --> 00:09:07.000]  我都很想講
[00:09:07.000 --> 00:09:08.000]  如果我們不是講那些
[00:09:08.000 --> 00:09:09.000]  我們講那些新的東西
[00:09:09.000 --> 00:09:10.000]  你才害怕
[00:09:10.000 --> 00:09:11.000]  就是我們可能自己
[00:09:11.000 --> 00:09:12.000]  創造了一個宗教出來
[00:09:12.000 --> 00:09:13.000]  你明不明白
[00:09:13.000 --> 00:09:14.000]  聖經講的東西
[00:09:14.000 --> 00:09:16.000]  其實如果你做了十年基督徒
[00:09:16.000 --> 00:09:18.000]  你都沒有什麼是沒聽過的
[00:09:18.000 --> 00:09:20.000]  不過我想發出挑戰就是
[00:09:20.000 --> 00:09:21.000]  當你聽的時候
[00:09:21.000 --> 00:09:23.000]  你是很感恩的
[00:09:23.000 --> 00:09:25.000]  是啊 我以前就是這樣的了
[00:09:25.000 --> 00:09:26.000]  我現在已經不同了
[00:09:26.000 --> 00:09:27.000]  在討論的裏面
[00:09:27.000 --> 00:09:29.000]  你可以很積極地去分享
[00:09:29.000 --> 00:09:30.000]  你怎樣是經歷神
[00:09:30.000 --> 00:09:32.000]  你怎樣是靠主德性
[00:09:32.000 --> 00:09:34.000]  你應該是很開心的
[00:09:34.000 --> 00:09:35.000]  第一個話呢
[00:09:35.000 --> 00:09:36.000]  你是那些一講就講那些
[00:09:36.000 --> 00:09:37.000]  我不想再講
[00:09:37.000 --> 00:09:39.000]  也不想再談
[00:09:39.000 --> 00:09:40.000]  知道的啦
[00:09:40.000 --> 00:09:43.000]  其實這個問題是沒有改變過的
[00:09:43.000 --> 00:09:45.000]  當然除了習慣
[00:09:45.000 --> 00:09:47.000]  或者是價值觀的問題
[00:09:47.000 --> 00:09:50.000]  我們知道傷痛是一個位置來的
[00:09:50.000 --> 00:09:51.000]  所以上個禮拜
[00:09:51.000 --> 00:09:53.000]  梁牧師太我們真的去處理
[00:09:53.000 --> 00:09:54.000]  就是我們一些
[00:09:54.000 --> 00:09:56.000]  可能感住了
[00:09:56.000 --> 00:09:57.000]  覺得沒事沒事的
[00:09:57.000 --> 00:09:59.000]  但是誰知道一提出來
[00:09:59.000 --> 00:10:01.000]  我們的眼淚是仍然在的
[00:10:01.000 --> 00:10:04.000]  我們鼓勵丁姐妹是去正視
[00:10:04.000 --> 00:10:07.000]  好好的來到是去向主呼求
[00:10:07.000 --> 00:10:08.000]  求上帝安慰我們的心
[00:10:08.000 --> 00:10:10.000]  拿走那些仍然是
[00:10:10.000 --> 00:10:12.000]  插在我們心裏面
[00:10:12.000 --> 00:10:13.000]  很痛的位置
[00:10:13.000 --> 00:10:16.000]  所以今天為什麼我會講自尊呢
[00:10:16.000 --> 00:10:17.000]  因為很多時候
[00:10:17.000 --> 00:10:19.000]  看到丁姐妹說不
[00:10:19.000 --> 00:10:21.000]  不願意侍奉的時候
[00:10:21.000 --> 00:10:22.000]  是很有趣的
[00:10:22.000 --> 00:10:24.000]  經常都說自己不行的
[00:10:24.000 --> 00:10:26.000]  什麼叫不行呢
[00:10:26.000 --> 00:10:27.000]  你不行呢
[00:10:27.000 --> 00:10:29.000]  祖宗又不會邀請你
[00:10:29.000 --> 00:10:31.000]  祖宗邀請你就是你行
[00:10:31.000 --> 00:10:32.000]  但是祖宗說你行
[00:10:32.000 --> 00:10:33.000]  你又說你不行
[00:10:33.000 --> 00:10:34.000]  你又行他又不行
[00:10:34.000 --> 00:10:35.000]  他又行他又不行
[00:10:35.000 --> 00:10:38.000]  終於經常都在這種狀態裏面
[00:10:38.000 --> 00:10:40.000]  那什麼叫自尊感呢
[00:10:40.000 --> 00:10:42.000]  自尊感如果是現代一點
[00:10:42.000 --> 00:10:44.000]  他們說的叫自我的價值感
[00:10:44.000 --> 00:10:46.000]  有些人說叫自信心
[00:10:46.000 --> 00:10:48.000]  但是我用兩幅圖畫幫助
[00:10:48.000 --> 00:10:49.000]  他們明白的了
[00:10:49.000 --> 00:10:51.000]  看到這兩幅圖嗎
[00:10:51.000 --> 00:10:54.000]  那個女生瘦得像藤一樣
[00:10:54.000 --> 00:10:55.000]  皮包骨的
[00:10:55.000 --> 00:10:58.000]  但是她看見那塊鏡子的
[00:10:58.000 --> 00:10:59.000]  她是什麼的
[00:10:59.000 --> 00:11:01.000]  肥豬一樣的
[00:11:01.000 --> 00:11:02.000]  為什麼會這樣
[00:11:02.000 --> 00:11:03.000]  其實驗食症的人就是這樣
[00:11:03.000 --> 00:11:04.000]  你解釋不了的
[00:11:04.000 --> 00:11:06.000]  他是覺得自己很肥的
[00:11:06.000 --> 00:11:07.000]  但是我們看見
[00:11:07.000 --> 00:11:09.000]  嘩你像藤一樣
[00:11:09.000 --> 00:11:11.000]  另外那個你見到那個男生
[00:11:11.000 --> 00:11:14.000]  我很辛苦找男士的圖畫
[00:11:14.000 --> 00:11:17.000]  我們平日外面的人
[00:11:17.000 --> 00:11:18.000]  公司啦
[00:11:18.000 --> 00:11:20.000]  或者在這個社會可能覺得
[00:11:20.000 --> 00:11:23.000]  嘩你是真的高頭大馬啦
[00:11:23.000 --> 00:11:24.000]  英俊瀟灑啦
[00:11:24.000 --> 00:11:26.000]  做事又很叻啦
[00:11:26.000 --> 00:11:28.000]  但是呢
[00:11:28.000 --> 00:11:31.000]  可能他自己看見自己不是這樣
[00:11:31.000 --> 00:11:34.000]  他是一個很小很小的小男人
[00:11:34.000 --> 00:11:36.000]  所以為什麼夫妻關係這麼多
[00:11:36.000 --> 00:11:38.000]  出事的原因就是
[00:11:38.000 --> 00:11:40.000]  你明明覺得你老公高大威猛
[00:11:40.000 --> 00:11:42.000]  樣樣都做得來
[00:11:42.000 --> 00:11:44.000]  但是一回到家這麼多爭執
[00:11:44.000 --> 00:11:45.000]  就發覺其實原來
[00:11:45.000 --> 00:11:47.000]  他只不過是一個幾歲的小孩子
[00:11:47.000 --> 00:11:49.000]  這個都是很多錯摸的
[00:11:49.000 --> 00:11:51.000]  所以簡單來講
[00:11:51.000 --> 00:11:52.000]  什麼叫自尊感呢
[00:11:52.000 --> 00:11:55.000]  就是其實你自己怎樣看自己
[00:11:55.000 --> 00:11:58.000]  這個分數是你自己給的
[00:11:58.000 --> 00:12:00.000]  就算你考100分
[00:12:00.000 --> 00:12:03.000]  你已經是高材生也好
[00:12:03.000 --> 00:12:05.000]  在香港大學畢業那些也好
[00:12:05.000 --> 00:12:07.000]  你可能一直都覺得自己不行
[00:12:07.000 --> 00:12:09.000]  當自信心很低
[00:12:09.000 --> 00:12:11.000]  自尊感很弱的時候
[00:12:11.000 --> 00:12:13.000]  有職你都不想升的
[00:12:13.000 --> 00:12:14.000]  有事你都不想做的
[00:12:14.000 --> 00:12:16.000]  所以幼稚級的小朋友
[00:12:16.000 --> 00:12:17.000]  是很有趣的
[00:12:17.000 --> 00:12:19.000]  原因就是你講什麼
[00:12:19.000 --> 00:12:20.000]  誰懂不懂
[00:12:20.000 --> 00:12:23.000]  總會見到有小朋友舉手
[00:12:23.000 --> 00:12:24.000]  總有兩個是這樣的
[00:12:24.000 --> 00:12:25.000]  但是很有趣的
[00:12:25.000 --> 00:12:26.000]  你問他
[00:12:26.000 --> 00:12:28.000]  他什麼都不懂
[00:12:28.000 --> 00:12:29.000]  其實他不懂回答你
[00:12:29.000 --> 00:12:30.000]  但是他就很有勇敢
[00:12:30.000 --> 00:12:32.000]  站在那裡就舉手
[00:12:32.000 --> 00:12:34.000]  有些都是的
[00:12:34.000 --> 00:12:35.000]  你回去問問女兒
[00:12:35.000 --> 00:12:37.000]  你為什麼不回答老師
[00:12:37.000 --> 00:12:38.000]  其實他懂的
[00:12:38.000 --> 00:12:40.000]  他不敢回答
[00:12:40.000 --> 00:12:43.000]  這個是他自己給自己的分數
[00:12:43.000 --> 00:12:45.000]  也是所有家長
[00:12:45.000 --> 00:12:46.000]  浪費很多錢
[00:12:46.000 --> 00:12:49.000]  希望培育子女所謂的自信心
[00:12:49.000 --> 00:12:51.000]  但是我們不得不承認
[00:12:51.000 --> 00:12:53.000]  其實小朋友當初一張白紙
[00:12:53.000 --> 00:12:54.000]  你和我都曾經是
[00:12:54.000 --> 00:12:56.000]  不知道自己是否厲害
[00:12:56.000 --> 00:12:57.000]  但是在這個世界裡面
[00:12:57.000 --> 00:12:59.000]  就被成績表
[00:12:59.000 --> 00:13:01.000]  就來斷定了我們是否厲害
[00:13:01.000 --> 00:13:04.000]  這是一個很大的錯亡
[00:13:04.000 --> 00:13:05.000]  所以家長們
[00:13:05.000 --> 00:13:06.000]  如果你和這個世界一樣
[00:13:06.000 --> 00:13:08.000]  這樣去毒害我們的小朋友
[00:13:08.000 --> 00:13:09.000]  你就很難怪
[00:13:09.000 --> 00:13:10.000]  我們很多小朋友
[00:13:10.000 --> 00:13:12.000]  都是自尊感很低的
[00:13:12.000 --> 00:13:14.000]  因為一班裡面考第一的
[00:13:14.000 --> 00:13:15.000]  是只有一個
[00:13:15.000 --> 00:13:16.000]  我想說
[00:13:16.000 --> 00:13:18.000]  外面的世界的評價
[00:13:18.000 --> 00:13:20.000]  是令到我們會看
[00:13:20.000 --> 00:13:22.000]  怎樣去看自己
[00:13:22.000 --> 00:13:25.000]  因此親密的關係越親
[00:13:25.000 --> 00:13:27.000]  它的影響就越深了
[00:13:27.000 --> 00:13:29.000]  小朋友受父母影響
[00:13:29.000 --> 00:13:31.000]  大大的他的貧輩
[00:13:31.000 --> 00:13:33.000]  覺得他好
[00:13:33.000 --> 00:13:34.000]  覺得他厲害
[00:13:34.000 --> 00:13:35.000]  跟大佬那樣跟著他
[00:13:35.000 --> 00:13:37.000]  他就會覺得自己很厲害
[00:13:37.000 --> 00:13:38.000]  所以很坦白
[00:13:38.000 --> 00:13:39.000]  黑社會那些
[00:13:39.000 --> 00:13:40.000]  不用讀書很厲害的
[00:13:40.000 --> 00:13:42.000]  他們仍然是大佬
