
[00:00:00.000 --> 00:00:07.200]  我們還有不夠一年的時間就完結了二十世紀
[00:04:22.400 --> 00:04:25.400]  要在外面那個很遼闊的草原
[00:04:25.400 --> 00:04:30.400]  要在一棵桑樹下面來相見
[00:04:30.400 --> 00:04:35.400]  那棵桑樹是明文遠近的
[00:04:35.400 --> 00:04:42.400]  因為它是一棵結滿了很多白色的桑樹
[00:04:42.400 --> 00:04:48.400]  大家知道現代的桑樹果是紅色的
[00:04:48.400 --> 00:04:53.400]  這個故事說原本的桑樹是雪白的
[00:04:53.400 --> 00:05:01.400]  這個小情人就約定要在滿了桑樹果的樹下見面
[00:05:01.400 --> 00:05:07.400]  等了很久 等到始終黃昏未臨
[00:05:07.400 --> 00:05:11.400]  迪斯貝先走出家裡
[00:05:11.400 --> 00:05:18.400]  他就一直向著這棵高的桑樹下面等
[00:05:18.400 --> 00:05:20.400]  但是他走到桑樹下面
[00:05:20.400 --> 00:05:23.400]  剛剛就碰到一隻母獅子
[00:05:23.400 --> 00:05:26.400]  這個母獅子剛剛施食完
[00:05:26.400 --> 00:05:33.400]  所以牠的下巴還是流著牠剛剛施食的那種瘦的血
[00:05:33.400 --> 00:05:37.400]  這個迪斯貝當然就很害怕
[00:05:37.400 --> 00:05:39.400]  於是他就逃命
[00:05:39.400 --> 00:05:45.400]  走的時候慌忙之間就將他的斗篷挖下了
[00:05:45.400 --> 00:05:47.400]  他都不顧得到撿
[00:05:47.400 --> 00:05:52.400]  就拼命走向另一個樹林那裡
[00:05:52.400 --> 00:05:58.400]  那個獅子走近那個斗篷聞到人的氣味
[00:05:58.400 --> 00:06:01.400]  但是又見不到人
[00:06:01.400 --> 00:06:03.400]  牠很生氣
[00:06:03.400 --> 00:06:07.400]  就咬起那個斗篷將牠撕到粉碎
[00:06:07.400 --> 00:06:10.400]  然後牠才離開了那個桑樹
[00:06:10.400 --> 00:06:15.400]  在這個時候皮拉莫斯就走到桑樹下面
[00:06:15.400 --> 00:06:17.400]  見不到他的愛人
[00:06:17.400 --> 00:06:23.400]  但是就見到他愛人的斗篷被撕到粉碎
[00:06:23.400 --> 00:06:28.400]  而地下也有那個獅子的爪痕
[00:06:28.400 --> 00:06:33.400]  他就認為一定是因為他遲離了
[00:06:33.400 --> 00:06:37.400]  他所愛的愛人被獅子吞噬了
[00:06:37.400 --> 00:06:39.400]  他很有自責的感覺
[00:06:39.400 --> 00:06:41.400]  他說我身為一個男人
[00:06:41.400 --> 00:06:46.400]  我不能夠保護這個弱小的愛人
[00:06:46.400 --> 00:06:51.400]  我怎麼可以在夜晚約他出來
[00:06:51.400 --> 00:06:54.400]  而不能夠保護他呢?
[00:06:54.400 --> 00:06:55.400]  他很傷心
[00:06:55.400 --> 00:06:57.400]  他就拿起劍
[00:06:57.400 --> 00:07:00.400]  一劍就刺到自己的胸膛
[00:07:00.400 --> 00:07:04.400]  血就噴到那些雪白的桑樹上面
[00:07:04.400 --> 00:07:07.400]  他就倒在地上
[00:07:07.400 --> 00:07:12.400]  在這個時候迪斯貝當然是怕獅子
[00:07:12.400 --> 00:07:15.400]  但是更怕見不到自己的情郎
[00:07:15.400 --> 00:07:19.400]  所以他也很快地走到桑樹下面
[00:07:19.400 --> 00:07:21.400]  他見不到什麼人
[00:07:21.400 --> 00:07:26.400]  只見到地上有一堆會動的東西
[00:07:26.400 --> 00:07:28.400]  他走進去看
[00:07:28.400 --> 00:07:31.400]  然後才見到是他自己的愛人
[00:07:31.400 --> 00:07:35.400]  又見到在他的劍旁邊
[00:07:35.400 --> 00:07:38.400]  有一堆破布
[00:07:38.400 --> 00:07:43.400]  這一堆破布就是他自己留下來的斗篷
[00:07:43.400 --> 00:07:49.400]  他說你是因為愛我才自殺
[00:07:49.400 --> 00:07:54.400]  我知道你一定是以為我已經被獅子吞噬
[00:07:54.400 --> 00:07:57.400]  愛叫你不敢
[00:07:57.400 --> 00:07:59.400]  你都不會想多一步
[00:07:59.400 --> 00:08:01.400]  你就死了
[00:08:01.400 --> 00:08:04.400]  他說我都同樣能夠愛
[00:08:04.400 --> 00:08:07.400]  我都同樣要跟你而去
[00:08:07.400 --> 00:08:11.400]  他說本來死亡是可以分割我們的
[00:08:11.400 --> 00:08:16.400]  但是現在他連這個力量都沒有了
[00:08:16.400 --> 00:08:21.400]  迪斯貝就拿起這把還有血的劍
[00:08:21.400 --> 00:08:23.400]  刺在自己的心上
[00:08:23.400 --> 00:08:29.400]  血再噴到那個白色的桑樹的果子上
[00:08:29.400 --> 00:08:35.400]  他也倒在雪地死去了
[00:08:35.400 --> 00:08:38.400]  奧林匹克山上面的眾神
[00:08:38.400 --> 00:08:41.400]  為這一對小情人的愛情
[00:08:41.400 --> 00:08:43.400]  真心被打動
[00:08:43.400 --> 00:08:48.400]  他們就讓桑樹樹的果子
[00:08:48.400 --> 00:08:50.400]  從此是血紅色
[00:08:50.400 --> 00:08:53.400]  不再給它恢復血白
[00:08:53.400 --> 00:08:58.400]  用來紀念這一對小情人
[00:08:58.400 --> 00:09:01.400]  迪斯貝在他自殺之前
[00:09:01.400 --> 00:09:05.400]  他抱起他自己的情郎
[00:09:05.400 --> 00:09:07.400]  他對那個情郎說
[00:09:07.400 --> 00:09:11.400]  請你睜開眼看我最後一眼
[00:09:11.400 --> 00:09:17.400]  我是你心愛的迪斯貝
[00:09:17.400 --> 00:09:22.400]  這個皮拉莫斯睜開眼
[00:09:22.400 --> 00:09:25.400]  看到是自己的愛人
[00:09:25.400 --> 00:09:28.400]  他對她說了一句話
[00:09:28.400 --> 00:09:32.400]  他說我沒有後悔叫你出來
[00:09:32.400 --> 00:09:38.400]  如果不是我就不能夠死在你的懷裏面了
[00:09:38.400 --> 00:09:41.400]  奧林匹克山上面的眾神
[00:09:41.400 --> 00:09:44.400]  是被這一種的愛情感動
[00:09:44.400 --> 00:09:46.400]  他不單止讓他們
[00:09:46.400 --> 00:09:52.400]  是用這個紅色的桑樹來紀念他們的愛情故事
[00:09:52.400 --> 00:09:56.400]  而且是讓他們知己不要分開的
[00:09:56.400 --> 00:09:59.400]  是讓他們能夠兩個人的骨灰
[00:09:59.400 --> 00:10:03.400]  是用一個罌來裝
[00:10:03.400 --> 00:10:06.400]  讓他們永遠都不會再分開
[00:10:06.400 --> 00:10:09.400]  這個故事是
[00:10:09.400 --> 00:10:12.400]  希臘一個很有名的港島
[00:10:12.400 --> 00:10:15.400]  一些年青的愛女
[00:10:15.400 --> 00:10:20.400]  不讓環境來分開的一個很有名的故事
[00:10:20.400 --> 00:10:25.400]  而他們能夠這樣去反抗那個環境
[00:10:25.400 --> 00:10:27.400]  是因為他們的選擇
[00:10:27.400 --> 00:10:32.400]  他們選擇寧願一起死去
[00:10:32.400 --> 00:10:36.400]  而不要活著的但是被分開的
[00:10:36.400 --> 00:10:39.400]  一個敢於做這種的決定
[00:10:39.400 --> 00:10:43.400]  就是創造自己命運的第一步
[00:10:43.400 --> 00:10:45.400]  在希臘的神話裏面
[00:10:45.400 --> 00:10:49.400]  歌頌人的決定和自由
[00:10:49.400 --> 00:10:52.400]  這類的故事是相當少的
[00:10:52.400 --> 00:10:57.400]  相反地接受命運的注定和播弄
[00:10:57.400 --> 00:11:03.400]  這個就是希臘的悲劇一個大的共同點
[00:11:03.400 --> 00:11:06.400]  所以這個故事對後人來說
[00:11:06.400 --> 00:11:09.400]  是有相當重要的教導的
[00:11:09.400 --> 00:11:12.400]  我們說在下一代的世界
[00:11:12.400 --> 00:11:16.400]  我們知道傳媒一定會更加發達
[00:11:16.400 --> 00:11:24.400]  它會用盡各種的渠道來向我們傾銷它的信息
[00:11:24.400 --> 00:11:26.400]  所以我們可以想像
[00:11:26.400 --> 00:11:31.400]  人就更加容易成為一個
[00:11:31.400 --> 00:11:38.400]  傳媒之下領導的一個沒有面孔的人
[00:11:38.400 --> 00:11:42.400]  結果人人都會有著同一的消耗
[00:11:42.400 --> 00:11:43.400]  同一的慾望
[00:11:43.400 --> 00:11:48.400]  人人都好像是一個啤機啤出來的人一樣
[00:11:48.400 --> 00:11:52.400]  人更難去保留著自己的面目
[00:11:52.400 --> 00:11:54.400]  自己的原則
[00:11:54.400 --> 00:11:56.400]  自己的立場
[00:11:56.400 --> 00:12:01.400]  我們說選擇的自由和它的可行性
[00:12:01.400 --> 00:12:07.400]  以至到選擇能夠按選擇的來去做
[00:12:07.400 --> 00:12:09.400]  是人之所以是人
[00:12:09.400 --> 00:12:11.400]  你之所以是你
[00:12:11.400 --> 00:12:13.400]  你不是我
[00:12:13.400 --> 00:12:15.400]  I不是We
[00:12:15.400 --> 00:12:18.400]  是最主要的原因
[00:12:18.400 --> 00:12:20.400]  我們有理由相信
[00:12:20.400 --> 00:12:23.400]  這個關能夠守得住
[00:12:23.400 --> 00:12:25.400]  你能夠有一個立場
[00:12:25.400 --> 00:12:30.400]  你能夠持守自己所選擇的
[00:12:30.400 --> 00:12:34.400]  你就很有機會在眾人當中突出來
[00:12:34.400 --> 00:12:37.400]  你會成為那個帶領的人
[00:12:37.400 --> 00:12:39.400]  不敢自己做選擇
[00:12:39.400 --> 00:12:42.400]  只能夠給別人選擇你的
[00:12:42.400 --> 00:12:45.400]  你就是那個被帶領的人
[00:12:45.400 --> 00:12:47.400]  被決定的人
[00:12:47.400 --> 00:12:50.400]  我們說在下一世紀
[00:12:50.400 --> 00:12:53.400]  被帶領被決定的人
[00:12:53.400 --> 00:12:55.400]  是無千無萬的
[00:12:55.400 --> 00:13:00.400]  在人群擠兩下就不見了
[00:13:00.400 --> 00:13:03.400]  我們人類素來認識
[00:13:03.400 --> 00:13:06.400]  要為自己做選擇的重要
[00:13:06.400 --> 00:13:09.400]  所以我們不妨去看闊一點
[00:13:09.400 --> 00:13:10.400]  看遠一點
[00:13:10.400 --> 00:13:12.400]  來再學習這個
[00:13:12.400 --> 00:13:15.400]  其實本來是我們人的基本功能
[00:13:15.400 --> 00:13:18.400]  但慢慢是一個已經被忘記了的
[00:13:18.400 --> 00:13:20.400]  一個基本功能
[00:13:20.400 --> 00:13:23.400]  我們大家都知道選擇
[00:13:23.400 --> 00:13:25.400]  英文就叫choose
[00:13:25.400 --> 00:13:28.400]  你知道這個字是什麼意思嗎?
[00:13:28.400 --> 00:13:31.400]  按牛津大辭典
[00:13:31.400 --> 00:13:33.400]  它的意思就是
[00:13:33.400 --> 00:13:35.400]  按你的自由意志
[00:13:35.400 --> 00:13:39.400]  在各種可以選擇之中
[00:13:39.400 --> 00:13:42.400]  選取你自己喜歡的
[00:13:42.400 --> 00:13:45.400]  它裡面包含了很多的基本元素
[00:13:45.400 --> 00:13:50.400]  所謂的希臘故事是有的
[00:13:50.400 --> 00:13:53.400]  不如讓我和大家說一下
[00:13:53.400 --> 00:13:55.400]  在希臘文裡面
[00:13:55.400 --> 00:13:59.400]  選擇這個字是怎麼用怎麼解釋好不好?
[00:13:59.400 --> 00:14:03.400]  要明白希臘文的選擇這個字
[00:14:03.400 --> 00:14:06.400]  有一個很基本的知識
[00:14:06.400 --> 00:14:11.400]  就是你先要明白希臘文動詞一些特別的地方
[00:14:11.400 --> 00:14:12.400]  在我們英文
[00:14:12.400 --> 00:14:15.400]  我們通常動詞基本上只有兩類
[00:14:15.400 --> 00:14:19.400]  一個就是主動一個就是被動
[00:14:19.400 --> 00:14:21.400]  但希臘文是有第三類的
[00:14:21.400 --> 00:14:24.400]  就叫做中間式
[00:14:24.400 --> 00:14:27.400]  一個主動的就叫做active voice
[00:14:27.400 --> 00:14:28.400]  譬如舉個例子
[00:14:28.400 --> 00:14:30.400]  我吃飯
[00:14:30.400 --> 00:14:33.400]  我就主動的扒飯夾餸
[00:14:33.400 --> 00:14:35.400]  被動呢?
[00:14:35.400 --> 00:14:37.400]  我被大魚吞了
[00:14:37.400 --> 00:14:38.400]  是被動的
[00:14:38.400 --> 00:14:41.400]  我是被吞噬了
[00:14:41.400 --> 00:14:44.400]  中間式是什麼呢?
[00:14:44.400 --> 00:14:46.400]  中間式就是說
[00:14:46.400 --> 00:14:50.400]  我餵著自己你吃飯
[00:14:50.400 --> 00:14:56.400]  或者說我安著我喜歡的你吃飯
[00:14:56.400 --> 00:14:58.400]  這是中間式
[00:14:58.400 --> 00:15:01.400]  叫做middle voice
[00:15:01.400 --> 00:15:03.400]  很有趣的
[00:15:03.400 --> 00:15:06.400]  原來選擇這個詞語
[00:15:06.400 --> 00:15:10.400]  主要的都是用在中間式那裡
[00:15:10.400 --> 00:15:13.400]  不是用在主動不是用在被動
[00:15:13.400 --> 00:15:15.400]  都帶著一個意思
[00:15:15.400 --> 00:15:19.400]  我餵自己做這個選擇
[00:15:19.400 --> 00:15:22.400]  我覺得是好所以我選擇
[00:15:22.400 --> 00:15:23.400]  都是用在中間式的
[00:15:23.400 --> 00:15:27.400]  特別我們新約的選擇這個字
[00:15:27.400 --> 00:15:31.400]  我就說幾個較有代表性的
[00:15:31.400 --> 00:15:37.400]  Echo就是說餵自己選擇
[00:15:37.400 --> 00:15:41.400]  這種餵自己選擇就不代表
[00:15:41.400 --> 00:15:44.400]  我不選擇的就是我拒絕他的
[00:15:44.400 --> 00:15:45.400]  不是代表那個意思的
[00:15:45.400 --> 00:15:48.400]  只是代表我所選的
[00:15:48.400 --> 00:15:50.400]  都是我喜歡的
[00:15:50.400 --> 00:15:54.400]  瑪利亞選上上好的部分
[00:15:54.400 --> 00:15:57.400]  就是用這個字
[00:15:57.400 --> 00:16:00.400]  他是為自己的好處
[00:16:00.400 --> 00:16:03.400]  選上了最好的那一份
[00:16:03.400 --> 00:16:07.400]  這個是耶穌的稱讚
[00:16:07.400 --> 00:16:10.400]  第二個字就叫做epilego
[00:16:10.400 --> 00:16:13.400]  這個字在很多情況是說
[00:16:13.400 --> 00:16:16.400]  在某些情形下
[00:16:16.400 --> 00:16:20.400]  某一些可選擇的項目上面
[00:16:20.400 --> 00:16:22.400]  你做了一個選擇
[00:16:22.400 --> 00:16:26.400]  就好像說保羅選了西拉
[00:16:26.400 --> 00:16:30.400]  和他一起去宣教旅程
[00:16:30.400 --> 00:16:33.400]  就是這個epilego
[00:16:33.400 --> 00:16:36.400]  還有一個就是hereo
[00:16:36.400 --> 00:16:40.400]  hereo基本上都是用在中間式的
[00:16:40.400 --> 00:16:42.400]  意思就是同樣的
[00:16:42.400 --> 00:16:47.400]  是餵自己來做選擇的意思
[00:16:47.400 --> 00:16:50.400]  然後有一個字比較特別
[00:16:50.400 --> 00:16:52.400]  就是hierarchical
[00:16:52.400 --> 00:16:53.400]  那個字就是說
[00:16:53.400 --> 00:16:55.400]  凡你所揀選的
[00:16:55.400 --> 00:17:00.400]  都是合適的和合法的
[00:17:00.400 --> 00:17:04.400]  這個字可能很多父母
[00:17:04.400 --> 00:17:07.400]  不敢對子女說的
[00:17:07.400 --> 00:17:09.400]  我們說的剛剛相反
[00:17:09.400 --> 00:17:11.400]  你選的都不好
[00:17:11.400 --> 00:17:14.400]  我和你選就是合法合適的
[00:17:14.400 --> 00:17:19.400]  這個剛剛和選擇的意思是相悖的
[00:17:19.400 --> 00:17:21.400]  其實希臘文這幾個字
[00:17:21.400 --> 00:17:23.400]  是充分表達了
[00:17:23.400 --> 00:17:27.400]  一個自由民的尊嚴和價值
[00:17:27.400 --> 00:17:31.400]  不代表你選的都是好的
[00:17:31.400 --> 00:17:33.400]  因為那個被肯定
[00:17:33.400 --> 00:17:35.400]  不是在選擇的後果
[00:17:35.400 --> 00:17:39.400]  是選擇那個行動的本身
[00:17:39.400 --> 00:17:40.400]  凡你所選擇的
[00:17:40.400 --> 00:17:44.400]  都是合法的都是合適的
[00:17:44.400 --> 00:17:49.400]  是特別強調了選擇
[00:17:49.400 --> 00:17:51.400]  是作為自由民
[00:17:51.400 --> 00:17:57.400]  一個基本的地位和權利
[00:17:57.400 --> 00:18:01.400]  或者你會很奇怪
[00:18:01.400 --> 00:18:04.400]  可能有些父母已經皺眉頭
[00:18:04.400 --> 00:18:09.400]  現在人你還要和他說選擇
[00:18:09.400 --> 00:18:10.400]  現在的人
[00:18:10.400 --> 00:18:15.400]  起碼個個都是為自己的好處來打算
[00:18:15.400 --> 00:18:17.400]  哪裡還有人會喜歡聽
[00:18:17.400 --> 00:18:21.400]  什麼這幾位人的雷鋒精神
[00:18:21.400 --> 00:18:23.400]  我們哪裡還有小孩子
[00:18:23.400 --> 00:18:26.400]  是不會知道自己的權利
[00:18:26.400 --> 00:18:29.400]  不會知道什麼是對他好
[00:18:29.400 --> 00:18:32.400]  不會為自己的權利鬥爭到底
[00:18:32.400 --> 00:18:38.400]  你還要和我們說這個選擇
[00:18:38.400 --> 00:18:41.400]  這種反應可能是有道理的
[00:18:41.400 --> 00:18:43.400]  但是不是全面的
[00:18:43.400 --> 00:18:45.400]  我試一下和你說
[00:18:45.400 --> 00:18:48.400]  只要你留心一下我們的流行文化
[00:18:48.400 --> 00:18:50.400]  或者有些情況
[00:18:50.400 --> 00:18:54.400]  你會覺得觸目驚心的
[00:18:54.400 --> 00:18:57.400]  你知不知道不敢選擇
[00:18:57.400 --> 00:19:04.400]  已經成了我們這一代年輕人的特性
[00:19:04.400 --> 00:19:07.400]  主要是建於兩個層面的現象
[00:19:07.400 --> 00:19:10.400]  第一個就是對流行文化
[00:19:10.400 --> 00:19:13.400]  我們不敢逆其意
[00:19:13.400 --> 00:19:18.400]  對命運我們不敢說不
[00:19:18.400 --> 00:19:23.400]  我們順著那個流行文化來走
[00:19:23.400 --> 00:19:26.400]  覺得是唯一合法的途徑來的
[00:19:26.400 --> 00:19:31.400]  接受命運我們認為是沒得避免的
[00:19:31.400 --> 00:19:34.400]  讓我講我一些的個人經驗
[00:19:34.400 --> 00:19:36.400]  然後我講兩個
[00:19:36.400 --> 00:19:39.400]  你在報紙應該看過這個新聞
[00:19:39.400 --> 00:19:46.400]  但我將一些較詳細的背景的細節來向你提供
[00:19:46.400 --> 00:19:48.400]  在外面讀書的時候
[00:19:48.400 --> 00:19:52.400]  我們經常發覺港台的學生
[00:19:52.400 --> 00:19:59.400]  是很少在教學課程中敢於發言的
[00:19:59.400 --> 00:20:02.400]  小組討論說是導讀的時候
[00:20:02.400 --> 00:20:07.400]  港台學生是不太喜歡發聲的
[00:20:07.400 --> 00:20:08.400]  和華裔學生
[00:20:08.400 --> 00:20:11.400]  但如果是在外地成長的
[00:20:11.400 --> 00:20:14.400]  他們是比較敢發言的
[00:20:14.400 --> 00:20:15.400]  開始的時候
[00:20:15.400 --> 00:20:17.400]  我以為是因為語言的緣故
[00:20:17.400 --> 00:20:19.400]  他們不能夠表達自己
[00:20:19.400 --> 00:20:21.400]  所以就不如不說了
[00:20:21.400 --> 00:20:23.400]  但後來我發覺不是
[00:20:23.400 --> 00:20:26.400]  我發覺一些香港去的學生
[00:20:26.400 --> 00:20:29.400]  台灣去的學生
[00:20:29.400 --> 00:20:31.400]  去了外面很久了
[00:20:31.400 --> 00:20:33.400]  學了課和那些外國同學
[00:20:33.400 --> 00:20:35.400]  是講得很流暢的
[00:20:35.400 --> 00:20:37.400]  在教學課程上
[00:20:37.400 --> 00:20:39.400]  在班上的小組研討
[00:20:39.400 --> 00:20:41.400]  仍然是不敢說話的
[00:20:41.400 --> 00:20:47.400]  我發覺其實這個是我們的民族性
[00:20:47.400 --> 00:20:52.400]  我們不慣於讓自己的意見來表達
[00:20:52.400 --> 00:20:57.400]  不慣於在一個群體那裡
[00:20:57.400 --> 00:20:59.400]  來讓人知道我們自己怎麼想
[00:20:59.400 --> 00:21:01.400]  是我們的民族性
[00:21:01.400 --> 00:21:05.400]  再加上逆來順受
[00:21:05.400 --> 00:21:07.400]  都是我們中國人的民族性
[00:21:07.400 --> 00:21:09.400]  好的地方
[00:21:09.400 --> 00:21:12.400]  就是他們為我們苦撐了幾千年
[00:21:12.400 --> 00:21:13.400]  淒涼的歲月
[00:21:13.400 --> 00:21:16.400]  到今天仍然是非常的蓬勃
[00:21:16.400 --> 00:21:18.400]  是因為我們逆來順受
[00:21:18.400 --> 00:21:19.400]  不好的地方
[00:21:19.400 --> 00:21:21.400]  是逆來順受的性格
[00:21:21.400 --> 00:21:24.400]  埋沒了很多可以很精彩的
[00:21:24.400 --> 00:21:27.400]  突圍而出的這些情況
[00:21:27.400 --> 00:21:30.400]  包括了群體和個人都是
[00:21:30.400 --> 00:21:33.400]  為什麼下課後
[00:21:33.400 --> 00:21:35.400]  我們會很敢說我們的說話
[00:21:35.400 --> 00:21:37.400]  和表達我們的意見
[00:21:37.400 --> 00:21:39.400]  但是上課正式的討論
[00:21:39.400 --> 00:21:42.400]  是極少發言呢
[00:21:42.400 --> 00:21:49.400]  我們這種不敢讓自己的意見
[00:21:49.400 --> 00:21:50.400]  voice out
[00:21:50.400 --> 00:21:52.400]  讓人聽得到
[00:21:52.400 --> 00:21:54.400]  不敢讓自己的意見
[00:21:54.400 --> 00:21:58.400]  有機會讓人挑戰挑戰的
[00:21:58.400 --> 00:22:02.400]  我們寧願多一事不如少一事
[00:22:02.400 --> 00:22:05.400]  我們懷著這種的性格
[00:22:05.400 --> 00:22:11.400]  我們越來越容易接受了
[00:22:11.400 --> 00:22:13.400]  外面一些的定規
[00:22:13.400 --> 00:22:19.400]  越來越不敢對外面來說不
[00:22:19.400 --> 00:22:21.400]  回到香港
[00:22:21.400 --> 00:22:24.400]  沒多久我被邀請去一間
[00:22:24.400 --> 00:22:27.400]  很有名的女子中學那裡講道
[00:22:27.400 --> 00:22:33.400]  可能是因為那個情況
[00:22:33.400 --> 00:22:36.400]  那個感受相當深
[00:22:36.400 --> 00:22:39.400]  也都可能有部分我覺得
[00:22:39.400 --> 00:22:41.400]  是少少天啟的味道
[00:22:41.400 --> 00:22:43.400]  就是說我們講道的人
[00:22:43.400 --> 00:22:45.400]  在講道之前我們都要祈禱
[00:22:45.400 --> 00:22:48.400]  求神引導我們到底要說些什麼
[00:22:48.400 --> 00:22:51.400]  那一次我決定用一個題目
[00:22:51.400 --> 00:22:55.400]  來對這班女學生講說話
[00:22:55.400 --> 00:22:59.400]  我的題目就是敢於犯錯
[00:22:59.400 --> 00:23:02.400]  敢於犯錯
[00:23:02.400 --> 00:23:05.400]  我問她們
[00:23:05.400 --> 00:23:07.400]  我說我們不敢犯錯
[00:23:07.400 --> 00:23:09.400]  因為我們怕
[00:23:09.400 --> 00:23:15.400]  也都因為我們常常聽了上一代一些的說話
[00:23:15.400 --> 00:23:19.400]  譬如說一失足成千古恨
[00:23:19.400 --> 00:23:23.400]  我們怕我們會跌落那些千古恨那裡
[00:23:23.400 --> 00:23:25.400]  我問她們
[00:23:25.400 --> 00:23:27.400]  我說你們誰可以
[00:23:27.400 --> 00:23:29.400]  站起來不假思索
[00:23:29.400 --> 00:23:31.400]  和我數出五個千古恨的
[00:23:31.400 --> 00:23:35.400]  請你站起來和我說
[00:23:35.400 --> 00:23:39.400]  當然沒人敢接受這個挑戰
[00:23:39.400 --> 00:23:42.400]  我只見到台下那些女孩子
[00:23:42.400 --> 00:23:44.400]  在那裡笑
[00:23:45.400 --> 00:23:49.400]  說完我知道我的信息是
[00:23:49.400 --> 00:23:51.400]  well accepted的
[00:23:51.400 --> 00:23:54.400]  她們是聽到和她們是喜歡
[00:23:54.400 --> 00:23:56.400]  她們明白的
[00:23:56.400 --> 00:23:58.400]  只是下台的時候
[00:23:58.400 --> 00:24:00.400]  我就很擔心了
[00:24:00.400 --> 00:24:02.400]  我很擔心那個女校長
[00:24:02.400 --> 00:24:04.400]  會拉了我進校長室
[00:24:04.400 --> 00:24:06.400]  責備我一輪
[00:24:06.400 --> 00:24:08.400]  或者是落我一番
