
[00:00:00.000 --> 00:00:06.000]  在三十多年前,當我和師母開始搭進去侍奉的時候
[00:03:57.000 --> 00:03:58.000]  這首歌的歌詞
[00:03:58.000 --> 00:03:59.000]  我讀給大家聽
[00:03:59.000 --> 00:04:00.000]  他說
[00:04:00.000 --> 00:04:02.000]  向前走啊
[00:04:02.000 --> 00:04:03.000]  努力向前走
[00:04:03.000 --> 00:04:05.000]  前進莫退後
[00:04:05.000 --> 00:04:06.000]  向前走啊
[00:04:06.000 --> 00:04:07.000]  努力向前走
[00:04:07.000 --> 00:04:09.000]  一去不回頭
[00:04:09.000 --> 00:04:10.000]  手扶著泥
[00:04:10.000 --> 00:04:11.000]  向後看的
[00:04:11.000 --> 00:04:13.000]  不配進天國
[00:04:13.000 --> 00:04:14.000]  向前走啊
[00:04:14.000 --> 00:04:16.000]  努力向前走
[00:04:16.000 --> 00:04:18.000]  前進莫退後
[00:04:18.000 --> 00:04:20.000]  如果信諸很多年的弟兄姊妹
[00:04:20.000 --> 00:04:22.000]  可能都聽過一下這首詩歌
[00:04:22.000 --> 00:04:24.000]  一首很傳統的詩歌
[00:04:24.000 --> 00:04:26.000]  我只唱兩句給大家聽
[00:04:26.000 --> 00:04:28.000]  向前走啊
[00:04:28.000 --> 00:04:30.000]  努力向前走
[00:04:30.000 --> 00:04:32.000]  前進莫退後
[00:04:32.000 --> 00:04:35.000]  那首很傳統的詩歌
[00:04:35.000 --> 00:04:38.000]  這個宣教士經常都唱
[00:04:38.000 --> 00:04:39.000]  當時他經常唱
[00:04:39.000 --> 00:04:40.000]  我都沒有所謂
[00:04:40.000 --> 00:04:41.000]  都很適合
[00:04:41.000 --> 00:04:42.000]  這個世界是這樣的
[00:04:42.000 --> 00:04:44.000]  一去不回頭
[00:04:44.000 --> 00:04:45.000]  很自然的
[00:04:45.000 --> 00:04:47.000]  但過了幾十年
[00:04:47.000 --> 00:04:48.000]  上個月
[00:04:48.000 --> 00:04:49.000]  我忽然間
[00:04:49.000 --> 00:04:50.000]  唱了一首詩歌
[00:04:50.000 --> 00:04:52.000]  我自己忽然間唱了一首詩歌
[00:04:52.000 --> 00:04:54.000]  不知為何會唱一首詩歌
[00:04:54.000 --> 00:04:56.000]  我就望著其中一句歌詞
[00:04:56.000 --> 00:04:58.000]  一去不回頭
[00:04:58.000 --> 00:05:00.000]  我就這樣
[00:05:00.000 --> 00:05:02.000]  嘩 上帝
[00:05:02.000 --> 00:05:04.000]  用不著這麼盡
[00:05:04.000 --> 00:05:06.000]  一去不回頭
[00:05:06.000 --> 00:05:08.000]  死了
[00:05:08.000 --> 00:05:10.000]  死了就一去不回頭
[00:05:10.000 --> 00:05:12.000]  我說不是吧
[00:05:12.000 --> 00:05:13.000]  但當我自己想
[00:05:13.000 --> 00:05:15.000]  為何三十多年前
[00:05:15.000 --> 00:05:17.000]  我沒有這個感覺
[00:05:17.000 --> 00:05:18.000]  三十多年後
[00:05:18.000 --> 00:05:19.000]  我忽然間有這個感覺
[00:05:19.000 --> 00:05:20.000]  就是因為我發覺
[00:05:20.000 --> 00:05:21.000]  現在的基督徒
[00:05:21.000 --> 00:05:23.000]  我們開始不夠膽去講偉生
[00:05:23.000 --> 00:05:25.000]  今天做宣教士
[00:05:25.000 --> 00:05:27.000]  不要再去想一去不回頭
[00:05:27.000 --> 00:05:28.000]  現在做宣教士
[00:05:28.000 --> 00:05:29.000]  去了一年之後就回來了
[00:05:29.000 --> 00:05:30.000]  回來頂不住了
[00:05:30.000 --> 00:05:31.000]  那邊頂不住了
[00:05:31.000 --> 00:05:32.000]  回來了
[00:05:32.000 --> 00:05:34.000]  要享受香港的那些堂餐
[00:05:34.000 --> 00:05:35.000]  突然之間
[00:05:35.000 --> 00:05:36.000]  但昔日的宣教士
[00:05:36.000 --> 00:05:38.000]  坐幾個月船去中國
[00:05:38.000 --> 00:05:40.000]  要回去自己的英國
[00:05:40.000 --> 00:05:41.000]  要坐幾個月船回英國
[00:05:41.000 --> 00:05:42.000]  那種的生命
[00:05:42.000 --> 00:05:43.000]  那種的偉生
[00:05:43.000 --> 00:05:45.000]  甚至當時的環境
[00:05:45.000 --> 00:05:47.000]  他們真的帶著一種心
[00:05:47.000 --> 00:05:49.000]  一去就不回頭
[00:05:49.000 --> 00:05:51.000]  現在想到這樣
[00:05:51.000 --> 00:05:52.000]  究竟今天香港教會
[00:05:52.000 --> 00:05:53.000]  或者這個世界的教會
[00:05:53.000 --> 00:05:54.000]  發生了什麼事
[00:05:54.000 --> 00:05:55.000]  究竟為什麼
[00:05:55.000 --> 00:05:57.000]  今天我們再不夠膽去講
[00:05:57.000 --> 00:05:59.000]  我們今天聖經裏邊
[00:05:59.000 --> 00:06:01.000]  很重要的一些訊息
[00:06:01.000 --> 00:06:03.000]  就是關於耶穌基督
[00:06:03.000 --> 00:06:04.000]  真的講過
[00:06:04.000 --> 00:06:05.000]  守乎進來
[00:06:05.000 --> 00:06:06.000]  向後看的人
[00:06:06.000 --> 00:06:08.000]  是不能夠進天國的
[00:06:08.000 --> 00:06:10.000]  耶穌真的講過
[00:06:10.000 --> 00:06:11.000]  凡愛父母
[00:06:11.000 --> 00:06:12.000]  愛兄弟
[00:06:12.000 --> 00:06:13.000]  多過愛我
[00:06:13.000 --> 00:06:14.000]  我們要小心一點
[00:06:14.000 --> 00:06:15.000]  上帝說
[00:06:15.000 --> 00:06:16.000]  就算保羅說
[00:06:16.000 --> 00:06:18.000]  今天獻上我們的身體
[00:06:18.000 --> 00:06:20.000]  是理所當然的
[00:06:20.000 --> 00:06:21.000]  究竟這些訊息
[00:06:21.000 --> 00:06:23.000]  今天華人教會
[00:06:23.000 --> 00:06:24.000]  夠不夠膽去講呢
[00:06:24.000 --> 00:06:25.000]  還是我們已經慢慢地
[00:06:25.000 --> 00:06:27.000]  被這個世界的趨勢
[00:06:27.000 --> 00:06:28.000]  牧師
[00:06:28.000 --> 00:06:30.000]  用不著這麼盡
[00:06:30.000 --> 00:06:32.000]  反而教會開心就算了
[00:06:32.000 --> 00:06:34.000]  八福不是說
[00:06:34.000 --> 00:06:36.000]  基督學母語的人有福了
[00:06:36.000 --> 00:06:37.000]  是不是
[00:06:37.000 --> 00:06:38.000]  是有福
[00:06:38.000 --> 00:06:40.000]  不過要懂基督學母語
[00:06:40.000 --> 00:06:42.000]  你要為主受逼迫
[00:06:42.000 --> 00:06:43.000]  就有福
[00:06:43.000 --> 00:06:45.000]  今天我們不夠膽去講
[00:06:45.000 --> 00:06:46.000]  以致到
[00:06:46.000 --> 00:06:48.000]  我自己也開始在想
[00:06:48.000 --> 00:06:50.000]  用不著這麼盡
[00:06:50.000 --> 00:06:51.000]  一去不回頭
[00:06:51.000 --> 00:06:53.000]  但是弟兄姊妹
[00:06:53.000 --> 00:06:54.000]  當我自己想
[00:06:54.000 --> 00:06:56.000]  今天新年的第一篇道
[00:06:56.000 --> 00:06:59.000]  我覺得不應該講約伯記
[00:06:59.000 --> 00:07:00.000]  新年牛牛
[00:07:00.000 --> 00:07:02.000]  講約伯記
[00:07:02.000 --> 00:07:04.000]  好像不太對
[00:07:04.000 --> 00:07:05.000]  我不是迷信
[00:07:05.000 --> 00:07:06.000]  不過好像
[00:07:06.000 --> 00:07:08.000]  都是上映民意
[00:07:08.000 --> 00:07:10.000]  沒有那些東西
[00:07:10.000 --> 00:07:12.000]  但講什麼呢
[00:07:12.000 --> 00:07:14.000]  今天有人和師母聊天
[00:07:14.000 --> 00:07:15.000]  師母問我
[00:07:15.000 --> 00:07:17.000]  牧師今天講什麼
[00:07:17.000 --> 00:07:18.000]  這個星期
[00:07:18.000 --> 00:07:19.000]  我還沒想
[00:07:19.000 --> 00:07:20.000]  不知道要講什麼
[00:07:20.000 --> 00:07:22.000]  接著她說了一句
[00:07:22.000 --> 00:07:23.000]  不如講詩篇教學篇吧
[00:07:23.000 --> 00:07:24.000]  我說不是吧
[00:07:24.000 --> 00:07:25.000]  詩篇教學篇有什麼好講的
[00:07:25.000 --> 00:07:26.000]  詩篇教學篇是
[00:07:26.000 --> 00:07:28.000]  任何福音聖茶經的第一課
[00:07:28.000 --> 00:07:30.000]  每個人都聽過
[00:07:30.000 --> 00:07:32.000]  但是師母突然跟我說
[00:07:32.000 --> 00:07:34.000]  她說詩篇教學篇
[00:07:34.000 --> 00:07:35.000]  她說你想想
[00:07:35.000 --> 00:07:37.000]  詩篇教學篇
[00:07:37.000 --> 00:07:38.000]  我真的去想
[00:07:38.000 --> 00:07:40.000]  我真的去默想
[00:07:40.000 --> 00:07:41.000]  真的去默想的時候
[00:07:41.000 --> 00:07:42.000]  我就想起
[00:07:42.000 --> 00:07:43.000]  我一個多月之前
[00:07:43.000 --> 00:07:44.000]  唱這首歌
[00:07:44.000 --> 00:07:45.000]  我望著自己
[00:07:45.000 --> 00:07:47.000]  為什麼昔日的人
[00:07:47.000 --> 00:07:49.000]  唱這首歌很自然
[00:07:49.000 --> 00:07:51.000]  昔日我去聽都很自然
[00:07:51.000 --> 00:07:52.000]  但為什麼今天
[00:07:52.000 --> 00:07:53.000]  我自己唱這首歌的時候
[00:07:53.000 --> 00:07:54.000]  我自己也會問自己
[00:07:54.000 --> 00:07:55.000]  用不著這麼盡
[00:07:55.000 --> 00:07:57.000]  一去不回頭
[00:07:57.000 --> 00:07:59.000]  但是詩篇90篇
[00:07:59.000 --> 00:08:02.000]  當我自己很仔細去默想的時候
[00:08:02.000 --> 00:08:03.000]  我就發覺
[00:08:03.000 --> 00:08:04.000]  原來詩篇90篇
[00:08:04.000 --> 00:08:06.000]  是我們同福堂
[00:08:06.000 --> 00:08:07.000]  過去十幾年的
[00:08:07.000 --> 00:08:08.000]  其中一個
[00:08:08.000 --> 00:08:10.000]  核心價值的詩篇
[00:08:10.000 --> 00:08:12.000]  所謂core value的詩篇
[00:08:12.000 --> 00:08:13.000]  其中一個
[00:08:13.000 --> 00:08:14.000]  很重要的核心價值
[00:08:14.000 --> 00:08:15.000]  為什麼我們同福堂
[00:08:15.000 --> 00:08:16.000]  過去十幾年
[00:08:16.000 --> 00:08:18.000]  很喜歡傳福音
[00:08:18.000 --> 00:08:19.000]  為什麼我們教會
[00:08:19.000 --> 00:08:21.000]  很喜歡將福音帶給更多人
[00:08:21.000 --> 00:08:22.000]  我們上個月
[00:08:22.000 --> 00:08:23.000]  十二月份
[00:08:23.000 --> 00:08:24.000]  我們帶過超過
[00:08:24.000 --> 00:08:25.000]  九百多人信耶穌
[00:08:25.000 --> 00:08:26.000]  Amen
[00:08:26.000 --> 00:08:28.000]  我們將掌聲歸給耶穌
[00:08:28.000 --> 00:08:30.000]  為什麼我們這麼喜歡傳福音
[00:08:30.000 --> 00:08:31.000]  圓了聖誕節
[00:08:31.000 --> 00:08:32.000]  圓了元旦
[00:08:32.000 --> 00:08:34.000]  我們很快又會去年宵
[00:08:34.000 --> 00:08:35.000]  所以弟兄姊妹
[00:08:35.000 --> 00:08:37.000]  我們很快又去年宵攤位擺檔
[00:08:37.000 --> 00:08:39.000]  我們又回到那個點
[00:08:39.000 --> 00:08:40.000]  在中間
[00:08:40.000 --> 00:08:41.000]  那個銅像後面
[00:08:41.000 --> 00:08:42.000]  小小的右手邊
[00:08:42.000 --> 00:08:43.000]  就是那個地方
[00:08:43.000 --> 00:08:44.000]  就是我們同福的地方
[00:08:44.000 --> 00:08:45.000]  所以今年
[00:08:45.000 --> 00:08:46.000]  你一定要去
[00:08:46.000 --> 00:08:47.000]  跟隔壁說
[00:08:47.000 --> 00:08:48.000]  一定要去
[00:08:48.000 --> 00:08:49.000]  不單要去
[00:08:49.000 --> 00:08:50.000]  還要買一件東西
[00:08:50.000 --> 00:08:51.000]  因為如果你們買一件
[00:08:51.000 --> 00:08:54.000]  我們就不用蝕本了
[00:08:54.000 --> 00:08:55.000]  但今年的東西
[00:08:55.000 --> 00:08:56.000]  是超過你所想實求
[00:08:56.000 --> 00:08:59.000]  (笑聲)
[00:08:59.000 --> 00:09:00.000]  是真的
[00:09:00.000 --> 00:09:01.000]  不用說謊
[00:09:01.000 --> 00:09:03.000]  意思我們想
[00:09:03.000 --> 00:09:05.000]  很快我們又要去年宵
[00:09:05.000 --> 00:09:07.000]  我們去年在年宵攤位
[00:09:07.000 --> 00:09:08.000]  又帶了幾百人信耶穌
[00:09:08.000 --> 00:09:09.000]  所以我們很相信
[00:09:09.000 --> 00:09:11.000]  今天我們要傳福音
[00:09:11.000 --> 00:09:13.000]  這是我們過去十幾年
[00:09:13.000 --> 00:09:14.000]  上帝給我們的
[00:09:14.000 --> 00:09:16.000]  其中一個核心價值
[00:09:16.000 --> 00:09:18.000]  是我們的核心價值
[00:09:18.000 --> 00:09:19.000]  原來C篇90篇
[00:09:19.000 --> 00:09:20.000]  其實是
[00:09:20.000 --> 00:09:21.000]  正正是帶出了
[00:09:21.000 --> 00:09:23.000]  這個核心價值
[00:09:23.000 --> 00:09:24.000]  一個篇C篇
[00:09:24.000 --> 00:09:26.000]  所以當中我們可能
[00:09:26.000 --> 00:09:27.000]  很多新來的弟兄姊妹
[00:09:27.000 --> 00:09:29.000]  未必認識我們這麼深的時候
[00:09:29.000 --> 00:09:31.000]  我們在一個年初
[00:09:31.000 --> 00:09:32.000]  來將我們同福的
[00:09:32.000 --> 00:09:33.000]  其中一個核心價值
[00:09:33.000 --> 00:09:35.000]  跟大家來分享
[00:09:35.000 --> 00:09:37.000]  透過C篇90篇
[00:09:37.000 --> 00:09:38.000]  C篇90篇
[00:09:38.000 --> 00:09:40.000]  很清楚是摩西的C篇
[00:09:40.000 --> 00:09:42.000]  是摩西的土文
[00:09:42.000 --> 00:09:44.000]  是摩西他自己
[00:09:44.000 --> 00:09:45.000]  在他人生當中
[00:09:45.000 --> 00:09:47.000]  可以說去到一個
[00:09:47.000 --> 00:09:49.000]  最低潮那邊的
[00:09:49.000 --> 00:09:50.000]  一篇的土文
[00:09:50.000 --> 00:09:52.000]  為什麼我說他低潮的時候呢
[00:09:52.000 --> 00:09:54.000]  正正是很多的假經家就說
[00:09:54.000 --> 00:09:57.000]  當摩西寫C篇90篇的時候
[00:09:57.000 --> 00:09:58.000]  他的背景
[00:09:58.000 --> 00:10:00.000]  就是文素記20章
[00:10:00.000 --> 00:10:01.000]  文素記20章
[00:10:01.000 --> 00:10:03.000]  就是當時摩西
[00:10:03.000 --> 00:10:04.000]  帶領以色列百姓
[00:10:04.000 --> 00:10:05.000]  出街夾在曠野當中
[00:10:05.000 --> 00:10:07.000]  忽然間去到一個時間
[00:10:07.000 --> 00:10:10.000]  他姊姊米利黯死了
[00:10:10.000 --> 00:10:12.000]  他的兄弟阿倫死了
[00:10:12.000 --> 00:10:14.000]  而他自己的前途
[00:10:14.000 --> 00:10:16.000]  忽然之間黑暗了
[00:10:16.000 --> 00:10:18.000]  就因為上帝吩咐他
[00:10:18.000 --> 00:10:20.000]  要吩咐這個盆石出水
[00:10:20.000 --> 00:10:22.000]  但他覺得他沒有聽上帝的話
[00:10:22.000 --> 00:10:24.000]  他要打這個盆石
[00:10:24.000 --> 00:10:25.000]  然後出水
[00:10:25.000 --> 00:10:26.000]  於是上帝跟他說
[00:10:26.000 --> 00:10:27.000]  因為你的不信服
[00:10:27.000 --> 00:10:31.000]  你就不能進去應許之地
[00:10:31.000 --> 00:10:33.000]  家人的離世
[00:10:33.000 --> 00:10:34.000]  前途的黑暗
[00:10:34.000 --> 00:10:36.000]  這些正正很多時候
[00:10:36.000 --> 00:10:39.000]  是中年危機的一個情況下
[00:10:39.000 --> 00:10:41.000]  出現的情況
[00:10:41.000 --> 00:10:43.000]  帶來很多中年人危機
[00:10:43.000 --> 00:10:45.000]  我現在很喜歡說中年危機
[00:10:45.000 --> 00:10:46.000]  因為已經過了
[00:10:46.000 --> 00:10:47.000]  因為我現在變了
[00:10:47.000 --> 00:10:49.000]  香港人所說的老翁
[00:10:49.000 --> 00:10:52.000]  所以我已經過了中年危機
[00:10:52.000 --> 00:10:54.000]  所以我過去經常說中年危機
[00:10:54.000 --> 00:10:56.000]  在講座說中年危機
[00:10:56.000 --> 00:10:57.000]  有一次在電台採訪
[00:10:57.000 --> 00:10:58.000]  我又說中年危機
[00:10:58.000 --> 00:11:00.000]  所以我覺得我夠膽說
[00:11:00.000 --> 00:11:02.000]  因為在中年危機
[00:11:02.000 --> 00:11:04.000]  在今天來說已經不再是年紀
[00:11:04.000 --> 00:11:05.000]  而是很多時候
[00:11:05.000 --> 00:11:08.000]  去到某個階段的時候
[00:11:08.000 --> 00:11:10.000]  你面對家人的離世
[00:11:10.000 --> 00:11:12.000]  你的至親的離世
[00:11:12.000 --> 00:11:14.000]  面對忽然間被解僱
[00:11:14.000 --> 00:11:15.000]  忽然間失業
[00:11:15.000 --> 00:11:17.000]  所以帶來很多時候
[00:11:17.000 --> 00:11:19.000]  再看前途的時候
[00:11:19.000 --> 00:11:21.000]  前途好像一片黑暗
[00:11:21.000 --> 00:11:23.000]  所以帶來很多的憂慮
[00:11:23.000 --> 00:11:24.000]  很多的沮喪
[00:11:24.000 --> 00:11:27.000]  而產生所謂的中年危機
[00:11:27.000 --> 00:11:30.000]  摩西面對家人的離世
[00:11:30.000 --> 00:11:33.000]  摩西面對前景的黑暗
[00:11:33.000 --> 00:11:35.000]  他沒有辦法再進入英女之地
[00:11:35.000 --> 00:11:36.000]  他知道的
[00:11:36.000 --> 00:11:38.000]  他在這樣的環境下
[00:11:38.000 --> 00:11:40.000]  寫了一篇詩篇90篇
[00:11:40.000 --> 00:11:43.000]  但是當我們很仔細讀這篇詩篇90篇的時候
[00:11:43.000 --> 00:11:47.000]  我們完全不覺得摩西
[00:11:47.000 --> 00:11:49.000]  在這個土文當中
[00:11:49.000 --> 00:11:51.000]  帶出他對人生的失望
[00:11:51.000 --> 00:11:54.000]  和那種灰的感覺
[00:11:54.000 --> 00:11:56.000]  完全沒有那種灰的感覺
[00:11:56.000 --> 00:11:58.000]  完全沒有那種失望的感覺
[00:11:58.000 --> 00:12:00.000]  如果是我面對這麼大的挑戰的時候
[00:12:00.000 --> 00:12:01.000]  我如果仍然是中年的時候
[00:12:01.000 --> 00:12:02.000]  我就會覺得
[00:12:02.000 --> 00:12:04.000]  不做了
[00:12:04.000 --> 00:12:06.000]  不想帶這群百姓進去英女之地
[00:12:06.000 --> 00:12:07.000]  反正我也進不去
[00:12:07.000 --> 00:12:09.000]  我進不去為什麼要帶他們進去
[00:12:09.000 --> 00:12:11.000]  為什麼要看著那個英女之地進不去
[00:12:11.000 --> 00:12:12.000]  關我什麼事
[00:12:12.000 --> 00:12:13.000]  其實也不是我不好
[00:12:13.000 --> 00:12:14.000]  是你們這群人不好
[00:12:14.000 --> 00:12:15.000]  又說沒有浴室
[00:12:15.000 --> 00:12:16.000]  又說沒有水喝
[00:12:16.000 --> 00:12:18.000]  整天都在吵
[00:12:18.000 --> 00:12:20.000]  又要我去祈禱
[00:12:20.000 --> 00:12:22.000]  浪費我的時間
[00:12:22.000 --> 00:12:23.000]  不帶他們自己走
[00:12:23.000 --> 00:12:24.000]  行不行
[00:12:24.000 --> 00:12:25.000]  行的
[00:12:25.000 --> 00:12:26.000]  我們很容易
[00:12:26.000 --> 00:12:27.000]  踢爆
[00:12:27.000 --> 00:12:28.000]  不做
[00:12:28.000 --> 00:12:29.000]  說得俗一點
[00:12:29.000 --> 00:12:31.000]  摩西也可以這樣做
[00:12:31.000 --> 00:12:34.000]  但是摩西卻沒有任何的灰
[00:12:34.000 --> 00:12:36.000]  沒有任何對人生的失望
[00:12:36.000 --> 00:12:37.000]  第一次我這樣說
[00:12:37.000 --> 00:12:39.000]  是因為我們面對未來的日子當中
[00:12:39.000 --> 00:12:40.000]  剛才我所說的
[00:12:40.000 --> 00:12:42.000]  無論他們香港政府的政策
[00:12:42.000 --> 00:12:44.000]  無論他們宗教上面的挑戰
[00:12:44.000 --> 00:12:46.000]  甚至未來的日子當中
[00:12:46.000 --> 00:12:48.000]  雖然現在這幾天的股票升得很好
[00:12:48.000 --> 00:12:50.000]  但是我們不知道股票什麼時候會跌
[00:12:50.000 --> 00:12:51.000]  但是樓價會不會升呢
[00:12:51.000 --> 00:12:53.000]  李先生說可能會升10%
[00:12:53.000 --> 00:12:54.000]  或者會跌10%
[00:12:54.000 --> 00:12:56.000]  你信不信 由得你
[00:12:56.000 --> 00:12:58.000]  第一次我們不知道未來的前景
[00:12:58.000 --> 00:12:59.000]  經濟會怎麼樣
[00:12:59.000 --> 00:13:02.000]  但是我深信在未來的日子當中
[00:13:02.000 --> 00:13:04.000]  或許你和我有一天
[00:13:04.000 --> 00:13:07.000]  都會面對中年危機
[00:13:07.000 --> 00:13:09.000]  你們現在很年輕
[00:13:09.000 --> 00:13:11.000]  可能都會面對中年危機
[00:13:11.000 --> 00:13:12.000]  但是我們面對的時候
[00:13:12.000 --> 00:13:16.000]  我們怎麼樣效法摩西
[00:13:16.000 --> 00:13:21.000]  為什麼他仍然對人生沒有失望
[00:13:21.000 --> 00:13:24.000]  為什麼他對人生仍然沒有灰
[00:13:24.000 --> 00:13:26.000]  有四方面我們要反省
[00:13:26.000 --> 00:13:27.000]  在PCP那邊
[00:13:27.000 --> 00:13:29.000]  第一就是因為摩西
