
[00:00:00.000 --> 00:00:03.600]  各位弟兄姊妹平安神,今天要向你講說話
[00:03:18.120 --> 00:03:22.280]  我們在地上都是有任務在身
[00:03:22.280 --> 00:03:24.520]  神有召喚給我們
[00:03:24.520 --> 00:03:27.160]  叫我們照着神給我們的呼叫
[00:03:27.160 --> 00:03:29.080]  我們去活得精彩
[00:03:29.080 --> 00:03:33.720]  我們的生命要活得很好的去榮耀神
[00:03:33.720 --> 00:03:36.680]  所以耶穌就說趁着白日
[00:03:36.680 --> 00:03:40.440]  必須作那猜我來者的功
[00:03:40.440 --> 00:03:42.760]  因爲黑夜將到
[00:03:42.760 --> 00:03:45.720]  就沒有人可以作功
[00:03:45.720 --> 00:03:48.200]  這裏又是一個兩個世界
[00:03:48.200 --> 00:03:52.280]  原來有所謂時間很快就沒有了
[00:03:52.280 --> 00:03:53.080]  爲什麼?
[00:03:53.080 --> 00:03:54.920]  因爲耶穌會回來
[00:03:54.920 --> 00:03:58.360]  當你看見今天整個世界的局勢
[00:03:58.360 --> 00:04:00.920]  地震越來越頻繁
[00:04:00.920 --> 00:04:04.040]  而且那個程度是越來越激烈
[00:04:04.040 --> 00:04:06.280]  各處都有戰爭
[00:04:06.280 --> 00:04:08.920]  而且有很多的災難
[00:04:08.920 --> 00:04:12.680]  單單在紐西蘭就有水災
[00:04:12.680 --> 00:04:15.080]  那些下雨
[00:04:15.080 --> 00:04:17.800]  幾個小時下的雨量
[00:04:17.800 --> 00:04:20.840]  是差不多一年的雨量一樣
[00:04:20.840 --> 00:04:24.440]  所以在紐西蘭北島的東岸
[00:04:24.440 --> 00:04:28.040]  很多的地區是水浸
[00:04:28.040 --> 00:04:31.800]  當我打開新聞報告來看的時候
[00:04:31.800 --> 00:04:35.560]  那些屋是倒塌了的
[00:04:35.560 --> 00:04:39.640]  因爲整個斜坡是倒塌的
[00:04:39.640 --> 00:04:42.040]  有些道路都毀壞了
[00:04:42.040 --> 00:04:45.800]  原來災難在今天這個世界
[00:04:45.800 --> 00:04:47.400]  真的很頻繁
[00:04:47.400 --> 00:04:50.280]  但同時我們看到
[00:04:50.280 --> 00:04:54.680]  白日將近黑夜就來到
[00:04:54.680 --> 00:04:57.320]  好像這個最惡的勢力要在這裏
[00:04:57.320 --> 00:05:01.480]  但請你不要忘記神的工作
[00:05:01.480 --> 00:05:03.640]  也是在這個時候興起
[00:05:03.640 --> 00:05:05.880]  我和孫母很開心
[00:05:05.880 --> 00:05:07.720]  很多時候我們都在這裏看
[00:05:07.720 --> 00:05:11.080]  美國一個很特別的地方
[00:05:11.080 --> 00:05:12.280]  一個很小的地方
[00:05:12.280 --> 00:05:13.880]  在凱特克的
[00:05:13.880 --> 00:05:16.120]  Oxbury這間大學
[00:05:16.120 --> 00:05:19.160]  竟然有復興來到
[00:05:19.160 --> 00:05:21.400]  不單止在這間大學
[00:05:21.400 --> 00:05:22.840]  復興開始
[00:05:22.840 --> 00:05:25.160]  在美國很多的校園裏面
[00:05:25.160 --> 00:05:26.840]  那個復興的火種
[00:05:26.840 --> 00:05:29.160]  開始在這裏煙點
[00:05:29.160 --> 00:05:30.680]  由2月份
[00:05:30.680 --> 00:05:33.480]  他們開始24小時
[00:05:33.480 --> 00:05:35.480]  通宵祈禱敬拜
[00:05:35.480 --> 00:05:37.720]  一直到現在3月
[00:05:37.720 --> 00:05:42.600]  那個復興的火繼續起到煙點
[00:05:42.600 --> 00:05:46.440]  因此有很多人都帶着一個期待
[00:05:46.440 --> 00:05:48.760]  神復興的工作
[00:05:48.760 --> 00:05:51.560]  要在今天這個世界
[00:05:51.560 --> 00:05:53.160]  大大的興起
[00:05:53.160 --> 00:05:56.920]  而且是在年輕人當中興起
[00:05:56.920 --> 00:05:58.920]  當我們看到年輕人
[00:05:58.920 --> 00:06:00.920]  能夠迴轉歸向神
[00:06:00.920 --> 00:06:02.760]  能夠得到復興的時候
[00:06:02.760 --> 00:06:05.560]  今天這個世界就有盼望
[00:06:05.560 --> 00:06:08.280]  因爲他們就是我們的下一代
[00:06:08.280 --> 00:06:09.960]  是我們的未來
[00:06:09.960 --> 00:06:12.520]  我們的年紀已經越來越大了
[00:06:12.520 --> 00:06:16.520]  但是神要興起更多年輕人
[00:06:16.520 --> 00:06:18.120]  爲他作見證
[00:06:18.120 --> 00:06:20.040]  爲他來工作
[00:06:20.040 --> 00:06:21.720]  所以當我們聽到
[00:06:21.720 --> 00:06:25.480]  有復興的火在各地開始蔓延的時候
[00:06:25.480 --> 00:06:28.200]  我想我們都有一個祈禱神
[00:06:28.200 --> 00:06:33.000]  求禰讓復興的火都在我們這個地方
[00:06:33.000 --> 00:06:35.080]  在今天這個世代裏面
[00:06:35.080 --> 00:06:36.840]  來燃點起來
[00:06:36.840 --> 00:06:40.600]  在世界各地都燃點起來
[00:06:40.600 --> 00:06:43.640]  讓我們真的親住百日
[00:06:43.640 --> 00:06:48.120]  我們必須要作那猜我來者的功
[00:06:48.120 --> 00:06:49.800]  因爲黑夜將到
[00:06:49.800 --> 00:06:53.320]  我們就沒有機會作功
[00:06:53.320 --> 00:06:55.400]  原來很多時候作功
[00:06:55.400 --> 00:06:58.920]  不是我想就可以去做的了
[00:06:58.920 --> 00:07:03.080]  是要神准許他纔可以成就
[00:07:03.080 --> 00:07:04.840]  所以很多時候我們都說
[00:07:04.840 --> 00:07:07.000]  神啊 如果禰准許他
[00:07:07.000 --> 00:07:10.920]  我就可以來這個星期去哪裏講道
[00:07:10.920 --> 00:07:16.040]  或者跟着我去哪裏做一些宣教探訪的工作
[00:07:16.040 --> 00:07:18.520]  如果神准許他
[00:07:18.520 --> 00:07:20.360]  禰就可以成行
[00:07:20.360 --> 00:07:22.360]  如果神不准許他
[00:07:22.360 --> 00:07:24.840]  禰就沒有辦法成行
[00:07:24.840 --> 00:07:28.200]  所以今天原來我們一切的舉動
[00:07:28.200 --> 00:07:32.920]  我們的生活泉流都在乎神的手中
[00:07:32.920 --> 00:07:35.320]  我們的角度是什麼呢
[00:07:35.320 --> 00:07:40.520]  就是找着機會努力爲神工作
[00:07:40.520 --> 00:07:45.400]  所以我想送約翰福音九章四節給各位
[00:07:45.400 --> 00:07:47.000]  親住百日
[00:07:47.000 --> 00:07:49.400]  現在還是有光的時候
[00:07:49.400 --> 00:07:52.600]  我們多多作主公
[00:07:52.600 --> 00:07:54.840]  因爲黑夜將到
[00:07:54.840 --> 00:07:58.760]  我們就沒有辦法爲神作功
[00:07:58.760 --> 00:08:01.160]  求神眺望禰的心
[00:08:01.160 --> 00:08:02.920]  求神興起禰
[00:08:02.920 --> 00:08:04.760]  讓禰去問神
[00:08:04.760 --> 00:08:08.040]  今天禰要我爲禰做什麼
[00:08:08.040 --> 00:08:12.120]  讓我們都竭盡力量去爲神工作
[00:08:12.120 --> 00:08:14.040]  去領人歸主
[00:08:14.040 --> 00:08:18.440]  去叫更多的人得着福音的好處
[00:08:18.440 --> 00:08:21.080]  求神使用禰 使用我
[00:08:21.080 --> 00:08:23.480]  使用我們每一位弟兄姊妹
[00:08:23.480 --> 00:08:26.840]  我們可以大大避神使用
[00:08:26.840 --> 00:08:28.600]  趁着這個時候
[00:08:28.600 --> 00:08:32.280]  我們作那差我來者的功
[00:08:32.280 --> 00:08:34.280]  願神賜福給各位
