
[00:00:00.000 --> 00:00:06.600]  今天是二六年第二個主日
[00:01:49.520 --> 00:01:52.280]  讓我們知道我們有一個身份
[00:01:52.280 --> 00:01:54.320]  我們從前是黑暗
[00:01:54.320 --> 00:01:55.680]  但是現在
[00:01:55.680 --> 00:01:58.040]  在主裡面我們是光
[00:01:58.040 --> 00:02:00.520]  這個身份決定了我們
[00:02:00.520 --> 00:02:03.360]  應該怎樣去生活
[00:02:03.360 --> 00:02:07.360]  既然我們已經知道
[00:02:07.360 --> 00:02:09.040]  在基督裡面我們是光
[00:02:09.040 --> 00:02:11.600]  我們就知道怎樣去過活
[00:02:11.600 --> 00:02:14.800]  所以今天我們不是要再講自律
[00:02:14.800 --> 00:02:17.120]  不是在說有沒有決心
[00:02:17.120 --> 00:02:19.720]  而是我們講在基督裡面
[00:02:19.720 --> 00:02:23.080]  我們怎樣去做一個光明的智慧人
[00:02:23.080 --> 00:02:26.360]  求主去幫助我們一同去學習
[00:02:26.360 --> 00:02:28.880]  我們一起祈禱
[00:02:28.880 --> 00:02:30.200]  主我們多謝祢
[00:02:30.200 --> 00:02:33.200]  祢讓我們有生命氣息
[00:02:33.200 --> 00:02:36.600]  祢讓我們可以經歷新的一年
[00:02:36.600 --> 00:02:38.800]  那個喜樂
[00:02:38.800 --> 00:02:39.680]  主我求祢
[00:02:39.680 --> 00:02:41.120]  祢幫助
[00:02:41.120 --> 00:02:43.600]  祢幫助今天這段經文
[00:02:43.600 --> 00:02:46.920]  能夠成為我們每一位的會眾
[00:02:46.920 --> 00:02:52.520]  那個提醒、幫助、鼓勵
[00:02:52.520 --> 00:02:54.720]  主求祢去看顧引領
[00:02:54.720 --> 00:02:56.520]  我們將到禱告交托
[00:02:56.520 --> 00:02:57.720]  奉主明求
[00:02:57.720 --> 00:02:59.080]  阿門
[00:02:59.080 --> 00:03:03.520]  我想跟大家先讀一下這十幾節的經文
[00:03:03.520 --> 00:03:07.480]  今天一班青少年在我們當中崇拜
[00:03:07.480 --> 00:03:09.760]  其實每個月第二主日
[00:03:09.760 --> 00:03:12.040]  他們都是坐在這裡的
[00:03:12.040 --> 00:03:13.360]  這班青少年
[00:03:13.360 --> 00:03:18.280]  但是你們猜其實他們痛不痛苦呢?
[00:03:18.280 --> 00:03:22.640]  其實我的兒子每逢第二個主日都跟我說
[00:03:22.640 --> 00:03:27.200]  今天有沒有什麼原因可以不上課呢?
[00:03:27.200 --> 00:03:31.440]  因為我回想我自己讀中學的時候
[00:03:31.440 --> 00:03:34.000]  我班主任叫我去崇拜
[00:03:34.000 --> 00:03:36.160]  我坐完一個小時之後我就覺得
[00:03:36.160 --> 00:03:39.360]  為什麼一個小時這麼難過呢?
[00:03:39.360 --> 00:03:42.800]  簡直是人生最難過的一小時
[00:03:42.800 --> 00:03:46.000]  所以今天我就預備了PowerPoint裡面
[00:03:46.000 --> 00:03:47.880]  都有英文版本
[00:03:47.880 --> 00:03:52.280]  讀聖經我們不要只是我們大人自己讀好不好?
[00:03:52.280 --> 00:03:58.840]  我們給他們機會讀一下他們認識的英文字
[00:03:58.840 --> 00:04:01.200]  他們裡面有些人不是很會中文的
[00:04:01.200 --> 00:04:03.680]  這樣好不好?
[00:04:03.680 --> 00:04:07.280]  三至十四節我們讀中文
[00:04:07.280 --> 00:04:10.080]  接著十五節至二十一節
[00:04:10.080 --> 00:04:11.360]  我們讀英文
[00:04:11.360 --> 00:04:15.760]  青少年我們的英文可能弱一點
[00:04:15.760 --> 00:04:18.080]  你們要幫幫忙
[00:04:18.080 --> 00:04:18.760]  好不好?
[00:04:18.760 --> 00:04:22.760]  我們一起讀完這幾節經文
[00:04:22.760 --> 00:04:25.160]  三至十四節讀中文
[00:04:25.160 --> 00:04:27.440]  接著十五至二十一節讀英文
[00:04:27.440 --> 00:04:29.040]  準備一二三
[00:04:29.040 --> 00:04:33.720]  至於淫亂或是貪婪
[00:04:33.720 --> 00:04:36.680]  在你們中間連提都不可
[00:04:36.680 --> 00:04:39.200]  方合聖徒的體統
[00:04:39.200 --> 00:04:43.800]  淫慈妄語和嬉笑的話都不相宜
[00:04:43.800 --> 00:04:46.160]  總要說感謝的話
[00:04:46.160 --> 00:04:49.000]  因為你們確實地知道
[00:04:49.000 --> 00:04:50.800]  無論是淫亂
[00:04:50.800 --> 00:04:52.000]  是污穢的
[00:04:52.000 --> 00:04:53.600]  是有貪心的
[00:04:53.600 --> 00:04:59.200]  在基督和上帝國有貪心的
[00:04:59.200 --> 00:05:01.800]  就與拜偶像一樣
[00:05:01.800 --> 00:05:05.000]  不要被人虛浮的話欺控
[00:05:05.000 --> 00:05:06.480]  因這些話
[00:05:06.480 --> 00:05:10.600]  上帝的憤怒必臨到那半役之子
[00:05:10.600 --> 00:05:14.200]  所以你們不要與他們同夥
[00:05:14.200 --> 00:05:16.600]  從前你們是暗昧的
[00:05:16.600 --> 00:05:20.000]  但如今在主裡面是光明的
[00:05:20.000 --> 00:05:24.000]  行事為人就當光明的子女
[00:05:24.000 --> 00:05:30.000]  光明所結的果子就是一切良善公義誠實
[00:05:30.000 --> 00:05:34.000]  總要察驗何為主所喜悅的事
[00:05:34.000 --> 00:05:38.200]  那暗昧無益的事不要與人同行
[00:05:38.200 --> 00:05:41.000]  都要責備行者是的人
[00:05:41.000 --> 00:05:43.800]  為他們暗中所行的
[00:05:43.800 --> 00:05:47.000]  就是提起來也是可恥
[00:05:47.000 --> 00:05:49.400]  凡事受了責備
[00:05:49.400 --> 00:05:51.600]  就被光顯明出來
[00:05:51.600 --> 00:05:55.200]  一生一切不顯明的就是光
[00:05:55.200 --> 00:05:57.000]  所以傳說
[00:05:57.000 --> 00:06:00.200]  你這睡著的人當醒過來
[00:06:00.200 --> 00:06:02.000]  從死裡復活
[00:06:02.000 --> 00:06:04.800]  你就是光照明的
[00:06:04.800 --> 00:06:06.600]  好 英文版
[00:06:06.600 --> 00:06:08.800]  Be very careful then
[00:06:08.800 --> 00:06:13.200]  how you live not as advised as advised
[00:06:13.200 --> 00:06:16.400]  making the most of the opportunity
[00:06:16.400 --> 00:06:19.000]  because the day are evil
[00:06:19.000 --> 00:06:22.000]  Therefore do not be foolish
[00:06:22.000 --> 00:06:25.800]  but understand what the law wills is
[00:06:25.800 --> 00:06:28.400]  Do not get drunk on wine
[00:06:28.400 --> 00:06:31.400]  release to the earth the sea
[00:06:31.400 --> 00:06:34.800]  instead be filled with the spirit
[00:06:34.800 --> 00:06:38.000]  speaking to one another about the songs
[00:06:38.000 --> 00:06:42.000]  hymns and songs which are of the spirit
[00:06:42.000 --> 00:06:46.600]  saying that we are about to depart from the Lord
[00:06:46.600 --> 00:06:49.200]  always give thanks to the Lord
[00:06:49.200 --> 00:06:51.000]  our Father who art in heaven
[00:06:51.000 --> 00:06:52.000]  hallowed be thy name
[00:06:52.000 --> 00:06:52.600]  thy kingdom come
[00:06:52.600 --> 00:06:53.000]  thy will be done on earth
[00:06:53.000 --> 00:06:53.600]  as it is in heaven
[00:06:53.600 --> 00:06:54.400]  thy will be done on earth
[00:06:54.400 --> 00:06:57.600]  submit to one another about the reference
[00:06:57.600 --> 00:07:00.000]  where we enter into Christ
[00:07:00.000 --> 00:07:00.800]  好
[00:07:00.800 --> 00:07:03.600]  大家一起去學習
[00:07:03.600 --> 00:07:08.000]  其實他們聽我們在讀中文
[00:07:08.000 --> 00:07:14.400]  都同樣有我們剛才讀英文的挑戰和難度
[00:07:14.400 --> 00:07:17.000]  這段經文我將它分為三部分
[00:07:17.000 --> 00:07:18.600]  五章三至七節
[00:07:18.600 --> 00:07:20.000]  我給它的主題是
[00:07:20.000 --> 00:07:23.600]  在基督裡面我們要遠離黑暗
[00:07:23.600 --> 00:07:25.200]  八至十四節
[00:07:25.200 --> 00:07:27.000]  就是當我們遠離了黑暗之後
[00:07:27.000 --> 00:07:30.000]  我們在基督裡面要活出光明
[00:07:30.000 --> 00:07:31.800]  而怎樣去活出光明
[00:07:31.800 --> 00:07:34.400]  就是15至21節提醒我們
[00:07:34.400 --> 00:07:37.600]  在基督裡面去靠聖靈而活
[00:07:37.600 --> 00:07:39.400]  我們先一起看第一點
[00:07:39.400 --> 00:07:42.800]  在基督裡面遠離黑暗
[00:07:42.800 --> 00:07:47.200]  五章三至七節給我們一個很重要的提醒
[00:07:47.200 --> 00:07:51.000]  黑暗的力量是真實存在
[00:07:51.000 --> 00:07:53.200]  而且不是一下子去淋到人
[00:07:53.200 --> 00:07:57.800]  而是按著我們生命的狀態
[00:07:57.800 --> 00:08:00.400]  一步一步滲入我們的生命
[00:08:00.400 --> 00:08:04.000]  經文的鋪排都給我們看見
[00:08:04.000 --> 00:08:07.000]  通常都是先從行為開始
[00:08:07.000 --> 00:08:08.800]  進到內心
[00:08:08.800 --> 00:08:12.400]  然後就是口中所講的話
[00:08:12.400 --> 00:08:17.400]  最後影響到我們敬拜的對象和生命方向
[00:08:17.400 --> 00:08:20.200]  這些不是一些零散的罪
[00:08:20.200 --> 00:08:25.200]  而是一條屬靈的下斜坡
[00:08:25.200 --> 00:08:27.200]  第三節它這樣說
[00:08:27.200 --> 00:08:31.000]  至於淫亂並一切污穢或是貪婪
[00:08:31.000 --> 00:08:36.200]  在你們當中提到不可方合聖徒的體統
[00:08:36.200 --> 00:08:39.200]  這裡提到三大罪
[00:08:39.200 --> 00:08:41.400]  這三大罪分別是
[00:08:41.400 --> 00:08:45.200]  淫亂、污穢和貪婪
[00:08:45.200 --> 00:08:50.200]  它們其實都是跟性有關的
[00:08:50.200 --> 00:08:54.200]  我們一起看看淫亂是行為上的罪
[00:08:54.200 --> 00:08:58.200]  指向外在可見的行為失序
[00:08:58.200 --> 00:09:02.200]  不單止是分前的性行為
[00:09:02.200 --> 00:09:04.200]  分內情或是濫交
[00:09:04.200 --> 00:09:09.200]  也包括宗教儀式上的性行為
[00:09:09.200 --> 00:09:11.200]  在伊弗所裡面
[00:09:11.200 --> 00:09:18.200]  亞底米神廟是當時伊弗所人很敬奉的神廟
[00:09:18.200 --> 00:09:21.200]  聖被視為神聖
[00:09:21.200 --> 00:09:26.200]  人相信與廟祭發生關係可以得到祝福
[00:09:26.200 --> 00:09:27.200]  所以換句話說
[00:09:27.200 --> 00:09:32.200]  整個文化都告訴人這樣做是對的
[00:09:32.200 --> 00:09:33.200]  是神聖
[00:09:33.200 --> 00:09:35.200]  但保羅很清楚說
[00:09:35.200 --> 00:09:39.200]  世俗文化容許的不代表神認可
[00:09:39.200 --> 00:09:40.200]  作為神的指紋
[00:09:40.200 --> 00:09:45.200]  我們不能用文化的標準來定義聖潔
[00:09:45.200 --> 00:09:49.200]  而是用神的心意來決定生命的方向
[00:09:49.200 --> 00:09:53.200]  黑暗往往都是從行為開始
[00:09:53.200 --> 00:09:57.200]  從大家都是這樣做開始
[00:09:57.200 --> 00:10:02.200]  今天會不會我們都會有些情況是
[00:10:02.200 --> 00:10:04.200]  其他人都是這樣做
[00:10:04.200 --> 00:10:06.200]  我們都是這樣做
[00:10:06.200 --> 00:10:11.200]  但其實你都覺得神未必喜歡
[00:10:11.200 --> 00:10:15.200]  內心的罪 污穢和貪婪
[00:10:15.200 --> 00:10:18.200]  當行為開始鬆懈了
[00:10:18.200 --> 00:10:21.200]  黑暗就進入我們的內心
[00:10:21.200 --> 00:10:24.200]  污穢是指內心的私慾問題
[00:10:24.200 --> 00:10:32.200]  包括一些邪念 低俗的娛樂 粗鄙的笑話
[00:10:32.200 --> 00:10:35.200]  它會麻木了我們的良心
[00:10:35.200 --> 00:10:38.200]  使我們對罪失去了敏感
[00:10:38.200 --> 00:10:43.200]  讓內在的生命慢慢被黑暗去佔據
[00:10:43.200 --> 00:10:47.200]  貪婪是永不滿足的慾望
[00:10:47.200 --> 00:10:50.200]  不單止是物質
[00:10:50.200 --> 00:10:54.200]  也包括性和感官的慾望
[00:10:54.200 --> 00:10:57.200]  它會吞噬人的心
[00:10:57.200 --> 00:10:59.200]  扭曲了人的生命方向
[00:10:59.200 --> 00:11:03.200]  甚至破壞我們在基督裡面的身份
[00:11:03.200 --> 00:11:08.200]  所以保羅他在哥羅西書三章五節都有提到
[00:11:08.200 --> 00:11:11.200]  貪婪就與拜偶像一樣
[00:11:11.200 --> 00:11:14.200]  內心的敗壞不一定馬上見到
[00:11:14.200 --> 00:11:22.200]  但是它一定會慢慢影響我們的選擇價值和方向
[00:11:22.200 --> 00:11:25.200]  這正是黑暗最可怕的地方
[00:11:25.200 --> 00:11:28.200]  它會悄悄進來
[00:11:28.200 --> 00:11:32.200]  保羅說這三方面的罪
[00:11:32.200 --> 00:11:35.200]  我們連提都不可以提
[00:11:35.200 --> 00:11:37.200]  不單止是你做
[00:11:37.200 --> 00:11:42.200]  而是你去想和別人談都不好
[00:11:42.200 --> 00:11:45.200]  因為這些都是上帝不喜悅的
[00:11:45.200 --> 00:11:48.200]  去到第四節
[00:11:48.200 --> 00:11:51.200]  保羅就提到
[00:11:51.200 --> 00:11:55.200]  黑暗不會只是留在心裡面
[00:11:55.200 --> 00:11:58.200]  是會在口裡流出來
[00:11:58.200 --> 00:12:00.200]  第四節說到
[00:12:00.200 --> 00:12:05.200]  淫慈妄語和嬉笑的話都不相宜
[00:12:05.200 --> 00:12:07.200]  淫慈
[00:12:07.200 --> 00:12:11.200]  談論不潔、不道德的性話題
[00:12:11.200 --> 00:12:17.200]  妄語是誇大、虛假、欺騙的說話
[00:12:17.200 --> 00:12:24.200]  嬉笑就是輕浮、嘲諷、下流的笑話
[00:12:24.200 --> 00:12:29.200]  說話不是單獨的一個問題
[00:12:29.200 --> 00:12:31.200]  為什麼我們會說那句話
[00:12:31.200 --> 00:12:34.200]  而是我們的心是這樣想
[00:12:34.200 --> 00:12:38.200]  所以它是內心的出口
[00:12:38.200 --> 00:12:41.200]  身行為失序、失去了秩序
[00:12:41.200 --> 00:12:43.200]  內心被污穢
[00:12:43.200 --> 00:12:45.200]  我們的口一定會失守
[00:12:45.200 --> 00:12:48.200]  所以保羅其實是告訴我們
[00:12:48.200 --> 00:12:51.200]  我們說什麼反映著我們被什麼文化
[00:12:51.200 --> 00:12:54.200]  被什麼力量去塑造
[00:12:54.200 --> 00:12:56.200]  保羅提醒我們
[00:12:56.200 --> 00:12:58.200]  不要說這些之外
[00:12:58.200 --> 00:13:01.200]  他說總要說感謝的話
[00:13:01.200 --> 00:13:03.200]  我們要說感謝的話
[00:13:03.200 --> 00:13:08.200]  保算神在我們生命裡所做的恩典、作為
[00:13:08.200 --> 00:13:12.200]  能夠成為我們生命的力量
[00:13:12.200 --> 00:13:17.200]  否則保羅在第五、第六節
[00:13:17.200 --> 00:13:21.200]  有一個很嚴重的警告
[00:13:21.200 --> 00:13:27.200]  如果我們留在這些序裡面
[00:13:27.200 --> 00:13:32.200]  在說話上都這樣去得罪神的時候
[00:13:32.200 --> 00:13:35.200]  其實會有兩個情況出現
[00:13:35.200 --> 00:13:45.200]  第一個就是我們與基督和神的國無份
[00:13:45.200 --> 00:13:48.200]  即是我們跟神沒有關係
[00:13:48.200 --> 00:13:50.200]  第二個就是第六節所說
[00:13:50.200 --> 00:13:55.200]  我們會面臨上帝的憤怒和審判
[00:13:55.200 --> 00:13:57.200]  這個不是針對一次的跌倒
[00:13:57.200 --> 00:14:02.200]  而是我們整條黑暗的生命路線的警告
[00:14:02.200 --> 00:14:05.200]  黑暗不是小問題
[00:14:05.200 --> 00:14:09.200]  它會令人與神隔絕
[00:14:09.200 --> 00:14:15.200]  也會讓我們敬拜的對象都被扭曲
[00:14:15.200 --> 00:14:18.200]  你不是真正敬拜上帝
[00:14:18.200 --> 00:14:22.200]  以致我們生命方向都會偏離
[00:14:22.200 --> 00:14:25.200]  所以保羅在第七節有一個呼召
[00:14:25.200 --> 00:14:28.200]  他說「所以你們不要與他們同火」
[00:14:28.200 --> 00:14:31.200]  這不是一句抽象的口號
[00:14:31.200 --> 00:14:34.200]  而是我們面對著一切的罪恨
[00:14:34.200 --> 00:14:38.200]  和警告一個實際的回應
[00:14:38.200 --> 00:14:40.200]  我們要拒絕黑暗
[00:14:40.200 --> 00:14:43.200]  不單單是拒絕某一件事
[00:14:43.200 --> 00:14:47.200]  而是拒絕整個黑暗的文化、生活的方式
[00:14:47.200 --> 00:14:51.200]  或者價值的陣營
[00:14:51.200 --> 00:14:54.200]  我們不是靠意志力去拒絕黑暗
[00:14:54.200 --> 00:14:58.200]  因為我們本身應該就是光明之子
[00:14:58.200 --> 00:15:02.200]  拒絕黑暗是從我們的身份出發
[00:15:02.200 --> 00:15:06.200]  落實在生活的選擇上去行動
[00:15:06.200 --> 00:15:13.200]  頂姐妹今天我們未必像以弗所教會那樣
[00:15:13.200 --> 00:15:18.200]  有一些神廟去影響我們
[00:15:18.200 --> 00:15:24.200]  但是有一樣東西是很確實地在影響我們
[00:15:24.200 --> 00:15:30.200]  就是我們的手機、社交媒體、網絡世界
[00:15:30.200 --> 00:15:34.200]  會影響得我們很深
[00:15:34.200 --> 00:15:38.200]  在這些網絡的世界裏面
[00:15:38.200 --> 00:15:43.200]  色情、誘惑、暗示性的內容
[00:15:43.200 --> 00:15:47.200]  是多得很厲害
[00:15:47.200 --> 00:15:52.200]  甚至你會經常無端端收到一些訊息
[00:15:52.200 --> 00:15:54.200]  我不知道你們有沒有收到
[00:15:54.200 --> 00:15:58.200]  經常都會有個人WhatsApp你
[00:15:58.200 --> 00:16:02.200]  說我認識你,但其實我不認識他
[00:16:02.200 --> 00:16:06.200]  這個情況在我曾經遇過一個朋友裏面
[00:16:06.200 --> 00:16:08.200]  他都出現過
[00:16:08.200 --> 00:16:11.200]  他以為自己真的認識那個人
[00:16:11.200 --> 00:16:14.200]  一路談,一路談,談著談著約出來
[00:16:14.200 --> 00:16:20.200]  談著談著就做了一些不太道德的事情
[00:16:20.200 --> 00:16:25.200]  網絡世界亦都有一些
[00:16:25.200 --> 00:16:28.200]  會污染我們內心
[00:16:28.200 --> 00:16:31.200]  一些低俗的娛樂
[00:16:31.200 --> 00:16:34.200]  一些思想會在感染我們
[00:16:34.200 --> 00:16:44.200]  以致我們的嘴巴都說了一些輕浮的言談
[00:16:44.200 --> 00:16:46.200]  嬉笑的文化
[00:16:46.200 --> 00:16:50.200]  亦都令我們永遠都不滿足
[00:16:50.200 --> 00:16:54.200]  永遠都不滿足我們生命的慾望
[00:16:54.200 --> 00:16:56.200]  很想要多一點
[00:16:56.200 --> 00:17:00.200]  無論是哪方面我們都很想要多一點
[00:17:00.200 --> 00:17:03.200]  黑暗的形式變了
[00:17:03.200 --> 00:17:07.200]  但那條路線其實都沒有變
[00:17:07.200 --> 00:17:14.200]  保羅在這段經文揭示了一條很清楚的路線給我們看
[00:17:14.200 --> 00:17:18.200]  我們留意我們的行為有沒有失去秩序
[00:17:18.200 --> 00:17:21.200]  我們的內心有沒有被污染
[00:17:21.200 --> 00:17:24.200]  我們口是在說什麼話
[00:17:24.200 --> 00:17:28.200]  是一些淫詞妄語嬉笑的話
[00:17:28.200 --> 00:17:35.200]  還是讚美神的話感恩的話
[00:17:35.200 --> 00:17:39.200]  他一句不要與黑暗同火
[00:17:39.200 --> 00:17:41.200]  求主去幫我們
[00:17:41.200 --> 00:17:46.200]  我們要作一個光明之子的選擇
[00:17:46.200 --> 00:17:49.200]  第八節至十四節
[00:17:49.200 --> 00:17:53.200]  在基督裏面我們要活出光明
[00:17:53.200 --> 00:17:56.200]  我們要明白我們是誰
[00:17:56.200 --> 00:17:59.200]  我們是有一個光的身份
[00:17:59.200 --> 00:18:03.200]  這個身份決定了我們的生活方式
[00:18:03.200 --> 00:18:06.200]  決定了我們人生的抉擇
[00:18:06.200 --> 00:18:09.200]  第八節我們的身份
[00:18:09.200 --> 00:18:12.200]  我們在主裏面是光
[00:18:12.200 --> 00:18:13.200]  保羅這樣宣告
[00:18:13.200 --> 00:18:15.200]  他說從前你們是暗霉的
[00:18:15.200 --> 00:18:19.200]  如今在主裏面是光明的
[00:18:19.200 --> 00:18:22.200]  這句是一個要求
[00:18:22.200 --> 00:18:27.200]  也是一個已經成立了的事實
[00:18:27.200 --> 00:18:31.200]  我們已經是光
[00:18:31.200 --> 00:18:33.200]  不是靠我們的努力
[00:18:33.200 --> 00:18:35.200]  是因為基督就是光
[00:18:35.200 --> 00:18:37.200]  我們在基督裏面
[00:18:37.200 --> 00:18:40.200]  所以我們是光
[00:18:40.200 --> 00:18:44.200]  保羅沒有停在這個身份的宣告
[00:18:44.200 --> 00:18:45.200]  他更加提醒我們
[00:18:45.200 --> 00:18:50.200]  行事為人就當像光明的子女
[00:18:50.200 --> 00:18:53.200]  這句說話是要讓我們
[00:18:53.200 --> 00:18:56.200]  將這個身份帶入我們的生活
[00:18:56.200 --> 00:18:58.200]  既然你已經是光明的子女
[00:18:58.200 --> 00:19:04.200]  你的生活方式就反映著你是誰
[00:19:04.200 --> 00:19:06.200]  行為不是換取身份
[00:19:06.200 --> 00:19:09.200]  而是身份的自然流露
[00:19:09.200 --> 00:19:12.200]  很多時候我們以為
[00:19:12.200 --> 00:19:15.200]  能夠努力就可以成為光
[00:19:15.200 --> 00:19:17.200]  但是保羅提醒我們
[00:19:17.200 --> 00:19:19.200]  光不是努力可以走出來
[00:19:19.200 --> 00:19:22.200]  而是身份流露出來
[00:19:22.200 --> 00:19:26.200]  就好像我們晚上開車一樣
[00:19:26.200 --> 00:19:28.200]  我們要開燈
[00:19:28.200 --> 00:19:33.200]  那個車頭燈未必可以照亮整條路
[00:19:33.200 --> 00:19:36.200]  但我們可以看到下一步
[00:19:36.200 --> 00:19:39.200]  同樣耶穌基督是我們的光
[00:19:39.200 --> 00:19:43.200]  他未必可以解決我們一切的問題
[00:19:43.200 --> 00:19:46.200]  但是可以一步一步引導我們
[00:19:46.200 --> 00:19:49.200]  走在那個光裏面
[00:19:49.200 --> 00:19:51.200]  9至12節說到
[00:19:51.200 --> 00:19:53.200]  我們成為一個光之後
[00:19:53.200 --> 00:19:55.200]  我們的生活應該是怎樣的呢
[00:19:55.200 --> 00:19:59.200]  是應該可以帶出一些果子
[00:19:59.200 --> 00:20:01.200]  第9節他說
[00:20:01.200 --> 00:20:03.200]  光明所結的果子
[00:20:03.200 --> 00:20:07.200]  就是一切的良善、公義、誠實
[00:20:07.200 --> 00:20:11.200]  良善是對人的仁慈和祝福
[00:20:11.200 --> 00:20:15.200]  公義是對事的正直和原則
[00:20:15.200 --> 00:20:21.200]  誠實是對神、對自己、對真理的真實
[00:20:21.200 --> 00:20:25.200]  這些不是逼出來可以看到的行為
[00:20:25.200 --> 00:20:30.200]  是我們因為上帝的光
[00:20:30.200 --> 00:20:33.200]  自然結出的果子
[00:20:33.200 --> 00:20:36.200]  所以保羅進一步提醒我們
[00:20:36.200 --> 00:20:39.200]  總要測驗何謂主喜悅的事
[00:20:39.200 --> 00:20:43.200]  屬光的生活不是隨波逐流
[00:20:43.200 --> 00:20:45.200]  不是跟著文化去走
[00:20:45.200 --> 00:20:48.200]  也不是靠感覺去活
[00:20:48.200 --> 00:20:54.200]  而是學習分辨、思考、尋求神的心意
[00:20:54.200 --> 00:20:57.200]  同時活在光裏面
[00:20:57.200 --> 00:21:01.200]  意味著我們不同黑暗去同行
[00:21:01.200 --> 00:21:04.200]  保羅說那暗昧無益的事
[00:21:04.200 --> 00:21:05.200]  不要與人同行
[00:21:05.200 --> 00:21:08.200]  倒要擇避行者事的人
[00:21:08.200 --> 00:21:12.200]  這裡說的擇避不是批評、不是羞辱
[00:21:12.200 --> 00:21:17.200]  而是說這些事會被顯明、會被揭露
[00:21:17.200 --> 00:21:20.200]  真相會被人看見
[00:21:20.200 --> 00:21:24.200]  所以光的目的不是刺傷人
[00:21:24.200 --> 00:21:26.200]  而是要照亮黑暗
[00:21:26.200 --> 00:21:29.200]  讓人有機會離開黑暗
[00:21:29.200 --> 00:21:32.200]  我們要做一個抉擇
[00:21:32.200 --> 00:21:36.200]  十三節他這樣說
[00:21:36.200 --> 00:21:41.200]  凡事受了擇避就被光顯明出來
[00:21:41.200 --> 00:21:44.200]  因為一切能顯明的就是光
[00:21:44.200 --> 00:21:47.200]  保羅進一步指出
[00:21:47.200 --> 00:21:50.200]  光不單是分辨了黑暗
[00:21:50.200 --> 00:21:52.200]  更加揭露了黑暗
[00:21:52.200 --> 00:21:54.200]  這裡說的擇避
[00:21:54.200 --> 00:21:58.200]  不是單單說話去罵人
[00:21:58.200 --> 00:22:00.200]  而是剛才提到
[00:22:00.200 --> 00:22:07.200]  是被指到真相能夠被人看得清楚
[00:22:07.200 --> 00:22:08.200]  當光出現
[00:22:08.200 --> 00:22:10.200]  黑暗無法再隱藏
[00:22:10.200 --> 00:22:12.200]  當真相被照亮
[00:22:12.200 --> 00:22:16.200]  人也無法再自欺和麻木
[00:22:16.200 --> 00:22:17.200]  換句話說
[00:22:17.200 --> 00:22:23.200]  光明的工作不是先定罪
[00:22:23.200 --> 00:22:25.200]  而是先揭露
[00:22:25.200 --> 00:22:27.200]  不是去拆位
[00:22:27.200 --> 00:22:29.200]  而是要去拯救
[00:22:29.200 --> 00:22:36.200]  正如十四節保羅引用了一首早期教會很熟悉的詩歌
[00:22:36.200 --> 00:22:41.200]  向信徒發出一個清楚而直接的呼籲
[00:22:41.200 --> 00:22:42.200]  他這樣說
[00:22:42.200 --> 00:22:45.200]  理者睡著的人當醒過來
[00:22:45.200 --> 00:22:47.200]  從死裡復活
[00:22:47.200 --> 00:22:49.200]  基督就要光照你
