
[00:00:00.000 --> 00:00:02.960]  1947年的時候
[00:03:51.600 --> 00:03:54.480]  飛彈來襲
[00:03:54.480 --> 00:03:55.880]  說每個人都找地方躲
[00:03:55.880 --> 00:03:57.100]  嚇得全哭了
[00:03:57.100 --> 00:03:58.140]  也不知道怎麼辦
[00:03:58.140 --> 00:03:59.200]  不過有些人很淡定的
[00:03:59.200 --> 00:04:01.240]  既然來了也先喝一杯紅酒吧
[00:04:01.240 --> 00:04:02.720]  反正也是
[00:04:02.720 --> 00:04:04.680]  但是當然很多人是很害怕的
[00:04:04.680 --> 00:04:06.560]  那是一個錯誤的
[00:04:06.560 --> 00:04:08.720]  也是假的
[00:04:08.720 --> 00:04:10.240]  不過那是一個錯誤
[00:04:10.240 --> 00:04:11.720]  人為的錯誤
[00:04:11.720 --> 00:04:14.220]  如果是真的話
[00:04:14.480 --> 00:04:16.440]  你知道現在
[00:04:16.440 --> 00:04:20.000]  那些大人物每個人都有一個按鈕
[00:04:20.000 --> 00:04:22.280]  一旦有危險的時候
[00:04:22.280 --> 00:04:23.720]  他就會按一個按鈕
[00:04:23.720 --> 00:04:25.480]  大家鬥按按鈕的時候
[00:04:25.480 --> 00:04:27.520]  末日就會來了
[00:04:27.520 --> 00:04:30.640]  假新聞為什麼會影響呢?
[00:04:30.640 --> 00:04:32.520]  他說虛假的新聞
[00:04:32.520 --> 00:04:35.000]  減低了人的互信
[00:04:35.000 --> 00:04:37.400]  政治上的互信
[00:04:37.400 --> 00:04:40.280]  或者一種合作
[00:04:40.280 --> 00:04:42.400]  以前
[00:04:42.800 --> 00:04:44.800]  我小時候
[00:04:44.800 --> 00:04:45.920]  要數很久了
[00:04:45.920 --> 00:04:46.920]  我小時候
[00:04:46.920 --> 00:04:49.960]  我們說一些消息的時候
[00:04:49.960 --> 00:04:50.720]  那些人就說
[00:04:50.720 --> 00:04:52.920]  是不是的?
[00:04:52.920 --> 00:04:54.240]  什麼不是?
[00:04:54.240 --> 00:04:56.720]  哪一張報紙說的?
[00:04:56.720 --> 00:04:58.280]  或者說
[00:04:58.280 --> 00:04:58.960]  什麼不是?
[00:04:58.960 --> 00:05:00.440]  電台說的
[00:05:00.440 --> 00:05:03.040]  新聞報道說的
[00:05:03.040 --> 00:05:07.960]  我們去印證那件事情
[00:05:07.960 --> 00:05:10.000]  其實我們沒什麼資訊沒什麼能力的
[00:05:10.000 --> 00:05:11.800]  所有的資訊能力就是來自什麼?
[00:05:11.800 --> 00:05:13.320]  新聞紙
[00:05:13.320 --> 00:05:14.240]  我們叫報紙
[00:05:14.240 --> 00:05:15.240]  新聞紙
[00:05:15.240 --> 00:05:16.640]  電台
[00:05:16.640 --> 00:05:21.320]  或者後來有一些所謂電視的報道
[00:05:21.320 --> 00:05:24.320]  他們所謂有公信力
[00:05:24.320 --> 00:05:26.080]  但是現在
[00:05:26.080 --> 00:05:27.840]  這些所謂的新聞
[00:05:27.840 --> 00:05:29.320]  已經沒有了公信力了
[00:05:29.320 --> 00:05:32.200]  現在的說法就是這樣
[00:05:32.200 --> 00:05:33.520]  誰告訴你的?
[00:05:33.520 --> 00:05:35.880]  新聞說的
[00:05:35.880 --> 00:05:37.440]  新聞說你也很相信
[00:05:37.440 --> 00:05:38.840]  現在是這樣的
[00:05:42.440 --> 00:05:43.280]  各位
[00:05:43.280 --> 00:05:45.400]  我不是說所有的新聞都是假的
[00:05:45.400 --> 00:05:49.120]  但是已經沒有了那種信任度
[00:05:49.120 --> 00:05:51.640]  我們很容易
[00:05:51.640 --> 00:05:54.440]  以前就很相信新聞的報道
[00:05:54.440 --> 00:05:55.360]  現在我們
[00:05:55.360 --> 00:05:57.520]  應該要審慎一點
[00:05:57.520 --> 00:05:58.840]  我不是叫你不相信
[00:05:58.840 --> 00:06:00.320]  是應該審慎一點
[00:06:00.320 --> 00:06:02.840]  對新聞尚且如此
[00:06:02.840 --> 00:06:05.240]  對一些流傳的消息
[00:06:05.240 --> 00:06:07.800]  我們更加額外要小心
[00:06:08.680 --> 00:06:14.400]  現在通訊的方法是很進步的
[00:06:14.400 --> 00:06:18.440]  按一下按鈕就已經有一千幾百個你的朋友
[00:06:18.440 --> 00:06:20.360]  已經知道這個消息了
[00:06:20.360 --> 00:06:23.400]  特別是那些小心處理的
[00:06:23.400 --> 00:06:25.400]  在幕後加一句很重要的
[00:06:25.400 --> 00:06:27.040]  救人一命勝如七級浮屠
[00:06:27.040 --> 00:06:28.440]  你快點出去吧
[00:06:28.440 --> 00:06:30.120]  你千萬要看清楚
[00:06:30.120 --> 00:06:31.240]  都是假的
[00:06:31.240 --> 00:06:32.920]  而且不僅是假
[00:06:32.920 --> 00:06:34.200]  還假得很離譜
[00:06:34.200 --> 00:06:35.640]  我離譜的意思就是
[00:06:35.640 --> 00:06:37.640]  裡面有些東西都是真的
[00:06:37.640 --> 00:06:38.680]  不過我的意思就是說
[00:06:38.680 --> 00:06:39.960]  其實這些消息
[00:06:39.960 --> 00:06:41.960]  可能五年前已經出過了
[00:06:41.960 --> 00:06:43.120]  只是翻炒而已
[00:06:43.120 --> 00:06:44.320]  一樣有人送的
[00:06:44.320 --> 00:06:48.360]  不僅是普通八卦新聞
[00:06:48.360 --> 00:06:50.960]  有時候基督教圈子裡面
[00:06:50.960 --> 00:06:52.320]  有一些的
[00:06:52.320 --> 00:06:54.320]  代討的要求
[00:06:54.320 --> 00:06:55.880]  都是這樣
[00:06:55.880 --> 00:06:59.600]  靚姐妹
[00:06:59.600 --> 00:07:02.560]  我們說一些我們自己貼身一點的
[00:07:02.560 --> 00:07:04.760]  有些消息有時候要求代討
[00:07:04.760 --> 00:07:07.840]  要你傳去找多些人代討那些
[00:07:07.840 --> 00:07:11.520]  應該要找清楚
[00:07:11.520 --> 00:07:14.320]  其中一個特別要留意的就是
[00:07:14.320 --> 00:07:16.000]  昨天
[00:07:16.000 --> 00:07:17.760]  某某執事
[00:07:17.760 --> 00:07:18.760]  某某長老
[00:07:18.760 --> 00:07:21.160]  某某牧師說什麼什麼
[00:07:21.160 --> 00:07:22.720]  怎樣怎樣怎樣
[00:07:22.720 --> 00:07:25.120]  昨天是什麼時候?
[00:07:25.120 --> 00:07:29.160]  沒有說的
[00:07:29.160 --> 00:07:31.920]  因為
[00:07:31.920 --> 00:07:34.520]  這樣的流傳
[00:07:34.960 --> 00:07:36.520]  去到你那裡的時候
[00:07:36.520 --> 00:07:37.560]  簡單地說
[00:07:37.560 --> 00:07:38.800]  很正常地說
[00:07:38.800 --> 00:07:40.560]  去到你那裡的時候
[00:07:40.560 --> 00:07:43.240]  就算我們資訊多快
[00:07:43.240 --> 00:07:45.240]  有時候輾轉相傳
[00:07:45.240 --> 00:07:46.600]  都過了幾天
[00:07:46.600 --> 00:07:47.800]  四天、五天、六天、七天
[00:07:47.800 --> 00:07:49.120]  一個禮拜、兩個月
[00:07:49.120 --> 00:07:51.120]  都過了一段時間
[00:07:51.120 --> 00:07:53.720]  所以根本你不知道昨天是什麼時候
[00:07:53.720 --> 00:07:55.120]  假設這麼說
[00:07:55.120 --> 00:07:56.680]  有一個消息就說
[00:07:56.680 --> 00:07:59.440]  教會有一個執事
[00:07:59.440 --> 00:08:01.440]  叫你為謝牧師祈禱
[00:08:01.440 --> 00:08:03.240]  他重病進了醫院
[00:08:03.240 --> 00:08:04.920]  求神醫治他
[00:08:04.920 --> 00:08:07.000]  是昨天的事情
[00:08:07.000 --> 00:08:08.880]  但是那個昨天
[00:08:08.880 --> 00:08:10.520]  沒有日子的
[00:08:10.520 --> 00:08:13.440]  過了十幾天才去到你那裡
[00:08:13.440 --> 00:08:15.440]  原來謝牧師已經死了
[00:08:15.440 --> 00:08:18.080]  你明不明白?
[00:08:18.080 --> 00:08:20.640]  你根本不知道那個日子是什麼時候
[00:08:20.640 --> 00:08:23.840]  我們需要去引證
[00:08:23.840 --> 00:08:25.960]  特別是沒有日期的
[00:08:25.960 --> 00:08:28.480]  你一定要分外小心
[00:08:28.480 --> 00:08:30.080]  我經常回覆朋友
[00:08:30.080 --> 00:08:31.200]  有些朋友傳給我
[00:08:31.200 --> 00:08:32.480]  有些是弟兄姐妹
[00:08:32.760 --> 00:08:33.680]  傳給我
[00:08:33.680 --> 00:08:35.960]  有時候沒空就不理他
[00:08:35.960 --> 00:08:37.960]  有空就去找他告訴他
[00:08:37.960 --> 00:08:41.280]  這個消息是1973年才有的
[00:08:41.280 --> 00:08:44.760]  1973年就說明天
[00:08:44.760 --> 00:08:47.600]  現在已經2019年了
[00:08:47.600 --> 00:08:50.600]  不知道明天會有多少個
[00:08:50.600 --> 00:08:52.160]  小心一點
[00:08:52.160 --> 00:08:55.440]  舉一個近一點的例子
[00:08:55.440 --> 00:08:59.480]  大家都知道現在很多的選舉
[00:08:59.480 --> 00:09:02.400]  無論台灣、無論美國、無論什麼
[00:09:02.400 --> 00:09:04.880]  都說用假的新聞
[00:09:04.880 --> 00:09:07.520]  去打宣傳戰
[00:09:07.520 --> 00:09:09.280]  所以大家
[00:09:09.280 --> 00:09:12.000]  當我們不用再貼郵票
[00:09:12.000 --> 00:09:13.800]  連過七
[00:09:13.800 --> 00:09:16.040]  兩元
[00:09:16.040 --> 00:09:17.560]  就是不要寄信了
[00:09:17.560 --> 00:09:20.440]  連兩元都節省的時候
[00:09:20.440 --> 00:09:22.320]  不要以為不用代價
[00:09:22.320 --> 00:09:23.560]  做一點功夫
[00:09:23.560 --> 00:09:24.960]  如果你真的想做
[00:09:24.960 --> 00:09:26.480]  去抄
[00:09:26.480 --> 00:09:27.560]  抄不到又如何?
[00:09:27.560 --> 00:09:28.440]  不是一定抄得到
[00:09:28.440 --> 00:09:29.640]  又不會抄,抄不到
[00:09:29.640 --> 00:09:31.240]  抄不到
[00:09:31.240 --> 00:09:32.560]  就算了吧
[00:09:32.560 --> 00:09:33.760]  不要傳出去
[00:09:33.760 --> 00:09:35.080]  你真的很擔心他
[00:09:35.080 --> 00:09:36.360]  你為他祈禱
[00:09:36.360 --> 00:09:37.320]  你很關心他
[00:09:37.320 --> 00:09:38.480]  你自己紀念
[00:09:38.480 --> 00:09:39.920]  你一傳出去
[00:09:39.920 --> 00:09:42.000]  源頭就由你那裡來
[00:09:42.000 --> 00:09:43.800]  你的朋友就覺得由你那裡來
[00:09:43.800 --> 00:09:45.200]  你有責任
[00:09:45.200 --> 00:09:45.880]  OK?
[00:09:45.880 --> 00:09:47.000]  好
[00:09:47.000 --> 00:09:49.560]  講一個我們
[00:09:49.560 --> 00:09:50.320]  就是
[00:09:50.320 --> 00:09:57.760]  不是太久以前的一段新聞
[00:09:57.760 --> 00:09:59.600]  一個假新聞
[00:10:01.520 --> 00:10:02.560]  是講到什麼呢?
[00:10:02.560 --> 00:10:06.400]  我去到哪裡呢?
[00:10:06.400 --> 00:10:07.720]  講到就是這個
[00:10:07.720 --> 00:10:10.320]  都挺久了
[00:10:10.320 --> 00:10:11.720]  2018年
[00:10:11.720 --> 00:10:14.360]  2018年9月
[00:10:14.360 --> 00:10:16.960]  都挺久了
[00:10:16.960 --> 00:10:18.080]  不過不夠一年
[00:10:18.080 --> 00:10:20.200]  2018年9月的時候
[00:10:20.200 --> 00:10:29.320]  有一個台灣駐日本大阪辦事處的外交人員自殺
[00:10:32.240 --> 00:10:35.040]  2019年3月4日
[00:10:35.040 --> 00:10:36.240]  很接近了
[00:10:36.240 --> 00:10:46.080]  日本放送協會做了一個專題的報導
[00:10:46.080 --> 00:10:47.520]  題目是什麼呢?
[00:10:47.520 --> 00:10:50.640]  假新聞害死外交官
[00:10:50.640 --> 00:10:56.520]  其實是講當時發生了一件災難
[00:10:57.200 --> 00:11:02.320]  中國大陸在網上有一些官媒
[00:11:02.320 --> 00:11:04.000]  發放一些假的信息
[00:11:04.000 --> 00:11:06.800]  就說中國大陸做得多好
[00:11:06.800 --> 00:11:08.160]  中國做得多好
[00:11:08.160 --> 00:11:11.920]  有專車接人走之類的
[00:11:11.920 --> 00:11:16.840]  於是台灣就做不到這件事情
[00:11:16.840 --> 00:11:19.480]  所以好像有一個很強烈的對比
[00:11:19.760 --> 00:11:27.840]  這個外交官就被台灣的人罵
[00:11:27.840 --> 00:11:29.040]  在網上
[00:11:29.040 --> 00:11:30.120]  說得嚴重一點
[00:11:30.120 --> 00:11:31.800]  可能欺凌他
[00:11:31.800 --> 00:11:34.480]  他受不住壓力
[00:11:34.480 --> 00:11:36.800]  就自殺
[00:11:36.800 --> 00:11:40.080]  後來發現
[00:11:40.080 --> 00:11:41.600]  真實的情況是什麼呢?
[00:11:41.600 --> 00:11:44.400]  所有這些接駁的交通工具
[00:11:44.400 --> 00:11:49.360]  其實不是中國大陸的大使館安排的
[00:11:50.080 --> 00:11:54.280]  是機場本身自己供應的
[00:11:54.280 --> 00:11:58.760]  根本跟其他國家是沒有關係的
[00:11:58.760 --> 00:12:03.200]  詳細的有興趣可以在網上找到
[00:12:03.200 --> 00:12:06.800]  不過假新聞嚴重到一個地步
[00:12:06.800 --> 00:12:09.240]  不僅可以造成戰爭
[00:12:09.240 --> 00:12:13.360]  就算稍微輕微一點
[00:12:13.360 --> 00:12:14.920]  會害死一個人
[00:12:14.920 --> 00:12:19.720]  他受不住這個災難的壓力
[00:12:20.760 --> 00:12:27.400]  究竟這些科學家所說的末日還有兩分鐘
[00:12:27.400 --> 00:12:29.160]  究竟是危言聳聽
[00:12:29.160 --> 00:12:33.640]  還是煞有介事地做的呢?
[00:12:33.640 --> 00:12:37.120]  對這些警告
[00:12:37.120 --> 00:12:38.480]  我們不外乎
[00:12:38.480 --> 00:12:39.920]  籠統地說
[00:12:39.920 --> 00:12:41.320]  有兩種反應
[00:12:41.320 --> 00:12:42.320]  一種是什麼呢?
[00:12:42.320 --> 00:12:44.600]  一種是很認真地對待
[00:12:44.600 --> 00:12:46.920]  我們小心一點
[00:12:46.920 --> 00:12:48.120]  看看有什麼可以做
[00:12:48.120 --> 00:12:49.280]  要做什麼
[00:12:49.280 --> 00:12:50.760]  認真地對待
[00:12:50.760 --> 00:12:52.480]  另一種是什麼呢?
[00:12:52.480 --> 00:12:53.480]  就是
[00:12:53.480 --> 00:12:58.160]  不需要理會
[00:12:58.160 --> 00:12:59.480]  一笑置之
[00:12:59.480 --> 00:13:01.600]  認真地對待
[00:13:01.600 --> 00:13:05.080]  就是你會有一種危機的意識
[00:13:05.080 --> 00:13:06.440]  一笑置之
[00:13:06.440 --> 00:13:08.240]  也不一定是不認真的
[00:13:08.240 --> 00:13:10.160]  一笑置之未必不認真
[00:13:10.160 --> 00:13:11.480]  都是認真
[00:13:11.480 --> 00:13:12.720]  正如我剛才說
[00:13:12.720 --> 00:13:16.120]  夏威夷的飛彈警告
[00:13:16.120 --> 00:13:17.400]  有人很認真
[00:13:17.400 --> 00:13:18.680]  馬上找地方躲
[00:13:18.680 --> 00:13:19.480]  是不是?
[00:13:19.480 --> 00:13:21.000]  有人也很認真
[00:13:21.000 --> 00:13:22.200]  我什麼都做不到
[00:13:22.200 --> 00:13:23.360]  先喝一杯紅酒
[00:13:23.360 --> 00:13:24.720]  不要浪費了
[00:13:24.720 --> 00:13:26.600]  反正都趕不及了
[00:13:26.600 --> 00:13:29.000]  我們其實也一樣
[00:13:29.000 --> 00:13:30.080]  有些事情
[00:13:30.080 --> 00:13:31.360]  我們認真
[00:13:31.360 --> 00:13:32.680]  我們要考慮有什麼可以做
[00:13:32.680 --> 00:13:34.280]  但是有時候我們又很無奈
[00:13:34.280 --> 00:13:35.120]  我們覺得
[00:13:35.120 --> 00:13:36.600]  即使是現實
[00:13:36.600 --> 00:13:37.920]  是真的
[00:13:37.920 --> 00:13:39.800]  我們也做不到什麼
[00:13:39.800 --> 00:13:41.160]  很無奈
[00:13:41.160 --> 00:13:44.720]  各位知道嗎?
[00:13:44.720 --> 00:13:46.000]  譬如舉個例子
[00:13:47.320 --> 00:13:50.080]  剛才說核能核武
[00:13:50.080 --> 00:13:52.160]  核武比較好就是核能
[00:13:52.160 --> 00:13:53.880]  不過
[00:13:53.880 --> 00:13:56.080]  核子發電你知道會有危險
[00:13:56.080 --> 00:13:58.440]  大家在新聞上也看過了
[00:13:58.440 --> 00:14:00.200]  不用我重複說
[00:14:00.200 --> 00:14:01.280]  但是你知道嗎?
[00:14:01.280 --> 00:14:02.800]  我們經常擔心的一件事就是
[00:14:02.800 --> 00:14:05.640]  你是不是很擔心大亞灣核電廠
[00:14:05.640 --> 00:14:07.280]  會有意外呢?
[00:14:07.280 --> 00:14:10.000]  不過你也說了
[00:14:10.000 --> 00:14:12.440]  我們一介草民
[00:14:12.440 --> 00:14:14.400]  我們擔心也沒用
[00:14:14.400 --> 00:14:15.600]  可以做些什麼?
[00:14:15.600 --> 00:14:17.760]  你不會像綠色羅平那樣
[00:14:17.760 --> 00:14:20.160]  去做一些激烈行動的
[00:14:20.160 --> 00:14:21.240]  你覺得沒用
[00:14:21.240 --> 00:14:23.320]  你又沒什麼實質可以做
[00:14:23.320 --> 00:14:25.680]  所以就不管了
[00:14:25.680 --> 00:14:26.280]  是不是?
[00:14:26.280 --> 00:14:27.760]  不過你知道嗎?
[00:14:27.760 --> 00:14:32.160]  你其實應該擔心的不只是大亞灣核電廠
[00:14:32.160 --> 00:14:36.120]  根據中國國家的政策
[00:14:36.120 --> 00:14:41.800]  其實是銳意發展核能的發電
[00:14:41.800 --> 00:14:44.160]  國家的十三五規劃
[00:14:44.440 --> 00:14:45.720]  全力發展
[00:14:45.720 --> 00:14:50.840]  目標是每年大概有五台至六台的新機組
[00:14:50.840 --> 00:14:53.400]  你說中國這麼大
[00:14:53.400 --> 00:14:54.920]  用不著怕吧
[00:14:54.920 --> 00:14:56.640]  不過你知道嗎?
[00:14:56.640 --> 00:14:59.080]  單單是在廣東省
[00:14:59.080 --> 00:15:01.000]  是一個主力發展的地方
[00:15:01.000 --> 00:15:03.200]  單單在廣東省
[00:15:03.200 --> 00:15:07.640]  包括了陸豐海、豐傑洋、韶關、韶慶等等
[00:15:07.640 --> 00:15:10.800]  連環大亞灣等等
[00:15:11.080 --> 00:15:14.520]  如果按照計劃實施的話
[00:15:14.520 --> 00:15:21.280]  未來香港會被最少四十六台的核反應堆包圍著
[00:15:21.280 --> 00:15:24.920]  很多人害怕
[00:15:24.920 --> 00:15:25.840]  四十六台
[00:15:25.840 --> 00:15:29.000]  你知道
[00:15:29.000 --> 00:15:30.720]  去年的新聞就是
[00:15:30.720 --> 00:15:33.400]  台山的核電廠
[00:15:33.400 --> 00:15:34.960]  法國說不安全
[00:15:34.960 --> 00:15:36.240]  那個東西是法國出的
[00:15:36.240 --> 00:15:38.400]  法國說不安全我們都不用了
[00:15:38.400 --> 00:15:39.880]  台山說沒問題
[00:15:39.880 --> 00:15:41.720]  你不懂得用我們就用吧
[00:15:41.720 --> 00:15:44.520]  現在不知道笑不笑得出來
[00:15:44.520 --> 00:15:45.840]  唯有苦笑
[00:15:45.840 --> 00:15:46.920]  你也沒辦法
[00:15:46.920 --> 00:15:47.760]  所以我們說
[00:15:47.760 --> 00:15:49.440]  有時候不是我不認真
[00:15:49.440 --> 00:15:50.840]  是我們沒辦法
[00:15:50.840 --> 00:15:52.720]  沒辦法就沒辦法了
[00:15:52.720 --> 00:15:55.360]  但是有辦法的話你可以做好自己
[00:15:55.360 --> 00:15:59.680]  危機意識要做一些事情
[00:15:59.680 --> 00:16:04.280]  提摩太后書
[00:16:04.280 --> 00:16:05.560]  是《聖經》裡面
[00:16:05.560 --> 00:16:06.200]  保羅
[00:16:06.200 --> 00:16:09.240]  斯勞保羅寫給提摩太太的一本書
[00:16:09.240 --> 00:16:10.520]  也是在《聖經》裡面
[00:16:10.520 --> 00:16:14.040]  保羅所寫的最後一卷的書信
[00:16:14.040 --> 00:16:16.320]  你可以當作是他的遺言
[00:16:16.320 --> 00:16:18.760]  雖不至於是遺囑
[00:16:18.760 --> 00:16:23.200]  但是都是最後的一些說話
[00:16:23.200 --> 00:16:28.000]  大概寫在主後第66-67年期間
[00:16:28.000 --> 00:16:30.800]  當時他在羅馬坐牢
[00:16:30.800 --> 00:16:37.760]  反映著當時尼祿大帝對基督教逼迫的情況
[00:16:38.760 --> 00:16:40.280]  在那個時候
[00:16:40.280 --> 00:16:42.680]  保羅在這次是第二次坐牢
[00:16:42.680 --> 00:16:44.280]  第一次坐牢的時候
[00:16:44.280 --> 00:16:46.000]  他相信他自己會獲釋的
[00:16:46.000 --> 00:16:47.280]  果然也是獲釋
[00:16:47.280 --> 00:16:49.280]  這次是第二次坐牢
[00:16:49.280 --> 00:16:50.280]  他想了想
[00:16:50.280 --> 00:16:52.120]  這次雖然希望自己也可以
[00:16:52.120 --> 00:16:53.280]  他跟提摩太太說
[00:16:53.280 --> 00:16:54.240]  你去預備房間
[00:16:54.240 --> 00:16:55.360]  我會再來
[00:16:55.360 --> 00:16:56.120]  但是
[00:16:56.120 --> 00:16:57.160]  轉頭他又說
[00:16:57.160 --> 00:16:59.840]  不如你還是帶一些我要看的書來給我吧
[00:16:59.840 --> 00:17:00.760]  因為他也想
[00:17:00.760 --> 00:17:01.960]  這次沒什麼把握
[00:17:01.960 --> 00:17:03.240]  後來果然
[00:17:03.240 --> 00:17:04.560]  他就相信了
[00:17:04.560 --> 00:17:08.120]  在最後這封信裡面
[00:17:08.120 --> 00:17:10.040]  他提醒提摩太太
[00:17:10.040 --> 00:17:11.680]  作為一個傳道人
[00:17:11.680 --> 00:17:14.680]  一個目者要注意的事情
[00:17:14.680 --> 00:17:18.000]  你最後說的話一定是很重要的
[00:17:18.000 --> 00:17:20.960]  不會說一些浪費時間無聊的事情
[00:17:20.960 --> 00:17:22.440]  在這裡
[00:17:22.440 --> 00:17:23.880]  我們今天讀這段經文
[00:17:23.880 --> 00:17:27.160]  提摩太太後書第三章這裡
[00:17:27.160 --> 00:17:30.760]  也是我們教會選擇的金句
[00:17:30.760 --> 00:17:32.000]  他說你要知道
[00:17:32.000 --> 00:17:34.920]  在末日末壽的日子
[00:17:34.920 --> 00:17:38.200]  末世必有危險的日子來到
