
[00:00:00.000 --> 00:00:04.160]  各位聽眾我們今天會繼續看《約拿書悉經講道》系列的第三
[00:03:17.200 --> 00:03:19.240]  落了落深海的約拿
[00:03:19.240 --> 00:03:21.320]  被一條大魚摔倒了
[00:03:21.320 --> 00:03:22.560]  傾吞之下
[00:03:22.560 --> 00:03:24.440]  於是乎就出現第二章
[00:03:24.440 --> 00:03:27.440]  第二到第九節的這一首詩歌
[00:03:27.440 --> 00:03:31.000]  也是約拿在漁福裡面的禱告
[00:03:31.000 --> 00:03:34.120]  但是原來從第一章第17節
[00:03:34.120 --> 00:03:35.920]  到第二章第10節
[00:03:35.920 --> 00:03:38.160]  有一個很特別的結構
[00:03:38.160 --> 00:03:41.440]  其實希伯來文聖經是把第一章第17節
[00:03:41.440 --> 00:03:43.600]  歸入到第二章
[00:03:43.600 --> 00:03:44.800]  這一首詩歌
[00:03:44.800 --> 00:03:49.320]  其實有一個非常優美的洋蔥色結構的組合
[00:03:49.320 --> 00:03:51.920]  第一章第17節和第二章第1節
[00:03:51.920 --> 00:03:55.040]  就是約拿被大魚擒吞
[00:03:55.040 --> 00:03:57.560]  而平衡的就是第二章第10節
[00:03:57.560 --> 00:04:01.240]  大魚就把約拿拋出這個旱地
[00:04:01.240 --> 00:04:02.760]  而更加特別的就是
[00:04:02.760 --> 00:04:05.920]  這兩條魚都是一條陽性的魚
[00:04:05.920 --> 00:04:08.080]  然後第二到第四節
[00:04:08.080 --> 00:04:09.720]  第七到第九節
[00:04:09.720 --> 00:04:12.520]  是非常平衡的寫法
[00:04:12.520 --> 00:04:15.160]  特別是講到牠在裡面的絕境裡面
[00:04:15.160 --> 00:04:19.560]  怎樣來對上帝仍然有一個心智在裡面
[00:04:19.560 --> 00:04:22.280]  而第二章第五節到第六節
[00:04:22.280 --> 00:04:25.720]  正正就是在反映在牠的困難是怎樣
[00:04:25.720 --> 00:04:27.360]  多麼大的絕境
[00:04:27.360 --> 00:04:30.400]  多麼大的絕望的環境
[00:04:30.400 --> 00:04:35.160]  將約拿封鎖到甚至是地的山根
[00:04:35.160 --> 00:04:39.640]  門都將牠永遠囚禁起來
[00:04:39.640 --> 00:04:43.640]  落到深海的約拿是不是什麼都沒有做呢
[00:04:43.640 --> 00:04:44.360]  不是
[00:04:44.360 --> 00:04:47.840]  我們會知道這裡讓我們學習的就是約拿
[00:04:47.840 --> 00:04:51.000]  他有一個非常重要的禱告
[00:04:51.000 --> 00:04:52.360]  從約拿的禱告裡面
[00:04:52.360 --> 00:04:55.280]  我們要學習幾樣很重要的事情
[00:04:55.280 --> 00:05:00.680]  第一就是禱告就是對神的一個坦然的對話
[00:05:00.680 --> 00:05:02.520]  留意經文在第17節
[00:05:02.520 --> 00:05:05.520]  第二章第1節和第二章第10節
[00:05:05.520 --> 00:05:07.440]  這裡讓我們學習三樣東西
[00:05:07.440 --> 00:05:10.080]  第一就是神的安排
[00:05:10.080 --> 00:05:13.560]  魚沒有誤咬或者吃了約拿
[00:05:13.560 --> 00:05:16.280]  牠只是傾吞了約拿進肚子裡
[00:05:16.280 --> 00:05:18.120]  幾乎沒有人可以置信
[00:05:18.120 --> 00:05:22.240]  一條大魚有意識地將一個人吞下去的目的
[00:05:22.240 --> 00:05:26.440]  原來是拯救一個人而不是吃了那個人
[00:05:26.440 --> 00:05:31.160]  但是我們要知道在神的安排和神的保守之下
[00:05:31.160 --> 00:05:34.280]  傾吞了約拿的這條魚
[00:05:34.280 --> 00:05:39.200]  就解救了約拿掉進深海的狀況
[00:05:39.200 --> 00:05:41.640]  留意「安排」這個字
[00:05:41.640 --> 00:05:45.080]  這個字又在約拿書裡面重複出現了好幾次
[00:05:45.080 --> 00:05:47.240]  這個字可以翻譯為「命令」
[00:05:47.240 --> 00:05:49.400]  在約拿書的四次出現裡面
[00:05:49.400 --> 00:05:53.000]  都是提到神命令、神安排、神吩咐
[00:05:53.000 --> 00:05:55.080]  主角是上帝
[00:05:55.080 --> 00:05:58.800]  而且這個字也含有各生訂造的意味
[00:05:58.800 --> 00:06:01.480]  含有上帝特別為他安排
[00:06:01.480 --> 00:06:05.640]  特別悉心打造安排的計劃
[00:06:05.640 --> 00:06:09.760]  這條大魚是絲毫無損約拿
[00:06:09.760 --> 00:06:12.040]  不知道在我們人生裡面
[00:06:12.040 --> 00:06:15.600]  你有沒有體會到上帝為我們度身的安排
[00:06:15.600 --> 00:06:18.440]  他為我們打造的人生呢?
[00:06:18.440 --> 00:06:20.600]  第二樣東西也很重要的
[00:06:20.600 --> 00:06:22.440]  就是陰陽的魚
[00:06:22.440 --> 00:06:26.400]  不少魚民都有分陽性、陰性和眾性
[00:06:26.400 --> 00:06:29.560]  例如德文、法文、希伯來文、拉丁文
[00:06:29.560 --> 00:06:30.360]  甚至希臘文
[00:06:30.360 --> 00:06:33.320]  他們都有分陰性、陽性和眾性
[00:06:33.320 --> 00:06:34.640]  根據希伯來文
[00:06:34.640 --> 00:06:35.960]  一章第十七節
[00:06:35.960 --> 00:06:41.240]  「傾吞約拿」那條魚是一條紅色的魚
[00:06:41.240 --> 00:06:44.720]  而三天三夜都沒有改變這個性別
[00:06:44.720 --> 00:06:46.160]  仍然是紅色的
[00:06:46.160 --> 00:06:47.160]  不過奇怪的是
[00:06:47.160 --> 00:06:48.400]  第二章第一節
[00:06:48.400 --> 00:06:51.640]  魚的性別突然間轉變了
[00:06:51.640 --> 00:06:54.960]  當我們說到如福的禱告的時候
[00:06:54.960 --> 00:07:00.080]  就提到這條魚是一條陰性、癡性的魚
[00:07:00.080 --> 00:07:04.640]  所以令到一些猶太拉比在推測
[00:07:04.640 --> 00:07:07.760]  其實神在這裡的安排是兩條魚
[00:07:07.760 --> 00:07:09.160]  第一條是男性
[00:07:09.160 --> 00:07:10.280]  即是紅性的魚
[00:07:10.280 --> 00:07:12.080]  牠的肚子是比較大的
[00:07:12.080 --> 00:07:16.280]  但是約拿在魚肚子裡仍然沒有祈禱
[00:07:16.280 --> 00:07:19.760]  於是神就安排第二條女性的魚
[00:07:19.760 --> 00:07:20.920]  癡性的魚
[00:07:20.920 --> 00:07:22.080]  懷孕的魚
[00:07:22.080 --> 00:07:23.800]  傾吞了約拿
[00:07:23.800 --> 00:07:25.600]  約拿受不住如福裡面
[00:07:25.600 --> 00:07:28.800]  三十六萬五千條細魚的擠迫
[00:07:28.800 --> 00:07:32.040]  於是終於向上帝來禱告
[00:07:32.040 --> 00:07:37.120]  約拿這個故事拉比猶太的老師
[00:07:37.120 --> 00:07:40.000]  猶太拉比這樣的詮釋
[00:07:40.000 --> 00:07:41.360]  是不是正確的呢?
[00:07:41.360 --> 00:07:44.480]  當然你可以當它只是一個笑話
[00:07:44.480 --> 00:07:45.880]  但是當然
[00:07:45.880 --> 00:07:47.440]  如果真的這樣的話
[00:07:47.440 --> 00:07:50.160]  期待第二章第十節
[00:07:50.160 --> 00:07:52.440]  將約拿吐出來的那條魚
[00:07:52.440 --> 00:07:54.880]  又變成一條紅性的魚
[00:07:54.880 --> 00:07:57.000]  所以我們大概相信
[00:07:57.000 --> 00:08:00.600]  這是作者故意在第二章第一節的魚
[00:08:00.600 --> 00:08:04.000]  寫成為一條陰性的魚
[00:08:04.000 --> 00:08:05.720]  或者叫做癡性的魚
[00:08:05.720 --> 00:08:09.760]  就好像一個婦人懷了一個嬰兒一樣
[00:08:09.760 --> 00:08:13.640]  嬰兒在母腹裡面有生命有氣息
[00:08:13.640 --> 00:08:18.000]  而一吐一吞就歸入了一條紅性的魚
[00:08:18.000 --> 00:08:22.280]  就是一種大概我們叫做文學寫作的技巧
[00:08:22.280 --> 00:08:24.840]  不過約拿沒有任何動靜
[00:08:24.840 --> 00:08:26.240]  在魚腹裡面
[00:08:26.240 --> 00:08:28.520]  全部都是被動的
[00:08:28.520 --> 00:08:29.680]  我的意思就是說
[00:08:29.680 --> 00:08:31.800]  第十七節和第二章第十節
[00:08:31.800 --> 00:08:33.720]  這兩節的經文
[00:08:33.720 --> 00:08:35.640]  約拿沒有任何動靜
[00:08:35.640 --> 00:08:40.680]  都是上帝主動去叫約拿去做一件事
[00:08:40.680 --> 00:08:41.480]  吞了它
[00:08:41.480 --> 00:08:42.480]  放了它出來
[00:08:42.480 --> 00:08:45.960]  都是主動叫這條魚做的事
[00:08:45.960 --> 00:08:48.800]  將約拿吞了吐出來
[00:08:48.800 --> 00:08:50.240]  而裡面的經文
[00:08:50.240 --> 00:08:52.680]  由第二章第一節一直掃進去的
[00:08:52.680 --> 00:08:54.400]  就是魚腹裡面的禱告
[00:08:54.400 --> 00:08:57.120]  就是約拿親自的動作
[00:08:57.120 --> 00:08:58.320]  他的動作
[00:08:58.320 --> 00:08:59.480]  他的主動
[00:08:59.480 --> 00:09:00.880]  就是由第二章第一節
[00:09:00.880 --> 00:09:02.320]  由一個陰性的魚
[00:09:02.320 --> 00:09:03.760]  一條痴性的魚
[00:09:03.760 --> 00:09:06.520]  大概這個就是一個文學表達的寫法
[00:09:06.520 --> 00:09:08.600]  除了要突出吐和吞
[00:09:08.600 --> 00:09:10.240]  都是同一條魚之外
[00:09:10.240 --> 00:09:13.240]  也要利用了生動的寫作的方式
[00:09:13.240 --> 00:09:15.880]  要營造出陰性懷孕的魚
[00:09:15.880 --> 00:09:19.680]  他吞了有生命的約拿在魚腹裡面
[00:09:19.680 --> 00:09:21.560]  而這個生命的約拿
[00:09:21.560 --> 00:09:24.240]  他集資在最深處的部分
[00:09:24.240 --> 00:09:27.160]  最辛苦的部分在魚腹裡面
[00:09:27.160 --> 00:09:31.160]  他開始向上帝去禱告
[00:09:31.160 --> 00:09:32.840]  還有第三樣東西就是
[00:09:32.840 --> 00:09:35.800]  三日三夜在魚腹
[00:09:35.800 --> 00:09:37.280]  三日三夜
[00:09:37.280 --> 00:09:40.720]  魚腹的故事在新約的耶穌也有提及
[00:09:40.720 --> 00:09:46.080]  用來提到自己的死和復活的事
[00:09:46.080 --> 00:09:47.920]  而大魚的禱福
[00:09:47.920 --> 00:09:51.560]  三日三夜絕對不是一個很享受的地方
[00:09:51.560 --> 00:09:52.920]  你可以試一下
[00:09:52.920 --> 00:09:54.520]  三日三夜黑漆漆
[00:09:54.520 --> 00:09:56.640]  沒有水沒有糧你會怎樣
[00:09:56.640 --> 00:09:59.080]  而且那個還在魚腹裡面
[00:09:59.080 --> 00:10:01.800]  這個應該是非常艱鉅的環境
[00:10:01.800 --> 00:10:04.880]  可能只不過是給死好一點點而已
[00:10:04.880 --> 00:10:07.640]  慶幸的是約拿他身無大礙
[00:10:07.640 --> 00:10:09.880]  魚腹裡面真的非常黑暗
[00:10:09.880 --> 00:10:10.800]  又沒有東西吃
[00:10:10.800 --> 00:10:11.760]  又沒有水喝
[00:10:11.760 --> 00:10:14.400]  難道你喝那些滑滑沙沙的水嗎?
[00:10:14.400 --> 00:10:17.200]  而且也不知道人有什麼時候離開
[00:10:17.200 --> 00:10:18.880]  三日三夜的旅程
[00:10:18.880 --> 00:10:20.960]  其實真的非常凶險
[00:10:20.960 --> 00:10:23.120]  也暗示了約拿的身體
[00:10:23.120 --> 00:10:25.560]  其實已經去到極限了
[00:10:25.560 --> 00:10:28.600]  命懸一線的臨界點
[00:10:28.600 --> 00:10:30.200]  我在這位偉大的善知
[00:10:30.200 --> 00:10:31.800]  72小時裡面
[00:10:31.800 --> 00:10:33.960]  三日的時間都沒有祈禱
[00:10:33.960 --> 00:10:35.520]  就好像一個小朋友一樣
[00:10:35.520 --> 00:10:37.280]  又或者一個青少年人一樣
[00:10:37.280 --> 00:10:39.320]  在跟父母鬥氣
[00:10:39.320 --> 00:10:41.240]  跟父母有些張力出現了
[00:10:41.240 --> 00:10:42.760]  大家不抽不彩
[00:10:42.760 --> 00:10:45.880]  又或者父母不給他飯吃
[00:10:45.880 --> 00:10:47.280]  充公了他的手機
[00:10:47.280 --> 00:10:48.880]  經濟封鎖了他
[00:10:48.880 --> 00:10:51.520]  直到這個青少年
[00:10:51.520 --> 00:10:55.720]  撐不住的時候
[00:10:55.720 --> 00:10:57.560]  他唯有死死地氣
[00:10:57.560 --> 00:10:58.960]  去跟父母說
[00:10:58.960 --> 00:11:01.600]  對不起
[00:11:01.600 --> 00:11:04.560]  你以為他不想繼續跟上帝鬥下去嗎?
[00:11:04.560 --> 00:11:06.320]  如果他可以的話
[00:11:06.320 --> 00:11:07.680]  他也想
[00:11:07.680 --> 00:11:09.520]  只不過是環境的狀況
[00:11:09.520 --> 00:11:10.760]  身體的機能
[00:11:10.760 --> 00:11:13.040]  已經沒有辦法讓他再有本錢
[00:11:13.040 --> 00:11:14.840]  跟神鬥下去而已
[00:11:14.840 --> 00:11:16.920]  所以他就在第二章的第一節
[00:11:16.920 --> 00:11:19.720]  正式開聲去禱告
[00:11:19.720 --> 00:11:22.200]  從第二章第二節到第九節
[00:11:22.200 --> 00:11:23.520]  你就會看得到他的禱告
[00:11:23.520 --> 00:11:26.960]  包括了三樣禱告很重要的教導
[00:11:26.960 --> 00:11:31.320]  第一樣就是禱告是需要有情感的
[00:11:31.320 --> 00:11:34.360]  其實跟神聊天
[00:11:34.360 --> 00:11:38.320]  就好像跟一個朋友一樣
[00:11:38.320 --> 00:11:38.840]  你想想
[00:11:38.840 --> 00:11:41.040]  當你跟一個朋友聊天的時候
[00:11:41.040 --> 00:11:43.520]  你一定將你的情感抒發出來
[00:11:43.520 --> 00:11:45.320]  我們去到上帝的面前
[00:11:45.320 --> 00:11:49.240]  我們就必須要將自己情感的世界
[00:11:49.240 --> 00:11:51.320]  披露在神的面前
[00:11:51.320 --> 00:11:52.800]  我們不需要隱瞞的
[00:11:52.800 --> 00:11:56.560]  我們不需要介意上帝覺得我們說了什麼
[00:11:56.560 --> 00:11:59.200]  因為說錯話而怪責我們
[00:11:59.200 --> 00:12:00.680]  如果我們拘謹
[00:12:00.680 --> 00:12:03.760]  如果我們只是遷就一下
[00:12:03.760 --> 00:12:06.240]  只是代表著我們跟上帝的關係
[00:12:06.240 --> 00:12:08.880]  可能不是那麼親密
[00:12:08.880 --> 00:12:10.840]  可能不是那麼友善
[00:12:10.840 --> 00:12:12.760]  約拿在禱告裡面
[00:12:12.760 --> 00:12:15.120]  很有情感的書法
[00:12:15.120 --> 00:12:19.160]  第二樣禱告是需要法治真心的
[00:12:19.160 --> 00:12:20.960]  大家有沒有試過打電話
[00:12:20.960 --> 00:12:23.920]  去一些有關部門去問事
[00:12:23.920 --> 00:12:26.080]  通常一打電話進去
[00:12:26.080 --> 00:12:27.360]  通常都會叫你按一字
[00:12:27.360 --> 00:12:27.840]  按二字
[00:12:27.840 --> 00:12:28.920]  按三字
[00:12:28.920 --> 00:12:31.440]  我們的禱告是否需要這樣
[00:12:31.440 --> 00:12:32.800]  中文請你按一字
[00:12:32.800 --> 00:12:34.360]  英文請你按二字
[00:12:34.360 --> 00:12:35.960]  國語請你按三字
[00:12:35.960 --> 00:12:38.040]  然後家庭問題按一字
[00:12:38.040 --> 00:12:39.520]  戀愛問題按二字
[00:12:39.520 --> 00:12:41.040]  教會問題按三字
[00:12:41.040 --> 00:12:45.360]  然後當你聽到一個傳道人的聲音之後
[00:12:45.360 --> 00:12:47.800]  然後他就跟你發出一個禱告
[00:12:47.800 --> 00:12:51.600]  用一段預先錄音的禱文讀給你聽
[00:12:51.600 --> 00:12:55.200]  難道上帝真的這樣嗎
[00:12:55.200 --> 00:12:58.120]  難道上帝聽禱告真的這樣嗎
[00:12:58.120 --> 00:13:00.800]  現在流行的很多禱告的書籍
[00:13:00.800 --> 00:13:02.880]  不少的基督徒都建議我們
[00:13:02.880 --> 00:13:04.640]  要照讀別人的禱告
[00:13:04.640 --> 00:13:06.440]  把自己的名字加上去
[00:13:06.440 --> 00:13:08.520]  說個「阿門」就可以了
[00:13:08.520 --> 00:13:11.160]  其實真的不需要這樣
[00:13:11.160 --> 00:13:14.600]  我們不需要抄襲別人的禱告
[00:13:14.600 --> 00:13:18.120]  我們每一個人都應該自己要禱告
[00:13:18.120 --> 00:13:19.840]  發自一個真心
[00:13:19.840 --> 00:13:22.840]  而不需要去抄襲別人的禱文
[00:13:22.840 --> 00:13:24.000]  還有第三樣東西
[00:13:24.000 --> 00:13:27.800]  禱告是需要打開我們內心的世界
[00:13:27.800 --> 00:13:30.560]  把我們內心的世界說出來
[00:13:30.560 --> 00:13:33.160]  你有沒有聽過
[00:13:33.160 --> 00:13:36.280]  本音和見錢這兩樣東西
[00:13:36.280 --> 00:13:38.760]  本音和見錢這兩樣東西
[00:13:38.760 --> 00:13:43.000]  是非常日本化的一個表達
[00:13:43.000 --> 00:13:44.840]  特別是十年前
[00:13:44.840 --> 00:13:47.560]  現在應該不流行
[00:13:47.560 --> 00:13:49.920]  本音「匈尼」這個字
[00:13:49.920 --> 00:13:52.880]  其實是在說真心話
[00:13:52.880 --> 00:13:55.720]  而「見錢」「他埋」這個字
[00:13:55.720 --> 00:13:58.280]  其實是在說表面的說話
[00:13:58.280 --> 00:14:00.040]  就好像戴了面具一樣
[00:14:00.040 --> 00:14:04.600]  這正正是日本人從世受教育的文化之一
[00:14:04.600 --> 00:14:08.720]  他們認為把自己的真心情感流露出來
[00:14:08.720 --> 00:14:12.400]  就被人認為你是一個不成熟很幼稚的人
[00:14:12.400 --> 00:14:14.560]  其實我們去到神的面前
[00:14:14.560 --> 00:14:18.240]  並不需要戴著面具的弟兄姊妹
[00:14:18.240 --> 00:14:19.920]  我們需要的是什麼
[00:14:19.920 --> 00:14:23.080]  就是把我們心底的說話說出來
[00:14:23.080 --> 00:14:27.400]  這樣才能夠跟神建立一個深厚的關係
[00:14:27.400 --> 00:14:30.480]  我們發現若拿在這章的禱文裡
[00:14:30.480 --> 00:14:33.240]  簡直就是非常之坦白
[00:14:33.240 --> 00:14:35.240]  把他內心的世界
[00:14:35.240 --> 00:14:38.600]  完完全全披露在上帝的面前
[00:14:38.600 --> 00:14:40.720]  若拿在這章的禱文裡
[00:14:40.720 --> 00:14:42.920]  是完全沒有掩飾的
[00:14:42.920 --> 00:14:45.440]  去到第四章更加同神
[00:14:45.440 --> 00:14:47.480]  來一個絕地回應
[00:14:47.480 --> 00:14:49.720]  我們去到神的面前
[00:14:49.720 --> 00:14:52.280]  真的不需要去想
[00:14:52.280 --> 00:14:56.040]  應該用什麼好的詞語去修飾
[00:14:56.040 --> 00:14:57.560]  才是奏效
[00:14:57.560 --> 00:14:58.640]  我明白
[00:14:58.640 --> 00:15:01.680]  我們香港人至少喜歡背生字
[00:15:01.680 --> 00:15:03.960]  中文也是這樣 英文也是這樣
[00:15:03.960 --> 00:15:06.480]  禱告難道也要這樣嗎
[00:15:06.480 --> 00:15:08.240]  所以我們需要的是什麼
[00:15:08.240 --> 00:15:10.920]  我們需要的是毫無掩飾
[00:15:10.920 --> 00:15:11.640]  這樣就足夠
[00:15:11.640 --> 00:15:14.320]  打開我們的內心世界
[00:15:14.320 --> 00:15:17.240]  我們要空地用真心話
[00:15:17.240 --> 00:15:19.120]  同神去禱告
[00:15:19.120 --> 00:15:21.800]  禱告就是與同神去坦白
[00:15:21.800 --> 00:15:22.840]  去對話
[00:15:22.840 --> 00:15:23.800]  還有第二件事
[00:15:23.800 --> 00:15:25.440]  這段聖經提醒我們
[00:15:25.440 --> 00:15:29.280]  禱告就是在絕境裡作出呼求
[00:15:29.280 --> 00:15:32.360]  我們從第二章的第二節
[00:15:32.360 --> 00:15:34.120]  我們一直到第六節
[00:15:34.120 --> 00:15:35.000]  你就會發現
[00:15:35.000 --> 00:15:37.280]  先知若拿在這篇詩篇裡
[00:15:37.280 --> 00:15:40.200]  用了很多不同生動的字眼
[00:15:40.200 --> 00:15:44.520]  將自己深陷的絕境去表達出來
[00:15:44.520 --> 00:15:45.920]  在這裡我們會看到
[00:15:45.920 --> 00:15:47.600]  例如第一組的字眼就是
[00:15:47.600 --> 00:15:52.120]  「患難同陰間」
[00:15:52.120 --> 00:15:57.800]  若拿說「陰間的深處發出呼求」
[00:15:57.800 --> 00:15:59.520]  在這裡「陰間」這個字
[00:15:59.520 --> 00:16:02.400]  Shirou就是表達了一個人的心靈
[00:16:02.400 --> 00:16:06.880]  或者肉體跌落在一個最幽暗的角落裡
[00:16:06.880 --> 00:16:10.920]  沒有人能夠伸出援手去幫助他
[00:16:10.920 --> 00:16:14.760]  「深處」這個原文就是指子宮
[00:16:14.760 --> 00:16:20.480]  一個女性最深入的隱藏的部分
[00:16:20.480 --> 00:16:22.720]  或者你翻譯為「土褔」也可以
[00:16:22.720 --> 00:16:26.240]  不過子宮反而更加可以讓你知道
[00:16:26.240 --> 00:16:28.480]  其實就是一個很深入的位置
[00:16:28.480 --> 00:16:30.520]  一個很私處的地方
[00:16:30.520 --> 00:16:32.880]  若拿書利用了很生動的字眼去表達
[00:16:32.880 --> 00:16:35.680]  若拿已經跌到一個非常絕境
[00:16:35.680 --> 00:16:38.800]  一處非常深入的絕處
[00:16:38.800 --> 00:16:40.840]  在大魚的肚腹裡
[00:16:40.840 --> 00:16:43.440]  他的身體 他的身心靈
[00:16:43.440 --> 00:16:46.520]  已經去到一個極其痛苦的狀況
[00:16:46.520 --> 00:16:48.840]  面臨死亡的邊緣
[00:16:48.840 --> 00:16:54.080]  蜜蜂的魚肚將他完全變成孤立無援
[00:16:54.080 --> 00:16:58.080]  若拿書利也非常小心地選擇了「患難」這個字
[00:16:58.080 --> 00:17:02.240]  「患難」這個字的意思是指一個困境
[00:17:02.240 --> 00:17:04.720]  或者是困難 危難
[00:17:04.720 --> 00:17:07.040]  這個字是一個很普通的字眼
[00:17:07.040 --> 00:17:10.240]  就是每一個人在不同的時間
[00:17:10.240 --> 00:17:13.000]  都會遇上不同程度的患難
[00:17:13.000 --> 00:17:14.520]  可以是一場大病
[00:17:14.520 --> 00:17:16.360]  可以是天災人禍
[00:17:16.360 --> 00:17:18.480]  在面對困境的時候
[00:17:18.480 --> 00:17:21.640]  你會作出怎樣的反應呢?
[00:17:21.640 --> 00:17:25.320]  很明顯在這裡是說到若拿在魚腹裡
[00:17:25.320 --> 00:17:26.920]  他那種無助
[00:17:26.920 --> 00:17:29.240]  他那種危急的境況
[00:17:29.240 --> 00:17:31.120]  所以有一次證實魚腹
[00:17:31.120 --> 00:17:33.240]  不是一個什麼舒適的環境
[00:17:33.240 --> 00:17:34.920]  可以安居的地方
[00:17:34.920 --> 00:17:36.600]  你可以想像一下
[00:17:36.600 --> 00:17:38.360]  到底在魚的肚腹裡
[00:17:38.360 --> 00:17:39.920]  最深處的地方
[00:17:39.920 --> 00:17:41.440]  漆一片的環境
[00:17:41.440 --> 00:17:43.480]  到處都是散散的東西
[00:17:43.480 --> 00:17:47.080]  又不知道有沒有水的壓力在裡面
[00:17:47.080 --> 00:17:48.440]  令到他身體的狀況
[00:17:48.440 --> 00:17:50.640]  你猜你想像是怎麼樣?
[00:17:50.640 --> 00:17:52.040]  在這樣的狀況裡面
