
[00:00:00.000 --> 00:00:05.800]  今日同大家繼續去思想這個題目叫敬畏神
[00:02:20.600 --> 00:02:23.800]  因為我以前一年級到裕科畢業在天主教讀書
[00:02:23.800 --> 00:02:26.360]  到我讀大學第一年就在一間天主教的大學
[00:02:26.360 --> 00:02:30.680]  所以我是真的認識的 認識甚麼的
[00:02:30.680 --> 00:02:37.680]  我說我們不會在瑪利亞的像的面前跪在那裏唸瑪利亞經
[00:02:37.680 --> 00:02:40.240]  我就告訴他們 瑪利亞自己說
[00:02:40.240 --> 00:02:45.840]  我心尊主為大 我靈以神 我的救主為樂
[00:02:45.840 --> 00:02:50.040]  所以我說他也要救主 為甚麼我們要拜他
[00:02:50.040 --> 00:02:52.720]  其中一個天主教的朋友說
[00:02:52.720 --> 00:02:55.680]  是呀 還說他沒有原罪
[00:02:55.680 --> 00:03:00.620]  他都覺得不是Doctor 還說他沒有原罪
[00:03:00.620 --> 00:03:03.000]  Anyway 另外第二道
[00:03:03.000 --> 00:03:08.000]  他大聲說要敬畏神把榮耀歸給他
[00:03:08.000 --> 00:03:10.500]  因為他私人審判的時候已經到了
[00:03:10.500 --> 00:03:15.400]  要敬拜創造天地海和水源的主
[00:03:15.400 --> 00:03:18.520]  神就是創造者 創造者
[00:03:18.520 --> 00:03:21.640]  祂不是被造者 祂是那位創造者
[00:03:21.640 --> 00:03:24.280]  所以我們是要敬拜祂
[00:03:24.280 --> 00:03:28.800]  第三節說 他們唱神僕人摩西的歌和羔羊的歌
[00:03:28.800 --> 00:03:35.920]  說主全能的神 你的作為又偉大又奇妙 全能的神
[00:03:35.920 --> 00:03:39.240]  第十五章第四節 啟述說
[00:03:39.240 --> 00:03:44.320]  主啊 誰敢不敬畏祢 不把榮耀歸於祢名
[00:03:44.320 --> 00:03:50.560]  因為只有祢是神聖的 萬民都要來在祢面前敬拜
[00:03:50.560 --> 00:03:55.560]  因祢公義的作為已經彰顯了
[00:03:55.560 --> 00:03:59.240]  接著詩的部分遠離惡事
[00:03:59.240 --> 00:04:03.120]  其實我已經和大家分享過
[00:04:03.120 --> 00:04:10.880]  我拿著這張是 我拿著的是我自己講道的那一張
[00:04:10.880 --> 00:04:14.680]  可能你們沒有詩的 你們沒有詩的
[00:04:14.680 --> 00:04:16.560]  你們沒有詩 你們由D開始
[00:04:16.560 --> 00:04:21.320]  不過詩就是我上一次11月26日和大家分享
[00:04:21.320 --> 00:04:24.400]  敬畏神的時候是怎樣 其中一樣東西很重要
[00:04:24.400 --> 00:04:28.960]  就是要遠離惡行 遠離惡行
[00:04:28.960 --> 00:04:36.760]  溫習一點 就是不要去那些我們不應該去的地方
[00:04:36.760 --> 00:04:41.080]  例如去澳門那些賭場裏面
[00:04:41.080 --> 00:04:43.960]  正如我曾經分享過 以前我有個同學
[00:04:43.960 --> 00:04:47.480]  在大學第一年有個女孩 她有個男朋友
[00:04:47.480 --> 00:04:52.000]  但是他們是澳門那裏的人
[00:04:52.000 --> 00:04:54.320]  那個男朋友和她很好的 差不多談婚的
[00:04:54.320 --> 00:04:58.280]  但是那個男朋友他讀完中學
[00:04:58.280 --> 00:05:02.240]  他就看見在賭場做
[00:05:02.240 --> 00:05:04.400]  做那些不知道做什麼 打河還是什麼
[00:05:04.400 --> 00:05:05.920]  我都不知道他做什麼
[00:05:05.920 --> 00:05:10.800]  人工還高過他的老師 大學畢業的老師
[00:05:10.800 --> 00:05:15.040]  他讀中學畢業 如果我去賭場做
[00:05:15.040 --> 00:05:18.680]  人工還高過我的中學老師
[00:05:18.680 --> 00:05:23.440]  於是他就不打算讀大學了 去賭場做
[00:05:23.440 --> 00:05:27.600]  但是在這樣的環境裏面
[00:05:27.600 --> 00:05:30.600]  中國人我們很多時候聽到
[00:05:30.600 --> 00:05:37.440]  黃色賭博和毒品很多時候是三兄弟
[00:05:37.440 --> 00:05:41.360]  有一樣很多時候連同其他的兩樣
[00:05:41.360 --> 00:05:46.720]  很複雜 結果他在裏面染上賭博
[00:05:46.720 --> 00:05:51.800]  跟著就和我同學沒有了
[00:05:51.800 --> 00:05:56.160]  因為實在已經整個人變了
[00:05:56.160 --> 00:06:01.360]  其中一個很大的因素就是他跟了那幫人
[00:06:01.360 --> 00:06:07.240]  就成為了對他有一個影響 就是這個問題
[00:06:07.240 --> 00:06:09.800]  我記得有一個弟兄跟我說
[00:06:09.800 --> 00:06:13.120]  他說他自己生活的小孩長大
[00:06:13.120 --> 00:06:16.800]  在那個區其實是很雜的
[00:06:16.800 --> 00:06:19.480]  他說很多時候我那幫朋友
[00:06:19.480 --> 00:06:22.160]  小孩一直長大的朋友
[00:06:22.160 --> 00:06:26.240]  他說有十幾個一起玩的
[00:06:26.240 --> 00:06:30.040]  他有幾個死於非命 你明白我的意思嗎
[00:06:30.040 --> 00:06:34.600]  因為加入了黑社會 死於非命
[00:06:34.600 --> 00:06:37.520]  但是這個弟兄很好 他很長進
[00:06:37.520 --> 00:06:42.680]  他很用心讀書 他成為了一個專業人士
[00:06:42.680 --> 00:06:45.200]  我不說什麼了 專業人士
[00:06:45.200 --> 00:06:47.360]  香港以前我小時候很喜歡說什麼
[00:06:47.360 --> 00:06:49.280]  三思 有沒有聽過
[00:06:49.280 --> 00:06:52.400]  醫師 律師 會計師
[00:06:52.400 --> 00:06:56.360]  現在不知道還有什麼思
[00:06:56.360 --> 00:06:58.960]  三思 當然是三思其中一思
[00:06:58.960 --> 00:07:01.200]  很愛主
[00:07:01.200 --> 00:07:03.920]  有一次他跟我分享
[00:07:03.920 --> 00:07:07.000]  如果我和他們繼續下去 學他們這樣
[00:07:07.000 --> 00:07:09.920]  可能我今天連命都沒有了
[00:07:09.920 --> 00:07:12.920]  不要說了 相信耶穌吧
[00:07:12.920 --> 00:07:16.200]  好了 今天就回到D的部分
[00:07:16.200 --> 00:07:19.480]  今天和大家分享的D的部分 就是侍奉神
[00:07:19.480 --> 00:07:23.600]  敬畏神的人 其中一個他會是什麼呢
[00:07:23.600 --> 00:07:26.640]  他就會侍奉神 在《出埃及記》第18章有一次
[00:07:26.640 --> 00:07:30.360]  你要從百姓中選出有才能的人
[00:07:30.360 --> 00:07:35.480]  敬畏神誠實可靠 恨惡不義之才的人
[00:07:35.480 --> 00:07:39.520]  派他們作千夫長 百夫長 五十夫長 十夫長
[00:07:39.520 --> 00:07:41.680]  來管理百姓
[00:07:41.680 --> 00:07:43.320]  大家知道嗎 看到嗎
[00:07:43.320 --> 00:07:46.280]  他說 你要在百姓中選出一些什麼樣的人呢
[00:07:46.280 --> 00:07:49.280]  有才能的
[00:07:49.280 --> 00:07:51.400]  對的 是不是
[00:07:51.400 --> 00:07:53.840]  如果你請一個 譬如在一家公司
[00:07:53.840 --> 00:07:56.080]  你請一個夥計回來工作
[00:07:56.080 --> 00:07:57.760]  你請一個做會計的
[00:07:57.760 --> 00:08:01.640]  他應該一定會做會計的 是不是
[00:08:01.640 --> 00:08:04.440]  你不會說 哇 他這個人很老實的
[00:08:04.440 --> 00:08:06.440]  很誠實的
[00:08:06.440 --> 00:08:08.840]  我從小到大看著他 知道他
[00:08:08.840 --> 00:08:15.000]  這個世侄是擔什麼都不偷吃那些的
[00:08:15.000 --> 00:08:17.760]  但是他從來都沒有讀過會計
[00:08:17.760 --> 00:08:19.240]  連bookkeeping都不會
[00:08:19.240 --> 00:08:21.280]  你會不會請他回來做會計
[00:08:21.280 --> 00:08:22.760]  是不會的
[00:08:22.760 --> 00:08:25.600]  因為他都沒有那種才能才剛 是不是
[00:08:25.600 --> 00:08:28.320]  所以這個priority(優先)一件事就是什麼
[00:08:28.320 --> 00:08:31.400]  OK 要有才能 但是
[00:08:31.400 --> 00:08:34.440]  是不是有才能就可以呢
[00:08:34.440 --> 00:08:38.880]  還要敬畏神 是要誠實 可靠
[00:08:38.880 --> 00:08:42.840]  不靠得住就很大件事了 是不是
[00:08:42.840 --> 00:08:46.640]  村貴桶底 哇 什麼都出齊
[00:08:46.640 --> 00:08:48.680]  我也認識一些人
[00:08:48.680 --> 00:08:50.680]  他們的做法是怎麼樣呢
[00:08:50.680 --> 00:08:53.120]  畢業之後沒有什麼特別的學歷
[00:08:53.120 --> 00:08:56.520]  中學畢業就去寫字樓做打工
[00:08:56.520 --> 00:08:59.520]  那最好做什麼 逛街 是不是
[00:08:59.520 --> 00:09:02.800]  逛著逛著就認識了很多廠家
[00:09:02.800 --> 00:09:05.440]  又認識了很多的客人
[00:09:05.440 --> 00:09:08.040]  到了一個地步
[00:09:08.040 --> 00:09:10.360]  他就走了出去
[00:09:10.360 --> 00:09:12.080]  你可以說他沒有錯的 是不是
[00:09:12.080 --> 00:09:14.640]  仁望高處嘛 走了出去
[00:09:14.640 --> 00:09:17.400]  就將公司的那些客人
[00:09:17.400 --> 00:09:18.680]  因為他跟開的嘛
[00:09:18.680 --> 00:09:20.080]  他們認識他嘛
[00:09:20.080 --> 00:09:23.360]  就一個一個一個就拿回來
[00:09:23.360 --> 00:09:24.840]  接著那些廠家
[00:09:24.840 --> 00:09:28.000]  喂 你給我開單的嘛 是不是
[00:09:28.000 --> 00:09:32.680]  我和你老闆根本都不是做這些事的 是不是
[00:09:32.680 --> 00:09:35.320]  真的呢 弄著弄著呢
[00:09:35.320 --> 00:09:38.080]  就發生了這樣的情況出來
[00:09:38.080 --> 00:09:41.240]  那有人說 仁望高處 水望低樓嘛
[00:09:41.240 --> 00:09:43.120]  一輩子打工嗎 是不是
[00:09:43.120 --> 00:09:47.640]  Well 我就講我自己的一個見證
[00:09:47.640 --> 00:09:51.920]  我以前曾經在一個福音機構做的
[00:09:51.920 --> 00:09:53.520]  那福音機構做的呢
[00:09:53.520 --> 00:09:55.120]  就是專做大學生工作
[00:09:55.120 --> 00:09:58.280]  我的責任是專做大學生工作的
[00:09:58.280 --> 00:10:02.920]  去那些大學裏面 去團契
[00:10:02.920 --> 00:10:05.720]  他沒有的話 我就幫他們組織一個團契
[00:10:05.720 --> 00:10:08.160]  或者去他那裏請我去港島
[00:10:08.160 --> 00:10:11.080]  或者是查經訓練 總之就是做這些事
[00:10:11.080 --> 00:10:13.640]  那很多間大學的 我在多倫多的
[00:10:13.640 --> 00:10:16.080]  但是多倫多都有很多間
[00:10:16.080 --> 00:10:19.040]  就是多倫多大學都有Downtown
[00:10:19.040 --> 00:10:21.440]  還有Scarborough 還有Arendell
[00:10:21.440 --> 00:10:23.720]  不同的區域的
[00:10:23.720 --> 00:10:26.480]  還有York University
[00:10:26.480 --> 00:10:30.440]  好像CY以前也在York那裏畢業過
[00:10:30.440 --> 00:10:33.760]  York University 還有Seneca College
[00:10:33.760 --> 00:10:37.080]  然後再去遠一點 開車去Windsor
[00:10:37.080 --> 00:10:42.640]  去Waterloo 坐飛機去Halifax
[00:10:42.640 --> 00:10:45.760]  Fredericton 坐VIA那些火車
[00:10:45.760 --> 00:10:50.360]  也是去到Montreal 到處去那些團契那裏
[00:10:50.360 --> 00:10:56.680]  專門向青年大學生做的
[00:10:56.680 --> 00:10:58.400]  那時候是多少歲?30歲啦
[00:10:58.400 --> 00:10:59.920]  現在double都不止了
[00:10:59.920 --> 00:11:05.520]  現在我30歲乘以2 還要加多點東西進去
[00:11:05.520 --> 00:11:09.000]  但是後來我就不是做得很開心
[00:11:09.000 --> 00:11:12.760]  於是我就離開那個機構
[00:11:12.760 --> 00:11:15.680]  那個機構有個基督教書局的
[00:11:15.680 --> 00:11:17.520]  這個基督教書局
[00:11:17.520 --> 00:11:20.240]  很多時候我是做大學生工作的
[00:11:20.240 --> 00:11:23.800]  但是因為我是讀過神學
[00:11:23.800 --> 00:11:25.840]  我又很喜歡看書
[00:11:25.840 --> 00:11:29.560]  所以有時候有些牧師 傳道 神學生
[00:11:29.560 --> 00:11:32.560]  或者一些信徒來買書
[00:11:32.560 --> 00:11:34.040]  他就想介紹
[00:11:34.040 --> 00:11:36.760]  那個機構的經理就
[00:11:36.760 --> 00:11:40.080]  「你等等 我叫Michael來 Michael來」
[00:11:40.080 --> 00:11:41.840]  在隔壁左右的Office
[00:11:41.840 --> 00:11:44.200]  然後隔壁就是Bookstore
[00:11:44.200 --> 00:11:47.800]  我當然介紹給他
[00:11:47.800 --> 00:11:49.640]  我試過有一個人就說
[00:11:49.640 --> 00:11:52.760]  我想買一本解經書
[00:11:52.760 --> 00:11:54.880]  是希伯來書的解經書
[00:11:54.880 --> 00:11:57.080]  那時候我介紹一套叫做Tindale
[00:11:57.080 --> 00:11:58.720]  是英文的Tindale
[00:11:58.720 --> 00:11:59.920]  又不是很深
[00:11:59.920 --> 00:12:02.480]  但是很多不同的作者寫的
[00:12:02.480 --> 00:12:05.080]  他說我想買這一套
[00:12:05.080 --> 00:12:07.040]  我說不要買這一套
[00:12:07.040 --> 00:12:08.280]  他說為什麼不買?
[00:12:08.280 --> 00:12:11.040]  我說如果你很多錢
[00:12:11.040 --> 00:12:13.240]  那你買吧 買一整套吧
[00:12:13.240 --> 00:12:16.680]  但是如果你想看希伯來書
[00:12:16.680 --> 00:12:17.640]  你買這一本
[00:12:17.640 --> 00:12:21.600]  我介紹給你New International Commentary的希伯來書
[00:12:21.600 --> 00:12:27.160]  那時候還沒有馮潤坤教授
[00:12:27.160 --> 00:12:29.080]  馮潤坤也寫了一本希伯來書
[00:12:29.080 --> 00:12:32.400]  我當然教他只買希伯來書買幾本
[00:12:32.400 --> 00:12:33.320]  好過買一整套
[00:12:33.320 --> 00:12:35.920]  因為一整套未必每本都適合
[00:12:35.920 --> 00:12:38.440]  同時你放在那裡放而已
[00:12:38.440 --> 00:12:41.960]  你放十年可能還沒有看完一整套的卷書
[00:12:41.960 --> 00:12:44.120]  我就這樣介紹給他
[00:12:44.120 --> 00:12:46.920]  後來我離開了那個機構
[00:12:46.920 --> 00:12:49.160]  我就想我想做什麼好呢
[00:12:49.160 --> 00:12:52.040]  啊 開一間基督教書局吧
[00:12:52.040 --> 00:12:55.440]  既然我又喜歡介紹給別人
[00:12:55.440 --> 00:12:57.120]  我又懂得書
[00:12:57.120 --> 00:12:59.040]  那我就找了一個舖位
[00:12:59.040 --> 00:13:04.720]  就在這間Bookstore機構旁邊的街
[00:13:04.720 --> 00:13:06.880]  它就是樓上的
[00:13:06.880 --> 00:13:08.120]  不是樓上的燕窩
[00:13:08.120 --> 00:13:08.880]  是樓上的
[00:13:08.880 --> 00:13:10.160]  不知道三樓還是四樓
[00:13:10.160 --> 00:13:13.280]  我那間是對著大街
[00:13:13.280 --> 00:13:16.000]  對面就是U of T的Downtown Campus
[00:13:16.000 --> 00:13:19.360]  還有就是我弄一個影印機
[00:13:19.360 --> 00:13:21.120]  影印服務
[00:13:21.120 --> 00:13:23.680]  這些學生很多筆記要印的
[00:13:23.680 --> 00:13:25.040]  吸引他來
[00:13:25.040 --> 00:13:28.160]  我又可以有機會跟他分享傳福音
[00:13:28.160 --> 00:13:30.080]  又買那些書
[00:13:30.080 --> 00:13:31.120]  找了一個很好的舖位
[00:13:31.120 --> 00:13:32.360]  還有地舖
[00:13:32.360 --> 00:13:34.520]  價錢也很公道
[00:13:34.520 --> 00:13:36.480]  但是你猜我怎麼做呢
[00:13:36.480 --> 00:13:39.720]  我結果選擇不在那裡開
[00:13:39.720 --> 00:13:40.840]  為什麼
[00:13:40.840 --> 00:13:43.440]  因為我不想被別人覺得
[00:13:43.440 --> 00:13:46.280]  我離開了那間機構
[00:13:46.280 --> 00:13:50.160]  自己開一間公司去頂替它
[00:13:50.160 --> 00:13:52.840]  所以我結果就在
[00:13:52.840 --> 00:13:54.080]  如果你認識Toronto
[00:13:54.080 --> 00:13:55.440]  那個是Downtown U of T
[00:13:55.440 --> 00:13:58.600]  我去了Scarborough那裡的區域
[00:13:58.600 --> 00:14:01.160]  嘩 開車上去要十幾公里
[00:14:01.160 --> 00:14:02.960]  離開很遠
[00:14:02.960 --> 00:14:04.640]  又神威美好 恩代我
[00:14:04.640 --> 00:14:07.600]  讓我找到一個1650呎的地舖
[00:14:07.600 --> 00:14:09.400]  價錢也是很相宜
[00:14:09.400 --> 00:14:12.960]  我結果在那裡開了一間基督教書局
[00:14:12.960 --> 00:14:14.560]  就是這樣
[00:14:14.560 --> 00:14:19.120]  不想做一些這樣的事
[00:14:19.120 --> 00:14:20.760]  所以在這裡來說
[00:14:20.760 --> 00:14:24.120]  一個人只有才剛夠不夠呢
[00:14:24.120 --> 00:14:25.440]  不夠的
[00:14:25.440 --> 00:14:27.920]  所以他要去選擇的時候
[00:14:27.920 --> 00:14:30.040]  找一些要敬畏神
[00:14:30.040 --> 00:14:32.200]  要誠實可靠
[00:14:32.200 --> 00:14:38.880]  弟兄姊妹誠實可靠絕不容易
[00:14:38.880 --> 00:14:40.880]  這個世界有很多叫什麼
[00:14:40.880 --> 00:14:44.000]  一個叫做灰色地帶
[00:14:44.000 --> 00:14:48.400]  我最近有機會和一幫做生意的
[00:14:48.400 --> 00:14:51.360]  中小企的人聊天
[00:14:51.360 --> 00:14:54.040]  因為有一個機構不知道為什麼
[00:14:54.040 --> 00:14:56.520]  不知道是不是知道我說明年退休呢
[00:14:56.520 --> 00:15:00.840]  它那個總幹事就有興趣說要見一下我
[00:15:00.840 --> 00:15:03.640]  見一下就見一下 沒壞的
[00:15:03.640 --> 00:15:07.160]  他就帶了三個生意人來
[00:15:07.160 --> 00:15:08.560]  三個business man
[00:15:08.560 --> 00:15:09.720]  是中小企的老闆
[00:15:09.720 --> 00:15:13.480]  他們只是做老闆而已
[00:15:13.480 --> 00:15:17.320]  因為他們有一個基督徒的理念
[00:15:17.320 --> 00:15:19.720]  就是影響到這個老闆
[00:15:19.720 --> 00:15:26.040]  他就可以給他們一幫人有共通點
[00:15:26.040 --> 00:15:28.120]  因為做生意其實不容易
[00:15:28.120 --> 00:15:30.040]  要老老實實
[00:15:30.040 --> 00:15:32.720]  你知道有句不好聽的話
[00:15:32.720 --> 00:15:34.920]  奸商奸商
[00:15:34.920 --> 00:15:39.600]  就好像做生意不奸不得那樣
[00:15:39.600 --> 00:15:43.320]  好像 是不是真的不奸不得呢
[00:15:43.320 --> 00:15:46.280]  他們就說要見精神
[00:15:46.280 --> 00:15:48.800]  是不會做這些事的
[00:15:48.800 --> 00:15:52.920]  約了三個 然後有一個中間人
[00:15:52.920 --> 00:15:54.440]  中間人就認識我的
[00:15:54.440 --> 00:15:59.000]  就帶他來辦公室那裡聊天
[00:15:59.000 --> 00:16:00.360]  我現在答應了
[00:16:00.360 --> 00:16:03.960]  他們有七個小組
[00:16:03.960 --> 00:16:05.480]  男女都可以一起的
[00:16:05.480 --> 00:16:08.400]  好像漢星組只有男人的
[00:16:08.400 --> 00:16:09.120]  七個小組
[00:16:09.120 --> 00:16:14.320]  其中一個小組就在石門附近
[00:16:14.320 --> 00:16:15.680]  在商場那裡
[00:16:15.680 --> 00:16:18.320]  我答應了他們
[00:16:18.320 --> 00:16:19.320]  我寫下了
[00:16:19.320 --> 00:16:21.400]  不記得是明天早上還是下午
[00:16:21.400 --> 00:16:23.720]  我記下了在我那裡
[00:16:23.720 --> 00:16:26.240]  哇 八點鐘
[00:16:26.240 --> 00:16:30.520]  早上八點鐘到十點半
[00:16:30.520 --> 00:16:33.280]  一起去查經 分享
[00:16:33.280 --> 00:16:35.120]  給予支持
[00:16:35.120 --> 00:16:36.680]  就是這樣 這個小組
[00:16:36.680 --> 00:16:38.040]  我答應了他們
[00:16:38.040 --> 00:16:41.120]  八點鐘去參加這一次聚會
[00:16:41.120 --> 00:16:43.200]  我沒有答應每次都去
[00:16:43.200 --> 00:16:45.400]  我說我來看看
[00:16:45.400 --> 00:16:50.160]  看看大家合不合格
[00:16:50.160 --> 00:16:51.320]  就是這樣
[00:16:51.320 --> 00:16:53.200]  所以他們都知道
[00:16:53.200 --> 00:16:58.480]  做生意很容易就會
[00:16:58.480 --> 00:17:00.040]  什麼的 大家知道
[00:17:00.040 --> 00:17:04.720]  所以他們彼此要支持
[00:17:04.720 --> 00:17:06.680]  所以誠實可靠
[00:17:06.680 --> 00:17:09.320]  最近我又跟
[00:17:09.320 --> 00:17:12.880]  因為舞會那邊就安立牧師
[00:17:12.880 --> 00:17:15.760]  安立一個傳道做牧師
[00:17:15.760 --> 00:17:18.840]  他叫我其中一個去查問
[00:17:18.840 --> 00:17:23.520]  有其他 有十來院院長 我
[00:17:23.520 --> 00:17:29.200]  還有一個牧師 朱爾茨亮一起談
[00:17:29.200 --> 00:17:30.480]  其中一樣東西
[00:17:30.480 --> 00:17:33.280]  我們談完之後就說吃飯
[00:17:33.280 --> 00:17:35.080]  就坐下來談
[00:17:35.080 --> 00:17:38.640]  就說一件事就是曾經試過
[00:17:38.640 --> 00:17:42.920]  教會有一個神學生
[00:17:42.920 --> 00:17:45.120]  是神學院的院長 不是現在這個
[00:17:45.120 --> 00:17:47.520]  以前的院長跟我說
[00:17:47.520 --> 00:17:51.120]  這個厲害 聰明來的
[00:17:51.120 --> 00:17:52.840]  給你 給我
[00:17:52.840 --> 00:17:56.040]  你知道我們都會有神學院的神學生
[00:17:56.040 --> 00:17:57.320]  來我們做實習的
[00:17:57.320 --> 00:18:00.080]  這個給你 給我
[00:18:00.080 --> 00:18:02.640]  他其實對我們好的
[00:18:02.640 --> 00:18:06.600]  難道給個講得難聽點的羅底鏟你嗎
[00:18:06.600 --> 00:18:10.280]  真的厲害 很厲害
[00:18:10.280 --> 00:18:13.520]  九個月時間做實習
[00:18:13.520 --> 00:18:16.240]  他負責的那個堂崇拜
[00:18:16.240 --> 00:18:17.800]  一個雙倍
[00:18:17.800 --> 00:18:18.880]  厲不厲害
[00:18:18.880 --> 00:18:22.360]  我算他四十人變八十人都很厲害
[00:18:22.360 --> 00:18:25.520]  後來還在我們教會做了傳道人
[00:18:25.520 --> 00:18:27.160]  不是這一間
[00:18:27.160 --> 00:18:29.760]  以前做過那間
[00:18:29.760 --> 00:18:31.240]  很厲害
[00:18:31.240 --> 00:18:33.960]  他神學院畢業的時候考第一
[00:18:33.960 --> 00:18:36.080]  不是考第一這麼簡單
[00:18:36.080 --> 00:18:39.640]  他的成績是打破歷屆的成績
[00:18:39.640 --> 00:18:42.320]  你考第一已經很好
[00:18:42.320 --> 00:18:44.600]  他打破歷屆的成績
[00:18:44.600 --> 00:18:46.720]  能歌善舞
[00:18:46.720 --> 00:18:49.880]  樣子出眾
[00:18:49.880 --> 00:18:51.400]  又玩得
[00:18:51.400 --> 00:18:53.160]  什麼球類
[00:18:53.160 --> 00:18:55.080]  除了golf他不行
[00:18:55.080 --> 00:18:56.400]  什麼球他都行
[00:18:56.400 --> 00:18:58.840]  籃球 足球 網球
[00:18:58.840 --> 00:19:01.680]  乒乓球 什麼都行
[00:19:01.680 --> 00:19:07.120]  很有魄力 行山 毅行者
[00:19:07.120 --> 00:19:08.360]  厲不厲害
[00:19:08.360 --> 00:19:11.000]  結果出了事
[00:19:11.000 --> 00:19:14.760]  結果神學院要趕他出口
[00:19:14.760 --> 00:19:16.160]  你知道很嚴重的事
[00:19:16.160 --> 00:19:17.880]  不是簡單的事
[00:19:17.880 --> 00:19:19.640]  他讀完一個碩士
[00:19:19.640 --> 00:19:24.120]  再讀第二個更加深奧的碩士學位的時候
[00:19:24.120 --> 00:19:25.920]  要趕他出口
[00:19:25.920 --> 00:19:27.360]  出了事
[00:19:27.360 --> 00:19:29.160]  教會趕他走
[00:19:29.160 --> 00:19:30.520]  他很厲害
[00:19:30.520 --> 00:19:32.120]  就出去開一間教會
[00:19:32.120 --> 00:19:33.240]  沒空
[00:19:33.240 --> 00:19:34.280]  是不是
[00:19:34.280 --> 00:19:35.200]  有人跟他的
[00:19:35.200 --> 00:19:37.280]  真的開一間教會
[00:19:37.280 --> 00:19:41.520]  到最後
[00:19:41.520 --> 00:19:43.800]  神提早帶了他回天家
[00:19:43.800 --> 00:19:45.360]  不知道是不是天家
[00:19:45.360 --> 00:19:50.080]  總之就是神提早帶了他走
[00:19:50.080 --> 00:19:52.680]  所以
[00:19:52.680 --> 00:19:55.320]  現在說回
[00:19:55.320 --> 00:19:56.680]  信徒
[00:19:56.680 --> 00:19:59.000]  不可以只看才能
[00:19:59.000 --> 00:20:00.680]  是不是
[00:20:00.680 --> 00:20:01.920]  不可以只看才能
[00:20:01.920 --> 00:20:04.160]  還要看他跟神的關係
[00:20:04.160 --> 00:20:06.480]  我講一節都講到講完了
[00:20:06.480 --> 00:20:07.400]  差不多
[00:20:07.400 --> 00:20:08.960]  第二節跟大家看
[00:20:08.960 --> 00:20:10.400]  就是《生命紀錄》章十三節
[00:20:10.400 --> 00:20:12.120]  你要敬畏耶和華的神
[00:20:12.120 --> 00:20:13.680]  侍奉祂
[00:20:13.680 --> 00:20:15.040]  奉祂的名起誓
[00:20:15.040 --> 00:20:16.360]  所以這個部分
[00:20:16.360 --> 00:20:17.560]  d部分就是講到
[00:20:17.560 --> 00:20:18.760]  敬畏神的人
[00:20:18.760 --> 00:20:20.800]  祂會去侍奉神
[00:20:20.800 --> 00:20:22.240]  你說我什麼都不懂
[00:20:22.240 --> 00:20:23.240]  什麼都不懂
[00:20:23.240 --> 00:20:26.400]  這樣崇拜完之後
[00:20:26.400 --> 00:20:27.320]  收回一些椅子
