
[00:00:00.000 --> 00:00:02.920]  我們很歡迎大家參加我們網上的崇拜
[00:01:26.640 --> 00:01:28.560]  可以燎原
[00:01:28.560 --> 00:01:30.920]  不知道大家知不知道
[00:01:30.920 --> 00:01:33.720]  這句話是從哪裡出來的呢?
[00:01:33.720 --> 00:01:36.160]  平時我這樣說
[00:01:36.160 --> 00:01:37.120]  是有人回答我的
[00:01:37.120 --> 00:01:38.200]  今天就沒有人回答我了
[00:01:38.200 --> 00:01:40.720]  所以我就好像自己跟自己說話一樣
[00:01:40.720 --> 00:01:44.800]  其實就是在四書五經的五經上書
[00:01:44.800 --> 00:01:48.280]  大家知道五經裡面有詩經、書經、禮經
[00:01:48.280 --> 00:01:50.200]  有易經、春秋
[00:01:50.200 --> 00:01:52.640]  上書大家比較少讀的
[00:01:52.640 --> 00:01:54.280]  原來這句話是從哪裡出來的
[00:01:54.280 --> 00:01:56.760]  但是這句話後來發揚光大
[00:01:56.760 --> 00:02:00.160]  就是我們祖國的領袖毛澤東主席
[00:02:00.160 --> 00:02:03.280]  他1930年寫了一封信給林彪
[00:02:03.280 --> 00:02:06.400]  當時他們在搞革命
[00:02:06.400 --> 00:02:09.040]  這個革命不是很成功的
[00:02:09.040 --> 00:02:13.720]  結果共產黨的兵在四散農村的地方
[00:02:13.720 --> 00:02:16.760]  在城市革命是徹底的失敗
[00:02:16.760 --> 00:02:19.680]  共產黨員當時很悲觀
[00:02:19.680 --> 00:02:24.920]  每個人都不想再鬥下去了
[00:02:24.920 --> 00:02:28.160]  但是毛澤東寫了一封信給林彪
[00:02:28.160 --> 00:02:29.600]  是要提醒他們
[00:02:29.600 --> 00:02:31.880]  雖然我們是四散國地
[00:02:31.880 --> 00:02:35.000]  雖然我們兵力又不夠
[00:02:35.000 --> 00:02:38.000]  但是星火可以燎原
[00:02:38.000 --> 00:02:39.680]  就是說我們將來聚在一起
[00:02:39.680 --> 00:02:41.440]  或者甚至一點點的火花
[00:02:41.440 --> 00:02:45.680]  可以把整個元野都燒盡
[00:02:45.680 --> 00:02:47.360]  這句話提醒我們
[00:02:47.360 --> 00:02:52.080]  今天我們這個病毒真是星火燎原
[00:02:52.080 --> 00:02:54.440]  如果我們不徹底消除這個病毒
[00:02:54.440 --> 00:02:57.360]  它又會回頭又會去侵襲我們
[00:02:57.360 --> 00:03:00.200]  很多人都沒有染疫能力
[00:03:00.200 --> 00:03:01.520]  這次病毒為什麼這麼厲害
[00:03:01.520 --> 00:03:04.400]  就是沒有一個人有這個免疫力
[00:03:04.400 --> 00:03:06.400]  因為這是全新的病毒
[00:03:06.400 --> 00:03:09.640]  大家知道由去年的12月
[00:03:09.640 --> 00:03:14.720]  武漢開始有第一宗確診
[00:03:14.720 --> 00:03:17.800]  到今天只不過短短三個多月
[00:03:17.800 --> 00:03:20.120]  變成一個全球的大流行
[00:03:20.120 --> 00:03:24.080]  昨天的數字就是
[00:03:24.080 --> 00:03:30.520]  真的受感染在世界上的人數
[00:03:30.520 --> 00:03:35.080]  已經過了650,000
[00:03:35.080 --> 00:03:36.760]  就是半百萬之上
[00:03:36.760 --> 00:03:39.200]  就是多於五十萬、六十多萬
[00:03:39.200 --> 00:03:41.560]  而死亡人數是30,000
[00:03:41.560 --> 00:03:42.800]  就是三萬
[00:03:42.800 --> 00:03:44.800]  是一點都不簡單
[00:03:44.800 --> 00:03:51.240]  剛才我們英國本身已經有一萬七千人確診了
[00:03:51.240 --> 00:03:55.960]  大家知道英國我們不是小小病走去確診的
[00:03:55.960 --> 00:03:57.080]  政府叫我們留在家裡
[00:03:57.080 --> 00:03:58.680]  不要走出去確診
[00:03:58.680 --> 00:04:00.120]  要聽話一點
[00:04:00.120 --> 00:04:03.640]  所以其實真正受感染的
[00:04:03.640 --> 00:04:04.800]  是不止這個數目
[00:04:04.800 --> 00:04:06.480]  人們說起碼十倍
[00:04:06.480 --> 00:04:08.040]  甚至可能一百倍也說不定
[00:04:08.040 --> 00:04:09.200]  我們不止
[00:04:09.200 --> 00:04:11.760]  但是比較上我們可以肯定的數字
[00:04:11.760 --> 00:04:14.640]  就是死亡率高於一千人
[00:04:14.640 --> 00:04:17.920]  大部分可以說佔了差不多一半在倫敦
[00:04:17.920 --> 00:04:20.960]  也是一個很厲害的病毒
[00:04:20.960 --> 00:04:22.960]  雖然你說每天都有人死亡
[00:04:22.960 --> 00:04:23.920]  很多病都會死亡
[00:04:23.920 --> 00:04:25.600]  但是如果同一時間
[00:04:25.600 --> 00:04:29.280]  這麼大批人患病而是嚴重的
[00:04:29.280 --> 00:04:32.400]  而可以足以死亡的
[00:04:32.400 --> 00:04:35.000]  我相信
[00:04:35.000 --> 00:04:38.000]  任何你的國家
[00:04:38.000 --> 00:04:39.280]  無論多麼文明也好
[00:04:39.280 --> 00:04:43.120]  健康的體制都會出現麻煩
[00:04:43.120 --> 00:04:44.240]  甚至崩潰
[00:04:44.240 --> 00:04:46.560]  所以我們不要罵我們的政府這麼多
[00:04:46.560 --> 00:04:47.760]  不要說他有沒有準備
[00:04:47.760 --> 00:04:48.520]  兩手準備
[00:04:48.520 --> 00:04:49.480]  準備什麼呢?
[00:04:49.480 --> 00:04:51.720]  這八年一遇的疫症
[00:04:51.720 --> 00:04:52.840]  他怎麼準備呢?
[00:04:52.840 --> 00:04:54.320]  沒得準備
[00:04:54.320 --> 00:04:55.880]  你沒得預防
[00:04:55.880 --> 00:04:59.040]  那就真的很難去
[00:04:59.040 --> 00:05:01.680]  明天會發生什麼事
[00:05:01.680 --> 00:05:02.600]  我們都不知道
[00:05:02.600 --> 00:05:04.520]  特別是政府早就說了
[00:05:04.520 --> 00:05:06.560]  現在我們正在打仗
[00:05:06.560 --> 00:05:07.960]  真的正在打仗
[00:05:07.960 --> 00:05:11.000]  現在政府的措施是打仗的
[00:05:11.000 --> 00:05:15.200]  四處去建立那些所謂的臨時醫院
[00:05:15.200 --> 00:05:16.040]  去四街
[00:05:16.040 --> 00:05:18.240]  倫敦、白明漢、曼徹斯特
[00:05:18.240 --> 00:05:19.720]  威斯、卡地夫
[00:05:19.720 --> 00:05:20.640]  都會有
[00:05:20.640 --> 00:05:23.040]  這些是打仗時期才會有的
[00:05:23.040 --> 00:05:24.040]  Rationing
[00:05:24.040 --> 00:05:26.200]  市場只是分配我們
[00:05:26.200 --> 00:05:28.160]  不准買多過三樣東西
[00:05:28.160 --> 00:05:30.920]  就是每一樣東西不准買多過三個item
[00:05:30.920 --> 00:05:33.120]  就是三個quantity
[00:05:33.120 --> 00:05:34.960]  也是一個rationing
[00:05:34.960 --> 00:05:36.320]  就是分配物資
[00:05:36.320 --> 00:05:37.880]  不准讓人去囤積
[00:05:37.880 --> 00:05:40.560]  不准被人濫用
[00:05:40.560 --> 00:05:41.920]  人手呢?
[00:05:41.920 --> 00:05:43.360]  調配人手呢?
[00:05:43.360 --> 00:05:45.520]  很多醫生調去前線
[00:05:45.520 --> 00:05:47.280]  很多護士調去倫敦
[00:05:47.280 --> 00:05:50.360]  這些都是戰時我們所見到的
[00:05:50.360 --> 00:05:51.440]  工廠呢?
[00:05:51.440 --> 00:05:53.320]  工廠被政府徵用
[00:05:53.320 --> 00:05:55.200]  Dyson就不再吸塵機了
[00:05:55.200 --> 00:05:55.720]  知不知道?
[00:05:55.720 --> 00:05:56.640]  他現在在做什麼?
[00:05:56.640 --> 00:05:58.280]  在做呼吸機
[00:05:58.280 --> 00:05:59.480]  為什麼?
[00:05:59.480 --> 00:06:01.960]  因為現在真的非常時期
[00:06:01.960 --> 00:06:04.360]  一定有些非常的措施
[00:06:04.360 --> 00:06:06.040]  這個病毒是很厲害的
[00:06:06.040 --> 00:06:08.000]  他們是我們的敵人
[00:06:08.000 --> 00:06:12.040]  但是這個最難處理的敵人呢
[00:06:12.040 --> 00:06:13.720]  就是一個隱形的敵人
[00:06:13.720 --> 00:06:15.240]  隱形敵人是最麻煩的
[00:06:15.240 --> 00:06:16.240]  看不到
[00:06:16.240 --> 00:06:17.520]  看不到才可怕
[00:06:17.520 --> 00:06:18.960]  好像前幾天我們
[00:06:18.960 --> 00:06:19.800]  今天也是
[00:06:19.800 --> 00:06:21.120]  天氣非常好
[00:06:21.120 --> 00:06:21.840]  我都要上班
[00:06:21.840 --> 00:06:22.720]  我出去
[00:06:22.720 --> 00:06:23.880]  人影都沒有
[00:06:23.880 --> 00:06:25.440]  但是天氣非常好
[00:06:25.440 --> 00:06:27.080]  根本你猜不到
[00:06:27.080 --> 00:06:29.000]  原來在空氣裡面
[00:06:29.000 --> 00:06:30.680]  或者四周的環境裡面
[00:06:30.680 --> 00:06:33.400]  原來可能會有很多病毒
[00:06:33.400 --> 00:06:35.520]  是一個隱形的敵人
[00:06:35.520 --> 00:06:37.280]  現在敵人是很厲害的
[00:06:37.280 --> 00:06:38.640]  我知道打仗是怎樣的
[00:06:38.640 --> 00:06:39.840]  有一句話就是說
[00:06:39.840 --> 00:06:42.160]  擒賊要先擒王
[00:06:42.160 --> 00:06:43.000]  最重要就是
[00:06:43.000 --> 00:06:44.240]  如果你擒到一個皇帝
[00:06:44.240 --> 00:06:45.200]  捉到一個皇帝
[00:06:45.200 --> 00:06:46.160]  你就可以贏了
[00:06:46.160 --> 00:06:47.080]  通常都是
[00:06:47.080 --> 00:06:48.560]  這個病毒很厲害
[00:06:48.560 --> 00:06:50.120]  他一擊就擊中哪幾個?
[00:06:50.120 --> 00:06:51.640]  我們的首相
[00:06:51.640 --> 00:06:53.840]  我們的衛生局的大臣
[00:06:53.840 --> 00:06:55.840]  我們的首席醫學顧問
[00:06:55.840 --> 00:06:57.040]  都是疑似個案
[00:06:57.040 --> 00:06:58.840]  一天之內全部都中招
[00:06:58.840 --> 00:07:00.000]  你說病毒厲害嗎?
[00:07:00.000 --> 00:07:01.680]  不是說笑的
[00:07:01.680 --> 00:07:03.160]  有些人將它比較
[00:07:03.160 --> 00:07:07.240]  和SARS香港或者中國其他地方
[00:07:07.240 --> 00:07:09.920]  2003年17年前比較
[00:07:09.920 --> 00:07:11.560]  這個病毒厲害很多
[00:07:11.560 --> 00:07:13.320]  雖然它的殺傷力沒那麼大
[00:07:13.320 --> 00:07:15.480]  但是它傳染性高
[00:07:15.480 --> 00:07:18.360]  它幾何級數去傳染
[00:07:18.360 --> 00:07:19.880]  這個才可怕
[00:07:19.880 --> 00:07:22.120]  SARS它還沒進化得好
[00:07:22.120 --> 00:07:23.160]  我以前也說過
[00:07:23.160 --> 00:07:25.320]  它很快就令你患病
[00:07:25.320 --> 00:07:27.320]  很快就令你進醫院隔離
[00:07:27.320 --> 00:07:29.360]  很快就令你甚至死亡
[00:07:29.360 --> 00:07:31.800]  對病毒本身是不好的
[00:07:31.800 --> 00:07:33.800]  自然界的生物
[00:07:33.800 --> 00:07:36.360]  無論是動物、植物、細菌也好
[00:07:36.360 --> 00:07:38.560]  它最重要的是什麼?
[00:07:38.560 --> 00:07:40.320]  傳宗接代
[00:07:40.320 --> 00:07:41.360]  我們人也是
[00:07:41.360 --> 00:07:43.160]  我們原本古老的文化
[00:07:43.160 --> 00:07:45.080]  最重要就是兒孫滿堂
[00:07:45.080 --> 00:07:46.280]  最重要是傳宗接代
[00:07:46.280 --> 00:07:48.520]  不過今天可能社會改變了很多
[00:07:48.520 --> 00:07:49.720]  很多人不是這樣想
[00:07:49.720 --> 00:07:51.800]  很多人生一個或者兩個最多
[00:07:51.800 --> 00:07:53.600]  我甚至有些人不生
[00:07:53.600 --> 00:07:55.040]  但是自然界不是的
[00:07:55.040 --> 00:07:58.360]  它是需要一直傳宗接代
[00:07:58.360 --> 00:07:59.120]  一直下去
[00:07:59.120 --> 00:08:01.960]  否則自己就會絕種
[00:08:01.960 --> 00:08:04.080]  所以這個病毒就是玩你不死
[00:08:04.080 --> 00:08:06.240]  很多時候沒有症狀或者輕微症狀
[00:08:06.240 --> 00:08:08.280]  但是你會四圍傳播
[00:08:08.280 --> 00:08:11.800]  幾何級數的傳播是令外界人害怕的
[00:08:11.800 --> 00:08:12.320]  是不是?
[00:08:12.320 --> 00:08:15.160]  大家有沒有想過什麼叫幾何級數?
[00:08:15.160 --> 00:08:16.320]  1變成2
[00:08:16.320 --> 00:08:17.080]  2變成4
[00:08:17.080 --> 00:08:18.080]  4變成8
[00:08:18.080 --> 00:08:18.640]  8變成16
[00:08:18.640 --> 00:08:19.600]  你說很少而已
[00:08:19.600 --> 00:08:20.960]  其實不是那麼少的
[00:08:20.960 --> 00:08:22.520]  以前聽過一個故事
[00:08:22.520 --> 00:08:23.960]  就是兩個國家打仗
[00:08:23.960 --> 00:08:25.680]  大家可能聽過
[00:08:25.680 --> 00:08:28.360]  打仗的時候一個國家輸了
[00:08:28.360 --> 00:08:29.480]  輸了的要怎樣呢?
[00:08:29.480 --> 00:08:30.520]  賠錢是不是?
[00:08:30.520 --> 00:08:32.000]  或者賠東西
[00:08:32.000 --> 00:08:36.760]  輸了的人就跟贏了的皇帝說
[00:08:36.760 --> 00:08:39.120]  我說賠什麼給你好?
[00:08:39.120 --> 00:08:40.040]  寬容一點吧
[00:08:40.040 --> 00:08:42.240]  我們國家實力有限
[00:08:42.240 --> 00:08:43.800]  物資有限
[00:08:43.800 --> 00:08:46.040]  贏了的皇帝就說
[00:08:46.040 --> 00:08:47.400]  好吧,很簡單而已
[00:08:47.400 --> 00:08:48.840]  我拿出一個棋盤
[00:08:48.840 --> 00:08:51.040]  棋盤就是國際象棋的棋盤
[00:08:51.040 --> 00:08:53.680]  大家知道是八格乘八格
[00:08:53.680 --> 00:08:55.640]  一共六十四格是不是?
[00:08:55.640 --> 00:08:56.600]  他說很少而已
[00:08:56.600 --> 00:08:58.160]  我不用你賠很多
[00:08:58.160 --> 00:09:01.720]  第一個月你賠一包米給我
[00:09:01.720 --> 00:09:04.560]  就當是棋盤第一個位置
[00:09:04.560 --> 00:09:05.640]  一個square
[00:09:05.640 --> 00:09:09.880]  第二個月你就賠兩包
[00:09:09.880 --> 00:09:10.800]  接著四包
[00:09:10.800 --> 00:09:11.960]  接著八包
[00:09:11.960 --> 00:09:15.200]  賠到整個棋盤擺滿了那個位置
[00:09:15.200 --> 00:09:16.600]  就是六十四了
[00:09:16.600 --> 00:09:18.120]  這樣就完了
[00:09:18.120 --> 00:09:19.600]  另外皇帝很開心
[00:09:19.600 --> 00:09:20.280]  一包米
[00:09:20.280 --> 00:09:20.880]  兩包米
[00:09:20.880 --> 00:09:21.280]  四包米
[00:09:21.280 --> 00:09:21.960]  八包米
[00:09:21.960 --> 00:09:23.080]  我以為你要多少噸
[00:09:23.080 --> 00:09:23.600]  多少斤
[00:09:23.600 --> 00:09:24.240]  多少萬
[00:09:24.240 --> 00:09:25.320]  就是多少億
[00:09:25.320 --> 00:09:26.400]  他說當然可以了
[00:09:26.400 --> 00:09:28.200]  馬上答應簽名
[00:09:28.200 --> 00:09:29.960]  結果最後怎麼樣呢?
[00:09:29.960 --> 00:09:32.200]  你知不知道由一個變兩個
[00:09:32.200 --> 00:09:33.080]  兩個變四個
[00:09:33.080 --> 00:09:34.440]  去到六十四次方
[00:09:34.440 --> 00:09:36.240]  是多大的數字?
[00:09:36.240 --> 00:09:38.200]  是一個天文數字
[00:09:38.200 --> 00:09:41.640]  是一之後有十九個零
[00:09:41.640 --> 00:09:45.320]  就是一億再乘一億都不止
[00:09:45.320 --> 00:09:47.680]  所以結果那個國家就破產
[00:09:47.680 --> 00:09:48.960]  亡了國
[00:09:48.960 --> 00:09:52.080]  幾何級數就是這麼可怕
[00:09:52.080 --> 00:09:52.720]  是不是?
[00:09:52.720 --> 00:09:55.400]  政府提醒我們這次的病毒
[00:09:55.400 --> 00:10:01.520]  他說如果你一個人傳給三個人
[00:10:01.520 --> 00:10:02.760]  其實就沒有三個這麼多
[00:10:02.760 --> 00:10:04.200]  有人說兩個半
[00:10:04.200 --> 00:10:05.600]  當三個吧
[00:10:05.600 --> 00:10:07.360]  如果你當你可以
[00:10:07.360 --> 00:10:11.760]  譬如當你三天可以傳到一個人
[00:10:11.760 --> 00:10:12.760]  一次
[00:10:12.760 --> 00:10:14.880]  一個人三天內傳了三個
[00:10:14.880 --> 00:10:18.320]  那三個又三天內又傳多三個
[00:10:18.320 --> 00:10:20.640]  一個月
[00:10:20.640 --> 00:10:22.240]  就是傳了十代以後
[00:10:22.240 --> 00:10:24.040]  你知道有多少人被感染了嗎?
[00:10:24.040 --> 00:10:25.480]  有六萬個
[00:10:25.480 --> 00:10:26.720]  很厲害六萬個
[00:10:26.720 --> 00:10:28.200]  一個人開始
[00:10:28.200 --> 00:10:31.560]  可以一個月之內傳給六萬人
[00:10:31.560 --> 00:10:33.840]  當你如果不隔離的話
[00:10:33.840 --> 00:10:36.840]  但是他說如果你是做一些社交的隔離
[00:10:36.840 --> 00:10:38.160]  因為每個人都是社交隔離
[00:10:38.160 --> 00:10:38.560]  是不是?
[00:10:38.560 --> 00:10:39.680]  每個人留在家裡
[00:10:39.680 --> 00:10:40.920]  沒有必要時不要出街
[00:10:40.920 --> 00:10:43.080]  出街和別人保持六呎
[00:10:43.080 --> 00:10:44.640]  就是兩米以外
[00:10:44.640 --> 00:10:45.640]  是不是?
[00:10:45.640 --> 00:10:49.800]  如果你是可以做到這件事的話
[00:10:49.800 --> 00:10:52.680]  希望可以將傳染率減半
[00:10:52.680 --> 00:10:54.760]  減半不是很多
[00:10:54.760 --> 00:10:55.440]  但其實不是
[00:10:55.440 --> 00:10:56.520]  已經減了很多
[00:10:56.520 --> 00:10:59.960]  如果減到一個人只能夠傳到1.5
[00:10:59.960 --> 00:11:01.600]  當可以有1.5
[00:11:01.600 --> 00:11:04.320]  那我們一個月
[00:11:04.320 --> 00:11:07.200]  只不過是傳給六十個而已
[00:11:07.200 --> 00:11:10.040]  六十個和六萬個
[00:11:10.040 --> 00:11:11.560]  分別是很大
[00:11:11.560 --> 00:11:14.160]  如果能夠將一個的感染率
[00:11:14.160 --> 00:11:15.520]  減到一以下
[00:11:15.520 --> 00:11:17.840]  一個人都傳不了多於一個人
[00:11:17.840 --> 00:11:20.480]  病毒遲早就會消失了
[00:11:20.480 --> 00:11:23.640]  因為它不可以星火燎原
[00:11:23.640 --> 00:11:24.840]  明白了嗎?
[00:11:24.840 --> 00:11:26.680]  所以大家為什麼這麼重要呢?
[00:11:26.680 --> 00:11:27.920]  要留在家裡呢?
[00:11:27.920 --> 00:11:30.040]  為什麼這麼重要要社交距離呢?
[00:11:30.040 --> 00:11:31.640]  為什麼要和別人隔開呢?
[00:11:31.640 --> 00:11:33.800]  就是希望將這個感染率
[00:11:33.800 --> 00:11:36.560]  我們叫做基本的感染數值
[00:11:36.560 --> 00:11:38.040]  是將它減到最低
[00:11:38.040 --> 00:11:39.640]  Basic Reproduction Number
[00:11:39.640 --> 00:11:40.880]  減到最低
[00:11:40.880 --> 00:11:42.480]  這就是我們所說的
[00:11:42.480 --> 00:11:45.400]  和今天的約斯亞記有什麼分別呢?
[00:11:45.400 --> 00:11:46.800]  今天我們讀經
[00:11:46.800 --> 00:11:47.400]  剛才沒有讀經
[00:11:47.400 --> 00:11:48.720]  我現在想讀給大家聽
[00:11:48.720 --> 00:11:51.440]  就是有約斯亞記的十三章
[00:11:51.440 --> 00:11:55.000]  之前我們看過約斯亞記
[00:11:55.000 --> 00:11:56.160]  大家都記得了
[00:11:56.160 --> 00:11:59.480]  當以色列人到了迦南地的時候
[00:11:59.480 --> 00:12:03.800]  他就去攻打大大小小不同的城市
[00:12:03.800 --> 00:12:05.640]  以及那些部族
[00:12:05.640 --> 00:12:08.000]  結果就拿了很多地方回來
[00:12:08.000 --> 00:12:11.840]  第六章是記載了打耶利哥城
[00:12:11.840 --> 00:12:12.840]  大家很熟悉了
[00:12:12.840 --> 00:12:15.040]  第八章是打艾城
[00:12:15.040 --> 00:12:18.560]  第十章是對抗阿摩利王
[00:12:18.560 --> 00:12:20.560]  有五個王被他擊敗了
[00:12:20.560 --> 00:12:23.720]  贏了他們的國力
[00:12:23.720 --> 00:12:28.720]  第十一章就是我們之前沒有說的
[00:12:28.720 --> 00:12:31.800]  就是夏索王、耶賓和其他的盟國
[00:12:31.800 --> 00:12:33.120]  都是很大的勢力
[00:12:33.120 --> 00:12:38.960]  很多地方被以色列的國家已經佔領了
[00:12:38.960 --> 00:12:41.560]  好了,到了第十三和十四章
[00:12:41.560 --> 00:12:42.640]  主要是說
[00:12:42.640 --> 00:12:47.400]  將佔領了的地方分配給以色列十二個支派
[00:12:47.400 --> 00:12:48.080]  是不是?
[00:12:48.080 --> 00:12:49.720]  十三章其實主要是說
[00:12:49.720 --> 00:12:53.800]  分給約旦河東邊的支派
[00:12:53.800 --> 00:12:56.640]  十四章是說約旦河西邊的
[00:12:56.640 --> 00:12:58.440]  詳細怎麼分配土地
[00:12:58.440 --> 00:13:01.000]  我們不需要太過熟悉
[00:13:01.000 --> 00:13:03.120]  我想要研究聖經或者很熟悉聖經
[00:13:03.120 --> 00:13:04.600]  或者參加聖經問答比賽
[00:13:04.600 --> 00:13:06.040]  可能就要很清楚
[00:13:06.040 --> 00:13:08.160]  記載了所有支派的名字
[00:13:08.160 --> 00:13:09.240]  拿的地方
[00:13:09.240 --> 00:13:12.120]  但是我們不需要大家太過著重
[00:13:12.120 --> 00:13:14.920]  太過著重怎麼分配這些地方
[00:13:15.280 --> 00:13:18.360]  我只不過在十三章看了兩節聖經
[00:13:18.360 --> 00:13:19.440]  今天我想特別提出
[00:13:19.440 --> 00:13:20.480]  是大家可以去看的
[00:13:20.480 --> 00:13:23.280]  就是十三章的第一節
[00:13:23.280 --> 00:13:25.320]  請聽我讀
[00:13:25.320 --> 00:13:29.320]  「約書亞年紀老邁,耶和華對他說:
[00:13:29.320 --> 00:13:30.880]  『你年紀老邁了,
[00:13:30.880 --> 00:13:34.960]  還有極多剩下的未得之地。』」
[00:13:34.960 --> 00:13:36.600]  這是第一節
[00:13:36.600 --> 00:13:40.560]  然後約書亞記十三章的十三節
[00:13:41.720 --> 00:13:46.040]  「以色列人卻沒有趕走基述人和瑪迦人,
[00:13:46.040 --> 00:13:50.640]  基述人和瑪迦人仍住在以色列中,直到今日。」
[00:13:50.640 --> 00:13:54.000]  我發覺原來這兩節聖經
[00:13:54.000 --> 00:13:58.240]  在十三章裡面其實是最重要的兩節聖經
[00:13:58.240 --> 00:14:01.960]  因為其他的講到怎麼去分配那些地方
[00:14:01.960 --> 00:14:04.800]  似乎跟我們真的沒有什麼直接的關係
[00:14:04.800 --> 00:14:07.280]  首先我講十三節
[00:14:07.480 --> 00:14:13.080]  原來當時他們雖然是佔領了很多地方
[00:14:13.080 --> 00:14:17.040]  但是居然有一些外族人仍然在那裡居住
[00:14:17.040 --> 00:14:19.440]  他們沒有去剷除那些外族人
[00:14:19.440 --> 00:14:23.480]  其實照神最初的原意
[00:14:23.480 --> 00:14:26.440]  祂的教導就是要他們進入城裡面
[00:14:26.440 --> 00:14:29.000]  每次他們贏了的地方
[00:14:29.000 --> 00:14:33.160]  他一定要將那些當地的人滅絕
[00:14:33.160 --> 00:14:35.360]  就算你不滅絕也起碼趕走他們
[00:14:35.960 --> 00:14:38.720]  但是居然十三節告訴我們
[00:14:38.720 --> 00:14:42.760]  原來有些還沒趕走的基述人和瑪迦人
[00:14:42.760 --> 00:14:45.800]  仍然住在以色列人當中
[00:14:45.800 --> 00:14:47.400]  直到今天
[00:14:47.400 --> 00:14:50.000]  這個問題就很大
[00:14:50.000 --> 00:14:53.320]  剛才講過「聖火燎原」
[00:14:53.320 --> 00:14:54.600]  是不是?
[00:14:54.600 --> 00:14:57.320]  為什麼你說神要趕盡殺絕他們呢?
[00:14:57.320 --> 00:14:59.080]  原來神有祂的意思
[00:14:59.080 --> 00:15:02.320]  因為祂知道以色列人他們是多麼軟弱
[00:15:02.320 --> 00:15:07.080]  他們多麼容易受到外來民族的思想
[00:15:07.080 --> 00:15:08.600]  宗教習慣影響了
[00:15:08.600 --> 00:15:10.040]  我們不要取笑他們
[00:15:10.040 --> 00:15:11.200]  今天我們也是
[00:15:11.200 --> 00:15:13.440]  很多時候我們信了主之後
[00:15:13.440 --> 00:15:14.760]  我們仍然是怎樣呢?
[00:15:14.760 --> 00:15:17.640]  仍然是過回我們以前的生活
[00:15:17.640 --> 00:15:22.960]  我們仍然是跟我們以前的朋友同流合污
[00:15:22.960 --> 00:15:25.600]  我們口說跟他們去傳福音
[00:15:25.600 --> 00:15:27.000]  我們一定要繼續交朋友
[00:15:27.000 --> 00:15:27.760]  這是對的
[00:15:28.040 --> 00:15:32.760]  但很多時候我們被世俗的朋友影響了
[00:15:32.760 --> 00:15:34.800]  很多時候我們被魔鬼留了地步
[00:15:34.800 --> 00:15:36.520]  我們仍然過著舊的生活
[00:15:36.520 --> 00:15:38.400]  我們無論是言語行為
[00:15:38.400 --> 00:15:39.720]  我們的壞習慣
[00:15:39.720 --> 00:15:41.640]  都仍然沒有改變
[00:15:41.640 --> 00:15:43.560]  很多時候我們回教會
[00:15:43.560 --> 00:15:44.480]  有一個面孔
[00:15:44.480 --> 00:15:46.560]  因為教會大部分都是基督徒
[00:15:46.560 --> 00:15:49.040]  我們當然要講話要斯文一點
[00:15:49.040 --> 00:15:49.720]  是不是?
[00:15:49.720 --> 00:15:50.360]  是不是?
[00:15:50.360 --> 00:15:52.800]  我們穿得要好一點
[00:15:52.800 --> 00:15:53.400]  是不是?
[00:15:53.400 --> 00:15:57.560]  但是當我們過回以前的生活
[00:15:57.560 --> 00:15:59.120]  跟舊的朋友在一起的時候
