
[00:00:00.000 --> 00:00:04.000]  我很少在講題中用兩個動詞
[00:07:36.000 --> 00:07:38.000]  我們要作智慧
[00:07:38.000 --> 00:07:41.000]  作智慧的人
[00:07:41.000 --> 00:07:45.000]  要摩西在詩篇90篇12節他說
[00:07:45.000 --> 00:07:50.000]  求你指教我們怎樣去數算自己的日子
[00:07:50.000 --> 00:07:52.000]  數一數我們的時間
[00:07:52.000 --> 00:07:55.000]  好叫我們得著智慧的心
[00:07:55.000 --> 00:07:58.000]  約伯記28章
[00:07:58.000 --> 00:08:00.000]  整章都是歌頌智慧
[00:08:00.000 --> 00:08:01.000]  說有關智慧的時候
[00:08:01.000 --> 00:08:03.000]  去到最後一節
[00:08:03.000 --> 00:08:05.000]  很容易記
[00:08:05.000 --> 00:08:09.000]  約伯記第28章最後一節是28節
[00:08:09.000 --> 00:08:13.000]  他說敬畏主就是智慧
[00:08:13.000 --> 00:08:18.000]  遠離惡事就是聰明
[00:08:18.000 --> 00:08:21.000]  保羅其實有個假設
[00:08:21.000 --> 00:08:24.000]  基督徒都是有智慧的人
[00:08:24.000 --> 00:08:28.000]  基督徒行事為人
[00:08:28.000 --> 00:08:32.000]  我們都可以依從神給我們的教導
[00:08:32.000 --> 00:08:34.000]  只是這個假設
[00:08:34.000 --> 00:08:39.000]  這個智慧不是說我們IQ高低的問題
[00:08:39.000 --> 00:08:43.000]  而是我們說我們自己行事為人
[00:08:43.000 --> 00:08:46.000]  我們怎樣謹慎去做
[00:08:46.000 --> 00:08:48.000]  我們要測驗
[00:08:48.000 --> 00:08:50.000]  正如第十節說
[00:08:50.000 --> 00:08:53.000]  我們要測驗什麼是主所喜悅的事
[00:08:53.000 --> 00:08:57.000]  所以去提點我們基督徒
[00:08:57.000 --> 00:09:01.000]  如果我們在道德上做一些行為不合神的心意的時候
[00:09:01.000 --> 00:09:02.000]  這個就是愚蠢的行為
[00:09:02.000 --> 00:09:07.000]  這個就是浪費時間
[00:09:07.000 --> 00:09:11.000]  在生活中我們都會有不同的選擇
[00:09:11.000 --> 00:09:14.000]  有這個選擇
[00:09:14.000 --> 00:09:18.000]  我們可能是體貼自己的心懷
[00:09:18.000 --> 00:09:20.000]  但更重要的是
[00:09:20.000 --> 00:09:24.000]  我們怎樣可以得到神的喜悅
[00:09:24.000 --> 00:09:26.000]  這個謹慎行事
[00:09:26.000 --> 00:09:29.000]  有這個翻譯
[00:09:29.000 --> 00:09:32.000]  對我們來說
[00:09:32.000 --> 00:09:34.000]  你要小心
[00:09:34.000 --> 00:09:35.000]  或者準確
[00:09:35.000 --> 00:09:38.000]  你做事的時候要準確
[00:09:38.000 --> 00:09:43.000]  有時候我們做事不是用快慢去作決定
[00:09:43.000 --> 00:09:45.000]  作智慧人
[00:09:45.000 --> 00:09:48.000]  是在說我們生活的態度
[00:09:48.000 --> 00:09:52.000]  如果我們在睡覺的時候是混惡迷糊
[00:09:52.000 --> 00:09:54.000]  這裡就提醒我們
[00:09:54.000 --> 00:09:56.000]  要打醒十二分的精神
[00:09:56.000 --> 00:09:57.000]  去警醒
[00:09:57.000 --> 00:09:58.000]  去作神
[00:09:58.000 --> 00:10:00.000]  要我們做的事
[00:10:00.000 --> 00:10:01.000]  值得做的事
[00:10:01.000 --> 00:10:03.000]  謹慎去做
[00:10:03.000 --> 00:10:06.000]  我們用心去做
[00:10:06.000 --> 00:10:08.000]  如果我們不謹慎的時候
[00:10:08.000 --> 00:10:13.000]  有時候我們就面對生活中給我們很多的混亂
[00:10:13.000 --> 00:10:16.000]  又或者我們生活漫無目標
[00:10:16.000 --> 00:10:18.000]  我們的時間就飄蕩
[00:10:18.000 --> 00:10:23.000]  我們不知道怎樣用時間
[00:10:23.000 --> 00:10:26.000]  當我查字典初陀的時候
[00:10:26.000 --> 00:10:28.000]  失足
[00:10:28.000 --> 00:10:30.000]  這個初陀
[00:10:30.000 --> 00:10:33.000]  這個詞都是用足字補
[00:10:33.000 --> 00:10:35.000]  接著他有一個英文的翻譯
[00:10:35.000 --> 00:10:37.000]  take a wrong step
[00:10:37.000 --> 00:10:41.000]  拿了一個錯誤的一步
[00:10:41.000 --> 00:10:44.000]  走錯一步
[00:10:44.000 --> 00:10:49.000]  在生命裡面有時候我們會很無緣無故的
[00:10:49.000 --> 00:10:52.000]  為什麼我們會這樣做
[00:10:52.000 --> 00:10:56.000]  我們可以很後悔
[00:10:56.000 --> 00:10:58.000]  但是
[00:10:58.000 --> 00:11:00.000]  神告訴我們
[00:11:00.000 --> 00:11:02.000]  當我們在生活裡面
[00:11:02.000 --> 00:11:04.000]  懂得去選擇的時候
[00:11:04.000 --> 00:11:06.000]  去謹慎的時候
[00:11:06.000 --> 00:11:10.000]  或許我們不會失足
[00:11:10.000 --> 00:11:15.000]  如果初陀時間是虛度不浪費
[00:11:15.000 --> 00:11:17.000]  時間是白白流走
[00:11:17.000 --> 00:11:21.000]  又或者在手指縫流走的時候
[00:11:21.000 --> 00:11:25.000]  我們覺得似乎很不值得
[00:11:25.000 --> 00:11:28.000]  所以在這一節裡面
[00:11:28.000 --> 00:11:30.000]  保羅其實提醒我們
[00:11:30.000 --> 00:11:33.000]  作基督徒我們應該有的智慧
[00:11:33.000 --> 00:11:36.000]  行事為人我們可以有不同的選擇
[00:11:36.000 --> 00:11:38.000]  我們怎樣去選呢
[00:11:38.000 --> 00:11:40.000]  是不是選一些
[00:11:40.000 --> 00:11:42.000]  真的事
[00:11:42.000 --> 00:11:44.000]  講真的說話
[00:11:44.000 --> 00:11:46.000]  做好的事
[00:11:46.000 --> 00:11:49.000]  作為一個正直的人
[00:11:49.000 --> 00:11:51.000]  在在世生活
[00:11:51.000 --> 00:11:55.000]  我們處事的行為操守
[00:11:55.000 --> 00:11:59.000]  是不是正直良善呢
[00:11:59.000 --> 00:12:01.000]  值得做的事
[00:12:01.000 --> 00:12:07.000]  你是不是用心去做呢
[00:12:07.000 --> 00:12:10.000]  其中一樣是
[00:12:10.000 --> 00:12:13.000]  有時候會令我減壓的工作
[00:12:13.000 --> 00:12:15.000]  都是煮東西吃
[00:12:15.000 --> 00:12:18.000]  但是要慢慢煮
[00:12:18.000 --> 00:12:21.000]  慢慢煮
[00:12:21.000 --> 00:12:25.000]  電影裡面有一個史提芬周說
[00:12:25.000 --> 00:12:28.000]  你凡事用心去做
[00:12:28.000 --> 00:12:32.000]  你都可以變成廚神
[00:12:32.000 --> 00:12:35.000]  用心去做之後
[00:12:35.000 --> 00:12:40.000]  最後是為了什麼
[00:12:40.000 --> 00:12:46.000]  希望家人吃得開心
[00:12:46.000 --> 00:12:49.000]  有時候我們覺得
[00:12:49.000 --> 00:12:52.000]  好像不夠菜
[00:12:52.000 --> 00:12:54.000]  沒辦法
[00:12:54.000 --> 00:12:56.000]  家裡在冰箱裡有雞蛋
[00:12:56.000 --> 00:12:58.000]  就用心煮雞蛋
[00:12:58.000 --> 00:13:00.000]  鋪在菜上
[00:13:00.000 --> 00:13:02.000]  這是表達一份愛心
[00:13:02.000 --> 00:13:04.000]  用心去做
[00:13:04.000 --> 00:13:06.000]  值得做的事
[00:13:06.000 --> 00:13:09.000]  我們都用心去做的時候
[00:13:09.000 --> 00:13:12.000]  這是我們今天
[00:13:12.000 --> 00:13:14.000]  作為一個基督徒
[00:13:14.000 --> 00:13:18.000]  我們可以思想去想的一件事
[00:13:18.000 --> 00:13:20.000]  謹慎去做
[00:13:20.000 --> 00:13:22.000]  不要像無知的人
[00:13:22.000 --> 00:13:24.000]  愚昧的人
[00:13:24.000 --> 00:13:26.000]  渾渾噩噩
[00:13:26.000 --> 00:13:29.000]  接著第十六節
[00:13:29.000 --> 00:13:34.000]  他提到要把握時機
[00:13:34.000 --> 00:13:37.000]  黃學本說要愛惜光陰
[00:13:37.000 --> 00:13:39.000]  其實這也是一個動詞
[00:13:39.000 --> 00:13:41.000]  把握
[00:13:41.000 --> 00:13:47.000]  他說要在市場裡買賣
[00:13:47.000 --> 00:13:49.000]  用一種贖的意思
[00:13:49.000 --> 00:13:51.000]  贖回來
[00:13:51.000 --> 00:13:53.000]  買贖回來
[00:13:53.000 --> 00:13:57.000]  什麼情況下會贖?
[00:13:57.000 --> 00:13:59.000]  我再說一次
[00:13:59.000 --> 00:14:01.000]  被人逼到心裡要贖
[00:14:01.000 --> 00:14:04.000]  你沒錢拿去當店舖
[00:14:04.000 --> 00:14:08.000]  你想拿回那東西就去贖
[00:14:08.000 --> 00:14:13.000]  這裡所說的買贖
[00:14:13.000 --> 00:14:15.000]  也是一種把握
[00:14:15.000 --> 00:14:19.000]  而這個光陰不是說我們有多少時間
[00:14:19.000 --> 00:14:21.000]  重要的是一個時機
[00:14:21.000 --> 00:14:23.000]  趁著一個機會
[00:14:23.000 --> 00:14:28.000]  這裡還有一種市場上買賣的方式
[00:14:28.000 --> 00:14:32.000]  信徒要在世界的市場買回機會
[00:14:32.000 --> 00:14:34.000]  買回時間
[00:14:34.000 --> 00:14:37.000]  以致我們可以有更多的時間和機會
[00:14:37.000 --> 00:14:39.000]  為什麼?
[00:14:39.000 --> 00:14:42.000]  原來在罪惡的世界
[00:14:42.000 --> 00:14:46.000]  人很多時候的時間
[00:14:46.000 --> 00:14:50.000]  就被魔鬼、邪惡的人所擄掠
[00:14:50.000 --> 00:14:53.000]  所做的事不是合心意
[00:14:53.000 --> 00:14:57.000]  所做的工作都在浪費時間
[00:14:57.000 --> 00:15:01.000]  保羅很清楚地說
[00:15:01.000 --> 00:15:04.000]  要把握那個機會
[00:15:04.000 --> 00:15:07.000]  叫信徒好好地
[00:15:07.000 --> 00:15:10.000]  在這個邪惡的世代裡
[00:15:10.000 --> 00:15:13.000]  好好地為神作供
[00:15:13.000 --> 00:15:16.000]  原來這個世界上
[00:15:16.000 --> 00:15:19.000]  因著罪惡的緣故可以浪費很多時間
[00:15:19.000 --> 00:15:24.000]  因著罪的緣故會花很多的時間
[00:15:24.000 --> 00:15:28.000]  但求神去幫助我們
[00:15:28.000 --> 00:15:33.000]  要去做時間的好管家
[00:15:33.000 --> 00:15:42.000]  你怎樣投資在一些事情上是有價值的呢?
[00:15:42.000 --> 00:15:49.000]  你怎樣用時間去幫助有需要的人呢?
[00:15:49.000 --> 00:15:55.000]  這個世界什麼對你是重要的呢?
[00:15:55.000 --> 00:16:02.000]  你怎樣做一個時間的好管家呢?
[00:16:02.000 --> 00:16:09.000]  弟兄姊妹,你知道什麼是重要嗎?
[00:16:09.000 --> 00:16:13.000]  你的工作是否重要?
[00:16:13.000 --> 00:16:17.000]  你的家庭是否重要?
[00:16:17.000 --> 00:16:23.000]  你和丈夫妻子的關係是否重要?
[00:16:23.000 --> 00:16:26.000]  什麼是重要的事情呢?
[00:16:26.000 --> 00:16:32.000]  媽媽或者老婆入紫苑,既急又重要,一定要即時處理
[00:16:32.000 --> 00:16:37.000]  什麼是重要,但不是很急的?
[00:16:37.000 --> 00:16:40.000]  你每天的靈修是很重要,但不是很急的
[00:16:40.000 --> 00:16:44.000]  一不急,我們就很容易不做
[00:16:44.000 --> 00:16:48.000]  有什麼急,有什麼重要?
[00:16:48.000 --> 00:16:53.000]  可能我們都要知道,我們都要懂
[00:16:53.000 --> 00:16:59.000]  把握一些機會,因為一些機會很快會溜走
[00:16:59.000 --> 00:17:03.000]  我數一數自己的時間
[00:17:03.000 --> 00:17:11.000]  發覺原來我自己生活在地球上已經超過了53萬個小時
[00:17:11.000 --> 00:17:14.000]  53萬個小時
[00:17:14.000 --> 00:17:17.000]  摩西希斯編90篇
[00:17:17.000 --> 00:17:23.000]  他說,人若強壯可以去到80歲
[00:17:23.000 --> 00:17:27.000]  80歲就是70萬零800個小時
[00:17:27.000 --> 00:17:31.000]  我已經生活了53萬個小時
[00:17:31.000 --> 00:17:35.000]  你今晚可以回去數一數
[00:17:35.000 --> 00:17:38.000]  你究竟生活了多少個小時
[00:17:38.000 --> 00:17:43.000]  然後有多少時間是白白流走
[00:17:43.000 --> 00:17:49.000]  有時候有一種掌握時間,希望把握時間去做一些重要的事
[00:17:49.000 --> 00:17:53.000]  希望在這個罪惡的世界去賣熟一些時間
[00:17:53.000 --> 00:17:57.000]  叫我們一些未信的人都能夠聽聞福音
[00:17:57.000 --> 00:18:01.000]  然後在這個世界裡面做神與我們做的工作
[00:18:01.000 --> 00:18:04.000]  但有時候作為基督徒有這個處境
[00:18:04.000 --> 00:18:08.000]  我們又回到世界裡面,做一些神不喜悅的事情
[00:18:08.000 --> 00:18:13.000]  我們便很浪費時間
[00:18:13.000 --> 00:18:19.000]  弟兄姊妹,這個是不是我們需要好好提醒我們自己呢?
[00:18:19.000 --> 00:18:24.000]  然後去到第17節
[00:18:24.000 --> 00:18:29.000]  保羅提醒我們不要做糊塗人
[00:18:29.000 --> 00:18:33.000]  糊塗仍然不是聰明才智高低的問題
[00:18:33.000 --> 00:18:37.000]  而是道德倫理的決斷上是糊裡糊塗
[00:18:37.000 --> 00:18:40.000]  有時候很馬虎
[00:18:40.000 --> 00:18:44.000]  因為主耶穌很要求我們聖潔
[00:18:44.000 --> 00:18:49.000]  以至我們今天作為基督徒可以找到我們生活的途徑
[00:18:49.000 --> 00:18:54.000]  他說不要做糊塗人,要明白主的旨意
[00:18:54.000 --> 00:18:57.000]  什麼是明白?
[00:18:57.000 --> 00:19:01.000]  明白不是單單頭腦上知道
[00:19:01.000 --> 00:19:09.000]  明白更加重要的是,知道了之後要去實踐,要去走
[00:19:09.000 --> 00:19:13.000]  如果你不走,仍然是不明白
[00:19:13.000 --> 00:19:19.000]  所以明白就是要放心思在某些事情上
[00:19:19.000 --> 00:19:23.000]  以至你能夠好好的去掌握
[00:19:23.000 --> 00:19:27.000]  是需要我們深思和努力
[00:19:27.000 --> 00:19:35.000]  弟兄姊妹,如何去判別,去辨明
[00:19:35.000 --> 00:19:40.000]  這個明白其實就是辨明、細察、判斷
[00:19:40.000 --> 00:19:44.000]  去看到神的心意,然後就去做
[00:19:44.000 --> 00:19:48.000]  原來面對這個邪惡的世界
[00:19:48.000 --> 00:19:54.000]  主的心意是叫我們用上主的屬性去實踐我們信徒應該有的生活
[00:19:54.000 --> 00:19:59.000]  是帶著一種倫理、道德的要求
[00:19:59.000 --> 00:20:05.000]  在這個處境裏面
[00:20:05.000 --> 00:20:08.000]  有些時候我覺得,雖然這不是道德的問題
[00:20:08.000 --> 00:20:11.000]  但我覺得自己也很糊塗
[00:20:11.000 --> 00:20:14.000]  我很多時候是忘記的
[00:20:14.000 --> 00:20:19.000]  昨天,其實已經改善了很多
[00:20:19.000 --> 00:20:22.000]  離開辦公室的時候
[00:20:22.000 --> 00:20:25.000]  可以走回去一次
[00:20:25.000 --> 00:20:29.000]  我不介意拿回很需要拿的東西
[00:20:29.000 --> 00:20:34.000]  譬如錢包、鎖匙、電話
[00:20:34.000 --> 00:20:41.000]  所以一次要走出門口,又要走回兩次
[00:20:41.000 --> 00:20:42.000]  這些真的很糊塗
[00:20:42.000 --> 00:20:45.000]  雖然這不是關乎道德的問題
[00:20:45.000 --> 00:20:48.000]  對我來說也是有點浪費時間
[00:20:48.000 --> 00:20:51.000]  所以我有後備方案
[00:20:51.000 --> 00:20:54.000]  我的錢包有時候不帶
[00:20:54.000 --> 00:20:58.000]  在我的背包裏面有一張八達通
[00:20:58.000 --> 00:20:59.000]  後備的
[00:20:59.000 --> 00:21:02.000]  還有一些散銀可以吃飯
[00:21:02.000 --> 00:21:08.000]  試過有一次,很危險,太多事情要想
[00:21:08.000 --> 00:21:10.000]  太多事情要想
[00:21:10.000 --> 00:21:12.000]  去餐廳吃完飯
[00:21:12.000 --> 00:21:14.000]  拿著一張單就出門口
[00:21:14.000 --> 00:21:15.000]  想去探訪
[00:21:15.000 --> 00:21:18.000]  去探訪就趕
[00:21:18.000 --> 00:21:20.000]  拿著一張單出門口
[00:21:20.000 --> 00:21:22.000]  沒有給錢
[00:21:22.000 --> 00:21:26.000]  拿著一張單不給錢
[00:21:26.000 --> 00:21:27.000]  走回去給錢
[00:21:27.000 --> 00:21:30.000]  幸好沒有被人抓
[00:21:30.000 --> 00:21:32.000]  那一間應該也認識的
[00:21:32.000 --> 00:21:34.000]  我每次去都熟悉的
[00:21:34.000 --> 00:21:41.000]  就算不給錢,他們也會給我吃那餐飯
[00:21:41.000 --> 00:21:42.000]  我覺得很糊塗
[00:21:42.000 --> 00:21:49.000]  有時候太多事情要想
[00:21:49.000 --> 00:21:53.000]  我的身體是聖靈的電
[00:21:53.000 --> 00:21:57.000]  我覺得我真的要保重身體
[00:21:57.000 --> 00:22:04.000]  原來身體在地上生活了53萬小時後
[00:22:04.000 --> 00:22:08.000]  原來有些東西都不太行
[00:22:08.000 --> 00:22:11.000]  最近要去覆診
[00:22:11.000 --> 00:22:13.000]  我很不想覆診,要定時吃藥
[00:22:13.000 --> 00:22:16.000]  偶爾沒有吃一粒兩粒藥
[00:22:16.000 --> 00:22:20.000]  我覺得是很浪費時間
[00:22:20.000 --> 00:22:22.000]  但另一個困難是
[00:22:22.000 --> 00:22:25.000]  不吃更浪費時間
[00:22:25.000 --> 00:22:27.000]  還要去看醫生
[00:22:27.000 --> 00:22:32.000]  這對自己有很大的矛盾
[00:22:32.000 --> 00:22:34.000]  很不想做
[00:22:34.000 --> 00:22:35.000]  但弟兄姊妹
[00:22:35.000 --> 00:22:39.000]  我們都要懂得保重身體
[00:22:39.000 --> 00:22:43.000]  以致我們有一個好的身體
[00:22:43.000 --> 00:22:47.000]  為我們的神去作供
[00:22:47.000 --> 00:22:48.000]  更重要的是
[00:22:48.000 --> 00:22:50.000]  原來在生活裡
[00:22:50.000 --> 00:22:52.000]  不單是我們的記性
[00:22:52.000 --> 00:22:54.000]  不單是我們的身體
