
[00:00:00.000 --> 00:00:06.000]  大家好,今天在歡喜快樂的環節,跟大家分享整個華語
[00:04:33.000 --> 00:04:37.000]  當我翻譯的時候,我發現有個「及」字在這裡
[00:04:37.000 --> 00:04:41.000]  「及」以下是以撕裂種子來到埃及的名單
[00:04:41.000 --> 00:04:45.000]  「及」字很奇怪,是一個連接詞
[00:04:45.000 --> 00:04:49.000]  如果通常一卷書的第一章,第一句
[00:04:49.000 --> 00:04:53.000]  可能是從前,或者是某一個地方開始
[00:04:53.000 --> 00:04:56.000]  或者用一些故事形式開始
[00:04:56.000 --> 00:05:01.000]  但是很奇怪,這個原文是有個連接詞在這裡
[00:05:01.000 --> 00:05:04.000]  是「及」的意思
[00:05:04.000 --> 00:05:06.000]  在想它在連接甚麼呢?
[00:05:06.000 --> 00:05:09.000]  很明顯就是在連接初埃及記之前的那本書
[00:05:09.000 --> 00:05:11.000]  就是《創世紀》
[00:05:11.000 --> 00:05:13.000]  《創世紀》是一個家族的故事
[00:05:13.000 --> 00:05:17.000]  由阿伯拉罕以撒瓦割去十二個兒子的故事
[00:05:17.000 --> 00:05:20.000]  所以連接上面的家庭的故事
[00:05:20.000 --> 00:05:22.000]  去到初埃及記
[00:05:22.000 --> 00:05:24.000]  初埃及記是一個甚麼故事?
[00:05:24.000 --> 00:05:26.000]  不單止是一個家庭的故事
[00:05:26.000 --> 00:05:28.000]  是一個民族的故事
[00:05:28.000 --> 00:05:31.000]  是一個國家建立的故事
[00:05:31.000 --> 00:05:34.000]  在第一節說到初埃及記
[00:05:34.000 --> 00:05:36.000]  第一章一至七節
[00:05:58.000 --> 00:06:00.000]  「並那一代人都死了
[00:06:00.000 --> 00:06:02.000]  以色列人生養眾多
[00:06:02.000 --> 00:06:06.000]  並且繁茂極其強盛滿了那地」
[00:06:06.000 --> 00:06:08.000]  在這個期間當中
[00:06:08.000 --> 00:06:15.000]  你見到初埃及記是第一個說到以色列的眾子
[00:06:15.000 --> 00:06:18.000]  以色列的眾子其實通常都是雅各的名字
[00:06:18.000 --> 00:06:22.000]  雅各當他回歸回家的時候
[00:06:22.000 --> 00:06:28.000]  在過河前一刻和神人出交
[00:06:28.000 --> 00:06:30.000]  神人打不過他
[00:06:30.000 --> 00:06:32.000]  神人為他祝福
[00:06:32.000 --> 00:06:34.000]  因為他的名字是雅各
[00:06:34.000 --> 00:06:36.000]  要抓住他的名字
[00:06:36.000 --> 00:06:38.000]  神人打不過他
[00:06:38.000 --> 00:06:40.000]  祝福之餘就給他一個名字叫以色列
[00:06:40.000 --> 00:06:44.000]  以色列是神給雅各的一個名字
[00:06:44.000 --> 00:06:47.000]  是整個家族整個民族的一個名字
[00:06:47.000 --> 00:06:53.000]  當在雅各帶領一家七十人去到埃及的時候
[00:06:53.000 --> 00:06:55.000]  有一個名單
[00:06:55.000 --> 00:07:01.000]  一個名單就是裡面西勉、利命、猶大、以撒加和西布倫
[00:07:01.000 --> 00:07:05.000]  這個是雅各第一個妻子利亞所生的六個兒子
[00:07:05.000 --> 00:07:11.000]  而變雅文就是雅各所喜愛的妻子拉潔所生的第二個兒子
[00:07:11.000 --> 00:07:25.000]  變雅文是利亞和拉潔的僕人給了雅各成為妾室而所生的兒子
[00:07:25.000 --> 00:07:30.000]  很明顯這裡沒有分由時序編排這些兒子的名單
[00:07:30.000 --> 00:07:37.000]  是正室所生的七個到妾室所生的四個
[00:07:37.000 --> 00:07:42.000]  深水清的你也知道這裡加起來只有十一個何來有十二個呢
[00:07:42.000 --> 00:07:45.000]  第十二個就是約瑟在埃及做丞相
[00:07:45.000 --> 00:07:50.000]  是因為他做夢能夠解決法老王的夢
[00:07:50.000 --> 00:07:54.000]  能夠解決七個豐年和七個荒年的異象
[00:07:54.000 --> 00:07:59.000]  以致法老硬是委任去做這個埃及的丞相
[00:07:59.000 --> 00:08:02.000]  去面對埃及去面對的挑戰
[00:08:02.000 --> 00:08:08.000]  因為饑荒所以雅各一家就移到去埃及搵糧
[00:08:08.000 --> 00:08:11.000]  最後遇見約瑟家庭重聚
[00:08:11.000 --> 00:08:15.000]  約瑟叫他一陣子捱不如整個家庭下來
[00:08:15.000 --> 00:08:18.000]  一家七十人就帶到埃及當中
[00:08:18.000 --> 00:08:22.000]  在錯世紀四十六章八至二十七節
[00:08:22.000 --> 00:08:25.000]  同樣都記載這些名單無花無架
[00:08:25.000 --> 00:08:28.000]  全部都是七十人的男丁來到埃及當中
[00:08:28.000 --> 00:08:32.000]  如果算上女士女性的小朋友或者奴隸的話
[00:08:32.000 --> 00:08:35.000]  起碼多過一百一百二十人來到埃及
[00:08:35.000 --> 00:08:38.000]  在第七節
[00:08:38.000 --> 00:08:41.000]  以色列就生養眾多極其繁茂
[00:08:41.000 --> 00:08:45.000]  並且繁茂極其強盛滿了那地
[00:08:45.000 --> 00:08:46.000]  當你讀的時候
[00:08:46.000 --> 00:08:49.000]  你會發現再次出現了一些創世紀的字眼
[00:08:49.000 --> 00:08:51.000]  在創世紀一章二十八節
[00:08:51.000 --> 00:08:55.000]  神祝福亞當亞娃就是要生養眾多遍滿全地
[00:08:55.000 --> 00:08:59.000]  治理者地 神的創造不單在六日當中發生
[00:08:59.000 --> 00:09:02.000]  更加在羅亞的故事當中發生
[00:09:02.000 --> 00:09:03.000]  將混亂的變造
[00:09:03.000 --> 00:09:06.000]  將混亂的秩序變成有秩序
[00:09:06.000 --> 00:09:10.000]  同時上帝的創造是貫穿整個創世紀
[00:09:10.000 --> 00:09:13.000]  以及出埃及記直到現在
[00:09:13.000 --> 00:09:15.000]  同時在這段經文當中
[00:09:15.000 --> 00:09:19.000]  你能夠留意到的就是神對阿伯拉罕的應許
[00:09:19.000 --> 00:09:21.000]  神應許阿伯拉罕
[00:09:21.000 --> 00:09:24.000]  他說你在創世紀二十二章十七節講
[00:09:24.000 --> 00:09:26.000]  他論福我必賜福給你
[00:09:26.000 --> 00:09:28.000]  論子我必叫你的子孫多起來
[00:09:28.000 --> 00:09:31.000]  如同天上的星海上的沙這麼多
[00:09:31.000 --> 00:09:34.000]  上帝沒有忘記過阿伯拉罕
[00:09:34.000 --> 00:09:38.000]  上帝仍然將這個應許祝福臨到
[00:09:38.000 --> 00:09:41.000]  在阿伯拉罕和他的子孫當中
[00:09:41.000 --> 00:09:48.000]  在創世紀在亞國進入埃及定居的時候
[00:09:48.000 --> 00:09:53.000]  直到埃及人要離開法老的手
[00:09:53.000 --> 00:09:55.000]  去到進入迦勒的時候
[00:09:55.000 --> 00:09:57.000]  他維持了有四百三十年
[00:09:57.000 --> 00:10:00.000]  以色列人住在埃及四百三十年
[00:10:00.000 --> 00:10:02.000]  但未有摩西的時候
[00:10:02.000 --> 00:10:03.000]  究竟有多少年呢
[00:10:03.000 --> 00:10:05.000]  你減回摩西的出生
[00:10:05.000 --> 00:10:07.000]  大概成長期有四十年
[00:10:07.000 --> 00:10:09.000]  摩西逃亡期有四十年
[00:10:09.000 --> 00:10:11.000]  所以四百減三
[00:10:11.000 --> 00:10:13.000]  四百三十再減四十再減四十
[00:10:13.000 --> 00:10:15.000]  總共是三百五十
[00:10:15.000 --> 00:10:18.000]  亞國一家定居在埃及
[00:10:18.000 --> 00:10:20.000]  直到約瑟的時代
[00:10:20.000 --> 00:10:23.000]  摩西沒有出生之前
[00:10:23.000 --> 00:10:25.000]  三百五十年
[00:10:25.000 --> 00:10:27.000]  三百五十年是一個很長的時間
[00:10:27.000 --> 00:10:29.000]  對於人來說都沒有那麼長壽
[00:10:29.000 --> 00:10:32.000]  但上帝卻是記得神
[00:10:32.000 --> 00:10:36.000]  上帝卻是記得他對阿伯拉罕所對的應許
[00:10:36.000 --> 00:10:37.000]  就是他的子孫
[00:10:37.000 --> 00:10:39.000]  天上的星好像很多
[00:10:39.000 --> 00:10:42.000]  多到好像天上的星和海沙那樣多
[00:10:42.000 --> 00:10:46.000]  有時候人會忘記神的應許
[00:10:46.000 --> 00:10:48.000]  我們都很羨慕
[00:10:48.000 --> 00:10:52.000]  我們經常忘記神對我們的祝福和懷念
[00:10:52.000 --> 00:10:54.000]  我們經常被周遭的環境
[00:10:54.000 --> 00:10:57.000]  影響我們工作的忙碌
[00:10:57.000 --> 00:10:58.000]  社會的氣氛
[00:10:58.000 --> 00:11:01.000]  以致我們忘記了和神的關係
[00:11:01.000 --> 00:11:04.000]  更加更加忘記了神的應許
[00:11:04.000 --> 00:11:07.000]  有一個神學家叫布特曼
[00:11:07.000 --> 00:11:10.000]  他在一九二六年出生
[00:11:10.000 --> 00:11:12.000]  他現在仍然在生
[00:11:12.000 --> 00:11:14.000]  計日價應該都有九十六歲
[00:11:14.000 --> 00:11:17.000]  他在書的著作當中說到
[00:11:17.000 --> 00:11:19.000]  他是德國人
[00:11:19.000 --> 00:11:21.000]  當他在第二次世界大戰
[00:11:21.000 --> 00:11:23.000]  德國戰敗的時候
[00:11:23.000 --> 00:11:25.000]  他們要被俘虜
[00:11:25.000 --> 00:11:32.000]  要在防衛當兵的一年
[00:11:32.000 --> 00:11:33.000]  就要坐三年監
[00:11:33.000 --> 00:11:36.000]  當他坐三年監期間的時候
[00:11:36.000 --> 00:11:38.000]  他發現到一件事
[00:11:38.000 --> 00:11:39.000]  當他坐監的時候
[00:11:39.000 --> 00:11:40.000]  其實生活很艱苦
[00:11:40.000 --> 00:11:41.000]  因為德國戰敗過
[00:11:41.000 --> 00:11:42.000]  生活很艱苦
[00:11:42.000 --> 00:11:44.000]  他發覺生活艱苦的時候
[00:11:44.000 --> 00:11:46.000]  如果沒有盼望的人
[00:11:46.000 --> 00:11:48.000]  那些人就很快離開
[00:11:48.000 --> 00:11:49.000]  很快死
[00:11:49.000 --> 00:11:50.000]  同時他發現
[00:11:50.000 --> 00:11:53.000]  當人有盼望的時候
[00:11:53.000 --> 00:11:55.000]  他都能夠堅持到生活
[00:11:55.000 --> 00:11:56.000]  不過仍然很痛苦
[00:11:56.000 --> 00:11:59.000]  因為他的盼望不能夠實現
[00:11:59.000 --> 00:12:00.000]  他很想回家
[00:12:00.000 --> 00:12:02.000]  但是不能夠實現
[00:12:02.000 --> 00:12:05.000]  在布特曼年輕的時候
[00:12:05.000 --> 00:12:09.000]  他經歷了很多神對他的說話
[00:12:09.000 --> 00:12:11.000]  他說到人不能夠沒有盼望
[00:12:11.000 --> 00:12:13.000]  一個沒有盼望的人
[00:12:13.000 --> 00:12:14.000]  是會失去生命力
[00:12:14.000 --> 00:12:16.000]  然而一些盼望的人
[00:12:16.000 --> 00:12:18.000]  雖然他能夠有能力活下去
[00:12:18.000 --> 00:12:21.000]  但是會在痛苦的當中
[00:12:21.000 --> 00:12:22.000]  在信仰裏面
[00:12:22.000 --> 00:12:23.000]  布特曼得到一個答案就是
[00:12:23.000 --> 00:12:26.000]  信仰的盼望是叫他能夠生活有力量
[00:12:26.000 --> 00:12:30.000]  並且使他得到一個安慰
[00:12:30.000 --> 00:12:33.000]  我想就是布特曼說到盼望
[00:12:33.000 --> 00:12:37.000]  是源於看著上帝給對人的應許
[00:12:37.000 --> 00:12:39.000]  當我們看著上帝的應許的時候
[00:12:39.000 --> 00:12:40.000]  帶來那份盼望
[00:12:40.000 --> 00:12:43.000]  以致我們生活面對所有挑戰的時候
[00:12:43.000 --> 00:12:45.000]  我們帶來那份安慰
[00:12:45.000 --> 00:12:48.000]  我們在時代當中
[00:12:48.000 --> 00:12:50.000]  我們經常被這個時代影響
[00:12:50.000 --> 00:12:52.000]  可能星期四你出了一個數字
[00:12:52.000 --> 00:12:54.000]  就是有九萬二人
[00:12:54.000 --> 00:12:56.000]  自己去做一個快速測試
[00:12:56.000 --> 00:12:59.000]  然後自己報告給政府
[00:12:59.000 --> 00:13:02.000]  那一刻就有九萬二個數字
[00:13:02.000 --> 00:13:03.000]  原來大家都在確診
[00:13:03.000 --> 00:13:05.000]  大家會不會因為這個數字
[00:13:05.000 --> 00:13:07.000]  給你有什麼感覺呢
[00:13:07.000 --> 00:13:08.000]  可能覺得很害怕
[00:13:08.000 --> 00:13:09.000]  有些很混亂
[00:13:09.000 --> 00:13:11.000]  有些不敢出街
[00:13:11.000 --> 00:13:16.000]  有些很迷茫
[00:13:16.000 --> 00:13:18.000]  我們被社會的資訊
[00:13:18.000 --> 00:13:19.000]  社會的環境
[00:13:19.000 --> 00:13:20.000]  影響我們的生命
[00:13:20.000 --> 00:13:23.000]  影響我們的心路歷程
[00:13:23.000 --> 00:13:25.000]  但是今天我們認識耶穌
[00:13:25.000 --> 00:13:26.000]  其實可以不一樣
[00:13:26.000 --> 00:13:29.000]  不需要再這樣去想
[00:13:29.000 --> 00:13:33.000]  我們可以看著上帝給我們的盼望
[00:13:33.000 --> 00:13:35.000]  看著那份盼望
[00:13:35.000 --> 00:13:37.000]  看著上帝給我們的應許
[00:13:37.000 --> 00:13:41.000]  以致知道我們怎樣有能力安穩去度過
[00:13:41.000 --> 00:13:44.000]  正如布達曼神學家所說
[00:13:44.000 --> 00:13:46.000]  上帝的盼望給我們的生命力
[00:13:46.000 --> 00:13:49.000]  能夠有安穩
[00:13:49.000 --> 00:13:50.000]  在這個時代當中
[00:13:50.000 --> 00:13:51.000]  很多的變化
[00:13:51.000 --> 00:13:54.000]  各與各的鬥爭
[00:13:54.000 --> 00:13:55.000]  社會的動盪
[00:13:55.000 --> 00:13:57.000]  疫情的嚴重
[00:13:57.000 --> 00:14:00.000]  我們可能有很多的混亂發生
[00:14:00.000 --> 00:14:03.000]  但是今天我們要有上帝的同在
[00:14:03.000 --> 00:14:05.000]  我們看著上帝的應許
[00:14:05.000 --> 00:14:07.000]  以致帶我們有盼望安穩
[00:14:07.000 --> 00:14:08.000]  安然度過
[00:14:08.000 --> 00:14:09.000]  這幾個字
[00:14:09.000 --> 00:14:10.000]  安然度過
[00:14:10.000 --> 00:14:11.000]  這些這麼獨特
[00:14:11.000 --> 00:14:15.000]  這麼艱難的環境
[00:14:35.000 --> 00:14:38.000]  真正的事就聯合我們的受敵
[00:14:38.000 --> 00:14:41.000]  攻擊我們離開這地去了
[00:14:41.000 --> 00:14:42.000]  於是
[00:14:42.000 --> 00:14:46.000]  埃及人派督工的核制他們
[00:14:46.000 --> 00:14:48.000]  加重負荷他們
[00:14:48.000 --> 00:14:51.000]  他們給法老建造兩座積火石
[00:14:51.000 --> 00:14:55.000]  就是比東和蘭塞
[00:14:55.000 --> 00:14:58.000]  只是越發負荷他們
[00:14:58.000 --> 00:15:00.000]  他們越發多起來
[00:15:00.000 --> 00:15:01.000]  越發蔓延
[00:15:01.000 --> 00:15:04.000]  埃及人就因以色列人的受害
[00:15:04.000 --> 00:15:07.000]  埃及人嚴嚴地使以色列人做工
[00:15:07.000 --> 00:15:10.000]  使他們因做苦工覺得命苦
[00:15:10.000 --> 00:15:12.000]  無論是和禮
[00:15:12.000 --> 00:15:13.000]  是做磚
[00:15:13.000 --> 00:15:16.000]  是做田間各樣的工
[00:15:16.000 --> 00:15:21.000]  在一切的工上都要嚴嚴地待他們
[00:15:21.000 --> 00:15:25.000]  有希伯來的兩個接生婆
[00:15:25.000 --> 00:15:26.000]  一名斯弗拉
[00:15:26.000 --> 00:15:28.000]  一名普雅
[00:15:28.000 --> 00:15:29.000]  埃及王對他們說
[00:15:29.000 --> 00:15:31.000]  你們為希伯來人修身
[00:15:31.000 --> 00:15:34.000]  漢丹門臨盤的時候
[00:15:34.000 --> 00:15:35.000]  若是男孩就把他殺了
[00:15:35.000 --> 00:15:37.000]  若是女孩就留他存活
[00:15:37.000 --> 00:15:40.000]  但是修生婆敬畏神
[00:15:40.000 --> 00:15:42.000]  不照埃及王的吩咐行
[00:15:42.000 --> 00:15:45.000]  竟存留男孩的性命
[00:15:45.000 --> 00:15:47.000]  埃及王照了修生婆來說
[00:15:47.000 --> 00:15:49.000]  你們為什麼做這事
[00:15:49.000 --> 00:15:51.000]  存留男孩的性命呢
[00:15:51.000 --> 00:15:53.000]  修生婆對法老說
[00:15:53.000 --> 00:15:56.000]  因為希伯來婦人和埃及人的婦人不同
[00:15:56.000 --> 00:16:00.000]  希伯來婦人本是壯健的修生婆
[00:16:00.000 --> 00:16:04.000]  沒有到他們已經生產了
[00:16:04.000 --> 00:16:05.000]  神厚待修生婆
[00:16:05.000 --> 00:16:07.000]  以色列人當起來極其強盛
[00:16:07.000 --> 00:16:09.000]  修生婆欽敬畏神
[00:16:09.000 --> 00:16:13.000]  神便叫他們成立家室
[00:16:13.000 --> 00:16:15.000]  法老吩咐他的眾民說
[00:16:15.000 --> 00:16:18.000]  以色列人所生的男孩
[00:16:18.000 --> 00:16:19.000]  你們都要丟在河裡
[00:16:19.000 --> 00:16:20.000]  一切的女孩
[00:16:20.000 --> 00:16:25.000]  你們要存留她的性命
[00:16:25.000 --> 00:16:30.000]  在達斯多噶經文當中
[00:16:30.000 --> 00:16:33.000]  法老見到神的作為
[00:16:33.000 --> 00:16:38.000]  以色列人遍滿全地
[00:16:38.000 --> 00:16:39.000]  在創作當中
[00:16:39.000 --> 00:16:42.000]  令到以色列人在地中多起來
[00:16:42.000 --> 00:16:45.000]  有七十人或多於七十人
[00:16:45.000 --> 00:16:48.000]  帶領七十人來到埃及
[00:16:48.000 --> 00:16:50.000]  經過三百多人
[00:16:50.000 --> 00:16:52.000]  便變成遍滿全地
[00:16:52.000 --> 00:16:53.000]  這完全是上帝的祝福
[00:16:53.000 --> 00:16:55.000]  同時有上帝的應許
[00:16:55.000 --> 00:16:57.000]  就是要答應法老
[00:16:57.000 --> 00:16:59.000]  他的子孫多起來
[00:16:59.000 --> 00:17:02.000]  好像天上的星和地上的沙一樣
[00:17:02.000 --> 00:17:04.000]  我看到
[00:17:04.000 --> 00:17:06.000]  他用一些計謀
[00:17:06.000 --> 00:17:07.000]  用一些智慧
[00:17:07.000 --> 00:17:09.000]  是怎樣對待他們
[00:17:09.000 --> 00:17:11.000]  因為怕當他們強盛
[00:17:11.000 --> 00:17:12.000]  當他們多起來
[00:17:12.000 --> 00:17:14.000]  和外國勢力掛鉤的時候
[00:17:14.000 --> 00:17:16.000]  他們就不堪一擊
[00:17:16.000 --> 00:17:18.000]  可能要離開這個地方
[00:17:18.000 --> 00:17:19.000]  失去了他們的保障
[00:17:19.000 --> 00:17:22.000]  或失去了他們金錢的來源
[00:17:22.000 --> 00:17:24.000]  他用了甚麼考計呢
[00:17:24.000 --> 00:17:25.000]  第一
[00:17:25.000 --> 00:17:27.000]  跟督公說
[00:17:27.000 --> 00:17:29.000]  你們要加重擔
[00:17:29.000 --> 00:17:30.000]  苦害他們
[00:17:30.000 --> 00:17:31.000]  讓他們辛苦
[00:17:31.000 --> 00:17:33.000]  讓他們命苦便可以
[00:17:33.000 --> 00:17:35.000]  但結果是甚麼呢
[00:17:35.000 --> 00:17:37.000]  你越加他們
[00:17:37.000 --> 00:17:39.000]  他們就越發起來
[00:17:39.000 --> 00:17:41.000]  越發蔓延
[00:17:41.000 --> 00:17:43.000]  他們的人就越來越多
[00:17:43.000 --> 00:17:44.000]  想想
[00:17:44.000 --> 00:17:46.000]  辛苦得來
[00:17:46.000 --> 00:17:47.000]  但上帝保守
[00:17:47.000 --> 00:17:49.000]  叫你越加他們
[00:17:49.000 --> 00:17:50.000]  就越多起來
[00:17:50.000 --> 00:17:52.000]  第二個加害是甚麼呢
[00:17:52.000 --> 00:17:56.000]  就是跟兩個摺心婆說
[00:17:56.000 --> 00:17:58.000]  當你臨盆的時候
[00:17:58.000 --> 00:17:59.000]  若是男孩的話
[00:17:59.000 --> 00:18:01.000]  你就要殺掉女孩
[00:18:01.000 --> 00:18:03.000]  要全流
[00:18:03.000 --> 00:18:05.000]  上帝是以色列人
[00:18:05.000 --> 00:18:07.000]  不是因為
[00:18:07.000 --> 00:18:13.000]  法老王的考計
[00:18:13.000 --> 00:18:15.000]  破壞了以色列人
[00:18:15.000 --> 00:18:17.000]  而是更加令到以色列人多起來
[00:18:17.000 --> 00:18:18.000]  極其強盛
[00:18:18.000 --> 00:18:19.000]  更加祝福
[00:18:19.000 --> 00:18:21.000]  摺心婆敬畏上帝
[00:18:21.000 --> 00:18:23.000]  讓他們成家立室
[00:18:23.000 --> 00:18:25.000]  法老王見到摺心婆時
[00:18:25.000 --> 00:18:26.000]  很奇怪
[00:18:26.000 --> 00:18:27.000]  為甚麼
[00:18:27.000 --> 00:18:28.000]  我明明叫你
[00:18:28.000 --> 00:18:30.000]  凡是臨盆的時候
[00:18:30.000 --> 00:18:31.000]  你就將男孩殺掉
[00:18:31.000 --> 00:18:33.000]  為甚麼男人仍然
[00:18:33.000 --> 00:18:38.000]  繼續存留在這裡
[00:18:38.000 --> 00:18:40.000]  摺心婆的解釋
[00:18:40.000 --> 00:18:42.000]  在逢場的解釋是
[00:18:42.000 --> 00:18:44.000]  因為一群虎人
[00:18:44.000 --> 00:18:46.000]  希伯來的虎人
[00:18:46.000 --> 00:18:50.000]  被埃及人的虎人
[00:18:50.000 --> 00:18:52.000]  強葬
[00:18:52.000 --> 00:18:54.000]  想到甚麼是強葬呢
[00:18:54.000 --> 00:18:56.000]  在一本聖經的逢場
[00:18:56.000 --> 00:18:58.000]  逢場是一個未信耶穌的人
[00:18:58.000 --> 00:19:00.000]  他翻譯聖經
[00:19:00.000 --> 00:19:02.000]  他形容這群希伯來人
[00:19:02.000 --> 00:19:04.000]  是會生的
[00:19:04.000 --> 00:19:06.000]  即是容易生孩子
[00:19:06.000 --> 00:19:08.000]  以及懂得生
[00:19:08.000 --> 00:19:10.000]  所以未到已經生了
[00:19:10.000 --> 00:19:12.000]  有學者在研究
[00:19:12.000 --> 00:19:14.000]  為甚麼摺心婆
[00:19:14.000 --> 00:19:18.000]  說謊誣陷法律
[00:19:18.000 --> 00:19:20.000]  好像很沒有道德
[00:19:20.000 --> 00:19:24.000]  我想未必是摺心婆說謊
[00:19:24.000 --> 00:19:26.000]  而可能是一群虎人
[00:19:26.000 --> 00:19:28.000]  特別好生
[00:19:28.000 --> 00:19:29.000]  或者容易生
[00:19:29.000 --> 00:19:31.000]  他未到已經生了
[00:19:31.000 --> 00:19:32.000]  但姑勿論點到
