
[00:00:00.000 --> 00:00:02.360]  想像力的重要性 為何如此重要
[00:03:00.600 --> 00:03:03.440]  大衛的飛石和小李飛刀齊名
[00:03:03.440 --> 00:03:07.720]  所以應該不是用赤手空拳打死獅子熊
[00:03:07.720 --> 00:03:09.400]  沒什麼人可以赤手空拳
[00:03:09.400 --> 00:03:11.760]  憑自己能力勝得過野獸
[00:03:11.760 --> 00:03:12.880]  很少
[00:03:12.880 --> 00:03:13.720]  不過不要緊
[00:03:13.720 --> 00:03:16.880]  我們仍然可以在人類已知的地域
[00:03:16.880 --> 00:03:18.320]  都成為主宰
[00:03:18.320 --> 00:03:22.200]  以前可能連東海龍王曾經被我們打倒了
[00:03:22.200 --> 00:03:24.880]  現在東海南海都是我們作主
[00:03:24.880 --> 00:03:28.480]  主人 我們靠的不是自己很厲害
[00:03:28.480 --> 00:03:31.320]  我們靠的是神給我們的一份禮物
[00:03:31.320 --> 00:03:34.560]  這份禮物叫做Imagination
[00:03:34.560 --> 00:03:36.400]  人類有想像力
[00:03:36.400 --> 00:03:40.240]  有想像力就會懂得創新
[00:03:40.240 --> 00:03:41.680]  我們懂得發明
[00:03:41.680 --> 00:03:44.720]  我們會發明工具 發明武器
[00:03:44.720 --> 00:03:47.440]  我們會研製汽車
[00:03:47.440 --> 00:03:49.920]  有了車我們就可以跑得快過熊
[00:03:49.920 --> 00:03:51.320]  現在不怕了
[00:03:51.320 --> 00:03:54.640]  以前去Yosemite
[00:03:54.640 --> 00:03:57.360]  有人說 行啊行啊
[00:03:57.360 --> 00:03:59.440]  然後車不行 大家下車
[00:03:59.440 --> 00:04:01.120]  原來發現一隻Baby Bear
[00:04:01.120 --> 00:04:02.880]  一隻很小的熊仔
[00:04:02.880 --> 00:04:04.560]  原先很多人想下車
[00:04:04.560 --> 00:04:06.240]  然後有個司機說不要下
[00:04:06.240 --> 00:04:07.920]  你要記得 凡有熊仔的地方
[00:04:07.920 --> 00:04:09.680]  必有大熊在附近
[00:04:09.680 --> 00:04:10.480]  你相信我
[00:04:10.480 --> 00:04:13.120]  果然幾十秒之後 大家衝回上車
[00:04:13.120 --> 00:04:14.440]  現在不怕 有車
[00:04:14.440 --> 00:04:15.920]  我們跑得快過熊
[00:04:15.920 --> 00:04:18.440]  所以人類就是靠
[00:04:18.440 --> 00:04:19.400]  因為我們有腦
[00:04:19.400 --> 00:04:20.440]  我們用腦的
[00:04:20.440 --> 00:04:23.360]  我們設計一些工具
[00:04:23.360 --> 00:04:25.480]  讓我們成為世界的主宰
[00:04:25.480 --> 00:04:27.480]  所以想像力不單止幫助人類
[00:04:27.480 --> 00:04:30.000]  成功地將管理權
[00:04:30.000 --> 00:04:31.880]  從一些猛獸手中搶回來
[00:04:31.880 --> 00:04:35.360]  成為海洛峰唯一合法的管理者
[00:04:35.360 --> 00:04:37.240]  在個人層面
[00:04:37.240 --> 00:04:39.560]  其實想像力
[00:04:39.560 --> 00:04:43.440]  其實都頗注定我們一生的成敗
[00:04:43.440 --> 00:04:45.440]  因為想像力其實是
[00:04:45.440 --> 00:04:47.440]  控制著你的情緒
[00:04:47.440 --> 00:04:50.560]  情緒控制你的行為 行動
[00:04:50.560 --> 00:04:54.080]  有時如果你在
[00:04:54.080 --> 00:04:56.400]  例如公司
[00:04:56.400 --> 00:04:59.000]  幾個同事約吃飯
[00:04:59.000 --> 00:05:00.600]  偏偏沒有約你
[00:05:00.600 --> 00:05:03.400]  你現在有什麼情緒的反應
[00:05:03.400 --> 00:05:06.240]  其實是取決於你的想像力
[00:05:06.240 --> 00:05:08.880]  你會想像 為什麼不約我呢
[00:05:08.880 --> 00:05:10.600]  一定是討厭我 看不起我
[00:05:10.600 --> 00:05:13.800]  如果你是這樣想的話
[00:05:13.800 --> 00:05:15.720]  你這樣去解釋這件事
[00:05:15.720 --> 00:05:17.160]  你的情緒是很負面的
[00:05:17.160 --> 00:05:19.960]  你馬上會很討厭他們
[00:05:19.960 --> 00:05:22.600]  當然在行動上馬上在想如何報復
[00:05:22.600 --> 00:05:24.760]  通常都是這樣
[00:05:24.760 --> 00:05:26.720]  所以有時你認為
[00:05:26.720 --> 00:05:32.640]  其實我的情緒反應是對事實
[00:05:32.640 --> 00:05:34.040]  其實不是事實
[00:05:34.040 --> 00:05:36.840]  那幾個人吃飯沒有約你是事實
[00:05:36.840 --> 00:05:39.560]  但是因為他們討厭我
[00:05:39.560 --> 00:05:42.200]  這個完全是你的想像
[00:05:42.200 --> 00:05:43.760]  其實我們情緒的反應
[00:05:43.760 --> 00:05:46.160]  不是對那件事反應
[00:05:46.160 --> 00:05:50.560]  而是對你想像那件事發生的反應
[00:05:50.560 --> 00:05:54.080]  所以如果你看到那件事
[00:05:54.080 --> 00:05:55.320]  你早上見到人
[00:05:55.320 --> 00:05:56.240]  say hi good morning
[00:05:56.240 --> 00:05:58.000]  他沒有理會你
[00:05:58.000 --> 00:05:59.520]  如果你的解釋是
[00:05:59.520 --> 00:06:00.760]  他看不到我
[00:06:00.760 --> 00:06:02.360]  那你沒有什麼情緒
[00:06:02.360 --> 00:06:03.600]  但如果你的解釋是
[00:06:03.600 --> 00:06:04.440]  他看不起我
[00:06:04.440 --> 00:06:05.640]  你的情緒很大
[00:06:05.640 --> 00:06:06.360]  但如果你的解釋是
[00:06:06.360 --> 00:06:08.600]  好像他面帶受用
[00:06:08.600 --> 00:06:10.120]  可能有事發生
[00:06:10.120 --> 00:06:11.640]  你的情緒應該是正面的
[00:06:11.640 --> 00:06:13.360]  你應該比較caring
[00:06:13.360 --> 00:06:15.960]  你會想 不如等下打個電話問他
[00:06:15.960 --> 00:06:16.640]  發生什麼事
[00:06:16.640 --> 00:06:18.000]  是不是要為他祈禱
[00:06:18.000 --> 00:06:19.360]  所以同一件事發生
[00:06:19.360 --> 00:06:20.400]  你怎樣情緒反應
[00:06:20.400 --> 00:06:22.360]  其實取決於你的想像力
[00:06:22.360 --> 00:06:23.960]  你怎樣想像
[00:06:23.960 --> 00:06:25.520]  你就怎樣情緒
[00:06:25.520 --> 00:06:27.840]  怎樣情緒就影響你行動
[00:06:27.840 --> 00:06:30.400]  所以如果你的想像力是正面
[00:06:30.400 --> 00:06:33.400]  你會發覺你的情緒可以很正面
[00:06:33.400 --> 00:06:35.120]  你的行動都很正面
[00:06:35.120 --> 00:06:38.160]  但如果你的想像力是偏負面的
[00:06:38.160 --> 00:06:39.240]  無論什麼事發生
[00:06:39.240 --> 00:06:41.240]  你的情緒都可以很負面
[00:06:41.240 --> 00:06:44.400]  然後你的行動又可以變得很負面
[00:06:44.400 --> 00:06:46.480]  正如針研所說
[00:06:46.480 --> 00:06:49.440]  所思所想要謹慎
[00:06:49.440 --> 00:06:54.160]  因為生命是由思想定型的
[00:06:54.160 --> 00:06:56.000]  這句話很重要
[00:06:56.000 --> 00:06:57.200]  所以這是第一點
[00:06:57.200 --> 00:06:59.600]  為什麼想像力這麼重要
[00:06:59.600 --> 00:07:02.560]  因為想像力是在控制你一生
[00:07:02.560 --> 00:07:03.920]  第二點 想像力重要
[00:07:03.920 --> 00:07:06.800]  因為想像力對於信心生活都很重要
[00:07:06.800 --> 00:07:08.480]  我們的信仰生活
[00:07:08.480 --> 00:07:12.920]  想像力是在其中很重要的一部份
[00:07:12.920 --> 00:07:16.680]  其實大部份人生重要的東西
[00:07:16.680 --> 00:07:18.040]  其實都看不到
[00:07:18.040 --> 00:07:20.240]  眼看見的其實不是最重要
[00:07:20.240 --> 00:07:23.120]  看不見的部份是重要的
[00:07:23.120 --> 00:07:26.600]  家這個觀念是看不見的
[00:07:26.600 --> 00:07:28.040]  摸不到的
[00:07:28.040 --> 00:07:29.600]  屋是看得見的
[00:07:29.600 --> 00:07:31.520]  但有些人有更漂亮的屋
[00:07:31.520 --> 00:07:34.240]  但進去後沒有家的感覺
[00:07:34.240 --> 00:07:35.800]  家是看不到的
[00:07:35.800 --> 00:07:38.120]  是想像中看到的
[00:07:38.120 --> 00:07:40.720]  親人可以看到 摸得到
[00:07:40.720 --> 00:07:42.400]  姨媽姑姐
[00:07:42.400 --> 00:07:44.240]  親情是看不到的
[00:07:44.240 --> 00:07:45.320]  摸不到的
[00:07:45.320 --> 00:07:46.880]  是想像的
[00:07:46.880 --> 00:07:48.680]  想像有就覺得很溫暖
[00:07:48.680 --> 00:07:50.760]  想像沒有就很慘
[00:07:50.760 --> 00:07:52.600]  神的家都一樣
[00:07:52.600 --> 00:07:54.120]  塑膠的建築你可以看到
[00:07:54.120 --> 00:07:56.200]  但進來後有沒有神的家的感覺
[00:07:56.200 --> 00:07:58.560]  這個不是你看到摸得到的
[00:07:58.560 --> 00:07:59.880]  是感覺到的
[00:07:59.880 --> 00:08:03.960]  是想像中看到的
[00:08:03.960 --> 00:08:06.040]  神是看不到的
[00:08:06.040 --> 00:08:09.160]  神的愛你都看不到
[00:08:09.160 --> 00:08:13.440]  經歷神的信心很大部份是看不到的
[00:08:13.440 --> 00:08:15.560]  但這部份反而是最重要的
[00:08:15.560 --> 00:08:18.320]  在希伯來書11章第一節說
[00:08:18.320 --> 00:08:20.720]  那麼信心是什麼呢
[00:08:20.720 --> 00:08:23.920]  信心是對所盼望的事有把握
[00:08:23.920 --> 00:08:28.040]  對不能看見的事能肯定
[00:08:28.040 --> 00:08:31.160]  信心大部份其實都看不到的
[00:08:31.160 --> 00:08:34.160]  信心是對所盼望的事有把握
[00:08:34.160 --> 00:08:37.400]  信心是對所盼望的事有把握
[00:08:37.400 --> 00:08:39.480]  大部份其實都看不到的
[00:08:39.480 --> 00:08:43.720]  只不過你肯定是透過想像的
[00:08:43.720 --> 00:08:44.920]  在希伯來書11章
[00:08:44.920 --> 00:08:46.320]  他講完這句話之後
[00:08:46.320 --> 00:08:49.240]  他舉了整個所謂的狼爺榜
[00:08:49.240 --> 00:08:51.440]  整個信心為人的狼爺榜
[00:08:51.440 --> 00:08:53.440]  當然排最厲害的
[00:08:53.440 --> 00:08:55.600]  當然是阿伯拉罕其中一個
[00:08:55.600 --> 00:08:59.680]  當年阿伯拉罕已經過了85歲
[00:08:59.680 --> 00:09:03.120]  有一天神就帶他出去看星
[00:09:03.120 --> 00:09:05.040]  神說你有天上的星
[00:09:05.040 --> 00:09:06.160]  你數一數
[00:09:06.160 --> 00:09:07.400]  天上的星有多少
[00:09:07.400 --> 00:09:10.000]  將來你的後裔就有多少
[00:09:10.000 --> 00:09:13.040]  所以神是讓他在想像力當中
[00:09:13.040 --> 00:09:16.040]  留住這幅畫面
[00:09:16.040 --> 00:09:17.680]  其實之後很多年來
[00:09:17.680 --> 00:09:18.960]  他都沒有子女
[00:09:18.960 --> 00:09:19.840]  一個子女都沒有
[00:09:19.840 --> 00:09:21.160]  但神已經認許你的子女
[00:09:21.160 --> 00:09:23.920]  會好像天上的星那麼多
[00:09:23.920 --> 00:09:26.360]  接著到了幾乎九十多歲
[00:09:26.360 --> 00:09:28.680]  有一晚他就和他太太Sara
[00:09:28.680 --> 00:09:30.320]  起身起身
[00:09:30.320 --> 00:09:33.920]  不如我們一起生個兒子
[00:09:33.920 --> 00:09:38.160]  我想他太太都覺得你很好笑
[00:09:38.160 --> 00:09:41.080]  但她想不到一年後果然生了個兒子
[00:09:41.080 --> 00:09:43.560]  為兒子起名叫Isaac
[00:09:43.560 --> 00:09:47.360]  Isaac的名字的意思就是笑
[00:09:47.360 --> 00:09:49.200]  這件事很搞笑
[00:09:49.200 --> 00:09:53.120]  因為神帶阿伯拉罕看完星之後
[00:09:53.120 --> 00:09:55.240]  他叫阿伯拉罕開始改名
[00:09:55.240 --> 00:09:59.040]  從Abraham改成Abraham
[00:09:59.040 --> 00:10:01.760]  阿伯拉罕的意思是多國之父
[00:10:01.760 --> 00:10:03.560]  其實當時是很幽默很搞笑
[00:10:03.560 --> 00:10:05.240]  你想想從那天開始
[00:10:05.240 --> 00:10:06.840]  無論去到哪裡都和人介紹
[00:10:06.840 --> 00:10:08.440]  你好我就是多國之父
[00:10:08.440 --> 00:10:10.360]  你有多少個孩子一個都沒有
[00:10:10.360 --> 00:10:10.960]  不過不要緊
[00:10:10.960 --> 00:10:13.880]  我就是多國之父
[00:10:13.880 --> 00:10:17.280]  你知道我已經過了可以長高的年紀
[00:10:17.280 --> 00:10:18.880]  如果你可以想像
[00:10:18.880 --> 00:10:21.160]  如果今晚在我夢中顯現
[00:10:21.160 --> 00:10:23.200]  神說我帶你看這幅畫
[00:10:23.200 --> 00:10:25.560]  這就是你將來的畫
[00:10:25.560 --> 00:10:27.160]  接著一看這幅畫
[00:10:27.160 --> 00:10:28.800]  看到耀明
[00:10:28.800 --> 00:10:31.080]  將來你就好像耀明那麼高
[00:10:31.080 --> 00:10:33.040]  今晚開始改名就叫耀明
[00:10:33.040 --> 00:10:35.600]  明天開始無論見到什麼人都叫我耀明
[00:10:35.600 --> 00:10:37.200]  你多高都不重要
[00:10:37.200 --> 00:10:39.400]  叫我耀明
[00:10:39.400 --> 00:10:40.920]  阿伯拉罕也一樣
[00:10:40.920 --> 00:10:43.320]  很多年十幾年來他都要
[00:10:43.320 --> 00:10:46.920]  不斷和人說我就是多國之父
[00:10:46.920 --> 00:10:48.160]  阿伯拉罕死的時候
[00:10:48.160 --> 00:10:51.240]  都看不到他的後裔好像升那麼多
[00:10:51.240 --> 00:10:52.840]  今天我們當然看到
[00:10:52.840 --> 00:10:55.440]  所有猶太人都是阿伯拉罕的後裔
[00:10:55.440 --> 00:10:58.120]  二十億基督徒天主教徒
[00:10:58.120 --> 00:11:00.840]  都因為信仰的緣故
[00:11:00.840 --> 00:11:03.040]  成為阿伯拉罕的後裔
[00:11:03.040 --> 00:11:04.360]  屬靈的後裔
[00:11:04.360 --> 00:11:07.400]  所以今天阿伯拉罕的後裔確實好像升那麼多
[00:11:07.400 --> 00:11:09.840]  但當時他見不到
[00:11:09.840 --> 00:11:12.760]  所以這個狼爺榜上的信心偉人
[00:11:12.760 --> 00:11:14.680]  大部分都見不到
[00:11:14.680 --> 00:11:16.240]  他見到一點點
[00:11:16.240 --> 00:11:18.320]  大部分都是這裡見到
[00:11:18.320 --> 00:11:20.480]  他就留著那幅畫面死
[00:11:20.480 --> 00:11:22.000]  他臨死都相信
[00:11:22.000 --> 00:11:24.360]  有一天我的後裔就好像天上升那麼多
[00:11:24.360 --> 00:11:26.160]  大部分見不到
[00:11:26.160 --> 00:11:27.640]  所以想像力很重要
[00:11:27.640 --> 00:11:28.560]  沒有了想像力
[00:11:28.560 --> 00:11:33.400]  你只看眼見其實很難過信心的生活
[00:11:33.400 --> 00:11:36.200]  因為信心的生活很多時候是眼見不到的
[00:11:36.200 --> 00:11:38.240]  你說算過量過才做
[00:11:38.240 --> 00:11:40.200]  那你不用做
[00:11:40.200 --> 00:11:42.800]  信心的功課其實是要靠這裡去看
[00:11:42.800 --> 00:11:44.640]  不是靠眼見
[00:11:44.640 --> 00:11:46.520]  第二樣我們說說
[00:11:46.520 --> 00:11:51.520]  怎樣避免去濫用神給我們的想像力
[00:11:51.520 --> 00:11:53.280]  在創世紀錄中五節那裡說
[00:11:53.280 --> 00:11:56.920]  耶和華見人在地上最大惡極
[00:11:56.920 --> 00:11:58.280]  怎樣最大惡極呢
[00:11:58.280 --> 00:12:02.800]  終日心裡所想的盡是惡事
[00:12:02.800 --> 00:12:05.840]  所有我們從神領受的好的禮物
[00:12:05.840 --> 00:12:09.520]  都有可能被濫用和誤用
[00:12:09.520 --> 00:12:12.640]  這份禮物能量越大
[00:12:12.640 --> 00:12:14.320]  當你誤用的時候
[00:12:14.320 --> 00:12:18.240]  產生的毀壞性就越強
[00:12:18.240 --> 00:12:19.800]  其實好像核能一樣
[00:12:19.800 --> 00:12:22.440]  如果用來發電可以造福人類
[00:12:22.440 --> 00:12:24.080]  但如果用來打核戰
[00:12:24.080 --> 00:12:27.240]  足可以摧毀整個人類歷史
[00:12:27.240 --> 00:12:28.640]  因為很powerful
[00:12:28.640 --> 00:12:32.160]  越powerful誤用的時候就越厲害
[00:12:32.160 --> 00:12:34.720]  想像力也是一樣
[00:12:34.720 --> 00:12:35.800]  神給我們很美好
[00:12:35.800 --> 00:12:37.840]  而且很powerful的禮物
[00:12:37.840 --> 00:12:39.440]  但當你誤用的時候
[00:12:39.440 --> 00:12:43.040]  祂有足夠的能力可以摧毀你一生
[00:12:43.040 --> 00:12:46.920]  你知道人有了想像力就好像
[00:12:46.920 --> 00:12:51.240]  好像你在腦海裡有一個私人影院一樣
[00:12:51.240 --> 00:12:53.640]  但是你可以決定
[00:12:53.640 --> 00:12:57.360]  到底你在這個私人影院裡想看什麼電影
[00:12:57.360 --> 00:12:59.400]  你想播什麼片
[00:12:59.400 --> 00:13:01.600]  遙控器在你手上
[00:13:01.600 --> 00:13:05.520]  但問題是很多人在你的私人影院裡
[00:13:05.520 --> 00:13:08.080]  永遠只有一個台
[00:13:08.080 --> 00:13:10.440]  你沒錢apply cable
[00:13:10.440 --> 00:13:11.800]  只有一個台
[00:13:11.800 --> 00:13:12.640]  看來看去都是
[00:13:12.640 --> 00:13:13.920]  而且那個台
[00:13:13.920 --> 00:13:17.640]  剛好只有24小時播恐怖片
[00:13:17.640 --> 00:13:19.760]  不死也被你嚇死
[00:13:19.760 --> 00:13:22.000]  有一個弟兄
[00:13:22.000 --> 00:13:25.400]  他爸爸好像41歲就去世了
[00:13:25.400 --> 00:13:28.160]  他的uncle很多都是大概50多歲去世
[00:13:28.160 --> 00:13:31.360]  大概所有親戚都是40多50歲去世
[00:13:31.360 --> 00:13:34.360]  於是他很年輕的時候就很害怕
[00:13:34.360 --> 00:13:36.320]  他就不斷在他的私人影院裡
[00:13:36.320 --> 00:13:38.320]  看到一齣電影
[00:13:38.320 --> 00:13:40.320]  叫做年輕時死亡
[00:13:40.320 --> 00:13:41.560]  41歲死亡
[00:13:41.560 --> 00:13:44.120]  他不斷看到自己應該41歲就會死
[00:13:44.120 --> 00:13:45.400]  就會死
[00:13:45.400 --> 00:13:47.160]  很害怕
[00:13:47.160 --> 00:13:50.640]  終於感謝神過了41歲
[00:13:50.640 --> 00:13:52.840]  說要開派對慶祝
[00:13:52.840 --> 00:13:54.200]  第二天開始
[00:13:54.200 --> 00:13:56.440]  裡面的影片改了
[00:13:56.440 --> 00:13:59.240]  叫做51歲死
[00:13:59.240 --> 00:14:00.320]  然後開始害怕
[00:14:00.320 --> 00:14:01.640]  我應該51歲會死
[00:14:01.640 --> 00:14:03.840]  應該捱不到51歲
[00:14:03.840 --> 00:14:06.320]  終於過了51歲
[00:14:06.320 --> 00:14:08.800]  然後你的私人影院又改了
[00:14:08.800 --> 00:14:10.640]  叫做61歲死
[00:14:10.640 --> 00:14:12.280]  又害怕一輪
[00:14:12.280 --> 00:14:16.200]  最後活到93歲還是很健壯
[00:14:16.200 --> 00:14:18.000]  於是他跟牧師說
[00:14:18.000 --> 00:14:20.880]  如果可以讓我重新來一次
[00:14:20.880 --> 00:14:22.440]  我就不會選擇在私人影院
[00:14:22.440 --> 00:14:25.240]  不斷看這套恐怖片
[00:14:25.240 --> 00:14:27.920]  我經歷了多少失眠的夜晚
[00:14:27.920 --> 00:14:30.520]  多少depression的日子
[00:14:30.520 --> 00:14:32.360]  就是因為我不斷去看恐怖片
[00:14:32.360 --> 00:14:33.240]  在我腦海裡面
[00:14:33.240 --> 00:14:34.520]  這個私人影院只有一個台
[00:14:34.520 --> 00:14:37.160]  永遠都是恐怖片24小時
[00:14:37.160 --> 00:14:38.680]  如果重新來一次
[00:14:38.680 --> 00:14:40.320]  我選擇轉個台
[00:14:40.320 --> 00:14:42.080]  看一些好東西
[00:14:42.080 --> 00:14:45.160]  我選擇fully enjoy my life
[00:14:45.160 --> 00:14:48.400]  過一個豐盛的生命
[00:14:48.400 --> 00:14:51.280]  有些人的私人影院裡面
[00:14:51.280 --> 00:14:54.120]  不斷播著色情影片
[00:14:54.120 --> 00:14:55.560]  當然現在有個新的詞
[00:14:55.560 --> 00:14:57.520]  愛情動作片
[00:14:57.520 --> 00:14:59.920]  不斷播愛情動作片
[00:14:59.920 --> 00:15:01.680]  覺得說的
[00:15:01.680 --> 00:15:03.880]  那些從頭到尾只有兩個議員的戲
[00:15:03.880 --> 00:15:05.600]  就不要去看
[00:15:05.600 --> 00:15:07.440]  有一次我跟一個群組的人說
[00:15:07.440 --> 00:15:09.640]  那些只有兩個議員的戲不要去看
[00:15:09.640 --> 00:15:11.840]  誰知道有個小孩在裡面
[00:15:11.840 --> 00:15:13.160]  後來那個小孩問他
[00:15:13.160 --> 00:15:16.360]  問他爸爸牧師說的是什麼戲
[00:15:16.360 --> 00:15:17.200]  接著他爸爸說
[00:15:17.200 --> 00:15:18.040]  Tom and Jerry
[00:15:18.040 --> 00:15:20.240]  是牧師說的Tom and Jerry
[00:15:20.240 --> 00:15:24.440]  你長大了不要再看Tom and Jerry
[00:15:24.440 --> 00:15:27.160]  你知道很多犯罪的人
[00:15:27.160 --> 00:15:29.800]  都是因為你未犯罪之前
[00:15:29.800 --> 00:15:31.680]  已經想了很多東西
[00:15:31.680 --> 00:15:33.760]  私人影院已經出了問題
[00:15:33.760 --> 00:15:34.640]  所以耶穌說
[00:15:34.640 --> 00:15:38.240]  見到婦女動了淫念等於犯奸淫
[00:15:38.240 --> 00:15:41.520]  神看中我們私人影院播什麼片
[00:15:41.520 --> 00:15:43.720]  因為神知道
[00:15:43.720 --> 00:15:46.800]  如果你的私人影院播的片不對
[00:15:46.800 --> 00:15:49.080]  現實生活中是遲早出事
[00:15:49.080 --> 00:15:51.160]  當現實生活中出事的時候
[00:15:51.160 --> 00:15:53.360]  其實未出事之前
[00:15:53.360 --> 00:15:55.400]  這裡早就出事了
[00:15:55.400 --> 00:15:57.280]  所以一定是這裡才出事
[00:15:57.280 --> 00:16:00.360]  現實生活才會出事
[00:16:00.360 --> 00:16:04.240]  所以你一定要重新把遙控器拿回手
[00:16:04.240 --> 00:16:06.360]  因為很多人說我不想控制
[00:16:06.360 --> 00:16:07.840]  總之我就自己放空
[00:16:07.840 --> 00:16:11.400]  無論什麼在這裡玩我就看什麼
[00:16:11.400 --> 00:16:13.720]  你知道如果你不成為你的主人
[00:16:13.720 --> 00:16:17.400]  你不把遙控器拿回手選擇
[00:16:17.400 --> 00:16:20.120]  就等於你把遙控器給了魔鬼
[00:16:20.120 --> 00:16:21.000]  魔鬼幫你選擇
[00:16:21.000 --> 00:16:25.440]  一定是二十四小節恐怖片
[00:16:25.440 --> 00:16:28.520]  你要重新把遙控器拿回手
[00:16:28.520 --> 00:16:30.040]  不要讓它放空
[00:16:30.040 --> 00:16:31.760]  你要自己選擇
[00:16:31.760 --> 00:16:34.600]  在這個私人影院我想播什麼片
[00:16:34.600 --> 00:16:37.440]  播什麼片就影響你人生
[00:16:37.440 --> 00:16:41.520]  所以不可以誤用一些想像力
[00:16:41.520 --> 00:16:43.680]  想像力用得錯的話
[00:16:43.680 --> 00:16:45.520]  你一生人都不開心
[00:16:45.520 --> 00:16:47.720]  絕對可以摧毀你一生
[00:16:47.720 --> 00:16:49.600]  所以小心不要誤用
[00:16:49.600 --> 00:16:52.920]  第三樣我們說說怎樣用得好
[00:16:52.920 --> 00:16:58.160]  按照神的啟示去使用我們的想像力
[00:16:58.160 --> 00:17:02.720]  第一樣就是神給我們人生的夢想
[00:17:02.720 --> 00:17:07.520]  其實那個夢想比我們自己的夢想更大
[00:17:07.520 --> 00:17:10.720]  Greg Farley他設計了一個叫
[00:17:10.720 --> 00:17:13.120]  The Quadrant of Imagination
[00:17:13.120 --> 00:17:16.200]  就是將人類分成四個等級
[00:17:16.200 --> 00:17:19.240]  最低等的那些他稱之為
[00:17:19.240 --> 00:17:21.880]  殭屍Zombie
[00:17:21.880 --> 00:17:23.200]  意思是行屍走肉的人
[00:17:23.200 --> 00:17:26.720]  意思就是那些人沒有想像力
