
[00:00:00.000 --> 00:00:03.000]  第7節
[00:06:40.000 --> 00:06:41.000]  為什麽
[00:06:41.000 --> 00:06:43.000]  是因為當我誇的時候
[00:06:43.000 --> 00:06:46.000]  我知道我今天能夠有能力勝過
[00:06:46.000 --> 00:06:48.000]  我今天可以做得好
[00:06:48.000 --> 00:06:52.000]  是因為神與我同在
[00:06:52.000 --> 00:06:55.000]  神的能力臨到我的身上
[00:06:55.000 --> 00:06:57.000]  神的能力光強我
[00:06:57.000 --> 00:07:00.000]  以致我大有膽量
[00:07:00.000 --> 00:07:03.000]  可以為祂來工作
[00:07:03.000 --> 00:07:06.000]  為祂來奔跑
[00:07:06.000 --> 00:07:08.000]  我也很感謝神的恩典
[00:07:08.000 --> 00:07:10.000]  讓我在一間教會裏面
[00:07:10.000 --> 00:07:12.000]  侍奉了四十多年
[00:07:12.000 --> 00:07:14.000]  當我現在回顧起來的時候
[00:07:14.000 --> 00:07:17.000]  完全不是我有什麽能力
[00:07:17.000 --> 00:07:19.000]  我有什麽本事
[00:07:19.000 --> 00:07:22.000]  我有什麽精神力量
[00:07:22.000 --> 00:07:25.000]  當中在侍奉幾十年裏面
[00:07:25.000 --> 00:07:29.000]  都經過高高低低不同的衝擊
[00:07:29.000 --> 00:07:34.000]  有時也遇到一些很大的事情
[00:07:34.000 --> 00:07:37.000]  但是神是用祂的能力
[00:07:37.000 --> 00:07:39.000]  保守我看顧
[00:07:39.000 --> 00:07:41.000]  所以我可以作見證
[00:07:41.000 --> 00:07:43.000]  無論我在什麽光景裏面
[00:07:43.000 --> 00:07:48.000]  都是神用祂的大能承托著我
[00:07:48.000 --> 00:07:50.000]  神與我同在
[00:07:50.000 --> 00:07:52.000]  神加我的力量
[00:07:52.000 --> 00:07:54.000]  以前我每個星期日
[00:07:54.000 --> 00:07:56.000]  就講到兩次
[00:07:56.000 --> 00:07:59.000]  後來就加了周六崇拜
[00:07:59.000 --> 00:08:02.000]  然後星期日又變成三堂聚會
[00:08:02.000 --> 00:08:05.000]  一般來講我要講四堂
[00:08:05.000 --> 00:08:07.000]  星期六晚講第一篇
[00:08:07.000 --> 00:08:10.000]  然後星期日早上一連三篇
[00:08:10.000 --> 00:08:13.000]  有時講到最後一堂的時候
[00:08:13.000 --> 00:08:16.000]  當我講到站在位置上
[00:08:16.000 --> 00:08:17.000]  坐下來的時候
[00:08:17.000 --> 00:08:20.000]  真的雙腳都好像有一點痠痛
[00:08:20.000 --> 00:08:22.000]  因為站了很久
[00:08:22.000 --> 00:08:25.000]  有很多體育節目都說
[00:08:25.000 --> 00:08:27.000]  大師你講四堂道辛苦嗎
[00:08:27.000 --> 00:08:30.000]  我不知道我會回答不辛苦
[00:08:30.000 --> 00:08:32.000]  我覺得很興奮
[00:08:32.000 --> 00:08:34.000]  因為我可以傳神的話語
[00:08:34.000 --> 00:08:36.000]  我有一種力量
[00:08:36.000 --> 00:08:38.000]  是從上頭而來
[00:08:38.000 --> 00:08:40.000]  各位親愛的弟兄姊妹
[00:08:40.000 --> 00:08:42.000]  原來神很愛我們
[00:08:42.000 --> 00:08:44.000]  是在我們的軟弱裏面
[00:08:44.000 --> 00:08:46.000]  祂要用祂的能力
[00:08:46.000 --> 00:08:48.000]  更加加倍的
[00:08:48.000 --> 00:08:50.000]  臨到我們身上
[00:08:50.000 --> 00:08:52.000]  所以你不要以為
[00:08:52.000 --> 00:08:54.000]  當我有些難處
[00:08:54.000 --> 00:08:56.000]  有些疾病
[00:08:56.000 --> 00:08:59.000]  當我身體有些不好的地方的時候
[00:08:59.000 --> 00:09:01.000]  我就埋怨自己
[00:09:01.000 --> 00:09:02.000]  不是
[00:09:02.000 --> 00:09:04.000]  讓我們好像保羅那樣講
[00:09:04.000 --> 00:09:06.000]  在軟弱裏面
[00:09:06.000 --> 00:09:09.000]  神的能力遮蓋著我們
[00:09:09.000 --> 00:09:11.000]  牽托著我們
[00:09:11.000 --> 00:09:14.000]  叫我們更有能力為祂工作
[00:09:14.000 --> 00:09:16.000]  願神的能力與你同在
[00:09:16.000 --> 00:09:18.000]  天父祝福你
