
[00:00:00.000 --> 00:00:02.000]  大兄姊妹新年快樂
[00:12:08.000 --> 00:12:10.000]  或者怎樣的
[00:12:10.000 --> 00:12:12.000]  這些屬靈經驗
[00:12:12.000 --> 00:12:13.000]  我真的很羨慕
[00:12:13.000 --> 00:12:14.000]  如果我像他這樣
[00:12:14.000 --> 00:12:18.000]  我的靈命一定好了
[00:12:18.000 --> 00:12:20.000]  保羅不是教我們
[00:12:20.000 --> 00:12:22.000]  這樣來追求
[00:12:22.000 --> 00:12:24.000]  一個基督徒的靈命
[00:12:24.000 --> 00:12:27.000]  屬靈 生命的衡量準則
[00:12:27.000 --> 00:12:29.000]  我們要懂得怎樣衡量
[00:12:29.000 --> 00:12:30.000]  因為如果你不懂得怎樣衡量
[00:12:30.000 --> 00:12:31.000]  你就錯了
[00:12:31.000 --> 00:12:34.000]  譬如舉例來說
[00:12:34.000 --> 00:12:36.000]  舉個例子
[00:12:36.000 --> 00:12:38.000]  當煮飯
[00:12:38.000 --> 00:12:40.000]  煮飯你知道
[00:12:40.000 --> 00:12:41.000]  洗完米就要加水
[00:12:41.000 --> 00:12:43.000]  你不懂得怎樣量水
[00:12:43.000 --> 00:12:47.000]  你就搞到飯變成粥
[00:12:47.000 --> 00:12:50.000]  粥變成不知道怎樣煮
[00:12:50.000 --> 00:12:52.000]  或者少水又煮不熟
[00:12:52.000 --> 00:12:53.000]  你不懂得煮
[00:12:53.000 --> 00:12:54.000]  因為你重要的東西
[00:12:54.000 --> 00:12:56.000]  你不懂得怎樣衡量
[00:12:56.000 --> 00:12:58.000]  煮飯來說
[00:12:58.000 --> 00:13:00.000]  最重要的其實是水
[00:13:00.000 --> 00:13:02.000]  同樣我們屬靈的生命
[00:13:02.000 --> 00:13:04.000]  那個有沒有成長
[00:13:04.000 --> 00:13:07.000]  我們要知道懂得怎樣衡量
[00:13:07.000 --> 00:13:09.000]  我們今天就看看保羅
[00:13:09.000 --> 00:13:11.000]  在教導這些基本的關係
[00:13:11.000 --> 00:13:12.000]  是怎樣
[00:13:12.000 --> 00:13:13.000]  第一他就
[00:13:13.000 --> 00:13:16.000]  當然丈夫可能很喜歡聽
[00:13:16.000 --> 00:13:18.000]  第一樣他首先提的
[00:13:18.000 --> 00:13:19.000]  他說
[00:13:19.000 --> 00:13:20.000]  你們做妻子的
[00:13:20.000 --> 00:13:22.000]  當信服自己的丈夫
[00:13:22.000 --> 00:13:26.000]  在主裡是相宜的
[00:13:26.000 --> 00:13:28.000]  這裡就講出了
[00:13:28.000 --> 00:13:30.000]  有兩個名詞就很吸引我
[00:13:30.000 --> 00:13:31.000]  當然了
[00:13:31.000 --> 00:13:32.000]  信服一定
[00:13:32.000 --> 00:13:35.000]  你在這句聖經一定看得到
[00:13:35.000 --> 00:13:37.000]  這個要求就是信服
[00:13:37.000 --> 00:13:38.000]  但他後面就加了一句
[00:13:38.000 --> 00:13:41.000]  你在主裡是相宜的
[00:13:41.000 --> 00:13:43.000]  相宜就是合宜合理
[00:13:43.000 --> 00:13:48.000]  或者fitting就是合如其位
[00:13:48.000 --> 00:13:51.000]  那兩樣東西加在一起
[00:13:51.000 --> 00:13:52.000]  來看的時候
[00:13:52.000 --> 00:13:54.000]  怎樣為之是信服
[00:13:54.000 --> 00:13:56.000]  在主裡是相宜
[00:13:56.000 --> 00:13:59.000]  我相信這是一個很重要的問題
[00:13:59.000 --> 00:14:03.000]  在不同的時代的信服是不同的
[00:14:03.000 --> 00:14:06.000]  這個我相信大家都會明白
[00:14:06.000 --> 00:14:08.000]  譬如在古代的中國
[00:14:08.000 --> 00:14:10.000]  那些女孩又不可以出街
[00:14:10.000 --> 00:14:12.000]  譬如現在那些阿拉伯國家
[00:14:12.000 --> 00:14:13.000]  那些都不可以
[00:14:13.000 --> 00:14:15.000]  譬如沙地阿拉伯
[00:14:15.000 --> 00:14:17.000]  一個單身女士
[00:14:17.000 --> 00:14:19.000]  要有男性陪伴才可以出街
[00:14:19.000 --> 00:14:21.000]  古代的中國都是一樣
[00:14:21.000 --> 00:14:22.000]  除了燃燒節
[00:14:22.000 --> 00:14:25.000]  女人可以走出去
[00:14:25.000 --> 00:14:27.000]  看花燈會之外
[00:14:27.000 --> 00:14:30.000]  一般的大家閨秀不可以出街
[00:14:30.000 --> 00:14:33.000]  那是信服
[00:14:33.000 --> 00:14:34.000]  在古代的時候
[00:14:34.000 --> 00:14:36.000]  不出街是一個信服
[00:14:36.000 --> 00:14:38.000]  但現在你說
[00:14:38.000 --> 00:14:41.000]  不出街是不是一個信服
[00:14:41.000 --> 00:14:44.000]  那不是很合理
[00:14:44.000 --> 00:14:46.000]  因為現在這個時代不同了
[00:14:46.000 --> 00:14:48.000]  所以我相信
[00:14:48.000 --> 00:14:50.000]  說到信服本身
[00:14:50.000 --> 00:14:55.000]  又是時間上的
[00:14:55.000 --> 00:14:57.000]  時間文化
[00:14:57.000 --> 00:15:01.000]  需要調節
[00:15:01.000 --> 00:15:03.000]  我們不能夠將古代
[00:15:03.000 --> 00:15:06.000]  或者在2000年前
[00:15:06.000 --> 00:15:09.000]  在羅馬希臘文化裡的要求
[00:15:09.000 --> 00:15:12.000]  譬如有講蒙頭的
[00:15:12.000 --> 00:15:14.000]  在哥羅西書也有講蒙頭
[00:15:14.000 --> 00:15:16.000]  哥倫多前書也有講蒙頭
[00:15:16.000 --> 00:15:19.000]  蒙頭是代表信服的象徵
[00:15:19.000 --> 00:15:21.000]  在那時候
[00:15:21.000 --> 00:15:23.000]  保羅其實也有教導
[00:15:23.000 --> 00:15:26.000]  那些女子要蒙頭代表信服
[00:15:26.000 --> 00:15:28.000]  但今天你蒙蒙
[00:15:28.000 --> 00:15:30.000]  不過今天
[00:15:30.000 --> 00:15:32.000]  你是防曬
[00:15:32.000 --> 00:15:34.000]  你不是蒙頭
[00:15:34.000 --> 00:15:36.000]  有些人是戴到
[00:15:36.000 --> 00:15:37.000]  凹到密密的
[00:15:37.000 --> 00:15:39.000]  防曬不是因為要蒙頭
[00:15:39.000 --> 00:15:41.000]  不是代表你信服
[00:15:41.000 --> 00:15:43.000]  所以現在那個是
[00:15:43.000 --> 00:15:46.000]  時代有要求
[00:15:46.000 --> 00:15:50.000]  所以在這裡
[00:15:50.000 --> 00:15:52.000]  那些具體的細節
[00:15:52.000 --> 00:15:55.000]  我不想在這裡
[00:15:55.000 --> 00:15:59.000]  很細節地去講
[00:15:59.000 --> 00:16:01.000]  但給大家特別
[00:16:01.000 --> 00:16:03.000]  在上一講妻子的時候
[00:16:03.000 --> 00:16:04.000]  你就要反省
[00:16:04.000 --> 00:16:09.000]  究竟在我現在的處境
[00:16:09.000 --> 00:16:11.000]  在你現在
[00:16:11.000 --> 00:16:15.000]  2022年這個時代
[00:16:15.000 --> 00:16:16.000]  怎樣為之信服呢
[00:16:16.000 --> 00:16:19.000]  其實你應該會知道
[00:16:19.000 --> 00:16:20.000]  這裡講的是相異
[00:16:20.000 --> 00:16:21.000]  怎樣為之信服
[00:16:21.000 --> 00:16:22.000]  怎樣是fitting
[00:16:22.000 --> 00:16:24.000]  怎樣是合適
[00:16:24.000 --> 00:16:25.000]  你應該會知道
[00:16:25.000 --> 00:16:27.000]  是不是
[00:16:27.000 --> 00:16:29.000]  我不想講
[00:16:29.000 --> 00:16:31.000]  每個家庭不同
[00:16:31.000 --> 00:16:33.000]  譬如舉例來講
[00:16:33.000 --> 00:16:36.000]  我認識一個家庭
[00:16:36.000 --> 00:16:38.000]  或者一對夫婦
[00:16:38.000 --> 00:16:40.000]  他未結婚之前
[00:16:40.000 --> 00:16:43.000]  準太太當時未結婚
[00:16:43.000 --> 00:16:44.000]  已經說
[00:16:44.000 --> 00:16:46.000]  你不要指望我
[00:16:46.000 --> 00:16:48.000]  煮飯給你吃
[00:16:48.000 --> 00:16:49.000]  我不行的
[00:16:49.000 --> 00:16:52.000]  我煮飯煮了你都不喜歡吃
[00:16:52.000 --> 00:16:53.000]  不如你煮吧
[00:16:53.000 --> 00:16:55.000]  以後最多我做其他事
[00:16:55.000 --> 00:16:58.000]  他未結婚之前已經說了
[00:16:58.000 --> 00:17:03.000]  你就說不行要信服
[00:17:03.000 --> 00:17:05.000]  一定要你煮
[00:17:05.000 --> 00:17:06.000]  我相信
[00:17:06.000 --> 00:17:08.000]  這個是不是相異呢
[00:17:08.000 --> 00:17:10.000]  他們要相討
[00:17:10.000 --> 00:17:13.000]  他們是不是一個好的家庭的榜樣
[00:17:13.000 --> 00:17:15.000]  其他人是學不到的
[00:17:15.000 --> 00:17:16.000]  但其他方面
[00:17:16.000 --> 00:17:19.000]  他們又好好配搭
[00:17:19.000 --> 00:17:20.000]  你明白嗎
[00:17:20.000 --> 00:17:22.000]  所以在信服當中
[00:17:22.000 --> 00:17:23.000]  每一個細節
[00:17:23.000 --> 00:17:24.000]  我相信
[00:17:24.000 --> 00:17:27.000]  重點你就是問一個問題
[00:17:27.000 --> 00:17:28.000]  是不是相異
[00:17:28.000 --> 00:17:30.000]  在主裡面是不是相異呢
[00:17:30.000 --> 00:17:32.000]  是不是
[00:17:32.000 --> 00:17:35.000]  一個
[00:17:35.000 --> 00:17:36.000]  這裡先講妻子
[00:17:36.000 --> 00:17:37.000]  待會我會講丈夫
[00:17:37.000 --> 00:17:38.000]  一個妻子
[00:17:38.000 --> 00:17:40.000]  又什麼都不做的
[00:17:40.000 --> 00:17:41.000]  又不煮飯又不清潔
[00:17:41.000 --> 00:17:45.000]  養育子女又不什麼的
[00:17:45.000 --> 00:17:46.000]  每天去打麻將
[00:17:46.000 --> 00:17:49.000]  或者現在社交媒體
[00:17:49.000 --> 00:17:50.000]  相不相異呢
[00:17:50.000 --> 00:17:52.000]  你自己知道
[00:17:52.000 --> 00:17:55.000]  聖經就沒有列這些要求
[00:17:55.000 --> 00:17:57.000]  但是我們知道
[00:17:57.000 --> 00:17:59.000]  是不是一個相異的信服
[00:17:59.000 --> 00:18:02.000]  在2022年這個時代
[00:18:02.000 --> 00:18:05.000]  我們個人是要問自己
[00:18:05.000 --> 00:18:07.000]  是不是
[00:18:07.000 --> 00:18:09.000]  其實在預備的時候
[00:18:09.000 --> 00:18:11.000]  我就想一個問題
[00:18:11.000 --> 00:18:13.000]  我想一個問題
[00:18:13.000 --> 00:18:16.000]  現在其實你知道
[00:18:16.000 --> 00:18:20.000]  基督徒的離婚率都很高的
[00:18:20.000 --> 00:18:25.000]  之前我想差不多十年前
[00:18:25.000 --> 00:18:27.000]  現在我相信都差不多
[00:18:27.000 --> 00:18:29.000]  我沒有更新的數字
[00:18:29.000 --> 00:18:30.000]  就是說
[00:18:30.000 --> 00:18:32.000]  基督徒的離婚率
[00:18:32.000 --> 00:18:34.000]  和不是基督徒的離婚率
[00:18:34.000 --> 00:18:36.000]  是一樣的在美國社會
[00:18:36.000 --> 00:18:38.000]  意思來講是什麼呢
[00:18:38.000 --> 00:18:40.000]  信了耶穌的人
[00:18:40.000 --> 00:18:43.000]  不會因為信了耶穌就不離婚
[00:18:43.000 --> 00:18:45.000]  要離婚的人都是離婚
[00:18:45.000 --> 00:18:47.000]  他沒有信耶穌和有信耶穌是一樣的
[00:18:47.000 --> 00:18:50.000]  意思就是這個社會
[00:18:50.000 --> 00:18:54.000]  是給了我們很多影響
[00:18:54.000 --> 00:18:57.000]  社會上的價值觀
[00:18:57.000 --> 00:18:58.000]  個人的影響
[00:18:58.000 --> 00:19:00.000]  其實對基督徒來講
[00:19:00.000 --> 00:19:02.000]  其實都是很嚴重
[00:19:02.000 --> 00:19:04.000]  以致到有時有些價值
[00:19:04.000 --> 00:19:09.000]  其實我們反映了社會的標準
[00:19:09.000 --> 00:19:11.000]  多於反映聖經的標準
[00:19:11.000 --> 00:19:13.000]  這是第一點的反省
[00:19:13.000 --> 00:19:16.000]  但是其實我問的就是一個問題
[00:19:16.000 --> 00:19:18.000]  現在這麼多離婚
[00:19:18.000 --> 00:19:20.000]  但是譬如古代的時候
[00:19:20.000 --> 00:19:23.000]  中國盲婚啞嫁的時候
[00:19:23.000 --> 00:19:25.000]  沒有什麼離婚
[00:19:25.000 --> 00:19:28.000]  你說牧師你這樣說沒得比
