
[00:00:00.000 --> 00:00:03.180]  各位基發小學畢業的同學
[00:02:24.100 --> 00:02:26.340]  但是你知道那個無線的抗音器
[00:02:26.340 --> 00:02:28.600]  真的很小聲、很幼算
[00:02:28.600 --> 00:02:31.900]  所以坐在後面的人已經不太聽得到
[00:02:31.900 --> 00:02:34.400]  只能夠看著小朋友的擺動
[00:02:34.400 --> 00:02:38.000]  去猜測他的表演內容
[00:02:38.000 --> 00:02:40.240]  所以真的很可惜
[00:02:40.240 --> 00:02:42.900]  原本充滿歡樂的畢業禮
[00:02:42.900 --> 00:02:44.920]  現在因為音響
[00:02:44.920 --> 00:02:47.920]  這些很簡單的資源沒有了
[00:02:47.920 --> 00:02:51.080]  場面令到不單止老師很尷尬
[00:02:51.080 --> 00:02:53.240]  小朋友也很無聊
[00:02:53.240 --> 00:02:55.000]  家長也很無人
[00:02:55.000 --> 00:03:00.040]  所以原來當歡樂的音樂突然停止了
[00:03:00.040 --> 00:03:02.840]  歡樂也彷彿沒有了
[00:03:02.840 --> 00:03:05.120]  沒有了這樣
[00:03:05.120 --> 00:03:07.080]  而在我和你的生活上
[00:03:07.080 --> 00:03:10.640]  可能都遇過類似的情況
[00:03:10.640 --> 00:03:13.800]  熱熱的想著回家享受一下冷氣
[00:03:13.800 --> 00:03:15.120]  誰知道回到家
[00:03:15.120 --> 00:03:17.680]  為什麼冷氣壞了呢?
[00:03:17.680 --> 00:03:19.560]  又或者打電動遊戲
[00:03:19.560 --> 00:03:21.040]  先輕鬆一下
[00:03:21.040 --> 00:03:23.360]  「咦?沒有電」
[00:03:23.360 --> 00:03:26.600]  你們的眼神好像認同一樣
[00:03:26.600 --> 00:03:27.720]  有遇過
[00:03:27.720 --> 00:03:29.160]  「打機沒有電」
[00:03:29.160 --> 00:03:30.960]  想著找找充電器
[00:03:30.960 --> 00:03:32.600]  連充電器也找不到
[00:03:32.600 --> 00:03:34.400]  「哎呀,打不到電」
[00:03:34.400 --> 00:03:37.040]  「不如上電腦看YouTube」
[00:03:37.040 --> 00:03:39.680]  誰知道網絡又發生問題
[00:03:39.680 --> 00:03:41.840]  真是倒楣
[00:03:41.840 --> 00:03:43.960]  這些享受的資源
[00:03:43.960 --> 00:03:46.000]  沒有了的時候
[00:03:46.000 --> 00:03:50.120]  我們的歡樂會不會就這樣消失呢?
[00:03:50.120 --> 00:03:51.320]  在聖經裡
[00:03:51.320 --> 00:03:55.600]  也曾經在婚宴上遇到一些難題
[00:03:55.600 --> 00:03:59.320]  彷彿這些歡樂都要隨之而結束
[00:03:59.320 --> 00:04:03.400]  但當中有出人意外的事情發生了
[00:04:03.400 --> 00:04:05.880]  所以讓我們今天藉著《約翰福音》
[00:04:05.880 --> 00:04:08.120]  二章一至十一節
[00:04:08.120 --> 00:04:09.680]  去看一看這個故事
[00:04:09.680 --> 00:04:11.920]  對於我們人生中真正的歡樂
[00:04:11.920 --> 00:04:15.360]  如何延續帶來什麼樣的提醒
[00:04:15.360 --> 00:04:19.360]  這個故事記載在新約的《約翰福音》
[00:04:19.360 --> 00:04:23.080]  《約翰福音》是聖經新約的其中一卷
[00:04:23.080 --> 00:04:30.920]  這卷書一開始第一章第一字是這樣說
[00:04:30.920 --> 00:04:36.640]  「大初有道,道與上帝同在,道就是上帝」
[00:04:36.640 --> 00:04:39.800]  意思是在萬物創造之先
[00:04:39.800 --> 00:04:42.400]  道就已經存在了
[00:04:42.400 --> 00:04:44.600]  「道」即是華語
[00:04:44.600 --> 00:04:46.800]  是上帝的說話
[00:04:46.800 --> 00:04:51.000]  說話顯示了這位永恆的上帝是怎樣的
[00:04:51.000 --> 00:04:53.960]  就好像一個絕對誠實的人
[00:04:53.960 --> 00:04:57.720]  你能夠從他的話語裏知道他的本性
[00:04:57.720 --> 00:04:58.840]  他想些什麼
[00:04:58.840 --> 00:05:00.800]  他的感情是怎樣
[00:05:00.800 --> 00:05:04.880]  都可以從他所說的話裏流露出來
[00:05:04.880 --> 00:05:09.920]  但由於上帝的道對於人來說仍然很抽象
[00:05:09.920 --> 00:05:15.160]  這個不能單憑人類的智慧能夠完全理解
[00:05:15.160 --> 00:05:19.400]  所以上帝藉著耶穌基督降生
[00:05:19.400 --> 00:05:21.360]  道成為了人
[00:05:21.360 --> 00:05:26.920]  來到這個世界上活生生地將道展現在人間
[00:05:26.920 --> 00:05:31.160]  去顯明人怎樣藉著道得著盼望
[00:05:31.160 --> 00:05:35.080]  正如《約翰福音》一章四節這樣說
[00:05:35.080 --> 00:05:39.400]  「在他裏面有生命,這生命就是人的光」
[00:05:39.400 --> 00:05:43.240]  藉著耶穌基督,人的生命就有光
[00:05:43.240 --> 00:05:45.480]  所以《約翰福音》裏面的故事
[00:05:45.480 --> 00:05:48.720]  不單止記載了耶穌在世上要做的事
[00:05:48.720 --> 00:05:51.960]  更加藉著這些神蹟告訴我們
[00:05:51.960 --> 00:05:53.920]  耶穌基督就是道
[00:05:53.920 --> 00:05:56.800]  並且這個道對於當時的人
[00:05:56.800 --> 00:06:00.720]  和現刻的你和我所帶來的意義
[00:06:00.720 --> 00:06:05.640]  所以今天特別選了《約翰福音》所記述耶穌做的第一個神蹟
[00:06:05.640 --> 00:06:10.160]  去看看當中的一些提醒
[00:06:10.160 --> 00:06:14.200]  一個耶穌和人去慶祝的情景
[00:06:14.200 --> 00:06:17.080]  在第一至六節告訴我們
[00:06:17.080 --> 00:06:18.920]  有一個地方叫加拿大
[00:06:18.920 --> 00:06:20.720]  在那裏有人結婚
[00:06:20.720 --> 00:06:25.040]  耶穌和門徒同樣被邀請參加婚宴
[00:06:25.040 --> 00:06:27.240]  耶穌的媽媽也在那裏
[00:06:27.240 --> 00:06:29.760]  按照猶太人的傳統
[00:06:29.760 --> 00:06:32.400]  婚宴是慶祝七天
[00:06:32.400 --> 00:06:34.960]  這個慶祝不是為了派頭
[00:06:34.960 --> 00:06:37.760]  而是七這個數目字
[00:06:37.760 --> 00:06:43.960]  除了對猶太人來說是充滿著完美、圓滿的意思之外
[00:06:43.960 --> 00:06:48.320]  其實婚姻對猶太人來說是具有極大的意義的
[00:06:48.320 --> 00:06:50.000]  是神聖的
[00:06:50.000 --> 00:06:53.400]  婚禮象徵著新的創造
[00:06:53.400 --> 00:06:57.400]  就好像亞當和夏娃在伊甸園裏的結合
[00:06:57.400 --> 00:07:00.960]  結婚是代表著重新建造伊甸園
[00:07:00.960 --> 00:07:05.160]  一個上帝為世人預備的一個美好的地方
[00:07:05.160 --> 00:07:10.440]  另外婚禮也喚起了猶太人獲得拯救的歡樂
[00:07:10.440 --> 00:07:13.800]  表示過去的憂傷已經消除了
[00:07:13.800 --> 00:07:16.520]  上帝的重建和恢復
[00:07:16.520 --> 00:07:21.400]  令到人可以以歡樂取代憂傷
[00:07:21.400 --> 00:07:27.560]  所以迦南的婚宴不單止對新人的結合帶來了歡樂
[00:07:27.560 --> 00:07:29.080]  而是一個家族
[00:07:29.080 --> 00:07:34.800]  整個民族的延伸和擴展下去的一個歡樂
[00:07:34.800 --> 00:07:38.000]  所以歡樂的氣氛非常濃厚
[00:07:38.000 --> 00:07:41.800]  值得所有人一起大肆慶祝
[00:07:41.800 --> 00:07:43.160]  就是這樣
[00:07:43.160 --> 00:07:44.760]  你可以想像一下
[00:07:44.760 --> 00:07:47.560]  這個婚宴有多少人
[00:07:47.560 --> 00:07:48.760]  七天
[00:07:48.760 --> 00:07:51.960]  要預備的東西有多少呢?
[00:07:51.960 --> 00:07:55.000]  而耶穌參與在他們的婚宴之中
[00:07:55.000 --> 00:08:00.320]  和這群新人一同慶賀他們生命中美好的事情
[00:08:00.320 --> 00:08:02.840]  當他們各人在這個婚宴裏面
[00:08:02.840 --> 00:08:05.400]  享受這個美好的時刻
[00:08:05.400 --> 00:08:06.520]  突然間
[00:08:06.520 --> 00:08:08.320]  難題遇到了
[00:08:08.320 --> 00:08:09.480]  就是什麼呢?
[00:08:09.480 --> 00:08:11.680]  酒沒有了
[00:08:11.680 --> 00:08:14.440]  耶穌的媽媽知道了這件事
[00:08:14.440 --> 00:08:15.960]  就對耶穌說
[00:08:15.960 --> 00:08:17.760]  他們沒有酒了
[00:08:17.760 --> 00:08:19.520]  為什麼會這麼緊張呢?
[00:08:19.520 --> 00:08:20.960]  就是因為酒
[00:08:20.960 --> 00:08:22.800]  對於當時的人來說
[00:08:22.800 --> 00:08:26.360]  是婚宴上一個很重要的部分
[00:08:26.360 --> 00:08:28.920]  婚宴上的酒都用完了
[00:08:28.920 --> 00:08:32.320]  用來獻樂的資源都沒有了
[00:08:32.320 --> 00:08:34.440]  對於我們來說很簡單
[00:08:34.440 --> 00:08:36.280]  我們馬上去7-11買就可以了
[00:08:36.280 --> 00:08:37.680]  24小時服務
[00:08:37.680 --> 00:08:40.160]  但是當時沒有這麼容易買到酒
[00:08:40.160 --> 00:08:41.640]  在慶賀的時刻
[00:08:41.640 --> 00:08:42.800]  酒沒有了
[00:08:42.800 --> 00:08:44.440]  沒有東西可以取代
[00:08:44.440 --> 00:08:45.200]  就是說
[00:08:45.200 --> 00:08:47.880]  當資源一旦用完的時候
[00:08:47.880 --> 00:08:49.080]  這個意味著
[00:08:49.080 --> 00:08:50.400]  這個慶祝
[00:08:50.400 --> 00:08:52.000]  將要終止
[00:08:52.000 --> 00:08:53.200]  這個歡樂
[00:08:53.200 --> 00:08:55.400]  將要停止
[00:08:55.400 --> 00:08:58.000]  耶穌的媽媽察覺到這件事
[00:08:58.000 --> 00:09:01.160]  她不希望這個慶典就這樣散場
[00:09:01.160 --> 00:09:04.280]  她將這一份憂慮告訴耶穌
[00:09:04.280 --> 00:09:08.080]  也是彷彿向耶穌發出一個請求
[00:09:08.080 --> 00:09:10.200]  不過耶穌的回答是怎樣呢?
[00:09:10.200 --> 00:09:10.960]  祂說
[00:09:10.960 --> 00:09:13.720]  「母親,我與你何干呢?
[00:09:13.720 --> 00:09:16.080]  我的時候沒有到」
[00:09:16.080 --> 00:09:19.120]  耶穌這個回應好像很冷淡
[00:09:19.120 --> 00:09:20.440]  但是耶穌的回應
[00:09:20.440 --> 00:09:22.360]  其實是針對著
[00:09:22.360 --> 00:09:25.600]  他們沒有酒的這個要求
[00:09:25.600 --> 00:09:26.680]  事實上
[00:09:26.680 --> 00:09:31.040]  耶穌本身真的不是這個宴會的主人
[00:09:31.040 --> 00:09:33.840]  這件事其實真的與祂無關
[00:09:33.840 --> 00:09:34.800]  你想想
[00:09:34.800 --> 00:09:36.040]  當你去喝酒的時候
[00:09:36.040 --> 00:09:38.480]  又或者你去同學的生日派對
[00:09:38.480 --> 00:09:39.440]  有人跟你說
[00:09:39.440 --> 00:09:41.560]  「喂,沒有汽水了」
[00:09:41.560 --> 00:09:42.960]  那你會怎樣呢?
[00:09:42.960 --> 00:09:45.200]  你不是那個生日會的主人
[00:09:45.200 --> 00:09:47.560]  你也不知道怎樣做的,是不是?
[00:09:47.560 --> 00:09:49.000]  如果你是新郎哥
[00:09:49.000 --> 00:09:52.000]  或者負責婚宴的人
[00:09:52.000 --> 00:09:53.800]  你可能會大為緊張
[00:09:53.800 --> 00:09:55.560]  但是你只不過是一個客人
[00:09:55.560 --> 00:09:57.080]  你只是一心一意
[00:09:57.080 --> 00:09:59.840]  想著為一對新人去高興
[00:09:59.840 --> 00:10:02.120]  現在宴會上出問題了
[00:10:02.120 --> 00:10:04.120]  又怎會與我何干呢?
[00:10:04.120 --> 00:10:04.960]  不過
[00:10:04.960 --> 00:10:06.280]  耶穌的回答
[00:10:06.280 --> 00:10:11.320]  其實更具另一個更深層的意義
[00:10:11.320 --> 00:10:12.560]  酒
[00:10:12.560 --> 00:10:15.160]  意味著為身體提供
[00:10:15.160 --> 00:10:17.400]  此時此刻的歡樂
[00:10:17.400 --> 00:10:19.320]  所需要的資源
[00:10:19.320 --> 00:10:20.440]  有了酒
[00:10:20.440 --> 00:10:22.720]  他們的身體就得到滿足
[00:10:22.720 --> 00:10:26.400]  他們的歡樂就好像很圓滿一樣
[00:10:26.400 --> 00:10:29.160]  而耶穌的媽媽所關切的
[00:10:29.160 --> 00:10:31.320]  正是此時此刻
[00:10:31.320 --> 00:10:34.160]  他們身體所得到的滿足
[00:10:34.160 --> 00:10:37.440]  所以祂期望耶穌能夠做一些事
[00:10:37.440 --> 00:10:38.760]  不過要知道
[00:10:38.760 --> 00:10:40.720]  耶穌來世上的目的
[00:10:40.720 --> 00:10:42.040]  所要做的事
[00:10:42.040 --> 00:10:44.000]  不是為了滿足祂媽媽
[00:10:44.000 --> 00:10:45.960]  或者其他人的吩咐
[00:10:45.960 --> 00:10:48.160]  因為正如先前提到
[00:10:48.160 --> 00:10:50.400]  耶穌來世是為了顯明
[00:10:50.400 --> 00:10:53.600]  道對人生命的真正意義
[00:10:53.600 --> 00:10:57.880]  耶穌不是單單為了滿足人的需要而來
[00:10:57.880 --> 00:10:59.440]  因為如果人的歡樂
[00:10:59.440 --> 00:11:01.600]  只是依靠著資源
[00:11:01.600 --> 00:11:04.040]  物質所帶來的供應
[00:11:04.040 --> 00:11:05.560]  而得著的滿足
[00:11:05.560 --> 00:11:09.760]  縱然這個人身體所得到的需要得到滿足
[00:11:09.760 --> 00:11:11.600]  但是這些資源
[00:11:11.600 --> 00:11:13.880]  物質仍然會終止
[00:11:13.880 --> 00:11:15.400]  仍然會用完
[00:11:15.400 --> 00:11:18.240]  仍然會用盡
[00:11:18.240 --> 00:11:21.480]  人的生命其實真的有很多值得高興
[00:11:21.480 --> 00:11:23.240]  和慶祝的事
[00:11:23.240 --> 00:11:26.240]  但是提供我們慶祝的資源
[00:11:26.240 --> 00:11:27.800]  可能會沒有的
[00:11:27.800 --> 00:11:30.240]  可能結束的一天
[00:11:30.240 --> 00:11:34.400]  也意味著令我們歡樂的事會終止
[00:11:34.400 --> 00:11:37.520]  這些可能是金錢所帶來的享受
[00:11:37.520 --> 00:11:40.480]  關係著終給予人的滿足
[00:11:40.480 --> 00:11:43.760]  又或者成功所帶來的榮譽
[00:11:43.760 --> 00:11:45.880]  當然這些在我們人生之中
[00:11:45.880 --> 00:11:47.840]  是有價值和意義
[00:11:47.840 --> 00:11:49.560]  正如耶穌也會在當中
[00:11:49.560 --> 00:11:51.960]  與人一起慶賀一樣
[00:11:51.960 --> 00:11:53.480]  不過這些事
[00:11:53.480 --> 00:11:56.280]  有一天可能會終止
[00:11:56.280 --> 00:11:57.720]  可能會完
[00:11:57.720 --> 00:12:00.080]  可能會用盡
[00:12:00.080 --> 00:12:03.200]  而這個不一定是因為生命的結束
[00:12:03.200 --> 00:12:04.720]  才會停止
[00:12:04.720 --> 00:12:06.720]  正如在這個婚宴裏面
[00:12:06.720 --> 00:12:08.040]  婚宴未結束
[00:12:08.040 --> 00:12:10.080]  酒就用盡了
[00:12:10.080 --> 00:12:12.640]  我們不知道這些酒用盡的原因
[00:12:12.640 --> 00:12:15.560]  是不是因為喝的人突然間多了
[00:12:15.560 --> 00:12:19.040]  又或者那些人的酒量突然間變強了
[00:12:19.040 --> 00:12:20.400]  聖經沒有提到
[00:12:20.400 --> 00:12:22.320]  但是它就是這樣發生
[00:12:22.320 --> 00:12:24.120]  也正如我們人生中
[00:12:24.120 --> 00:12:26.720]  很多的事是我們不能夠預期
[00:12:26.720 --> 00:12:28.880]  無法完全掌握
[00:12:28.880 --> 00:12:30.520]  我相信在座的你
[00:12:30.520 --> 00:12:31.400]  在最近
[00:12:31.400 --> 00:12:34.120]  又或者近這一半年都特別經歷
[00:12:34.120 --> 00:12:36.800]  特別是當疫情開始的時候
[00:12:36.800 --> 00:12:39.320]  當我們怎麼也找不到口罩
[00:12:39.320 --> 00:12:40.880]  怎麼也買不到
[00:12:40.880 --> 00:12:42.080]  酒精初首日
[00:12:42.080 --> 00:12:43.920]  也用盡了的時候
[00:12:43.920 --> 00:12:45.440]  你心裏面的徬徨
[00:12:45.440 --> 00:12:46.440]  你就知道
[00:12:46.440 --> 00:12:49.920]  當我們遇到這些資源沒有的時候
[00:12:49.920 --> 00:12:53.440]  我們生命所寄託的又是些什麼呢?
[00:12:53.440 --> 00:12:56.760]  所以如果人的歡樂只是依靠資源
[00:12:56.760 --> 00:12:59.680]  物質所帶來的供應而得著滿足
[00:12:59.680 --> 00:13:03.560]  縱然這一刻身體上的需要能夠滿足
[00:13:03.560 --> 00:13:05.680]  但這些仍然會終止
[00:13:05.680 --> 00:13:06.640]  會永遠
[00:13:06.640 --> 00:13:08.040]  會用盡的
[00:13:08.040 --> 00:13:08.960]  這一刻
[00:13:08.960 --> 00:13:12.400]  耶穌的媽媽可能意會到耶穌這個意思
[00:13:12.400 --> 00:13:14.360]  也都可能未完全理解
[00:13:14.360 --> 00:13:16.480]  正如我和你現在可能都
[00:13:16.480 --> 00:13:19.920]  未很清楚到底這一件是什麼回事
[00:13:19.920 --> 00:13:21.320]  但是經文就提到
[00:13:21.320 --> 00:13:26.640]  耶穌的媽媽承認耶穌在這件事上有祂的主意
[00:13:26.640 --> 00:13:29.480]  她認耶穌全權介入
[00:13:29.480 --> 00:13:31.680]  就對瀑人說
[00:13:31.680 --> 00:13:33.760]  祂告訴你什麼事情
[00:13:33.760 --> 00:13:35.480]  你就照做
[00:13:35.480 --> 00:13:37.080]  接著耶穌的母親
[00:13:37.080 --> 00:13:40.240]  就在這個故事裏面沒有再出現
[00:13:40.240 --> 00:13:40.880]  好了
[00:13:40.880 --> 00:13:44.480]  我們繼續看6至11節
[00:13:44.480 --> 00:13:50.960]  聖經提到耶穌如何全權介入這件事
[00:13:50.960 --> 00:13:56.240]  裏面提到在那裏擺了六個石造的大缸
[00:13:56.240 --> 00:14:01.040]  原來這些大缸是載著水
[00:14:01.040 --> 00:14:06.640]  就是被猶太人用作潔淨之禮所用的水缸
[00:14:06.640 --> 00:14:08.240]  耶穌對瀑人說
[00:14:08.240 --> 00:14:10.280]  將缸倒滿水
[00:14:10.280 --> 00:14:13.880]  那些瀑人就將水倒滿在那些缸裏面
[00:14:13.880 --> 00:14:15.520]  滿到快要死了
[00:14:15.520 --> 00:14:16.680]  耶穌對他們說
[00:14:16.680 --> 00:14:18.280]  現在倒出來
[00:14:18.280 --> 00:14:21.080]  送給宴會的總管
[00:14:21.080 --> 00:14:23.160]  他們就送去
[00:14:23.160 --> 00:14:24.160]  哇
[00:14:24.160 --> 00:14:28.160]  那個宴會總管喝了一口這些水
[00:14:28.160 --> 00:14:30.280]  不得了
[00:14:30.280 --> 00:14:31.040]  哇
[00:14:31.040 --> 00:14:32.880]  這個是好酒
[00:14:32.880 --> 00:14:34.280]  這樣說
[00:14:34.280 --> 00:14:36.040]  什麼是好酒
[00:14:36.040 --> 00:14:36.760]  在座的你
[00:14:36.760 --> 00:14:38.920]  你覺得什麼是好酒呢?
[00:14:38.920 --> 00:14:40.760]  通常我們形容
[00:14:40.760 --> 00:14:42.040]  雞有雞味
[00:14:42.040 --> 00:14:43.880]  薯片有薯片味
[00:14:43.880 --> 00:14:47.040]  好酒就應該有酒味
[00:14:47.040 --> 00:14:51.360]  日本有一套漫畫叫做《神之水滴》
[00:14:51.360 --> 00:14:55.040]  如果喝紅酒的人可能都會知道
[00:14:55.040 --> 00:14:58.520]  它是說世界各地的美酒
[00:14:58.520 --> 00:15:00.840]  不過最好看的就是
[00:15:00.840 --> 00:15:03.600]  那些品酒師
[00:15:03.600 --> 00:15:05.760]  喝完試完那些酒之後
[00:15:05.760 --> 00:15:07.680]  那些形容詞
[00:15:07.680 --> 00:15:09.640]  他們形容好酒是怎樣呢?
[00:15:09.640 --> 00:15:10.840]  他這樣說
[00:15:10.840 --> 00:15:12.080]  哇
[00:15:12.080 --> 00:15:16.280]  這瓶酒散發著好像花一樣的香氣
[00:15:16.280 --> 00:15:20.520]  混合了幾種複雜的芬芳
[00:15:20.520 --> 00:15:22.600]  這瓶酒的味道
[00:15:22.600 --> 00:15:26.000]  擁有驚人的生命力
[00:15:26.000 --> 00:15:26.400]  哇
[00:15:26.400 --> 00:15:27.720]  當你聽到之後
[00:15:27.720 --> 00:15:30.000]  你會不會想像到
[00:15:30.000 --> 00:15:33.640]  驚人的生命力的酒會是怎樣呢?
[00:15:33.640 --> 00:15:35.920]  不知道聖經裡面
[00:15:35.920 --> 00:15:37.840]  這位宴會的總管
[00:15:37.840 --> 00:15:39.560]  是不是喝到這種
[00:15:39.560 --> 00:15:42.160]  驚人的生命力的味道
[00:15:42.160 --> 00:15:43.440]  但顯然
[00:15:43.440 --> 00:15:44.520]  他知道
[00:15:44.520 --> 00:15:48.680]  這個酒跟原先的酒有很大的分別
[00:15:48.680 --> 00:15:50.720]  他不知道這個酒的來源
[00:15:50.720 --> 00:15:54.040]  因為只有斟水出來的僕人才知道
[00:15:54.040 --> 00:15:55.160]  所以他很奇怪
[00:15:55.160 --> 00:15:58.200]  新郎的安排就是走去問新郎
[00:15:58.200 --> 00:16:02.720]  人人都是先擺了最好的酒給別人喝
[00:16:02.720 --> 00:16:05.040]  因為等客人醉醒的時候
[00:16:05.040 --> 00:16:07.560]  那些味覺失去了味道的時候
[00:16:07.560 --> 00:16:09.280]  你就分不到哪些是次等
[00:16:09.280 --> 00:16:12.080]  哪些是最好的了
[00:16:12.080 --> 00:16:15.880]  所以就是這樣
[00:16:15.880 --> 00:16:18.160]  那個宴會的總管就很奇怪
[00:16:18.160 --> 00:16:22.560]  為什麼新郎會把好酒擺到後期
[00:16:22.560 --> 00:16:26.000]  現在才拿出來
[00:16:26.000 --> 00:16:29.640]  我相信當刻新郎聽到都瘋了
[00:16:29.640 --> 00:16:31.280]  他都沒有這樣的安排
[00:16:31.280 --> 00:16:33.440]  而且負責婚宴上的
[00:16:33.440 --> 00:16:34.880]  餐飲食物
[00:16:34.880 --> 00:16:40.040]  應該是這個餐會的總管去負責的
[00:16:40.040 --> 00:16:42.280]  為什麼會毫不知情?
[00:16:42.280 --> 00:16:45.000]  其實這個宴會的總管
[00:16:45.000 --> 00:16:48.320]  他連酒不夠他都不知道
[00:16:48.320 --> 00:16:50.720]  新郎真是所託非人
[00:16:50.720 --> 00:16:53.640]  這麼重要的任務都沒有做好
[00:16:53.640 --> 00:16:55.280]  又或者
[00:16:55.280 --> 00:16:57.240]  這個宴會的總管
[00:16:57.240 --> 00:16:59.280]  他根本沒有意識到
[00:16:59.280 --> 00:17:02.520]  原來資源是會終止
[00:17:02.520 --> 00:17:03.480]  會完
[00:17:03.480 --> 00:17:05.160]  會用盡的
[00:17:05.160 --> 00:17:07.520]  不過無論新郎也好
[00:17:07.520 --> 00:17:09.840]  這個宴會的總管也好
[00:17:09.840 --> 00:17:12.320]  人所預備最好的
[00:17:12.320 --> 00:17:14.760]  就是在婚宴開始所用的酒
[00:17:14.760 --> 00:17:15.960]  都及不上
[00:17:15.960 --> 00:17:18.320]  後來耶穌把平凡
[00:17:18.320 --> 00:17:19.720]  簡單的水
[00:17:19.720 --> 00:17:22.240]  轉化為好酒
[00:17:22.240 --> 00:17:24.240]  這個就是擁有
[00:17:24.240 --> 00:17:27.520]  驚人生命力味道的酒
[00:17:27.520 --> 00:17:29.440]  而這些平凡的水
[00:17:29.440 --> 00:17:32.320]  是來自於那六口石缸
[00:17:32.320 --> 00:17:37.920]  原本是猶太人用作潔淨之禮所用的
[00:17:37.920 --> 00:17:41.200]  潔淨禮就是猶太人嚴格的規定
[00:17:41.200 --> 00:17:43.720]  不洗手就不可以吃飯
[00:17:43.720 --> 00:17:45.760]  我們的概念就是
[00:17:45.760 --> 00:17:47.520]  吃飯洗手很正常
[00:17:47.520 --> 00:17:50.320]  就好像我們現在抗疫時期
[00:17:50.320 --> 00:17:51.640]  又或者平時都是
[00:17:51.640 --> 00:17:54.200]  習慣經常洗手
[00:17:54.200 --> 00:17:58.480]  但當時就沒有細菌病毒這些知識
[00:17:58.480 --> 00:18:01.440]  所以洗手不是衛生的問題
[00:18:01.440 --> 00:18:04.480]  是一個宗教儀式上的潔淨
[00:18:04.480 --> 00:18:05.680]  你潔淨了
[00:18:05.680 --> 00:18:08.960]  你就可以享用這個婚宴了
[00:18:08.960 --> 00:18:11.120]  不過很有趣的是
