
[00:00:00.000 --> 00:00:03.680]  我們中國人有一句話叫天人合一
[00:06:18.240 --> 00:06:23.040]  那為什麼說尼西米他冒著生命危險來求王呢?
[00:06:23.040 --> 00:06:27.840]  因為當時在亞達薛西王的年間
[00:06:27.840 --> 00:06:35.940]  曾經有省長利紅和書記申帥這些人
[00:06:35.940 --> 00:06:39.640]  他們聯名上書亞達薛西王
[00:06:39.640 --> 00:06:42.440]  他就控告耶路撒冷的猶大人
[00:06:42.440 --> 00:06:47.640]  反對他們來修建耶路撒冷的城牆
[00:06:47.640 --> 00:06:50.440]  而且敦促亞達薛西王
[00:06:50.440 --> 00:06:53.140]  你要查考先王的實錄
[00:06:53.140 --> 00:06:56.940]  證明這個城的人他們真的是反叛的
[00:06:56.940 --> 00:06:59.640]  那裡發生很多卑鄙的事情
[00:06:59.640 --> 00:07:03.240]  所以這個城就被拆毀
[00:07:03.240 --> 00:07:08.640]  當亞達薛西王真的去查考這個事情的時候
[00:07:08.640 --> 00:07:14.040]  他真的證明耶路撒冷曾經發生背叛先王的事實
[00:07:14.040 --> 00:07:18.440]  所以他就下命令停止修建城牆
[00:07:18.440 --> 00:07:22.840]  那現在尼西米竟然要求亞達薛西王
[00:07:22.840 --> 00:07:25.440]  推翻他之前的命令
[00:07:25.440 --> 00:07:27.940]  那意味著他是對王不敬
[00:07:27.940 --> 00:07:30.140]  有叛逆之嫌
[00:07:30.140 --> 00:07:33.340]  但是尼西米他為了同胞的福祉
[00:07:33.340 --> 00:07:38.640]  他就甘願來付上這個代價
[00:07:38.640 --> 00:07:43.740]  第二個尼西米他對他的家國人民
[00:07:43.740 --> 00:07:46.340]  還有一種晝夜為他們禱告
[00:07:46.340 --> 00:07:49.540]  與民認同的情操
[00:07:49.540 --> 00:07:54.140]  那經文的第六第七節提到尼西米禱告神
[00:07:54.140 --> 00:07:58.140]  他說自己晝夜的來為以色列民祈禱
[00:07:58.140 --> 00:08:02.540]  不但如此他不是在神面前自以為意
[00:08:02.540 --> 00:08:05.640]  覺得都是我的那些的老百姓不好
[00:08:05.640 --> 00:08:07.740]  是他們犯了罪我沒有犯罪
[00:08:07.740 --> 00:08:09.240]  他不是這樣
[00:08:09.240 --> 00:08:13.840]  他反而是使自己與他的同胞來認同
[00:08:13.840 --> 00:08:15.740]  哪怕是同胞犯了錯
[00:08:15.740 --> 00:08:18.840]  但是我跟他們是心連著心
[00:08:18.840 --> 00:08:20.240]  血連著血
[00:08:20.240 --> 00:08:25.140]  所以他也承認自己父家與以色列人同樣犯了罪
[00:08:25.140 --> 00:08:26.740]  得罪上帝
[00:08:26.740 --> 00:08:30.040]  而且所行的甚是邪惡
[00:08:30.040 --> 00:08:34.440]  那尼西米他雖然本人是一個敬畏上帝的人
[00:08:34.440 --> 00:08:39.840]  他卻沒有因為同胞向神犯罪而置身事外
[00:08:39.840 --> 00:08:42.140]  與他們劃清界限
[00:08:42.140 --> 00:08:46.140]  他反而是與同胞深深的認同
[00:08:46.140 --> 00:08:48.640]  他承認以色列人的罪
[00:08:48.640 --> 00:08:52.540]  就是他和他父家所犯的罪
[00:08:52.540 --> 00:08:56.140]  尼西米因為以色列背逆
[00:08:56.140 --> 00:08:57.440]  背道
[00:08:57.440 --> 00:08:59.540]  行事邪惡得罪上帝
[00:08:59.540 --> 00:09:05.340]  他從內心就發出對罪的控訴和懺悔的吶喊
[00:09:05.340 --> 00:09:07.340]  從他的呼喊當中
[00:09:07.340 --> 00:09:16.740]  你可以感受到尼西米與以色列人一份血脈相連的手足之情
[00:09:16.740 --> 00:09:22.440]  第三,尼西米是以神的眼光來看他的同胞
[00:09:22.440 --> 00:09:27.840]  在他的禱告當中他提到
[00:09:27.840 --> 00:09:30.940]  這些都是你的僕人,你的子民
[00:09:30.940 --> 00:09:35.940]  是你用你的大能和你強而有力的手所救贖的
[00:09:35.940 --> 00:09:40.440]  除了以色列人為血濃於水的同胞之外
[00:09:40.440 --> 00:09:46.140]  尼西米更加明白以色列人其實是神的子民
[00:09:46.140 --> 00:09:47.740]  是他的百姓
[00:09:47.740 --> 00:09:51.940]  是神用大力大能的手救贖出來的
[00:09:51.940 --> 00:09:55.240]  所以除了從血緣的關係以外
[00:09:55.240 --> 00:09:59.440]  尼西米更是用神的眼光來看以色列人
[00:09:59.440 --> 00:10:02.840]  他沒有忘記以色列人是上帝的選民
[00:10:02.840 --> 00:10:05.240]  是神所愛的子民
[00:10:05.240 --> 00:10:10.140]  是神從埃及維農之家拯救出來的
[00:10:10.140 --> 00:10:13.740]  我們看完了尼西米的家國情懷
[00:10:13.740 --> 00:10:19.240]  我們還看到尼西米在職場的見證
[00:10:19.240 --> 00:10:23.540]  尼西米他是一位待職侍奉神的人
[00:10:23.540 --> 00:10:27.440]  他不但在侍奉上謙卑敬虔
[00:10:27.440 --> 00:10:31.240]  在職場上他也有美好的榜樣
[00:10:31.240 --> 00:10:37.340]  當時尼西米的職業他是王的酒政
[00:10:37.340 --> 00:10:42.040]  你可以看得出來他是深得上司的信任
[00:10:42.040 --> 00:10:44.540]  為什麼呢?因為做酒政
[00:10:44.540 --> 00:10:47.540]  他的工作就是負責來選擇
[00:10:47.540 --> 00:10:50.440]  還有品嘗王的酒
[00:10:50.440 --> 00:10:52.940]  王還沒有喝那個酒之前
[00:10:52.940 --> 00:10:57.440]  他要先嘗一下看看那個酒有沒有被下毒
[00:10:57.440 --> 00:11:00.040]  所以如果王不信任他的話
[00:11:00.040 --> 00:11:04.540]  不敢讓這個人來當這麼重要的位置
[00:11:04.540 --> 00:11:07.740]  尼西米不但得到上司的信任
[00:11:07.740 --> 00:11:11.340]  連王後也毫不妨礙他的計劃
[00:11:11.340 --> 00:11:14.740]  那經文很特別在六節提到
[00:11:14.740 --> 00:11:17.340]  王後坐在王的旁邊
[00:11:17.340 --> 00:11:21.340]  你看到王後沒有阻撓那個王
[00:11:21.340 --> 00:11:23.940]  跟尼西米的對談
[00:11:23.940 --> 00:11:28.340]  還有他對尼西米的那些的應允他的事情
[00:11:28.340 --> 00:11:33.140]  所以你看到王後其實也對他蠻信任的
[00:11:33.140 --> 00:11:34.540]  那第二呢
[00:11:34.540 --> 00:11:37.840]  尼西米他也深得上司的喜愛
[00:11:37.840 --> 00:11:39.940]  從經文我們可以推測
[00:11:39.940 --> 00:11:44.340]  尼西米應該與他的上司有非常美好的關係
[00:11:44.340 --> 00:11:46.140]  以至這個上司呢
[00:11:46.140 --> 00:11:49.040]  竟然能夠從他的面容上
[00:11:49.040 --> 00:11:51.940]  看到他的心事
[00:11:51.940 --> 00:11:54.740]  很難得有這麼一位的上司
[00:11:54.740 --> 00:11:58.040]  大家在你過去工作的過程當中
[00:11:58.040 --> 00:12:00.540]  有沒有遇到同樣的一位上司
[00:12:00.540 --> 00:12:02.140]  你開心不開心
[00:12:02.140 --> 00:12:03.640]  他都能夠察覺
[00:12:03.640 --> 00:12:05.840]  他都能夠明白
[00:12:05.840 --> 00:12:09.640]  那經文說那個王看到他的面容就問他
[00:12:09.640 --> 00:12:12.040]  你怎麼面帶愁容呢?
[00:12:12.040 --> 00:12:15.940]  是不是你心中有愁煩呢?
[00:12:15.940 --> 00:12:19.340]  那當尼西米他跟這個王
[00:12:19.340 --> 00:12:21.140]  澄明他的心事
[00:12:21.140 --> 00:12:25.140]  而且向他
[00:12:25.140 --> 00:12:27.340]  祈求一些事情的時候
[00:12:27.340 --> 00:12:31.340]  聖經說這個王都一一的答應了
[00:12:31.340 --> 00:12:35.140]  那他要求希望王給他什麼呢?
[00:12:35.140 --> 00:12:37.640]  那他的要求就包括
[00:12:37.640 --> 00:12:40.640]  希望王可以讓他回到耶路撒冷
[00:12:40.640 --> 00:12:42.740]  重建聖城
[00:12:42.740 --> 00:12:43.840]  那第二呢
[00:12:43.840 --> 00:12:46.640]  就是賜給他詔書
[00:12:46.640 --> 00:12:51.740]  讓他可以暢通無阻的回到猶大地
[00:12:51.740 --> 00:12:52.940]  那第三呢
[00:12:52.940 --> 00:12:55.040]  就是賜給他詔書
[00:12:55.040 --> 00:12:57.840]  通知河西那邊的省長
[00:12:57.840 --> 00:13:07.840]  賜他詔書讓他能夠得到重建宮城的所有的那些的材料
[00:13:07.840 --> 00:13:10.740]  這個五節七節到八節
[00:13:10.740 --> 00:13:14.840]  我們就可以看到尼西米的要求了
[00:13:14.840 --> 00:13:19.040]  那尼西米他沒有因為他敬畏天上的神
[00:13:19.040 --> 00:13:23.640]  而疏忽他在地上的職責和態度
[00:13:23.640 --> 00:13:26.840]  他在王宮裡面贏得的信任
[00:13:26.840 --> 00:13:29.340]  在服侍神的事情上
[00:13:29.340 --> 00:13:33.240]  產生了極大的價值和功效
[00:13:33.240 --> 00:13:37.140]  可以說他因為在工作上有這麼美好的見證
[00:13:37.140 --> 00:13:40.540]  以致他將來要去做神的事情的時候
[00:13:40.540 --> 00:13:47.840]  神也透過他的這些的職場的人員來成為他的幫助
[00:13:47.840 --> 00:13:50.340]  那有些基督徒就以為
[00:13:50.340 --> 00:13:53.040]  我在教會好好的侍奉
[00:13:53.040 --> 00:13:55.640]  好好的參與就夠了
[00:13:55.640 --> 00:13:58.940]  我在職場做事卻是媽媽呼呼
[00:13:58.940 --> 00:14:01.340]  隨隨便便不負責任
[00:14:01.340 --> 00:14:04.240]  與同事的關係也非常的惡劣
[00:14:04.240 --> 00:14:05.240]  這樣就不好了
[00:14:05.240 --> 00:14:07.940]  我們這樣就失去了見證
[00:14:07.940 --> 00:14:11.940]  大大的失去見證
[00:14:11.940 --> 00:14:14.740]  我記得我以前有好多年的時間
[00:14:14.740 --> 00:14:18.440]  我在蘇文大學蘇文大學工作
[00:14:18.440 --> 00:14:21.840]  我很感恩那時候我包括我的老闆
[00:14:21.840 --> 00:14:24.740]  包括我的上司同事
[00:14:24.740 --> 00:14:26.940]  甚至老闆的太太
[00:14:26.940 --> 00:14:29.540]  他們都對我非常非常的信任
[00:14:29.540 --> 00:14:30.840]  很關心我
[00:14:30.840 --> 00:14:32.240]  我真的沒有想到
[00:14:32.240 --> 00:14:37.140]  過去六年我們在蘇文大學來舉行廣東話班
[00:14:37.140 --> 00:14:42.040]  也真的因為過去在蘇文工作的那十年當中
[00:14:42.040 --> 00:14:45.340]  我相信上帝也是讓我在當中
[00:14:45.340 --> 00:14:48.940]  讓他們看到我是一個負責任的人
[00:14:48.940 --> 00:14:50.840]  我是個值得信任的人
[00:14:50.840 --> 00:14:53.140]  所以後來當我們說
[00:14:53.140 --> 00:14:56.640]  好不好我們回去服侍蘇文的同學
[00:14:56.640 --> 00:15:01.240]  那學校方面也是非常非常的歡迎我們回去
[00:15:01.240 --> 00:15:02.940]  也一直很支持
[00:15:02.940 --> 00:15:05.440]  很信任我們在那裡的服侍
[00:15:05.440 --> 00:15:06.840]  所以我也真的看到
[00:15:06.840 --> 00:15:11.440]  原來我們在職場的那個見證很重要
[00:15:11.440 --> 00:15:16.940]  往後上帝也就透過你過去在職場的工作
[00:15:16.940 --> 00:15:21.640]  來為你來開路做服侍的工作
[00:15:21.640 --> 00:15:24.940]  我以前也曾經有四年在河北來工作
[00:15:24.940 --> 00:15:27.240]  服侍貧窮的人
[00:15:27.240 --> 00:15:30.440]  我也是很感恩在那段的經歷裡面
[00:15:30.440 --> 00:15:33.640]  雖然我從香港回去
[00:15:33.640 --> 00:15:36.340]  兩地的文化有很多的不一樣
[00:15:36.340 --> 00:15:39.740]  可是上帝也讓我學習怎樣謙卑的
[00:15:39.740 --> 00:15:42.840]  在他們當中跟他們來合作
[00:15:42.840 --> 00:15:44.240]  也教懂我
[00:15:44.240 --> 00:15:46.440]  我們在合作的過程當中
[00:15:46.440 --> 00:15:50.540]  以互相的尊重來依次的工作
[00:15:50.540 --> 00:15:51.940]  所以很感恩
[00:15:51.940 --> 00:15:53.740]  特別在縣裡面
[00:15:53.740 --> 00:15:56.440]  我跟各級的政府的官員
[00:15:56.440 --> 00:15:59.140]  從村幹部一直到縣委書記
[00:15:59.140 --> 00:16:01.440]  我們都有非常美好的關係
[00:16:01.440 --> 00:16:03.640]  也讓我們在那幾年的工作
[00:16:03.640 --> 00:16:05.740]  也是處處看到上帝
[00:16:05.740 --> 00:16:09.440]  他給我們有很大的恩典
[00:16:09.440 --> 00:16:11.140]  讓我們跟官員
[00:16:11.140 --> 00:16:15.740]  跟村裡的老百姓也是有非常美好的關係
[00:16:18.540 --> 00:16:23.540]  第三 我們看到尼西米與神的關係
[00:16:23.540 --> 00:16:25.640]  尼西米他對國家人民
[00:16:25.640 --> 00:16:28.840]  那份血濃於水的深厚情誼
[00:16:28.840 --> 00:16:32.040]  他在職場上美好的見證
[00:16:32.040 --> 00:16:36.440]  我相信不是毫無原因的
[00:16:36.440 --> 00:16:41.240]  這是因為他常常與神有非常美好的關係
[00:16:41.240 --> 00:16:47.240]  可以說他是與神親密同行
[00:16:47.240 --> 00:16:49.240]  是因為他與神的關係
[00:16:49.240 --> 00:16:52.440]  造就了他深至的家國情懷
[00:16:52.440 --> 00:16:55.440]  和美好的職場見證
[00:16:55.440 --> 00:16:58.540]  那尼西米與神親密同行的關係
[00:16:58.540 --> 00:17:00.740]  體現在哪幾方面呢?
[00:17:00.740 --> 00:17:04.140]  首先我們看到他常常的禱告
[00:17:04.140 --> 00:17:07.240]  常常的向神傾心圖義
[00:17:07.240 --> 00:17:09.140]  那無論遇到任何事情
[00:17:09.140 --> 00:17:12.640]  尼西米第一件事就是禱告
[00:17:12.640 --> 00:17:16.140]  有時候還加上進食禱告
[00:17:16.140 --> 00:17:17.840]  那第四節就提到了
[00:17:17.840 --> 00:17:22.540]  他聽到那些護國人民的事情
[00:17:22.540 --> 00:17:25.840]  他就坐下哭泣悲傷了好幾天
[00:17:25.840 --> 00:17:30.740]  在天上的神面前進食禱告
[00:17:30.740 --> 00:17:33.940]  他常常記得來到神的面前
[00:17:33.940 --> 00:17:36.740]  傾心圖義的向神禱告
[00:17:36.740 --> 00:17:40.540]  那第二呢 是他信靠順服神
[00:17:40.540 --> 00:17:43.140]  當亞達薛熙王見到他的仇人
[00:17:43.140 --> 00:17:46.940]  問他有什麼祈求的時候
[00:17:46.940 --> 00:17:52.040]  他馬上就是先向天上的神來默禱
[00:17:52.040 --> 00:17:54.840]  還沒回答亞達薛熙王之前
[00:17:54.840 --> 00:17:57.940]  他就先來向神禱告
[00:17:57.940 --> 00:18:00.040]  機會雖然擺在面前
[00:18:00.040 --> 00:18:02.940]  但是他靠的不是人的血氣
[00:18:02.940 --> 00:18:04.840]  不是靠自己的努力
[00:18:04.840 --> 00:18:08.140]  而是靠神
[00:18:08.140 --> 00:18:12.740]  以信靠順服遵行上帝旨意的心志
[00:18:12.740 --> 00:18:15.740]  謙卑的在神面前默禱
[00:18:15.740 --> 00:18:19.940]  尼西里的禱告是信靠交托的禱告
[00:18:19.940 --> 00:18:22.740]  那起初他其實是很害怕的
[00:18:22.740 --> 00:18:24.540]  但是禱告之後呢
[00:18:24.540 --> 00:18:26.340]  他就無所忌諱
[00:18:26.340 --> 00:18:30.940]  在王面前直接的述說他的願望
[00:18:30.940 --> 00:18:32.940]  他的計劃和目的
[00:18:32.940 --> 00:18:35.540]  並且在第七第八節
[00:18:35.540 --> 00:18:37.440]  他進一步的祈求王
[00:18:37.440 --> 00:18:44.640]  賜下詔書在物資物質資源方面來提供幫助
[00:18:44.640 --> 00:18:48.340]  那尼西里的默禱是關鍵性的禱告
[00:18:48.340 --> 00:18:52.040]  他得到上帝施恩的手幫助
[00:18:52.040 --> 00:18:55.540]  打開了他返回耶路撒冷的大門
[00:18:55.540 --> 00:18:59.440]  取得了重建城牆的權力
[00:18:59.440 --> 00:19:04.440]  所以最後那個城牆只花了52天就修完了
[00:19:04.440 --> 00:19:07.840]  尼西里他總結了原因
[00:19:07.840 --> 00:19:17.240]  是因為上帝的手來幫助他
[00:19:17.240 --> 00:19:20.640]  他在六章的十六節他甚至說
[00:19:20.640 --> 00:19:25.440]  因為這工作完成是出乎我們的神
[00:19:25.440 --> 00:19:29.240]  尼西里他服侍靠的不是人的聰明智慧
[00:19:29.240 --> 00:19:32.440]  而是靠著上帝
[00:19:32.440 --> 00:19:35.140]  第三我們看到尼西里與神的關係
[00:19:35.140 --> 00:19:40.040]  體現在他有謙卑敬虔的侍奉生命
[00:19:40.040 --> 00:19:43.140]  那在他的禱告當中
[00:19:43.140 --> 00:19:47.040]  僕人這個稱呼一共出現了八次
[00:19:47.040 --> 00:19:50.640]  其中三次是尼西里自稱
[00:19:50.640 --> 00:19:53.340]  兩次是指向摩西
[00:19:53.340 --> 00:19:56.040]  兩次是指向以色列人
[00:19:56.040 --> 00:20:00.740]  還有一次是指向所有敬畏神的人
[00:20:00.740 --> 00:20:03.240]  而僕人這個名詞
[00:20:03.240 --> 00:20:07.640]  他在意義上是含有順從的意思
[00:20:07.640 --> 00:20:09.540]  在舊約聖經當中
[00:20:09.540 --> 00:20:13.040]  耶華的僕人是榮耀的職份
[00:20:13.040 --> 00:20:18.240]  是被神特別選造出來完成他的事工的人
[00:20:18.240 --> 00:20:19.740]  尼西里在這裡
[00:20:19.740 --> 00:20:22.640]  他在神的面前就表明心計
[00:20:22.640 --> 00:20:27.940]  說自己是喜愛敬畏神的名的眾僕人之一
[00:20:27.940 --> 00:20:34.940]  而他自己也的確是以謙卑敬虔的生命來侍奉神
[00:20:34.940 --> 00:20:40.240]  我們看完尼西里的生命值得我們學習的地方
[00:20:40.240 --> 00:20:44.740]  今天我們也有一些反思應用
[00:20:44.740 --> 00:20:50.340]  我們在尼西里的身上反思也要應用
[00:20:50.340 --> 00:20:54.640]  我怎麼可以每天與神親密的同行呢?
[00:20:54.640 --> 00:20:59.240]  我們需要恆常的來親近神、認識神
[00:20:59.240 --> 00:21:02.040]  基督徒我們常說我們需要敬拜
[00:21:02.040 --> 00:21:04.840]  我們需要禱告、讀經、靈修
[00:21:04.840 --> 00:21:11.240]  但是我們不可用這些作為我們好像一個例行公事
[00:21:11.240 --> 00:21:16.840]  我們真的把你的心與上帝緊密的連接起來
[00:21:16.840 --> 00:21:18.140]  我們看了之後
[00:21:18.140 --> 00:21:22.040]  我們還要行出上帝給我們的教導
[00:21:22.040 --> 00:21:27.640]  不然的話我們只是光在頭腦上有知識
[00:21:27.640 --> 00:21:30.240]  沒有生命的改變
[00:21:30.240 --> 00:21:38.240]  那疫情之下我們香港的教會的生態發生了很大的變化
[00:21:38.240 --> 00:21:41.640]  我伯特利的老師Natalie今天也在
[00:21:41.640 --> 00:21:44.840]  最近伯特利與鄭主也在做一個問卷
[00:21:44.840 --> 00:21:50.440]  就是了解疫情底下信徒的教會的生活
[00:21:50.440 --> 00:21:53.540]  那弟兄姊妹我們的信仰心態
[00:21:53.540 --> 00:21:56.640]  我們的屬靈生命又是怎樣呢?
[00:21:56.640 --> 00:21:59.040]  特別在這個疫情底下
[00:21:59.040 --> 00:22:03.040]  我們是開心好了以後不用去教會
[00:22:03.040 --> 00:22:05.240]  我們可以乘機偷懶了
[00:22:05.240 --> 00:22:08.040]  還是說在這種情況底下
[00:22:08.040 --> 00:22:14.640]  我們更加珍惜能夠與弟兄姊妹一起敬拜神的機會
[00:22:14.640 --> 00:22:19.040]  哪些詩篇、詩人發出這樣的一個呼求
[00:22:19.040 --> 00:22:23.040]  我的王、我的神,求祢傾聽我呼求的聲音
[00:22:23.040 --> 00:22:25.040]  因為我向祢禱告
[00:22:25.040 --> 00:22:28.440]  耶和華,求祢在清晨聽我的聲音
[00:22:28.440 --> 00:22:33.440]  我要一早向祢臣明,並且迫切的等候
[00:22:33.440 --> 00:22:38.040]  我們最近週四的查經班我就鼓勵弟兄姊妹
[00:22:38.040 --> 00:22:43.640]  這個禮拜你學習每一天把耶穌當成你的情人一樣
[00:22:43.640 --> 00:22:49.240]  你向祂來傾心吐憶,來跟祂來聊天,跟祂來禱告
[00:22:49.240 --> 00:22:52.040]  最近在主義學我問一些的姊妹
[00:22:52.040 --> 00:22:55.040]  你疫情之下的生活怎麼樣?
[00:22:55.040 --> 00:22:58.240]  有一位姊妹告訴我
[00:22:58.240 --> 00:23:01.240]  教會是那個敬拜的模式不同
[00:23:01.240 --> 00:23:07.240]  可是她說疫情之下我有更多的時間向神禱告
[00:23:07.240 --> 00:23:10.040]  我希望我們每個人都可以這樣子
[00:23:10.040 --> 00:23:13.840]  我們真的需要更多的禱告
[00:23:13.840 --> 00:23:17.440]  第二,我們需要學習的是為你的國家
