
[00:00:00.000 --> 00:00:04.320]  我們有信心與上帝同行
[00:01:45.720 --> 00:01:48.640]  那個yard 田園 後院是很大的
[00:01:48.640 --> 00:01:51.600]  不像我們在加州
[00:01:51.600 --> 00:01:54.600]  小小的一塊草地就算了
[00:01:54.600 --> 00:01:57.600]  那個tennessee 通常
[00:01:57.600 --> 00:02:00.600]  它是一個很普通的家
[00:02:00.600 --> 00:02:03.600]  前面的 最起碼是half of an acre
[00:02:03.600 --> 00:02:06.600]  半畝的地
[00:02:06.600 --> 00:02:09.600]  光是那個草地
[00:02:09.600 --> 00:02:12.600]  所以你要撿草什麼的
[00:02:12.600 --> 00:02:15.600]  所以那個是很多的工作
[00:02:15.600 --> 00:02:18.600]  然後我就幫學校撿草
[00:02:18.600 --> 00:02:21.600]  那我就
[00:02:21.600 --> 00:02:24.600]  我就特別的勤快
[00:02:24.600 --> 00:02:27.600]  特別的勤快
[00:02:27.600 --> 00:02:30.600]  因為學校給我一個獎學金
[00:02:30.600 --> 00:02:33.600]  所以我要做得好
[00:02:33.600 --> 00:02:36.600]  然後呢 不光是撿草
[00:02:36.600 --> 00:02:39.600]  秋天的時候就最麻煩
[00:02:39.600 --> 00:02:42.600]  因為那個樹葉就掉下來
[00:02:42.600 --> 00:02:45.600]  就很多那些樹的葉子
[00:02:45.600 --> 00:02:48.600]  在那個地上面
[00:02:48.600 --> 00:02:51.600]  你要刮 你要打掃衛生什麼的
[00:02:51.600 --> 00:02:54.600]  然後有一天我就在那個地方
[00:02:54.600 --> 00:02:57.600]  我就打掃那個草地
[00:02:57.600 --> 00:03:00.600]  然後突然間
[00:03:00.600 --> 00:03:03.600]  就有一個我的教授
[00:03:03.600 --> 00:03:06.600]  他就過來 他就跟我說
[00:03:06.600 --> 00:03:09.600]  Timothy
[00:03:09.600 --> 00:03:12.600]  I just want you to know that you are such a wonderful and hardworking worker
[00:03:12.600 --> 00:03:15.600]  and we really appreciate you
[00:03:15.600 --> 00:03:18.600]  他的意思就是說
[00:03:18.600 --> 00:03:21.600]  很愛的工人
[00:03:21.600 --> 00:03:24.600]  我很欣賞 很謝謝你
[00:03:24.600 --> 00:03:27.600]  我站在那個地方
[00:03:27.600 --> 00:03:30.600]  本來是很累的
[00:03:30.600 --> 00:03:33.600]  但是變得真好 感覺真好
[00:03:33.600 --> 00:03:36.600]  得到他的那種喜悅
[00:03:36.600 --> 00:03:39.600]  還有呢 不知道你有沒有這個經驗
[00:03:39.600 --> 00:03:42.600]  能夠得到你爸爸媽媽的喜悅
[00:03:42.600 --> 00:03:45.600]  你也是蠻開心的
[00:03:45.600 --> 00:03:48.600]  有一年
[00:03:48.600 --> 00:03:51.600]  我爸爸呢
[00:03:51.600 --> 00:03:54.600]  他的願望就是能夠回去
[00:03:54.600 --> 00:03:57.600]  他的鄉下那個地方 在中國
[00:03:57.600 --> 00:04:00.600]  在順德那個地方
[00:04:00.600 --> 00:04:03.600]  有一年我們就全家人我們可以回去
[00:04:03.600 --> 00:04:06.600]  包括我弟弟 我跟我妹妹
[00:04:06.600 --> 00:04:09.600]  然後我們一家人就回去
[00:04:09.600 --> 00:04:12.600]  他的鄉下那個地方
[00:04:12.600 --> 00:04:15.600]  幾十年沒有回去
[00:04:15.600 --> 00:04:18.600]  就是說他出來
[00:04:18.600 --> 00:04:21.600]  他十幾歲就出來 一直到差不多六十多歲
[00:04:21.600 --> 00:04:24.600]  才回去一次
[00:04:24.600 --> 00:04:27.600]  差不多有五十年的時間
[00:04:27.600 --> 00:04:30.600]  他回去他真的很開心
[00:04:30.600 --> 00:04:33.600]  他更開心就是說能夠見到那些親戚
[00:04:33.600 --> 00:04:36.600]  然後呢 他還要介紹我們
[00:04:36.600 --> 00:04:39.600]  那個是我的兒子 那個是我的小兒子
[00:04:39.600 --> 00:04:42.600]  那個是我的女兒 他特別的開心
[00:04:42.600 --> 00:04:45.600]  他還有機會去那個蘇州
[00:04:45.600 --> 00:04:48.600]  因為我爸爸的媽媽就是我的
[00:04:48.600 --> 00:04:51.600]  那個
[00:04:51.600 --> 00:04:54.600]  祖母
[00:04:54.600 --> 00:04:57.600]  原來她就是蘇州人
[00:04:57.600 --> 00:05:00.600]  我爸爸就很為這個事情來驕傲
[00:05:00.600 --> 00:05:03.600]  因為他的皮膚真的比較黑
[00:05:03.600 --> 00:05:06.600]  沒有人相信他的媽媽是蘇州人
[00:05:06.600 --> 00:05:09.600]  蘇州出什麼 美女嘛
[00:05:09.600 --> 00:05:12.600]  對不對 又白 什麼的
[00:05:12.600 --> 00:05:15.600]  然後就看到我爸爸
[00:05:15.600 --> 00:05:18.600]  你媽媽是蘇州人啊 應該沒有可能吧
[00:05:18.600 --> 00:05:21.600]  然後呢 他就很喜歡有一天
[00:05:21.600 --> 00:05:24.600]  就有機會回去那個蘇州
[00:05:24.600 --> 00:05:27.600]  那一年我們就陪他
[00:05:27.600 --> 00:05:30.600]  陪他去那個蘇州走一走
[00:05:30.600 --> 00:05:33.600]  他開心的又 常常就說了
[00:05:33.600 --> 00:05:36.600]  這個就是你祖母的那個老家
[00:05:36.600 --> 00:05:39.600]  蘇州 特別開心
[00:05:39.600 --> 00:05:42.600]  還有呢 我跟師母結婚的時候
[00:05:42.600 --> 00:05:46.600]  我就邀請他們兩個人從香港就飛過來
[00:05:46.600 --> 00:05:49.600]  然後呢 在我們的那個婚禮上面呢
[00:05:49.600 --> 00:05:53.600]  他也上台 因為他是一個牧師嘛
[00:05:53.600 --> 00:05:56.600]  然後呢 他也幫我們呢
[00:05:56.600 --> 00:05:59.600]  徵婚 他特別的開心
[00:05:59.600 --> 00:06:02.600]  所以我看到我爸爸那個照片的時候
[00:06:02.600 --> 00:06:05.600]  他特別的開心
[00:06:05.600 --> 00:06:08.600]  我就想起
[00:06:08.600 --> 00:06:11.600]  讓神開心的人
[00:06:11.600 --> 00:06:14.600]  我們怎麼可以令到我們的上帝開心呢
[00:06:14.600 --> 00:06:17.600]  這是做他喜歡做的事情
[00:06:17.600 --> 00:06:20.600]  對不對 要做他
[00:06:20.600 --> 00:06:23.600]  要做他喜歡的事情
[00:06:23.600 --> 00:06:26.600]  所以他喜歡怎麼樣呢
[00:06:26.600 --> 00:06:29.600]  他都喜歡每一個人都有機會呢
[00:06:29.600 --> 00:06:32.600]  接受主耶穌
[00:06:32.600 --> 00:06:35.600]  如果這樣的話 他就會特別的開心
[00:06:35.600 --> 00:06:38.600]  因為聖經上面已經說了
[00:06:38.600 --> 00:06:41.600]  上帝的心願是什麼呢 願每一個人都得救
[00:06:41.600 --> 00:06:44.600]  不願意一個人滅亡
[00:06:44.600 --> 00:06:47.600]  所以我們今天來看看
[00:06:47.600 --> 00:06:50.600]  那個喜悅漢
[00:06:50.600 --> 00:06:53.600]  他做了什麼事情呢
[00:06:53.600 --> 00:06:57.600]  他能夠成為一個上帝所喜悅的人呢
[00:06:57.600 --> 00:07:00.600]  所以我們看看
[00:07:00.600 --> 00:07:03.600]  能不能夠學到這裡的一個功課
[00:07:03.600 --> 00:07:06.600]  這裡講到約翰他第一點
[00:07:06.600 --> 00:07:09.600]  他知道他的身份
[00:07:09.600 --> 00:07:12.600]  原來他的身份是怎麼樣呢
[00:07:12.600 --> 00:07:15.600]  他稱呼他自己
[00:07:15.600 --> 00:07:18.600]  神的使者
[00:07:18.600 --> 00:07:21.600]  他是上帝的大使
[00:07:21.600 --> 00:07:24.600]  那個ambassador
[00:07:24.600 --> 00:07:27.600]  第六節這裡說有一個人名叫約翰
[00:07:27.600 --> 00:07:30.600]  是上帝所差遣的使者
[00:07:30.600 --> 00:07:33.600]  這裡講得很清楚
[00:07:33.600 --> 00:07:36.600]  他很清楚知道他的身份
[00:07:36.600 --> 00:07:39.600]  所以你要記住 第一點是messenger
[00:07:39.600 --> 00:07:42.600]  第一個m是messenger
[00:07:42.600 --> 00:07:45.600]  他知道他的身份
[00:07:45.600 --> 00:07:48.600]  那個大使是怎麼樣
[00:07:48.600 --> 00:07:51.600]  原來我們都是
[00:07:51.600 --> 00:07:54.600]  耶穌派在地上的使者
[00:07:54.600 --> 00:07:57.600]  那個大使
[00:07:57.600 --> 00:08:00.600]  大使是有很重要的身份
[00:08:00.600 --> 00:08:03.600]  因為你的一舉一動
[00:08:03.600 --> 00:08:06.600]  都代表一個國家
[00:08:06.600 --> 00:08:09.600]  你還記得在9月12號的時候
[00:08:09.600 --> 00:08:12.600]  美國有一個大使在利比亞
[00:08:12.600 --> 00:08:15.600]  他的名字叫Christopher Stevens
[00:08:15.600 --> 00:08:18.600]  因為那些暴亂
[00:08:18.600 --> 00:08:21.600]  一些壞人 讓他還有另外三個人
[00:08:21.600 --> 00:08:24.600]  都殺掉了
[00:08:24.600 --> 00:08:27.600]  後來就變成美國跟
[00:08:27.600 --> 00:08:30.600]  利比亞很緊張的
[00:08:30.600 --> 00:08:33.600]  關係的開始
[00:08:33.600 --> 00:08:36.600]  所以那個大使
[00:08:36.600 --> 00:08:39.600]  那個身份是非常非常的重要
[00:08:39.600 --> 00:08:42.600]  所以後來
[00:08:42.600 --> 00:08:45.600]  就因為這個事情 共和黨跟
[00:08:45.600 --> 00:08:48.600]  民主黨也吵起來
[00:08:48.600 --> 00:08:51.600]  就是說不應該有這種事情發生
[00:08:51.600 --> 00:08:54.600]  從這個事情我們看到
[00:08:54.600 --> 00:08:57.600]  那個使者那個大使原來
[00:08:57.600 --> 00:09:00.600]  他的身份是那麼的重要
[00:09:00.600 --> 00:09:03.600]  聖經也說了
[00:09:03.600 --> 00:09:06.600]  在約翰福音17章18節
[00:09:06.600 --> 00:09:09.600]  正如你差遣我進入那個世界
[00:09:09.600 --> 00:09:12.600]  我也差遣他們進入世界
[00:09:12.600 --> 00:09:15.600]  這裡就是主耶穌說的
[00:09:15.600 --> 00:09:18.600]  你怎麼差遣我到那個世界上面
[00:09:18.600 --> 00:09:21.600]  我也怎麼差遣
[00:09:21.600 --> 00:09:24.600]  信我的人到那個世界上面
[00:09:24.600 --> 00:09:27.600]  到世界上面做什麼呢
[00:09:27.600 --> 00:09:30.600]  是代表他
[00:09:30.600 --> 00:09:33.600]  你有沒有想過原來我們的身份是那麼的特別
[00:09:33.600 --> 00:09:36.600]  我們的身份原來是那麼的重要
[00:09:36.600 --> 00:09:39.600]  我們有一個很重要的責任
[00:09:39.600 --> 00:09:42.600]  就是說有沒有在那個地上面
[00:09:42.600 --> 00:09:45.600]  代表我們的主耶穌
[00:09:45.600 --> 00:09:48.600]  約翰福音在那個一章15節
[00:09:48.600 --> 00:09:51.600]  他也說了約翰為他作證
[00:09:51.600 --> 00:09:54.600]  富翰說關於他我曾經說過了
[00:09:54.600 --> 00:09:57.600]  他在我以後來卻比我偉大
[00:09:57.600 --> 00:10:00.600]  因為我出生之前他已經存在了
[00:10:00.600 --> 00:10:03.600]  那這個呢
[00:10:03.600 --> 00:10:06.600]  也是看到約翰他看到
[00:10:06.600 --> 00:10:09.600]  他那個身份
[00:10:09.600 --> 00:10:12.600]  他那個身份就是說他是一個見證人
[00:10:12.600 --> 00:10:15.600]  他要見證主耶穌的偉大
[00:10:15.600 --> 00:10:18.600]  主耶穌偉大
[00:10:18.600 --> 00:10:21.600]  你不要常常這樣想
[00:10:21.600 --> 00:10:24.600]  耶穌神一定要做一個很偉大很偉大的事情
[00:10:24.600 --> 00:10:27.600]  做偉大的事情
[00:10:27.600 --> 00:10:30.600]  沒有
[00:10:30.600 --> 00:10:33.600]  那你想想其實我們在我們生命裡面
[00:10:33.600 --> 00:10:36.600]  我們只是一個微小的一個人
[00:10:36.600 --> 00:10:39.600]  但是主也是為我們做了很多事情
[00:10:39.600 --> 00:10:42.600]  我們很多時候那個禱告他都聽了
[00:10:42.600 --> 00:10:45.600]  他應允我們那個禱告
[00:10:45.600 --> 00:10:48.600]  其實這個就是主耶穌的偉大
[00:10:48.600 --> 00:10:51.600]  他在天上面
[00:10:51.600 --> 00:10:54.600]  他是高高在上的那個上帝
[00:10:54.600 --> 00:10:57.600]  我們只是小小一個
[00:10:57.600 --> 00:11:00.600]  但是我們呼求他的時候他就聽
[00:11:00.600 --> 00:11:03.600]  就是上帝就是耶穌的偉大
[00:11:03.600 --> 00:11:06.600]  還有
[00:11:06.600 --> 00:11:09.600]  約翰他說了因為我出生之前他已經存在了
[00:11:09.600 --> 00:11:12.600]  這個見證什麼呢
[00:11:12.600 --> 00:11:15.600]  見證主耶穌的永恆的神性
[00:11:15.600 --> 00:11:18.600]  見證主耶穌的永恆的神性
[00:11:18.600 --> 00:11:21.600]  他已經講了他出生之前
[00:11:21.600 --> 00:11:24.600]  那個耶穌已經存在了
[00:11:24.600 --> 00:11:27.600]  他為這個事情來做一個證人
[00:11:27.600 --> 00:11:30.600]  好
[00:11:30.600 --> 00:11:33.600]  還有
[00:11:33.600 --> 00:11:36.600]  那個四者還有一個意思
[00:11:36.600 --> 00:11:39.600]  就是除了那個
[00:11:39.600 --> 00:11:42.600]  是一個證人之外我們也是他的僕人
[00:11:42.600 --> 00:11:45.600]  我們的身份也是他的僕人
[00:11:45.600 --> 00:11:49.600]  在那個約翰福音一章24到27節
[00:11:49.600 --> 00:11:52.600]  有人就問了質問那個約翰
[00:11:52.600 --> 00:11:55.600]  既然你不是基督也不是以利亞
[00:11:55.600 --> 00:11:58.600]  也不是那位先知那麼你為什麼
[00:11:58.600 --> 00:12:01.600]  去洗呢約翰回答說我用水
[00:12:01.600 --> 00:12:04.600]  去洗但是有一位
[00:12:04.600 --> 00:12:07.600]  站在你們當中是你們所不認識的
[00:12:07.600 --> 00:12:10.600]  他載我以後來我就是替他
[00:12:10.600 --> 00:12:13.600]  脫鞋子也不配
[00:12:13.600 --> 00:12:16.600]  那個約翰他很清楚他的身份
[00:12:16.600 --> 00:12:19.600]  他不是那個基督耶穌
[00:12:19.600 --> 00:12:22.600]  他不是那個以利亞的那個先知
[00:12:22.600 --> 00:12:25.600]  但是他說我就是替他脫那個鞋子
[00:12:25.600 --> 00:12:28.600]  也不配那個是什麼意思呢
[00:12:28.600 --> 00:12:31.600]  原來在中東那個地方耶穌那個時候
[00:12:31.600 --> 00:12:34.600]  他們勸的都是涼鞋
[00:12:34.600 --> 00:12:37.600]  那個腳常常就是說會很脹
[00:12:37.600 --> 00:12:40.600]  那個時候沒有車
[00:12:40.600 --> 00:12:43.600]  他們都是靠兩隻腿
[00:12:43.600 --> 00:12:46.600]  走路然後那個地方又很乾
[00:12:46.600 --> 00:12:49.600]  那個風沙那個塵又很大
[00:12:49.600 --> 00:12:52.600]  所以每到一個地方每到一個
[00:12:52.600 --> 00:12:55.600]  房子的時候第一件事
[00:12:55.600 --> 00:12:58.600]  他們要怎麼他們要洗腳
[00:12:58.600 --> 00:13:01.600]  他們就有一些僕人
[00:13:01.600 --> 00:13:04.600]  有一些奴隸在那個家裡面
[00:13:04.600 --> 00:13:07.600]  工作那個幫你洗腳的
[00:13:07.600 --> 00:13:10.600]  那個人就是奴隸
[00:13:10.600 --> 00:13:13.600]  就是那個僕人
[00:13:13.600 --> 00:13:16.600]  約翰他怎麼看自己的身份呢
[00:13:16.600 --> 00:13:19.600]  他在這裡他就說了
[00:13:19.600 --> 00:13:22.600]  我連幫耶穌洗那個腳
[00:13:22.600 --> 00:13:25.600]  脫那個鞋子也不配的一個人
[00:13:25.600 --> 00:13:28.600]  所以他說呢
[00:13:28.600 --> 00:13:31.600]  我只是他的一個僕人
[00:13:31.600 --> 00:13:34.600]  保羅更進一步他就說了
[00:13:34.600 --> 00:13:37.600]  我是耶穌基督的那個
[00:13:37.600 --> 00:13:40.600]  bond slave
[00:13:40.600 --> 00:13:43.600]  bond slave是什麼意思
[00:13:43.600 --> 00:13:46.600]  你會覺得奇怪
[00:13:46.600 --> 00:13:49.600]  為什麼保羅會這樣形容自己呢
[00:13:49.600 --> 00:13:52.600]  原來他是這樣的意思
[00:13:52.600 --> 00:13:55.600]  我們都是上帝的僕人
[00:13:55.600 --> 00:13:58.600]  上帝的奴隸 耶穌的僕人
[00:13:58.600 --> 00:14:01.600]  我們要做我們主人要我們做的事情
[00:14:01.600 --> 00:14:04.600]  我們沒有那個選擇
[00:14:04.600 --> 00:14:07.600]  他的意思是這樣
[00:14:07.600 --> 00:14:10.600]  還有呢他的意思就是說
[00:14:10.600 --> 00:14:13.600]  我們僕人就是主人
[00:14:13.600 --> 00:14:16.600]  僕人不能夠當一個主人
[00:14:16.600 --> 00:14:19.600]  在他的面前我們要有一個
[00:14:19.600 --> 00:14:22.600]  謙卑的那個態度
[00:14:22.600 --> 00:14:25.600]  我們有沒有這個謙卑的
[00:14:25.600 --> 00:14:28.600]  做那個僕人的那個心態呢
[00:14:28.600 --> 00:14:31.600]  有一個故事是這樣的
[00:14:31.600 --> 00:14:34.600]  在那個印度尼西亞
[00:14:34.600 --> 00:14:37.600]  這個Indonesia
[00:14:37.600 --> 00:14:40.600]  他是一個回教的國家
[00:14:40.600 --> 00:14:43.600]  在一個大學裡面有一個
[00:14:43.600 --> 00:14:46.600]  基督徒的教授
[00:14:46.600 --> 00:14:49.600]  有一天教授就在台上講話
[00:14:49.600 --> 00:14:52.600]  講課了什麼的
[00:14:52.600 --> 00:14:55.600]  然後就有一個回教徒的
[00:14:55.600 --> 00:14:58.600]  另外的一個教授就站起來
[00:14:58.600 --> 00:15:01.600]  走到那個台上面
[00:15:01.600 --> 00:15:04.600]  然後他就對基督徒的教授說
[00:15:04.600 --> 00:15:07.600]  耶穌啊
[00:15:07.600 --> 00:15:10.600]  你們所信的耶穌不是教你們嗎
[00:15:10.600 --> 00:15:13.600]  有人打你的右邊的臉
[00:15:13.600 --> 00:15:16.600]  你連左邊的都要給他打嗎
[00:15:16.600 --> 00:15:19.600]  然後他就啪
[00:15:19.600 --> 00:15:22.600]  就打下去了
[00:15:22.600 --> 00:15:25.600]  那你知道人家譬如說
[00:15:25.600 --> 00:15:28.600]  用右手打你的臉的時候
[00:15:28.600 --> 00:15:31.600]  會打你的什麼 左臉對不對
[00:15:31.600 --> 00:15:34.600]  左臉的話你可以試試看
[00:15:34.600 --> 00:15:37.600]  我不是說你打啦
[00:15:37.600 --> 00:15:40.600]  那耶穌怎麼說
[00:15:40.600 --> 00:15:43.600]  人家打你的右臉是什麼意思
[00:15:43.600 --> 00:15:46.600]  人家是反過手來這樣打你
[00:15:46.600 --> 00:15:49.600]  這樣打是什麼意思
[00:15:49.600 --> 00:15:52.600]  是故意的去
[00:15:52.600 --> 00:15:55.600]  去看扁你
[00:15:55.600 --> 00:15:58.600]  故意的去
[00:15:58.600 --> 00:16:01.600]  去看扁那個路徑
[00:16:01.600 --> 00:16:04.600]  打你的右臉
[00:16:04.600 --> 00:16:07.600]  那耶穌怎麼說呢
[00:16:07.600 --> 00:16:10.600]  耶穌就說你連你的左臉都給他打
[00:16:10.600 --> 00:16:13.600]  那個意思不是說你站在那個地方你就給他打
[00:16:13.600 --> 00:16:16.600]  不是 他真正的意思就是說
[00:16:16.600 --> 00:16:19.600]  我們不要以惡報惡
[00:16:19.600 --> 00:16:22.600]  那回教徒的教授就說
[00:16:22.600 --> 00:16:25.600]  耶穌不是教你嗎
[00:16:25.600 --> 00:16:28.600]  右邊的臉你連左邊都要給別人打
[00:16:28.600 --> 00:16:31.600]  然後他啪
[00:16:31.600 --> 00:16:34.600]  他就打基督徒教授的右臉
[00:16:34.600 --> 00:16:37.600]  打了以後他就啪
[00:16:37.600 --> 00:16:40.600]  打他的左臉
[00:16:40.600 --> 00:16:43.600]  那他就下去了
[00:16:43.600 --> 00:16:46.600]  然後他就覺得很驕傲
[00:16:46.600 --> 00:16:49.600]  那基督徒的教授呢
[00:16:49.600 --> 00:16:52.600]  他站在那個地方
[00:16:52.600 --> 00:16:55.600]  他沒有說什麼
[00:16:55.600 --> 00:16:58.600]  他繼續的去掌課
[00:16:58.600 --> 00:17:01.600]  後來有一些回教徒
[00:17:01.600 --> 00:17:04.600]  他的學生也是回教徒
[00:17:04.600 --> 00:17:07.600]  去了他的辦公室
[00:17:07.600 --> 00:17:10.600]  就跟那個教授講
[00:17:10.600 --> 00:17:13.600]  就說教授我們對不起
[00:17:13.600 --> 00:17:16.600]  其實我們回教徒我們不應該講
[00:17:16.600 --> 00:17:19.600]  但是當天
[00:17:19.600 --> 00:17:22.600]  你站在台上面的那個表現
[00:17:22.600 --> 00:17:25.600]  我們深深的感動
[00:17:25.600 --> 00:17:28.600]  因為你真的表現了
[00:17:28.600 --> 00:17:31.600]  基督徒那種謙虛的
[00:17:31.600 --> 00:17:34.600]  那種涵養
[00:17:34.600 --> 00:17:37.600]  我們也想了解
[00:17:37.600 --> 00:17:40.600]  多一下那個基督教
[00:17:40.600 --> 00:17:43.600]  我們也想了解
[00:17:43.600 --> 00:17:46.600]  多一下你所信的那個耶穌
[00:17:46.600 --> 00:17:49.600]  那你知道嗎
[00:17:49.600 --> 00:17:52.600]  這裡就是約翰所講的
[00:17:52.600 --> 00:17:55.600]  有個謙卑的態度
[00:17:55.600 --> 00:17:58.600]  當我們有那個謙卑的態度的時候
[00:17:58.600 --> 00:18:01.600]  我們知道誰是我們的主人
[00:18:01.600 --> 00:18:04.600]  我們知道我們的身份
[00:18:04.600 --> 00:18:07.600]  我們的身份就是他的僕人
[00:18:07.600 --> 00:18:10.600]  我們聽他的話
[00:18:10.600 --> 00:18:13.600]  做他要我們做的事情
[00:18:13.600 --> 00:18:16.600]  他忠於他的使命
[00:18:16.600 --> 00:18:19.600]  第二個M是什麼呢
[00:18:19.600 --> 00:18:22.600]  我就考考你們
[00:18:22.600 --> 00:18:25.600]  Messenger是一個使者
[00:18:25.600 --> 00:18:28.600]  第二個M是Mission
[00:18:28.600 --> 00:18:31.600]  第二個M
[00:18:31.600 --> 00:18:34.600]  他知道他忠於他的使命
[00:18:34.600 --> 00:18:37.600]  他知道他忠於他的使命
[00:18:37.600 --> 00:18:40.600]  約翰福音一章七節到八節
[00:18:40.600 --> 00:18:43.600]  這裡這樣說
[00:18:43.600 --> 00:18:46.600]  他說他來為那個光作證
[00:18:46.600 --> 00:18:49.600]  為要使大家聽見他的信息而信
[00:18:49.600 --> 00:18:52.600]  他本身不是那個光
[00:18:52.600 --> 00:18:55.600]  而是要為那個光做見證
[00:18:55.600 --> 00:18:58.600]  所以約翰的使命
[00:18:58.600 --> 00:19:01.600]  第一個就是要為那個光做見證
[00:19:01.600 --> 00:19:04.600]  他的使命就是要在那個細節上面
[00:19:04.600 --> 00:19:07.600]  要為那個光做見證
[00:19:07.600 --> 00:19:10.600]  他的使命就是要
[00:19:10.600 --> 00:19:13.600]  令到別人能夠聽到他的信息
[00:19:13.600 --> 00:19:16.600]  而信這個主耶穌
[00:19:16.600 --> 00:19:19.600]  我們的一舉一動
[00:19:19.600 --> 00:19:22.600]  都可以為這個光來做見證嗎
[00:19:22.600 --> 00:19:25.600]  我們可不可以
[00:19:25.600 --> 00:19:28.600]  在那個細節上面
[00:19:28.600 --> 00:19:31.600]  成為耶穌所講的
[00:19:31.600 --> 00:19:34.600]  在那個細節上面的光
[00:19:34.600 --> 00:19:37.600]  為他做一個見證
[00:19:37.600 --> 00:19:40.600]  或者是我們在那個細節上面
[00:19:40.600 --> 00:19:44.600]  我們成為別人的一個絆腳石呢
[00:19:44.600 --> 00:19:47.600]  我們是那個光
[00:19:47.600 --> 00:19:50.600]  是為那個光做見證呢
[00:19:50.600 --> 00:19:54.600]  還是讓人家看不到我們的光
[00:19:54.600 --> 00:19:58.600]  成為人家的一個絆腳石頭呢
[00:19:58.600 --> 00:20:01.600]  在馬道福音第五章十六節
[00:20:01.600 --> 00:20:04.600]  這裡說耶穌這樣說的
[00:20:04.600 --> 00:20:07.600]  你們的光也當這樣照在人的前面
[00:20:07.600 --> 00:20:10.600]  叫他們看見你們的好行為
[00:20:10.600 --> 00:20:13.600]  便將榮耀歸給你們在天的父親
[00:20:13.600 --> 00:20:16.600]  我們想一想
[00:20:16.600 --> 00:20:19.600]  有沒有因為我們的好行為
[00:20:19.600 --> 00:20:22.600]  而傷心上帝呢
[00:20:22.600 --> 00:20:25.600]  或者是因為我們不好的見證
[00:20:25.600 --> 00:20:28.600]  人家遠離你為上帝呢
[00:20:28.600 --> 00:20:31.600]  好好想一想
[00:20:31.600 --> 00:20:34.600]  我在我的岳父家呢
[00:20:34.600 --> 00:20:37.600]  有一個保姆
[00:20:37.600 --> 00:20:40.600]  姓張
[00:20:40.600 --> 00:20:43.600]  我們都叫她小張
[00:20:43.600 --> 00:20:46.600]  她是一個保姆
[00:20:46.600 --> 00:20:49.600]  她的丈夫呢
[00:20:49.600 --> 00:20:52.600]  好早就去世了
[00:20:52.600 --> 00:20:55.600]  就留下一個兒子跟一個女兒
[00:20:55.600 --> 00:20:59.600]  幾年前她來到我們的家
[00:20:59.600 --> 00:21:02.600]  照顧我的岳父
[00:21:02.600 --> 00:21:05.600]  我的岳父現在已經八十六歲了
[00:21:05.600 --> 00:21:08.600]  她一直在我岳父的家
[00:21:08.600 --> 00:21:13.600]  很衷心地去服侍我的岳父
[00:21:13.600 --> 00:21:16.600]  我這裡真的是很感謝她
[00:21:16.600 --> 00:21:19.600]  大概許多年前呢
[00:21:19.600 --> 00:21:22.600]  有一次我跟師母回去
[00:21:22.600 --> 00:21:25.600]  去探望我的岳父的時候
[00:21:25.600 --> 00:21:28.600]  我心裡面就有感動
[00:21:28.600 --> 00:21:31.600]  我們第二天就走了
[00:21:31.600 --> 00:21:34.600]  所以一天晚上我就很有感動
[00:21:34.600 --> 00:21:37.600]  我就跟師母說
