
[00:00:00.000 --> 00:00:04.000]  我好鍾意呢幅相,嗰兩隻馬好靚
[00:03:42.000 --> 00:03:45.000]  喺呢度我想問大家一個問題
[00:03:45.000 --> 00:03:51.000]  如果海餅乾佢生喺一個經濟發達嘅年代
[00:03:51.000 --> 00:03:57.000]  你估佢會唔會有咁大嘅影響力呢?
[00:03:57.000 --> 00:04:01.000]  先知耶利米都係生逢亂世
[00:04:01.000 --> 00:04:05.000]  但係佢同海餅乾唔同嘅地方就係
[00:04:05.000 --> 00:04:09.000]  佢從未風光過
[00:04:09.000 --> 00:04:14.000]  佢喺佢一生侍奉嘅年日裏面都係處於逆境
[00:04:14.000 --> 00:04:17.000]  不過佢嘅信息同佢嘅經歷
[00:04:17.000 --> 00:04:23.000]  卻激勵住每一代信耶穌嘅人
[00:04:23.000 --> 00:04:25.000]  侍奉神嘅人
[00:04:25.000 --> 00:04:31.000]  甚至未信主嘅人都受佢激勵
[00:04:31.000 --> 00:04:34.000]  從某一個角度嚟到去睇
[00:04:34.000 --> 00:04:37.000]  耶利米嘅一生係一首愛歌
[00:04:37.000 --> 00:04:39.000]  你記住我講呢句說話
[00:04:39.000 --> 00:04:41.000]  從某個角度去睇
[00:04:41.000 --> 00:04:46.000]  耶利米嘅一生係一首愛歌
[00:04:46.000 --> 00:04:49.000]  耶利米佢被神呼召做先知
[00:04:49.000 --> 00:04:52.000]  向猶大國嘅人傳講神嘅信息
[00:04:52.000 --> 00:04:55.000]  但係從我哋剛才讀嗰段嘅經文裏面
[00:04:55.000 --> 00:04:59.000]  我哋睇到有人要殺佢
[00:04:59.000 --> 00:05:04.000]  點解佢做先知做到要畀人哋去追殺
[00:05:04.000 --> 00:05:06.000]  我哋一齊去讀呢一節經文
[00:05:06.000 --> 00:05:12.000]  所以耶和華論道尋索你命的阿拿特人如此說
[00:05:12.000 --> 00:05:17.000]  他們說你不要奉耶和華的名說如言
[00:05:17.000 --> 00:05:20.000]  免得你死在我哋手中
[00:05:20.000 --> 00:05:23.000]  呢個他們其實就係指阿拿特人
[00:05:23.000 --> 00:05:27.000]  阿拿特城其實就係耶利米嘅故鄉
[00:05:27.000 --> 00:05:31.000]  點解佢嗰啲鄉親父老要殺佢呢
[00:05:31.000 --> 00:05:34.000]  其實佢唔係淨係得罪自己人
[00:05:34.000 --> 00:05:36.000]  得罪嗰啲鄉親父老
[00:05:36.000 --> 00:05:37.000]  佢樹敵甚多
[00:05:37.000 --> 00:05:41.000]  上至君王 宗教領袖 官員 下至平民百姓
[00:05:41.000 --> 00:05:44.000]  個個都想隨之而後快
[00:05:44.000 --> 00:05:48.000]  到底耶利米犯下咩離天大罪
[00:05:48.000 --> 00:05:53.000]  其實問題主要出喺佢嘅訊息嗰度
[00:05:53.000 --> 00:05:57.000]  猶大 你神嘅數目與你城嘅數目相等
[00:05:57.000 --> 00:06:00.000]  你為那可恥嘅巴黎所築燒香嘅壇
[00:06:00.000 --> 00:06:04.000]  也與耶路撒冷街道嘅數目相等
[00:06:04.000 --> 00:06:07.000]  呢度係同咩人講
[00:06:07.000 --> 00:06:10.000]  猶大人講
[00:06:10.000 --> 00:06:13.000]  話佢哋有咩罪
[00:06:13.000 --> 00:06:14.000]  拜偶像
[00:06:14.000 --> 00:06:16.000]  呢度唔係誇張
[00:06:16.000 --> 00:06:18.000]  佢話你哋神 偶像嘅數目
[00:06:18.000 --> 00:06:21.000]  就好似你有幾多個城就有幾個偶像
[00:06:21.000 --> 00:06:22.000]  即係話
[00:06:22.000 --> 00:06:24.000]  王大仙人就拜王大仙
[00:06:24.000 --> 00:06:27.000]  天后人就拜天后
[00:06:27.000 --> 00:06:30.000]  仲有就係佢哋去敬拜巴黎嗰啲祭壇
[00:06:30.000 --> 00:06:31.000]  都同佢哋嘅街道
[00:06:31.000 --> 00:06:34.000]  有幾多條街就有幾多個呢啲咁嘅壇
[00:06:34.000 --> 00:06:37.000]  其實就充分反映到佢哋當時
[00:06:37.000 --> 00:06:39.000]  盛行拜偶像嘅風氣
[00:06:39.000 --> 00:06:42.000]  佢哋一邊敬拜耶和華
[00:06:42.000 --> 00:06:44.000]  一邊又敬拜偶像
[00:06:44.000 --> 00:06:46.000]  佢哋敬拜耶和華嘅時候
[00:06:46.000 --> 00:06:49.000]  其實都係當佢係一個偶像咁樣嚟到去拜
[00:06:49.000 --> 00:06:52.000]  佢奉獻就當簽香油
[00:06:52.000 --> 00:06:55.000]  祈禱就當唸經咁樣
[00:06:55.000 --> 00:07:01.000]  喺呢一節裏面
[00:07:01.000 --> 00:07:03.000]  他們從最小的到最大的
[00:07:03.000 --> 00:07:05.000]  個個都貪圖不義之財
[00:07:05.000 --> 00:07:07.000]  從先知到濟世
[00:07:07.000 --> 00:07:09.000]  全都行事詭詐
[00:07:09.000 --> 00:07:12.000]  他們草率地依視我子民嘅損傷
[00:07:12.000 --> 00:07:14.000]  並說平安了平安了
[00:07:14.000 --> 00:07:15.000]  其實沒有平安
[00:07:15.000 --> 00:07:17.000]  呢度我用咗聖經嘅新譯本
[00:07:17.000 --> 00:07:19.000]  比較容易啲嚟到去明白
[00:07:19.000 --> 00:07:22.000]  呢度佢係講緊啲咩人呀
[00:07:22.000 --> 00:07:24.000]  先知到濟世
[00:07:24.000 --> 00:07:26.000]  都係宗教領袖
[00:07:26.000 --> 00:07:29.000]  佢斥責佢哋啲乜嘢呢
[00:07:29.000 --> 00:07:31.000]  貪錢
[00:07:31.000 --> 00:07:33.000]  講啲虛假嘅訊息
[00:07:33.000 --> 00:07:34.000]  詭詐
[00:07:34.000 --> 00:07:38.000]  佢講啲咩虛假訊息呀
[00:07:38.000 --> 00:07:39.000]  冇事嘅冇事嘅
[00:07:39.000 --> 00:07:42.000]  拜得神當我自有神庇佑
[00:07:42.000 --> 00:07:46.000]  呢個就係佢哋嘅訊息啦
[00:07:46.000 --> 00:07:49.000]  所以耶和華論到猶大王約瓦競說
[00:07:49.000 --> 00:07:53.000]  他後日中必沒有人坐在大位嘅座位上
[00:07:53.000 --> 00:07:55.000]  他的屍首必被拋棄
[00:07:55.000 --> 00:07:59.000]  白日受炎熱黑夜受寒霜
[00:07:59.000 --> 00:08:02.000]  呢度係對咩人講呀
[00:08:02.000 --> 00:08:06.000]  猶大王約瓦競呀
[00:08:06.000 --> 00:08:10.000]  第一日對住林鄭你咁講
[00:08:10.000 --> 00:08:11.000]  我唔係話林鄭呀
[00:08:11.000 --> 00:08:14.000]  佢對住約瓦競就話
[00:08:14.000 --> 00:08:16.000]  簡單啲嚟講就話
[00:08:16.000 --> 00:08:18.000]  你冇得好死㗎
[00:08:18.000 --> 00:08:21.000]  連你嗰啲後裔都唔使旨意呀
[00:08:21.000 --> 00:08:23.000]  可以做到皇帝呀
[00:08:23.000 --> 00:08:24.000]  嘩
[00:08:24.000 --> 00:08:26.000]  竟然對皇帝嚟講呢啲訊息
[00:08:26.000 --> 00:08:31.000]  幾火爆
[00:08:31.000 --> 00:08:34.000]  但係佢真正激嬲曬全國上下嘅人呢
[00:08:34.000 --> 00:08:36.000]  係第七章
[00:08:36.000 --> 00:08:38.000]  耶利米書嘅第七章
[00:08:38.000 --> 00:08:39.000]  嗰一章嘅聖經呢
[00:08:39.000 --> 00:08:42.000]  亦都被稱為聖殿嘅講章
[00:08:42.000 --> 00:08:43.000]  因為係神吩咐耶利米呢
[00:08:43.000 --> 00:08:45.000]  喺聖殿門口
[00:08:45.000 --> 00:08:48.000]  嚟到向全國嘅人呢
[00:08:48.000 --> 00:08:51.000]  嚟到去宣講訊息
[00:08:51.000 --> 00:08:54.000]  你們不要倚靠虛方嘅話說
[00:08:54.000 --> 00:08:55.000]  這是耶和華的殿
[00:08:55.000 --> 00:08:56.000]  是耶和華的殿
[00:08:56.000 --> 00:08:58.000]  是耶和華的殿
[00:08:58.000 --> 00:09:01.000]  如果你們實在改正自己的所作所為
[00:09:01.000 --> 00:09:03.000]  人與人之間認真思行公正
[00:09:03.000 --> 00:09:05.000]  如果你們不欺壓寄居的
[00:09:05.000 --> 00:09:06.000]  不欺壓孤兒寡婦
[00:09:06.000 --> 00:09:09.000]  不在這地方流無辜人的血
[00:09:09.000 --> 00:09:10.000]  也不跟從別的神
[00:09:10.000 --> 00:09:12.000]  自招禍患
[00:09:12.000 --> 00:09:14.000]  我就讓你們再次給你們列祖
[00:09:14.000 --> 00:09:17.000]  直到永遠這地方居住
[00:09:17.000 --> 00:09:21.000]  可是你們竟然倚靠虛方無益的話
[00:09:21.000 --> 00:09:23.000]  然後來到這稱為我名下的殿
[00:09:23.000 --> 00:09:25.000]  站在我面前說
[00:09:25.000 --> 00:09:27.000]  我們安全啦
[00:09:27.000 --> 00:09:31.000]  你們這樣就可以行這一切可憎的事嗎
[00:09:31.000 --> 00:09:33.000]  這稱為我名下的殿
[00:09:33.000 --> 00:09:37.000]  難道在你們眼中看為賊窩嗎
[00:09:37.000 --> 00:09:40.000]  這裡連續講了三句
[00:09:40.000 --> 00:09:43.000]  這是耶和華的殿
[00:09:43.000 --> 00:09:45.000]  其實就是反映了他們
[00:09:45.000 --> 00:09:48.000]  多麼情詞迫切地說
[00:09:48.000 --> 00:09:52.000]  這是神的殿
[00:09:52.000 --> 00:09:57.000]  他們以為在外面為非作歹是不要緊的
[00:09:57.000 --> 00:09:59.000]  只要定時定候
[00:09:59.000 --> 00:10:02.000]  在每個星期日上午十時
[00:10:02.000 --> 00:10:04.000]  回到太古城堂
[00:10:04.000 --> 00:10:07.000]  崇拜進行宗教活動
[00:10:07.000 --> 00:10:09.000]  就可以洗底
[00:10:09.000 --> 00:10:10.000]  洗掉我的罪
[00:10:10.000 --> 00:10:12.000]  然後我出去
[00:10:12.000 --> 00:10:15.000]  繼續胡作非為
[00:10:15.000 --> 00:10:17.000]  其實情況就好像
[00:10:17.000 --> 00:10:21.000]  現在有些為富不仁的人
[00:10:21.000 --> 00:10:22.000]  他們有很多錢
[00:10:22.000 --> 00:10:24.000]  拿去做善事
[00:10:24.000 --> 00:10:26.000]  捐獻
[00:10:26.000 --> 00:10:29.000]  回頭就作奸犯科
[00:10:29.000 --> 00:10:30.000]  又或者有些人
[00:10:30.000 --> 00:10:33.000]  開口埋口都提著神的名
[00:10:33.000 --> 00:10:35.000]  感謝主感謝主
[00:10:35.000 --> 00:10:38.000]  慌死人就不知道他們是基督徒
[00:10:38.000 --> 00:10:40.000]  但是他們所做的事
[00:10:40.000 --> 00:10:43.000]  是令人髮指
[00:10:43.000 --> 00:10:45.000]  從耶利米這些信息裡
[00:10:45.000 --> 00:10:46.000]  我們可以看到
[00:10:46.000 --> 00:10:48.000]  他責備的對象
[00:10:48.000 --> 00:10:50.000]  上至君王
[00:10:50.000 --> 00:10:51.000]  宗教領袖
[00:10:51.000 --> 00:10:52.000]  官員
[00:10:52.000 --> 00:10:54.000]  下至平民百姓
[00:10:54.000 --> 00:10:57.000]  其實不是個別人士的問題
[00:10:57.000 --> 00:10:59.000]  全國的人
[00:10:59.000 --> 00:11:02.000]  其實都是神所厭棄
[00:11:02.000 --> 00:11:03.000]  他們以為
[00:11:03.000 --> 00:11:06.000]  擁有一座宏偉的聖殿
[00:11:06.000 --> 00:11:08.000]  有恆常的宗教儀式
[00:11:08.000 --> 00:11:11.000]  就能夠滿足神的要求
[00:11:11.000 --> 00:11:15.000]  可保他們的平安
[00:11:15.000 --> 00:11:17.000]  但其實他們所作所為
[00:11:17.000 --> 00:11:20.000]  已經令整個信仰系統
[00:11:20.000 --> 00:11:23.000]  到了禮崩樂壞的地步
[00:11:23.000 --> 00:11:24.000]  整個民族
[00:11:24.000 --> 00:11:27.000]  都受到神的唾棄
[00:11:27.000 --> 00:11:28.000]  神已經命定
[00:11:28.000 --> 00:11:32.000]  他們必然會國破家亡
[00:11:32.000 --> 00:11:34.000]  更慘的就是
[00:11:34.000 --> 00:11:36.000]  無論耶利米用多少方法
[00:11:36.000 --> 00:11:38.000]  多麼情詞迫切地
[00:11:38.000 --> 00:11:40.000]  宣講神的信息
[00:11:40.000 --> 00:11:43.000]  希望力挽狂瀾
[00:11:43.000 --> 00:11:45.000]  猶大人能夠悔改
[00:11:45.000 --> 00:11:46.000]  歸向神
[00:11:46.000 --> 00:11:49.000]  誰知他們不聽不得止
[00:11:49.000 --> 00:11:52.000]  還要將耶利米置諸死地
[00:11:52.000 --> 00:11:56.000]  從這些信息我們可以看到
[00:11:56.000 --> 00:12:00.000]  耶利米有個名叫
[00:12:00.000 --> 00:12:04.000]  淚眼的先知
[00:12:04.000 --> 00:12:06.000]  經常哭的
[00:12:06.000 --> 00:12:08.000]  但從這些信息我們可以看到
[00:12:08.000 --> 00:12:11.000]  他是否一個懦弱的人
[00:12:11.000 --> 00:12:13.000]  一點都不懦弱
[00:12:13.000 --> 00:12:15.000]  堅過石堅
[00:12:15.000 --> 00:12:17.000]  連皇帝
[00:12:17.000 --> 00:12:22.000]  都可以這樣去奏助
[00:12:22.000 --> 00:12:25.000]  有聖經學者
[00:12:25.000 --> 00:12:27.000]  形容耶利米
[00:12:27.000 --> 00:12:32.000]  在人面前義憤填膺
[00:12:32.000 --> 00:12:34.000]  但當他獨處的時候
[00:12:34.000 --> 00:12:38.000]  卻是心碎流淚
[00:12:38.000 --> 00:12:43.000]  你有沒有試過心碎流淚?
[00:12:43.000 --> 00:12:46.000]  耶利米的哀歌
[00:12:46.000 --> 00:12:51.000]  會不會是我們現代人的哀歌呢?
[00:12:51.000 --> 00:12:54.000]  美國前總統約翰·甘迺迪
[00:12:54.000 --> 00:13:00.000]  曾經在他1961年就職總統的演說中
[00:13:00.000 --> 00:13:02.000]  說過一句很出名的話
[00:13:02.000 --> 00:13:04.000]  可能大家都聽過
[00:13:04.000 --> 00:13:08.000]  不要問國家為你做什麼
[00:13:08.000 --> 00:13:09.000]  你要問
[00:13:09.000 --> 00:13:13.000]  你可以為你的國家做些什麼
[00:13:13.000 --> 00:13:16.000]  你覺得這句話
[00:13:16.000 --> 00:13:22.000]  適不適合對耶利米來說呢?
[00:13:22.000 --> 00:13:26.000]  我覺得這句話更加適合
[00:13:26.000 --> 00:13:29.000]  你愛你的國家
[00:13:29.000 --> 00:13:32.000]  你的國家愛你嗎?
[00:13:32.000 --> 00:13:38.000]  這句話其實是來自內地詩人白華
[00:13:38.000 --> 00:13:40.000]  在1979年的時候
[00:13:40.000 --> 00:13:45.000]  他寫的一個電影劇本《苦戀》
[00:13:45.000 --> 00:13:48.000]  這個劇本後來拍成為電影
[00:13:48.000 --> 00:13:52.000]  但一直被禁到現在
[00:13:52.000 --> 00:13:59.000]  其實耶利米也是一個受苦的戀者
[00:13:59.000 --> 00:14:01.000]  對於耶利米的哀歌
[00:14:01.000 --> 00:14:04.000]  你有沒有共鳴呢?
[00:14:04.000 --> 00:14:08.000]  就好像你愛你身邊的人
[00:14:08.000 --> 00:14:12.000]  但他愛你
[00:14:12.000 --> 00:14:14.000]  可能你會覺得
[00:14:14.000 --> 00:14:16.000]  我這麼愛他
[00:14:16.000 --> 00:14:18.000]  我為他做了這麼多
[00:14:18.000 --> 00:14:21.000]  但為什麼他總是對我這麼冷淡
[00:14:21.000 --> 00:14:22.000]  不知不覺
[00:14:22.000 --> 00:14:25.000]  回來後只會對著電視和電腦
[00:14:25.000 --> 00:14:27.000]  只顧著看球賽和玩遊戲機
[00:14:27.000 --> 00:14:28.000]  我對他這麼好
[00:14:28.000 --> 00:14:29.000]  我這麼愛他
[00:14:29.000 --> 00:14:33.000]  到底他愛不愛我呢?
[00:14:33.000 --> 00:14:35.000]  這是一個比較個人的層面
[00:14:35.000 --> 00:14:38.000]  還有一個比較闊的層面
[00:14:38.000 --> 00:14:40.000]  可能在工作上
[00:14:40.000 --> 00:14:43.000]  你看到辦公室裏有很多不合理
[00:14:43.000 --> 00:14:45.000]  不符合規矩的事
[00:14:45.000 --> 00:14:48.000]  就好像最近港鐵沙中線
[00:14:48.000 --> 00:14:50.000]  有好幾個地鐵站
[00:14:50.000 --> 00:14:53.000]  都出現了剪短槓根的問題
[00:14:53.000 --> 00:14:57.000]  或者工程失誤的問題
[00:14:57.000 --> 00:14:59.000]  如果你是其中一個
[00:14:59.000 --> 00:15:03.000]  參與建造工程的人員
[00:15:03.000 --> 00:15:05.000]  發生違規的事
[00:15:05.000 --> 00:15:07.000]  你會怎樣呢?
[00:15:07.000 --> 00:15:08.000]  你當沒事
[00:15:08.000 --> 00:15:09.000]  上頭叫你做什麼
[00:15:09.000 --> 00:15:10.000]  你就做什麼
[00:15:10.000 --> 00:15:12.000]  抑或
[00:15:12.000 --> 00:15:14.000]  你看到有這些問題
[00:15:14.000 --> 00:15:16.000]  你不想陷於罪惡
[00:15:16.000 --> 00:15:18.000]  你更加不想同流合污
[00:15:18.000 --> 00:15:19.000]  不想你的公司
[00:15:19.000 --> 00:15:21.000]  都陷在罪惡裏面
[00:15:21.000 --> 00:15:23.000]  於是你向上司反映
[00:15:23.000 --> 00:15:24.000]  他是遭受打壓
[00:15:24.000 --> 00:15:26.000]  而你的同事都說
[00:15:26.000 --> 00:15:28.000]  你真是多鬼屎
[00:15:28.000 --> 00:15:30.000]  排擠你
[00:15:30.000 --> 00:15:33.000]  你為公義來發聲
[00:15:33.000 --> 00:15:35.000]  你卻是受到排擠
[00:15:35.000 --> 00:15:37.000]  你可以怎樣呢?
[00:15:37.000 --> 00:15:40.000]  或者去到一個更加闊的層面
[00:15:40.000 --> 00:15:42.000]  你在社會上
[00:15:42.000 --> 00:15:44.000]  見到很多不公義
[00:15:44.000 --> 00:15:45.000]  不合理的事
[00:15:45.000 --> 00:15:49.000]  就好像社會的資源分配不均
[00:15:49.000 --> 00:15:52.000]  用十七幾億的錢
[00:15:52.000 --> 00:15:54.000]  來建一條天橋
[00:15:54.000 --> 00:15:56.000]  然後那些撿紙皮的人
[00:15:56.000 --> 00:15:58.000]  又沒有人理
[00:15:58.000 --> 00:16:00.000]  又或者
[00:16:00.000 --> 00:16:02.000]  執法不公
[00:16:02.000 --> 00:16:05.000]  那個收幾萬元租金的
[00:16:05.000 --> 00:16:08.000]  沒有申報就要坐牢
[00:16:08.000 --> 00:16:12.000]  但收五千萬沒有申報的
[00:16:12.000 --> 00:16:14.000]  就逍遙法外
[00:16:14.000 --> 00:16:21.000]  這是你生於斯長於斯的地方
[00:16:21.000 --> 00:16:23.000]  你愛這裏
[00:16:25.000 --> 00:16:29.000]  但當你見到西風日下的時候
[00:16:29.000 --> 00:16:31.000]  你會不會像耶利米一樣
[00:16:31.000 --> 00:16:34.000]  義憤填膺呢?
[00:16:34.000 --> 00:16:38.000]  有什麼出路呢?
[00:16:38.000 --> 00:16:43.000]  耶利米的出路
[00:16:43.000 --> 00:16:45.000]  就是回歸上帝
[00:16:45.000 --> 00:16:48.000]  大家不要誤會
[00:16:48.000 --> 00:16:51.000]  不是說他回到上帝
[00:16:51.000 --> 00:16:53.000]  回到祈禱的時候
[00:16:53.000 --> 00:16:55.000]  就齊歡喜 同慶賀
[00:16:55.000 --> 00:16:57.000]  或者現代港版
[00:16:57.000 --> 00:16:59.000]  一起BBQ
[00:16:59.000 --> 00:17:01.000]  不是這麼簡單
[00:17:01.000 --> 00:17:04.000]  他的回歸是一首充滿控訴的哀歌
[00:17:04.000 --> 00:17:07.000]  就是剛才我們一起讀的那一首
[00:17:07.000 --> 00:17:11.000]  在這段經文裏面我們看到
[00:17:11.000 --> 00:17:14.000]  這是神與人之間的一場對話
[00:17:14.000 --> 00:17:16.000]  在這場對話裏面
[00:17:16.000 --> 00:17:18.000]  耶利米表示
[00:17:18.000 --> 00:17:20.000]  他在毫不知情的底下
[00:17:20.000 --> 00:17:22.000]  被人設計陷害
[00:17:22.000 --> 00:17:24.000]  而害他的竟然是他的同伴
[00:17:24.000 --> 00:17:27.000]  甚至和他有骨肉之親的人
[00:17:27.000 --> 00:17:29.000]  而當他知道這件事的時候
[00:17:29.000 --> 00:17:31.000]  他簡直差不多要崩潰
[00:17:31.000 --> 00:17:33.000]  他只是提出一個要求
[00:17:33.000 --> 00:17:34.000]  這個要求就是
[00:17:34.000 --> 00:17:36.000]  按公義判斷
[00:17:36.000 --> 00:17:39.000]  察言人肺腑心腸的萬君子耶和華
[00:17:39.000 --> 00:17:43.000]  我卻要見你在他們身上報仇
[00:17:43.000 --> 00:17:47.000]  因我將我的案件向你稟明
[00:17:47.000 --> 00:17:50.000]  耶利米的祈求是什麼呢?
[00:17:51.000 --> 00:17:54.000]  叫神報應那些惡人
[00:17:54.000 --> 00:17:56.000]  我們可以想像
[00:17:56.000 --> 00:17:59.000]  耶利米當時的心裏面是充滿仇恨
[00:17:59.000 --> 00:18:02.000]  人在絕望的時候
[00:18:02.000 --> 00:18:05.000]  原本他可能信耶穌
[00:18:05.000 --> 00:18:07.000]  他會選擇離棄這個信仰
[00:18:07.000 --> 00:18:09.000]  但到頭來可能他發覺
[00:18:09.000 --> 00:18:11.000]  走了很多冤枉路
[00:18:11.000 --> 00:18:15.000]  但耶利米卻選擇回歸上帝
[00:18:15.000 --> 00:18:18.000]  而他的回歸是將他的冤屈
[00:18:18.000 --> 00:18:21.000]  埋怨都帶到上帝的面前
[00:18:21.000 --> 00:18:23.000]  向神理論
[00:18:23.000 --> 00:18:29.000]  你有沒有聽過很多姐妹埋怨神
[00:18:29.000 --> 00:18:31.000]  你會怎樣呢?
[00:18:31.000 --> 00:18:36.000]  有些人可能急於為我們的神辯護
[00:18:36.000 --> 00:18:38.000]  但其實不用的
[00:18:38.000 --> 00:18:39.000]  我們的神不是指責的
[00:18:39.000 --> 00:18:41.000]  不是不堪一擊的
[00:18:41.000 --> 00:18:43.000]  他要埋怨就等他發洩
[00:18:43.000 --> 00:18:45.000]  就問上帝
[00:18:45.000 --> 00:18:47.000]  等上帝回應他
[00:18:49.000 --> 00:18:51.000]  耶和華
[00:18:51.000 --> 00:18:53.000]  我怨你爭辯的時候你顯為夷
[00:18:53.000 --> 00:18:56.000]  但有一件我還要怨你理論
[00:18:56.000 --> 00:18:59.000]  惡人的道路為何亨通
[00:18:59.000 --> 00:19:03.000]  大行詭詐的為何得安逸呢?
[00:19:03.000 --> 00:19:09.000]  在這裏耶利米很清楚
[00:19:09.000 --> 00:19:11.000]  和神爭辯
[00:19:11.000 --> 00:19:12.000]  你一定爭辯不贏
[00:19:12.000 --> 00:19:14.000]  他口大你口細
[00:19:14.000 --> 00:19:17.000]  不過他仍然要和神理論
[00:19:17.000 --> 00:19:21.000]  他提出一個千古以來無數的人
[00:19:21.000 --> 00:19:23.000]  都曾經問過的問題
[00:19:23.000 --> 00:19:24.000]  這個問題就是
[00:19:24.000 --> 00:19:28.000]  為何惡人沒有惡報
[00:19:28.000 --> 00:19:31.000]  有沒有人沒有問過這些問題?
[00:19:31.000 --> 00:19:33.000]  舉手
[00:19:33.000 --> 00:19:34.000]  沒有
[00:19:34.000 --> 00:19:36.000]  每個人都問過
[00:19:36.000 --> 00:19:39.000]  可能問過無數次
[00:19:39.000 --> 00:19:43.000]  因為我們從小到大
[00:19:43.000 --> 00:19:45.000]  我們都被教育一個道理
[00:19:45.000 --> 00:19:47.000]  小孩子你要乖
[00:19:47.000 --> 00:19:49.000]  你乖就有人疼你
[00:19:49.000 --> 00:19:51.000]  如果你不乖
[00:19:51.000 --> 00:19:53.000]  你就會受罰
