
[00:00:00.000 --> 00:00:02.360]  今天跟大家分享的其中一位
[00:03:28.160 --> 00:03:30.760]  當他學中文學得不是很順暢的時候
[00:03:30.760 --> 00:03:35.280]  他會不會想放棄,轉到另一個工廠呢?等等
[00:03:35.280 --> 00:03:40.640]  再想想,如果他當年不是來中國
[00:03:40.640 --> 00:03:44.840]  又或者他來到半途,他選擇再轉的話
[00:03:44.840 --> 00:03:50.640]  他侍奉的生命又會不會有些不同呢?
[00:03:50.640 --> 00:03:53.600]  今天會和大家看《文素記》
[00:03:53.600 --> 00:03:58.040]  《文素記》一段由小到大都可能聽過的故事
[00:03:58.040 --> 00:04:00.080]  是一個探子的故事
[00:04:00.080 --> 00:04:05.500]  當我們想起在曠野裏面的以色列人
[00:04:05.500 --> 00:04:09.200]  我們通常都會想到一個印象
[00:04:09.200 --> 00:04:13.240]  有一個很黑板的印象,就是這幫人都是很不掂當
[00:04:13.240 --> 00:04:17.640]  如果大家從《出埃及記》看他們去到《生命記》
[00:04:17.640 --> 00:04:20.920]  他們經常都會做一些一般般的決定
[00:04:20.920 --> 00:04:23.680]  都不是很合乎神的心意
[00:04:23.680 --> 00:04:27.000]  亦都是違背神的律法的決定
[00:04:27.000 --> 00:04:31.160]  所以我們在《出埃及記》、《文素記》等等裏面
[00:04:31.160 --> 00:04:33.480]  經常看到一些描述他們的字眼
[00:04:33.480 --> 00:04:35.200]  大家馬上可能會想到
[00:04:35.200 --> 00:04:40.280]  「還緊」、「硬着頸項」、「撥翼」等等
[00:04:40.280 --> 00:04:41.960]  這些字經常出現的
[00:04:41.960 --> 00:04:44.680]  「撥」好裏面的那些字是次數
[00:04:44.680 --> 00:04:49.760]  彷彿好像是用這幫人的不掂當去影襯一下
[00:04:49.760 --> 00:04:53.600]  帶領他們的《摩西約書》是多麼不錯
[00:04:53.600 --> 00:04:56.960]  但當我最近在讀《聖經》或者《靈脩》的時候
[00:04:56.960 --> 00:04:58.760]  再去看《五經》的時候
[00:04:58.760 --> 00:05:07.720]  我反而發覺一段以色列人與上帝之間的很「蜜月」的歷程
[00:05:07.720 --> 00:05:12.080]  就是有一段時間以色列人對上帝的吩咐
[00:05:12.080 --> 00:05:17.520]  對上帝藉着摩西的吩咐是言興計從的
[00:05:17.520 --> 00:05:21.720]  是非常願意聽的
[00:05:21.720 --> 00:05:26.280]  我覺得真的是上帝與以色列人之間的一個蜜月期
[00:05:26.280 --> 00:05:30.840]  你會見到很多字眼,說他們會照着山上的樣式
[00:05:30.840 --> 00:05:32.120]  照着耶和華的吩咐
[00:05:32.120 --> 00:05:35.160]  照着耶和華藉着摩西的說話等等等等
[00:05:35.160 --> 00:05:36.480]  遵照等等
[00:05:36.480 --> 00:05:40.480]  很多這些字眼描述在當中出現
[00:05:40.480 --> 00:05:43.040]  特別深刻的印象就是其中有一段
[00:05:43.040 --> 00:05:46.880]  在第九章十六到二十三節裏面
[00:05:46.880 --> 00:05:50.200]  經文很長,不用詳細讀
[00:05:50.200 --> 00:05:52.000]  不過你看到紅色的那些字
[00:05:52.000 --> 00:05:58.840]  你就會發覺,全部都是以色列人跟着耶和華的吩咐去做
[00:05:58.840 --> 00:06:02.280]  去行,去指示,去做
[00:06:02.280 --> 00:06:03.160]  有多好?
[00:06:03.160 --> 00:06:06.960]  我發覺我讀經,原來在很多時間裏面
[00:06:06.960 --> 00:06:12.400]  都會錯過這些經文
[00:06:12.400 --> 00:06:17.360]  再三強調這羣以色列人對上帝是很聽從的
[00:06:17.360 --> 00:06:18.720]  百分百
[00:06:18.720 --> 00:06:20.920]  是尊重神的吩咐
[00:06:20.920 --> 00:06:22.320]  祂的步伐
[00:06:22.320 --> 00:06:23.600]  神什麼時候動,他們什麼時候動
[00:06:23.600 --> 00:06:26.160]  神停多久,他們又停多久
[00:06:26.160 --> 00:06:31.360]  我覺得好像在拍拖那些
[00:06:31.360 --> 00:06:34.120]  You jump or jump那些
[00:06:34.120 --> 00:06:36.720]  我覺得好好的,你說怎麼樣就怎麼樣
[00:06:36.720 --> 00:06:40.920]  一個這樣的狀態的當中
[00:06:40.920 --> 00:06:45.280]  但大家知道在裏面的過程
[00:06:45.280 --> 00:06:48.440]  又好像不是經歷了很久
[00:06:48.440 --> 00:06:53.480]  在文章第十一章開始,你會發覺
[00:06:53.480 --> 00:06:58.240]  白色又再走進去一個怨言的狀態的當中
[00:06:58.240 --> 00:07:04.200]  特別有一樣東西,他們開始質疑摩西的地位和權柄
[00:07:04.200 --> 00:07:07.080]  你究竟是領導我們的
[00:07:07.080 --> 00:07:11.440]  質疑的人還包括摩西的哥哥阿倫
[00:07:11.440 --> 00:07:14.400]  和他的姐姐米利欽
[00:07:14.400 --> 00:07:17.360]  所以神也做了兩樣東西
[00:07:17.360 --> 00:07:23.760]  神第一樣東西是吩咐摩西要召集七十位長老
[00:07:23.760 --> 00:07:28.480]  降了聖靈在他們身上
[00:07:28.480 --> 00:07:33.600]  爲了什麼呢?就是讓他們可以學習去體會神的心
[00:07:33.600 --> 00:07:36.600]  這不是特別說要分擔什麼工作
[00:07:36.600 --> 00:07:38.480]  或者要做什麼職務
[00:07:38.480 --> 00:07:41.720]  其實是希望這幫人,這幫領袖
[00:07:41.720 --> 00:07:45.160]  都可以在屬靈上成長
[00:07:45.160 --> 00:07:48.200]  所以其中一個細節就是
[00:07:48.200 --> 00:07:52.640]  若是說有兩個沒有理會,不過是在講預言
[00:07:52.640 --> 00:07:55.760]  摩西就有這樣的回應,說願耶和華的百姓
[00:07:55.760 --> 00:08:02.080]  都是先知,願耶和華將那個靈降在他們身上
[00:08:02.080 --> 00:08:06.800]  而我覺得第二樣東西,神的回應就是
[00:08:06.800 --> 00:08:08.520]  今天我們要講的就是
[00:08:08.520 --> 00:08:14.200]  派遣探子去加拿大
[00:08:14.200 --> 00:08:15.920]  第十三章開始
[00:08:15.920 --> 00:08:17.520]  神就說,你小語摩西說
[00:08:17.520 --> 00:08:22.120]  你打發人去窺探我所賜給以色列人的加拿大
[00:08:22.120 --> 00:08:25.000]  每支派裏面就要派一位
[00:08:25.000 --> 00:08:26.840]  都是要做領袖的
[00:08:26.840 --> 00:08:31.360]  所以這十二個人不是什麼平常百姓
[00:08:31.360 --> 00:08:33.360]  而是一些領袖
[00:08:33.360 --> 00:08:34.360]  是有名有姓的
[00:08:34.360 --> 00:08:38.320]  雖然我沒法子查到他們是否在之前出現過
[00:08:38.320 --> 00:08:40.720]  其實也沒有,我查過是沒有出現過的
[00:08:40.720 --> 00:08:44.640]  又或者是否之前我提到的那七十個
[00:08:44.640 --> 00:08:48.560]  是聖靈降臨在他們身上的那幫人當中
[00:08:48.560 --> 00:08:49.640]  沒法子查到
[00:08:49.640 --> 00:08:53.120]  因爲那七十個人沒有寫過名字出來
[00:08:53.120 --> 00:08:55.840]  所以神是大概希望
[00:08:55.840 --> 00:09:00.600]  使用這幫領袖的公信力、影響力
[00:09:00.600 --> 00:09:03.080]  去引導那幫百姓
[00:09:03.080 --> 00:09:06.880]  可以更加信靠上帝
[00:09:06.880 --> 00:09:09.840]  畢竟,如果你卡摩西一個人對着幾十萬人
[00:09:09.840 --> 00:09:13.040]  甚至超過一百萬人
[00:09:13.040 --> 00:09:16.040]  實在是太勞苦了
[00:09:16.040 --> 00:09:22.440]  於是,摩西就差派這幫探子去窺探加南地
[00:09:22.440 --> 00:09:26.000]  我們一起去讀我們今天的主要經文
[00:09:26.000 --> 00:09:29.520]  第十三章十七到二十節
[00:09:29.520 --> 00:09:31.080]  好,預備起
[00:09:31.080 --> 00:09:35.520]  摩西打發他們去窺探加南地
[00:09:35.520 --> 00:09:41.840]  說:你們從南地上山地去,看那地如何
[00:09:41.840 --> 00:09:47.520]  其中所住的民是強是弱,是多是少
[00:09:47.520 --> 00:09:55.000]  所住之處是好是大,所住之處是盈盤是堅誠
[00:09:55.000 --> 00:10:02.720]  又看那地是肥美是脂肪,其中有樹木沒有
[00:10:02.720 --> 00:10:08.880]  你們要放開膽量,把那地的果子帶些來
[00:10:08.880 --> 00:10:14.240]  那時正是葡萄初熟的時候
[00:10:14.240 --> 00:10:19.480]  即經文說是窺探,好像間諜或偵察兵一樣
[00:10:19.480 --> 00:10:26.080]  是一個說葡萄初熟的時候,大約是夏天七八月的時候
[00:10:26.080 --> 00:10:29.680]  摩西給他們的任務有些是很清晰的
[00:10:29.680 --> 00:10:32.800]  很清楚的吩咐,有些很客觀的描述
[00:10:32.800 --> 00:10:35.360]  譬如給了他們一個清晰的路線
[00:10:35.360 --> 00:10:37.120]  我給大家看一幅地圖
[00:10:37.120 --> 00:10:42.600]  是由以色列的南面開始走到北面
[00:10:42.600 --> 00:10:47.680]  所以從南到北應該要走回頭路
[00:10:47.680 --> 00:10:56.080]  走了整個以色列的地圖
[00:10:56.080 --> 00:10:58.000]  所以用了四十天的時間
[00:10:58.000 --> 00:11:02.000]  然後他們要估量一下當地的人口有多少人
[00:11:02.000 --> 00:11:07.680]  他們的民情、民風、防衛的狀況是怎樣
[00:11:07.680 --> 00:11:09.480]  因爲對他們來說
[00:11:09.480 --> 00:11:14.560]  一個那些形盤,即是未必有設防的形地
[00:11:14.560 --> 00:11:18.080]  還有一些堅城,堅城即是一些堡壘
[00:11:18.080 --> 00:11:23.760]  對他們來說,軍事的實力上是在說不同的狀況
[00:11:23.760 --> 00:11:28.480]  當然他們要看那塊地,究竟是否像上帝所說的
[00:11:28.480 --> 00:11:30.960]  是流淚如泣,是否這麼肥沃
[00:11:30.960 --> 00:11:34.120]  所以就要拿一些物證回來
[00:11:34.120 --> 00:11:41.440]  有學者將這幾節的經文排列了一個線形結構出來
[00:11:41.440 --> 00:11:44.560]  即是將這幾節的經文排列出來
[00:11:44.560 --> 00:11:45.800]  他們的排列就是
[00:11:45.800 --> 00:11:50.160]  A和A'就是一個就去,一個就回來
[00:11:50.160 --> 00:11:57.080]  B和B'主要是說地的,要看地的狀況
[00:11:57.080 --> 00:12:03.200]  C和C'就是說民衆的實力究竟是如何
[00:12:03.200 --> 00:12:08.320]  而D通常是一個試驗結構裏面最想突出的要點
[00:12:08.320 --> 00:12:13.880]  就是鎖住之處,是好是大
[00:12:13.880 --> 00:12:17.720]  即是說他們要找一些客觀的資料
[00:12:17.720 --> 00:12:20.440]  但除了這些客觀的資料之外
[00:12:20.440 --> 00:12:27.760]  他們都要去做一些判斷、衡量和評價
[00:12:27.760 --> 00:12:32.880]  我相信摩沙是想着這幫人收到一些客觀的資料
[00:12:32.880 --> 00:12:35.640]  然後他們可以做一個很肯定的
[00:12:35.640 --> 00:12:37.960]  或者很正面的評價之後
[00:12:37.960 --> 00:12:40.720]  希望接着那幫的民衆
[00:12:40.720 --> 00:12:44.160]  以色列民都會跟隨一起上去
[00:12:44.160 --> 00:12:46.560]  但故事就不是這樣發生,大家都很熟悉
[00:12:46.560 --> 00:12:48.600]  其中有十個探子
[00:12:48.600 --> 00:12:51.240]  他們回來的報告是不可以的
[00:12:51.240 --> 00:12:52.560]  完全不行
[00:12:52.560 --> 00:12:55.640]  十三章二十七到三十三節裏面
[00:12:55.640 --> 00:12:57.160]  告訴我們這幫人覺得
[00:12:57.160 --> 00:12:59.640]  他們見到一些很厲害的人,不行
[00:12:59.640 --> 00:13:00.800]  我們不能夠上去
[00:13:00.800 --> 00:13:03.400]  因爲那裏的人被我們強撞
[00:13:03.400 --> 00:13:06.200]  那裏的人好像我們在他面前
[00:13:06.200 --> 00:13:09.040]  好像一隻蚱蜢,隨時被他踩死
[00:13:09.040 --> 00:13:13.440]  只有迦勒和約恕是歷排衆議
[00:13:13.440 --> 00:13:15.800]  他們說只要我們肯上去
[00:13:15.800 --> 00:13:17.720]  神一定可以幫助我們
[00:13:17.720 --> 00:13:21.880]  供取到迦南地
[00:13:21.880 --> 00:13:23.040]  結果大家都記得
[00:13:23.040 --> 00:13:26.160]  這個故事的結果
[00:13:26.160 --> 00:13:27.760]  就是一幫以色列人
[00:13:27.760 --> 00:13:31.800]  他們遭受到神的懲罰
[00:13:31.800 --> 00:13:33.280]  一代人
[00:13:33.280 --> 00:13:37.240]  一整代人要在以色列之外的曠野
[00:13:37.240 --> 00:13:39.320]  漂流了四十年
[00:13:39.320 --> 00:13:44.720]  一代人都無法進入許英許之地
[00:13:44.720 --> 00:13:47.720]  其實很奇怪,我看完這裏
[00:13:47.720 --> 00:13:48.760]  幾天之前
[00:13:48.760 --> 00:13:53.000]  還在講神與人之間的密約期
[00:13:53.000 --> 00:13:56.200]  爲什麼幾天之後突然間急轉直下呢?
[00:13:56.200 --> 00:13:57.200]  傳離惡號呢?
[00:13:57.200 --> 00:13:59.800]  爲什麼密約期會發展到最後呢?
[00:13:59.800 --> 00:14:04.720]  是不是因爲之前是誤會,現在是瞭解呢?
[00:14:04.720 --> 00:14:06.440]  當然我們可以有一個很簡單的解釋
[00:14:06.440 --> 00:14:07.960]  就是這幫人不行
[00:14:07.960 --> 00:14:09.280]  劣根性
[00:14:09.280 --> 00:14:10.040]  是不是?
[00:14:10.040 --> 00:14:11.640]  這幫以色列人就是這樣
[00:14:11.640 --> 00:14:13.880]  就是這麼橫行的,是不是?
[00:14:13.880 --> 00:14:15.360]  狗改不了喫屎
[00:14:15.360 --> 00:14:17.120]  全部都是自作孽
[00:14:17.120 --> 00:14:18.720]  全部都是與神無憂
[00:14:18.720 --> 00:14:21.400]  是一幫根本不行的人
[00:14:21.400 --> 00:14:24.080]  怎麼搞都沒用
[00:14:24.080 --> 00:14:25.200]  但如果這樣解釋的話
[00:14:25.200 --> 00:14:27.360]  就很多東西都不用講了
[00:14:27.360 --> 00:14:29.200]  我會用另一個角度來說
[00:14:29.200 --> 00:14:38.120]  這個是不是他們必經的成長曆程呢?
[00:14:38.120 --> 00:14:41.560]  接着要把我兒子擺在桌上了
[00:14:41.560 --> 00:14:45.040]  我兒子小時候剛剛走的時候
[00:14:45.040 --> 00:14:49.800]  多數在嬰兒牀或者在家裏面
[00:14:49.800 --> 00:14:52.640]  你作爲父母,你可以扶着他
[00:14:52.640 --> 00:14:54.040]  或者在周圍
[00:14:54.040 --> 00:14:55.640]  好像我看到的照片那樣
[00:14:55.640 --> 00:14:57.480]  裝了一些箭在那裏
[00:14:57.480 --> 00:14:59.080]  箭着箭着
[00:14:59.080 --> 00:15:03.680]  怕他跌倒,怕他受傷
[00:15:03.680 --> 00:15:06.680]  但他不會一輩子都在家裏面走
[00:15:06.680 --> 00:15:09.760]  他不會只在家裏度過他一生
[00:15:09.760 --> 00:15:10.880]  他總會外出
[00:15:10.880 --> 00:15:12.360]  他會去公園
[00:15:12.360 --> 00:15:15.000]  他會逛街
[00:15:15.000 --> 00:15:16.920]  你去到某些地方
[00:15:16.920 --> 00:15:19.160]  你想拖着他,他都不讓你拖
[00:15:19.160 --> 00:15:21.680]  你要放手讓他走
[00:15:21.680 --> 00:15:22.720]  但是你放手的話
[00:15:22.720 --> 00:15:25.200]  你就預料到有機會他會跌倒
[00:15:25.200 --> 00:15:26.000]  你放手的話
[00:15:26.000 --> 00:15:29.400]  他有機會真的會跌傷
[00:15:29.400 --> 00:15:31.200]  我記得很多次
[00:15:31.200 --> 00:15:32.800]  當他在斜路下斜的時候
[00:15:32.800 --> 00:15:33.560]  在那裏跑的時候
[00:15:33.560 --> 00:15:39.120]  我簡直是心驚膽跳
[00:15:39.120 --> 00:15:41.320]  換句話說
[00:15:41.320 --> 00:15:45.320]  每一個孩子他們在成長的過程中
[00:15:45.320 --> 00:15:50.880]  都會經歷一些父母放手之後的
[00:15:50.880 --> 00:15:52.520]  摔的第一招
[00:15:52.520 --> 00:15:53.760]  跌的第一招
[00:15:53.760 --> 00:15:56.520]  慣的第一招
[00:15:56.520 --> 00:16:00.680]  神起以色列人最初出埃及的那幾個月裏
[00:16:00.680 --> 00:16:05.120]  對他們有非常多的密集的訓練
[00:16:05.120 --> 00:16:06.920]  賜十戒給他們
[00:16:06.920 --> 00:16:10.120]  坑律法,幫他們建會幕
[00:16:10.120 --> 00:16:11.000]  吩咐他們
[00:16:11.000 --> 00:16:13.000]  甚至供應食物給他們
[00:16:13.000 --> 00:16:14.800]  每天有馬拿
[00:16:14.800 --> 00:16:17.480]  選立一幫利尾人去服事
[00:16:17.480 --> 00:16:18.040]  數點民宿
[00:16:18.040 --> 00:16:23.000]  等等很多鉅細無爲的安排給他們
[00:16:23.000 --> 00:16:26.760]  以色列人可以跟着很清楚的吩咐
[00:16:26.760 --> 00:16:27.920]  神吩咐你什麼時候動
[00:16:27.920 --> 00:16:28.600]  你就什麼時候動
[00:16:28.600 --> 00:16:30.760]  什麼時候停就什麼時候停
[00:16:30.760 --> 00:16:34.000]  一切都是爲了他們之後可以熟習
[00:16:34.000 --> 00:16:35.640]  習慣神的吩咐
[00:16:35.640 --> 00:16:38.760]  和神的聲音是怎樣的
[00:16:38.760 --> 00:16:40.480]  神究竟是一個什麼樣的方法
[00:16:40.480 --> 00:16:42.680]  去帶領他們
[00:16:42.680 --> 00:16:43.640]  但問題是
[00:16:43.640 --> 00:16:47.600]  神是不會一直事事鉅細無爲地
[00:16:47.600 --> 00:16:49.520]  從頭帶到他們尾的
[00:16:49.520 --> 00:16:51.560]  他都會放手
[00:16:51.560 --> 00:16:53.600]  讓我們去判斷
[00:16:53.600 --> 00:16:55.240]  讓我們去決定
[00:16:55.240 --> 00:16:56.080]  當然你要問
[00:16:56.080 --> 00:16:57.600]  究竟是不是很自由這件事
[00:16:57.600 --> 00:16:59.120]  這是另一個問題
[00:16:59.120 --> 00:17:01.920]  但我們不會像一個木偶一樣
[00:17:01.920 --> 00:17:05.840]  從小到大終生都是被擺佈
[00:17:05.840 --> 00:17:07.960]  我們需要自己去判斷
[00:17:07.960 --> 00:17:10.040]  需要自己去作決定
[00:17:10.040 --> 00:17:13.360]  這是我們人生成長裏面的狀況
[00:17:13.360 --> 00:17:16.480]  我們每個人都要這樣做
[00:17:16.480 --> 00:17:19.480]  當我們開始去面向世界的時候
[00:17:19.480 --> 00:17:22.640]  就跟我們在家裏
[00:17:22.640 --> 00:17:24.480]  在學校裏
[00:17:24.480 --> 00:17:27.080]  在教會小組房裏面的環境
[00:17:27.080 --> 00:17:31.800]  可以是完全不一樣
[00:17:31.800 --> 00:17:33.840]  大家可能還記得
[00:17:33.840 --> 00:17:37.280]  剛出社會的時候
[00:17:37.280 --> 00:17:39.440]  你可能見證到
[00:17:39.440 --> 00:17:43.560]  見識到世界裏面那種靈力
[00:17:43.560 --> 00:17:45.720]  那種很無情的
[00:17:45.720 --> 00:17:47.880]  可能你被它嚇着了也不一定
[00:17:47.880 --> 00:17:49.680]  或者你見識到
[00:17:49.680 --> 00:17:52.240]  世界裏面原來可以很有效率
[00:17:52.240 --> 00:17:54.400]  那個遊戲規則是這樣玩的時候
[00:17:54.400 --> 00:17:58.040]  你選擇跟它去玩
[00:17:58.040 --> 00:17:59.680]  又或者像我的年紀
[00:17:59.680 --> 00:18:02.440]  稍微經驗老到
[00:18:02.440 --> 00:18:04.760]  開始變老猶條的時候
[00:18:04.760 --> 00:18:07.320]  你見到世界上是這樣的
[00:18:07.320 --> 00:18:09.560]  你還要質疑它是什麼
[00:18:09.560 --> 00:18:10.360]  你覺得很無奈
[00:18:10.360 --> 00:18:11.200]  你就算了吧
[00:18:11.200 --> 00:18:12.800]  不要搞這麼多事
[00:18:12.800 --> 00:18:14.040]  也可能會這樣
[00:18:14.040 --> 00:18:16.960]  每個人都需要在你的生命裏面
[00:18:16.960 --> 00:18:18.400]  有你自己的判斷
[00:18:18.400 --> 00:18:22.200]  有你自己的決定
[00:18:22.200 --> 00:18:26.200]  我記得最初做事的時候
[00:18:26.200 --> 00:18:27.120]  其中一個決定
[00:18:27.120 --> 00:18:29.280]  我現在都很深刻的
[00:18:29.280 --> 00:18:33.000]  幾個朋友一起炒外匯
[00:18:33.000 --> 00:18:35.080]  我一輩子沒買股票之類的
[00:18:35.080 --> 00:18:36.520]  但不知道爲什麼
[00:18:36.520 --> 00:18:40.320]  一人夾點錢去炒外匯
[00:18:40.320 --> 00:18:42.320]  想着告訴你
[00:18:42.320 --> 00:18:43.360]  很好賺嘛
[00:18:43.360 --> 00:18:44.920]  很快嘛
[00:18:44.920 --> 00:18:47.800]  很快就沒了
[00:18:47.800 --> 00:18:48.680]  幾個星期之後
[00:18:48.680 --> 00:18:49.240]  輸光了
[00:18:49.240 --> 00:18:50.120]  沒了?
[00:18:50.120 --> 00:18:51.320]  哦
[00:18:51.320 --> 00:18:54.200]  但是這些類似的教訓
[00:18:54.200 --> 00:18:55.720]  可能大家一輩子裏面
[00:18:55.720 --> 00:18:59.680]  可能會不斷地有
[00:18:59.680 --> 00:19:00.560]  所以任何決定
[00:19:00.560 --> 00:19:03.920]  可能都是爲我們帶來一些後果
[00:19:03.920 --> 00:19:07.760]  其實這幫探子的判斷
[00:19:07.760 --> 00:19:09.320]  他們的決定
[00:19:09.320 --> 00:19:11.360]  反映了他們有兩種心態
[00:19:11.360 --> 00:19:15.160]  第一樣是他們對上帝的信心
[00:19:15.160 --> 00:19:16.640]  是不斷下滑
[00:19:16.640 --> 00:19:18.200]  好像山泥傾瀉一樣
[00:19:18.200 --> 00:19:19.640]  不斷下滑
[00:19:19.640 --> 00:19:22.040]  甚至是崩潰了
[00:19:22.040 --> 00:19:24.680]  他們對主有信心
[00:19:24.680 --> 00:19:25.720]  他願意跟從
[00:19:25.720 --> 00:19:28.720]  去到非常非常懷疑
[00:19:28.720 --> 00:19:31.520]  他們剛剛在學走路
[00:19:31.520 --> 00:19:33.480]  但是接着他們想走
[00:19:33.480 --> 00:19:35.040]  不是走快步
[00:19:35.040 --> 00:19:36.080]  他們想着要離開
[00:19:36.080 --> 00:19:37.880]  是走人了
[00:19:37.880 --> 00:19:40.640]  他覺得上帝老點他們
[00:19:40.640 --> 00:19:42.760]  你不是吧
[00:19:42.760 --> 00:19:45.960]  於是他們想回去埃及
[00:19:45.960 --> 00:19:47.920]  做一個奴隸
[00:19:47.920 --> 00:19:50.240]  第十四章開始告訴他們
[00:19:50.240 --> 00:19:54.600]  他們的選擇是這樣
[00:19:54.600 --> 00:19:57.600]  他們開始對未來、懷疑與懷疑
[00:19:57.600 --> 00:19:59.160]  對未來的懷疑不是問題
[00:19:59.160 --> 00:20:01.880]  不過你可以和他們一起
[00:20:01.880 --> 00:20:03.640]  你可以和懷疑去共處
[00:20:03.640 --> 00:20:05.040]  但是他們想着
[00:20:05.040 --> 00:20:07.200]  快點找個快捷選擇
[00:20:07.200 --> 00:20:08.320]  找個答案
[00:20:08.320 --> 00:20:12.920]  找個可以即時解決的出路
[00:20:12.920 --> 00:20:14.160]  但是他們有沒有想過
[00:20:14.160 --> 00:20:15.560]  你剛剛兩個月前
[00:20:15.560 --> 00:20:17.960]  才搞到一隊埃及兵
[00:20:17.960 --> 00:20:20.400]  死在海里
[00:20:20.400 --> 00:20:21.280]  你打算回去
[00:20:21.280 --> 00:20:22.680]  他們會對你很好
[00:20:22.680 --> 00:20:24.480]  讓你繼續做之前的事
[00:20:24.480 --> 00:20:25.880]  不是吧
[00:20:25.880 --> 00:20:28.160]  他們想得清楚一點
[00:20:28.160 --> 00:20:31.840]  你回埃及根本不是一個選項
[00:20:31.840 --> 00:20:32.920]  但是他們想着很快
[00:20:32.920 --> 00:20:34.000]  快捷選擇
[00:20:34.000 --> 00:20:39.040]  要隨便找一個出路和答案
[00:20:39.040 --> 00:20:39.880]  在我生命裏面
[00:20:39.880 --> 00:20:41.240]  我覺得最錯的
[00:20:41.240 --> 00:20:43.400]  其中一個快捷選擇就是
[00:20:43.400 --> 00:20:45.480]  和其中一位
[00:20:45.480 --> 00:20:47.080]  和我其中一個
[00:20:47.080 --> 00:20:47.960]  不是其中一個
