
[00:00:00.000 --> 00:00:02.000]  怎樣才能夠活出
[00:01:39.000 --> 00:01:42.000]  主我們求祢保護美國平安
[00:01:42.000 --> 00:01:44.000]  平安
[00:01:44.000 --> 00:01:45.000]  主因為我們知道
[00:01:45.000 --> 00:01:48.000]  我們的平安在祢的手中
[00:01:48.000 --> 00:01:50.000]  謝謝你主耶穌
[00:01:50.000 --> 00:01:53.000]  垂聽我們的祈禱奉耶穌的名
[00:01:53.000 --> 00:01:54.000]  阿們
[00:01:54.000 --> 00:01:55.000]  謝謝主
[00:01:55.000 --> 00:01:57.000]  我們先來談一談
[00:01:57.000 --> 00:02:01.000]  什麼叫做愛惜光陰的定義是什麼
[00:02:01.000 --> 00:02:04.000]  那在這段時間
[00:02:04.000 --> 00:02:06.000]  愛惜光陰這個事情
[00:02:06.000 --> 00:02:08.000]  就一直在我的心裡面
[00:02:08.000 --> 00:02:11.000]  中國人講到愛惜光陰
[00:02:11.000 --> 00:02:13.000]  我們想到什麼
[00:02:13.000 --> 00:02:15.000]  一寸光陰一寸金
[00:02:15.000 --> 00:02:17.000]  寸金難買寸光陰
[00:02:17.000 --> 00:02:19.000]  我們還講什麼
[00:02:19.000 --> 00:02:21.000]  時光不去不復返
[00:02:21.000 --> 00:02:23.000]  我們還講什麼
[00:02:23.000 --> 00:02:26.000]  我們講說光陰世界
[00:02:26.000 --> 00:02:29.000]  這是我們中國人對時間的一個說法
[00:02:29.000 --> 00:02:30.000]  一個解釋
[00:02:30.000 --> 00:02:32.000]  那最近呢
[00:02:32.000 --> 00:02:34.000]  我們教會的禮拜五早上
[00:02:34.000 --> 00:02:37.000]  我們在上一課叫長大成熟
[00:02:37.000 --> 00:02:39.000]  那長大成熟的第四課
[00:02:39.000 --> 00:02:42.000]  第四課叫做尋求神的旨意
[00:02:42.000 --> 00:02:45.000]  那說我們基督徒
[00:02:45.000 --> 00:02:47.000]  要怎麼樣明白神的旨意
[00:02:47.000 --> 00:02:49.000]  就是第一個最重要的
[00:02:49.000 --> 00:02:51.000]  就是要有經文的
[00:02:51.000 --> 00:02:53.000]  經文的驗證
[00:02:53.000 --> 00:02:55.000]  才知道什麼叫神的旨意
[00:02:55.000 --> 00:02:58.000]  也就是說我們來看看
[00:02:58.000 --> 00:03:01.000]  聖經上面對愛惜光陰這個字
[00:03:01.000 --> 00:03:03.000]  這個字怎麼解釋
[00:03:03.000 --> 00:03:07.000]  那我們剛才宣召的經文
[00:03:07.000 --> 00:03:09.000]  以佛所書五章十五節
[00:03:09.000 --> 00:03:11.000]  就提到愛惜光陰
[00:03:11.000 --> 00:03:14.000]  愛惜光陰在希臘文裡面
[00:03:14.000 --> 00:03:15.000]  愛惜這兩個字
[00:03:15.000 --> 00:03:17.000]  是叫做贖回
[00:03:17.000 --> 00:03:20.000]  或是買回來的意思
[00:03:20.000 --> 00:03:23.000]  那光陰可以說是一段時間
[00:03:23.000 --> 00:03:25.000]  一個時機
[00:03:25.000 --> 00:03:28.000]  在適當正確的關鍵時刻
[00:03:28.000 --> 00:03:32.000]  叫做光陰
[00:03:32.000 --> 00:03:35.000]  那所以我們整體來講
[00:03:35.000 --> 00:03:38.000]  在愛惜光陰在希臘文裡面
[00:03:38.000 --> 00:03:40.000]  就可以這樣子來解釋說
[00:03:40.000 --> 00:03:43.000]  在一個適當正確的關鍵時刻
[00:03:43.000 --> 00:03:48.000]  買回或贖回我們所失去的
[00:03:48.000 --> 00:03:51.000]  那經文的首要條件也講到
[00:03:51.000 --> 00:03:53.000]  我們要做智慧人
[00:03:53.000 --> 00:03:56.000]  那至於什麼是神眼中的智慧人呢
[00:03:56.000 --> 00:03:59.000]  智慧人是要懂得運用時間
[00:03:59.000 --> 00:04:01.000]  做有意義的事
[00:04:01.000 --> 00:04:05.000]  在關鍵的時刻採取行動的人
[00:04:05.000 --> 00:04:06.000]  叫做智慧人
[00:04:06.000 --> 00:04:08.000]  我們來一起來讀一下這個經文
[00:04:08.000 --> 00:04:10.000]  今天也是宣召的經文
[00:04:10.000 --> 00:04:13.000]  你們要謹慎行事
[00:04:13.000 --> 00:04:16.000]  不要像愚昧人
[00:04:16.000 --> 00:04:18.000]  當像智慧人
[00:04:18.000 --> 00:04:20.000]  要愛惜光陰
[00:04:20.000 --> 00:04:23.000]  因為現今的世代邪惡
[00:04:23.000 --> 00:04:25.000]  不要做糊塗人
[00:04:25.000 --> 00:04:28.000]  要做明白祖的旨意如何
[00:04:28.000 --> 00:04:30.000]  不要醉酒
[00:04:30.000 --> 00:04:32.000]  酒能使人放蕩
[00:04:32.000 --> 00:04:35.000]  乃要被聖餘充滿
[00:04:35.000 --> 00:04:37.000]  你在那邊讀這些經文的時候
[00:04:37.000 --> 00:04:38.000]  你有沒有注意到
[00:04:38.000 --> 00:04:41.000]  這一段經文裡面有四個要
[00:04:41.000 --> 00:04:43.000]  三個不要
[00:04:43.000 --> 00:04:44.000]  要什麼呢
[00:04:44.000 --> 00:04:46.000]  要謹慎行事
[00:04:46.000 --> 00:04:48.000]  要愛惜光陰
[00:04:48.000 --> 00:04:50.000]  要明白神的旨意如何
[00:04:50.000 --> 00:04:52.000]  要被聖餘充滿
[00:04:52.000 --> 00:04:53.000]  那不要什麼
[00:04:53.000 --> 00:04:55.000]  不要做愚昧人
[00:04:55.000 --> 00:04:57.000]  不要做糊塗人
[00:04:57.000 --> 00:04:59.000]  也不要醉酒
[00:04:59.000 --> 00:05:01.000]  在這四個沒有在上面
[00:05:01.000 --> 00:05:02.000]  我念給大家聽
[00:05:02.000 --> 00:05:05.000]  在四篇九十篇十二節裡面講到說
[00:05:05.000 --> 00:05:08.000]  求你指教我們怎麼樣數算自己的日子
[00:05:08.000 --> 00:05:11.000]  好教我們得著智慧的心
[00:05:11.000 --> 00:05:13.000]  四篇九十篇十二節
[00:05:13.000 --> 00:05:15.000]  那這一段話是叫我們要
[00:05:15.000 --> 00:05:17.000]  得著智慧的心的話
[00:05:17.000 --> 00:05:19.000]  我們就要謹慎的行事
[00:05:19.000 --> 00:05:23.000]  懂得佔用時間和機會
[00:05:23.000 --> 00:05:25.000]  若能靠著主的智慧
[00:05:25.000 --> 00:05:29.000]  用理性能力去管理鍛煉
[00:05:29.000 --> 00:05:31.000]  並在聖靈的啟示下
[00:05:31.000 --> 00:05:34.000]  用謹慎的態度行事
[00:05:34.000 --> 00:05:35.000]  在這裡我要特別講
[00:05:35.000 --> 00:05:36.000]  謹慎
[00:05:36.000 --> 00:05:37.000]  謹慎這個字
[00:05:37.000 --> 00:05:38.000]  謹慎在
[00:05:38.000 --> 00:05:39.000]  你看我們翻正經
[00:05:39.000 --> 00:05:41.000]  謹慎英文的部分講說
[00:05:41.000 --> 00:05:42.000]  Very careful
[00:05:42.000 --> 00:05:44.000]  就是要非常的小心
[00:05:44.000 --> 00:05:45.000]  所以在我們每一個
[00:05:45.000 --> 00:05:47.000]  每一件事情的決定上面
[00:05:47.000 --> 00:05:49.000]  我們要先來禱告
[00:05:49.000 --> 00:05:51.000]  我們要清楚明白神的代理
[00:05:51.000 --> 00:05:52.000]  旨意
[00:05:52.000 --> 00:05:54.000]  有神話裡的印證
[00:05:54.000 --> 00:05:56.000]  還有屬靈領袖的代禱
[00:05:56.000 --> 00:05:57.000]  和家人的意見
[00:05:57.000 --> 00:06:00.000]  用最良好的判斷力
[00:06:00.000 --> 00:06:01.000]  利用資源
[00:06:01.000 --> 00:06:05.000]  智慧人對現今世代的邪惡
[00:06:05.000 --> 00:06:08.000]  要有警醒和靈敏度
[00:06:08.000 --> 00:06:11.000]  我們要有警醒和靈敏度
[00:06:11.000 --> 00:06:13.000]  因為現今的世代
[00:06:13.000 --> 00:06:15.000]  已經是非常邪惡了
[00:06:15.000 --> 00:06:19.000]  而且在這個邪惡的世代裡面
[00:06:19.000 --> 00:06:20.000]  你可以看到
[00:06:20.000 --> 00:06:22.000]  撒旦如吼叫的獅子
[00:06:22.000 --> 00:06:25.000]  到處尋找可吞吃的人
[00:06:25.000 --> 00:06:28.000]  要破壞主神兒女的平安
[00:06:28.000 --> 00:06:30.000]  我們已經到末世
[00:06:30.000 --> 00:06:33.000]  我們已經到末世了
[00:06:33.000 --> 00:06:35.000]  在這個邪惡的時代裡面
[00:06:35.000 --> 00:06:38.000]  各種錯誤的價值觀
[00:06:38.000 --> 00:06:41.000]  如果你沒有分辨的能力
[00:06:41.000 --> 00:06:45.000]  那就照著今世的風俗的話
[00:06:45.000 --> 00:06:46.000]  那你就會落入
[00:06:46.000 --> 00:06:50.000]  罪的捆綁和瑕疵當中
[00:06:50.000 --> 00:06:54.000]  目前美國最嚴重的
[00:06:54.000 --> 00:06:56.000]  就是道德的敗壞
[00:06:56.000 --> 00:06:59.000]  和人本體的犧牲
[00:06:59.000 --> 00:07:03.000]  人都很自私
[00:07:03.000 --> 00:07:07.000]  魔鬼就這些殘缺不全的價值觀
[00:07:07.000 --> 00:07:10.000]  偷竊了我們的下一代
[00:07:10.000 --> 00:07:12.000]  這是我們要注意的
[00:07:12.000 --> 00:07:13.000]  所以就如護士
[00:07:13.000 --> 00:07:15.000]  上禮拜講到的時候講的
[00:07:15.000 --> 00:07:18.000]  漸漸漸漸的
[00:07:18.000 --> 00:07:25.000]  我們的腳步都漸漸的
[00:07:25.000 --> 00:07:31.000]  把我們的帳篷漸漸的挪到索多瑪去了
[00:07:31.000 --> 00:07:34.000]  所以如果我們繼續的愚昧
[00:07:34.000 --> 00:07:36.000]  繼續的糊塗
[00:07:36.000 --> 00:07:37.000]  那當我們有一天
[00:07:37.000 --> 00:07:39.000]  站在審判台前的時候
[00:07:39.000 --> 00:07:43.000]  我們怎麼跟審交代呢
[00:07:43.000 --> 00:07:45.000]  對於2020年
[00:07:45.000 --> 00:07:49.000]  我們都處在一個極度的不安當中
[00:07:49.000 --> 00:07:52.000]  不知道明天還會發生什麼事情
[00:07:52.000 --> 00:07:55.000]  明天再發生什麼事情都不驚訝了
[00:07:55.000 --> 00:07:58.000]  因為最驚訝的事都發生過了
[00:07:58.000 --> 00:08:01.000]  上週就是禮拜三的晚上
[00:08:01.000 --> 00:08:03.000]  是副總統的辯論會
[00:08:03.000 --> 00:08:04.000]  然後在這個辯論上面
[00:08:04.000 --> 00:08:07.000]  一直提的就是選舉只剩下26天
[00:08:07.000 --> 00:08:08.000]  不要選舉了
[00:08:08.000 --> 00:08:11.000]  那到今天只剩下22天了
[00:08:11.000 --> 00:08:13.000]  又少了好多天了
[00:08:13.000 --> 00:08:22.000]  所以我相信我們在座的每一個每一位
[00:08:22.000 --> 00:08:24.000]  如果你不是第一代
[00:08:24.000 --> 00:08:26.000]  你也是第二代的移民
[00:08:26.000 --> 00:08:29.000]  那你為什麼會來這個國家
[00:08:29.000 --> 00:08:33.000]  你一定是嚮往這個國家的自由與進步
[00:08:33.000 --> 00:08:35.000]  我們都是朝著這個來的
[00:08:35.000 --> 00:08:38.000]  但是移民美國40年之後
[00:08:38.000 --> 00:08:41.000]  我實在看到這個國家的變化
[00:08:41.000 --> 00:08:43.000]  無論如何
[00:08:43.000 --> 00:08:48.000]  我都想不到會有今天的光景
[00:08:48.000 --> 00:08:50.000]  你讀過美國歷史的人
[00:08:50.000 --> 00:08:56.000]  你就知道這個國家當初是有一群清教徒
[00:08:56.000 --> 00:09:01.000]  他們為了尋找一個自由敬拜的環境
[00:09:01.000 --> 00:09:03.000]  就像猶太人一樣
[00:09:03.000 --> 00:09:05.000]  Let me go
[00:09:05.000 --> 00:09:08.000]  在猶太人在出埃及的時候
[00:09:08.000 --> 00:09:12.000]  讓我們到曠野去敬拜我們的神
[00:09:12.000 --> 00:09:13.000]  所以這群清教徒
[00:09:13.000 --> 00:09:16.000]  他們從歐洲移民到美國來
[00:09:16.000 --> 00:09:22.000]  就是為了尋找一個能夠自由敬拜的場所
[00:09:22.000 --> 00:09:25.000]  那上周牧師也講過
[00:09:25.000 --> 00:09:27.000]  過紅海的人有多少
[00:09:27.000 --> 00:09:29.000]  兩百萬
[00:09:29.000 --> 00:09:30.000]  兩百萬人
[00:09:30.000 --> 00:09:31.000]  怎麼走
[00:09:31.000 --> 00:09:34.000]  怎麼過
[00:09:34.000 --> 00:09:36.000]  我不曉得有沒有
[00:09:36.000 --> 00:09:37.000]  可能沒有
[00:09:37.000 --> 00:09:38.000]  沒有的話我就念給你們聽
[00:09:38.000 --> 00:09:40.000]  或你們自己翻證經也可以
[00:09:40.000 --> 00:09:42.000]  在出埃及第十四章
[00:09:42.000 --> 00:09:45.000]  告訴我們他們是怎麼過紅海的
[00:09:45.000 --> 00:09:46.000]  我念給你們聽
[00:09:46.000 --> 00:09:52.000]  在出埃及第十四章二十節說
[00:09:52.000 --> 00:09:56.000]  在埃及營和以色列營中間有雲柱
[00:09:56.000 --> 00:09:58.000]  一邊黑暗一邊發光
[00:09:58.000 --> 00:10:01.000]  中夜兩下不得相近
[00:10:01.000 --> 00:10:05.000]  21節摩西向海舉杖
[00:10:05.000 --> 00:10:10.000]  耶和華便用大東風使海水滴液退去
[00:10:10.000 --> 00:10:11.000]  水便分開
[00:10:11.000 --> 00:10:13.000]  海就成了乾堤
[00:10:13.000 --> 00:10:17.000]  22節以色列人下海走乾堤
[00:10:17.000 --> 00:10:20.000]  水在他們的左右成了牆管
[00:10:20.000 --> 00:10:21.000]  到了早晨
[00:10:21.000 --> 00:10:23.000]  到了晨更的時候
[00:10:23.000 --> 00:10:28.000]  耶和華從雲火柱中向埃及的軍兵觀看
[00:10:28.000 --> 00:10:30.000]  使埃及的軍兵混亂
[00:10:30.000 --> 00:10:32.000]  30節當日
[00:10:32.000 --> 00:10:35.000]  耶和華就這樣拯救了以色列人
[00:10:35.000 --> 00:10:37.000]  脫離了埃及人的手
[00:10:37.000 --> 00:10:40.000]  以色列人看見埃及人的死屍
[00:10:40.000 --> 00:10:43.000]  都浮在海面海邊上
[00:10:43.000 --> 00:10:46.000]  從以上的經文我們就可以看到
[00:10:46.000 --> 00:10:49.000]  以色列人整夜都在過紅海
[00:10:49.000 --> 00:10:52.000]  他們是從大概從黃昏開始就一直過紅海
[00:10:52.000 --> 00:10:55.000]  一直走一直走走到天亮
[00:10:55.000 --> 00:10:56.000]  到了天亮的時候
[00:10:56.000 --> 00:10:58.000]  那個在海心的埃及人
[00:10:58.000 --> 00:11:02.000]  全部都淹死在大海中了
[00:11:02.000 --> 00:11:04.000]  我們再來看一看
[00:11:04.000 --> 00:11:12.000]  1776年的8月
[00:11:12.000 --> 00:11:21.000]  英國三萬兩千被稱為虎狼之師的皇家正規軍
[00:11:21.000 --> 00:11:26.000]  在紐約布魯克林準備三面圍包免軍
[00:11:26.000 --> 00:11:33.000]  倉促成軍缺乏訓練的一萬五千個美國民兵
[00:11:33.000 --> 00:11:37.000]  這些民兵在華盛頓的帶領之下
[00:11:37.000 --> 00:11:42.000]  已經被英國人打得節節後退
[00:11:42.000 --> 00:11:50.000]  華盛頓就下令說要渡河撤退
[00:11:50.000 --> 00:11:53.000]  那個時候英國的艦隊
[00:11:53.000 --> 00:11:57.000]  已經都快要切斷了美國所有的退路了
[00:11:57.000 --> 00:12:01.000]  而且整個戰區都已經被英軍包圍的
[00:12:01.000 --> 00:12:04.000]  都要合攏了沒路走了
[00:12:04.000 --> 00:12:11.000]  忽然間河面刮起了東北風
[00:12:11.000 --> 00:12:15.000]  使英國的艦隊完全無法前進
[00:12:15.000 --> 00:12:16.000]  入夜的時候
[00:12:16.000 --> 00:12:22.000]  華盛頓就帶領全部的軍兵跪下來禱告
[00:12:22.000 --> 00:12:25.000]  禱告完之後他們就開始撤退
[00:12:25.000 --> 00:12:29.000]  因為臨時徵召來的船太小
[00:12:29.000 --> 00:12:30.000]  而且不準
[00:12:30.000 --> 00:12:34.000]  所以從布魯克林往返曼哈頓
[00:12:34.000 --> 00:12:37.000]  速度非常的緩慢
[00:12:37.000 --> 00:12:39.000]  眼看著天就要亮了
[00:12:39.000 --> 00:12:44.000]  河面上忽然間升起了濃霧
[00:12:44.000 --> 00:12:47.000]  掩蓋了所有的美軍
[00:12:47.000 --> 00:12:51.000]  讓這些美軍直到最後一批美軍
[00:12:51.000 --> 00:12:56.000]  而且連帶所有的物資全部都撤退掉了
[00:12:56.000 --> 00:12:59.000]  大霧才漸漸的退去
[00:12:59.000 --> 00:13:03.000]  正要準備開始攻擊美軍的英國指揮官威廉豪
[00:13:03.000 --> 00:13:05.000]  他這時候才發現
[00:13:05.000 --> 00:13:09.000]  在這個布魯克林的高地上面已經空無一人
[00:13:09.000 --> 00:13:11.000]  一個人都沒有
[00:13:11.000 --> 00:13:14.000]  在整個獨立戰爭的過程中
[00:13:14.000 --> 00:13:20.000]  美國軍隊沒有親自打到
[00:13:20.000 --> 00:13:22.000]  我不知道你們有沒有注意到
[00:13:22.000 --> 00:13:25.000]  美國有兩種人非常注意禱告
[00:13:25.000 --> 00:13:27.000]  一個是什麼軍人
[00:13:27.000 --> 00:13:29.000]  一個是什麼運動員
[00:13:29.000 --> 00:13:31.000]  美國的運動員跟軍人
[00:13:31.000 --> 00:13:33.000]  他們都很注重禱告
[00:13:33.000 --> 00:13:35.000]  所以這個事情
[00:13:35.000 --> 00:13:38.000]  他們就一路的禱告
[00:13:38.000 --> 00:13:44.000]  一直到英國在巴黎和談中
[00:13:44.000 --> 00:13:47.000]  簽署了美國獨立宣言
[00:13:47.000 --> 00:13:52.000]  所以我們看到美國是怎麼建立起來的
[00:13:52.000 --> 00:13:56.000]  你能夠聯想到紅海上的雲柱
[00:13:56.000 --> 00:14:00.000]  跟曼哈頓上的農物
[00:14:00.000 --> 00:14:04.000]  都是出自同一雙的手
[00:14:04.000 --> 00:14:07.000]  都是同一雙的手
[00:14:07.000 --> 00:14:09.000]  我們省大門
[00:14:09.000 --> 00:14:12.000]  耶和華大門的手
[00:14:12.000 --> 00:14:14.000]  而且我們也看到
[00:14:14.000 --> 00:14:24.000]  美國是這些先賢膝蓋下所建立起來的
[00:14:24.000 --> 00:14:26.000]  所以你看美國
[00:14:26.000 --> 00:14:28.000]  這個國家實在很特別
[00:14:28.000 --> 00:14:30.000]  他們是在很短的時間裡面
[00:14:30.000 --> 00:14:33.000]  就躍上了這個世界強國的舞台
[00:14:33.000 --> 00:14:36.000]  有人說美國人很愛管閒事
[00:14:36.000 --> 00:14:39.000]  給哪一個國家事他都要管
[00:14:39.000 --> 00:14:40.000]  可是也有人說
[00:14:40.000 --> 00:14:43.000]  英國因為美國老大哥的強勢
[00:14:43.000 --> 00:14:46.000]  才維護了世界的和平
[00:14:46.000 --> 00:14:48.000]  所以你看最近
[00:14:48.000 --> 00:14:53.000]  撒旦從各方面要來攻擊美國
[00:14:53.000 --> 00:14:56.000]  因為只要美國被拉下來
[00:14:56.000 --> 00:15:00.000]  整個世界就亂逃
[00:15:00.000 --> 00:15:04.000]  我們中國改革開放之後
[00:15:04.000 --> 00:15:07.000]  好像信仰也放寬了
[00:15:07.000 --> 00:15:09.000]  所以那段時間
[00:15:09.000 --> 00:15:13.000]  中國人民全世界跑透透的
[00:15:13.000 --> 00:15:15.000]  五千年歷史中
[00:15:15.000 --> 00:15:18.000]  這段時間是我們中國最富裕
[00:15:18.000 --> 00:15:19.000]  而且最好過
[00:15:19.000 --> 00:15:22.000]  人民過得最好的時候
[00:15:22.000 --> 00:15:23.000]  還有我們臺灣
[00:15:23.000 --> 00:15:25.000]  我不曉得你們知不知道
[00:15:25.000 --> 00:15:27.000]  我後來是聽人家講的
[00:15:27.000 --> 00:15:28.000]  差不多有十年
[00:15:28.000 --> 00:15:30.000]  十多年的時間
[00:15:30.000 --> 00:15:33.000]  臺灣人民以胸無大志
[00:15:33.000 --> 00:15:37.000]  就以一個小竊劇為滿足
[00:15:37.000 --> 00:15:41.000]  可是前兩年基督徒
[00:15:41.000 --> 00:15:44.000]  四十千 四十千 四十千
[00:15:44.000 --> 00:15:47.000]  不斷的連鎖進食禱告
[00:15:47.000 --> 00:15:51.000]  你就看到臺灣的天空改變
[00:15:51.000 --> 00:15:55.000]  所以你敬畏神 神知道
[00:15:55.000 --> 00:16:01.000]  你敬畏神 神會敬死
[00:16:01.000 --> 00:16:05.000]  2020年的不平安跟這個混亂
[00:16:05.000 --> 00:16:07.000]  全世界信了
[00:16:07.000 --> 00:16:11.000]  誰也不知道哪一天炮火要響起
[00:16:11.000 --> 00:16:15.000]  誰也不知道明天會怎麼樣
[00:16:15.000 --> 00:16:18.000]  剛才我說我們要愛惜時光
[00:16:18.000 --> 00:16:21.000]  說到贖回失去的
[00:16:21.000 --> 00:16:24.000]  目前我們看到美國最嚴重的
[00:16:24.000 --> 00:16:27.000]  就是他們道德的敗壞
[00:16:27.000 --> 00:16:30.000]  跟人本主義的興起
[00:16:30.000 --> 00:16:34.000]  美國已經到了一個生死的邊緣上
[00:16:34.000 --> 00:16:38.000]  我們要專心的禱告
[00:16:38.000 --> 00:16:40.000]  有神存在
[00:16:40.000 --> 00:16:42.000]  日子再變
[00:16:42.000 --> 00:16:44.000]  我們都能夠靠主得救
[00:16:44.000 --> 00:16:46.000]  今天早上我們樓下
[00:16:46.000 --> 00:16:48.000]  在讀這個迷心迷事的時候
[00:16:48.000 --> 00:16:50.000]  我們也都知道
[00:16:50.000 --> 00:16:53.000]  只要我們到神的面前
[00:16:53.000 --> 00:16:56.000]  神必會保護 看顧我們
[00:16:56.000 --> 00:17:02.000]  感謝主 2020年神下猛藥
[00:17:02.000 --> 00:17:07.000]  來讓我們要重新的思考
[00:17:07.000 --> 00:17:11.000]  我們生活的價值和意義
[00:17:11.000 --> 00:17:13.000]  我們的何去何從
[00:17:13.000 --> 00:17:16.000]  我們這些神的兒女
[00:17:16.000 --> 00:17:18.000]  在這個關鍵的時刻
[00:17:18.000 --> 00:17:20.000]  你問你自己 捫心自問
[00:17:20.000 --> 00:17:24.000]  你能夠為你的國家做什麼
[00:17:24.000 --> 00:17:28.000]  智慧不是智商
[00:17:28.000 --> 00:17:31.000]  詩篇127篇第一節
[00:17:31.000 --> 00:17:32.000]  很多人都會背了
[00:17:32.000 --> 00:17:35.000]  你跟我來一起來背
[00:17:35.000 --> 00:17:38.000]  若不是耶和華建造房屋
[00:17:38.000 --> 00:17:41.000]  建造的人就枉然勞力
[00:17:41.000 --> 00:17:44.000]  若不是耶和華看守城池
[00:17:44.000 --> 00:17:48.000]  看守的人就枉然急性
[00:17:48.000 --> 00:17:51.000]  這是一個要懂得運用恰當時機
[00:17:51.000 --> 00:17:54.000]  採取行動的人
[00:17:54.000 --> 00:17:57.000]  一個智慧人認識上帝
[00:17:57.000 --> 00:18:00.000]  懂得從神的角度來思考事情
[00:18:00.000 --> 00:18:03.000]  只有真正明白神旨意的
[00:18:03.000 --> 00:18:05.000]  才能夠在凡事上
[00:18:05.000 --> 00:18:07.000]  採取正確的行動
[00:18:07.000 --> 00:18:12.000]  能夠帶出祖先的境界和神的眼光
[00:18:12.000 --> 00:18:14.000]  第二個我想跟大家來討論一下
[00:18:14.000 --> 00:18:20.000]  就是你怎麼樣避免浪費時間
[00:18:20.000 --> 00:18:22.000]  我們在生活上
[00:18:22.000 --> 00:18:24.000]  我們要勇往直前
[00:18:24.000 --> 00:18:25.000]  我可以告訴你
[00:18:25.000 --> 00:18:27.000]  家家有一本難唸的經
[00:18:27.000 --> 00:18:31.000]  不要自哀自怨也不要推卸責任
[00:18:31.000 --> 00:18:33.000]  一件事情搞砸了
[00:18:33.000 --> 00:18:36.000]  你先找出原因來
[00:18:36.000 --> 00:18:38.000]  這是提振我們自己
[00:18:38.000 --> 00:18:42.000]  不要把所有的錯歸到周圍的人身上去
[00:18:42.000 --> 00:18:45.000]  也不要抱怨你的出身
[00:18:45.000 --> 00:18:48.000]  更不要抱怨你自己懷才不遇
[00:18:48.000 --> 00:18:50.000]  不要給自己找藉口
[00:18:50.000 --> 00:18:53.000]  我們都有一樣的時間
[00:18:53.000 --> 00:18:55.000]  你一天有24小時
[00:18:55.000 --> 00:18:58.000]  我一天也有24小時
[00:18:58.000 --> 00:19:02.000]  只是我們使用時間的方式不一樣
[00:19:02.000 --> 00:19:04.000]  但是順從聖靈的帶領
[00:19:04.000 --> 00:19:07.000]  剛才我們也讀到要被聖靈充滿
[00:19:07.000 --> 00:19:09.000]  你順從聖靈的帶領
[00:19:09.000 --> 00:19:12.000]  你就能夠做出正確的選擇
[00:19:12.000 --> 00:19:14.000]  按著神所賜智慧的心
[00:19:14.000 --> 00:19:17.000]  你就不會遺憾了
[00:19:17.000 --> 00:19:19.000]  時光去不復返
[00:19:19.000 --> 00:19:23.000]  不要把你的時間和機會都浪費掉
[00:19:23.000 --> 00:19:25.000]  所以要把握機會
[00:19:25.000 --> 00:19:28.000]  要有計劃的人生
[00:19:28.000 --> 00:19:30.000]  主賜給我們智慧的心
[00:19:30.000 --> 00:19:34.000]  我們就要為自己來打造一個美好的未來
[00:19:34.000 --> 00:19:38.000]  不要今朝有酒今朝醉
[00:19:38.000 --> 00:19:41.000]  要為下雨天籌謀
[00:19:41.000 --> 00:19:43.000]  要辛勤的工作
[00:19:43.000 --> 00:19:47.000]  你才能夠創造穩定的未來
[00:19:47.000 --> 00:19:52.000]  也要把力氣用在對的事情上面
[00:19:52.000 --> 00:19:56.000]  我們實在沒有多餘的時間和力氣
[00:19:56.000 --> 00:19:58.000]  去浪費我們的生命
[00:19:58.000 --> 00:20:01.000]  你的生命多有意義
[00:20:01.000 --> 00:20:07.000]  完全在於你有沒有活出神的主義來
