
[00:00:00.000 --> 00:00:05.300]  剛才我們只是在短片見到這兩位
[00:02:38.860 --> 00:02:41.940]  尤其這邊這幾位都是十多歲
[00:02:41.940 --> 00:02:44.040]  有些可能二十多年
[00:02:44.040 --> 00:02:45.320]  有些三十多年
[00:02:45.320 --> 00:02:46.620]  有些四十多年
[00:02:46.620 --> 00:02:48.900]  像我這樣已經六十多年
[00:02:48.900 --> 00:02:50.680]  不過跟梁法堂很有緣
[00:02:50.680 --> 00:02:53.260]  我五十年前就來這裏
[00:02:53.260 --> 00:02:56.200]  因為在六四年就開學了
[00:02:56.200 --> 00:02:57.580]  對不對?
[00:02:57.580 --> 00:02:58.680]  六三
[00:02:58.680 --> 00:03:01.420]  即是六四年來,遲了一年
[00:03:01.420 --> 00:03:04.360]  因為當時我住在雞寮
[00:03:04.360 --> 00:03:05.860]  我在那裏
[00:03:05.860 --> 00:03:09.320]  因為六三開學那年
[00:03:09.320 --> 00:03:11.900]  我剛小學畢業所以沒得來讀書
[00:03:11.900 --> 00:03:13.200]  否則我一定來報名
[00:03:13.200 --> 00:03:16.420]  因為當時整個雞寮最漂亮的這間學校
[00:03:16.420 --> 00:03:19.540]  我們那些是在骰子區樓下
[00:03:19.540 --> 00:03:21.740]  被人扔尿、扔屎
[00:03:21.740 --> 00:03:24.120]  在樓上扔下來
[00:03:24.120 --> 00:03:25.000]  但也好
[00:03:25.000 --> 00:03:27.320]  因為當時我們下令會
[00:03:27.320 --> 00:03:29.980]  六四年就來這裏參加
[00:03:29.980 --> 00:03:31.980]  借這裏做下令會
[00:03:31.980 --> 00:03:33.700]  所以走這裏很有感情
[00:03:33.700 --> 00:03:37.120]  因為想起我自己當年住在雞寮
[00:03:37.120 --> 00:03:39.020]  六三年的時候我讀荒蚊
[00:03:39.020 --> 00:03:42.140]  天天由雞寮走去裕民坊
[00:03:42.140 --> 00:03:45.500]  搭巴士上學去深水埗
[00:03:45.500 --> 00:03:48.860]  所以天天都經過梁法堂
[00:03:48.860 --> 00:03:52.060]  但轉眼間原來已經五十年了
[00:03:52.060 --> 00:03:55.220]  這五十年的人生裏的確
[00:03:55.220 --> 00:03:58.900]  有甜、有酸、有苦、有辣
[00:03:58.900 --> 00:04:01.720]  有很多很失落的時候
[00:04:01.720 --> 00:04:02.900]  尤其是在月華街
[00:04:02.900 --> 00:04:05.000]  因為我讀中五的時候
[00:04:05.000 --> 00:04:07.340]  就來這裏幫人補習
[00:04:07.340 --> 00:04:09.600]  那時我剛讀中六
[00:04:09.600 --> 00:04:11.280]  那時剛好十七歲
[00:04:11.280 --> 00:04:13.920]  十七歲有很多思緒
[00:04:13.920 --> 00:04:15.520]  又有戀愛的問題
[00:04:15.520 --> 00:04:17.520]  又有失戀的問題
[00:04:17.520 --> 00:04:19.880]  又有些不知何去何從
[00:04:19.880 --> 00:04:21.880]  讀完中六你去哪裏呢?
[00:04:21.880 --> 00:04:25.400]  所以經常走這條月華街
[00:04:25.400 --> 00:04:28.980]  經常唱五百公里那些歌
[00:04:28.980 --> 00:04:33.100]  說到一個人要走多遠的路
[00:04:33.100 --> 00:04:36.840]  人生才能夠見到希望
[00:04:36.840 --> 00:04:38.840]  當然我現在走過來了
[00:04:38.840 --> 00:04:40.840]  我已經退休了
[00:04:40.840 --> 00:04:43.080]  但回頭看
[00:04:43.080 --> 00:04:46.780]  這條路是怎樣走過來的呢?
[00:04:46.780 --> 00:04:50.140]  其實最重要是和今晚的題目很有關係
[00:04:50.140 --> 00:04:53.140]  就是你對未來有沒有盼望呢?
[00:04:53.140 --> 00:04:55.780]  當年我住在雞寮的時候
[00:04:55.780 --> 00:04:59.780]  住在七層的大廈那裏的時候
[00:04:59.780 --> 00:05:02.700]  我的未來有沒有盼望呢?
[00:05:02.700 --> 00:05:04.780]  當日月華街
[00:05:04.780 --> 00:05:06.260]  一個星期來兩三次
[00:05:06.260 --> 00:05:09.100]  因為有兩個補習學生在那裏
[00:05:09.100 --> 00:05:11.100]  我讀中五升中六
[00:05:11.100 --> 00:05:14.100]  考會考得一般般
[00:05:14.100 --> 00:05:16.100]  有沒有希望呢?
[00:05:16.100 --> 00:05:17.500]  會否出來工作呢?
[00:05:17.500 --> 00:05:19.500]  因為還有機會讀書呢?
[00:05:19.500 --> 00:05:21.500]  當時不知道
[00:05:21.500 --> 00:05:23.500]  不知道
[00:05:23.500 --> 00:05:25.980]  但當然我家裏
[00:05:25.980 --> 00:05:27.980]  我剛出生的時候
[00:05:27.980 --> 00:05:29.980]  他們本來都是不信耶穌的
[00:05:29.980 --> 00:05:31.980]  但那些最艱難的時候
[00:05:31.980 --> 00:05:33.980]  就不在雞寮
[00:05:33.980 --> 00:05:35.980]  在西貢
[00:05:35.980 --> 00:05:37.980]  因為我在大陸來到香港
[00:05:37.980 --> 00:05:39.980]  不知做甚麼好
[00:05:39.980 --> 00:05:43.980]  結果有同鄉在西貢開雞場
[00:05:43.980 --> 00:05:45.980]  養雞的
[00:05:45.980 --> 00:05:47.980]  但那些雞不太懂得養
[00:05:47.980 --> 00:05:49.980]  都差不多死了
[00:05:49.980 --> 00:05:51.980]  所以有地方住
[00:05:51.980 --> 00:05:53.980]  就讓我家去那裏住
[00:05:53.980 --> 00:05:55.980]  結果那些雞都死了
[00:05:55.980 --> 00:05:57.980]  怎麼辦呢?
[00:05:57.980 --> 00:05:59.980]  唯有搬離開西貢去調景嶺
[00:05:59.980 --> 00:06:01.980]  調景嶺後來就來了雞寮
[00:06:01.980 --> 00:06:03.980]  在那段日子
[00:06:03.980 --> 00:06:05.980]  現在回頭看
[00:06:05.980 --> 00:06:07.980]  很艱難
[00:06:07.980 --> 00:06:09.980]  我的父母很艱難
[00:06:09.980 --> 00:06:11.980]  現在還生多了一隻餓的出來
[00:06:11.980 --> 00:06:13.980]  因為當時是完全意外出世
[00:06:13.980 --> 00:06:15.980]  有個拉仔拉女
[00:06:15.980 --> 00:06:17.980]  拉仔拉女又說拉仔拉心肝
[00:06:17.980 --> 00:06:19.980]  拉女拉五臟
[00:06:19.980 --> 00:06:21.980]  其實很多時候都是意外出世
[00:06:21.980 --> 00:06:23.980]  有些叫阿妹
[00:06:23.980 --> 00:06:25.980]  誰知還有個弟弟
[00:06:25.980 --> 00:06:27.980]  多數都是這樣
[00:06:27.980 --> 00:06:29.980]  因為人根本決定不了自己的生命
[00:06:29.980 --> 00:06:31.980]  決定不了前途
[00:06:31.980 --> 00:06:33.980]  決定不了路怎麼走
[00:06:33.980 --> 00:06:35.980]  其實你出世就決定不了
[00:06:35.980 --> 00:06:39.980]  究竟人生不就是摸盲雞呢?
[00:06:41.980 --> 00:06:43.980]  我家就是那段最艱難的時候
[00:06:43.980 --> 00:06:45.980]  在西貢
[00:06:45.980 --> 00:06:47.980]  有教會的牧者
[00:06:47.980 --> 00:06:49.980]  很關心我們
[00:06:49.980 --> 00:06:51.980]  這麼窮苦的一個家庭
[00:06:51.980 --> 00:06:53.980]  我有一哥
[00:06:53.980 --> 00:06:55.980]  兩個姐姐
[00:06:55.980 --> 00:06:57.980]  在我家因為知識份子的背景
[00:06:57.980 --> 00:06:59.980]  一定要他們讀書又沒有錢交學費
[00:06:59.980 --> 00:07:01.980]  教會就說
[00:07:01.980 --> 00:07:03.980]  好啦
[00:07:03.980 --> 00:07:05.980]  你們幫忙打水吧
[00:07:05.980 --> 00:07:07.980]  那時沒有自來水
[00:07:07.980 --> 00:07:09.980]  去撿石仔吧
[00:07:09.980 --> 00:07:11.980]  我的姐姐有機會讀書
[00:07:11.980 --> 00:07:13.980]  然後有機會回教會
[00:07:13.980 --> 00:07:15.980]  就是最艱難的時候
[00:07:15.980 --> 00:07:17.980]  我父母在大陸
[00:07:17.980 --> 00:07:19.980]  其實他們本來做官的
[00:07:19.980 --> 00:07:23.980]  這麼淪落
[00:07:23.980 --> 00:07:25.980]  但就是那個時刻就發現
[00:07:25.980 --> 00:07:27.980]  原來最沒有希望當中
[00:07:27.980 --> 00:07:29.980]  他說最重要就是你有沒有希望呢?
[00:07:29.980 --> 00:07:31.980]  好像很矛盾
[00:07:31.980 --> 00:07:33.980]  沒有希望裡面怎麼會有希望呢?
[00:07:33.980 --> 00:07:37.980]  今天各位也可以面對同樣的問題
[00:07:39.980 --> 00:07:41.980]  你人生有沒有希望?
[00:07:41.980 --> 00:07:43.980]  有些人說我很有希望
[00:07:43.980 --> 00:07:45.980]  以前住在月華街很威風
[00:07:45.980 --> 00:07:49.980]  在整個觀塘來說
[00:07:49.980 --> 00:07:51.980]  最有錢的人就是住在月華街
[00:07:51.980 --> 00:07:53.980]  住在月華街當然有希望
[00:07:53.980 --> 00:07:55.980]  住在雞寮哪有希望呢?
[00:07:55.980 --> 00:07:57.980]  名字也叫雞寮
[00:07:57.980 --> 00:07:59.980]  現在叫翠萍
[00:07:59.980 --> 00:08:01.980]  漂亮了很多升級了
[00:08:01.980 --> 00:08:03.980]  其實人生裡面
[00:08:03.980 --> 00:08:05.980]  其實我們知道
[00:08:05.980 --> 00:08:07.980]  原來我們最沒有希望的時候
[00:08:07.980 --> 00:08:09.980]  我們就有希望
[00:08:09.980 --> 00:08:11.980]  有希望就走下去
[00:08:11.980 --> 00:08:13.980]  其實我家就是那個時候
[00:08:13.980 --> 00:08:15.980]  就是從這個信仰中得到希望
[00:08:15.980 --> 00:08:17.980]  或者是我們的姐妹
[00:08:17.980 --> 00:08:19.980]  患上癌症
[00:08:19.980 --> 00:08:21.980]  很多人都說我們沒有希望
[00:08:21.980 --> 00:08:23.980]  但因為這個信仰
[00:08:23.980 --> 00:08:25.980]  她肯跟大家分享
[00:08:25.980 --> 00:08:27.980]  說出她的心情
[00:08:27.980 --> 00:08:29.980]  因為她有希望
[00:08:29.980 --> 00:08:31.980]  因為她知道她的生命是屬於誰的
[00:08:31.980 --> 00:08:33.980]  我們姐妹
[00:08:33.980 --> 00:08:35.980]  佳欣
[00:08:35.980 --> 00:08:37.980]  她好像沒有希望
[00:08:37.980 --> 00:08:39.980]  破碎的家庭
[00:08:39.980 --> 00:08:41.980]  而且她的父親也不太會說話
[00:08:41.980 --> 00:08:43.980]  在這樣的情況下
[00:08:43.980 --> 00:08:45.980]  怎麼會平安又喜樂
[00:08:45.980 --> 00:08:47.980]  有什麼希望呢?
[00:08:47.980 --> 00:08:49.980]  但因為她信了耶穌
[00:08:49.980 --> 00:08:51.980]  耶穌原來
[00:08:51.980 --> 00:08:53.980]  最重要的就是給我們有希望
[00:08:53.980 --> 00:08:57.980]  其實香港也一樣
[00:08:57.980 --> 00:08:59.980]  大家知道這幾天
[00:08:59.980 --> 00:09:01.980]  氣氛有點沉悶
[00:09:01.980 --> 00:09:03.980]  但又很緊張
[00:09:03.980 --> 00:09:05.980]  有四個學生當然上不了飛機
[00:09:05.980 --> 00:09:09.980]  明知他們上不了
[00:09:09.980 --> 00:09:11.980]  不過他們厲害
[00:09:11.980 --> 00:09:13.980]  我上不了我也要去
[00:09:13.980 --> 00:09:15.980]  今早我看了黃之鋒的一篇文章
[00:09:15.980 --> 00:09:17.980]  是今早凌晨寫的
[00:09:17.980 --> 00:09:21.980]  因為前幾天被一位姓范的婦人
[00:09:21.980 --> 00:09:23.980]  說他們浪費青春
[00:09:23.980 --> 00:09:29.980]  而他就在那篇文章裡回應她
[00:09:31.980 --> 00:09:33.980]  黃之鋒是讀寫障礙的
[00:09:33.980 --> 00:09:35.980]  大家知道嗎?
[00:09:35.980 --> 00:09:37.980]  其實黃之鋒是讀寫障礙的
[00:09:37.980 --> 00:09:39.980]  但他竟然在一個
[00:09:39.980 --> 00:09:41.980]  十七十八歲的年輕人
[00:09:41.980 --> 00:09:43.980]  在講的日子裡
[00:09:43.980 --> 00:09:45.980]  被人看到
[00:09:45.980 --> 00:09:47.980]  他就有這種心
[00:09:47.980 --> 00:09:49.980]  這種勇氣
[00:09:49.980 --> 00:09:51.980]  他在那裡就說什麼叫青春
[00:09:51.980 --> 00:09:53.980]  你說我浪費青春
[00:09:53.980 --> 00:09:55.980]  什麼叫青春
[00:09:55.980 --> 00:09:57.980]  青春正正就是說
[00:09:57.980 --> 00:09:59.980]  有人說人定勝天
[00:10:01.980 --> 00:10:03.980]  有人說你沒有了
[00:10:03.980 --> 00:10:05.980]  這是一個石牆
[00:10:05.980 --> 00:10:07.980]  沒有希望的
[00:10:07.980 --> 00:10:09.980]  他說其實青春正正
[00:10:09.980 --> 00:10:11.980]  就是告訴我們
[00:10:11.980 --> 00:10:13.980]  就是一個不可為而為之的
[00:10:13.980 --> 00:10:15.980]  這些叫青春
[00:10:15.980 --> 00:10:19.980]  沒有青春的人
[00:10:19.980 --> 00:10:21.980]  那裡近,當然沒有希望
[00:10:21.980 --> 00:10:25.980]  但今天就是因為
[00:10:25.980 --> 00:10:27.980]  我仍然有希望
[00:10:27.980 --> 00:10:29.980]  我知道有很多事情好像不能改變
[00:10:29.980 --> 00:10:31.980]  而我願意要改變
[00:10:31.980 --> 00:10:35.980]  就是因為我有青春
[00:10:35.980 --> 00:10:37.980]  沒有青春的人就不會這樣做
[00:10:37.980 --> 00:10:39.980]  所以我看他那篇文章
[00:10:39.980 --> 00:10:41.980]  都覺得
[00:10:41.980 --> 00:10:43.980]  今天的香港的青年人
[00:10:43.980 --> 00:10:45.980]  很多人都以為
[00:10:45.980 --> 00:10:47.980]  那些是港孩
[00:10:47.980 --> 00:10:49.980]  養鑽樹休在家
[00:10:49.980 --> 00:10:51.980]  只會玩
[00:10:51.980 --> 00:10:53.980]  只會吃,只會打機
[00:10:53.980 --> 00:10:55.980]  但原來不是
[00:10:55.980 --> 00:10:57.980]  我們不要對我們香港的年輕人
[00:10:57.980 --> 00:10:59.980]  這麼沒有希望
[00:10:59.980 --> 00:11:01.980]  正正是有一群
[00:11:01.980 --> 00:11:03.980]  你說他們傻的
[00:11:03.980 --> 00:11:05.980]  原來人就需要傻氣
[00:11:05.980 --> 00:11:07.980]  不然就沒有希望
[00:11:07.980 --> 00:11:09.980]  很多很現實的
[00:11:09.980 --> 00:11:11.980]  就是這樣
[00:11:11.980 --> 00:11:13.980]  還有什麼希望?
[00:11:13.980 --> 00:11:15.980]  還有什麼可以改變?
[00:11:15.980 --> 00:11:17.980]  還有什麼需要奮鬥?
[00:11:17.980 --> 00:11:19.980]  今天其實耶穌基督
[00:11:19.980 --> 00:11:21.980]  基督教信仰的核心
[00:11:21.980 --> 00:11:23.980]  不是一套道理
[00:11:23.980 --> 00:11:25.980]  不是一套倫理的規範
[00:11:25.980 --> 00:11:27.980]  是一個生命
[00:11:27.980 --> 00:11:29.980]  他的生命的特點是什麼?
[00:11:29.980 --> 00:11:31.980]  就是人以為沒有希望
[00:11:31.980 --> 00:11:33.980]  但裡面見到希望
[00:11:33.980 --> 00:11:35.980]  大家知道今天
[00:11:35.980 --> 00:11:37.980]  耶穌在哪裡出生?
[00:11:37.980 --> 00:11:39.980]  在馬槽出生
[00:11:39.980 --> 00:11:41.980]  比我還差,我也是在雞屋出生
[00:11:41.980 --> 00:11:43.980]  他在馬槽
[00:11:43.980 --> 00:11:45.980]  我起碼有一間屋
[00:11:45.980 --> 00:11:47.980]  他死在哪裡?
[00:11:47.980 --> 00:11:49.980]  死在十字架
[00:11:49.980 --> 00:11:51.980]  十字架是什麼?
[00:11:51.980 --> 00:11:53.980]  是最殘忍的凝聚
[00:11:53.980 --> 00:11:55.980]  他是一個死囚
[00:11:55.980 --> 00:11:59.980]  從人的眼光來說
[00:11:59.980 --> 00:12:01.980]  你不要叫我跟隨他
[00:12:01.980 --> 00:12:03.980]  出生這麼淒涼
[00:12:03.980 --> 00:12:05.980]  連雞屋都不能出生
[00:12:05.980 --> 00:12:07.980]  要在馬槽出生
[00:12:07.980 --> 00:12:09.980]  死的時候
[00:12:09.980 --> 00:12:11.980]  死得這麼慘
[00:12:11.980 --> 00:12:13.980]  要釘死在十字架上面
[00:12:13.980 --> 00:12:15.980]  這樣的生命
[00:12:15.980 --> 00:12:17.980]  誰會羨慕?
[00:12:17.980 --> 00:12:19.980]  但是今天很奇怪
[00:12:19.980 --> 00:12:21.980]  全世界
[00:12:21.980 --> 00:12:25.980]  最多人信的信仰
[00:12:25.980 --> 00:12:27.980]  就是耶穌基督的信仰
[00:12:27.980 --> 00:12:31.980]  改變整個世界的信仰
[00:12:31.980 --> 00:12:33.980]  就是耶穌基督的信仰
[00:12:33.980 --> 00:12:35.980]  今天我們叫2014年
[00:12:35.980 --> 00:12:37.980]  都是說
[00:12:37.980 --> 00:12:39.980]  是用耶穌出生那一年來計算的
[00:12:39.980 --> 00:12:43.980]  一個這樣的人物
[00:12:43.980 --> 00:12:45.980]  為什麼會這樣改變這個世界呢?
[00:12:45.980 --> 00:12:47.980]  改變了這麼多人的生命呢?
[00:12:47.980 --> 00:12:49.980]  因為他最重要的就是
[00:12:49.980 --> 00:12:51.980]  令人以為沒有希望的
[00:12:51.980 --> 00:12:53.980]  沒有出路的
[00:12:53.980 --> 00:12:57.980]  正正是他帶來出路
[00:12:57.980 --> 00:12:59.980]  因為他不僅生在馬槽那裡
[00:12:59.980 --> 00:13:01.980]  好像很淒涼
[00:13:01.980 --> 00:13:03.980]  但是從他
[00:13:03.980 --> 00:13:05.980]  記載他的生命裡面
[00:13:05.980 --> 00:13:07.980]  他那種生命的感染力
[00:13:07.980 --> 00:13:11.980]  他醫治那些麻瘋的病人
[00:13:11.980 --> 00:13:13.980]  他對著別人看不起那些妓女
[00:13:13.980 --> 00:13:17.980]  他憐憫他們
[00:13:17.980 --> 00:13:19.980]  他愛他們
[00:13:19.980 --> 00:13:20.980]  他接觸他們
[00:13:20.980 --> 00:13:21.980]  沒有人敢接觸的
[00:13:21.980 --> 00:13:23.980]  他接觸他們
[00:13:23.980 --> 00:13:25.980]  但是對那些有權有勢的
[00:13:25.980 --> 00:13:29.980]  祭司長、知識份子、法利賽人
[00:13:29.980 --> 00:13:33.980]  甚至羅馬的巡撫
[00:13:33.980 --> 00:13:35.980]  他橫眉冷對千夫子
[00:13:35.980 --> 00:13:39.980]  他不懼怕那些有權有勢的人
[00:13:39.980 --> 00:13:43.980]  但是對那些別人看不起的人
[00:13:43.980 --> 00:13:45.980]  他憐憫他們
[00:13:45.980 --> 00:13:47.980]  他愛他們
[00:13:47.980 --> 00:13:48.980]  他醫治他們
[00:13:48.980 --> 00:13:49.980]  他鼓勵他們
[00:13:49.980 --> 00:13:51.980]  他給他們力量
[00:13:51.980 --> 00:13:53.980]  到最後很淒涼
[00:13:53.980 --> 00:13:55.980]  死在十字架上
[00:13:55.980 --> 00:13:59.980]  但是為什麼今天這麼多人信耶穌?
[00:13:59.980 --> 00:14:03.980]  原來死亡是人生最沒有希望的東西
[00:14:03.980 --> 00:14:07.980]  無論你多有錢、多有權勢、多有學問
[00:14:07.980 --> 00:14:09.980]  大家的終點都一樣
[00:14:09.980 --> 00:14:11.980]  就是死亡
[00:14:11.980 --> 00:14:17.980]  死的時候否定你一生當中最有學問、最有錢、最有權勢
[00:14:17.980 --> 00:14:20.980]  最漂亮的太太、最聰明的子女
[00:14:20.980 --> 00:14:22.980]  全部與他們隔絕
[00:14:22.980 --> 00:14:24.980]  再不屬於你的
[00:14:24.980 --> 00:14:26.980]  死亡
[00:14:26.980 --> 00:14:29.980]  是人生最沒有希望的東西
[00:14:29.980 --> 00:14:31.980]  也就是否定一切希望
[00:14:31.980 --> 00:14:35.980]  而今天耶穌基督為何還會有人跟隨祂呢?
[00:14:35.980 --> 00:14:41.980]  就是因為原來祂在一千九百多年前釘死在十字架之後
[00:14:41.980 --> 00:14:45.980]  第三天是從死人中復活
[00:14:45.980 --> 00:14:48.980]  不是一百年之後復活
[00:14:48.980 --> 00:14:50.980]  不是三十年之後復活
[00:14:50.980 --> 00:14:53.980]  不是三個星期之後復活
[00:14:53.980 --> 00:14:55.980]  是第三天
[00:14:55.980 --> 00:14:58.980]  當時看著祂死的人
[00:14:58.980 --> 00:15:01.980]  在這裡
[00:15:01.980 --> 00:15:06.980]  然後祂竟然可以從死人中復活
[00:15:06.980 --> 00:15:09.980]  當然有人說這些只是神話
[00:15:09.980 --> 00:15:11.980]  只是故事
[00:15:11.980 --> 00:15:13.980]  只是精神復活
[00:15:13.980 --> 00:15:15.980]  是,有很多這樣的解釋
[00:15:15.980 --> 00:15:17.980]  但問題是
[00:15:17.980 --> 00:15:19.980]  很多人說人死怎能復生呢?
[00:15:19.980 --> 00:15:21.980]  是的
[00:15:21.980 --> 00:15:23.980]  今天你和我
[00:15:23.980 --> 00:15:25.980]  或者我的祖先
[00:15:25.980 --> 00:15:26.980]  你的祖先
[00:15:26.980 --> 00:15:27.980]  最偉大的人物
[00:15:27.980 --> 00:15:28.980]  無論你說孫中山也好
[00:15:28.980 --> 00:15:29.980]  你說毛澤東也好
[00:15:29.980 --> 00:15:30.980]  你說亞歷山大大也好
[00:15:30.980 --> 00:15:34.980]  全部死了之後就沒有再復活
[00:15:34.980 --> 00:15:37.980]  但問題是為何可以有基督教呢?
[00:15:37.980 --> 00:15:42.980]  為何今天要信一個釘在十字架的囚犯呢?
[00:15:42.980 --> 00:15:46.980]  就是因為原來當時那群本來跟從祂的人
[00:15:46.980 --> 00:15:49.980]  和你和我一樣不會信的
[00:15:49.980 --> 00:15:51.980]  怎麼可能呢?
[00:15:51.980 --> 00:15:54.980]  他們本來都怕得要死
[00:15:54.980 --> 00:15:56.980]  因為自己的師父
[00:15:56.980 --> 00:15:58.980]  做了囚犯被人釘死
[00:15:58.980 --> 00:16:01.980]  你還說要跟從他?
[00:16:01.980 --> 00:16:02.980]  快點不要認了
[00:16:02.980 --> 00:16:04.980]  快點收工吧
[00:16:04.980 --> 00:16:06.980]  其實當時的門徒就是這樣
[00:16:06.980 --> 00:16:09.980]  包括最厲害的彼得也是這樣
[00:16:09.980 --> 00:16:12.980]  當他好像想跟從師父
[00:16:12.980 --> 00:16:14.980]  看他會發生甚麼事
[00:16:14.980 --> 00:16:16.980]  誰知道有人認出他
[00:16:16.980 --> 00:16:17.980]  你不是跟從他嗎?
[00:16:17.980 --> 00:16:18.980]  你不認識他嗎?
[00:16:18.980 --> 00:16:20.980]  我不認識他
[00:16:20.980 --> 00:16:22.980]  你的最好的朋友
[00:16:22.980 --> 00:16:24.980]  你竟然說我不認識他
[00:16:24.980 --> 00:16:26.980]  或者別人說我不認識你
[00:16:26.980 --> 00:16:28.980]  多傷痛
[00:16:28.980 --> 00:16:30.980]  但是竟然
[00:16:30.980 --> 00:16:33.980]  後來這群人
[00:16:33.980 --> 00:16:37.980]  願意為了宣告耶穌
[00:16:37.980 --> 00:16:39.980]  從死人中復活
[00:16:39.980 --> 00:16:41.980]  他們願意釘十字架
[00:16:41.980 --> 00:16:42.980]  他們願意死
[00:16:42.980 --> 00:16:45.980]  原來基督教信仰最重要的核心是甚麼?
[00:16:45.980 --> 00:16:48.980]  就是不怕死的信仰
[00:16:48.980 --> 00:16:50.980]  他們不怕死了
[00:16:50.980 --> 00:16:52.980]  不是當時的人不怕死
[00:16:52.980 --> 00:16:55.980]  是這一千九百多年
[00:16:55.980 --> 00:16:58.980]  為甚麼基督教還可以發展?
[00:16:58.980 --> 00:17:02.980]  就是因為有一群不怕死的生命
[00:17:02.980 --> 00:17:05.980]  包括了我們知道的梁法堂
[00:17:05.980 --> 00:17:08.980]  大家知道梁法堂是誰嗎?
[00:17:08.980 --> 00:17:10.980]  梁牧師有沒有告訴你?
[00:17:10.980 --> 00:17:12.980]  高牧師有沒有說?
[00:17:12.980 --> 00:17:14.980]  梁牧師有沒有說?
[00:17:14.980 --> 00:17:16.980]  鄭凱傑有沒有說?
[00:17:16.980 --> 00:17:17.980]  昨晚沒有說嗎?
[00:17:17.980 --> 00:17:19.980]  不行,你們快點要記得
[00:17:19.980 --> 00:17:21.980]  如果是新來的,不要緊
[00:17:21.980 --> 00:17:23.980]  新來的不知道
[00:17:23.980 --> 00:17:25.980]  梁法堂是甚麼?
[00:17:25.980 --> 00:17:27.980]  是我們中國人裏面
[00:17:27.980 --> 00:17:30.980]  是甚麼?
