
[00:00:00.000 --> 00:00:06.000]  早晨,今天我們定了一個日子叫做「靈修主日」
[00:01:59.000 --> 00:02:02.000]  你又覺得他們是怎樣做靈修呢?
[00:02:02.000 --> 00:02:09.000]  我們會打開聖經,他們是怎樣做靈修呢?
[00:02:09.000 --> 00:02:11.000]  當然他們現在是沒有聖經的
[00:02:11.000 --> 00:02:15.000]  而在聖經裏面流露,阿伯拉罕的時候,他會祝壇
[00:02:15.000 --> 00:02:19.000]  在那裏你會敬拜神,當然他會禱告
[00:02:19.000 --> 00:02:23.000]  可能不知道有沒有試過,他會禱告他的思想關於上帝的事情
[00:02:23.000 --> 00:02:28.000]  以撒在田間裏面默想,田間是一個大自然的環境
[00:02:28.000 --> 00:02:34.000]  可能他透過大自然的環境裏面默想上帝的大能,上帝的作為
[00:02:34.000 --> 00:02:37.000]  所以新日耶穌的時候,他都不會手頭寫一本聖經的
[00:02:37.000 --> 00:02:43.000]  耶穌的時候,他會去到曠野裏面祈禱,默想
[00:02:43.000 --> 00:02:48.000]  所以靈修有時候,有些人會用聖經,好像我們一樣
[00:02:48.000 --> 00:02:50.000]  打開聖經去閱讀
[00:02:50.000 --> 00:02:54.000]  有些可能透過在大自然的環境之下默想
[00:02:54.000 --> 00:02:58.000]  有些會透過經歷在生活裏面的事情去思想上帝
[00:02:58.000 --> 00:03:02.000]  因為聖經或信仰都告訴我們,God in everything
[00:03:02.000 --> 00:03:06.000]  上帝在每一件事情裏面都臨在當中
[00:03:06.000 --> 00:03:10.000]  如果能夠從生活事件裏面能夠透析到上帝的臨在
[00:03:10.000 --> 00:03:13.000]  或者上帝藉著一些東西來打一些訊息給你的時候
[00:03:13.000 --> 00:03:19.000]  當你靜靜地默想的時候,你就跟上帝有所接觸
[00:03:19.000 --> 00:03:22.000]  有所交往,有所相通
[00:03:22.000 --> 00:03:24.000]  這個就是靈修
[00:03:24.000 --> 00:03:27.000]  靈修的目的不就是想上帝嗎?
[00:03:27.000 --> 00:03:31.000]  去相近接觸,溝通,交往
[00:03:31.000 --> 00:03:35.000]  靈修的定義是甚麼呢?
[00:03:35.000 --> 00:03:40.000]  我們一起讀約翰福音四章23至24節
[00:03:40.000 --> 00:03:41.000]  預備起
[00:03:41.000 --> 00:03:44.000]  事後將到如今就是了
[00:03:44.000 --> 00:03:49.000]  那真正拜父的,要用心靈和誠實拜他
[00:03:49.000 --> 00:03:52.000]  因為父要這樣的人拜他
[00:03:52.000 --> 00:03:55.000]  神是個靈,所以拜他的
[00:03:55.000 --> 00:03:58.000]  必須用心靈和誠實拜他
[00:03:58.000 --> 00:04:03.000]  耶穌說,如果我們要親近上帝,敬拜上帝,接觸上帝
[00:04:03.000 --> 00:04:06.000]  要用哪個部份去接觸上帝?
[00:04:06.000 --> 00:04:08.000]  用心靈
[00:04:08.000 --> 00:04:10.000]  用你的心靈去接觸上帝
[00:04:10.000 --> 00:04:12.000]  他有解釋過,為甚麼呢?
[00:04:12.000 --> 00:04:15.000]  因為神是個靈
[00:04:15.000 --> 00:04:19.000]  所以你要用心靈和上帝這個靈
[00:04:19.000 --> 00:04:22.000]  去接觸,交往,相通
[00:04:22.000 --> 00:04:24.000]  這就是靈修
[00:04:24.000 --> 00:04:29.000]  如果有一天你沒甚麼心靈去和上帝溝通,交往的時候
[00:04:29.000 --> 00:04:32.000]  雖然你會做了靈修的動作
[00:04:32.000 --> 00:04:35.000]  不過未到那個級數,上帝說
[00:04:35.000 --> 00:04:38.000]  你未有真正和我溝通
[00:04:38.000 --> 00:04:41.000]  如果你和朋友聊天的時候,你心不在焉
[00:04:41.000 --> 00:04:44.000]  你朋友知道你都不是聽我說話的
[00:04:44.000 --> 00:04:47.000]  你都不是真正用心和我溝通的
[00:04:47.000 --> 00:04:50.000]  雖然好像坐在那裏聊了很多東西
[00:04:50.000 --> 00:04:53.000]  但是那一刻不算數
[00:04:53.000 --> 00:04:56.000]  那次的靈修,上帝可能說不算數
[00:04:56.000 --> 00:04:59.000]  你沒有真正用心和我溝通
[00:04:59.000 --> 00:05:04.000]  詩篇62篇1至15節說,我的心密密無聲,專等候神
[00:05:04.000 --> 00:05:10.000]  第五節說,我的心密密無聲,專等候神
[00:05:10.000 --> 00:05:13.000]  靈修很重要的是我們的心
[00:05:13.000 --> 00:05:16.000]  當一次你獨處一個人的時候
[00:05:16.000 --> 00:05:19.000]  禱告,又或者在一個物想當中
[00:05:19.000 --> 00:05:21.000]  在這個時候裏面,當你的靈
[00:05:21.000 --> 00:05:25.000]  你的心靈和神的靈去互動,交往,溝通
[00:05:25.000 --> 00:05:28.000]  你體會到上帝,體會到他的心意
[00:05:28.000 --> 00:05:31.000]  他的本質,他的臨在的時候
[00:05:31.000 --> 00:05:34.000]  這個就是靈修的定義,也是靈修的目的
[00:05:34.000 --> 00:05:39.000]  每一次當你在獨處,禱告,或者物想靈修裏面的時候
[00:05:39.000 --> 00:05:42.000]  當你自己的心靈去和神的心
[00:05:42.000 --> 00:05:45.000]  和靈接觸,交往,去到這個地步的時候
[00:05:45.000 --> 00:05:47.000]  那就是算數靈修了
[00:05:47.000 --> 00:05:51.000]  但當未是的時候,上帝覺得就未到
[00:05:51.000 --> 00:05:55.000]  在裏面,所以靈修的時候裏面
[00:05:55.000 --> 00:05:58.000]  什麼叫做心靈呢?有的人和神的溝通交往
[00:05:58.000 --> 00:06:02.000]  用口,用口是不是真的等於
[00:06:02.000 --> 00:06:04.000]  用心靈去和神交往呢?
[00:06:04.000 --> 00:06:07.000]  我見過,或者有時候聽過有些人祈禱
[00:06:07.000 --> 00:06:10.000]  自己有時候試過,其他人就想到其他東西
[00:06:10.000 --> 00:06:14.000]  心好像不是和上帝來溝通
[00:06:14.000 --> 00:06:18.000]  用口,這個祈禱似乎是差了一點
[00:06:18.000 --> 00:06:23.000]  有些人會用思想來和神溝通交往
[00:06:23.000 --> 00:06:25.000]  譬如我們閱讀聖經的時候
[00:06:25.000 --> 00:06:28.000]  我都會用思想去理解那段聖經
[00:06:28.000 --> 00:06:30.000]  但我是不是和神接觸著呢?
[00:06:30.000 --> 00:06:32.000]  好像是,又好像不是差了一點
[00:06:32.000 --> 00:06:36.000]  因為你了解那本聖經的訊息的內容
[00:06:36.000 --> 00:06:39.000]  但你是不是接觸著上帝的靈呢?
[00:06:39.000 --> 00:06:44.000]  另一個就是,你要用心靈來和神接觸
[00:06:44.000 --> 00:06:47.000]  就是你的心能夠觸及上帝
[00:06:47.000 --> 00:06:50.000]  你的心要有感動,或者有牽動
[00:06:50.000 --> 00:06:55.000]  去和上帝交往,那個就是心靈
[00:06:55.000 --> 00:06:58.000]  近這幾天,大家可能在新聞裡都留意到
[00:06:58.000 --> 00:07:02.000]  一個Mirror演唱會,有個大螢幕掉下來
[00:07:02.000 --> 00:07:06.000]  其中集到一個青年人,一個dancer,跳舞者
[00:07:06.000 --> 00:07:09.000]  後來在網上再傳來一些消息
[00:07:09.000 --> 00:07:12.000]  原來這個是一個牧師的兒子
[00:07:12.000 --> 00:07:14.000]  現在在加拿大飛回來
[00:07:14.000 --> 00:07:17.000]  又知道他的情況很危殆,很嚴重
[00:07:17.000 --> 00:07:21.000]  其中說他的頸骨的第四節全碎了
[00:07:21.000 --> 00:07:24.000]  做完手術都不知道他的復原能力是怎樣
[00:07:24.000 --> 00:07:27.000]  聽到這個消息的時候,我心裡很不安
[00:07:27.000 --> 00:07:31.000]  可能大家都會覺得不安,但除了不安之外,會怎樣呢?
[00:07:31.000 --> 00:07:35.000]  我心裡有些感動,我馬上就要為他祈禱
[00:07:35.000 --> 00:07:37.000]  所以這幾天都會為他祈禱
[00:07:37.000 --> 00:07:41.000]  很牽動的,我心的靈,牽動著要為他祈禱
[00:07:41.000 --> 00:07:43.000]  希望上帝能夠醫治他
[00:07:43.000 --> 00:07:47.000]  也希望上帝大大來當中去動功
[00:07:47.000 --> 00:07:50.000]  親近上帝是你的靈
[00:07:50.000 --> 00:07:54.000]  你被牽動的時候來接觸上帝
[00:07:54.000 --> 00:07:56.000]  我想舉多一個例子
[00:07:56.000 --> 00:08:00.000]  在耶利米書第十八章十八至二十三節
[00:08:00.000 --> 00:08:05.000]  耶利米是猶太國滅亡之前的先知
[00:08:05.000 --> 00:08:07.000]  他領受到上帝的心意
[00:08:07.000 --> 00:08:11.000]  要將說話告訴當時的人,其中一個信息很簡單
[00:08:11.000 --> 00:08:14.000]  猶太國必定滅亡,你們要投降
[00:08:14.000 --> 00:08:20.000]  否則就遭遇到很多艱難,甚至他一定會被擄
[00:08:20.000 --> 00:08:25.000]  但當他將這些說話向皇帝,周圍的人,包括朋友說的時候
[00:08:25.000 --> 00:08:28.000]  那些人信不信他?不信,還要加害給他
[00:08:28.000 --> 00:08:33.000]  於是這裡其中一次他內心裡一個討聞,向同神說
[00:08:33.000 --> 00:08:39.000]  第十九節,求你理會我,聽那些與我曾經的人說話
[00:08:39.000 --> 00:08:41.000]  第廿一節他說得很厲害
[00:08:41.000 --> 00:08:46.000]  願他們將他們的兒女被交在饑荒和刀劍裡
[00:08:46.000 --> 00:08:50.000]  願他們的妻子無子,做寡婦
[00:08:50.000 --> 00:08:53.000]  要他們的男人被殺,要他們的少年在陣上亡
[00:08:53.000 --> 00:08:57.000]  這個是不是祈禱?
[00:08:57.000 --> 00:08:59.000]  這個真的是祈禱
[00:08:59.000 --> 00:09:02.000]  這個祈禱很可怕
[00:09:02.000 --> 00:09:08.000]  想問一下,耶利米在神面前是沒有裝扮的
[00:09:08.000 --> 00:09:12.000]  他是否赤裸闖開將他內心裡說給上帝聽?
[00:09:12.000 --> 00:09:15.000]  他真的赤裸闖開,毫不修飾,毫不隱藏
[00:09:15.000 --> 00:09:19.000]  並且很直接,他很憎恨那些人,很希望那些人不在
[00:09:19.000 --> 00:09:21.000]  他真的這樣說
[00:09:21.000 --> 00:09:24.000]  你會發覺他真的是發扶他內心的那份情
[00:09:24.000 --> 00:09:27.000]  你說上帝會不會去垂聽這個禱告?
[00:09:27.000 --> 00:09:28.000]  當然我說垂聽的意思是聽
[00:09:28.000 --> 00:09:31.000]  是否答應跟著這樣做是另一回事?
[00:09:31.000 --> 00:09:34.000]  你說上帝會不會聽他這個祈禱呢?
[00:09:34.000 --> 00:09:37.000]  收聽他的祈禱而已,會聽他的祈禱
[00:09:37.000 --> 00:09:41.000]  不過上帝不會跟他所說去做
[00:09:41.000 --> 00:09:45.000]  因為他以心靈來到神的面前
[00:09:45.000 --> 00:09:48.000]  當然我想補充,不是教大家要這樣做
[00:09:48.000 --> 00:09:50.000]  因為當時耶利米被迫害的時候
[00:09:50.000 --> 00:09:52.000]  心裡真的覺得很痛苦,很辛苦
[00:09:52.000 --> 00:09:54.000]  希望那些人不得死
[00:09:54.000 --> 00:10:00.000]  他在上帝面前透露他自己內心的感受
[00:10:00.000 --> 00:10:04.000]  但這種有恨的禱告
[00:10:04.000 --> 00:10:06.000]  如果常常都是這樣,是一個問題
[00:10:06.000 --> 00:10:08.000]  因為新的聖經裡面教導給我們聽
[00:10:08.000 --> 00:10:11.000]  耶穌說要我們愛你的仇敵
[00:10:11.000 --> 00:10:14.000]  為你的仇敵來禱告,不是奏奏祂
[00:10:14.000 --> 00:10:17.000]  當時的狀態不好,是這個情況
[00:10:17.000 --> 00:10:19.000]  所以他發出了承傳
[00:10:19.000 --> 00:10:22.000]  但不是基督徒要這樣
[00:10:22.000 --> 00:10:27.000]  但你看到先知向神是很赤路闖開他的心靈
[00:10:27.000 --> 00:10:30.000]  將自己內在的感受充分告訴上帝
[00:10:30.000 --> 00:10:33.000]  要跟上帝的心很近
[00:10:33.000 --> 00:10:35.000]  我剛才這樣說
[00:10:35.000 --> 00:10:38.000]  上帝會聽他禱告,意思是聽了在耳中
[00:10:38.000 --> 00:10:41.000]  不是跟著做
[00:10:41.000 --> 00:10:46.000]  上帝有另一種做法
[00:10:46.000 --> 00:10:49.000]  我舉多一個例子
[00:10:49.000 --> 00:10:52.000]  有一個先知的以利亞
[00:10:52.000 --> 00:10:58.000]  大家都記得他跟巴力先知在加密山上鬥
[00:10:58.000 --> 00:11:00.000]  證明耶穌是真神
[00:11:00.000 --> 00:11:03.000]  結果將所有巴力先知消滅了
[00:11:03.000 --> 00:11:07.000]  以為從此以後整個以色列國就會歸向上帝
[00:11:07.000 --> 00:11:10.000]  誰不知皇后要追殺他
[00:11:10.000 --> 00:11:13.000]  於是他很失望,於是逃走
[00:11:13.000 --> 00:11:16.000]  逃走到一個地方的時候,在猶大別時巴
[00:11:16.000 --> 00:11:19.000]  在一棵羅騰樹下祈禱
[00:11:19.000 --> 00:11:21.000]  他跟神說,上帝你取我條命吧
[00:11:21.000 --> 00:11:24.000]  因為我不勝於我列祖,即是求死
[00:11:24.000 --> 00:11:27.000]  這種祈禱的內容好不好
[00:11:27.000 --> 00:11:29.000]  上帝取我條命吧
[00:11:29.000 --> 00:11:32.000]  都不太好,上帝沒有回應他
[00:11:32.000 --> 00:11:34.000]  上帝沒有出聲
[00:11:34.000 --> 00:11:37.000]  之前第五第六第七第八節這樣說
[00:11:37.000 --> 00:11:39.000]  他躺在羅騰樹下祈禱
[00:11:39.000 --> 00:11:41.000]  有一個天使拍他
[00:11:41.000 --> 00:11:44.000]  說起來吃吧,他搬漢
[00:11:44.000 --> 00:11:48.000]  見頭旁有一瓶水和炭火燒的餅
[00:11:48.000 --> 00:11:51.000]  他就吃了喝了,仍然躺下
[00:11:51.000 --> 00:11:53.000]  然後有個使者第二次再來拍他
[00:11:53.000 --> 00:11:56.000]  說起來吧,因為你當酒的路甚遠
[00:11:56.000 --> 00:11:58.000]  他就起來吃了喝了
[00:11:58.000 --> 00:12:02.000]  以著自己飲食的力,走了四十晝夜
[00:12:02.000 --> 00:12:05.000]  到了神的山就是荷列山
[00:12:05.000 --> 00:12:07.000]  他吐過神,取我條命吧
[00:12:07.000 --> 00:12:09.000]  我不想生存了
[00:12:09.000 --> 00:12:11.000]  上帝沒有回應他
[00:12:11.000 --> 00:12:15.000]  但上帝差派使者供應他所需要
[00:12:15.000 --> 00:12:17.000]  因為他當時很疲乏
[00:12:17.000 --> 00:12:20.000]  四十晝夜供應他
[00:12:20.000 --> 00:12:21.000]  最後到荷列山
[00:12:21.000 --> 00:12:23.000]  去到荷列山的時候
[00:12:23.000 --> 00:12:25.000]  山崩地裂的聲音出現
[00:12:25.000 --> 00:12:29.000]  聖經告訴他,上帝有個微小的聲音
[00:12:29.000 --> 00:12:31.000]  又跟他說話
[00:12:31.000 --> 00:12:33.000]  指證他有什麼問題
[00:12:33.000 --> 00:12:37.000]  然後再交付新的任務給他
[00:12:37.000 --> 00:12:40.000]  他的禱告上帝有沒有答應他
[00:12:40.000 --> 00:12:42.000]  上帝有聽到,不過沒有答應
[00:12:42.000 --> 00:12:43.000]  沒有取他條命
[00:12:43.000 --> 00:12:45.000]  上帝在後面指證他
[00:12:45.000 --> 00:12:51.000]  然後再交付一個新的任務給他
[00:12:51.000 --> 00:12:55.000]  所以其實他們有時去禱告
[00:12:55.000 --> 00:12:57.000]  很發負他當時內心的情況
[00:12:57.000 --> 00:13:01.000]  上帝會聽在裏面,會收了禱告
[00:13:01.000 --> 00:13:03.000]  上帝重視這種禱告
[00:13:03.000 --> 00:13:07.000]  聖經說,憂傷的靈,神必不輕看
[00:13:07.000 --> 00:13:08.000]  重視這件事
[00:13:08.000 --> 00:13:10.000]  不過不等於你祈禱的內容
[00:13:10.000 --> 00:13:11.000]  上帝一定會跟足你的
[00:13:11.000 --> 00:13:13.000]  你不要以為我控制上帝
[00:13:13.000 --> 00:13:16.000]  上帝會慢慢將你轉向
[00:13:16.000 --> 00:13:19.000]  以致是一個正確的方向去禱告
[00:13:19.000 --> 00:13:20.000]  去親近上帝
[00:13:20.000 --> 00:13:22.000]  所以當我們說靈修的時候
[00:13:22.000 --> 00:13:25.000]  是我們的心靈繞出來了
[00:13:25.000 --> 00:13:29.000]  我們的心靈去貼近上帝
[00:13:29.000 --> 00:13:32.000]  是很發負他的內心
[00:13:32.000 --> 00:13:34.000]  有一個小故事
[00:13:34.000 --> 00:13:37.000]  有一個爸爸在房間裏面
[00:13:37.000 --> 00:13:39.000]  很努力地找他的手錶
[00:13:39.000 --> 00:13:41.000]  因為不見了,又很生氣
[00:13:41.000 --> 00:13:42.000]  找不到就很不開心
[00:13:42.000 --> 00:13:44.000]  走出外面另一個地方
[00:13:44.000 --> 00:13:46.000]  原來兒子就在房裏面
[00:13:46.000 --> 00:13:49.000]  沒多久兒子就找到手錶出來給他
[00:13:49.000 --> 00:13:50.000]  他很奇怪
[00:13:50.000 --> 00:13:52.000]  為什麼這麼快就找到呢
[00:13:52.000 --> 00:13:54.000]  兒子就這樣說
[00:13:54.000 --> 00:13:55.000]  很簡單
[00:13:55.000 --> 00:13:57.000]  他說當你走出去的時候
[00:13:57.000 --> 00:13:58.000]  房間都靜了
[00:13:58.000 --> 00:14:01.000]  我聽到手錶的聲音滴答滴答
[00:14:01.000 --> 00:14:03.000]  我知道他在哪裏
[00:14:03.000 --> 00:14:04.000]  我就找了回來
[00:14:04.000 --> 00:14:07.000]  當靜的時候裏面
[00:14:07.000 --> 00:14:09.000]  你就會敏銳多些
[00:14:09.000 --> 00:14:12.000]  敏銳多些會察覺到一些細微的聲音
[00:14:12.000 --> 00:14:15.000]  甚至細微的上帝的聲音
[00:14:15.000 --> 00:14:18.000]  我以前就玩過這樣的小遊戲
[00:14:18.000 --> 00:14:21.000]  在這裏大家可以想像一下
[00:14:21.000 --> 00:14:22.000]  看看你可不可以玩到
[00:14:22.000 --> 00:14:24.000]  譬如就在這裏
[00:14:24.000 --> 00:14:26.000]  我就在這裏
[00:14:26.000 --> 00:14:27.000]  被蒙著眼
[00:14:27.000 --> 00:14:29.000]  我要走過去對面
[00:14:29.000 --> 00:14:31.000]  我周邊有一個朋友
[00:14:31.000 --> 00:14:32.000]  他不可以接近我
[00:14:32.000 --> 00:14:33.000]  我周邊有一個朋友
[00:14:33.000 --> 00:14:34.000]  他大聲地告訴我
[00:14:34.000 --> 00:14:36.000]  我應該怎樣走過去那裏
[00:14:36.000 --> 00:14:37.000]  去到目的地
[00:14:37.000 --> 00:14:39.000]  不過中間有很多椅子
[00:14:39.000 --> 00:14:40.000]  桌子有些障礙物
[00:14:40.000 --> 00:14:42.000]  要怎樣繞過
[00:14:42.000 --> 00:14:43.000]  因為我蒙著眼
[00:14:43.000 --> 00:14:45.000]  所以我自己走一定碰的
[00:14:45.000 --> 00:14:46.000]  去不到
[00:14:46.000 --> 00:14:49.000]  唯有要聽我周邊某一位朋友
[00:14:49.000 --> 00:14:50.000]  來指示
[00:14:50.000 --> 00:14:51.000]  這樣就可以
[00:14:51.000 --> 00:14:53.000]  這個朋友不會搞錯的
[00:14:53.000 --> 00:14:54.000]  就是不會玩我的
[00:14:54.000 --> 00:14:55.000]  去吧
[00:14:55.000 --> 00:14:58.000]  但那遊戲還有些竅妙
[00:14:58.000 --> 00:15:00.000]  周邊還有其他人
[00:15:00.000 --> 00:15:02.000]  那些人會製造很多噪音
[00:15:02.000 --> 00:15:04.000]  甚至講假的東西
[00:15:04.000 --> 00:15:05.000]  指示你錯誤
[00:15:05.000 --> 00:15:08.000]  那你怎樣才可以達到目標
[00:15:08.000 --> 00:15:09.000]  去到那個地方呢
[00:15:09.000 --> 00:15:14.000]  怎樣做好
[00:15:14.000 --> 00:15:16.000]  都是這樣
[00:15:16.000 --> 00:15:17.000]  都要很留心
[00:15:17.000 --> 00:15:18.000]  很專注
[00:15:18.000 --> 00:15:19.000]  要聽清楚
[00:15:19.000 --> 00:15:21.000]  我朋友的聲音是特別尖的
[00:15:21.000 --> 00:15:23.000]  我要留心那尖的聲音
[00:15:23.000 --> 00:15:25.000]  其他的我不要理會
[00:15:25.000 --> 00:15:27.000]  但你需要很專注
[00:15:27.000 --> 00:15:28.000]  很安靜
[00:15:28.000 --> 00:15:31.000]  很專注留心察覺
[00:15:31.000 --> 00:15:33.000]  那個朋友的聲音
[00:15:33.000 --> 00:15:35.000]  然後跟著他
[00:15:35.000 --> 00:15:37.000]  那你就可以很安全
[00:15:37.000 --> 00:15:39.000]  很順利到達目的地
[00:15:39.000 --> 00:15:43.000]  我們都為了很多聲音
[00:15:43.000 --> 00:15:46.000]  但我們要聽上帝微小的聲音的時候
[00:15:46.000 --> 00:15:48.000]  我們需要靜下來
[00:15:48.000 --> 00:15:49.000]  不只是靜下來
[00:15:49.000 --> 00:15:50.000]  還要很專注
[00:15:50.000 --> 00:15:51.000]  很留心
[00:15:51.000 --> 00:15:55.000]  調教自己去留意上帝的聲音
[00:15:55.000 --> 00:15:56.000]  我們的心靈
[00:15:56.000 --> 00:15:57.000]  每一次禱告的時候
[00:15:57.000 --> 00:15:59.000]  我們都需要平靜下來
[00:15:59.000 --> 00:16:00.000]  調教我們的心靈
[00:16:00.000 --> 00:16:01.000]  去一個很敏銳
[00:16:01.000 --> 00:16:04.000]  上帝聲音的狀態
[00:16:04.000 --> 00:16:07.000]  我們才會收到上帝的聲音
[00:16:07.000 --> 00:16:08.000]  因為我們周圍裡面
[00:16:08.000 --> 00:16:10.000]  實在有太多的聲音
[00:16:10.000 --> 00:16:13.000]  在裡面影響我們
[00:16:13.000 --> 00:16:15.000]  聖經這樣說
[00:16:15.000 --> 00:16:18.000]  在詩編四十六篇十節
[00:16:18.000 --> 00:16:19.000]  是你們要休息
[00:16:19.000 --> 00:16:21.000]  要知道我事實
[00:16:21.000 --> 00:16:24.000]  而上下書三十雙十五節又這樣說
[00:16:24.000 --> 00:16:27.000]  主耶話以色列的聖者如此說
[00:16:27.000 --> 00:16:29.000]  你們得救在乎安息
[00:16:29.000 --> 00:16:32.000]  你們得力在乎平靜安穩
[00:16:32.000 --> 00:16:36.000]  你們景自不幸
[00:16:36.000 --> 00:16:37.000]  上帝說你們要休息
[00:16:37.000 --> 00:16:39.000]  不是放下東西休息
[00:16:39.000 --> 00:16:43.000]  是你們內在的心要安靜下來
[00:16:43.000 --> 00:16:44.000]  平靜下來
[00:16:44.000 --> 00:16:47.000]  不只是一種休息是安息
[00:16:47.000 --> 00:16:48.000]  平靜下來又怎樣
[00:16:48.000 --> 00:16:49.000]  不是不做事
[00:16:49.000 --> 00:16:50.000]  平靜下來的時候
[00:16:50.000 --> 00:16:52.000]  你要調整你的心
[00:16:52.000 --> 00:16:55.000]  去敏銳上帝的聲音
[00:16:55.000 --> 00:16:57.000]  調整你自己去一個
[00:16:57.000 --> 00:17:02.000]  敏銳上帝的心靈的狀態
[00:17:02.000 --> 00:17:03.000]  在這裡我都想和大家
[00:17:03.000 --> 00:17:06.000]  做一下小小的練習
[00:17:06.000 --> 00:17:07.000]  看看成不成功
[00:17:07.000 --> 00:17:09.000]  我很少這麼多人一起做
[00:17:09.000 --> 00:17:11.000]  通常開班幾個人一起做
[00:17:11.000 --> 00:17:12.000]  會好一點的
[00:17:12.000 --> 00:17:13.000]  可以有得說
[00:17:13.000 --> 00:17:14.000]  試一下吧
[00:17:14.000 --> 00:17:15.000]  成不成功都不要緊
[00:17:15.000 --> 00:17:16.000]  體驗一下
[00:17:16.000 --> 00:17:18.000]  我想做一個放鬆的練習
[00:17:18.000 --> 00:17:20.000]  我會用聲音導航
[00:17:20.000 --> 00:17:22.000]  大家去做
[00:17:22.000 --> 00:17:24.000]  大家現在試試坐下
[00:17:24.000 --> 00:17:25.000]  把你的東西放下
[00:17:25.000 --> 00:17:27.000]  坐得挺直一點
[00:17:27.000 --> 00:17:28.000]  可以的話
[00:17:28.000 --> 00:17:31.000]  你靠著背不靠也行
[00:17:31.000 --> 00:17:32.000]  合上雙手
[00:17:32.000 --> 00:17:33.000]  合上雙眼
[00:17:33.000 --> 00:17:35.000]  雙手可以放在大腿上面
[00:17:35.000 --> 00:17:36.000]  放鬆一下自己
[00:17:36.000 --> 00:17:37.000]  調整一下自己的坐姿
[00:17:37.000 --> 00:17:39.000]  坐位腳這樣
[00:17:39.000 --> 00:17:41.000]  讓自己坐得比較舒服一點
[00:17:41.000 --> 00:17:43.000]  覺得有什麼不自然的
[00:17:43.000 --> 00:17:45.000]  你都調教
[00:17:45.000 --> 00:17:47.000]  合上眼睛
[00:17:47.000 --> 00:17:48.000]  做一下深呼吸
[00:17:48.000 --> 00:17:49.000]  三下先
[00:17:49.000 --> 00:17:50.000]  輕輕的深呼吸
[00:17:50.000 --> 00:17:52.000]  三下先
[00:17:52.000 --> 00:17:55.000]  慢慢放鬆一下自己
[00:17:55.000 --> 00:17:56.000]  然後把你的注意力
[00:17:56.000 --> 00:18:00.000]  集中在你的眉心的肌肉上
[00:18:00.000 --> 00:18:01.000]  你感覺一下眉心的肌肉
[00:18:01.000 --> 00:18:02.000]  是不是緊
[00:18:02.000 --> 00:18:03.000]  將它放鬆
[00:18:03.000 --> 00:18:04.000]  你可以試一下
[00:18:04.000 --> 00:18:06.000]  想一下眉心的肌肉
[00:18:06.000 --> 00:18:07.000]  好像扭著
[00:18:07.000 --> 00:18:08.000]  拉緊
[00:18:08.000 --> 00:18:09.000]  想著還可以放鬆
[00:18:09.000 --> 00:18:12.000]  這樣來到放鬆
[00:18:12.000 --> 00:18:14.000]  注意一下你的臉龐
[00:18:14.000 --> 00:18:15.000]  臉上的肌肉
[00:18:15.000 --> 00:18:16.000]  是不是都這樣
[00:18:16.000 --> 00:18:19.000]  又將它放鬆
[00:18:19.000 --> 00:18:22.000]  再注意一下兩隻耳朵
[00:18:22.000 --> 00:18:23.000]  嘴巴
[00:18:23.000 --> 00:18:25.000]  又可以動一下
