
[00:00:00.000 --> 00:00:03.320]  剛才我也提過,還有兩個禮拜復活節
[00:01:49.300 --> 00:01:55.440]  復活了,用這個字眼,所以其實木屑外面有些事供就是
[00:01:55.440 --> 00:01:57.240]  "How to revive a church"
[00:01:57.240 --> 00:01:58.780]  就是我做過幾次
[00:01:58.780 --> 00:02:00.300]  就是做一個死死蝦蝦的教會
[00:02:00.300 --> 00:02:02.620]  怎樣去生它呢?
[00:02:02.620 --> 00:02:06.200]  所以很多人對復活這個觀念來說
[00:02:06.200 --> 00:02:10.800]  就是如何能夠將一個人或者一個機構、一個組織重新再復活
[00:02:10.800 --> 00:02:15.680]  讓它再次的被建立、再次振作
[00:02:15.680 --> 00:02:20.800]  但是究竟這個是不是聖經對耶穌復活的意思呢?
[00:02:20.800 --> 00:02:23.880]  很明顯,我告訴你當然不是
[00:02:23.880 --> 00:02:26.940]  對一個基督徒來說
[00:02:26.940 --> 00:02:30.280]  耶穌的復活當然不是一個神話
[00:02:30.280 --> 00:02:34.120]  但是有一樣東西我希望每一個信耶穌的人都能夠肯定是
[00:02:34.120 --> 00:02:38.460]  耶穌的復活其實是一個歷史的事實
[00:02:38.460 --> 00:02:40.760]  當我們說相信耶穌復活的時候
[00:02:40.760 --> 00:02:44.100]  其實我們向全世界的人宣佈一件事是什麼?
[00:02:44.100 --> 00:02:46.160]  就是耶穌復活了
[00:02:46.160 --> 00:02:50.500]  這是證明了耶穌的神聖
[00:02:50.500 --> 00:02:53.060]  耶穌戰勝了死亡
[00:02:53.060 --> 00:02:55.360]  因為死亡不能夠拘禁祂
[00:02:55.360 --> 00:02:57.660]  而且因為祂的復活
[00:02:57.660 --> 00:03:00.480]  就帶給每一個相信耶穌的人
[00:03:00.480 --> 00:03:03.800]  有一個永恆的應許
[00:03:03.800 --> 00:03:06.120]  所以正如我剛才所說
[00:03:06.120 --> 00:03:10.220]  我們說耶穌復活就不是聽故事那麼簡單
[00:03:10.220 --> 00:03:11.760]  很多人來教會聽故事
[00:03:11.760 --> 00:03:15.600]  特別是復活節的時候聽聽耶穌復活的故事
[00:03:15.600 --> 00:03:18.160]  沒錯,是一個故事
[00:03:18.160 --> 00:03:21.240]  但是也是一件歷史的事件
[00:03:21.240 --> 00:03:24.040]  這是我們基督徒應該相信的
[00:03:24.040 --> 00:03:26.100]  如果我們這樣相信的時候
[00:03:26.100 --> 00:03:28.140]  耶穌真的死了復活了
[00:03:28.140 --> 00:03:30.960]  其實這個信念
[00:03:30.960 --> 00:03:36.080]  是會直接影響到我們生活的那種態度和方法的
[00:03:36.080 --> 00:03:39.140]  今天跟大家看一段聖經
[00:03:39.140 --> 00:03:41.460]  就是講到耶穌復活的事情
[00:03:41.460 --> 00:03:44.280]  就是哥林多前書的十五章
[00:03:44.280 --> 00:03:47.860]  我們只是看二十四到二十六節而已
[00:03:47.860 --> 00:03:50.680]  時間關係我就先不讀一篇
[00:03:50.680 --> 00:03:52.720]  因為一會兒我們都會讀的
[00:03:52.720 --> 00:03:55.020]  保羅在這張聖經裡面
[00:03:55.020 --> 00:03:57.840]  其實整張聖經都是講耶穌復活的
[00:03:57.840 --> 00:04:01.940]  不過今天我專注在十四節到二十六節
[00:04:01.940 --> 00:04:07.060]  保羅在這段聖經裡面說
[00:04:07.060 --> 00:04:08.860]  正如我剛才所說
[00:04:08.860 --> 00:04:13.220]  耶穌的死和復活對基督徒來說
[00:04:13.220 --> 00:04:15.780]  不是可以信可以不信
[00:04:15.780 --> 00:04:19.860]  可以選擇信還是不信的一個看法
[00:04:19.860 --> 00:04:22.940]  耶穌的復活是基督教信仰
[00:04:22.940 --> 00:04:26.020]  我再強調是基督教信仰的基石
[00:04:26.020 --> 00:04:28.060]  Foundation Stone來的
[00:04:28.060 --> 00:04:29.860]  我們先看十四節
[00:04:29.860 --> 00:04:32.160]  到十七節
[00:04:32.160 --> 00:04:37.020]  為什麼耶穌復活是基督信仰的基石呢?
[00:04:37.020 --> 00:04:38.040]  這裡這樣說
[00:04:38.040 --> 00:04:41.120]  如果基督沒有從死裡復活
[00:04:41.120 --> 00:04:43.680]  我們就沒什麼好說的了
[00:04:43.680 --> 00:04:46.240]  你們有沒有什麼好信的
[00:04:46.240 --> 00:04:50.080]  這樣我們顯然在為上帝作假見證
[00:04:50.080 --> 00:04:52.120]  因為我們見證
[00:04:52.120 --> 00:04:55.700]  說他使基督從死裡復活了
[00:04:55.700 --> 00:04:58.780]  如果真是沒有死人復活的事
[00:04:58.780 --> 00:05:02.360]  上帝就沒有使基督復活了
[00:05:02.360 --> 00:05:04.160]  死人如果沒有復活
[00:05:04.160 --> 00:05:07.220]  就等於說基督沒有復活
[00:05:07.220 --> 00:05:09.260]  基督如果沒有復活
[00:05:09.260 --> 00:05:12.080]  你們的信仰就是一個幻想
[00:05:12.080 --> 00:05:15.920]  你們仍然迷失在罪裡面
[00:05:15.920 --> 00:05:17.720]  這段聖經裡面我們看
[00:05:17.720 --> 00:05:20.280]  特別是十四節那裡說
[00:05:20.280 --> 00:05:21.560]  如果基督沒有復活
[00:05:21.560 --> 00:05:25.140]  保羅說我所說的那些東西就是沒有用的
[00:05:25.140 --> 00:05:27.700]  什麼意思?
[00:05:27.700 --> 00:05:29.240]  就是浪費時間
[00:05:29.240 --> 00:05:30.520]  白費
[00:05:30.520 --> 00:05:32.560]  說來做什麼呢?沒有意思的
[00:05:32.560 --> 00:05:34.620]  而我們如果這樣相信
[00:05:34.620 --> 00:05:36.160]  都是毫無意義的
[00:05:36.160 --> 00:05:38.200]  這就是保羅所說的話
[00:05:38.200 --> 00:05:40.000]  其實保羅表達的是什麼呢?
[00:05:40.000 --> 00:05:41.800]  他說原來耶穌基督的信仰
[00:05:41.800 --> 00:05:42.840]  不是歷史事件
[00:05:42.840 --> 00:05:43.840]  剛才我已經說過了
[00:05:43.840 --> 00:05:45.380]  這個保羅更加告訴我們
[00:05:45.380 --> 00:05:47.680]  不是歷史事件
[00:05:47.680 --> 00:05:52.280]  更加是基督教信仰的核心
[00:05:52.280 --> 00:05:54.600]  所以對我們信耶穌人來說
[00:05:54.600 --> 00:05:56.380]  如果不信耶穌基督復活
[00:05:56.380 --> 00:05:58.180]  你不知道信什麼
[00:05:58.180 --> 00:06:00.220]  你可能信到模糊了
[00:06:00.220 --> 00:06:02.020]  如果沒有復活的話
[00:06:02.020 --> 00:06:05.600]  我們就失去了信仰的基礎
[00:06:05.600 --> 00:06:07.660]  保羅說如果是這樣
[00:06:07.660 --> 00:06:08.940]  如果你不信復活
[00:06:08.940 --> 00:06:11.480]  我們仍然是活在罪裡面
[00:06:11.480 --> 00:06:13.800]  我們都知道我們犯罪得罪神
[00:06:13.800 --> 00:06:15.580]  如果信耶穌多多少少
[00:06:15.580 --> 00:06:18.400]  我們說我們犯罪得罪上帝
[00:06:18.400 --> 00:06:20.200]  但是如果不信耶穌復活
[00:06:20.200 --> 00:06:22.760]  我們這個問題其實就沒有解決到
[00:06:22.760 --> 00:06:27.620]  因為沒有一個人有資格替全世界的人贖罪
[00:06:27.620 --> 00:06:31.960]  沒有一個人可以讓神饒恕全世界的人
[00:06:31.960 --> 00:06:34.280]  除了他自己的義志
[00:06:34.280 --> 00:06:36.580]  才有這樣的條件有這樣的資格
[00:06:36.580 --> 00:06:39.660]  有這樣的能力做到這樣的事情
[00:06:39.660 --> 00:06:41.440]  而我們呢
[00:06:41.440 --> 00:06:43.760]  從耶穌在小時候三十幾年
[00:06:43.760 --> 00:06:48.360]  耶穌的言行和他行了很多神蹟歧視
[00:06:48.360 --> 00:06:49.900]  無論是聖經也好
[00:06:49.900 --> 00:06:52.460]  就算不是聖經其他文章的記載
[00:06:52.460 --> 00:06:54.500]  都有講過這些事情
[00:06:54.500 --> 00:06:57.060]  所以我們信耶穌的人是相信
[00:06:57.060 --> 00:07:00.140]  耶穌就是神的兒子
[00:07:00.140 --> 00:07:02.440]  如果他是神的兒子是什麼意思
[00:07:02.440 --> 00:07:03.460]  他就是神
[00:07:03.460 --> 00:07:04.980]  他是神的兒子
[00:07:04.980 --> 00:07:06.280]  與神同一樣
[00:07:06.280 --> 00:07:07.560]  耶穌就是神
[00:07:07.560 --> 00:07:11.400]  耶穌就是神在舊約聖經裡面所應許
[00:07:11.400 --> 00:07:15.500]  將要來拯救世人的那個救主
[00:07:15.500 --> 00:07:20.880]  他為我們贖罪而被釘死在十字架上
[00:07:20.880 --> 00:07:22.660]  那麼問題是什麼呢
[00:07:22.660 --> 00:07:23.680]  耶穌死了嗎
[00:07:23.680 --> 00:07:24.720]  神的兒子死了嗎
[00:07:24.720 --> 00:07:25.740]  是
[00:07:25.740 --> 00:07:26.500]  死了
[00:07:26.500 --> 00:07:27.520]  死透了
[00:07:27.520 --> 00:07:29.320]  死了三天才復活
[00:07:29.320 --> 00:07:34.700]  死原來不能夠永遠拘禁耶穌基督
[00:07:34.700 --> 00:07:39.560]  因為耶穌在第三天復活了
[00:07:39.560 --> 00:07:41.620]  這個事實我剛才已經提過了
[00:07:41.620 --> 00:07:43.140]  是證明了什麼呢
[00:07:43.140 --> 00:07:45.960]  耶穌戰勝了死亡
[00:07:45.960 --> 00:07:48.000]  並且為信徒
[00:07:48.000 --> 00:07:51.840]  為信耶穌的人帶來救恩的那個盼望
[00:07:51.840 --> 00:07:52.880]  因此呢
[00:07:52.880 --> 00:07:53.880]  我剛才說了
[00:07:53.880 --> 00:07:58.000]  相信耶穌基督復活是基督教信仰的基石來的
[00:07:58.000 --> 00:08:01.320]  不可以拿走的 拿走就沒有基督教信仰了
[00:08:01.320 --> 00:08:04.140]  因為我們相信耶穌復活
[00:08:04.140 --> 00:08:05.680]  帶來的後果是什麼
[00:08:05.680 --> 00:08:08.240]  我們自己也會復活 你信不信
[00:08:08.240 --> 00:08:09.780]  耶穌已經復活了
[00:08:09.780 --> 00:08:11.820]  我們也會一起復活的
[00:08:11.820 --> 00:08:14.900]  而因為我們相信我們也會復活的時候
[00:08:14.900 --> 00:08:17.460]  我們在這個世界上的生活
[00:08:17.460 --> 00:08:19.000]  就有了新的方向
[00:08:19.000 --> 00:08:22.320]  有了不同的意義
[00:08:22.320 --> 00:08:23.340]  好了
[00:08:23.340 --> 00:08:25.900]  莫斯科說了一大堆
[00:08:25.900 --> 00:08:28.200]  說道理 你在這裏是不是
[00:08:28.200 --> 00:08:30.760]  先問問自己
[00:08:30.760 --> 00:08:32.300]  那你信不信
[00:08:32.300 --> 00:08:35.880]  死人會復活
[00:08:35.880 --> 00:08:37.680]  想想 先問問自己
[00:08:37.680 --> 00:08:38.960]  你信不信
[00:08:38.960 --> 00:08:42.800]  死人會復活
[00:08:42.800 --> 00:08:44.600]  要不要舉手
[00:08:44.600 --> 00:08:47.920]  信的舉舉手
[00:08:47.920 --> 00:08:50.480]  不是很多手而已
[00:08:50.480 --> 00:08:53.300]  是不是大家都信耶穌啊
[00:08:53.300 --> 00:08:55.600]  先看看幾個故事
[00:08:55.600 --> 00:09:00.460]  還有幾個故事
[00:09:00.460 --> 00:09:01.500]  安安
[00:09:01.500 --> 00:09:03.800]  一名來自中國 名為安安跟男嬰
[00:09:03.800 --> 00:09:05.840]  在2016年1月早產出生
[00:09:05.840 --> 00:09:07.880]  在他的家人決定把他帶回家
[00:09:07.880 --> 00:09:09.160]  慶祝農曆新年之前
[00:09:09.160 --> 00:09:11.720]  安安在嬰兒保育箱內睡了23天
[00:09:11.720 --> 00:09:14.540]  但自從回家後 他的情況就起步惡化
[00:09:14.540 --> 00:09:16.340]  他很快就被帶進急救室
[00:09:16.340 --> 00:09:19.400]  最終因遭受了致命的心臟病發作而死亡
[00:09:19.400 --> 00:09:22.220]  之後嬰兒準備被送往殯儀館進行火火
[00:09:22.220 --> 00:09:23.760]  在前一天的太平間裏
[00:09:23.760 --> 00:09:26.580]  收藏屍體的冰塊溫度是零下12度
[00:09:26.580 --> 00:09:28.880]  安安被放置了將近15個小時
[00:09:28.880 --> 00:09:31.180]  然而就在他該被火化的前一刻
[00:09:31.180 --> 00:09:33.240]  安安突然死而復生
[00:09:33.240 --> 00:09:35.540]  並且開始大哭
[00:09:35.540 --> 00:09:36.820]  Mary Neal
[00:09:36.820 --> 00:09:39.640]  1999年 Mary和丈夫到智利旅行
[00:09:39.640 --> 00:09:42.200]  這對夫婦本該同前往一個皮花亭之旅
[00:09:42.200 --> 00:09:44.500]  但Mary的丈夫突感身體不適
[00:09:44.500 --> 00:09:47.320]  於是他便獨自與其他友人前往花洞
[00:09:47.320 --> 00:09:50.120]  當他身在其外的皮花亭被放入河內時
[00:09:50.120 --> 00:09:51.160]  他就感覺怪怪的
[00:09:51.160 --> 00:09:54.240]  他俯過一個大瀑布軟透紫紫的往下掉
[00:09:54.240 --> 00:09:56.020]  原本是一個簡單的降落
[00:09:56.020 --> 00:09:57.820]  但因為一時的角度失誤
[00:09:57.820 --> 00:09:59.360]  導致他夾在岩石之間
[00:09:59.360 --> 00:10:02.420]  而積極的水流不停往他身上大力打去
[00:10:02.420 --> 00:10:04.720]  當有人正發瘋似的狂找他的同時
[00:10:04.720 --> 00:10:08.060]  他的身體仍然不停的正被瀑布撕裂和打擊著
[00:10:08.060 --> 00:10:10.620]  Mary在30分鐘內完全失去氧氣
[00:10:10.620 --> 00:10:12.660]  他回想看見自己被友人急救
[00:10:12.660 --> 00:10:14.460]  但自己什麼都感覺不到
[00:10:14.460 --> 00:10:16.500]  當下相信自己肯定是活不了了
[00:10:16.500 --> 00:10:19.060]  他事後也回想到自己看見到綠幽靈
[00:10:19.060 --> 00:10:21.360]  他們告訴他他的生命還沒結束
[00:10:21.360 --> 00:10:23.680]  但他兒子Willy的時間就快結束了
[00:10:23.680 --> 00:10:25.200]  而他很快就會死亡
[00:10:25.200 --> 00:10:26.480]  當鬼門關被趕走後
[00:10:26.480 --> 00:10:28.020]  Mary似乎完全康復
[00:10:28.020 --> 00:10:31.340]  但不幸的Willy在2009年因車禍去世
[00:10:31.340 --> 00:10:33.400]  享年19歲
[00:10:33.400 --> 00:10:34.680]  Annabella
[00:10:34.680 --> 00:10:36.720]  Annabella在5歲時就被診斷患有
[00:10:36.720 --> 00:10:39.800]  假性跟主性運動障礙和多性低運動障礙
[00:10:39.800 --> 00:10:41.580]  這讓他總是處在疼痛中
[00:10:41.580 --> 00:10:43.120]  以及得不停的進出醫院
[00:10:43.120 --> 00:10:45.180]  這兩個疾病都有致命的可能
[00:10:45.180 --> 00:10:47.480]  Annabella無法過著充實的生活
[00:10:47.480 --> 00:10:50.040]  他甚至告訴他母親說自己好想死
[00:10:50.040 --> 00:10:51.960]  2011年Annabella8歲時
[00:10:51.960 --> 00:10:53.880]  他在爬樹的時候踩錯樹枝
[00:10:53.880 --> 00:10:55.420]  頭頂朝下跌了下去
[00:10:55.420 --> 00:10:58.220]  昏迷不醒的他直接被控用到醫院去
[00:10:58.220 --> 00:11:01.560]  他昏迷的這段期間他聲稱自己到訪了天堂
[00:11:01.560 --> 00:11:03.860]  甚至看見了幾年前去世的親人
[00:11:03.860 --> 00:11:05.660]  他說自己也遇見了耶穌
[00:11:05.660 --> 00:11:07.200]  他說他將會把他帶回人間
[00:11:07.200 --> 00:11:08.720]  而他也會被治癒
[00:11:08.720 --> 00:11:10.000]  但Annabella醒來後
[00:11:10.000 --> 00:11:12.580]  他的兩個疾病竟奇蹟般的被治癒了
[00:11:12.580 --> 00:11:16.160]  之後他的故事被製作成名為天堂來得及奇的電影
[00:11:16.160 --> 00:11:18.460]  以及將會由Jennifer Garner主演
[00:11:18.460 --> 00:11:20.760]  Justin Smith
[00:11:20.760 --> 00:11:23.320]  Justin於2015年在賓夕法尼亞州
[00:11:23.320 --> 00:11:24.860]  被發現凍結在路旁
[00:11:24.860 --> 00:11:26.400]  完全沒有脈搏或心跳
[00:11:26.400 --> 00:11:27.320]  當時的他
[00:11:27.320 --> 00:11:29.480]  坐在地上已經將近12個小時
[00:11:29.480 --> 00:11:31.260]  而當時也一直下著雪
[00:11:31.260 --> 00:11:32.280]  他被父親發現
[00:11:32.280 --> 00:11:34.080]  並馬上通知了救護人員
[00:11:34.080 --> 00:11:34.840]  經過驗證後
[00:11:34.840 --> 00:11:37.160]  他們當場宣布Justin已經死亡
[00:11:37.160 --> 00:11:37.920]  在醫院時
[00:11:37.920 --> 00:11:40.480]  一名醫生決定再給Justin一個機會
[00:11:40.480 --> 00:11:42.520]  他開始進行心臟復甦急救
[00:11:42.520 --> 00:11:44.060]  以及為他輸入溫雪
[00:11:44.060 --> 00:11:44.840]  驚訝的結果
[00:11:44.840 --> 00:11:46.380]  不久後他恢復了脈搏
[00:11:46.380 --> 00:11:47.920]  並在昏迷兩週後甦醒
[00:11:47.920 --> 00:11:50.220]  他最終只失去了小指和腳趾
[00:11:50.220 --> 00:11:54.560]  而且完全沒有任何因為冷凍而造成的腦部重傷
[00:11:54.560 --> 00:11:55.860]  Velma Thomas
[00:11:55.860 --> 00:11:56.740]  2008年
[00:11:56.740 --> 00:11:57.960]  Velma心臟病發作
[00:11:57.960 --> 00:11:59.180]  並被移送往醫院
[00:11:59.180 --> 00:11:59.940]  在醫院裡
[00:11:59.940 --> 00:12:01.480]  他的心臟停了三次
[00:12:01.480 --> 00:12:03.020]  甚至失去了腦搏
[00:12:03.020 --> 00:12:05.060]  在實行辦法也無任何幫助後
[00:12:05.060 --> 00:12:06.860]  醫生相信他已經死亡
[00:12:06.860 --> 00:12:09.160]  由於他是一名器官建築者的原因
[00:12:09.160 --> 00:12:11.080]  醫生暫時為他套上維生系統
[00:12:11.080 --> 00:12:12.840]  並想要給他的家人一些時間
[00:12:12.840 --> 00:12:14.280]  來面對Velma的死訊
[00:12:14.280 --> 00:12:15.800]  以及做出之後的安排
[00:12:15.800 --> 00:12:17.100]  但如可置信的是
[00:12:17.100 --> 00:12:19.400]  當Velma的維生系統機器被停止後
[00:12:19.400 --> 00:12:20.940]  他竟然能夠移動手臂
[00:12:20.940 --> 00:12:21.700]  睜開雙眼
[00:12:21.700 --> 00:12:23.240]  甚至開始咳嗽
[00:12:23.240 --> 00:12:24.520]  一睜開雙眼的他
[00:12:24.520 --> 00:12:27.080]  第一句就馬上要知道自己的兒子在哪
[00:12:27.080 --> 00:12:30.660]  完全不知道自己與死亡是多麼的接近
[00:12:30.660 --> 00:12:31.940]  Rush
[00:12:31.940 --> 00:12:32.960]  17歲的Rush
[00:12:32.960 --> 00:12:35.540]  在跑步時突然暈倒並且心臟驟停
[00:12:35.540 --> 00:12:38.600]  這是目前兒童和青山年運動員的最大殺手
[00:12:38.600 --> 00:12:40.400]  他被宣布死亡了20分鐘
[00:12:40.400 --> 00:12:42.700]  他聲稱在自己死亡時遇見了耶穌
[00:12:42.700 --> 00:12:45.260]  耶穌也告訴自己一切都會沒事的
[00:12:45.260 --> 00:12:47.060]  20分鐘後他死而復生
[00:12:47.060 --> 00:12:50.640]  並向全世界分享了他的故事歷程
[00:12:50.640 --> 00:12:51.660]  Anna
[00:12:51.660 --> 00:12:54.220]  1999年Anna遭遇一起滑雪意外
[00:12:54.220 --> 00:12:57.040]  並被困在冷凍的冰下維持80分鐘
[00:12:57.040 --> 00:12:59.080]  他開始患上幾度低溫症
[00:12:59.080 --> 00:13:01.640]  體溫已度降到了13.74
[00:13:01.640 --> 00:13:04.720]  這也是人體體溫紀錄歷史上最低的溫度
[00:13:04.720 --> 00:13:07.020]  雖然他在冰關下找到了有空氣的區域
[00:13:07.020 --> 00:13:09.060]  但因為當時的周遭太過低溫
[00:13:09.060 --> 00:13:11.380]  他在40分鐘後身體血液無法循環
[00:13:11.380 --> 00:13:12.660]  而開始凍僵
[00:13:12.660 --> 00:13:14.960]  他最終被發現並被馬上送往醫院
[00:13:14.960 --> 00:13:17.020]  這驚動了上百年醫生和護士
[00:13:17.020 --> 00:13:19.320]  輪著9小時的班負責照料他
[00:13:19.320 --> 00:13:21.880]  終於Anna從鬼門關的邊緣被拉回來
[00:13:21.880 --> 00:13:23.160]  他在10天後醒來
[00:13:23.160 --> 00:13:25.200]  頸下的身體部分全部癱瘓
[00:13:25.200 --> 00:13:28.280]  以及必須在加護病房花上幾個月的時間康復
[00:13:28.280 --> 00:13:31.340]  Anna終於在2009年就接近完全康復
[00:13:31.340 --> 00:13:34.160]  只剩下手和腳仍有著神經損壞的問題
[00:13:34.160 --> 00:13:36.220]  Anita
[00:13:36.220 --> 00:13:40.060]  Anita在2002年被診斷患上飛化奇境086
[00:13:40.060 --> 00:13:42.620]  這讓她一直滑在害怕死亡的陰影下
[00:13:42.620 --> 00:13:43.640]  2006年
[00:13:43.640 --> 00:13:44.660]  她陷入昏迷
[00:13:44.660 --> 00:13:45.940]  醫生告訴她的家人
[00:13:45.940 --> 00:13:47.740]  她的器官已經停止運作
[00:13:47.740 --> 00:13:49.780]  並且完全沒有復原的機會
[00:13:49.780 --> 00:13:51.320]  當Anita深陷昏迷中
[00:13:51.320 --> 00:13:52.860]  她親屬聽見自己的丈夫
[00:13:52.860 --> 00:13:54.400]  試著鼓勵她恢復生命
[00:13:54.400 --> 00:13:56.180]  以及她與醫生們的對話
[00:13:56.180 --> 00:13:57.220]  在這時關頭
[00:13:57.220 --> 00:13:59.260]  Anita刷自己看見死去的親人
[00:13:59.260 --> 00:14:01.300]  和其他一些自己不認識的人
[00:14:01.300 --> 00:14:02.340]  30小時後
[00:14:02.340 --> 00:14:03.860]  Anita從昏迷中甦醒
[00:14:03.860 --> 00:14:05.400]  而她之前患有的癌症
[00:14:05.400 --> 00:14:08.220]  最終也在神機般的情況下完全治愈了
[00:14:10.020 --> 00:14:11.040]  OK
[00:14:11.040 --> 00:14:12.580]  八個人
[00:14:12.580 --> 00:14:13.600]  死而復生
[00:14:13.600 --> 00:14:14.620]  我再問一次
[00:14:14.620 --> 00:14:16.420]  我們是否相信死人會復活
[00:14:16.420 --> 00:14:17.700]  舉舉手
[00:14:17.700 --> 00:14:21.040]  還是多了一點而已
[00:14:21.040 --> 00:14:23.840]  所以我們都是很Skeptical
[00:14:23.840 --> 00:14:26.660]  很多時候我們很多事情都很懷疑
[00:14:26.660 --> 00:14:28.200]  這樣呢
[00:14:28.200 --> 00:14:29.220]  這八個人
[00:14:29.220 --> 00:14:32.300]  我們說是一些實際的個案
[00:14:32.300 --> 00:14:33.820]  死而復生的
[00:14:33.820 --> 00:14:36.900]  是醫生證明宣佈了她死了
[00:14:37.660 --> 00:14:40.480]  有些甚至是經歷了很長的時間
[00:14:40.480 --> 00:14:42.780]  十多個小時後竟然還會復生
[00:14:42.780 --> 00:14:44.320]  這些其實是
[00:14:44.320 --> 00:14:46.620]  令我們覺得目定口呆
[00:14:46.620 --> 00:14:48.160]  看到的時候會很驚訝
[00:14:48.160 --> 00:14:49.940]  真是這樣
[00:14:49.940 --> 00:14:51.480]  但起碼這些就是
[00:14:51.480 --> 00:14:53.280]  紀錄是這樣
[00:14:53.280 --> 00:14:56.340]  不過呢
[00:14:56.340 --> 00:14:57.620]  我想說一件事
[00:14:57.620 --> 00:15:02.740]  這幾個人死而復活的這些經歷
[00:15:02.740 --> 00:15:03.260]  其實呢
[00:15:03.260 --> 00:15:05.060]  我覺得最多
[00:15:05.060 --> 00:15:07.620]  是印證了聖經的記載是什麼
[00:15:08.120 --> 00:15:09.400]  因為聖經都記載了
[00:15:09.400 --> 00:15:10.940]  有死人復活的故事
[00:15:10.940 --> 00:15:13.240]  最出名的新的聖經是誰
[00:15:13.240 --> 00:15:17.860]  馬大和馬尼亞的兄弟叫什麼名字
[00:15:17.860 --> 00:15:19.900]  拉撒路嘛
[00:15:19.900 --> 00:15:20.680]  死了多久
[00:15:20.680 --> 00:15:21.680]  四天
[00:15:21.680 --> 00:15:23.480]  耶穌去復活
[00:15:23.480 --> 00:15:26.800]  還有如果在新的聖經裡面
[00:15:26.800 --> 00:15:29.880]  有一個管會堂的人叫艾魯
[00:15:29.880 --> 00:15:31.420]  女兒十二歲
[00:15:31.420 --> 00:15:32.440]  也是死了
[00:15:32.440 --> 00:15:33.980]  人們去到已經在哭喪
[00:15:33.980 --> 00:15:36.280]  耶穌說不是死了嗎
[00:15:37.320 --> 00:15:37.820]  好嗎
[00:15:37.820 --> 00:15:39.620]  舊約聖經有沒有
[00:15:39.620 --> 00:15:41.160]  都有了
[00:15:41.160 --> 00:15:42.440]  所以原來
[00:15:42.440 --> 00:15:45.500]  舊約聖經和新約聖經記載死人復活的事
[00:15:45.500 --> 00:15:47.040]  是真的
[00:15:47.040 --> 00:15:50.120]  現在我們在現在這個世界來講有沒有見到
[00:15:50.120 --> 00:15:52.160]  你信不信都好
[00:15:52.160 --> 00:15:53.960]  你覺得那是作假的
[00:15:53.960 --> 00:15:55.240]  I am speechless
[00:15:55.240 --> 00:15:56.780]  我沒有話可以說
[00:15:56.780 --> 00:15:58.320]  但是呢
[00:15:58.320 --> 00:15:59.340]  似乎
[00:15:59.340 --> 00:16:00.620]  死人復活
[00:16:00.620 --> 00:16:02.400]  不是沒有,是有的
[00:16:02.400 --> 00:16:06.500]  問題最多是印證聖經所說的死人復活
[00:16:07.780 --> 00:16:09.580]  問題是因為這幾個人
[00:16:09.580 --> 00:16:11.880]  復活之後
[00:16:11.880 --> 00:16:13.680]  還會再死
