
[00:00:00.000 --> 00:00:06.000]  今天我的題目是「作神的兒子或作神的兒女」
[00:01:46.000 --> 00:01:49.000]  「我心裡邊有耶穌」
[00:01:49.000 --> 00:01:50.000]  「我不需要回教會」
[00:01:50.000 --> 00:01:52.000]  不知大家有沒有人和你這樣說過
[00:01:52.000 --> 00:01:54.000]  「我心裡邊有耶穌就可以了」
[00:01:54.000 --> 00:01:55.000]  「我用不著回教會」
[00:01:55.000 --> 00:01:57.000]  「回教會只是儀式而已」
[00:01:57.000 --> 00:01:59.000]  「我心裡邊有耶穌就可以了」
[00:01:59.000 --> 00:02:01.000]  甚至有人會和我們說
[00:02:01.000 --> 00:02:03.000]  「其實我用不著祈禱」
[00:02:03.000 --> 00:02:06.000]  「因為我都知道我們的神是全知的」
[00:02:06.000 --> 00:02:08.000]  「祂知道了我的需要」
[00:02:08.000 --> 00:02:11.000]  「而且我知道祂給我的東西是最好的」
[00:02:11.000 --> 00:02:12.000]  「所以我就不用祈禱了」
[00:02:12.000 --> 00:02:13.000]  大家明白我的意思嗎
[00:02:13.000 --> 00:02:15.000]  他說的每一句話都很對
[00:02:15.000 --> 00:02:17.000]  「上帝我哪有權改變祂」
[00:02:17.000 --> 00:02:19.000]  「所以我都不需要祈禱」
[00:02:19.000 --> 00:02:25.000]  我們最近這五年真的聽到很多這樣的聲音
[00:02:25.000 --> 00:02:28.000]  當然曾經在中大崇經
[00:02:28.000 --> 00:02:31.000]  在很多年前他做了一個調查
[00:02:31.000 --> 00:02:35.000]  調查就是調查香港究竟有多少基督徒
[00:02:35.000 --> 00:02:38.000]  我們經常說香港只有5-6%基督徒
[00:02:38.000 --> 00:02:42.000]  原來那次中大所做的調查
[00:02:42.000 --> 00:02:44.000]  其實香港不止
[00:02:44.000 --> 00:02:48.000]  他說香港有18%基督徒
[00:02:48.000 --> 00:02:50.000]  不過只有5%返回教會
[00:02:50.000 --> 00:02:52.000]  大家明白我的意思嗎
[00:02:52.000 --> 00:02:53.000]  他說「不是的」
[00:02:53.000 --> 00:02:55.000]  「我有耶穌在我身邊」
[00:02:55.000 --> 00:02:56.000]  「我不是基督徒」
[00:02:56.000 --> 00:02:57.000]  「不過我不喜歡返回教會」
[00:02:57.000 --> 00:02:58.000]  弟兄姊妹
[00:02:58.000 --> 00:03:04.000]  其實我們明白教會好像有很多禮儀
[00:03:04.000 --> 00:03:06.000]  教會好像有很多規矩
[00:03:06.000 --> 00:03:10.000]  教會有很多時我們所做的事
[00:03:10.000 --> 00:03:13.000]  的而且確可能令到坊間
[00:03:13.000 --> 00:03:15.000]  有時對教會可能有很多誤解
[00:03:15.000 --> 00:03:17.000]  我絕對承認
[00:03:17.000 --> 00:03:18.000]  如果真的有誤解
[00:03:18.000 --> 00:03:23.000]  我也會在坊間認罪悔改
[00:03:23.000 --> 00:03:24.000]  不過我們很深信
[00:03:24.000 --> 00:03:26.000]  我們的基督教
[00:03:26.000 --> 00:03:30.000]  其實我們很多時說基督教是宗教
[00:03:30.000 --> 00:03:32.000]  我們很多時說基督教是宗教
[00:03:32.000 --> 00:03:35.000]  全世界有五大宗教
[00:03:35.000 --> 00:03:38.000]  基督教只是五大宗教之一
[00:03:38.000 --> 00:03:40.000]  我們很多時看著
[00:03:40.000 --> 00:03:41.000]  我們很多人說
[00:03:41.000 --> 00:03:45.000]  所有宗教都是導人向善
[00:03:45.000 --> 00:03:47.000]  我父母經常跟我說
[00:03:47.000 --> 00:03:48.000]  在他未信耶穌的時候
[00:03:48.000 --> 00:03:50.000]  他說「返回教會是好的」
[00:03:50.000 --> 00:03:53.000]  因為教會叫他做好人
[00:03:53.000 --> 00:03:55.000]  返回教會的人多數都衰極有限
[00:03:55.000 --> 00:03:58.000]  以前我們的父母的觀念
[00:03:58.000 --> 00:04:00.000]  不過你可以信
[00:04:00.000 --> 00:04:02.000]  絕對不可以迷
[00:04:02.000 --> 00:04:03.000]  這個很大問題
[00:04:03.000 --> 00:04:04.000]  當我做牧師的時候
[00:04:04.000 --> 00:04:06.000]  他覺得我迷了他
[00:04:06.000 --> 00:04:07.000]  所以你可以信
[00:04:07.000 --> 00:04:10.000]  因為信仰令到你一個好人
[00:04:10.000 --> 00:04:11.000]  不過你不可以迷
[00:04:11.000 --> 00:04:13.000]  你一迷就出現一個問題
[00:04:13.000 --> 00:04:15.000]  所以我們很多時用宗教
[00:04:15.000 --> 00:04:17.000]  來看我們基督教
[00:04:17.000 --> 00:04:19.000]  只是眾多宗教之一
[00:04:19.000 --> 00:04:22.000]  而我們是殊途同歸
[00:04:22.000 --> 00:04:23.000]  但另一方面
[00:04:23.000 --> 00:04:26.000]  當我自己越對這個信仰
[00:04:26.000 --> 00:04:28.000]  越深去思考的時候
[00:04:28.000 --> 00:04:30.000]  我發覺我們基督教
[00:04:30.000 --> 00:04:33.000]  絕對不是單單是一個宗教
[00:04:33.000 --> 00:04:34.000]  它絕對是一個宗教之一
[00:04:34.000 --> 00:04:36.000]  不過它除了宗教之外
[00:04:36.000 --> 00:04:38.000]  它是超越了宗教
[00:04:38.000 --> 00:04:40.000]  它是一個關係
[00:04:40.000 --> 00:04:42.000]  甚麼叫關係
[00:04:42.000 --> 00:04:44.000]  今天的經文是說到
[00:04:44.000 --> 00:04:47.000]  我們和神有個關係
[00:04:47.000 --> 00:04:49.000]  這個關係我們是神的甚麼
[00:04:49.000 --> 00:04:51.000]  兒女來的
[00:04:51.000 --> 00:04:52.000]  你看看旁邊
[00:04:52.000 --> 00:04:54.000]  我們是兄弟姊妹
[00:04:54.000 --> 00:04:56.000]  我們是同一個父親
[00:04:56.000 --> 00:04:57.000]  我們天父
[00:04:57.000 --> 00:04:58.000]  我們的神
[00:04:58.000 --> 00:05:00.000]  是我們天上的父親
[00:05:00.000 --> 00:05:01.000]  我們有沒有為自己
[00:05:01.000 --> 00:05:03.000]  是天上的神的子女
[00:05:03.000 --> 00:05:06.000]  而覺得自己感恩
[00:05:06.000 --> 00:05:07.000]  有沒有想過
[00:05:07.000 --> 00:05:08.000]  有沒有覺得驕傲
[00:05:08.000 --> 00:05:09.000]  我驕傲不是那種驕傲
[00:05:09.000 --> 00:05:12.000]  有沒有驕傲我們是耶穌基督的兒女
[00:05:12.000 --> 00:05:15.000]  當我們自己思考這段聖經的時候
[00:05:15.000 --> 00:05:17.000]  我發覺原來是一個關係
[00:05:17.000 --> 00:05:18.000]  而我覺得今天
[00:05:18.000 --> 00:05:19.000]  我可以用這四個聖經
[00:05:19.000 --> 00:05:21.000]  去解決剛才說的問題
[00:05:21.000 --> 00:05:24.000]  當然我不會馬上用經文去解決
[00:05:24.000 --> 00:05:25.000]  我會用結論去解決
[00:05:25.000 --> 00:05:26.000]  怎麼搞的
[00:05:26.000 --> 00:05:27.000]  要用結論才能解決
[00:05:27.000 --> 00:05:32.000]  因為我不想將我所想的東西
[00:05:32.000 --> 00:05:33.000]  放在聖經上
[00:05:33.000 --> 00:05:36.000]  我們牧者其實是很容易的
[00:05:36.000 --> 00:05:37.000]  我們牧者甚至是基督徒
[00:05:37.000 --> 00:05:40.000]  我們很容易將我自己所想的東西
[00:05:40.000 --> 00:05:42.000]  放在聖經上
[00:05:42.000 --> 00:05:43.000]  曾經有一個牧師所說
[00:05:43.000 --> 00:05:44.000]  如果你想什麼
[00:05:44.000 --> 00:05:45.000]  你都可以在聖經上找到
[00:05:45.000 --> 00:05:47.000]  適合你的經文
[00:05:47.000 --> 00:05:48.000]  因為你已經想了
[00:05:48.000 --> 00:05:49.000]  是這樣的
[00:05:49.000 --> 00:05:50.000]  所以很多人呼召信耶穌
[00:05:50.000 --> 00:05:52.000]  或者呼召做傳道人
[00:05:52.000 --> 00:05:53.000]  通常說我有感動
[00:05:53.000 --> 00:05:54.000]  我讀聖經有感動
[00:05:54.000 --> 00:05:56.000]  一看耳措下書
[00:05:56.000 --> 00:05:57.000]  我再借它來參應我
[00:05:57.000 --> 00:05:59.000]  我就做傳道人
[00:05:59.000 --> 00:06:00.000]  是不是呢
[00:06:00.000 --> 00:06:02.000]  因為我們很多時候要想
[00:06:02.000 --> 00:06:04.000]  聖經不是你所想的
[00:06:04.000 --> 00:06:05.000]  放在聖經上
[00:06:05.000 --> 00:06:08.000]  而是希望由聖經裏面的真理
[00:06:08.000 --> 00:06:09.000]  說出來
[00:06:09.000 --> 00:06:11.000]  以至到我們去應用
[00:06:11.000 --> 00:06:13.000]  這四節聖經究竟說什麼
[00:06:13.000 --> 00:06:15.000]  所以我今天先和大家去釋經
[00:06:15.000 --> 00:06:16.000]  看回這四節聖經
[00:06:16.000 --> 00:06:20.000]  究竟保羅為什麼在第十四節
[00:06:20.000 --> 00:06:22.000]  到十七節會說這四節聖經
[00:06:22.000 --> 00:06:25.000]  其實完全是連繫在
[00:06:25.000 --> 00:06:26.000]  十四節頭兩個字
[00:06:26.000 --> 00:06:28.000]  因為
[00:06:28.000 --> 00:06:30.000]  因為我們作文
[00:06:30.000 --> 00:06:32.000]  你寫因為的時候
[00:06:32.000 --> 00:06:34.000]  一般和上面一定有關係
[00:06:34.000 --> 00:06:36.000]  什麼什麼
[00:06:36.000 --> 00:06:38.000]  然後是因為
[00:06:38.000 --> 00:06:39.000]  所以我們很明顯
[00:06:39.000 --> 00:06:41.000]  保羅在十四節說因為
[00:06:41.000 --> 00:06:43.000]  一定和前面有關係
[00:06:43.000 --> 00:06:45.000]  前面十二十三節
[00:06:45.000 --> 00:06:46.000]  曾經我說過
[00:06:46.000 --> 00:06:49.000]  保羅說我們從來沒有欠肉體的債
[00:06:49.000 --> 00:06:51.000]  肉體叫我們死
[00:06:51.000 --> 00:06:54.000]  其實我們應該欠了誰的債
[00:06:54.000 --> 00:06:56.000]  聖靈的債
[00:06:56.000 --> 00:06:58.000]  因為聖靈叫我們活
[00:06:58.000 --> 00:07:00.000]  但是聖靈的工作之一
[00:07:00.000 --> 00:07:04.000]  祂要我們致死我們的惡行
[00:07:04.000 --> 00:07:06.000]  什麼叫惡行呢
[00:07:06.000 --> 00:07:08.000]  保羅在哥羅西書第三章第五節到第九節
[00:07:08.000 --> 00:07:10.000]  他說了所有的惡行
[00:07:10.000 --> 00:07:12.000]  包括了淫亂污穢邪情
[00:07:12.000 --> 00:07:13.000]  惡辱貪婪
[00:07:13.000 --> 00:07:14.000]  拜偶像
[00:07:14.000 --> 00:07:15.000]  憤怒
[00:07:15.000 --> 00:07:16.000]  惡毒
[00:07:16.000 --> 00:07:17.000]  誹謗
[00:07:17.000 --> 00:07:19.000]  口中說污穢的言語
[00:07:19.000 --> 00:07:21.000]  彼此說謊
[00:07:21.000 --> 00:07:23.000]  說了我們所有的壞事
[00:07:23.000 --> 00:07:27.000]  他說我們要致死這些惡行
[00:07:27.000 --> 00:07:29.000]  我們怎麼可能全致死
[00:07:29.000 --> 00:07:31.000]  我肯定我自己
[00:07:31.000 --> 00:07:34.000]  我肯定我自己是致死一件事
[00:07:34.000 --> 00:07:35.000]  哪件事呢
[00:07:35.000 --> 00:07:37.000]  說污穢的說話
[00:07:37.000 --> 00:07:39.000]  我從三年級開始到大學一年級
[00:07:39.000 --> 00:07:41.000]  一直說髒話
[00:07:41.000 --> 00:07:43.000]  到我一信耶穌那天就以後不說了
[00:07:43.000 --> 00:07:46.000]  我唯一相信聖靈是致死我的
[00:07:46.000 --> 00:07:48.000]  就是沒有再說污穢的言語
[00:07:48.000 --> 00:07:50.000]  我那時經常到年三十晚
[00:07:50.000 --> 00:07:53.000]  就自己和自己立志
[00:07:53.000 --> 00:07:54.000]  過完年三十晚
[00:07:54.000 --> 00:07:56.000]  年初一就不說髒話
[00:07:56.000 --> 00:07:58.000]  所以到年三十晚十二點之前
[00:07:58.000 --> 00:08:00.000]  說完髒話
[00:08:00.000 --> 00:08:01.000]  到年初一就不說了
[00:08:01.000 --> 00:08:02.000]  結果又繼續說
[00:08:02.000 --> 00:08:04.000]  一直到大學一年級
[00:08:04.000 --> 00:08:05.000]  到我信耶穌那天
[00:08:05.000 --> 00:08:07.000]  一信耶穌那天就馬上不說了
[00:08:07.000 --> 00:08:08.000]  弟兄姊妹
[00:08:08.000 --> 00:08:11.000]  我唯一相信上帝真的將我的致死
[00:08:11.000 --> 00:08:12.000]  這麼多的事
[00:08:12.000 --> 00:08:13.000]  我只是致死了一件事
[00:08:13.000 --> 00:08:14.000]  我夠膽說
[00:08:14.000 --> 00:08:16.000]  其他的事我不敢說
[00:08:16.000 --> 00:08:18.000]  我是否完全被致死
[00:08:18.000 --> 00:08:20.000]  因為我們有很多的思想
[00:08:20.000 --> 00:08:22.000]  因為我相信我們的神
[00:08:22.000 --> 00:08:24.000]  我們的聖靈不是要逼我們
[00:08:24.000 --> 00:08:26.000]  逼我們去致死
[00:08:26.000 --> 00:08:28.000]  我們的神不是要我們忍
[00:08:28.000 --> 00:08:29.000]  忍呀忍呀
[00:08:29.000 --> 00:08:30.000]  我們不做不做不做
[00:08:30.000 --> 00:08:31.000]  我們夫妻關係
[00:08:31.000 --> 00:08:33.000]  很多時候都是因為忍
[00:08:33.000 --> 00:08:35.000]  帶來了很多很多的問題
[00:08:35.000 --> 00:08:36.000]  我以前都說過
[00:08:36.000 --> 00:08:38.000]  我面對很多夫妻的問題的時候
[00:08:38.000 --> 00:08:40.000]  原來很多夫妻出現問題
[00:08:40.000 --> 00:08:42.000]  不是因為有第三者
[00:08:42.000 --> 00:08:45.000]  而是因為吃不吃光炒鵝殼
[00:08:45.000 --> 00:08:46.000]  吃光炒鵝殼
[00:08:46.000 --> 00:08:48.000]  因為拍拖的時候
[00:08:48.000 --> 00:08:50.000]  我女朋友很喜歡吃光炒鵝殼
[00:08:50.000 --> 00:08:51.000]  就拼命吃拼命吃
[00:08:51.000 --> 00:08:52.000]  一結婚之後
[00:08:52.000 --> 00:08:53.000]  怎麼可以吃光炒鵝殼
[00:08:53.000 --> 00:08:54.000]  我喜歡吃清粥炒米
[00:08:54.000 --> 00:08:55.000]  就吵架
[00:08:55.000 --> 00:08:57.000]  然後就出現問題
[00:08:57.000 --> 00:08:58.000]  聽完節目我們忍
[00:08:58.000 --> 00:09:00.000]  我們以為忍可以一切
[00:09:00.000 --> 00:09:01.000]  但是保羅提醒我們
[00:09:01.000 --> 00:09:02.000]  不是呀
[00:09:02.000 --> 00:09:03.000]  今天我們致死
[00:09:03.000 --> 00:09:04.000]  這個身體的惡行
[00:09:04.000 --> 00:09:06.000]  聖靈的工作不是要我們忍
[00:09:06.000 --> 00:09:08.000]  所以保羅在第十四節
[00:09:08.000 --> 00:09:09.000]  他說因為
[00:09:09.000 --> 00:09:11.000]  這四節是給我們很多的鼓勵
[00:09:11.000 --> 00:09:13.000]  給我們很多安慰
[00:09:13.000 --> 00:09:15.000]  不是要我們去死頂死忍
[00:09:15.000 --> 00:09:16.000]  今天做基督徒我要忍呀忍
[00:09:16.000 --> 00:09:17.000]  教會有很多do's and don'ts
[00:09:17.000 --> 00:09:18.000]  我要忍呀忍
[00:09:18.000 --> 00:09:19.000]  不是呀
[00:09:19.000 --> 00:09:22.000]  耶穌透過保羅讓我們知道
[00:09:22.000 --> 00:09:25.000]  原來今天我們有神的兒子的身份
[00:09:25.000 --> 00:09:27.000]  帶給我們很大的安慰
[00:09:27.000 --> 00:09:29.000]  而這個兒子的身份
[00:09:29.000 --> 00:09:30.000]  是聖靈的工作
[00:09:30.000 --> 00:09:32.000]  以致到我們延續上一次
[00:09:32.000 --> 00:09:33.000]  那段聖經
[00:09:33.000 --> 00:09:34.000]  今天去看
[00:09:34.000 --> 00:09:38.000]  今天我們作兒子的身份
[00:09:38.000 --> 00:09:39.000]  有什麼祝福
[00:09:39.000 --> 00:09:40.000]  有什麼安慰
[00:09:40.000 --> 00:09:42.000]  有什麼鼓勵
[00:09:42.000 --> 00:09:43.000]  最低限度有三樣東西
[00:09:43.000 --> 00:09:44.000]  第一
[00:09:44.000 --> 00:09:45.000]  我們看到
[00:09:45.000 --> 00:09:46.000]  作神的兒子
[00:09:46.000 --> 00:09:48.000]  是活出聖潔
[00:09:48.000 --> 00:09:49.000]  是真的
[00:09:49.000 --> 00:09:51.000]  我們的神是聖潔的神
[00:09:51.000 --> 00:09:53.000]  他說你們要聖潔
[00:09:53.000 --> 00:09:55.000]  因為我是聖潔
[00:09:55.000 --> 00:09:57.000]  但是正如我剛才所說
[00:09:57.000 --> 00:09:59.000]  我們不是靠肉體
[00:09:59.000 --> 00:10:02.000]  靠肉體永遠不可以讓我們
[00:10:02.000 --> 00:10:04.000]  去勝過一切的惡行
[00:10:04.000 --> 00:10:05.000]  所以保羅說
[00:10:05.000 --> 00:10:07.000]  我們欠聖靈的債
[00:10:07.000 --> 00:10:09.000]  就是因為我們是靠聖靈
[00:10:09.000 --> 00:10:11.000]  祂給我們的能力去過
[00:10:11.000 --> 00:10:13.000]  所以這裡一開始他說
[00:10:13.000 --> 00:10:15.000]  凡被神的靈引渡
[00:10:15.000 --> 00:10:17.000]  什麼叫凡被神的靈引渡
[00:10:17.000 --> 00:10:21.000]  即是說我們一人的全部
[00:10:21.000 --> 00:10:22.000]  我們的行為
[00:10:22.000 --> 00:10:23.000]  我們各方面
[00:10:23.000 --> 00:10:25.000]  完全被聖靈掌控
[00:10:25.000 --> 00:10:27.000]  什麼叫被聖靈掌控
[00:10:27.000 --> 00:10:29.000]  是不是聖靈逼我們
[00:10:29.000 --> 00:10:30.000]  是不是我們逛街
[00:10:30.000 --> 00:10:32.000]  出街見到一個女孩
[00:10:32.000 --> 00:10:33.000]  很美的
[00:10:33.000 --> 00:10:34.000]  你很想看她
[00:10:34.000 --> 00:10:35.000]  但是我不想看
[00:10:35.000 --> 00:10:36.000]  好像一隻馬一樣
[00:10:36.000 --> 00:10:37.000]  要一塊黑布
[00:10:37.000 --> 00:10:38.000]  就這樣看
[00:10:38.000 --> 00:10:40.000]  我們不是
[00:10:40.000 --> 00:10:42.000]  聖靈不是要我們這樣
[00:10:42.000 --> 00:10:44.000]  聖靈不是要逼我們
[00:10:44.000 --> 00:10:45.000]  聖靈反而是
[00:10:45.000 --> 00:10:47.000]  Martinei Jones 說得很好
[00:10:47.000 --> 00:10:49.000]  聖靈是一個引渡
[00:10:49.000 --> 00:10:51.000]  聖靈只是勸導
[00:10:51.000 --> 00:10:53.000]  聖靈只是啟發我們
[00:10:53.000 --> 00:10:54.000]  所以聖經說
[00:10:54.000 --> 00:10:57.000]  聖靈是為罪 為義 為審判
[00:10:57.000 --> 00:10:58.000]  要我們什麼
[00:10:58.000 --> 00:11:00.000]  知罪
[00:11:00.000 --> 00:11:02.000]  祂不是逼我們知罪
[00:11:02.000 --> 00:11:04.000]  祂是勸我們 提醒我們
[00:11:04.000 --> 00:11:05.000]  你不要再這樣走
[00:11:05.000 --> 00:11:06.000]  你這樣走
[00:11:06.000 --> 00:11:08.000]  你就會真的犯罪
[00:11:08.000 --> 00:11:09.000]  不過很多時候
[00:11:09.000 --> 00:11:12.000]  我們卻不聽聖靈的話
[00:11:12.000 --> 00:11:14.000]  一個真正被聖靈掌控的
[00:11:14.000 --> 00:11:17.000]  我們是按祂的心意來信服
[00:11:17.000 --> 00:11:19.000]  所以有一個神學家
[00:11:19.000 --> 00:11:21.000]  一個叫Gordon Fee的神學家
[00:11:21.000 --> 00:11:22.000]  我上一次講到有講
[00:11:22.000 --> 00:11:25.000]  他說如果我們每一個人
[00:11:25.000 --> 00:11:28.000]  真的被聖靈去引渡
[00:11:28.000 --> 00:11:31.000]  我們按聖靈去行事的話
[00:11:31.000 --> 00:11:32.000]  我們有一天
[00:11:32.000 --> 00:11:35.000]  他說我們可以遵守全律法
[00:11:35.000 --> 00:11:38.000]  哇 遵守全律法
[00:11:38.000 --> 00:11:39.000]  所以換言之
[00:11:39.000 --> 00:11:40.000]  不是說我們一信耶穌
[00:11:40.000 --> 00:11:42.000]  馬上有一個白圈在我們頭上
[00:11:42.000 --> 00:11:44.000]  I am saint
[00:11:44.000 --> 00:11:46.000]  以前有一個電視劇叫Saint
[00:11:46.000 --> 00:11:48.000]  那個主角也死了
[00:11:48.000 --> 00:11:50.000]  不是啊
[00:11:50.000 --> 00:11:51.000]  我們信耶穌之後
[00:11:51.000 --> 00:11:53.000]  不是我們馬上成為聖人
[00:11:53.000 --> 00:11:55.000]  而是我們靠著聖靈的掌控
[00:11:55.000 --> 00:11:57.000]  在我們生命裏面
[00:11:57.000 --> 00:11:58.000]  祂的引渡
[00:11:58.000 --> 00:12:01.000]  以致我們可以越來越過
[00:12:01.000 --> 00:12:03.000]  一個聖潔的生活
[00:12:03.000 --> 00:12:04.000]  有一天
[00:12:04.000 --> 00:12:08.000]  我們可以遵守全律法
[00:12:08.000 --> 00:12:09.000]  如果我們是神的兒子
[00:12:09.000 --> 00:12:11.000]  我們的神一定會跟我們講
[00:12:11.000 --> 00:12:13.000]  等於我們今天做父母
[00:12:13.000 --> 00:12:14.000]  我們看著兒子
[00:12:14.000 --> 00:12:15.000]  明知他做錯事
[00:12:15.000 --> 00:12:17.000]  你會說 繼續走啊
[00:12:17.000 --> 00:12:19.000]  吸毒啊 繼續吸毒啊
[00:12:19.000 --> 00:12:20.000]  吸毒好吃啊
[00:12:20.000 --> 00:12:21.000]  很厲害啊
[00:12:21.000 --> 00:12:22.000]  你很興奮啊
[00:12:22.000 --> 00:12:24.000]  你不會的嘛
[00:12:24.000 --> 00:12:27.000]  你一定會提醒他
[00:12:27.000 --> 00:12:29.000]  甚至任何的沉迷
[00:12:29.000 --> 00:12:30.000]  打機
[00:12:30.000 --> 00:12:33.000]  現在很多人說打機是一個沉迷
[00:12:33.000 --> 00:12:35.000]  我也覺得自己有一點沉迷
[00:12:35.000 --> 00:12:36.000]  經常看著WhatsApp
[00:12:36.000 --> 00:12:38.000]  哇 要他回覆
[00:12:38.000 --> 00:12:39.000]  因為你不回覆
[00:12:39.000 --> 00:12:41.000]  對方就會說 搞錯了 你不回覆
[00:12:41.000 --> 00:12:43.000]  所以令到我們全世界都沉迷
[00:12:43.000 --> 00:12:45.000]  弟兄姊妹
[00:12:45.000 --> 00:12:46.000]  真的
[00:12:46.000 --> 00:12:47.000]  今天我們明白
[00:12:47.000 --> 00:12:50.000]  聖靈的掌控
[00:12:50.000 --> 00:12:52.000]  我們坐地鐵
[00:12:52.000 --> 00:12:53.000]  下樓梯的時候
[00:12:53.000 --> 00:12:54.000]  旁邊有聲音說
[00:12:54.000 --> 00:12:57.000]  千萬不要看手機啊
[00:12:57.000 --> 00:13:00.000]  我看到百分之八十還在看
[00:13:00.000 --> 00:13:01.000]  當他沒有到
[00:13:01.000 --> 00:13:03.000]  喂 我當他沒有到啊
[00:13:03.000 --> 00:13:04.000]  有聲音跟你說啊
[00:13:04.000 --> 00:13:06.000]  有聲音很清楚啊
[00:13:06.000 --> 00:13:08.000]  錢尼貝雅爾在看數字
[00:13:08.000 --> 00:13:09.000]  聽得到啊
[00:13:09.000 --> 00:13:11.000]  普通話與我無關
[00:13:11.000 --> 00:13:13.000]  我們是這樣啊
[00:13:13.000 --> 00:13:14.000]  聖靈有沒有說
[00:13:14.000 --> 00:13:15.000]  有
[00:13:15.000 --> 00:13:16.000]  但我們不聽
[00:13:16.000 --> 00:13:18.000]  但是我們是神的兒子
[00:13:18.000 --> 00:13:20.000]  神知道我們的困難
[00:13:20.000 --> 00:13:21.000]  祂會跟我們說
[00:13:21.000 --> 00:13:23.000]  不過我們不聽
[00:13:23.000 --> 00:13:24.000]  所以去到第二樣
[00:13:24.000 --> 00:13:25.000]  保羅繼續說
[00:13:25.000 --> 00:13:26.000]  祂給我們的安慰
[00:13:26.000 --> 00:13:28.000]  如果我們做神的兒女
[00:13:28.000 --> 00:13:30.000]  我們可以稱神為爸爸
[00:13:30.000 --> 00:13:33.000]  哇 大家有沒有這種驕傲
[00:13:33.000 --> 00:13:34.000]  可以稱神為爸爸
[00:13:34.000 --> 00:13:35.000]  有沒有想過
[00:13:35.000 --> 00:13:37.000]  好像沒有想過
[00:13:37.000 --> 00:13:38.000]  叫神爸爸啊
[00:13:38.000 --> 00:13:39.000]  開玩笑啊
[00:13:39.000 --> 00:13:40.000]  這裡怎麼說
[00:13:40.000 --> 00:13:42.000]  祂說你們所受的不是奴僕的心
[00:13:42.000 --> 00:13:44.000]  乃是令我害怕
[00:13:44.000 --> 00:13:45.000]  所受的是什麼心啊
[00:13:45.000 --> 00:13:47.000]  兒子的心
[00:13:47.000 --> 00:13:48.000]  因此我們可以呼叫
[00:13:48.000 --> 00:13:51.000]  阿爸父
[00:13:51.000 --> 00:13:52.000]  祂說我們可以稱神為
[00:13:52.000 --> 00:13:54.000]  阿爸父
[00:13:54.000 --> 00:13:55.000]  很多解經家說
[00:13:55.000 --> 00:13:57.000]  這個聖經很有意思
[00:13:57.000 --> 00:14:00.000]  這個聖經是說出埃及記
[00:14:00.000 --> 00:14:01.000]  出埃及記我們明白
[00:14:01.000 --> 00:14:02.000]  以色列百姓
[00:14:02.000 --> 00:14:04.000]  他們在埃及為奴之地
[00:14:04.000 --> 00:14:05.000]  他們受不了
[00:14:05.000 --> 00:14:06.000]  他們呼求上帝
[00:14:06.000 --> 00:14:07.000]  受不了 受不了
[00:14:07.000 --> 00:14:08.000]  很多事情要做
[00:14:08.000 --> 00:14:10.000]  於是神就呼召摩西
[00:14:10.000 --> 00:14:11.000]  去到法老面前
[00:14:11.000 --> 00:14:12.000]  要將以色列百姓
[00:14:12.000 --> 00:14:14.000]  離開這個為奴之地
[00:14:14.000 --> 00:14:16.000]  去到上帝所預備
[00:14:16.000 --> 00:14:18.000]  給他們的應許之地
[00:14:18.000 --> 00:14:19.000]  我們看看神怎麼說
[00:14:19.000 --> 00:14:21.000]  神在昌合及記第四章第22節
[00:14:21.000 --> 00:14:22.000]  怎麼說
