
[00:00:00.000 --> 00:00:04.000]  早上好 讓我們在聆聽主導以先
[00:08:33.000 --> 00:08:41.000]  開始說到馬太記錄耶穌基督直接前往彼得的家裡
[00:08:41.000 --> 00:08:46.000]  如果我們承接上文 我們知道第八章第五節
[00:08:46.000 --> 00:08:49.000]  耶穌進入了加伯隆這個城市
[00:08:49.000 --> 00:08:55.000]  我們已經說過很多次 這個城市講真真是一個很重要的城市
[00:08:55.000 --> 00:08:58.000]  差不多等同於今天的多倫多一樣
[00:08:58.000 --> 00:09:03.000]  或者奧泰華的Henry Road那條大公路的上面
[00:09:03.000 --> 00:09:10.000]  因為這是一個主要政府收稅辦公軍事的重點
[00:09:10.000 --> 00:09:14.000]  所以加拿大你想想哪兩個地方最重要
[00:09:14.000 --> 00:09:18.000]  講到錢 不是多倫多就是稅務局
[00:09:18.000 --> 00:09:22.000]  加伯隆於是乎也是彼得的家鄉
[00:09:22.000 --> 00:09:26.000]  我記得曾經我在2000年的時候去以色列讀書
[00:09:26.000 --> 00:09:32.000]  有兩天的時間去走一趟整個以色列
[00:09:32.000 --> 00:09:34.000]  兩天 真的兩天走一趟
[00:09:34.000 --> 00:09:38.000]  看完所有聖地 看完所有他們主要的地方
[00:09:38.000 --> 00:09:49.000]  加伯隆是一個位於加利利海的西北角的地區的一個主要的城市
[00:09:49.000 --> 00:09:54.000]  也是漁夫彼得他的家鄉
[00:09:54.000 --> 00:09:58.000]  如果你現在去還會相傳
[00:09:58.000 --> 00:10:04.000]  相傳那個就是彼得的家鄉那間屋的地址
[00:10:04.000 --> 00:10:11.000]  當然這些也是天主教徒為了搞出來給大家朝聖的其中一個賣點
[00:10:11.000 --> 00:10:17.000]  還要在彼得那個地方凌空建了一間教會
[00:10:17.000 --> 00:10:18.000]  真的是凌空的
[00:10:18.000 --> 00:10:20.000]  如果大家有機會去
[00:10:20.000 --> 00:10:25.000]  彼得的舊居就是在那裡
[00:10:25.000 --> 00:10:27.000]  凌空在上空
[00:10:27.000 --> 00:10:30.000]  因為不敢壓住彼得
[00:10:30.000 --> 00:10:31.000]  彼得是教皇
[00:10:31.000 --> 00:10:33.000]  不過他是盤石
[00:10:33.000 --> 00:10:36.000]  於是教會建在盤石上
[00:10:36.000 --> 00:10:39.000]  現在有一間教堂建得很漂亮
[00:10:39.000 --> 00:10:43.000]  在那裡我也當年去過就建了
[00:10:43.000 --> 00:10:45.000]  不過不及現在這麼漂亮
[00:10:45.000 --> 00:10:46.000]  經常裝修
[00:10:46.000 --> 00:10:51.000]  很多人來朝聖就有些朝聖的奉獻
[00:10:51.000 --> 00:10:53.000]  耶穌怎麼樣
[00:10:53.000 --> 00:10:58.000]  一去到加伯隆就去到彼得的家
[00:10:58.000 --> 00:11:02.000]  一進去他的家的時候
[00:11:02.000 --> 00:11:09.000]  聖經記載耶穌見彼得的惡母害業病躺著
[00:11:09.000 --> 00:11:11.000]  如果聖經是你的
[00:11:11.000 --> 00:11:12.000]  是你的
[00:11:12.000 --> 00:11:14.000]  如果教會那本你就不要畫了
[00:11:14.000 --> 00:11:17.000]  圈著見這個字眼
[00:11:17.000 --> 00:11:22.000]  因為這個字眼將會在第八章第九章裡面成日出現
[00:11:22.000 --> 00:11:27.000]  耶穌在這裡主動見
[00:11:27.000 --> 00:11:31.000]  見到彼得的惡母害業病
[00:11:31.000 --> 00:11:35.000]  見這個一方面可以指到一個人用眼睛
[00:11:35.000 --> 00:11:40.000]  真的視像式看到那個人的狀況
[00:11:40.000 --> 00:11:44.000]  但這個同樣的字眼在希臘文裡面
[00:11:44.000 --> 00:11:45.000]  或者希臘文
[00:11:45.000 --> 00:11:47.000]  現在叫矯枉過正
[00:11:47.000 --> 00:11:48.000]  那些人要用希臘文
[00:11:48.000 --> 00:11:55.000]  見這個字眼其實是可以解釋為一個人的動色
[00:11:55.000 --> 00:12:01.000]  他透徹地理解到讀到那個人那個情況
[00:12:01.000 --> 00:12:03.000]  那個心思是怎麼想的
[00:12:03.000 --> 00:12:12.000]  在這裡講到真的眼見到彼得的惡母害業病就躺著
[00:12:12.000 --> 00:12:19.000]  耶穌在這個時候是主動去到彼得的家裡面
[00:12:19.000 --> 00:12:24.000]  然後去到的時候就見到他病了
[00:12:24.000 --> 00:12:29.000]  於是耶穌又主動地去把他的手
[00:12:29.000 --> 00:12:34.000]  彼得的惡母的手摸了一下
[00:12:34.000 --> 00:12:36.000]  在這個情況之下
[00:12:36.000 --> 00:12:39.000]  結局就造成了什麼結果呢
[00:12:39.000 --> 00:12:42.000]  熱就退了
[00:12:42.000 --> 00:12:43.000]  很有趣
[00:12:43.000 --> 00:12:46.000]  在這裡講到摸一摸
[00:12:46.000 --> 00:12:51.000]  他的業病就立刻消退了
[00:12:51.000 --> 00:12:54.000]  在整個記載裡面
[00:12:54.000 --> 00:12:57.000]  你會覺得牧師有什麼特別
[00:12:57.000 --> 00:13:01.000]  要分一個點來講的嗎
[00:13:01.000 --> 00:13:04.000]  如果當我們去看前文
[00:13:04.000 --> 00:13:06.000]  我們所剛剛看見的
[00:13:06.000 --> 00:13:08.000]  在第八章開始
[00:13:08.000 --> 00:13:10.000]  有一個大麻風的人
[00:13:10.000 --> 00:13:12.000]  在耶穌下山的時候
[00:13:12.000 --> 00:13:16.000]  就湧到耶穌裡面
[00:13:16.000 --> 00:13:18.000]  然後第八章第三節
[00:13:18.000 --> 00:13:21.000]  我們看看同樣出現了一個現象
[00:13:21.000 --> 00:13:26.000]  耶穌就伸手摸了他一下
[00:13:26.000 --> 00:13:29.000]  然後耶穌又去摸他
[00:13:29.000 --> 00:13:33.000]  然後回到第八章第五節
[00:13:33.000 --> 00:13:34.000]  到第十三節裡面
[00:13:34.000 --> 00:13:38.000]  我們記得在加伯隆的伯夫長
[00:13:38.000 --> 00:13:39.000]  他怎麼樣
[00:13:39.000 --> 00:13:41.000]  他主動前來去求耶穌
[00:13:41.000 --> 00:13:47.000]  去醫治他這個害了癱瘓病的僕人
[00:13:47.000 --> 00:13:51.000]  耶穌就說我去醫治他
[00:13:51.000 --> 00:13:53.000]  耶穌主動說要去
[00:13:53.000 --> 00:13:57.000]  不過伯夫長說不配的
[00:13:57.000 --> 00:14:02.000]  你是老師你是我的主
[00:14:02.000 --> 00:14:04.000]  我要降服在你裡面
[00:14:04.000 --> 00:14:06.000]  我不配你來
[00:14:06.000 --> 00:14:08.000]  你不要來了
[00:14:08.000 --> 00:14:09.000]  不需要來了
[00:14:09.000 --> 00:14:11.000]  說了就行了
[00:14:11.000 --> 00:14:14.000]  我們配合了這兩段經文的前文
[00:14:14.000 --> 00:14:18.000]  去看到耶穌來到彼得的家
[00:14:18.000 --> 00:14:21.000]  看到彼得和他惡母的情況
[00:14:21.000 --> 00:14:24.000]  然後摸了一下
[00:14:24.000 --> 00:14:29.000]  耶穌主動來到彼得的家
[00:14:29.000 --> 00:14:31.000]  換句話來說
[00:14:31.000 --> 00:14:35.000]  耶穌在這裡更進一步
[00:14:35.000 --> 00:14:40.000]  給彼得甚至彼得的惡母
[00:14:40.000 --> 00:14:44.000]  和他身邊所有的門徒明白一點
[00:14:44.000 --> 00:14:46.000]  耶穌沒有錯
[00:14:46.000 --> 00:14:48.000]  他是主
[00:14:48.000 --> 00:14:49.000]  沒有錯
[00:14:49.000 --> 00:14:54.000]  在人世間主和僕之間的關係
[00:14:54.000 --> 00:14:59.000]  主人不需要親身來做到那個地方
[00:14:59.000 --> 00:15:00.000]  才能做到
[00:15:00.000 --> 00:15:02.000]  說著說著都能做到
[00:15:02.000 --> 00:15:04.000]  但是耶穌在這個時候
[00:15:04.000 --> 00:15:09.000]  主動來到彼得的家
[00:15:09.000 --> 00:15:12.000]  進入他的家中並且摸
[00:15:12.000 --> 00:15:15.000]  摸我們前文已經說過了
[00:15:15.000 --> 00:15:17.000]  麻風病人
[00:15:17.000 --> 00:15:21.000]  如果你去摸他的話
[00:15:21.000 --> 00:15:23.000]  就會變成什麼
[00:15:23.000 --> 00:15:26.000]  不潔
[00:15:26.000 --> 00:15:28.000]  用英文說
[00:15:28.000 --> 00:15:32.000]  You will defile yourself
[00:15:32.000 --> 00:15:34.000]  你將自己擺入一個
[00:15:34.000 --> 00:15:39.000]  沒有需要的被否定的局面
[00:15:39.000 --> 00:15:40.000]  你摸了之後
[00:15:40.000 --> 00:15:43.000]  猶太人就會按照摩西的律法
[00:15:43.000 --> 00:15:45.000]  在利未記的潔淨條例
[00:15:45.000 --> 00:15:50.000]  和生命記裡面的醫治
[00:15:50.000 --> 00:15:54.000]  大麻風病的醫療規矩
[00:15:54.000 --> 00:15:57.000]  你馬上要被隔離
[00:15:57.000 --> 00:16:00.000]  現在有個名字叫做
[00:16:00.000 --> 00:16:06.000]  暫時性區域性有限全面減低運作
[00:16:06.000 --> 00:16:10.000]  希望你不要再在社區裡運作
[00:16:10.000 --> 00:16:12.000]  我們加拿大就沒有了
[00:16:12.000 --> 00:16:15.000]  現在就算在街上走的人
[00:16:15.000 --> 00:16:17.000]  也可能COVID-19中招了
[00:16:17.000 --> 00:16:20.000]  也在街上走
[00:16:20.000 --> 00:16:22.000]  在這樣的情況之下
[00:16:22.000 --> 00:16:27.000]  應該耶穌不要摸的
[00:16:27.000 --> 00:16:30.000]  但是耶穌摸了大麻風的病人
[00:16:30.000 --> 00:16:31.000]  使得他怎麼樣
[00:16:31.000 --> 00:16:34.000]  聖經在第八章之前說
[00:16:34.000 --> 00:16:35.000]  一摸了耶穌就說
[00:16:35.000 --> 00:16:37.000]  我肯潔淨了
[00:16:37.000 --> 00:16:39.000]  來到這一段聖經
[00:16:39.000 --> 00:16:41.000]  彼得的惡母
[00:16:41.000 --> 00:16:45.000]  根本上都沒有要求他拯救
[00:16:45.000 --> 00:16:46.000]  沒有啊
[00:16:46.000 --> 00:16:47.000]  我們有沒有讀到
[00:16:47.000 --> 00:16:49.000]  彼得的惡母有沒有站起來
[00:16:49.000 --> 00:16:50.000]  耶穌啊
[00:16:50.000 --> 00:16:52.000]  劣狗救我吧
[00:16:52.000 --> 00:16:53.000]  沒有啊
[00:16:53.000 --> 00:16:55.000]  他躺在那裡
[00:16:55.000 --> 00:16:57.000]  耶穌害業病
[00:16:57.000 --> 00:16:59.000]  耶穌主動到他家裡
[00:16:59.000 --> 00:17:00.000]  簡單來說
[00:17:00.000 --> 00:17:02.000]  耶穌再不是這麼簡單
[00:17:02.000 --> 00:17:03.000]  雖然我是主
[00:17:03.000 --> 00:17:07.000]  但是我不用來做
[00:17:07.000 --> 00:17:13.000]  耶穌很願意親近他同族的人
[00:17:13.000 --> 00:17:15.000]  就算你是僕人也好
[00:17:15.000 --> 00:17:17.000]  耶穌主動來
[00:17:17.000 --> 00:17:18.000]  第二
[00:17:18.000 --> 00:17:19.000]  沒有
[00:17:19.000 --> 00:17:20.000]  這個行動
[00:17:20.000 --> 00:17:22.000]  這次就不是摸麻風病
[00:17:22.000 --> 00:17:24.000]  這次更大件事
[00:17:24.000 --> 00:17:26.000]  這次如果用今天說
[00:17:26.000 --> 00:17:28.000]  未得允許的話
[00:17:28.000 --> 00:17:30.000]  就叫做鹹豬手
[00:17:30.000 --> 00:17:33.000]  摸女人啊
[00:17:33.000 --> 00:17:34.000]  還要趁她生病
[00:17:34.000 --> 00:17:36.000]  拿她的命啊
[00:17:36.000 --> 00:17:38.000]  是不是這樣啊
[00:17:38.000 --> 00:17:40.000]  弟兄姊妹
[00:17:40.000 --> 00:17:42.000]  你有沒有留意到
[00:17:42.000 --> 00:17:45.000]  如果耶穌基督
[00:17:45.000 --> 00:17:49.000]  按照聖經的律例典章
[00:17:49.000 --> 00:17:50.000]  在這些情況
[00:17:50.000 --> 00:17:53.000]  他是在冒險
[00:17:53.000 --> 00:17:55.000]  冒什麼險啊
[00:17:55.000 --> 00:18:00.000]  被人指控他是違反摩西律法的
[00:18:00.000 --> 00:18:01.000]  你知不知道
[00:18:01.000 --> 00:18:02.000]  在這樣的情況之下
[00:18:02.000 --> 00:18:03.000]  對於耶穌來看
[00:18:03.000 --> 00:18:06.000]  他如果要繼續侍奉下去
[00:18:06.000 --> 00:18:07.000]  這些可以說是
[00:18:07.000 --> 00:18:11.000]  一些被人指控的理由
[00:18:11.000 --> 00:18:14.000]  摸麻風病人
[00:18:14.000 --> 00:18:19.000]  摸女人
[00:18:19.000 --> 00:18:23.000]  但是在這樣的情況之下
[00:18:23.000 --> 00:18:27.000]  耶穌是不是為著犯下了
[00:18:27.000 --> 00:18:29.000]  違反摩西律法
[00:18:29.000 --> 00:18:31.000]  而去做這些事情呢
[00:18:31.000 --> 00:18:33.000]  不是啊
[00:18:33.000 --> 00:18:35.000]  因為在整段的聖經裡面
[00:18:35.000 --> 00:18:37.000]  我們會留意到
[00:18:37.000 --> 00:18:40.000]  其實耶穌是想主動地
[00:18:40.000 --> 00:18:45.000]  告訴身邊所有的人知道
[00:18:45.000 --> 00:18:49.000]  神是多麼願意主動地
[00:18:49.000 --> 00:18:51.000]  去到人的面前
[00:18:51.000 --> 00:18:56.000]  去施行拯救這個信息
[00:18:56.000 --> 00:19:00.000]  所以神拯救的意願
[00:19:00.000 --> 00:19:03.000]  是一直存留在從救約
[00:19:03.000 --> 00:19:06.000]  以至於這一刻我們所看的
[00:19:06.000 --> 00:19:08.000]  耶穌去到加伯隆
[00:19:08.000 --> 00:19:10.000]  彼得的家裡面
[00:19:10.000 --> 00:19:15.000]  遇著這個惡母
[00:19:15.000 --> 00:19:20.000]  仍然上帝那種願意拯救人的心願
[00:19:20.000 --> 00:19:24.000]  是不斷地流露出來給人知道
[00:19:24.000 --> 00:19:28.000]  而不是在乎於你有沒有要求
[00:19:28.000 --> 00:19:29.000]  前文說到
[00:19:29.000 --> 00:19:30.000]  他們有要求
[00:19:30.000 --> 00:19:33.000]  這個萬大麻風的有要求
[00:19:33.000 --> 00:19:35.000]  這個百夫長
[00:19:35.000 --> 00:19:39.000]  他為了他的僕人作出要求
[00:19:39.000 --> 00:19:40.000]  但是來到這裡
[00:19:40.000 --> 00:19:42.000]  沒有作任何要求
[00:19:42.000 --> 00:19:44.000]  你看到聖經的層次
[00:19:44.000 --> 00:19:45.000]  耶穌的侍奉
[00:19:45.000 --> 00:19:48.000]  是一層一層地進步
[00:19:48.000 --> 00:19:50.000]  擴闊地讓所有的人認識到
[00:19:50.000 --> 00:19:54.000]  上帝是怎樣的一位上帝
[00:19:54.000 --> 00:19:58.000]  上帝不是在乎於人有多少信他
[00:19:58.000 --> 00:20:00.000]  上帝就會醫多一點
[00:20:00.000 --> 00:20:02.000]  不醫多一點
[00:20:02.000 --> 00:20:04.000]  或者上帝拯救人的意願
[00:20:04.000 --> 00:20:06.000]  就少一點或者多一點
[00:20:06.000 --> 00:20:07.000]  你信我多一點
[00:20:07.000 --> 00:20:08.000]  我就拯救你多一點
[00:20:08.000 --> 00:20:10.000]  你信我少一點
[00:20:10.000 --> 00:20:11.000]  我就不拯救你
[00:20:11.000 --> 00:20:13.000]  不是的
[00:20:13.000 --> 00:20:14.000]  聖經有一句說話
[00:20:14.000 --> 00:20:17.000]  大家應該很熟悉的
[00:20:17.000 --> 00:20:19.000]  上帝是願意怎樣
[00:20:19.000 --> 00:20:21.000]  萬人得救
[00:20:21.000 --> 00:20:25.000]  也不願一人沉淪
[00:20:25.000 --> 00:20:27.000]  這句說話不只是說
[00:20:27.000 --> 00:20:29.000]  從拯救的角度
[00:20:29.000 --> 00:20:30.000]  有多少人得救
[00:20:30.000 --> 00:20:32.000]  而是重點說
[00:20:32.000 --> 00:20:35.000]  上帝的屬性是怎樣
[00:20:35.000 --> 00:20:38.000]  上帝本來他的屬性
[00:20:38.000 --> 00:20:41.000]  就是願意人得救
[00:20:41.000 --> 00:20:44.000]  所以上帝和他的創造
[00:20:44.000 --> 00:20:47.000]  有一個緊密的接觸
[00:20:47.000 --> 00:20:49.000]  因為這是他的創造
[00:20:49.000 --> 00:20:50.000]  耶穌在這一刻
[00:20:50.000 --> 00:20:52.000]  不是降服在這個
[00:20:52.000 --> 00:20:54.000]  所謂摩西律法裡面
[00:20:54.000 --> 00:20:55.000]  去看這件事
[00:20:55.000 --> 00:20:57.000]  而是告訴所有他身邊
[00:20:57.000 --> 00:21:01.000]  包括跟著他那批的門徒
[00:21:01.000 --> 00:21:02.000]  不止十二個
[00:21:02.000 --> 00:21:05.000]  很多個
[00:21:05.000 --> 00:21:06.000]  由登山寶訓那裡
[00:21:06.000 --> 00:21:07.000]  我們已經知道
[00:21:07.000 --> 00:21:09.000]  有多少跟著他
[00:21:09.000 --> 00:21:11.000]  遍滿整個巴勒斯坦地
[00:21:11.000 --> 00:21:13.000]  約旦河東河西
[00:21:13.000 --> 00:21:14.000]  比如城鎮
[00:21:14.000 --> 00:21:16.000]  很多來到跟隨耶穌
[00:21:16.000 --> 00:21:18.000]  都叫做信徒
[00:21:18.000 --> 00:21:19.000]  你不明白耶穌
[00:21:19.000 --> 00:21:21.000]  你不明白上帝的心
[00:21:21.000 --> 00:21:23.000]  是怎樣呢
[00:21:23.000 --> 00:21:25.000]  上帝的屬性
[00:21:25.000 --> 00:21:29.000]  才是我們拯救的來源
[00:21:29.000 --> 00:21:31.000]  而不是因為人有多少信心
[00:21:31.000 --> 00:21:34.000]  上帝才去拯救
[00:21:34.000 --> 00:21:36.000]  這是一個很需要
[00:21:36.000 --> 00:21:38.000]  我們今天作為信徒
[00:21:38.000 --> 00:21:40.000]  清楚了解的事情
[00:21:40.000 --> 00:21:41.000]  我信多些
[00:21:41.000 --> 00:21:43.000]  上帝就救我多些
[00:21:43.000 --> 00:21:45.000]  所以導致到怎樣
[00:21:45.000 --> 00:21:46.000]  有些人很喜歡
[00:21:46.000 --> 00:21:47.000]  完了崇拜
[00:21:47.000 --> 00:21:49.000]  不是我們教會
[00:21:49.000 --> 00:21:50.000]  有些教會
[00:21:50.000 --> 00:21:51.000]  我去過
[00:21:51.000 --> 00:21:53.000]  去過港道
[00:21:53.000 --> 00:21:56.000]  幾千人的教會
[00:21:56.000 --> 00:21:57.000]  講完道
[00:21:57.000 --> 00:21:58.000]  那些信徒
[00:21:58.000 --> 00:22:00.000]  很喜歡抓住牧師的手
[00:22:00.000 --> 00:22:01.000]  我很記得那次
[00:22:01.000 --> 00:22:04.000]  握手握到不停
[00:22:04.000 --> 00:22:05.000]  為甚麼
[00:22:05.000 --> 00:22:06.000]  他覺得
[00:22:06.000 --> 00:22:09.000]  上帝祝福牧師多些
[00:22:09.000 --> 00:22:10.000]  我碰一下牧師多些
[00:22:10.000 --> 00:22:14.000]  祝福都會流到我身上多些
[00:22:14.000 --> 00:22:16.000]  好像聖經裡面那個圈
[00:22:16.000 --> 00:22:19.000]  流女人那樣的思維
[00:22:19.000 --> 00:22:21.000]  教會很多是這樣
[00:22:21.000 --> 00:22:22.000]  他認為
[00:22:22.000 --> 00:22:23.000]  一個人
[00:22:23.000 --> 00:22:24.000]  能夠在上帝裡面
[00:22:24.000 --> 00:22:26.000]  享受福氣的人
[00:22:26.000 --> 00:22:28.000]  就等同於他是
[00:22:28.000 --> 00:22:30.000]  上帝愛多些的人
[00:22:30.000 --> 00:22:31.000]  也等同於更肯定
[00:22:31.000 --> 00:22:33.000]  這個人一定是得救
[00:22:33.000 --> 00:22:34.000]  究竟
[00:22:34.000 --> 00:22:36.000]  一個人能夠
[00:22:36.000 --> 00:22:38.000]  嘗到上帝的祝福
[00:22:38.000 --> 00:22:39.000]  和天恩
[00:22:39.000 --> 00:22:40.000]  是否真的直接
[00:22:40.000 --> 00:22:44.000]  和救恩有直接關係呢
[00:22:44.000 --> 00:22:45.000]  這一點
[00:22:45.000 --> 00:22:48.000]  我們是很需要認識的
[00:22:48.000 --> 00:22:52.000]  我可以大膽地講一句
[00:22:52.000 --> 00:22:53.000]  如果一個
[00:22:53.000 --> 00:22:57.000]  很相信上帝的人
[00:22:57.000 --> 00:23:00.000]  他可能面對的困難
[00:23:00.000 --> 00:23:03.000]  人間認為受苦的事
[00:23:03.000 --> 00:23:07.000]  是比不信主人更多
[00:23:07.000 --> 00:23:09.000]  你不信呢
[00:23:09.000 --> 00:23:11.000]  讀一下聖經
