
[00:00:00.000 --> 00:00:03.600]  在開始之前我們先一同同心祈禱
[00:03:25.840 --> 00:03:31.800]  今天經文故事裏面的人物摩西
[00:03:31.800 --> 00:03:34.320]  他帶領以色列民出埃及
[00:03:34.320 --> 00:03:36.640]  在曠野走了四十年
[00:03:36.640 --> 00:03:38.440]  來到生命的盡頭
[00:03:38.440 --> 00:03:42.800]  但知道自己不能夠進入那個期待了四十年的應許
[00:03:42.800 --> 00:03:44.880]  這個對於摩西來說
[00:03:44.880 --> 00:03:47.280]  是不是一個極大的遺憾呢?
[00:03:48.240 --> 00:03:50.720]  既然所相信的主
[00:03:50.720 --> 00:03:53.520]  都不讓摩西進入應許地
[00:03:53.520 --> 00:03:56.640]  摩西都不能夠獲得上主所賜的福
[00:03:56.640 --> 00:03:59.880]  為什麼還要跟隨祂、遵守祂的命令呢?
[00:03:59.880 --> 00:04:04.280]  可能這些都是我們想代摩西發出的疑問
[00:04:04.280 --> 00:04:09.920]  也可能是我們信仰歷程裏面所會問的問題
[00:04:09.920 --> 00:04:12.320]  所以盼望今天藉著
[00:04:12.320 --> 00:04:15.920]  新命紀三十四章一至十四節
[00:04:16.240 --> 00:04:18.960]  對我們帶來新命的一些提醒
[00:04:18.960 --> 00:04:22.360]  我們說說經文的背景
[00:04:22.360 --> 00:04:26.880]  上個月海傑孫教師來到梁法堂正道的時候
[00:04:26.880 --> 00:04:29.680]  都曾經說過以下的一段經文
[00:04:29.680 --> 00:04:32.560]  就是《文素記》二十章十一至十二節
[00:04:32.560 --> 00:04:38.360]  當時說到摩西因為沒有按照上帝的吩咐
[00:04:38.360 --> 00:04:41.440]  而當上帝叫他去擊打一盆石
[00:04:41.440 --> 00:04:43.680]  讓以色列民有水喝的時候
[00:04:43.680 --> 00:04:45.720]  摩西就擊打了兩下
[00:04:46.720 --> 00:04:50.560]  所以他的行為令到上帝很憤怒
[00:04:50.560 --> 00:04:55.360]  所以梁道摩西不能夠跟以色列民一同
[00:04:55.360 --> 00:04:57.520]  進入上帝賜給他的應許地
[00:04:57.520 --> 00:05:00.520]  不過看到這個故事我們也會想
[00:05:00.520 --> 00:05:04.640]  上主有恩惠、有慈愛、有憐憫
[00:05:04.640 --> 00:05:08.040]  最終都應該會有大團圓結局的
[00:05:08.040 --> 00:05:10.560]  加上是新命紀一開頭
[00:05:10.560 --> 00:05:13.800]  摩西唯獨自己可以進入到迦南地
[00:05:14.080 --> 00:05:17.080]  就哀求上主讓他進入迦南
[00:05:17.080 --> 00:05:20.840]  在新命紀三章二十三節這樣說
[00:05:20.840 --> 00:05:23.200]  「那時我懇求耶和華說
[00:05:23.200 --> 00:05:24.760]  主耶和華啊
[00:05:24.760 --> 00:05:28.080]  你已開始將你的偉大和你大能的手
[00:05:28.080 --> 00:05:29.400]  顯給你僕人看
[00:05:29.400 --> 00:05:33.960]  在天上在地下有什麼神明能像你行事
[00:05:33.960 --> 00:05:35.920]  像你有大能的作為呢
[00:05:35.920 --> 00:05:40.640]  求你讓我過去看約旦河另一邊的美地
[00:05:40.960 --> 00:05:44.160]  就是那皆美的山區和黎巴嫩
[00:05:44.160 --> 00:05:47.040]  當時摩西哀求過上帝
[00:05:47.040 --> 00:05:49.040]  但是上主怎樣回應呢?」
[00:05:49.040 --> 00:05:52.720]  他就在第二十六節這樣說
[00:05:52.720 --> 00:05:55.520]  「但耶和華因你們的緣故
[00:05:55.520 --> 00:05:58.680]  向我發怒不應允我
[00:05:58.680 --> 00:06:00.320]  耶和華對我說
[00:06:00.320 --> 00:06:01.560]  你夠了吧
[00:06:01.560 --> 00:06:03.800]  不要再愛向我提這事
[00:06:03.800 --> 00:06:06.160]  你想起斯加山頂去
[00:06:06.160 --> 00:06:08.400]  向東西南北舉目
[00:06:08.400 --> 00:06:10.240]  用你的眼睛觀看
[00:06:10.600 --> 00:06:13.400]  因為你必不能過這約旦河」
[00:06:13.400 --> 00:06:16.560]  嘩!雖然摩西哀求他
[00:06:16.560 --> 00:06:18.160]  但是上主說
[00:06:18.160 --> 00:06:19.320]  「你夠了
[00:06:19.320 --> 00:06:20.920]  不要再說了」
[00:06:20.920 --> 00:06:23.160]  就好像我們問媽媽
[00:06:23.160 --> 00:06:26.120]  「媽媽我可不可以和朋友去宿營」
[00:06:26.120 --> 00:06:27.720]  可能已經哀求了很多次
[00:06:27.720 --> 00:06:28.600]  媽媽都說不肯
[00:06:28.600 --> 00:06:29.920]  所以再哀求的時候
[00:06:29.920 --> 00:06:30.480]  媽媽就說
[00:06:30.480 --> 00:06:31.120]  「夠了
[00:06:31.120 --> 00:06:32.920]  你不要再說了」
[00:06:32.920 --> 00:06:34.640]  摩西一樣
[00:06:34.640 --> 00:06:36.600]  當他哀求上帝的時候
[00:06:36.600 --> 00:06:38.360]  上帝不應允他
[00:06:41.000 --> 00:06:44.000]  所以到了這裡
[00:06:44.000 --> 00:06:46.480]  就是到了《生命記》的內容
[00:06:46.480 --> 00:06:50.760]  就是有關摩西再一次講述律法的內容
[00:06:50.760 --> 00:06:54.640]  其實《生命記》是很值得我們研讀的
[00:06:54.640 --> 00:06:56.800]  所以如果弟兄姊妹有時間的時候
[00:06:56.800 --> 00:06:59.680]  真的很值得我們去閱讀《生命記》
[00:06:59.680 --> 00:07:02.600]  之後就是到33章
[00:07:02.600 --> 00:07:04.840]  摩西知道自己即將要死了
[00:07:04.840 --> 00:07:08.360]  所以他對以色列的支派祝福
[00:07:08.760 --> 00:07:11.720]  講完那番話之後就到今天
[00:07:11.720 --> 00:07:14.280]  第34章的這段經文了
[00:07:14.280 --> 00:07:18.000]  我們看看第34章第1至5節
[00:07:18.000 --> 00:07:21.280]  那裡講到摩西登上尼泊爾山
[00:07:21.280 --> 00:07:25.960]  耶和華就將他認許以色列民的地方
[00:07:25.960 --> 00:07:27.480]  指給摩西看
[00:07:27.480 --> 00:07:29.480]  摩西那時候多少歲
[00:07:29.480 --> 00:07:31.760]  在聖經說已經120歲了
[00:07:31.760 --> 00:07:35.240]  但是他的視力沒有分化
[00:07:35.240 --> 00:07:38.040]  反而有一種超人的視野
[00:07:38.360 --> 00:07:43.320]  因為他講到由基列到達約160公里
[00:07:43.320 --> 00:07:45.600]  即是說頗遠的路程
[00:07:45.600 --> 00:07:50.440]  差不多要駕駛一個多小時車的路程
[00:07:50.440 --> 00:07:52.080]  才到達的地方
[00:07:52.080 --> 00:07:55.920]  所以他一看到很廣闊的地方
[00:07:55.920 --> 00:07:57.880]  是賜給以色列民的
[00:07:57.880 --> 00:08:00.400]  第4節這樣說
[00:08:00.400 --> 00:08:03.960]  上帝說我必將這地賜給你的後裔
[00:08:03.960 --> 00:08:06.680]  現在我使你親眼看見了
[00:08:07.080 --> 00:08:08.880]  你卻不得過去那裡
[00:08:08.880 --> 00:08:11.280]  於是耶和華的僕人摩西
[00:08:11.280 --> 00:08:12.880]  死在摩亞地那裡
[00:08:12.880 --> 00:08:15.080]  正如耶和華所說的
[00:08:15.080 --> 00:08:18.440]  情況就有一點點像
[00:08:18.440 --> 00:08:21.120]  你的朋友帶你去自助餐
[00:08:21.120 --> 00:08:23.080]  去到餐廳裡面就告訴你
[00:08:23.080 --> 00:08:27.960]  你看前面擺了一些很漂亮的龍蝦
[00:08:27.960 --> 00:08:29.720]  燒牛肉在那一邊
[00:08:29.720 --> 00:08:31.920]  生蠔在那一邊
[00:08:31.920 --> 00:08:34.880]  而甜品在後面你可以隨便拿
[00:08:35.360 --> 00:08:38.120]  不過你不可以吃
[00:08:38.120 --> 00:08:40.880]  你只可以看
[00:08:40.880 --> 00:08:42.960]  當時你的心情會怎樣
[00:08:42.960 --> 00:08:45.520]  嘩 看見這麼多美食
[00:08:45.520 --> 00:08:48.280]  你帶我來看這麼好的東西
[00:08:48.280 --> 00:08:50.560]  但是你叫我不要吃
[00:08:50.560 --> 00:08:53.080]  那你帶我來做些什麼呢
[00:08:53.080 --> 00:08:55.320]  可能你都會覺得很無奈
[00:08:55.320 --> 00:08:56.480]  甚至很生氣
[00:08:56.480 --> 00:09:00.160]  咦 摩西他的反應是怎樣
[00:09:00.160 --> 00:09:01.760]  第5節說
[00:09:01.760 --> 00:09:04.520]  沒有啊 摩西沒有反應
[00:09:04.760 --> 00:09:06.480]  因為直接就死了
[00:09:06.480 --> 00:09:08.240]  哭也沒得哭
[00:09:08.240 --> 00:09:11.800]  上帝會不會對摩西太過嚴厲呢
[00:09:11.800 --> 00:09:15.600]  特別是摩西在以色列人當中
[00:09:15.600 --> 00:09:17.800]  其實是一個舉足輕重的人
[00:09:17.800 --> 00:09:19.920]  第10節甚至說
[00:09:19.920 --> 00:09:24.360]  以色列中再沒有興起一個先知像摩西的
[00:09:24.360 --> 00:09:27.560]  他是耶和華面對面所認識的
[00:09:27.560 --> 00:09:31.240]  嘩 摩西是一個這麼重要的人物
[00:09:31.800 --> 00:09:35.000]  但是看來上帝好像對他很嚴厲
[00:09:35.000 --> 00:09:37.320]  是不是告訴我們
[00:09:37.320 --> 00:09:40.600]  原來人要承擔自己所犯的罪
[00:09:40.600 --> 00:09:43.480]  不管你是否舉足輕重的人
[00:09:43.480 --> 00:09:45.440]  其實都無情說呢
[00:09:45.440 --> 00:09:50.120]  看來摩西不單沒有一個完美的結局
[00:09:50.120 --> 00:09:51.760]  簡直是悲慘
[00:09:51.760 --> 00:09:54.840]  一指錯 滿盤皆落索
[00:09:54.840 --> 00:09:58.200]  上帝是不是透過對摩西的嚴厲
[00:09:58.200 --> 00:09:59.880]  去警戒我們呢
[00:09:59.880 --> 00:10:01.600]  是不是就是這樣呢
[00:10:02.800 --> 00:10:09.640]  在《新命記》第11章26至28節這樣說
[00:10:09.640 --> 00:10:15.280]  「看!我今日將祝福與奏奏都陳明在你們面前
[00:10:15.280 --> 00:10:18.920]  你們若聽從耶和華你們上帝的誡命
[00:10:18.920 --> 00:10:21.200]  就是我今日所吩咐你們的
[00:10:21.200 --> 00:10:22.640]  就必蒙福
[00:10:22.640 --> 00:10:26.520]  你們若不聽從耶和華你們的上帝的誡命
[00:10:26.520 --> 00:10:29.240]  偏離我今日所吩咐你們的道
[00:10:29.440 --> 00:10:31.840]  去隨從你們所不認識的別臣
[00:10:31.840 --> 00:10:33.560]  就必受奏奏」
[00:10:33.560 --> 00:10:35.920]  摩西所經歷的事
[00:10:35.920 --> 00:10:39.200]  是不是就是《新命記》所指的禍呢
[00:10:39.200 --> 00:10:41.720]  在說這件事之前
[00:10:41.720 --> 00:10:44.080]  我們先要了解甚麼才是福
[00:10:44.080 --> 00:10:46.960]  所以我們才知道甚麼才是禍
[00:10:46.960 --> 00:10:52.760]  所以我們先看一看《創世紀》第12章1至3節
[00:10:52.760 --> 00:10:57.400]  就是當時耶和華賜福給亞伯拉罕
[00:10:57.400 --> 00:10:59.760]  和他的後裔而說的一番說話
[00:10:59.760 --> 00:11:01.400]  聖經這樣說
[00:11:01.400 --> 00:11:03.080]  「耶和華對亞伯拉罕說
[00:11:03.080 --> 00:11:05.040]  你要離開本地本族
[00:11:05.040 --> 00:11:07.800]  父家往我所要指示你的地去
[00:11:07.800 --> 00:11:09.840]  我必使你成為大國
[00:11:09.840 --> 00:11:12.800]  我必賜福給你使你的名為大
[00:11:12.800 --> 00:11:14.480]  你要使別人得福
[00:11:14.480 --> 00:11:18.160]  為你祝福的我必賜福給他
[00:11:18.160 --> 00:11:21.160]  救助你的我必救助他
[00:11:21.160 --> 00:11:24.680]  地的萬族都必因你得福」
[00:11:25.840 --> 00:11:33.120]  上主賜福給亞伯拉罕
[00:11:33.120 --> 00:11:35.200]  結果使他的名為大
[00:11:35.200 --> 00:11:37.840]  但是目的是甚麼
[00:11:37.840 --> 00:11:40.600]  目的是你要使人得福
[00:11:40.600 --> 00:11:43.000]  即是說上主的祝福
[00:11:43.000 --> 00:11:45.440]  上主祝福他的子民
[00:11:45.440 --> 00:11:47.840]  是能夠被神使用
[00:11:47.840 --> 00:11:49.600]  以致使萬人得福
[00:11:49.600 --> 00:11:52.000]  所以得祝福
[00:11:52.000 --> 00:11:54.400]  或者上帝祝福人
[00:11:54.520 --> 00:11:56.680]  其實是帶有這個使命的
[00:11:56.680 --> 00:11:59.440]  不是只是自己得到好處
[00:11:59.440 --> 00:12:03.320]  應該說不是為了自己得到益處
[00:12:03.320 --> 00:12:06.600]  所以上帝祝福人的心意
[00:12:06.600 --> 00:12:10.760]  和我們人所期望獲得祝福的概念
[00:12:10.760 --> 00:12:12.920]  可能有很大的落差
[00:12:12.920 --> 00:12:14.640]  正如以色列人說
[00:12:14.640 --> 00:12:18.800]  「想著出了埃及就不用捱了
[00:12:18.800 --> 00:12:22.640]  誰知道在那個曠野之地
[00:12:22.720 --> 00:12:24.480]  比在埃及更辛苦
[00:12:24.480 --> 00:12:26.680]  又沒有水又沒有肉吃」
[00:12:26.680 --> 00:12:32.760]  原本上主想著領他們出埃及之後
[00:12:32.760 --> 00:12:35.640]  就直接進入迦南
[00:12:35.640 --> 00:12:40.880]  但是當以色列民派探子去窺探迦南時
[00:12:40.880 --> 00:12:45.040]  發現迦南人個個牛高馬大
[00:12:45.040 --> 00:12:46.960]  他們又害怕又生氣
[00:12:46.960 --> 00:12:50.640]  不僅他們又害怕又生氣
[00:12:50.840 --> 00:12:52.960]  還拒絕進入迦南
[00:12:52.960 --> 00:12:55.160]  更加想殺了摩西
[00:12:55.160 --> 00:12:56.760]  說要回到埃及
[00:12:56.760 --> 00:12:59.400]  因為這件事激怒了上帝
[00:12:59.400 --> 00:13:01.520]  使上帝要殺了他們
[00:13:01.520 --> 00:13:03.640]  後來因為摩西的求情
[00:13:03.640 --> 00:13:05.240]  上帝赦免了他們
[00:13:05.240 --> 00:13:09.320]  但是第一代的以色列民不能夠進入迦南地
[00:13:09.320 --> 00:13:12.360]  這個事件其實是很重要的
[00:13:12.360 --> 00:13:16.520]  所以大家可以看文數的十三至十四章
[00:13:16.520 --> 00:13:19.240]  你就會明白前因後果
[00:13:19.880 --> 00:13:21.600]  以色列民不明白
[00:13:21.600 --> 00:13:24.240]  也不相信上帝的心意
[00:13:24.240 --> 00:13:27.000]  因為他們期望出埃及是享福
[00:13:27.000 --> 00:13:28.720]  就是獲得好處
[00:13:28.720 --> 00:13:33.160]  所以不被滿足的時候就埋怨上主的安排
[00:13:33.160 --> 00:13:36.000]  甚至拒絕上主的旨意
[00:13:36.000 --> 00:13:40.560]  但是上帝領他們出埃及的目的
[00:13:40.560 --> 00:13:44.760]  也就是說上帝賜他們子民的福
[00:13:44.760 --> 00:13:48.280]  其實是要他們成為上帝的子民
[00:13:48.760 --> 00:13:50.640]  進行上帝的律例典章
[00:13:50.640 --> 00:13:52.480]  行出上帝的心意
[00:13:52.480 --> 00:13:56.480]  以致讓世人都看得見上帝子民的獨特徵
[00:13:56.480 --> 00:14:00.600]  所以上帝就讓他們在曠野之中
[00:14:00.600 --> 00:14:02.560]  要明白上主的心意
[00:14:02.560 --> 00:14:05.560]  要能夠預備他們進入迦南地
[00:14:05.560 --> 00:14:10.280]  否則他們就會繼續遇到很多的問題
[00:14:10.280 --> 00:14:12.400]  不斷地原地踏步
[00:14:12.400 --> 00:14:15.240]  因為就算他們進入了英許地
[00:14:15.240 --> 00:14:17.920]  這個也不是一個福而是禍
[00:14:18.320 --> 00:14:20.680]  因為他們不按照上帝的心意而行
[00:14:20.680 --> 00:14:23.240]  不按照上帝的心意而活的話
[00:14:23.240 --> 00:14:27.160]  他們就無法讓人們看見上主子民的獨特性
[00:14:27.160 --> 00:14:29.640]  那又如何讓人們得福呢?
[00:14:29.640 --> 00:14:32.080]  所以人期望的事
[00:14:32.080 --> 00:14:34.040]  又或者人的議程
[00:14:34.040 --> 00:14:37.400]  如果和上主所喜悅的事
[00:14:37.400 --> 00:14:39.040]  一日有日落差
[00:14:39.040 --> 00:14:41.880]  我們就會如同在曠野之中
[00:14:41.880 --> 00:14:44.880]  我們未預備好自己進入英許之地
[00:14:44.880 --> 00:14:48.080]  也都不覺得自己在福的裏面
[00:14:48.840 --> 00:14:52.320]  所以我們要明白上主的旨意為何
[00:14:52.320 --> 00:14:54.960]  以至於我們能夠真正地得福
[00:14:54.960 --> 00:14:57.520]  因為在英許之地裏面
[00:14:57.520 --> 00:15:00.000]  其實我們仍然都會遇到很多考驗
[00:15:00.000 --> 00:15:03.560]  所以上帝再一次藉著摩西的死
[00:15:03.560 --> 00:15:06.480]  去重申上主的心意
[00:15:06.480 --> 00:15:07.520]  再說一次
[00:15:07.520 --> 00:15:09.640]  其實也不是再說一次
[00:15:09.640 --> 00:15:14.040]  是整本聖經裏面一次又一次地告訴我們
[00:15:14.040 --> 00:15:16.920]  不過今天我們先說回《新命紀》
[00:15:17.960 --> 00:15:22.800]  我們先看回《新命紀》34章前一點
[00:15:22.800 --> 00:15:24.680]  就是32章48節
[00:15:24.680 --> 00:15:29.920]  因為其實上主一早已經預言摩西會死在尼泊爾山
[00:15:29.920 --> 00:15:33.440]  《新命紀》32章48節就這樣說
[00:15:33.440 --> 00:15:34.680]  就在那一天
[00:15:34.680 --> 00:15:36.520]  耶和華吩咐摩西說
[00:15:36.520 --> 00:15:39.600]  你上摩亞地的雅比林山脈
[00:15:39.600 --> 00:15:43.240]  到面對耶利哥的尼泊爾山去
[00:15:43.600 --> 00:15:48.480]  看我所要賜給以色列人作為產業的迦南地
[00:15:48.480 --> 00:15:51.880]  你必死在你所登上的山
[00:15:51.880 --> 00:15:53.680]  歸到你祖先那裏
[00:15:53.680 --> 00:15:57.200]  像你哥哥亞倫死在荷爾山上
[00:15:57.200 --> 00:15:59.400]  歸到他祖先那裏一樣
[00:15:59.400 --> 00:16:02.800]  因為你們在以色列人中得罪了我
[00:16:02.800 --> 00:16:04.480]  在尋的曠野
[00:16:04.480 --> 00:16:07.560]  迦底斯的美麗巴水那裏
[00:16:07.560 --> 00:16:10.080]  在以色列人中沒有尊我為聖
[00:16:10.080 --> 00:16:12.800]  我所賜給以色列人的地
[00:16:13.080 --> 00:16:14.920]  你只可從對面觀開
[00:16:14.920 --> 00:16:17.080]  卻不得進到那裏去
[00:16:17.080 --> 00:16:19.680]  在50節裏面說
[00:16:19.680 --> 00:16:21.080]  你必死
[00:16:21.080 --> 00:16:23.400]  這個字的字根
[00:16:23.400 --> 00:16:26.480]  在原文裏面其實是帶有命令式的
[00:16:26.480 --> 00:16:28.920]  即是上帝命令你去死
[00:16:28.920 --> 00:16:31.200]  上帝命令你去死
[00:16:31.200 --> 00:16:34.160]  其實當時摩西有沒有選擇呢
[00:16:34.160 --> 00:16:35.800]  有沒有呢
[00:16:35.800 --> 00:16:37.960]  我們先看一看
[00:16:37.960 --> 00:16:40.480]  摩西原本的心意是甚麼
[00:16:41.160 --> 00:16:43.640]  摩西原本其實是求上帝
[00:16:43.640 --> 00:16:45.720]  讓他進入英許地
[00:16:45.720 --> 00:16:47.720]  但是上主沒有答應
[00:16:47.720 --> 00:16:49.200]  不過
[00:16:49.200 --> 00:16:52.560]  摩西就按著32章50節
[00:16:52.560 --> 00:16:54.520]  即是剛才我們讀過一段經文
[00:16:54.520 --> 00:16:57.040]  上帝對他的吩咐
[00:16:57.040 --> 00:16:58.000]  你要死
[00:16:58.000 --> 00:16:59.320]  其實那個吩咐
[00:16:59.320 --> 00:17:01.680]  就在34章第一節
[00:17:01.680 --> 00:17:03.440]  這樣說了
[00:17:03.440 --> 00:17:07.400]  就是說摩西從摩雅平原登上尼泊爾山
[00:17:07.400 --> 00:17:10.320]  摩西明知他會死在山上
[00:17:11.280 --> 00:17:14.840]  但他仍然選擇登上那個山
[00:17:14.840 --> 00:17:16.120]  死在那裏
[00:17:16.120 --> 00:17:18.840]  作為上帝的僕人
[00:17:18.840 --> 00:17:21.320]  其實最高的層次就是
[00:17:21.320 --> 00:17:24.280]  如果上帝吩咐我死
[00:17:24.280 --> 00:17:25.520]  我就死
[00:17:25.520 --> 00:17:26.760]  意思是
[00:17:26.760 --> 00:17:29.240]  即使我的生
[00:17:29.240 --> 00:17:30.560]  即是我活著
[00:17:30.560 --> 00:17:32.440]  能夠被上帝使用
[00:17:32.440 --> 00:17:34.200]  我的死
[00:17:34.200 --> 00:17:37.040]  都可以被上帝使用
[00:17:37.040 --> 00:17:40.240]  所以其實在這裏所說的
[00:17:40.800 --> 00:17:41.840]  摩西的死
[00:17:41.840 --> 00:17:43.880]  不單單是肉身的死
[00:17:43.880 --> 00:17:46.440]  而是自我的死去
[00:17:46.440 --> 00:17:50.160]  他放下自己要進入迦南地的這個議程
[00:17:50.160 --> 00:17:51.520]  這個上望
[00:17:51.520 --> 00:17:54.160]  而選擇遵行上帝的旨意
[00:17:54.160 --> 00:17:55.640]  死在尼泊爾山
[00:17:55.640 --> 00:17:58.000]  我們呢
[00:17:58.000 --> 00:18:01.480]  很自然會覺得認為進入迦南地
[00:18:01.480 --> 00:18:04.360]  這個結局才是完美
[00:18:04.360 --> 00:18:07.360]  這個也可能是世人對祝福
[00:18:07.360 --> 00:18:08.920]  對成功的看法
[00:18:09.560 --> 00:18:10.880]  我們都重視結果
[00:18:10.880 --> 00:18:12.760]  因為我們都渴望努力
[00:18:12.760 --> 00:18:14.120]  能夠得以回報
[00:18:14.120 --> 00:18:16.320]  但這些的自我滿足
[00:18:16.320 --> 00:18:18.920]  也都可能是成為我們的阻攔
[00:18:18.920 --> 00:18:20.480]  上主說
[00:18:20.480 --> 00:18:22.600]  遵行上帝旨意
[00:18:22.600 --> 00:18:24.280]  才是能夠圓滿
[00:18:24.280 --> 00:18:26.720]  願意放下自己
[00:18:26.720 --> 00:18:28.760]  以至於上主的心意
[00:18:28.760 --> 00:18:31.800]  能夠藉著你的生命實踐出來
[00:18:31.800 --> 00:18:34.760]  你的生命才是得到圓滿
[00:18:34.760 --> 00:18:39.000]  上主帶你摩西是在山上觀看的
[00:18:39.440 --> 00:18:41.160]  不是得地的版圖
[00:18:41.160 --> 00:18:45.920]  不是說以色列民可以擁有什麼土地財富
[00:18:45.920 --> 00:18:47.880]  而是讓他看得到
[00:18:47.880 --> 00:18:51.720]  以色列民將會怎樣藉著那個地方
[00:18:51.720 --> 00:18:53.120]  使他人得福
[00:18:53.120 --> 00:18:55.440]  看見上帝的榮耀
[00:18:55.440 --> 00:18:58.000]  其實這樣看
[00:18:58.000 --> 00:19:00.760]  上主將我們梁法
[00:19:00.760 --> 00:19:02.160]  梁法堂
[00:19:02.160 --> 00:19:04.440]  放在觀塘這個地方
[00:19:04.440 --> 00:19:05.400]  其實
[00:19:05.400 --> 00:19:06.760]  也都顯明
[00:19:06.760 --> 00:19:09.200]  我們不是要擁有這個地方
[00:19:09.760 --> 00:19:12.520]  而是藉著這個地方使他人得福
[00:19:12.520 --> 00:19:14.760]  看見上帝的榮耀
[00:19:14.760 --> 00:19:18.120]  所以過去我們做很多福音工作
[00:19:18.120 --> 00:19:20.760]  祝福了粵華街很多的街坊
[00:19:20.760 --> 00:19:21.680]  最近
[00:19:21.680 --> 00:19:22.960]  其實也不是最近
[00:19:22.960 --> 00:19:25.440]  近這幾年我們也都有趁虛
[00:19:25.440 --> 00:19:27.200]  可以接觸到街坊
[00:19:27.200 --> 00:19:30.920]  這個就是讓我們將上帝的福音
