
[00:00:00.000 --> 00:00:05.880]  有機會與大英姊妹在ub的大英姊妹一起能夠在線上崇拜
[00:09:13.640 --> 00:09:16.280]  以色列王聽見就害怕了
[00:09:16.280 --> 00:09:19.480]  什麼事啊 來到要我醫好大麻瘋
[00:09:19.480 --> 00:09:21.800]  醫不好怎麼辦
[00:09:21.800 --> 00:09:25.000]  醫不好就是說這是一個佈局來的
[00:09:25.000 --> 00:09:29.720]  是不是趁機要剷除我們以色列民呢
[00:09:29.720 --> 00:09:32.120]  以色列王撕裂衣服
[00:09:32.120 --> 00:09:37.240]  覺得沒可能 你找我做事我做不到的時候
[00:09:37.240 --> 00:09:42.840]  這個成為了一個騙局
[00:09:42.840 --> 00:09:45.480]  但當然我們知道的人知道這個不是一個騙局
[00:09:45.480 --> 00:09:48.040]  只是說到王的無能
[00:09:48.040 --> 00:09:50.360]  無論是阿蘭王或者以色列王
[00:09:50.360 --> 00:09:54.440]  都不能夠做任何的事情
[00:09:54.440 --> 00:09:56.680]  所以去到第二個段落的時候
[00:09:56.680 --> 00:10:01.880]  神人伊利沙聽見這樣的事情
[00:10:01.880 --> 00:10:03.400]  才會出聲
[00:10:03.400 --> 00:10:06.840]  很簡單 你這樣做得到醫治
[00:10:06.840 --> 00:10:12.200]  介紹這個伊利沙是神人
[00:10:12.200 --> 00:10:16.840]  看回之前 王自己說我豈是神
[00:10:16.840 --> 00:10:18.360]  是不是第七節
[00:10:18.360 --> 00:10:20.680]  能使人死使人活嗎
[00:10:20.680 --> 00:10:24.040]  你找錯人了 我不是神來的
[00:10:24.040 --> 00:10:26.040]  我們讀者知道他不單止不是神
[00:10:26.040 --> 00:10:28.200]  也不是神的代表
[00:10:28.200 --> 00:10:30.760]  伊利沙被稱為神人
[00:10:30.760 --> 00:10:34.440]  成為了人神之間一個渠道
[00:10:34.440 --> 00:10:38.760]  流下行出神蹟其事
[00:10:38.760 --> 00:10:43.000]  完成了先知的崗位
[00:10:43.000 --> 00:10:46.440]  讓人看到真正的掌權是耶和華
[00:10:46.440 --> 00:10:52.600]  不是地上的君王
[00:10:52.600 --> 00:10:55.400]  這個大段落
[00:10:55.400 --> 00:10:58.760]  醫治技術其實很快可以說完
[00:10:58.760 --> 00:11:01.800]  但這裡不是說醫治那麼簡單
[00:11:01.800 --> 00:11:05.880]  是說關係的逆轉
[00:11:05.880 --> 00:11:08.200]  權力架構的顛覆
[00:11:08.200 --> 00:11:09.720]  哪個是掌權的上帝
[00:11:09.720 --> 00:11:15.240]  人裡面我們看到執政掌權者就是王
[00:11:15.240 --> 00:11:17.800]  但先知來到的時候
[00:11:17.800 --> 00:11:25.800]  地上君王不能挑戰神自己的國度
[00:11:25.800 --> 00:11:28.200]  難怪介紹耶穌基督的時候
[00:11:28.200 --> 00:11:32.280]  也是這樣一個先知的角色出現
[00:11:32.280 --> 00:11:34.840]  路加福第四章介紹的伊利亞耶穌
[00:11:34.840 --> 00:11:37.000]  那類的先知是耶穌這個先知
[00:11:37.000 --> 00:11:39.000]  因為來到世界上的時候
[00:11:39.000 --> 00:11:41.160]  聖誕節所慶祝的就是
[00:11:41.160 --> 00:11:45.640]  在地上君王掌權的地方
[00:11:45.640 --> 00:11:48.760]  真正掌權的其實是上帝
[00:11:48.760 --> 00:11:51.560]  每一年的聖誕節我們要紀念的就是
[00:11:51.560 --> 00:11:56.120]  神自己仍然是一個掌權的王
[00:11:56.120 --> 00:11:59.400]  坐在寶座上面
[00:11:59.400 --> 00:12:02.440]  是永生的耶和華
[00:12:02.440 --> 00:12:04.520]  無論在美國的大選
[00:12:04.520 --> 00:12:08.120]  世界不同的軍事的衝突裡面
[00:12:08.120 --> 00:12:10.920]  我們很容易被現實所蒙騙
[00:12:10.920 --> 00:12:17.080]  以為真正的權力在於政治軍事的制度裡面
[00:12:17.080 --> 00:12:22.200]  神提醒我們真正的掌權是上帝
[00:12:22.200 --> 00:12:24.520]  真正的掌權是上帝
[00:12:24.520 --> 00:12:27.400]  真正坐著為王的是上帝
[00:12:27.400 --> 00:12:29.640]  聖誕節所慶祝的就是
[00:12:29.640 --> 00:12:32.920]  耶穌為王的故事
[00:12:32.920 --> 00:12:35.480]  馬太介紹耶穌基督出生的時候
[00:12:35.480 --> 00:12:39.000]  希律王都不能夠阻止這件事情發生
[00:12:39.000 --> 00:12:41.560]  路加芬第二章介紹耶穌出生的時候
[00:12:41.560 --> 00:12:43.800]  阿古斯督
[00:12:43.800 --> 00:12:46.520]  或者現在譯法就是奧古斯督
[00:12:46.520 --> 00:12:49.880]  奧古斯督羅馬的第一任君王
[00:12:49.880 --> 00:12:53.400]  都不能夠阻撓宇宙萬物
[00:12:53.400 --> 00:12:58.280]  審判天下的救主的誕生
[00:12:58.280 --> 00:13:05.000]  耶穌基督來到是顛覆萬物掌權的上帝
[00:13:05.000 --> 00:13:07.000]  路加福音第二章
[00:13:07.000 --> 00:13:10.040]  馬太福音第二章的提醒
[00:13:10.040 --> 00:13:12.760]  這句都是奶曼的故事
[00:13:12.760 --> 00:13:14.840]  以利沙是神人
[00:13:14.840 --> 00:13:16.840]  王不能夠做什麼的時候
[00:13:16.840 --> 00:13:21.320]  神藉著這些權力架構以外達成祂的工作
[00:13:21.320 --> 00:13:29.720]  證明誰是主權 帶著主權的執政掌權
[00:13:29.720 --> 00:13:33.160]  王和先知的技術
[00:13:33.160 --> 00:13:37.080]  不只是這樣的顛倒
[00:13:37.080 --> 00:13:42.280]  我們看看主人 僕人之間的顛倒
[00:13:42.280 --> 00:13:44.200]  第五章這麼長
[00:13:44.200 --> 00:13:46.680]  就算說先知王的關係
[00:13:46.680 --> 00:13:49.080]  頭十多節已經說完了
[00:13:49.080 --> 00:13:51.400]  餘下經文為什麼說得這麼長呢
[00:13:51.400 --> 00:13:53.960]  還有一大半章聖經
[00:13:53.960 --> 00:13:57.400]  是說送禮物 送不送給誰 送到怎麼辦
[00:13:57.400 --> 00:13:59.960]  之類的說話
[00:13:59.960 --> 00:14:03.400]  一段經文有四個段落剛才說了
[00:14:03.400 --> 00:14:05.960]  第五章第一節到第七節是一個段落
[00:14:05.960 --> 00:14:11.560]  第八節到第十四節是一個段落
[00:14:11.560 --> 00:14:14.360]  十五節到第十九節上半節是一個段落
[00:14:14.360 --> 00:14:17.640]  十九節下半節都是一個段落 四個段落
[00:14:17.640 --> 00:14:19.560]  有四件不同的事情發生
[00:14:19.560 --> 00:14:23.240]  都是一些主僕的討論來的
[00:14:23.240 --> 00:14:26.120]  奶晚是亞蘭王的僕人
[00:14:26.120 --> 00:14:29.000]  第一段的討論就是王和僕人的討論
[00:14:29.000 --> 00:14:31.800]  但真正第一段的僕人其實不是奶王
[00:14:31.800 --> 00:14:38.360]  奶晚是一個小侍女 小孩童 一個小侍女
[00:14:38.360 --> 00:14:41.480]  我們試試看第一個段落
[00:14:41.480 --> 00:14:43.720]  第一個段落 第一個介紹方法
[00:14:43.720 --> 00:14:45.960]  亞蘭王的元帥奶晚在他主人面前
[00:14:45.960 --> 00:14:51.000]  專為大 專為大的時候
[00:14:51.000 --> 00:14:56.520]  第二節先前亞蘭人整群人出去
[00:14:56.520 --> 00:15:00.440]  從而知你裡面找到一個小女子
[00:15:00.440 --> 00:15:04.680]  大和小的對比
[00:15:04.680 --> 00:15:07.480]  我們以為大那些都是大了的
[00:15:07.480 --> 00:15:10.600]  是有能力的 怎麼大的人能夠掌上麻風
[00:15:10.600 --> 00:15:17.800]  是一個小女子說些話能夠給了一個解決的方案
[00:15:17.800 --> 00:15:20.600]  第一個段落是大小的分別
[00:15:20.600 --> 00:15:24.920]  這個大小的分別去到最後是怎樣呢
[00:15:24.920 --> 00:15:28.600]  十四節 奶晚的慾恢復了之後
[00:15:28.600 --> 00:15:33.640]  好像小孩子的慾 也是小這個字
[00:15:33.640 --> 00:15:37.480]  她由高高在上的地位還原了
[00:15:37.480 --> 00:15:44.360]  原來小孩子才是他們所渴望有的一個標準
[00:15:44.360 --> 00:15:50.040]  第一個段落 大小在第二個段落已經顛覆了
[00:15:50.040 --> 00:15:54.920]  奶晚成為小孩子 以色列的侍女成為了救星
[00:15:54.920 --> 00:15:57.640]  能夠指向伊利沙
[00:15:57.640 --> 00:15:59.720]  第二個段落都不用那麼長
[00:15:59.720 --> 00:16:05.080]  伊利沙講了一個醫治的配方
[00:16:05.080 --> 00:16:10.040]  照做就可以 沐浴七回
[00:16:10.040 --> 00:16:11.480]  但是奶晚不肯
[00:16:11.480 --> 00:16:14.680]  奶晚不肯的時候 是誰令奶晚最後肯呢
[00:16:14.680 --> 00:16:19.160]  第十三節 她的僕人進前來對她說
[00:16:19.160 --> 00:16:22.520]  我父啊 先知吩咐你做的事 都試一下
[00:16:22.520 --> 00:16:25.560]  最多不行 怎麼辦呢
[00:16:25.560 --> 00:16:27.640]  你有沒有留意到 有一個僕人出現
[00:16:27.640 --> 00:16:31.800]  僕人能夠扭轉主人的意願
[00:16:31.800 --> 00:16:36.440]  成為了奶晚一個得救的途徑
[00:16:36.440 --> 00:16:37.880]  最少一個得醫治的途徑
[00:16:37.880 --> 00:16:40.440]  到了第十五節的時候
[00:16:40.440 --> 00:16:42.360]  奶晚這次進前來說
[00:16:42.360 --> 00:16:45.400]  現在我知道了 除了以色列之外
[00:16:45.400 --> 00:16:47.480]  沒有其他的神
[00:16:47.480 --> 00:16:51.160]  所以我指著永生的耶和華起誓
[00:16:51.160 --> 00:16:54.760]  然後伊利沙說 我也指著伊利沙
[00:16:54.760 --> 00:16:56.360]  我不會收這些禮物的
[00:16:56.360 --> 00:16:59.320]  但是看中間的十五節 下半節
[00:16:59.320 --> 00:17:01.320]  求你收僕人的禮物
[00:17:01.320 --> 00:17:03.240]  今次的僕人是誰
[00:17:03.240 --> 00:17:05.400]  奶晚自稱為僕人
[00:17:05.400 --> 00:17:06.600]  見不到第一段
[00:17:06.600 --> 00:17:08.280]  第一個段落就是
[00:17:08.280 --> 00:17:11.400]  奶晚是一個大的元帥將軍等等
[00:17:11.400 --> 00:17:13.720]  是一個以色列的小女僕人
[00:17:13.720 --> 00:17:17.400]  能夠將醫治能夠帶到奶晚那裡
[00:17:17.400 --> 00:17:22.040]  第二個段落是奶晚不肯去到河裡面的時候
[00:17:22.040 --> 00:17:24.200]  是她的僕人扭轉了命運
[00:17:24.200 --> 00:17:29.800]  第三段 奶晚今次自稱為僕人
[00:17:29.800 --> 00:17:31.800]  指著永生耶和華起誓
[00:17:31.800 --> 00:17:33.400]  伊利沙這樣說
[00:17:33.400 --> 00:17:35.560]  但是其實奶晚也說
[00:17:35.560 --> 00:17:37.320]  這是我永生的耶和華來的
[00:17:37.320 --> 00:17:42.440]  第一個耶和華 我在你們面前我是僕人來的
[00:17:42.440 --> 00:17:45.400]  第四個段落又是說僕人
[00:17:45.400 --> 00:17:47.960]  今次是說伊利沙的僕人
[00:17:47.960 --> 00:17:50.520]  但是伊利沙的僕人當自己是主人
[00:17:50.520 --> 00:17:52.280]  伊利沙不肯收禮物的時候
[00:17:52.280 --> 00:17:55.640]  這個僕人衝上去
[00:17:55.640 --> 00:18:01.000]  說我要回他 我主人不要的禮物
[00:18:01.000 --> 00:18:04.040]  看看第21節
[00:18:04.040 --> 00:18:07.800]  看看奶晚的那種儀態
[00:18:07.800 --> 00:18:11.000]  於是記下誓
[00:18:11.000 --> 00:18:13.400]  這個僕人追趕奶晚
[00:18:13.400 --> 00:18:17.400]  奶晚看見有人追趕的時候就急忙下車迎接
[00:18:17.400 --> 00:18:18.680]  都平安嗎
[00:18:18.680 --> 00:18:21.480]  奶晚好像一個僕人一樣
[00:18:21.480 --> 00:18:23.320]  下車迎接這個主人
[00:18:23.320 --> 00:18:25.880]  這個主人是誰 就是伊利沙的僕人
[00:18:25.880 --> 00:18:27.560]  關係亂了
[00:18:27.560 --> 00:18:30.440]  由僕人變主人 主人變僕人
[00:18:30.440 --> 00:18:32.920]  第26節
[00:18:32.920 --> 00:18:34.440]  伊利沙對她說
[00:18:34.440 --> 00:18:37.640]  乃人下車轉回到妳的時候
[00:18:37.640 --> 00:18:40.600]  我的心豈沒有去嗎
[00:18:40.600 --> 00:18:47.960]  這豈是授銀子 衣服 買橄欖園 葡萄園 牛羊的時候嗎
[00:18:47.960 --> 00:18:53.480]  因此麻風要臨到妳那裡
[00:18:53.480 --> 00:19:00.120]  神的工作是憑著一個大的將軍
[00:19:00.120 --> 00:19:04.360]  還是一個小的僕人
[00:19:04.360 --> 00:19:05.960]  耶穌基督來到世界上
[00:19:05.960 --> 00:19:09.080]  的確能夠挑戰地上的制度
[00:19:09.080 --> 00:19:12.840]  君子政治的制度
[00:19:12.840 --> 00:19:17.640]  但是耶穌取代了一個僕人的身份
[00:19:17.640 --> 00:19:20.040]  受苦的僕人
[00:19:20.040 --> 00:19:22.360]  能夠改變世界
[00:19:22.360 --> 00:19:24.280]  難怪因為這樣
[00:19:24.280 --> 00:19:25.960]  耶穌基督成為了一個
[00:19:25.960 --> 00:19:30.280]  伊利沙 伊利亞所指向的基督
[00:19:30.280 --> 00:19:34.840]  指向一個義僕
[00:19:34.840 --> 00:19:40.360]  在無能的時候見證神的大能
[00:19:40.360 --> 00:19:45.800]  聖誕節的故事不是在說一個
[00:19:45.800 --> 00:19:49.800]  影響或者是拆毀權力的故事
[00:19:49.800 --> 00:19:52.200]  這麼簡單
[00:19:52.200 --> 00:19:56.040]  是說怎樣能夠挑戰地上的角度
[00:19:56.040 --> 00:19:59.640]  是憑著一個神用得著的方法
[00:19:59.640 --> 00:20:01.800]  二人在十字架上死
[00:20:01.800 --> 00:20:05.240]  苦難能夠改變一切
[00:20:05.240 --> 00:20:10.040]  無能能夠顛覆一切
[00:20:10.040 --> 00:20:16.200]  這才是聖誕節的訊息
[00:20:16.200 --> 00:20:20.040]  耶穌基督離出江南的時候
[00:20:20.040 --> 00:20:22.840]  是一個渡成肉身
[00:20:22.840 --> 00:20:24.760]  取代了什麼身體
[00:20:24.760 --> 00:20:28.040]  取用了僕人的身體
[00:20:28.040 --> 00:20:31.320]  來到地上
[00:20:31.320 --> 00:20:33.320]  這段聖經這麼長
[00:20:33.320 --> 00:20:35.640]  那四個段落
[00:20:35.640 --> 00:20:39.080]  都是在說主僕的顛覆
[00:20:39.080 --> 00:20:42.440]  這就是聖誕節的訊息
[00:20:42.440 --> 00:20:43.880]  今年慶祝聖誕節的時候
[00:20:43.880 --> 00:20:46.440]  你未必能夠最高興地慶祝
[00:20:46.440 --> 00:20:48.520]  你可能覺得這不是一個
[00:20:48.520 --> 00:20:54.120]  高興我所算今年有什麼升職發財的一年
[00:20:54.120 --> 00:20:57.480]  今年可能你想起失去了什麼
[00:20:57.480 --> 00:20:59.960]  你可能想起一年的無能
[00:20:59.960 --> 00:21:03.320]  達不到自己要做的工作
[00:21:03.320 --> 00:21:04.840]  不要放棄
[00:21:04.840 --> 00:21:09.000]  神要用我們在無能的人身上
[00:21:09.000 --> 00:21:15.960]  達成祂的心意
[00:21:15.960 --> 00:21:18.040]  以一段經文
[00:21:18.040 --> 00:21:22.520]  無能者能夠改變世界
[00:21:22.520 --> 00:21:24.120]  我最近有機會去到外國
[00:21:24.120 --> 00:21:26.440]  在一個營會裡面
[00:21:26.440 --> 00:21:31.320]  營會一個弟兄在晚上分享會的時候
[00:21:31.320 --> 00:21:36.440]  他帶著勇氣去到營當中拿起一個麥克風
[00:21:36.440 --> 00:21:39.480]  他轉了一個圈
[00:21:39.480 --> 00:21:42.200]  他就說大家看看我有沒有不同
[00:21:42.200 --> 00:21:45.720]  有沒有跟其他人不同
[00:21:45.720 --> 00:21:49.000]  他說其實我在自閉症的範圍
[00:21:49.000 --> 00:21:54.120]  埃斯伯格其中一種的程度裡面
[00:21:54.120 --> 00:21:57.320]  其實我是一個長大
[00:21:57.320 --> 00:22:00.520]  在人眼中不是一個正常的人
[00:22:00.520 --> 00:22:03.160]  我跟人溝通不能夠最暢順
[00:22:03.160 --> 00:22:06.520]  跟人的關係不像其他人那麼容易
[00:22:06.520 --> 00:22:08.920]  但是接著他說
[00:22:08.920 --> 00:22:11.080]  我不知道為什麼
[00:22:11.080 --> 00:22:12.920]  其實我們見證神的恩典
[00:22:12.920 --> 00:22:15.640]  人不能夠解釋的時候
[00:22:15.640 --> 00:22:17.960]  我當他說福音
[00:22:17.960 --> 00:22:20.200]  我能夠將完整的福音
[00:22:20.200 --> 00:22:24.520]  每一次都能夠說出來
[00:22:24.520 --> 00:22:27.560]  神可以在人眼中覺得
[00:22:27.560 --> 00:22:29.240]  不是一個最厲害
[00:22:29.240 --> 00:22:31.480]  最有口才的人身上
[00:22:31.480 --> 00:22:32.920]  達成祂的心意
[00:22:32.920 --> 00:22:35.240]  你想想劉爾晨怎麼用人
[00:22:35.240 --> 00:22:38.680]  很多時候都是用人某一個特別的弱點
[00:22:38.680 --> 00:22:40.280]  就是偏偏在弱點裡面
[00:22:40.280 --> 00:22:44.680]  見證神自己的作為
[00:22:44.680 --> 00:22:47.000]  十字架的信息
[00:22:47.000 --> 00:22:49.160]  聖誕節開始
[00:22:49.160 --> 00:22:56.760]  耶穌基督帶著盧伯的身體來到世界上
[00:22:56.760 --> 00:23:02.760]  讓人見證真正上帝的主權
[00:23:02.760 --> 00:23:05.480]  最後的顛覆
[00:23:05.480 --> 00:23:07.480]  是當以色列人覺得驕傲
[00:23:07.480 --> 00:23:09.160]  覺得偉大的時候
[00:23:09.160 --> 00:23:13.000]  獵王紀下第五章特別的地方
[00:23:13.000 --> 00:23:14.280]  是一個外邦人得救
[00:23:14.280 --> 00:23:17.480]  是以色列的先知的僕人
[00:23:17.480 --> 00:23:19.640]  反而得到大麻風最後
[00:23:19.640 --> 00:23:22.200]  奶萬這個外國的先知
[00:23:22.200 --> 00:23:23.240]  能夠得到救贖
