
[00:00:00.000 --> 00:00:08.000]  很高興可以和大家一起去敬拜和去閱讀和聽神跟我們講的說話
[00:03:01.000 --> 00:03:04.000]  特別是那些買賣是帶著貪婪
[00:03:04.000 --> 00:03:06.000]  帶著那種剝削在中間
[00:03:06.000 --> 00:03:09.000]  所以祂要做這個表達
[00:03:09.000 --> 00:03:11.000]  聖殿不是這樣的地方
[00:03:11.000 --> 00:03:13.000]  是人去神的面前禱告
[00:03:13.000 --> 00:03:15.000]  敬拜祂的地方
[00:03:15.000 --> 00:03:18.000]  其實耶穌 我想如果你看回福音書
[00:03:18.000 --> 00:03:23.000]  耶穌有一面是我們挺多會見到的
[00:03:23.000 --> 00:03:26.000]  就是祂對一群人特別不客氣
[00:03:26.000 --> 00:03:28.000]  那群就是法理初人
[00:03:28.000 --> 00:03:32.000]  稱他們做假冒為善
[00:03:32.000 --> 00:03:34.000]  假冒為善
[00:03:34.000 --> 00:03:36.000]  什麼叫假冒為善呢
[00:03:36.000 --> 00:03:39.000]  他們是做善的 為善
[00:03:39.000 --> 00:03:40.000]  做一些好的事
[00:03:40.000 --> 00:03:42.000]  不過是假的
[00:03:42.000 --> 00:03:48.000]  有時候我們做善好的事
[00:03:48.000 --> 00:03:52.000]  有時候我們的動機都可能有不同
[00:03:52.000 --> 00:03:55.000]  我相信我們中間很多弟兄姊妹
[00:03:55.000 --> 00:03:57.000]  當你做一件好的事
[00:03:57.000 --> 00:03:58.000]  你幫人 你奉獻
[00:03:58.000 --> 00:04:00.000]  你為人祈禱的時候
[00:04:00.000 --> 00:04:02.000]  我相信大家的動機都是良善的
[00:04:02.000 --> 00:04:06.000]  不過有時候 間中在某些處境之下
[00:04:06.000 --> 00:04:08.000]  我們的心有時候會有些偏執
[00:04:08.000 --> 00:04:10.000]  我想透過今天的經文
[00:04:10.000 --> 00:04:13.000]  和大家看看耶穌的這一面
[00:04:13.000 --> 00:04:14.000]  當然我們看這一面
[00:04:14.000 --> 00:04:18.000]  都是和我們那個季度的主題有關
[00:04:18.000 --> 00:04:20.000]  因為我們去到第二季的時候
[00:04:20.000 --> 00:04:21.000]  你看看前序表
[00:04:21.000 --> 00:04:23.000]  我們去到一個題目
[00:04:23.000 --> 00:04:25.000]  就叫虛假情真
[00:04:25.000 --> 00:04:28.000]  就是虛假的
[00:04:28.000 --> 00:04:31.000]  然後我們獻情真的一面
[00:04:31.000 --> 00:04:35.000]  以至帶來愛充滿我們的生命的中間
[00:04:35.000 --> 00:04:39.000]  虛假的生命是耶穌不喜歡厭惡的
[00:04:39.000 --> 00:04:43.000]  你看到很多他對法利塞人的批評
[00:04:43.000 --> 00:04:45.000]  那些說話 你看到他這一面
[00:04:45.000 --> 00:04:49.000]  我就不是很想透過這件事去說弟兄姊妹
[00:04:49.000 --> 00:04:51.000]  如果說人都說自己 我有份的
[00:04:51.000 --> 00:04:53.000]  而是很想透過這些經文
[00:04:53.000 --> 00:04:57.000]  去看看為什麼耶穌會這麼激氣
[00:04:57.000 --> 00:04:58.000]  我想從這個角度去看
[00:04:58.000 --> 00:05:00.000]  為什麼耶穌會對那些法利塞人
[00:05:00.000 --> 00:05:03.000]  有這麼強烈的指責
[00:05:03.000 --> 00:05:04.000]  然後去看一下
[00:05:04.000 --> 00:05:07.000]  其實耶穌重視什麼
[00:05:07.000 --> 00:05:09.000]  耶穌為了什麼的緣故
[00:05:09.000 --> 00:05:12.000]  令到他在生活裡這麼激烈地發出言論
[00:05:12.000 --> 00:05:14.000]  希望我們從這個角度進去
[00:05:14.000 --> 00:05:17.000]  以至我們能夠明白耶穌的心腸
[00:05:17.000 --> 00:05:19.000]  他對人有憐憫
[00:05:19.000 --> 00:05:22.000]  但同時他也有些事情是很執著的
[00:05:22.000 --> 00:05:23.000]  我們今天看一段經文
[00:05:23.000 --> 00:05:24.000]  就是路加福音
[00:05:24.000 --> 00:05:26.000]  我選了路加福音第十一章
[00:05:26.000 --> 00:05:29.000]  三十七到五十四節
[00:05:29.000 --> 00:05:32.000]  這段經文
[00:05:32.000 --> 00:05:37.000]  經文我想大概可以分成兩個段落
[00:05:37.000 --> 00:05:39.000]  我們就分開弟兄姊妹這樣讀
[00:05:39.000 --> 00:05:43.000]  我請姊妹讀第三十七節到四十四節
[00:05:43.000 --> 00:05:46.000]  然後弟兄讀四十五到五十四節
[00:05:46.000 --> 00:05:48.000]  請姊妹先
[00:05:48.000 --> 00:05:53.000]  也把我們糟蹋了
[00:05:53.000 --> 00:05:57.000]  耶穌說你們律法師也有和了
[00:05:57.000 --> 00:06:00.000]  因為你們把難擔的擔子
[00:06:00.000 --> 00:06:02.000]  放在人身上
[00:06:02.000 --> 00:06:05.000]  自己一個指頭卻不肯動
[00:06:05.000 --> 00:06:06.000]  你們有和了
[00:06:06.000 --> 00:06:09.000]  因為你們修造先知的墳墓
[00:06:09.000 --> 00:06:13.000]  那先知正是你們的祖宗所殺的
[00:06:13.000 --> 00:06:16.000]  可見你們祖宗所做的事
[00:06:16.000 --> 00:06:19.000]  你們又正名又喜歡
[00:06:19.000 --> 00:06:21.000]  因為他們殺了先知
[00:06:21.000 --> 00:06:24.000]  你們修造先知的墳墓
[00:06:24.000 --> 00:06:26.000]  所以神用智慧曾說
[00:06:26.000 --> 00:06:31.000]  我要差遣先知和使徒到他們那裡去
[00:06:31.000 --> 00:06:33.000]  有的他們要殺害
[00:06:33.000 --> 00:06:35.000]  有的他們要逼迫
[00:06:35.000 --> 00:06:39.000]  使創世以來所留眾先知的血的罪
[00:06:39.000 --> 00:06:43.000]  都要問在這世代的人身上
[00:06:43.000 --> 00:06:45.000]  就是從阿伯的血起
[00:06:45.000 --> 00:06:49.000]  直到被殺在彈和殿中間
[00:06:49.000 --> 00:06:51.000]  撒加利亞的血為止
[00:06:51.000 --> 00:06:53.000]  我實在告訴你們
[00:06:53.000 --> 00:06:57.000]  這都要問在這世代的人身上
[00:06:57.000 --> 00:06:59.000]  你們律法師有和了
[00:06:59.000 --> 00:07:03.000]  因為你們把知識的弱勢奪了去
[00:07:03.000 --> 00:07:04.000]  自己不進去
[00:07:04.000 --> 00:07:06.000]  正要進去的人
[00:07:06.000 --> 00:07:08.000]  你們也阻擋他們
[00:07:08.000 --> 00:07:10.000]  耶穌從那裡出來
[00:07:10.000 --> 00:07:14.000]  文氏和法利塞人就極力地催迫他
[00:07:14.000 --> 00:07:16.000]  引動他多說話
[00:07:16.000 --> 00:07:18.000]  私下窺聽
[00:07:18.000 --> 00:07:20.000]  要拿他的話柄
[00:07:20.000 --> 00:07:23.000]  《斷經文》有一個場景
[00:07:23.000 --> 00:07:26.000]  一個法利塞人請吃飯
[00:07:26.000 --> 00:07:27.000]  耶穌去
[00:07:27.000 --> 00:07:29.000]  耶穌也去
[00:07:29.000 --> 00:07:32.000]  吃飯前發生一件事
[00:07:32.000 --> 00:07:33.000]  耶穌不用手
[00:07:33.000 --> 00:07:35.000]  惹來法利塞人的意見
[00:07:35.000 --> 00:07:36.000]  詫異
[00:07:36.000 --> 00:07:38.000]  甚至是批評
[00:07:38.000 --> 00:07:40.000]  跟著耶穌說話
[00:07:40.000 --> 00:07:41.000]  一輪嘴說
[00:07:41.000 --> 00:07:43.000]  一個無知六個有和
[00:07:43.000 --> 00:07:44.000]  說完之後
[00:07:44.000 --> 00:07:46.000]  到最後結果是怎樣呢
[00:07:46.000 --> 00:07:49.000]  第五十三和五十四節
[00:07:49.000 --> 00:07:53.000]  那些法利塞人和文氏有什麼反應
[00:07:53.000 --> 00:07:54.000]  耶穌真好
[00:07:54.000 --> 00:07:57.000]  罵得我當頭棒開
[00:07:57.000 --> 00:07:58.000]  不是吧
[00:07:58.000 --> 00:07:59.000]  不知悔改
[00:07:59.000 --> 00:08:01.000]  而且還私下窺探耶穌
[00:08:01.000 --> 00:08:02.000]  抓他的話柄
[00:08:02.000 --> 00:08:03.000]  引動他多說話
[00:08:03.000 --> 00:08:05.000]  目的不是想聽他說話
[00:08:05.000 --> 00:08:06.000]  目的是想怎樣呢
[00:08:06.000 --> 00:08:09.000]  找機會拿他的話柄
[00:08:09.000 --> 00:08:10.000]  控告他
[00:08:10.000 --> 00:08:12.000]  殺害他
[00:08:12.000 --> 00:08:15.000]  其實這個也是很可悲的一幕
[00:08:15.000 --> 00:08:18.000]  耶穌用了一個很強烈的方式
[00:08:18.000 --> 00:08:20.000]  去表達
[00:08:20.000 --> 00:08:21.000]  不過結果就是
[00:08:21.000 --> 00:08:23.000]  這群聽眾沒有聽到
[00:08:23.000 --> 00:08:25.000]  甚至反擊
[00:08:25.000 --> 00:08:26.000]  想殺害
[00:08:26.000 --> 00:08:28.000]  謀害耶穌
[00:08:28.000 --> 00:08:30.000]  這個就是故事的流程
[00:08:30.000 --> 00:08:32.000]  中間主要是
[00:08:32.000 --> 00:08:36.000]  耶穌對兩群有相關在座的人說話
[00:08:36.000 --> 00:08:37.000]  一群是法利塞人
[00:08:37.000 --> 00:08:39.000]  第二群是律法師
[00:08:39.000 --> 00:08:40.000]  你看到讀的時候
[00:08:40.000 --> 00:08:44.000]  大概有這兩個分段
[00:08:44.000 --> 00:08:46.000]  我就很想透過這兩個分段
[00:08:46.000 --> 00:08:49.000]  講解一下耶穌對人生命中
[00:08:49.000 --> 00:08:52.000]  重視的是甚麼
[00:08:52.000 --> 00:08:57.000]  回到開頭
[00:08:57.000 --> 00:08:59.000]  耶穌吃飯前不洗手
[00:08:59.000 --> 00:09:02.000]  結果就是法利塞人對他批評
[00:09:02.000 --> 00:09:03.000]  這個詫異
[00:09:03.000 --> 00:09:04.000]  但最終是批評的
[00:09:04.000 --> 00:09:07.000]  所以耶穌才有這麼強烈的反應
[00:09:07.000 --> 00:09:14.000]  大家吃飯前會不會洗手呢
[00:09:14.000 --> 00:09:15.000]  就算你不洗
[00:09:15.000 --> 00:09:18.000]  也會教你洗的
[00:09:18.000 --> 00:09:19.000]  去到洗手間裡面
[00:09:19.000 --> 00:09:20.000]  你會看到
[00:09:20.000 --> 00:09:23.000]  特別是現在流感高峰期的日子
[00:09:23.000 --> 00:09:24.000]  你會看到
[00:09:24.000 --> 00:09:26.000]  洗手有五個步曲
[00:09:26.000 --> 00:09:30.000]  貼在洗手間上有五張圖
[00:09:30.000 --> 00:09:32.000]  二十秒鐘用簡易的
[00:09:32.000 --> 00:09:34.000]  搓哪裡搓哪裡
[00:09:34.000 --> 00:09:36.000]  手尖手背手指手腕
[00:09:36.000 --> 00:09:39.000]  就是這樣做的
[00:09:39.000 --> 00:09:40.000]  那個洗手
[00:09:40.000 --> 00:09:44.000]  其實主要的目的是衛生問題
[00:09:44.000 --> 00:09:48.000]  不要被細菌病菌感染
[00:09:48.000 --> 00:09:50.000]  不過如果我們讀這段經文
[00:09:50.000 --> 00:09:51.000]  這樣去理解洗手
[00:09:51.000 --> 00:09:53.000]  就會錯意了
[00:09:53.000 --> 00:09:55.000]  因為當時吃飯前的洗手
[00:09:55.000 --> 00:09:57.000]  不是為了衛生原因
[00:09:57.000 --> 00:09:59.000]  是一個禮儀
[00:09:59.000 --> 00:10:00.000]  是一個文化
[00:10:00.000 --> 00:10:01.000]  一個禮儀
[00:10:01.000 --> 00:10:03.000]  是有一個背景的
[00:10:03.000 --> 00:10:06.000]  就是因為從舊約的開始
[00:10:06.000 --> 00:10:09.000]  以色列人就已經有了很根深蒂固的觀念
[00:10:09.000 --> 00:10:10.000]  這個也是律法書
[00:10:10.000 --> 00:10:11.000]  摩西五經講的
[00:10:11.000 --> 00:10:14.000]  他們是神的選民
[00:10:14.000 --> 00:10:16.000]  他們是神揀選的
[00:10:16.000 --> 00:10:18.000]  他們是聖潔的
[00:10:18.000 --> 00:10:20.000]  他們是潔淨的
[00:10:20.000 --> 00:10:21.000]  所以在舊約裡面
[00:10:21.000 --> 00:10:22.000]  你會看到很多
[00:10:22.000 --> 00:10:24.000]  他們要分別出來的
[00:10:24.000 --> 00:10:25.000]  有些是潔淨的
[00:10:25.000 --> 00:10:26.000]  有些是不潔的
[00:10:26.000 --> 00:10:27.000]  大家記不記得
[00:10:27.000 --> 00:10:28.000]  有些是可以吃的
[00:10:28.000 --> 00:10:29.000]  有些是不可以吃的
[00:10:29.000 --> 00:10:30.000]  有些是可以做的
[00:10:30.000 --> 00:10:31.000]  有些是不可以做的
[00:10:31.000 --> 00:10:32.000]  所以其實目的是想
[00:10:32.000 --> 00:10:33.000]  透過這些教導
[00:10:33.000 --> 00:10:35.000]  告訴當時的以色列人
[00:10:35.000 --> 00:10:36.000]  你們是神揀選的
[00:10:36.000 --> 00:10:38.000]  你們特別分別出來衛生
[00:10:38.000 --> 00:10:41.000]  透過你們的生活彰顯這種特質出來
[00:10:41.000 --> 00:10:44.000]  慢慢過了摩西之後
[00:10:44.000 --> 00:10:45.000]  很多年
[00:10:45.000 --> 00:10:46.000]  好像耶穌的年代
[00:10:46.000 --> 00:10:48.000]  這些這樣的條例
[00:10:48.000 --> 00:10:50.000]  慢慢就會演化
[00:10:50.000 --> 00:10:51.000]  因為時代變了
[00:10:51.000 --> 00:10:52.000]  環境變了
[00:10:52.000 --> 00:10:55.000]  這些條例慢慢都要有些解釋
[00:10:55.000 --> 00:10:57.000]  需要有些修正
[00:10:57.000 --> 00:10:58.000]  或者有些添加
[00:10:58.000 --> 00:11:00.000]  所以去到耶穌的年代
[00:11:00.000 --> 00:11:01.000]  你會發覺
[00:11:01.000 --> 00:11:04.000]  他們潔淨的條例是很多的
[00:11:04.000 --> 00:11:05.000]  很多的
[00:11:05.000 --> 00:11:08.000]  洗手是其中一種
[00:11:08.000 --> 00:11:12.000]  是表示這個人要潔淨
[00:11:12.000 --> 00:11:13.000]  因為他們出街
[00:11:13.000 --> 00:11:16.000]  因為街上太多東西不潔淨
[00:11:16.000 --> 00:11:17.000]  他們會認為
[00:11:17.000 --> 00:11:19.000]  譬如外邦人不潔淨
[00:11:19.000 --> 00:11:20.000]  所以跟外邦人走過
[00:11:20.000 --> 00:11:21.000]  跟他握手
[00:11:21.000 --> 00:11:22.000]  跟他一起買東西
[00:11:22.000 --> 00:11:23.000]  做買賣
[00:11:23.000 --> 00:11:25.000]  之後可能你都會沾染不潔
[00:11:25.000 --> 00:11:27.000]  回家你要洗手
[00:11:27.000 --> 00:11:29.000]  街上可能有很多人
[00:11:29.000 --> 00:11:31.000]  很多東西都不潔淨
[00:11:31.000 --> 00:11:32.000]  譬如走過街
[00:11:32.000 --> 00:11:34.000]  突然踢到一個死小鳥
[00:11:34.000 --> 00:11:36.000]  死屍
[00:11:36.000 --> 00:11:37.000]  不潔淨
[00:11:37.000 --> 00:11:38.000]  整個人都不潔淨
[00:11:38.000 --> 00:11:39.000]  回家又要洗手
[00:11:39.000 --> 00:11:40.000]  又要洗手
[00:11:40.000 --> 00:11:41.000]  又要獻祭
[00:11:41.000 --> 00:11:42.000]  他們要做這些事
[00:11:42.000 --> 00:11:43.000]  不止這樣
[00:11:43.000 --> 00:11:44.000]  家裏的杯盤
[00:11:44.000 --> 00:11:46.000]  全部都要洗乾淨
[00:11:46.000 --> 00:11:47.000]  目的不是衛生
[00:11:47.000 --> 00:11:50.000]  是因為這些事要分別為勝出來
[00:11:50.000 --> 00:11:52.000]  做很多這些事
[00:11:52.000 --> 00:11:54.000]  他們那些大麻瘋的人
[00:11:54.000 --> 00:11:55.000]  其實都是
[00:11:55.000 --> 00:11:57.000]  大麻瘋的人被視為不潔淨
[00:11:57.000 --> 00:11:59.000]  有大麻瘋會怎樣
[00:11:59.000 --> 00:12:00.000]  立刻會避開眾人
[00:12:00.000 --> 00:12:02.000]  離開整個外面
[00:12:02.000 --> 00:12:04.000]  大麻瘋病會傳染
[00:12:04.000 --> 00:12:07.000]  大家有沒有聽過一個血漏病的婦人
[00:12:07.000 --> 00:12:09.000]  都是不潔淨
[00:12:09.000 --> 00:12:10.000]  不能碰
[00:12:10.000 --> 00:12:11.000]  碰到她
[00:12:11.000 --> 00:12:13.000]  你都會受到玷污
[00:12:13.000 --> 00:12:16.000]  血漏病會不會傳染
[00:12:16.000 --> 00:12:17.000]  當然不會
[00:12:17.000 --> 00:12:18.000]  麻瘋科病
[00:12:18.000 --> 00:12:19.000]  傳什麼染
[00:12:19.000 --> 00:12:24.000]  他們的潔淨其實是一種很強烈的觀念
[00:12:24.000 --> 00:12:25.000]  告訴我們
[00:12:25.000 --> 00:12:28.000]  所以耶穌去到這個情景之下
[00:12:28.000 --> 00:12:29.000]  對他們來說
[00:12:29.000 --> 00:12:30.000]  這是一個常識
[00:12:30.000 --> 00:12:32.000]  特別你作為一個以色列人的老師
[00:12:32.000 --> 00:12:33.000]  耶穌
[00:12:33.000 --> 00:12:34.000]  拉比
[00:12:34.000 --> 00:12:36.000]  有什麼理由你會不知道這些傳統
[00:12:36.000 --> 00:12:38.000]  所以當他不吃飯之前
[00:12:38.000 --> 00:12:39.000]  他不洗手
[00:12:39.000 --> 00:12:41.000]  這些人就很奇怪
[00:12:41.000 --> 00:12:42.000]  帶著質疑的眼光
[00:12:42.000 --> 00:12:43.000]  看著耶穌
[00:12:43.000 --> 00:12:45.000]  耶穌就有一連串
[00:12:45.000 --> 00:12:47.000]  殺一個無知三惡有禍
[00:12:47.000 --> 00:12:50.000]  跟這些法利賽人說話
[00:12:50.000 --> 00:12:51.000]  耶穌說什麼呢
[00:12:51.000 --> 00:12:52.000]  他說
[00:12:52.000 --> 00:12:54.000]  如今你們法利賽人
[00:12:54.000 --> 00:12:56.000]  洗淨杯盤的外面
[00:12:56.000 --> 00:12:59.000]  你們裡面卻滿了勒索的邪惡
[00:12:59.000 --> 00:13:00.000]  OK
[00:13:00.000 --> 00:13:02.000]  這是說什麼呢
[00:13:02.000 --> 00:13:05.000]  他們做很多外面的規條
[00:13:05.000 --> 00:13:07.000]  但是心裡面呢
[00:13:07.000 --> 00:13:08.000]  勒索
[00:13:08.000 --> 00:13:10.000]  邪惡
[00:13:10.000 --> 00:13:11.000]  動機
[00:13:11.000 --> 00:13:12.000]  貪婪
[00:13:12.000 --> 00:13:13.000]  勒索
[00:13:13.000 --> 00:13:14.000]  貪錢
[00:13:14.000 --> 00:13:15.000]  OK
[00:13:15.000 --> 00:13:17.000]  這是他們心裡面的狀況
[00:13:17.000 --> 00:13:18.000]  所以
[00:13:18.000 --> 00:13:19.000]  他就說
[00:13:19.000 --> 00:13:20.000]  無知的人
[00:13:20.000 --> 00:13:22.000]  做外面的不也做裡面嗎
[00:13:22.000 --> 00:13:24.000]  那位創造人
[00:13:24.000 --> 00:13:25.000]  創造萬物的主
[00:13:25.000 --> 00:13:27.000]  我們不單是手腳是他做的
[00:13:27.000 --> 00:13:28.000]  皮膚是他做的
[00:13:28.000 --> 00:13:29.000]  我們心也是他做的
[00:13:29.000 --> 00:13:31.000]  他知道你外面潔淨
[00:13:31.000 --> 00:13:33.000]  他知不知道你裡面不潔淨呢
[00:13:33.000 --> 00:13:34.000]  當然知道
[00:13:34.000 --> 00:13:35.000]  是不是
[00:13:35.000 --> 00:13:37.000]  所以他提起當時的法利賽人
[00:13:37.000 --> 00:13:38.000]  告訴他
[00:13:38.000 --> 00:13:39.000]  你們是無知
[00:13:39.000 --> 00:13:41.000]  你們以為做了這些就搞定
[00:13:41.000 --> 00:13:43.000]  你們裡面還有這麼多問題
[00:13:43.000 --> 00:13:45.000]  所以其實他要求的
[00:13:45.000 --> 00:13:46.000]  他期望的是什麼呢
[00:13:46.000 --> 00:13:50.000]  這些滿有宗教知識的法利賽人
[00:13:50.000 --> 00:13:52.000]  他期望他們的生命
[00:13:52.000 --> 00:13:54.000]  裡面和外面是要一致的
[00:13:54.000 --> 00:13:56.000]  如果你外面做得好
[00:13:56.000 --> 00:13:57.000]  潔淨的話
[00:13:57.000 --> 00:14:00.000]  你的生命裡面應該同樣要潔淨
[00:14:00.000 --> 00:14:03.000]  這就是耶穌最核心的期望
[00:14:03.000 --> 00:14:06.000]  這裡說他們是無知
[00:14:06.000 --> 00:14:08.000]  通常我們理解無知
[00:14:08.000 --> 00:14:11.000]  是指他們沒有知識
[00:14:11.000 --> 00:14:13.000]  法利賽人是不是沒有知識呢
[00:14:13.000 --> 00:14:15.000]  想清楚一點
[00:14:15.000 --> 00:14:16.000]  我相信
[00:14:16.000 --> 00:14:18.000]  他們對聖經的認識
[00:14:18.000 --> 00:14:20.000]  比你和我都豐富
[00:14:20.000 --> 00:14:24.000]  他們至少已經背了舊約聖經
[00:14:24.000 --> 00:14:28.000]  摩西五經你怎麼背呢
[00:14:28.000 --> 00:14:29.000]  他們五歲開始
[00:14:29.000 --> 00:14:31.000]  那些訓練做拉比的身分制
[00:14:31.000 --> 00:14:33.000]  已經開始背利未記
[00:14:33.000 --> 00:14:35.000]  利未記是第一卷書要背的
[00:14:35.000 --> 00:14:37.000]  因為它充滿條文
[00:14:37.000 --> 00:14:38.000]  什麼制什麼制什麼制
[00:14:38.000 --> 00:14:40.000]  其實應該是很好背的
[00:14:40.000 --> 00:14:42.000]  他們認為很好背
[00:14:42.000 --> 00:14:44.000]  他們背完之後
[00:14:44.000 --> 00:14:48.000]  要背很多其他聖經以外的規條
[00:14:48.000 --> 00:14:49.000]  好了不說了
[00:14:49.000 --> 00:14:52.000]  其實耶穌在這裡說的無知
[00:14:52.000 --> 00:14:53.000]  不是指他們沒有知識
[00:14:53.000 --> 00:14:55.000]  不是說他們愚蠢
[00:14:55.000 --> 00:14:58.000]  其實是在說生命的狀態
[00:14:58.000 --> 00:15:00.000]  只有外面的規條
[00:15:00.000 --> 00:15:01.000]  沒有了裡面的規條
[00:15:01.000 --> 00:15:02.000]  好了他說什麼呢
[00:15:02.000 --> 00:15:03.000]  他說無知的人
[00:15:03.000 --> 00:15:05.000]  做外面的也不做裡面的
[00:15:05.000 --> 00:15:07.000]  只要把裡面的施捨給人犯
[00:15:07.000 --> 00:15:09.000]  你們就已經潔淨了
[00:15:09.000 --> 00:15:10.000]  什麼是潔淨呢
[00:15:10.000 --> 00:15:11.000]  其實真正的潔淨
[00:15:11.000 --> 00:15:13.000]  不是你做這些洗手
[00:15:13.000 --> 00:15:14.000]  洗杯盤
[00:15:14.000 --> 00:15:15.000]  而是你裡面
[00:15:15.000 --> 00:15:17.000]  能不能夠將你裡面
[00:15:17.000 --> 00:15:21.000]  因為當時魯迦奉強調法利賽人的貪婪貪錢
[00:15:21.000 --> 00:15:23.000]  你裡面願意將他施捨出去的話
[00:15:23.000 --> 00:15:26.000]  這個行動就反映了你生命中的潔淨
[00:15:26.000 --> 00:15:29.000]  耶穌是特別強調對他們是這一點的
[00:15:29.000 --> 00:15:32.000]  裡面和外面需要一致
[00:15:32.000 --> 00:15:33.000]  我經常都問
[00:15:33.000 --> 00:15:34.000]  其實法利賽人
[00:15:34.000 --> 00:15:36.000]  我們印象法利賽人都很差的
[00:15:36.000 --> 00:15:39.000]  因為這個是耶穌的眼光
[00:15:39.000 --> 00:15:40.000]  其實說真的
[00:15:40.000 --> 00:15:41.000]  看歷史
[00:15:41.000 --> 00:15:43.000]  法利賽人是一班很虔誠的人
[00:15:43.000 --> 00:15:45.000]  教育裡面他們是沒有出現過
[00:15:45.000 --> 00:15:46.000]  兩樣之間
[00:15:46.000 --> 00:15:47.000]  他們的出現
[00:15:47.000 --> 00:15:48.000]  是因為他們亡國
[00:15:48.000 --> 00:15:49.000]  亡國之後
[00:15:49.000 --> 00:15:52.000]  他們有一些很想復興自己民族國家
[00:15:52.000 --> 00:15:54.000]  很虔誠的人
[00:15:54.000 --> 00:15:56.000]  他們很重視律法
[00:15:56.000 --> 00:15:58.000]  他們的舊約聖經
[00:15:58.000 --> 00:16:00.000]  於是他們興起一班人
[00:16:00.000 --> 00:16:01.000]  很虔誠地遵守律法
[00:16:01.000 --> 00:16:03.000]  做了裡面所有的事
[00:16:03.000 --> 00:16:05.000]  十誡全部做了
[00:16:05.000 --> 00:16:06.000]  所有誡命都做了
[00:16:06.000 --> 00:16:09.000]  為了顯出他們是一種屬於神的人
[00:16:09.000 --> 00:16:11.000]  其實動機很好的
[00:16:11.000 --> 00:16:13.000]  一班人就出現了
[00:16:13.000 --> 00:16:14.000]  不過這班人
[00:16:14.000 --> 00:16:16.000]  慢慢慢慢慢慢
[00:16:16.000 --> 00:16:17.000]  有一種轉變
