
[00:00:00.000 --> 00:00:06.600]  各位大型節目的朋友,很歡迎大家今天和他在《晨日電鍾》經班,讚美晨。
[00:02:19.080 --> 00:02:24.200]  第一次講到,記著在《使徒行傳》第十三章,他這樣講,
[00:02:24.200 --> 00:02:28.800]  十三章第十七節這樣說,以色列民是神所揀選了給他們,
[00:02:28.800 --> 00:02:34.160]  他們寄居在埃及的時候,神就用他的大靈的手將他們領出來,
[00:02:34.160 --> 00:02:39.120]  在那裏抗野裏面大約撫養了他們,容忍了他們四十年。
[00:02:39.120 --> 00:02:45.920]  接著又去迦南地,被他們設立士司,四百五十年直到撒姆爾的時候,
[00:02:45.920 --> 00:02:51.040]  後來還立了一個王,就是掃羅王,在遍南安邦當中的二子掃羅,
[00:02:51.040 --> 00:02:54.400]  在他們當中作了王四十年。
[00:02:54.400 --> 00:03:02.040]  四十年之後,神就這裏說,保羅就跟這班猶太人和外邦人這樣說,
[00:03:02.040 --> 00:03:11.400]  神廢了掃羅,就選立了大衛作他們的王,又為他作見證說,
[00:03:11.400 --> 00:03:17.800]  我尋得耶穌的二子大衛,他是合我心意的人,凡事要遵行我的旨意,
[00:03:17.800 --> 00:03:23.800]  從這人的後裔當中,神已經要著他的鷹去,
[00:03:23.800 --> 00:03:27.640]  將以色列人設立了一個救主,名叫耶穌。
[00:03:27.640 --> 00:03:33.560]  當保羅和這班外邦人全港第一次宣教,全港這個信息的時候,
[00:03:33.560 --> 00:03:41.240]  都看到神的信實和慈愛信實,在以色列人的歷史當中,
[00:03:41.240 --> 00:03:45.800]  一直都是很愛他們,他們是多麼的信神。
[00:03:45.800 --> 00:03:53.320]  我們剛才所說的,我們這班在新約年代,我們這班非猶太人的生命當中,
[00:03:53.320 --> 00:03:56.040]  神已經設立了一個救主,就是主耶穌基督。
[00:03:56.040 --> 00:04:03.240]  主耶穌基督就是信實、慈愛的一個表現,我們從祂的生命當中,從祂的救人當中看到。
[00:04:03.240 --> 00:04:09.800]  我們看到剛才所讀的經文當中,我們學習什麼樣的愛,怎樣去愛呢?
[00:04:09.800 --> 00:04:18.920]  就是土主的喜悅。保羅提到大衛,這個君王,他是土神喜悅的人。
[00:04:18.920 --> 00:04:27.240]  他怎樣去回應這個掃羅王,他駕崩了,他打仗的時候身亡了,他去過世了。
[00:04:27.240 --> 00:04:34.600]  他怎樣去在這個故事裡面,從撒姆爾記下,第一章看到第七節那裡,
[00:04:34.600 --> 00:04:41.160]  可以看到他怎樣去愛他身邊的人,而能夠土神喜悅。
[00:04:41.160 --> 00:04:47.080]  我們一起低頭祈禱,愛你的主耶穌基督,我們感謝你,你是慈愛信實的神。
[00:04:47.080 --> 00:04:55.400]  你來到我們當中,唯有你受死,又藉著保羅,寫到他的見證,
[00:04:55.400 --> 00:05:03.560]  我們從新約當中知道,他試圖在當中宣教的工作,介紹了主耶穌基督給我們。
[00:05:03.560 --> 00:05:09.800]  求神你藉著大衛,大衛的故事都可以反映出神的信實、慈愛。
[00:05:09.800 --> 00:05:16.600]  求你教導我們怎樣去愛,教導我們看到聖經的時候,聖靈幫助我們去明白。
[00:05:16.600 --> 00:05:20.920]  使我們當中的會眾,無論是我們的主內的弟兄姊妹,
[00:05:20.920 --> 00:05:26.520]  或者是一幫慕道的朋友,他都能夠聽得清楚,能夠感受到主基督的愛。
[00:05:26.520 --> 00:05:29.080]  我們以上祷告福主耶穌,得勝的名字祈求。
[00:05:29.080 --> 00:05:42.920]  我們看到撒姆爾記上的時候,我們大約三個月之前看到撒姆爾記,完成了撒姆爾記。
[00:05:42.920 --> 00:05:50.520]  那時候撒姆爾記當中記載了,蘇羅就去和菲律師人去爭戰。
[00:05:50.520 --> 00:05:54.120]  那時候大衛就在菲律師人當中。
[00:05:54.120 --> 00:05:58.840]  本來大衛可能要跟著菲律師人一起去攻打蘇羅,
[00:05:58.840 --> 00:06:05.560]  但是神的安排之下,大衛就回到自己的城西格拉。
[00:06:05.560 --> 00:06:11.240]  但是在這個期間裡面,有一幫人叫做亞馬力人,他們很狡猾。
[00:06:11.240 --> 00:06:18.120]  他就偷襲大衛的大本營,就擄去了大衛的妻子和所有的東西。
[00:06:18.120 --> 00:06:23.240]  那時候他們就放聲大哭了,他們在南地燒了他們的作息。
[00:06:23.240 --> 00:06:26.280]  那時候就經歷到一切都被擄走了。
[00:06:26.280 --> 00:06:32.520]  大衛和跟隨的人都非常傷心,甚至大衛的手下幾乎要用石頭打大衛。
[00:06:32.520 --> 00:06:38.600]  因為大衛搞到自己的妻兒都被亞馬力人擄去。
[00:06:38.600 --> 00:06:42.760]  這幫亞馬力人真是很卑鄙。
[00:06:42.760 --> 00:06:48.760]  當以色列人從埃及走出來的時候,他們偷襲他們。
[00:06:48.760 --> 00:06:53.960]  他們帶著一幫以色列人走出來,他們哪有能夠抵擋呢?
[00:06:53.960 --> 00:06:58.840]  但是神在當中保護這幫以色列人。
[00:06:58.840 --> 00:07:04.280]  所以一直以來,這幫亞馬力人都是比較陰險地偷襲,
[00:07:04.280 --> 00:07:10.600]  專門針對神的子民去做一些好與不好的事。
[00:07:10.600 --> 00:07:13.640]  所以他看到這時,大衛就放聲大氣。
[00:07:13.640 --> 00:07:19.480]  大氣靠著神的能力,就把他們救回來,
[00:07:19.480 --> 00:07:23.160]  問他們神,他可不可以去救他們。
[00:07:23.160 --> 00:07:28.360]  他們在焦急的期間,他們就求問神,說怎樣去救他們的時候。
[00:07:28.360 --> 00:07:33.480]  結果大衛就將一幫擊敗了亞馬力人,
[00:07:33.480 --> 00:07:37.800]  將他們的妻兒和所有的東西救回來,去到大衛面前。
[00:07:37.800 --> 00:07:42.520]  所以我們看到,原來大衛一直都是願意去求問神,
[00:07:42.520 --> 00:07:45.880]  他每一步都是等待神的指示。
[00:07:45.880 --> 00:07:49.480]  就算他在悲痛、很傷痛的期間裏面,
[00:07:49.480 --> 00:07:52.840]  自己的妻兒被人擄去的時候,
[00:07:52.840 --> 00:07:58.760]  他都在焦急的期間裏面停下來,去求問神,應該怎樣做?
[00:07:58.760 --> 00:08:03.080]  結果他跟著神的指示,就能夠將他們帶領回來。
[00:08:03.080 --> 00:08:06.920]  在這個期間裏面,菲利士人就跟素羅去打仗。
[00:08:06.920 --> 00:08:11.000]  我們看到撒姆爾記下的最後一章的時候,
[00:08:11.000 --> 00:08:17.000]  素羅去那裏清楚知道自己是走投無路的時候,
[00:08:17.000 --> 00:08:25.320]  他不想被一幫未受國禮的菲利士人所殺、所凌辱,
[00:08:25.320 --> 00:08:27.800]  所以他就自殺身亡。
[00:08:30.120 --> 00:08:35.800]  他死後,大衛在阿瑪利人將他的妻兒帶回西格拉,
[00:08:35.800 --> 00:08:39.960]  他不知道發生了什麼事情,因為他回到自己的大本營,
[00:08:39.960 --> 00:08:45.240]  菲利士人就跟素羅在上面打仗,打輸了,素羅自殺身亡。
[00:08:45.240 --> 00:08:53.640]  但是突然間有個人走過來,有個人是刑侶走過來,
[00:08:53.640 --> 00:08:56.680]  那個人就是一個阿瑪利人,大家剛才所讀的,
[00:08:56.680 --> 00:09:01.800]  他走過來就撕裂衣服,頭戴一副好像賓桑那樣,
[00:09:01.800 --> 00:09:06.040]  來復在大衛面前去求敗,說不對路,
[00:09:06.040 --> 00:09:13.640]  知道好像有些不好的消息來到當中,
[00:09:13.640 --> 00:09:18.440]  大衛不知道什麼事就在求問他,問他究竟發生什麼事?
[00:09:18.440 --> 00:09:25.880]  那個少年人就在以色列營裏面回來的情況怎樣了?
[00:09:25.880 --> 00:09:30.760]  素羅陣亡了,是碰到死了。
[00:09:30.760 --> 00:09:36.520]  問這個少年人你怎樣知道素羅和若蘭丹死了?
[00:09:36.520 --> 00:09:41.560]  少年人說他偶然在戰場上,基里波山那裏見到素羅,
[00:09:41.560 --> 00:09:48.440]  就自己有很多的,他就說復在自己的槍上,
[00:09:48.440 --> 00:09:53.000]  即是拿著那支槍捏著,即是捏著的意思,
[00:09:53.000 --> 00:09:56.840]  英文就是Leaning on the Spear,就戰車在追他,
[00:09:56.840 --> 00:10:00.840]  他就回頭叫了這個亞馬力少年人,
[00:10:00.840 --> 00:10:07.400]  你過來吧,不如你殺我吧,因為很痛苦,
[00:10:07.400 --> 00:10:14.040]  他說很痛苦,他不想再生命,他不能活的時候,
[00:10:14.040 --> 00:10:17.720]  結果他就把這個少年人告訴大衛,
[00:10:17.720 --> 00:10:21.480]  我就將素羅刺殺了,殺死了,
[00:10:21.480 --> 00:10:26.120]  現在這就是他頭上的冠冕,
[00:10:26.120 --> 00:10:30.280]  當你想起如果你是大衛的時候,你會怎樣想?
[00:10:30.280 --> 00:10:34.040]  大衛一直都被素羅追擊,為甚麼?
[00:10:34.040 --> 00:10:39.480]  因為素羅知道神已經離開了他,
[00:10:39.480 --> 00:10:43.400]  神已經領納了大衛做以色列的軍王,
[00:10:43.400 --> 00:10:47.240]  所以大衛一直都被素羅追擊,
[00:10:47.240 --> 00:10:50.600]  走路走難走了很久,帶著子女走難,
[00:10:50.600 --> 00:10:58.440]  現在這個亞馬力少年人拿著素羅的皇冠來到他面前,
[00:10:58.440 --> 00:11:07.160]  素羅死了,不同英女皇,英女皇大家很受民眾愛戴,
[00:11:07.160 --> 00:11:11.240]  以色列民眾誰受愛戴?大衛被人受愛戴,
[00:11:11.240 --> 00:11:17.160]  現在整個皇冠在面前,他的反應不是,
[00:11:17.160 --> 00:11:20.760]  我接了一個皇冠做皇帝,他不是這樣,
[00:11:20.760 --> 00:11:23.960]  他自己都撕裂於奉,
[00:11:23.960 --> 00:11:29.640]  因為他看到他的手下都在撕裂於奉,
[00:11:29.640 --> 00:11:35.080]  因為在悼念,哀哭,說素羅和他的兒子約勒丹死,
[00:11:35.080 --> 00:11:40.840]  他是對國家是一個很大的傷痛的事情,
[00:11:40.840 --> 00:11:51.080]  看到原來素羅在大衛的心目中還有一個尊敬的心,
[00:11:51.080 --> 00:11:54.840]  包括他的兒子,雖然他一直追擊他,
[00:11:54.840 --> 00:11:58.040]  一直害他,但他的胸襟很廣,
[00:11:58.040 --> 00:12:04.520]  他不會因為他的追擊而對約勒丹和素羅會耿耿於懷,
[00:12:04.520 --> 00:12:11.240]  因為他是神的首高者,神是給他做皇帝的時候,
[00:12:11.240 --> 00:12:14.520]  他要有尊重,有愛戴在當中,
[00:12:14.520 --> 00:12:19.240]  他禁食,他在哀哭的期間,
[00:12:19.240 --> 00:12:22.440]  大衛再問這個亞馬力人的少年人,
[00:12:22.440 --> 00:12:25.800]  你是哪裡來的?再問多一次,
[00:12:25.800 --> 00:12:28.200]  是亞馬力人的客人的兒子,
[00:12:28.200 --> 00:12:30.920]  他是這個身份,甚麼叫亞馬力人客人的兒子呢?
[00:12:30.920 --> 00:12:36.600]  因為他的家庭寄居在以色列地,
[00:12:36.600 --> 00:12:41.640]  所以有寄居的身份,就在以色列民當中住在一起,
[00:12:41.640 --> 00:12:43.880]  所以他在當中住在一起的時候,
[00:12:43.880 --> 00:12:49.000]  就像他在戰場上出來,就像幫手打仗一樣,
[00:12:49.000 --> 00:12:51.880]  自己扮的原來,已經大衛識穿了,
[00:12:51.880 --> 00:12:54.600]  他說你身手害耶和華的首高者,
[00:12:54.600 --> 00:13:00.360]  那你不敬畏神的嗎?你不懼怕神的嗎?
[00:13:00.360 --> 00:13:02.520]  你既然在以色列民當中住,
[00:13:02.520 --> 00:13:04.920]  你也知道以色列民的神是這樣,
[00:13:04.920 --> 00:13:07.400]  根本大衛就識穿了他,
[00:13:07.400 --> 00:13:09.720]  因為大衛清楚知道素羅,
[00:13:09.720 --> 00:13:16.440]  他不會寧願死在這幫未受國禮的人的手下,
[00:13:16.440 --> 00:13:18.760]  所以他寧願自殺,
[00:13:18.760 --> 00:13:21.960]  這個亞馬力人根本就不是受過國禮的,
[00:13:21.960 --> 00:13:24.120]  大衛清楚知道素羅的為人,
[00:13:24.120 --> 00:13:30.520]  他怎會寧願死在這個亞馬力人的手下呢?
[00:13:30.520 --> 00:13:34.360]  他會不會因為自己覺得很痛而想死呢?
[00:13:34.360 --> 00:13:39.480]  所以看到這個亞馬力人的少年自己拿來死,
[00:13:39.480 --> 00:13:44.600]  他明明以為自己可以來到大衛面前邀功,
[00:13:44.600 --> 00:13:47.160]  素羅追擊你這麼久,
[00:13:47.160 --> 00:13:48.520]  現在有個皇冠在那裡,
[00:13:48.520 --> 00:13:51.000]  嘩,我打算一定拿到獎賞,
[00:13:51.000 --> 00:13:54.120]  誰知道他就因為這樣而喪失性命,
[00:13:54.120 --> 00:13:59.960]  結果大衛就叫他的手下殺死了這個亞馬力人少年,
[00:13:59.960 --> 00:14:01.240]  所以你就去死了,
[00:14:01.240 --> 00:14:03.480]  就叫他死了,就被他殺死了,
[00:14:03.480 --> 00:14:05.000]  看到這個大衛,
[00:14:05.000 --> 00:14:10.360]  看到他們真是識破這個奸險的計劃,
[00:14:10.360 --> 00:14:13.000]  這個人去邀功的時候,
[00:14:13.000 --> 00:14:15.160]  寧願去邀功的時候,
[00:14:15.160 --> 00:14:16.840]  我們其實生命當中,
[00:14:16.840 --> 00:14:22.200]  我們都遇到很多的追逼,
[00:14:22.200 --> 00:14:23.720]  我不知道大家有沒有遇過,
[00:14:23.720 --> 00:14:25.720]  我以前做工的時候,
[00:14:25.720 --> 00:14:30.120]  真是差的,有些事情在職場上很多競爭,
[00:14:30.120 --> 00:14:32.840]  都有些互相追逼的時候,
[00:14:32.840 --> 00:14:36.040]  就是說我們做政府工的,
[00:14:36.040 --> 00:14:37.800]  我自己做實驗室的,
[00:14:37.800 --> 00:14:39.960]  嘩,那些地很重要,
[00:14:39.960 --> 00:14:43.640]  那些空間,實驗室有多少位,
[00:14:43.640 --> 00:14:46.760]  在哪裡做,都有時有一些爭拗,
[00:14:46.760 --> 00:14:49.160]  有時被人追擊的感覺,
[00:14:49.160 --> 00:14:52.440]  但是我們清楚知道誰是老闆,
[00:14:52.440 --> 00:14:56.040]  我們所謂跟誰匯報,
[00:14:56.040 --> 00:15:01.960]  但是很清楚知道大衛是跟神報匯報,
[00:15:01.960 --> 00:15:03.240]  他的老闆是神,
[00:15:03.240 --> 00:15:12.040]  不是為了爭這個皇冠而搞到老闆不開心,
[00:15:12.040 --> 00:15:14.040]  因為神只是他的老闆,
[00:15:14.040 --> 00:15:19.880]  之後大衛悲痛作了一些詩歌,
[00:15:19.880 --> 00:15:25.240]  他記載在所謂的《戰略公歌》,
[00:15:25.240 --> 00:15:27.240]  記載在《阿薩爾書》上面,
[00:15:27.240 --> 00:15:30.280]  他在那裡寫了怎樣讚美,
[00:15:30.280 --> 00:15:37.560]  怎樣說這個掃羅和約拿丹對以色列人的貢獻,
[00:15:37.560 --> 00:15:41.960]  他是一個勇士,是他生命中所紀念的,
[00:15:41.960 --> 00:15:47.160]  我們看到第一點的時候,
[00:15:47.160 --> 00:15:49.800]  原來大衛從大衛身上,
[00:15:49.800 --> 00:15:54.040]  怎樣去見到大衛怎樣去討神喜悅呢,
[00:15:54.040 --> 00:15:55.800]  我們就學習怎樣去愛,
[00:15:55.800 --> 00:16:02.760]  因為他在當中愛掃羅和約拿丹的時候,
[00:16:02.760 --> 00:16:07.800]  雖然他們對他做了很多很傷痛的事情,
[00:16:07.800 --> 00:16:10.200]  但是他的胸襟一直很廣闊,
[00:16:10.200 --> 00:16:13.240]  因為耶和華的緣故,
[00:16:13.240 --> 00:16:17.160]  所以他能夠沒有怨恨地去愛他們,
[00:16:17.160 --> 00:16:19.160]  我們可以看到這個訊息,
[00:16:19.160 --> 00:16:21.960]  我們看到我們當中的主內的弟兄姊妹,
[00:16:21.960 --> 00:16:24.520]  可能都會有爭拗的時候,
[00:16:24.520 --> 00:16:28.040]  但是我們要紀念到我們因為主耶穌基督的緣故,
[00:16:28.040 --> 00:16:29.400]  我們成為一家人,
[00:16:29.400 --> 00:16:33.480]  我們當中有一種友誼在當中,
[00:16:33.480 --> 00:16:37.000]  這種友誼我們是能夠共渡這個危難,
[00:16:37.000 --> 00:16:39.480]  這種友誼我們可以互相支持,
[00:16:39.480 --> 00:16:42.360]  一同走這條艱苦的道路,
[00:16:42.360 --> 00:16:44.360]  同時有喜樂的時間,
[00:16:44.360 --> 00:16:48.840]  我們的團契都開始組織去看落葉的機會,
[00:16:48.840 --> 00:16:51.400]  遠足,想起去年的事情,
[00:16:51.400 --> 00:16:53.400]  大家都會去一同去遠足,
[00:16:53.400 --> 00:16:56.280]  去走山頭去看落葉的景況,
[00:16:56.280 --> 00:16:58.280]  或者甚至在暑假期間,
[00:16:58.280 --> 00:17:01.160]  我看到一些團契都會一起去開車,
[00:17:01.160 --> 00:17:03.960]  去環繞湖,
[00:17:03.960 --> 00:17:08.120]  遊一圈去一兩天旅行的景況,
[00:17:08.120 --> 00:17:13.240]  我們期望大家在教會裏面都能夠找出一個家庭,
[00:17:13.240 --> 00:17:16.280]  有一個屬靈的家,
[00:17:16.280 --> 00:17:18.280]  但是在當中裏面,
[00:17:18.280 --> 00:17:22.440]  我們會有往往間中都會有些衝突,
[00:17:22.440 --> 00:17:25.640]  我期望當中我們的團契生活當中,
[00:17:25.640 --> 00:17:28.600]  都興起神興起一些和平之子,
[00:17:28.600 --> 00:17:31.880]  在我們當中能夠有遇到,
[00:17:31.880 --> 00:17:33.880]  見到弟兄姊妹有爭拗的時候,
[00:17:33.880 --> 00:17:37.560]  能夠有些緩和的機會,
[00:17:37.560 --> 00:17:40.680]  因為就算我們自己的教牧同工都是,
[00:17:40.680 --> 00:17:43.160]  我們有時教會很多會開,
[00:17:43.160 --> 00:17:45.160]  我除了港島之外教主要學,
[00:17:45.160 --> 00:17:47.160]  和教浸禮班之外,
[00:17:47.160 --> 00:17:50.520]  都有很多的會要開,
[00:17:50.520 --> 00:17:55.800]  每個禮拜開會可能都會接近十個小時,
[00:17:55.800 --> 00:17:57.800]  會接近十個小時,
[00:17:57.800 --> 00:18:01.080]  但是當中是不同的預言簿,
[00:18:01.080 --> 00:18:03.080]  我們經常離開會,
[00:18:03.080 --> 00:18:06.760]  但是大家心交的情況不是那麼深,
[00:18:06.760 --> 00:18:10.040]  說真的,有時會去執事會開會,
[00:18:10.040 --> 00:18:12.040]  去牧長團開會,
[00:18:12.040 --> 00:18:15.720]  但是我們當中的待討的時間是少,
[00:18:15.720 --> 00:18:18.920]  我期望,因為我們經常為教會禱告,
[00:18:18.920 --> 00:18:21.960]  但是我們有時可能會忽略了,
[00:18:21.960 --> 00:18:24.440]  我們和弟兄姊妹之間的心交,
[00:18:24.440 --> 00:18:27.720]  導致我們有時可能會不明白,
[00:18:27.720 --> 00:18:30.440]  為什麼你傳道說話的語氣是這樣的,
[00:18:30.440 --> 00:18:33.720]  是不是特別爭論特別,
[00:18:33.720 --> 00:18:35.720]  可能有些誤會,
[00:18:35.720 --> 00:18:39.800]  結果有時會有些怨言出來,
[00:18:39.800 --> 00:18:40.840]  大家都會有彼此的怨言,
[00:18:40.840 --> 00:18:42.360]  可能大家聽得不清楚,
[00:18:42.360 --> 00:18:45.240]  但是我們希望接著主耶穌基督的愛,
[00:18:45.240 --> 00:18:49.560]  我們明白到我們心裡是沒有怨恨的彼此相愛,
[00:18:49.560 --> 00:18:57.080]  好像大衛一樣,他愛素羅和愛若蘭丹,
[00:18:57.080 --> 00:19:00.360]  不會因為他們之間的怨恨,
[00:19:00.360 --> 00:19:05.000]  不會因為他們之間的行動的事情,
[00:19:05.000 --> 00:19:06.520]  而有怨恨,
[00:19:06.520 --> 00:19:10.440]  我們希望大家能夠心胸廣一點去接納,
[00:19:10.440 --> 00:19:12.920]  去面對這些衝突。
[00:19:12.920 --> 00:19:20.360]  我們看第17節到第1章結尾27節的時候,
[00:19:20.360 --> 00:19:25.160]  我們看到大衛很傷心,為他作了一首詩歌,
[00:19:25.160 --> 00:19:29.000]  大衛這樣說,之後又這樣說,
[00:19:29.000 --> 00:19:33.960]  素羅和若蘭丹活得相悅相愛,
[00:19:33.960 --> 00:19:38.200]  死的時候不分離,兩父子,
[00:19:38.200 --> 00:19:41.480]  父親懷疑兒子背叛他有段時間,
[00:19:41.480 --> 00:19:46.120]  因為若蘭丹的兒子明明是皇權的繼承人,
[00:19:46.120 --> 00:19:50.760]  素羅死了之後明明就到若蘭丹了,
[00:19:50.760 --> 00:19:54.760]  但是若蘭丹清楚知道大衛是神爽高立的,
[00:19:54.760 --> 00:19:58.120]  所以若蘭丹和大衛之間的友情很好,
[00:19:58.120 --> 00:20:02.920]  他最後都不會扔下他爸爸,
[00:20:02.920 --> 00:20:07.160]  他雖然知道他爸爸過了位,走錯了路,
[00:20:07.160 --> 00:20:08.600]  為什麼你要針對大衛呢?
[00:20:08.600 --> 00:20:11.720]  明明神很熱和,很喜愛他有大衛,
[00:20:11.720 --> 00:20:15.400]  但是他都不會離開他的爸爸,
[00:20:15.400 --> 00:20:19.880]  在戰場上和菲律師人打仗的時候,
[00:20:19.880 --> 00:20:25.000]  因為他們在戰場上身亡,死時都會不分離,
[00:20:25.000 --> 00:20:29.160]  他們的父子都是一個勇士,
[00:20:29.160 --> 00:20:33.320]  為以色列打了很多美妙的仗,
[00:20:33.320 --> 00:20:35.560]  為耶和華打了美好的仗,
[00:20:35.560 --> 00:20:41.960]  以色列的女子都會為他們哭泣,
[00:20:41.960 --> 00:20:46.840]  因為她帶給以色列人有光輝的時光,
[00:20:46.840 --> 00:20:48.840]  帶給他們光輝的年代,
[00:20:48.840 --> 00:20:54.280]  這位英雄通到世上去河頓失望一件悲哀的事情,
[00:20:54.280 --> 00:20:58.920]  所以我看到大衛一直都在為這件失望的事情,
[00:20:58.920 --> 00:21:02.280]  而悲哀,而傷痛。
[00:21:02.280 --> 00:21:08.280]  約拿丹,這裡提到約拿丹,
[00:21:08.280 --> 00:21:10.360]  他的兄長,他當約拿丹是兄長,
[00:21:10.360 --> 00:21:12.680]  他大約十多歲左右,
[00:21:12.680 --> 00:21:14.920]  我為你悲傷,我喜悅你,
[00:21:14.920 --> 00:21:17.080]  我向你所發的愛情,
[00:21:17.080 --> 00:21:20.840]  這個弟兄之間的愛情,奇妙非常,
[00:21:20.840 --> 00:21:23.080]  過於父女的愛情,
[00:21:23.080 --> 00:21:27.880]  過於夫妻情慾上的愛情,
[00:21:27.880 --> 00:21:30.840]  因為這個弟兄之間的愛情,
[00:21:30.840 --> 00:21:35.240]  是建立於神的民約當中,
[00:21:35.240 --> 00:21:37.080]  這是一個神的民約,
[00:21:37.080 --> 00:21:41.560]  是永恆不變弟兄姊妹之間的民約的愛,
[00:21:41.560 --> 00:21:49.320]  這個愛是不會因為他們環境造成的衝突而破壞,
[00:21:49.320 --> 00:21:51.880]  這不是有些比較開放的解釋,
[00:21:51.880 --> 00:21:55.080]  這是否同性戀,不是,絕對不是,
[00:21:55.080 --> 00:21:59.000]  這是弟兄姊妹之間的愛,
[00:21:59.000 --> 00:22:03.880]  這是建基於耶和華慈愛信神之下,
[00:22:03.880 --> 00:22:11.560]  我們看到原來他們扫羅和約拿丹對大衛之間,
[00:22:11.560 --> 00:22:15.000]  他們之間有個民約的關係當中,
[00:22:15.000 --> 00:22:18.120]  是建基於這個confident,
[00:22:18.120 --> 00:22:20.040]  這個不是一種的treaty,
[00:22:20.040 --> 00:22:24.200]  我們看到就算是前蘇聯共和國解散的時候,
[00:22:24.200 --> 00:22:28.200]  我們中國的國土側邊有很多的共和國,
[00:22:28.200 --> 00:22:29.720]  回交共和國,
[00:22:29.720 --> 00:22:31.400]  他們近來上了新聞,
[00:22:31.400 --> 00:22:35.640]  在聯合國的會議當中就說死了幾十人,
[00:22:35.640 --> 00:22:38.040]  他們為了什麼而爭拗呢?
[00:22:38.040 --> 00:22:40.360]  當前蘇聯共和國解體之後,
[00:22:40.360 --> 00:22:42.440]  他們就瓜分了一些地方,
[00:22:42.440 --> 00:22:45.640]  夸克那裡中間有個平原,
[00:22:45.640 --> 00:22:48.040]  三個國家裡面有個平原,
[00:22:48.040 --> 00:22:50.200]  有水肥沃的土地,
[00:22:50.200 --> 00:22:54.040]  他們為了爭這些水源的問題,
[00:22:54.040 --> 00:22:55.560]  發生了衝突,
[00:22:55.560 --> 00:22:59.240]  所以在聯合國的會議當中都提出他們在那裡打仗,
[00:22:59.240 --> 00:23:02.040]  在那裡有衝突,死傷了幾十人,
[00:23:02.040 --> 00:23:05.560]  連俄羅斯都嘗試去調停,
[00:23:05.560 --> 00:23:09.560]  他們以前在蘇聯共和國之間,
[00:23:09.560 --> 00:23:11.560]  他們有個treaty,
[00:23:11.560 --> 00:23:18.520]  有個條款將他們擺在一起的時候,
[00:23:18.520 --> 00:23:19.800]  他們能夠相處,
[00:23:19.800 --> 00:23:24.280]  但是這個聯盟解決了之後,
[00:23:24.280 --> 00:23:25.800]  他們就在那裡打仗,
[00:23:25.800 --> 00:23:27.080]  傷害了人命,
[00:23:27.080 --> 00:23:28.600]  所以這個是悲痛的事情,
[00:23:28.600 --> 00:23:32.200]  但是神的民約是永恆不變的民約,
[00:23:32.200 --> 00:23:37.080]  不同地上我們之間的合謀,
[00:23:37.080 --> 00:23:39.080]  好像不約條例一樣,
[00:23:39.080 --> 00:23:43.400]  不約的國家一樣,
[00:23:43.400 --> 00:23:45.800]  他們有個treaty可以擺在一起,
[00:23:45.800 --> 00:23:47.800]  以前蘇聯就將他們擺在一起,
[00:23:47.800 --> 00:23:52.200]  這些是短暫的約,
[00:23:52.200 --> 00:23:55.480]  但是神的民約當中是永恆的約,
[00:23:55.480 --> 00:23:59.480]  我們看到我們主內大憲姊妹之間的民約,
[00:23:59.480 --> 00:24:02.760]  友情、愛情、love的民約,
