
[00:00:00.000 --> 00:00:04.300]  那麼今天我們還是繼續我們聖誕節的講道系列的第三堂
[00:02:22.500 --> 00:02:25.400]  那麼今天在過聖誕節的祝福的當中
[00:02:25.400 --> 00:02:29.700]  我們希望能夠爲大家分享的這個信息
[00:02:29.700 --> 00:02:31.400]  是講到是平安
[00:02:31.400 --> 00:02:35.200]  就是其實從聖誕節的祝福
[00:02:35.200 --> 00:02:36.800]  就是我們來享受
[00:02:36.800 --> 00:02:40.600]  怎麼去享受從耶穌基督而來的那種平安
[00:02:40.600 --> 00:02:42.500]  因爲尼加蘇也說過
[00:02:42.500 --> 00:02:44.600]  末後所生的那位救主
[00:02:44.600 --> 00:02:47.000]  他必成爲我們的平安
[00:02:47.000 --> 00:02:50.400]  那麼我今天想跟大家分享三樣的平安
[00:02:50.400 --> 00:02:52.300]  是我們希望在聖誕節
[00:02:52.300 --> 00:02:54.600]  或許在以後的每一年聖誕節
[00:02:54.600 --> 00:02:57.200]  你都可以從神那裏能夠享受得到的
[00:02:57.200 --> 00:03:00.100]  第一樣就是與神和好的平安
[00:03:00.100 --> 00:03:02.500]  與神和好的平安
[00:03:02.500 --> 00:03:05.500]  希望你們都能夠在以後的日子裏面
[00:03:05.500 --> 00:03:09.400]  能夠越來越多享受到與神和好的平安
[00:03:09.400 --> 00:03:10.800]  這種平安不容易
[00:03:10.800 --> 00:03:15.500]  但是如果你想說得到會非常的寶貴
[00:03:15.500 --> 00:03:18.900]  我首先想跟大家分析一下平安的定義
[00:03:18.900 --> 00:03:20.500]  因爲我們中國人也說平安
[00:03:20.500 --> 00:03:22.400]  怎麼出入平安
[00:03:22.400 --> 00:03:24.500]  講的是沒事發生
[00:03:24.500 --> 00:03:27.500]  但是在猶太人所謂的平安
[00:03:27.500 --> 00:03:30.100]  就是他們的猶太字shalom
[00:03:30.100 --> 00:03:33.500]  shalom就是猶太人的希伯來文平安的意思
[00:03:33.500 --> 00:03:35.300]  那麼猶太人的平安的字
[00:03:35.300 --> 00:03:36.600]  這個本身的意義
[00:03:36.600 --> 00:03:40.100]  它包括了很多層面的東西
[00:03:40.100 --> 00:03:42.300]  比方說就身體的層面
[00:03:42.300 --> 00:03:45.700]  當猶太人說身體的層面有平安的意思
[00:03:45.700 --> 00:03:47.800]  就是說你沒有病痛
[00:03:47.800 --> 00:03:49.500]  所以有病痛就沒有平安
[00:03:49.500 --> 00:03:52.300]  你發現說今天這裏有點痛
[00:03:52.300 --> 00:03:53.500]  明天去醫院檢查
[00:03:53.500 --> 00:03:56.000]  突然發現這裏有個黑點
[00:03:56.000 --> 00:03:58.200]  你發現平安就離你而去
[00:03:58.200 --> 00:04:00.500]  所以身體不舒服
[00:04:00.500 --> 00:04:05.700]  身體有病痛就沒有平安
[00:04:05.700 --> 00:04:08.200]  你發現很多時候我們的心情不好
[00:04:08.200 --> 00:04:10.700]  是由於身體不好
[00:04:10.700 --> 00:04:14.900]  尤其是最近近代的心理學的研究
[00:04:14.900 --> 00:04:18.700]  告訴我們影響我們的心情是我們的腸胃
[00:04:18.700 --> 00:04:21.200]  所以很多的影響心情的chemical
[00:04:21.200 --> 00:04:24.700]  是從大腸裏面分泌出來
[00:04:24.700 --> 00:04:26.400]  所以當你有時候喫錯東西的時候
[00:04:26.400 --> 00:04:28.000]  你發現你肚子不舒服
[00:04:28.000 --> 00:04:29.600]  心情就變得不好
[00:04:29.600 --> 00:04:31.000]  所以身體影響心情
[00:04:31.000 --> 00:04:33.500]  所以當你身體不舒服
[00:04:33.500 --> 00:04:36.100]  有病痛就沒有平安
[00:04:36.100 --> 00:04:37.300]  所以猶太人所謂的平安
[00:04:37.300 --> 00:04:38.700]  包括了身體的部分
[00:04:38.700 --> 00:04:40.600]  沒有病痛很平安
[00:04:40.600 --> 00:04:43.700]  有病痛不舒服了就不平安
[00:04:43.700 --> 00:04:45.200]  心靈的層面也有
[00:04:45.200 --> 00:04:47.700]  心靈的層面就是猶太人講平安
[00:04:47.700 --> 00:04:49.100]  也指到心靈的層面
[00:04:49.100 --> 00:04:51.900]  指的是你沒有任何負面的情緒
[00:04:51.900 --> 00:04:53.900]  你爲很多事情擔憂
[00:04:53.900 --> 00:04:55.600]  爲很多事情煩惱
[00:04:55.600 --> 00:04:57.200]  你就沒有平安
[00:04:57.200 --> 00:04:59.700]  所以平安幾乎是心裏面的狀態
[00:04:59.700 --> 00:05:01.300]  達到最高峯的時候
[00:05:01.300 --> 00:05:03.700]  你覺得心裏面最舒服的時候
[00:05:03.700 --> 00:05:06.400]  那種的狀態就叫做平安
[00:05:06.400 --> 00:05:07.900]  你最滿足的時候
[00:05:07.900 --> 00:05:09.500]  最沒有憂慮的時候
[00:05:09.500 --> 00:05:11.100]  你最喜樂的時候
[00:05:11.100 --> 00:05:13.300]  那種就叫做平安的狀態
[00:05:13.300 --> 00:05:15.000]  所以猶太人說Shalom
[00:05:15.000 --> 00:05:17.600]  祝你平安的意思不是說出入平安
[00:05:17.600 --> 00:05:19.800]  是指的是身體層面
[00:05:19.800 --> 00:05:23.300]  希望你在未來的一年沒有病痛
[00:05:23.300 --> 00:05:24.400]  你身體很平安
[00:05:24.400 --> 00:05:26.200]  你心靈很平安
[00:05:26.200 --> 00:05:28.700]  也講到人際關係
[00:05:28.700 --> 00:05:31.100]  講到人際關係是你跟人的相處
[00:05:31.100 --> 00:05:34.100]  可以很和諧很和睦
[00:05:34.100 --> 00:05:36.000]  你發現很多時候我們心裏沒有平安
[00:05:36.000 --> 00:05:38.400]  是因爲你跟某些好朋友
[00:05:38.400 --> 00:05:40.500]  突然間人際關係破裂
[00:05:40.500 --> 00:05:42.300]  你就沒有平安
[00:05:42.300 --> 00:05:43.600]  你跟一些親戚朋友
[00:05:43.600 --> 00:05:45.200]  本來他對你很好的
[00:05:45.200 --> 00:05:46.700]  因爲無論是錢的緣故
[00:05:46.700 --> 00:05:47.800]  什麼就鬧翻了
[00:05:47.800 --> 00:05:49.400]  你就很沒有平安
[00:05:49.400 --> 00:05:50.900]  好好的一場親戚
[00:05:50.900 --> 00:05:52.500]  結果怎麼鬧成今天這樣子
[00:05:52.500 --> 00:05:53.700]  你就沒有平安
[00:05:53.700 --> 00:05:55.300]  所以你發現你跟身邊的人
[00:05:55.300 --> 00:05:58.700]  如果相處是很和睦很和諧
[00:05:58.700 --> 00:06:00.500]  你就覺得很平安
[00:06:00.500 --> 00:06:02.200]  你發現一段關係的破裂
[00:06:02.200 --> 00:06:04.700]  會讓你很不平安
[00:06:04.700 --> 00:06:08.300]  關係越親密越重要越不平安
[00:06:08.300 --> 00:06:10.900]  特別是結了婚就知道
[00:06:10.900 --> 00:06:13.800]  如果我跟太太吵架
[00:06:13.800 --> 00:06:15.900]  我那一天你也別想
[00:06:15.900 --> 00:06:17.800]  你能夠平安的過一天
[00:06:17.800 --> 00:06:19.300]  保證你沒有平安
[00:06:19.300 --> 00:06:21.400]  直到你把她哄回來爲止
[00:06:21.400 --> 00:06:23.200]  那平安就重新回來
[00:06:23.200 --> 00:06:25.300]  所以平安也講到人際關係
[00:06:25.300 --> 00:06:27.400]  人際關係好 平安
[00:06:27.400 --> 00:06:29.800]  人際關係不好 不平安
[00:06:29.800 --> 00:06:31.000]  所以猶太人講的平安
[00:06:31.000 --> 00:06:34.100]  概括幾乎所有的東西
[00:06:34.100 --> 00:06:35.500]  所有的層面
[00:06:35.500 --> 00:06:36.500]  換句話說
[00:06:36.500 --> 00:06:39.100]  你知道平安在猶太文的意思
[00:06:39.100 --> 00:06:41.900]  其中有個意思叫perfect 完美
[00:06:41.900 --> 00:06:43.600]  就是說你在想象中
[00:06:43.600 --> 00:06:46.100]  人生到了最高的境界
[00:06:46.100 --> 00:06:47.900]  你內心所渴慕
[00:06:47.900 --> 00:06:51.100]  最想要的生活到底是怎麼樣的
[00:06:51.100 --> 00:06:53.500]  猶太人其實可以用shalom
[00:06:53.500 --> 00:06:55.100]  這個字來概括
[00:06:55.100 --> 00:06:57.800]  你所要最棒的東西
[00:06:57.800 --> 00:06:59.400]  就是你人生所追求
[00:06:59.400 --> 00:07:01.200]  最終極的目標
[00:07:01.200 --> 00:07:03.600]  其實就是shalom
[00:07:03.600 --> 00:07:06.900]  你身體完全的完美
[00:07:06.900 --> 00:07:08.300]  沒有病痛 很舒服
[00:07:08.300 --> 00:07:11.000]  心靈一點負面情緒都沒有
[00:07:11.000 --> 00:07:13.700]  然後你的人際關係全部都和諧
[00:07:13.700 --> 00:07:16.000]  只要跟你相處的全部都和睦
[00:07:16.000 --> 00:07:19.200]  shalom 是指這個意思
[00:07:19.200 --> 00:07:21.000]  所以當我們今天所講的平安
[00:07:21.000 --> 00:07:22.300]  其實已經沒有了
[00:07:22.300 --> 00:07:25.200]  當初希伯來文的那個意思
[00:07:25.200 --> 00:07:27.000]  我們有時候也不知道
[00:07:27.000 --> 00:07:28.600]  到底平安是什麼意思
[00:07:28.600 --> 00:07:30.500]  但是猶太人講的平安
[00:07:30.500 --> 00:07:33.200]  是很寶貴的一件事情
[00:07:33.200 --> 00:07:34.600]  也可以換句話說
[00:07:34.600 --> 00:07:36.200]  其實平安就是
[00:07:36.200 --> 00:07:39.500]  所有一切美好東西的總結
[00:07:39.500 --> 00:07:41.200]  你在人生活着
[00:07:41.200 --> 00:07:42.500]  你花很多的時間
[00:07:42.500 --> 00:07:44.400]  無論是讀書各方面
[00:07:44.400 --> 00:07:45.900]  其實你追求的是什麼
[00:07:45.900 --> 00:07:48.600]  你的終極目標其實就是shalom
[00:07:48.600 --> 00:07:50.000]  其實你要的就是平安
[00:07:50.000 --> 00:07:51.200]  你最需要的是平安
[00:07:51.200 --> 00:07:53.100]  你人生到了終極目標
[00:07:53.100 --> 00:07:56.900]  你所要的其實也就是平安
[00:07:56.900 --> 00:07:58.600]  所以第一樣我想解釋
[00:07:58.600 --> 00:08:00.500]  爲什麼平安重要
[00:08:00.500 --> 00:08:03.300]  爲什麼當主耶穌出生的時候
[00:08:03.300 --> 00:08:04.700]  聖經告訴我們說
[00:08:04.700 --> 00:08:08.600]  這一位來是要做我們的平安
[00:08:08.600 --> 00:08:09.600]  我希望你明白
[00:08:09.600 --> 00:08:12.000]  那個意義到底有多大
[00:08:12.000 --> 00:08:15.100]  他來能夠賜給我們心裏面
[00:08:15.100 --> 00:08:17.800]  所內心渴望最美好
[00:08:17.800 --> 00:08:20.200]  最perfect的東西的總結
[00:08:20.200 --> 00:08:22.200]  就是shalom 就是平安
[00:08:22.200 --> 00:08:22.900]  所以他來說
[00:08:22.900 --> 00:08:25.400]  神所賜的就是你們心裏面
[00:08:25.400 --> 00:08:27.900]  所追求最需要的東西
[00:08:27.900 --> 00:08:28.600]  就是平安
[00:08:28.600 --> 00:08:30.000]  從此拿來的平安
[00:08:30.000 --> 00:08:32.200]  所以第一樣是與神和好的平安
[00:08:32.200 --> 00:08:33.800]  因爲所有的平安
[00:08:33.800 --> 00:08:35.800]  都是原來是從神而來
[00:08:35.800 --> 00:08:39.300]  在4世紀6章23-24節那邊開始了
[00:08:39.300 --> 00:08:42.400]  第一次稱耶華是賜平安的神
[00:08:42.400 --> 00:08:43.400]  那邊我們讀到說
[00:08:43.400 --> 00:08:44.900]  耶華對他說
[00:08:44.900 --> 00:08:45.600]  他說你放心
[00:08:45.600 --> 00:08:46.500]  不要懼怕
[00:08:46.500 --> 00:08:47.800]  你必不致死
[00:08:47.800 --> 00:08:51.300]  於是基電在那裏爲耶華組了一座壇
[00:08:51.300 --> 00:08:53.200]  起名叫耶華沙龍
[00:08:53.200 --> 00:08:54.700]  就是耶華shalom
[00:08:54.700 --> 00:08:57.000]  就是耶華賜平安的意思
[00:08:57.000 --> 00:08:58.600]  這是紀錄曰第一次記載到
[00:08:58.600 --> 00:08:59.900]  原來神的名字
[00:08:59.900 --> 00:09:03.000]  耶華後面還有可以加沙龍
[00:09:03.000 --> 00:09:04.900]  那邊就開始了一個信息
[00:09:04.900 --> 00:09:07.000]  說原來我們人
[00:09:07.000 --> 00:09:09.900]  最渴望得到最美善的東西
[00:09:09.900 --> 00:09:13.000]  它的源頭是來自於神
[00:09:13.000 --> 00:09:14.900]  神所設計我們就是
[00:09:14.900 --> 00:09:18.400]  祂希望我們能夠享受平安
[00:09:18.400 --> 00:09:20.800]  可是平安是從神賜的
[00:09:20.800 --> 00:09:24.800]  所以神的名字也叫做耶華沙龍
[00:09:24.800 --> 00:09:28.400]  叫做神是賜平安的神
[00:09:28.400 --> 00:09:31.300]  在我們的文學大師CS Lewis
[00:09:31.300 --> 00:09:32.100]  講過一句話
[00:09:32.100 --> 00:09:35.100]  他說God cannot give us peace
[00:09:35.100 --> 00:09:38.000]  apart from himself
[00:09:38.000 --> 00:09:39.400]  because it is not there
[00:09:39.400 --> 00:09:41.300]  there is no such a thing
[00:09:41.300 --> 00:09:42.900]  神的設計就是
[00:09:42.900 --> 00:09:45.400]  你沒有辦法離開了神
[00:09:45.400 --> 00:09:47.800]  找到你想要的那種平安
[00:09:47.800 --> 00:09:49.100]  這是神的設計
[00:09:49.100 --> 00:09:50.500]  我們都喜歡說
[00:09:50.500 --> 00:09:51.600]  可不可以有種平安是
[00:09:51.600 --> 00:09:52.400]  離開了神
[00:09:52.400 --> 00:09:53.300]  離得很遠
[00:09:53.300 --> 00:09:54.300]  我自己管自己
[00:09:54.300 --> 00:09:57.500]  可是我心裏面會覺得很平安
[00:09:57.500 --> 00:09:59.100]  CS Lewis說沒這回事
[00:09:59.100 --> 00:10:00.900]  舊約聖經告訴我們沒這回事
[00:10:00.900 --> 00:10:04.700]  因爲平安本身是從神而來的
[00:10:04.700 --> 00:10:05.700]  神的設計就是
[00:10:05.700 --> 00:10:07.800]  你跟祂的關係決定
[00:10:07.800 --> 00:10:09.900]  你能夠享受多少平安
[00:10:09.900 --> 00:10:11.300]  這是神的設計
[00:10:11.300 --> 00:10:12.200]  敬拜也一樣
[00:10:12.200 --> 00:10:17.000]  我最近在讀Richard Foster的書裏面
[00:10:17.000 --> 00:10:18.500]  他是老一派講到
[00:10:18.500 --> 00:10:20.700]  叫我們怎麼敬拜的書
[00:10:20.700 --> 00:10:22.200]  你知道在modern days
[00:10:22.200 --> 00:10:23.300]  我們很少知道
[00:10:23.300 --> 00:10:25.300]  爲什麼我們要敬拜
[00:10:25.300 --> 00:10:26.300]  我們都知道
[00:10:26.300 --> 00:10:27.900]  每次講到敬拜都講到
[00:10:27.900 --> 00:10:32.100]  十五分鐘
[00:10:32.100 --> 00:10:33.900]  你知道有時候
[00:10:33.900 --> 00:10:34.800]  禮拜六很好
[00:10:34.800 --> 00:10:36.300]  禮拜六非常棒
[00:10:36.300 --> 00:10:37.400]  禮拜天呢
[00:10:37.400 --> 00:10:39.800]  如果你來過我們禮拜天的敬拜
[00:10:39.800 --> 00:10:41.300]  大部分的人
[00:10:41.300 --> 00:10:43.200]  都是唱完詩歌再進來
[00:10:43.200 --> 00:10:45.600]  所以他們完全錯過了敬拜
[00:10:45.600 --> 00:10:46.800]  他們以爲是
[00:10:46.800 --> 00:10:48.800]  來聽講道的那部分最重要
[00:10:48.800 --> 00:10:50.600]  聽完講道就等於來過敬拜
[00:10:50.600 --> 00:10:52.600]  他們完全miss了敬拜那部分
[00:10:52.600 --> 00:10:54.500]  但其實敬拜那個最重要
[00:10:54.500 --> 00:10:57.000]  我們很多時候不知道爲什麼要敬拜
[00:10:57.000 --> 00:10:59.800]  其實神的設計是很簡單
[00:10:59.800 --> 00:11:02.100]  當我們真的瞭解
[00:11:02.100 --> 00:11:03.600]  怎麼樣在心裏面
[00:11:03.600 --> 00:11:05.400]  跟神有敬拜的時候
[00:11:05.400 --> 00:11:08.600]  也是我們的人心裏面
[00:11:08.600 --> 00:11:10.400]  能夠得到最滿足的時候
[00:11:10.400 --> 00:11:12.100]  這就是神的設計
[00:11:12.100 --> 00:11:13.400]  很多時候我們以爲說
[00:11:13.400 --> 00:11:14.800]  我不懂得敬拜
[00:11:14.800 --> 00:11:17.500]  不過人生應該活得很豐盛
[00:11:17.500 --> 00:11:18.600]  沒有這回事
[00:11:18.600 --> 00:11:20.200]  除非你懂得說
[00:11:20.200 --> 00:11:21.400]  敬拜當中
[00:11:21.400 --> 00:11:25.100]  能夠滿足到你人生最高的境界
[00:11:25.100 --> 00:11:27.300]  我們兩個禮拜前
[00:11:27.300 --> 00:11:30.400]  我跟一個心理輔導在聊天
[00:11:30.400 --> 00:11:32.600]  他跟我分享一個見證很有意思
[00:11:32.600 --> 00:11:34.700]  他說有一羣人
[00:11:34.700 --> 00:11:37.300]  有一羣年輕人在那邊吸毒
[00:11:37.300 --> 00:11:38.900]  那麼有一個牧師就
[00:11:38.900 --> 00:11:41.100]  他專門是做這種福音工作
[00:11:41.100 --> 00:11:43.000]  他很有這方面的恩賜
[00:11:43.000 --> 00:11:45.900]  他的那種傳慰的方法是我們沒有的
[00:11:45.900 --> 00:11:47.500]  只有他有這種恩賜
[00:11:47.500 --> 00:11:49.700]  特別是有些是靈恩派纔有這種恩賜
[00:11:49.700 --> 00:11:50.700]  他就有
[00:11:50.700 --> 00:11:51.400]  他很簡單
[00:11:51.400 --> 00:11:52.800]  他就跑過去說
[00:11:52.800 --> 00:11:55.100]  你們吸毒是不是很嗨
[00:11:55.100 --> 00:11:56.000]  他說對啊對啊
[00:11:56.000 --> 00:11:57.100]  就吸完就覺得哇
[00:11:57.100 --> 00:11:58.900]  這人生太豐盛了
[00:11:58.900 --> 00:12:00.200]  特別是吸完的時候
[00:12:00.200 --> 00:12:01.600]  無論你自己搖頭彎也好
[00:12:01.600 --> 00:12:02.100]  什麼都好
[00:12:02.100 --> 00:12:03.800]  就是吸完
[00:12:03.800 --> 00:12:05.300]  然後他就過去問他說
[00:12:05.300 --> 00:12:07.400]  你要不要試一下
[00:12:07.400 --> 00:12:09.900]  聖靈充滿的時候
[00:12:09.900 --> 00:12:11.900]  你從心裏面發出讚美
[00:12:11.900 --> 00:12:15.700]  到底你裏面的生命的那種快樂的程度
[00:12:15.700 --> 00:12:16.700]  那種嗨的程度
[00:12:16.700 --> 00:12:18.200]  如果超過你吸毒的話
[00:12:18.200 --> 00:12:19.400]  你要不要信主
[00:12:19.400 --> 00:12:21.700]  他說如果你讓我試一次我就可
[00:12:21.700 --> 00:12:22.700]  因爲他說好
[00:12:22.700 --> 00:12:24.500]  我可以按手爲你禱告嗎
[00:12:24.500 --> 00:12:26.000]  他說你可以試試看
[00:12:26.000 --> 00:12:27.700]  他就真的按手爲他們禱告說
[00:12:27.700 --> 00:12:29.600]  讓他試一次聖靈充滿
[00:12:29.600 --> 00:12:31.600]  到底是什麼feeling
[00:12:31.600 --> 00:12:33.400]  他們幾個就真的聖靈充滿
[00:12:33.400 --> 00:12:35.400]  在那邊一起開口讚美神
[00:12:35.400 --> 00:12:35.900]  那完了之後
[00:12:35.900 --> 00:12:38.500]  他們幾個都說還有沒有
[00:12:38.500 --> 00:12:40.400]  他說我吸毒吸這麼多年
[00:12:40.400 --> 00:12:43.900]  我沒試過人生這麼滿足的
[00:12:43.900 --> 00:12:44.800]  在那短短
[00:12:44.800 --> 00:12:47.900]  雖然只有短短一兩分鐘的時間
[00:12:47.900 --> 00:12:50.400]  他說原來神的設計就是這樣
[00:12:50.400 --> 00:12:54.400]  當我們靈裏面懂得敞開讚美神的時候
[00:12:54.400 --> 00:12:58.700]  你的人生就是到了快樂最高點的時候
[00:12:58.700 --> 00:13:00.100]  你的最滿足的時候
[00:13:00.100 --> 00:13:01.900]  就是你懂得敬拜的時候
[00:13:01.900 --> 00:13:02.700]  離開了他
[00:13:02.700 --> 00:13:04.700]  我們就尋找其他的方式
[00:13:04.700 --> 00:13:07.600]  企圖可以有那麼一點點
[00:13:07.600 --> 00:13:09.600]  類似的感覺
[00:13:09.600 --> 00:13:12.200]  結果就造成很多的side effect
[00:13:12.200 --> 00:13:13.200]  無論是吸毒
[00:13:13.200 --> 00:13:14.500]  你靠吸毒也可以
[00:13:14.500 --> 00:13:16.500]  有那麼一點點感覺
[00:13:16.500 --> 00:13:18.000]  那麼後來那牧師跟他說
[00:13:18.000 --> 00:13:19.100]  如果你想要的話
[00:13:19.100 --> 00:13:21.400]  你自己心主自己問神求
[00:13:21.400 --> 00:13:23.500]  我的恩賜只是說
[00:13:23.500 --> 00:13:26.400]  我的責任只是讓你嘗試一次
[00:13:26.400 --> 00:13:28.100]  然後如果你喜歡
[00:13:28.100 --> 00:13:29.700]  你就要把你的毒戒掉
[00:13:29.700 --> 00:13:31.100]  你自己悔改自己心主
[00:13:31.100 --> 00:13:33.000]  以後的路你自己走
[00:13:33.000 --> 00:13:34.800]  靠神每一次給你
[00:13:34.800 --> 00:13:36.800]  懂得去敬拜
[00:13:36.800 --> 00:13:38.000]  我們懂不懂得敬拜
[00:13:38.000 --> 00:13:39.200]  你有沒有享受過
[00:13:39.200 --> 00:13:41.800]  從神而來那種平安
[00:13:41.800 --> 00:13:43.400]  如果沒有享受過
[00:13:43.400 --> 00:13:45.400]  在這個聖誕節
[00:13:45.400 --> 00:13:47.200]  我希望你能夠爲自己
[00:13:47.200 --> 00:13:48.600]  定一個目標
[00:13:48.600 --> 00:13:50.400]  在未來這一年
[00:13:50.400 --> 00:13:52.300]  你開始學會
[00:13:52.300 --> 00:13:55.200]  怎麼樣把神擺在你的第一位
[00:13:55.200 --> 00:13:56.700]  怎麼樣學習在你
[00:13:56.700 --> 00:13:57.900]  個人的生命當中
[00:13:57.900 --> 00:14:00.200]  有個人敬拜的時間
[00:14:00.200 --> 00:14:01.400]  因爲如果你嘗試過
[00:14:01.400 --> 00:14:02.100]  你就知道
[00:14:02.100 --> 00:14:03.800]  真的在靈裏面的敬拜
[00:14:03.800 --> 00:14:06.900]  是你人生能夠享受得到
[00:14:06.900 --> 00:14:09.100]  無論是味覺、嗅覺、視覺
[00:14:09.100 --> 00:14:11.600]  你的五官所能夠享受得到
[00:14:11.600 --> 00:14:13.700]  所有最高的享受
[00:14:13.700 --> 00:14:16.100]  都比不過的那種的滿足感
[00:14:16.100 --> 00:14:18.200]  就是從敬拜而來的
[00:14:18.200 --> 00:14:20.200]  這是神當初設計
[00:14:20.200 --> 00:14:21.500]  就是這樣設計
[00:14:21.500 --> 00:14:22.800]  神設計就是希望
[00:14:22.800 --> 00:14:25.400]  我們能夠享受到這種平安
[00:14:25.400 --> 00:14:26.600]  當我們沒有這種平安的時候
[00:14:26.600 --> 00:14:29.600]  我們就用其他的方式去追
[00:14:29.600 --> 00:14:31.600]  無論是透過購物
[00:14:31.600 --> 00:14:32.600]  各種的東西
[00:14:32.600 --> 00:14:34.100]  買新東西
[00:14:34.100 --> 00:14:36.900]  那種帶來短暫一點點的快樂
[00:14:36.900 --> 00:14:38.300]  但是那種滿足感
[00:14:38.300 --> 00:14:40.200]  跟你懂得從靈裏面敬拜
[00:14:40.200 --> 00:14:43.400]  那種相差實在太遠
[00:14:43.400 --> 00:14:46.600]  不過那個需要你很多的時間去追求
[00:14:46.600 --> 00:14:49.700]  很多的時間去下功夫
[00:14:49.700 --> 00:14:52.300]  我在今年特別花時間
[00:14:52.300 --> 00:14:54.900]  去培養我的內在
[00:14:54.900 --> 00:14:57.300]  所謂的內在的屬靈生命培養
[00:14:57.300 --> 00:14:59.900]  那麼經過很長時間的練習
[00:14:59.900 --> 00:15:03.300]  我告訴你偶爾
[00:15:03.300 --> 00:15:05.900]  偶爾會有那麼一天當中
[00:15:05.900 --> 00:15:08.500]  有那麼半小時
[00:15:08.500 --> 00:15:13.500]  我可以到嘗試有一點點那麼的境界
[00:15:13.500 --> 00:15:15.100]  你能夠享受到那半小時
[00:15:15.100 --> 00:15:16.700]  你沒有試過
[00:15:16.700 --> 00:15:18.800]  原來人生可以這麼滿足
[00:15:18.800 --> 00:15:20.800]  這麼享受的敬拜
[00:15:20.800 --> 00:15:21.800]  偶爾
[00:15:21.800 --> 00:15:23.200]  那我把這個當成目標
[00:15:23.200 --> 00:15:24.400]  希望不是偶爾
[00:15:24.400 --> 00:15:26.700]  希望不要一年只試一兩次
[00:15:26.700 --> 00:15:29.800]  或許明年我可以每個月試一次
[00:15:29.800 --> 00:15:31.600]  我很喜歡那種感覺
[00:15:31.600 --> 00:15:32.900]  因爲那種感覺告訴你說
[00:15:32.900 --> 00:15:34.600]  原來天國可以那麼美
[00:15:34.600 --> 00:15:36.200]  我以前以爲很恐怖
