
[00:00:00.000 --> 00:00:04.000]  感謝主我們在章林祈的第四個主日
[00:02:51.000 --> 00:02:54.000]  我們教會都有很多的變遷
[00:02:54.000 --> 00:02:56.000]  很多的新的適應
[00:02:56.000 --> 00:02:58.000]  但是有一樣不變
[00:02:58.000 --> 00:03:00.000]  就是我們靠著主的恩典
[00:03:00.000 --> 00:03:02.000]  要以道為本
[00:03:02.000 --> 00:03:04.000]  我們是一個紮根於聖經的群體
[00:03:04.000 --> 00:03:06.000]  是讓聖經
[00:03:06.000 --> 00:03:08.000]  have the first word
[00:03:08.000 --> 00:03:10.000]  and has the last word
[00:03:10.000 --> 00:03:12.000]  這一切都是視乎
[00:03:12.000 --> 00:03:14.000]  神自己的聖言
[00:03:14.000 --> 00:03:16.000]  是怎樣教導我們
[00:03:16.000 --> 00:03:18.000]  我們希望我們在聖言方面
[00:03:18.000 --> 00:03:20.000]  繼續的盡心
[00:03:20.000 --> 00:03:22.000]  而在教會的禮儀學
[00:03:22.000 --> 00:03:23.000]  崇拜學方面
[00:03:23.000 --> 00:03:25.000]  其實都有幫助我們
[00:03:25.000 --> 00:03:28.000]  認識這個神的話語
[00:03:28.000 --> 00:03:31.000]  我們到底應該怎樣來敬拜他
[00:03:31.000 --> 00:03:33.000]  他是一位怎樣的君尊的祭師
[00:03:33.000 --> 00:03:36.000]  敬拜他的人怎樣守潔心清
[00:03:36.000 --> 00:03:38.000]  怎樣是裡外呼應
[00:03:38.000 --> 00:03:40.000]  怎樣按著那個時節
[00:03:40.000 --> 00:03:42.000]  按著那個文化的傳統
[00:03:42.000 --> 00:03:44.000]  按著那個場合
[00:03:44.000 --> 00:03:46.000]  來表達對他敬拜
[00:03:46.000 --> 00:03:48.000]  而在教會幾千年來
[00:03:48.000 --> 00:03:51.000]  累積下來的屬靈智慧裏面
[00:03:51.000 --> 00:03:54.000]  有一些很寶貴的東西
[00:03:54.000 --> 00:03:56.000]  其實我不知道你怎樣看這些東西
[00:03:56.000 --> 00:03:58.000]  有些人很討厭這些東西
[00:03:58.000 --> 00:04:00.000]  我走出來給你看
[00:04:00.000 --> 00:04:03.000]  你覺得怎樣
[00:04:03.000 --> 00:04:05.000]  有些人說不用這些東西
[00:04:05.000 --> 00:04:08.000]  這些這麼天主教
[00:04:08.000 --> 00:04:10.000]  這些這麼聖俗義勳
[00:04:10.000 --> 00:04:12.000]  好像將你們傳道人
[00:04:12.000 --> 00:04:14.000]  抬高一級
[00:04:14.000 --> 00:04:16.000]  我們大家都不要
[00:04:16.000 --> 00:04:17.000]  大家都是普普通通
[00:04:17.000 --> 00:04:19.000]  只是稱兄道弟就可以了
[00:04:19.000 --> 00:04:21.000]  有些人是這樣選擇
[00:04:21.000 --> 00:04:23.000]  但是很多很多
[00:04:23.000 --> 00:04:25.000]  主裏面的人
[00:04:25.000 --> 00:04:28.000]  都選擇在合宜的場合
[00:04:28.000 --> 00:04:31.000]  我們要有些合宜的裝束
[00:04:31.000 --> 00:04:33.000]  合宜的擺設
[00:04:33.000 --> 00:04:35.000]  合宜的佈置
[00:04:35.000 --> 00:04:37.000]  目的不是引人迷信
[00:04:37.000 --> 00:04:40.000]  目的不是聖俗義勳
[00:04:40.000 --> 00:04:43.000]  目的不是抬舉任何的人
[00:04:43.000 --> 00:04:45.000]  或者等級的人
[00:04:45.000 --> 00:04:48.000]  目的是直著我們的視覺
[00:04:48.000 --> 00:04:50.000]  我們的聽覺
[00:04:50.000 --> 00:04:52.000]  甚至我們的嗅覺
[00:04:52.000 --> 00:04:56.000]  來學習進入一種敬拜
[00:04:56.000 --> 00:04:59.000]  尊崇的那種氣氛裏面
[00:04:59.000 --> 00:05:01.000]  我自己
[00:05:01.000 --> 00:05:03.000]  亦都我認識的神學家
[00:05:03.000 --> 00:05:05.000]  認識的朋友
[00:05:05.000 --> 00:05:07.000]  越來越多人覺得
[00:05:07.000 --> 00:05:09.000]  今日的教會
[00:05:09.000 --> 00:05:13.000]  有必要恢復多些歷史感
[00:05:13.000 --> 00:05:16.000]  恢復多些的莊重感
[00:05:16.000 --> 00:05:18.000]  我不知道你同不同意
[00:05:18.000 --> 00:05:22.000]  我自己不知道是否因為年紀大的緣故
[00:05:22.000 --> 00:05:26.000]  還是眼界開始闊一些的緣故
[00:05:26.000 --> 00:05:30.000]  是覺得這一切對我們是非常之有益的
[00:05:30.000 --> 00:05:32.000]  所以今日這一堂訊息
[00:05:32.000 --> 00:05:36.000]  同工們就叫我來分享
[00:05:36.000 --> 00:05:38.000]  因為這堂訊息裏面的內容
[00:05:38.000 --> 00:05:40.000]  其實很dry
[00:05:40.000 --> 00:05:44.000]  他就要找一個比較不dry的人來講
[00:05:44.000 --> 00:05:48.000]  我希望你不要聽著聽著就中了它
[00:05:48.000 --> 00:05:50.000]  但是我覺得這些dry的東西裏面
[00:05:50.000 --> 00:05:53.000]  其實如果我們繼續去答真它
[00:05:53.000 --> 00:05:55.000]  是很好味道的
[00:05:55.000 --> 00:05:59.000]  我承認自己對這方面都是破生疏
[00:05:59.000 --> 00:06:01.000]  但是一直去學習
[00:06:01.000 --> 00:06:02.000]  有人問我
[00:06:02.000 --> 00:06:05.000]  牧師 為甚麼你的領是圓的
[00:06:05.000 --> 00:06:09.000]  為甚麼其他同工那條領是一塊的
[00:06:09.000 --> 00:06:13.000]  其實沒有分別的 是馬的
[00:06:13.000 --> 00:06:15.000]  但是到底有甚麼意思
[00:06:15.000 --> 00:06:17.000]  其中有個含意就是
[00:06:17.000 --> 00:06:19.000]  這個是負基督的額
[00:06:19.000 --> 00:06:22.000]  將這個目積的額
[00:06:22.000 --> 00:06:24.000]  加在你的身上
[00:06:24.000 --> 00:06:27.000]  主的額是容易的 是輕散的
[00:06:27.000 --> 00:06:33.000]  我自己有個覺得是自嘲的講法
[00:06:33.000 --> 00:06:35.000]  我全身是黑的
[00:06:35.000 --> 00:06:37.000]  因為我是黑的
[00:06:37.000 --> 00:06:39.000]  如果沒有基督我是黑的
[00:06:39.000 --> 00:06:40.000]  沒有盼望
[00:06:40.000 --> 00:06:42.000]  但是有基督
[00:06:42.000 --> 00:06:46.000]  他的恩典就黑到變成白
[00:06:46.000 --> 00:06:49.000]  他的恩典給我們成為有盼望
[00:06:49.000 --> 00:06:53.000]  教會的年曆 擺設 禮儀學
[00:06:53.000 --> 00:06:55.000]  崇拜學裏面的東西
[00:06:55.000 --> 00:06:57.000]  其實都有一些教育的意義
[00:06:57.000 --> 00:07:01.000]  不過 我覺得有時候
[00:07:01.000 --> 00:07:04.000]  我們自己在自己的小群體裏面
[00:07:04.000 --> 00:07:06.000]  生活得太久
[00:07:06.000 --> 00:07:08.000]  或者我們自己有自己
[00:07:08.000 --> 00:07:11.000]  一些思想上的包袱
[00:07:11.000 --> 00:07:13.000]  我們對於某一類的東西
[00:07:13.000 --> 00:07:16.000]  是有先天性的抗拒感的
[00:07:16.000 --> 00:07:18.000]  譬如這樣說
[00:07:18.000 --> 00:07:19.000]  守主日
[00:07:19.000 --> 00:07:22.000]  譬如這樣說 守安息日
[00:07:22.000 --> 00:07:24.000]  譬如這樣說 守愉悅節
[00:07:24.000 --> 00:07:27.000]  有些人聽見這些節期就說不用 不用 不用
[00:07:27.000 --> 00:07:28.000]  為什麼?
[00:07:28.000 --> 00:07:30.000]  因為我在基督裏
[00:07:30.000 --> 00:07:32.000]  我是完全自由的
[00:07:32.000 --> 00:07:34.000]  其實有些人更厲害
[00:07:34.000 --> 00:07:38.000]  其實他是很節儉的
[00:07:38.000 --> 00:07:41.000]  所以他完全不會慶祝任何東西
[00:07:41.000 --> 00:07:43.000]  他任何的日子
[00:07:43.000 --> 00:07:45.000]  你的生日 爸爸的生日
[00:07:45.000 --> 00:07:46.000]  情人的生日
[00:07:46.000 --> 00:07:48.000]  情人節 什麼節
[00:07:48.000 --> 00:07:49.000]  都不要搞
[00:07:49.000 --> 00:07:52.000]  因為我不想破費
[00:07:52.000 --> 00:07:54.000]  我不想掏錢
[00:07:54.000 --> 00:07:56.000]  有些人當然是
[00:07:56.000 --> 00:07:58.000]  是更送高一點的
[00:07:58.000 --> 00:08:01.000]  他覺得我真的不需要任何的日子
[00:08:01.000 --> 00:08:04.000]  我天天都浪漫在愛裏面
[00:08:04.000 --> 00:08:06.000]  所以送不送花都不要緊
[00:08:06.000 --> 00:08:08.000]  有些人就覺得
[00:08:08.000 --> 00:08:10.000]  藉著這個周年紀念
[00:08:10.000 --> 00:08:12.000]  結婚周年 生日的日子
[00:08:12.000 --> 00:08:14.000]  你表達這種的情誼
[00:08:14.000 --> 00:08:16.000]  都是很好的
[00:08:16.000 --> 00:08:18.000]  在整體的生活裏面
[00:08:18.000 --> 00:08:22.000]  我都希望我們不會因著自己個人的包袱
[00:08:22.000 --> 00:08:23.000]  或者喜好
[00:08:23.000 --> 00:08:25.000]  來互相批評
[00:08:25.000 --> 00:08:27.000]  或者造成我們在以後
[00:08:27.000 --> 00:08:30.000]  來進行這個年曆的計劃
[00:08:30.000 --> 00:08:32.000]  或者經過的計劃
[00:08:32.000 --> 00:08:34.000]  造成我們大家彼此之間的
[00:08:34.000 --> 00:08:36.000]  一種的嚴規
[00:08:36.000 --> 00:08:38.000]  一種的誤會
[00:08:38.000 --> 00:08:40.000]  哥羅西書當然有叫我們
[00:08:40.000 --> 00:08:42.000]  不要去這個節期
[00:08:42.000 --> 00:08:44.000]  新月的節慶
[00:08:44.000 --> 00:08:48.000]  或者其他的東西來被人批評
[00:08:48.000 --> 00:08:51.000]  不要讓傳統的日子
[00:08:51.000 --> 00:08:55.000]  成為為首而首的重擔
[00:08:55.000 --> 00:08:56.000]  記得嗎
[00:08:56.000 --> 00:08:58.000]  而是用這些日子
[00:08:58.000 --> 00:09:00.000]  來成為一個教育的作用
[00:09:00.000 --> 00:09:02.000]  來成為一個路標
[00:09:02.000 --> 00:09:04.000]  帶領我們
[00:09:04.000 --> 00:09:07.000]  其實我們人生是有限制的
[00:09:07.000 --> 00:09:12.000]  用這個時間來表達對上主的崇敬
[00:09:12.000 --> 00:09:14.000]  有個歷史感 有個節令感
[00:09:14.000 --> 00:09:16.000]  好不好啊
[00:09:16.000 --> 00:09:18.000]  好不好啊
[00:09:18.000 --> 00:09:20.000]  今天是什麼日子啊
[00:09:20.000 --> 00:09:22.000]  錯
[00:09:22.000 --> 00:09:25.000]  章林奇第四主人
[00:09:25.000 --> 00:09:31.000]  我們是有節令的人來的
[00:09:31.000 --> 00:09:32.000]  無論是冬至
[00:09:32.000 --> 00:09:34.000]  無論是章林奇
[00:09:34.000 --> 00:09:36.000]  都是主喜悅
[00:09:36.000 --> 00:09:40.000]  讓我們學習在這個人世間的日子
[00:09:40.000 --> 00:09:42.000]  懂得去思想
[00:09:42.000 --> 00:09:44.000]  紀念我們的主
[00:09:44.000 --> 00:09:46.000]  從安息日開始
[00:09:46.000 --> 00:09:48.000]  是主創造
[00:09:48.000 --> 00:09:50.000]  成就了之後
[00:09:50.000 --> 00:09:52.000]  祂歇息
[00:09:52.000 --> 00:09:54.000]  安息日好不好啊各位
[00:09:54.000 --> 00:09:57.000]  是主歇息了
[00:09:57.000 --> 00:09:59.000]  成就了
[00:09:59.000 --> 00:10:01.000]  一切都美好
[00:10:01.000 --> 00:10:03.000]  同時也是主
[00:10:03.000 --> 00:10:06.000]  比在埃及維奴之家
[00:10:06.000 --> 00:10:08.000]  出來的人
[00:10:08.000 --> 00:10:10.000]  可以知道
[00:10:10.000 --> 00:10:12.000]  人生在世
[00:10:12.000 --> 00:10:14.000]  不是牛馬中生
[00:10:14.000 --> 00:10:16.000]  人生
[00:10:16.000 --> 00:10:18.000]  在上主的面前
[00:10:18.000 --> 00:10:20.000]  是有安息
[00:10:20.000 --> 00:10:21.000]  有歇息的
[00:10:21.000 --> 00:10:23.000]  神的恩典
[00:10:23.000 --> 00:10:25.000]  是藉著這些日子
[00:10:25.000 --> 00:10:27.000]  來顯示
[00:10:27.000 --> 00:10:29.000]  然後我們在初期教會
[00:10:29.000 --> 00:10:31.000]  看到教會是有歷史感的
[00:10:31.000 --> 00:10:33.000]  其實看福音書是很有歷史感的
[00:10:33.000 --> 00:10:35.000]  在這個居你樓
[00:10:35.000 --> 00:10:36.000]  做什麼的時候
[00:10:36.000 --> 00:10:39.000]  在這個蓋薩亞古士篤的時候
[00:10:39.000 --> 00:10:41.000]  在這個冬季
[00:10:41.000 --> 00:10:43.000]  守殿節的時候
[00:10:43.000 --> 00:10:44.000]  獻殿節的時候
[00:10:44.000 --> 00:10:46.000]  耶穌就怎樣怎樣
[00:10:46.000 --> 00:10:48.000]  全部都是有時間有日子的
[00:10:48.000 --> 00:10:50.000]  所以親愛的弟兄姊妹
[00:10:50.000 --> 00:10:53.000]  不要屬靈到什麼日子都不管
[00:10:53.000 --> 00:10:56.000]  用我們以這個日子
[00:10:56.000 --> 00:10:59.000]  來思念我們主的作為
[00:10:59.000 --> 00:11:01.000]  每逢七天的第一天
[00:11:01.000 --> 00:11:04.000]  我們都要照自己的收入
[00:11:04.000 --> 00:11:06.000]  來抽出一些錢
[00:11:06.000 --> 00:11:08.000]  保留起來
[00:11:08.000 --> 00:11:12.000]  不用急急忙忙地拿出來
[00:11:12.000 --> 00:11:15.000]  這是聖經其中提到主日的時候
[00:11:15.000 --> 00:11:16.000]  一個教導
[00:11:16.000 --> 00:11:19.000]  讓我們看到原來在初期教會
[00:11:19.000 --> 00:11:21.000]  他們都已經有七天的第一天
[00:11:21.000 --> 00:11:23.000]  這個聚集
[00:11:23.000 --> 00:11:25.000]  而在主啟示
[00:11:25.000 --> 00:11:27.000]  這個仕途約翰的時候
[00:11:27.000 --> 00:11:28.000]  也是一個主日
[00:11:28.000 --> 00:11:30.000]  來向他啟示
[00:11:30.000 --> 00:11:33.000]  可見這個主日
[00:11:33.000 --> 00:11:35.000]  已經在歷史上
[00:11:35.000 --> 00:11:40.000]  成功地取代了猶太人的安息日
[00:11:40.000 --> 00:11:43.000]  而在這個創造與救贖
[00:11:43.000 --> 00:11:46.000]  兩者結合起來的時候
[00:11:46.000 --> 00:11:48.000]  唯在基督耶穌裡
[00:11:48.000 --> 00:11:50.000]  能夠得以圓滿
[00:11:50.000 --> 00:11:53.000]  因為萬物是著著他做的
[00:11:53.000 --> 00:11:55.000]  因為若有人在基督裡
[00:11:55.000 --> 00:11:56.000]  Hallelujah
[00:11:56.000 --> 00:11:58.000]  新的創造
[00:11:58.000 --> 00:12:00.000]  所以這位創造的主
[00:12:00.000 --> 00:12:02.000]  是我們歡慶的主
[00:12:02.000 --> 00:12:04.000]  他歇息的日子
[00:12:04.000 --> 00:12:06.000]  他復活的日子
[00:12:06.000 --> 00:12:09.000]  都是我們歡慶的日子
[00:12:09.000 --> 00:12:11.000]  在初期教會
[00:12:11.000 --> 00:12:15.000]  是記載了怎樣過這個節期
[00:12:15.000 --> 00:12:16.000]  其中一個節期
[00:12:16.000 --> 00:12:20.000]  就是將猶太人的愉悅節期
[00:12:20.000 --> 00:12:22.000]  賦予一個新的意義
[00:12:22.000 --> 00:12:24.000]  由這個被殺的
[00:12:24.000 --> 00:12:26.000]  這個生畜的羊羔
[00:12:26.000 --> 00:12:28.000]  去到這個上主的羊羔
[00:12:28.000 --> 00:12:32.000]  看神的羔羊除去世人罪孽的愉悅的意義
[00:12:32.000 --> 00:12:34.000]  由出哀及
[00:12:34.000 --> 00:12:37.000]  變成脫離撒旦的權下
[00:12:37.000 --> 00:12:39.000]  進入神的光明
[00:12:39.000 --> 00:12:40.000]  脫離死亡
[00:12:40.000 --> 00:12:44.000]  進入生命的盼望當中
[00:12:44.000 --> 00:12:47.000]  然後過這種節的人
[00:12:47.000 --> 00:12:49.000]  使徒保祿提醒我們
[00:12:49.000 --> 00:12:53.000]  與舊有的以色列民所過的
[00:12:53.000 --> 00:12:56.000]  又有相似又有不相似
[00:12:56.000 --> 00:12:58.000]  他其實是藉著這個愉悅節
[00:12:58.000 --> 00:13:00.000]  來告訴我們
[00:13:00.000 --> 00:13:03.000]  現在我們有的愉悅的羔羊
[00:13:03.000 --> 00:13:05.000]  是基督已經給了
[00:13:05.000 --> 00:13:06.000]  獻為濟生
[00:13:06.000 --> 00:13:09.000]  所以我們來守這個節
[00:13:09.000 --> 00:13:11.000]  就要除掉舊的教
[00:13:11.000 --> 00:13:14.000]  那些發酵的那些不好的東西
[00:13:14.000 --> 00:13:15.000]  那些腐敗性的東西
[00:13:15.000 --> 00:13:17.000]  我們都不要了
[00:13:17.000 --> 00:13:18.000]  即是什麼呢
[00:13:18.000 --> 00:13:20.000]  一些惡毒的說話
[00:13:20.000 --> 00:13:22.000]  一些惡毒的思想
[00:13:22.000 --> 00:13:24.000]  一些邪惡的傾向
[00:13:24.000 --> 00:13:25.000]  這一切的東西
[00:13:25.000 --> 00:13:29.000]  都不應該在屬基督的群體裏面
[00:13:29.000 --> 00:13:31.000]  是存在的
[00:13:31.000 --> 00:13:33.000]  我們只應該有這個純潔
[00:13:33.000 --> 00:13:36.000]  真實的無教餅
[00:13:36.000 --> 00:13:39.000]  因為我們所守的那個愉悅節
[00:13:39.000 --> 00:13:42.000]  是以基督為愉悅羔羊的
[00:13:42.000 --> 00:13:44.000]  這個西方的教會
[00:13:44.000 --> 00:13:49.000]  是開始計劃這個年曆的時候
[00:13:49.000 --> 00:13:52.000]  就以基督為核心
[00:13:52.000 --> 00:13:54.000]  兩個的循環
[00:13:54.000 --> 00:13:58.000]  一個的循環叫做復活節的循環
[00:13:58.000 --> 00:14:00.000]  這個復活節的循環
[00:14:00.000 --> 00:14:02.000]  就包括了
[00:14:02.000 --> 00:14:04.000]  由這個中樹主日
[00:14:04.000 --> 00:14:07.000]  一直去到這個聖灰的禮拜三
[00:14:07.000 --> 00:14:08.000]  去到這個禮拜四
[00:14:08.000 --> 00:14:10.000]  然後禮拜五就是壽難節
[00:14:10.000 --> 00:14:12.000]  然後跟著有復活的前夕
[00:14:12.000 --> 00:14:14.000]  然後就復活
[00:14:14.000 --> 00:14:15.000]  這個是一個重要的
[00:14:15.000 --> 00:14:18.000]  其中一個的循環
[00:14:18.000 --> 00:14:19.000]  第二個的循環
[00:14:19.000 --> 00:14:22.000]  就是這個聖誕節的循環
[00:14:22.000 --> 00:14:24.000]  話說回來
[00:14:24.000 --> 00:14:27.000]  你有沒有聽過有些人說
[00:14:27.000 --> 00:14:30.000]  不要慶祝聖誕節
[00:14:30.000 --> 00:14:33.000]  因為聖誕節其實不是在十二月二十五日
[00:14:33.000 --> 00:14:35.000]  十二月二十五日
[00:14:35.000 --> 00:14:38.000]  是一個異教的神祇的節日
[00:14:38.000 --> 00:14:41.000]  我們教會我們不守這個節日
[00:14:41.000 --> 00:14:44.000]  有沒有聽過
[00:14:44.000 --> 00:14:48.000]  我尊重這些弟兄姊妹那種忠誠度
[00:14:48.000 --> 00:14:49.000]  不過我自己就覺得
[00:14:49.000 --> 00:14:55.000]  這種選擇其實未必是最必須的
[00:14:55.000 --> 00:14:58.000]  如果那個異教神祇的節日
[00:14:58.000 --> 00:15:00.000]  今天已經沒有人記得
[00:15:00.000 --> 00:15:01.000]  大家只記得
[00:15:01.000 --> 00:15:05.000]  那個是慶祝耶穌基督的Christmas
[00:15:05.000 --> 00:15:07.000]  這個聖誕節
[00:15:07.000 --> 00:15:09.000]  那又何樂而不為呢
[00:15:09.000 --> 00:15:11.000]  這個日頭
[00:15:11.000 --> 00:15:14.000]  這個日頭太陽神已經被人忘記了
[00:15:14.000 --> 00:15:16.000]  沒有人再會拜祂了
[00:15:16.000 --> 00:15:17.000]  只有公義的日頭
[00:15:17.000 --> 00:15:21.000]  耶穌基督已經照亮了這個日子
[00:15:21.000 --> 00:15:25.000]  我們就用這個日子來高舉基督
[00:15:25.000 --> 00:15:26.000]  何樂而不為呢
[00:15:26.000 --> 00:15:30.000]  我移得所有神祇的日子都被人忘記
[00:15:30.000 --> 00:15:33.000]  只記得是慶祝耶穌基督這樣
[00:15:33.000 --> 00:15:35.000]  慶祝耶穌那樣
[00:15:35.000 --> 00:15:38.000]  所以這個聖誕節期
[00:15:38.000 --> 00:15:41.000]  早早教會已經有設立的
[00:15:41.000 --> 00:15:44.000]  不過他定他為一個主顯節
[00:15:44.000 --> 00:15:45.000]  Epiphany
[00:15:45.000 --> 00:15:48.000]  Epiphany即是耶穌基督
[00:15:48.000 --> 00:15:50.000]  祂不再是在高天
[00:15:50.000 --> 00:15:54.000]  而是祂親自的臨到這個人世間
[00:15:54.000 --> 00:15:56.000]  我們的信仰是何等寶貴
[00:15:56.000 --> 00:16:01.000]  是一個上主親自介入時空
[00:16:01.000 --> 00:16:03.000]  是這位靈
[00:16:03.000 --> 00:16:06.000]  是人不能見的光中的上主
[00:16:06.000 --> 00:16:10.000]  藉著祂的愛子親自的來顯於人世
[00:16:10.000 --> 00:16:12.000]  所以這個主顯節這個時期
[00:16:12.000 --> 00:16:17.000]  成為教會的另外一個節期的循環
[00:16:17.000 --> 00:16:20.000]  那就是我們看
[00:16:20.000 --> 00:16:24.000]  接下來教會的年曆到底是怎樣呢
[00:16:24.000 --> 00:16:28.000]  我覺得有時候我們看這些年曆的東西
[00:16:28.000 --> 00:16:30.000]  是有少少緊張的
[00:16:30.000 --> 00:16:33.000]  其實我就不想我們太緊張
[00:16:33.000 --> 00:16:34.000]  不想我們覺得
[00:16:34.000 --> 00:16:37.000]  嘩 如果錯過了這一天又怎樣
[00:16:37.000 --> 00:16:38.000]  沒守這一天又怎樣
[00:16:38.000 --> 00:16:40.000]  沒什麼怎樣的
[00:16:40.000 --> 00:16:45.000]  我們也不會像某一些大公傳統教會一樣
[00:16:45.000 --> 00:16:47.000]  它紀念很多人
[00:16:47.000 --> 00:16:49.000]  是每一天都有人
[00:16:49.000 --> 00:16:51.000]  而且有一天不止一個人
[00:16:51.000 --> 00:16:53.000]  而且世界各地都有不同
[00:16:53.000 --> 00:16:55.000]  我欣賞這種精神
[00:16:55.000 --> 00:16:58.000]  不過我不鼓勵我們豐盛生命堂走這條路
[00:16:58.000 --> 00:17:01.000]  即是有些聖人根本你都不會認識
[00:17:01.000 --> 00:17:03.000]  不過他們是殉道者
[00:17:03.000 --> 00:17:05.000]  增加你的歷史感都是好的
[00:17:05.000 --> 00:17:07.000]  效法他們那種精神
[00:17:07.000 --> 00:17:10.000]  但是特意設一個日子來紀念
[00:17:10.000 --> 00:17:12.000]  我覺得我們又不會這樣做
[00:17:12.000 --> 00:17:15.000]  所以我們豐盛生命堂這個教會年曆
[00:17:15.000 --> 00:17:18.000]  基本上是六大節期
[00:17:18.000 --> 00:17:20.000]  每一個節期之後
[00:17:20.000 --> 00:17:22.000]  就是數若干的主日
[00:17:22.000 --> 00:17:23.000]  我今天都不和你數
[00:17:23.000 --> 00:17:25.000]  哪個節期之間有多少個主日
[00:17:25.000 --> 00:17:29.000]  我只是將幾大節期來講出來
[00:17:29.000 --> 00:17:36.000]  大家現在最叻最熟的是張臨期
[00:17:36.000 --> 00:17:38.000]  接著是什麼期
[00:17:38.000 --> 00:17:40.000]  答我吧
[00:17:40.000 --> 00:17:42.000]  大膽的答吧
[00:17:42.000 --> 00:17:44.000]  是什麼期
[00:17:44.000 --> 00:17:47.000]  聖誕期
[00:17:47.000 --> 00:17:49.000]  接著呢
[00:17:49.000 --> 00:17:52.000]  是主顯期
[00:17:52.000 --> 00:17:55.000]  一月六日開始
[00:17:55.000 --> 00:17:57.000]  接著是什麼期
[00:17:57.000 --> 00:18:00.000]  叫做大齋期
[00:18:00.000 --> 00:18:02.000]  不過有些堂會
[00:18:02.000 --> 00:18:08.000]  也是很忌諱禁慾主義的復辟
[00:18:08.000 --> 00:18:11.000]  所以就不喜歡大齋這個期
[00:18:11.000 --> 00:18:13.000]  英文叫做Lent
[00:18:13.000 --> 00:18:15.000]  其實是一個懺悔
[00:18:15.000 --> 00:18:20.000]  一個真是刻苦己心的日子
[00:18:20.000 --> 00:18:24.000]  有些教會就叫做御苦期
[00:18:24.000 --> 00:18:26.000]  預備受苦
