
[00:00:00.000 --> 00:00:03.360]  今天的訊息主題就是今天的福音
[00:04:36.640 --> 00:04:38.760]  福音意義是什麼
[00:04:38.760 --> 00:04:40.760]  我們怎樣看福音
[00:04:40.760 --> 00:04:46.360]  我們應該怎樣去著重這個福音
[00:04:46.360 --> 00:04:49.720]  讓我們低頭祈禱
[00:04:49.720 --> 00:04:52.600]  親愛的恩主我們感謝你
[00:04:52.600 --> 00:04:54.880]  是因為你的拯救
[00:04:54.880 --> 00:04:57.360]  是因為有人將福音傳給我們
[00:04:57.360 --> 00:04:59.600]  我們今天才能夠相信
[00:04:59.600 --> 00:05:01.760]  我們才有新的生命
[00:05:01.760 --> 00:05:04.520]  我們願主你幫助引領我們
[00:05:04.520 --> 00:05:08.680]  叫我們明白我們的福音是從別人所傳而來
[00:05:08.680 --> 00:05:12.720]  也叫我們明白我們自己將福音傳給別人
[00:05:12.720 --> 00:05:14.800]  對他們生命的重要
[00:05:14.800 --> 00:05:17.280]  於是今天我們有所欠
[00:05:17.280 --> 00:05:19.120]  我們有所做得不足
[00:05:19.120 --> 00:05:20.240]  願主你教導
[00:05:20.240 --> 00:05:23.000]  於是今天我們膽怯軟弱
[00:05:23.000 --> 00:05:25.240]  為了福音我們不願站起來
[00:05:25.240 --> 00:05:26.520]  求主你堅強
[00:05:26.520 --> 00:05:29.480]  於是今天我們看輕了福音的寶貴
[00:05:29.480 --> 00:05:30.760]  求主你赦免原諒
[00:05:30.760 --> 00:05:31.600]  更重要
[00:05:31.600 --> 00:05:33.760]  願你的聖靈幫助我們
[00:05:33.760 --> 00:05:37.400]  看見福音在我們生命當中何等的重要
[00:05:37.400 --> 00:05:39.640]  主耶穌你是何等重要
[00:05:39.640 --> 00:05:42.680]  福音、看重福音在我們生命當中
[00:05:42.680 --> 00:05:45.000]  所表現出來的那種能力
[00:05:45.000 --> 00:05:46.280]  那種大能
[00:05:46.280 --> 00:05:47.400]  我主你幫助
[00:05:47.400 --> 00:05:49.400]  祈禱奉耶穌基督的名叩
[00:05:49.400 --> 00:05:50.400]  阿們
[00:05:50.400 --> 00:05:51.680]  經文很短
[00:05:51.680 --> 00:05:53.000]  保羅第一句就說
[00:05:53.000 --> 00:05:56.680]  「我不以福音為恥」
[00:05:56.680 --> 00:06:01.840]  保羅其實是在引用一個我們必須要明白的概念
[00:06:01.840 --> 00:06:04.320]  榮譽和恥辱
[00:06:04.320 --> 00:06:06.840]  大家可能在一些《釋經》書
[00:06:06.840 --> 00:06:09.320]  在《培靈會》都會聽過
[00:06:09.320 --> 00:06:14.400]  第一世紀是一個榮辱很分明的世界
[00:06:14.400 --> 00:06:16.840]  不過我想著重的一點
[00:06:16.840 --> 00:06:22.520]  是其實我們今天的世界同樣如此
[00:06:22.520 --> 00:06:24.240]  當時的世界
[00:06:24.240 --> 00:06:25.520]  什麼是榮譽
[00:06:25.520 --> 00:06:28.280]  有一套很清楚的理解
[00:06:28.280 --> 00:06:30.160]  簡單來說
[00:06:30.160 --> 00:06:31.640]  一個人
[00:06:31.640 --> 00:06:33.080]  他的出身
[00:06:33.080 --> 00:06:34.520]  他的身份
[00:06:34.520 --> 00:06:36.920]  本身就是一個榮譽
[00:06:36.920 --> 00:06:39.080]  出身於顯赫的家族
[00:06:39.080 --> 00:06:40.160]  是榮譽
[00:06:40.160 --> 00:06:42.400]  一個人如果有能力
[00:06:42.400 --> 00:06:44.040]  他又有影響力
[00:06:44.040 --> 00:06:45.960]  無論你說是武力也好
[00:06:45.960 --> 00:06:47.960]  你說是知識也好
[00:06:47.960 --> 00:06:50.560]  當中都是一種榮譽
[00:06:50.560 --> 00:06:52.800]  因為可以貢獻國家
[00:06:52.800 --> 00:06:54.680]  貢獻社會
[00:06:54.680 --> 00:06:57.000]  自然人就有光榮
[00:06:57.000 --> 00:06:58.600]  更重要
[00:06:58.600 --> 00:07:01.640]  榮譽在當時的社會
[00:07:01.640 --> 00:07:05.360]  不是自己說了我有
[00:07:05.360 --> 00:07:06.400]  就當你是有
[00:07:06.400 --> 00:07:07.600]  這樣就算了
[00:07:07.600 --> 00:07:11.400]  是要由別人說你有榮譽的
[00:07:11.400 --> 00:07:12.760]  舉個例子
[00:07:12.760 --> 00:07:15.480]  羅馬社會其實有選舉的
[00:07:15.480 --> 00:07:18.080]  當時的地區選舉裡面
[00:07:18.080 --> 00:07:23.480]  候選人是不會為自己拉票
[00:07:23.480 --> 00:07:27.280]  好像現在的政府那樣告訴你
[00:07:27.280 --> 00:07:29.440]  其實我有多配得去服侍大家
[00:07:29.440 --> 00:07:32.320]  因為當時的理解是如果你這樣說
[00:07:32.320 --> 00:07:33.960]  你就沒有榮譽了
[00:07:33.960 --> 00:07:36.760]  榮譽是要由候選人身邊
[00:07:36.760 --> 00:07:39.240]  去說回你知不知道
[00:07:39.240 --> 00:07:40.600]  這個候選人
[00:07:40.600 --> 00:07:43.200]  他曾經這樣
[00:07:43.200 --> 00:07:45.720]  如果他做我們的候選人
[00:07:45.720 --> 00:07:47.000]  那我們就最好
[00:07:47.000 --> 00:07:50.000]  所以大家要投票給他
[00:07:50.000 --> 00:07:53.440]  榮譽是要由別人的口
[00:07:53.440 --> 00:07:55.640]  去說出來
[00:07:55.640 --> 00:07:58.720]  今天的社會其實都是一樣的
[00:07:58.720 --> 00:08:01.680]  我們對榮耀都有一套理解的
[00:08:01.680 --> 00:08:04.240]  譬如每年都有澳洲人
[00:08:04.240 --> 00:08:07.440]  會有人因為對社會的貢獻
[00:08:07.440 --> 00:08:09.640]  而去獲得一個叫做
[00:08:09.640 --> 00:08:13.520]  Australian of the Year的獎項
[00:08:13.520 --> 00:08:15.200]  很大的榮耀來的
[00:08:15.200 --> 00:08:17.640]  又或者一個人今天
[00:08:17.640 --> 00:08:20.000]  你做什麼工作
[00:08:20.000 --> 00:08:22.400]  你擁有多少財富
[00:08:22.400 --> 00:08:27.280]  都可以是一種榮耀
[00:08:27.280 --> 00:08:29.360]  不過這一切的榮耀
[00:08:29.360 --> 00:08:32.320]  就跟保羅其實都沒有什麼關係
[00:08:32.320 --> 00:08:35.280]  因為按照當時的標準
[00:08:35.280 --> 00:08:42.040]  保羅是不會被歸為榮譽那一邊
[00:08:42.040 --> 00:08:46.320]  相反他是會被歸為恥辱
[00:08:46.320 --> 00:08:48.320]  羞恥那一邊
[00:08:48.320 --> 00:08:49.920]  當時的人
[00:08:49.920 --> 00:08:51.880]  是不會好像現在社會的人
[00:08:51.880 --> 00:08:53.120]  或者基督徒那樣
[00:08:53.120 --> 00:08:54.680]  哇 保羅啊
[00:08:54.680 --> 00:08:56.920]  你為神擺上那麼多
[00:08:56.920 --> 00:08:58.920]  你真是很愛神的
[00:08:58.920 --> 00:09:01.000]  你真是有榮譽的
[00:09:01.000 --> 00:09:02.240]  不會的
[00:09:02.240 --> 00:09:03.800]  相反
[00:09:03.800 --> 00:09:08.240]  保羅正正就是因為福音
[00:09:08.240 --> 00:09:11.960]  他成為一個羞恥的人
[00:09:11.960 --> 00:09:13.840]  在當時的社會
[00:09:13.840 --> 00:09:16.760]  對羞恥都有一套理解的
[00:09:16.760 --> 00:09:18.600]  沒有受過教育
[00:09:18.600 --> 00:09:21.160]  是羞恥來的
[00:09:21.160 --> 00:09:24.000]  保羅受過高等教育
[00:09:24.000 --> 00:09:29.960]  卻不做一個有身份的人應該做的事
[00:09:29.960 --> 00:09:31.920]  更大的羞恥
[00:09:31.920 --> 00:09:33.800]  對羅馬這個國家
[00:09:33.800 --> 00:09:35.800]  對民族忠誠
[00:09:35.800 --> 00:09:36.920]  如果你不忠誠的話
[00:09:36.920 --> 00:09:38.080]  你就是羞恥
[00:09:38.080 --> 00:09:39.200]  是不是
[00:09:39.200 --> 00:09:41.920]  保羅是羅馬公民來的
[00:09:41.920 --> 00:09:43.520]  他不是在說
[00:09:43.520 --> 00:09:45.160]  凱撒是主啊
[00:09:45.160 --> 00:09:46.280]  他說什麼呢
[00:09:46.280 --> 00:09:48.640]  耶穌是主啊
[00:09:48.640 --> 00:09:51.280]  你不忠於羅馬帝國
[00:09:51.280 --> 00:09:53.080]  但是他享有特權
[00:09:53.080 --> 00:09:54.880]  更大的羞恥
[00:09:54.880 --> 00:09:57.040]  當時最大的羞恥是什麼呢
[00:09:57.040 --> 00:10:00.440]  就是一個人被人全剝了衣服
[00:10:00.440 --> 00:10:04.240]  只掛著一塊布
[00:10:04.240 --> 00:10:05.440]  烈日當空
[00:10:05.440 --> 00:10:06.960]  在十字架下面
[00:10:06.960 --> 00:10:08.920]  曬著釘著
[00:10:08.920 --> 00:10:10.720]  慢慢地死
[00:10:10.720 --> 00:10:14.080]  這個目的是遊街示眾
[00:10:14.080 --> 00:10:17.200]  保羅傳耶穌基督的十字架
[00:10:17.200 --> 00:10:20.960]  在當時是極大的羞恥
[00:10:20.960 --> 00:10:22.920]  極大的荒謬
[00:10:22.920 --> 00:10:25.280]  所以保羅才會說
[00:10:25.280 --> 00:10:26.680]  在這裡他這樣說
[00:10:26.680 --> 00:10:29.560]  「我不以福音為恥」
[00:10:29.560 --> 00:10:31.320]  為什麼呢
[00:10:31.320 --> 00:10:33.960]  因為他很清楚
[00:10:33.960 --> 00:10:37.200]  很多人當他是羞恥
[00:10:37.200 --> 00:10:40.480]  當他所信的福音為恥
[00:10:40.480 --> 00:10:41.840]  所以這句話
[00:10:41.840 --> 00:10:44.280]  其實是保羅宣告
[00:10:44.280 --> 00:10:45.600]  你們
[00:10:45.600 --> 00:10:47.680]  你們這群不信的人
[00:10:47.680 --> 00:10:49.760]  當為羞恥的事
[00:10:49.760 --> 00:10:51.680]  我現在告訴你
[00:10:51.680 --> 00:10:55.280]  我們當做是光榮
[00:10:55.280 --> 00:10:59.560]  這句話是保羅的抗辯
[00:10:59.560 --> 00:11:05.680]  他在拒絕當時社會對榮譽的定義
[00:11:05.680 --> 00:11:09.480]  他在拒絕當時普羅大眾
[00:11:09.480 --> 00:11:14.400]  所有人都追求並且接受的生活方式
[00:11:14.400 --> 00:11:16.480]  對保羅來說
[00:11:16.480 --> 00:11:18.040]  福音是榮譽
[00:11:18.040 --> 00:11:21.960]  按著福音的方式去生活
[00:11:21.960 --> 00:11:26.720]  就算要承擔社會的羞恥
[00:11:26.720 --> 00:11:28.920]  都是榮譽
[00:11:28.920 --> 00:11:31.360]  這就是保羅的想法
[00:11:31.360 --> 00:11:33.440]  弟兄姊妹
[00:11:33.440 --> 00:11:37.320]  我相信人到了某些階段
[00:11:37.320 --> 00:11:39.960]  自然都會想安穩下來
[00:11:39.960 --> 00:11:41.600]  想少一點衝突
[00:11:41.600 --> 00:11:43.120]  保羅寫這句話的時候
[00:11:43.120 --> 00:11:44.440]  他不年輕了
[00:11:44.440 --> 00:11:46.880]  可能他也會想
[00:11:46.880 --> 00:11:48.280]  保羅這句話
[00:11:48.280 --> 00:11:50.320]  即使你這樣說出來
[00:11:50.320 --> 00:11:53.640]  都會覺得不容易去聽
[00:11:53.640 --> 00:11:55.480]  今天對你來說
[00:11:55.480 --> 00:11:58.840]  你覺得什麼是榮譽?
[00:11:58.840 --> 00:12:03.160]  你覺得什麼是羞恥?
[00:12:03.160 --> 00:12:08.800]  今天我們追求的是哪一種榮譽?
[00:12:08.800 --> 00:12:12.320]  我很記得我最初回教會的時候
[00:12:12.320 --> 00:12:13.960]  我聽過一個牧師
[00:12:13.960 --> 00:12:16.240]  分享當時教會裡面
[00:12:16.240 --> 00:12:18.080]  一個弟兄的見證
[00:12:18.080 --> 00:12:21.160]  我到現在都記得很清楚
[00:12:21.160 --> 00:12:24.720]  那個弟兄當時是四五十歲
[00:12:24.720 --> 00:12:26.520]  他做會計師
[00:12:26.520 --> 00:12:31.000]  他一直在一個大型的會計師樓裡面工作
[00:12:31.000 --> 00:12:32.160]  大學畢業
[00:12:32.160 --> 00:12:34.240]  做了二十多年會計
[00:12:34.240 --> 00:12:36.000]  事業都挺好 挺順利
[00:12:36.000 --> 00:12:38.080]  職位都做得不錯
[00:12:38.080 --> 00:12:39.720]  有一次
[00:12:39.720 --> 00:12:43.400]  他負責幫一間公司去核數
[00:12:43.400 --> 00:12:45.120]  上頭就暗示他
[00:12:45.120 --> 00:12:46.960]  會不會明示暗示
[00:12:46.960 --> 00:12:50.680]  這次要你幫忙
[00:12:50.680 --> 00:12:52.840]  出一點點狡猾
[00:12:52.840 --> 00:12:56.800]  這個弟兄就知道這樣是不老實的
[00:12:56.800 --> 00:12:58.960]  他就回去和牧師談
[00:12:58.960 --> 00:13:00.800]  牧師應該怎麼做
[00:13:00.800 --> 00:13:03.880]  大家都明白你們都有工作
[00:13:03.880 --> 00:13:05.840]  社會就是這樣
[00:13:05.840 --> 00:13:07.920]  你肯幫忙
[00:13:07.920 --> 00:13:09.560]  大家就是什麼?
[00:13:09.560 --> 00:13:11.200]  自己人
[00:13:11.200 --> 00:13:12.920]  我們坐在一條船
[00:13:12.920 --> 00:13:14.240]  我們同舟共濟
[00:13:14.240 --> 00:13:17.240]  將來有什麼事一起幫忙
[00:13:17.240 --> 00:13:18.840]  如果你不肯幫忙
[00:13:18.840 --> 00:13:21.240]  甚至你踢爆我
[00:13:21.240 --> 00:13:23.600]  那就不是自己人了
[00:13:23.600 --> 00:13:24.440]  不是敵人的
[00:13:24.440 --> 00:13:27.040]  不過肯定不是朋友
[00:13:27.040 --> 00:13:28.440]  那你怎麼辦?
[00:13:28.440 --> 00:13:29.680]  後果是怎樣?
[00:13:29.680 --> 00:13:31.280]  心中有數
[00:13:31.280 --> 00:13:33.640]  普遍的信徒可能會以為是這樣
[00:13:33.640 --> 00:13:34.880]  我們一般來說
[00:13:34.880 --> 00:13:37.720]  我們都有一種孩童的天真
[00:13:37.720 --> 00:13:39.880]  神會為他開路的
[00:13:39.880 --> 00:13:40.840]  我們祈禱
[00:13:40.840 --> 00:13:44.640]  神求你讓他避過這個難關
[00:13:44.640 --> 00:13:45.920]  沒事的
[00:13:45.920 --> 00:13:49.120]  又或者即使這個弟兄拒絕
[00:13:49.120 --> 00:13:51.520]  神都會保守他一個好結果
[00:13:51.520 --> 00:13:52.600]  他不會離職的
[00:13:52.600 --> 00:13:55.680]  他老闆不知道什麼原因被解僱了
[00:13:55.680 --> 00:13:57.360]  沒事的
[00:13:57.360 --> 00:13:59.160]  好像迪士尼樂園一樣
[00:13:59.160 --> 00:14:02.280]  永遠都發發落落地生活下去
[00:14:02.280 --> 00:14:04.080]  我們想這樣
[00:14:04.080 --> 00:14:05.600]  你想不想?
[00:14:05.600 --> 00:14:07.040]  想
[00:14:07.040 --> 00:14:09.880]  這個見證的結局就是他沒有妥協
[00:14:09.880 --> 00:14:11.040]  到了最後
[00:14:11.040 --> 00:14:12.480]  很多壓力了
[00:14:12.480 --> 00:14:13.680]  他受不了
[00:14:13.680 --> 00:14:16.760]  他自己辭了一份工作
[00:14:16.760 --> 00:14:19.160]  我記得牧師有個主人說這句信息
[00:14:19.160 --> 00:14:20.400]  當時我很年輕
[00:14:20.400 --> 00:14:22.880]  雖然我覺得我現在都很年輕
[00:14:22.880 --> 00:14:23.840]  當時的我
[00:14:23.840 --> 00:14:26.920]  我覺得這個見證我很深印象
[00:14:26.920 --> 00:14:28.120]  剛剛信主嘛
[00:14:28.120 --> 00:14:29.240]  是不是?
[00:14:29.240 --> 00:14:30.480]  我心裡面想
[00:14:30.480 --> 00:14:33.520]  福音不是好消息嗎?
[00:14:33.520 --> 00:14:35.400]  如果福音是這麼苦
[00:14:35.400 --> 00:14:37.120]  福音應該改錯名
[00:14:37.120 --> 00:14:39.120]  福音應該叫做苦音
[00:14:39.120 --> 00:14:40.160]  都是f字頭
[00:14:40.160 --> 00:14:42.240]  不過音不同
[00:14:42.240 --> 00:14:44.080]  今天的世界
[00:14:44.080 --> 00:14:45.280]  其實同樣
[00:14:45.280 --> 00:14:49.080]  你和我活在一套榮辱的系統裡面
[00:14:49.080 --> 00:14:51.040]  什麼是成功
[00:14:51.040 --> 00:14:52.760]  什麼是失敗
[00:14:52.760 --> 00:14:54.680]  有什麼值得羨慕
[00:14:54.680 --> 00:14:56.640]  社會有一套答案
[00:14:56.640 --> 00:14:58.080]  老實說
[00:14:58.080 --> 00:15:00.400]  我覺得我們今天都很幸福
[00:15:00.400 --> 00:15:03.040]  起碼在這個澳洲社會
[00:15:03.040 --> 00:15:04.640]  我們的社會
[00:15:04.640 --> 00:15:05.960]  不會
[00:15:05.960 --> 00:15:07.080]  因為
[00:15:07.080 --> 00:15:09.080]  我們是基督徒
[00:15:09.080 --> 00:15:11.080]  就極端地排斥你
[00:15:11.080 --> 00:15:12.560]  給你面色看
[00:15:12.560 --> 00:15:13.440]  甚至覺得
[00:15:13.440 --> 00:15:16.160]  我們這些人是羞恥
[00:15:16.160 --> 00:15:18.200]  某程度上
[00:15:18.200 --> 00:15:19.920]  我們承受的壓力
[00:15:19.920 --> 00:15:22.280]  少了很多
[00:15:22.280 --> 00:15:23.680]  這樣就幸福了
[00:15:23.680 --> 00:15:25.960]  少一點壓力
[00:15:25.960 --> 00:15:26.960]  就福音了
[00:15:26.960 --> 00:15:28.840]  是不是?
[00:15:28.840 --> 00:15:31.360]  但正正因為這樣
[00:15:31.360 --> 00:15:33.480]  有時我們付出了另外一個代價
[00:15:33.480 --> 00:15:34.040]  弟兄姊妹
[00:15:34.040 --> 00:15:36.640]  我想我們忽略了
[00:15:36.640 --> 00:15:39.400]  就是我們慢慢慢慢再分不出
[00:15:39.400 --> 00:15:41.600]  世界那種的福
[00:15:41.600 --> 00:15:44.360]  和福音那種的福
[00:15:44.360 --> 00:15:46.600]  有沒有不同呢?
[00:15:46.600 --> 00:15:48.040]  我們或許以為
[00:15:48.040 --> 00:15:49.120]  福音的福
[00:15:49.120 --> 00:15:51.240]  就必定帶來世界的福
[00:15:51.240 --> 00:15:52.600]  福音的榮譽
[00:15:52.600 --> 00:15:54.440]  就必定會換來
[00:15:54.440 --> 00:15:56.400]  世界的榮譽
[00:15:56.400 --> 00:15:57.520]  最好了
[00:15:57.520 --> 00:16:00.680]  如果你不換都換回七八成給我
[00:16:00.680 --> 00:16:02.840]  我就要講清楚
[00:16:02.840 --> 00:16:04.440]  我不是否定
[00:16:04.440 --> 00:16:05.920]  福音能夠為大家
[00:16:05.920 --> 00:16:07.640]  帶來世上的福氣
[00:16:07.640 --> 00:16:10.120]  我恨不得為大家祈禱
[00:16:10.120 --> 00:16:11.960]  我們一同在主的裏面
[00:16:11.960 --> 00:16:13.600]  我們身體健康
[00:16:13.600 --> 00:16:15.840]  我們有主給我們的福氣
[00:16:15.840 --> 00:16:19.440]  但今天的經文只是提醒了我們
[00:16:19.440 --> 00:16:21.440]  對保羅來說
[00:16:21.440 --> 00:16:22.600]  福音
[00:16:22.600 --> 00:16:23.520]  原來
[00:16:23.520 --> 00:16:25.520]  是可以被這個世界
[00:16:25.520 --> 00:16:28.960]  視為羞恥的事
[00:16:28.960 --> 00:16:33.320]  我們當然渴望神賜福給我們
[00:16:33.320 --> 00:16:35.080]  但如果有一天
[00:16:35.080 --> 00:16:36.640]  福音
[00:16:36.640 --> 00:16:41.320]  不再等同世界的成功
[00:16:41.320 --> 00:16:43.240]  世界的榮譽
[00:16:43.240 --> 00:16:46.640]  我們還願意去持這個信仰嗎?
[00:16:46.640 --> 00:16:49.320]  我們會否為福音
[00:16:49.320 --> 00:16:53.080]  說一句抗辯的話呢?
[00:16:53.080 --> 00:16:54.640]  保羅這一句
[00:16:54.640 --> 00:16:58.000]  「我不以福音為恥」
[00:16:58.000 --> 00:16:59.080]  其實對我們來說
[00:16:59.080 --> 00:17:02.040]  是一個很需要的提醒
[00:17:02.040 --> 00:17:05.520]  其實我們要預備我們的心態
[00:17:05.520 --> 00:17:07.760]  有時候
[00:17:07.760 --> 00:17:10.600]  或者為福音
[00:17:10.600 --> 00:17:14.360]  成為別人眼中如住的人
[00:17:14.360 --> 00:17:17.840]  成為別人眼中的笑柄
[00:17:17.840 --> 00:17:20.200]  其實是值得的
[00:17:20.200 --> 00:17:21.880]  是榮譽來的
[00:17:21.880 --> 00:17:23.600]  因為好像保羅所說
[00:17:23.600 --> 00:17:27.560]  其實我們不以福音為恥
[00:17:27.560 --> 00:17:30.080]  我們願意承擔這個福音
[00:17:30.080 --> 00:17:32.880]  好嗎? 弟兄姊妹
[00:17:32.880 --> 00:17:35.120]  接著保羅這樣說
[00:17:35.120 --> 00:17:38.240]  「這福音本是神的大能
[00:17:38.240 --> 00:17:40.360]  要救一切相信的
[00:17:40.360 --> 00:17:42.120]  先是猶太人
[00:17:42.120 --> 00:17:44.720]  後是希利尼人」
[00:17:44.720 --> 00:17:48.080]  這裡說到大能
[00:17:48.080 --> 00:17:49.800]  當時大能
[00:17:49.800 --> 00:17:52.080]  就是軍事大能
