
[00:00:00.000 --> 00:00:01.400]  各位弟子妹
[00:02:56.000 --> 00:03:00.000]  當他面對死亡的時候他發覺都一掃而空
[00:03:00.000 --> 00:03:04.000]  他說只有最重要的東西才會傳下來
[00:03:04.000 --> 00:03:07.000]  他提醒自己他很快死
[00:03:07.000 --> 00:03:12.000]  避免他的思緒陷入陷阱的一個最好的方法
[00:03:12.000 --> 00:03:15.000]  他說生帶不到死也不會帶去
[00:03:15.000 --> 00:03:19.000]  他不順從自己實在太無道理
[00:03:19.000 --> 00:03:25.000]  後來當醫生診斷他患了末期的胰臟癌之後
[00:03:25.000 --> 00:03:30.000]  他也有一句對人生有很重要的結論
[00:03:30.000 --> 00:03:32.000]  他說人的時間很有限
[00:03:32.000 --> 00:03:36.000]  所以不要浪費時間活在別人的生命裏面
[00:03:36.000 --> 00:03:42.000]  不要盲從別人思考的結果信條
[00:03:42.000 --> 00:03:46.000]  不要讓別人的意見淹沒了你裏面的聲音
[00:03:46.000 --> 00:03:48.000]  那個inner voice
[00:03:48.000 --> 00:03:53.000]  最重要的是你擁有跟隨你心裏面的直覺的勇氣
[00:03:53.000 --> 00:03:56.000]  你內心的直覺有多少
[00:03:56.000 --> 00:04:00.000]  已經知道你真正想要成為什麼樣的人
[00:04:00.000 --> 00:04:03.000]  任何事物都是次要
[00:04:03.000 --> 00:04:08.000]  原來死亡可以給一個人這麼大的啟發
[00:04:08.000 --> 00:04:15.000]  可以去苦全清,可以讓我們肯定人生生命的優次
[00:04:15.000 --> 00:04:19.000]  今日的訊息正是要告訴大家
[00:04:19.000 --> 00:04:22.000]  要探討一個曾經經歷死亡的人
[00:04:22.000 --> 00:04:27.000]  他最重要的是他不單止死了,他死了四天
[00:04:27.000 --> 00:04:31.000]  他最後仍然活過來
[00:04:31.000 --> 00:04:34.000]  讓我們可以探討這個死而復活的生命
[00:04:34.000 --> 00:04:39.000]  對我們今日有一個更深的層次的體驗
[00:04:39.000 --> 00:04:43.000]  耶穌洗拉撒路復活的這個神蹟
[00:04:43.000 --> 00:04:45.000]  是一個偉大的神蹟
[00:04:45.000 --> 00:04:49.000]  並不是因為這個神蹟令人驚訝到一個地步
[00:04:49.000 --> 00:04:52.000]  所以約翰要將它記錄下來
[00:04:52.000 --> 00:04:57.000]  因為聖經其實不單止一次記錄耶穌洗死人復活
[00:04:57.000 --> 00:04:59.000]  在《馬克福音》五章
[00:04:59.000 --> 00:05:03.000]  耶穌洗管會堂的艾魯的女兒復活
[00:05:03.000 --> 00:05:06.000]  在《路加福音》七章也記載
[00:05:06.000 --> 00:05:10.000]  祂洗那因城寡婦的兒子復生
[00:05:10.000 --> 00:05:13.000]  同樣是死而復活的神蹟
[00:05:13.000 --> 00:05:16.000]  為什麼約翰不記錄其他的兩個呢?
[00:05:16.000 --> 00:05:21.000]  使得約翰福音記錄這個神蹟
[00:05:21.000 --> 00:05:23.000]  其實只有七件
[00:05:23.000 --> 00:05:26.000]  有七件很代表性的神蹟
[00:05:26.000 --> 00:05:30.000]  聖經原文那個字是用記號這個字
[00:05:30.000 --> 00:05:37.000]  其實這些記號是記錄了神聖的一部分
[00:05:37.000 --> 00:05:41.000]  是神聖的記號的一部分
[00:05:41.000 --> 00:05:46.000]  我們要從整個聖經的序士的脈絡去了解
[00:05:46.000 --> 00:05:49.000]  為什麼約翰要記錄這個神蹟
[00:05:49.000 --> 00:05:52.000]  約翰不是孤立地去記錄一個神蹟
[00:05:52.000 --> 00:05:56.000]  而是要從整個序士的發展去明白
[00:05:56.000 --> 00:05:58.000]  這個神蹟是放在最後一個
[00:05:58.000 --> 00:06:00.000]  是七個神蹟最後的一個
[00:06:00.000 --> 00:06:02.000]  也是最高潮的地方
[00:06:02.000 --> 00:06:04.000]  在這個神蹟之後
[00:06:04.000 --> 00:06:08.000]  整個約翰的發展進入了另一個高峰
[00:06:08.000 --> 00:06:11.000]  就是耶穌騎驢進入耶路撒冷
[00:06:11.000 --> 00:06:18.000]  去履行他尼塞亞人生最高的職事的那部分
[00:06:18.000 --> 00:06:23.000]  也是我們所謂受難州的開始
[00:06:23.000 --> 00:06:28.000]  這個神蹟其實是直接和耶穌的受死復活有關
[00:06:28.000 --> 00:06:30.000]  所以每一個神蹟
[00:06:30.000 --> 00:06:33.000]  我們看到在七個神蹟的附近
[00:06:33.000 --> 00:06:36.000]  也會有一個相關的論述
[00:06:36.000 --> 00:06:41.000]  在拉撒路復活的這個論述
[00:06:41.000 --> 00:06:43.000]  在第十章就有提到
[00:06:43.000 --> 00:06:46.000]  好木人為羊寫命的信息
[00:06:46.000 --> 00:06:49.000]  我們相信是和這段經文很有關係
[00:06:49.000 --> 00:06:51.000]  不過今天我們沒有時間去探討
[00:06:51.000 --> 00:06:53.000]  如果你有空的話
[00:06:53.000 --> 00:06:56.000]  你可以回家再看看第十章的信息
[00:06:56.000 --> 00:06:59.000]  和這段經文非常有關係
[00:06:59.000 --> 00:07:01.000]  正如約翰所說
[00:07:01.000 --> 00:07:03.000]  但記者之時
[00:07:03.000 --> 00:07:07.000]  是要叫你信耶穌基督是神的兒子
[00:07:07.000 --> 00:07:09.000]  並且使你們信了
[00:07:09.000 --> 00:07:12.000]  可以因祂的命得生命
[00:07:12.000 --> 00:07:14.000]  所有這個信息最核心的地方
[00:07:14.000 --> 00:07:18.000]  是要叫我們信並且得到生命
[00:07:18.000 --> 00:07:21.000]  我不再和大家讀剛才的經文
[00:07:21.000 --> 00:07:22.000]  因為經課已經讀過
[00:07:22.000 --> 00:07:25.000]  或者我們一起在神面前禱告仰望祂
[00:07:25.000 --> 00:07:28.000]  讓我們明白祂的話語
[00:07:28.000 --> 00:07:32.000]  主多謝祢給我們一個這麼重要的信息
[00:07:32.000 --> 00:07:34.000]  一個死而復活的信息
[00:07:34.000 --> 00:07:37.000]  求祢今天開啟我們的心竅
[00:07:37.000 --> 00:07:38.000]  讓我們明白
[00:07:38.000 --> 00:07:41.000]  祢究竟要我們在裡面明白的是什麼
[00:07:41.000 --> 00:07:42.000]  主呀幫助我們
[00:07:42.000 --> 00:07:44.000]  禱告奉基督耶穌的性命
[00:07:44.000 --> 00:07:46.000]  阿們
[00:07:46.000 --> 00:07:50.000]  在這段經文裡面記載了一個主所愛的家庭
[00:07:50.000 --> 00:07:54.000]  瑪大瑪利亞和拉薩路的家庭
[00:07:54.000 --> 00:07:56.000]  他們住在耶路撒冷
[00:07:56.000 --> 00:07:59.000]  三公里附近的約旦河邊
[00:07:59.000 --> 00:08:01.000]  的一個村莊叫伯大尼
[00:08:01.000 --> 00:08:04.000]  是耶穌經常下腳的一個地方
[00:08:04.000 --> 00:08:07.000]  經文特別強調一件事
[00:08:07.000 --> 00:08:10.000]  瑪利亞就是用香膏抹主的那個
[00:08:10.000 --> 00:08:14.000]  並且用頭髮來擦乾主的腳
[00:08:14.000 --> 00:08:16.000]  除了這件事是為了凸顯
[00:08:16.000 --> 00:08:20.000]  瑪利亞和耶穌一個親密的關係之外
[00:08:20.000 --> 00:08:22.000]  也都表徵著
[00:08:22.000 --> 00:08:24.000]  耶穌的死
[00:08:24.000 --> 00:08:27.000]  在這件事上很重
[00:08:27.000 --> 00:08:29.000]  耶穌的死
[00:08:29.000 --> 00:08:33.000]  在這個事上是非常明顯的
[00:08:33.000 --> 00:08:35.000]  香膏的功用
[00:08:35.000 --> 00:08:38.000]  最重要就是用來抹屍體的
[00:08:38.000 --> 00:08:42.000]  所以當經文到了約翰福音十二章的時候
[00:08:42.000 --> 00:08:45.000]  又再同提一次
[00:08:45.000 --> 00:08:48.000]  瑪利亞是以香膏抹主的使跡
[00:08:48.000 --> 00:08:50.000]  表明了主
[00:08:50.000 --> 00:08:53.000]  他要為主的安葬來做好準備
[00:08:53.000 --> 00:08:56.000]  並且表明整個救贖的
[00:08:56.000 --> 00:08:58.000]  即時已經到達了尾聲
[00:08:58.000 --> 00:08:59.000]  好像剛才我們所說的
[00:08:59.000 --> 00:09:01.000]  救贖的即時
[00:09:01.000 --> 00:09:03.000]  死亡是一個必經的階段
[00:09:03.000 --> 00:09:06.000]  但是卻不是一切事情的終局
[00:09:06.000 --> 00:09:10.000]  死亡是為了指向更榮耀的復活
[00:09:10.000 --> 00:09:12.000]  拉撒路的死和復活
[00:09:12.000 --> 00:09:16.000]  雖然不可以和耶穌基督的復活相比
[00:09:16.000 --> 00:09:18.000]  因為拉撒路復活了之後
[00:09:18.000 --> 00:09:20.000]  他仍然要死
[00:09:20.000 --> 00:09:22.000]  耶穌的復活是一個
[00:09:22.000 --> 00:09:24.000]  得著一個榮耀的身體
[00:09:24.000 --> 00:09:26.000]  是活到永永遠遠
[00:09:26.000 --> 00:09:28.000]  但是拉撒路也可以說
[00:09:28.000 --> 00:09:30.000]  是耶穌基督復活的一個
[00:09:30.000 --> 00:09:32.000]  得榮耀的影兒
[00:09:32.000 --> 00:09:34.000]  正如經文告訴我們
[00:09:34.000 --> 00:09:36.000]  這病不至於死
[00:09:36.000 --> 00:09:38.000]  乃是為神的榮耀
[00:09:38.000 --> 00:09:41.000]  叫神的兒子因此得榮耀
[00:09:41.000 --> 00:09:43.000]  這也是約翰第九章
[00:09:43.000 --> 00:09:45.000]  核子得漢見的時候
[00:09:45.000 --> 00:09:47.000]  一個衷心的訊息
[00:09:47.000 --> 00:09:49.000]  大家記不記得
[00:09:49.000 --> 00:09:52.000]  當耶穌洗核子的眼重開
[00:09:52.000 --> 00:09:53.000]  見光明之前
[00:09:53.000 --> 00:09:54.000]  他也說
[00:09:54.000 --> 00:09:56.000]  不是這人犯了罪
[00:09:56.000 --> 00:09:58.000]  也不是他父母犯了罪
[00:09:58.000 --> 00:10:00.000]  是要在他身上
[00:10:00.000 --> 00:10:03.000]  顯出神的榮耀來
[00:10:03.000 --> 00:10:06.000]  約翰其實只是一步一步帶領我們
[00:10:06.000 --> 00:10:08.000]  將讀者帶入基督生平
[00:10:08.000 --> 00:10:10.000]  一個很重要的高峰
[00:10:10.000 --> 00:10:12.000]  但是很吊詭的就是
[00:10:12.000 --> 00:10:14.000]  這個榮耀必先要經歷
[00:10:14.000 --> 00:10:17.000]  黑暗和死亡的關口
[00:10:17.000 --> 00:10:19.000]  榮耀的路
[00:10:19.000 --> 00:10:22.000]  是一個必經的階段
[00:10:22.000 --> 00:10:24.000]  黑要黑徹底
[00:10:24.000 --> 00:10:27.000]  所以死也要死徹底
[00:10:27.000 --> 00:10:30.000]  核子一生出來就核眼
[00:10:30.000 --> 00:10:32.000]  這個死
[00:10:32.000 --> 00:10:34.000]  聖經記載是死了四天
[00:10:34.000 --> 00:10:39.000]  當他兩姐妹打發人去見耶穌的時候
[00:10:39.000 --> 00:10:40.000]  告訴他
[00:10:40.000 --> 00:10:42.000]  主啊 你所愛的人病了
[00:10:42.000 --> 00:10:43.000]  這個消息
[00:10:43.000 --> 00:10:46.000]  耶穌並沒有立即就起行
[00:10:46.000 --> 00:10:49.000]  是不是主不著緊呢
[00:10:49.000 --> 00:10:53.000]  為什麼他還在原住的地方住了兩天
[00:10:53.000 --> 00:10:54.000]  其實有數得計
[00:10:54.000 --> 00:10:56.000]  當他出發去到的時候
[00:10:56.000 --> 00:10:59.000]  拉撒路已經死了四天
[00:10:59.000 --> 00:11:02.000]  所以即使他立刻動身
[00:11:02.000 --> 00:11:05.000]  去到的時候也會死了多少天
[00:11:05.000 --> 00:11:07.000]  也是死了兩天
[00:11:07.000 --> 00:11:10.000]  所以我們相信主是知道的
[00:11:10.000 --> 00:11:13.000]  他要更加在這件事顯出
[00:11:13.000 --> 00:11:15.000]  他復活權柄的大能
[00:11:15.000 --> 00:11:18.000]  當耶穌要起行的時候
[00:11:18.000 --> 00:11:20.000]  滿土提說
[00:11:20.000 --> 00:11:24.000]  有些猶太人想拿石頭來打你
[00:11:24.000 --> 00:11:25.000]  去勸他
[00:11:25.000 --> 00:11:29.000]  其實耶穌很清楚自己工作的使命和時間
[00:11:29.000 --> 00:11:30.000]  他告訴他
[00:11:30.000 --> 00:11:35.000]  要趁著白日作差他來者的工
[00:11:35.000 --> 00:11:38.000]  他要去叫他的朋友拉撒路
[00:11:38.000 --> 00:11:40.000]  叫醒他
[00:11:40.000 --> 00:11:42.000]  身邊的門徒還以為
[00:11:42.000 --> 00:11:44.000]  是不是他真的睡了
[00:11:44.000 --> 00:11:46.000]  耶穌就很清楚的說
[00:11:46.000 --> 00:11:48.000]  拉撒路死了
[00:11:48.000 --> 00:11:51.000]  我沒有在那裡就歡喜
[00:11:51.000 --> 00:11:53.000]  這是為你的緣故
[00:11:53.000 --> 00:11:54.000]  好叫你們相信
[00:11:54.000 --> 00:11:57.000]  如今我可以往他那裡去
[00:11:57.000 --> 00:12:00.000]  這裡很明白的讓我們看到
[00:12:00.000 --> 00:12:03.000]  耶穌沒有立刻去叫拉撒路
[00:12:03.000 --> 00:12:07.000]  從病了起來的原因
[00:12:07.000 --> 00:12:09.000]  為什麼他會擔言呢
[00:12:09.000 --> 00:12:12.000]  因為他要叫人更加能夠相信他
[00:12:12.000 --> 00:12:17.000]  這個時候耶穌有一個很壞的學生
[00:12:17.000 --> 00:12:19.000]  他一盆冷水照頭淋
[00:12:19.000 --> 00:12:20.000]  多瑪就說
[00:12:20.000 --> 00:12:23.000]  我們與也和他同死吧
[00:12:23.000 --> 00:12:25.000]  好在耶穌沒有恩慈
[00:12:25.000 --> 00:12:29.000]  如果比起以前那些一棍打下去
[00:12:29.000 --> 00:12:36.000]  耶穌為什麼會前言去救治拉撒路呢
[00:12:36.000 --> 00:12:40.000]  這也是很多我們在苦難裡的人
[00:12:40.000 --> 00:12:42.000]  經常有的疑問
[00:12:42.000 --> 00:12:44.000]  他對撒瑪尼加婦人
[00:12:44.000 --> 00:12:46.000]  對那個黑眼的
[00:12:46.000 --> 00:12:49.000]  對那個大神的兒子的疾病
[00:12:49.000 --> 00:12:52.000]  那些求助他馬上回應
[00:12:52.000 --> 00:12:56.000]  為什麼耶穌反而對他所愛的人是言誤呢
[00:12:56.000 --> 00:13:00.000]  其實今天我們都是生活在一個很急速的都市
[00:13:00.000 --> 00:13:03.000]  我們有時候似乎沒有辦法去等待
[00:13:03.000 --> 00:13:07.000]  上帝對我們禱告的回應
[00:13:07.000 --> 00:13:10.000]  有時候我們甚至會對上帝有一個時間表
[00:13:10.000 --> 00:13:13.000]  神啊你幾時幾日你要這樣回應我
[00:13:13.000 --> 00:13:16.000]  不然我就不服侍你了
[00:13:16.000 --> 00:13:18.000]  或者我不回教會了
[00:13:18.000 --> 00:13:20.000]  或者我不奉獻了
[00:13:20.000 --> 00:13:24.000]  我們以為上帝是一個寵壞小朋友的上帝
[00:13:24.000 --> 00:13:27.000]  你愈窿禮祂就愈愛你
[00:13:27.000 --> 00:13:29.000]  所謂男人不壞女人不愛
[00:13:29.000 --> 00:13:31.000]  上帝都是這樣的
[00:13:31.000 --> 00:13:33.000]  人不壞上帝不會愛
[00:13:33.000 --> 00:13:35.000]  上帝永遠是上帝
[00:13:35.000 --> 00:13:36.000]  祂有祂的主權
[00:13:36.000 --> 00:13:38.000]  祂有祂的時間
[00:13:38.000 --> 00:13:42.000]  祂也可以決定應允或者不應允我們
[00:13:42.000 --> 00:13:46.000]  祂的馳言不是代表祂不應允
[00:13:46.000 --> 00:13:51.000]  其實是願意我們更加相信祂
[00:13:51.000 --> 00:13:53.000]  好像經文所說的
[00:13:53.000 --> 00:13:56.000]  祂對你的人生是有計劃
[00:13:56.000 --> 00:13:59.000]  但是你能不能夠好像聖經所說
[00:13:59.000 --> 00:14:02.000]  是為你的緣故叫你們相信
[00:14:02.000 --> 00:14:05.000]  我們有沒有這種確切的信心
[00:14:05.000 --> 00:14:09.000]  其實人生在成長裏面一個很重要的階段
[00:14:09.000 --> 00:14:11.000]  我們就學會等待
[00:14:11.000 --> 00:14:15.000]  小朋友肚餓會立刻哭著叫媽媽
[00:14:15.000 --> 00:14:17.000]  女兒大人
[00:14:17.000 --> 00:14:18.000]  但是你現在肚餓
[00:14:18.000 --> 00:14:20.000]  你最多給我打個眼色
[00:14:20.000 --> 00:14:21.000]  看下手錶
[00:14:21.000 --> 00:14:23.000]  不要說那麼長的道
[00:14:23.000 --> 00:14:27.000]  今天其實在世界流行的文化
[00:14:27.000 --> 00:14:29.000]  都是即食的文化
[00:14:29.000 --> 00:14:31.000]  我們一切的東西都要立竿見影
[00:14:31.000 --> 00:14:33.000]  即時見效
[00:14:33.000 --> 00:14:34.000]  有一個研究指出
[00:14:34.000 --> 00:14:37.000]  如果一個網頁開多過兩秒
[00:14:37.000 --> 00:14:38.000]  我們會沒有耐煩
[00:14:38.000 --> 00:14:40.000]  六至八秒是那個臨界點
[00:14:40.000 --> 00:14:43.000]  如果十秒你一定會刪掉
[00:14:43.000 --> 00:14:45.000]  你會立刻刪掉
[00:14:45.000 --> 00:14:47.000]  甚至我們有時會不會
[00:14:47.000 --> 00:14:49.000]  這個都是我們信仰的寫照
[00:14:49.000 --> 00:14:51.000]  我們要求上帝
[00:14:51.000 --> 00:14:53.000]  是立刻回應我們的禱告
[00:14:53.000 --> 00:14:56.000]  今早感冒我祈禱
[00:14:56.000 --> 00:14:57.000]  下午就要康復
[00:14:57.000 --> 00:14:59.000]  其實下午都有時太遲
[00:14:59.000 --> 00:15:01.000]  最好立刻就康復
[00:15:01.000 --> 00:15:04.000]  我們要的信仰是一個散理痛息的信仰
[00:15:04.000 --> 00:15:05.000]  沒有痛苦
[00:15:05.000 --> 00:15:06.000]  沒有眼淚
[00:15:06.000 --> 00:15:07.000]  沒有憂愁
[00:15:07.000 --> 00:15:09.000]  在流行的宗教市場
[00:15:09.000 --> 00:15:11.000]  其實很多是可以出賣的
[00:15:11.000 --> 00:15:15.000]  很多的基督教外表是基督教
[00:15:15.000 --> 00:15:18.000]  但它裏面卻是成功的神學
[00:15:18.000 --> 00:15:23.000]  一種上帝會無限供應你財富和健康的信仰
[00:15:23.000 --> 00:15:25.000]  但是各位弟兄姊妹
[00:15:25.000 --> 00:15:30.000]  一個真實經得起試煉人生各種歷練的信仰
[00:15:30.000 --> 00:15:34.000]  是要在死亡和絕望的陰影底下
[00:15:34.000 --> 00:15:36.000]  仍然不放棄的信仰
[00:15:36.000 --> 00:15:43.000]  你可仍然相信上帝對他所愛的人並沒有轉動的影兒
[00:15:43.000 --> 00:15:47.000]  真正的死亡才有真正的復活
[00:15:47.000 --> 00:15:50.000]  無論我們面臨怎樣絕望的處境
[00:15:50.000 --> 00:15:59.000]  上帝都是要我們通過十課經歷去經歷榮耀的復活
[00:15:59.000 --> 00:16:09.000]  我們繼續看見馬大這個時候出來迎接耶穌
[00:16:09.000 --> 00:16:14.000]  耶穌到達拉薩路的墓前已經是四天
[00:16:14.000 --> 00:16:18.000]  其實這四天對一個家人來說是非常難捱的
[00:16:18.000 --> 00:16:20.000]  猶太人有一個傳說
[00:16:20.000 --> 00:16:23.000]  三天之內靈魂就會離開
[00:16:23.000 --> 00:16:27.000]  還會在屍體附近徘徊
[00:16:27.000 --> 00:16:29.000]  希望重返身體
[00:16:29.000 --> 00:16:32.000]  四天因為身體腐化
[00:16:32.000 --> 00:16:33.000]  靈魂也聞不到
[00:16:33.000 --> 00:16:34.000]  很臭
[00:16:34.000 --> 00:16:35.000]  返魂伐術
[00:16:35.000 --> 00:16:38.000]  就會死心離去
[00:16:38.000 --> 00:16:43.000]  這是猶太人的信仰
[00:16:43.000 --> 00:16:46.000]  這四天我相信拉薩路的親人
[00:16:46.000 --> 00:16:51.000]  最初是很希望耶穌會來醫治他們
[00:16:51.000 --> 00:16:53.000]  後來漸漸的失望
[00:16:53.000 --> 00:16:55.000]  後來他們死了
[00:16:55.000 --> 00:16:56.000]  開始絕望
[00:16:56.000 --> 00:16:58.000]  甚至憤怒
[00:16:58.000 --> 00:17:00.000]  甚至埋怨
[00:17:00.000 --> 00:17:03.000]  這也是很多親人離世的時候
[00:17:03.000 --> 00:17:05.000]  人很自然心理的反應
[00:17:05.000 --> 00:17:10.000]  於是當耶穌四天後生生來遲的時候
[00:17:10.000 --> 00:17:13.000]  馬大見到耶穌第一句話就說
[00:17:13.000 --> 00:17:14.000]  主啊
[00:17:14.000 --> 00:17:15.000]  祢若早在這裏
[00:17:15.000 --> 00:17:18.000]  我的兄弟必不死
[00:17:18.000 --> 00:17:23.000]  不過馬大另一個說話又好像兜著一點
[00:17:23.000 --> 00:17:27.000]  就是現在我也知道無論你向神求什麼
[00:17:27.000 --> 00:17:30.000]  神也必給你
[00:17:30.000 --> 00:17:32.000]  聽到這裏我們覺得
[00:17:32.000 --> 00:17:34.000]  馬大也不是完全沒有信心
[00:17:34.000 --> 00:17:37.000]  不過這也是言之過早
[00:17:37.000 --> 00:17:39.000]  他這個無論什麼
[00:17:39.000 --> 00:17:41.000]  似乎是有一個條件性
[00:17:41.000 --> 00:17:46.000]  不包括復活在內
[00:17:46.000 --> 00:17:48.000]  於是耶穌我們見到
[00:17:48.000 --> 00:17:49.000]  他就回應他一句
[00:17:49.000 --> 00:17:52.000]  他說你的兄弟必復活
[00:17:52.000 --> 00:17:55.000]  不過馬大的回應也很奇怪
[00:17:55.000 --> 00:17:59.000]  他說我知道末日復活的時候
[00:17:59.000 --> 00:18:01.000]  他必復活
[00:18:01.000 --> 00:18:04.000]  或者可能他聽過耶穌的教訓
[00:18:04.000 --> 00:18:07.000]  或者他也聽過我們今早的經課
[00:18:07.000 --> 00:18:08.000]  記不記得
[00:18:08.000 --> 00:18:10.000]  以西傑先知告訴我們
[00:18:10.000 --> 00:18:12.000]  枯骨會復生
[00:18:12.000 --> 00:18:15.000]  很矛盾的說話出自馬大的口
[00:18:15.000 --> 00:18:17.000]  同一個人口
[00:18:17.000 --> 00:18:22.000]  他相信主是現在無論求什麼
[00:18:22.000 --> 00:18:25.000]  神必來賜下的
[00:18:25.000 --> 00:18:30.000]  可惜他的信仰似乎不是現在
[00:18:30.000 --> 00:18:35.000]  是一種將來式的
[00:18:35.000 --> 00:18:40.000]  他認為主將來才會使他復活
[00:18:40.000 --> 00:18:43.000]  於是主申明了一個很重要的宣告
[00:18:43.000 --> 00:18:47.000]  他說復活在我 生命也在我
[00:18:47.000 --> 00:18:51.000]  信我的人雖然死了也必復活
[00:18:51.000 --> 00:18:54.000]  凡活著信我的人必永遠不死
[00:18:54.000 --> 00:18:56.000]  你信這話嗎
[00:18:56.000 --> 00:18:58.000]  復活
[00:18:58.000 --> 00:19:03.000]  我大部分的希臘文都給了老師
[00:19:03.000 --> 00:19:06.000]  不過我自己很小心再查一查希臘文
[00:19:06.000 --> 00:19:09.000]  原來那個復活是
[00:19:09.000 --> 00:19:13.000]  我是復活那個字是用amy
[00:19:13.000 --> 00:19:17.000]  可能前陣子你都聽過陳牧師說amy
[00:19:17.000 --> 00:19:19.000]  現在式的我是
[00:19:19.000 --> 00:19:21.000]  我是復活
[00:19:21.000 --> 00:19:23.000]  我是生命
[00:19:23.000 --> 00:19:25.000]  原來我們的信仰很多時候
[00:19:25.000 --> 00:19:28.000]  都是過去或者是將來
[00:19:28.000 --> 00:19:32.000]  我們的信仰很多時候不是現在
[00:19:32.000 --> 00:19:35.000]  我們信主將來要臨到世界的那一位
[00:19:35.000 --> 00:19:38.000]  但是為什麼復活的主在我們面前
[00:19:38.000 --> 00:19:40.000]  其實主都在我們當中
[00:19:40.000 --> 00:19:43.000]  但是我們這種信仰永遠不能夠
[00:19:43.000 --> 00:19:47.000]  在此時此處當下就發生
[00:19:47.000 --> 00:19:50.000]  我們的信心是不是經常都是這樣
[00:19:50.000 --> 00:19:52.000]  上天堂主在來
[00:19:52.000 --> 00:19:54.000]  我們很容易相信
[00:19:54.000 --> 00:19:57.000]  是因為這些全部都是將來的事
[00:19:57.000 --> 00:19:59.000]  但是當我們應用到今天
[00:19:59.000 --> 00:20:02.000]  神給我們的應許上
[00:20:02.000 --> 00:20:05.000]  我們往往是很軟弱的
[00:20:05.000 --> 00:20:07.000]  我們有一點點困難
[00:20:07.000 --> 00:20:11.000]  我們就對上帝好意不耐煩
[00:20:11.000 --> 00:20:14.000]  我們就沒有喜樂和安息
[00:20:14.000 --> 00:20:18.000]  昔日的馬大和主耶穌
[00:20:18.000 --> 00:20:21.000]  昔日和馬大同在的主耶穌
[00:20:21.000 --> 00:20:24.000]  其實今天也和我們每一位在這裡
