
[00:00:00.000 --> 00:00:03.360]  當我提出這個題目的時候
[00:03:03.720 --> 00:03:05.600]  有一個醫生跟他說
[00:03:05.600 --> 00:03:08.920]  你剩下兩個星期
[00:03:08.920 --> 00:03:10.840]  所以活着
[00:03:10.840 --> 00:03:13.760]  到底有什麼意義呢
[00:03:13.760 --> 00:03:17.120]  中國人說
[00:03:17.120 --> 00:03:19.880]  這個我不懂說廣東話
[00:03:19.880 --> 00:03:24.040]  哀慕大遇生死
[00:03:24.040 --> 00:03:25.600]  一個人的生存
[00:03:25.600 --> 00:03:26.400]  你的生命
[00:03:26.400 --> 00:03:28.760]  你需要有一個盼望
[00:03:28.760 --> 00:03:30.960]  如果你的生命沒有盼望的話
[00:03:30.960 --> 00:03:32.400]  你的心死了
[00:03:32.400 --> 00:03:34.400]  那你一天又活着
[00:03:34.400 --> 00:03:36.600]  一天又過了
[00:03:36.600 --> 00:03:39.000]  另一箇中國人又說了一句
[00:03:39.000 --> 00:03:41.480]  我可能不懂怎麼讀
[00:03:41.480 --> 00:03:43.880]  你再來
[00:03:43.880 --> 00:03:44.800]  幫我讀
[00:03:44.800 --> 00:03:48.760]  朝門道直死海
[00:03:48.760 --> 00:03:51.520]  什麼意思呀
[00:03:51.520 --> 00:03:53.480]  就是說如果一個人
[00:03:53.480 --> 00:03:54.720]  你很早
[00:03:54.720 --> 00:03:55.920]  你上午
[00:03:55.920 --> 00:03:57.440]  或者你一早起來
[00:03:57.440 --> 00:04:00.600]  你明白到你人生的意義的話
[00:04:00.600 --> 00:04:03.120]  那你到晚上你死了
[00:04:03.120 --> 00:04:05.320]  你都是值得的
[00:04:05.320 --> 00:04:08.320]  因爲你知道這個道是什麼
[00:04:08.320 --> 00:04:10.440]  所以人的人生
[00:04:10.440 --> 00:04:11.520]  你活着的時候
[00:04:11.520 --> 00:04:13.560]  你需要找到你人生的目標
[00:04:13.560 --> 00:04:15.080]  你需要有一個信仰
[00:04:15.080 --> 00:04:16.560]  你需要知道
[00:04:16.560 --> 00:04:18.280]  到底我在生命
[00:04:18.280 --> 00:04:20.400]  我2014年來了
[00:04:20.400 --> 00:04:22.200]  那我的意義是什麼呢
[00:04:22.200 --> 00:04:25.800]  神的真理在我心裏面
[00:04:25.800 --> 00:04:28.480]  我很多很多的芥末的時候
[00:04:28.480 --> 00:04:36.200]  是不是有神在我裏面呢
[00:04:36.200 --> 00:04:37.720]  當然我們知道
[00:04:37.720 --> 00:04:45.200]  死其實是一個特性一個願望的一個時期
[00:04:45.200 --> 00:04:47.280]  我時時都說
[00:04:47.280 --> 00:04:49.000]  當我死的時候
[00:04:49.000 --> 00:04:50.880]  其實就是我可以
[00:04:50.880 --> 00:04:54.440]  面對面去見神的那一刻
[00:04:54.440 --> 00:04:58.080]  永生不是我死之後開始
[00:04:58.080 --> 00:05:01.000]  是我生的時候的延續
[00:05:01.000 --> 00:05:02.120]  所以其實
[00:05:02.120 --> 00:05:03.560]  死是我們已經
[00:05:03.560 --> 00:05:06.920]  特性到上帝給我們的那個期望
[00:05:06.920 --> 00:05:09.320]  所以今天我們讀過這一段經文
[00:05:09.320 --> 00:05:10.680]  我們就知道
[00:05:10.680 --> 00:05:12.600]  西面他活着
[00:05:12.600 --> 00:05:15.920]  其實他都爲了一樣東西
[00:05:15.920 --> 00:05:18.000]  聖經和我們說
[00:05:18.000 --> 00:05:19.240]  他活着的時候
[00:05:19.240 --> 00:05:25.240]  他爲了是要見耶穌的面
[00:05:25.240 --> 00:05:26.640]  他見到
[00:05:26.640 --> 00:05:31.800]  他就可以離開這個世上了
[00:05:31.800 --> 00:05:34.480]  所以我們再看回
[00:05:34.480 --> 00:05:36.120]  前面如果你有聖經
[00:05:36.120 --> 00:05:41.280]  來打開你的聖經
[00:05:41.280 --> 00:05:43.400]  你就可以知道
[00:05:43.400 --> 00:05:44.760]  在26節
[00:05:44.760 --> 00:05:46.840]  他得了聖靈的啓示
[00:05:46.840 --> 00:05:51.120]  知道自己沒死之前
[00:05:51.120 --> 00:05:56.560]  就可以看見主所立的基督
[00:05:56.560 --> 00:06:00.360]  他可以親眼的去見到
[00:06:00.360 --> 00:06:03.120]  所以我們再看
[00:06:03.120 --> 00:06:03.840]  29節
[00:06:03.840 --> 00:06:07.040]  他說主呀如今可以照着你的話
[00:06:07.040 --> 00:06:10.480]  釋放僕人安然去世
[00:06:10.480 --> 00:06:13.320]  所以他有一個活着的期待
[00:06:13.320 --> 00:06:16.400]  他期待的就是他可以親自
[00:06:16.400 --> 00:06:18.560]  親眼可以見到神
[00:06:18.560 --> 00:06:20.840]  曾經啓示給他
[00:06:20.840 --> 00:06:23.000]  給他這個願望
[00:06:23.000 --> 00:06:26.160]  他可以親眼去見到神
[00:06:26.160 --> 00:06:28.160]  他很執着這件事
[00:06:28.160 --> 00:06:30.680]  因爲這個啓示
[00:06:30.680 --> 00:06:32.840]  是因爲他親眼見到
[00:06:32.840 --> 00:06:35.600]  就是一個
[00:06:35.600 --> 00:06:38.120]  應許一個應驗
[00:06:38.120 --> 00:06:39.120]  應驗
[00:06:39.120 --> 00:06:41.120]  就是一個應驗
[00:06:41.120 --> 00:06:43.720]  這個是他的期待
[00:06:43.720 --> 00:06:47.000]  沒死之前可以見到救主
[00:06:47.000 --> 00:06:48.040]  其實這個人
[00:06:48.040 --> 00:06:51.640]  我們發生這件事的時候
[00:06:51.640 --> 00:06:53.040]  大概就是
[00:06:53.040 --> 00:06:57.120]  我們現在說的是聖誕節過後
[00:06:57.120 --> 00:07:00.240]  白天之後他們進了聖殿
[00:07:00.240 --> 00:07:02.920]  所以這件事的發生是過了
[00:07:02.920 --> 00:07:05.280]  耶穌
[00:07:05.280 --> 00:07:11.720]  有很多天使唱詩歌
[00:07:11.720 --> 00:07:13.640]  牧庸人
[00:07:13.640 --> 00:07:16.040]  那段時間
[00:07:16.040 --> 00:07:18.080]  所以這個是一個星期
[00:07:18.080 --> 00:07:20.640]  大概一個星期過了之後
[00:07:20.640 --> 00:07:21.960]  發生的事
[00:07:21.960 --> 00:07:23.720]  但是聖經都給我們看到
[00:07:23.720 --> 00:07:26.320]  西緬這個人是很特別的
[00:07:26.320 --> 00:07:29.520]  我們先來看他這個人有什麼品質
[00:07:29.520 --> 00:07:31.680]  是我們2014年的時候
[00:07:31.680 --> 00:07:34.520]  我們去記得神
[00:07:34.520 --> 00:07:36.040]  希望我可以
[00:07:36.040 --> 00:07:38.840]  好像有西緬這樣的品質
[00:07:38.840 --> 00:07:39.880]  第一
[00:07:39.880 --> 00:07:42.440]  在二十五節他說
[00:07:42.440 --> 00:07:44.800]  西緬是一個
[00:07:44.800 --> 00:07:48.080]  是一個有公義的人
[00:07:48.080 --> 00:07:50.160]  一個人有公義就是
[00:07:50.160 --> 00:07:52.560]  當他面對人的時候
[00:07:52.560 --> 00:07:56.640]  他是不會有其他動機的
[00:07:56.640 --> 00:07:59.840]  當一個人他行事爲人的時候
[00:07:59.840 --> 00:08:02.080]  他沒有其他的目的
[00:08:02.080 --> 00:08:04.400]  因爲他有一個公義的心
[00:08:04.400 --> 00:08:07.480]  他對每一個人都是很公平
[00:08:07.480 --> 00:08:09.200]  平等的
[00:08:09.200 --> 00:08:11.080]  希望我們2014年
[00:08:11.080 --> 00:08:13.560]  我們活着的時候我們說神啊
[00:08:13.560 --> 00:08:16.400]  讓我有一個很公義的心
[00:08:16.400 --> 00:08:20.040]  來面對每一個我見過的人
[00:08:20.040 --> 00:08:21.920]  其實這次我們剛剛
[00:08:21.920 --> 00:08:23.720]  在聖誕節的時候
[00:08:23.720 --> 00:08:26.680]  我們剛剛過了一個
[00:08:26.680 --> 00:08:27.960]  盈會
[00:08:27.960 --> 00:08:30.640]  我有一個很深刻的體驗
[00:08:30.640 --> 00:08:33.120]  因爲我們這次盈會的時候是聖誕節
[00:08:33.120 --> 00:08:35.720]  聖誕節我們有聖誕大餐
[00:08:35.720 --> 00:08:38.120]  所以大餐之中有一樣東西是
[00:08:38.120 --> 00:08:39.440]  我自己想來想去
[00:08:39.440 --> 00:08:41.600]  不可以缺少的就是蝦
[00:08:41.600 --> 00:08:42.840]  是不是
[00:08:42.840 --> 00:08:45.040]  是不是你們叫我蝦
[00:08:45.040 --> 00:08:46.720]  (笑)
[00:08:46.720 --> 00:08:48.360]  這些蝦很新鮮的
[00:08:48.360 --> 00:08:50.240]  姐妹們特地一早上
[00:08:50.240 --> 00:08:53.480]  就去了Canyon View Market去買的
[00:08:53.480 --> 00:08:54.880]  很新鮮的蝦
[00:08:54.880 --> 00:08:55.680]  我看到的時候
[00:08:55.680 --> 00:08:57.480]  哇 這個蝦真的好美
[00:08:57.480 --> 00:08:59.960]  但是很美的蝦也有不足的
[00:08:59.960 --> 00:09:01.760]  你知不知道有什麼不足
[00:09:01.760 --> 00:09:02.880]  因爲這個蝦呢
[00:09:02.880 --> 00:09:05.640]  有大一隻有小一隻
[00:09:05.640 --> 00:09:08.320]  所以當我去這個宿舍的時候
[00:09:08.320 --> 00:09:11.360]  我剛剛很有機會去分這個蝦的時候
[00:09:11.360 --> 00:09:13.240]  因爲我們分配不足
[00:09:13.240 --> 00:09:18.520]  一人只值得一隻
[00:09:18.520 --> 00:09:21.280]  所以分配不夠的時候
[00:09:21.280 --> 00:09:23.360]  你知道蝦有大有小的
[00:09:23.360 --> 00:09:25.680]  每個人都排着隊來
[00:09:25.680 --> 00:09:26.360]  我不知道
[00:09:26.360 --> 00:09:28.360]  人可能有一個很自然的
[00:09:28.360 --> 00:09:33.800]  一個粉飾的行爲出來
[00:09:33.800 --> 00:09:35.120]  啊 那個我認識的
[00:09:35.120 --> 00:09:36.360]  蝦大一隻
[00:09:36.360 --> 00:09:37.640]  哎呀 那個我不認識的
[00:09:37.640 --> 00:09:39.720]  一會兒他會罵我
[00:09:39.720 --> 00:09:41.720]  蝦小一隻
[00:09:41.720 --> 00:09:43.040]  我旁邊的姐妹說
[00:09:43.040 --> 00:09:46.360]  哎 師母你偏心
[00:09:46.360 --> 00:09:47.880]  過了之後
[00:09:47.880 --> 00:09:48.760]  我覺得
[00:09:48.760 --> 00:09:49.720]  哎呀 這樣就好了
[00:09:49.720 --> 00:09:51.280]  我不可以偏心
[00:09:51.280 --> 00:09:54.560]  那我最多不看那個人的臉
[00:09:54.560 --> 00:09:55.560]  他的碟子好看
[00:09:55.560 --> 00:09:58.840]  我就這樣拿一隻蝦給他
[00:09:58.840 --> 00:10:00.000]  又不可以看那個蝦
[00:10:00.000 --> 00:10:01.080]  又不可以看那個臉
[00:10:01.080 --> 00:10:03.400]  那我就有一個公平公義的心
[00:10:03.400 --> 00:10:04.640]  大兄姐妹
[00:10:04.640 --> 00:10:05.200]  是不是
[00:10:05.200 --> 00:10:06.480]  我們很多時候
[00:10:06.480 --> 00:10:08.200]  我們做事的時候
[00:10:08.200 --> 00:10:08.840]  你想一下
[00:10:08.840 --> 00:10:10.840]  西敏這個人
[00:10:10.840 --> 00:10:14.800]  她已經是一個年紀的長者
[00:10:14.800 --> 00:10:18.480]  但聖經對她的那個清真話
[00:10:18.480 --> 00:10:22.160]  西敏是一個有公義
[00:10:22.160 --> 00:10:24.400]  她是有一個公義的心
[00:10:24.400 --> 00:10:26.440]  所以她對人的時候
[00:10:26.440 --> 00:10:29.240]  不會有動機在其中
[00:10:29.240 --> 00:10:31.920]  不會有另外的一些次目的
[00:10:31.920 --> 00:10:34.400]  其他的目的在其中
[00:10:34.400 --> 00:10:35.920]  再一次問你自己
[00:10:35.920 --> 00:10:37.400]  我對人的時候
[00:10:37.400 --> 00:10:41.440]  是不是這樣坦坦然然去面對人
[00:10:41.440 --> 00:10:42.920]  大方面
[00:10:42.920 --> 00:10:46.280]  西敏她是另外一個品質
[00:10:46.280 --> 00:10:49.920]  她是一個很虔誠的人
[00:10:49.920 --> 00:10:51.720]  一個虔誠的人
[00:10:51.720 --> 00:10:55.280]  不僅是她星期天來教會
[00:10:55.280 --> 00:10:56.720]  不是的
[00:10:56.720 --> 00:11:00.840]  她對神是一個很真誠的心
[00:11:00.840 --> 00:11:01.880]  很真實
[00:11:01.880 --> 00:11:03.720]  很專一
[00:11:03.720 --> 00:11:05.880]  她專一爲了主
[00:11:05.880 --> 00:11:07.480]  她的那個虔誠
[00:11:07.480 --> 00:11:09.560]  我不知道你的虔誠有沒有
[00:11:09.560 --> 00:11:11.800]  主在2014年
[00:11:11.800 --> 00:11:13.480]  教我如何能夠
[00:11:13.480 --> 00:11:18.040]  將神力擺在我生命之中的守衛呢
[00:11:18.040 --> 00:11:20.360]  我不知道你2014年有一些人
[00:11:20.360 --> 00:11:22.760]  一個新的一年就快點
[00:11:22.760 --> 00:11:24.360]  有個人生大計
[00:11:24.360 --> 00:11:25.560]  我不知道你有沒有
[00:11:25.560 --> 00:11:28.720]  有沒有啊
[00:11:28.720 --> 00:11:31.880]  大兄姐妹你有沒有2014年新的一年
[00:11:31.880 --> 00:11:34.920]  出一個新的期望計劃
[00:11:34.920 --> 00:11:37.480]  有沒有啊
[00:11:37.480 --> 00:11:40.840]  應該有吧
[00:11:40.840 --> 00:11:43.520]  年紀長者可能算了
[00:11:43.520 --> 00:11:47.480]  日期過了那麼多了
[00:11:47.480 --> 00:11:50.720]  年輕人應該有期計劃的
[00:11:50.720 --> 00:11:54.600]  你不可以這樣又過了一天
[00:11:54.600 --> 00:11:56.720]  那你的計劃之中
[00:11:56.720 --> 00:11:59.400]  有沒有神啊
[00:11:59.400 --> 00:12:03.000]  你有沒有將神擺在你的期待
[00:12:03.000 --> 00:12:04.560]  你的計劃之中
[00:12:04.560 --> 00:12:07.240]  一個最重要的一個地步呢
[00:12:07.240 --> 00:12:08.680]  一個地方
[00:12:08.680 --> 00:12:09.960]  我感謝神
[00:12:09.960 --> 00:12:13.120]  我們九點鐘聚會已經多久了
[00:12:13.120 --> 00:12:14.600]  兩年了
[00:12:14.600 --> 00:12:16.000]  不是說現在多久
[00:12:16.000 --> 00:12:18.160]  有沒有兩年了
[00:12:18.160 --> 00:12:22.240]  有兩年九點鐘起牀聚會了是吧
[00:12:22.240 --> 00:12:23.720]  還繼續這樣是吧
[00:12:23.720 --> 00:12:25.520]  YES
[00:12:25.520 --> 00:12:31.120]  如果不是的話要退閱調過來是吧
[00:12:31.120 --> 00:12:33.240]  我們有沒有一起牀就想
[00:12:33.240 --> 00:12:34.720]  今天是主日
[00:12:34.720 --> 00:12:37.280]  我要一早起牀
[00:12:37.280 --> 00:12:38.800]  打扮好我自己
[00:12:38.800 --> 00:12:42.400]  因爲我要朝見我的神
[00:12:42.400 --> 00:12:43.840]  你有沒有每一天
[00:12:43.840 --> 00:12:46.640]  將你的生命來到神的面前
[00:12:46.640 --> 00:12:48.360]  哎呀今天又是新的一天
[00:12:48.360 --> 00:12:50.760]  我每天都和自己說一句
[00:12:50.760 --> 00:12:52.840]  今天又是新的一天了
[00:12:52.840 --> 00:12:54.920]  你有沒有每一天來到神的面前
[00:12:54.920 --> 00:12:56.080]  神啊
[00:12:56.080 --> 00:12:59.640]  你是今天中給我一個最美麗的一天
[00:12:59.640 --> 00:13:02.480]  我要將我自己擺在你前面
[00:13:02.480 --> 00:13:04.080]  還是你起牀
[00:13:04.080 --> 00:13:06.960]  因爲你離開不了你的Facebook
[00:13:06.960 --> 00:13:09.280]  離開不了你的Email
[00:13:09.280 --> 00:13:10.400]  所以你一起牀
[00:13:10.400 --> 00:13:11.640]  你最重要的是
[00:13:11.640 --> 00:13:13.360]  你的電腦你的電話
[00:13:13.360 --> 00:13:14.680]  是吧
[00:13:14.680 --> 00:13:16.960]  還是你的神呢
[00:13:16.960 --> 00:13:18.920]  求神幫助我們
[00:13:18.920 --> 00:13:21.840]  讓我們有一個西敏的心智
[00:13:21.840 --> 00:13:24.680]  祂有一個虔誠
[00:13:24.680 --> 00:13:28.680]  真實地來到神的面前
[00:13:28.680 --> 00:13:30.600]  二十五節都和我們說
[00:13:30.600 --> 00:13:35.480]  西敏祂有聖靈在祂的身上
[00:13:35.480 --> 00:13:37.720]  換一句話
[00:13:37.720 --> 00:13:41.880]  祂的生命流露出
[00:13:41.880 --> 00:13:44.280]  流露啊
[00:13:44.280 --> 00:13:46.360]  祂的生命活着
[00:13:46.360 --> 00:13:48.400]  聖靈的生命
[00:13:48.400 --> 00:13:49.920]  祂的生命
[00:13:49.920 --> 00:13:51.800]  二十六節和我們說
[00:13:51.800 --> 00:13:53.520]  有聖靈的啓示
[00:13:53.520 --> 00:13:54.600]  二十七節
[00:13:54.600 --> 00:13:57.000]  有聖靈的感動
[00:13:57.000 --> 00:13:58.200]  所以祂的生命之中
[00:13:58.200 --> 00:14:00.040]  祂知道怎麼來到
[00:14:00.040 --> 00:14:02.560]  等候聖靈在祂的生命之中
[00:14:02.560 --> 00:14:05.800]  每一天每一天每一時每一刻
[00:14:05.800 --> 00:14:08.120]  有聖靈的同在
[00:14:08.120 --> 00:14:09.280]  二十六節
[00:14:09.280 --> 00:14:10.480]  所以祂學會
[00:14:10.480 --> 00:14:12.080]  怎麼被聖靈充滿
[00:14:12.080 --> 00:14:12.920]  二十六節說
[00:14:12.920 --> 00:14:14.520]  祂得了聖靈的啓示
[00:14:14.520 --> 00:14:16.360]  知道自己未死以前
[00:14:16.360 --> 00:14:20.760]  必看見主所立的基督
[00:14:20.760 --> 00:14:22.720]  未死之前
[00:14:22.720 --> 00:14:25.440]  等於說
[00:14:25.440 --> 00:14:29.320]  祂很早就已經知道
[00:14:29.320 --> 00:14:31.400]  祂要見主了
[00:14:31.400 --> 00:14:33.240]  所以祂有一個等候
[00:14:33.240 --> 00:14:35.240]  祂需要一個信心
[00:14:35.240 --> 00:14:37.240]  來等候
[00:14:37.240 --> 00:14:38.400]  這一件事
[00:14:38.400 --> 00:14:39.600]  這一個神
[00:14:39.600 --> 00:14:41.600]  啓示的事
[00:14:41.600 --> 00:14:43.880]  啓示的事實
[00:14:43.880 --> 00:14:46.560]  呈現在祂的生命之中
[00:14:46.560 --> 00:14:47.680]  我不知道你會不會覺得
[00:14:47.680 --> 00:14:50.880]  等候是一個很難的功課呢
[00:14:50.880 --> 00:14:53.040]  等候對你來說是不是很難
[00:14:53.040 --> 00:14:56.200]  還是你覺得很容易呢
[00:14:56.200 --> 00:14:58.600]  聖經說
[00:14:58.600 --> 00:15:01.720]  祂知道自己未死之前
[00:15:01.720 --> 00:15:07.240]  所以祂很早很早就已經等候了
[00:15:07.240 --> 00:15:09.240]  祂需要面對
[00:15:09.240 --> 00:15:13.560]  兩種最少可以想到的兩種挑戰
[00:15:13.560 --> 00:15:14.760]  第一
[00:15:14.760 --> 00:15:19.160]  祂需要一個信心的挑戰
[00:15:19.160 --> 00:15:20.600]  我們知道
[00:15:20.600 --> 00:15:21.480]  可能西面
[00:15:21.480 --> 00:15:22.680]  祂可能
[00:15:22.680 --> 00:15:25.560]  祂已經在聖殿過了一段時間
[00:15:25.560 --> 00:15:29.680]  所以祂很熟悉聖經的那個教導
[00:15:29.680 --> 00:15:32.160]  如果你想知道神的心意呢
[00:15:32.160 --> 00:15:34.720]  你唯有很熟悉聖經
[00:15:34.720 --> 00:15:37.480]  因爲聖經已經跟你說了
[00:15:37.480 --> 00:15:39.560]  很多神的心意
[00:15:39.560 --> 00:15:41.280]  所以對西面來說
[00:15:41.280 --> 00:15:44.320]  祂很明白清楚神的心
[00:15:44.320 --> 00:15:46.600]  但我們知道祂那個時候
[00:15:46.600 --> 00:15:53.360]  祂來了教約有多長時間
[00:15:53.360 --> 00:15:56.400]  神沒說話多長時間
[00:15:56.400 --> 00:15:58.760]  四百年
[00:15:58.760 --> 00:16:00.960]  你看看四個小時不跟你說話
[00:16:00.960 --> 00:16:02.920]  你覺得很難受
[00:16:02.920 --> 00:16:07.480]  四百年原來沒有神的一句話
[00:16:07.480 --> 00:16:10.960]  唯有知道更加多認識神的是哪裏
[00:16:10.960 --> 00:16:14.320]  就是看神自己的說話
[00:16:14.320 --> 00:16:16.200]  對西面來說
[00:16:16.200 --> 00:16:19.320]  他得到的啓示是有聖經
[00:16:19.320 --> 00:16:20.800]  教育聖經給他
[00:16:20.800 --> 00:16:23.320]  先知的語言給他
[00:16:23.320 --> 00:16:25.880]  他沒有像那些
[00:16:25.880 --> 00:16:29.720]  柏士或者那些牧羊人那樣
[00:16:29.720 --> 00:16:33.560]  有特別的一個光來跟他說
[00:16:33.560 --> 00:16:35.440]  你要去那裏啦
[00:16:35.440 --> 00:16:37.240]  就是耶穌基督啦
[00:16:37.240 --> 00:16:39.360]  他沒有啊
[00:16:39.360 --> 00:16:42.600]  他唯有的就是讀回聖經
[00:16:42.600 --> 00:16:47.120]  所以他需要有一個信心來面對
[00:16:47.120 --> 00:16:50.040]  另一方面他有一個挑戰
[00:16:50.040 --> 00:16:53.640]  他的挑戰是需要有耐性的
[00:16:53.640 --> 00:16:56.360]  他不可以見到一個寶寶就說
[00:16:56.360 --> 00:16:58.680]  哎呀我見到了
[00:16:58.680 --> 00:16:59.760]  是吧
[00:16:59.760 --> 00:17:02.160]  我們很相信他在聖殿之中
[00:17:02.160 --> 00:17:06.040]  應該有很多人帶着他們投身的那個孩子
[00:17:06.040 --> 00:17:08.880]  去到那個聖殿的
[00:17:08.880 --> 00:17:12.240]  他應該抱過很多個寶寶的了
[00:17:12.240 --> 00:17:14.840]  他不會個個都說這個就是了
[00:17:14.840 --> 00:17:16.160]  他不是哦
[00:17:16.160 --> 00:17:19.960]  而是他又很清楚聖靈的那個感動
[00:17:19.960 --> 00:17:22.240]  聖靈給他的那個啓示
[00:17:22.240 --> 00:17:24.720]  所以他忍耐去等
[00:17:24.720 --> 00:17:29.480]  原來等候是需要忍耐的
[00:17:29.480 --> 00:17:34.600]  他不像柏士或者那個牧羊人
[00:17:34.600 --> 00:17:38.080]  有一個星
[00:17:38.080 --> 00:17:42.920]  原來星可以行路的你知道嗎
[00:17:42.920 --> 00:17:45.400]  聖經跟他們說
[00:17:45.400 --> 00:17:48.000]  星星可以行路的
[00:17:48.000 --> 00:17:50.600]  不是那個Gorilla的星星
[00:17:50.600 --> 00:17:52.480]  天上的星星行路的
[00:17:52.480 --> 00:17:55.800]  因爲他需要引導
[00:17:55.800 --> 00:18:02.200]  他們去到耶穌馬槽的那個地方
[00:18:02.200 --> 00:18:06.520]  這些事情是什麼時候發生的
[00:18:06.520 --> 00:18:09.640]  他跟着這個引導是什麼時候發生的
[00:18:09.640 --> 00:18:13.280]  是耶穌出生之前還是耶穌出生之後
[00:18:13.280 --> 00:18:15.640]  你有沒有想過
[00:18:15.640 --> 00:18:19.280]  當柏士跟着這個星的時候
[00:18:19.280 --> 00:18:26.400]  是耶穌出生之前還是之後
[00:18:26.400 --> 00:18:28.800]  之前
[00:18:28.800 --> 00:18:33.160]  他引導他去到耶穌的那個地方
[00:18:33.160 --> 00:18:35.520]  是很短的時間
[00:18:35.520 --> 00:18:39.360]  他不是用40年去引導他
