
[00:00:00.000 --> 00:00:04.000]  今天很高興在這個這麼好的地方
[00:03:29.000 --> 00:03:30.000]  我所喜悅的
[00:03:30.000 --> 00:03:33.000]  在這裡上帝表明了
[00:03:33.000 --> 00:03:37.000]  耶穌基督是神聖和君王的身份
[00:03:37.000 --> 00:03:40.000]  然後他被魔鬼帶到
[00:03:40.000 --> 00:03:43.000]  抗野獸試探四十天
[00:03:43.000 --> 00:03:46.000]  魔鬼也都按耶穌基督是君王的身份
[00:03:46.000 --> 00:03:47.000]  來試探他
[00:03:47.000 --> 00:03:50.000]  如果你是神的兒子就將石頭變成食物
[00:03:50.000 --> 00:03:53.000]  如果你是神的兒子是君王
[00:03:53.000 --> 00:03:55.000]  你就可以在聖殿上跳下去
[00:03:55.000 --> 00:03:57.000]  如果你是神的兒子你拜我
[00:03:57.000 --> 00:03:59.000]  我就將整個世界給你
[00:03:59.000 --> 00:04:02.000]  由第五章到第九章
[00:04:02.000 --> 00:04:04.000]  耶穌所做的所說的
[00:04:04.000 --> 00:04:07.000]  都很清楚顯明他是一個君王的身份
[00:04:07.000 --> 00:04:08.000]  到第十章開始
[00:04:08.000 --> 00:04:09.000]  他就培訓門徒
[00:04:09.000 --> 00:04:13.000]  差派他們去做他自己繼承他自己的工作
[00:04:13.000 --> 00:04:14.000]  所以兩大部分
[00:04:14.000 --> 00:04:18.000]  但在這兩部分當中就有四節經文
[00:04:18.000 --> 00:04:20.000]  這四節經文就很寶貴
[00:04:20.000 --> 00:04:23.000]  如果你說牧師我沒時間看《馬達福音》那麼厚
[00:04:23.000 --> 00:04:24.000]  我就看四節
[00:04:24.000 --> 00:04:25.000]  就是這四節
[00:04:25.000 --> 00:04:28.000]  因為他總括了耶穌基督所做的事
[00:04:28.000 --> 00:04:30.000]  他的心境
[00:04:30.000 --> 00:04:33.000]  這四節經文說什麼呢
[00:04:33.000 --> 00:04:34.000]  我們來看看
[00:04:34.000 --> 00:04:40.000]  第一
[00:04:40.000 --> 00:04:46.000]  我們在第35-36節就看到
[00:04:46.000 --> 00:04:48.000]  耶穌基督走遍各城各鄉
[00:04:48.000 --> 00:04:49.000]  在會堂裡教訓人
[00:04:49.000 --> 00:04:51.000]  宣揚天國的福音
[00:04:51.000 --> 00:04:53.000]  有醫治各樣的病症
[00:04:53.000 --> 00:04:55.000]  一節聖經35節裡面
[00:04:55.000 --> 00:04:57.000]  已經說出耶穌所做的事
[00:04:57.000 --> 00:04:59.000]  有三個範疇
[00:04:59.000 --> 00:05:01.000]  第一就是會堂裡教訓人
[00:05:01.000 --> 00:05:03.000]  第二宣揚天國的福音
[00:05:03.000 --> 00:05:05.000]  醫治各樣的病症
[00:05:05.000 --> 00:05:08.000]  什麼是會堂裡教訓人呢
[00:05:08.000 --> 00:05:10.000]  當時的會堂
[00:05:10.000 --> 00:05:14.000]  是用來看聖經和思考神的話
[00:05:14.000 --> 00:05:16.000]  那時候是舊約
[00:05:16.000 --> 00:05:20.000]  猶太人為何之所以亡國呢
[00:05:20.000 --> 00:05:22.000]  就是因為他們離開了神的話
[00:05:22.000 --> 00:05:26.000]  所以他們回歸之後就痛定思痛
[00:05:26.000 --> 00:05:30.000]  以斯拉這個先知幫助他們回到神的話
[00:05:30.000 --> 00:05:32.000]  又建立了民事制度
[00:05:32.000 --> 00:05:35.000]  他們又建立了一個會堂的制度
[00:05:35.000 --> 00:05:38.000]  如果一個地方有十個猶太人
[00:05:38.000 --> 00:05:39.000]  十個男人
[00:05:39.000 --> 00:05:41.000]  小朋友女人就不算了
[00:05:41.000 --> 00:05:43.000]  就可以建立一個會堂
[00:05:43.000 --> 00:05:44.000]  就是一間屋
[00:05:44.000 --> 00:05:46.000]  在這裏有一卷聖經舊約
[00:05:46.000 --> 00:05:49.000]  他們就讀神的話
[00:05:49.000 --> 00:05:53.000]  可以說這個會堂裡教訓人
[00:05:53.000 --> 00:05:57.000]  就等於我們現在的主日崇拜和主日學
[00:05:57.000 --> 00:05:59.000]  OK
[00:05:59.000 --> 00:06:01.000]  第二樣
[00:06:01.000 --> 00:06:03.000]  耶穌基督宣揚天國的福音
[00:06:03.000 --> 00:06:06.000]  耶穌基督怎樣宣揚天國的福音呢
[00:06:06.000 --> 00:06:10.000]  如果你看馬太福音第三章
[00:06:10.000 --> 00:06:12.000]  就施洗約翰出來傳道
[00:06:12.000 --> 00:06:14.000]  他說天國近了
[00:06:14.000 --> 00:06:16.000]  你們應當悔改
[00:06:16.000 --> 00:06:18.000]  是不是
[00:06:18.000 --> 00:06:21.000]  耶穌基督在第四章馬太福音出來
[00:06:21.000 --> 00:06:24.000]  傳福音又是天國近了你們應當悔改
[00:06:24.000 --> 00:06:25.000]  在馬太福音第十章
[00:06:25.000 --> 00:06:27.000]  耶穌基督差派門徒
[00:06:27.000 --> 00:06:30.000]  也教他們說天國近了你們應當悔改
[00:06:30.000 --> 00:06:33.000]  原來耶穌是這樣傳福音
[00:06:33.000 --> 00:06:35.000]  這句是什麼意思
[00:06:35.000 --> 00:06:37.000]  首先我們看看什麼叫悔改
[00:06:37.000 --> 00:06:39.000]  我們不喜歡說自己悔改
[00:06:39.000 --> 00:06:41.000]  也不敢叫別人悔改
[00:06:41.000 --> 00:06:43.000]  悔改其實英文有個
[00:06:43.000 --> 00:06:45.000]  英文就是repent
[00:06:45.000 --> 00:06:48.000]  其實意思就是回轉
[00:06:48.000 --> 00:06:50.000]  我在加拿大駕車
[00:06:50.000 --> 00:06:52.000]  香港就不用駕了
[00:06:52.000 --> 00:06:54.000]  在加拿大駕車如果走錯路怎麼辦
[00:06:54.000 --> 00:06:56.000]  走錯路就要找出口
[00:06:56.000 --> 00:06:58.000]  找個出口調頭
[00:06:58.000 --> 00:07:00.000]  悔改意思就是回轉
[00:07:00.000 --> 00:07:02.000]  change direction
[00:07:02.000 --> 00:07:04.000]  回轉到上帝那裡悔改
[00:07:04.000 --> 00:07:06.000]  什麼叫天國近了
[00:07:06.000 --> 00:07:09.000]  天國是指彌賽亞的國度
[00:07:09.000 --> 00:07:11.000]  彌賽亞國度降臨
[00:07:11.000 --> 00:07:13.000]  彌賽亞就是耶穌基督救世主
[00:07:13.000 --> 00:07:15.000]  彌賽亞國度降臨
[00:07:15.000 --> 00:07:17.000]  有兩件事發生
[00:07:17.000 --> 00:07:19.000]  第一就是神的救恩臨到人間
[00:07:19.000 --> 00:07:23.000]  第二就是神的審判臨到人間
[00:07:23.000 --> 00:07:26.000]  就是彌賽亞帶來救恩和審判
[00:07:26.000 --> 00:07:28.000]  彌賽亞怎麼帶來救恩
[00:07:28.000 --> 00:07:30.000]  耶穌基督說
[00:07:30.000 --> 00:07:32.000]  信我的人不被定罪
[00:07:32.000 --> 00:07:34.000]  這個是不是救恩
[00:07:34.000 --> 00:07:36.000]  得著赦免
[00:07:36.000 --> 00:07:38.000]  不信的人罪已經定了
[00:07:38.000 --> 00:07:40.000]  這個就是審判
[00:07:40.000 --> 00:07:42.000]  所以彌賽亞
[00:07:42.000 --> 00:07:44.000]  耶穌基督來了
[00:07:44.000 --> 00:07:46.000]  你和我可以做個選擇
[00:07:46.000 --> 00:07:48.000]  你是接受還是不接受
[00:07:48.000 --> 00:07:50.000]  救恩和審判
[00:07:50.000 --> 00:07:52.000]  所以天國近了
[00:07:52.000 --> 00:07:54.000]  你們應當悔改
[00:07:54.000 --> 00:07:56.000]  如果說神的救恩
[00:07:56.000 --> 00:07:58.000]  神的審判臨到
[00:07:58.000 --> 00:08:00.000]  你們要悔改回向神
[00:08:00.000 --> 00:08:02.000]  這個就是天國的福音
[00:08:02.000 --> 00:08:04.000]  有些教會沒有傳這個福音
[00:08:04.000 --> 00:08:06.000]  他們傳一個成功的福音
[00:08:06.000 --> 00:08:08.000]  就是你信耶穌
[00:08:08.000 --> 00:08:10.000]  你就會發達
[00:08:10.000 --> 00:08:12.000]  我信耶穌就會發達
[00:08:12.000 --> 00:08:14.000]  你信耶穌你的病就好了
[00:08:14.000 --> 00:08:18.000]  你信耶穌你就會開心了
[00:08:18.000 --> 00:08:22.000]  這個不是天國的福音
[00:08:22.000 --> 00:08:24.000]  耶穌不是這樣說
[00:08:24.000 --> 00:08:26.000]  這個是拜黃大仙
[00:08:26.000 --> 00:08:28.000]  這種福音
[00:08:28.000 --> 00:08:30.000]  你信這種福音
[00:08:30.000 --> 00:08:32.000]  你裡面的神不是耶穌基督
[00:08:32.000 --> 00:08:34.000]  是你自己
[00:08:34.000 --> 00:08:36.000]  所以我們看到
[00:08:36.000 --> 00:08:38.000]  我們和別人傳福音的時候
[00:08:38.000 --> 00:08:40.000]  究竟是傳什麼福音
[00:08:40.000 --> 00:08:42.000]  還有
[00:08:42.000 --> 00:08:44.000]  我們說耶穌基督
[00:08:44.000 --> 00:08:46.000]  做三件事
[00:08:46.000 --> 00:08:50.000]  會堂裡教訓人
[00:08:50.000 --> 00:08:52.000]  宣揚這個福音
[00:08:52.000 --> 00:08:54.000]  醫治各樣的病症
[00:08:54.000 --> 00:09:02.000]  耶穌基督不但傳福音
[00:09:02.000 --> 00:09:04.000]  他還關心當時人的需要
[00:09:04.000 --> 00:09:06.000]  可以說
[00:09:06.000 --> 00:09:08.000]  如果你看四福音
[00:09:08.000 --> 00:09:10.000]  你會看到耶穌基督
[00:09:10.000 --> 00:09:12.000]  將整個加利利一帶的病症
[00:09:12.000 --> 00:09:14.000]  徹底剷除
[00:09:14.000 --> 00:09:16.000]  因為每個人來到他那裡
[00:09:16.000 --> 00:09:18.000]  都醫好
[00:09:18.000 --> 00:09:20.000]  為什麼耶穌這麼做呢
[00:09:20.000 --> 00:09:22.000]  有兩個原因
[00:09:22.000 --> 00:09:26.000]  第一,神蹟證實
[00:09:26.000 --> 00:09:28.000]  他的話語是從神來的
[00:09:28.000 --> 00:09:30.000]  有神的力量
[00:09:30.000 --> 00:09:32.000]  不然他不能行神蹟
[00:09:32.000 --> 00:09:34.000]  第二,他真的關心
[00:09:34.000 --> 00:09:36.000]  社會上有需要的人
[00:09:36.000 --> 00:09:38.000]  他醫好他們
[00:09:38.000 --> 00:09:42.000]  這個就是耶穌基督的心意
[00:09:42.000 --> 00:09:46.000]  三件事
[00:09:46.000 --> 00:09:48.000]  耶穌基督
[00:09:48.000 --> 00:09:50.000]  培訓滿途
[00:09:50.000 --> 00:09:52.000]  傳揚福音
[00:09:52.000 --> 00:09:54.000]  關懷社會
[00:09:54.000 --> 00:09:56.000]  這個也是我們現今教會應該做
[00:09:56.000 --> 00:09:58.000]  也都是我們每一個基督徒應該做
[00:09:58.000 --> 00:10:00.000]  所以今天我們看四次聖經
[00:10:00.000 --> 00:10:02.000]  就好像戴上耶穌基督的眼鏡
[00:10:02.000 --> 00:10:04.000]  看這個世界
[00:10:04.000 --> 00:10:06.000]  他怎樣看這個世界
[00:10:06.000 --> 00:10:08.000]  你和我都應該看這個世界
[00:10:08.000 --> 00:10:10.000]  耶穌基督的心意是怎樣
[00:10:10.000 --> 00:10:12.000]  他怎樣看世上的人呢
[00:10:16.000 --> 00:10:18.000]  耶穌基督在
[00:10:18.000 --> 00:10:20.000]  九章三十六節
[00:10:20.000 --> 00:10:22.000]  他看見群眾就憐憫他們
[00:10:22.000 --> 00:10:24.000]  因為他們困苦無依
[00:10:24.000 --> 00:10:26.000]  像沒有牧人的羊一樣
[00:10:26.000 --> 00:10:28.000]  困苦無依
[00:10:28.000 --> 00:10:30.000]  耶穌基督看世上的人
[00:10:30.000 --> 00:10:32.000]  就是困苦無依
[00:10:32.000 --> 00:10:34.000]  我們看到
[00:10:34.000 --> 00:10:36.000]  這個寧波的
[00:10:36.000 --> 00:10:38.000]  被老虎咬死的
[00:10:38.000 --> 00:10:40.000]  困苦無依
[00:10:40.000 --> 00:10:42.000]  我們看到種族的
[00:10:42.000 --> 00:10:44.000]  被老虎咬死的
[00:10:44.000 --> 00:10:46.000]  困苦無依
[00:10:46.000 --> 00:10:48.000]  我們看到總火的男士
[00:10:48.000 --> 00:10:50.000]  是有精神病
[00:10:50.000 --> 00:10:52.000]  其他都是無辜的
[00:10:52.000 --> 00:10:54.000]  我們看到世上的難民
[00:10:54.000 --> 00:10:56.000]  沒有國家收留他們
[00:10:56.000 --> 00:10:58.000]  困苦無依
[00:10:58.000 --> 00:11:00.000]  有一個英文譯本
[00:11:00.000 --> 00:11:02.000]  困苦無依
[00:11:02.000 --> 00:11:04.000]  分分鎮鎮
[00:11:04.000 --> 00:11:06.000]  在這個世界生活
[00:11:06.000 --> 00:11:08.000]  不知道自己在做什麼
[00:11:08.000 --> 00:11:10.000]  而且常常被人打擾
[00:11:10.000 --> 00:11:12.000]  被人迫害
[00:11:12.000 --> 00:11:14.000]  有時你會否覺得
[00:11:14.000 --> 00:11:16.000]  自己的人生都是這樣
[00:11:16.000 --> 00:11:18.000]  不知何去何從
[00:11:18.000 --> 00:11:20.000]  不知有什麼目的
[00:11:20.000 --> 00:11:22.000]  耶穌看到他們就憐憫他們
[00:11:22.000 --> 00:11:24.000]  憐憫的原文就是
[00:11:24.000 --> 00:11:26.000]  與他們一同受苦
[00:11:26.000 --> 00:11:28.000]  與他們一同受苦
[00:11:28.000 --> 00:11:30.000]  這是上帝的兒子
[00:11:30.000 --> 00:11:32.000]  自有永有的真神
[00:11:32.000 --> 00:11:34.000]  創天造地的神
[00:11:34.000 --> 00:11:36.000]  竟然願意
[00:11:36.000 --> 00:11:38.000]  與我們一同受苦
[00:11:38.000 --> 00:11:40.000]  最後釘十字架
[00:11:40.000 --> 00:11:42.000]  為我們贖罪
[00:11:42.000 --> 00:11:44.000]  一個受苦的彌賽
[00:11:44.000 --> 00:11:46.000]  所以各位朋友
[00:11:46.000 --> 00:11:48.000]  如果你還在想
[00:11:48.000 --> 00:11:50.000]  應不應該相信耶穌
[00:11:50.000 --> 00:11:52.000]  因為耶穌愛你
[00:11:52.000 --> 00:11:54.000]  為你受苦
[00:11:54.000 --> 00:11:56.000]  你怎樣去回應他的愛
[00:11:56.000 --> 00:12:02.000]  我們跟隨耶穌的幾多人
[00:12:02.000 --> 00:12:04.000]  又有沒有憐憫人的心
[00:12:04.000 --> 00:12:06.000]  願意與這些世界上
[00:12:06.000 --> 00:12:08.000]  有困難的人受苦
[00:12:08.000 --> 00:12:10.000]  在當中我上星期認識到
[00:12:10.000 --> 00:12:12.000]  有兩位他們是
[00:12:12.000 --> 00:12:14.000]  服侍一些沒有飯吃的人
[00:12:14.000 --> 00:12:16.000]  他們的機構
[00:12:16.000 --> 00:12:18.000]  他們的慈善機構
[00:12:18.000 --> 00:12:20.000]  是派飯給他們
[00:12:20.000 --> 00:12:22.000]  我覺得這個很感恩
[00:12:22.000 --> 00:12:24.000]  在我們的聚會當中
[00:12:24.000 --> 00:12:26.000]  竟然有一些
[00:12:26.000 --> 00:12:28.000]  真的遵循耶穌的教訓去幫助周圍的人
[00:12:28.000 --> 00:12:30.000]  這個是非常好的事
[00:12:30.000 --> 00:12:32.000]  印度
[00:12:32.000 --> 00:12:34.000]  大約是八十年前
[00:12:34.000 --> 00:12:36.000]  有一位醫生
[00:12:36.000 --> 00:12:38.000]  他出名叫Paul Blaine
[00:12:38.000 --> 00:12:40.000]  他是基建移植專家
[00:12:40.000 --> 00:12:42.000]  他在印度長大
[00:12:42.000 --> 00:12:44.000]  因為他父母是印度宣教士
[00:12:44.000 --> 00:12:48.000]  說起父母的故事
[00:12:48.000 --> 00:12:50.000]  他說有一次
[00:12:50.000 --> 00:12:52.000]  有個印度教的祭司病得快死了
[00:12:52.000 --> 00:12:54.000]  他有個女兒
[00:12:54.000 --> 00:12:56.000]  八歲大也有病
[00:12:56.000 --> 00:12:58.000]  將女兒
[00:12:58.000 --> 00:13:00.000]  放在宣教士的家門口
[00:13:00.000 --> 00:13:02.000]  因為
[00:13:02.000 --> 00:13:04.000]  印度和本族的人不願意收留她
[00:13:04.000 --> 00:13:06.000]  第一他們不喜歡女兒
[00:13:06.000 --> 00:13:08.000]  第二有病的女兒更加不喜歡
[00:13:08.000 --> 00:13:10.000]  這個印度教的祭司
[00:13:10.000 --> 00:13:12.000]  死了怎麼辦
[00:13:12.000 --> 00:13:14.000]  沒有人收留
[00:13:14.000 --> 00:13:16.000]  唯有放在宣教士的家門口
[00:13:16.000 --> 00:13:18.000]  宣教士收留了她
[00:13:18.000 --> 00:13:20.000]  醫好她
[00:13:20.000 --> 00:13:22.000]  收養了很多孩子
[00:13:22.000 --> 00:13:24.000]  等到宣教士年紀老了
[00:13:24.000 --> 00:13:26.000]  丈夫去世
[00:13:26.000 --> 00:13:28.000]  太太繼續留在宣教士
[00:13:28.000 --> 00:13:30.000]  離鄉別井
[00:13:30.000 --> 00:13:32.000]  從美國來到印度幾十年
[00:13:32.000 --> 00:13:34.000]  她八十五歲的時候
[00:13:34.000 --> 00:13:36.000]  竟然有個醫學突破
[00:13:36.000 --> 00:13:38.000]  有什麼突破呢
[00:13:38.000 --> 00:13:40.000]  她發現當時那些人
[00:13:40.000 --> 00:13:42.000]  那些印度人在田間工作
[00:13:42.000 --> 00:13:44.000]  腳上有傷口
[00:13:44.000 --> 00:13:46.000]  如何治療傷口
[00:13:46.000 --> 00:13:48.000]  就要將一條蟲
[00:13:48.000 --> 00:13:50.000]  在裏面拉出來
[00:13:50.000 --> 00:13:52.000]  很長的蟲
[00:13:52.000 --> 00:13:54.000]  她想了很久
[00:13:54.000 --> 00:13:56.000]  想明白原理
[00:13:56.000 --> 00:13:58.000]  這是八十歲的女宣教士
[00:13:58.000 --> 00:14:00.000]  在那裏
[00:14:00.000 --> 00:14:02.000]  原來蟲的卵在水裏
[00:14:02.000 --> 00:14:04.000]  這些印度人去工作
[00:14:04.000 --> 00:14:06.000]  他們不穿鞋
[00:14:06.000 --> 00:14:08.000]  傷口有流血
[00:14:08.000 --> 00:14:10.000]  卵寄生在裏面
[00:14:10.000 --> 00:14:12.000]  長了一條蟲
[00:14:12.000 --> 00:14:14.000]  令傷口越來越大
[00:14:14.000 --> 00:14:16.000]  所以她騎馬到村落說
[00:14:16.000 --> 00:14:18.000]  如果傷口有病
[00:14:18.000 --> 00:14:20.000]  不要碰水
[00:14:20.000 --> 00:14:22.000]  做事要穿鞋
[00:14:22.000 --> 00:14:24.000]  那些人聽了她的話
[00:14:24.000 --> 00:14:26.000]  病就被消滅了
[00:14:26.000 --> 00:14:28.000]  你想想神竟然用一個
[00:14:28.000 --> 00:14:30.000]  八十五歲的老婆婆
[00:14:30.000 --> 00:14:32.000]  騎馬去幫助這些村民
[00:14:32.000 --> 00:14:34.000]  這個歷史上有記載
[00:14:34.000 --> 00:14:36.000]  我們看到
[00:14:36.000 --> 00:14:38.000]  這個榜樣
[00:14:38.000 --> 00:14:40.000]  有憐憫的心腸
[00:14:40.000 --> 00:14:42.000]  願意付出
[00:14:42.000 --> 00:14:46.000]  我們已經看了耶穌基督的工作
[00:14:46.000 --> 00:14:48.000]  在第35節
[00:14:48.000 --> 00:14:50.000]  會堂教訓人
[00:14:50.000 --> 00:14:52.000]  聽過福音醫治病症
[00:14:52.000 --> 00:14:54.000]  我又看到耶穌基督的心意
[00:14:54.000 --> 00:14:56.000]  在第36節
[00:14:56.000 --> 00:14:58.000]  看到很多人憐憫他們
[00:14:58.000 --> 00:15:00.000]  因為他們困苦無依
[00:15:00.000 --> 00:15:02.000]  好像沒有木人的羊一樣
[00:15:02.000 --> 00:15:04.000]  接著到
[00:15:04.000 --> 00:15:06.000]  37-38節
[00:15:06.000 --> 00:15:08.000]  耶穌基督
[00:15:08.000 --> 00:15:10.000]  對你和我的呼召
[00:15:10.000 --> 00:15:14.000]  祂說
[00:15:14.000 --> 00:15:16.000]  莊稼多
[00:15:16.000 --> 00:15:18.000]  工人少
[00:15:18.000 --> 00:15:20.000]  所以
[00:15:20.000 --> 00:15:22.000]  你們要求莊稼的主
[00:15:22.000 --> 00:15:24.000]  莊稼的主就是上帝
[00:15:24.000 --> 00:15:26.000]  派工人
[00:15:26.000 --> 00:15:28.000]  去收莊稼
[00:15:28.000 --> 00:15:34.000]  這個就是耶穌基督
[00:15:34.000 --> 00:15:36.000]  對我們的呼召
[00:15:36.000 --> 00:15:38.000]  今天我講到有三點
[00:15:38.000 --> 00:15:40.000]  第一,耶穌基督的工作
[00:15:40.000 --> 00:15:42.000]  第二,祂對世人的心腸
[00:15:42.000 --> 00:15:44.000]  第三,祂對你和我的呼召
[00:15:44.000 --> 00:15:46.000]  很簡單
[00:15:46.000 --> 00:15:48.000]  這兩節聖經很厲害
[00:15:48.000 --> 00:15:50.000]  祂讓我們知道
[00:15:50.000 --> 00:15:52.000]  全福音
[00:15:52.000 --> 00:15:54.000]  的原則
[00:15:54.000 --> 00:15:56.000]  有三個原則
[00:15:56.000 --> 00:15:58.000]  第一,我們看到全福音的機遇
[00:15:58.000 --> 00:16:00.000]  莊稼多
[00:16:00.000 --> 00:16:02.000]  很多機會
[00:16:02.000 --> 00:16:04.000]  很多機會
[00:16:04.000 --> 00:16:06.000]  莊稼有多少呢
[00:16:06.000 --> 00:16:08.000]  全世界有70億人口
[00:16:08.000 --> 00:16:10.000]  70億人口
[00:16:10.000 --> 00:16:12.000]  天主教、基督教和東正教
[00:16:12.000 --> 00:16:14.000]  這個就是整個基督教的大體系
[00:16:14.000 --> 00:16:16.000]  都是信耶穌的
[00:16:16.000 --> 00:16:18.000]  都可以得救的
[00:16:18.000 --> 00:16:20.000]  基督教、天主教和東正教
[00:16:20.000 --> 00:16:22.000]  自稱為基督徒的
[00:16:22.000 --> 00:16:24.000]  有22億
[00:16:24.000 --> 00:16:26.000]  即是百分之30
[00:16:26.000 --> 00:16:28.000]  當然真正重新得救
[00:16:28.000 --> 00:16:30.000]  就沒有那麼多
[00:16:30.000 --> 00:16:32.000]  就不知有多少
[00:16:32.000 --> 00:16:34.000]  肯定少於這22億
[00:16:34.000 --> 00:16:36.000]  但其他全部都未信耶穌
[00:16:36.000 --> 00:16:38.000]  換句話說
[00:16:38.000 --> 00:16:40.000]  大部份的人
[00:16:40.000 --> 00:16:42.000]  都是莊稼,從未收過的莊稼
[00:16:42.000 --> 00:16:44.000]  還在
[00:16:44.000 --> 00:16:46.000]  有屬靈的需要
[00:16:46.000 --> 00:16:48.000]  我們回到香港
