
[00:00:00.000 --> 00:00:03.640]  今天我們要講的是「生命影響生命」
[00:06:54.880 --> 00:06:56.880]  完全自然不同的東西
[00:06:56.880 --> 00:06:58.680]  來源不一樣
[00:06:58.680 --> 00:07:00.080]  結果會不一樣
[00:07:00.080 --> 00:07:02.080]  過程都不一樣
[00:07:02.080 --> 00:07:04.880]  基督教完完全全在說的
[00:07:04.880 --> 00:07:07.280]  是我為什麼會影響到別人的生命
[00:07:07.280 --> 00:07:10.480]  是必須要先與這位天父
[00:07:10.480 --> 00:07:11.680]  這位上帝
[00:07:11.680 --> 00:07:14.880]  這位獨一的真神有生命的交流
[00:07:14.880 --> 00:07:19.280]  黃福光博士最近出了一本《舊約神學》的書裏面
[00:07:19.280 --> 00:07:22.080]  他寫了一句說話非常之好的事情
[00:07:22.080 --> 00:07:25.280]  你看看約翰這裏傳過約翰
[00:07:25.280 --> 00:07:30.080]  我們看看約翰這裏不是在說讀聖經
[00:07:30.080 --> 00:07:36.080]  約翰一書傳而整卷書都沒有說讀聖經
[00:07:36.080 --> 00:07:37.280]  不是讀聖經不重要
[00:07:37.280 --> 00:07:40.480]  突然之間會有些人會說牧師經常否定讀經
[00:07:40.480 --> 00:07:42.080]  我不是這個意思
[00:07:42.080 --> 00:07:44.080]  如果你這樣聽你是聽錯了
[00:07:44.080 --> 00:07:49.080]  但是不要盲從地去理解這件事情
[00:07:49.080 --> 00:07:52.280]  約翰的時代根本沒有可能拿著一本Torah
[00:07:52.280 --> 00:07:54.880]  我們所說的摩西五經在那裏通街行
[00:07:54.880 --> 00:07:57.480]  你要理解那個現實性
[00:07:57.480 --> 00:07:59.080]  你不要說得這麼浪漫
[00:07:59.080 --> 00:08:02.080]  突然之間你用現代人去理解約翰所說的話
[00:08:02.080 --> 00:08:06.880]  約翰根本沒有可能拿著Torah在通街行
[00:08:06.880 --> 00:08:08.880]  然後又叫突然之間的姐妹讀一讀
[00:08:08.880 --> 00:08:10.280]  個個手上有本Torah
[00:08:10.280 --> 00:08:12.880]  這件事是沒有可能的事情
[00:08:12.880 --> 00:08:15.680]  而且最重要的一件事
[00:08:15.680 --> 00:08:16.880]  在約翰來說
[00:08:16.880 --> 00:08:21.880]  和上帝生命的交流不是讀經
[00:08:21.880 --> 00:08:24.080]  所以黃福光博士那本書說
[00:08:24.080 --> 00:08:28.080]  有人認為讀聖經可以認識神
[00:08:28.080 --> 00:08:31.280]  這個說法是錯的
[00:08:31.280 --> 00:08:36.880]  認識讀聖經你是認識神的作為
[00:08:36.880 --> 00:08:39.680]  你並沒有認識神
[00:08:39.680 --> 00:08:41.680]  你要真正認識神
[00:08:41.680 --> 00:08:44.880]  必須要和上帝有生命的交流
[00:08:44.880 --> 00:08:47.680]  就是約翰所說的相交
[00:08:47.680 --> 00:08:48.480]  和你姐妹相親
[00:08:48.480 --> 00:08:51.880]  你要和上帝有生命交流
[00:08:51.880 --> 00:08:53.480]  所以為什麼耶穌罵法尼塞人說
[00:08:53.480 --> 00:08:54.680]  你們天天炒聖經
[00:08:54.680 --> 00:08:58.080]  我來的時候你卻不親近我
[00:08:58.080 --> 00:09:00.080]  你明白我說的問題了嗎
[00:09:00.080 --> 00:09:02.680]  所以和上帝的生命相交
[00:09:02.680 --> 00:09:06.280]  不是讀聖經那麼簡單
[00:09:06.280 --> 00:09:09.280]  是必須要和上帝有生命的交流
[00:09:09.280 --> 00:09:10.280]  我們看看
[00:09:10.280 --> 00:09:12.880]  約翰寫了五卷書
[00:09:12.880 --> 00:09:13.880]  在新約來說
[00:09:13.880 --> 00:09:15.080]  他除了保羅之外
[00:09:15.080 --> 00:09:17.280]  他佔最多的
[00:09:17.280 --> 00:09:19.080]  是《約翰福音》、《約翰一書》
[00:09:19.080 --> 00:09:20.680]  《約翰二書》、《約翰三書》
[00:09:20.680 --> 00:09:22.080]  和《啟示錄》
[00:09:22.080 --> 00:09:24.880]  但我們看到約翰的生命是什麼
[00:09:24.880 --> 00:09:30.680]  他說:我看見、我聽見、我摸過
[00:09:30.680 --> 00:09:33.480]  這位生命之道耶穌
[00:09:33.480 --> 00:09:34.880]  正因為這個緣故
[00:09:34.880 --> 00:09:36.680]  他要活出這種生命
[00:09:36.680 --> 00:09:37.680]  為這個生命作見
[00:09:37.680 --> 00:09:39.280]  只是影響其他人
[00:09:39.280 --> 00:09:41.680]  這幅圖你會更加清楚明白
[00:09:41.680 --> 00:09:43.080]  約翰第一件事
[00:09:43.080 --> 00:09:46.280]  是和這位神有一個相交的生命
[00:09:46.280 --> 00:09:50.680]  約翰親眼見過道成肉身的耶穌
[00:09:50.680 --> 00:09:53.280]  親耳聽祂講道
[00:09:53.280 --> 00:09:54.280]  摸過祂
[00:09:54.280 --> 00:09:59.080]  在所有四方書裏面提及的
[00:09:59.080 --> 00:10:01.480]  約翰靠近耶穌的胸膛
[00:10:01.480 --> 00:10:03.080]  在最後晚餐裏面
[00:10:03.080 --> 00:10:05.880]  如果按照達文西的最後晚餐的那幅畫
[00:10:05.880 --> 00:10:07.080]  你不只明白這個形容
[00:10:07.080 --> 00:10:09.080]  因為達文西是畫錯了
[00:10:09.080 --> 00:10:12.480]  達文西按照西人的長桌吃晚餐的方法
[00:10:12.480 --> 00:10:14.080]  猶太人不是這樣坐的
[00:10:14.080 --> 00:10:16.480]  猶太人是側身
[00:10:16.480 --> 00:10:17.480]  躺在那裏
[00:10:17.480 --> 00:10:19.480]  然後手托著頭
[00:10:19.480 --> 00:10:20.880]  然後左手拿著食物
[00:10:20.880 --> 00:10:22.080]  因為這個緣故
[00:10:22.080 --> 00:10:23.680]  一個疊一個的時候
[00:10:23.680 --> 00:10:27.280]  約翰就靠近耶穌的胸膛
[00:10:27.280 --> 00:10:29.880]  他最接近耶穌的門徒
[00:10:29.880 --> 00:10:32.680]  而他在門徒裏面
[00:10:32.680 --> 00:10:34.880]  只有三個是上到山上
[00:10:34.880 --> 00:10:36.480]  親眼見到耶穌
[00:10:36.480 --> 00:10:39.280]  顯出上帝的榮光
[00:10:39.280 --> 00:10:40.880]  就是彼得雅各約翰
[00:10:40.880 --> 00:10:42.280]  這件事
[00:10:42.280 --> 00:10:43.280]  無論對彼得
[00:10:43.280 --> 00:10:45.280]  對約翰的震撼性是非常之大
[00:10:45.280 --> 00:10:47.280]  所以彼得寫彼得前後書題這件事
[00:10:47.280 --> 00:10:49.680]  約翰寫約翰一二三書題這件事
[00:10:49.680 --> 00:10:52.280]  我們親眼見過他的榮光
[00:10:52.280 --> 00:10:53.480]  不單止這樣
[00:10:53.480 --> 00:10:56.480]  約翰見過復活的耶穌
[00:10:56.480 --> 00:10:58.080]  不單止這樣
[00:10:58.080 --> 00:11:01.680]  約翰是被羅馬當時信仰的逼迫
[00:11:01.680 --> 00:11:03.480]  是流放在白魔海島
[00:11:03.480 --> 00:11:04.880]  以為他會在那裏死亡
[00:11:04.880 --> 00:11:05.680]  誰知他沒有死
[00:11:05.680 --> 00:11:09.280]  在白魔海島裏面寫了啟示錄
[00:11:09.280 --> 00:11:11.480]  究竟啟述是否在白魔海島裏面寫
[00:11:11.480 --> 00:11:14.880]  還是他在白魔海島裏面見了異象之後
[00:11:14.880 --> 00:11:17.880]  被流放回來之後寫我們不太肯定
[00:11:17.880 --> 00:11:19.680]  但是我們比較肯定的是
[00:11:19.680 --> 00:11:23.080]  他在白魔海島裏面見到啟示錄的啟示
[00:11:23.080 --> 00:11:25.080]  他見到坐在副
[00:11:25.080 --> 00:11:26.280]  已經復活
[00:11:26.280 --> 00:11:28.280]  是升了上天上面
[00:11:28.280 --> 00:11:31.480]  坐在副的右邊的那位耶穌
[00:11:31.480 --> 00:11:35.080]  差不多我們沒有一個門徒
[00:11:35.080 --> 00:11:36.080]  沒有一個使徒
[00:11:36.080 --> 00:11:38.280]  比約翰見過耶穌
[00:11:38.280 --> 00:11:42.880]  在四種狀態下的情況
[00:11:42.880 --> 00:11:44.880]  第一 他見過有血有肉的耶穌
[00:11:44.880 --> 00:11:48.280]  我看過 我見過 我摸過
[00:11:48.280 --> 00:11:51.080]  他見過耶穌在人的肉身體下
[00:11:51.080 --> 00:11:53.880]  張顯出神的榮美山上顯像
[00:11:53.880 --> 00:11:55.280]  他見過復活的主
[00:11:55.280 --> 00:11:57.280]  他見過復活了升上天上面
[00:11:57.280 --> 00:12:00.080]  坐在副的右邊的那位耶穌
[00:12:00.080 --> 00:12:02.480]  這是一個很不一樣的情況
[00:12:02.480 --> 00:12:03.280]  弟兄姊妹
[00:12:03.280 --> 00:12:08.080]  今天我們不要第二新的一個經驗
[00:12:08.080 --> 00:12:09.480]  你這樣聽到別人講見證
[00:12:09.480 --> 00:12:11.080]  他們第一新的經歷
[00:12:11.080 --> 00:12:12.280]  聽了很多很多很多
[00:12:12.280 --> 00:12:14.280]  但是我還沒有的時候
[00:12:14.280 --> 00:12:19.880]  就是我還沒有跟副有真正生命交流相交
[00:12:19.880 --> 00:12:22.680]  我還沒有跟副有團契的生活
[00:12:22.680 --> 00:12:23.680]  因為我說
[00:12:23.680 --> 00:12:27.280]  當我跟上帝有一個相交的生命之後
[00:12:27.280 --> 00:12:29.280]  就影響其他的門徒
[00:12:29.280 --> 00:12:31.280]  他很自然就會將他所見到
[00:12:31.280 --> 00:12:33.680]  所聽到 所經歷到的一切
[00:12:33.680 --> 00:12:36.080]  傳給他們
[00:12:36.080 --> 00:12:37.280]  很自然的事情
[00:12:37.280 --> 00:12:38.280]  正正因為這樣
[00:12:38.280 --> 00:12:41.080]  他跟上帝有相交的生命
[00:12:41.080 --> 00:12:42.680]  跟門徒有相交的生命
[00:12:42.680 --> 00:12:46.280]  導致到他們有喜樂的滿足
[00:12:46.280 --> 00:12:47.080]  因為我說
[00:12:47.080 --> 00:12:50.680]  不是我聖經問答比賽得到滿分
[00:12:50.680 --> 00:12:52.680]  我考你聖經你答到一百分
[00:12:52.680 --> 00:12:54.480]  一百零一水我喜樂
[00:12:54.480 --> 00:12:55.680]  不是不是不是
[00:12:55.680 --> 00:12:57.480]  他說我跟你的生命交流
[00:12:57.480 --> 00:13:01.280]  導致到我們的喜樂是滿足
[00:13:01.280 --> 00:13:02.080]  跟你旁邊的弟兄姊妹說一聲
[00:13:02.080 --> 00:13:06.880]  我要跟你有生命的交流
[00:13:06.880 --> 00:13:08.680]  因為用相交這個字
[00:13:08.680 --> 00:13:11.880]  可以做團契 可以做生命的交流
[00:13:11.880 --> 00:13:14.080]  希臘文叫Kolonia
[00:13:14.080 --> 00:13:18.680]  Kolonia這個字是共同擁有一些東西
[00:13:18.680 --> 00:13:19.880]  問題是
[00:13:19.880 --> 00:13:22.080]  他在說共同擁有的內容是什麼
[00:13:22.080 --> 00:13:23.880]  這個字本身就是這麼簡單
[00:13:23.880 --> 00:13:25.080]  共同擁有一些東西
[00:13:25.080 --> 00:13:27.480]  但是怎麼詮釋這個Kolonia這個字
[00:13:27.480 --> 00:13:29.480]  必須要從整個方同樣
[00:13:29.480 --> 00:13:31.480]  一二三書去理解
[00:13:31.480 --> 00:13:34.080]  他究竟擁有的內容是什麼回事
[00:13:34.080 --> 00:13:36.480]  教會不是智趣相投的
[00:13:36.480 --> 00:13:37.680]  隨意的組合
[00:13:37.680 --> 00:13:40.080]  一些學術的機構
[00:13:40.080 --> 00:13:41.680]  讓人在當中找到一些
[00:13:41.680 --> 00:13:45.480]  理性上對上都有共同的看法的地方
[00:13:45.480 --> 00:13:46.880]  在差不多十年前
[00:13:46.880 --> 00:13:49.680]  全球的學術界已經有一個運動
[00:13:49.680 --> 00:13:52.680]  叫做Common World的Movement
[00:13:52.680 --> 00:13:55.480]  Common World的Movement是在大學裏面
[00:13:55.480 --> 00:13:57.080]  在埃及 美國
[00:13:57.080 --> 00:13:59.680]  很多不同的國家來的代表
[00:13:59.680 --> 00:14:02.080]  學術界頂尖兒的人物
[00:14:02.080 --> 00:14:07.480]  坐在那裏大家去共同的商討制定的
[00:14:07.480 --> 00:14:09.080]  Common World是在說什麼
[00:14:09.080 --> 00:14:14.080]  就是說回教 基督教 猶太教 天主教 東正教
[00:14:14.080 --> 00:14:16.680]  我們有很多的差異
[00:14:16.680 --> 00:14:18.080]  但是我們要商討的時候
[00:14:18.080 --> 00:14:19.880]  我們怎樣找到共同的語言呢
[00:14:19.880 --> 00:14:21.080]  他們找到的是什麼呢
[00:14:21.080 --> 00:14:23.680]  大家都是相信一神教的
[00:14:23.680 --> 00:14:27.280]  猶太教稱那個叫耶和華
[00:14:27.280 --> 00:14:31.680]  回教稱那個叫阿拉
[00:14:31.680 --> 00:14:35.280]  我們基督教稱那個叫上帝
[00:14:35.280 --> 00:14:36.880]  但是都是一神
[00:14:36.880 --> 00:14:39.280]  那個一神的內容有沒有不同
[00:14:39.280 --> 00:14:41.280]  我們當然明白可能有不同
[00:14:41.280 --> 00:14:44.280]  不過起碼我們找到一個Common World
[00:14:44.280 --> 00:14:45.880]  一個共同的看法
[00:14:45.880 --> 00:14:48.080]  我們都是信一神的
[00:14:48.080 --> 00:14:49.680]  爭拗性就少了
[00:14:49.680 --> 00:14:50.880]  如果我信一神教
[00:14:50.880 --> 00:14:52.080]  你是信多神的
[00:14:52.080 --> 00:14:53.480]  這個爭拗性是不能爭拗的
[00:14:53.480 --> 00:14:55.480]  因為根本是兩個範疇不同的東西
[00:14:55.480 --> 00:14:56.480]  明白我說嗎
[00:14:56.480 --> 00:14:57.880]  所以我們經常說
[00:14:57.880 --> 00:14:59.280]  基督教和佛教比較
[00:14:59.280 --> 00:15:01.280]  不能比較 根本是兩個範疇的東西
[00:15:01.280 --> 00:15:03.680]  橙和蘋果是不能比較的
[00:15:03.680 --> 00:15:07.280]  給你做什麼呢 不能比較的
[00:15:07.280 --> 00:15:13.880]  問題是教會不是一個學術的機構
[00:15:13.880 --> 00:15:18.680]  在分享我們對神的研究的共同理念
[00:15:18.680 --> 00:15:22.280]  教會不是在說我對潘福華神學的看法
[00:15:22.280 --> 00:15:25.480]  你對黑格爾哲學的看法
[00:15:25.480 --> 00:15:27.480]  他對巴特的神學的看法
[00:15:27.480 --> 00:15:29.080]  教會不是在說這些事情
[00:15:29.080 --> 00:15:30.480]  I am so sorry
[00:15:30.480 --> 00:15:34.680]  我不認識潘福華 我可以認識上帝
[00:15:34.680 --> 00:15:35.480]  跟你加在一起
[00:15:35.480 --> 00:15:41.080]  我不認識潘福華 也可以認識上帝
[00:15:41.080 --> 00:15:44.880]  對不對
[00:15:44.880 --> 00:15:51.480]  你不認識奧巴馬 你也認識你媽媽
[00:15:51.480 --> 00:15:55.280]  我們沒必要認識潘福華才認識上帝
[00:15:55.280 --> 00:15:58.080]  我們搞錯了
[00:15:58.080 --> 00:16:01.080]  幸好我們明白神學家對我們去了解上帝
[00:16:01.080 --> 00:16:03.280]  認識上帝會有一定的幫助性
[00:16:03.280 --> 00:16:05.280]  但沒有他們的存在
[00:16:05.280 --> 00:16:10.080]  不會影響我去經歷上帝
[00:16:10.080 --> 00:16:11.280]  有他們的存在
[00:16:11.280 --> 00:16:17.080]  可能enrich 豐富了我對神的認識
[00:16:17.080 --> 00:16:20.880]  我們看看教會是關心社會
[00:16:20.880 --> 00:16:24.080]  但不是一個社福機構
[00:16:24.080 --> 00:16:25.680]  就算是社福機構
[00:16:25.680 --> 00:16:28.480]  你現在做社工的弟兄姊妹
[00:16:28.480 --> 00:16:29.880]  你做社福機構的
[00:16:29.880 --> 00:16:33.480]  你的機構也不是事事關心的
[00:16:33.480 --> 00:16:36.080]  除非你在無線工作
[00:16:36.080 --> 00:16:38.680]  這是無線精神
[00:16:38.680 --> 00:16:40.880]  我們教會是籤脈社區審訊會
[00:16:40.880 --> 00:16:43.280]  我們不是掛無線的牌
[00:16:43.280 --> 00:16:45.080]  我怎麼可能事事關心呢
[00:16:45.080 --> 00:16:50.080]  甚至有些神學院的教授批評教會
[00:16:50.080 --> 00:16:52.080]  說教會不關心
[00:16:52.080 --> 00:16:54.680]  他們的教會定義真的搞錯了
[00:16:54.680 --> 00:16:56.680]  以後每逢聽到神學家
[00:16:56.680 --> 00:16:58.680]  這些色經學者在罵教會的時候
[00:16:58.680 --> 00:16:59.680]  你應該跟他們說
[00:16:59.680 --> 00:17:01.680]  問問他們什麼叫教會
[00:17:01.680 --> 00:17:03.480]  你對教會的定義搞錯了
[00:17:03.480 --> 00:17:04.680]  我們共同擁有的
[00:17:04.680 --> 00:17:07.080]  不是我們變成一個社福機構
[00:17:07.080 --> 00:17:08.480]  就算是
[00:17:08.480 --> 00:17:11.280]  我們也不可能事事關心
[00:17:11.280 --> 00:17:14.080]  對不對
[00:17:14.080 --> 00:17:17.480]  那你對教會為什麼會這麼苛刻呢
[00:17:17.480 --> 00:17:18.480]  我不太明白
[00:17:18.480 --> 00:17:20.280]  所以對這些教會的批評
[00:17:20.280 --> 00:17:21.480]  我完全不會理會
[00:17:21.480 --> 00:17:23.080]  也不會回應的原因就是
[00:17:23.080 --> 00:17:26.080]  他在說的東西我覺得不是東西
[00:17:26.080 --> 00:17:28.480]  因為那不是我們教會要有的東西
[00:17:28.480 --> 00:17:32.680]  教會不是中親會
