
[00:00:00.000 --> 00:00:02.360]  我們在延讀上主的話語儀先
[00:03:03.240 --> 00:03:08.080]  十一章的時候,有新的體會
[00:03:08.080 --> 00:03:11.480]  在這十一章才用了剛才主席為我們讀出
[00:03:11.480 --> 00:03:17.520]  很豐富的情感說話,去表達神多麼的愛人
[00:03:17.520 --> 00:03:20.800]  但也都盼望著人以愛去回應
[00:03:20.800 --> 00:03:22.840]  去呼喚子民你們要回轉
[00:03:22.840 --> 00:03:26.520]  不要忘恩負義,而情別戀
[00:03:26.520 --> 00:03:29.400]  創天造地,痛苦萬有的主
[00:03:29.400 --> 00:03:33.320]  竟然因為人背叛,他會受傷
[00:03:33.320 --> 00:03:36.640]  這個其實是一個我不理解
[00:03:36.640 --> 00:03:38.680]  一個怎樣的神
[00:03:38.680 --> 00:03:40.920]  我首先讓我們了解一下
[00:03:40.920 --> 00:03:43.720]  《河西亞書》的背景
[00:03:43.720 --> 00:03:46.960]  先知河西亞是繼阿摩斯之後
[00:03:46.960 --> 00:03:50.360]  向北角宣講信息的先知
[00:03:50.360 --> 00:03:54.560]  當時以色列國政治很腐敗
[00:03:54.560 --> 00:03:56.360]  繼羅邦安二世之後
[00:03:56.360 --> 00:03:57.760]  接著的六個君王
[00:03:57.760 --> 00:03:59.960]  有四個都是謀朝篡位
[00:03:59.960 --> 00:04:02.960]  而亞述國的勢力開始在復甦
[00:04:02.960 --> 00:04:06.360]  嚴重影響當時的以色列
[00:04:06.360 --> 00:04:09.200]  仁傑、淑蓮警方都在一片混亂
[00:04:09.200 --> 00:04:14.960]  宗教上他們依靠當時加南的偶像巴力
[00:04:14.960 --> 00:04:19.280]  政治上依靠外國的強權勢力
[00:04:19.280 --> 00:04:23.880]  屬神的子民他們不去依靠神
[00:04:23.880 --> 00:04:26.440]  我們進入11章的經文
[00:04:26.440 --> 00:04:28.440]  作者用了《二人法》
[00:04:28.440 --> 00:04:31.760]  以父親和兒子去描述
[00:04:31.760 --> 00:04:35.320]  耶和華和以色列民那種的關係
[00:04:35.320 --> 00:04:38.520]  大致上可以分開三部分
[00:04:38.520 --> 00:04:41.160]  一至四節是講過去
[00:04:41.160 --> 00:04:45.800]  以色列民過去怎樣蒙上帝揀選
[00:04:45.800 --> 00:04:49.640]  但身在福中不知福他們背叛神
[00:04:49.640 --> 00:04:51.640]  而五至七節是講當下
[00:04:51.640 --> 00:04:55.160]  因為執意背棄神的緣故要受懲罰
[00:04:55.160 --> 00:04:57.920]  遭到亡國的審判
[00:04:57.920 --> 00:05:02.720]  但上帝不會因為罪惡而挫敗他的救贖計劃
[00:05:02.720 --> 00:05:04.760]  八至十一節是講將來
[00:05:04.760 --> 00:05:07.080]  神是守約斯詞外的主
[00:05:07.080 --> 00:05:12.200]  審判之後就會眷顧他們令他們回歸
[00:05:12.200 --> 00:05:17.080]  我們先看一至四節
[00:05:17.080 --> 00:05:19.680]  第一節說以色列年幼的時候
[00:05:19.680 --> 00:05:21.320]  我愛他
[00:05:21.320 --> 00:05:25.800]  年幼擺明沒什麼特別
[00:05:25.800 --> 00:05:29.040]  個人之處是出於神的揀選
[00:05:29.040 --> 00:05:32.920]  基於盟約獨一無二的關係
[00:05:32.920 --> 00:05:34.760]  從埃及傳我的兒子出來
[00:05:34.760 --> 00:05:37.280]  我們很快可以知道
[00:05:37.280 --> 00:05:39.280]  在出埃及為奴之地
[00:05:39.280 --> 00:05:42.280]  我的歷史事件將會結連
[00:05:42.280 --> 00:05:44.360]  在出埃及記也同樣提到
[00:05:44.360 --> 00:05:47.000]  耶和華說以色列是我的兒子
[00:05:47.000 --> 00:05:49.560]  我的長子
[00:05:49.560 --> 00:05:53.080]  這是一個怎樣的兒子
[00:05:53.080 --> 00:05:55.360]  在第二節我們立刻看到
[00:05:55.360 --> 00:05:58.880]  是一個離棄父親背叛的兒子
[00:05:58.880 --> 00:06:02.400]  一方面他們不聽先知的說話
[00:06:02.400 --> 00:06:04.280]  越走越遠
[00:06:04.280 --> 00:06:05.560]  走去哪裡
[00:06:05.560 --> 00:06:08.760]  走向當時迦南的偶像
[00:06:08.760 --> 00:06:12.600]  向他們燒香獻祭
[00:06:12.600 --> 00:06:14.680]  三至四節我們看到
[00:06:14.680 --> 00:06:17.640]  父親對這個五逆的兒子
[00:06:17.640 --> 00:06:20.600]  那種嘆息那種申訴
[00:06:20.600 --> 00:06:23.520]  第三節描述父親過去如何
[00:06:23.520 --> 00:06:26.800]  循循善誘培育這個兒子
[00:06:26.800 --> 00:06:28.560]  教他們走路
[00:06:28.560 --> 00:06:32.520]  以法年就是北角以色列的別稱
[00:06:32.520 --> 00:06:34.280]  教他們走路
[00:06:34.280 --> 00:06:37.760]  他們跌倒抱起他們
[00:06:37.760 --> 00:06:40.840]  跌傷的時候醫治他們
[00:06:40.840 --> 00:06:42.000]  玉淑嶺的淚比
[00:06:42.000 --> 00:06:44.400]  神引渡簡選以色列文
[00:06:44.400 --> 00:06:46.080]  當走的路
[00:06:46.080 --> 00:06:49.640]  用有力的膀臂去扶立他們
[00:06:49.640 --> 00:06:53.360]  在你叛逆的時候醫治他們
[00:06:53.360 --> 00:06:55.560]  第四節是我們很喜歡的一節經文
[00:06:55.560 --> 00:06:57.640]  慈誠愛索
[00:06:57.640 --> 00:06:59.800]  誠索我們一般想到用來
[00:06:59.800 --> 00:07:02.520]  牽引生畜
[00:07:02.520 --> 00:07:05.280]  什麼時候會用在人的身上呢
[00:07:05.280 --> 00:07:07.320]  戰敗的時候
[00:07:07.320 --> 00:07:09.760]  人被綁上一些誠索
[00:07:09.760 --> 00:07:12.080]  俘虜到外地
[00:07:12.080 --> 00:07:16.240]  誠索是一種被枷鎖捆綁的意思
[00:07:16.240 --> 00:07:19.400]  一般是比較有負面的概念
[00:07:19.400 --> 00:07:20.720]  但是在這裡
[00:07:20.720 --> 00:07:22.880]  附上了新的描述
[00:07:22.880 --> 00:07:25.160]  慈誠愛索
[00:07:25.160 --> 00:07:29.560]  神用恩慈用愛去牽引
[00:07:29.560 --> 00:07:32.320]  就像第四節描述的場景
[00:07:32.320 --> 00:07:35.240]  牛兩邊的腮本來有一些木板在那裡
[00:07:35.240 --> 00:07:39.360]  是去控制著那隻牛要去服役的
[00:07:39.360 --> 00:07:42.600]  但是現在鬆開得到解脫
[00:07:42.600 --> 00:07:48.360]  人更加願意虎袖彎低身去餵這隻牛
[00:07:48.360 --> 00:07:51.520]  虎親一直循循善誘的扶立
[00:07:51.520 --> 00:07:54.880]  但這個兒子忘恩負義
[00:07:54.880 --> 00:07:57.480]  關鍵的問題在第三節說
[00:07:57.480 --> 00:08:02.440]  他不知道這一切是虎親背後的工作
[00:08:02.440 --> 00:08:04.120]  他們不明白
[00:08:04.120 --> 00:08:07.320]  不了解不認識他們的神
[00:08:07.320 --> 00:08:11.680]  你很快聯想到新約一個很近似的比喻
[00:08:11.680 --> 00:08:13.520]  浪子
[00:08:13.520 --> 00:08:15.280]  為什麼浪子要離家出走
[00:08:15.280 --> 00:08:17.360]  不是出走要離開
[00:08:17.360 --> 00:08:20.000]  浪子以為早點分家產
[00:08:20.000 --> 00:08:22.160]  有錢就可以離開家
[00:08:22.160 --> 00:08:23.880]  在外面逍遙自在
[00:08:23.880 --> 00:08:26.000]  搭建自己的夢想
[00:08:26.000 --> 00:08:29.080]  明白在家裡能夠和父親在一起
[00:08:29.080 --> 00:08:31.680]  是最大的福樂
[00:08:31.680 --> 00:08:37.680]  當時的以色列文為什麼會被外邦的神去吸引
[00:08:37.680 --> 00:08:41.400]  在迦南的宗教是敬拜巴力的
[00:08:41.400 --> 00:08:45.000]  巴力和生產生殖有關
[00:08:45.000 --> 00:08:48.680]  身處一個以農耕為主的經濟體系裡面
[00:08:48.680 --> 00:08:51.120]  敬拜巴力祈求風調雨順
[00:08:51.120 --> 00:08:54.200]  有即時的經濟效益
[00:08:54.200 --> 00:08:57.040]  人神之間是一種交易的關係
[00:08:57.040 --> 00:09:00.160]  用各種形式去討好神
[00:09:00.160 --> 00:09:02.240]  希望換一些好處
[00:09:02.240 --> 00:09:05.400]  包括獻上一些物質
[00:09:05.400 --> 00:09:06.280]  看看文獻
[00:09:06.280 --> 00:09:09.960]  男男女女在神面前性交討好神
[00:09:09.960 --> 00:09:12.400]  有很多邪術等等
[00:09:12.400 --> 00:09:14.360]  《河山下書》的四章提到
[00:09:14.360 --> 00:09:15.840]  他們求問木偶
[00:09:15.840 --> 00:09:17.360]  求問木匠
[00:09:17.360 --> 00:09:19.640]  他們在山頂燒香
[00:09:19.640 --> 00:09:21.600]  他們的女兒行淫
[00:09:21.600 --> 00:09:23.280]  媳婦犯姦淫
[00:09:23.280 --> 00:09:25.520]  這裡稍稍有些提示
[00:09:25.520 --> 00:09:27.120]  原來在當時的
[00:09:27.120 --> 00:09:29.800]  整個社會腐敗的境況下
[00:09:29.800 --> 00:09:30.880]  男男女女
[00:09:30.880 --> 00:09:33.040]  特別在一些廟宇在神面前
[00:09:33.040 --> 00:09:34.280]  這樣的行淫
[00:09:34.280 --> 00:09:36.440]  原來都很普遍
[00:09:36.440 --> 00:09:38.640]  更加了解
[00:09:38.640 --> 00:09:43.120]  我們覺得神要借河西亞去出一個淫婦
[00:09:43.120 --> 00:09:45.920]  我們完全沒辦法接受
[00:09:45.920 --> 00:09:47.920]  在當時腐敗的場景
[00:09:47.920 --> 00:09:49.240]  可能他們其實覺得
[00:09:49.240 --> 00:09:51.600]  什麼特別都不定
[00:09:51.600 --> 00:09:53.760]  他們在敬拜巴力之餘
[00:09:53.760 --> 00:09:55.800]  同時敬拜耶和華
[00:09:55.800 --> 00:09:59.320]  不過混雜了很多異教的神官
[00:09:59.320 --> 00:10:02.040]  以為只要藉著憲制
[00:10:02.040 --> 00:10:04.240]  可以擺平我犯律的錯
[00:10:04.240 --> 00:10:06.520]  送上很多禮儀
[00:10:06.520 --> 00:10:08.080]  換很多好處
[00:10:08.080 --> 00:10:09.880]  又以為我是神的選民
[00:10:09.880 --> 00:10:13.080]  無論如何神都會守弱私詞外
[00:10:13.080 --> 00:10:14.920]  《六章六節》這樣說
[00:10:14.920 --> 00:10:16.520]  神我說
[00:10:16.520 --> 00:10:18.080]  我喜愛憐憫
[00:10:18.080 --> 00:10:19.480]  不喜愛祭物
[00:10:19.480 --> 00:10:23.640]  喜愛人認識神勝於犯制
[00:10:23.640 --> 00:10:27.320]  先知不是否定一些祭禮的意義
[00:10:27.320 --> 00:10:31.320]  而是強調宗教禮儀不是一種魔法
[00:10:31.320 --> 00:10:35.680]  去跟神交易換取一些好處
[00:10:35.680 --> 00:10:39.520]  神著緊跟人的關係
[00:10:39.520 --> 00:10:40.760]  因著認識神
[00:10:40.760 --> 00:10:44.840]  有一個相對危險的行徑
[00:10:44.840 --> 00:10:46.920]  為一次四節做個小結
[00:10:46.920 --> 00:10:48.560]  這段經文給我們看見
[00:10:48.560 --> 00:10:51.920]  好像假神巴力和真神耶和華
[00:10:51.920 --> 00:10:55.120]  正在較量
[00:10:55.120 --> 00:10:56.720]  迦南異教
[00:10:56.720 --> 00:10:59.200]  人神關係是講交易
[00:10:59.200 --> 00:11:02.080]  為了滿足我們自己的慾望
[00:11:02.080 --> 00:11:05.080]  而我們信靠的神是一個創天造地的主
[00:11:05.080 --> 00:11:08.360]  看重同納約的子民建立關係
[00:11:08.360 --> 00:11:10.680]  人因著認識神
[00:11:10.680 --> 00:11:14.120]  重建我們的生命
[00:11:14.120 --> 00:11:15.800]  以色列文
[00:11:15.800 --> 00:11:19.000]  他們在宗教生活上的滑落
[00:11:19.000 --> 00:11:21.520]  都成為我們的尷尬
[00:11:21.520 --> 00:11:23.480]  我們小心有時我們信仰
[00:11:23.480 --> 00:11:26.840]  都變成了很多的實用消費主義
[00:11:26.840 --> 00:11:28.360]  我們很緊張
[00:11:28.360 --> 00:11:31.160]  很想求上帝給我們很多禮物
[00:11:31.160 --> 00:11:33.240]  我們拜低神
[00:11:33.240 --> 00:11:34.840]  有時信得久了
[00:11:34.840 --> 00:11:36.520]  對神很多的恩典
[00:11:36.520 --> 00:11:38.200]  很多的愛
[00:11:38.200 --> 00:11:40.240]  我們變得好像順理成章
[00:11:40.240 --> 00:11:41.600]  變得麻木
[00:11:41.600 --> 00:11:45.760]  信仰變得很形式化
[00:11:45.760 --> 00:11:48.640]  面對不斷犯罪的以色列文
[00:11:48.640 --> 00:11:50.960]  那神怎樣回應呢
[00:11:50.960 --> 00:11:52.440]  五至七節
[00:11:52.440 --> 00:11:54.480]  就是講當下
[00:11:54.480 --> 00:11:56.600]  以色列文遭到亡國
[00:11:56.600 --> 00:12:00.160]  有即時的刑罰
[00:12:00.160 --> 00:12:02.280]  在政治的政策上
[00:12:02.280 --> 00:12:04.720]  以色列文他們拒絕信靠神
[00:12:04.720 --> 00:12:07.560]  他們選擇要投靠很多強權
[00:12:07.560 --> 00:12:09.880]  成為他們另外一個迷信
[00:12:09.880 --> 00:12:12.360]  在政治上迷信的對象
[00:12:12.360 --> 00:12:16.880]  外邦人消耗他們的力量,他們不知道
[00:12:16.880 --> 00:12:19.160]  以法年好像是一隻愚昧的甲子
[00:12:19.160 --> 00:12:22.800]  求共埃及,投奔亞述
[00:12:22.800 --> 00:12:24.680]  按當時的政治處境
[00:12:24.680 --> 00:12:27.320]  他們選擇要麼對抗亞述
[00:12:27.320 --> 00:12:28.840]  要麼投靠埃及
[00:12:28.840 --> 00:12:31.400]  希望可以有些避難
[00:12:31.400 --> 00:12:35.760]  我們知道最後的結局是避露亞述
[00:12:35.760 --> 00:12:36.760]  第五節說
[00:12:36.760 --> 00:12:38.920]  他們不必返回埃及地
[00:12:38.920 --> 00:12:41.800]  然而亞述人要作他們的王
[00:12:41.800 --> 00:12:45.600]  因他們不肯歸向我
[00:12:45.600 --> 00:12:48.480]  以色列文要經歷另一次的奴役
[00:12:48.480 --> 00:12:52.360]  就好像摩西時代曾經是埃及那樣
[00:12:52.360 --> 00:12:55.080]  不過今次是去亞述
[00:12:55.080 --> 00:12:59.280]  要比法老王更加強暴的皇帝
[00:12:59.280 --> 00:13:02.000]  第六節到刀劍臨下
[00:13:02.000 --> 00:13:04.160]  描述一場戰爭的殺戮
[00:13:04.160 --> 00:13:07.040]  生靈塗炭的場景
[00:13:07.040 --> 00:13:08.120]  為何搞成這樣?
[00:13:08.120 --> 00:13:13.240]  第六節說 因他們自己的計謀
[00:13:13.240 --> 00:13:14.560]  第七節說
[00:13:14.560 --> 00:13:16.880]  我的百姓偏要背離我
[00:13:16.880 --> 00:13:19.320]  我比較喜歡下面括著的解釋
[00:13:19.320 --> 00:13:21.960]  雖然人呼召他們歸向至高者
[00:13:21.960 --> 00:13:24.120]  沒有人尊崇他
[00:13:24.120 --> 00:13:27.280]  百姓執意要他背離上帝
[00:13:27.280 --> 00:13:29.880]  不尊重上帝
[00:13:29.880 --> 00:13:31.720]  面對一個那麼叛逆的子民
[00:13:31.720 --> 00:13:32.760]  留意第七節
[00:13:32.760 --> 00:13:34.880]  神如何稱呼他們
[00:13:34.880 --> 00:13:38.520]  仍然說 我的百姓
[00:13:38.520 --> 00:13:41.200]  上帝和這幫子民的關係
[00:13:41.200 --> 00:13:45.840]  未完全破裂
[00:13:45.840 --> 00:13:51.480]  我們為五節七節當下的場景做一個小結
[00:13:51.480 --> 00:13:54.080]  以色列文他們的政治策略
[00:13:54.080 --> 00:13:56.720]  是選擇隨從人的計謀
[00:13:56.720 --> 00:13:58.280]  不去依靠神
[00:13:58.280 --> 00:14:01.720]  當然神是利用當時很多的外邦強權
[00:14:01.720 --> 00:14:04.960]  作為工具去懲治他們的子民
[00:14:04.960 --> 00:14:07.600]  但這個講到國家的衰敗沒落
[00:14:07.600 --> 00:14:09.200]  因為他們自己的計謀
[00:14:09.200 --> 00:14:12.800]  都是咎由自取
[00:14:12.800 --> 00:14:15.200]  神向子民宣告懲罰
[00:14:15.200 --> 00:14:17.080]  那之後如何收場
[00:14:17.080 --> 00:14:18.400]  是否捨棄他們
[00:14:18.400 --> 00:14:20.280]  那就解決了問題呢
[00:14:20.280 --> 00:14:22.440]  這裏說是 我的百姓
[00:14:22.440 --> 00:14:24.520]  神說是 我的百姓
[00:14:24.520 --> 00:14:26.640]  我的百姓受到管教
[00:14:26.640 --> 00:14:28.840]  其實最傷痛的
[00:14:28.840 --> 00:14:34.320]  是哪一個
[00:14:34.320 --> 00:14:39.600]  罪惡不能夠挫敗神的救贖計劃
[00:14:39.600 --> 00:14:41.280]  八節到十一節
[00:14:41.280 --> 00:14:45.920]  妙術神如何不甘心去捨棄他的子民
[00:14:45.920 --> 00:14:49.080]  應他將來會重見
[00:14:49.080 --> 00:14:53.120]  第八節是一個很情慈迫切的表達
[00:14:53.120 --> 00:14:55.440]  以法年我如何可以捨棄你
[00:14:55.440 --> 00:14:57.840]  以色列我怎能棄絕你
[00:14:57.840 --> 00:14:59.720]  我怎能使你如鴨馬
[00:14:59.720 --> 00:15:02.680]  怎能使你如鰓鞭
[00:15:02.680 --> 00:15:04.720]  反而出神在公義
[00:15:04.720 --> 00:15:07.560]  在慈愛共存之下
[00:15:07.560 --> 00:15:12.240]  上帝都在掙扎中
[00:15:12.240 --> 00:15:14.080]  鴨馬鰓鞭我們可能不太熟悉
[00:15:14.080 --> 00:15:16.040]  其實它是跟索多瑪
[00:15:16.040 --> 00:15:18.120]  阿摩拉一起並列的
[00:15:18.120 --> 00:15:20.560]  罪惡之城
[00:15:20.560 --> 00:15:22.000]  神絕對可以
[00:15:22.000 --> 00:15:25.200]  但神不忍心完全去傾覆
[00:15:25.200 --> 00:15:27.120]  毀滅以色列民
[00:15:27.120 --> 00:15:29.600]  仍要竭力去挽回
[00:15:29.600 --> 00:15:32.040]  這裡說我回心轉意
[00:15:32.040 --> 00:15:34.600]  我的憐憫燃了起來
[00:15:34.600 --> 00:15:37.800]  原文是一個很濃烈的情感
[00:15:37.800 --> 00:15:40.120]  我的心腸在翻轉了
[00:15:40.120 --> 00:15:41.560]  我的憐憫在激動
[00:15:41.560 --> 00:15:43.520]  我發熱了
[00:15:43.520 --> 00:15:46.040]  好像憐憫憤怒
[00:15:46.040 --> 00:15:48.160]  兩個在交戰
[00:15:48.160 --> 00:15:50.280]  憐憫戰勝了憤怒
[00:15:50.280 --> 00:15:51.800]  第九節說
[00:15:51.800 --> 00:15:55.040]  我必不發猛烈的怒氣
[00:15:55.040 --> 00:15:59.400]  就不再毀滅以發憐
[00:15:59.400 --> 00:16:02.720]  打在疑心痛在負心
[00:16:02.720 --> 00:16:05.360]  因為父親對孩子的憐愛
[00:16:05.360 --> 00:16:07.560]  定義不要嚴厲的懲罰
[00:16:07.560 --> 00:16:09.440]  再次的發生
[00:16:09.440 --> 00:16:12.200]  不過原因不是這幫子民多麼長進
[00:16:12.200 --> 00:16:15.760]  原因是上帝自己的屬性如此
[00:16:15.760 --> 00:16:18.840]  就說因我是神並非世人
[00:16:18.840 --> 00:16:21.360]  是你們中間的聖者
[00:16:21.360 --> 00:16:25.680]  我必不在路中臨到你們
[00:16:25.680 --> 00:16:29.200]  神作為我們中間的聖者
[00:16:29.200 --> 00:16:31.720]  讓我們對聖潔的屬性
[00:16:31.720 --> 00:16:34.600]  有一個更加盡心的體驗
[00:16:34.600 --> 00:16:36.000]  當我們想到神聖
[00:16:36.000 --> 00:16:40.160]  我們很快想到超然脫俗
[00:16:40.160 --> 00:16:42.400]  高不可攀
[00:16:42.400 --> 00:16:45.920]  以我講我是神並非世人
[00:16:45.920 --> 00:16:48.880]  強調神在聖潔的體驗
[00:16:48.880 --> 00:16:51.600]  與人類不一樣
[00:16:51.600 --> 00:16:52.560]  我們想想
[00:16:52.560 --> 00:16:54.400]  如果人面對背叛
[00:16:54.400 --> 00:16:56.640]  我們會怎樣反應
[00:16:56.640 --> 00:16:58.120]  按人一般的回應
[00:16:58.120 --> 00:16:59.440]  可能很憤怒
[00:16:59.440 --> 00:17:00.360]  我們懷恨
[00:17:00.360 --> 00:17:01.600]  我們很想報復
[00:17:01.600 --> 00:17:04.160]  立即滅絕他們
[00:17:04.160 --> 00:17:06.480]  但是神並非世人
[00:17:06.480 --> 00:17:11.640]  神甘願承受被子民背叛的傷痛
[00:17:11.640 --> 00:17:14.920]  神不會縱容會有管教
[00:17:14.920 --> 00:17:18.560]  不過神的管教不是為了宣洩憤怒
[00:17:18.560 --> 00:17:19.560]  而是出於愛
[00:17:19.560 --> 00:17:22.400]  去建立、去挽回
[00:17:22.400 --> 00:17:23.400]  我們看見
[00:17:23.400 --> 00:17:24.880]  審判慈愛
[00:17:24.880 --> 00:17:28.520]  在矛盾、在掙扎裡共存
[00:17:28.520 --> 00:17:30.400]  神既要審判罪惡
[00:17:30.400 --> 00:17:33.920]  但又要拯救自己所愛的子民
[00:17:33.920 --> 00:17:36.600]  人做不到人不能理解
[00:17:36.600 --> 00:17:39.040]  但是神是超乎人的聖者
[00:17:39.040 --> 00:17:40.520]  在祂主權之下
[00:17:40.520 --> 00:17:42.000]  仍然帶來出路
[00:17:42.000 --> 00:17:45.200]  帶來盼望
[00:17:45.200 --> 00:17:48.560]  按歷史的事件北國在主前七二二年
[00:17:48.560 --> 00:17:50.040]  亡於駕術
[00:17:50.040 --> 00:17:55.480]  不過亡國不是終極的結果
[00:17:55.480 --> 00:17:57.120]  神眷顧的子民
[00:17:57.120 --> 00:17:58.760]  令他們回歸
[00:17:58.760 --> 00:17:59.960]  按神的計劃
[00:17:59.960 --> 00:18:02.200]  進入了新的世代
[00:18:02.200 --> 00:18:03.240]  第十節說
[00:18:03.240 --> 00:18:05.720]  神好像獅子在敲叫
[00:18:05.720 --> 00:18:08.280]  顯出那份的威嚴
[00:18:08.280 --> 00:18:09.480]  而當時的子民
[00:18:09.480 --> 00:18:10.440]  就從西方
[00:18:10.440 --> 00:18:13.560]  西方是指一些地極各處
[00:18:13.560 --> 00:18:15.720]  戰經回來
[00:18:15.720 --> 00:18:18.440]  神的子民不再跟隨其他的偶像
[00:18:18.440 --> 00:18:21.960]  要跟隨他們的神
[00:18:21.960 --> 00:18:25.160]  神獅慈愛呼召這幫子民
[00:18:25.160 --> 00:18:27.080]  好像甲子回酬
[00:18:27.080 --> 00:18:32.000]  在應許地住自己的房屋
[00:18:32.000 --> 00:18:33.640]  回歸可以有多重的意義
[00:18:33.640 --> 00:18:36.080]  第一重是主前五三九年
[00:18:36.080 --> 00:18:38.040]  巴比倫亡於波斯
[00:18:38.040 --> 00:18:39.480]  波斯王居魯士
[00:18:39.480 --> 00:18:44.560]  將被露的子民容許地回歸耶路撒冷
[00:18:44.560 --> 00:18:46.680]  第二重是進入新約的時候
[00:18:46.680 --> 00:18:48.560]  耶穌成就新約裡面
[00:18:48.560 --> 00:18:50.560]  我們的救贖恩情
[00:18:50.560 --> 00:18:54.600]  第三重是末日的警訪
[00:18:54.600 --> 00:18:56.880]  我們看到敘事第一節
[00:18:56.880 --> 00:18:58.560]  是回想昔日神
[00:18:58.560 --> 00:19:00.640]  怎樣領那幫子民
[00:19:00.640 --> 00:19:03.400]  去出埃及那裡開始
[00:19:03.400 --> 00:19:04.760]  到了十一節
[00:19:04.760 --> 00:19:07.680]  回到同一個主題
[00:19:07.680 --> 00:19:09.600]  應許會將他的子女
[00:19:09.600 --> 00:19:14.000]  將來要從另一個家所拯救他們
[00:19:14.000 --> 00:19:19.360]  神的子民經歷一個新的出埃及
[00:19:19.360 --> 00:19:22.840]  馬帝福音就用了河西亞書去描述
[00:19:22.840 --> 00:19:26.640]  當約瑟帶著小孩耶穌逃往埃及
[00:19:26.640 --> 00:19:28.040]  避開希律王的時候
[00:19:28.040 --> 00:19:29.480]  他這樣說
[00:19:29.480 --> 00:19:33.240]  這事要應驗主直先之所說的話
[00:19:33.240 --> 00:19:37.640]  我從埃及召我的兒子出來
