
[00:00:00.000 --> 00:00:02.740]  好,我們家裏的第一節目一樣
[00:02:07.960 --> 00:02:10.500]  我也試過不見護照
[00:02:10.500 --> 00:02:13.140]  這些全部都是很寫實的,我也發生過
[00:02:13.140 --> 00:02:15.540]  我也試過有一樣東西不見了是很困難的
[00:02:15.540 --> 00:02:16.720]  就是眼鏡
[00:02:16.720 --> 00:02:18.380]  我記得有一次坐飛機
[00:02:18.380 --> 00:02:21.400]  正在去旅行,不是回程
[00:02:21.400 --> 00:02:24.320]  在飛機睡覺,很多人都會
[00:02:24.320 --> 00:02:25.780]  有沒有人試過在飛機睡覺?
[00:02:25.780 --> 00:02:28.800]  舉手說,一定會,不然在飛機不睡覺做什麼?
[00:02:28.800 --> 00:02:31.440]  一開眼,眼鏡不見了
[00:02:31.440 --> 00:02:34.320]  又不在眼睛,又不在桌子,找了很久
[00:02:34.320 --> 00:02:37.940]  發現在走廊,過兩個位置
[00:02:37.940 --> 00:02:41.360]  一找已經看到一條殘屍,已經爛了
[00:02:41.360 --> 00:02:44.760]  當時怎樣?用膠紙貼著,一個旅程
[00:02:44.760 --> 00:02:47.000]  很困難,有排嘆氣
[00:02:47.000 --> 00:02:50.140]  我記得有一次,真的很困難
[00:02:50.140 --> 00:02:53.560]  就是我太太剛下飛機,去完出差
[00:02:53.560 --> 00:02:56.140]  坐的士回家,二百八十多元
[00:02:56.140 --> 00:02:58.720]  給完三百元之後
[00:02:58.720 --> 00:03:02.920]  那個的士司機很久都不找錢
[00:03:02.920 --> 00:03:04.640]  我老婆很奇怪
[00:03:04.640 --> 00:03:08.520]  的士司機再問我太太,你想找多少錢?
[00:03:08.520 --> 00:03:10.880]  我太太說十元
[00:03:10.880 --> 00:03:13.520]  接著她說,我找夠二十元給你
[00:03:13.520 --> 00:03:15.320]  我老婆回家多開心
[00:03:15.320 --> 00:03:19.680]  一開銀包,發現她給了三千元
[00:03:19.680 --> 00:03:23.560]  原來她下飛機,是拿錢出糧給傭人姐姐
[00:03:23.560 --> 00:03:25.760]  難怪那個的士司機問
[00:03:25.760 --> 00:03:27.420]  敵不動我不動
[00:03:27.420 --> 00:03:29.260]  看看她做了什麼
[00:03:29.260 --> 00:03:31.260]  原來她拿了三千元
[00:03:31.260 --> 00:03:34.460]  當時我老婆看著我很艱難,我就安慰她
[00:03:34.460 --> 00:03:38.620]  我相信那個的士司機是有需要這些錢的
[00:03:38.620 --> 00:03:42.060]  有些東西是很貴的,不單是貴
[00:03:42.060 --> 00:03:45.060]  是無價的,什麼是無價呢?
[00:03:45.060 --> 00:03:47.500]  是你的健康不見了
[00:03:47.500 --> 00:03:50.900]  很多人工作很久,到了某個日子
[00:03:50.900 --> 00:03:53.620]  長大了,為很多事情拼搏
[00:03:53.620 --> 00:03:55.500]  但沒有了健康,沒有了
[00:03:55.500 --> 00:03:59.900]  有些照片在你的電話,或者在你的電腦
[00:03:59.900 --> 00:04:02.600]  如果沒有備份
[00:04:02.600 --> 00:04:04.100]  沒有了就沒有了
[00:04:04.100 --> 00:04:06.700]  有沒有人試過沒有備份,沒有了照片?
[00:04:06.700 --> 00:04:09.300]  有,九成人
[00:04:09.300 --> 00:04:11.100]  不知道為什麼,肯定有人會這樣
[00:04:11.100 --> 00:04:13.700]  我也是,我也試過
[00:04:13.700 --> 00:04:16.500]  不單是這樣,失去家人
[00:04:16.500 --> 00:04:18.900]  我看到,近來有人跟我說
[00:04:18.900 --> 00:04:22.700]  有些他的親密朋友在美國
[00:04:22.700 --> 00:04:26.300]  全家都中了疫情
[00:04:26.300 --> 00:04:29.300]  死剩他一個,我聽到之後
[00:04:29.300 --> 00:04:32.100]  真的好像完全沒有了,究竟是怎樣呢?
[00:04:32.100 --> 00:04:36.900]  我很難想像,究竟是怎樣呢?
[00:04:36.900 --> 00:04:38.700]  還有一樣失去的
[00:04:38.700 --> 00:04:42.900]  是更困難的,就是失去了自己
[00:04:42.900 --> 00:04:45.700]  迷失,沒有方向,沒有目標
[00:04:45.700 --> 00:04:50.700]  沒有意義,不知道怎樣向前
[00:04:50.700 --> 00:04:55.300]  今天我將會講到一個完全迷失
[00:04:55.300 --> 00:04:58.500]  耶穌的門徒,叫做彼得
[00:04:58.500 --> 00:05:01.500]  他究竟在迷失中,怎樣找回自己呢?
[00:05:01.500 --> 00:05:02.900]  怎樣再起來呢?
[00:05:02.900 --> 00:05:04.300]  怎樣再踏前呢?
[00:05:04.300 --> 00:05:05.300]  很重要
[00:05:05.300 --> 00:05:08.500]  我們看看,有些背景
[00:05:08.500 --> 00:05:12.300]  背景是,我們很記得,早幾個星期都有提到
[00:05:12.300 --> 00:05:15.500]  當耶穌在最後的晚餐講到,他快要走了
[00:05:15.500 --> 00:05:19.100]  門徒彼得,西門彼得很清楚地說
[00:05:19.100 --> 00:05:20.500]  你去哪裡我都要去
[00:05:20.500 --> 00:05:23.500]  並且我可以為你寫記
[00:05:23.500 --> 00:05:27.100]  耶穌很清楚地在那一刻,在最後的晚餐跟他說
[00:05:27.100 --> 00:05:30.500]  很快,你就會三次不認我
[00:05:30.500 --> 00:05:33.500]  結果真的很快,在那頓飯之後
[00:05:33.500 --> 00:05:35.500]  在克西瑪利園
[00:05:35.500 --> 00:05:37.900]  他見到耶穌被捉
[00:05:37.900 --> 00:05:40.100]  很快,在耶穌被審
[00:05:40.100 --> 00:05:42.900]  真的三次不認主
[00:05:42.900 --> 00:05:46.100]  不過有些場面,可能我們遺忘了
[00:05:46.100 --> 00:05:47.300]  我今天會提多一點
[00:05:47.300 --> 00:05:51.300]  在那一刻,當彼得三次不認主
[00:05:51.300 --> 00:05:53.300]  雞就叫了之後
[00:05:53.300 --> 00:05:55.300]  有這樣的描述
[00:05:55.300 --> 00:05:57.300]  61,62節
[00:05:57.300 --> 00:05:59.300]  我們一起讀,1,2,3
[00:05:59.300 --> 00:06:02.300]  主轉過身來看彼得
[00:06:12.300 --> 00:06:14.300]  很有趣的場面
[00:06:14.300 --> 00:06:18.300]  我猜耶穌被審的時候,跟彼得應該有一點距離
[00:06:18.300 --> 00:06:21.300]  但是當彼得很清楚
[00:06:21.300 --> 00:06:23.300]  三次不認主
[00:06:23.300 --> 00:06:26.300]  耶穌就轉過身,可能他當時看著那邊
[00:06:26.300 --> 00:06:30.300]  彼得在後面,他轉過身,專程看一看
[00:06:30.300 --> 00:06:33.300]  這是一個記號
[00:06:33.300 --> 00:06:36.300]  記號是他想起幾個小時前
[00:06:36.300 --> 00:06:39.300]  三次不認主,於是他出去哭
[00:06:39.300 --> 00:06:42.100]  他知道他有些事情做不到
[00:06:42.100 --> 00:06:45.300]  他有些事情沒有把握時機
[00:06:45.300 --> 00:06:47.300]  於是乎,就是這樣
[00:06:47.300 --> 00:06:49.300]  耶穌上了十字架
[00:06:49.300 --> 00:06:51.300]  死了,並且復活
[00:06:51.300 --> 00:06:56.300]  接著在一個星期,大概八天至九天之後
[00:06:56.300 --> 00:06:58.300]  耶穌死了,復活
[00:06:58.300 --> 00:07:02.300]  星期二早上七天的第一天
[00:07:02.300 --> 00:07:04.300]  再打後大概八天左右
[00:07:04.300 --> 00:07:06.300]  就發生這件事
[00:07:06.300 --> 00:07:08.300]  這件事是什麼事呢?
[00:07:08.300 --> 00:07:10.300]  也是充滿著記號
[00:07:10.300 --> 00:07:14.300]  二十一章,約翰福音一到三節
[00:07:14.300 --> 00:07:16.300]  今天我們看這個情景
[00:07:16.300 --> 00:07:17.300]  我們一起讀,好嗎?
[00:07:17.300 --> 00:07:18.300]  一、二、三
[00:07:18.300 --> 00:07:22.300]  這些事以後,耶穌在提比利亞海邊
[00:07:22.300 --> 00:07:24.300]  又向門徒顯現
[00:07:40.300 --> 00:07:42.300]  星期一對塔門說
[00:07:42.300 --> 00:07:44.300]  我帶了他去塔門說
[00:07:44.300 --> 00:07:47.300]  我們也要和他去塔門說
[00:07:47.300 --> 00:07:49.300]  我們也要和他去塔門說
[00:07:49.300 --> 00:07:52.300]  下一夜並沒有他
[00:07:52.300 --> 00:07:55.300]  這件事以後是說七天的第一天
[00:07:55.300 --> 00:07:58.300]  當瑪利亞見到墳墓空了
[00:07:58.300 --> 00:08:00.300]  耶穌顯現
[00:08:00.300 --> 00:08:05.300]  接著,耶穌就有兩次的顯現
[00:08:05.300 --> 00:08:08.300]  一次是給門徒所有
[00:08:08.300 --> 00:08:10.300]  不過沒有多瑪
[00:08:10.300 --> 00:08:12.300]  第二次就是給多瑪
[00:08:12.300 --> 00:08:15.300]  很有趣,這次的出現
[00:08:15.300 --> 00:08:17.300]  是第三次
[00:08:17.300 --> 00:08:19.300]  二十一章第十四節
[00:08:19.300 --> 00:08:21.300]  約翰福音說得很清楚
[00:08:21.300 --> 00:08:24.300]  耶穌從死裡復活以後向門徒顯現
[00:08:24.300 --> 00:08:27.300]  這是第三次
[00:08:27.300 --> 00:08:29.300]  第三次出現
[00:08:29.300 --> 00:08:31.300]  他們去打魚
[00:08:31.300 --> 00:08:34.300]  因為沒有什麼事要做,不知道要做什麼好
[00:08:34.300 --> 00:08:37.300]  去打魚的時候,又打不到魚
[00:08:37.300 --> 00:08:42.300]  大概說這三次耶穌出現做什麼
[00:08:42.300 --> 00:08:44.300]  第一次,第二次
[00:08:44.300 --> 00:08:46.300]  主要告訴你,我真的復活了
[00:08:46.300 --> 00:08:50.300]  他們要消化這個很難的現實
[00:08:50.300 --> 00:08:54.300]  消化完過幾天之後
[00:08:54.300 --> 00:08:56.300]  耶穌再出現
[00:08:56.300 --> 00:09:01.300]  和人開始再建立密切的關係
[00:09:01.300 --> 00:09:03.300]  並且復活
[00:09:03.300 --> 00:09:06.300]  為什麼復活?因為我們知道
[00:09:06.300 --> 00:09:09.300]  彼得很難接受自己那一刻
[00:09:09.300 --> 00:09:11.300]  特別是耶穌看回頭
[00:09:11.300 --> 00:09:13.300]  有時候我們做了一些事
[00:09:13.300 --> 00:09:16.300]  如果人不知道
[00:09:16.300 --> 00:09:20.300]  和人知道是有分別的
[00:09:20.300 --> 00:09:23.300]  你和人背後做了一些事
[00:09:23.300 --> 00:09:25.300]  如果他不知道,和他知道是有分別的
[00:09:25.300 --> 00:09:28.300]  我相信對彼得來說是很困難的
[00:09:28.300 --> 00:09:31.300]  其實最難面對的是他自己
[00:09:31.300 --> 00:09:33.300]  究竟神還要不要他呢?
[00:09:33.300 --> 00:09:34.300]  他怎麼再行前呢?
[00:09:34.300 --> 00:09:36.300]  他怎麼看回自己的生命呢?
[00:09:36.300 --> 00:09:39.300]  他說話這麼大聲,結果做不到,又等於怎樣呢?
[00:09:39.300 --> 00:09:41.300]  也很奇怪
[00:09:41.300 --> 00:09:43.300]  在二十一章第一到第三節
[00:09:43.300 --> 00:09:45.300]  當祂捉魚的時候
[00:09:45.300 --> 00:09:48.300]  祂發現,作為一個專業的漁夫
[00:09:48.300 --> 00:09:51.300]  應該捉到魚,卻捉不到魚
[00:09:51.300 --> 00:09:53.300]  是一個很特別的事
[00:09:53.300 --> 00:09:55.300]  即是在我們生命中
[00:09:55.300 --> 00:09:58.300]  當有些事,你肯定應該在正常的秩序
[00:09:58.300 --> 00:10:00.300]  會發生,但是不發生
[00:10:00.300 --> 00:10:01.300]  我不知道大家知不知道
[00:10:01.300 --> 00:10:04.300]  上帝創造這個世界是有很多秩序的
[00:10:04.300 --> 00:10:07.300]  而秩序本身是充滿邏輯
[00:10:07.300 --> 00:10:09.300]  是上帝做的
[00:10:09.300 --> 00:10:12.300]  而在邏輯上發生的事是正常的
[00:10:12.300 --> 00:10:15.300]  但是上帝當介入一些
[00:10:15.300 --> 00:10:18.300]  祂所設立的邏輯秩序
[00:10:18.300 --> 00:10:21.300]  而令到這個邏輯秩序不正常運行
[00:10:21.300 --> 00:10:23.300]  是祂有事想說
[00:10:23.300 --> 00:10:25.300]  祂有事要表達
[00:10:25.300 --> 00:10:28.300]  所以今天,當祂捉不到魚
[00:10:28.300 --> 00:10:32.300]  我們深信,上帝想藉著耶穌找耶穌
[00:10:32.300 --> 00:10:34.300]  找彼得去復活
[00:10:34.300 --> 00:10:36.300]  有三樣東西,我們今天值得學
[00:10:36.300 --> 00:10:38.300]  我們在家的弟兄姊妹都知道
[00:10:38.300 --> 00:10:40.300]  跟自己拍拍胸口說
[00:10:40.300 --> 00:10:42.300]  今天有三樣東西
[00:10:42.300 --> 00:10:44.300]  我不知道你是不是一個人在看
[00:10:44.300 --> 00:10:46.300]  如果不是,你家裡有人就看看你旁邊
[00:10:46.300 --> 00:10:48.300]  沉默也是三樣
[00:10:48.300 --> 00:10:50.300]  跟他旁邊說說
[00:10:50.300 --> 00:10:52.300]  第一樣東西,作為彼得
[00:10:52.300 --> 00:10:54.300]  他怎麼可以迷失,可以找回自己
[00:10:54.300 --> 00:10:56.300]  怎麼去行前呢?很重要
[00:10:56.300 --> 00:10:58.300]  原來是這樣,我們來看看
[00:10:58.300 --> 00:11:00.300]  第四節,第五節,第六節
[00:11:00.300 --> 00:11:02.300]  我們一起讀,一二三
[00:11:02.300 --> 00:11:04.300]  天將亮的時候,耶穌站在岸上
[00:11:04.300 --> 00:11:26.300]  (天將亮)
[00:11:26.300 --> 00:11:28.300]  其實耶穌和他們大概有多遠呢?
[00:11:28.300 --> 00:11:30.300]  大概一百米左右
[00:11:30.300 --> 00:11:32.300]  即是兩個泳池
[00:11:32.300 --> 00:11:34.300]  你要叫的
[00:11:34.300 --> 00:11:36.300]  耶穌很有趣,天將亮
[00:11:36.300 --> 00:11:38.300]  耶穌岸上,門徒不知道是他,為什麼看不到
[00:11:38.300 --> 00:11:40.300]  很遠,也不期望他在那裡出現
[00:11:40.300 --> 00:11:42.300]  因為耶穌出現就不出現
[00:11:42.300 --> 00:11:44.300]  穿牆破壁
[00:11:44.300 --> 00:11:46.300]  誰知道在這個場合
[00:11:46.300 --> 00:11:48.300]  不期望他又出現的地方
[00:11:48.300 --> 00:11:50.300]  然後耶穌和他叫,小子
[00:11:50.300 --> 00:11:52.300]  場面是這樣的
[00:11:52.300 --> 00:11:54.300]  喂,吃了東西沒有?
[00:11:54.300 --> 00:11:56.300]  他們說沒有
[00:11:56.300 --> 00:11:58.300]  不知道是誰
[00:11:58.300 --> 00:12:00.300]  但是耶穌和他說
[00:12:00.300 --> 00:12:02.300]  他還打在船的右邊
[00:12:02.300 --> 00:12:04.300]  這是一個記號
[00:12:04.300 --> 00:12:06.300]  剛才我說,耶穌當他回頭看
[00:12:06.300 --> 00:12:08.300]  對彼得
[00:12:08.300 --> 00:12:10.300]  是一個記號,在腦裡
[00:12:10.300 --> 00:12:12.300]  但是當時,當耶穌叫他打魚
[00:12:12.300 --> 00:12:14.300]  我深信
[00:12:14.300 --> 00:12:16.300]  彼得會記得
[00:12:16.300 --> 00:12:18.300]  第一個場面
[00:12:18.300 --> 00:12:20.300]  耶穌當時和彼得
[00:12:20.300 --> 00:12:22.300]  約翰雅各
[00:12:22.300 --> 00:12:24.300]  在很多年前
[00:12:24.300 --> 00:12:26.300]  做過同一件事
[00:12:26.300 --> 00:12:28.300]  就是當他們打不到魚的時候
[00:12:28.300 --> 00:12:30.300]  亦都是這樣的情景
[00:12:30.300 --> 00:12:32.300]  很奇怪,應該也是沒有
[00:12:32.300 --> 00:12:34.300]  是上帝駕入的時刻
[00:12:34.300 --> 00:12:36.300]  於是乎,在那一次
[00:12:36.300 --> 00:12:38.300]  如果我們可以看回
[00:12:38.300 --> 00:12:40.300]  當時你可以自己看回
[00:12:40.300 --> 00:12:42.300]  在路加福音第五章
[00:12:42.300 --> 00:12:44.300]  就夜整夜勞力
[00:12:44.300 --> 00:12:46.300]  整夜勞力都沒有
[00:12:46.300 --> 00:12:48.300]  整夜都沒有,沒有了
[00:12:48.300 --> 00:12:50.300]  於是乎當日
[00:12:50.300 --> 00:12:52.300]  耶穌又這樣叫他們
[00:12:52.300 --> 00:12:54.300]  落網打魚,並且和他們說了一句
[00:12:54.300 --> 00:12:56.300]  一句很重要的話
[00:12:56.300 --> 00:12:58.300]  他說不用怕,從今以後
[00:12:58.300 --> 00:13:00.300]  你要得人
[00:13:00.300 --> 00:13:02.300]  他們就跟隨耶穌
[00:13:02.300 --> 00:13:04.300]  很奇怪,耶穌再出現
[00:13:04.300 --> 00:13:06.300]  一個同樣的情景
[00:13:06.300 --> 00:13:08.300]  讓我們看到很多回憶
[00:13:08.300 --> 00:13:10.300]  第七,第八節
[00:13:10.300 --> 00:13:12.300]  繼續描述下去
[00:13:12.300 --> 00:13:14.300]  我們一起讀,一二三
[00:13:14.300 --> 00:13:16.300]  耶穌所愛的那門徒
[00:13:16.300 --> 00:13:18.300]  對彼得說
[00:13:26.300 --> 00:13:28.300]  耶穌所愛的那門徒
[00:13:28.300 --> 00:13:30.300]  離開君主
[00:13:30.300 --> 00:13:32.300]  一有二百九
[00:13:32.300 --> 00:13:34.300]  就在昭雪上
[00:13:34.300 --> 00:13:36.300]  打網與拉鬼
[00:13:36.300 --> 00:13:38.300]  上次梁牧師說
[00:13:38.300 --> 00:13:40.300]  那門徒
[00:13:40.300 --> 00:13:42.300]  跑得比彼得快
[00:13:42.300 --> 00:13:44.300]  他的眼力應該比彼得好
[00:13:44.300 --> 00:13:46.300]  所以他看到
[00:13:46.300 --> 00:13:48.300]  又或者他
[00:13:48.300 --> 00:13:50.300]  你知道他是誰,是約翰
[00:13:50.300 --> 00:13:52.300]  或者他
[00:13:52.300 --> 00:13:54.300]  他是一個文人,是一個詩人
[00:13:54.300 --> 00:13:56.300]  他的想法有不同的特性
[00:13:56.300 --> 00:13:58.300]  他看到的感受
[00:13:58.300 --> 00:14:00.300]  看到的場景,是主
[00:14:00.300 --> 00:14:02.300]  所以當時
[00:14:02.300 --> 00:14:04.300]  彼得聽到,他的生命
[00:14:04.300 --> 00:14:06.300]  就是他,很快的
[00:14:06.300 --> 00:14:08.300]  這個場面很有趣
[00:14:08.300 --> 00:14:10.300]  他本來是赤著身子
[00:14:10.300 --> 00:14:12.300]  應該跳下水
[00:14:12.300 --> 00:14:14.300]  剛剛好,有沒有人游水
[00:14:14.300 --> 00:14:16.300]  穿晚裝游水
[00:14:16.300 --> 00:14:18.300]  不會吧
[00:14:18.300 --> 00:14:20.300]  上學也要換
[00:14:20.300 --> 00:14:22.300]  他反過來,他穿回衣服
[00:14:22.300 --> 00:14:24.300]  很奇怪
[00:14:24.300 --> 00:14:26.300]  他很想
[00:14:26.300 --> 00:14:28.300]  很認真去找耶穌
[00:14:28.300 --> 00:14:30.300]  一個很奇怪的事
[00:14:30.300 --> 00:14:32.300]  二百爪
[00:14:32.300 --> 00:14:34.300]  跟著同樣將
[00:14:34.300 --> 00:14:36.300]  魚帶來,第一樣我們很重要
[00:14:36.300 --> 00:14:38.300]  當我們迷失在找自己
[00:14:38.300 --> 00:14:40.300]  我們最重要知道主在這裡
[00:14:40.300 --> 00:14:42.300]  就算你覺得主
[00:14:42.300 --> 00:14:44.300]  不在這裡,你覺得自己不在這裡
[00:14:44.300 --> 00:14:46.300]  也不要緊,主一直都在這裡
[00:14:46.300 --> 00:14:48.300]  重要的就是
[00:14:48.300 --> 00:14:50.300]  只是我們不知道主在這裡
[00:14:50.300 --> 00:14:52.300]  主一直都在等機會
[00:14:52.300 --> 00:14:54.300]  他們上了去
[00:14:54.300 --> 00:14:56.300]  拖著魚上去
[00:14:56.300 --> 00:14:58.300]  第九,第十,第十一節
[00:14:58.300 --> 00:15:00.300]  耶穌繼續給予記號
[00:15:00.300 --> 00:15:02.300]  我們一起看好不好,一起讀
[00:15:02.300 --> 00:15:04.300]  一二三
[00:15:21.300 --> 00:15:23.300]  很有趣,約翰的描述
[00:15:23.300 --> 00:15:25.300]  他專門說
[00:15:25.300 --> 00:15:27.300]  炭火
[00:15:27.300 --> 00:15:29.300]  他的寫書人
[00:15:29.300 --> 00:15:31.300]  這個字在約翰十八章
[00:15:31.300 --> 00:15:33.300]  十八節出現過
[00:15:33.300 --> 00:15:35.300]  就是在炭火前
[00:15:35.300 --> 00:15:37.300]  三次不認主的時刻
[00:15:37.300 --> 00:15:39.300]  炭火,但這次很不同
[00:15:39.300 --> 00:15:41.300]  這次耶穌不是被審
[00:15:41.300 --> 00:15:43.300]  不是回頭看,上面並且
[00:15:43.300 --> 00:15:45.300]  有魚,有餅
[00:15:45.300 --> 00:15:47.300]  他們一定記得
[00:15:47.300 --> 00:15:49.300]  是什麼事
[00:15:49.300 --> 00:15:51.300]  就是五餅二魚的記號
[00:15:51.300 --> 00:15:53.300]  甚至在那一刻
[00:15:53.300 --> 00:15:55.300]  上帝
[00:15:55.300 --> 00:15:57.300]  很清楚
[00:15:57.300 --> 00:15:59.300]  不單止說他在這裡
[00:15:59.300 --> 00:16:01.300]  他的記號,當他們
[00:16:01.300 --> 00:16:03.300]  數一條一條魚
[00:16:03.300 --> 00:16:05.300]  一百五十三條
[00:16:05.300 --> 00:16:07.300]  當我昨晚
[00:16:07.300 --> 00:16:09.300]  講完這篇道,我再回去
[00:16:09.300 --> 00:16:11.300]  數算上帝給我的恩典
[00:16:11.300 --> 00:16:13.300]  是數有的東西
[00:16:13.300 --> 00:16:15.300]  不是沒有的東西
[00:16:15.300 --> 00:16:17.300]  我自己都很感動
[00:16:17.300 --> 00:16:19.300]  我數我的爸爸
[00:16:19.300 --> 00:16:21.300]  我的媽媽
[00:16:21.300 --> 00:16:23.300]  很健壯,很疼我
[00:16:23.300 --> 00:16:25.300]  我數我的岳父
[00:16:25.300 --> 00:16:27.300]  昨天特意買了一塊榴槤給我
[00:16:27.300 --> 00:16:29.300]  他看到我在教會
[00:16:29.300 --> 00:16:31.300]  派出所和同事
[00:16:31.300 --> 00:16:33.300]  同工送了一個榴槤蛋糕
[00:16:33.300 --> 00:16:35.300]  我就放在
[00:16:35.300 --> 00:16:37.300]  家庭群組
[00:16:37.300 --> 00:16:39.300]  一放上去,我的岳父知道要做什麼
[00:16:39.300 --> 00:16:41.300]  回家吃一個真的
[00:16:41.300 --> 00:16:43.300]  很棒
[00:16:43.300 --> 00:16:45.300]  我家人,我太太
[00:16:45.300 --> 00:16:47.300]  我姨女,我嫂子
[00:16:47.300 --> 00:16:49.300]  我姪子,姨甥
[00:16:49.300 --> 00:16:51.300]  Lina,很多很好的事
[00:16:51.300 --> 00:16:53.300]  我是同工
[00:16:53.300 --> 00:16:55.300]  但我數下去,我都知道
[00:16:55.300 --> 00:16:57.300]  有些東西沒有了
[00:16:57.300 --> 00:16:59.300]  我岳母不見了
[00:16:59.300 --> 00:17:01.300]  我哥哥不見了
[00:17:01.300 --> 00:17:03.300]  不過當我數算
[00:17:03.300 --> 00:17:05.300]  恩典,我更加見到
[00:17:05.300 --> 00:17:07.300]  當上帝有恩典在中間
[00:17:07.300 --> 00:17:09.300]  我沒有的東西,是因為他一定會包辦
[00:17:09.300 --> 00:17:11.300]  他一定會處理
[00:17:11.300 --> 00:17:13.300]  Amen
[00:17:13.300 --> 00:17:15.300]  153條
[00:17:15.300 --> 00:17:17.300]  定徵在有的時候
[00:17:17.300 --> 00:17:19.300]  彼得就開始見到上帝的恩典
[00:17:19.300 --> 00:17:21.300]  多謝主給予不可能有的事
[00:17:21.300 --> 00:17:23.300]  在我們的困難中
[00:17:23.300 --> 00:17:25.300]  這個我們要常常知道
[00:17:25.300 --> 00:17:29.300]  早幾個星期,我有一次吃飯
[00:17:29.300 --> 00:17:31.300]  臨結帳
[00:17:31.300 --> 00:17:33.300]  請一個人吃飯,他生日
[00:17:33.300 --> 00:17:35.300]  特意找一間比較貴的
[00:17:35.300 --> 00:17:37.300]  臨結帳的時候
[00:17:37.300 --> 00:17:39.300]  突然一個出人意外的驚喜
[00:17:39.300 --> 00:17:41.300]  就是拿到七折
[00:17:41.300 --> 00:17:43.300]  七折真的便宜了幾百元
[00:17:43.300 --> 00:17:45.300]  幾百元,很多
[00:17:45.300 --> 00:17:47.300]  多不多,幾百元,多吧
[00:17:47.300 --> 00:17:49.300]  誰覺得不多,可以入錢進我的戶口
[00:17:49.300 --> 00:17:51.300]  多謝
[00:17:51.300 --> 00:17:53.300]  接著還要臨結帳之後
[00:17:53.300 --> 00:17:55.300]  他還送了一個甜品
[00:17:55.300 --> 00:17:57.300]  又有水果,我覺得很棒
[00:17:57.300 --> 00:17:59.300]  接著我就說
[00:17:59.300 --> 00:18:01.300]  真的多謝你
[00:18:01.300 --> 00:18:03.300]  為何你會這麼好
[00:18:03.300 --> 00:18:05.300]  我以為他是否認得我
[00:18:05.300 --> 00:18:07.300]  接著他說不是,因為他的公司是25週年
[00:18:07.300 --> 00:18:09.300]  所以所有人都有
[00:18:09.300 --> 00:18:11.300]  我一聽到之後
[00:18:11.300 --> 00:18:13.300]  我馬上這樣做,我第一時間很感謝他
[00:18:13.300 --> 00:18:15.300]  我不知道你會不會
