
[00:00:00.000 --> 00:00:07.000]  今天的題目叫做 初生入死 初始入生
[00:01:54.000 --> 00:01:58.000]  直到後代在那個地球那個星球存活下來
[00:01:58.000 --> 00:02:04.000]  那就可以真的那個星球對我們有用
[00:02:04.000 --> 00:02:07.000]  那這個研究這個科學研究
[00:02:07.000 --> 00:02:11.000]  反映一些什麼問題呢
[00:02:11.000 --> 00:02:16.000]  人類知道地球並不是我們永恆可以生活下去的地方
[00:02:16.000 --> 00:02:18.000]  原因太多了
[00:02:18.000 --> 00:02:21.000]  因爲地球不斷受到破壞
[00:02:21.000 --> 00:02:25.000]  它終有一天不適合人類的居住
[00:02:25.000 --> 00:02:28.000]  人類很注重生存這個問題
[00:02:28.000 --> 00:02:34.000]  希望透過科學不斷的發展來延續整個人類的生存
[00:02:34.000 --> 00:02:36.000]  但對一個個體來說
[00:02:36.000 --> 00:02:38.000]  對一個人來說
[00:02:38.000 --> 00:02:44.000]  我們也希望藉着醫療等科技來延長我們的壽命
[00:02:44.000 --> 00:02:46.000]  但是問一個問題
[00:02:46.000 --> 00:02:52.000]  無論科技發展到哪一個階段
[00:02:52.000 --> 00:02:57.000]  人類都沒有可能解決一個問題
[00:02:57.000 --> 00:02:59.000]  就是死亡的問題
[00:02:59.000 --> 00:03:06.000]  有沒有想過人一旦要出生就要面臨他的死亡
[00:03:06.000 --> 00:03:08.000]  出生就一定要死
[00:03:08.000 --> 00:03:11.000]  似乎這是不可避免的
[00:03:11.000 --> 00:03:14.000]  在衆多的不平等的當中
[00:03:14.000 --> 00:03:19.000]  我想死亡對於每個人都是平等的
[00:03:19.000 --> 00:03:22.000]  科技解決不了這個死亡的問題
[00:03:22.000 --> 00:03:26.000]  但基督信仰可不可以解決這個問題呢
[00:03:26.000 --> 00:03:31.000]  我們的信仰是一個初始入生的信仰
[00:03:31.000 --> 00:03:33.000]  聖經裏面有這樣的一個算告
[00:03:33.000 --> 00:03:34.000]  我們一起來讀
[00:03:34.000 --> 00:03:37.000]  約翰福音五章二十四節
[00:03:37.000 --> 00:03:39.000]  我實實在在告訴你們
[00:03:39.000 --> 00:03:43.000]  那聽見我的話又去行的
[00:03:43.000 --> 00:03:46.000]  就有永生不被定罪
[00:03:46.000 --> 00:03:52.000]  而且是初始入生了
[00:03:52.000 --> 00:03:55.000]  到底什麼是基督信仰裏的初始入生
[00:03:55.000 --> 00:03:58.000]  初始入生是什麼意思呢
[00:03:58.000 --> 00:04:00.000]  復活節的主日我們一同來看一下
[00:04:00.000 --> 00:04:02.000]  剛纔我們讀過的聖經
[00:04:02.000 --> 00:04:04.000]  就是哥林多前書十五章
[00:04:04.000 --> 00:04:06.000]  這是一個很棒的經文
[00:04:06.000 --> 00:04:07.000]  十五章很長
[00:04:07.000 --> 00:04:10.000]  大概有五十八節的經文
[00:04:10.000 --> 00:04:12.000]  我很希望把它都講完
[00:04:12.000 --> 00:04:13.000]  但是時間有限
[00:04:13.000 --> 00:04:14.000]  我只抽出一些
[00:04:14.000 --> 00:04:16.000]  我覺得很重要的地方去講
[00:04:16.000 --> 00:04:20.000]  首先我們看一下前兩節的經文
[00:04:20.000 --> 00:04:22.000]  這裏的經文裏邊
[00:04:22.000 --> 00:04:23.000]  這裏也標註了
[00:04:23.000 --> 00:04:25.000]  總共有幾個福音的詞在裏邊
[00:04:25.000 --> 00:04:27.000]  大家數一下
[00:04:27.000 --> 00:04:29.000]  福音可能有四個
[00:04:29.000 --> 00:04:30.000]  但是包括這道的話
[00:04:30.000 --> 00:04:35.000]  總共有五次講到福音這個詞的信息
[00:04:35.000 --> 00:04:36.000]  那問大家
[00:04:36.000 --> 00:04:40.000]  在座每一位信了耶穌的肢體
[00:04:40.000 --> 00:04:45.000]  什麼是福音
[00:04:45.000 --> 00:04:48.000]  什麼是福音
[00:04:48.000 --> 00:04:50.000]  當保羅在這裏一節二節
[00:04:50.000 --> 00:04:52.000]  講了這麼多福音
[00:04:52.000 --> 00:04:54.000]  他馬上就把福音的
[00:04:54.000 --> 00:04:57.000]  最重要的含義寫在了裏面
[00:04:57.000 --> 00:04:59.000]  就是三到八節裏面
[00:04:59.000 --> 00:05:01.000]  我們看到
[00:05:01.000 --> 00:05:03.000]  我從前領受又傳給你們
[00:05:03.000 --> 00:05:06.000]  那最要緊的就是帝都
[00:05:06.000 --> 00:05:08.000]  照着聖經所記的
[00:05:08.000 --> 00:05:10.000]  爲我們的罪死了又埋葬了
[00:05:10.000 --> 00:05:12.000]  又照着聖經所記的
[00:05:12.000 --> 00:05:17.000]  第三天覆活了等等等等
[00:05:17.000 --> 00:05:20.000]  我在裏面標註了一些不同的顏色
[00:05:20.000 --> 00:05:22.000]  爲什麼這樣做呢
[00:05:22.000 --> 00:05:26.000]  我想大家留意的是
[00:05:26.000 --> 00:05:29.000]  有些重複出現的詞
[00:05:29.000 --> 00:05:30.000]  比如說
[00:05:30.000 --> 00:05:34.000]  有兩次出現照聖經所記的
[00:05:34.000 --> 00:05:39.000]  表明這個福音的內容是聖經早就預言的
[00:05:39.000 --> 00:05:41.000]  先知在舊約聖經裏面
[00:05:41.000 --> 00:05:43.000]  多次多方的預言了耶穌基督
[00:05:43.000 --> 00:05:46.000]  就是彌賽亞的救贖的工作
[00:05:46.000 --> 00:05:49.000]  而我們再留意一下後面
[00:05:49.000 --> 00:05:50.000]  五到八節
[00:05:50.000 --> 00:05:55.000]  總共出現了五次顯現
[00:05:55.000 --> 00:05:57.000]  是復活了耶穌
[00:05:57.000 --> 00:06:00.000]  在不同的門徒面前顯現
[00:06:00.000 --> 00:06:05.000]  讓這些門徒來見證福音內容的真實性
[00:06:05.000 --> 00:06:07.000]  不要忘記這些門徒
[00:06:07.000 --> 00:06:13.000]  是新約聖經裏面的作者
[00:06:13.000 --> 00:06:17.000]  好像彼得 約翰 保羅等等
[00:06:17.000 --> 00:06:18.000]  新約舊約的作者
[00:06:18.000 --> 00:06:23.000]  都透過聖經來預言和見證福音
[00:06:23.000 --> 00:06:27.000]  如果要爲整本聖經來選一箇中心的話
[00:06:27.000 --> 00:06:32.000]  大家很容易找就是福音
[00:06:32.000 --> 00:06:36.000]  那如果福音最核心的部分是什麼呢
[00:06:36.000 --> 00:06:37.000]  最核心的部分
[00:06:37.000 --> 00:06:39.000]  我們可以說是這一寫的
[00:06:39.000 --> 00:06:43.000]  基督爲我們的罪死了 又埋葬了
[00:06:43.000 --> 00:06:45.000]  第三天覆活了
[00:06:45.000 --> 00:06:49.000]  這是一個看上去很簡單的信息
[00:06:49.000 --> 00:06:52.000]  但對我們生命的重要性
[00:06:52.000 --> 00:07:00.000]  我們可以說是沒有任何東西可比異的
[00:07:00.000 --> 00:07:03.000]  我們今天比較集中講耶穌的復活
[00:07:03.000 --> 00:07:04.000]  那問一個問題
[00:07:04.000 --> 00:07:07.000]  主耶穌基督復活是事實嗎
[00:07:07.000 --> 00:07:09.000]  如果有一個木道朋友跟你談這個問題的時候
[00:07:09.000 --> 00:07:13.000]  你會怎麼回應他
[00:07:13.000 --> 00:07:15.000]  因爲兩千多年來
[00:07:15.000 --> 00:07:20.000]  很多人在挑戰基督復活的真實性
[00:07:20.000 --> 00:07:25.000]  如果他們一旦可以推翻這個真理的話
[00:07:25.000 --> 00:07:28.000]  這個耶穌真的是復活這件事情的話
[00:07:28.000 --> 00:07:33.000]  那整個基督信仰可以說就崩潰了
[00:07:33.000 --> 00:07:38.000]  他們有不同的方面去解讀耶穌復活這個事情
[00:07:38.000 --> 00:07:40.000]  比如說耶穌是假使
[00:07:40.000 --> 00:07:43.000]  耶穌還有是門徒是幻覺
[00:07:43.000 --> 00:07:45.000]  還有一個是門徒偷私論等等
[00:07:45.000 --> 00:07:49.000]  讓我們每一個去簡單的看一下
[00:07:49.000 --> 00:07:51.000]  如果說耶穌是假使的
[00:07:51.000 --> 00:07:52.000]  我們看一段聖經
[00:07:52.000 --> 00:07:55.000]  是約翰福音19章那邊講到
[00:07:55.000 --> 00:07:56.000]  我讀給大家聽
[00:07:56.000 --> 00:07:58.000]  猶太人因這日是預備日
[00:07:58.000 --> 00:08:03.000]  又因那安息日是個大日
[00:08:03.000 --> 00:08:06.000]  就求毗拉多叫人打斷他們的腿
[00:08:06.000 --> 00:08:07.000]  把他們拿去
[00:08:07.000 --> 00:08:12.000]  免得失手當安息日留在十字架上
[00:08:12.000 --> 00:08:15.000]  於是賓丁來把頭一個人的腿
[00:08:15.000 --> 00:08:21.000]  並與耶穌同丁第二個人的腿都打斷了
[00:08:21.000 --> 00:08:22.000]  只是來到耶穌那裏
[00:08:22.000 --> 00:08:25.000]  見他已經死了就不打斷他的腿
[00:08:25.000 --> 00:08:29.000]  我有個兵拿槍扎他的肋旁
[00:08:29.000 --> 00:08:34.000]  隨即有血跟水流出來
[00:08:34.000 --> 00:08:35.000]  有沒有看到
[00:08:35.000 --> 00:08:39.000]  作者在當中的記載是很仔細的
[00:08:39.000 --> 00:08:42.000]  問大家一個問題
[00:08:42.000 --> 00:08:45.000]  爲什麼賓丁對待那兩個死囚
[00:08:45.000 --> 00:08:49.000]  跟耶穌的方法不太一樣
[00:08:49.000 --> 00:08:52.000]  原因都是一個
[00:08:52.000 --> 00:08:54.000]  因爲安息日
[00:08:54.000 --> 00:08:57.000]  他們不想把屍體留在上面這麼久
[00:08:57.000 --> 00:09:00.000]  所以以至於就要快點讓他們
[00:09:00.000 --> 00:09:08.000]  確定他們真的是在十字架上面釘死了
[00:09:08.000 --> 00:09:10.000]  我們知道人釘在十字架上面
[00:09:10.000 --> 00:09:13.000]  是一個很殘酷很殘酷的刑罰
[00:09:13.000 --> 00:09:18.000]  它最終導致這個人死亡是什麼原因
[00:09:18.000 --> 00:09:22.000]  是不是流血過多
[00:09:22.000 --> 00:09:25.000]  其實告訴大家不是流血過多
[00:09:25.000 --> 00:09:28.000]  而是因爲他沒得呼吸
[00:09:28.000 --> 00:09:31.000]  因爲他被釘在上面的時候
[00:09:31.000 --> 00:09:35.000]  其實他的流血是有限的
[00:09:35.000 --> 00:09:36.000]  慢慢的流
[00:09:36.000 --> 00:09:38.000]  但是不至於導致他死亡
[00:09:38.000 --> 00:09:41.000]  導致他死亡的是他沒法呼吸
[00:09:41.000 --> 00:09:43.000]  他累到一個程度
[00:09:43.000 --> 00:09:46.000]  因爲他如果有力氣的話
[00:09:46.000 --> 00:09:48.000]  他可以用腳來撐起自己
[00:09:48.000 --> 00:09:51.000]  然後以至於自己可以呼吸
[00:09:51.000 --> 00:09:53.000]  但是他力氣不夠而且很疼
[00:09:53.000 --> 00:09:55.000]  腳也被釘了
[00:09:55.000 --> 00:09:59.000]  很疼放下來歇一會兒再挺上去
[00:09:59.000 --> 00:10:02.000]  不斷不斷重複這個過程的當中
[00:10:02.000 --> 00:10:04.000]  直到最後他沒有力氣
[00:10:04.000 --> 00:10:05.000]  然後一下來
[00:10:05.000 --> 00:10:08.000]  他很惡魔把他塌下來
[00:10:08.000 --> 00:10:09.000]  就沒有辦法繼續呼吸
[00:10:09.000 --> 00:10:10.000]  以至於死亡
[00:10:10.000 --> 00:10:13.000]  但是耶穌其實在這裏我們看到
[00:10:13.000 --> 00:10:15.000]  耶穌沒有經歷過
[00:10:15.000 --> 00:10:17.000]  因爲他已經過幾個小時
[00:10:17.000 --> 00:10:20.000]  他比這兩個旁邊的死囚
[00:10:20.000 --> 00:10:23.000]  更快的進入死亡的狀態
[00:10:23.000 --> 00:10:26.000]  而且作者在當中提到一個細節
[00:10:26.000 --> 00:10:30.000]  就是血跟水都分開的流出來
[00:10:30.000 --> 00:10:32.000]  我們知道這是一個
[00:10:32.000 --> 00:10:37.000]  心臟破裂死亡的一個標記
[00:10:37.000 --> 00:10:40.000]  其實在這裏
[00:10:40.000 --> 00:10:42.000]  一些記載的細節就讓我們知道
[00:10:42.000 --> 00:10:45.000]  耶穌當時不是假死
[00:10:45.000 --> 00:10:47.000]  而是真的進入了死亡
[00:10:47.000 --> 00:10:48.000]  讓我們看一下
[00:10:48.000 --> 00:10:50.000]  有人說那些門徒是幻覺
[00:10:50.000 --> 00:10:52.000]  很多人都見證耶穌的復活
[00:10:52.000 --> 00:10:53.000]  但是都是幻覺
[00:10:53.000 --> 00:10:55.000]  都是不知道爲什麼
[00:10:55.000 --> 00:10:56.000]  就是看到那個圖片
[00:10:56.000 --> 00:10:58.000]  看到影像是假的
[00:10:58.000 --> 00:11:03.000]  但我們看一下這裏的記載是怎麼說的
[00:11:03.000 --> 00:11:04.000]  而且埋葬了
[00:11:04.000 --> 00:11:05.000]  又照着聖經說
[00:11:05.000 --> 00:11:07.000]  第三天覆活了
[00:11:07.000 --> 00:11:08.000]  並且顯給基法看
[00:11:08.000 --> 00:11:10.000]  然後顯給十二門徒
[00:11:10.000 --> 00:11:11.000]  十二使徒看
[00:11:11.000 --> 00:11:14.000]  後來一時顯給五百多弟兄看
[00:11:14.000 --> 00:11:17.000]  其中一大半到如今還在
[00:11:17.000 --> 00:11:20.000]  卻也有已經睡了的
[00:11:20.000 --> 00:11:23.000]  以後顯給雅各部
[00:11:23.000 --> 00:11:24.000]  這裏可能有些問題
[00:11:24.000 --> 00:11:26.000]  雅各看
[00:11:26.000 --> 00:11:27.000]  再顯給衆使徒看
[00:11:27.000 --> 00:11:30.000]  莫了再顯給我看
[00:11:30.000 --> 00:11:37.000]  我如同爲道慘兮而生的人一般
[00:11:37.000 --> 00:11:40.000]  不止一個人去見證了基督的復活
[00:11:40.000 --> 00:11:41.000]  而是一羣又一羣的人
[00:11:41.000 --> 00:11:45.000]  而且最多一次是五百人
[00:11:45.000 --> 00:11:46.000]  而且不同
[00:11:46.000 --> 00:11:47.000]  不止一個地方
[00:11:47.000 --> 00:11:50.000]  在不同的地方見證
[00:11:50.000 --> 00:11:53.000]  如果換作今天到法庭裏面
[00:11:53.000 --> 00:11:54.000]  去見證一件事情
[00:11:54.000 --> 00:11:56.000]  有這麼多的證人跟證據的話
[00:11:56.000 --> 00:12:01.000]  你說這個案子是不是很快就有個結論
[00:12:01.000 --> 00:12:03.000]  又做一個比喻
[00:12:03.000 --> 00:12:04.000]  羅慕斯在我們當中
[00:12:04.000 --> 00:12:06.000]  牧養我們已經超過七年
[00:12:06.000 --> 00:12:07.000]  可能八年的時間
[00:12:07.000 --> 00:12:10.000]  我具體多少年可能說不清楚
[00:12:10.000 --> 00:12:12.000]  但是超過六百多人
[00:12:12.000 --> 00:12:14.000]  他牧養過
[00:12:14.000 --> 00:12:16.000]  做過很誇張很極端的假設
[00:12:16.000 --> 00:12:18.000]  那幾十年之後
[00:12:18.000 --> 00:12:20.000]  如果有人質疑
[00:12:20.000 --> 00:12:24.000]  羅慕斯是否在太古城當牧過饋
[00:12:24.000 --> 00:12:26.000]  就算如今有部分的肢體
[00:12:26.000 --> 00:12:28.000]  不在太古城堂了
[00:12:28.000 --> 00:12:30.000]  但一定還有許多的肢體
[00:12:30.000 --> 00:12:31.000]  可以出來證明
[00:12:31.000 --> 00:12:34.000]  羅慕斯的確是在這裏服侍過
[00:12:34.000 --> 00:12:37.000]  這裏就是第六節那裏說的
[00:12:37.000 --> 00:12:40.000]  其中一大半如今還在
[00:12:40.000 --> 00:12:43.000]  所以當時作者寫這個福音書的時候
[00:12:43.000 --> 00:12:46.000]  其實還有很多證人證明
[00:12:46.000 --> 00:12:47.000]  這是事實來的
[00:12:47.000 --> 00:12:50.000]  不是他們的幻覺
[00:12:50.000 --> 00:12:51.000]  而且我們想一下
[00:12:51.000 --> 00:12:52.000]  這麼多人同時幻覺
[00:12:52.000 --> 00:12:55.000]  集體幻覺這個可能性有多大
[00:12:55.000 --> 00:12:59.000]  大家可以用一個判斷來理解一下
[00:12:59.000 --> 00:13:02.000]  那另外猶太人是怎麼認爲
[00:13:02.000 --> 00:13:04.000]  耶穌是不見了
[00:13:04.000 --> 00:13:07.000]  他們說門徒把屍體偷走了
[00:13:07.000 --> 00:13:09.000]  那我們再看一下門徒的一些背景
[00:13:09.000 --> 00:13:11.000]  他們是不是也很有計謀
[00:13:11.000 --> 00:13:12.000]  很有才華
[00:13:12.000 --> 00:13:15.000]  原來就受過一個高等教育
[00:13:15.000 --> 00:13:19.000]  或者已經受過一些軍事訓練
[00:13:19.000 --> 00:13:24.000]  或者有一些甚至是
[00:13:24.000 --> 00:13:25.000]  怎麼說呢
[00:13:25.000 --> 00:13:29.000]  甚至是有一些是做地下工作的
[00:13:29.000 --> 00:13:30.000]  是不是這樣
[00:13:30.000 --> 00:13:33.000]  不是 他們是漁夫 是稅吏
[00:13:33.000 --> 00:13:36.000]  而且他們是很害怕的一羣
[00:13:36.000 --> 00:13:39.000]  當耶穌在克西瑪黎原被人捉的時候
[00:13:39.000 --> 00:13:43.000]  他們是示善
[00:13:43.000 --> 00:13:45.000]  而且另外相反的一堆就是
[00:13:45.000 --> 00:13:48.000]  守墳墓的兵兵
[00:13:48.000 --> 00:13:49.000]  有三十多人
[00:13:49.000 --> 00:13:52.000]  每次大概也有十個人在看守
[00:13:52.000 --> 00:13:56.000]  所以有沒有可能
[00:13:56.000 --> 00:14:02.000]  基督屍體會讓他們去偷去呢
[00:14:02.000 --> 00:14:03.000]  再有一個地方我們再看一下
[00:14:03.000 --> 00:14:05.000]  基督復活之後
[00:14:05.000 --> 00:14:06.000]  門徒是不是變得很勇敢
[00:14:06.000 --> 00:14:07.000]  也不是
[00:14:07.000 --> 00:14:09.000]  約翰福音二十章十九節那裏說
[00:14:09.000 --> 00:14:12.000]  那日晚上門徒所在的地方
[00:14:12.000 --> 00:14:14.000]  因爲怕猶太人
[00:14:14.000 --> 00:14:15.000]  他們當時還很怕
[00:14:15.000 --> 00:14:16.000]  門都關了
[00:14:16.000 --> 00:14:18.000]  他們在裏面聚會
[00:14:18.000 --> 00:14:19.000]  但是耶穌來了
[00:14:19.000 --> 00:14:20.000]  站在他們中間
[00:14:20.000 --> 00:14:23.000]  對他們說願你們平安
[00:14:23.000 --> 00:14:27.000]  所以種種的情況讓我們知道
[00:14:27.000 --> 00:14:29.000]  其實真的
[00:14:29.000 --> 00:14:31.000]  這些在克西瑪黎原示善的門徒
[00:14:31.000 --> 00:14:36.000]  是沒有勇氣跟能力去
[00:14:36.000 --> 00:14:40.000]  把耶穌基督的屍體去偷去
[00:14:40.000 --> 00:14:42.000]  那我們怎麼說
[00:14:42.000 --> 00:14:44.000]  耶穌復活是事實呢
[00:14:44.000 --> 00:14:45.000]  有幾個方面
[00:14:45.000 --> 00:14:46.000]  空墳墓
[00:14:46.000 --> 00:14:50.000]  另外是很多人都見證了它的顯現
[00:14:50.000 --> 00:14:52.000]  最後還有最重要的一點
[00:14:52.000 --> 00:14:53.000]  我個人覺得
[00:14:53.000 --> 00:14:55.000]  是基督門徒
[00:14:55.000 --> 00:14:59.000]  他的生命的改變
[00:14:59.000 --> 00:15:00.000]  空墳墓
[00:15:00.000 --> 00:15:01.000]  這個最好去解釋
[00:15:01.000 --> 00:15:02.000]  爲什麼這樣說
[00:15:02.000 --> 00:15:03.000]  你看下
[00:15:03.000 --> 00:15:04.000]  當你的敵人都出來
[00:15:04.000 --> 00:15:06.000]  證明這是事實的時候
[00:15:06.000 --> 00:15:07.000]  這就不用說了
[00:15:07.000 --> 00:15:09.000]  對不對
[00:15:09.000 --> 00:15:10.000]  讀一下聖經馬太福音
[00:15:10.000 --> 00:15:12.000]  二十八章那裏說到
[00:15:12.000 --> 00:15:15.000]  主長跟長老聚集商議
[00:15:15.000 --> 00:15:17.000]  就拿了許多銀錢給賓丁
[00:15:17.000 --> 00:15:18.000]  爲什麼給賓丁
[00:15:18.000 --> 00:15:22.000]  因爲他要讓賓丁說謊
[00:15:22.000 --> 00:15:23.000]  那賓丁說了
[00:15:23.000 --> 00:15:25.000]  那銀錢就照所吩咐
[00:15:25.000 --> 00:15:26.000]  他們的去行
[00:15:26.000 --> 00:15:29.000]  這話就傳說在猶太人中間
[00:15:29.000 --> 00:15:30.000]  直到今日
[00:15:30.000 --> 00:15:32.000]  所以你去問猶太人的時候
[00:15:32.000 --> 00:15:35.000]  他如果不相信基督是尼賽亞的時候
[00:15:35.000 --> 00:15:36.000]  他的概念
[00:15:36.000 --> 00:15:39.000]  對耶穌的屍體不見這件事情的解說
[00:15:39.000 --> 00:15:43.000]  就是這個理由
[00:15:43.000 --> 00:15:45.000]  所以當我們知道
[00:15:45.000 --> 00:15:48.000]  連不相信耶穌基督信仰這些人
[00:15:48.000 --> 00:15:51.000]  都證明這個墳墓是空的時候
[00:15:51.000 --> 00:15:53.000]  那我們想想
[00:15:53.000 --> 00:15:56.000]  空墳墓是不是一個很好的證據
[00:15:56.000 --> 00:15:59.000]  證明耶穌不在其中
[00:15:59.000 --> 00:16:01.000]  剛纔這裏我也看到
[00:16:01.000 --> 00:16:03.000]  就是說有很多很多不同的人
[00:16:03.000 --> 00:16:08.000]  見證過耶穌基督的顯現
[00:16:08.000 --> 00:16:13.000]  而且這些顯現是很特別的
[00:16:13.000 --> 00:16:14.000]  像基法顯現
[00:16:14.000 --> 00:16:17.000]  接着像門徒使徒顯現
[00:16:17.000 --> 00:16:20.000]  最後還有兩個人很特別
[00:16:20.000 --> 00:16:22.000]  一個是雅各
[00:16:22.000 --> 00:16:26.000]  一個是保羅
[00:16:26.000 --> 00:16:27.000]  問一下大家
[00:16:27.000 --> 00:16:29.000]  當耶穌沒有復活之前
[00:16:29.000 --> 00:16:35.000]  雅各跟保羅是信耶穌還是不信耶穌
[00:16:35.000 --> 00:16:40.000]  我們看一下生命的改變
[00:16:40.000 --> 00:16:42.000]  跟隨耶穌的十二個門徒
[00:16:42.000 --> 00:16:44.000]  當然有猶大除此之外
[00:16:44.000 --> 00:16:46.000]  只有十一個
[00:16:46.000 --> 00:16:50.000]  十一個門徒他們的結局是什麼樣子
[00:16:50.000 --> 00:16:52.000]  他們從很害怕的一羣人
[00:16:52.000 --> 00:16:55.000]  到後來是變成一個怎麼樣的人
[00:16:55.000 --> 00:16:59.000]  我們知道匹德是傳說是道丁十字架
[00:16:59.000 --> 00:17:01.000]  爲主殉道
[00:17:01.000 --> 00:17:05.000]  還有多瑪是在哪裏殉道的
[00:17:05.000 --> 00:17:06.000]  是在印度
[00:17:06.000 --> 00:17:09.000]  他把福音帶到印度那邊
[00:17:09.000 --> 00:17:13.000]  最後有人發現他在那邊殉道了
[00:17:13.000 --> 00:17:19.000]  十一個門徒只有約翰是中老的
[00:17:19.000 --> 00:17:22.000]  我們再看一下剛纔所說的雅各跟保羅
[00:17:22.000 --> 00:17:26.000]  這裏的雅各是不是十二門徒的雅各
[00:17:26.000 --> 00:17:29.000]  這裏的雅各是指到耶穌的弟弟雅各
[00:17:29.000 --> 00:17:33.000]  我們在回顧福音書裏面說到的
[00:17:33.000 --> 00:17:36.000]  原來耶穌的弟弟親生的
[00:17:36.000 --> 00:17:38.000]  就是說他媽媽生了弟弟
[00:17:38.000 --> 00:17:41.000]  有沒有相信耶穌
[00:17:41.000 --> 00:17:42.000]  沒有
[00:17:42.000 --> 00:17:45.000]  他原來是反對基督的
[00:17:45.000 --> 00:17:49.000]  但是後來他看到復活的耶穌
[00:17:49.000 --> 00:17:51.000]  他後來相信了
[00:17:51.000 --> 00:17:55.000]  他成爲了耶路撒冷教會的領袖
[00:17:55.000 --> 00:17:59.000]  有人稱他是教會的祝使
[00:17:59.000 --> 00:18:00.000]  那我們再看保羅
[00:18:00.000 --> 00:18:02.000]  保羅原來他生命是什麼樣子
[00:18:02.000 --> 00:18:05.000]  他逼迫揪圖
[00:18:05.000 --> 00:18:07.000]  到一個程度去追殺揪圖
[00:18:07.000 --> 00:18:10.000]  然後在大馬社的路上
[00:18:10.000 --> 00:18:11.000]  神向他顯現
[00:18:11.000 --> 00:18:12.000]  基督向他顯現的時候
[00:18:12.000 --> 00:18:14.000]  他就悔改信主
[00:18:14.000 --> 00:18:18.000]  後來他也成爲了外邦人的使徒
[00:18:18.000 --> 00:18:19.000]  而且不要忘記
[00:18:19.000 --> 00:18:21.000]  新約作者裏邊
[00:18:21.000 --> 00:18:23.000]  他是最多產的一位
[00:18:23.000 --> 00:18:27.000]  他寫了很多新約的一些書信
[00:18:27.000 --> 00:18:29.000]  所以這些人的生命的改變
[00:18:29.000 --> 00:18:30.000]  讓我們再想想
[00:18:30.000 --> 00:18:34.000]  如果不是真的耶穌復活了
[00:18:34.000 --> 00:18:35.000]  什麼樣子的事情
[00:18:35.000 --> 00:18:40.000]  可以讓他們有這麼大的一個改變
[00:18:40.000 --> 00:18:43.000]  改變只是他們這些人嗎
[00:18:43.000 --> 00:18:46.000]  其實歷史歷代
[00:18:46.000 --> 00:18:48.000]  太多的信徒的改變的見證
[00:18:48.000 --> 00:18:49.000]  讓我們看到
[00:18:49.000 --> 00:18:51.000]  其實並不是這樣子
[00:18:51.000 --> 00:18:55.000]  只是他們而已
[00:18:55.000 --> 00:18:57.000]  初期教會的信徒
[00:18:57.000 --> 00:18:59.000]  其實對當時的一個社會
[00:18:59.000 --> 00:19:00.000]  有一個很大的影響
[00:19:00.000 --> 00:19:03.000]  有個學者寫一本書來描寫
[00:19:03.000 --> 00:19:06.000]  當時初期教會信徒
[00:19:06.000 --> 00:19:07.000]  就是揪圖
[00:19:07.000 --> 00:19:09.000]  對當時的一個社會的影響
[00:19:09.000 --> 00:19:12.000]  他總結有三個方面
[00:19:12.000 --> 00:19:14.000]  比如說第一個
