
[00:00:00.000 --> 00:00:02.600]  Good morning 早晨各位
[00:01:42.400 --> 00:01:46.600]  My mom passed away after 5 years of illness
[00:01:46.600 --> 00:01:50.600]  我媽媽是在2024年就離開世
[00:01:50.600 --> 00:01:55.600]  她是有5年的時間都是有病的
[00:01:55.600 --> 00:01:58.200]  And I've noticed since I haven't had as much chance to practice
[00:01:58.200 --> 00:02:02.000]  That my Cantonese is kind of not as good anymore
[00:02:02.000 --> 00:02:05.600]  你知道我沒那麼多機會去練習的時候
[00:02:05.600 --> 00:02:08.600]  所以我的廣東話不是講得那麼好
[00:02:08.600 --> 00:02:11.600]  So hopefully you forgive me if I want to spend more time with you
[00:02:11.600 --> 00:02:14.000]  So I can practice my tones
[00:02:14.000 --> 00:02:20.600]  我希望可以用多點時間和大家一起練習我的廣東話
[00:02:20.600 --> 00:02:23.800]  But today we are going to be talking about the leadership of our church
[00:02:23.800 --> 00:02:25.400]  Who we call elders
[00:02:25.400 --> 00:02:27.600]  我們今天會是講我們教會的領導
[00:02:27.600 --> 00:02:29.400]  我們所講的長老
[00:02:29.400 --> 00:02:32.000]  The Bible says that an elder is someone in the church
[00:02:32.000 --> 00:02:34.600]  Who helps lead and take care of God's people
[00:02:34.600 --> 00:02:37.200]  聖經上說長老就是在教會裏面
[00:02:37.200 --> 00:02:40.800]  幫助帶領和照顧神的子民的人
[00:02:40.800 --> 00:02:42.400]  Jesus is the head of the church
[00:02:42.400 --> 00:02:45.600]  And the elders are like loving coaches
[00:02:45.600 --> 00:02:47.400]  基督就是教會的頭
[00:02:47.400 --> 00:02:51.400]  而長老就好像是一個有愛心的教練
[00:02:51.400 --> 00:02:53.400]  Coaches who watch over the church family
[00:02:53.400 --> 00:02:54.600]  And teach God's word
[00:02:54.600 --> 00:02:56.600]  And show others what it looks like to follow Jesus
[00:02:56.600 --> 00:02:59.600]  這個教練就是守望著教會裏面的人
[00:02:59.600 --> 00:03:02.600]  教導神的話語和以他的生命
[00:03:02.600 --> 00:03:05.600]  去示範怎樣去跟隨耶穌
[00:03:05.600 --> 00:03:07.600]  I've been blessed to serve as an elder of this church
[00:03:07.600 --> 00:03:09.000]  For the last 10 years
[00:03:09.000 --> 00:03:13.600]  過去10年我很有福氣能夠在這個教會裏面擔任長老
[00:03:13.600 --> 00:03:15.400]  Now we know that these next few years
[00:03:15.400 --> 00:03:18.000]  will be a season of change for our church family
[00:03:18.000 --> 00:03:19.400]  我們知道未來幾年
[00:03:19.400 --> 00:03:22.600]  這個教會會進入一個很轉變的季節
[00:03:22.600 --> 00:03:25.000]  Elder Tyke just retired from his role as elder
[00:03:25.000 --> 00:03:26.200]  at the end of last year
[00:03:26.200 --> 00:03:29.800]  Tyke 長老在上年底的時候就正式的退休了
[00:03:29.800 --> 00:03:32.000]  That leaves us across all our congregations
[00:03:32.000 --> 00:03:33.400]  with just 3 elders
[00:03:33.400 --> 00:03:37.800]  我們這三個語言的堂會那裏
[00:03:37.800 --> 00:03:40.800]  只剩下3個長老
[00:03:40.800 --> 00:03:43.600]  And the reality is with over 500 members
[00:03:43.600 --> 00:03:45.000]  or people here at T4C
[00:03:45.000 --> 00:03:46.800]  there are not enough elders to lead
[00:03:46.800 --> 00:03:47.800]  and to care for everyone
[00:03:47.800 --> 00:03:51.800]  事實上T4C有差不多500人聚會
[00:03:51.800 --> 00:03:55.600]  而長老的人是不足夠帶領和照顧這麼多人的
[00:03:55.600 --> 00:03:58.000]  And it's not just elders either
[00:03:58.000 --> 00:04:00.400]  並不是單單是長老
[00:04:00.400 --> 00:04:02.800]  You all, we all have been praying
[00:04:02.800 --> 00:04:04.800]  for a Cantonese pastor for a long time now
[00:04:04.800 --> 00:04:11.200]  我們都為我們粵語部要有一個牧師討告
[00:04:11.200 --> 00:04:13.000]  But our current staff
[00:04:13.000 --> 00:04:14.600]  including Pastor Fred, Pastor Mike
[00:04:14.600 --> 00:04:16.200]  and our children's director Jody
[00:04:16.200 --> 00:04:18.200]  are all close to retirement age
[00:04:18.200 --> 00:04:20.800]  但是Fred 牧師和Mike 牧師
[00:04:20.800 --> 00:04:23.000]  兒童士工的主任 Jody
[00:04:23.000 --> 00:04:25.200]  他們已經接近退休的年齡了
[00:04:25.200 --> 00:04:27.200]  And we are also talking about church planting
[00:04:27.200 --> 00:04:30.600]  我們都有討論過席堂
[00:04:30.600 --> 00:04:33.600]  So we are going to need even more elders and pastors
[00:04:33.600 --> 00:04:36.600]  所以我們更需要更多的長老和更多的牧者
[00:04:36.600 --> 00:04:38.000]  So what does this mean?
[00:04:38.000 --> 00:04:41.600]  這一切是提醒我們什麼呢?
[00:04:41.600 --> 00:04:44.000]  We need leaders to step up now
[00:04:44.000 --> 00:04:46.800]  我們要多些領袖去站出來
[00:04:46.800 --> 00:04:50.000]  Because we are going to need more mature leaders in the coming years
[00:04:50.000 --> 00:04:51.600]  所以在我們未來幾年
[00:04:51.600 --> 00:04:54.400]  我們要更多的成熟的領袖
[00:04:54.400 --> 00:04:55.800]  And God's vision for the church
[00:04:55.800 --> 00:04:59.200]  always requires a new generation of leaders to step up
[00:04:59.200 --> 00:05:00.400]  神對教會的心意
[00:05:00.400 --> 00:05:04.200]  一向都是要新一代願意來裝備來服侍
[00:05:04.200 --> 00:05:05.800]  So as we look at God's word this morning
[00:05:05.800 --> 00:05:07.400]  I want to talk about the weight
[00:05:07.400 --> 00:05:11.200]  the glorious weight and responsibility of church leadership
[00:05:11.200 --> 00:05:14.200]  所以當我們今天一起打開神的話語的時候
[00:05:14.200 --> 00:05:17.000]  我想講一下教會的領導
[00:05:17.000 --> 00:05:19.800]  怎麼是榮耀的重責
[00:05:19.800 --> 00:05:20.800]  And I want to be clear
[00:05:20.800 --> 00:05:23.000]  It's not just for official elders
[00:05:23.000 --> 00:05:27.800]  but for anyone God's calling to step up into leadership
[00:05:27.800 --> 00:05:31.800]  不單止是正式的這個長老是任何神可以呼召的
[00:05:31.800 --> 00:05:33.200]  都要能夠參與
[00:05:33.200 --> 00:05:35.400]  And you might not feel like you're ready for it right now
[00:05:35.400 --> 00:05:39.400]  but God is preparing you for your part in the future
[00:05:39.400 --> 00:05:41.600]  你可能覺得自己未必準備好
[00:05:41.600 --> 00:05:44.200]  但是神已經準備了你
[00:05:44.200 --> 00:05:48.800]  將來要你成就你要盡的那個本分
[00:05:48.800 --> 00:05:50.200]  Let's start with a word of prayer
[00:05:50.200 --> 00:05:52.600]  我們開始我們的禱告
[00:05:52.600 --> 00:05:55.600]  Our great God we worship you this morning
[00:05:55.600 --> 00:05:58.800]  偉大的神我們在這裡來敬拜你
[00:05:58.800 --> 00:06:01.400]  We worship you with our presence
[00:06:01.400 --> 00:06:04.200]  我們用我們的來臨來敬拜你
[00:06:04.200 --> 00:06:05.400]  Our attention
[00:06:05.400 --> 00:06:06.800]  我們的專心
[00:06:06.800 --> 00:06:08.400]  And our response to your word
[00:06:08.400 --> 00:06:11.200]  我們對你的話語的回應來敬拜你
[00:06:11.200 --> 00:06:13.800]  We pray that you would give us your wisdom and your peace
[00:06:13.800 --> 00:06:18.000]  我們祈求你給我們智慧和平安
[00:06:18.000 --> 00:06:20.200]  It's in Jesus' wonderful name that we pray
[00:06:20.200 --> 00:06:22.400]  和主耶穌奇妙的名來禱告
[00:06:22.400 --> 00:06:24.800]  Amen
[00:06:24.800 --> 00:06:28.000]  OK, let's start by digging into our Bible verses
[00:06:28.000 --> 00:06:29.000]  好,我們開始的時候
[00:06:29.000 --> 00:06:31.400]  我們看看聖經裡面的經文
[00:06:31.400 --> 00:06:34.200]  So starting with 1 Peter 5
[00:06:34.200 --> 00:06:36.600]  彼得前書第五章
[00:06:36.600 --> 00:06:40.200]  OK, there's a section here, let's see
[00:06:40.200 --> 00:06:41.600]  Be shepherds of God's flock
[00:06:41.600 --> 00:06:43.800]  that is under your care watching over them
[00:06:43.800 --> 00:06:45.400]  not because you must
[00:06:45.400 --> 00:06:46.800]  but because you are willing
[00:06:46.800 --> 00:06:48.000]  as God wants you to be
[00:06:48.000 --> 00:06:50.000]  not pursuing dishonest gain
[00:06:50.000 --> 00:06:51.000]  but eager to serve
[00:06:51.000 --> 00:06:53.400]  not lording it over those entrusted to you
[00:06:53.400 --> 00:06:55.600]  but being examples to the flock
[00:06:55.600 --> 00:06:57.800]  我作了長老的
[00:06:57.800 --> 00:06:59.600]  作基督受苦的見證
[00:06:59.600 --> 00:07:02.800]  同享後來所要顯現的榮耀的
[00:07:02.800 --> 00:07:05.200]  勸你們在中間和我作長老的人
[00:07:05.200 --> 00:07:08.600]  務要牧養你中間神的群羊
[00:07:08.600 --> 00:07:10.800]  按著神旨意照顧他們
[00:07:10.800 --> 00:07:12.200]  不是出於勉強
[00:07:12.200 --> 00:07:13.800]  乃是出於甘心
[00:07:13.800 --> 00:07:15.200]  也不是因為貪財
[00:07:15.200 --> 00:07:16.800]  乃是出於樂意
[00:07:16.800 --> 00:07:18.800]  也不要合際所託付你們的
[00:07:18.800 --> 00:07:21.000]  乃是作群羊的榜樣
[00:07:21.000 --> 00:07:22.800]  到你要牧長顯現的時候
[00:07:22.800 --> 00:07:24.000]  你們必得
[00:07:24.000 --> 00:07:26.600]  永不需嘗那榮耀的冠冕
[00:07:26.600 --> 00:07:28.200]  Peter is telling the church elders
[00:07:28.200 --> 00:07:30.200]  to shepherd the flock
[00:07:30.200 --> 00:07:33.600]  彼得是吩咐教會的長老
[00:07:33.600 --> 00:07:35.800]  要牧養這個羊群
[00:07:35.800 --> 00:07:38.000]  This is a metaphor from everyday life
[00:07:38.000 --> 00:07:39.600]  back in ancient world
[00:07:39.600 --> 00:07:45.000]  這個比喻來自古代日常生活
[00:07:45.000 --> 00:07:47.800]  Today most of us aren't farmers or shepherds
[00:07:47.800 --> 00:07:50.000]  今日我們大部分人都不是農夫
[00:07:50.000 --> 00:07:51.800]  都不是牧羊人
[00:07:51.800 --> 00:07:52.800]  But in Peter's time
[00:07:52.800 --> 00:07:54.000]  shepherds were everywhere
[00:07:54.000 --> 00:07:55.800]  and everyone knew what they did
[00:07:55.800 --> 00:07:58.200]  但是在彼得那個時代的時候
[00:07:58.200 --> 00:08:00.000]  牧羊人是隨時都可以見到的
[00:08:00.000 --> 00:08:00.800]  每個人都知道
[00:08:00.800 --> 00:08:02.600]  牧羊人在做的是什麼
[00:08:02.600 --> 00:08:03.800]  This is a picture actually
[00:08:03.800 --> 00:08:05.800]  from when I was in the Middle East
[00:08:05.800 --> 00:08:08.800]  這幅相就是當我在中東的時候
[00:08:08.800 --> 00:08:09.600]  我拍的
[00:08:09.600 --> 00:08:10.800]  And I learned that like
[00:08:10.800 --> 00:08:12.000]  there are sheep everywhere
[00:08:12.000 --> 00:08:14.400]  我學到的就是
[00:08:14.400 --> 00:08:16.000]  在中東那個地方的時候
[00:08:16.000 --> 00:08:17.600]  這些羊周圍都見到的
[00:08:17.600 --> 00:08:18.600]  When you are driving around
[00:08:18.600 --> 00:08:20.000]  there are sheep in the streets
[00:08:20.000 --> 00:08:23.000]  當你在開車的時候
[00:08:23.000 --> 00:08:24.800]  你看到這些羊在街上
[00:08:24.800 --> 00:08:26.600]  So what is it like to be a shepherd?
[00:08:26.600 --> 00:08:33.200]  作為一個牧羊人的時候會是怎樣的呢?
[00:08:33.200 --> 00:08:36.200]  Okay, so guiding and feeding
[00:08:36.200 --> 00:08:39.200]  第一就是引導和餵養
[00:08:39.200 --> 00:08:40.800]  Shepherds spend all day
[00:08:40.800 --> 00:08:42.600]  taking care of their sheep
[00:08:42.600 --> 00:08:43.600]  牧羊人每天
[00:08:43.600 --> 00:08:45.800]  經常都是這樣照顧牠們的羊群
[00:08:45.800 --> 00:08:48.000]  They are making sure the sheep have food
[00:08:48.000 --> 00:08:49.200]  and water and shelter
[00:08:49.200 --> 00:08:52.200]  他們確保這個羊有食物
[00:08:52.200 --> 00:08:54.000]  有水和有地方
[00:08:54.000 --> 00:08:55.000]  They help to heal them
[00:08:55.000 --> 00:08:56.400]  when they are injured or sick
[00:08:56.400 --> 00:08:58.000]  當這個羊受傷的時候
[00:08:58.000 --> 00:08:59.000]  或者生病的時候
[00:08:59.000 --> 00:09:00.800]  他們會幫忙去醫治牠們
[00:09:00.800 --> 00:09:01.800]  Without a shepherd
[00:09:01.800 --> 00:09:03.600]  the sheep easily wander off
[00:09:03.600 --> 00:09:05.400]  get lost or fall into danger
[00:09:05.400 --> 00:09:07.000]  如果沒有這個羊的帶領的時候
[00:09:07.000 --> 00:09:10.400]  這個羊很容易迷失
[00:09:10.400 --> 00:09:12.600]  走失了或者跌下危險
[00:09:12.600 --> 00:09:15.800]  Shepherds also protect their sheep
[00:09:15.800 --> 00:09:21.000]  牧羊人同時保護這些羊群
[00:09:21.000 --> 00:09:22.600]  They protect them from predators
[00:09:22.600 --> 00:09:25.000]  and they guide them to safe pastures
[00:09:25.000 --> 00:09:26.600]  牧羊人保護這些羊群
[00:09:26.600 --> 00:09:29.400]  不會受到野獸的攻擊
[00:09:29.400 --> 00:09:31.800]  帶牠們去安全的草場
[00:09:31.800 --> 00:09:33.000]  They watch for trouble
[00:09:33.000 --> 00:09:35.800]  and they stand between the sheep and harm
[00:09:35.800 --> 00:09:37.800]  牧羊人留意四周圍的危險
[00:09:37.800 --> 00:09:41.200]  保養這些羊群免受傷害
[00:09:41.200 --> 00:09:44.200]  Shepherds also lead their sheep
[00:09:44.200 --> 00:09:46.800]  牧人也是帶領這些羊群
[00:09:46.800 --> 00:09:48.800]  The sheep learn the shepherd's voice
[00:09:48.800 --> 00:09:51.200]  and they follow them when they are called
[00:09:51.200 --> 00:09:54.400]  羊會認到牧羊人的聲音
[00:09:54.400 --> 00:09:56.000]  當牧羊人被叫的時候
[00:09:56.000 --> 00:09:57.600]  牧羊人會跟著牧羊人
[00:09:57.600 --> 00:09:59.800]  True shepherds lead by caring relationship
[00:09:59.800 --> 00:10:02.200]  not by force or by yelling
[00:10:02.200 --> 00:10:05.600]  真正的牧人會用關係和關心去帶領
[00:10:05.600 --> 00:10:07.000]  不是說要強迫他們
[00:10:07.000 --> 00:10:09.800]  或者大聲地喝他們
[00:10:09.800 --> 00:10:12.000]  You know, often in today's world
[00:10:12.000 --> 00:10:13.800]  leadership is about being in charge
[00:10:13.800 --> 00:10:15.600]  or being above others
[00:10:15.600 --> 00:10:18.000]  你知道在現在的世界裡面
[00:10:18.000 --> 00:10:20.400]  領導往往就是掌權
[00:10:20.400 --> 00:10:23.000]  或者是在人的高高在上
[00:10:23.000 --> 00:10:26.200]  But real leadership is about gaining trust
[00:10:26.200 --> 00:10:28.400]  through love and daily presence
[00:10:28.400 --> 00:10:29.800]  但是在整個國裡面
[00:10:29.800 --> 00:10:32.800]  真正的領導就是保護人們
[00:10:32.800 --> 00:10:34.200]  關心和服侍人
[00:10:34.200 --> 00:10:36.000]  It means getting close to people
[00:10:36.000 --> 00:10:38.400]  protecting, caring, serving
[00:10:38.400 --> 00:10:40.000]  and guiding by example
[00:10:40.000 --> 00:10:41.200]  真的是走近他們
[00:10:41.200 --> 00:10:42.400]  保護他們
[00:10:42.400 --> 00:10:43.400]  服侍他們
[00:10:43.400 --> 00:10:47.000]  用自己的生命作為一個榜樣去帶領
[00:10:47.000 --> 00:10:50.200]  And that's what Jesus as the good shepherd does for us
[00:10:50.200 --> 00:10:51.400]  這就是耶穌
[00:10:51.400 --> 00:10:54.200]  我們這個好牧人為我們所做的
[00:10:54.200 --> 00:10:57.600]  That's what elders are called to be examples of
[00:10:57.600 --> 00:10:59.000]  長老就是被呼召出來
[00:10:59.000 --> 00:11:01.600]  活出這個榜樣
[00:11:01.600 --> 00:11:04.400]  Shepherding is spending time with people
[00:11:04.400 --> 00:11:07.800]  牧羊就是要用時間跟人一起相處
[00:11:07.800 --> 00:11:10.200]  Really getting to know the church family
[00:11:10.200 --> 00:11:14.400]  真正認識這個教會裡面的家人
[00:11:14.400 --> 00:11:17.400]  Shepherding is walking alongside someone
[00:11:17.400 --> 00:11:18.800]  through their struggles
[00:11:18.800 --> 00:11:21.400]  是陪伴一個人走過他的困難
[00:11:21.400 --> 00:11:23.000]  Or helping to share wisdom
[00:11:23.000 --> 00:11:24.800]  for small and big decisions
[00:11:24.800 --> 00:11:26.400]  或者是有大小的決定的時候
[00:11:26.400 --> 00:11:28.600]  分享跟他分享的智慧
[00:11:28.600 --> 00:11:31.200]  Shepherding is leading by showing
[00:11:31.200 --> 00:11:33.400]  牧羊就是以身作則
[00:11:33.400 --> 00:11:34.600]  Not just telling
[00:11:34.600 --> 00:11:36.600]  不是就這樣用口講
[00:11:36.600 --> 00:11:39.000]  It's building trust that helps the whole church
[00:11:39.000 --> 00:11:40.400]  grow closer to Jesus
[00:11:40.400 --> 00:11:41.600]  是建立這個信任
[00:11:41.600 --> 00:11:47.800]  幫助這個教會更加親近耶穌
[00:11:47.800 --> 00:11:49.200]  Right now a lot of people
[00:11:49.200 --> 00:11:51.600]  are going through difficult times
[00:11:51.600 --> 00:11:54.200]  現在時候可能會有很多人
[00:11:54.200 --> 00:11:57.200]  是經歷到這個困難
[00:11:57.200 --> 00:11:59.400]  They need shepherds to help guide them
[00:11:59.400 --> 00:12:04.200]  他們需要這個牧羊人去引導他們
[00:12:04.200 --> 00:12:07.000]  The next passage we'll look is from James
[00:12:07.000 --> 00:12:10.800]  第二個經文我們要看的就是由雅各書
[00:12:10.800 --> 00:12:12.800]  James 3.1 warns
[00:12:12.800 --> 00:12:14.800]  Not many of you should become teachers
[00:12:14.800 --> 00:12:15.800]  my fellow believers
[00:12:15.800 --> 00:12:17.000]  because you know that
[00:12:17.000 --> 00:12:19.800]  we who teach will be judged more strictly
[00:12:19.800 --> 00:12:21.200]  他說三章第一節說
[00:12:21.200 --> 00:12:24.200]  我們的弟兄們不要作多人的師父
[00:12:24.200 --> 00:12:28.600]  因為曉得我們要受更重的判斷
[00:12:28.600 --> 00:12:30.000]  Now teaching in the church
[00:12:30.000 --> 00:12:31.600]  isn't just about preaching a sermon
[00:12:31.600 --> 00:12:33.200]  or leading a Bible class
[00:12:33.200 --> 00:12:36.000]  在教會裡面教導不是單單說道
[00:12:36.000 --> 00:12:38.000]  或者是帶茶經班
[00:12:38.000 --> 00:12:40.600]  It's really anytime we help someone understand
[00:12:40.600 --> 00:12:42.400]  what it means to follow Jesus
[00:12:42.400 --> 00:12:45.200]  是每一次當我們幫助別人
[00:12:45.200 --> 00:12:47.600]  去明白怎麼樣跟隨耶穌的時候
[00:12:47.600 --> 00:12:49.000]  這就是教導
[00:12:49.000 --> 00:12:52.000]  Now this might happen in conversations
[00:12:52.000 --> 00:12:53.200]  in your community
[00:12:53.200 --> 00:12:56.000]  or small groups or everyday life
[00:12:56.000 --> 00:12:58.200]  這可能是跟人聊天的時候
[00:12:58.200 --> 00:12:59.200]  在小組裡面
[00:12:59.200 --> 00:13:01.600]  跟人一起走的時候
[00:13:01.600 --> 00:13:04.400]  或者在日常的生活裡面
[00:13:04.400 --> 00:13:06.800]  Also teaching is not about status
[00:13:06.800 --> 00:13:10.000]  or seeking attention
[00:13:10.000 --> 00:13:13.400]  還有教導不是關於地位
[00:13:13.400 --> 00:13:17.400]  或者是要被人去注意
[00:13:17.400 --> 00:13:19.000]  It's about influence
[00:13:19.000 --> 00:13:22.800]  and with influence comes real responsibility
[00:13:22.800 --> 00:13:25.800]  教導是關於影響力
[00:13:25.800 --> 00:13:29.200]  而有影響力的就有真正的責任
[00:13:29.200 --> 00:13:30.200]  Elders and teachers
[00:13:30.200 --> 00:13:32.200]  don't just pass on information
[00:13:32.200 --> 00:13:34.200]  they help open up the Bible and say
[00:13:34.200 --> 00:13:36.400]  this is what it means to follow Jesus
[00:13:36.400 --> 00:13:40.200]  同時長老不是只是傳遞一個訊息
[00:13:40.200 --> 00:13:42.400]  就是打開聖經的時候
[00:13:42.400 --> 00:13:44.400]  然後跟人說
[00:13:44.400 --> 00:13:47.800]  這樣就是跟隨耶穌
[00:13:47.800 --> 00:13:49.400]  So the warning in James is that
[00:13:49.400 --> 00:13:50.600]  if we get it wrong
[00:13:50.600 --> 00:13:53.000]  we could mislead or wound
[00:13:53.000 --> 00:13:55.000]  or confuse God's people
[00:13:55.000 --> 00:13:59.800]  所以在雅各這樣警告我們的時候
[00:13:59.800 --> 00:14:02.400]  就是說如果我們教錯了人的時候
[00:14:02.400 --> 00:14:04.600]  就可能會誤導或者傷害
[00:14:04.600 --> 00:14:07.400]  或者令神所愛的人得到困擾
[00:14:07.400 --> 00:14:08.200]  And unfortunately
[00:14:08.200 --> 00:14:10.800]  we see so many examples of this in the world today
[00:14:10.800 --> 00:14:12.600]  在我們現在的世界的時候
[00:14:12.600 --> 00:14:15.400]  我們就會看到很多這樣的例子
[00:14:15.400 --> 00:14:16.800]  So called leaders and teachers
[00:14:16.800 --> 00:14:18.800]  who are misleading people
[00:14:18.800 --> 00:14:25.200]  有很多的教師不是真正是教錯人的
[00:14:25.200 --> 00:14:27.000]  But if we get it right
[00:14:27.000 --> 00:14:29.000]  但如果我們真的教到正確的時候
[00:14:29.000 --> 00:14:31.000]  If we are truly teaching God's word
[00:14:31.000 --> 00:14:34.400]  如果我們真的按神的話語去教人的時候
[00:14:34.400 --> 00:14:36.000]  We can help people build up their faith
[00:14:36.000 --> 00:14:38.600]  我們就能夠幫助他們建立信心
[00:14:38.600 --> 00:14:40.600]  And encourage lifelong discipleship
[00:14:40.600 --> 00:14:42.800]  又鼓勵他們一生作主的門徒
[00:14:42.800 --> 00:14:43.800]  This warning in James
[00:14:43.800 --> 00:14:46.400]  isn't meant to make us afraid of teaching
[00:14:46.400 --> 00:14:51.600]  這個警告不是說要我們很害怕去教人
[00:14:51.600 --> 00:14:54.000]  We shouldn't be afraid of helping others to grow
[00:14:54.000 --> 00:14:57.800]  我們不應該害怕幫助別人在屬靈的成長
[00:14:57.800 --> 00:14:59.400]  It just reminds us that God
[00:14:59.400 --> 00:15:02.200]  takes what we say and what we do seriously
[00:15:02.200 --> 00:15:03.400]  它只不過是提醒我們
[00:15:03.400 --> 00:15:05.800]  神很認真地看我們
[00:15:05.800 --> 00:15:07.200]  我們所講所做的
[00:15:07.200 --> 00:15:08.800]  神會很認真地看
[00:15:08.800 --> 00:15:11.400]  Because what we teach can affect people
[00:15:11.400 --> 00:15:12.800]  in very real ways
[00:15:12.800 --> 00:15:13.800]  因為我們所講
[00:15:13.800 --> 00:15:16.000]  我們所教導的
[00:15:16.000 --> 00:15:19.000]  會影響人的生命
[00:15:19.000 --> 00:15:21.600]  The third passage is from James 5:14
[00:15:21.600 --> 00:15:24.600]  第三個經文就是由《雅各書》第五章第十四節
[00:15:24.600 --> 00:15:29.400]  James links eldership closely with pastoral care
[00:15:29.400 --> 00:15:33.400]  雅各將長老的職份和牧羊的關係
[00:15:33.400 --> 00:15:35.000]  緊緊地連在一起
[00:15:35.000 --> 00:15:35.800]  Let me read it again
[00:15:35.800 --> 00:15:37.800]  Is anyone among you sick?
[00:15:37.800 --> 00:15:40.400]  Let them call the elders of the church to pray over them
[00:15:40.400 --> 00:15:43.200]  and anoint them with oil in the name of the Lord
[00:15:43.200 --> 00:15:44.600]  這次的經文是這麼說
[00:15:44.600 --> 00:15:47.800]  你們中間有病了的
[00:15:47.800 --> 00:15:51.400]  他就該請教會的長老來
[00:15:51.400 --> 00:15:52.800]  他們可以奉主的名
[00:15:52.800 --> 00:15:55.600]  用油抹他 為他禱告
[00:15:55.600 --> 00:15:58.000]  So the word that's used for anoint here
[00:15:58.000 --> 00:16:01.000]  means to rub or to pour oil on someone
[00:16:01.000 --> 00:16:02.800]  在這裡「羔抹」這個字
[00:16:02.800 --> 00:16:06.400]  就是用油去塗在人的身上
[00:16:06.400 --> 00:16:07.400]  In biblical times
[00:16:07.400 --> 00:16:09.600]  that's what people did for healing
[00:16:09.600 --> 00:16:10.600]  在聖經的時代
[00:16:10.600 --> 00:16:12.000]  這些人就是上堅的
[00:16:12.000 --> 00:16:14.800]  用一個治療的方法
[00:16:14.800 --> 00:16:16.200]  It was their medicine
[00:16:16.200 --> 00:16:18.600]  這些就是他們的藥物
[00:16:18.600 --> 00:16:20.800]  So James is telling the church
[00:16:20.800 --> 00:16:22.800]  to gather to elders to pray
[00:16:22.800 --> 00:16:24.600]  but also to care for the sick
[00:16:24.600 --> 00:16:26.000]  with practical help
[00:16:26.000 --> 00:16:27.600]  所以雅各祭的意思就是
[00:16:27.600 --> 00:16:30.600]  要教會的長老為這些病人來禱告
[00:16:30.600 --> 00:16:33.400]  同一個時候
[00:16:33.400 --> 00:16:36.000]  就用實際的方法來照顧他們
[00:16:36.000 --> 00:16:37.800]  就好像用藥物一樣
[00:16:37.800 --> 00:16:39.600]  Sometimes we think that elders
[00:16:39.600 --> 00:16:42.000]  are just meeting planners or sermon givers
[00:16:42.000 --> 00:16:44.800]  有時我們以為長老就是
[00:16:44.800 --> 00:16:46.200]  只不過是開會
[00:16:46.200 --> 00:16:47.600]  在這裡安排一些事
[00:16:47.600 --> 00:16:49.000]  或者是講一下道
[00:16:49.000 --> 00:16:52.600]  But God calls elders to step into those crisis moments
