
[00:00:00.000 --> 00:00:01.840]  (主席)各位頂子妹平安
[00:01:34.520 --> 00:01:36.280]  而最後一個範疇
[00:01:36.280 --> 00:01:38.040]  二十到二十六節
[00:01:38.040 --> 00:01:40.920]  就是為那些因信徒的見證
[00:01:40.920 --> 00:01:46.320]  而將會歸入耶穌名下的人來祈禱
[00:01:46.320 --> 00:01:49.080]  今日我在主日崇拜裡面所宣講的
[00:01:49.080 --> 00:01:51.760]  就是這一段的第二部分
[00:01:51.760 --> 00:01:53.320]  第六到第十九節
[00:01:53.320 --> 00:01:56.880]  就是為信靠自己的門徒來祈禱
[00:01:56.880 --> 00:01:59.640]  究竟即將釘十字架的老師
[00:01:59.640 --> 00:02:00.680]  耶穌
[00:02:00.680 --> 00:02:04.520]  會怎樣為自己的學生來祈禱呢
[00:02:04.520 --> 00:02:09.240]  讓我們先同心在主面前一起祈禱
[00:02:09.240 --> 00:02:14.800]  先愛我的上帝
[00:02:14.800 --> 00:02:17.920]  我們滿心感謝讚美祢
[00:02:17.920 --> 00:02:19.800]  讓我們有生命氣息
[00:02:19.800 --> 00:02:23.560]  來到你的聖殿當中來敬拜讚美祢
[00:02:23.560 --> 00:02:27.000]  多謝祢讓我們在人間感受到愛
[00:02:27.000 --> 00:02:29.960]  但是我們今天要看一段的禱文
[00:02:29.960 --> 00:02:33.200]  就是你即將離開世界
[00:02:33.200 --> 00:02:37.800]  離開那些跟你一起三年多的門徒
[00:02:37.800 --> 00:02:40.360]  究竟你怎樣來為他們祈禱呢
[00:02:40.360 --> 00:02:41.600]  我們很想知道
[00:02:41.600 --> 00:02:44.120]  求聖靈賜智慧給我們
[00:02:44.120 --> 00:02:45.800]  讓我們能夠同感一靈
[00:02:45.800 --> 00:02:49.800]  也知道當中祢所給我們的訊息
[00:02:49.800 --> 00:02:53.880]  以致我們能夠靠著經文繼續努力向前
[00:02:53.880 --> 00:02:55.640]  我們禱告祈求
[00:02:55.640 --> 00:02:58.480]  直賴救主耶穌基督特性明智
[00:02:58.480 --> 00:03:01.280]  阿門
[00:03:01.280 --> 00:03:04.240]  當學者分析這一段
[00:03:04.240 --> 00:03:08.640]  為已經信靠耶穌的門徒的禱文
[00:03:08.640 --> 00:03:10.440]  在研究的時候
[00:03:10.440 --> 00:03:15.000]  就發覺原來一開始第六到第十節
[00:03:15.000 --> 00:03:21.400]  就是耶穌先將門徒現在的身份和狀況
[00:03:21.400 --> 00:03:24.000]  再向上帝伸述
[00:03:24.000 --> 00:03:29.200]  然後祂就為門徒在三方面作出祈求
[00:03:29.200 --> 00:03:32.200]  我們先看看第六到第十節
[00:03:32.200 --> 00:03:37.000]  我請弟兄幫我們讀出第六到第十節
[00:03:37.000 --> 00:03:38.480]  預備起
[00:03:38.480 --> 00:03:45.200]  你從世上賜給我的人,我已把你的名顯明給他們
[00:03:45.200 --> 00:03:47.280]  他們本是你的
[00:03:47.280 --> 00:03:52.880]  你把他們賜給我,你們也遵守了你的道
[00:03:52.880 --> 00:03:56.200]  現在他們知道
[00:03:56.200 --> 00:04:01.200]  你所賜給我的一切都是從你那裡來的
[00:04:01.200 --> 00:04:06.280]  因為你所賜給我的話,我已經賜給他們
[00:04:06.280 --> 00:04:12.400]  他們也領受了,又確實知道我是從你出來的
[00:04:12.400 --> 00:04:15.200]  並且信你差了我來
[00:04:15.200 --> 00:04:19.480]  我為他們祈求,不為世人祈求
[00:04:19.480 --> 00:04:22.600]  卻為你所賜給我的人祈求
[00:04:22.600 --> 00:04:24.800]  因他們本是你的
[00:04:24.800 --> 00:04:27.480]  凡是我的都是你的
[00:04:27.480 --> 00:04:29.400]  你的也是我的
[00:04:29.400 --> 00:04:32.480]  並且我因他們得了榮耀
[00:04:32.480 --> 00:04:35.280]  好了,可以回到第六節,剛才那一版
[00:04:35.280 --> 00:04:38.880]  因為我弄的這個powerpoint有點不同
[00:04:38.880 --> 00:04:41.080]  我們先看看第六節
[00:04:41.080 --> 00:04:42.680]  第六節就說
[00:04:42.680 --> 00:04:49.080]  原來耶穌對上帝說出祂所代祷的對象是誰呢?
[00:04:49.080 --> 00:04:53.480]  第一句,祂說:你從世上賜給我的人
[00:04:53.480 --> 00:05:00.080]  其實這就是耶穌為一些跟祂一起傳道
[00:05:00.080 --> 00:05:03.480]  就是那三年多一起傳道的門徒所說的
[00:05:03.480 --> 00:05:04.880]  這就是祂的對象
[00:05:04.880 --> 00:05:09.280]  然後祂說:我以把你的名顯給他們
[00:05:09.280 --> 00:05:15.480]  原來這裡所說的名字不是簡單的名字
[00:05:15.480 --> 00:05:17.680]  即是耶和華這三個字,不是的
[00:05:17.680 --> 00:05:24.080]  原來這個名所說是包含了很實質的豐富內容
[00:05:24.080 --> 00:05:29.080]  包括了上帝的本體,上帝的本性和能力
[00:05:29.080 --> 00:05:31.080]  所以這句意思應該說
[00:05:31.080 --> 00:05:36.080]  耶穌說:我已經把你的本體、本性、能力
[00:05:36.080 --> 00:05:41.280]  完完全全顯給門徒知道
[00:05:41.280 --> 00:05:45.480]  耶穌也知道門徒本來就是屬於上帝,不是屬於自己
[00:05:45.480 --> 00:05:47.480]  是上帝所賜的
[00:05:47.480 --> 00:05:49.480]  所以在第六節最後那一句
[00:05:49.480 --> 00:05:54.280]  耶穌說:他們也遵守了你的道
[00:05:54.280 --> 00:05:59.680]  蛤?那些門徒已經遵守了上帝的道了嗎?
[00:05:59.680 --> 00:06:01.680]  他們還沒有回到天家
[00:06:01.680 --> 00:06:04.880]  耶穌又如何能夠堅定地說
[00:06:04.880 --> 00:06:08.280]  他們已經遵守了上帝的道呢?
[00:06:08.280 --> 00:06:12.080]  是的,雖然耶穌在祈禱的時候
[00:06:12.080 --> 00:06:16.680]  是按照門徒當時的狀況來說
[00:06:16.680 --> 00:06:22.280]  而他們真的還沒有完完全全遵守了上帝的道
[00:06:22.280 --> 00:06:23.280]  在那一刻
[00:06:23.280 --> 00:06:27.480]  甚至乎猶太人沒多久就會出賣耶穌
[00:06:27.480 --> 00:06:31.680]  彼得也沒多久會三次不認主
[00:06:31.680 --> 00:06:33.680]  但是聖經學者在這裡說
[00:06:33.680 --> 00:06:36.080]  耶穌之所以這樣說
[00:06:36.080 --> 00:06:41.280]  是為了表示對自己這一群跟了自己三年多的門徒
[00:06:41.280 --> 00:06:46.080]  他很相信他們最終一定能夠遵守主的道
[00:06:46.080 --> 00:06:48.680]  並且完成他們在地上的使命
[00:06:48.680 --> 00:06:52.480]  那個信心是很堅定的
[00:06:52.480 --> 00:06:58.480]  這令我想起前幾天剛剛退休的香港首富李嘉誠
[00:06:58.480 --> 00:07:01.680]  他退休那天在股東大會之後
[00:07:01.680 --> 00:07:03.880]  傳媒訪問他
[00:07:03.880 --> 00:07:08.080]  其中一句他向傳媒說
[00:07:08.080 --> 00:07:10.080]  「我今天心情...」
[00:07:10.080 --> 00:07:11.280]  我不模仿他
[00:07:11.280 --> 00:07:13.880]  「我今天心情很開心」
[00:07:13.880 --> 00:07:17.280]  尤其對於他的長子李澤鉅
[00:07:17.280 --> 00:07:20.680]  接棒,充滿信心
[00:07:20.680 --> 00:07:22.280]  記得他說什麼嗎?
[00:07:22.280 --> 00:07:25.280]  他說這個兒子跟了我三十多年
[00:07:25.280 --> 00:07:29.480]  我對他沒有信心是假的
[00:07:29.480 --> 00:07:31.280]  李嘉誠當然
[00:07:31.280 --> 00:07:34.480]  他不能夠完完全全保證他的兒子
[00:07:34.480 --> 00:07:37.680]  最終一定能夠保住他的江山
[00:07:37.680 --> 00:07:40.480]  甚至清出於藍
[00:07:40.480 --> 00:07:41.880]  他說這句話
[00:07:41.880 --> 00:07:48.080]  只是想表達他對他的兒子信心堅定
[00:07:48.080 --> 00:07:52.280]  耶穌對天父上帝的祈禱是一樣的
[00:07:52.280 --> 00:07:54.080]  耶穌是全知全能
[00:07:54.080 --> 00:07:59.480]  祂當然知道最終這些門徒一定能夠活出使命
[00:07:59.480 --> 00:08:04.280]  所以耶穌肯定地,也很堅定地說出
[00:08:04.280 --> 00:08:09.880]  「他們也遵守了祢的道」
[00:08:09.880 --> 00:08:12.080]  第九節
[00:08:12.080 --> 00:08:16.280]  祂說「我為他們祈求,不為世人祈求」
[00:08:16.280 --> 00:08:21.280]  這句話令人頭疼
[00:08:21.280 --> 00:08:25.280]  「啊?耶穌只是為門徒祈禱
[00:08:25.280 --> 00:08:29.080]  卻不關懷世人?不是吧?」
[00:08:29.080 --> 00:08:30.480]  當然不是
[00:08:30.480 --> 00:08:32.880]  耶穌怎麼會不關懷世人呢?
[00:08:32.880 --> 00:08:34.480]  大家想一想
[00:08:34.480 --> 00:08:38.080]  基督耶穌在世上的整個使命
[00:08:38.080 --> 00:08:40.080]  就是要拯救世人
[00:08:40.080 --> 00:08:42.880]  祂甘心樂意謙卑自己
[00:08:42.880 --> 00:08:44.480]  成為代罪羔羊
[00:08:44.480 --> 00:08:46.080]  釘身在十字架
[00:08:46.080 --> 00:08:48.680]  為你和我贖罪
[00:08:48.680 --> 00:08:51.680]  當然不會不關顧我們
[00:08:51.680 --> 00:08:54.280]  但為什麼耶穌會在這裏
[00:08:54.280 --> 00:08:58.280]  說明祂只是為門徒祈禱呢?
[00:08:58.280 --> 00:09:02.680]  就是因為耶穌知道祂即將離開人世
[00:09:02.680 --> 00:09:07.680]  而門徒究竟能否接到耶穌基督這個棚
[00:09:07.680 --> 00:09:12.280]  就成為你和我有沒有機會聽聞福音
[00:09:12.280 --> 00:09:17.480]  能夠獲得拯救一個很重要的元素
[00:09:17.480 --> 00:09:20.480]  這班門徒是非常非常重要
[00:09:20.480 --> 00:09:23.480]  始終耶穌救世的使命
[00:09:23.480 --> 00:09:26.480]  必須要有門徒
[00:09:26.480 --> 00:09:30.480]  對著道能夠忠心遵守
[00:09:30.480 --> 00:09:32.280]  並且宣告
[00:09:32.280 --> 00:09:34.880]  這亦是新教和賢教
[00:09:34.880 --> 00:09:36.680]  他們能夠將上帝的真理
[00:09:36.680 --> 00:09:38.280]  新教和賢教
[00:09:38.280 --> 00:09:41.480]  才能夠將福音廣傳
[00:09:41.480 --> 00:09:42.880]  所以
[00:09:42.880 --> 00:09:45.280]  上帝賜給耶穌的門徒
[00:09:45.280 --> 00:09:51.280]  就成為承繼大使命的關鍵人物
[00:09:51.280 --> 00:09:53.080]  耶穌因為這樣
[00:09:53.080 --> 00:09:55.480]  特別為他們祈求
[00:09:55.480 --> 00:09:58.080]  所以耶穌不是不理你和我
[00:09:58.080 --> 00:10:00.680]  但因為門徒的身份特別
[00:10:00.680 --> 00:10:03.080]  他們是很關鍵的接棒人
[00:10:03.080 --> 00:10:06.480]  所以耶穌特別為他們祈禱
[00:10:06.480 --> 00:10:10.080]  接著我們繼續看第十一至第十四節
[00:10:10.080 --> 00:10:14.280]  剩下的是耶穌跟上帝說了
[00:10:14.280 --> 00:10:17.280]  當時門徒的狀況和身份之後
[00:10:17.280 --> 00:10:20.880]  他開始要為這班人祈禱
[00:10:20.880 --> 00:10:26.080]  耶穌總共為他們有三個次項來代禱
[00:10:26.080 --> 00:10:30.080]  請姐妹為我們讀出第十一至第十四節
[00:10:40.480 --> 00:10:41.680]  聖父啊
[00:10:41.680 --> 00:10:43.680]  求祢因祢的名
[00:10:43.680 --> 00:10:46.480]  就是祢所賜給我的命
[00:10:46.480 --> 00:10:48.080]  保守他們
[00:10:48.080 --> 00:10:50.480]  使他們像我們一樣
[00:10:50.480 --> 00:10:52.480]  合而為一
[00:10:52.480 --> 00:10:55.480]  我與他們同在的時候
[00:10:55.480 --> 00:10:57.080]  我奉祢的名
[00:10:57.080 --> 00:11:00.080]  就是祢所賜給我的命
[00:11:00.080 --> 00:11:01.880]  保守了他們
[00:11:01.880 --> 00:11:04.480]  我也護衛了他們
[00:11:04.480 --> 00:11:07.480]  其中除了那滅亡之子
[00:11:07.480 --> 00:11:10.080]  沒有一個滅亡的
[00:11:10.080 --> 00:11:13.480]  好使經上的話得以應驗
[00:11:13.480 --> 00:11:16.280]  現在我到你那裡去
[00:11:16.280 --> 00:11:19.280]  我在世上說這話
[00:11:19.280 --> 00:11:23.680]  是要他們心裡充滿了我的喜樂
[00:11:23.680 --> 00:11:26.880]  我以把你的道賜給他們
[00:11:26.880 --> 00:11:28.680]  世界恨他們
[00:11:28.680 --> 00:11:31.480]  因為他們不屬世界
[00:11:31.480 --> 00:11:34.480]  正如我不屬世界一樣
[00:11:34.480 --> 00:11:37.880]  耶穌很清楚知道自己很快
[00:11:37.880 --> 00:11:40.080]  很快就要離開這個世界
[00:11:40.080 --> 00:11:43.080]  回到天父那裡
[00:11:43.080 --> 00:11:49.080]  跟那些仍然要在世上的門徒分開
[00:11:49.080 --> 00:11:53.480]  耶穌祈求聖父能夠保守這些門徒
[00:11:53.480 --> 00:11:56.280]  使他們像天父一樣
[00:11:56.280 --> 00:11:58.480]  他和天父一樣
[00:11:58.480 --> 00:12:00.280]  合而為一
[00:12:00.280 --> 00:12:05.480]  耶穌在禱告裡面特別關懷門徒的合一這件事情
[00:12:05.480 --> 00:12:10.080]  當然跟祂即將離開是有關的
[00:12:10.080 --> 00:12:15.680]  當身為老師的耶穌不在的時候
[00:12:15.680 --> 00:12:20.280]  門徒之間的合一就顯得特別重要了
[00:12:20.280 --> 00:12:21.480]  我舉個例子
[00:12:21.480 --> 00:12:23.080]  相信大家都記得
[00:12:23.080 --> 00:12:26.480]  門徒曾經爭誰大
[00:12:26.480 --> 00:12:28.480]  誰為大這件事
[00:12:28.480 --> 00:12:30.680]  他們在爭論
[00:12:30.680 --> 00:12:33.080]  很感恩當時耶穌在現場
[00:12:33.080 --> 00:12:34.480]  然後他就說了一句
[00:12:34.480 --> 00:12:37.080]  你們中間誰要做最大的
[00:12:37.080 --> 00:12:39.280]  就要成為最小的
[00:12:39.280 --> 00:12:40.880]  想要做領袖的
[00:12:40.880 --> 00:12:43.480]  你先要服侍別人
[00:12:43.480 --> 00:12:45.680]  路加福音是這樣說的
[00:12:45.680 --> 00:12:47.080]  耶穌這樣說幾句
[00:12:47.080 --> 00:12:50.080]  就能夠擺平風波了
[00:12:50.080 --> 00:12:50.880]  試想一下
[00:12:50.880 --> 00:12:53.880]  如果耶穌不在的話
[00:12:53.880 --> 00:12:55.880]  恐怕這些門徒
[00:12:55.880 --> 00:12:58.280]  早就鬧出很多不和
[00:12:58.280 --> 00:13:01.680]  甚至立刻就各散東西
[00:13:01.680 --> 00:13:06.080]  重整了魔鬼的改計
[00:13:06.080 --> 00:13:08.480]  或者我們從另一個角度去看
[00:13:08.480 --> 00:13:10.080]  如果門徒反過來
[00:13:10.080 --> 00:13:11.680]  他們能夠遵守
[00:13:11.680 --> 00:13:14.680]  彼此相愛這個命令的話
[00:13:14.680 --> 00:13:16.680]  合而為一
[00:13:16.680 --> 00:13:19.080]  其實就是那個結果
[00:13:19.080 --> 00:13:22.480]  當他們能夠遵守彼此相愛這個命令的話
[00:13:22.480 --> 00:13:23.480]  合而為一
[00:13:23.480 --> 00:13:27.280]  就是一個理所當然的結果
[00:13:27.280 --> 00:13:28.880]  當我還小的時候
[00:13:28.880 --> 00:13:30.880]  我記得我爸爸媽媽
[00:13:30.880 --> 00:13:33.480]  經常都教我和我弟弟
[00:13:33.480 --> 00:13:35.280]  你們要團結啊
[00:13:35.280 --> 00:13:38.280]  那些筷子夾在一起很難斷
[00:13:38.280 --> 00:13:40.680]  不知道說了多少次了
[00:13:40.680 --> 00:13:42.680]  所以我印象很深刻
[00:13:42.680 --> 00:13:43.680]  我爸爸呢
[00:13:43.680 --> 00:13:45.080]  尤其是我爸爸
[00:13:45.080 --> 00:13:47.280]  特別提醒我們一定要同心
[00:13:47.280 --> 00:13:50.080]  一定要團結
[00:13:50.080 --> 00:13:51.880]  或者
[00:13:51.880 --> 00:13:54.280]  耶穌當時的心情
[00:13:54.280 --> 00:13:57.280]  就好像我爸爸媽媽的心情一樣
[00:13:57.280 --> 00:13:58.480]  他們都想到
[00:13:58.480 --> 00:14:00.280]  如果
[00:14:00.280 --> 00:14:02.680]  這兩個小朋友還是小的時候
[00:14:02.680 --> 00:14:06.680]  而自己因某一些原因要離開的話
[00:14:06.680 --> 00:14:09.080]  只剩下我們兩兄弟的話
[00:14:09.080 --> 00:14:12.480]  那我們兩兄弟之間的團結
[00:14:12.480 --> 00:14:13.480]  同心
[00:14:13.480 --> 00:14:15.680]  就顯得更加重要
[00:14:15.680 --> 00:14:19.880]  因為當我們兩兄弟如果有爭執的時候
[00:14:19.880 --> 00:14:21.280]  當他們還在的時候
[00:14:21.280 --> 00:14:22.480]  可以做中間人
[00:14:22.480 --> 00:14:24.080]  可以做調停
[00:14:24.080 --> 00:14:25.880]  幫我們主持
[00:14:25.880 --> 00:14:26.880]  但是
[00:14:26.880 --> 00:14:28.880]  而當我們其中一個
[00:14:28.880 --> 00:14:30.480]  無論是我還是我弟弟
[00:14:30.480 --> 00:14:32.280]  需要幫忙的時候
[00:14:32.280 --> 00:14:34.080]  我爸爸媽媽也可以出手
[00:14:34.080 --> 00:14:36.480]  相助
[00:14:36.480 --> 00:14:37.480]  不過
[00:14:37.480 --> 00:14:39.680]  如果只剩下我們兩兄弟
[00:14:39.680 --> 00:14:42.080]  而如果我們彼此間的關係
[00:14:42.080 --> 00:14:43.480]  是不鞏固
[00:14:43.480 --> 00:14:45.680]  不同心的話
[00:14:45.680 --> 00:14:46.680]  我們爭拗
[00:14:46.680 --> 00:14:48.480]  沒有人會調停
[00:14:48.480 --> 00:14:49.880]  沒有人做中間人
[00:14:49.880 --> 00:14:53.880]  而如果我們一方面需要幫助的話
[00:14:53.880 --> 00:14:58.080]  可能我們因此之間的嚴規
[00:14:58.080 --> 00:14:59.680]  我們不去幫
[00:14:59.680 --> 00:15:00.480]  甚至乎
[00:15:00.480 --> 00:15:05.480]  根本對方有需要幫助我們都不知道
[00:15:05.480 --> 00:15:07.080]  這樣的話
[00:15:07.080 --> 00:15:10.080]  爸爸媽媽就是最傷心的一個
[00:15:10.080 --> 00:15:13.280]  兩兄弟之間如果不能夠彼此相愛
[00:15:13.280 --> 00:15:15.680]  甚至乎反目成仇
[00:15:15.680 --> 00:15:19.480]  每一對父母都不想見到
[00:15:19.480 --> 00:15:23.080]  所以我深信這個心情
[00:15:23.080 --> 00:15:24.480]  都是很多
[00:15:24.480 --> 00:15:26.480]  我爸爸媽媽這個心情
[00:15:26.480 --> 00:15:29.280]  都會是很多其他作為父母
[00:15:29.280 --> 00:15:31.080]  對自己子女的心情
[00:15:31.080 --> 00:15:33.480]  希望他們能夠彼此同心
[00:15:33.480 --> 00:15:35.880]  團結相愛
[00:15:35.880 --> 00:15:41.880]  耶穌特別為門徒的合一來祈禱
[00:15:41.880 --> 00:15:43.480]  這個門徒的關係
[00:15:43.480 --> 00:15:45.880]  也都包括你和我
[00:15:45.880 --> 00:15:47.280]  我們都需要合一
[00:15:47.280 --> 00:15:49.280]  我們都需要彼此相愛
[00:15:49.280 --> 00:15:52.480]  當我們能夠彼此相愛的話
[00:15:52.480 --> 00:15:53.680]  合而為一
[00:15:53.680 --> 00:15:58.880]  就是理所當然的結局
[00:15:58.880 --> 00:16:02.080]  這個是耶穌為那幫門徒
[00:16:02.080 --> 00:16:04.280]  祈禱的第一個事項
[00:16:04.280 --> 00:16:05.880]  合而為一
[00:16:05.880 --> 00:16:08.880]  接著第二第三項我一齊講
[00:16:08.880 --> 00:16:12.480]  請大家讀出第十五到第十九節
[00:16:12.480 --> 00:16:14.680]  我們一齊來讀,預備起
[00:16:14.680 --> 00:16:18.680]  「我不求他從世上接走
[00:16:18.680 --> 00:16:21.080]  只求祢保存他們
[00:16:21.080 --> 00:16:23.880]  使他們脫離那惡者
[00:16:23.880 --> 00:16:25.680]  他們不屬世界
[00:16:25.680 --> 00:16:28.280]  正如我不屬世界一樣
[00:16:28.280 --> 00:16:31.480]  求祢用真理使他們成聖
[00:16:31.480 --> 00:16:33.880]  祢的道就是真理
[00:16:33.880 --> 00:16:36.680]  祢怎樣猜我到世上
[00:16:36.680 --> 00:16:39.880]  我也照樣猜他們到世上
[00:16:39.880 --> 00:16:41.880]  我為他們的緣故
[00:16:41.880 --> 00:16:44.080]  使自己分別為聖
[00:16:44.080 --> 00:16:48.680]  為要使他們也因真理成聖」
[00:16:48.680 --> 00:16:50.680]  即將離世的耶穌基督
[00:16:50.680 --> 00:16:53.480]  在第十四和第十六節
[00:16:53.480 --> 00:16:54.880]  他一再重申
[00:16:54.880 --> 00:16:57.080]  門徒要留在世界
[00:16:57.080 --> 00:17:00.680]  但卻不能屬於世界
[00:17:00.680 --> 00:17:04.280]  門徒要留在世界卻不屬世界
[00:17:04.280 --> 00:17:06.480]  這表示門徒的身份
[00:17:06.480 --> 00:17:08.480]  雖然不屬世
[00:17:08.480 --> 00:17:11.480]  但他們的生活卻要入世
[00:17:11.480 --> 00:17:14.080]  他們的身體雖然入世
[00:17:14.080 --> 00:17:18.480]  但心靈卻要保持不屬世
[00:17:18.480 --> 00:17:21.280]  所以耶穌祈求上帝
[00:17:21.280 --> 00:17:24.880]  要令到這班門徒脫離那惡者
[00:17:24.880 --> 00:17:27.480]  就是撒旦的引誘
[00:17:27.480 --> 00:17:30.280]  也求上帝用真理的道
[00:17:30.280 --> 00:17:34.880]  使門徒能夠分別為聖
[00:17:34.880 --> 00:17:37.280]  並且立志一生為主而活
[00:17:37.280 --> 00:17:41.480]  要做到入世而不屬世
[00:17:41.480 --> 00:17:43.280]  所以第二和第三
[00:17:43.280 --> 00:17:45.680]  就是要脫離那惡者的誘惑
[00:17:45.680 --> 00:17:50.280]  以及要能夠做到分別為聖這兩項
[00:17:50.280 --> 00:17:52.680]  剛才兒童詩班
[00:17:52.680 --> 00:17:56.080]  他們獻唱的詩歌《上帝的禮物》
[00:17:56.080 --> 00:17:59.080]  不知道大家有沒有留意歌詞
[00:17:59.080 --> 00:18:00.680]  副歌的歌詞
[00:18:00.680 --> 00:18:04.080]  和剛才大家所聽的《耶穌的禱告》
[00:18:04.080 --> 00:18:06.880]  其實有很多共同點
[00:18:06.880 --> 00:18:11.080]  這首詩歌的創作人是一位媽媽
[00:18:11.080 --> 00:18:17.880]  我在那張光碟上附上了歌詞之外
[00:18:17.880 --> 00:18:23.880]  也寫下了這位母親創作這首歌的心聲
[00:18:23.880 --> 00:18:28.680]  我嘗試讀出來
[00:18:28.680 --> 00:18:31.280]  就算養兒一百歲
[00:18:31.280 --> 00:18:33.480]  長憂九十九
[00:18:33.480 --> 00:18:34.880]  作為父母的
[00:18:34.880 --> 00:18:38.880]  也不能夠一世陪伴著子女
[00:18:38.880 --> 00:18:42.480]  希望我們能夠指示孩子當走的路
[00:18:42.480 --> 00:18:45.880]  叫他們能夠到老也不偏離
[00:18:45.880 --> 00:18:47.680]  這也是作為父母
[00:18:47.680 --> 00:18:52.480]  能夠送給孩子最好的禮物
[00:18:52.480 --> 00:18:54.480]  哥哥曾經問過我
[00:18:54.480 --> 00:18:58.280]  「媽咪,你什麼時候回天父那裡?」
[00:18:58.280 --> 00:19:01.080]  我問他「為什麼你這樣問?」
[00:19:01.080 --> 00:19:05.880]  他說「我不希望你這麼快就回天父那裡」
[00:19:05.880 --> 00:19:09.080]  「因為我怕見不到你」
[00:19:09.080 --> 00:19:11.280]  我安慰他說
[00:19:11.280 --> 00:19:14.280]  「其實什麼時候回天父那裡」
[00:19:14.280 --> 00:19:16.880]  「是哪一天,其實我也不知道」
[00:19:16.880 --> 00:19:21.880]  「不過我相信如果天父真的要接我回天家的話」
[00:19:21.880 --> 00:19:28.080]  「天父一定會安排愛你的人繼續照顧你」
[00:19:28.080 --> 00:19:30.280]  這段歌詞令我很感動
[00:19:30.280 --> 00:19:31.680]  很觸動我
[00:19:31.680 --> 00:19:35.480]  因為我兒子也這樣問過我
[00:19:35.480 --> 00:19:38.280]  透過這個分享,透過這個歌詞
[00:19:38.280 --> 00:19:41.280]  這位媽媽她深深知道
[00:19:41.280 --> 00:19:46.680]  沒有人能夠掌握自己的壽命有多長
[00:19:46.680 --> 00:19:49.080]  如果自己真的先回天家
[00:19:49.080 --> 00:19:54.880]  她很盼望仍然留在世界的孩子
[00:19:54.880 --> 00:19:57.080]  能夠像針研所說
[00:19:57.080 --> 00:20:00.280]  倚靠天父走當行的路
[00:20:00.280 --> 00:20:01.880]  在人生這個路途上
[00:20:01.880 --> 00:20:04.280]  當他面對試探
[00:20:04.280 --> 00:20:06.680]  要站得高,要站得穩陣
[00:20:06.680 --> 00:20:09.680]  沿途就算經歷很多風雨
[00:20:09.680 --> 00:20:12.680]  也不要卻步
[00:20:12.680 --> 00:20:15.080]  她也充滿信心地說
[00:20:15.080 --> 00:20:20.880]  她知道孩子,你一定能做得到
[00:20:20.880 --> 00:20:22.480]  這位母親
[00:20:22.480 --> 00:20:25.680]  深深知道她和爸爸
[00:20:25.680 --> 00:20:28.680]  即她和丈夫所生的兒子
[00:20:28.680 --> 00:20:30.680]  其實是屬於上帝
[00:20:30.680 --> 00:20:32.880]  不是屬於自己
[00:20:32.880 --> 00:20:35.080]  她唯願這些小朋友
[00:20:35.080 --> 00:20:37.880]  能夠做到入世而不熟世
[00:20:37.880 --> 00:20:41.680]  永遠走在上帝的心意當中
[00:20:41.680 --> 00:20:44.080]  這位母親的心聲
[00:20:44.080 --> 00:20:46.880]  正正就是在受苦之前
[00:20:46.880 --> 00:20:51.880]  耶穌基督對門徒所說的奇緣
[00:20:51.880 --> 00:20:54.280]  各位頂子妹
[00:20:54.280 --> 00:20:57.680]  今天這一段耶穌的禱告
[00:20:57.680 --> 00:21:00.480]  我們看到門徒雖然已經領受了
[00:21:00.480 --> 00:21:03.480]  耶穌基督傳給他們的生命之道
[00:21:03.480 --> 00:21:06.080]  就是剛才所說的名字
