
[00:00:00.000 --> 00:00:04.000]  各位頂姐妹早晨,各位在網上崇拜的頂姐妹早晨
[00:02:29.000 --> 00:02:31.000]  你們為什麼稱呼我主啊主啊
[00:02:31.000 --> 00:02:33.000]  卻不遵行我的話呢?
[00:02:33.000 --> 00:02:35.000]  這裡講到
[00:02:35.000 --> 00:02:38.000]  很多信徒,他講的和他做的
[00:02:38.000 --> 00:02:40.000]  是有一個差距
[00:02:40.000 --> 00:02:44.000]  所以耶穌一直講論到這個地步
[00:02:44.000 --> 00:02:46.000]  就是一針見血
[00:02:46.000 --> 00:02:48.000]  很簡單,我們經常講
[00:02:48.000 --> 00:02:50.000]  我們聽到不行動
[00:02:50.000 --> 00:02:52.000]  或者我們在遵行主的話語裏
[00:02:52.000 --> 00:02:54.000]  和你在口裏講的是有一個差異
[00:02:54.000 --> 00:02:56.000]  問題在哪裏呢?
[00:02:56.000 --> 00:02:58.000]  我一旁的講道
[00:02:58.000 --> 00:03:00.000]  就是其他地方的講道
[00:03:00.000 --> 00:03:02.000]  我曾經去講
[00:03:02.000 --> 00:03:04.000]  現在這個時代的信徒
[00:03:04.000 --> 00:03:06.000]  就好像杯麵一樣
[00:03:06.000 --> 00:03:08.000]  這個杯麵就叫做什麼?
[00:03:08.000 --> 00:03:10.000]  速食麵
[00:03:10.000 --> 00:03:12.000]  不講那些牌子
[00:03:12.000 --> 00:03:14.000]  速食麵的特色
[00:03:14.000 --> 00:03:16.000]  一沖水
[00:03:16.000 --> 00:03:18.000]  就可以很快地吃得到
[00:03:18.000 --> 00:03:20.000]  這個世代
[00:03:20.000 --> 00:03:22.000]  就是很快的事情
[00:03:22.000 --> 00:03:24.000]  我自己在香港來
[00:03:24.000 --> 00:03:26.000]  都經常被人說太快
[00:03:26.000 --> 00:03:28.000]  就是那種速食文化
[00:03:28.000 --> 00:03:30.000]  這種速食文化影響到
[00:03:30.000 --> 00:03:32.000]  我們有什麼信徒呢?
[00:03:32.000 --> 00:03:34.000]  就是速食信徒
[00:03:34.000 --> 00:03:36.000]  什麼都要快
[00:03:36.000 --> 00:03:38.000]  信主,快一點
[00:03:38.000 --> 00:03:40.000]  讓我受浸
[00:03:40.000 --> 00:03:42.000]  信主,祈禱
[00:03:42.000 --> 00:03:44.000]  讓我有效果
[00:03:44.000 --> 00:03:46.000]  或者我學到什麼
[00:03:46.000 --> 00:03:48.000]  快一點可以達到什麼
[00:03:48.000 --> 00:03:50.000]  屬靈的高峰
[00:03:50.000 --> 00:03:52.000]  其實就不是這樣的
[00:03:52.000 --> 00:03:54.000]  我們知道信仰是一步一步來的
[00:03:54.000 --> 00:03:56.000]  但是這種速食的信徒
[00:03:56.000 --> 00:03:58.000]  速食的文化
[00:03:58.000 --> 00:04:00.000]  或者忽然信主
[00:04:00.000 --> 00:04:02.000]  忽然不見了
[00:04:02.000 --> 00:04:04.000]  很多這樣的情況
[00:04:04.000 --> 00:04:06.000]  另外一種就是在資訊發達
[00:04:06.000 --> 00:04:08.000]  我們有一個
[00:04:08.000 --> 00:04:10.000]  很像嬰兒
[00:04:10.000 --> 00:04:12.000]  叫巨嬰
[00:04:12.000 --> 00:04:14.000]  所以我們叫他巨嬰信徒
[00:04:14.000 --> 00:04:16.000]  因為巨嬰信徒
[00:04:16.000 --> 00:04:18.000]  應該
[00:04:18.000 --> 00:04:20.000]  一個嬰兒一邊吃奶
[00:04:20.000 --> 00:04:22.000]  慢慢長大
[00:04:22.000 --> 00:04:24.000]  但不是巨嬰
[00:04:24.000 --> 00:04:26.000]  嬰兒的比例就像我這麼巨型
[00:04:26.000 --> 00:04:28.000]  你說嚇死了
[00:04:28.000 --> 00:04:30.000]  為什麼不可以這樣呢?
[00:04:30.000 --> 00:04:32.000]  因為你看他的腳都還沒長齊
[00:04:32.000 --> 00:04:34.000]  走不了
[00:04:34.000 --> 00:04:36.000]  所以不斷吃
[00:04:36.000 --> 00:04:38.000]  為什麼?因為資訊爆炸的年代
[00:04:38.000 --> 00:04:40.000]  甚至在教會
[00:04:40.000 --> 00:04:42.000]  網上各樣的書
[00:04:42.000 --> 00:04:44.000]  電子書
[00:04:44.000 --> 00:04:46.000]  你要吸收所謂知識
[00:04:46.000 --> 00:04:48.000]  或者屬靈的知識
[00:04:48.000 --> 00:04:50.000]  是非常容易聽的
[00:04:50.000 --> 00:04:52.000]  我們在鑑木界
[00:04:52.000 --> 00:04:54.000]  或者信徒界都會說
[00:04:54.000 --> 00:04:56.000]  這兩年新冠肺炎
[00:04:56.000 --> 00:04:58.000]  人們真的聽了很多
[00:04:58.000 --> 00:05:00.000]  像嬰兒一樣
[00:05:00.000 --> 00:05:02.000]  很多東西都吸收了
[00:05:02.000 --> 00:05:04.000]  但是一直吃奶
[00:05:04.000 --> 00:05:06.000]  聽著聽著就變了巨嬰信徒
[00:05:06.000 --> 00:05:08.000]  不知道你有沒有一個共鳴
[00:05:08.000 --> 00:05:10.000]  或者你覺得
[00:05:10.000 --> 00:05:12.000]  有些人都是這樣
[00:05:12.000 --> 00:05:14.000]  不過通常聽到都是覺得別人是這樣
[00:05:14.000 --> 00:05:16.000]  不是自己是這樣
[00:05:16.000 --> 00:05:18.000]  我們去思想
[00:05:18.000 --> 00:05:20.000]  怎樣可以
[00:05:20.000 --> 00:05:22.000]  面對這個情況
[00:05:22.000 --> 00:05:24.000]  有時候都不是太關我們事
[00:05:24.000 --> 00:05:26.000]  因為時代影響到我們
[00:05:26.000 --> 00:05:28.000]  會很容易變成這樣的信徒
[00:05:28.000 --> 00:05:30.000]  我們先提醒一下
[00:05:30.000 --> 00:05:32.000]  所以今天的經文
[00:05:32.000 --> 00:05:34.000]  你會見到
[00:05:34.000 --> 00:05:36.000]  我們先看
[00:05:36.000 --> 00:05:38.000]  看心的問題
[00:05:38.000 --> 00:05:40.000]  但是上次已經說了
[00:05:40.000 --> 00:05:42.000]  我不詳細說了
[00:05:42.000 --> 00:05:44.000]  大家聽聽
[00:05:44.000 --> 00:05:46.000]  今天特別說
[00:05:46.000 --> 00:05:48.000]  耶穌一開始提醒
[00:05:48.000 --> 00:05:50.000]  就是很直接
[00:05:50.000 --> 00:05:52.000]  為什麼不遵行我的話
[00:05:52.000 --> 00:05:54.000]  你只有一把嘴
[00:05:54.000 --> 00:05:56.000]  他就用了一個比喻
[00:05:56.000 --> 00:05:58.000]  這個也是深入民心
[00:05:58.000 --> 00:06:00.000]  因為兒童主義學都經常唱
[00:06:00.000 --> 00:06:02.000]  聰明人防止蓋在盤石上
[00:06:02.000 --> 00:06:04.000]  可能你都聽過
[00:06:04.000 --> 00:06:06.000]  英文都是這樣的
[00:06:06.000 --> 00:06:08.000]  耶穌用這個例子
[00:06:08.000 --> 00:06:10.000]  在登山寶墳
[00:06:10.000 --> 00:06:12.000]  在平原寶墳
[00:06:12.000 --> 00:06:14.000]  都是重複去講論
[00:06:14.000 --> 00:06:16.000]  那裡說
[00:06:16.000 --> 00:06:18.000]  他一個人沒有根基
[00:06:18.000 --> 00:06:20.000]  剛才讀了經
[00:06:20.000 --> 00:06:22.000]  我很快講
[00:06:22.000 --> 00:06:24.000]  一個人不走路是怎樣
[00:06:24.000 --> 00:06:26.000]  他好像一個人建房
[00:06:26.000 --> 00:06:28.000]  挖地
[00:06:28.000 --> 00:06:30.000]  把根基安在盤石上
[00:06:30.000 --> 00:06:32.000]  有水來了
[00:06:32.000 --> 00:06:34.000]  房子就不動了
[00:06:34.000 --> 00:06:36.000]  房子就不動了
[00:06:36.000 --> 00:06:38.000]  如果
[00:06:38.000 --> 00:06:40.000]  如果聽就不去走
[00:06:40.000 --> 00:06:42.000]  是怎樣
[00:06:42.000 --> 00:06:44.000]  一個土地上蓋房
[00:06:44.000 --> 00:06:46.000]  沒有根基
[00:06:46.000 --> 00:06:48.000]  水一沖就塌了
[00:06:48.000 --> 00:06:50.000]  房子壞得很大
[00:06:50.000 --> 00:06:52.000]  我很難才找到這個圖
[00:06:52.000 --> 00:06:54.000]  很勉強
[00:06:54.000 --> 00:06:56.000]  這個例子
[00:06:56.000 --> 00:06:58.000]  這個耶穌的比喻
[00:06:58.000 --> 00:07:00.000]  是跟馬太夫音的
[00:07:00.000 --> 00:07:02.000]  你會發覺跟馬太夫音有點不同
[00:07:02.000 --> 00:07:04.000]  例如歌仔唱
[00:07:04.000 --> 00:07:06.000]  愚蠢人防止蓋在沙土上
[00:07:06.000 --> 00:07:08.000]  沒有了沙土
[00:07:08.000 --> 00:07:10.000]  究竟盧家講的
[00:07:10.000 --> 00:07:12.000]  重點在哪裏
[00:07:12.000 --> 00:07:14.000]  我會覺得
[00:07:14.000 --> 00:07:16.000]  在聽道
[00:07:16.000 --> 00:07:18.000]  不走道
[00:07:18.000 --> 00:07:20.000]  或是遵行神的道出了問題
[00:07:20.000 --> 00:07:22.000]  有時候是觀感問題
[00:07:22.000 --> 00:07:24.000]  有一點點都是
[00:07:24.000 --> 00:07:26.000]  比喻觀感
[00:07:26.000 --> 00:07:28.000]  影響到我們對於
[00:07:28.000 --> 00:07:30.000]  根基這東西的理解
[00:07:30.000 --> 00:07:32.000]  沒有根基
[00:07:32.000 --> 00:07:34.000]  很多時候好像很靜態
[00:07:34.000 --> 00:07:36.000]  怎樣才算是很靜態
[00:07:36.000 --> 00:07:38.000]  因為根基
[00:07:38.000 --> 00:07:40.000]  這個圖是怎樣
[00:07:40.000 --> 00:07:42.000]  一塊大盆石
[00:07:42.000 --> 00:07:44.000]  根基放在盆石上
[00:07:44.000 --> 00:07:46.000]  根基可能掘深一點
[00:07:46.000 --> 00:07:48.000]  房子蓋深一點
[00:07:48.000 --> 00:07:50.000]  工程師才告訴我
[00:07:50.000 --> 00:07:52.000]  但是很靜態
[00:07:52.000 --> 00:07:54.000]  你打好根基
[00:07:54.000 --> 00:07:56.000]  很穩陣
[00:07:56.000 --> 00:07:58.000]  我自己在教會這麼多年
[00:07:58.000 --> 00:08:00.000]  經常有一個觀感
[00:08:00.000 --> 00:08:02.000]  我們信了主之後
[00:08:02.000 --> 00:08:04.000]  怎樣打好根基
[00:08:04.000 --> 00:08:06.000]  就是多聽道
[00:08:06.000 --> 00:08:08.000]  多學聖經
[00:08:08.000 --> 00:08:10.000]  這是一定的
[00:08:10.000 --> 00:08:12.000]  我不是說錯 是一定對的
[00:08:12.000 --> 00:08:14.000]  盡心一點
[00:08:14.000 --> 00:08:16.000]  多聽信仰
[00:08:16.000 --> 00:08:18.000]  多理解神學
[00:08:18.000 --> 00:08:20.000]  好像很多知識的東西
[00:08:20.000 --> 00:08:22.000]  吸收了
[00:08:22.000 --> 00:08:24.000]  我們就可以打好根基
[00:08:24.000 --> 00:08:26.000]  甚至還有一個問題
[00:08:26.000 --> 00:08:28.000]  如果我們要弟兄姊妹去服侍
[00:08:28.000 --> 00:08:30.000]  你先不要太早
[00:08:30.000 --> 00:08:32.000]  你先打好根基
[00:08:32.000 --> 00:08:34.000]  他的意思就是說
[00:08:34.000 --> 00:08:36.000]  你先多聽 多理解
[00:08:36.000 --> 00:08:38.000]  如果你理解不夠
[00:08:38.000 --> 00:08:40.000]  你就不要去動
[00:08:40.000 --> 00:08:42.000]  所以很遲才被他
[00:08:42.000 --> 00:08:44.000]  侍奉
[00:08:44.000 --> 00:08:46.000]  就像面掃私事一樣
[00:08:46.000 --> 00:08:48.000]  我不是說對或錯
[00:08:48.000 --> 00:08:50.000]  但是很容易傾向你去傳福音
[00:08:50.000 --> 00:08:52.000]  你先讀多幾年聖經
[00:08:52.000 --> 00:08:54.000]  一會兒說錯了怎麼辦
[00:08:54.000 --> 00:08:56.000]  就是一種很靜態的
[00:08:56.000 --> 00:08:58.000]  吸收很多知識
[00:08:58.000 --> 00:09:00.000]  在希伯來人
[00:09:00.000 --> 00:09:02.000]  以色列人的講法裏面
[00:09:02.000 --> 00:09:04.000]  其實認識神
[00:09:04.000 --> 00:09:06.000]  或者知識
[00:09:06.000 --> 00:09:08.000]  尤其是認識神這個字
[00:09:08.000 --> 00:09:10.000]  其實是一個動態
[00:09:10.000 --> 00:09:12.000]  所以我第一樣講
[00:09:12.000 --> 00:09:14.000]  其實整件事
[00:09:14.000 --> 00:09:16.000]  第一點就是一個動字
[00:09:16.000 --> 00:09:18.000]  我們對根基
[00:09:18.000 --> 00:09:20.000]  這件事有一個
[00:09:20.000 --> 00:09:22.000]  不同的觀感
[00:09:22.000 --> 00:09:24.000]  不是靜態 是一個動態
[00:09:24.000 --> 00:09:26.000]  剛才講希伯來人
[00:09:26.000 --> 00:09:28.000]  以色列人講的認識
[00:09:28.000 --> 00:09:30.000]  其實本身認識這個字
[00:09:30.000 --> 00:09:32.000]  已經是一個動作
[00:09:32.000 --> 00:09:34.000]  動詞 認識
[00:09:34.000 --> 00:09:36.000]  不只是吸收知識
[00:09:36.000 --> 00:09:38.000]  我們很多時候講
[00:09:38.000 --> 00:09:40.000]  同房
[00:09:40.000 --> 00:09:42.000]  兩個
[00:09:42.000 --> 00:09:44.000]  一對夫婦 同房
[00:09:44.000 --> 00:09:46.000]  就是認識這個字
[00:09:46.000 --> 00:09:48.000]  互動
[00:09:48.000 --> 00:09:50.000]  有一種行動的意味
[00:09:50.000 --> 00:09:52.000]  本身我們去學習神
[00:09:52.000 --> 00:09:54.000]  認識神
[00:09:54.000 --> 00:09:56.000]  就是有一個行動在裏面
[00:09:56.000 --> 00:09:58.000]  本身的觀感就是這樣
[00:09:58.000 --> 00:10:00.000]  我用這個補充來講
[00:10:00.000 --> 00:10:02.000]  你要發覺
[00:10:02.000 --> 00:10:04.000]  你讀真這個經文
[00:10:04.000 --> 00:10:06.000]  我讀了很多次
[00:10:06.000 --> 00:10:08.000]  這個好像我們聽得很多
[00:10:08.000 --> 00:10:10.000]  但是我們是否有很大忽略呢
[00:10:10.000 --> 00:10:12.000]  他說凡到我這裏來
[00:10:12.000 --> 00:10:14.000]  聽見我話就去行的
[00:10:14.000 --> 00:10:16.000]  聽見他話就去行的
[00:10:16.000 --> 00:10:18.000]  其實是一個動作
[00:10:18.000 --> 00:10:20.000]  聽了就去做
[00:10:20.000 --> 00:10:22.000]  這個就是一個根基
[00:10:22.000 --> 00:10:24.000]  原來遵行就是一個根基
[00:10:24.000 --> 00:10:26.000]  變成根基是動態的
[00:10:26.000 --> 00:10:28.000]  我今天的講道不是很複雜
[00:10:28.000 --> 00:10:30.000]  我們一起去想
[00:10:30.000 --> 00:10:32.000]  那為什麼
[00:10:32.000 --> 00:10:34.000]  我們建立一個根基
[00:10:34.000 --> 00:10:36.000]  是要動態呢
[00:10:36.000 --> 00:10:38.000]  我想講一下
[00:10:38.000 --> 00:10:40.000]  大家
[00:10:40.000 --> 00:10:42.000]  這裏全部
[00:10:42.000 --> 00:10:44.000]  大部份都會駕車
[00:10:44.000 --> 00:10:46.000]  你學車的經驗是怎樣的
[00:10:46.000 --> 00:10:48.000]  是否看menu
[00:10:48.000 --> 00:10:50.000]  就是先看車的menu
[00:10:50.000 --> 00:10:52.000]  或者有個駕駛手冊
[00:10:52.000 --> 00:10:54.000]  告訴你那些交通規則
[00:10:54.000 --> 00:10:56.000]  然後你越看得多
[00:10:56.000 --> 00:10:58.000]  你就會懂得駕駛
[00:10:58.000 --> 00:11:00.000]  是否這樣的
[00:11:00.000 --> 00:11:02.000]  不是的
[00:11:02.000 --> 00:11:04.000]  我的經歷就是
[00:11:04.000 --> 00:11:06.000]  那時候我學車
[00:11:06.000 --> 00:11:08.000]  我那個年代已經不需要
[00:11:08.000 --> 00:11:10.000]  學那些棍波的
[00:11:10.000 --> 00:11:12.000]  棍波私家車
[00:11:12.000 --> 00:11:14.000]  學到我
[00:11:14.000 --> 00:11:16.000]  到考到牌
[00:11:16.000 --> 00:11:18.000]  大概80個小時
[00:11:18.000 --> 00:11:20.000]  因為
[00:11:20.000 --> 00:11:22.000]  覺得很難掌握
[00:11:22.000 --> 00:11:24.000]  第一堂師傅就講
[00:11:24.000 --> 00:11:26.000]  你怎樣去踩
[00:11:26.000 --> 00:11:28.000]  那個記憶紙
[00:11:28.000 --> 00:11:30.000]  理論很簡單
[00:11:30.000 --> 00:11:32.000]  但是做起來
[00:11:32.000 --> 00:11:34.000]  真的很難
[00:11:34.000 --> 00:11:36.000]  經常在馬路上死火
[00:11:36.000 --> 00:11:38.000]  死了很多次火
[00:11:38.000 --> 00:11:40.000]  所以就要有
[00:11:40.000 --> 00:11:42.000]  駕車學車的經驗
[00:11:42.000 --> 00:11:44.000]  尤其是我們年輕的
[00:11:44.000 --> 00:11:46.000]  我陪我的兒子去草中
[00:11:46.000 --> 00:11:48.000]  為什麼要草那麼多小時
[00:11:48.000 --> 00:11:50.000]  因為那個就是根基
[00:11:50.000 --> 00:11:52.000]  草中就是根基
[00:11:52.000 --> 00:11:54.000]  其實駕駛都是
[00:11:54.000 --> 00:11:56.000]  你越有經驗
[00:11:56.000 --> 00:11:58.000]  這個就是你的基礎
[00:11:58.000 --> 00:12:00.000]  或者我們改一個字叫基礎
[00:12:00.000 --> 00:12:02.000]  我們信仰的基礎
[00:12:02.000 --> 00:12:04.000]  就好像這些
[00:12:04.000 --> 00:12:06.000]  駕車學車的方向一樣
[00:12:06.000 --> 00:12:08.000]  我也好像曾經講過一個例子
[00:12:08.000 --> 00:12:10.000]  再講一下可能不是很記得
[00:12:10.000 --> 00:12:12.000]  我神學院有個老師
[00:12:12.000 --> 00:12:14.000]  她是女士
[00:12:14.000 --> 00:12:16.000]  她講道
[00:12:16.000 --> 00:12:18.000]  解經講得很好
[00:12:18.000 --> 00:12:20.000]  雖然有時候會
[00:12:20.000 --> 00:12:22.000]  她很平淡很溫柔
[00:12:22.000 --> 00:12:24.000]  所以聽到有時候睡了
[00:12:24.000 --> 00:12:26.000]  但是有時候聽起來
[00:12:26.000 --> 00:12:28.000]  真的很精彩
[00:12:28.000 --> 00:12:30.000]  那位神學院老師
[00:12:30.000 --> 00:12:32.000]  她講了一個例子
[00:12:32.000 --> 00:12:34.000]  她就一直陪她的女兒
[00:12:34.000 --> 00:12:36.000]  由她
[00:12:36.000 --> 00:12:38.000]  完全不懂小提琴
[00:12:38.000 --> 00:12:40.000]  開始陪她學
[00:12:40.000 --> 00:12:42.000]  她陪就不是放女兒在老師那裡
[00:12:42.000 --> 00:12:44.000]  就算了
[00:12:44.000 --> 00:12:46.000]  她是跟著那個老師
[00:12:46.000 --> 00:12:48.000]  跟著那個女兒在老師教她的時候
[00:12:48.000 --> 00:12:50.000]  一直聽著
[00:12:50.000 --> 00:12:52.000]  所以由零開始
[00:12:52.000 --> 00:12:54.000]  一直她就是
[00:12:54.000 --> 00:12:56.000]  那個女兒彈到八級
[00:12:56.000 --> 00:12:58.000]  都是這樣去聽課
[00:12:58.000 --> 00:13:00.000]  聽了那麼多年課
[00:13:00.000 --> 00:13:02.000]  但是她是不是就懂了小提琴呢
[00:13:02.000 --> 00:13:04.000]  很多理論
[00:13:04.000 --> 00:13:06.000]  超多
[00:13:06.000 --> 00:13:08.000]  如何細緻營造
[00:13:08.000 --> 00:13:10.000]  某個音符的一種感受
[00:13:10.000 --> 00:13:12.000]  但是真正學會的
[00:13:12.000 --> 00:13:14.000]  當然是她的女兒
[00:13:14.000 --> 00:13:16.000]  她用這個例子來鼓勵我們
[00:13:16.000 --> 00:13:18.000]  不是只是聽的
[00:13:18.000 --> 00:13:20.000]  根基或者基礎
[00:13:20.000 --> 00:13:22.000]  一個信仰的基礎
[00:13:22.000 --> 00:13:24.000]  就是這樣
[00:13:24.000 --> 00:13:26.000]  剛才我說路加福音的重點
[00:13:26.000 --> 00:13:28.000]  你會看到這段經文
[00:13:28.000 --> 00:13:30.000]  這裡
[00:13:30.000 --> 00:13:32.000]  就是說我沒有鞋禮
[00:13:32.000 --> 00:13:34.000]  對了
[00:13:34.000 --> 00:13:36.000]  你會發覺
[00:13:36.000 --> 00:13:38.000]  她
[00:13:38.000 --> 00:13:40.000]  不是說根基建立在
[00:13:40.000 --> 00:13:42.000]  什麼樣的材質上
[00:13:42.000 --> 00:13:44.000]  就是說
[00:13:44.000 --> 00:13:46.000]  你剛才聽的那個歌
[00:13:46.000 --> 00:13:48.000]  就是愚昧人的房子蓋沙土
[00:13:48.000 --> 00:13:50.000]  聰明人在盤石
[00:13:50.000 --> 00:13:52.000]  這裡沒有說
[00:13:52.000 --> 00:13:54.000]  原來這個比較極端
[00:13:54.000 --> 00:13:56.000]  就是說
[00:13:56.000 --> 00:13:58.000]  如果一個人
[00:13:58.000 --> 00:14:00.000]  不走路
[00:14:00.000 --> 00:14:02.000]  他就是建在盤石上
[00:14:02.000 --> 00:14:04.000]  但是如果那個人不走路
[00:14:04.000 --> 00:14:06.000]  就是沒有根基
[00:14:06.000 --> 00:14:08.000]  你看到嗎
[00:14:08.000 --> 00:14:10.000]  沒有根基
[00:14:10.000 --> 00:14:12.000]  什麼叫沒有根基呢
[00:14:12.000 --> 00:14:14.000]  給大家看一看
[00:14:14.000 --> 00:14:16.000]  我前陣子去黃金海洋玩
[00:14:16.000 --> 00:14:18.000]  去到主題樂園
[00:14:18.000 --> 00:14:20.000]  有什麼錶車
[00:14:20.000 --> 00:14:22.000]  做表演
[00:14:22.000 --> 00:14:24.000]  是警察追賊
[00:14:24.000 --> 00:14:26.000]  是警察追賊
[00:14:26.000 --> 00:14:28.000]  是警察追賊
[00:14:28.000 --> 00:14:30.000]  有沒有看過報警版
[00:14:30.000 --> 00:14:32.000]  前面也挺棒的
[00:14:32.000 --> 00:14:34.000]  好像去西部牛仔年代一樣
[00:14:34.000 --> 00:14:36.000]  接著你走到報警版後面
[00:14:36.000 --> 00:14:38.000]  怎麼樣
[00:14:38.000 --> 00:14:40.000]  真的只有一塊板
[00:14:40.000 --> 00:14:42.000]  下面有個木
[00:14:42.000 --> 00:14:44.000]  真的大風一點都會塌下來
[00:14:44.000 --> 00:14:46.000]  這個就是這樣
[00:14:46.000 --> 00:14:48.000]  完全沒有根基
[00:14:48.000 --> 00:14:50.000]  就是說
[00:14:50.000 --> 00:14:52.000]  一個人聽到不走路
[00:14:52.000 --> 00:14:54.000]  或者用這句話說
[00:14:54.000 --> 00:14:56.000]  或者只會用口說
[00:14:56.000 --> 00:14:58.000]  但是沒有遵行
[00:14:58.000 --> 00:15:00.000]  有這樣的情況
[00:15:00.000 --> 00:15:02.000]  我上次也說過
[00:15:02.000 --> 00:15:04.000]  我們在教會的日子內
[00:15:04.000 --> 00:15:06.000]  我們會說很多屬靈的言語
[00:15:06.000 --> 00:15:08.000]  會祈禱得很受花
[00:15:08.000 --> 00:15:10.000]  但是
[00:15:10.000 --> 00:15:12.000]  你可以說得很大
[00:15:12.000 --> 00:15:14.000]  沒有行道
[00:15:14.000 --> 00:15:16.000]  所以
[00:15:16.000 --> 00:15:18.000]  如果你說
[00:15:18.000 --> 00:15:20.000]  我們學小提琴學不成
[00:15:20.000 --> 00:15:22.000]  學駕車駕不成
[00:15:22.000 --> 00:15:24.000]  我們一個信仰
[00:15:24.000 --> 00:15:26.000]  我們沒有遵行神的道
[00:15:26.000 --> 00:15:28.000]  就好像沒有根基一樣
[00:15:28.000 --> 00:15:30.000]  那是什麼意思
[00:15:30.000 --> 00:15:32.000]  就是說會塌下來
[00:15:32.000 --> 00:15:34.000]  但是這個塌下來是什麼
[00:15:34.000 --> 00:15:36.000]  就是說我們信仰我們的人生
[00:15:36.000 --> 00:15:38.000]  甚至我們的永生
[00:15:38.000 --> 00:15:40.000]  都會出了問題
[00:15:40.000 --> 00:15:42.000]  因為沒有基礎
[00:15:42.000 --> 00:15:44.000]  我們信仰沒有基礎
[00:15:44.000 --> 00:15:46.000]  隨時都會塌下來
[00:15:46.000 --> 00:15:48.000]  而影響到我們整個人生和永生
[00:15:48.000 --> 00:15:50.000]  很嚴重
[00:15:50.000 --> 00:15:52.000]  當然
[00:15:52.000 --> 00:15:54.000]  他重複了一次
[00:15:54.000 --> 00:15:56.000]  如果一個人去行主的道
[00:15:56.000 --> 00:15:58.000]  聽了又行
[00:15:58.000 --> 00:16:00.000]  這個就是聽了不行
[00:16:00.000 --> 00:16:02.000]  就是一個對比
[00:16:02.000 --> 00:16:04.000]  我們會怎樣
[00:16:04.000 --> 00:16:06.000]  就是一個對比
[00:16:06.000 --> 00:16:08.000]  我們所謂行道怎樣行
[00:16:08.000 --> 00:16:10.000]  walk the talk
[00:16:10.000 --> 00:16:12.000]  其實行道就是說
