
[00:00:00.000 --> 00:00:03.000]  今天我們要結束《針刑》的系列
[00:04:06.800 --> 00:04:08.500]  其實我們見到
[00:04:08.500 --> 00:04:10.800]  有很多正義的怒氣
[00:04:10.800 --> 00:04:12.600]  值得我們去憤怒
[00:04:12.600 --> 00:04:14.300]  值得我們去生氣的
[00:04:14.300 --> 00:04:15.800]  就是例如
[00:04:15.800 --> 00:04:18.700]  我們見到弱小的人被欺凌
[00:04:19.000 --> 00:04:21.600]  有婦孺有兒童被欺凌
[00:04:21.600 --> 00:04:23.700]  我們絕對是應該要憤怒
[00:04:23.700 --> 00:04:26.200]  我之前都跟大家講過
[00:04:26.200 --> 00:04:30.400]  我們要為了那些不能夠保護自己的人
[00:04:30.400 --> 00:04:32.200]  來照顧他們
[00:04:32.200 --> 00:04:37.100]  例如每年有六十萬的小孩被墮胎
[00:04:37.100 --> 00:04:38.200]  被殺害
[00:04:38.200 --> 00:04:41.300]  這些是非常值得我們來憤怒
[00:04:41.300 --> 00:04:43.500]  還有在這個世上
[00:04:43.500 --> 00:04:46.600]  是有色情有性的交易
[00:04:47.000 --> 00:04:50.000]  尤其是涉及未成年少女
[00:04:50.000 --> 00:04:51.600]  涉及兒童
[00:04:51.600 --> 00:04:54.500]  我們更加是要為這些事來憤怒
[00:04:54.500 --> 00:04:56.600]  我們亦都見到
[00:04:56.600 --> 00:04:58.600]  是有販賣毒品
[00:04:58.600 --> 00:05:01.100]  不單止是販賣毒品
[00:05:01.100 --> 00:05:03.900]  還是將毒品賣給小孩
[00:05:03.900 --> 00:05:07.100]  我們應該為這些事來憤怒
[00:05:07.100 --> 00:05:09.700]  我們見到所以
[00:05:09.700 --> 00:05:11.600]  不是所有的憤怒
[00:05:11.600 --> 00:05:14.200]  不是所有的憤怒激動
[00:05:14.200 --> 00:05:15.200]  都是錯的
[00:05:15.700 --> 00:05:17.700]  只要是當我們憤怒的時候
[00:05:17.700 --> 00:05:19.700]  不是為了正義的憤怒
[00:05:19.700 --> 00:05:21.100]  這個是錯的
[00:05:21.100 --> 00:05:24.500]  你千萬不要因為有人得罪你
[00:05:24.500 --> 00:05:25.900]  你就跟他說
[00:05:25.900 --> 00:05:28.500]  我現在有公義的憤怒
[00:05:28.500 --> 00:05:30.000]  我現在有正義的憤怒
[00:05:30.000 --> 00:05:31.800]  別人激怒你
[00:05:31.800 --> 00:05:33.600]  這些不是正義的憤怒
[00:05:33.600 --> 00:05:34.900]  不是公義的憤怒
[00:05:34.900 --> 00:05:38.700]  每當是有跟你自己是有連帶關係
[00:05:38.700 --> 00:05:41.700]  無論是什麼事有人激怒你的話
[00:05:41.700 --> 00:05:43.000]  如果你憤怒的
[00:05:43.000 --> 00:05:44.700]  你都是犯了罪
[00:05:45.700 --> 00:05:46.600]  聖經說
[00:05:46.600 --> 00:05:48.800]  生氣卻不要犯罪
[00:05:48.800 --> 00:05:50.200]  很可惜
[00:05:50.200 --> 00:05:51.300]  很多時候
[00:05:51.300 --> 00:05:53.800]  我們自己都會很縱容自己的脾氣
[00:05:53.800 --> 00:05:55.800]  喜歡發脾氣就發脾氣
[00:05:55.800 --> 00:05:57.200]  一觸即發
[00:05:57.200 --> 00:05:59.200]  也有很多人說
[00:05:59.200 --> 00:06:00.400]  我沒有發脾氣
[00:06:00.400 --> 00:06:03.500]  但是他的內心就憤怒得咕咕聲
[00:06:03.500 --> 00:06:04.700]  憤怒得不得了
[00:06:04.700 --> 00:06:07.500]  你不要以為你不表現出來
[00:06:07.500 --> 00:06:09.500]  你就沒有憤怒
[00:06:09.500 --> 00:06:11.000]  你一樣都是憤怒
[00:06:11.000 --> 00:06:12.500]  一樣都是動腦
[00:06:12.500 --> 00:06:15.600]  我們不妨看看
[00:06:16.000 --> 00:06:17.400]  在我們自己的身上
[00:06:17.400 --> 00:06:19.800]  有些什麼時候我們動腦
[00:06:19.800 --> 00:06:20.900]  其實是犯罪
[00:06:20.900 --> 00:06:23.900]  其實我已經剛才說了
[00:06:23.900 --> 00:06:25.500]  如果你動腦
[00:06:25.500 --> 00:06:29.300]  不是為了不公義的事來動腦
[00:06:29.300 --> 00:06:31.000]  是為了你自己的事
[00:06:31.000 --> 00:06:32.700]  這個是犯罪
[00:06:32.700 --> 00:06:34.400]  第二點
[00:06:34.400 --> 00:06:36.900]  就是當你是對人
[00:06:36.900 --> 00:06:39.200]  你不是對事來生氣
[00:06:39.200 --> 00:06:41.200]  這個也是犯罪
[00:06:41.200 --> 00:06:42.900]  有人做錯事
[00:06:42.900 --> 00:06:45.200]  你應該是為那件事不高興
[00:06:45.700 --> 00:06:47.400]  但是如果你是倒轉頭
[00:06:47.400 --> 00:06:48.600]  你是生我的氣
[00:06:48.600 --> 00:06:50.300]  這個是犯罪
[00:06:50.300 --> 00:06:53.300]  也都是有時
[00:06:53.300 --> 00:06:56.500]  如果我們發覺自己是時時生氣
[00:06:56.500 --> 00:06:58.000]  沒有一個寬恕的心
[00:06:58.000 --> 00:06:59.600]  這個是罪
[00:06:59.600 --> 00:07:01.700]  還有一樣就是
[00:07:01.700 --> 00:07:05.100]  如果我們發覺我們是有報復的心理
[00:07:05.100 --> 00:07:07.100]  這個顯明就是罪
[00:07:07.100 --> 00:07:09.000]  包括很多時
[00:07:09.000 --> 00:07:10.700]  當有人說我們
[00:07:10.700 --> 00:07:12.300]  我們馬上說回什麼
[00:07:12.300 --> 00:07:13.900]  你都是這樣
[00:07:13.900 --> 00:07:16.800]  這個其實就是一個報復
[00:07:16.800 --> 00:07:18.300]  這個也是罪
[00:07:18.300 --> 00:07:20.300]  我們一起來看看
[00:07:20.300 --> 00:07:21.800]  在《針研》裡面
[00:07:21.800 --> 00:07:24.800]  怎樣教我們用六個辦法
[00:07:24.800 --> 00:07:26.800]  來控制我們的脾氣
[00:07:26.800 --> 00:07:28.900]  控制我們的情緒
[00:07:28.900 --> 00:07:31.500]  第一點
[00:07:31.500 --> 00:07:34.300]  就是我們要有一個忍耐的心
[00:07:34.300 --> 00:07:36.200]  剛才讀過經文
[00:07:36.200 --> 00:07:38.200]  《針研》二十五章八節
[00:07:38.200 --> 00:07:42.100]  說不要無失出去與人爭競
[00:07:42.300 --> 00:07:44.400]  免得自終被他羞辱
[00:07:44.400 --> 00:07:47.100]  你就不知道怎樣行了
[00:07:47.100 --> 00:07:48.500]  無失
[00:07:48.500 --> 00:07:51.500]  就是說我們處理事情太快
[00:07:51.500 --> 00:07:53.900]  我們回應得太快
[00:07:53.900 --> 00:07:56.100]  根本都未經大腦
[00:07:56.100 --> 00:07:59.200]  這個就是會帶來羞辱
[00:07:59.200 --> 00:08:01.800]  這個就是顯示出我們不夠耐性
[00:08:01.800 --> 00:08:05.500]  我們應該回應之前先禱告
[00:08:05.500 --> 00:08:07.000]  先想清楚
[00:08:07.000 --> 00:08:09.700]  然後才作決定來應對
[00:08:09.700 --> 00:08:12.000]  而不是衝動地去應對
[00:08:12.600 --> 00:08:14.200]  其實不是這麼容易的
[00:08:14.200 --> 00:08:17.100]  因為我們知道當有事發生的時候
[00:08:17.100 --> 00:08:20.000]  我們很容易就被沖昏了頭腦
[00:08:20.000 --> 00:08:22.300]  我們不能夠再冷靜
[00:08:22.300 --> 00:08:24.300]  不能夠再理智地去想
[00:08:24.300 --> 00:08:26.700]  所以遇見這些情形的時候
[00:08:26.700 --> 00:08:30.000]  你不要用腦來想怎樣處理
[00:08:30.000 --> 00:08:32.900]  因為你的腦已經不能夠冷靜
[00:08:32.900 --> 00:08:35.400]  你要用心來處理事情
[00:08:35.400 --> 00:08:37.900]  你要用性靈來帶領你
[00:08:37.900 --> 00:08:40.700]  幫助你有個改變的心
[00:08:40.800 --> 00:08:43.600]  能夠有忍耐能夠處理事情
[00:08:43.600 --> 00:08:45.900]  如果不是這樣做的話
[00:08:45.900 --> 00:08:49.500]  我們就會好像今天《針研》25章8節所說
[00:08:49.500 --> 00:08:51.200]  我們做出來的事
[00:08:51.200 --> 00:08:52.700]  不夠忍耐
[00:08:52.700 --> 00:08:55.400]  就會是招致羞辱
[00:08:55.400 --> 00:08:57.500]  就會是非常愚蠢
[00:08:57.500 --> 00:08:59.900]  我也可以講講就是
[00:08:59.900 --> 00:09:02.000]  因為今天在戶外敬拜
[00:09:02.000 --> 00:09:05.300]  我的那些PowerPoint是要很大隻那些字
[00:09:05.300 --> 00:09:07.600]  所以我是沒有平時那麼詳細
[00:09:07.800 --> 00:09:11.600]  但是用了我load在我們的webpage上的那些
[00:09:11.600 --> 00:09:13.100]  是有那麼詳細的
[00:09:13.100 --> 00:09:15.400]  所以你們不需要take note
[00:09:15.400 --> 00:09:18.200]  我們一起來看看
[00:09:18.200 --> 00:09:21.400]  神說你不要那麼快動怒
[00:09:21.400 --> 00:09:23.000]  你要慢慢地聽
[00:09:23.000 --> 00:09:25.400]  在《針研》的18章13節
[00:09:25.400 --> 00:09:27.800]  我們以前都是講過的經文
[00:09:27.800 --> 00:09:31.000]  未曾聽完先回答的
[00:09:31.000 --> 00:09:33.700]  便是他的愚昧和羞辱
[00:09:33.700 --> 00:09:36.800]  一個人未搞清楚事情的真相
[00:09:36.800 --> 00:09:38.400]  你都未聽清楚
[00:09:38.400 --> 00:09:39.600]  你就發怒
[00:09:39.600 --> 00:09:44.100]  這一個就是《針研》18章13節告訴我們
[00:09:44.100 --> 00:09:46.600]  會帶致羞辱給自己
[00:09:46.600 --> 00:09:49.100]  29章20節
[00:09:49.100 --> 00:09:50.600]  《針研》也都說
[00:09:50.600 --> 00:09:52.900]  你見言語急躁的人魔
[00:09:52.900 --> 00:09:55.900]  愚昧人比他更有指望
[00:09:55.900 --> 00:09:57.700]  兩節的經文
[00:09:57.700 --> 00:10:00.300]  一節在這18章13節
[00:10:00.300 --> 00:10:03.300]  說未聽清楚就回答就回應的
[00:10:03.300 --> 00:10:04.500]  這個是愚蠢的
[00:10:04.800 --> 00:10:08.000]  另外一節的經文在這29章20節
[00:10:08.000 --> 00:10:10.700]  說你未想清楚就回應
[00:10:10.700 --> 00:10:12.700]  這個也是愚蠢的
[00:10:12.700 --> 00:10:15.200]  我們應該要冷靜下來
[00:10:15.200 --> 00:10:17.900]  讓聖靈來帶領我們的心
[00:10:17.900 --> 00:10:19.500]  來作出決定
[00:10:19.500 --> 00:10:20.600]  分析事情
[00:10:20.600 --> 00:10:22.700]  怎樣來處理
[00:10:22.700 --> 00:10:24.500]  有人說
[00:10:24.500 --> 00:10:25.800]  我做不到
[00:10:25.800 --> 00:10:28.000]  我一生氣的時候
[00:10:28.000 --> 00:10:29.500]  我就不能夠冷靜
[00:10:29.500 --> 00:10:30.700]  我絕對做不到
[00:10:30.700 --> 00:10:33.300]  其實我想你是做得到
[00:10:33.700 --> 00:10:35.600]  但是你選擇不去做
[00:10:35.600 --> 00:10:38.000]  我不知道大家有沒有試過
[00:10:38.000 --> 00:10:41.500]  當你兩夫妻吵架吵到臉紅臉綠
[00:10:41.500 --> 00:10:43.200]  吵到很大聲
[00:10:43.200 --> 00:10:44.300]  很激動
[00:10:44.300 --> 00:10:46.000]  突然間電話響
[00:10:46.000 --> 00:10:47.400]  你會怎樣
[00:10:47.400 --> 00:10:48.500]  拿起電話
[00:10:48.500 --> 00:10:49.600]  陰聲細氣
[00:10:49.600 --> 00:10:50.700]  喂
[00:10:50.700 --> 00:10:52.000]  哪位啊
[00:10:52.000 --> 00:10:53.600]  找哪位
[00:10:53.600 --> 00:10:55.700]  你做得到的
[00:10:55.700 --> 00:10:56.600]  是不是
[00:10:56.600 --> 00:10:59.300]  但是因為你不肯去做
[00:10:59.300 --> 00:11:00.800]  因為你揀選
[00:11:00.800 --> 00:11:02.100]  你是要生氣
[00:11:02.100 --> 00:11:03.800]  你揀選要發脾氣
[00:11:03.800 --> 00:11:05.700]  其實我們是做得到
[00:11:05.700 --> 00:11:08.200]  我們看看
[00:11:08.200 --> 00:11:10.500]  我們要讓聖靈來帶領我們
[00:11:10.500 --> 00:11:11.400]  下一次
[00:11:11.400 --> 00:11:13.200]  當你是想發脾氣的時候
[00:11:13.200 --> 00:11:14.900]  先冷靜下來
[00:11:14.900 --> 00:11:16.900]  讓聖靈來帶領你
[00:11:16.900 --> 00:11:18.600]  用心來分析一下
[00:11:18.600 --> 00:11:21.500]  正如好像《針研》的十五章十八節
[00:11:21.500 --> 00:11:23.800]  說暴怒的人
[00:11:23.800 --> 00:11:25.400]  挑起爭端
[00:11:25.400 --> 00:11:26.800]  忍怒的人
[00:11:26.800 --> 00:11:28.200]  止息紛爭
[00:11:28.200 --> 00:11:30.600]  我們要止息紛爭
[00:11:30.800 --> 00:11:32.600]  我們要平息紛爭
[00:11:32.600 --> 00:11:35.600]  在《針研》的十四章十七節
[00:11:35.600 --> 00:11:37.600]  說輕易發怒的
[00:11:37.600 --> 00:11:39.600]  行事愚妄
[00:11:39.600 --> 00:11:41.500]  設立詭計的
[00:11:41.500 --> 00:11:42.900]  避人行戶
[00:11:42.900 --> 00:11:44.800]  我們要很小心
[00:11:44.800 --> 00:11:47.400]  當我們很容易發脾氣的時候
[00:11:47.400 --> 00:11:49.000]  經文告訴我們
[00:11:49.000 --> 00:11:50.700]  我們就是一個愚蠢的人
[00:11:50.700 --> 00:11:53.500]  在歷史當中有一個例子
[00:11:53.500 --> 00:11:55.200]  就是亞歷山大大帝
[00:11:55.200 --> 00:11:56.700]  我們知道
[00:11:56.700 --> 00:11:59.900]  他是非常善於打仗
[00:12:00.400 --> 00:12:02.400]  到最後他簡直覺得
[00:12:02.400 --> 00:12:05.300]  沒有地方能夠讓他再佔據
[00:12:05.300 --> 00:12:06.700]  能夠讓他征服
[00:12:06.700 --> 00:12:08.400]  以致他是很傷心
[00:12:08.400 --> 00:12:12.100]  原來他有一個好朋友叫做克里特斯
[00:12:12.100 --> 00:12:14.800]  這個不單止是他的好朋友
[00:12:14.800 --> 00:12:17.600]  還是他從小和他一起長大
[00:12:17.600 --> 00:12:20.400]  在他的手下是他其中一個將軍
[00:12:20.400 --> 00:12:23.000]  非常非常好的朋友
[00:12:23.000 --> 00:12:25.500]  但是有一次
[00:12:25.500 --> 00:12:28.100]  這個克里特斯就是喝醉了走
[00:12:28.600 --> 00:12:30.900]  他當著眾人的面前
[00:12:30.900 --> 00:12:34.300]  來威嚇亞歷山大帝
[00:12:34.300 --> 00:12:36.000]  來嘲笑他
[00:12:36.000 --> 00:12:38.700]  亞歷山大大帝很生氣
[00:12:38.700 --> 00:12:42.500]  於是他就在他身邊的一個士兵的手上
[00:12:42.500 --> 00:12:44.000]  拿著一支長矛
[00:12:44.000 --> 00:12:46.100]  向著克里特斯丟過去
[00:12:46.100 --> 00:12:48.200]  刀劍無眼
[00:12:48.200 --> 00:12:51.000]  他本來只是想嚇嚇他這個朋友
[00:12:51.000 --> 00:12:54.100]  誰知道一個長矛射過去
[00:12:54.100 --> 00:12:56.100]  將他的朋友射死了
[00:12:57.300 --> 00:13:00.400]  亞歷山大大帝是很傷心很傷心
[00:13:00.400 --> 00:13:02.700]  他絕對不想殺死他的朋友
[00:13:02.700 --> 00:13:06.700]  他想用同一支長矛來自殺
[00:13:06.700 --> 00:13:10.200]  但是被他的士兵來阻止他
[00:13:10.200 --> 00:13:13.600]  他為了這件事病倒在床上
[00:13:13.600 --> 00:13:15.500]  他大聲罵自己
[00:13:15.500 --> 00:13:17.500]  說自己是一個謀殺犯
[00:13:17.500 --> 00:13:21.600]  我們看到亞歷山大大帝就是一個
[00:13:21.600 --> 00:13:23.900]  能夠征服全世界
[00:13:23.900 --> 00:13:26.700]  但是他不能夠征服自己的人
[00:13:27.400 --> 00:13:28.600]  所以我們看到
[00:13:28.600 --> 00:13:29.900]  我們要很小心
[00:13:29.900 --> 00:13:30.700]  第一點
[00:13:30.700 --> 00:13:33.300]  我們是要有一個忍耐的心
[00:13:33.300 --> 00:13:36.500]  除了要有一個忍耐的心
[00:13:36.500 --> 00:13:38.700]  第二點我們是需要
[00:13:38.700 --> 00:13:41.000]  是有一個愛心
[00:13:41.000 --> 00:13:44.200]  剛才我們也讀到這席的經文
[00:13:44.200 --> 00:13:47.400]  曾賢的二十五章九至到十節
[00:13:47.400 --> 00:13:50.200]  你與淪射真誦
[00:13:50.200 --> 00:13:52.300]  要與他一人辯論
[00:13:52.300 --> 00:13:54.700]  不可洩漏人的密使
[00:13:54.900 --> 00:13:57.500]  恐怕聽見的人罵你
[00:13:57.500 --> 00:14:00.100]  你的臭名就難以脫離
[00:14:00.100 --> 00:14:02.200]  我們看到這裡
[00:14:02.200 --> 00:14:04.200]  淪射和朋友
[00:14:04.200 --> 00:14:06.000]  其實是同一個意思
[00:14:06.000 --> 00:14:08.000]  當你與朋友
[00:14:08.000 --> 00:14:11.200]  是有爭論的時候
[00:14:11.200 --> 00:14:13.000]  你要一個人走去
[00:14:13.000 --> 00:14:14.300]  與他講
[00:14:14.300 --> 00:14:15.700]  指出對方的錯
[00:14:15.700 --> 00:14:18.600]  你千萬不要將他的秘密
[00:14:18.600 --> 00:14:19.700]  洩露出來
[00:14:19.700 --> 00:14:21.000]  其實
[00:14:21.000 --> 00:14:22.700]  我們知道在新約
[00:14:22.700 --> 00:14:25.000]  耶穌基督都有很相同的教導
[00:14:25.000 --> 00:14:27.400]  在馬太福音的第十八章
[00:14:27.400 --> 00:14:28.400]  第十五節
[00:14:28.400 --> 00:14:29.600]  經文說
[00:14:29.600 --> 00:14:31.700]  倘若你的弟兄得罪你
[00:14:31.700 --> 00:14:35.700]  你就趁著只有他和你在一處的時候
[00:14:35.700 --> 00:14:37.400]  指出他的錯來
[00:14:37.400 --> 00:14:38.800]  他若聽你
[00:14:38.800 --> 00:14:41.200]  你便得了你的弟兄
[00:14:41.200 --> 00:14:44.000]  一樣的經文很相似
[00:14:44.000 --> 00:14:47.400]  教我們如果弟兄有事是得罪了你
[00:14:47.400 --> 00:14:51.000]  你要單獨一個人走去與他講
[00:14:51.200 --> 00:14:54.600]  不要走去揭發別人的私事
[00:14:54.600 --> 00:14:57.000]  不要揭發別人的隱蔽
[00:14:57.000 --> 00:15:00.300]  我們知道另外有一節的經文
[00:15:00.300 --> 00:15:01.600]  也是很相似
[00:15:01.600 --> 00:15:04.000]  在馬太福音的五章
[00:15:04.000 --> 00:15:06.100]  二十三至二十四節
[00:15:06.100 --> 00:15:08.400]  所以你在祭壇上
[00:15:08.400 --> 00:15:10.000]  獻禮物的時候
[00:15:10.000 --> 00:15:12.900]  若想起弟兄向你懷願
[00:15:12.900 --> 00:15:15.200]  就把禮物留在壇前
[00:15:15.200 --> 00:15:17.500]  先去與弟兄和好
[00:15:17.500 --> 00:15:19.400]  然後來獻禮物
[00:15:20.000 --> 00:15:22.900]  無論是你得罪你的弟兄
[00:15:22.900 --> 00:15:25.800]  好像馬太福音第五章所說
[00:15:25.800 --> 00:15:28.000]  還是你的弟兄得罪你
[00:15:28.000 --> 00:15:30.200]  例如馬太福音的第十八章
[00:15:30.200 --> 00:15:33.200]  都是你先踏出第一步
[00:15:33.200 --> 00:15:35.600]  向他講和
[00:15:35.600 --> 00:15:39.100]  另外我們也看到今天的經文
[00:15:39.100 --> 00:15:41.700]  在這裡的二十五章九節
[00:15:41.700 --> 00:15:44.600]  馬太福音的第十八章也告訴我們
[00:15:44.600 --> 00:15:46.600]  我們要單獨一個人
[00:15:46.600 --> 00:15:49.100]  去與對方指出對方的錯
[00:15:49.500 --> 00:15:51.800]  千萬不要一開始就在公眾
[00:15:51.800 --> 00:15:54.400]  揭開對方的私隱
[00:15:54.400 --> 00:15:58.000]  我們要給他一個機會來悔改
[00:15:58.000 --> 00:16:00.200]  所以首先是單獨一個人
[00:16:00.200 --> 00:16:01.900]  但慢慢他不聽
[00:16:01.900 --> 00:16:05.700]  才帶領更多的人和他來勸他
[00:16:05.700 --> 00:16:07.200]  很可惜
[00:16:07.200 --> 00:16:09.200]  有很多的教會
[00:16:09.200 --> 00:16:10.700]  很多的家庭
[00:16:10.700 --> 00:16:13.700]  都沒有照著聖經的話語來做
[00:16:13.700 --> 00:16:15.800]  以致很多的家庭
[00:16:15.800 --> 00:16:17.000]  很多的教會
[00:16:17.000 --> 00:16:19.100]  都鬧出有分裂
[00:16:19.800 --> 00:16:23.300]  另外也有一節的經文是很相似的
[00:16:23.300 --> 00:16:26.100]  就是森嚴的十七章九節
[00:16:26.100 --> 00:16:27.400]  經文說
[00:16:27.400 --> 00:16:29.700]  遮掩人過的
[00:16:29.700 --> 00:16:32.600]  尋求人愛屢次挑錯的
[00:16:32.600 --> 00:16:34.300]  離間沒有
[00:16:34.300 --> 00:16:36.800]  一個人時時當眾
[00:16:36.800 --> 00:16:39.800]  來揭發他朋友的過錯的人
[00:16:39.800 --> 00:16:43.300]  就算連最好的朋友都會離開他
[00:16:43.300 --> 00:16:45.300]  我們看到就是
[00:16:45.300 --> 00:16:47.300]  當一個人很驕傲的時候
[00:16:47.400 --> 00:16:52.100]  他就會容易當眾揭發別人的錯處
[00:16:52.100 --> 00:16:53.100]  為什麼?
[00:16:53.100 --> 00:16:57.200]  因為當他能夠當眾揭發對方的錯處
[00:16:57.200 --> 00:16:59.700]  就表現出自己是一個公義
[00:16:59.700 --> 00:17:02.000]  表現出自己是一個正義的人
[00:17:02.000 --> 00:17:04.500]  所以我們要很小心
[00:17:04.500 --> 00:17:05.700]  經文告訴我們
[00:17:05.700 --> 00:17:06.700]  如果我們這樣做
[00:17:06.700 --> 00:17:09.000]  連最好的朋友都會離開我們
[00:17:09.000 --> 00:17:10.300]  經文說
[00:17:10.300 --> 00:17:11.600]  如果有愛心的話
[00:17:11.600 --> 00:17:14.000]  是會遮掩別人的罪
[00:17:14.000 --> 00:17:17.300]  在這裡新約的彼得前書四章八節
[00:17:17.500 --> 00:17:21.000]  也說愛能遮掩許多的罪
