
[00:00:00.000 --> 00:00:04.000]  跟你旁邊如果有父親的話 跟他說父親節快樂
[00:03:14.000 --> 00:03:16.000]  這點確定嗎
[00:03:16.000 --> 00:03:18.000]  每一個人都有父親
[00:03:18.000 --> 00:03:19.000]  也許這個父親
[00:03:19.000 --> 00:03:21.000]  也許你從小生出來他已經不在了
[00:03:21.000 --> 00:03:22.000]  但是無論如何
[00:03:22.000 --> 00:03:27.000]  你一定有一個父親 是不是
[00:03:27.000 --> 00:03:30.000]  但是我們在座的
[00:03:30.000 --> 00:03:36.000]  你認為這個父親
[00:03:36.000 --> 00:03:42.000]  他的心在哪裡啊
[00:03:42.000 --> 00:03:43.000]  好 我先問母親了
[00:03:43.000 --> 00:03:46.000]  母親的心在哪裡
[00:03:46.000 --> 00:03:48.000]  在哪裡
[00:03:48.000 --> 00:03:51.000]  在兒女
[00:03:51.000 --> 00:03:52.000]  所以聖經沒有說
[00:03:52.000 --> 00:03:54.000]  叫為母的心歸向兒女
[00:03:54.000 --> 00:03:55.000]  為什麼
[00:03:55.000 --> 00:04:00.000]  因為為母的心早就在兒女了
[00:04:00.000 --> 00:04:01.000]  不需要伊莉雅
[00:04:01.000 --> 00:04:03.000]  也不需要斯琪耶翰你來幫忙
[00:04:03.000 --> 00:04:05.000]  但是為父的心呢
[00:04:05.000 --> 00:04:08.000]  父親的心呢
[00:04:08.000 --> 00:04:10.000]  在事業當中是誰說的
[00:04:10.000 --> 00:04:12.000]  姐妹說的 你看到沒有
[00:04:12.000 --> 00:04:14.000]  弟兄都不敢承認
[00:04:14.000 --> 00:04:23.000]  弟兄請問你的心在哪裡
[00:04:23.000 --> 00:04:25.000]  有一本書叫做天父的心
[00:04:25.000 --> 00:04:29.000]  作者是一個
[00:04:29.000 --> 00:04:30.000]  曾經在一些
[00:04:30.000 --> 00:04:32.000]  像阿富汗這些地區工作的
[00:04:32.000 --> 00:04:35.000]  一個傳教士
[00:04:35.000 --> 00:04:37.000]  他寫的這本書裡面
[00:04:37.000 --> 00:04:39.000]  他一開章就講說
[00:04:39.000 --> 00:04:42.000]  他說他去荷蘭阿姆斯特丹的
[00:04:42.000 --> 00:04:44.000]  一個博物館
[00:04:44.000 --> 00:04:50.000]  去那邊參觀
[00:04:50.000 --> 00:04:53.000]  結果他就看到有一幅圖畫
[00:04:53.000 --> 00:04:56.000]  是荷蘭的一個
[00:04:56.000 --> 00:04:58.000]  就是曾經是當代的一個
[00:04:58.000 --> 00:05:01.000]  很有名的畫家
[00:05:01.000 --> 00:05:03.000]  那麼這個畫家畫的畫很抽象
[00:05:03.000 --> 00:05:04.000]  我上網去找了半天
[00:05:04.000 --> 00:05:05.000]  找不到
[00:05:05.000 --> 00:05:06.000]  不是找不到
[00:05:06.000 --> 00:05:08.000]  因為他的像都很抽象
[00:05:08.000 --> 00:05:11.000]  所以我實在
[00:05:11.000 --> 00:05:13.000]  反正我本來想把它弄出來
[00:05:13.000 --> 00:05:15.000]  但是找了一兩個有點
[00:05:15.000 --> 00:05:16.000]  但是又覺得不太像
[00:05:16.000 --> 00:05:17.000]  他所形容的算
[00:05:17.000 --> 00:05:19.000]  反正我就形容給你聽
[00:05:19.000 --> 00:05:21.000]  他說這個像
[00:05:21.000 --> 00:05:22.000]  當他去看的時候
[00:05:22.000 --> 00:05:24.000]  他看到這個像
[00:05:24.000 --> 00:05:25.000]  那個圖畫是什麼呢
[00:05:25.000 --> 00:05:28.000]  他說是一個高大瘦削
[00:05:28.000 --> 00:05:30.000]  冷漠嚴枯
[00:05:30.000 --> 00:05:32.000]  大尺寸的一個畫作
[00:05:32.000 --> 00:05:35.000]  用粗劣稚氣的筆法完成
[00:05:35.000 --> 00:05:36.000]  這幅圖畫看起來
[00:05:36.000 --> 00:05:39.000]  讓人覺得畫中的人像是一個怪物
[00:05:39.000 --> 00:05:40.000]  但是這幅畫
[00:05:40.000 --> 00:05:46.000]  他原來的名字叫做我的父親
[00:05:46.000 --> 00:05:48.000]  所以這個作者他就說
[00:05:48.000 --> 00:05:50.000]  他說他看到這一個圖畫
[00:05:50.000 --> 00:05:51.000]  他就在思想
[00:05:51.000 --> 00:05:53.000]  這個畫家這個作者
[00:05:53.000 --> 00:05:56.000]  他跟父親的關係到底是怎麼樣子
[00:05:56.000 --> 00:05:58.000]  為什麼他用這樣子的一個方式
[00:05:58.000 --> 00:06:02.000]  來形容來畫出他自己的父親呢
[00:06:02.000 --> 00:06:04.000]  丟著唄
[00:06:04.000 --> 00:06:05.000]  這就讓我想到
[00:06:05.000 --> 00:06:07.000]  當我們想到父親的時候
[00:06:07.000 --> 00:06:14.000]  你老在出現的是什麼樣子
[00:06:14.000 --> 00:06:16.000]  我們做個調查好不好
[00:06:16.000 --> 00:06:18.000]  有多少人當你講到父親的時候
[00:06:18.000 --> 00:06:20.000]  你出現的那個形象
[00:06:20.000 --> 00:06:22.000]  是一個充滿笑容
[00:06:22.000 --> 00:06:27.000]  哎呀慈祥的一個老者
[00:06:27.000 --> 00:06:30.000]  請舉手
[00:06:30.000 --> 00:06:33.000]  感謝讚美組
[00:06:33.000 --> 00:06:35.000]  這個人你要告訴你自己
[00:06:35.000 --> 00:06:42.000]  我好幸福
[00:06:42.000 --> 00:06:43.000]  但是其實我們對
[00:06:43.000 --> 00:06:47.000]  我們中國人常常對父親的形象
[00:06:47.000 --> 00:06:52.000]  不是如此對不對
[00:06:52.000 --> 00:06:55.000]  所以呢
[00:06:55.000 --> 00:06:56.000]  有一個叫做
[00:06:56.000 --> 00:06:58.000]  在臺灣算是一個
[00:06:58.000 --> 00:07:01.000]  講親子關係很著名的一個雜誌
[00:07:01.000 --> 00:07:03.000]  我也可以說是一個出版社
[00:07:03.000 --> 00:07:07.000]  叫做《親子天下》
[00:07:07.000 --> 00:07:09.000]  那麼他就把父親
[00:07:09.000 --> 00:07:12.000]  他說根據他們的一些調查研究
[00:07:12.000 --> 00:07:14.000]  現代人的父親
[00:07:14.000 --> 00:07:17.000]  他把它分成五種形態的父親
[00:07:17.000 --> 00:07:19.000]  第一種是什麼呢
[00:07:19.000 --> 00:07:24.000]  第一種
[00:07:24.000 --> 00:07:25.000]  對不起
[00:07:25.000 --> 00:07:27.000]  這個是先從這裡來
[00:07:27.000 --> 00:07:30.000]  第一個這個父親叫什麼
[00:07:30.000 --> 00:07:33.000]  猜猜看這個父親叫做什麼樣子
[00:07:33.000 --> 00:07:35.000]  是什麼類型的父親呢
[00:07:35.000 --> 00:07:42.000]  這個父親叫做Absent Father
[00:07:42.000 --> 00:07:46.000]  缺席的父親
[00:07:46.000 --> 00:07:52.000]  他把頭去掉了
[00:07:52.000 --> 00:07:56.000]  什麼叫做缺席的父親呢
[00:07:56.000 --> 00:07:58.000]  缺席的父親
[00:07:58.000 --> 00:08:00.000]  是指的父親整日在外
[00:08:00.000 --> 00:08:03.000]  孩子經常見不到他的面
[00:08:03.000 --> 00:08:05.000]  美國曾經做了一個調查顯示說
[00:08:05.000 --> 00:08:09.000]  23%的家庭很少看到父親
[00:08:09.000 --> 00:08:12.000]  62%的家庭雖然見到父親
[00:08:12.000 --> 00:08:14.000]  但父親人在心不在
[00:08:14.000 --> 00:08:17.000]  好像不在一樣
[00:08:17.000 --> 00:08:19.000]  只有15%的家庭
[00:08:19.000 --> 00:08:22.000]  享有正常的父子關係
[00:08:22.000 --> 00:08:23.000]  換句話說
[00:08:23.000 --> 00:08:25.000]  十個孩子當中
[00:08:25.000 --> 00:08:30.000]  有八個孩子沒有好的父親
[00:08:30.000 --> 00:08:32.000]  所以曾經
[00:08:32.000 --> 00:08:36.000]  美國的新聞周刊做過一個調查
[00:08:36.000 --> 00:08:38.000]  提到說美國的
[00:08:38.000 --> 00:08:40.000]  今天的這個21世紀
[00:08:40.000 --> 00:08:43.000]  叫做無父的世代
[00:08:43.000 --> 00:08:50.000]  38%的這個家庭是單親的家庭
[00:08:50.000 --> 00:08:52.000]  而大部分這些單親的家庭
[00:08:52.000 --> 00:08:56.000]  都是父親不在的家庭
[00:08:56.000 --> 00:08:58.000]  缺席的父親現在
[00:08:58.000 --> 00:09:01.000]  因為這個世界環境的改變
[00:09:01.000 --> 00:09:03.000]  我想特別我們今天
[00:09:03.000 --> 00:09:04.000]  台灣也好中國也好
[00:09:04.000 --> 00:09:05.000]  香港也好
[00:09:05.000 --> 00:09:07.000]  我想也受到這樣的影響
[00:09:07.000 --> 00:09:10.000]  你看越來越多的這種缺席的父親
[00:09:10.000 --> 00:09:11.000]  父親不在
[00:09:11.000 --> 00:09:13.000]  小孩子成長的過程當中
[00:09:13.000 --> 00:09:15.000]  父親在中國大陸打拼
[00:09:15.000 --> 00:09:16.000]  在台灣打拼
[00:09:16.000 --> 00:09:18.000]  我以前曾經帶過一個年輕人
[00:09:18.000 --> 00:09:19.000]  他的父親那時候
[00:09:19.000 --> 00:09:21.000]  他是小留學生
[00:09:21.000 --> 00:09:23.000]  那麼一個人就來到美國
[00:09:23.000 --> 00:09:25.000]  父親母親都在台灣
[00:09:25.000 --> 00:09:28.000]  母親就是平常就是來來去去
[00:09:28.000 --> 00:09:32.000]  父親是幾乎沒有什麼來過
[00:09:32.000 --> 00:09:38.000]  父親在台灣中國大陸兩邊做生意
[00:09:38.000 --> 00:09:40.000]  那這樣子一個光景
[00:09:40.000 --> 00:09:42.000]  到現在變成更多的是什麼
[00:09:42.000 --> 00:09:43.000]  是從國內來的
[00:09:43.000 --> 00:09:44.000]  從中國大陸來的
[00:09:44.000 --> 00:09:46.000]  那麼這個在中國大陸打拼
[00:09:46.000 --> 00:09:49.000]  然後在美國這邊怎麼樣
[00:09:49.000 --> 00:09:54.000]  父親帶著孩子
[00:09:54.000 --> 00:09:59.000]  這個世界其實不知不覺地
[00:09:59.000 --> 00:10:01.000]  順著魔鬼的意思
[00:10:01.000 --> 00:10:03.000]  在把這一個家庭
[00:10:03.000 --> 00:10:05.000]  要把它漸漸漸漸地
[00:10:05.000 --> 00:10:08.000]  變成是一個無父的時代
[00:10:08.000 --> 00:10:13.000]  我們華人也受到這個風氣的衝擊很大
[00:10:13.000 --> 00:10:16.000]  缺席的父親造成什麼影響呢
[00:10:16.000 --> 00:10:19.000]  很多的人格發展出問題
[00:10:19.000 --> 00:10:23.000]  家庭觀念出問題
[00:10:23.000 --> 00:10:25.000]  中國據統計
[00:10:25.000 --> 00:10:31.000]  2010年有6000萬的留守兒童
[00:10:31.000 --> 00:10:37.000]  6000其實正確的是6102.5萬
[00:10:37.000 --> 00:10:40.000]  不得了6100萬
[00:10:40.000 --> 00:10:43.000]  什麼叫留守兒童呢
[00:10:43.000 --> 00:10:46.000]  這些就是父母親出去打工
[00:10:46.000 --> 00:10:49.000]  所以可能是雙方父母都不在
[00:10:49.000 --> 00:10:52.000]  或者一方的父親或者母親不在
[00:10:52.000 --> 00:10:54.000]  而常常這樣的孩子
[00:10:54.000 --> 00:10:56.000]  都是交給自己的祖父母
[00:10:56.000 --> 00:10:58.000]  或者是外公外婆
[00:10:58.000 --> 00:11:00.000]  請他們來照顧
[00:11:00.000 --> 00:11:02.000]  那我上網看了一下
[00:11:02.000 --> 00:11:03.000]  我發現說
[00:11:03.000 --> 00:11:07.000]  中國政府最近把這個留守兒童
[00:11:07.000 --> 00:11:08.000]  因為我查了資料的時候
[00:11:08.000 --> 00:11:11.000]  他說留守兒童只有690萬
[00:11:11.000 --> 00:11:14.000]  奇怪我明明記得我的印象中是6000萬
[00:11:14.000 --> 00:11:16.000]  怎麼變690萬了
[00:11:16.000 --> 00:11:17.000]  後來我一查才知道
[00:11:17.000 --> 00:11:22.000]  原來中國政府把這個定義改變了
[00:11:22.000 --> 00:11:29.000]  從本來只要是一方的父或母出去工作
[00:11:29.000 --> 00:11:31.000]  就叫做留守兒童
[00:11:31.000 --> 00:11:37.000]  現在他改成是雙方父母都出去工作
[00:11:37.000 --> 00:11:41.000]  而且年齡是在16歲以下
[00:11:41.000 --> 00:11:43.000]  才叫做留守兒童
[00:11:43.000 --> 00:11:45.000]  這個定義一改變
[00:11:45.000 --> 00:11:49.000]  這個數據就變成了600多萬
[00:11:49.000 --> 00:11:52.000]  可是事實上
[00:11:52.000 --> 00:11:55.000]  其他細節我就不講了
[00:11:55.000 --> 00:11:57.000]  大家知道就好
[00:11:57.000 --> 00:12:02.000]  數據有時候不會說話
[00:12:02.000 --> 00:12:04.000]  聽懂聽不懂
[00:12:04.000 --> 00:12:08.000]  聽懂我就不想講了
[00:12:08.000 --> 00:12:10.000]  但是不可否認的
[00:12:10.000 --> 00:12:13.000]  今天你看看我們華人社會裡面
[00:12:13.000 --> 00:12:15.000]  這個問題也越來越嚴重
[00:12:15.000 --> 00:12:16.000]  這是第一種的父親
[00:12:16.000 --> 00:12:18.000]  第二種父親呢
[00:12:18.000 --> 00:12:22.000]  我相信我們在座的應該都不是這種父親
[00:12:22.000 --> 00:12:25.000]  第二種父親叫做遙遠的父親
[00:12:25.000 --> 00:12:29.000]  就是Distant Father
[00:12:29.000 --> 00:12:33.000]  遙遠的父親
[00:12:33.000 --> 00:12:37.000]  這個遙遠不是指的空間的遙遠
[00:12:37.000 --> 00:12:40.000]  這是指的心裡的距離
[00:12:40.000 --> 00:12:42.000]  很多的父親
[00:12:42.000 --> 00:12:44.000]  他雖然在家
[00:12:44.000 --> 00:12:48.000]  但是他很少跟孩子說話
[00:12:48.000 --> 00:12:50.000]  所以根據統計
[00:12:50.000 --> 00:12:53.000]  美國的中產階級的家庭
[00:12:53.000 --> 00:12:55.000]  父親跟孩子說話的時間
[00:12:55.000 --> 00:12:56.000]  我先不要講答案
[00:12:56.000 --> 00:12:58.000]  我先問一下在座的父親
[00:12:58.000 --> 00:13:03.000]  你每天跟孩子說話
[00:13:03.000 --> 00:13:07.000]  十分鐘以上的舉手
[00:13:07.000 --> 00:13:11.000]  我說父親
[00:13:11.000 --> 00:13:12.000]  感謝主
[00:13:12.000 --> 00:13:16.000]  你們都已經超標了
[00:13:16.000 --> 00:13:18.000]  根據統計父親跟孩子說話的時間
[00:13:18.000 --> 00:13:23.000]  平均一天三十七秒
[00:13:23.000 --> 00:13:25.000]  這三十七秒就講什麼
[00:13:25.000 --> 00:13:28.000]  吃飯了
[00:13:28.000 --> 00:13:29.000]  去倒垃圾
[00:13:29.000 --> 00:13:31.000]  吃飯了
[00:13:31.000 --> 00:13:32.000]  睡覺
[00:13:32.000 --> 00:13:34.000]  洗碗
[00:13:34.000 --> 00:13:36.000]  這些加起來三十七秒
[00:13:36.000 --> 00:13:39.000]  所以很多孩子從小聽到爸爸
[00:13:39.000 --> 00:13:42.000]  對爸爸的印象就是什麼
[00:13:42.000 --> 00:13:45.000]  無言
[00:13:45.000 --> 00:13:47.000]  所以不知道怎麼跟爸爸講話
[00:13:47.000 --> 00:13:50.000]  可能你自己的爸爸也是這樣子
[00:13:50.000 --> 00:13:52.000]  很多我們在中國家庭長大的孩子
[00:13:52.000 --> 00:13:55.000]  其實這樣子的孩子
[00:13:55.000 --> 00:13:56.000]  這樣子的父親很多
[00:13:56.000 --> 00:14:03.000]  有沒有
[00:14:03.000 --> 00:14:08.000]  第三種
[00:14:08.000 --> 00:14:09.000]  第三種是什麼呢
[00:14:09.000 --> 00:14:17.000]  第三種是傳統權威型父親
[00:14:17.000 --> 00:14:21.000]  有一個香港的餐廳
[00:14:21.000 --> 00:14:23.000]  有一次他們在父親節的時候
[00:14:23.000 --> 00:14:27.000]  推出了一個廣告
[00:14:27.000 --> 00:14:31.000]  說培育體系賴炎富
[00:14:31.000 --> 00:14:34.000]  美食校慶有東湖
[00:14:34.000 --> 00:14:38.000]  所以這個餐廳叫做東湖餐廳
[00:14:38.000 --> 00:14:42.000]  我是不曉得香港有這麼一個餐廳
[00:14:42.000 --> 00:14:44.000]  所以我不是替他打廣告
[00:14:44.000 --> 00:14:45.000]  因為你們今天結束之後
[00:14:45.000 --> 00:14:49.000]  你去找東湖可能找不到
[00:14:49.000 --> 00:14:50.000]  但是你注意看
[00:14:50.000 --> 00:14:54.000]  他說培育體系賴什麼
[00:14:54.000 --> 00:14:56.000]  賴什麼
[00:14:56.000 --> 00:14:58.000]  炎富
[00:14:58.000 --> 00:15:00.000]  所以我們中國人的觀念
[00:15:00.000 --> 00:15:02.000]  父親是什麼
[00:15:02.000 --> 00:15:04.000]  炎
[00:15:04.000 --> 00:15:05.000]  母呢
[00:15:05.000 --> 00:15:07.000]  慈
[00:15:07.000 --> 00:15:08.000]  炎富
[00:15:08.000 --> 00:15:11.000]  慈母
[00:15:11.000 --> 00:15:14.000]  所以難怪我們中國
[00:15:14.000 --> 00:15:17.000]  我們不知道應該去找
[00:15:17.000 --> 00:15:19.000]  追這個責任要追到哪裡去
[00:15:19.000 --> 00:15:21.000]  中國人怎麼會有這麼多的成語
[00:15:21.000 --> 00:15:23.000]  都在形容父親就是這種炎
[00:15:23.000 --> 00:15:24.000]  還有什麼
[00:15:24.000 --> 00:15:26.000]  父親的管教方式是什麼
[00:15:26.000 --> 00:15:28.000]  棒打
[00:15:28.000 --> 00:15:30.000]  粗孝子
[00:15:30.000 --> 00:15:31.000]  所以我們做父親的
[00:15:31.000 --> 00:15:32.000]  我說實在你們不要怪我們
[00:15:32.000 --> 00:15:34.000]  不要怪我們這些中國父親
[00:15:34.000 --> 00:15:35.000]  我們會如此
[00:15:35.000 --> 00:15:37.000]  因為我們中國老
[00:15:37.000 --> 00:15:39.000]  這些那些孔夫子
[00:15:39.000 --> 00:15:40.000]  我不知道是誰講的
[00:15:40.000 --> 00:15:42.000]  他們都是這樣教的
[00:15:42.000 --> 00:15:43.000]  是不是
[00:15:43.000 --> 00:15:44.000]  所以我們要炎
[00:15:44.000 --> 00:15:46.000]  所以你看每一個中國
[00:15:46.000 --> 00:15:49.000]  出現的人那個臉都是怎麼樣
[00:15:49.000 --> 00:15:51.000]  很炎
[00:15:51.000 --> 00:15:52.000]  不孝子
[00:15:52.000 --> 00:15:54.000]  不苟
[00:15:54.000 --> 00:15:55.000]  炎孝
[00:15:55.000 --> 00:15:59.000]  這是權威型的父親
[00:15:59.000 --> 00:16:00.000]  長不大型的
[00:16:00.000 --> 00:16:01.000]  這個應該比較少
[00:16:01.000 --> 00:16:02.000]  長不大型的
[00:16:02.000 --> 00:16:04.000]  那我就不講了
[00:16:04.000 --> 00:16:05.000]  最後一個
[00:16:05.000 --> 00:16:07.000]  均衡型的父親
[00:16:07.000 --> 00:16:08.000]  一聽就知道了
[00:16:08.000 --> 00:16:10.000]  就是說他很balance
[00:16:10.000 --> 00:16:12.000]  他不僅僅是工作
[00:16:12.000 --> 00:16:13.000]  他也顧到家庭
[00:16:13.000 --> 00:16:15.000]  他也會懂得小孩子小的時候
[00:16:15.000 --> 00:16:18.000]  幫忙去洗尿布
[00:16:18.000 --> 00:16:20.000]  幫忙餵奶
[00:16:20.000 --> 00:16:24.000]  甚至有時候他還要當奶爸
[00:16:24.000 --> 00:16:27.000]  這叫做均衡的家庭
[00:16:27.000 --> 00:16:31.000]  這叫做balance father
[00:16:31.000 --> 00:16:35.000]  昨天我看到我們家的
[00:16:35.000 --> 00:16:36.000]  我的外甥
[00:16:36.000 --> 00:16:39.000]  就是我大姐的兒子
[00:16:39.000 --> 00:16:41.000]  劉根宏
[00:16:41.000 --> 00:16:42.000]  他po了在我們家庭的
[00:16:42.000 --> 00:16:44.000]  一個新聞
[00:16:44.000 --> 00:16:47.000]  就是他在基督教論壇報
[00:16:47.000 --> 00:16:50.000]  他們採訪他的
[00:16:50.000 --> 00:16:53.000]  那這是他們的全家福
[00:16:53.000 --> 00:16:57.000]  我這一個外甥
[00:16:57.000 --> 00:16:59.000]  因為他是營運人員
[00:16:59.000 --> 00:17:02.000]  所以對一些年輕人
[00:17:02.000 --> 00:17:05.000]  是比較有影響力
[00:17:05.000 --> 00:17:07.000]  所以在臺灣也蠻多的藝人
[00:17:07.000 --> 00:17:08.000]  姓耶穌
[00:17:08.000 --> 00:17:11.000]  其實這也變成是一個風潮
[00:17:11.000 --> 00:17:13.000]  他也比較是在藝人當中
[00:17:13.000 --> 00:17:16.000]  是以所謂的這種親子關心
[00:17:16.000 --> 00:17:20.000]  家庭和樂的這種形象出來
[00:17:20.000 --> 00:17:22.000]  在2017年的時候
[00:17:22.000 --> 00:17:23.000]  我們國內人不知道
[00:17:23.000 --> 00:17:25.000]  你有沒有聽過一個節目
[00:17:25.000 --> 00:17:28.000]  叫做爸爸哪兒去
[00:17:28.000 --> 00:17:30.000]  去哪兒
[00:17:30.000 --> 00:17:31.000]  爸爸去哪兒
[00:17:31.000 --> 00:17:33.000]  有知道吧
[00:17:33.000 --> 00:17:35.000]  這是湖南衛視
[00:17:35.000 --> 00:17:37.000]  聽說這個他的收視率
[00:17:37.000 --> 00:17:39.000]  上億人看的
[00:17:39.000 --> 00:17:42.000]  那麼劉根宏就被邀請去了
[00:17:42.000 --> 00:17:45.000]  所以他也因此
[00:17:45.000 --> 00:17:48.000]  好像在家庭這方面
[00:17:48.000 --> 00:17:50.000]  常常會被人家邀請去
[00:17:50.000 --> 00:17:51.000]  那我這一個外甥
[00:17:51.000 --> 00:17:52.000]  說實在的
[00:17:52.000 --> 00:17:54.000]  我是覺得說
[00:17:54.000 --> 00:17:55.000]  感謝上帝
[00:17:55.000 --> 00:17:57.000]  他以前不是這樣子的
[00:17:57.000 --> 00:17:59.000]  他是信了耶穌之後
[00:17:59.000 --> 00:18:02.000]  真的是神改變他
[00:18:02.000 --> 00:18:03.000]  特別你知道
[00:18:03.000 --> 00:18:09.000]  他的太太就是我的
[00:18:09.000 --> 00:18:13.000]  外甥媳
[00:18:13.000 --> 00:18:14.000]  他第一次參加
[00:18:14.000 --> 00:18:15.000]  我有一次回家
[00:18:15.000 --> 00:18:18.000]  我帶領我們全家一起來
[00:18:18.000 --> 00:18:19.000]  吃完飯後
[00:18:19.000 --> 00:18:20.000]  我們大家一起在那邊分享
[00:18:20.000 --> 00:18:21.000]  然後禱告的時候
[00:18:21.000 --> 00:18:22.000]  你知道我們家並沒有
[00:18:22.000 --> 00:18:24.000]  全家都是信耶穌的
[00:18:24.000 --> 00:18:25.000]  但是少數不信耶穌的
[00:18:25.000 --> 00:18:26.000]  他們也跟著我們一起
[00:18:26.000 --> 00:18:28.000]  會有這樣分享禱告
[00:18:28.000 --> 00:18:29.000]  所以他第一次
[00:18:29.000 --> 00:18:30.000]  跟我們這樣子做了
[00:18:30.000 --> 00:18:32.000]  這樣子一個家庭的禮拜之後
[00:18:32.000 --> 00:18:34.000]  你知道他怎麼樣
[00:18:34.000 --> 00:18:36.000]  他當時就流淚
[00:18:36.000 --> 00:18:39.000]  他說我從小到大
[00:18:39.000 --> 00:18:41.000]  我從來沒有感覺到
[00:18:41.000 --> 00:18:44.000]  這種家庭的溫暖
[00:18:44.000 --> 00:18:45.000]  因為他是單親家庭
[00:18:45.000 --> 00:18:47.000]  長大的孩子
[00:18:47.000 --> 00:18:51.000]  他的母親帶著他
[00:18:51.000 --> 00:18:53.000]  所以我相信
[00:18:53.000 --> 00:18:55.000]  這也促使他們
[00:18:55.000 --> 00:18:57.000]  對家庭的經營
[00:18:57.000 --> 00:18:58.000]  對家庭的看重
[00:18:58.000 --> 00:19:00.000]  因著信仰的緣故
[00:19:00.000 --> 00:19:02.000]  也使他們更覺得
[00:19:02.000 --> 00:19:04.000]  要真是在家庭這方面
[00:19:04.000 --> 00:19:05.000]  來見證神
