
[00:00:00.000 --> 00:00:04.000]  那麼今天我們要講一個的題目是一個蠻大的一個題目
[00:02:15.000 --> 00:02:17.000]  所以他們問耶穌是不是現在
[00:02:17.000 --> 00:02:22.000]  就是這幾個時間你要帶領我們去光復以色列國
[00:02:22.000 --> 00:02:24.000]  光復我們的祖國
[00:02:24.000 --> 00:02:28.000]  脫離當時的羅馬人的統治
[00:02:28.000 --> 00:02:30.000]  我告訴大家
[00:02:30.000 --> 00:02:32.000]  蒙特有這個想法已經不簡單了
[00:02:32.000 --> 00:02:33.000]  為什麼
[00:02:33.000 --> 00:02:35.000]  這些人是什麼人
[00:02:35.000 --> 00:02:37.000]  異界的草民我們說
[00:02:37.000 --> 00:02:39.000]  打魚的、做稅吏的
[00:02:39.000 --> 00:02:42.000]  不是什麼受過很多的訓練
[00:02:42.000 --> 00:02:44.000]  什麼有特別才幹的人
[00:02:44.000 --> 00:02:47.000]  但是他們竟然感覺到我們可以跟耶穌一塊
[00:02:47.000 --> 00:02:49.000]  有機會光復祖國
[00:02:49.000 --> 00:02:50.000]  但是耶穌啊
[00:02:50.000 --> 00:02:54.000]  就是在這個時候嗎
[00:02:54.000 --> 00:02:56.000]  當他們問耶穌這個問題的時候
[00:02:56.000 --> 00:02:58.000]  耶穌給他兩個答案
[00:02:58.000 --> 00:03:01.000]  第一這個問題不是你們應該知道的
[00:03:01.000 --> 00:03:03.000]  只有天父上帝才曉得
[00:03:03.000 --> 00:03:06.000]  但是耶穌給他們另外一個答案的時候
[00:03:06.000 --> 00:03:10.000]  是令到他們十分的驚訝
[00:03:10.000 --> 00:03:13.000]  那個沙盤可能掉下來不能夠回去了
[00:03:13.000 --> 00:03:15.000]  口也張開,眼也睜大了
[00:03:15.000 --> 00:03:16.000]  為什麼呢
[00:03:16.000 --> 00:03:19.000]  因為耶穌要他們做的事情
[00:03:19.000 --> 00:03:23.000]  是超乎他們能夠想像的事情
[00:03:23.000 --> 00:03:24.000]  根本沒有想過
[00:03:24.000 --> 00:03:26.000]  也超乎他們能夠想像
[00:03:26.000 --> 00:03:28.000]  因為耶穌要他們做的
[00:03:28.000 --> 00:03:30.000]  被光復以色列國
[00:03:30.000 --> 00:03:32.000]  脫離羅馬人的統治
[00:03:32.000 --> 00:03:36.000]  是困難千百萬倍
[00:03:36.000 --> 00:03:39.000]  耶穌是要吩咐這些蠻族
[00:03:39.000 --> 00:03:41.000]  要離開他們的家鄉
[00:03:41.000 --> 00:03:43.000]  到全世界
[00:03:43.000 --> 00:03:45.000]  是全世界啊
[00:03:45.000 --> 00:03:48.000]  到全世界每一個有人的地方
[00:03:48.000 --> 00:03:52.000]  去為他做見證
[00:03:52.000 --> 00:03:53.000]  所以我們看到
[00:03:53.000 --> 00:03:57.000]  耶穌是要他的門徒松懷普世
[00:03:57.000 --> 00:03:59.000]  雖然門徒沒有這個勇氣
[00:03:59.000 --> 00:04:00.000]  沒有這個膽量
[00:04:00.000 --> 00:04:01.000]  也沒有這個想法
[00:04:01.000 --> 00:04:03.000]  什麼松懷普世
[00:04:03.000 --> 00:04:05.000]  但是耶穌給他們的使命
[00:04:05.000 --> 00:04:09.000]  就是一個松懷普世的使命
[00:04:09.000 --> 00:04:11.000]  耶穌是要他的教會
[00:04:11.000 --> 00:04:13.000]  把這個救贖的福音
[00:04:13.000 --> 00:04:17.000]  傳到地的盡頭
[00:04:17.000 --> 00:04:20.000]  所以今天我們也是耶穌基督的教會
[00:04:20.000 --> 00:04:22.000]  全世界裡面每一個奉主的名
[00:04:22.000 --> 00:04:23.000]  成立的教會
[00:04:23.000 --> 00:04:25.000]  都是耶穌基督的教會
[00:04:25.000 --> 00:04:27.000]  我們也承擔了這個責任
[00:04:27.000 --> 00:04:29.000]  所以我們也要成立為一個
[00:04:29.000 --> 00:04:31.000]  松懷普世的教會
[00:04:31.000 --> 00:04:32.000]  問題就是說
[00:04:32.000 --> 00:04:34.000]  到底這個是什麼意思
[00:04:34.000 --> 00:04:36.000]  一個松懷普世的教會
[00:04:36.000 --> 00:04:40.000]  所領受的使命到底是什麼
[00:04:40.000 --> 00:04:41.000]  那麼剛才的聖經
[00:04:41.000 --> 00:04:43.000]  幫助我們了解一點點
[00:04:43.000 --> 00:04:47.000]  一個教會所領受的使命
[00:04:47.000 --> 00:04:52.000]  就是要去使萬民做耶穌基督的門徒
[00:04:52.000 --> 00:04:56.000]  馬太福音第28章第19節
[00:04:56.000 --> 00:04:58.000]  那裡講得很清楚
[00:04:58.000 --> 00:05:01.000]  所以你們要去使萬民做我們的門徒
[00:05:01.000 --> 00:05:04.000]  奉父子聖靈的名給他們試鏡
[00:05:04.000 --> 00:05:05.000]  請大家留意
[00:05:05.000 --> 00:05:08.000]  解決聖經雖然在教會裡面常常講
[00:05:08.000 --> 00:05:10.000]  已經很熟
[00:05:10.000 --> 00:05:12.000]  但是我要你們留意的是說
[00:05:12.000 --> 00:05:18.000]  耶穌是要我們去使萬民做他的門徒
[00:05:18.000 --> 00:05:22.000]  門徒不等於信徒
[00:05:22.000 --> 00:05:25.000]  問題是今天很多的教會
[00:05:25.000 --> 00:05:31.000]  只是著重使萬民做耶穌基督的信徒
[00:05:31.000 --> 00:05:34.000]  我們已經未能好好掌握得到
[00:05:34.000 --> 00:05:37.000]  耶穌所賜給我們這個大使命的意思
[00:05:37.000 --> 00:05:39.000]  我們再看清楚一點點的時候
[00:05:39.000 --> 00:05:40.000]  就是說
[00:05:40.000 --> 00:05:43.000]  祂是要我們不但帶領人相信耶穌基督
[00:05:43.000 --> 00:05:44.000]  成為一個信徒
[00:05:44.000 --> 00:05:49.000]  而且要把他們變成一個耶穌基督的門徒
[00:05:49.000 --> 00:05:51.000]  那麼什麼是門徒
[00:05:51.000 --> 00:05:54.000]  門徒到底應該有什麼表現
[00:05:54.000 --> 00:05:56.000]  我們用什麼方法去衡量
[00:05:56.000 --> 00:06:00.000]  一個人是否耶穌基督的門徒呢
[00:06:00.000 --> 00:06:01.000]  很簡單
[00:06:01.000 --> 00:06:02.000]  三方面
[00:06:02.000 --> 00:06:04.000]  我們希望在教會裡面
[00:06:04.000 --> 00:06:06.000]  特別是在窺點教會裡面
[00:06:06.000 --> 00:06:07.000]  一個門徒
[00:06:07.000 --> 00:06:10.000]  他的生命是應該有生命力
[00:06:10.000 --> 00:06:12.000]  有感染力
[00:06:12.000 --> 00:06:15.000]  也是要有反擊的能力
[00:06:15.000 --> 00:06:17.000]  所以第一個問題我們要問的就是
[00:06:17.000 --> 00:06:19.000]  Are we growing?
[00:06:19.000 --> 00:06:22.000]  我們蘇聯的生命是否有不斷的成長呢
[00:06:22.000 --> 00:06:24.000]  我們是否有極強的生命力
[00:06:24.000 --> 00:06:27.000]  現在就看看自己蘇聯的生命
[00:06:27.000 --> 00:06:31.000]  能夠反照耶穌基督的品格嗎
[00:06:31.000 --> 00:06:35.000]  我們是否已經離開了耶穌基督的道理的開端
[00:06:35.000 --> 00:06:38.000]  可以能夠進到一個進前的一個地步
[00:06:38.000 --> 00:06:41.000]  我們是否能夠在聖經的基石
[00:06:41.000 --> 00:06:45.000]  蘇聯的悟性上面都能夠不斷地加深
[00:06:45.000 --> 00:06:48.000]  一個有生命力的基督徒是一個長進的
[00:06:48.000 --> 00:06:50.000]  不斷成長的基督徒
[00:06:50.000 --> 00:06:52.000]  我們應該要有這些的表現
[00:06:52.000 --> 00:06:54.000]  我們的生命是否有感染力
[00:06:54.000 --> 00:06:55.000]  問一問我們自己
[00:06:55.000 --> 00:06:57.000]  如果是基督的話
[00:06:57.000 --> 00:07:00.000]  我們能否讓人因為認識我們的緣故
[00:07:00.000 --> 00:07:03.000]  而對基督教的信仰更加地開放
[00:07:03.000 --> 00:07:05.000]  更有興趣
[00:07:05.000 --> 00:07:07.000]  我們蘇聯的品格
[00:07:07.000 --> 00:07:15.000]  是否能夠占取到神和人的愛跟尊重
[00:07:15.000 --> 00:07:17.000]  如果我們說我們是基督徒
[00:07:17.000 --> 00:07:22.000]  如果我們說我們曾經嘗試過主恩的滋味
[00:07:22.000 --> 00:07:24.000]  那麼我們有沒有曾經
[00:07:24.000 --> 00:07:29.000]  向我們的家人、同事、朋友去分享
[00:07:29.000 --> 00:07:32.000]  這個恩典是怎麼樣的一個恩典
[00:07:32.000 --> 00:07:36.000]  我們可曾跟人分享自己信仰的一些體會
[00:07:36.000 --> 00:07:39.000]  我們有沒有邀請人到我們的教會當中
[00:07:39.000 --> 00:07:41.000]  甚至邀請他們相信耶穌基督
[00:07:41.000 --> 00:07:44.000]  接受耶穌作為他們的救贖
[00:07:44.000 --> 00:07:49.000]  我們可曾幫助那些出信的朋友們
[00:07:49.000 --> 00:07:56.000]  能夠成為一個有生命力、感染力、反擊力的基督徒
[00:07:56.000 --> 00:07:58.000]  我們做過一個蘇聯的父母親嗎
[00:07:58.000 --> 00:08:04.000]  還是現在還要別人來照顧我們、幫助我們
[00:08:04.000 --> 00:08:10.000]  如果我們感覺到自己缺乏門徒應有的表現
[00:08:10.000 --> 00:08:14.000]  可能你需要找pastor Jackie或者找pastor Justin
[00:08:14.000 --> 00:08:17.000]  現在我叫pastor Pen
[00:08:17.000 --> 00:08:19.000]  要找他們
[00:08:19.000 --> 00:08:23.000]  請他們幫助你找一個小保羅
[00:08:23.000 --> 00:08:25.000]  幫助你們能夠每天去敬禮神
[00:08:25.000 --> 00:08:27.000]  幫助你靈性能夠長進
[00:08:27.000 --> 00:08:33.000]  幫助你能夠成為一個有生命力、有感染力、有反擊力的基督徒
[00:08:33.000 --> 00:08:35.000]  不然的話,我告訴你
[00:08:35.000 --> 00:08:37.000]  雖然你說你是基督徒,你相信耶穌基督
[00:08:37.000 --> 00:08:40.000]  但是你不會,聽懂沒有
[00:08:40.000 --> 00:08:47.000]  你不會經驗得到聖經所應許的那個所謂豐盛的人生
[00:08:47.000 --> 00:08:51.000]  好了,可以禱告,可以祈禱,求聖幫助
[00:08:51.000 --> 00:08:54.000]  但是你不會經歷到一個豐盛的人生
[00:08:54.000 --> 00:08:58.000]  因為你的生命沒有一個門徒的那個表現
[00:08:58.000 --> 00:09:01.000]  還沒有進到那個地步
[00:09:01.000 --> 00:09:04.000]  聖經在已父所述第四章十一節那裡說
[00:09:04.000 --> 00:09:07.000]  它指定有一些人做使徒,有些人做先知
[00:09:07.000 --> 00:09:11.000]  有些人成福音,有些人做牧師和教師
[00:09:11.000 --> 00:09:15.000]  目的是要準備上帝的子民為他工作
[00:09:15.000 --> 00:09:17.000]  建立教會
[00:09:17.000 --> 00:09:19.000]  這是基督的身體
[00:09:19.000 --> 00:09:23.000]  這兩封聖經,這教會也是常常看的,常常讀的
[00:09:23.000 --> 00:09:25.000]  但是我希望你們留意
[00:09:25.000 --> 00:09:28.000]  這兩節聖經告訴我們
[00:09:28.000 --> 00:09:30.000]  那些做使徒的,現在沒有了
[00:09:30.000 --> 00:09:34.000]  做先知的,做牧師和全道人的
[00:09:34.000 --> 00:09:40.000]  他們的主要工作不是去全福音
[00:09:40.000 --> 00:09:42.000]  再講一遍
[00:09:42.000 --> 00:09:45.000]  他們主要的工作不是去全福音
[00:09:45.000 --> 00:09:48.000]  而是建立教會
[00:09:48.000 --> 00:09:50.000]  而他們建立教會的方法
[00:09:50.000 --> 00:09:54.000]  就是要培育和裝備上帝的子民
[00:09:54.000 --> 00:09:59.000]  能夠成為一個有生命力、有感染力、有反擊力的門徒
[00:09:59.000 --> 00:10:07.000]  因為這是唯一也是最有效去完成這個大使命的方法
[00:10:07.000 --> 00:10:10.000]  今天教會的問題是什麼呢?
[00:10:10.000 --> 00:10:13.000]  今天教會的問題是很多基督徒
[00:10:13.000 --> 00:10:16.000]  把全福音、把做建政的責任
[00:10:16.000 --> 00:10:20.000]  推給牧師、推給全道人
[00:10:20.000 --> 00:10:24.000]  很多基督徒只是十分積極教聖經
[00:10:24.000 --> 00:10:27.000]  或者是偶然去服事
[00:10:27.000 --> 00:10:29.000]  卻不願意去全福音
[00:10:29.000 --> 00:10:36.000]  更不會去幫助其他的人成為耶穌基督的門徒
[00:10:36.000 --> 00:10:38.000]  這個就是今天教會的問題
[00:10:38.000 --> 00:10:42.000]  把板木倒置了、把崗位調換了
[00:10:42.000 --> 00:10:44.000]  所以教會不增長、教會不發展
[00:10:44.000 --> 00:10:47.000]  教會不能夠鬆懷普世
[00:10:47.000 --> 00:10:50.000]  這個是我們今天的問題
[00:10:50.000 --> 00:10:55.000]  當然這個到普世去全福音使萬民做耶穌基督門徒的使命
[00:10:55.000 --> 00:10:59.000]  對我們來講實際上真的好像是不可思議
[00:10:59.000 --> 00:11:00.000]  一個小小的教會
[00:11:00.000 --> 00:11:02.000]  當然我們很感謝主啦
[00:11:02.000 --> 00:11:04.000]  我們不是太小的教會
[00:11:04.000 --> 00:11:07.000]  但是對我們來講還是不可思議
[00:11:07.000 --> 00:11:09.000]  不要說當天的門徒感覺到很驚訝
[00:11:09.000 --> 00:11:11.000]  他們不知如何開始
[00:11:11.000 --> 00:11:15.000]  就是今天你們看我們有音響的設備
[00:11:15.000 --> 00:11:16.000]  雖然不是很好
[00:11:16.000 --> 00:11:18.000]  還聽得到吧
[00:11:18.000 --> 00:11:19.000]  還有音響
[00:11:19.000 --> 00:11:22.000]  還有video雖然有點問題
[00:11:22.000 --> 00:11:24.000]  還可以看喔
[00:11:24.000 --> 00:11:27.000]  比起耶穌十方的門徒什麼都沒有
[00:11:27.000 --> 00:11:30.000]  就是靠他們的口、兩條腿
[00:11:30.000 --> 00:11:32.000]  什麼都沒有
[00:11:32.000 --> 00:11:37.000]  我們今天就是有那麼多的大眾傳播的媒體幫助我們
[00:11:37.000 --> 00:11:41.000]  我們還是感覺到這個大使命
[00:11:41.000 --> 00:11:47.000]  鬆懷普世好像只是一個不可能實現的理想
[00:11:47.000 --> 00:11:48.000]  我要告訴你
[00:11:48.000 --> 00:11:49.000]  如果有這樣的想法的話
[00:11:49.000 --> 00:11:50.000]  沒關係的
[00:11:50.000 --> 00:11:51.000]  為什麼呢
[00:11:51.000 --> 00:11:54.000]  因為這個想法是絕對的正常
[00:11:54.000 --> 00:11:59.000]  因為實際上按人的方法和今天的科技
[00:11:59.000 --> 00:12:04.000]  我們真的沒有辦法去完成這個大使命
[00:12:04.000 --> 00:12:12.000]  但是如果我們懂得去使用從聖靈而來的那個能力
[00:12:12.000 --> 00:12:17.000]  我們就可以到全地為耶穌基督做見證
[00:12:17.000 --> 00:12:19.000]  所以首先第一件事情
[00:12:19.000 --> 00:12:21.000]  如果我們要成為一個鬆懷普世的教會
[00:12:21.000 --> 00:12:25.000]  我們要首先知道到底我們的使命是什麼
[00:12:25.000 --> 00:12:27.000]  我們的使命是什麼
[00:12:27.000 --> 00:12:32.000]  使萬民做耶穌基督的門徒
[00:12:32.000 --> 00:12:35.000]  不但是全服嬰又使他們成為一個門徒
[00:12:35.000 --> 00:12:38.000]  但是怎麼能夠做到這個工作呢
[00:12:38.000 --> 00:12:42.000]  我們就要使用依靠聖靈帶給我們的能力
[00:12:42.000 --> 00:12:46.000]  我們就可以到全地去為主做見證
[00:12:46.000 --> 00:12:51.000]  馬太福音28章18節跟使徒行狀第一章第八節
[00:12:51.000 --> 00:12:52.000]  耶穌走進他們對他們說
[00:12:52.000 --> 00:12:57.000]  上帝已經把天上和人間所有的權柄都賜給我
[00:12:57.000 --> 00:12:59.000]  聖靈臨到你們的時候
[00:12:59.000 --> 00:13:01.000]  你們會充滿著能力
[00:13:01.000 --> 00:13:05.000]  又在耶路撒冷猶太和撒瑪利亞全境
[00:13:05.000 --> 00:13:09.000]  甚至到天涯海角為我做見證
[00:13:09.000 --> 00:13:11.000]  當我看這兩支聖經的時候
[00:13:11.000 --> 00:13:13.000]  是很powerful的聖經
[00:13:13.000 --> 00:13:14.000]  為什麼呢
[00:13:14.000 --> 00:13:16.000]  因為耶穌首先告訴我們說
[00:13:16.000 --> 00:13:20.000]  上帝已經把天上地下所有的權柄
[00:13:20.000 --> 00:13:22.000]  是所有耶
[00:13:22.000 --> 00:13:24.000]  都賜給耶穌基督
[00:13:24.000 --> 00:13:29.000]  所以我們是靠著這個滿有所有權柄的耶穌基督
[00:13:29.000 --> 00:13:31.000]  聖靈的能力去做這個工作
[00:13:31.000 --> 00:13:34.000]  然後他們說當聖靈臨到的時候
[00:13:34.000 --> 00:13:36.000]  我們會充滿著能力
[00:13:36.000 --> 00:13:39.000]  就到全世界去為主做見證
[00:13:39.000 --> 00:13:43.000]  所以從聖靈而來的能力
[00:13:43.000 --> 00:13:46.000]  我希望每一個信耶穌的人都曉得
[00:13:46.000 --> 00:13:50.000]  是每一個信耶穌的人都擁有的
[00:13:50.000 --> 00:13:55.000]  這是一個屬於個人的內在的能力
[00:13:55.000 --> 00:13:56.000]  除非你不信耶穌
[00:13:56.000 --> 00:13:58.000]  你不是真的信主
[00:13:58.000 --> 00:14:00.000]  如果你信主的時候
[00:14:00.000 --> 00:14:01.000]  聖經告訴我們說
[00:14:01.000 --> 00:14:06.000]  聖靈已經進到你的生命當中
[00:14:06.000 --> 00:14:08.000]  願福音十四章十六節十七節
[00:14:08.000 --> 00:14:09.000]  他說我有祈求父親
[00:14:09.000 --> 00:14:12.000]  他就賜給你們另一位位作者
[00:14:12.000 --> 00:14:14.000]  永遠跟你們同在
[00:14:14.000 --> 00:14:16.000]  他就是真理的靈
[00:14:16.000 --> 00:14:17.000]  世人不能接受他
[00:14:17.000 --> 00:14:19.000]  因為他們看不到他
[00:14:19.000 --> 00:14:20.000]  也不認識他
[00:14:20.000 --> 00:14:24.000]  但是你們認識他
[00:14:24.000 --> 00:14:25.000]  你們認識他
[00:14:25.000 --> 00:14:28.000]  因為他在你們的生命裡
[00:14:28.000 --> 00:14:31.000]  常與你們同在
[00:14:31.000 --> 00:14:33.000]  無論你是否有這個感覺
[00:14:33.000 --> 00:14:35.000]  很多基督徒從來沒有經歷過
[00:14:35.000 --> 00:14:36.000]  聖靈的感動
[00:14:36.000 --> 00:14:37.000]  我曉得
[00:14:37.000 --> 00:14:39.000]  但是這個不是感覺的問題
[00:14:39.000 --> 00:14:41.000]  是一個真理的問題
[00:14:41.000 --> 00:14:42.000]  相信耶穌基督
[00:14:42.000 --> 00:14:45.000]  這個聖靈就要永遠住在你的生命裡面
[00:14:45.000 --> 00:14:49.000]  這個跟舊約聖經的時代並不一樣
[00:14:49.000 --> 00:14:50.000]  舊約的時代
[00:14:50.000 --> 00:14:53.000]  聖靈是不會永遠住在你的生命裡面
[00:14:53.000 --> 00:14:55.000]  比如說那個撒羅王
[00:14:55.000 --> 00:14:56.000]  我們都很熟
[00:14:56.000 --> 00:14:58.000]  他因為犯罪的緣故
[00:14:58.000 --> 00:15:00.000]  神的靈就要離開了他
[00:15:00.000 --> 00:15:01.000]  聖經講
[00:15:01.000 --> 00:15:04.000]  大衛王我們也是很熟悉的
[00:15:04.000 --> 00:15:05.000]  當他犯罪以後
[00:15:05.000 --> 00:15:10.000]  他很求天父上帝不要讓神的靈離開他
[00:15:10.000 --> 00:15:11.000]  所以在舊約的時候
[00:15:11.000 --> 00:15:14.000]  聖靈不是永遠住在我們裡面的
[00:15:14.000 --> 00:15:16.000]  但是在新約的時代
[00:15:16.000 --> 00:15:19.000]  聖靈會一直在我們生命裡面
[00:15:19.000 --> 00:15:22.000]  勸慰我們 幫助我們
[00:15:22.000 --> 00:15:24.000]  並且讓我們能夠進一步
[00:15:24.000 --> 00:15:28.000]  認識到至高和至聖界的真實
[00:15:28.000 --> 00:15:29.000]  所以弟兄姊妹
[00:15:29.000 --> 00:15:30.000]  如果你說你是基督徒
[00:15:30.000 --> 00:15:33.000]  你信奉耶穌
[00:15:33.000 --> 00:15:34.000]  我再講一遍
[00:15:34.000 --> 00:15:40.000]  無論你是否有聖靈同在的經驗
[00:15:40.000 --> 00:15:43.000]  聖靈確實已經住在你的生命裡面
[00:15:43.000 --> 00:15:46.000]  你要把它打開來用
[00:15:46.000 --> 00:15:48.000]  你要求祂的幫助
[00:15:48.000 --> 00:15:51.000]  使你的生命變得更豐盛
[00:15:51.000 --> 00:15:53.000]  也因為這樣的緣故
[00:15:53.000 --> 00:15:58.000]  聖靈就成為我們與耶穌基督建立關係的一個憑證
[00:15:58.000 --> 00:16:02.000]  所以以父所說的義正十三節
[00:16:02.000 --> 00:16:04.000]  那裡說:你們自聽見真理的道
[00:16:04.000 --> 00:16:06.000]  眾生老教你們得救的福音
[00:16:06.000 --> 00:16:08.000]  也信你基督
[00:16:08.000 --> 00:16:09.000]  既然信他
[00:16:09.000 --> 00:16:13.000]  就受了所應許的聖靈為印記
[00:16:13.000 --> 00:16:15.000]  即若信耶穌
[00:16:15.000 --> 00:16:16.000]  信基督
[00:16:16.000 --> 00:16:20.000]  就受了所應許的聖靈為印記
[00:16:20.000 --> 00:16:22.000]  那這個聖靈的印記
[00:16:22.000 --> 00:16:25.000]  並不是現在很多一些christian church
[00:16:25.000 --> 00:16:29.000]  你們所講的講方言、醫病、趕鬼的那一類
[00:16:29.000 --> 00:16:31.000]  這裡所講到的印記
[00:16:31.000 --> 00:16:34.000]  是說人因為相信耶穌之恩的緣故
[00:16:34.000 --> 00:16:37.000]  領受了聖靈來講的
[00:16:37.000 --> 00:16:41.000]  聖靈固然是一個靈體
[00:16:41.000 --> 00:16:44.000]  但是它卻與聖父聖子一樣
[00:16:44.000 --> 00:16:46.000]  擁有永生神的能力
[00:16:46.000 --> 00:16:48.000]  而它現在
[00:16:48.000 --> 00:16:50.000]  好像我剛才說的
[00:16:50.000 --> 00:16:52.000]  已經住在每個信耶穌的人的生命裡面
[00:16:52.000 --> 00:16:54.000]  相信耶穌基督的人
[00:16:54.000 --> 00:16:57.000]  已經擁有這種無與倫比的能力
[00:16:57.000 --> 00:16:59.000]  那時候我們不相信
[00:16:59.000 --> 00:17:01.000]  因為沒有去用過
[00:17:01.000 --> 00:17:03.000]  沒有經歷過
[00:17:03.000 --> 00:17:05.000]  但是只有你願意
[00:17:05.000 --> 00:17:07.000]  只有你學會
[00:17:07.000 --> 00:17:09.000]  怎麼去跟聖靈合作的話
[00:17:09.000 --> 00:17:10.000]  我告訴你
[00:17:10.000 --> 00:17:11.000]  你會經歷到
[00:17:11.000 --> 00:17:13.000]  原來神能夠使用你
[00:17:13.000 --> 00:17:17.000]  做一些你從來沒有想過你可以做的事情
[00:17:17.000 --> 00:17:18.000]  所以告訴我們說
[00:17:18.000 --> 00:17:21.000]  這個聖靈跟聖父聖子一樣
[00:17:21.000 --> 00:17:25.000]  它既然是神的三位一體之中的其中一位
[00:17:25.000 --> 00:17:28.000]  它有跟神一樣同樣的知識跟能力
[00:17:28.000 --> 00:17:30.000]  所以它能夠幫助我們
[00:17:30.000 --> 00:17:31.000]  能夠認識真理
[00:17:31.000 --> 00:17:33.000]  明白神的心意
[00:17:33.000 --> 00:17:35.000]  所以聖靈的能力
[00:17:35.000 --> 00:17:38.000]  我們看到也是一種理智的能力
[00:17:38.000 --> 00:17:42.000]  約翰福音十六章十二節到十三節那裡說
[00:17:42.000 --> 00:17:45.000]  我還有好事要事要告訴你們
[00:17:45.000 --> 00:17:47.000]  但你們現在不能領會
[00:17:47.000 --> 00:17:48.000]  十三節
[00:17:48.000 --> 00:17:51.000]  只等真理的聖靈來了
[00:17:51.000 --> 00:17:53.000]  它要引導你們明白一切的真理
[00:17:53.000 --> 00:17:56.000]  因為它不是憑自己說的
[00:17:56.000 --> 00:17:59.000]  而是憑它所聽見的都說出來
[00:17:59.000 --> 00:18:03.000]  並要把將來的事告訴你們
[00:18:03.000 --> 00:18:04.000]  心經講得很清楚了
[00:18:04.000 --> 00:18:07.000]  聖靈能夠幫助我們明白一切的真理
[00:18:07.000 --> 00:18:13.000]  因為它是一個有理智有心想有感情的一個個體
[00:18:13.000 --> 00:18:15.000]  可以跟我們溝通的
[00:18:15.000 --> 00:18:17.000]  我們是可以跟聖靈談話溝通的
[00:18:17.000 --> 00:18:19.000]  而且心經告訴我們
[00:18:19.000 --> 00:18:23.000]  聖靈說全講是有關天父上帝的事情
[00:18:23.000 --> 00:18:26.000]  它要把將來的事情告訴我們
[00:18:26.000 --> 00:18:28.000]  所以保羅說
[00:18:28.000 --> 00:18:32.000]  熟悉的人能夠看透萬事
[00:18:32.000 --> 00:18:34.000]  不是單單明白今生的事情
[00:18:34.000 --> 00:18:36.000]  也能夠看透那個來生
[00:18:36.000 --> 00:18:39.000]  因為這個是聖靈
[00:18:39.000 --> 00:18:44.000]  它從天父那裡曉得將要發生的事情
[00:18:44.000 --> 00:18:47.000]  過去這個禮拜
[00:18:47.000 --> 00:18:49.000]  我們所有的教務同工
