
[00:00:00.000 --> 00:00:01.720]  頂子每主禮平安
[00:02:34.880 --> 00:02:36.880]  所以傳統慢慢慢慢就形成
[00:02:36.880 --> 00:02:41.320]  但是有時候傳統這件事
[00:02:41.320 --> 00:02:43.320]  你不說你不知道它很壞
[00:02:43.320 --> 00:02:44.680]  不單止不知道很壞
[00:02:44.680 --> 00:02:47.040]  傳統這件事本來的心出發點
[00:02:47.040 --> 00:02:50.120]  就是一家人開心的喝一口湯
[00:02:50.120 --> 00:02:52.440]  誰知道有時候傳統的東西會衝突的
[00:02:52.440 --> 00:02:53.160]  會衝撞的
[00:02:53.160 --> 00:02:55.320]  結果一口湯是喝不下口的
[00:02:55.320 --> 00:02:57.400]  我剛結婚的時候沒多久
[00:02:57.400 --> 00:02:58.440]  又是煲湯
[00:02:58.440 --> 00:02:59.080]  我太太在這裡
[00:02:59.080 --> 00:03:00.760]  所以我不敢看著她
[00:03:00.760 --> 00:03:01.880]  我離開來說
[00:03:01.880 --> 00:03:02.880]  我太太坐在這個位置
[00:03:02.880 --> 00:03:04.600]  我說不要看著她來說
[00:03:04.600 --> 00:03:06.640]  因為她說你又把我放上桌子了
[00:03:06.640 --> 00:03:08.000]  我不是把太太放上桌子
[00:03:08.000 --> 00:03:10.600]  我將我的生命跟大家分享
[00:03:10.600 --> 00:03:12.000]  那時候結婚沒多久
[00:03:12.000 --> 00:03:13.280]  又喝一口湯
[00:03:13.280 --> 00:03:14.760]  太太煲一口湯也是很好
[00:03:14.760 --> 00:03:16.760]  但是一口湯不夠味道
[00:03:16.760 --> 00:03:18.200]  太太不夠味道
[00:03:18.200 --> 00:03:19.640]  意思是不夠鹹
[00:03:19.640 --> 00:03:21.160]  她又進廚房
[00:03:21.160 --> 00:03:22.960]  我就在這裡吃飯
[00:03:22.960 --> 00:03:24.040]  當我再看的時候
[00:03:24.040 --> 00:03:25.600]  她倒了一些豉油
[00:03:25.600 --> 00:03:32.840]  倒了一些豉油
[00:03:32.840 --> 00:03:34.600]  倒在湯裡
[00:03:34.600 --> 00:03:36.080]  我馬上整個彈起來
[00:03:36.080 --> 00:03:37.760]  我說你幹什麼
[00:03:37.760 --> 00:03:39.280]  你幹什麼
[00:03:39.280 --> 00:03:40.000]  她說
[00:03:40.000 --> 00:03:41.320]  這麼大聲是什麼
[00:03:41.320 --> 00:03:42.960]  你說不夠鹹
[00:03:42.960 --> 00:03:44.080]  我整個彈起來
[00:03:44.080 --> 00:03:45.720]  我不知道我是正常還是不正常
[00:03:45.720 --> 00:03:46.520]  在我那一剎那
[00:03:46.520 --> 00:03:48.280]  是沒有想過正常與不正常的問題
[00:03:48.280 --> 00:03:49.160]  我那一剎那之後
[00:03:49.160 --> 00:03:50.640]  嘴巴不停地噴
[00:03:50.640 --> 00:03:51.400]  說什麼呢
[00:03:51.400 --> 00:03:53.200]  為什麼下湯會下熱豉油
[00:03:53.200 --> 00:03:55.000]  因為要下鹽
[00:03:55.000 --> 00:03:57.000]  嘴巴不停地說
[00:03:57.000 --> 00:03:57.840]  但是
[00:03:57.840 --> 00:03:59.400]  那個慘是慘在哪裡呢
[00:03:59.400 --> 00:04:01.240]  我是沒有留意到
[00:04:01.240 --> 00:04:02.480]  我太太的樣子
[00:04:02.480 --> 00:04:03.240]  她的臉色
[00:04:03.240 --> 00:04:05.000]  一開始有變化
[00:04:05.000 --> 00:04:06.320]  當我留意到的時候
[00:04:06.320 --> 00:04:08.680]  已經太遲了
[00:04:08.680 --> 00:04:10.320]  太遲是什麼意思呢
[00:04:10.320 --> 00:04:12.280]  那一口湯
[00:04:12.280 --> 00:04:14.640]  是完全沒有味道
[00:04:14.640 --> 00:04:18.000]  那天吃飯都沒有說話
[00:04:18.000 --> 00:04:18.640]  我這樣想吧
[00:04:18.640 --> 00:04:20.080]  我都忘記了幾十年前的事
[00:04:20.080 --> 00:04:22.280]  不好的事我都沒有去記
[00:04:22.280 --> 00:04:25.760]  不過應該是這樣發展
[00:04:25.760 --> 00:04:27.280]  不同的信仰
[00:04:27.280 --> 00:04:28.760]  不同的傳統
[00:04:28.760 --> 00:04:30.120]  一走過去
[00:04:30.120 --> 00:04:31.360]  可能就是為了這麼少
[00:04:31.360 --> 00:04:34.160]  下豉油還是下鹽就撞過去
[00:04:34.160 --> 00:04:35.040]  我那時候還是小
[00:04:35.040 --> 00:04:37.600]  結婚沒多久
[00:04:37.600 --> 00:04:38.720]  我不明白為什麼
[00:04:38.720 --> 00:04:40.760]  原來這些反應這麼大
[00:04:40.760 --> 00:04:42.280]  我慢慢慢慢明白
[00:04:42.280 --> 00:04:43.200]  稍後在聽的時候
[00:04:43.200 --> 00:04:44.640]  希望大家可以慢慢慢慢明白
[00:04:44.640 --> 00:04:46.560]  我所經歷的心境
[00:04:46.560 --> 00:04:47.480]  但是除了喝湯之外
[00:04:47.480 --> 00:04:49.000]  當我在反思的時候發覺
[00:04:49.000 --> 00:04:51.240]  在教會幾十年
[00:04:51.240 --> 00:04:52.720]  我們教會會不會
[00:04:52.720 --> 00:04:54.920]  都有不同的信仰的傳統
[00:04:54.920 --> 00:04:56.280]  有不同的做法
[00:04:56.280 --> 00:04:58.080]  但是我們就是如此這麼做
[00:04:58.080 --> 00:04:59.520]  每天這麼做
[00:04:59.520 --> 00:05:01.040]  不問為什麼這麼做
[00:05:01.040 --> 00:05:02.400]  總之這麼做
[00:05:02.400 --> 00:05:04.240]  突然間碰到一個童工
[00:05:04.240 --> 00:05:05.280]  有一個弟兄姊妹
[00:05:05.280 --> 00:05:06.280]  有一個組員
[00:05:06.280 --> 00:05:07.480]  他不是這麼做
[00:05:07.480 --> 00:05:08.840]  不是這麼想
[00:05:08.840 --> 00:05:10.120]  你會彈起來
[00:05:10.120 --> 00:05:11.080]  心裡面在想
[00:05:11.080 --> 00:05:12.560]  甚至在嘴裡這麼說
[00:05:12.560 --> 00:05:13.920]  咦
[00:05:13.920 --> 00:05:15.320]  這麼做的你
[00:05:15.320 --> 00:05:16.480]  不是吧
[00:05:16.480 --> 00:05:17.760]  尤其不敢說出來
[00:05:17.760 --> 00:05:21.080]  但是你是完全表情表達了出來
[00:05:21.080 --> 00:05:23.680]  今天在經文當中
[00:05:23.680 --> 00:05:24.600]  我們看到
[00:05:24.600 --> 00:05:25.440]  那是一件什麼事呢
[00:05:25.440 --> 00:05:26.800]  是洗手的事件
[00:05:26.800 --> 00:05:29.600]  他說那時候有法律賽人
[00:05:29.600 --> 00:05:33.000]  以及民事從耶路撒冷來到
[00:05:33.000 --> 00:05:35.120]  故意從路遠由耶路撒冷走過來
[00:05:35.120 --> 00:05:36.080]  去見耶穌
[00:05:36.080 --> 00:05:36.720]  他跟他說
[00:05:36.720 --> 00:05:41.600]  你的門徒為什麼犯了古人的遺傳
[00:05:41.600 --> 00:05:42.760]  為什麼什麼遺傳
[00:05:42.760 --> 00:05:45.240]  因為他吃飯是沒有洗手
[00:05:45.240 --> 00:05:48.680]  吃飯之前沒有洗手
[00:05:48.680 --> 00:05:50.040]  大件事了
[00:05:50.040 --> 00:05:51.520]  首先我想問大家
[00:05:51.520 --> 00:05:52.760]  大家都很熟悉
[00:05:52.760 --> 00:05:54.520]  法律賽人
[00:05:54.520 --> 00:05:55.600]  我先給你一個提示
[00:05:55.600 --> 00:05:56.840]  收起來
[00:05:56.840 --> 00:05:58.080]  假裝沒有看過
[00:05:58.080 --> 00:05:58.960]  在經文當中有多少人
[00:05:58.960 --> 00:06:02.040]  覺得自己有一點法律賽人的心態
[00:06:02.040 --> 00:06:02.720]  是嗎
[00:06:02.720 --> 00:06:03.680]  很好
[00:06:03.680 --> 00:06:04.320]  很好是什麼意思
[00:06:04.320 --> 00:06:04.840]  很勇敢
[00:06:04.840 --> 00:06:06.200]  我見到有人舉手也很勇敢
[00:06:06.200 --> 00:06:07.120]  通常你都不會舉手
[00:06:07.120 --> 00:06:08.240]  我再問一次
[00:06:08.240 --> 00:06:13.280]  你覺得你們有沒有一點法律賽人的心態
[00:06:13.280 --> 00:06:14.640]  你看分行會還是教會
[00:06:14.640 --> 00:06:16.840]  你多不少知道什麼是法律賽人
[00:06:16.840 --> 00:06:18.560]  可能你說法律賽人是這樣的
[00:06:18.560 --> 00:06:21.120]  但是你那種小心態
[00:06:21.120 --> 00:06:23.000]  可能多不少我們都會有
[00:06:23.000 --> 00:06:24.560]  法律賽人是什麼意思
[00:06:24.560 --> 00:06:28.120]  法律賽人原文的意思是分離者
[00:06:28.120 --> 00:06:29.440]  separate ones
[00:06:29.440 --> 00:06:31.200]  法律賽人特別要留意
[00:06:31.200 --> 00:06:33.520]  在舊約好像沒有看到法律賽人這三個字
[00:06:33.520 --> 00:06:34.560]  在舊約沒有看到
[00:06:34.560 --> 00:06:35.760]  特別是在舊約看到
[00:06:35.760 --> 00:06:37.680]  就是開始兩約之間
[00:06:37.680 --> 00:06:40.600]  慢慢慢慢出現這些叫法律賽人
[00:06:40.600 --> 00:06:41.880]  特別是這些法律賽人
[00:06:41.880 --> 00:06:43.360]  因為是聖殿避位
[00:06:43.360 --> 00:06:44.560]  他們是避老
[00:06:44.560 --> 00:06:46.160]  變成不可以在聖殿敬拜
[00:06:46.160 --> 00:06:49.720]  他們對於認定他們作為神和人
[00:06:49.720 --> 00:06:50.760]  人和神之間的關係
[00:06:50.760 --> 00:06:51.680]  約的關係
[00:06:51.680 --> 00:06:54.400]  作為敬拜和憲制
[00:06:54.400 --> 00:06:55.320]  沒有了聖殿
[00:06:55.320 --> 00:06:57.440]  所以他們取而代之就是律法
[00:06:57.440 --> 00:06:59.080]  就是很遵守律法
[00:06:59.080 --> 00:07:00.720]  他們以色列人也問了一個問題
[00:07:00.720 --> 00:07:03.280]  為什麼我們是神的子民會避老
[00:07:03.280 --> 00:07:04.640]  神為什麼很愛我們
[00:07:04.640 --> 00:07:06.280]  愛我們為什麼會避老
[00:07:06.280 --> 00:07:07.480]  神很愛我們
[00:07:07.480 --> 00:07:09.160]  為什麼我們逼著要移民
[00:07:09.160 --> 00:07:10.480]  很多人生的問題
[00:07:10.480 --> 00:07:11.320]  為什麼
[00:07:11.320 --> 00:07:13.960]  在以色列人兩約之間的四百年
[00:07:13.960 --> 00:07:15.480]  有很多不同的看法
[00:07:15.480 --> 00:07:16.560]  其中一個看法就是
[00:07:16.560 --> 00:07:17.040]  唉
[00:07:17.040 --> 00:07:18.640]  大家都知道的
[00:07:18.640 --> 00:07:20.400]  我們為什麼避老
[00:07:20.400 --> 00:07:22.160]  就是我們得罪了神
[00:07:22.160 --> 00:07:22.920]  我們得罪了神
[00:07:22.920 --> 00:07:24.960]  所以如果要回歸
[00:07:24.960 --> 00:07:25.960]  我們要復興
[00:07:25.960 --> 00:07:28.320]  就一定要處理罪的問題
[00:07:28.320 --> 00:07:30.160]  但是如何處理罪的問題呢
[00:07:30.160 --> 00:07:32.760]  其中一派的人的看法
[00:07:32.760 --> 00:07:34.720]  開始有不同的傳統
[00:07:34.720 --> 00:07:35.880]  其中一個傳統
[00:07:35.880 --> 00:07:37.720]  以色列的傳統看法就是
[00:07:37.720 --> 00:07:39.400]  為什麼我們要得罪神
[00:07:39.400 --> 00:07:41.360]  因為我們不夠認識律法
[00:07:41.360 --> 00:07:42.800]  定義不夠清楚
[00:07:42.800 --> 00:07:43.440]  舉例
[00:07:43.440 --> 00:07:44.720]  安息日
[00:07:44.720 --> 00:07:46.200]  我們安息日要安息
[00:07:46.200 --> 00:07:48.280]  那安息日不可以作供
[00:07:48.280 --> 00:07:50.040]  那怎樣作供呢
[00:07:50.040 --> 00:07:51.280]  作供就不清楚
[00:07:51.280 --> 00:07:53.080]  因為不清楚就很容易犯
[00:07:53.080 --> 00:07:54.280]  所以我們需要的是什麼呢
[00:07:54.280 --> 00:07:57.360]  就將這個安息日要守安息
[00:07:57.360 --> 00:08:00.760]  不可以作供這個舊約的條例
[00:08:00.760 --> 00:08:02.520]  得罪了神這個事情
[00:08:02.520 --> 00:08:04.960]  將它重新加以戒定
[00:08:04.960 --> 00:08:06.160]  補充戒定
[00:08:06.160 --> 00:08:07.440]  越戒就越多
[00:08:07.440 --> 00:08:11.280]  所以他們就有六百多條的條例
[00:08:11.280 --> 00:08:14.560]  法西塞人定了很多條例
[00:08:14.560 --> 00:08:16.480]  其他的以色列人
[00:08:16.480 --> 00:08:17.520]  沒有他們這樣想的
[00:08:17.520 --> 00:08:19.160]  所以沒有定這條例
[00:08:19.160 --> 00:08:21.480]  當然也沒有遵守這條例
[00:08:21.480 --> 00:08:23.400]  但是他定了很多條例的時候
[00:08:23.400 --> 00:08:25.040]  那是不是要遵守著呢
[00:08:25.040 --> 00:08:26.960]  這就是法西塞人
[00:08:26.960 --> 00:08:28.640]  既然他覺得遵守這些條例
[00:08:28.640 --> 00:08:30.520]  他認定他就可以跟從神
[00:08:30.520 --> 00:08:31.640]  也是被神祝福
[00:08:31.640 --> 00:08:33.200]  這樣才是義人的話
[00:08:33.200 --> 00:08:33.920]  那很自然
[00:08:33.920 --> 00:08:34.840]  第一個問題問
[00:08:34.840 --> 00:08:37.160]  那他對其他人有什麼態度呢
[00:08:37.160 --> 00:08:39.000]  就開始出現分離
[00:08:39.000 --> 00:08:39.960]  第一樣的態度
[00:08:39.960 --> 00:08:42.200]  就是頭四百年被擄
[00:08:42.200 --> 00:08:43.680]  到了耶穌的時代
[00:08:43.680 --> 00:08:45.840]  他們是被羅馬接管的
[00:08:45.840 --> 00:08:46.840]  被羅馬接管
[00:08:46.840 --> 00:08:49.360]  羅馬人是懷柔政策
[00:08:49.360 --> 00:08:51.280]  羅馬人是喜歡找回猶太人
[00:08:51.280 --> 00:08:53.640]  去管理猶太人的
[00:08:53.640 --> 00:08:56.800]  第一樣你覺得最不潔的是什麼呢
[00:08:56.800 --> 00:08:57.720]  羅馬人
[00:08:57.720 --> 00:09:00.200]  之前管理他們的希臘人
[00:09:00.200 --> 00:09:01.280]  他們不潔的
[00:09:01.280 --> 00:09:02.040]  因為他們不潔
[00:09:02.040 --> 00:09:03.040]  你不要和他們溝通
[00:09:03.040 --> 00:09:04.880]  你不要和他們一起相處
[00:09:04.880 --> 00:09:06.000]  不要和他們做朋友
[00:09:06.000 --> 00:09:09.760]  那你就保持自愛自潔
[00:09:09.760 --> 00:09:11.120]  所以第一班分離的人
[00:09:11.120 --> 00:09:12.040]  就是外邦人
[00:09:12.040 --> 00:09:13.080]  不潔的
[00:09:13.080 --> 00:09:13.680]  是澳洲人
[00:09:13.680 --> 00:09:15.560]  是澳洲阿塔的
[00:09:15.560 --> 00:09:16.760]  我不知道你心目中有沒有一些人
[00:09:16.760 --> 00:09:18.640]  你覺得這些不行的
[00:09:18.640 --> 00:09:21.280]  他可能是
[00:09:21.280 --> 00:09:23.520]  在澳洲要很小心說話
[00:09:23.520 --> 00:09:25.440]  可能他的性取向和你不同
[00:09:25.440 --> 00:09:26.880]  這些是不行的
[00:09:26.880 --> 00:09:28.240]  可能他的政見不行的
[00:09:28.240 --> 00:09:30.240]  這些政見的人和我看法是不同的
[00:09:30.240 --> 00:09:31.480]  可能他說的話
[00:09:31.480 --> 00:09:32.960]  可能他沒有你分析得這麼詳細
[00:09:32.960 --> 00:09:34.360]  這些是沒有腦袋的
[00:09:34.360 --> 00:09:35.840]  總之有些人你不知道怎麼說
[00:09:35.840 --> 00:09:38.560]  已經移開了一邊
[00:09:38.560 --> 00:09:41.160]  這些人分開就好了
[00:09:41.160 --> 00:09:43.360]  他們那時候就是和這些外邦人分開
[00:09:43.360 --> 00:09:45.760]  和這些羅馬管治的人分開
[00:09:45.760 --> 00:09:47.160]  但是這個第一重是分開
[00:09:47.160 --> 00:09:48.680]  就引申第二重是分開
[00:09:48.680 --> 00:09:50.720]  因為有其他的猶太人的傳統
[00:09:50.720 --> 00:09:51.680]  他不是這樣看法的
[00:09:51.680 --> 00:09:53.280]  特別在聖經有舉例的
[00:09:53.280 --> 00:09:54.720]  是薩都蓋人
[00:09:54.720 --> 00:09:56.080]  薩都蓋人是怎麼做的呢
[00:09:56.080 --> 00:09:57.720]  他性徵就是羅馬人
[00:09:57.720 --> 00:10:00.960]  藉著薩都蓋人他們本身有祭司的背景
[00:10:00.960 --> 00:10:02.360]  也管聖殿的
[00:10:02.360 --> 00:10:06.040]  所以羅馬人就會透過他們
[00:10:06.040 --> 00:10:07.840]  去管這些儀式人
[00:10:07.840 --> 00:10:10.680]  他們和這些羅馬的老闆去吃飯
[00:10:10.680 --> 00:10:12.960]  很多時候你吃飯的時候
[00:10:12.960 --> 00:10:13.760]  這麼乾淨
[00:10:13.760 --> 00:10:16.560]  吃的東西是否不潔
[00:10:16.560 --> 00:10:18.720]  這些條例通常會模糊了
[00:10:18.720 --> 00:10:21.040]  更何況快菜人是什麼人呢
[00:10:21.040 --> 00:10:22.720]  是一些實際主義
[00:10:22.720 --> 00:10:23.760]  很實際的
[00:10:23.760 --> 00:10:25.680]  就是說神已經離開了我們
[00:10:25.680 --> 00:10:27.080]  我們要避老了
[00:10:27.080 --> 00:10:27.920]  現在歸回了
[00:10:27.920 --> 00:10:29.040]  做人實際一點比較好
[00:10:29.040 --> 00:10:30.360]  懂得做人比較好
[00:10:30.360 --> 00:10:32.360]  所以他們這些是沒有那麼清晰的
[00:10:32.360 --> 00:10:35.120]  所以快菜人對他們是很不屑他們的
[00:10:35.120 --> 00:10:38.960]  快菜人很不屑那些叫「薩都蓋人」
[00:10:38.960 --> 00:10:40.120]  不屑還不屑
[00:10:40.120 --> 00:10:41.520]  你在福音書常常看到
[00:10:41.520 --> 00:10:44.280]  他們兩班人聚在一起會怎樣
[00:10:44.280 --> 00:10:46.280]  攻擊耶穌
[00:10:46.280 --> 00:10:48.200]  因為敵人的敵人就是朋友
[00:10:48.200 --> 00:10:49.920]  有些為了什麼目標
[00:10:49.920 --> 00:10:50.680]  算了
[00:10:50.680 --> 00:10:52.440]  雖然我也覺得你很可惡
[00:10:52.440 --> 00:10:53.800]  一起去攻擊這個更加可惡
[00:10:53.800 --> 00:10:54.320]  對不起
[00:10:54.320 --> 00:10:57.440]  更加攻擊這個更加可惡的
[00:10:57.440 --> 00:10:59.920]  這些就是法理彩人
[00:10:59.920 --> 00:11:01.600]  喜歡和別人分離
[00:11:01.600 --> 00:11:02.520]  和別人分開
[00:11:02.520 --> 00:11:03.520]  和什麼人分開呢
[00:11:03.520 --> 00:11:05.000]  都是和神的子民
[00:11:05.000 --> 00:11:06.240]  包括薩都蓋人
[00:11:06.240 --> 00:11:07.560]  雖然大家信同一個神
[00:11:07.560 --> 00:11:08.400]  但是傳統不同
[00:11:08.400 --> 00:11:09.280]  看法不同
[00:11:09.280 --> 00:11:10.800]  沒話說
[00:11:10.800 --> 00:11:13.200]  那麼你說什麼是民事呢
[00:11:13.200 --> 00:11:14.600]  民事其實你會發現
[00:11:14.600 --> 00:11:17.240]  民事基本上有不同的信仰傳統
[00:11:17.240 --> 00:11:18.680]  有不同的神學觀
[00:11:18.680 --> 00:11:20.000]  每一個信仰傳統
[00:11:20.000 --> 00:11:22.520]  都有些人和他去撐的
[00:11:22.520 --> 00:11:23.720]  去辯護的
[00:11:23.720 --> 00:11:24.920]  去教導的
[00:11:24.920 --> 00:11:26.800]  去受神學的護教的
[00:11:26.800 --> 00:11:29.040]  這些就是那個宗派的民事
[00:11:29.040 --> 00:11:30.320]  就等於今天的老師
[00:11:30.320 --> 00:11:31.600]  或者今天的律法師
[00:11:31.600 --> 00:11:32.920]  或者叫律師
[00:11:32.920 --> 00:11:35.040]  因為當時做律師也好
[00:11:35.040 --> 00:11:35.880]  或者律法師也好
[00:11:35.880 --> 00:11:38.960]  和教導那些是很類似的
[00:11:38.960 --> 00:11:42.080]  因為都是對那些的律法很熟悉的
[00:11:42.080 --> 00:11:42.640]  OK
[00:11:42.640 --> 00:11:44.320]  大家了解了之後
[00:11:44.320 --> 00:11:46.040]  就明白什麼叫洗手了
[00:11:46.040 --> 00:11:47.880]  我想問問今天有沒有人
[00:11:47.880 --> 00:11:50.400]  吃飯之前不用洗手的
[00:11:50.400 --> 00:11:53.800]  我問這個問題其實不是開玩笑的
[00:11:53.800 --> 00:11:56.560]  因為如果我吃飯不用洗手呢
[00:11:56.560 --> 00:12:01.440]  被我老婆發現了呢
[00:12:01.440 --> 00:12:03.440]  後果自負
[00:12:03.440 --> 00:12:05.040]  所以如果我吃飯不用洗手呢
[00:12:05.040 --> 00:12:06.880]  我唯一可以這樣做
[00:12:06.880 --> 00:12:07.880]  就是我老婆不在的時候
[00:12:07.880 --> 00:12:08.760]  才可以這樣做
[00:12:08.760 --> 00:12:09.680]  唉呀快點
[00:12:09.680 --> 00:12:11.240]  一個不記得洗手
[00:12:11.240 --> 00:12:14.960]  但是起碼有任何人你吃飯不用洗手呢
[00:12:14.960 --> 00:12:17.480]  你另一半不會對著你這樣說
[00:12:17.480 --> 00:12:20.080]  你犯罪了
[00:12:20.080 --> 00:12:21.240]  Devin你犯罪了
[00:12:21.240 --> 00:12:23.240]  會不會這樣說
[00:12:23.240 --> 00:12:25.280]  進屋或者你是沒有脫鞋
[00:12:25.280 --> 00:12:26.080]  或者怎樣
[00:12:26.080 --> 00:12:27.280]  我們拖鞋啊
[00:12:27.280 --> 00:12:28.000]  換拖鞋啊
[00:12:28.000 --> 00:12:28.760]  或者穿著襪子
[00:12:28.760 --> 00:12:29.960]  或者怎樣也好
[00:12:29.960 --> 00:12:31.760]  這些潔淨的東西清潔的乾淨的東西
[00:12:31.760 --> 00:12:32.520]  我們叫做
[00:12:32.520 --> 00:12:33.800]  衛生的員工
[00:12:33.800 --> 00:12:34.680]  戴口罩的時候
[00:12:34.680 --> 00:12:35.880]  你會不會說你沒有戴口罩啊
[00:12:35.880 --> 00:12:37.560]  你犯罪了
[00:12:37.560 --> 00:12:39.240]  會不會這樣說我們
[00:12:39.240 --> 00:12:40.480]  為什麼不會這樣說
[00:12:40.480 --> 00:12:41.480]  因為我們沒有將這件事
[00:12:41.480 --> 00:12:43.200]  和這個罪混在一起
[00:12:43.200 --> 00:12:44.920]  這個不是我們的傳統
[00:12:44.920 --> 00:12:46.400]  但是當其時人
[00:12:46.400 --> 00:12:47.600]  特別是快菜人
