
[00:00:00.000 --> 00:00:03.460]  大家知道11月份是我們今年的宣教月
[00:02:14.740 --> 00:02:16.920]  如果我們做子女的那些呢
[00:02:16.920 --> 00:02:18.960]  最怕什麼 知道嗎 做子女
[00:02:18.960 --> 00:02:21.200]  最怕爸爸媽媽時時鵝你一樣
[00:02:21.200 --> 00:02:23.200]  提起你那件事 提起你那件事
[00:02:23.200 --> 00:02:26.540]  你知道他心裡是好的 不過很煩惱
[00:02:26.540 --> 00:02:30.340]  所以很多時候 當他在說話的時候
[00:02:30.340 --> 00:02:32.700]  爸爸在說話的時候 你會怎樣呢?
[00:02:32.700 --> 00:02:38.300]  好像聽不到一樣 像吱吱吱的 吱吱吱的 吱吱吱的 就算了
[00:02:38.300 --> 00:02:43.060]  你避開了 想不跟他們繼續說什麼
[00:02:43.060 --> 00:02:50.040]  不過如果我們想逃避的對象 是天父上帝
[00:02:50.040 --> 00:02:53.040]  是那個創造宇宙萬物的神
[00:02:53.040 --> 00:03:01.000]  如果我們想逃避的 是天父上帝吩咐我們要做的事的時候
[00:03:01.000 --> 00:03:04.960]  不知道我們會不會像照片中的這個小朋友一樣呢?
[00:03:04.960 --> 00:03:08.260]  給大家看看照片 有個小朋友
[00:03:08.260 --> 00:03:13.200]  當你看到這幅圖畫的時候 我不知道你的第一個印象是什麼呢?
[00:03:13.200 --> 00:03:15.840]  你覺得他可愛?
[00:03:15.840 --> 00:03:18.340]  還是覺得他可憐?
[00:03:18.340 --> 00:03:20.600]  還是覺得他很幼稚呢?
[00:03:20.600 --> 00:03:23.800]  我不知道你的第一個印象是什麼呢?
[00:03:23.800 --> 00:03:28.940]  很明顯 當然很可愛 走了
[00:03:28.940 --> 00:03:34.500]  他以為這樣就可以不受父母或者大人的監管
[00:03:34.500 --> 00:03:39.340]  或者可以做自己想要做的事情
[00:03:39.340 --> 00:03:42.400]  當我們看若娜這個故事的時候
[00:03:42.400 --> 00:03:44.400]  我在想
[00:03:44.400 --> 00:03:48.440]  若娜 我剛才說過是仙姿
[00:03:48.440 --> 00:03:50.200]  仙姿的意思是什麼呢?
[00:03:50.200 --> 00:03:55.040]  就是她不是一個普通敬拜耶和華上帝的人
[00:03:55.040 --> 00:03:57.240]  她是耶和華上帝的僕人
[00:03:57.240 --> 00:04:02.240]  她對上帝應該有比一般人更多更深的認識
[00:04:02.240 --> 00:04:03.740]  她應該知道的
[00:04:03.740 --> 00:04:05.240]  知道什麼呢?
[00:04:05.240 --> 00:04:07.540]  耶和華上帝是無所不在的
[00:04:07.540 --> 00:04:08.940]  這是不是我們所相信的?
[00:04:08.940 --> 00:04:10.840]  神是無所不在 無所不知的
[00:04:10.840 --> 00:04:14.840]  你逃到哪裡去 都不可以逃避神的
[00:04:14.840 --> 00:04:16.240]  所以我在想
[00:04:16.240 --> 00:04:21.040]  若娜身為仙姿 她應該知道她不可以逃避神的
[00:04:21.040 --> 00:04:26.240]  所以我覺得 其實若娜不是想逃避神
[00:04:26.240 --> 00:04:27.440]  她想做什麼呢?
[00:04:27.440 --> 00:04:30.440]  她想向神抗議
[00:04:30.440 --> 00:04:31.640]  她要向神抗議
[00:04:31.640 --> 00:04:33.140]  她不想去利尼尼城
[00:04:33.140 --> 00:04:36.240]  她不想把這個訊息告訴利尼尼城的人
[00:04:36.240 --> 00:04:39.840]  所以她用一個行動向神表示抗議
[00:04:39.840 --> 00:04:44.440]  她覺得如果她去利尼尼城講這個訊息的時候
[00:04:44.440 --> 00:04:47.640]  她的心過不了自己的關
[00:04:47.640 --> 00:04:54.640]  她覺得自己對國家民族都好像出賣了他們一樣
[00:04:54.640 --> 00:05:02.040]  為什麼若娜對神叫她去利尼尼城這麼抗拒呢?
[00:05:02.040 --> 00:05:08.440]  在她心中 到底利尼尼城是一個什麼地方呢?
[00:05:08.440 --> 00:05:11.840]  我們看約拿書第一章第一到第三節
[00:05:11.840 --> 00:05:15.640]  這裡說到耶和華臨到阿美泰的兒子約拿
[00:05:15.640 --> 00:05:19.240]  就說 你起來往利尼尼大城去
[00:05:19.240 --> 00:05:21.240]  向其中的居民呼喊
[00:05:21.240 --> 00:05:24.640]  因為他們的惡達到我的面前
[00:05:24.640 --> 00:05:28.640]  約拿卻起來逃往他斯去躲避耶和華
[00:05:28.640 --> 00:05:33.040]  下到約柏遇見一隻船要往他斯去
[00:05:33.040 --> 00:05:35.240]  他就吸了船架上了船
[00:05:35.240 --> 00:05:41.040]  要與船上的人同往他斯去躲避耶和華
[00:05:41.040 --> 00:05:45.840]  很明顯 約拿是阿美泰的兒子 是以色列人
[00:05:45.840 --> 00:05:47.840]  他不是亞述人
[00:05:47.840 --> 00:05:51.840]  他不是住在利尼尼城 他住在猶太
[00:05:51.840 --> 00:05:56.640]  而當時的利尼尼城就是亞述人的首都
[00:05:56.640 --> 00:06:01.840]  而且這個亞述正是以色列人的死敵
[00:06:01.840 --> 00:06:03.840]  如果大家讀以色列人歷史的時候
[00:06:03.840 --> 00:06:07.240]  就會知道以色列分為南國和北國
[00:06:07.240 --> 00:06:11.840]  北國以色列後來被亞述所滅
[00:06:11.840 --> 00:06:16.840]  所以約拿就覺得
[00:06:16.840 --> 00:06:21.840]  有沒有搞錯 你要我向敵人傳達訊息
[00:06:21.840 --> 00:06:23.840]  我是以色列人的先知
[00:06:23.840 --> 00:06:27.840]  為什麼要向敵人傳達上帝的訊息
[00:06:27.840 --> 00:06:31.640]  約拿不想與亞述人有任何的瓜葛
[00:06:31.640 --> 00:06:33.840]  他甚至覺得當他這樣做的時候
[00:06:33.840 --> 00:06:37.840]  是出賣了自己和民族的靈魂
[00:06:37.840 --> 00:06:40.840]  而上帝自己也說得很清楚
[00:06:40.840 --> 00:06:44.840]  這個城裡面的惡 達到我面前
[00:06:44.840 --> 00:06:47.840]  這個城裡面的人所做的事情
[00:06:47.840 --> 00:06:50.840]  太厲害了 厲害到神都受不了
[00:06:50.840 --> 00:06:55.840]  所以要向他們發出一個審判和刑罰
[00:06:55.840 --> 00:06:58.840]  其實按照歷史記載
[00:06:58.840 --> 00:07:02.840]  亞述人真的很冷血和殘暴
[00:07:02.840 --> 00:07:04.840]  比起我們今天經常說的
[00:07:04.840 --> 00:07:09.840]  伊斯蘭國的激進分子有過之而無不及
[00:07:09.840 --> 00:07:12.840]  他們會將敵人的皮生剝
[00:07:12.840 --> 00:07:17.840]  他們會劍生斬斷敵人的手腳 割舌頭
[00:07:17.840 --> 00:07:19.840]  甚至可以在下巴開個洞
[00:07:19.840 --> 00:07:21.840]  把繩子穿過去 當狗一樣拉
[00:07:21.840 --> 00:07:25.840]  我們看到聽到都覺得無本動 打冷顫
[00:07:25.840 --> 00:07:29.840]  他們覺得殘暴是勇氣的象徵
[00:07:29.840 --> 00:07:32.840]  你能夠做出這樣的事也不簡單
[00:07:32.840 --> 00:07:33.840]  所以對他們來說
[00:07:33.840 --> 00:07:38.840]  你能夠做出這樣的事纔是厲害 纔是勇敢
[00:07:38.840 --> 00:07:40.840]  但是我們聽到的時候
[00:07:40.840 --> 00:07:42.840]  無本動 打冷顫
[00:07:42.840 --> 00:07:45.840]  有沒有搞錯 做這麼沒血性的事
[00:07:45.840 --> 00:07:50.840]  哪有人可以做出這樣的事呢
[00:07:50.840 --> 00:07:53.840]  約拿清楚知道這些人
[00:07:53.840 --> 00:07:56.840]  但是我相信在約拿心靈的深處
[00:07:56.840 --> 00:08:01.840]  還有一個很深層次的意念是什麼呢
[00:08:01.840 --> 00:08:04.840]  雖然上帝差派約拿去尼尼美城是做什麼呢
[00:08:04.840 --> 00:08:09.840]  是宣告神的審判和刑罰
[00:08:09.840 --> 00:08:11.840]  但是他是先知
[00:08:11.840 --> 00:08:15.840]  他知道神是一個滿有恩惠慈愛的神
[00:08:15.840 --> 00:08:18.840]  神還給你48時間尼尼美城
[00:08:18.840 --> 00:08:21.840]  如果人們悔改的時候
[00:08:21.840 --> 00:08:25.840]  神可能就不會將所定的刑罰
[00:08:25.840 --> 00:08:29.840]  降臨在尼尼美城的身上
[00:08:29.840 --> 00:08:31.840]  約拿不想
[00:08:31.840 --> 00:08:35.840]  約拿不想這些人不受刑罰
[00:08:35.840 --> 00:08:38.840]  約拿想見到的是尼尼美城被毀滅
[00:08:38.840 --> 00:08:42.840]  約拿想見到的是裡面的人全部死光
[00:08:42.840 --> 00:08:43.840]  他說不出口
[00:08:43.840 --> 00:08:45.840]  但是他心裡面有這樣的感覺
[00:08:45.840 --> 00:08:52.840]  因為他覺得這些人不值得上帝憐憫他們
[00:08:52.840 --> 00:08:54.840]  所以聖經說
[00:08:54.840 --> 00:08:56.840]  他們就去約柏港
[00:08:56.840 --> 00:08:59.840]  約柏港就在今天以色列特拉維夫附近
[00:08:59.840 --> 00:09:00.840]  很近的
[00:09:00.840 --> 00:09:02.840]  上了一條船
[00:09:02.840 --> 00:09:04.840]  剛才所說去他斯
[00:09:04.840 --> 00:09:05.840]  看看地圖
[00:09:05.840 --> 00:09:06.840]  你會看到
[00:09:06.840 --> 00:09:12.840]  這個地圖你會看到約柏在中間
[00:09:12.840 --> 00:09:14.840]  紅點約柏的地方
[00:09:14.840 --> 00:09:16.840]  尼尼美城在哪裡呢
[00:09:16.840 --> 00:09:19.840]  向東北大概走600英里
[00:09:19.840 --> 00:09:24.840]  而他斯就在西班牙南邊的海岸
[00:09:24.840 --> 00:09:27.840]  如果坐船大概要走1600裏
[00:09:27.840 --> 00:09:29.840]  所以很明顯
[00:09:29.840 --> 00:09:31.840]  他走相反方向
[00:09:31.840 --> 00:09:32.840]  神要向東走
[00:09:32.840 --> 00:09:34.840]  他就向西走
[00:09:34.840 --> 00:09:39.840]  所以很明顯是一個抗議的行動
[00:09:39.840 --> 00:09:40.840]  他要向上帝抗議
[00:09:40.840 --> 00:09:44.840]  你要我去這個地方傳遞訊息
[00:09:44.840 --> 00:09:45.840]  No 我不要去
[00:09:45.840 --> 00:09:48.840]  我走另一個方向
[00:09:48.840 --> 00:09:52.840]  我相信如果我們是約拿的時候
[00:09:52.840 --> 00:09:55.840]  如果你有了解我剛才說的背景
[00:09:55.840 --> 00:09:58.840]  我相信我們很多人都會像約拿一樣
[00:09:58.840 --> 00:10:02.840]  因為我們真的不想跟一些這麼殘暴的人有接觸
[00:10:02.840 --> 00:10:06.840]  我們覺得這些人做出這麼冷血無良的事
[00:10:06.840 --> 00:10:08.840]  我們寧可見他們死
[00:10:08.840 --> 00:10:11.840]  我們不想見他們活
[00:10:11.840 --> 00:10:13.840]  甚至會責怪上帝
[00:10:13.840 --> 00:10:14.840]  你搞什麼鬼
[00:10:14.840 --> 00:10:16.840]  為什麼要花這麼多時間走這麼遠
[00:10:16.840 --> 00:10:17.840]  600裏的路
[00:10:17.840 --> 00:10:19.840]  去到他們的當中
[00:10:19.840 --> 00:10:23.840]  告訴這個罪惡之神的人
[00:10:23.840 --> 00:10:24.840]  你的審判
[00:10:24.840 --> 00:10:26.840]  為什麼這麼麻煩
[00:10:26.840 --> 00:10:29.840]  從天上降火下來燒了他們就搞定
[00:10:29.840 --> 00:10:30.840]  為什麼要搞這種事
[00:10:30.840 --> 00:10:32.840]  告訴他們
[00:10:32.840 --> 00:10:35.840]  你的刑罰終會臨到
[00:10:35.840 --> 00:10:41.840]  難道神真的想讓他們有機會得救嗎
[00:10:41.840 --> 00:10:43.840]  弟兄姊妹
[00:10:43.840 --> 00:10:48.840]  我不知道大家心目中有沒有某些人
[00:10:48.840 --> 00:10:52.840]  曾經得罪過你
[00:10:52.840 --> 00:10:57.840]  有些人曾經傷害過你
[00:10:57.840 --> 00:11:01.840]  以致我們不想跟他們傳播
[00:11:01.840 --> 00:11:04.840]  因為你覺得這些人太可惡
[00:11:04.840 --> 00:11:06.840]  太陰毒
[00:11:06.840 --> 00:11:08.840]  太無良
[00:11:08.840 --> 00:11:11.840]  太沒有人性
[00:11:11.840 --> 00:11:16.840]  我們覺得他們不值得上帝去饒恕他們
[00:11:16.840 --> 00:11:19.840]  他們不值得被耶穌拯救
[00:11:19.840 --> 00:11:20.840]  他們罪大惡極
[00:11:20.840 --> 00:11:21.840]  他們應該落地獄
[00:11:21.840 --> 00:11:24.840]  不應該上天堂
[00:11:24.840 --> 00:11:27.840]  我希望你不認識這些人
[00:11:27.840 --> 00:11:31.840]  我更加不希望你曾經受過這些人傷害你
[00:11:31.840 --> 00:11:34.840]  不過在你心目中有沒有一些人
[00:11:34.840 --> 00:11:36.840]  我不喜歡向他們傳播
[00:11:36.840 --> 00:11:39.840]  我不想向他們傳播
[00:11:39.840 --> 00:11:44.840]  雖然我知道上帝的救恩是每一個願意相信耶穌的人
[00:11:44.840 --> 00:11:51.840]  雖然我知道應該傳播給所有心靈裡有病的人
[00:11:51.840 --> 00:11:55.840]  雖然我知道世界上沒有一個完美的好人
[00:11:55.840 --> 00:11:58.840]  但是有些人
[00:11:58.840 --> 00:12:00.840]  我不想傳給他們
[00:12:00.840 --> 00:12:02.840]  有些人是我們的敵人
[00:12:02.840 --> 00:12:03.840]  有些人是我們不喜歡的
[00:12:03.840 --> 00:12:09.840]  我不想他們知道耶穌愛他們
[00:12:09.840 --> 00:12:11.840]  我希望你沒有
[00:12:11.840 --> 00:12:13.840]  就算有,我不希望太多
[00:12:13.840 --> 00:12:15.840]  但是就算一個也好,兩個也好
[00:12:15.840 --> 00:12:17.840]  有沒有這樣的人
[00:12:17.840 --> 00:12:20.840]  聽著我求神幫助我們
[00:12:20.840 --> 00:12:22.840]  我想讓你知道約拿的訊息
[00:12:22.840 --> 00:12:25.840]  原來神是不會放過我們的
[00:12:25.840 --> 00:12:29.840]  就好像他不會放過約拿一樣
[00:12:29.840 --> 00:12:31.840]  聖經告訴我們
[00:12:31.840 --> 00:12:34.840]  約拿想抗議
[00:12:34.840 --> 00:12:36.840]  你叫我向東,我就向西走
[00:12:36.840 --> 00:12:37.840]  上了一條船
[00:12:37.840 --> 00:12:39.840]  剛才的故事是講什麼呢
[00:12:39.840 --> 00:12:44.840]  神忽然在海上興起風浪
[00:12:44.840 --> 00:12:47.840]  風暴極大的船快要沉了
[00:12:47.840 --> 00:12:49.840]  裡面的人很害怕
[00:12:49.840 --> 00:12:51.840]  每個人不知道發生什麼事
[00:12:51.840 --> 00:12:53.840]  每個人向自己的神哀求
[00:12:53.840 --> 00:12:56.840]  後來覺得沒辦法,怎麼辦呢
[00:12:56.840 --> 00:12:58.840]  不如抽籤看看發生什麼事
[00:12:58.840 --> 00:13:02.840]  是誰導致我們有災難臨到
[00:13:02.840 --> 00:13:05.840]  很明顯抽了約拿出來
[00:13:05.840 --> 00:13:08.840]  約拿的即應是因為我的緣故
[00:13:08.840 --> 00:13:10.840]  是因為我逃避神
[00:13:10.840 --> 00:13:12.840]  因為我要向神抗議
[00:13:12.840 --> 00:13:15.840]  所以大家遇到這樣的風暴
[00:13:15.840 --> 00:13:17.840]  那怎麼辦呢
[00:13:17.840 --> 00:13:19.840]  很簡單,把我扔進海裡
[00:13:19.840 --> 00:13:21.840]  聖經說的很簡單,把我扔進海裡
[00:13:21.840 --> 00:13:23.840]  扔進海裡就是謀財害命
[00:13:23.840 --> 00:13:28.840]  流人血的罪,我們不想
[00:13:28.840 --> 00:13:30.840]  但是太重要了,沒辦法
[00:13:30.840 --> 00:13:32.840]  於是船上人逼不得已
[00:13:32.840 --> 00:13:34.840]  這與我無關,你叫我扔就好
[00:13:34.840 --> 00:13:36.840]  扔進海裡
[00:13:36.840 --> 00:13:38.840]  故事就是引人入勝的地方
[00:13:38.840 --> 00:13:40.840]  剛剛開始
[00:13:40.840 --> 00:13:42.840]  扔進海裡是否了結了呢
[00:13:42.840 --> 00:13:47.840]  約拿想著在風浪中被扔進海裡
[00:13:47.840 --> 00:13:49.840]  他自己死定了
[00:13:49.840 --> 00:13:52.840]  約拿沒想過自己會生存
[00:13:52.840 --> 00:13:54.840]  但是引人入勝的地方就在這裡
[00:13:54.840 --> 00:13:56.840]  神就安排了一條大魚
[00:13:56.840 --> 00:13:58.840]  你說鯨魚是什麼都好,我不知道
[00:13:58.840 --> 00:14:00.840]  把他扔進海裡
[00:14:00.840 --> 00:14:02.840]  竟然又不死
[00:14:02.840 --> 00:14:04.840]  在海裡可以祈禱
[00:14:04.840 --> 00:14:06.840]  三日三夜向神呼求禱告
[00:14:06.840 --> 00:14:08.840]  然後神就命令那條魚
[00:14:08.840 --> 00:14:10.840]  把魚套上岸
[00:14:10.840 --> 00:14:12.840]  這個故事剛才說過
[00:14:12.840 --> 00:14:14.840]  不過我心裡在想
[00:14:14.840 --> 00:14:17.840]  神有時候也很離奇
[00:14:17.840 --> 00:14:20.840]  為什麼要花那麼多功夫呢
[00:14:20.840 --> 00:14:22.840]  又要興風作浪
[00:14:22.840 --> 00:14:24.840]  又安排那條魚把他扔進海裡
[00:14:24.840 --> 00:14:26.840]  然後把他套上岸
[00:14:26.840 --> 00:14:28.840]  神在這裡搞什麼呢
[00:14:28.840 --> 00:14:32.840]  當我們思想的時候
[00:14:32.840 --> 00:14:38.840]  我相信神要告訴約拿一個很重要的訊息
[00:14:38.840 --> 00:14:41.840]  約拿忤逆神
[00:14:41.840 --> 00:14:43.840]  不聽神話
[00:14:43.840 --> 00:14:45.840]  約拿自己知道他這樣做
[00:14:45.840 --> 00:14:47.840]  該死
[00:14:47.840 --> 00:14:48.840]  活該
[00:14:48.840 --> 00:14:50.840]  甚至他已經預備死了
[00:14:50.840 --> 00:14:52.840]  把我扔進海裡
[00:14:52.840 --> 00:14:54.840]  他以為自己還能生存嗎
[00:14:54.840 --> 00:14:56.840]  但上帝要約拿知道
[00:14:56.840 --> 00:14:58.840]  雖然你這麼不聽話
[00:14:58.840 --> 00:15:00.840]  雖然你該死
[00:15:00.840 --> 00:15:02.840]  但我仍然給你機會
[00:15:02.840 --> 00:15:04.840]  特別安排了大魚
[00:15:04.840 --> 00:15:06.840]  讓你不會馬上死
[00:15:06.840 --> 00:15:10.840]  神這麼給你機會
[00:15:10.840 --> 00:15:14.840]  難道你不應該給你未成的人
[00:15:14.840 --> 00:15:16.840]  同樣也有一個機會嗎
[00:15:18.840 --> 00:15:20.840]  沒錯
[00:15:20.840 --> 00:15:22.840]  你未成的人罪大惡極
[00:15:22.840 --> 00:15:24.840]  沒錯
[00:15:24.840 --> 00:15:26.840]  他們該死
[00:15:26.840 --> 00:15:28.840]  但他們還未認識上帝
[00:15:28.840 --> 00:15:30.840]  他們不認識一個愛他的上帝
[00:15:30.840 --> 00:15:32.840]  他們不知道一個公義的神
[00:15:32.840 --> 00:15:38.840]  上帝又豈不能去顧念他們的無知
[00:15:38.840 --> 00:15:40.840]  上帝希望透過這件事
[00:15:40.840 --> 00:15:42.840]  讓約拿明白到
[00:15:42.840 --> 00:15:44.840]  這個道理
[00:15:44.840 --> 00:15:46.840]  神的愛 神的恩典
[00:15:46.840 --> 00:15:48.840]  不是隻給他
[00:15:48.840 --> 00:15:50.840]  而是給所有人
[00:15:50.840 --> 00:15:54.840]  所以當神插入大魚
[00:15:54.840 --> 00:15:56.840]  把約拿套上岸的時候
[00:15:56.840 --> 00:15:58.840]  神跟他說
[00:15:58.840 --> 00:16:00.840]  第二次
[00:16:00.840 --> 00:16:02.840]  耶和華說
[00:16:02.840 --> 00:16:04.840]  二次臨到約拿說
[00:16:04.840 --> 00:16:06.840]  你起來
[00:16:06.840 --> 00:16:08.840]  往利利美大城去
[00:16:08.840 --> 00:16:10.840]  向其中的居民宣告
[00:16:10.840 --> 00:16:14.840]  我所吩咐你的話
[00:16:14.840 --> 00:16:16.840]  剛才我也說過
[00:16:16.840 --> 00:16:18.840]  約拿從神領受吩咐
[00:16:18.840 --> 00:16:20.840]  很簡單
[00:16:20.840 --> 00:16:22.840]  去利利美大城告訴別人
[00:16:22.840 --> 00:16:24.840]  現在向你報告
[00:16:24.840 --> 00:16:26.840]  再過40天
[00:16:26.840 --> 00:16:28.840]  40天後
[00:16:28.840 --> 00:16:30.840]  利利美大城就會被神毀滅
[00:16:30.840 --> 00:16:34.840]  一個很簡單的訊息
[00:16:34.840 --> 00:16:36.840]  但聖經告訴我們
[00:16:36.840 --> 00:16:38.840]  當這個訊息宣告之後
[00:16:38.840 --> 00:16:42.840]  這個消息很快就傳遍整個利利美大城
[00:16:42.840 --> 00:16:44.840]  利利美是一個很大的城市
[00:16:44.840 --> 00:16:46.840]  從東走到西
[00:16:46.840 --> 00:16:48.840]  要走三天才能走完
[00:16:48.840 --> 00:16:50.840]  但這個訊息馬上傳開
[00:16:50.840 --> 00:16:52.840]  不單是傳遍整個城市
[00:16:52.840 --> 00:16:54.840]  連皇帝都聽到
[00:16:54.840 --> 00:16:56.840]  但聖經說
[00:16:56.840 --> 00:16:58.840]  當利利美的王聽到這個消息之後
[00:16:58.840 --> 00:17:00.840]  他怎麼做呢?
[00:17:00.840 --> 00:17:02.840]  聖經說
[00:17:02.840 --> 00:17:04.840]  他下了寶座脫下朝奉
[00:17:04.840 --> 00:17:06.840]  披上麻布坐在灰中
[00:17:06.840 --> 00:17:08.840]  做了很多事情
[00:17:08.840 --> 00:17:10.840]  然後他又使人
[00:17:10.840 --> 00:17:12.840]  宣告利利美通城說
[00:17:12.840 --> 00:17:14.840]  王和大臣有令
[00:17:14.840 --> 00:17:16.840]  人不可嘗什麼
[00:17:16.840 --> 00:17:18.840]  生畜牛羊不可喫草
[00:17:18.840 --> 00:17:20.840]  也不可喝水
[00:17:20.840 --> 00:17:22.840]  人與生畜都當披上麻布
[00:17:22.840 --> 00:17:24.840]  人要切切求告上帝
[00:17:24.840 --> 00:17:26.840]  各人回頭
[00:17:26.840 --> 00:17:28.840]  離開所行的惡道
[00:17:28.840 --> 00:17:30.840]  丟棄手中的強暴
[00:17:30.840 --> 00:17:32.840]  或者上帝轉意後悔
[00:17:32.840 --> 00:17:34.840]  不發烈怒
[00:17:34.840 --> 00:17:36.840]  使我們不致滅亡
[00:17:36.840 --> 00:17:38.840]  也未可知
[00:17:38.840 --> 00:17:40.840]  第十節
[00:17:40.840 --> 00:17:42.840]  於是上帝察看他們的行為
[00:17:42.840 --> 00:17:44.840]  見他們離開惡道
[00:17:44.840 --> 00:17:46.840]  他就後悔
[00:17:46.840 --> 00:17:48.840]  不把所說的災禍
[00:17:48.840 --> 00:17:50.840]  降於他們了
[00:17:50.840 --> 00:17:52.840]  到底是什麼
[00:17:52.840 --> 00:17:54.840]  感動全城的人
[00:17:54.840 --> 00:17:56.840]  包括利利美的皇帝
[00:17:56.840 --> 00:17:58.840]  在內
[00:17:58.840 --> 00:18:00.840]  從而觸發整個城市
[00:18:00.840 --> 00:18:02.840]  有一個屬靈的復興
[00:18:02.840 --> 00:18:04.840]  什麼原因聖經沒有解釋
[00:18:04.840 --> 00:18:06.840]  我們不得而知
[00:18:06.840 --> 00:18:08.840]  也不需要猜測
[00:18:08.840 --> 00:18:10.840]  但很明顯
[00:18:10.840 --> 00:18:12.840]  從剛才描寫的行為當中來說
[00:18:12.840 --> 00:18:14.840]  這羣人是否真的悔改
[00:18:14.840 --> 00:18:16.840]  真的悔改
[00:18:16.840 --> 00:18:18.840]  真心認罪
[00:18:18.840 --> 00:18:20.840]  悔改
[00:18:20.840 --> 00:18:22.840]  於是上帝就沒有
[00:18:22.840 --> 00:18:24.840]  把這個災難
[00:18:24.840 --> 00:18:26.840]  預先宣佈的刑罰
[00:18:26.840 --> 00:18:28.840]  降到他們身上
[00:18:28.840 --> 00:18:30.840]  但若拿
[00:18:30.840 --> 00:18:32.840]  反而不開心
[00:18:32.840 --> 00:18:34.840]  甚至向上帝發怒
[00:18:34.840 --> 00:18:36.840]  這個人真的很狡猾
[00:18:36.840 --> 00:18:38.840]  不但不開心
[00:18:38.840 --> 00:18:40.840]  而且向上帝發怒
[00:18:40.840 --> 00:18:42.840]  向上帝發脾氣
[00:18:42.840 --> 00:18:44.840]  於是走到利利城的城外
[00:18:44.840 --> 00:18:46.840]  為自己搭了很簡單的棚
[00:18:46.840 --> 00:18:48.840]  坐在裡面
[00:18:48.840 --> 00:18:50.840]  看看利利美城
[00:18:50.840 --> 00:18:52.840]  到底以後的情況會是怎樣
[00:18:52.840 --> 00:18:54.840]  那時聖經告訴我們
[00:18:54.840 --> 00:18:56.840]  烈日當空
[00:18:56.840 --> 00:18:58.840]  曬到他很難受
