
[00:00:00.000 --> 00:00:03.000]  大英子會平安、感謝、感恩
[00:01:38.000 --> 00:01:42.000]  《路加福音》記載沒有特別的提示
[00:01:42.000 --> 00:01:46.000]  不過《平衡的經文》、《馬克福音》和《馬太福音》
[00:01:46.000 --> 00:01:49.000]  給了一些提示我們
[00:01:49.000 --> 00:01:53.000]  而《使徒行傳》更加清楚地跟我們講到
[00:01:53.000 --> 00:01:56.000]  使徒的使命是要在耶穌升天之後
[00:01:56.000 --> 00:01:59.000]  作耶穌的見證
[00:01:59.000 --> 00:02:02.000]  當主耶穌升天之後
[00:02:02.000 --> 00:02:04.000]  從新約的記載裡
[00:02:04.000 --> 00:02:05.000]  我們更加可以看到
[00:02:05.000 --> 00:02:08.000]  使徒成為了初期教會的領袖
[00:02:08.000 --> 00:02:13.000]  而且與主耶穌的門徒和初期教會裡
[00:02:13.000 --> 00:02:18.000]  大家同樣一起去承受著不同的張力和逼迫
[00:02:18.000 --> 00:02:21.000]  主耶穌的選召是要預備他們
[00:02:21.000 --> 00:02:25.000]  和主一同去面對這個充滿張力的環境
[00:02:25.000 --> 00:02:27.000]  也是親自教導他們
[00:02:27.000 --> 00:02:28.000]  培育他們
[00:02:28.000 --> 00:02:31.000]  讓他們參與在祂的救贖計劃裡
[00:02:31.000 --> 00:02:36.000]  成為祂的承傳和見證
[00:02:36.000 --> 00:02:41.000]  跟隨主耶穌就是過充滿張力的信仰生活
[00:02:41.000 --> 00:02:48.000]  主耶穌呼召使徒在張力裡和祂同行
[00:02:48.000 --> 00:02:51.000]  其實生活在現今的世代
[00:02:51.000 --> 00:02:54.000]  我們其實作為跟隨主的門徒
[00:02:54.000 --> 00:02:58.000]  同樣也是面對著不同的張力
[00:02:58.000 --> 00:02:59.000]  因為信耶穌
[00:02:59.000 --> 00:03:03.000]  跟隨主耶穌本來就像剛才師哥所說
[00:03:03.000 --> 00:03:07.000]  我們與世界是背道而馳
[00:03:07.000 --> 00:03:10.000]  本來就是充滿張力的
[00:03:10.000 --> 00:03:13.000]  而路加福音當時的處境也是這樣
[00:03:13.000 --> 00:03:15.000]  有反對耶穌的
[00:03:15.000 --> 00:03:16.000]  挑戰耶穌的
[00:03:16.000 --> 00:03:18.000]  甚至是想殺害耶穌的
[00:03:18.000 --> 00:03:23.000]  同時也有鍥而不捨地去尋求尋找耶穌
[00:03:23.000 --> 00:03:26.000]  有些因此得著蒙福
[00:03:26.000 --> 00:03:28.000]  有些是得著生命的轉化
[00:03:28.000 --> 00:03:33.000]  但同時也有一些因為張力而選擇退去
[00:03:33.000 --> 00:03:39.000]  如果我們根本在我們的生活和信仰裡
[00:03:39.000 --> 00:03:41.000]  我們沒有任何的張力
[00:03:41.000 --> 00:03:45.000]  或許這才是最令我們害怕的事
[00:03:45.000 --> 00:03:49.000]  所以我們也要好好地預備
[00:03:49.000 --> 00:03:52.000]  自己在張力當中的日常生活
[00:03:52.000 --> 00:03:55.000]  雖然其實根本沒有人知道
[00:03:55.000 --> 00:03:59.000]  我們平日無論靈修、讀經、祈禱
[00:03:59.000 --> 00:04:01.000]  甚至聽道的時候
[00:04:01.000 --> 00:04:05.000]  有沒有掙扎、有沒有反省、有沒有張力
[00:04:05.000 --> 00:04:09.000]  但我相信聖靈在我們每個人的生命裡
[00:04:09.000 --> 00:04:14.000]  是不住地提醒、不住地引導、預備我們
[00:04:14.000 --> 00:04:16.000]  甚至改變我們
[00:04:16.000 --> 00:04:18.000]  因為沒有張力的信仰生活
[00:04:18.000 --> 00:04:23.000]  就好像根本不容讓耶穌在我們生命裡參與
[00:04:23.000 --> 00:04:26.000]  去改變而不是更新我們一樣
[00:04:26.000 --> 00:04:28.000]  就好像在生活上的事
[00:04:28.000 --> 00:04:31.000]  無論是一些道德上的抉擇
[00:04:31.000 --> 00:04:32.000]  一些行事為人
[00:04:32.000 --> 00:04:35.000]  一些心態對家人的愛心上
[00:04:35.000 --> 00:04:38.000]  我們都沒有被主去決定
[00:04:38.000 --> 00:04:41.000]  沒有張力的心態
[00:04:41.000 --> 00:04:45.000]  就是避開自己內心的衝突感
[00:04:45.000 --> 00:04:48.000]  麻醉了聖靈的感動和提醒
[00:04:48.000 --> 00:04:51.000]  拒絕去改變
[00:04:51.000 --> 00:04:54.000]  雖然當我們去受洗的時候
[00:04:54.000 --> 00:04:57.000]  我們說過我們願意跟隨耶穌
[00:04:57.000 --> 00:05:00.000]  學著耶穌跟隨到底
[00:05:00.000 --> 00:05:03.000]  不過或者因為不同的原因
[00:05:03.000 --> 00:05:07.000]  很快我們很想過回安穩的日子
[00:05:07.000 --> 00:05:10.000]  想自己說回事
[00:05:10.000 --> 00:05:12.000]  弟兄姊妹
[00:05:12.000 --> 00:05:15.000]  作為基督徒我們不要想著
[00:05:15.000 --> 00:05:18.000]  過一個沒有張力的生活
[00:05:18.000 --> 00:05:21.000]  因為沒有張力的生活
[00:05:21.000 --> 00:05:23.000]  其實就好像剛才所說
[00:05:23.000 --> 00:05:26.000]  沒有容讓耶穌參與在我們生命裡
[00:05:26.000 --> 00:05:31.000]  更加不要想過一個沒有張力的教會生活
[00:05:31.000 --> 00:05:33.000]  因為這個都代表我們
[00:05:33.000 --> 00:05:37.000]  不願意花時間去尋求耶穌的幫助
[00:05:37.000 --> 00:05:39.000]  同樣可能都代表我們
[00:05:39.000 --> 00:05:43.000]  不太願意去投入參與
[00:05:43.000 --> 00:05:45.000]  很多時候可能只是想
[00:05:45.000 --> 00:05:48.000]  教會的事情有人處理好就好了
[00:05:48.000 --> 00:05:50.000]  團契有人帶就可以了
[00:05:50.000 --> 00:05:52.000]  崇拜有人說到
[00:05:52.000 --> 00:05:55.000]  有人領先就可以了
[00:05:55.000 --> 00:05:59.000]  到時候網上的平台就準備好了
[00:05:59.000 --> 00:06:00.000]  或者實體的時候
[00:06:00.000 --> 00:06:02.000]  有人已經準備好場地
[00:06:02.000 --> 00:06:04.000]  如果說到教會的生活
[00:06:04.000 --> 00:06:06.000]  我想我們更加不要想
[00:06:06.000 --> 00:06:10.000]  要過一個沒有張力的侍奉生活
[00:06:10.000 --> 00:06:14.000]  而只是想透過一些恆常的各位參與
[00:06:14.000 --> 00:06:17.000]  代替我們生命的反思
[00:06:17.000 --> 00:06:22.000]  代替讓聖靈轉化我們的生命和性情
[00:06:22.000 --> 00:06:25.000]  這個其實都是另一個
[00:06:25.000 --> 00:06:28.000]  建立沒有張力的教會生活
[00:06:28.000 --> 00:06:30.000]  主耶穌在世的時候
[00:06:30.000 --> 00:06:32.000]  同樣面對不同的張力
[00:06:32.000 --> 00:06:37.000]  祂面對著迫害和擁戴 喜與悲 生與死
[00:06:37.000 --> 00:06:42.000]  都是用有張力的禱告去面對
[00:06:42.000 --> 00:06:45.000]  好像耶穌在受洗的時候
[00:06:45.000 --> 00:06:50.000]  祂以禱告和父和聖靈保持對話
[00:06:50.000 --> 00:06:52.000]  耶穌在知名度很高
[00:06:52.000 --> 00:06:54.000]  很多人歡呼擁戴祂的時候
[00:06:54.000 --> 00:06:57.000]  祂退去祈禱
[00:06:57.000 --> 00:07:00.000]  甚至耶穌去到關鍵時刻
[00:07:00.000 --> 00:07:03.000]  在充滿張力動盪的時候
[00:07:03.000 --> 00:07:05.000]  經文十二至十三節
[00:07:05.000 --> 00:07:07.000]  今天的經文說到
[00:07:07.000 --> 00:07:09.000]  祂在這個時候 這個日子
[00:07:09.000 --> 00:07:12.000]  呼召了門徒
[00:07:12.000 --> 00:07:15.000]  主耶穌先是做事去禱告
[00:07:15.000 --> 00:07:22.000]  讓神引導去揀選使徒
[00:07:22.000 --> 00:07:25.000]  主耶穌都很想我們在生活裡面
[00:07:25.000 --> 00:07:28.000]  藉著禱告
[00:07:28.000 --> 00:07:30.000]  藉著禱告去發出
[00:07:30.000 --> 00:07:35.000]  這些生命裡面不同的困苦
[00:07:35.000 --> 00:07:38.000]  讓姐妹在面對充滿張力的當中
[00:07:38.000 --> 00:07:41.000]  主耶穌給了美好的榜樣
[00:07:41.000 --> 00:07:43.000]  祂同樣都期盼我們
[00:07:43.000 --> 00:07:46.000]  這樣去發出有張力的祈禱
[00:07:46.000 --> 00:07:48.000]  什麼是有張力的祈禱呢
[00:07:48.000 --> 00:07:51.000]  就是當充滿挑戰和無助的時候
[00:07:51.000 --> 00:07:56.000]  仍然向神去發出哀聲
[00:07:56.000 --> 00:07:58.000]  在平日的日子裡
[00:07:58.000 --> 00:08:02.000]  仍然有能力發出感謝的聲音
[00:08:02.000 --> 00:08:06.000]  有張力的祈禱不一定是很大的事
[00:08:06.000 --> 00:08:10.000]  禱告是向神承認我們需要祂
[00:08:10.000 --> 00:08:12.000]  向神祈禱正正就是宣告
[00:08:12.000 --> 00:08:15.000]  我們需要神在我們生命裡面
[00:08:15.000 --> 00:08:18.000]  我們只需要學習耶穌這樣退下來
[00:08:18.000 --> 00:08:20.000]  來到神的面前
[00:08:20.000 --> 00:08:24.000]  讓聖靈引導我們的心思情緒
[00:08:24.000 --> 00:08:26.000]  去逃避不面對
[00:08:26.000 --> 00:08:28.000]  也不是不受控地胡亂表達
[00:08:28.000 --> 00:08:31.000]  而是像聖經裡那樣學習
[00:08:31.000 --> 00:08:38.000]  讓神聽我充滿張力的心聲
[00:08:38.000 --> 00:08:42.000]  一起大家都可以向神抒發
[00:08:42.000 --> 00:08:46.000]  被逼迫被反對的吐聲、哀聲
[00:08:46.000 --> 00:08:49.000]  甚至在生活裡感到困迫的時候
[00:08:49.000 --> 00:08:53.000]  發出感到生活很艱難的哀聲
[00:08:53.000 --> 00:08:56.000]  這些都是充滿張力的禱告聲
[00:08:56.000 --> 00:08:58.000]  是有血有肉有眼淚
[00:08:58.000 --> 00:09:01.000]  是被耶穌揀上跟隨祂的你和我
[00:09:01.000 --> 00:09:03.000]  都應該有的祈禱的聲音
[00:09:03.000 --> 00:09:05.000]  我們一方面坦誠
[00:09:05.000 --> 00:09:08.000]  向神表達我們自己的無力感
[00:09:08.000 --> 00:09:11.000]  另一方面我們也不放棄仰望上帝
[00:09:11.000 --> 00:09:13.000]  繼續不放棄禱告
[00:09:13.000 --> 00:09:20.000]  不放棄被神教育在我們的難處和苦情之中
[00:09:20.000 --> 00:09:23.000]  另一方面我也邀請大家
[00:09:23.000 --> 00:09:27.000]  可以向神發出有張力的感謝聲
[00:09:27.000 --> 00:09:30.000]  當我們在日常生活裡
[00:09:30.000 --> 00:09:34.000]  我們有平安、有神的保守、有祂的恩靈
[00:09:34.000 --> 00:09:36.000]  我們可以過好
[00:09:36.000 --> 00:09:38.000]  每一天我們維持祂的感恩
[00:09:38.000 --> 00:09:42.000]  也是為了面對有張力
[00:09:42.000 --> 00:09:47.000]  我們仍然有那份能力去面對、去感謝祂
[00:09:47.000 --> 00:09:50.000]  就好像哈伯菊在迦蘭裡
[00:09:50.000 --> 00:09:54.000]  仍然留心看到神點點滴滴美好的作為
[00:09:54.000 --> 00:09:57.000]  看到祂的微善一樣
[00:09:57.000 --> 00:09:59.000]  如果你說在現今的情況
[00:09:59.000 --> 00:10:01.000]  要發出感恩的禱聲
[00:10:01.000 --> 00:10:04.000]  的確很難、很有張力
[00:10:04.000 --> 00:10:08.000]  我鼓勵你仍然向神表達你心中的感受
[00:10:08.000 --> 00:10:12.000]  抒發你心裡的那份哀傷和難過
[00:10:12.000 --> 00:10:17.000]  但同時也邀請你嘗試向神祈禱
[00:10:17.000 --> 00:10:20.000]  求主幫助讓你看得見
[00:10:20.000 --> 00:10:24.000]  例如看得見現今在疫情裡
[00:10:24.000 --> 00:10:29.000]  我們仍然有一群很忠心和盡力的醫護人員
[00:10:29.000 --> 00:10:31.000]  看得見在艱難的日子
[00:10:31.000 --> 00:10:36.000]  仍然有人願意伸出援手幫助基層群體
[00:10:36.000 --> 00:10:39.000]  看得見有弟兄姊妹在艱難裡
[00:10:39.000 --> 00:10:41.000]  雖然未必自己很充裕
[00:10:41.000 --> 00:10:47.000]  但仍然選擇願意幫助有需要的人
[00:10:47.000 --> 00:10:51.000]  還有不少人默默照顧年老的
[00:10:51.000 --> 00:10:54.000]  支援受傷的
[00:10:54.000 --> 00:10:56.000]  這些數算也許不容易
[00:10:56.000 --> 00:11:00.000]  但正是因為用時間仔細思量
[00:11:00.000 --> 00:11:02.000]  而不是當一切理所當然
[00:11:02.000 --> 00:11:07.000]  這是一個真誠的感恩
[00:11:07.000 --> 00:11:12.000]  弟兄姊妹讓我們每天都可以發出有張力的禱告
[00:11:12.000 --> 00:11:16.000]  包括愛心和感恩的聲音
[00:11:16.000 --> 00:11:20.000]  另一方面我們也祈求可以藉著禱告
[00:11:20.000 --> 00:11:24.000]  在教會和信仰生活、侍奉生活裡度過
[00:11:24.000 --> 00:11:26.000]  特別在教會的生活裡
[00:11:26.000 --> 00:11:29.000]  當我們面對群體、面對弟兄姊妹
[00:11:29.000 --> 00:11:33.000]  求聖靈引領我們看到弟兄姊妹的需要
[00:11:33.000 --> 00:11:38.000]  心裡發出我應該怎樣關心肢體的禱告
[00:11:38.000 --> 00:11:40.000]  當我們面對侍奉者的時候
[00:11:40.000 --> 00:11:43.000]  願意發出我怎樣去支援他
[00:11:43.000 --> 00:11:46.000]  怎樣可以出分力的禱聲
[00:11:46.000 --> 00:11:48.000]  甚至在參與聚會裡
[00:11:48.000 --> 00:11:50.000]  都求聖靈幫助我們
[00:11:50.000 --> 00:11:52.000]  引導我們祈禱
[00:11:52.000 --> 00:11:57.000]  在聚會裡神給我什麼提醒和引導呢?
[00:11:57.000 --> 00:12:00.000]  的確這樣參與聚會是很有張力的
[00:12:00.000 --> 00:12:05.000]  因為你不想只是「返了等於沒返」
[00:12:05.000 --> 00:12:08.000]  所以你會不斷地去祈禱
[00:12:08.000 --> 00:12:11.000]  用這個祈禱的心態去參與聚會
[00:12:11.000 --> 00:12:15.000]  但聚會沒有張力、沒有留心
[00:12:15.000 --> 00:12:18.000]  耶穌其實都在我們當中坐直
[00:12:18.000 --> 00:12:19.000]  沒有留心
[00:12:19.000 --> 00:12:22.000]  聖靈對我們有提醒和安慰
[00:12:22.000 --> 00:12:29.000]  其實或者這樣只是一般的聯誼和恆常的活動
[00:12:29.000 --> 00:12:33.000]  願我們在參與教會的聚會當中
[00:12:33.000 --> 00:12:34.000]  求神保守我們
[00:12:34.000 --> 00:12:38.000]  留心神在當中對我們引領和提醒
[00:12:38.000 --> 00:12:39.000]  在群體裡
[00:12:39.000 --> 00:12:41.000]  在弟兄姊妹裡
[00:12:41.000 --> 00:12:43.000]  我們禱告、問神
[00:12:43.000 --> 00:12:46.000]  我怎樣可以成為別人的祝福
[00:12:46.000 --> 00:12:48.000]  求神幫助我們
[00:12:48.000 --> 00:12:51.000]  不要成為教會群體的旁觀者
[00:12:51.000 --> 00:12:54.000]  而是要成為參與在裡面
[00:12:54.000 --> 00:12:57.000]  專心跟隨留心神的帶領
[00:12:57.000 --> 00:12:59.000]  留心祂行跡的門徒
[00:12:59.000 --> 00:13:05.000]  經文14-16節記載著
[00:13:05.000 --> 00:13:08.000]  主耶穌經過徹夜祈禱之後
[00:13:08.000 --> 00:13:12.000]  祂揀選了十二個使徒
[00:13:12.000 --> 00:13:14.000]  我不知道大家有沒有同感
[00:13:14.000 --> 00:13:16.000]  其實我很好奇
[00:13:16.000 --> 00:13:20.000]  主耶穌祂揀選使徒的標準是怎樣
[00:13:20.000 --> 00:13:24.000]  當我們看到主耶穌揀選的名單
[00:13:24.000 --> 00:13:27.000]  14-16節請大家跟我一起讀出
[00:13:27.000 --> 00:13:29.000]  預備請
[00:13:29.000 --> 00:13:32.000]  「這十二人有西門
[00:13:32.000 --> 00:13:34.000]  耶穌又給他起名叫彼得
[00:13:34.000 --> 00:13:36.000]  還有他弟弟安德烈
[00:13:36.000 --> 00:13:38.000]  又有雅各和約翰
[00:13:38.000 --> 00:13:40.000]  肥烈和巴多羅馬
[00:13:40.000 --> 00:13:42.000]  馬太和多瑪
[00:13:42.000 --> 00:13:47.000]  阿拉斐的兒子雅各和奮進黨的西門
[00:13:47.000 --> 00:13:49.000]  雅各的兒子猶大
[00:13:49.000 --> 00:13:53.000]  和後來成為出賣者的加勒人猶大」
[00:13:53.000 --> 00:13:57.000]  在這十二個人裏面
[00:13:57.000 --> 00:14:00.000]  除了賣主的猶大之外
[00:14:00.000 --> 00:14:03.000]  他們都是加利利人
[00:14:03.000 --> 00:14:06.000]  他們當中有四個是漁夫
[00:14:06.000 --> 00:14:08.000]  一個是瑞尼
[00:14:08.000 --> 00:14:10.000]  一個是激進黨
[00:14:10.000 --> 00:14:12.000]  即是很抗議的分子
[00:14:12.000 --> 00:14:14.000]  其餘各人的職業
[00:14:14.000 --> 00:14:17.000]  聖經裏面沒有很詳細的記錄下來
[00:14:17.000 --> 00:14:20.000]  不過他們大概都是一些
[00:14:20.000 --> 00:14:22.000]  很平凡的貧苦百姓
[00:14:22.000 --> 00:14:26.000]  他們的氣質個性又是怎樣呢
[00:14:26.000 --> 00:14:29.000]  我們從聖經裏面
[00:14:29.000 --> 00:14:31.000]  有一些整合
[00:14:31.000 --> 00:14:34.000]  有人說彼得是很急躁
[00:14:34.000 --> 00:14:35.000]  即是爽直的
[00:14:35.000 --> 00:14:37.000]  很熱心也都很衝動
[00:14:37.000 --> 00:14:41.000]  雅各和約翰更加是性情剛烈
[00:14:41.000 --> 00:14:42.000]  如果大家記得
[00:14:42.000 --> 00:14:45.000]  主耶穌猜他們去傳福音的時候
[00:14:45.000 --> 00:14:49.000]  當對方有不好的回應的時候
[00:14:49.000 --> 00:14:51.000]  他曾經都是發怒
[00:14:51.000 --> 00:14:57.000]  我會形容這一個其實都是一個充滿張力的群體
[00:14:57.000 --> 00:15:00.000]  大家其實都是性格巨星
[00:15:00.000 --> 00:15:02.000]  是一個很奇異的組合
[00:15:02.000 --> 00:15:08.000]  單單看激進黨的西門和瑞利馬太
[00:15:08.000 --> 00:15:13.000]  一個曾經是狂熱的民族主義者
[00:15:13.000 --> 00:15:20.000]  曾經發誓揚言要殺死所有出賣民族和殺害羅馬人
[00:15:20.000 --> 00:15:26.000]  一個曾經是瑞利被視為是叛徒或者賣國賊
[00:15:26.000 --> 00:15:29.000]  除了兩個這麼極端不同的人
[00:15:29.000 --> 00:15:32.000]  在這個群體裏面還有什麼人呢
[00:15:32.000 --> 00:15:34.000]  還有曾經爭論瑞利大的
[00:15:34.000 --> 00:15:38.000]  也有很多不同想法意見的人
[00:15:38.000 --> 00:15:41.000]  不過雖然他們很多不同
[00:15:41.000 --> 00:15:43.000]  但當他們跟隨了耶穌
[00:15:43.000 --> 00:15:46.000]  他們就共同有一個信念
[00:15:46.000 --> 00:15:50.000]  就是一起去建立天國的國度
[00:15:50.000 --> 00:15:53.000]  這些使徒他們願意跟隨主耶穌
[00:15:53.000 --> 00:15:56.000]  甚至進一步被主揀選為使徒
[00:15:56.000 --> 00:16:00.000]  進一步衛生在群體和主所託付的使命裏面
[00:16:00.000 --> 00:16:03.000]  經歷神將生命改變
[00:16:03.000 --> 00:16:05.000]  是神的恩典
[00:16:05.000 --> 00:16:09.000]  他們雖然不是猶太群體裏面最促進的人
[00:16:09.000 --> 00:16:16.000]  但當他們將生命交到主手上的時候
[00:16:16.000 --> 00:16:18.000]  生命被神塗造
[00:16:18.000 --> 00:16:22.000]  他們也成為主的見證
[00:16:22.000 --> 00:16:25.000]  我們現在在聖經裏面讀到的
[00:16:25.000 --> 00:16:28.000]  就是他們美好的見證
[00:16:28.000 --> 00:16:31.000]  而可以想像的是
[00:16:31.000 --> 00:16:36.000]  他們能夠和睦其實也是彰顯一個神蹟
[00:16:36.000 --> 00:16:38.000]  在整個群體裏面
[00:16:38.000 --> 00:16:46.000]  這就是主耶穌建立一個充滿張力的團契
[00:16:46.000 --> 00:16:48.000]  我不知道大家有沒有想法
[00:16:48.000 --> 00:16:55.000]  其實我們也同樣在有張力的團契當中
[00:16:55.000 --> 00:16:57.000]  我們在教會群體裏面
[00:16:57.000 --> 00:16:58.000]  在弟兄姊妹之間
[00:16:58.000 --> 00:17:03.000]  會不會同樣也有很多張力呢?
[00:17:03.000 --> 00:17:06.000]  我相信我們也是很客氣
[00:17:06.000 --> 00:17:08.000]  甚至可能也很老練
[00:17:08.000 --> 00:17:12.000]  我們也很懂得大家很來很去地相處
[00:17:12.000 --> 00:17:14.000]  很來很去其實也沒有問題
[00:17:14.000 --> 00:17:16.000]  不過我想強調的是
[00:17:16.000 --> 00:17:22.000]  我們仍然要將相處裏面的張力帶到神面前
[00:17:22.000 --> 00:17:25.000]  而不是將這些張力埋沒了就算了
[00:17:25.000 --> 00:17:27.000]  我想要這樣做
[00:17:27.000 --> 00:17:29.000]  我們首先要承認
[00:17:29.000 --> 00:17:32.000]  我們之間真的有一股張力
[00:17:32.000 --> 00:17:35.000]  甚至我們有分歧有矛盾
[00:17:35.000 --> 00:17:40.000]  我們很多時候是有不同的想法和做法
[00:17:40.000 --> 00:17:42.000]  然後我們也要承認
[00:17:42.000 --> 00:17:44.000]  其實我們也有自己的限制
[00:17:44.000 --> 00:17:46.000]  我們不能夠完全明白
[00:17:46.000 --> 00:17:51.000]  對方在生活裏面其實也有他的張力
[00:17:51.000 --> 00:17:54.000]  要跟隨耶穌成為他的見證
[00:17:54.000 --> 00:17:58.000]  就是能夠承認我們的限制和無能為力
[00:17:58.000 --> 00:18:00.000]  我們的相處有張力
[00:18:00.000 --> 00:18:03.000]  我們不完全明白對方的處境等等
[00:18:03.000 --> 00:18:06.000]  但是我們可以將這些困難
[00:18:06.000 --> 00:18:09.000]  一併地帶到神的面前
[00:18:09.000 --> 00:18:11.000]  求神幫助我們
[00:18:11.000 --> 00:18:14.000]  讓神轉化我們的心思意念
[00:18:14.000 --> 00:18:17.000]  願主幫助我們
[00:18:17.000 --> 00:18:19.000]  讓我們由不明白
[00:18:19.000 --> 00:18:22.000]  變得願意彼此諒解
[00:18:22.000 --> 00:18:23.000]  由不認同
[00:18:23.000 --> 00:18:26.000]  變得我們可以彼此包容
[00:18:26.000 --> 00:18:27.000]  彼此接納
[00:18:27.000 --> 00:18:29.000]  由不相往來
[00:18:29.000 --> 00:18:35.000]  變成我們因為願意一同建立天上的國度
[00:18:35.000 --> 00:18:37.000]  而成為有張力
[00:18:37.000 --> 00:18:39.000]  在張力裏面的團體
[00:18:39.000 --> 00:18:42.000]  正如十二個使徒一樣
[00:18:42.000 --> 00:18:45.000]  讓子母願主也幫助我們
[00:18:45.000 --> 00:18:47.000]  憑著祂的愛和恩典
[00:18:47.000 --> 00:18:49.000]  實踐祂的命令
[00:18:49.000 --> 00:18:51.000]  也效法祂的榜樣
[00:18:51.000 --> 00:18:55.000]  我相信神使用不同人的性情特質去建立教會
[00:18:55.000 --> 00:18:58.000]  也使用不同的特質性情
[00:18:58.000 --> 00:19:01.000]  在聖靈的引導之下
[00:19:01.000 --> 00:19:04.000]  讓我們成為神合用的器皿
[00:19:04.000 --> 00:19:10.000]  另一個我在這個名單裏面很好奇的是
[00:19:10.000 --> 00:19:13.000]  主耶穌在揀選這個名單當中
[00:19:13.000 --> 00:19:16.000]  當大家仔細去看的時候
[00:19:16.000 --> 00:19:21.000]  有沒有覺得自己比較像哪一位呢?
[00:19:21.000 --> 00:19:26.000]  又或者哪一位令你的印象最深刻呢?
[00:19:26.000 --> 00:19:30.000]  會不會是出賣耶穌的猶太呢?
[00:19:30.000 --> 00:19:33.000]  他其實也是主所愛的門徒
[00:19:33.000 --> 00:19:36.000]  雖然主知道他將會被猶太出賣
[00:19:36.000 --> 00:19:38.000]  但主仍然愛他
[00:19:38.000 --> 00:19:39.000]  仍然給他機會
[00:19:39.000 --> 00:19:41.000]  甚至為他洗腳
[00:19:41.000 --> 00:19:42.000]  為他立榜樣
[00:19:42.000 --> 00:19:46.000]  可惜他最後沒有像彼得那樣迴轉悔改
[00:19:46.000 --> 00:19:51.000]  不過我相信主耶穌對他的愛和呼召從來沒有減少
[00:19:53.000 --> 00:19:57.000]  會不會是令你最深刻的是彼得呢?
[00:19:57.000 --> 00:20:03.000]  大家記不記得彼得曾經三次不認主
[00:20:03.000 --> 00:20:11.000]  但同樣他也是三次有機會向耶穌表白他愛耶穌
[00:20:11.000 --> 00:20:18.000]  記得他被耶穌責備說魔鬼退我後面去吧
[00:20:19.000 --> 00:20:25.000]  但這位彼得當他認信耶穌基督是神永生的兒子的時候
[00:20:25.000 --> 00:20:28.000]  他得到耶穌的稱讚
[00:20:28.000 --> 00:20:33.000]  彼得曾經在耶穌被賣的時候
[00:20:33.000 --> 00:20:36.000]  很武斷地割下士兵的耳朵
[00:20:36.000 --> 00:20:39.000]  但同樣的這位彼得
[00:20:39.000 --> 00:20:43.000]  他在使徒行傳的宣講帶領三千人信主
[00:20:43.000 --> 00:20:46.000]  這就是彼得的生命
[00:20:46.000 --> 00:20:48.000]  他也是使徒的一員
[00:20:49.000 --> 00:20:52.000]  有情緒 有感性的一面
[00:20:52.000 --> 00:20:55.000]  狀態也是有高有低
[00:20:55.000 --> 00:20:58.000]  我們作為主的門徒
[00:20:58.000 --> 00:21:00.000]  現在會不會也是一樣
[00:21:00.000 --> 00:21:02.000]  在經歷有高有低
[00:21:02.000 --> 00:21:05.000]  有時好有時不好的狀態
[00:21:05.000 --> 00:21:08.000]  甚至可能很直接地說
[00:21:08.000 --> 00:21:11.000]  我現在看到環境很差
