
[00:00:00.000 --> 00:00:05.620]  我們做基督徒都知道禱告是非常非常之重要
[00:02:22.820 --> 00:02:25.560]  不給他這張ticket
[00:02:25.560 --> 00:02:29.420]  當他回來之後 他看到他的車已經被抄牌了
[00:02:29.420 --> 00:02:34.100]  警察也留了一張字條在他的窗上
[00:02:34.100 --> 00:02:39.700]  警察說 我已經在這個停車場沉沉轉有十多年了
[00:02:39.700 --> 00:02:43.120]  我都見過很多像你這樣的例子
[00:02:43.120 --> 00:02:46.900]  如果我不抄你牌的話 我就炒魷魚了
[00:02:46.900 --> 00:02:54.100]  神啊 請不要叫我愚健試探
[00:02:54.100 --> 00:02:56.360]  我們見到主禱文真的
[00:02:56.360 --> 00:03:00.320]  非基督徒也好 基督徒也好 都很熟悉
[00:03:00.320 --> 00:03:03.120]  就在兩個月前感恩節
[00:03:03.120 --> 00:03:06.720]  去了Catherine的姐姐家裡
[00:03:06.720 --> 00:03:09.520]  每個人都帶一個小菜
[00:03:09.520 --> 00:03:12.660]  我和Catherine的表妹有很多事情要談
[00:03:12.660 --> 00:03:14.840]  因為大家都是基督徒
[00:03:14.840 --> 00:03:17.420]  我們聊天的時候 突然間
[00:03:17.420 --> 00:03:20.040]  她的姐夫不是基督徒
[00:03:20.040 --> 00:03:23.080]  突然間走到我們面前
[00:03:23.080 --> 00:03:25.560]  一卷嘴唸著主禱文
[00:03:25.560 --> 00:03:29.180]  我們在天上的父 願您皆尊父名為聖
[00:03:29.180 --> 00:03:33.280]  一直唸到最後 因為國道權柄 全是你的
[00:03:33.280 --> 00:03:35.680]  直到永遠 阿們
[00:03:35.680 --> 00:03:38.520]  接著看著我們笑笑口地說
[00:03:38.520 --> 00:03:42.780]  你真奇怪 我也懂得唸主禱文
[00:03:42.780 --> 00:03:44.740]  Catherine的表妹跟她說
[00:03:44.740 --> 00:03:47.900]  很多人都懂得唸 懂得唸有什麼用
[00:03:47.900 --> 00:03:51.900]  你知不知道為什麼
[00:03:51.900 --> 00:03:55.140]  真的很多人都懂得唸主禱文
[00:03:55.140 --> 00:03:58.440]  在這裡婚姻 婚禮 喪禮
[00:03:58.440 --> 00:04:00.400]  很多時候會唸主禱文
[00:04:00.400 --> 00:04:02.760]  很多時候我們香港來的都知道
[00:04:02.760 --> 00:04:05.260]  如果你讀一間基督教的學校
[00:04:05.260 --> 00:04:07.340]  都會教你唸主禱文
[00:04:07.340 --> 00:04:09.180]  從小就懂得唸
[00:04:09.180 --> 00:04:11.460]  就好像Catherine的姐夫
[00:04:11.460 --> 00:04:15.480]  可能從小唸到現在都還記得
[00:04:15.480 --> 00:04:18.380]  但是究竟主禱文是什麼意思
[00:04:18.380 --> 00:04:20.220]  我們很多人都懂得唸
[00:04:20.220 --> 00:04:23.840]  我希望用三個月的時間
[00:04:23.840 --> 00:04:25.360]  由一月到四月
[00:04:25.360 --> 00:04:28.240]  跟大家一起來讀主禱文
[00:04:28.240 --> 00:04:35.880]  看看究竟主禱文真正的意思是什麼
[00:04:35.880 --> 00:04:40.160]  我們知道主禱文是耶穌基督教門徒
[00:04:40.160 --> 00:04:43.260]  來唸的主禱文
[00:04:43.260 --> 00:04:46.060]  為什麼耶穌基督要教門徒呢
[00:04:46.060 --> 00:04:49.260]  在路加福音11章有說
[00:04:49.260 --> 00:04:51.820]  路加福音11章第一節說
[00:04:51.820 --> 00:04:55.460]  耶穌在一個地方禱告完了
[00:04:55.460 --> 00:04:57.500]  有個門徒對他說
[00:04:57.500 --> 00:04:59.980]  求主教導我們禱告
[00:04:59.980 --> 00:05:03.580]  讓約翰教導他的門徒
[00:05:03.580 --> 00:05:06.860]  耶穌說你們禱告的時候要說
[00:05:06.860 --> 00:05:10.420]  然後就教他們主禱文
[00:05:10.420 --> 00:05:14.860]  原來有一個門徒來問耶穌基督
[00:05:14.860 --> 00:05:16.300]  經文沒有說哪一個門徒
[00:05:16.300 --> 00:05:17.620]  因為不重要
[00:05:17.620 --> 00:05:19.820]  最重要的是主禱文本身
[00:05:19.820 --> 00:05:22.260]  誰去問他並不重要
[00:05:22.260 --> 00:05:23.940]  這個門徒說約翰
[00:05:23.940 --> 00:05:27.780]  施洗約翰有教他的門徒怎樣禱告
[00:05:27.780 --> 00:05:32.100]  所以耶穌基督的門徒都要想學禱告
[00:05:32.100 --> 00:05:36.300]  Dwight Moody這個神學家曾經說
[00:05:36.300 --> 00:05:39.900]  他說其實禱告是重要過講道
[00:05:39.900 --> 00:05:42.140]  因為在聖經裏面
[00:05:42.140 --> 00:05:45.660]  耶穌基督沒有教門徒怎樣講道
[00:05:45.660 --> 00:05:50.820]  但耶穌基督有教門徒怎樣來禱告
[00:05:50.820 --> 00:05:54.620]  我們看到在聖經裏面的主禱文
[00:05:54.620 --> 00:05:56.380]  有兩個版本
[00:05:56.380 --> 00:05:59.500]  第一個版本是在馬太福音第六章
[00:05:59.500 --> 00:06:03.220]  第二個版本是在路加福音第十一章
[00:06:03.220 --> 00:06:07.820]  在馬太福音的版本是九十七個字
[00:06:07.820 --> 00:06:11.140]  在路加福音的版本是八十五個字
[00:06:11.140 --> 00:06:15.580]  兩個版本都非常非常簡潔
[00:06:15.580 --> 00:06:22.100]  但很可惜主禱文很多時會令人誤解
[00:06:22.100 --> 00:06:24.220]  因為名字叫主禱文
[00:06:24.220 --> 00:06:25.500]  我們可能以為
[00:06:25.500 --> 00:06:29.580]  耶穌基督自己的禱告就是主禱文
[00:06:29.580 --> 00:06:30.700]  其實不是
[00:06:30.700 --> 00:06:34.300]  其實主禱文是耶穌基督教門徒來唸
[00:06:34.300 --> 00:06:41.180]  不是耶穌基督自己唸的禱告
[00:06:41.180 --> 00:06:42.380]  為甚麼
[00:06:42.380 --> 00:06:45.980]  因為我們看到內容在馬太福音六章十二節
[00:06:45.980 --> 00:06:47.220]  內容說甚麼
[00:06:47.220 --> 00:06:51.740]  免我們的債 免我們的罪
[00:06:51.740 --> 00:06:55.020]  在路加福音十一章四節亦說
[00:06:55.020 --> 00:06:56.780]  赦免我們的罪
[00:06:56.780 --> 00:06:59.340]  我們知道耶穌基督是沒有罪的
[00:06:59.340 --> 00:07:01.340]  所以當耶穌基督禱告的時候
[00:07:01.340 --> 00:07:03.980]  祂絕對不會這樣來禱告
[00:07:03.980 --> 00:07:08.060]  這只不過是祂給門徒的一個禱告
[00:07:08.060 --> 00:07:12.060]  教他們怎樣禱告
[00:07:12.060 --> 00:07:14.140]  其實真正的主禱文
[00:07:14.140 --> 00:07:17.180]  應該是在約翰福音第十七章
[00:07:17.180 --> 00:07:19.780]  整章經文都是耶穌基督的禱告
[00:07:19.780 --> 00:07:21.100]  是為門徒的禱告
[00:07:21.100 --> 00:07:25.100]  那才是真正的主禱文
[00:07:25.100 --> 00:07:27.180]  我們不妨看一看
[00:07:27.180 --> 00:07:30.700]  耶穌基督在教門徒怎樣禱告之前
[00:07:30.700 --> 00:07:35.500]  在馬太福音六章五至八節
[00:07:35.500 --> 00:07:38.460]  祂說了有些事是需要注意
[00:07:38.460 --> 00:07:42.780]  關於禱告 有些事是需要避免
[00:07:42.780 --> 00:07:45.420]  究竟有甚麼事是需要注意
[00:07:45.420 --> 00:07:47.820]  有甚麼事是需要避免
[00:07:47.820 --> 00:07:50.540]  第一點 耶穌基督說
[00:07:50.540 --> 00:07:51.820]  我們要注意
[00:07:51.820 --> 00:07:56.380]  不要做表面化假冒為善的禱告
[00:07:56.380 --> 00:07:59.660]  原來當耶穌基督在世的時候
[00:07:59.660 --> 00:08:02.780]  猶太人的禱告已經變得非常表面化
[00:08:02.780 --> 00:08:05.340]  非常非常假冒為善
[00:08:05.340 --> 00:08:08.860]  而耶穌基督真是用假冒為善這四個字
[00:08:08.860 --> 00:08:12.300]  來形容猶太人的禱告
[00:08:12.300 --> 00:08:14.460]  在馬太福音六章五節
[00:08:14.460 --> 00:08:15.740]  耶穌基督說
[00:08:15.740 --> 00:08:20.700]  你們禱告的時候不可仗那假冒為善的人
[00:08:20.700 --> 00:08:25.260]  愛站在會堂裡和十字路口上禱告
[00:08:25.260 --> 00:08:27.100]  故意叫人看見
[00:08:27.100 --> 00:08:28.780]  我實在告訴你們
[00:08:28.780 --> 00:08:33.740]  他們已經得了他們的賞賜
[00:08:33.740 --> 00:08:36.060]  原來在耶穌基督在世的時候
[00:08:36.060 --> 00:08:39.020]  猶太人尤其是法利賽人
[00:08:39.020 --> 00:08:43.020]  是很喜歡在一定的時間來禱告
[00:08:43.020 --> 00:08:49.100]  通常時間是三點鐘、六點鐘、九點鐘和十二點鐘
[00:08:49.100 --> 00:08:53.580]  每三個小時他們就會丟下他們正在做的事
[00:08:53.580 --> 00:08:57.500]  然後大聲地在禱告
[00:08:57.500 --> 00:09:02.620]  很多法利賽人還會去找有沒有很多人的地方
[00:09:02.620 --> 00:09:05.980]  就像剛才說的十字路口在會堂
[00:09:05.980 --> 00:09:11.340]  他們突然間時間一到就會立刻大聲禱告
[00:09:11.340 --> 00:09:13.500]  那些人看到他們的禱告都會說
[00:09:13.500 --> 00:09:18.380]  哇 你看看這個法利賽人多虔誠
[00:09:18.380 --> 00:09:22.060]  一到時間他就禱告
[00:09:22.060 --> 00:09:25.260]  耶穌基督說你們不要這樣禱告
[00:09:25.260 --> 00:09:28.540]  因為這樣禱告是給人看的
[00:09:28.540 --> 00:09:31.500]  而不是真的向神禱告
[00:09:31.500 --> 00:09:33.740]  他們已經得到他們的賞賜
[00:09:33.740 --> 00:09:35.420]  他們的賞賜是甚麼
[00:09:35.420 --> 00:09:37.340]  是人給他們的讚賞
[00:09:37.340 --> 00:09:38.940]  就是他們的賞賜
[00:09:38.940 --> 00:09:41.580]  這個賞賜不是從神而來的
[00:09:41.580 --> 00:09:43.260]  是從人而來
[00:09:43.260 --> 00:09:45.980]  但因為他們要在人的面前來禱告
[00:09:45.980 --> 00:09:50.460]  他們已經得到了他們的賞賜
[00:09:50.460 --> 00:09:53.740]  《馬太福音》23章28節
[00:09:53.740 --> 00:09:55.260]  耶穌基督說
[00:09:55.260 --> 00:09:59.420]  「你們在人前外面顯出公義來
[00:09:59.420 --> 00:10:03.580]  裡面卻裝滿了假善和不法的事」
[00:10:03.580 --> 00:10:09.340]  這就是法利賽人的禱告
[00:10:09.340 --> 00:10:12.940]  假冒為善的禱告是著重人的讚賞
[00:10:12.940 --> 00:10:15.020]  而不是從神而來
[00:10:15.020 --> 00:10:18.060]  沒有人可以用同一個禱告
[00:10:18.060 --> 00:10:21.180]  得到人的讚賞又得到神的讚賞
[00:10:21.180 --> 00:10:23.420]  從來沒有人可以這樣做
[00:10:23.420 --> 00:10:26.140]  所以耶穌基督說你們要禱告的時候
[00:10:26.140 --> 00:10:28.060]  你們要走進去內屋
[00:10:28.060 --> 00:10:33.020]  關上門來禱告
[00:10:33.020 --> 00:10:35.740]  這是一個極端
[00:10:35.740 --> 00:10:38.460]  有人喜歡在人的面前禱告
[00:10:38.460 --> 00:10:42.380]  但也有人喜歡自己向自己禱告
[00:10:42.380 --> 00:10:44.860]  在聖經裡我們也看到
[00:10:44.860 --> 00:10:46.700]  《路加福音》第十八章
[00:10:46.700 --> 00:10:51.900]  記不記得說到瑞利和法利賽人的禱告
[00:10:51.900 --> 00:10:57.740]  瑞利在經文裡說他禱告是自言自語的
[00:10:57.740 --> 00:11:00.860]  好像跟自己聊天一樣
[00:11:00.860 --> 00:11:04.300]  自言自語又是甚麼禱告呢
[00:11:04.300 --> 00:11:06.060]  聖經裡有解釋
[00:11:06.060 --> 00:11:09.980]  自言自語的禱告是象著自己示意人
[00:11:09.980 --> 00:11:12.220]  藐視人的禱告
[00:11:12.220 --> 00:11:15.340]  這就是自言自語的禱告
[00:11:15.340 --> 00:11:19.100]  法利賽人在神的面前自言自語說
[00:11:19.100 --> 00:11:20.700]  我又不勒索
[00:11:20.700 --> 00:11:22.460]  我又不做不義的事
[00:11:22.460 --> 00:11:24.220]  我又不犯奸淫
[00:11:24.220 --> 00:11:27.420]  我又不像瑞利那樣
[00:11:27.420 --> 00:11:30.540]  照現代人的口吻可能會說
[00:11:30.540 --> 00:11:32.540]  神啊你看我多虔誠
[00:11:32.540 --> 00:11:35.340]  長週末我都回來敬拜祢
[00:11:35.340 --> 00:11:37.100]  也可能會說
[00:11:37.100 --> 00:11:38.140]  你看我多愛祢
[00:11:38.140 --> 00:11:39.580]  你看現在經濟這麼差
[00:11:39.580 --> 00:11:43.820]  我仍然是十一奉獻
[00:11:43.820 --> 00:11:44.860]  耶穌基督說
[00:11:44.860 --> 00:11:48.060]  不要在人的面前禱告
[00:11:48.060 --> 00:11:51.580]  也不要自言自語是禱告給自己聽
[00:11:51.580 --> 00:11:54.300]  我們真正要禱告是禱告給誰聽呢
[00:11:54.300 --> 00:11:56.140]  是禱告給神聽
[00:11:56.140 --> 00:11:59.580]  這才是我們唯一的聽眾
[00:11:59.580 --> 00:12:01.740]  還有一種的禱告
[00:12:01.740 --> 00:12:03.260]  也是耶穌基督所說的
[00:12:03.260 --> 00:12:05.660]  在《馬太福音》六章七節
[00:12:05.660 --> 00:12:07.740]  耶穌基督說你們不可以禱告
[00:12:07.740 --> 00:12:11.180]  好像外邦人一樣
[00:12:11.180 --> 00:12:13.420]  有人說外邦人也會禱告嗎
[00:12:13.420 --> 00:12:15.340]  外邦人也會禱告
[00:12:15.340 --> 00:12:19.180]  外邦人禱告給他們的神聽
[00:12:19.180 --> 00:12:23.420]  經文說他們用很多重複的話
[00:12:23.420 --> 00:12:27.500]  以為話多了就必蒙誰聽
[00:12:27.500 --> 00:12:32.140]  外邦人用他們的神禱告是很囉嗦很嘮叨
[00:12:32.140 --> 00:12:34.780]  我記得我以前很小的時候
[00:12:34.780 --> 00:12:37.020]  我記得我祖母是信佛的
[00:12:37.020 --> 00:12:39.980]  我經常看到我祖母在唸經
[00:12:39.980 --> 00:12:42.140]  真的覺得很囉嗦很嘮叨
[00:12:42.140 --> 00:12:43.580]  來來去去是重複的
[00:12:43.580 --> 00:12:46.620]  就是南無阿彌陀佛
[00:12:46.620 --> 00:12:48.060]  來來去去一模一樣
[00:12:48.060 --> 00:12:50.540]  我覺得耶穌基督說得很對
[00:12:50.540 --> 00:12:53.100]  有很多是很重複
[00:12:53.100 --> 00:12:53.900]  但是很多時候
[00:12:53.900 --> 00:12:58.860]  有沒有想過我們基督徒的禱告也很重複
[00:12:58.860 --> 00:12:59.900]  非常之重複
[00:12:59.900 --> 00:13:04.460]  我有時覺得我好像沒多久以前是這樣禱告過
[00:13:04.460 --> 00:13:08.140]  又繼續在禱告重複一模一樣的東西
[00:13:08.140 --> 00:13:09.580]  很公式化
[00:13:09.580 --> 00:13:13.340]  有時覺得自己說來說去只有這幾樣
[00:13:13.340 --> 00:13:15.340]  所以我們都要很小心
[00:13:15.340 --> 00:13:17.660]  禱告真的要出自內心
[00:13:17.660 --> 00:13:19.740]  而不要有個習慣
[00:13:19.740 --> 00:13:23.420]  口頭禪說慣了就繼續說
[00:13:23.420 --> 00:13:30.620]  也有很多教會是主張用禱告的手冊
[00:13:30.620 --> 00:13:34.140]  在手冊裏你會找到很多不同的禱告
[00:13:34.140 --> 00:13:37.820]  是適合很多不同的場合的禱告
[00:13:37.820 --> 00:13:40.460]  其實我不反對別人用這些手冊
[00:13:40.460 --> 00:13:44.700]  如果你能找到適合的禱告是好的
[00:13:44.700 --> 00:13:48.300]  你接著用心靈誠實來禱告
[00:13:48.300 --> 00:13:49.900]  這是一件好事
[00:13:49.900 --> 00:13:52.380]  但是最糟糕的就是照讀
[00:13:52.380 --> 00:13:54.380]  根本不是出於你自己
[00:13:54.380 --> 00:13:56.380]  是出於那個手冊
[00:13:56.380 --> 00:14:00.860]  你不是說讀了出來有些甚麼特別的事會發生
[00:14:00.860 --> 00:14:02.860]  應該是你出於內心的禱告
[00:14:02.860 --> 00:14:04.860]  這是很重要的
[00:14:04.860 --> 00:14:09.260]  我們要避免公式化的禱告
[00:14:09.260 --> 00:14:10.700]  要注重
[00:14:10.700 --> 00:14:13.100]  雖然我們出口是禱告
[00:14:13.100 --> 00:14:16.540]  但是這個禱告應該要出自我們的內心
[00:14:16.540 --> 00:14:18.940]  耶穌基督教門徒的禱告
[00:14:18.940 --> 00:14:22.300]  不是叫他們用華麗的字眼
[00:14:22.300 --> 00:14:26.780]  不是叫他們用好聽的詞句來禱告
[00:14:26.780 --> 00:14:29.340]  最重要的是出於內心
[00:14:29.340 --> 00:14:32.700]  就好像跟一個好朋友聊天一樣
[00:14:32.700 --> 00:14:35.180]  是一個很親密的關係
[00:14:35.180 --> 00:14:40.380]  你不需要說到很特別的字眼
[00:14:40.380 --> 00:14:42.700]  很美麗的華語 不需要
[00:14:42.700 --> 00:14:46.940]  只需要真真正正的出於內心
[00:14:46.940 --> 00:14:51.420]  我們剛才說很多人都會唸主禱文
[00:14:51.420 --> 00:14:55.660]  但其實主禱文不是用來唸的
[00:14:55.660 --> 00:14:58.300]  主禱文不是用來讓我們唸的
[00:14:58.300 --> 00:15:01.500]  為甚麼我們見到主禱文不是讓我們唸
[00:15:01.500 --> 00:15:03.180]  其實有幾個原因
[00:15:03.180 --> 00:15:05.420]  第一個原因就是剛剛才說的
[00:15:05.420 --> 00:15:09.260]  耶穌基督在教主禱文之前的兩節經文
[00:15:09.260 --> 00:15:10.780]  才跟門徒說
[00:15:10.780 --> 00:15:15.100]  你們禱告的時候不要像外方人那樣重複
[00:15:15.100 --> 00:15:17.500]  有沒有可能馬上經過了兩節經文
[00:15:17.500 --> 00:15:21.900]  耶穌基督就說你們以後就要繼續唸主禱文了
[00:15:21.900 --> 00:15:23.100]  每天就繼續唸
[00:15:23.100 --> 00:15:24.300]  會不會這樣
[00:15:24.300 --> 00:15:28.700]  不會的 如果是這樣就變成前言不對後語了
[00:15:28.700 --> 00:15:32.620]  另外一個原因就是馬太福音六章
[00:15:32.620 --> 00:15:34.620]  和路加福音十一章
[00:15:34.620 --> 00:15:38.060]  都有兩個版本的主禱文
[00:15:38.060 --> 00:15:39.660]  兩個版本雖然很相似
[00:15:39.660 --> 00:15:40.940]  但不是完全一樣
[00:15:40.940 --> 00:15:44.060]  一個九十七個字 一個八十五個字
[00:15:44.060 --> 00:15:47.980]  如果真是主禱文是要來讓我們唸的話
[00:15:47.980 --> 00:15:49.740]  應該一模一樣
[00:15:49.740 --> 00:15:53.180]  那我們就可以唸這個主禱文
[00:15:53.180 --> 00:15:55.740]  但因為兩個主禱文都有出入
[00:15:55.740 --> 00:15:59.420]  所以這個主禱文其實不是讓我們唸
[00:15:59.420 --> 00:16:02.540]  另外在路加福音十一章
[00:16:02.540 --> 00:16:05.500]  那些門徒去到耶穌基督那裡
[00:16:05.500 --> 00:16:07.420]  不是問耶穌基督
[00:16:07.420 --> 00:16:09.900]  你可不可以給我們一個經文
[00:16:09.900 --> 00:16:13.100]  一段禱告讓我們來唸
[00:16:13.100 --> 00:16:15.100]  他們是去問耶穌基督
[00:16:15.100 --> 00:16:19.420]  你可不可以教我們怎樣禱告
[00:16:19.420 --> 00:16:21.740]  所以不是用來唸
[00:16:21.740 --> 00:16:23.180]  另外最後一點
[00:16:23.180 --> 00:16:26.140]  去到新約 去到不同的書信
[00:16:26.140 --> 00:16:28.300]  甚至是使徒行傳
[00:16:28.300 --> 00:16:31.340]  從來未見過有門徒
[00:16:31.340 --> 00:16:34.860]  甚至是會眾來唸主禱文
[00:16:34.860 --> 00:16:37.580]  所以主禱文不是讓我們唸
[00:16:37.580 --> 00:16:40.220]  但懂得唸不是一件壞事
[00:16:40.220 --> 00:16:42.060]  其實是一件好事
[00:16:42.060 --> 00:16:49.580]  因為主禱文其實是所有禱告的一個大綱
[00:16:49.580 --> 00:16:51.580]  一個模式
[00:16:51.580 --> 00:16:53.100]  如果你懂得唸的時候
[00:16:53.100 --> 00:16:55.820]  你就知道了這個大綱
[00:16:55.820 --> 00:16:58.940]  你千萬不要停止在唸主禱文
[00:16:58.940 --> 00:17:00.620]  你要繼續下去
[00:17:00.620 --> 00:17:03.660]  就是用這個大綱成為你自己的禱告
[00:17:03.660 --> 00:17:06.220]  加上你自己的話
[00:17:06.220 --> 00:17:08.300]  成為了你自己的禱告
[00:17:08.300 --> 00:17:09.820]  這才是最重要
[00:17:09.820 --> 00:17:14.940]  這才是我們學習主禱文的意思
[00:17:14.940 --> 00:17:16.700]  我們來看看
[00:17:16.700 --> 00:17:20.700]  主禱文是有一個很清楚的大綱給我們
[00:17:20.700 --> 00:17:23.420]  第一點我們要留意的是甚麼
[00:17:23.420 --> 00:17:26.220]  就是開始讚美
[00:17:26.220 --> 00:17:27.500]  《六章九節》說
[00:17:27.500 --> 00:17:32.380]  「我們在天上的父願人皆尊你的名為聖」
[00:17:32.380 --> 00:17:35.500]  是一個讚美的詞句
[00:17:35.500 --> 00:17:37.900]  很多時候我們禱告是怎樣的
[00:17:37.900 --> 00:17:40.140]  是單刀直入的
[00:17:40.140 --> 00:17:44.780]  「啊,神啊,不行了,你要救我啊」
[00:17:44.780 --> 00:17:47.020]  「神啊,我需要這樣,我需要那樣」
[00:17:47.020 --> 00:17:48.940]  「我需要甚麼,我需要甚麼」
[00:17:48.940 --> 00:17:51.500]  需要完一大餐之後
[00:17:51.500 --> 00:17:56.220]  才發覺自己還沒有跟神打招呼
[00:17:56.220 --> 00:17:58.540]  所以我們需要怎樣
[00:17:58.540 --> 00:18:02.220]  我們是讚美神來開始
[00:18:02.220 --> 00:18:05.260]  所以一開始就是讚美
[00:18:05.260 --> 00:18:07.100]  一開始就是歌頌
[00:18:07.100 --> 00:18:11.180]  以致我們可以進入祂的面前來禱告
[00:18:11.180 --> 00:18:12.940]  這個很重要
[00:18:12.940 --> 00:18:15.580]  我們讚美能夠怎樣讚美
[00:18:15.580 --> 00:18:17.260]  不是說永遠千篇一律
[00:18:17.260 --> 00:18:21.260]  「我們在天上的父願人皆尊你的名為聖」
[00:18:21.260 --> 00:18:25.020]  我們的讚美是可以追著很多東西的
[00:18:25.020 --> 00:18:28.540]  其中一樣是可以用神的名字來禱告
[00:18:28.540 --> 00:18:29.740]  來讚美
[00:18:29.740 --> 00:18:32.380]  如果你剛才留意我做禱告的時候
[00:18:32.380 --> 00:18:37.180]  我都是用很多耶和華的名字來禱告
[00:18:37.180 --> 00:18:38.460]  來讚美祂
[00:18:38.460 --> 00:18:42.620]  我們也可以用神的屬性來讚美祂
[00:18:42.620 --> 00:18:44.540]  我們知道神的屬性是甚麼
[00:18:44.540 --> 00:18:46.140]  祂就是無所不知
[00:18:46.140 --> 00:18:47.180]  無處不在
[00:18:47.180 --> 00:18:48.940]  無所不能的神
[00:18:48.940 --> 00:18:50.220]  祂就是聖潔的神
[00:18:50.220 --> 00:18:51.420]  祂就是憐憫的神
[00:18:51.420 --> 00:18:52.940]  祂就是公義的神
[00:18:52.940 --> 00:18:56.300]  我們可以用這一切加入來讚美祂
[00:18:56.300 --> 00:19:01.020]  我們也可以用很多詩篇的金句來讚美神
[00:19:01.020 --> 00:19:04.140]  這就成為了我們自己的讚美
[00:19:04.140 --> 00:19:05.820]  開始了我們的禱告
[00:19:05.820 --> 00:19:08.380]  進入我們的敬拜
[00:19:08.380 --> 00:19:10.380]  其實這個進入敬拜讚美神
[00:19:10.380 --> 00:19:12.780]  也不單止是為了神
[00:19:12.780 --> 00:19:15.260]  也是為了我們自己
[00:19:15.260 --> 00:19:17.980]  因為我們在開口求神
[00:19:17.980 --> 00:19:19.820]  有很多需要
[00:19:19.820 --> 00:19:21.500]  當我們求神的時候
[00:19:21.500 --> 00:19:23.260]  如果我們能夠先歌頌神
[00:19:23.260 --> 00:19:25.340]  先高舉神
[00:19:25.340 --> 00:19:27.420]  會大大增加我們自己的信心
[00:19:27.420 --> 00:19:28.940]  當我們求的時候
[00:19:28.940 --> 00:19:31.980]  所以這個也不單止是為了神
[00:19:31.980 --> 00:19:33.660]  也是為了我們自己
[00:19:33.660 --> 00:19:36.620]  讚美神是很重要的
[00:19:36.620 --> 00:19:39.820]  第二樣是優先次序
[00:19:39.820 --> 00:19:41.420]  在這裏六章十節說甚麼
[00:19:41.420 --> 00:19:42.620]  願祢的國降臨
[00:19:42.620 --> 00:19:46.940]  願祢的旨意成就在地如同行在天上
[00:19:46.940 --> 00:19:50.460]  這是我們生活當中的優先次序
[00:19:50.460 --> 00:19:53.100]  先將神的國度放在第一
[00:19:53.100 --> 00:19:56.860]  先將神的旨意放在第一
[00:19:56.860 --> 00:19:58.940]  是我們生命當中的優先次序
[00:19:58.940 --> 00:20:03.260]  我們每個人的生命當中都有優先次序
[00:20:03.260 --> 00:20:07.740]  主禱文是要提醒我們將神放在第一位
[00:20:07.740 --> 00:20:09.020]  對我來說
[00:20:09.020 --> 00:20:12.300]  第一位當然是將神放在第一位
[00:20:12.300 --> 00:20:14.540]  第二位是我的太太
[00:20:14.540 --> 00:20:18.460]  提摩太前書三章二節說甚麼
[00:20:18.460 --> 00:20:20.860]  一個監督
[00:20:20.860 --> 00:20:23.420]  也是一個牧師或者長老
[00:20:23.420 --> 00:20:26.700]  要作一個婦人的丈夫
