
[00:00:00.000 --> 00:00:02.400]  各位香港浸浸教會的弟兄姊妹平安
[00:04:52.600 --> 00:04:57.000]  亦都聽不到我那三個在英國的小孩的腳步聲
[00:04:57.000 --> 00:05:02.000]  那種很恐怖的空虛感是向我侵襲
[00:05:02.000 --> 00:05:04.000]  很痛」
[00:05:04.000 --> 00:05:05.600]  這個時候他才說
[00:05:05.600 --> 00:05:07.800]  「我明白主耶穌為何這樣說
[00:05:07.800 --> 00:05:10.600]  人若喝我所賜的水就永遠不喝」
[00:05:12.200 --> 00:05:15.400]  所以他說「一日好幾十次
[00:05:15.400 --> 00:05:17.200]  我的心渴
[00:05:17.200 --> 00:05:19.400]  我就只能夠向主呼求
[00:05:19.400 --> 00:05:21.000]  求主來安慰」
[00:05:21.000 --> 00:05:26.400]  後來大德生牧師和內地會再面對
[00:05:26.400 --> 00:05:28.000]  另一次更加沉重的打擊
[00:05:28.000 --> 00:05:31.400]  1900年的時候中國發生義和團之亂
[00:05:31.400 --> 00:05:34.800]  全中國總共有二千多名信徒
[00:05:34.800 --> 00:05:38.600]  二百多位傳教士被殺
[00:05:38.600 --> 00:05:41.600]  就是因為他們是一個洋教的背景
[00:05:42.000 --> 00:05:45.000]  當時中國那種仇愛反教的情緒高漲
[00:05:45.000 --> 00:05:51.400]  內地會有七十九位宣教士和他們的家人被殺
[00:05:51.400 --> 00:05:55.000]  是當時中國殉道最多的一個宣教組織
[00:05:55.000 --> 00:05:58.000]  當時大牧師在瑞士養病
[00:05:58.000 --> 00:06:00.400]  他年紀大也是身體不好
[00:06:00.400 --> 00:06:02.600]  他聽到這個消息的時候
[00:06:02.600 --> 00:06:06.400]  亦都形容他自己好像有把刀插在他的心裏一樣
[00:06:06.400 --> 00:06:08.400]  他說「我不能夠再看書
[00:06:08.400 --> 00:06:10.400]  我不能夠再思想
[00:06:12.200 --> 00:06:14.000]  甚至我不能夠再祈禱
[00:06:14.000 --> 00:06:18.400]  不能夠看書、不能夠思想、不能夠禱告」
[00:06:18.400 --> 00:06:22.600]  大家可能會覺得我不是很看書
[00:06:22.600 --> 00:06:24.200]  我都不是很思考
[00:06:24.200 --> 00:06:27.600]  但是我們會祈禱的
[00:06:27.600 --> 00:06:30.600]  祈禱代表著我們和上主之間的那種連繫
[00:06:30.600 --> 00:06:33.400]  我們將我們的生命藉著禱告
[00:06:33.400 --> 00:06:36.000]  交託給祂、聆聽祂給我們的聲音
[00:06:36.000 --> 00:06:38.600]  一個基督徒、一個牧師
[00:06:38.600 --> 00:06:40.800]  他說他自己不能夠再祈禱
[00:06:41.600 --> 00:06:43.000]  那種內心的痛
[00:06:43.000 --> 00:06:47.600]  亦都反映了這位牧師心裏面
[00:06:47.600 --> 00:06:49.600]  他可能正在問這個問題
[00:06:49.600 --> 00:06:52.400]  我的主是否正在離棄我們
[00:06:52.400 --> 00:06:55.000]  正在離棄中國的教會、正在離棄中國的信徒
[00:06:55.000 --> 00:06:58.400]  但是大牧師他接著這樣說
[00:06:58.400 --> 00:07:01.200]  他說「我還要信靠」
[00:07:01.200 --> 00:07:03.400]  「我還要信靠」
[00:07:03.400 --> 00:07:06.800]  和上帝覺得很遠、很割裂
[00:07:06.800 --> 00:07:09.600]  但是仍然說要信靠這位上帝
[00:07:11.400 --> 00:07:16.000]  這是大德心牧師生命裏面一個很重要的功課
[00:07:16.000 --> 00:07:18.000]  亦都給我們學習的功課
[00:07:18.000 --> 00:07:20.200]  1905年的時候他重返中國
[00:07:20.200 --> 00:07:22.800]  去探訪內地會在各地建立的教會
[00:07:22.800 --> 00:07:25.000]  後來他去到湖南的長沙
[00:07:25.000 --> 00:07:28.200]  這個地方是當年他曾經很想開展工作
[00:07:28.200 --> 00:07:31.800]  但是卻是面對很多民眾的反對
[00:07:31.800 --> 00:07:33.800]  而不能夠開展的一個地方
[00:07:33.800 --> 00:07:37.400]  而他見到這個地方終於建立教會
[00:07:37.400 --> 00:07:39.800]  他的內心有很大的安慰
[00:07:40.200 --> 00:07:42.800]  當他探訪完長沙教會之後兩天
[00:07:42.800 --> 00:07:45.000]  他就離開這個世界
[00:07:45.000 --> 00:07:48.000]  他結束了在中國所服侍的生命
[00:07:48.000 --> 00:07:50.400]  埋葬了他第一任的妻子
[00:07:50.400 --> 00:07:54.200]  和另外幾位死在中國的兒女的墓殼
[00:07:54.200 --> 00:07:57.000]  他的生是深愛中國的
[00:07:57.000 --> 00:07:58.600]  死在中國
[00:07:58.600 --> 00:08:00.200]  亦都埋葬在中國
[00:08:00.200 --> 00:08:02.400]  不單單是大牧師一個人
[00:08:02.400 --> 00:08:04.400]  後來他的兒子、他的孫
[00:08:04.400 --> 00:08:07.200]  他整個家族到現在的第五代
[00:08:07.200 --> 00:08:10.400]  都是奉獻給中國和華人的福音時功
[00:08:10.400 --> 00:08:14.000]  一個很感人的生命的見證
[00:08:14.000 --> 00:08:14.800]  不是一個人
[00:08:14.800 --> 00:08:15.800]  是一個家族
[00:08:15.800 --> 00:08:17.600]  不單單是一個家族
[00:08:17.600 --> 00:08:20.000]  實際上在二百多年來
[00:08:20.000 --> 00:08:23.800]  在中國有很多很多來自歐美國地的孫教士
[00:08:23.800 --> 00:08:27.200]  他們都是領受同樣一個的呼召
[00:08:27.200 --> 00:08:28.800]  離開他們自己的母國
[00:08:28.800 --> 00:08:30.800]  離開他們自己可愛的家人
[00:08:30.800 --> 00:08:33.200]  然後他們來到中國裏面
[00:08:33.200 --> 00:08:36.000]  他們希望將福音傳給中國人
[00:08:36.800 --> 00:08:39.000]  我們不需要美化這些的傳教士
[00:08:39.000 --> 00:08:40.200]  正如你和我一樣
[00:08:40.200 --> 00:08:41.600]  我們都不是完美的人
[00:08:41.600 --> 00:08:44.000]  我們都是蒙恩的罪人
[00:08:44.000 --> 00:08:45.400]  我們都會犯罪
[00:08:45.400 --> 00:08:46.600]  我們都會犯錯
[00:08:46.600 --> 00:08:48.600]  我們會判斷錯誤
[00:08:48.600 --> 00:08:50.800]  但無論如何
[00:08:50.800 --> 00:08:53.000]  整個孫教運動在上帝的祝福之下
[00:08:53.000 --> 00:08:56.800]  藉著這班被感召的
[00:08:56.800 --> 00:08:59.000]  數以萬計的傳教士
[00:08:59.000 --> 00:09:01.400]  他們在中國建立了教會
[00:09:01.400 --> 00:09:03.400]  亦都扶植了當地的信徒
[00:09:03.400 --> 00:09:04.800]  讓他們去接棒
[00:09:05.200 --> 00:09:08.000]  繼續地去讓中國的教會去成長
[00:09:08.000 --> 00:09:10.400]  這班的孫教士
[00:09:10.400 --> 00:09:13.000]  他們很多死在中國
[00:09:13.000 --> 00:09:15.200]  中國成為了他們生命裏面
[00:09:15.200 --> 00:09:19.000]  可能比他們自己的國家更加重要的地方
[00:09:19.000 --> 00:09:21.000]  一個他們生命
[00:09:21.000 --> 00:09:23.200]  完全擺上的地方
[00:09:23.200 --> 00:09:27.600]  可能你覺得這些是百多二百年的故事
[00:09:27.600 --> 00:09:28.800]  好像很遙遠
[00:09:28.800 --> 00:09:31.000]  但其實我們看回我們自己的教會
[00:09:31.000 --> 00:09:36.000]  浸信會其實都是在孫教士的奉獻之下
[00:09:36.000 --> 00:09:38.600]  他們來到中國來到香港所建立的
[00:09:38.600 --> 00:09:42.000]  我們不需要去很遠的地方
[00:09:42.000 --> 00:09:45.400]  在跑馬地有一個香港墳場
[00:09:45.400 --> 00:09:48.600]  這個香港墳場在八四五年的時候落成
[00:09:48.600 --> 00:09:51.200]  裏面埋葬了很多歐美籍的人士
[00:09:51.200 --> 00:09:53.800]  一個很漂亮的地方
[00:09:53.800 --> 00:09:56.000]  其實進去的時候你以為是一個公園來的
[00:09:56.000 --> 00:09:59.200]  一個好像我們去到歐洲的地方的墳墓
[00:09:59.200 --> 00:10:00.200]  的墓園一樣
[00:10:00.800 --> 00:10:03.600]  一個好像充滿著藝術色彩的一個墓園
[00:10:03.600 --> 00:10:07.800]  還有一個已經沒有使用的禮拜堂
[00:10:07.800 --> 00:10:09.200]  已經有百多年的歷史
[00:10:09.200 --> 00:10:13.200]  而在裏面我們會見到很多很多不同形式的墓碑
[00:10:13.200 --> 00:10:15.600]  很多都有基督教的色彩
[00:10:15.600 --> 00:10:18.000]  每一個墓碑背後都有一個生命
[00:10:18.000 --> 00:10:21.200]  有些人他們不想來香港
[00:10:21.200 --> 00:10:22.000]  不想來中國
[00:10:22.000 --> 00:10:24.600]  但他們可能被迫要來
[00:10:24.600 --> 00:10:27.600]  因為他們的政府派他們來香港當兵
[00:10:27.600 --> 00:10:29.800]  結果他們死在香港
[00:10:30.800 --> 00:10:32.800]  墓碑裏面的年歲只是二十歲
[00:10:32.800 --> 00:10:34.200]  二十七歲
[00:10:34.200 --> 00:10:36.800]  即是很年輕的一個日子
[00:10:36.800 --> 00:10:38.200]  一個的生命
[00:10:38.200 --> 00:10:40.400]  亦都有些可能是
[00:10:40.400 --> 00:10:42.400]  只是為了來香港賺錢
[00:10:42.400 --> 00:10:44.800]  打算賺夠就回到祖家
[00:10:44.800 --> 00:10:46.000]  但結果
[00:10:46.000 --> 00:10:47.400]  亦都是客死異鄉
[00:10:47.400 --> 00:10:50.800]  和剛才所講這些被迫來的人不同
[00:10:50.800 --> 00:10:53.000]  我們會見到在墓園裏面有一批的人
[00:10:53.000 --> 00:10:55.200]  好像戴德森牧師一樣
[00:10:55.200 --> 00:10:58.400]  他們是主動要去到一個他們不熟悉的地方
[00:11:00.400 --> 00:11:02.200]  他們不知道那個是怎樣的環境
[00:11:02.200 --> 00:11:04.200]  但他們為了實現一個的召命
[00:11:04.200 --> 00:11:06.400]  他們來到香港來到中國
[00:11:06.400 --> 00:11:11.400]  這位其實是一位美國浸訓會的女傳教士
[00:11:11.400 --> 00:11:14.200]  是丁維蓮夫人
[00:11:14.200 --> 00:11:18.400]  她在1843年3月死在香港
[00:11:18.400 --> 00:11:20.400]  當時剛剛開埠香港
[00:11:20.400 --> 00:11:21.200]  沒多久
[00:11:21.200 --> 00:11:23.800]  而死的時候是二十四歲
[00:11:23.800 --> 00:11:25.000]  二十四歲
[00:11:25.000 --> 00:11:30.000]  這個是一個媽媽和一個兒女的墓
[00:11:30.800 --> 00:11:33.600]  他們都是屬於一個很著名的傳教士的家庭
[00:11:33.600 --> 00:11:35.600]  英國倫敦會的
[00:11:35.600 --> 00:11:37.600]  李雅各牧師
[00:11:37.600 --> 00:11:41.800]  李雅各牧師就是香港著名的英華書院的校長
[00:11:41.800 --> 00:11:43.200]  亦都後來
[00:11:43.200 --> 00:11:45.600]  將中國儒家的四書
[00:11:45.600 --> 00:11:47.200]  翻譯成為英文
[00:11:47.200 --> 00:11:49.000]  介紹給外國人
[00:11:49.000 --> 00:11:51.600]  香港整個的教育制度
[00:11:51.600 --> 00:11:54.200]  特別是英語的教育制度是由他開創的
[00:11:54.200 --> 00:11:56.200]  你喜歡不喜歡都好
[00:11:56.200 --> 00:11:57.000]  都是因為他
[00:11:58.800 --> 00:12:00.800]  後來他回到英國
[00:12:00.800 --> 00:12:04.000]  成為牛津大學的首任漢學教授
[00:12:04.000 --> 00:12:06.000]  他的太太
[00:12:06.000 --> 00:12:07.200]  他的兒女
[00:12:07.200 --> 00:12:09.200]  他的女兒就是死在香港
[00:12:09.200 --> 00:12:10.600]  所以我每一次站在這裏的時候
[00:12:10.600 --> 00:12:12.200]  我都覺得我站的那塊草地
[00:12:12.200 --> 00:12:14.400]  就是李雅各站過的
[00:12:14.400 --> 00:12:18.000]  那種覺得和歷史其實很近的一個感覺
[00:12:18.000 --> 00:12:20.800]  這個是一對兄弟的墓
[00:12:20.800 --> 00:12:23.600]  他的爸爸是一個美國的傳教士
[00:12:23.600 --> 00:12:25.600]  他們一家四口
[00:12:25.600 --> 00:12:27.400]  連同媽媽一起來香港
[00:12:27.600 --> 00:12:29.400]  結果兩年之內
[00:12:29.400 --> 00:12:31.800]  這位傳教士的太太和兩個兒子
[00:12:31.800 --> 00:12:33.000]  都先後病逝
[00:12:33.000 --> 00:12:34.600]  到他離開香港
[00:12:34.600 --> 00:12:36.200]  上上海傳教的時候
[00:12:36.200 --> 00:12:37.400]  只剩下他一個人
[00:12:37.400 --> 00:12:40.400]  每次想起都覺得
[00:12:40.400 --> 00:12:41.800]  的確不容易
[00:12:41.800 --> 00:12:43.400]  一家四口來香港
[00:12:43.400 --> 00:12:44.600]  然後自己一個離開
[00:12:44.600 --> 00:12:47.600]  而令我最感動的是這個墓
[00:12:47.600 --> 00:12:51.600]  這個是一個倫敦傳道會的醫療傳教士
[00:12:51.600 --> 00:12:53.600]  他讀書很厲害
[00:12:54.600 --> 00:12:59.200]  他是拿到羅德學人的榮譽
[00:12:59.200 --> 00:13:01.800]  這個羅德學人到現在繼續是頒發的
[00:13:01.800 --> 00:13:06.200]  牛津大學畢業讀醫
[00:13:06.200 --> 00:13:10.200]  他沒有想過用他的醫學知識去賺錢
[00:13:10.200 --> 00:13:12.800]  而是願意將他的醫學知識去奉獻
[00:13:12.800 --> 00:13:15.200]  成為倫敦傳道會的傳教士
[00:13:15.200 --> 00:13:17.400]  在1921年的時候來香港
[00:13:17.400 --> 00:13:20.200]  在當時的倫敦傳道會的醫院
[00:13:20.200 --> 00:13:23.200]  亞利士拿打數醫院裏面
[00:13:23.400 --> 00:13:26.600]  想去做一個醫生去傳教
[00:13:26.600 --> 00:13:29.600]  但沒有想過6月他來香港19日之後
[00:13:29.600 --> 00:13:31.600]  他就患上了重病
[00:13:31.600 --> 00:13:35.000]  到7月13日離世
[00:13:35.000 --> 00:13:37.400]  換句話說
[00:13:37.400 --> 00:13:39.000]  他甚麼都沒有做過
[00:13:39.000 --> 00:13:40.800]  一來香港就病
[00:13:40.800 --> 00:13:42.000]  然後就死了
[00:13:42.000 --> 00:13:45.800]  每次我在他的墓前
[00:13:45.800 --> 00:13:47.400]  我帶我的學生去考察的時候
[00:13:47.400 --> 00:13:49.400]  都和那班學生去問這個問題
[00:13:51.000 --> 00:13:53.400]  他在病床上的時候 睡危的時候
[00:13:53.400 --> 00:13:55.200]  如果還有一些知覺的時候
[00:13:55.200 --> 00:13:56.800]  他會不會問這個問題
[00:13:56.800 --> 00:13:57.800]  上帝為甚麼
[00:13:57.800 --> 00:14:00.600]  我領受你的召命
[00:14:00.600 --> 00:14:02.200]  我將我自己所有
[00:14:02.200 --> 00:14:04.400]  我自己最專長的知識
[00:14:04.400 --> 00:14:06.200]  我的生命完全奉獻給你
[00:14:06.200 --> 00:14:08.400]  我來到香港
[00:14:08.400 --> 00:14:11.600]  但為甚麼我還未開始
[00:14:11.600 --> 00:14:13.600]  就要結束我的生命
[00:14:13.600 --> 00:14:16.200]  他是醫生很清楚知道他的病況的嚴重
[00:14:16.200 --> 00:14:20.600]  可能到他死的時候
[00:14:21.000 --> 00:14:22.200]  他都得不到答案
[00:14:22.200 --> 00:14:24.600]  沒有這個答案
[00:14:24.600 --> 00:14:25.600]  為甚麼
[00:14:25.600 --> 00:14:29.000]  在墳場裏面我們見到很多不同的生命
[00:14:29.000 --> 00:14:31.200]  是傳教士的生命
[00:14:31.200 --> 00:14:34.800]  亦見到很多大商家的生命
[00:14:34.800 --> 00:14:37.800]  有些很顯赫 賺大錢的
[00:14:37.800 --> 00:14:41.000]  可能和這些傳教士相比
[00:14:41.000 --> 00:14:42.600]  好像有很多人認識他們
[00:14:42.600 --> 00:14:44.600]  他們建立了很多的財團
[00:14:44.600 --> 00:14:45.600]  很多的集團
[00:14:45.600 --> 00:14:49.800]  哪些生命對那個時代
[00:14:50.200 --> 00:14:52.400]  帶來更加重要的影響呢
[00:14:52.400 --> 00:14:55.800]  有些人覺得是那些財團的老闆
[00:14:55.800 --> 00:14:57.400]  那些商人
[00:14:57.400 --> 00:15:00.200]  可能在他們眼中
[00:15:00.200 --> 00:15:02.600]  傳教士所作的東西是言不足道
[00:15:02.600 --> 00:15:04.400]  有些人的生命很長
[00:15:04.400 --> 00:15:05.800]  有些人的生命很短暫
[00:15:05.800 --> 00:15:08.600]  無論是長是短
[00:15:08.600 --> 00:15:09.600]  無論是顯赫的
[00:15:09.600 --> 00:15:12.200]  或者是被人看成為一些
[00:15:12.200 --> 00:15:14.200]  不重要的一些服務
[00:15:14.200 --> 00:15:16.400]  仍然問一個問題
[00:15:16.400 --> 00:15:18.200]  他們活著的時候
[00:15:18.200 --> 00:15:20.000]  他們為他們的時代
[00:15:20.800 --> 00:15:21.800]  為他們的生命
[00:15:21.800 --> 00:15:23.200]  為他們所相信的信念
[00:15:23.200 --> 00:15:24.200]  他們做了些甚麼
[00:15:24.200 --> 00:15:28.000]  整個宣教運動讓我們看到的是
[00:15:28.000 --> 00:15:31.000]  很多的基督徒受感召
[00:15:31.000 --> 00:15:32.000]  去到中國
[00:15:32.000 --> 00:15:33.200]  亦都來到香港
[00:15:33.200 --> 00:15:35.600]  就像聖經所說
[00:15:35.600 --> 00:15:37.000]  希伯來書十二章所形容
[00:15:37.000 --> 00:15:37.800]  他們就是一群
[00:15:37.800 --> 00:15:40.400]  好像雲彩的見證人一樣
[00:15:40.400 --> 00:15:41.400]  圍繞著我們
[00:15:41.400 --> 00:15:43.600]  希伯來書的作者
[00:15:43.600 --> 00:15:46.000]  形容這群人就是有信心的人
[00:15:46.000 --> 00:15:48.200]  他們是存著信心的
[00:15:49.400 --> 00:15:50.600]  甚麼是信心
[00:15:50.600 --> 00:15:52.400]  信是所望之事的實底
[00:15:52.400 --> 00:15:54.200]  是未見之事的確據
[00:15:54.200 --> 00:15:59.400]  古人在這個信上面
[00:15:59.400 --> 00:16:01.800]  得到了美好的證據
[00:16:01.800 --> 00:16:05.400]  有信心是一個實底
[00:16:05.400 --> 00:16:07.000]  但是又未見
[00:16:07.000 --> 00:16:08.800]  但確實相信
[00:16:08.800 --> 00:16:09.800]  雖然我未見到
[00:16:09.800 --> 00:16:11.200]  但我仍然相信
[00:16:11.200 --> 00:16:13.600]  這個是信心
[00:16:13.600 --> 00:16:16.400]  而希伯來書這群信心的人
[00:16:16.400 --> 00:16:18.200]  他們在這件事情上面
[00:16:19.000 --> 00:16:21.600]  給我們留下了很美麗的見證
[00:16:21.600 --> 00:16:25.200]  希伯來書的作者
[00:16:25.200 --> 00:16:26.400]  所身處的處境
[00:16:26.400 --> 00:16:28.200]  就是教會面對各種的挑戰
[00:16:28.200 --> 00:16:31.000]  甚至乎是外在政治環境的迫害
[00:16:31.000 --> 00:16:35.000]  他勉勵信徒要持定所信
[00:16:35.000 --> 00:16:38.200]  去面對各種的艱難
[00:16:38.200 --> 00:16:40.200]  各種的風浪
[00:16:40.200 --> 00:16:43.000]  信仰從來沒有影響到一個基督徒
[00:16:43.000 --> 00:16:44.200]  成為了基督徒之後
[00:16:44.200 --> 00:16:45.200]  就一帆風順
[00:16:46.400 --> 00:16:50.400]  但卻是宣告我們在各種生命的衝擊裏面
[00:16:50.400 --> 00:16:51.800]  在風浪裏面
[00:16:51.800 --> 00:16:55.400]  我們需要學習如何勇敢地活下去
[00:16:55.400 --> 00:16:57.800]  存著信心地活下去
[00:16:57.800 --> 00:17:01.400]  十一章裏面描述了一群信心偉人
[00:17:01.400 --> 00:17:03.800]  就是在這件事情上面
[00:17:03.800 --> 00:17:05.400]  留下了很美麗的見證
[00:17:05.400 --> 00:17:08.400]  裏面所提及的十幾個名字
[00:17:08.400 --> 00:17:10.200]  每一個名字背後
[00:17:10.200 --> 00:17:12.200]  都是很可歌可泣的故事
[00:17:12.200 --> 00:17:14.600]  而希伯來書的作者
[00:17:15.200 --> 00:17:16.400]  去形容他們
[00:17:16.400 --> 00:17:20.000]  稱他們就是本是世界不配有的人
[00:17:20.000 --> 00:17:22.800]  世界不配有的人
[00:17:22.800 --> 00:17:26.600]  這個不只是形容這群信心偉人
[00:17:26.600 --> 00:17:30.200]  實際上是形容歷世歷代每一位基督徒
[00:17:30.200 --> 00:17:34.000]  我們每一個基督徒都是世界不配有的人
[00:17:34.000 --> 00:17:38.000]  當大家聽到世界不配有的人的時候
[00:17:38.000 --> 00:17:41.400]  你有沒有問我是否一個世界不配有的人呢?
[00:17:41.400 --> 00:17:45.000]  我和這個世界的關係是否很和諧
[00:17:46.200 --> 00:17:48.400]  完全是看不到任何張力的
[00:17:48.400 --> 00:17:52.600]  我們的信仰和世界原來沒有產生任何張力的
[00:17:52.600 --> 00:17:55.400]  但聖經告訴我們
[00:17:55.400 --> 00:17:58.000]  我們應該是這個世界不配有的人
[00:17:58.000 --> 00:18:00.800]  現代中文譯本的翻譯是
[00:18:00.800 --> 00:18:04.200]  這個世界是不值得他們居留
[00:18:04.200 --> 00:18:07.000]  這個世界不值得基督徒去居住
[00:18:07.000 --> 00:18:09.000]  和合本的修訂版說
[00:18:09.000 --> 00:18:11.400]  這個世界是配不上他們的
[00:18:11.400 --> 00:18:13.600]  為甚麼配不上他們
