
[00:00:00.000 --> 00:00:03.840]  我們在聽到講道之先 我們再一次去禱告
[00:02:08.960 --> 00:02:14.120]  這麼多風風雨雨 但有這麼好侍奉經歷的人
[00:02:14.120 --> 00:02:16.520]  你是否羨慕
[00:02:16.520 --> 00:02:20.260]  如果讓你選擇 上帝有一天讓你選擇
[00:02:20.260 --> 00:02:22.720]  你一出生就好像力克一樣 無手無腳
[00:02:22.720 --> 00:02:24.720]  帶一個很輝煌的人生
[00:02:24.720 --> 00:02:27.220]  很精彩的人生 你想不想
[00:02:27.220 --> 00:02:30.520]  有多少想做力克這樣
[00:02:30.520 --> 00:02:34.300]  我想大家都現實一點
[00:02:34.300 --> 00:02:37.840]  雖然力克是很精彩的人生
[00:02:37.840 --> 00:02:39.680]  他今年三十多歲
[00:02:39.680 --> 00:02:42.540]  但他真的有很多風風雨雨 很多風浪
[00:02:42.540 --> 00:02:46.580]  其實我們人生不是很想這樣
[00:02:46.580 --> 00:02:50.520]  其實最好就是風和日麗的人生
[00:02:50.520 --> 00:02:53.520]  或者至少是風平浪靜的人生
[00:02:53.520 --> 00:02:59.040]  太多風風雨雨 居居居 大家都可免則免
[00:02:59.040 --> 00:03:04.120]  但原來我們人生 真正的人生是避不開
[00:03:04.120 --> 00:03:07.220]  避不開風風雨雨 風風浪浪
[00:03:07.220 --> 00:03:11.140]  原來聖經告訴我們 我們的人生是怎樣
[00:03:11.140 --> 00:03:12.780]  耶穌怎樣說呢
[00:03:12.780 --> 00:03:16.320]  耶穌說 在世上你們有苦難
[00:03:16.320 --> 00:03:20.220]  但你們要有勇氣 我已經勝過世界
[00:03:20.220 --> 00:03:23.780]  耶穌說 在世上你們有苦難
[00:03:23.780 --> 00:03:24.820]  保羅怎樣說呢
[00:03:24.820 --> 00:03:28.120]  保羅說 免得有人被這些患難去動搖
[00:03:28.120 --> 00:03:29.980]  因為你們自己知道
[00:03:29.980 --> 00:03:32.940]  我們受患難原是命定的
[00:03:32.940 --> 00:03:36.740]  原來人生受患難是預了的
[00:03:36.740 --> 00:03:39.020]  是上帝預了給你的
[00:03:39.020 --> 00:03:40.080]  雅各怎樣說呢
[00:03:40.080 --> 00:03:42.620]  你們遭受各種試煉的時候
[00:03:42.620 --> 00:03:45.280]  都要認為是大喜樂
[00:03:45.280 --> 00:03:46.920]  開開心心去面對
[00:03:46.920 --> 00:03:49.880]  因為試煉令我們有忍耐
[00:03:49.880 --> 00:03:52.680]  忍耐令我們有盼望
[00:03:52.680 --> 00:03:53.820]  彼得怎樣說呢
[00:03:53.820 --> 00:03:57.020]  彼得說 有火一般的考驗臨到你們
[00:03:57.020 --> 00:04:00.540]  不要奇怪 似乎是遭遇非常的事
[00:04:00.540 --> 00:04:01.880]  都要歡喜
[00:04:01.880 --> 00:04:05.520]  因為你們是與基督一同受苦
[00:04:05.520 --> 00:04:08.320]  使你們在他榮耀顯現的時候
[00:04:08.320 --> 00:04:10.720]  也可以歡喜快樂
[00:04:10.720 --> 00:04:13.480]  原來當我們人生很想是風平浪靜
[00:04:13.480 --> 00:04:14.580]  風和日麗的時候
[00:04:14.580 --> 00:04:18.480]  原來聖經告訴我們是不可能的
[00:04:18.480 --> 00:04:21.720]  聖經告訴我們人生就是有高高低低
[00:04:21.720 --> 00:04:23.480]  就是有崎崎嶇嶇
[00:04:23.480 --> 00:04:25.140]  就是有風風雨雨
[00:04:25.140 --> 00:04:27.880]  問題是在我們面對這些風浪的時候
[00:04:27.880 --> 00:04:29.480]  我們怎樣面對呢
[00:04:29.480 --> 00:04:31.280]  而這段聖經告訴我們
[00:04:31.280 --> 00:04:33.380]  原來我們叩坐有門
[00:04:33.380 --> 00:04:35.980]  有一位是我們能夠真正給我們
[00:04:35.980 --> 00:04:39.640]  真真正正的幫助的那一位
[00:04:39.640 --> 00:04:41.680]  在這段經文到第二章
[00:04:41.680 --> 00:04:46.080]  我們已經說了幾講的馬學福音
[00:04:46.080 --> 00:04:48.780]  我們記得第一章我們說耶穌的出場
[00:04:48.780 --> 00:04:51.080]  有一個先鋒施洗約翰
[00:04:51.080 --> 00:04:53.780]  然後耶穌經過洗禮
[00:04:53.780 --> 00:04:55.380]  經過試探
[00:04:55.380 --> 00:04:56.980]  去呼召門徒
[00:04:56.980 --> 00:04:58.280]  去到一章的下半段
[00:04:58.280 --> 00:05:00.280]  去真正出場去侍奉
[00:05:00.280 --> 00:05:01.480]  去趕鬼
[00:05:01.480 --> 00:05:02.280]  去治病
[00:05:02.280 --> 00:05:03.880]  他有權兵去教導
[00:05:03.880 --> 00:05:06.680]  有權兵去服侍
[00:05:06.680 --> 00:05:08.580]  接著他開始去服侍
[00:05:08.580 --> 00:05:10.180]  醫治患麻風
[00:05:10.180 --> 00:05:12.080]  去到第二章一到三章六
[00:05:12.080 --> 00:05:13.680]  是第二個大段落
[00:05:13.680 --> 00:05:15.180]  這個段落有五個部分
[00:05:15.180 --> 00:05:17.080]  有五個故事
[00:05:17.080 --> 00:05:20.380]  接著我們在接下來的五六個星期
[00:05:20.380 --> 00:05:23.680]  每一個的五堂都會講
[00:05:23.680 --> 00:05:25.980]  每次講一個段落
[00:05:25.980 --> 00:05:27.580]  今天就是第一個段落
[00:05:27.580 --> 00:05:29.480]  這五個段落是有關係的
[00:05:29.480 --> 00:05:33.780]  這五個段落有些色經家將它
[00:05:33.780 --> 00:05:36.480]  解構成為一個倒影結構
[00:05:36.480 --> 00:05:38.580]  或者一個線形的結構
[00:05:38.580 --> 00:05:41.580]  這五個段落就是第一到十二節
[00:05:41.580 --> 00:05:44.880]  今天這個段落就是醫治一個癱子
[00:05:44.880 --> 00:05:48.180]  第二個段落就是二章的十三到十七
[00:05:48.180 --> 00:05:49.280]  就是呼召利尾
[00:05:49.280 --> 00:05:51.180]  然後去他家吃飯
[00:05:51.180 --> 00:05:54.280]  第三個段落就是十八到二十二
[00:05:54.280 --> 00:05:57.480]  這個就是一個新舊難合的比喻
[00:05:57.480 --> 00:05:58.880]  那個金石的問題
[00:05:58.880 --> 00:06:01.780]  講耶穌開啟一個新的時代
[00:06:01.780 --> 00:06:03.880]  第四個段落就是二十三到二十八
[00:06:03.880 --> 00:06:06.980]  就是在安息日的門徒摘了墨水
[00:06:06.980 --> 00:06:09.280]  第五個段落就是三章一至六
[00:06:09.280 --> 00:06:11.880]  是醫治一個手枯乾的人
[00:06:11.880 --> 00:06:14.180]  這五個段落為什麼是倒影結構呢
[00:06:14.180 --> 00:06:16.880]  第一和第五段落是關於醫治的
[00:06:16.880 --> 00:06:21.180]  醫治癱子和手枯乾的人
[00:06:21.180 --> 00:06:24.680]  第二和第四段落就是講吃東西的
[00:06:24.680 --> 00:06:27.580]  一個是在利尾的家吃飯
[00:06:27.580 --> 00:06:28.380]  坐直的時候
[00:06:28.380 --> 00:06:31.580]  一個就是在田間摘墨水來吃
[00:06:31.580 --> 00:06:34.780]  如果我們選取一個解法
[00:06:34.780 --> 00:06:36.980]  就是中間那段是重心
[00:06:36.980 --> 00:06:39.080]  中間那段是講什麼呢
[00:06:39.080 --> 00:06:41.380]  一個新舊難合的比喻
[00:06:41.380 --> 00:06:45.080]  原來是講耶穌開啟了一個新的時代
[00:06:45.080 --> 00:06:47.180]  這個時代不是律法的時代
[00:06:47.180 --> 00:06:49.280]  是一個恩典的時代
[00:06:49.280 --> 00:06:50.780]  所以如果我們這樣解讀
[00:06:50.780 --> 00:06:56.080]  我們嘗試用中間那段去詮釋這五個故事
[00:06:56.080 --> 00:06:58.880]  就是說由第一個醫治癱子
[00:06:58.880 --> 00:07:00.980]  到最後醫治手枯乾
[00:07:00.980 --> 00:07:05.480]  其實都是按著耶穌開啟一個新的時代
[00:07:05.480 --> 00:07:08.180]  這個意義去解釋
[00:07:08.180 --> 00:07:09.680]  而今次這一段
[00:07:09.680 --> 00:07:11.480]  耶穌開啟這個新的時代
[00:07:11.480 --> 00:07:13.280]  帶來一個什麼的意義呢
[00:07:13.280 --> 00:07:14.180]  如果你看過這一段
[00:07:14.180 --> 00:07:15.680]  我想你都很清楚
[00:07:15.680 --> 00:07:20.080]  他是在講耶穌帶來這個赦罪的權柄
[00:07:20.080 --> 00:07:21.580]  耶穌告訴我們
[00:07:21.580 --> 00:07:23.380]  祂有赦罪的權柄
[00:07:23.380 --> 00:07:26.680]  人的罪是有出路的
[00:07:26.680 --> 00:07:29.480]  所以我們今天第一個講
[00:07:29.480 --> 00:07:34.280]  就會講到醫治癱子這個故事
[00:07:34.280 --> 00:07:35.280]  在這個故事裡面
[00:07:35.280 --> 00:07:37.380]  就講耶穌過了幾天
[00:07:37.380 --> 00:07:40.380]  祂又去返回加伯隆
[00:07:40.380 --> 00:07:42.980]  大家如果記得上一講
[00:07:42.980 --> 00:07:45.780]  童公就講到
[00:07:45.780 --> 00:07:47.980]  耶穌在一章45節
[00:07:47.980 --> 00:07:50.980]  耶穌不能夠去公開進城
[00:07:50.980 --> 00:07:52.880]  祂因為太過虛潛
[00:07:52.880 --> 00:07:55.180]  祂離去到曠野
[00:07:55.180 --> 00:07:57.980]  祂不能夠公開進入加伯隆
[00:07:57.980 --> 00:08:00.880]  祂現在再進城是暗暗地進去的
[00:08:00.880 --> 00:08:03.380]  暗地裡進入加伯隆
[00:08:03.380 --> 00:08:04.980]  但是結果都是隱藏不了
[00:08:04.980 --> 00:08:07.980]  這個道成肉身 道來到人的中間
[00:08:07.980 --> 00:08:09.380]  是隱藏不了的
[00:08:09.380 --> 00:08:10.780]  很虛潛
[00:08:10.780 --> 00:08:13.480]  耶穌進入了一間屋子裡面
[00:08:13.480 --> 00:08:14.880]  我們一般估計
[00:08:14.880 --> 00:08:18.680]  這個就是彼得和安德烈的家
[00:08:18.680 --> 00:08:20.680]  很多人去聚集
[00:08:20.680 --> 00:08:22.680]  門前空地都擠滿了人
[00:08:22.680 --> 00:08:26.180]  因為當時在巴勒斯坦的地方的文化就是
[00:08:26.180 --> 00:08:27.880]  生活很公開
[00:08:27.880 --> 00:08:28.980]  你一早上起床
[00:08:28.980 --> 00:08:30.580]  那間屋就打開門了
[00:08:30.580 --> 00:08:32.580]  一般人可以自由進出
[00:08:32.580 --> 00:08:36.780]  除非你有很特別的事情
[00:08:36.780 --> 00:08:38.380]  譬如你在辦喪禮
[00:08:38.380 --> 00:08:39.280]  那就不行
[00:08:39.280 --> 00:08:40.880]  但是一般你在門打開
[00:08:40.880 --> 00:08:45.180]  人們可以自由進出你的屋子的地方
[00:08:45.180 --> 00:08:47.880]  所以耶穌在彼得的屋子裡講道
[00:08:47.880 --> 00:08:50.680]  人們都進來聽
[00:08:50.680 --> 00:08:53.880]  耶穌講道第二節這個「講」字
[00:08:53.880 --> 00:08:56.380]  文法是告訴我們
[00:08:56.380 --> 00:08:58.480]  耶穌是抓住機會
[00:08:58.480 --> 00:09:01.680]  向眾人不停宣講神的道
[00:09:01.680 --> 00:09:02.780]  當很多人的時候
[00:09:02.780 --> 00:09:05.880]  耶穌就把握機會去講道
[00:09:05.880 --> 00:09:08.480]  當然看「馬可福音道」這個字
[00:09:08.480 --> 00:09:11.280]  和福音差不多是同義詞
[00:09:11.280 --> 00:09:13.480]  「講道」就是講福音
[00:09:13.480 --> 00:09:16.080]  耶穌把握機會在這裡講福音
[00:09:16.080 --> 00:09:18.680]  但是這個時候就發生了一件事
[00:09:18.680 --> 00:09:21.880]  有四個人就抬了一個毯子
[00:09:21.880 --> 00:09:24.180]  來到這個地方
[00:09:24.180 --> 00:09:25.980]  見太擠迫了
[00:09:25.980 --> 00:09:26.980]  進不了屋子
[00:09:26.980 --> 00:09:28.380]  就爬上屋頂
[00:09:28.380 --> 00:09:32.680]  大家知道巴勒斯坦的屋頂是平的
[00:09:32.680 --> 00:09:35.180]  是由一些木的橫樑
[00:09:35.180 --> 00:09:38.380]  在兩面牆中間架起橫樑
[00:09:38.380 --> 00:09:41.680]  在橫樑中間用泥和和皂混合
[00:09:41.680 --> 00:09:43.680]  鋪了屋頂
[00:09:43.680 --> 00:09:45.980]  屋頂可以拿來乘涼
[00:09:45.980 --> 00:09:47.680]  可以休息
[00:09:47.680 --> 00:09:50.280]  在寺堂上祈禱
[00:09:50.280 --> 00:09:52.280]  所以屋頂是有用的
[00:09:52.280 --> 00:09:54.480]  對於巴勒斯坦人來說
[00:09:54.480 --> 00:09:57.980]  而屋外有一條梯可以爬上屋頂
[00:09:57.980 --> 00:10:01.180]  而這四個人和這個毯子
[00:10:01.180 --> 00:10:03.080]  想找耶穌又沒有門口進入
[00:10:03.080 --> 00:10:06.480]  於是就爬上梯子
[00:10:06.480 --> 00:10:08.080]  拆開屋頂
[00:10:08.080 --> 00:10:11.580]  然後把這個毯子吊了下去
[00:10:11.580 --> 00:10:14.380]  這個毯子患了什麼病我們不是很清楚
[00:10:14.380 --> 00:10:15.480]  不過我們估計
[00:10:15.480 --> 00:10:17.980]  他應該是一個很嚴重的
[00:10:17.980 --> 00:10:19.680]  不能動的人
[00:10:19.680 --> 00:10:21.480]  因為在第四節
[00:10:21.480 --> 00:10:23.480]  「躺臥」這個字
[00:10:23.480 --> 00:10:27.180]  那個文法的意思就是他一直躺著
[00:10:27.180 --> 00:10:28.380]  一直臥在那裏
[00:10:28.380 --> 00:10:30.180]  是沒有辦法動的
[00:10:30.180 --> 00:10:33.780]  是一段長時間躺臥在那裏
[00:10:33.780 --> 00:10:36.780]  所以這個人沒有辦法了
[00:10:36.780 --> 00:10:40.580]  要找朋友將他抬來
[00:10:40.580 --> 00:10:41.580]  我想問大家
[00:10:41.580 --> 00:10:46.480]  假設現在我們崇拜
[00:10:46.480 --> 00:10:49.680]  忽然間有人拆了一道玻璃門
[00:10:49.680 --> 00:10:53.180]  抬一個人進來
[00:10:53.180 --> 00:10:55.480]  求牧師幫助
[00:10:55.480 --> 00:10:58.480]  大家有什麼反應?
[00:10:58.480 --> 00:11:01.080]  我們多數都會請你先出去
[00:11:01.080 --> 00:11:02.980]  崇拜進行當中
[00:11:02.980 --> 00:11:05.380]  不要騷擾崇拜
[00:11:05.380 --> 00:11:07.880]  我們多數可能都是這樣
[00:11:07.880 --> 00:11:09.180]  但耶穌不是
[00:11:09.180 --> 00:11:11.780]  耶穌不是阻礙我講道
[00:11:11.780 --> 00:11:13.880]  阻礙別人聽
[00:11:13.880 --> 00:11:16.080]  耶穌稱讚這個人
[00:11:16.080 --> 00:11:17.680]  耶穌說
[00:11:17.680 --> 00:11:22.780]  因為他們的信心
[00:11:22.780 --> 00:11:24.980]  我覺得在這一段經文裏面
[00:11:24.980 --> 00:11:26.380]  這個求助的人
[00:11:26.380 --> 00:11:29.380]  這四個朋友和這個坦茲尼求助
[00:11:29.380 --> 00:11:32.380]  有兩件事很值得我們去想
[00:11:32.380 --> 00:11:34.480]  第一件事
[00:11:34.480 --> 00:11:35.780]  他們來到這裏
[00:11:35.780 --> 00:11:37.680]  是要排除萬難的
[00:11:37.680 --> 00:11:38.280]  很多困難
[00:11:38.280 --> 00:11:39.180]  第一
[00:11:39.180 --> 00:11:40.380]  抬一個人來
[00:11:40.380 --> 00:11:43.580]  抬一個完全的坦茲尼
[00:11:43.580 --> 00:11:44.880]  不容易的
[00:11:44.880 --> 00:11:45.880]  你要幫一個人
[00:11:45.880 --> 00:11:47.480]  你要付出很大氣力的
[00:11:47.480 --> 00:11:49.680]  你要抬他來
[00:11:49.680 --> 00:11:50.380]  第二
[00:11:50.380 --> 00:11:52.080]  你拆了屋頂
[00:11:52.080 --> 00:11:53.280]  屋不是他的
[00:11:53.280 --> 00:11:55.280]  是彼得或安德烈
[00:11:55.280 --> 00:11:57.380]  可能要賠
[00:11:57.380 --> 00:11:57.880]  第三
[00:11:57.880 --> 00:11:59.580]  當耶穌講道的時候
[00:11:59.580 --> 00:12:00.880]  還有那麼的虛幻
[00:12:00.880 --> 00:12:05.180]  可能有一千、一百人在聽道
[00:12:05.180 --> 00:12:07.380]  你忽然間搞亂
[00:12:07.380 --> 00:12:09.380]  會不會犯眾怒呢?
[00:12:09.380 --> 00:12:11.880]  會不會被人踢走呢?
[00:12:11.880 --> 00:12:12.980]  有可能的
[00:12:12.980 --> 00:12:13.780]  但這四個人
[00:12:13.780 --> 00:12:14.080]  第一
[00:12:14.080 --> 00:12:15.180]  他真的排除萬難
[00:12:15.180 --> 00:12:16.980]  他負上代價
[00:12:16.980 --> 00:12:17.980]  可能都想過
[00:12:17.980 --> 00:12:20.880]  這樣做可能有很多後遺症
[00:12:20.880 --> 00:12:23.180]  但他依然排除萬難
[00:12:23.180 --> 00:12:26.080]  去找耶穌求助
[00:12:26.080 --> 00:12:28.180]  所以當我們求耶穌幫助的時候
[00:12:28.180 --> 00:12:30.080]  我們都要付代價
[00:12:30.080 --> 00:12:31.480]  不要攤大雙手
[00:12:31.480 --> 00:12:32.980]  耶穌你幫我
[00:12:32.980 --> 00:12:34.280]  我們都要去做
[00:12:34.280 --> 00:12:35.680]  我們都要付上代價
[00:12:35.680 --> 00:12:37.180]  盡自己的力
[00:12:37.180 --> 00:12:38.880]  但結果是交給神
[00:12:38.880 --> 00:12:39.780]  但更重要的是
[00:12:39.780 --> 00:12:42.480]  耶穌讚你有信心
[00:12:42.480 --> 00:12:45.680]  他信什麼呢?
[00:12:45.680 --> 00:12:49.080]  當然他們的信心是誰他們呢?
[00:12:49.080 --> 00:12:50.880]  可能是四個朋友
[00:12:50.880 --> 00:12:53.080]  或者可能是四個朋友加一個坦茲
[00:12:53.080 --> 00:12:54.280]  我們不太肯定
[00:12:54.280 --> 00:12:56.980]  但肯定不是單獨一個坦茲
[00:12:56.980 --> 00:12:58.180]  因為是一個眾數
[00:12:58.180 --> 00:12:59.880]  他們
[00:12:59.880 --> 00:13:00.580]  四個朋友
[00:13:00.580 --> 00:13:02.080]  或者四個朋友加一個坦茲
[00:13:02.080 --> 00:13:03.880]  他們信什麼呢?
[00:13:03.880 --> 00:13:06.380]  他們當然信耶穌能夠幫他們
[00:13:06.380 --> 00:13:07.480]  耶穌能夠依這個人
[00:13:07.480 --> 00:13:10.480]  能夠幫他們
[00:13:10.480 --> 00:13:11.580]  第二件事他們學到
[00:13:11.580 --> 00:13:12.980]  當我們去求助的時候
[00:13:12.980 --> 00:13:14.780]  我們要信得過耶穌
[00:13:14.780 --> 00:13:16.280]  幫到我們
[00:13:16.280 --> 00:13:17.780]  但當耶穌幫我們
[00:13:17.780 --> 00:13:20.480]  和我們認為耶穌應該怎樣幫我們
[00:13:20.480 --> 00:13:22.880]  可能是兩件事
[00:13:22.880 --> 00:13:23.880]  我們的信念就是
[00:13:23.880 --> 00:13:27.480]  我們信得過耶穌給我們是最好
[00:13:27.480 --> 00:13:29.980]  耶穌能夠幫助我們是最好
[00:13:29.980 --> 00:13:33.780]  即使未必是我們期望的事
[00:13:33.780 --> 00:13:35.880]  當我們經歷很多人生的風風雨雨
[00:13:35.880 --> 00:13:38.780]  我們有很多失去
[00:13:38.780 --> 00:13:40.880]  有時失去金錢
[00:13:40.880 --> 00:13:42.580]  有時失業
[00:13:42.580 --> 00:13:43.880]  失戀
[00:13:43.880 --> 00:13:46.980]  失去人際關係
[00:13:46.980 --> 00:13:48.880]  失去親人
[00:13:48.880 --> 00:13:50.080]  很多的失去
[00:13:50.080 --> 00:13:52.280]  很多的分離
[00:13:52.280 --> 00:13:56.480]  我們的祈求就是能夠得回
[00:13:56.480 --> 00:14:00.180]  但耶穌給我們的是最好
[00:14:00.180 --> 00:14:03.180]  當我們去相信這件事的時候
[00:14:03.180 --> 00:14:04.180]  我們可能相信
[00:14:04.180 --> 00:14:05.880]  耶穌叫我們失去
[00:14:05.880 --> 00:14:07.880]  可能是最好
[00:14:07.880 --> 00:14:11.580]  我想起我的小兒子的時候
[00:14:11.580 --> 00:14:13.480]  我的小兒子帶來我的家庭
[00:14:13.480 --> 00:14:15.380]  有很多的風風雨雨
[00:14:15.380 --> 00:14:17.380]  很多風浪
[00:14:17.380 --> 00:14:21.180]  當我太太懷孕一個多月的時候
[00:14:21.180 --> 00:14:23.880]  她有一次去看她的家庭醫生
[00:14:23.880 --> 00:14:24.780]  醫生很好人
[00:14:24.780 --> 00:14:26.380]  就順便
[00:14:26.380 --> 00:14:27.780]  其實這是看感冒的
[00:14:27.780 --> 00:14:31.180]  他就順便幫她聽胎兒
[00:14:31.180 --> 00:14:33.680]  誰知一聽就沒有心跳
[00:14:33.680 --> 00:14:35.280]  聽不到心跳
[00:14:35.280 --> 00:14:39.280]  醫生就說可能是葡萄胎
[00:14:39.280 --> 00:14:41.280]  意思就是那些絨毛組織
[00:14:41.280 --> 00:14:43.280]  一直增生到一塊一塊
[00:14:43.280 --> 00:14:44.980]  其實是一個死胎
[00:14:44.980 --> 00:14:46.880]  即是沒有孩子的
[00:14:46.880 --> 00:14:48.480]  我們當然很擔心
[00:14:48.480 --> 00:14:53.780]  就相約那個婦產醫生
[00:14:53.780 --> 00:14:55.680]  那個婦產醫生去聽
[00:14:55.680 --> 00:14:57.180]  都沒有心跳
[00:14:57.180 --> 00:14:58.780]  不過不要擔心
[00:14:58.780 --> 00:14:59.680]  都是上午
[00:14:59.680 --> 00:15:01.280]  現在是六周左右
[00:15:01.280 --> 00:15:02.880]  你多等兩個星期
[00:15:02.880 --> 00:15:04.180]  兩個星期之後你再來聽
[00:15:04.180 --> 00:15:05.580]  如果真的沒有
[00:15:05.580 --> 00:15:07.480]  可能要做手術
[00:15:07.480 --> 00:15:09.180]  拿出來
[00:15:09.180 --> 00:15:11.280]  那兩個星期當然我們都很沮喪
[00:15:11.280 --> 00:15:13.680]  很擔心
[00:15:13.680 --> 00:15:15.780]  但我們盡我們能夠做的事
[00:15:15.780 --> 00:15:16.680]  去做
[00:15:16.680 --> 00:15:18.680]  但我們深深相信
[00:15:18.680 --> 00:15:21.580]  如果上帝真的沒有給我們
[00:15:21.580 --> 00:15:24.380]  這個對我們家庭是最好的
[00:15:24.380 --> 00:15:26.280]  兩個星期之後去聽
[00:15:26.280 --> 00:15:27.580]  是有心跳
[00:15:27.580 --> 00:15:29.380]  她現在出生
[00:15:29.380 --> 00:15:31.180]  健康出生
[00:15:31.180 --> 00:15:33.480]  但未完的這個風風雨雨
[00:15:33.480 --> 00:15:34.680]  出生在醫院
[00:15:34.680 --> 00:15:35.580]  太太住了幾天
[00:15:35.580 --> 00:15:37.080]  出院回到家
[00:15:37.080 --> 00:15:38.580]  回到家沒多久
[00:15:38.580 --> 00:15:39.680]  有一晚
[00:15:39.680 --> 00:15:40.980]  當我看電視
[00:15:40.980 --> 00:15:41.680]  那個工人說
[00:15:41.680 --> 00:15:43.780]  先生太太
[00:15:43.780 --> 00:15:45.380]  他只是指著房間
[00:15:45.380 --> 00:15:46.780]  就是太太有事
[00:15:46.780 --> 00:15:48.680]  我進去看看什麼事
[00:15:48.680 --> 00:15:50.380]  整個床都是血
[00:15:50.380 --> 00:15:54.080]  然後一條血路通到廁所
[00:15:54.080 --> 00:15:57.680]  原來胎盤還沒清乾淨
[00:15:57.680 --> 00:16:00.980]  留在我太太的身體裏面
[00:16:00.980 --> 00:16:02.280]  所以大量出血
[00:16:02.280 --> 00:16:04.780]  馬上送她去醫院
[00:16:04.780 --> 00:16:05.780]  馬上要留醫
[00:16:05.780 --> 00:16:07.680]  挖洞做手術
[00:16:07.680 --> 00:16:09.780]  所以這個世仔帶來很多
[00:16:09.780 --> 00:16:12.580]  很多家庭的風浪
[00:16:12.580 --> 00:16:14.280]  我以為沒有
[00:16:14.280 --> 00:16:16.680]  出世了太太都搞定了
[00:16:16.680 --> 00:16:18.080]  大家都應該聽過
[00:16:18.080 --> 00:16:20.980]  前年那個世仔的心臟有問題
[00:16:20.980 --> 00:16:24.180]  要做一個開胸的心臟手術
[00:16:24.180 --> 00:16:25.780]  那時也擔心的
[00:16:25.780 --> 00:16:27.780]  但我們盡了我們的力
[00:16:27.780 --> 00:16:31.180]  找了我們能夠認識的心臟醫生
[00:16:31.180 --> 00:16:33.480]  給他最好的診斷
[00:16:33.480 --> 00:16:36.080]  但我們都是深深相信
[00:16:36.080 --> 00:16:39.080]  如果上帝拿走這個小朋友
[00:16:39.080 --> 00:16:40.580]  也是最好的
[00:16:40.580 --> 00:16:42.180]  對我們是最好的
[00:16:42.180 --> 00:16:43.880]  那麼上帝很保守
[00:16:43.880 --> 00:16:46.180]  他有很好的康復
[00:16:46.180 --> 00:16:47.480]  我以為沒事了
[00:16:47.480 --> 00:16:50.880]  這個世仔不要再搞事了
[00:16:50.880 --> 00:16:52.880]  已經有很多風浪了
[00:16:52.880 --> 00:16:55.180]  誰知道他回主教學
[00:16:55.180 --> 00:16:58.080]  老師說這個世仔好像很自閉
[00:16:58.080 --> 00:17:01.580]  他又不出聲又很自閉
[00:17:01.580 --> 00:17:03.680]  我們又跟他老師聊
