
[00:00:00.000 --> 00:00:05.600]  早上好 再一次在我們中國人過年
[00:02:48.960 --> 00:02:51.840]  沒有愛也沒有快樂
[00:02:51.840 --> 00:02:55.320]  今天除了我們中國人過年
[00:02:55.320 --> 00:02:59.200]  有很多影視節目今天早上已經在我們的WhatsApp羣組
[00:02:59.200 --> 00:03:03.880]  或者電郵那裏發出了Happy Valentine's Day
[00:03:03.880 --> 00:03:08.280]  因爲今天是情人節2月14號
[00:03:08.280 --> 00:03:12.680]  所以在這裏也恭喜大家情人節快樂
[00:03:12.680 --> 00:03:15.640]  Happy Valentine's Day
[00:03:15.640 --> 00:03:19.960]  以基督徒來說我們知道我們的愛的最終根源
[00:03:19.960 --> 00:03:24.080]  或者我們的愛最深切和最具體
[00:03:24.080 --> 00:03:27.480]  或者永遠不改變的就是來自神
[00:03:27.480 --> 00:03:30.960]  所以真正的volunteer無論你是單身也好
[00:03:30.960 --> 00:03:34.200]  結了婚也好或者正在拍拖也好
[00:03:34.200 --> 00:03:38.520]  我們真正的volunteer除了我們在人生當中有的
[00:03:38.520 --> 00:03:41.720]  最重要的就是我們的主耶穌基督
[00:03:41.720 --> 00:03:46.720]  祂就是我們真正的愛人、真正的良人
[00:03:46.720 --> 00:03:50.120]  所以今天來和大家把這兩樣東西放在一起
[00:03:50.120 --> 00:03:55.600]  就和大家思想一下究竟愛和盼望有什麼關係呢
[00:03:55.600 --> 00:03:56.880]  今天我們在這個
[00:03:56.880 --> 00:03:58.480]  剛纔我們所唱的詩歌
[00:03:58.480 --> 00:04:00.760]  In fact 今天所有的主題
[00:04:00.760 --> 00:04:03.720]  包括講道和回應詩都是講到愛
[00:04:03.720 --> 00:04:06.760]  當然和這個volunteer所有關係
[00:04:06.760 --> 00:04:13.800]  但是我們這個愛和盼望究竟有什麼關係呢
[00:04:13.800 --> 00:04:16.200]  剛纔我們講到三個快樂的元素
[00:04:16.200 --> 00:04:18.600]  其中之二就是這兩個
[00:04:18.600 --> 00:04:20.560]  聖經裏面怎樣講呢
[00:04:20.560 --> 00:04:23.480]  當我想關乎愛與盼望的時候
[00:04:23.480 --> 00:04:25.880]  就想到一段經文就是羅馬書第五章
[00:04:25.880 --> 00:04:28.080]  我們來看看這幾節經文好不好
[00:04:28.080 --> 00:04:30.320]  第五章一到第五節
[00:04:30.320 --> 00:04:33.760]  我們在家的第一節我們都一起讀好不好
[00:04:33.760 --> 00:04:36.120]  請大家讀出這五節的經文
[00:04:36.120 --> 00:04:37.360]  請讀
[00:04:37.360 --> 00:04:42.480]  「我們既因信輕易就直着我們的主耶穌基督
[00:04:42.480 --> 00:04:45.080]  得與上帝和好
[00:04:45.080 --> 00:04:51.280]  我們又直着他因信得進入現在所站的這恩典中
[00:04:51.280 --> 00:04:55.640]  並且歡歡喜喜盼望上帝的榮耀」
[00:04:55.640 --> 00:04:59.240]  這個和提多書很相似
[00:04:59.240 --> 00:05:02.880]  我們在盼望上帝榮耀的顯現
[00:05:02.880 --> 00:05:05.840]  盼望上帝各樣的豐盛
[00:05:05.840 --> 00:05:07.160]  叫他榮耀
[00:05:07.160 --> 00:05:10.840]  因爲直着相信耶穌
[00:05:10.840 --> 00:05:12.920]  我們能夠有這個救恩
[00:05:12.920 --> 00:05:14.720]  在這個恩典當中
[00:05:14.720 --> 00:05:15.600]  第三節
[00:05:15.600 --> 00:05:17.000]  「不但如此
[00:05:17.000 --> 00:05:20.240]  就是在患難中也是歡歡喜喜的
[00:05:20.240 --> 00:05:22.800]  因爲知道患難生忍耐
[00:05:22.800 --> 00:05:24.920]  忍耐生老戀
[00:05:24.920 --> 00:05:28.160]  老戀生盼望」
[00:05:28.160 --> 00:05:31.960]  原來真的叫我們有盼望
[00:05:31.960 --> 00:05:33.760]  第五節再講盼望是什麼
[00:05:33.760 --> 00:05:35.520]  「盼望不至於羞恥
[00:05:35.520 --> 00:05:38.680]  因爲神賜給我們的聖靈
[00:05:38.680 --> 00:05:41.480]  將上帝的愛
[00:05:41.480 --> 00:05:44.760]  澆灌在我們心裏」
[00:05:44.760 --> 00:05:46.480]  所以大家很容易發現
[00:05:46.480 --> 00:05:48.720]  在這五節經文裏
[00:05:48.720 --> 00:05:53.120]  三次出現盼望
[00:05:53.120 --> 00:05:56.240]  「歡歡喜喜盼望神的榮耀」
[00:05:56.240 --> 00:05:57.440]  而且在這裏講到
[00:05:57.440 --> 00:06:00.480]  在這個過程裏就是患難
[00:06:00.480 --> 00:06:03.040]  我們也是歡歡喜喜的
[00:06:03.040 --> 00:06:03.560]  爲什麼呢?
[00:06:03.560 --> 00:06:08.760]  因爲我們始終能夠生出盼望
[00:06:08.760 --> 00:06:10.720]  而這個盼望是不至於羞恥的
[00:06:10.720 --> 00:06:11.920]  原因是什麼呢?
[00:06:11.920 --> 00:06:15.080]  因爲神賜給我們的聖靈
[00:06:15.080 --> 00:06:17.520]  將上帝的愛
[00:06:17.520 --> 00:06:19.480]  澆灌在我們心中
[00:06:19.480 --> 00:06:20.600]  所以很明顯
[00:06:20.600 --> 00:06:24.160]  這裏是講出愛是個原因
[00:06:24.160 --> 00:06:25.640]  所以我就想到這段經文
[00:06:25.640 --> 00:06:27.440]  和大家思想一下這幾節經文
[00:06:27.440 --> 00:06:28.880]  或者這個信息
[00:06:28.880 --> 00:06:31.520]  講到愛與盼望
[00:06:31.520 --> 00:06:33.720]  愛與盼望有什麼關係呢?
[00:06:33.720 --> 00:06:35.840]  在這裏給我們第一方面看見
[00:06:35.840 --> 00:06:38.000]  神的愛使我們知道
[00:06:38.000 --> 00:06:41.960]  我們所盼望的東西是不會落空的
[00:06:41.960 --> 00:06:45.240]  就是說那個盼望是會實現的
[00:06:45.240 --> 00:06:49.440]  那什麼讓我們知道這個盼望不會落空
[00:06:49.440 --> 00:06:52.240]  這個盼望會實現呢?
[00:06:52.240 --> 00:06:53.520]  在這裏告訴我們
[00:06:53.520 --> 00:06:55.160]  盼望不至於羞恥
[00:06:55.160 --> 00:06:58.040]  因爲神賜給我們的聖靈
[00:06:58.040 --> 00:07:02.760]  將上帝的愛澆灌在我們心中
[00:07:02.760 --> 00:07:05.720]  我們對於上帝的盼望不會落空
[00:07:05.720 --> 00:07:09.120]  因爲很重要的就是有聖靈
[00:07:09.120 --> 00:07:12.720]  將神的愛澆灌在我們心中
[00:07:12.720 --> 00:07:13.440]  換句話說
[00:07:13.440 --> 00:07:16.600]  就是說我們能夠經驗到神的愛
[00:07:16.600 --> 00:07:17.720]  很具體
[00:07:17.720 --> 00:07:19.080]  經驗到神的愛
[00:07:19.080 --> 00:07:21.840]  現在這一刻就在我們的心裏面
[00:07:21.840 --> 00:07:23.760]  藉助聖靈幫助我們
[00:07:23.760 --> 00:07:27.600]  將上帝無比舍己救贖的愛
[00:07:27.600 --> 00:07:29.200]  顯在我們的心裏面
[00:07:29.200 --> 00:07:30.760]  在我們的人生當中
[00:07:30.760 --> 00:07:34.080]  我們能夠經歷到神的愛是很具體的
[00:07:34.080 --> 00:07:36.160]  透過我們所經驗到
[00:07:36.160 --> 00:07:37.680]  祂在人生當中
[00:07:37.680 --> 00:07:38.680]  在生活當中
[00:07:38.680 --> 00:07:45.320]  對我們的看顧、保守、赦免和扶持
[00:07:45.320 --> 00:07:50.800]  祂用各樣的東西顯明祂的愛在我們心裏面
[00:07:50.800 --> 00:07:55.880]  當然更加透過基督在十誡所成就的救恩
[00:07:55.880 --> 00:07:57.680]  所以我們很具體
[00:07:57.680 --> 00:07:58.880]  現在有一個得救的人
[00:07:58.880 --> 00:08:01.120]  我們經驗過耶穌多少個救贖的人
[00:08:01.120 --> 00:08:03.440]  知道神的愛在我們的身上
[00:08:03.440 --> 00:08:04.960]  我們在我們的人生當中
[00:08:04.960 --> 00:08:08.000]  有耶穌藉助聖靈住在我們心裏面
[00:08:08.000 --> 00:08:10.200]  讓我們經驗到祂的愛
[00:08:10.200 --> 00:08:13.760]  當我們有這個很具體的愛在我們心裏面的時候
[00:08:13.760 --> 00:08:16.080]  我們對於前面所盼望的
[00:08:16.080 --> 00:08:17.400]  將會實現的
[00:08:17.400 --> 00:08:18.480]  基督會再來的
[00:08:18.480 --> 00:08:20.000]  永恆的榮耀的
[00:08:20.000 --> 00:08:21.480]  這些是很具體
[00:08:21.480 --> 00:08:22.920]  我們可以掌握得到
[00:08:22.920 --> 00:08:24.200]  因爲不只是將來
[00:08:24.200 --> 00:08:24.800]  是現在
[00:08:24.800 --> 00:08:25.880]  現在這一刻
[00:08:25.880 --> 00:08:29.160]  甚至我們過往一直以來所經驗到的
[00:08:29.160 --> 00:08:32.320]  就是上帝的愛
[00:08:32.320 --> 00:08:34.040]  我們對於主在來下
[00:08:34.040 --> 00:08:34.720]  不知何時
[00:08:34.720 --> 00:08:36.000]  但這個應許
[00:08:36.000 --> 00:08:38.480]  我們充滿着期盼
[00:08:38.480 --> 00:08:42.360]  因爲我們知道這位愛我們的主
[00:08:42.360 --> 00:08:45.680]  將會接我們去到榮耀那裏
[00:08:45.680 --> 00:08:47.320]  我們對於我們周圍的事
[00:08:47.320 --> 00:08:50.080]  可能我們未必完全能夠明白得完
[00:08:50.080 --> 00:08:51.880]  甚至有些發生在我們自己身上
[00:08:51.880 --> 00:08:54.920]  或者我們的家人或者周圍的人
[00:08:54.920 --> 00:08:58.000]  我們不能夠明白所有的事
[00:08:58.000 --> 00:08:59.280]  有時我們都會問
[00:08:59.280 --> 00:09:00.320]  爲什麼會這樣呢?
[00:09:00.320 --> 00:09:04.120]  爲什麼這些事會發生呢?
[00:09:04.120 --> 00:09:05.280]  但無論如何
[00:09:05.280 --> 00:09:07.080]  我們經驗到一件很真實的
[00:09:07.080 --> 00:09:08.840]  就是上帝的愛在我們心裏面
[00:09:08.840 --> 00:09:10.320]  是很具體
[00:09:10.320 --> 00:09:13.720]  是永遠不改變的
[00:09:13.720 --> 00:09:15.040]  這種的結連
[00:09:15.040 --> 00:09:16.840]  這種的
[00:09:16.840 --> 00:09:18.120]  現在我們所有的東西
[00:09:18.120 --> 00:09:19.560]  或者我們所看到的東西
[00:09:19.560 --> 00:09:23.200]  就幫助我們連結於那些將來
[00:09:23.200 --> 00:09:26.320]  暫時我們沒有辦法用肉眼可以看到
[00:09:26.320 --> 00:09:30.880]  只是用信心的眼睛可以看到的東西
[00:09:30.880 --> 00:09:32.720]  有一位姐妹
[00:09:32.720 --> 00:09:34.000]  她的名字叫Amanda
[00:09:34.000 --> 00:09:38.600]  她在她年幼的時候
[00:09:38.600 --> 00:09:41.320]  可能是小學幾歲的時候
[00:09:41.320 --> 00:09:43.680]  她媽媽
[00:09:43.680 --> 00:09:45.600]  一位基督徒
[00:09:45.600 --> 00:09:52.360]  她很不幸地患上了骨癌
[00:09:52.360 --> 00:09:56.960]  結果是乳癌症鬥爭了一段時間
[00:09:56.960 --> 00:09:59.600]  就離開了這個世界
[00:09:59.600 --> 00:10:03.400]  這位Amanda她很小的時候就沒有了母親
[00:10:03.400 --> 00:10:05.840]  而且是一個單身的母親
[00:10:05.840 --> 00:10:08.840]  無父亦無母
[00:10:08.840 --> 00:10:15.320]  她經歷了23年這種流離的生活
[00:10:15.320 --> 00:10:19.120]  因爲她沒有其他至親
[00:10:19.120 --> 00:10:25.320]  所以政府安排她住在這種寄養的家庭
[00:10:25.320 --> 00:10:27.600]  這種寄養家庭是通滿全國的
[00:10:27.600 --> 00:10:31.200]  所以本來她住在華盛頓州
[00:10:31.200 --> 00:10:35.480]  然後因爲寄養家庭的緣故就搬了去德州
[00:10:35.480 --> 00:10:39.640]  後來就搬了去路易斯安那
[00:10:39.640 --> 00:10:43.200]  然後又搬回德州
[00:10:43.200 --> 00:10:46.680]  最後又搬回華盛頓州
[00:10:46.680 --> 00:10:48.520]  最後又搬回德州
[00:10:48.520 --> 00:10:50.680]  所以來來去去好幾個州
[00:10:50.680 --> 00:10:51.720]  在她人生當中
[00:10:51.720 --> 00:10:53.080]  在這些寄養的家庭裏面
[00:10:53.080 --> 00:10:56.440]  這裏住幾年那裏住幾年
[00:10:56.440 --> 00:10:59.760]  結果23年過去了
[00:10:59.760 --> 00:11:04.000]  所以在一個沒有媽媽沒有家人的裏面
[00:11:04.000 --> 00:11:07.160]  她那種失落是很大的
[00:11:07.160 --> 00:11:10.080]  感謝主她長大了之後
[00:11:10.080 --> 00:11:11.960]  她信了主
[00:11:11.960 --> 00:11:16.520]  她在主裏面得到力量得到盼望
[00:11:16.520 --> 00:11:18.360]  有一天星期六
[00:11:18.360 --> 00:11:22.520]  忽然間有一個郵包寄來
[00:11:22.520 --> 00:11:26.440]  是來自她媽媽的執行律師
[00:11:26.440 --> 00:11:28.920]  因爲她要處理她的後事
[00:11:28.920 --> 00:11:32.080]  有個執行律師處理她的一些遺囑的東西
[00:11:32.080 --> 00:11:34.080]  其實已經辦妥了
[00:11:34.080 --> 00:11:38.640]  但是忽然間她收到這個律師寄來一包的包裹
[00:11:38.640 --> 00:11:41.520]  原來這個律師因爲搬公司
[00:11:41.520 --> 00:11:43.520]  從加州搬到其他地方
[00:11:43.520 --> 00:11:46.800]  然後發現原來有一個郵包
[00:11:46.800 --> 00:11:48.200]  有一盒東西
[00:11:48.200 --> 00:11:50.440]  一盒東西是屬於Amanda的
[00:11:50.440 --> 00:11:51.880]  是她不知道
[00:11:51.880 --> 00:11:54.160]  她只是處理了那些遺囑所有吩咐的東西
[00:11:54.160 --> 00:11:58.080]  但是原來有一包東西是屬於Amanda的
[00:11:58.080 --> 00:12:03.120]  所以她就將這些寄回給Amanda
[00:12:03.120 --> 00:12:04.800]  Amanda拆開這個郵包裏面
[00:12:04.800 --> 00:12:07.560]  發現原來是很多的信件
[00:12:07.560 --> 00:12:09.800]  很多的相片
[00:12:09.800 --> 00:12:12.040]  還有一些手寫的記錄
[00:12:12.040 --> 00:12:17.640]  一些短的字條
[00:12:17.640 --> 00:12:19.640]  是她媽媽寫給她的
[00:12:19.640 --> 00:12:21.880]  原來她媽媽曾經寫過這些信
[00:12:21.880 --> 00:12:24.560]  寫過這些記錄
[00:12:24.560 --> 00:12:28.800]  這些手寫的避忘錄
[00:12:28.800 --> 00:12:31.440]  和一些和她拍的相片
[00:12:31.440 --> 00:12:37.920]  甚至有她原裝的出生證書
[00:12:37.920 --> 00:12:39.800]  所以這個Amanda就很開心
[00:12:39.800 --> 00:12:42.160]  竟然超過了20年能夠收回一些東西
[00:12:42.160 --> 00:12:44.160]  她沒有期望有的
[00:12:44.160 --> 00:12:46.240]  但是當她一路來看回這些信
[00:12:46.240 --> 00:12:47.480]  看回這些記錄
[00:12:47.480 --> 00:12:49.880]  看回這些相片的時候
[00:12:49.880 --> 00:12:53.360]  她有非常大的一種感觸
[00:12:53.360 --> 00:12:56.240]  原來很多都是她媽媽
[00:12:56.240 --> 00:13:00.360]  臨離開這個世界一個月裏面所寫的東西
[00:13:00.360 --> 00:13:02.640]  因爲當時她已經越來越弱
[00:13:02.640 --> 00:13:04.240]  也說不了話
[00:13:04.240 --> 00:13:08.320]  所以她就寫下這些心聲
[00:13:08.320 --> 00:13:17.080]  來表達這種關懷、愛和鼓勵給她的女兒
[00:13:17.080 --> 00:13:19.240]  所以當Amanda看回這些信的時候
[00:13:19.240 --> 00:13:23.280]  她突然間感覺到她和媽媽的關係很緊密
[00:13:23.280 --> 00:13:27.160]  她和媽媽的那種親情再一次連結起來
[00:13:27.160 --> 00:13:29.880]  因爲這些字條裏面充滿着鼓勵
[00:13:29.880 --> 00:13:33.080]  例如她說你要繼續微笑
[00:13:33.080 --> 00:13:35.880]  繼續有勇氣過你的人生
[00:13:35.880 --> 00:13:37.800]  我不可以陪伴你
[00:13:37.800 --> 00:13:41.560]  但是你要繼續努力向前
[00:13:41.560 --> 00:13:43.320]  她說我很掛念你
[00:13:43.320 --> 00:13:44.400]  她媽媽這麼寫
[00:13:44.400 --> 00:13:47.880]  我很希望我能夠起來照顧你
[00:13:47.880 --> 00:13:49.760]  不過我現在沒有辦法
[00:13:49.760 --> 00:13:54.760]  但是你要繼續有勇敢、有盼望
[00:13:54.760 --> 00:13:57.160]  因爲我愛你
[00:13:57.160 --> 00:14:02.680]  所以這些信件、這些鼓勵的話
[00:14:02.680 --> 00:14:07.840]  對Amanda來說有一個很大很大的感受
[00:14:07.840 --> 00:14:13.640]  因爲這種愛的信息帶來了希望
[00:14:13.640 --> 00:14:15.080]  她忽然間對於她的人生
[00:14:15.080 --> 00:14:23.000]  本來都是充滿着很多過往帶給她的痛苦回憶
[00:14:23.000 --> 00:14:30.840]  忽然之間換成了一些新的力量和向前的感動
[00:14:30.840 --> 00:14:32.640]  今天其實上帝也是這樣
[00:14:32.640 --> 00:14:34.360]  藉助她的話語
[00:14:34.360 --> 00:14:36.400]  當我們讀神的話
[00:14:36.400 --> 00:14:38.960]  當我們祈禱親近主
[00:14:38.960 --> 00:14:42.560]  神就很多時候再一次地將祂的愛
[00:14:42.560 --> 00:14:45.480]  藉助聖靈挑灌在我們心裏
[00:14:45.480 --> 00:14:47.880]  祂再一次地告訴我們
[00:14:47.880 --> 00:14:49.680]  祂愛我們、祂鼓勵我們
[00:14:49.680 --> 00:14:52.640]  祂叫我們有勇氣地盼望前面
[00:14:52.640 --> 00:14:55.640]  甚至在受苦或者不安的裏面
[00:14:55.640 --> 00:14:58.360]  神的愛都不改變
[00:14:58.360 --> 00:15:04.080]  感謝主我們盼望和渴望
[00:15:04.080 --> 00:15:08.600]  就是那一天能夠親眼見到我們的恩主
[00:15:08.600 --> 00:15:11.040]  對於Amanda來說
[00:15:11.040 --> 00:15:14.080]  這也帶來她很大的鼓勵
[00:15:14.080 --> 00:15:17.760]  因爲她知道她今天已經信了主
[00:15:17.760 --> 00:15:19.040]  她已經成爲了基督徒
[00:15:19.040 --> 00:15:25.360]  有一天她要在天上再一次見到她親愛的媽媽
[00:15:25.360 --> 00:15:28.680]  所以如果我們有的親人
[00:15:28.680 --> 00:15:31.400]  我們都有一種很大的期盼
[00:15:31.400 --> 00:15:32.720]  就是當主再來
[00:15:32.720 --> 00:15:36.320]  我們被接回天家的時候
[00:15:36.320 --> 00:15:38.000]  當然那個詳情還有很多
[00:15:38.000 --> 00:15:40.800]  但是最終神要我們回到祂那裏
[00:15:40.800 --> 00:15:44.280]  我們就能夠與所有衆聖徒
[00:15:44.280 --> 00:15:46.960]  甚至是我們主裏面的一些家人
[00:15:46.960 --> 00:15:49.560]  做一次團聚
[00:15:49.560 --> 00:15:52.360]  過往兩天我自己都做一次很有感觸
[00:15:52.360 --> 00:15:58.240]  因爲通常過年我都會打電話給我的父母
[00:15:58.240 --> 00:15:59.840]  岳父岳母
[00:15:59.840 --> 00:16:01.840]  和他們拜年
[00:16:01.840 --> 00:16:03.600]  除了平時的問安之外
[00:16:03.600 --> 00:16:06.320]  過年是一個很特別的日子
[00:16:06.320 --> 00:16:12.080]  但是我今年就沒有辦法再打電話給我的父母
[00:16:12.080 --> 00:16:15.000]  但是聖靈也幫助我有一種心裏面
[00:16:15.000 --> 00:16:16.560]  記得上帝的說話
[00:16:16.560 --> 00:16:19.680]  在《貼薩黎瓦前書》第四章十四節
[00:16:19.680 --> 00:16:23.080]  我們若信耶穌死而復活了
[00:16:23.080 --> 00:16:25.800]  那已經在耶穌裏睡了的人
[00:16:25.800 --> 00:16:29.760]  上帝也必將他們與耶穌一同帶來
[00:16:29.760 --> 00:16:30.720]  第十七至下半節
[00:16:30.720 --> 00:16:35.840]  他說這樣我們就要和主永遠同在
[00:16:35.840 --> 00:16:40.120]  我們最大的盼望就是我們知道我們屬主的人
[00:16:40.120 --> 00:16:45.000]  我們不是受到人生短短的生命
[00:16:45.000 --> 00:16:47.000]  甚至是死亡的限制
[00:16:47.000 --> 00:16:50.960]  我們今天在主裏面的是一個復活的生命
[00:16:50.960 --> 00:16:52.480]  是一個復活的盼望
[00:16:52.480 --> 00:16:54.840]  因爲我們的主耶穌基督是復活的主
[00:16:54.840 --> 00:16:55.920]  聖告了死亡
[00:16:55.920 --> 00:16:58.840]  而且掌管了明天
[00:16:58.840 --> 00:17:02.520]  所有我們今天與主同在的人
[00:17:02.520 --> 00:17:05.800]  將來都要在神的國裏面
[00:17:05.800 --> 00:17:09.520]  永遠和我們的主同在
[00:17:09.520 --> 00:17:13.120]  親愛的弟兄姊妹感謝神讓我們有這種盼望
[00:17:13.120 --> 00:17:18.360]  這種盼望是因爲主先爲我們寫命
[00:17:18.360 --> 00:17:23.480]  祂幫助我們知道祂的愛是不會改變的
[00:17:23.480 --> 00:17:30.040]  祂一直鼓勵我們要勇敢和喜樂地面對我們的人生
[00:17:30.040 --> 00:17:32.200]  所以在彼得前書
[00:17:32.200 --> 00:17:33.520]  仕途彼得這樣說
[00:17:33.520 --> 00:17:37.280]  雖然沒有見過他
[00:17:37.280 --> 00:17:40.400]  當然彼得自己是見過耶穌的
[00:17:40.400 --> 00:17:43.160]  但是他寫信給彼得前書
[00:17:43.160 --> 00:17:46.000]  給小華世界的教會
[00:17:46.000 --> 00:17:47.000]  告訴仙途
[00:17:47.000 --> 00:17:49.760]  雖然我們沒有見過他
[00:17:49.760 --> 00:17:51.720]  但卻是愛他
[00:17:51.720 --> 00:17:53.320]  如今雖不得看見
[00:17:53.320 --> 00:17:54.720]  這一切都看不見了
[00:17:54.720 --> 00:17:57.760]  就是主回來的榮耀的顯現
[00:17:57.760 --> 00:17:59.360]  但卻因信他
[00:17:59.360 --> 00:18:00.800]  就有說不出來
[00:18:00.800 --> 00:18:04.680]  滿有榮光的大喜樂
[00:18:04.680 --> 00:18:07.040]  所以這種滿有榮光大喜樂
[00:18:07.040 --> 00:18:11.560]  說不出來的就是因爲我們對他的愛
[00:18:11.560 --> 00:18:14.680]  就好像這位姐妹她對媽媽的愛
[00:18:14.680 --> 00:18:16.200]  或者媽媽對她的愛
[00:18:16.200 --> 00:18:18.000]  雖然很難描寫
[00:18:18.000 --> 00:18:20.000]  甚至已經完結了
[00:18:20.000 --> 00:18:23.680]  但因爲這些信件在她的手上
[00:18:23.680 --> 00:18:27.240]  這些話語好像匿匿在目
[00:18:27.240 --> 00:18:30.240]  可以具體地聽見
[00:18:30.240 --> 00:18:31.240]  今天我們也是
[00:18:31.240 --> 00:18:34.600]  雖然眼目見不到我們的主
[00:18:34.600 --> 00:18:39.080]  我們在盼望那一天能夠見到他的榮耀的顯現
[00:18:39.080 --> 00:18:41.560]  但今天他的愛在我們的心裏面
[00:18:41.560 --> 00:18:42.800]  藉着聖靈
[00:18:42.800 --> 00:18:46.080]  透過他的話語和我們人生的經歷
[00:18:46.080 --> 00:18:47.640]  我們能夠很具體地知道
[00:18:47.640 --> 00:18:50.600]  這個盼望是不自修辭
[00:18:50.600 --> 00:18:53.240]  即是說不會落空的
[00:18:53.240 --> 00:18:55.160]  是因爲這位耶穌基督
[00:18:55.160 --> 00:18:56.760]  他用生命的代價
[00:18:56.760 --> 00:18:58.240]  經過苦難
[00:18:58.240 --> 00:18:59.600]  經過死亡
[00:18:59.600 --> 00:19:01.360]  來救贖我們
[00:19:01.360 --> 00:19:04.200]  所以好像我們剛纔所唱的詩歌
[00:19:04.200 --> 00:19:07.080]  他完全不保留
[00:19:07.080 --> 00:19:10.360]  將他的愛賜給我們
[00:19:10.360 --> 00:19:13.040]  今天我們能夠享受神的愛
[00:19:13.040 --> 00:19:16.760]  幫助我們盼望有一天見到這位主
[00:19:16.760 --> 00:19:18.400]  所以第二方面我們見到
[00:19:18.400 --> 00:19:20.760]  這個盼望是一個過程
[00:19:20.760 --> 00:19:24.840]  而愛是最終的實現
[00:19:24.840 --> 00:19:28.000]  因爲在羅馬書這裏這樣說
[00:19:28.000 --> 00:19:30.520]  「我們又藉着他
[00:19:30.520 --> 00:19:33.880]  因信得以進入現在所站的這恩殿中」
[00:19:33.880 --> 00:19:35.440]  這是現在的
