
[00:00:00.000 --> 00:00:04.720]  我今天講到的題目是「恨」與「愛」
[00:03:49.440 --> 00:03:53.440]  因為人的怒氣並不成就神的義
[00:03:53.440 --> 00:03:59.440]  所以你們要脫去一切的污穢和盈餘的邪惡
[00:03:59.440 --> 00:04:03.440]  全溫柔的心領受那所栽種的道
[00:04:03.440 --> 00:04:07.440]  就是能救你們靈魂的道
[00:04:07.440 --> 00:04:12.440]  這段特別提及速度問題
[00:04:12.440 --> 00:04:16.440]  聽東西要快點聽
[00:04:16.440 --> 00:04:18.440]  先聽進去
[00:04:18.440 --> 00:04:22.440]  慢慢地說
[00:04:22.440 --> 00:04:26.440]  如果你到了一個位置要動腦
[00:04:26.440 --> 00:04:28.440]  更加要慢慢地動腦
[00:04:28.440 --> 00:04:30.440]  這個很有意思
[00:04:30.440 --> 00:04:32.440]  你試過慢慢地動腦嗎
[00:04:32.440 --> 00:04:33.440]  沒有
[00:04:33.440 --> 00:04:36.440]  動腦就一下子就來了
[00:04:36.440 --> 00:04:38.440]  特別是教子女的時候
[00:04:38.440 --> 00:04:41.440]  一動手就破世界紀錄的速度
[00:04:41.440 --> 00:04:43.440]  很快的
[00:04:43.440 --> 00:04:48.440]  但聖經正是針對人性的問題提醒我們
[00:04:48.440 --> 00:04:51.440]  要動腦就要慢慢地動腦
[00:04:51.440 --> 00:04:53.440]  慢慢地動腦
[00:04:53.440 --> 00:04:55.440]  即是經過一些沉澱
[00:04:55.440 --> 00:04:57.440]  一些思考
[00:04:57.440 --> 00:04:59.440]  心情平復一點
[00:04:59.440 --> 00:05:01.440]  如果真的發覺要動腦
[00:05:01.440 --> 00:05:03.440]  才去動腦
[00:05:03.440 --> 00:05:05.440]  這樣就對了
[00:05:05.440 --> 00:05:13.440]  英文有個發脾氣的用詞叫loose temper
[00:05:13.440 --> 00:05:16.440]  loose即是失去的意思
[00:05:16.440 --> 00:05:18.440]  temper其實是一件好事
[00:05:18.440 --> 00:05:22.440]  temper即是能控制自己的性情
[00:05:22.440 --> 00:05:25.440]  很平和和溫馴
[00:05:25.440 --> 00:05:27.440]  但你失去了這樣的控制
[00:05:27.440 --> 00:05:29.440]  就叫失控
[00:05:29.440 --> 00:05:31.440]  發脾氣叫loose temper
[00:05:31.440 --> 00:05:35.440]  因此你能控制到自己慢慢地
[00:05:35.440 --> 00:05:37.440]  真的要動腦才動腦
[00:05:37.440 --> 00:05:39.440]  這樣就正確一點
[00:05:39.440 --> 00:05:43.440]  所以速度來計我們要留心
[00:05:43.440 --> 00:05:44.440]  慢慢地動腦
[00:05:44.440 --> 00:05:47.440]  不要一下子就馬上動腦
[00:05:47.440 --> 00:05:49.440]  我們從生氣開始說
[00:05:49.440 --> 00:05:51.440]  生氣應該要怎樣處理呢
[00:05:51.440 --> 00:05:56.440]  我們看到生氣應該很自然會產生一件事
[00:05:56.440 --> 00:05:58.440]  就是恨
[00:05:58.440 --> 00:06:01.440]  恨大家理不理解甚麼是恨
[00:06:01.440 --> 00:06:03.440]  有少少理解
[00:06:03.440 --> 00:06:06.440]  但中文的詞彙很厲害
[00:06:06.440 --> 00:06:08.440]  其實英語也有
[00:06:08.440 --> 00:06:10.440]  詞的配搭
[00:06:10.440 --> 00:06:12.440]  給一個恨字去配詞
[00:06:12.440 --> 00:06:13.440]  兩個字的
[00:06:13.440 --> 00:06:15.440]  你可以配到甚麼詞句出來
[00:06:15.440 --> 00:06:20.440]  怨恨
[00:06:20.440 --> 00:06:22.440]  這些在聖經裏面有
[00:06:22.440 --> 00:06:24.440]  恨惡
[00:06:24.440 --> 00:06:25.440]  憎恨
[00:06:25.440 --> 00:06:26.440]  怒恨
[00:06:26.440 --> 00:06:28.440]  這幾個都是聖經裏面有的
[00:06:28.440 --> 00:06:30.440]  為甚麼聖經裏面有
[00:06:30.440 --> 00:06:31.440]  為甚麼呢
[00:06:31.440 --> 00:06:33.440]  我們中文又不太好
[00:06:33.440 --> 00:06:34.440]  英文又不太好
[00:06:34.440 --> 00:06:36.440]  所以有時兩邊都看一下
[00:06:36.440 --> 00:06:38.440]  互相補足
[00:06:38.440 --> 00:06:40.440]  能夠多些了解這個字
[00:06:40.440 --> 00:06:42.440]  在聖經裏面說甚麼
[00:06:42.440 --> 00:06:45.440]  你看到聖經裏面有甚麼怨恨
[00:06:45.440 --> 00:06:47.440]  原來在英文聖經裏面
[00:06:47.440 --> 00:06:49.440]  他用了hatred
[00:06:49.440 --> 00:06:51.440]  有時用hostility這個字
[00:06:51.440 --> 00:06:53.440]  hatred即憎恨
[00:06:53.440 --> 00:06:57.440]  hostility是一些敵意的意思
[00:06:57.440 --> 00:06:59.440]  即是分開了
[00:06:59.440 --> 00:07:01.440]  你、我、朋友、敵人
[00:07:01.440 --> 00:07:03.440]  即是有敵意的時候
[00:07:03.440 --> 00:07:05.440]  就是這個怨恨
[00:07:05.440 --> 00:07:09.440]  這個恨惡有一個動詞
[00:07:09.440 --> 00:07:11.440]  就是去hate
[00:07:11.440 --> 00:07:13.440]  即是去憎恨、去恨惡
[00:07:13.440 --> 00:07:15.440]  很憎你、很恨你
[00:07:15.440 --> 00:07:17.440]  即是一個動詞
[00:07:17.440 --> 00:07:20.440]  怒恨我們在中文世界裏面較少用
[00:07:20.440 --> 00:07:22.440]  不過聖經這樣用了
[00:07:22.440 --> 00:07:26.440]  在英文的用詞就是anger
[00:07:26.440 --> 00:07:28.440]  即是一個名詞
[00:07:28.440 --> 00:07:30.440]  即是你那個怒氣
[00:07:30.440 --> 00:07:32.440]  那個anger
[00:07:32.440 --> 00:07:34.440]  所以這些都是和那個
[00:07:34.440 --> 00:07:41.440]  恨、仇恨、憎恨、怨恨、怒、發怒
[00:07:41.440 --> 00:07:43.440]  都很有牽連
[00:07:43.440 --> 00:07:46.440]  這一堆都是聖經裏面有提
[00:07:46.440 --> 00:07:48.440]  有提這些的時候
[00:07:48.440 --> 00:07:50.440]  我們要怎樣去處理呢
[00:07:50.440 --> 00:07:55.440]  聖經在很多不同的書卷、章節都有講
[00:07:55.440 --> 00:07:58.440]  我們現今主要是講這個恨
[00:07:58.440 --> 00:08:02.440]  來環繞恨去看看是什麼
[00:08:02.440 --> 00:08:06.440]  會是有些東西令你憎恨這個人
[00:08:06.440 --> 00:08:09.440]  恨怨、怒恨、怒
[00:08:09.440 --> 00:08:12.440]  這些全部都是一些負面的情緒
[00:08:12.440 --> 00:08:14.440]  不好的東西
[00:08:14.440 --> 00:08:17.440]  我們怎樣去處理這些不好的東西呢
[00:08:17.440 --> 00:08:20.440]  特別是這個敵意
[00:08:20.440 --> 00:08:22.440]  即是這個hostility
[00:08:22.440 --> 00:08:27.440]  就很容易我們會理解得到
[00:08:27.440 --> 00:08:29.440]  就是我們去恨一些人的時候
[00:08:29.440 --> 00:08:31.440]  你不會當他是一個朋友般恨你
[00:08:31.440 --> 00:08:34.440]  一恨就現在流行講割席
[00:08:34.440 --> 00:08:37.440]  割席那個詞知道是怎樣來的嗎
[00:08:37.440 --> 00:08:39.440]  即是以前那些人吃飯
[00:08:39.440 --> 00:08:42.440]  或者去交往、飲茶的時候
[00:08:42.440 --> 00:08:44.440]  坐在一張席的上面
[00:08:44.440 --> 00:08:45.440]  如果有一張席
[00:08:45.440 --> 00:08:47.440]  當然是你坐一邊我坐一邊的
[00:08:47.440 --> 00:08:49.440]  聊天、飲杯茶
[00:08:49.440 --> 00:08:52.440]  這些漂亮的保利、猴子蜜
[00:08:52.440 --> 00:08:54.440]  品茶、聊天
[00:08:54.440 --> 00:08:56.440]  講得不對的時候割席
[00:08:56.440 --> 00:08:59.440]  即是說和坐一張席都不行
[00:08:59.440 --> 00:09:00.440]  割開它兩邊
[00:09:00.440 --> 00:09:02.440]  你有你我有我
[00:09:02.440 --> 00:09:07.440]  一些的恨怨、敵意就是會這樣
[00:09:07.440 --> 00:09:10.440]  你和我是不同的,是分開的
[00:09:10.440 --> 00:09:14.440]  這個很容易引發到我們有很多的問題產生
[00:09:14.440 --> 00:09:16.440]  因為一分開了你和我
[00:09:16.440 --> 00:09:18.440]  這樣就不同了
[00:09:18.440 --> 00:09:21.440]  但是如果仍然是我們的
[00:09:21.440 --> 00:09:24.440]  有很多東西可以商量
[00:09:24.440 --> 00:09:26.440]  有些東西可以你讓步
[00:09:26.440 --> 00:09:27.440]  我遷就
[00:09:27.440 --> 00:09:29.440]  但是一分開了你和我
[00:09:29.440 --> 00:09:31.440]  那就兩個世界
[00:09:31.440 --> 00:09:35.440]  很多恨怨、恨惡、怒恨
[00:09:35.440 --> 00:09:38.440]  發展出來的東西就會出現
[00:09:38.440 --> 00:09:45.440]  生氣所以你如果不是好好地去管理它的時候
[00:09:45.440 --> 00:09:48.440]  你心裏面會生出一些恨意
[00:09:48.440 --> 00:09:51.440]  一恨就說你和我
[00:09:51.440 --> 00:09:53.440]  你那些東西關我什麼事
[00:09:53.440 --> 00:09:55.440]  我這樣做又關你什麼事
[00:09:55.440 --> 00:09:57.440]  很容易就這樣
[00:09:57.440 --> 00:09:59.440]  小朋友有時候你都見到
[00:09:59.440 --> 00:10:01.440]  有些什麼不妥當的
[00:10:01.440 --> 00:10:03.440]  第一句說話小朋友是什麼
[00:10:03.440 --> 00:10:05.440]  我不和你玩
[00:10:05.440 --> 00:10:08.440]  一起玩就是朋友
[00:10:08.440 --> 00:10:10.440]  我不和你玩
[00:10:10.440 --> 00:10:12.440]  分開了,敵我之間
[00:10:12.440 --> 00:10:14.440]  有恨在這裏
[00:10:14.440 --> 00:10:20.440]  這個恨不要好好去處理、化解、舒緩、改變
[00:10:20.440 --> 00:10:23.440]  就會怒氣
[00:10:23.440 --> 00:10:26.440]  怒火中燒
[00:10:26.440 --> 00:10:29.440]  真的感覺到裏面有團火出來
[00:10:29.440 --> 00:10:30.440]  怒氣
[00:10:30.440 --> 00:10:32.440]  如果你都不好好去處理
[00:10:32.440 --> 00:10:35.440]  這個會出現犯罪
[00:10:35.440 --> 00:10:37.440]  所以聖經教我們
[00:10:37.440 --> 00:10:39.440]  生氣卻不要犯罪
[00:10:39.440 --> 00:10:42.440]  中間的過程就要好好處理
[00:10:42.440 --> 00:10:44.440]  如果處理不好的時候
[00:10:44.440 --> 00:10:46.440]  一直下去就會犯罪
[00:10:46.440 --> 00:10:51.440]  是不是一定到怒的時候就會犯罪呢
[00:10:51.440 --> 00:10:53.440]  我們說耶穌又可以
[00:10:53.440 --> 00:10:55.440]  耶穌那個有些不同
[00:10:55.440 --> 00:10:57.440]  有些什麼不同呢
[00:10:57.440 --> 00:11:01.440]  就是人的怒氣和神的怒氣的分別
[00:11:01.440 --> 00:11:04.440]  我們剛才看那段經文
[00:11:04.440 --> 00:11:08.440]  有沒有留意到這幾個字
[00:11:08.440 --> 00:11:17.440]  因為人的怒氣並不成就神的意義
[00:11:17.440 --> 00:11:22.440]  所以耶穌那個怒氣是有成就神的意義的
[00:11:22.440 --> 00:11:26.440]  將神的道去教導、講述出來
[00:11:26.440 --> 00:11:30.440]  讓那些人希望他悔改歸向神
[00:11:30.440 --> 00:11:34.440]  耶穌那個法路是能夠成就神的意義
[00:11:34.440 --> 00:11:38.440]  因為那句句不是人的怒氣
[00:11:38.440 --> 00:11:40.440]  它是神的怒氣
[00:11:40.440 --> 00:11:44.440]  我們很多時候在生活上發的是人的怒氣
[00:11:44.440 --> 00:11:46.440]  這裡聖經說
[00:11:46.440 --> 00:11:50.440]  這些人的怒氣是不會成就神的意義
[00:11:50.440 --> 00:11:51.440]  是沒有用的
[00:11:51.440 --> 00:11:53.440]  對神的意義是沒有幫助的
[00:11:53.440 --> 00:11:56.440]  所以最好就不要了
[00:11:56.440 --> 00:11:58.440]  是沒有意思的
[00:11:58.440 --> 00:12:00.440]  對我們來說是沒有好處的
[00:12:00.440 --> 00:12:04.440]  對神的國、對全福音也是沒有好處的
[00:12:04.440 --> 00:12:08.440]  接著另一節的聖經
[00:12:08.440 --> 00:12:11.440]  在《雅各書》的三章十三至十八節
[00:12:11.440 --> 00:12:14.440]  其中有些很重要的重點
[00:12:14.440 --> 00:12:16.440]  我讀一次給大家聽
[00:12:16.440 --> 00:12:18.440]  三章十三至十八節《雅各書》
[00:12:18.440 --> 00:12:22.440]  你們中間哪一個人是有智慧、有見識的呢
[00:12:22.440 --> 00:12:28.440]  就當在智慧的溫柔上顯出他的善行禮
[00:12:28.440 --> 00:12:33.440]  你們心中若懷著苦毒的嫉妒和紛爭
[00:12:33.440 --> 00:12:36.440]  就不可自誇也不可說謊話抵擋真道
[00:12:36.440 --> 00:12:39.440]  這樣的智慧不是從上頭來的
[00:12:39.440 --> 00:12:42.440]  乃是屬地的、屬情慾的、屬鬼魔的
[00:12:42.440 --> 00:12:44.440]  在何處有嫉妒紛爭
[00:12:44.440 --> 00:12:48.440]  就在何處有擾亂和各樣的壞事
[00:12:48.440 --> 00:12:50.440]  唯獨從上頭來的智慧
[00:12:50.440 --> 00:12:52.440]  先是清潔後是和平
[00:12:52.440 --> 00:12:55.440]  溫良柔順、滿有憐憫、多潔善果
[00:12:55.440 --> 00:12:57.440]  沒有偏見、沒有假冒
[00:12:57.440 --> 00:12:59.440]  並且先人和平的
[00:12:59.440 --> 00:13:02.440]  是用和平所栽種的異國
[00:13:02.440 --> 00:13:05.440]  這個主要的題目就像智慧
[00:13:05.440 --> 00:13:09.440]  智慧是神認為智慧
[00:13:09.440 --> 00:13:11.440]  即是真智慧的意思
[00:13:11.440 --> 00:13:13.440]  真正的智慧是甚麼呢
[00:13:13.440 --> 00:13:15.440]  如果沒有智慧就要求
[00:13:15.440 --> 00:13:20.440]  你也應當在智慧的溫柔上顯出善行
[00:13:20.440 --> 00:13:26.440]  即是溫柔、善行就是智慧
[00:13:26.440 --> 00:13:28.440]  所以溫柔的人有福了
[00:13:28.440 --> 00:13:32.440]  溫柔是神很讚賞的
[00:13:32.440 --> 00:13:35.440]  要在溫柔那裡顯出善行
[00:13:35.440 --> 00:13:39.440]  你見過一些很溫柔的人發怒嗎
[00:13:39.440 --> 00:13:41.440]  怎樣發的
[00:13:41.440 --> 00:13:47.440]  很溫柔的人發怒也不是太大破壞性
[00:13:47.440 --> 00:13:55.440]  也不是太激起一些更深的仇恨
[00:13:55.440 --> 00:14:00.440]  你這樣我就打你了
[00:14:00.440 --> 00:14:04.440]  這樣叫做生氣嗎
[00:14:04.440 --> 00:14:07.440]  我生氣了,你這樣我打你了
[00:14:07.440 --> 00:14:09.440]  我教訓你了
[00:14:09.440 --> 00:14:11.440]  生氣嗎
[00:14:11.440 --> 00:14:13.440]  也很溫柔地生氣
[00:14:13.440 --> 00:14:15.440]  他真的表達了他生氣
[00:14:15.440 --> 00:14:17.440]  不過他也很溫柔
[00:14:17.440 --> 00:14:19.440]  我見過有些演戲是這樣的
[00:14:19.440 --> 00:14:21.440]  溫柔是好的
[00:14:21.440 --> 00:14:23.440]  所以我們生氣的時候
[00:14:23.440 --> 00:14:25.440]  要想清楚
[00:14:25.440 --> 00:14:27.440]  神想我們溫柔
[00:14:27.440 --> 00:14:29.440]  那你怎樣溫柔地生氣呢
[00:14:29.440 --> 00:14:33.440]  那你就會生氣得沒那麼盡
[00:14:33.440 --> 00:14:35.440]  這裡要解釋兩個詞
[00:14:35.440 --> 00:14:39.440]  有些人懷著苦毒的嫉妒和紛爭
[00:14:39.440 --> 00:14:41.440]  這個苦毒的嫉妒
[00:14:41.440 --> 00:14:46.440]  嫉妒在英文裡面有分高義和貶義
[00:14:46.440 --> 00:14:48.440]  好與不好
[00:14:48.440 --> 00:14:54.440]  中文應該是很羨慕你
[00:14:54.440 --> 00:14:56.440]  那是一個善意
[00:14:56.440 --> 00:14:58.440]  很嫉妒你那是一個惡意
[00:14:58.440 --> 00:15:02.440]  這個苦毒的嫉妒是指惡意
[00:15:02.440 --> 00:15:05.440]  別人有些事做得好,別人得到一些東西
[00:15:05.440 --> 00:15:08.440]  你去嫉妒他
[00:15:08.440 --> 00:15:10.440]  是一些惡毒的嫉妒
[00:15:10.440 --> 00:15:12.440]  苦毒的嫉妒
[00:15:12.440 --> 00:15:16.440]  這裡聖經說如果有些人懷著這樣的嫉妒和紛爭
[00:15:16.440 --> 00:15:19.440]  這個紛爭在英文裡面是完全不同的
[00:15:19.440 --> 00:15:25.440]  是一個自私的雄心
[00:15:25.440 --> 00:15:27.440]  很自私的抱負
[00:15:27.440 --> 00:15:31.440]  雄心有抱負不好嗎
[00:15:31.440 --> 00:15:34.440]  這裡聖經說是一個自私的抱負
[00:15:34.440 --> 00:15:41.440]  為了自己一些很想達到的利益的事情
[00:15:41.440 --> 00:15:47.440]  雄心壯志的抱負純粹是為了自己
[00:15:47.440 --> 00:15:48.440]  是自私的
[00:15:48.440 --> 00:15:52.440]  原來中文聖經當時的人翻譯
[00:15:52.440 --> 00:15:54.440]  感覺到這個就會帶來紛爭
[00:15:54.440 --> 00:15:56.440]  所以用了紛爭
[00:15:56.440 --> 00:15:58.440]  所以我們理解的時候闊一點
[00:15:58.440 --> 00:16:02.440]  如果一些人你是這樣待人處事
[00:16:02.440 --> 00:16:04.440]  有惡毒的嫉妒
[00:16:04.440 --> 00:16:09.440]  又純粹很自私地想要達到一些自己的抱負
[00:16:09.440 --> 00:16:10.440]  就會產生紛爭
[00:16:10.440 --> 00:16:12.440]  這些人如果是這樣
[00:16:12.440 --> 00:16:14.440]  聖經就說你不要自誇
[00:16:14.440 --> 00:16:16.440]  自誇就是自我吹噓
[00:16:16.440 --> 00:16:19.440]  也不要用一些謊話
[00:16:19.440 --> 00:16:21.440]  不要用一些假的說話來抵擋真道
[00:16:21.440 --> 00:16:23.440]  因為如果你抵擋真道
[00:16:23.440 --> 00:16:25.440]  當然是那些不合真道的說話
[00:16:25.440 --> 00:16:28.440]  你肯定是謊話,不是真實的話
[00:16:28.440 --> 00:16:31.440]  這句總結厲害了
[00:16:31.440 --> 00:16:35.440]  這些人如果這樣做事,這樣行事為人
[00:16:35.440 --> 00:16:39.440]  這些所謂的智慧其實不是從上頭來的
[00:16:39.440 --> 00:16:41.440]  不是從神那裡來的
[00:16:41.440 --> 00:16:44.440]  這些所謂的智慧是屬地的
[00:16:44.440 --> 00:16:46.440]  地上的,世界的
[00:16:46.440 --> 00:16:48.440]  是屬情慾的
[00:16:48.440 --> 00:16:52.440]  純粹滿足個人的思念、思慾的
[00:16:52.440 --> 00:16:55.440]  更加重要的是屬鬼魔的
[00:16:55.440 --> 00:16:57.440]  這樣就很嚴重了
[00:16:57.440 --> 00:16:59.440]  你說是屬地的,我們都是屬地的
[00:16:59.440 --> 00:17:01.440]  現在說要貼地
[00:17:01.440 --> 00:17:04.440]  屬情慾,我們人都有七情六慾
[00:17:04.440 --> 00:17:06.440]  我是人來的,我也被你說得痛
[00:17:06.440 --> 00:17:08.440]  但是屬鬼魔的
[00:17:08.440 --> 00:17:13.440]  這些這樣惡毒、苦毒的嫉妒
[00:17:13.440 --> 00:17:18.440]  這些很自私的雄心壯志的抱負
[00:17:18.440 --> 00:17:21.440]  你想去達成的,產生的紛爭的
[00:17:21.440 --> 00:17:23.440]  這些不是智慧來的
[00:17:23.440 --> 00:17:25.440]  甚至乎是從鬼魔而來的
[00:17:25.440 --> 00:17:27.440]  所以我們要很留心
[00:17:27.440 --> 00:17:29.440]  因為這樣的疾度紛爭
[00:17:29.440 --> 00:17:33.440]  就會產生一些擾亂和各樣的壞事
[00:17:33.440 --> 00:17:36.440]  一直帶出一些壞事
[00:17:36.440 --> 00:17:38.440]  但是反過來
[00:17:38.440 --> 00:17:42.440]  你說從上頭、從神而來的智慧是什麼呢?
[00:17:42.440 --> 00:17:45.440]  從神、從上面來的智慧
[00:17:45.440 --> 00:17:47.440]  我們正面去看就了解了
[00:17:47.440 --> 00:17:52.440]  清潔即是不污糟,沒有任何污糟的東西黏在上面
[00:17:52.440 --> 00:17:53.440]  清潔的
[00:17:53.440 --> 00:17:57.440]  即是進來後面有兩張椅子那麼污糟
[00:17:57.440 --> 00:18:00.440]  要抹乾淨
[00:18:00.440 --> 00:18:02.440]  抹乾淨就沒有污糟
[00:18:02.440 --> 00:18:04.440]  這個大家都明白
[00:18:04.440 --> 00:18:06.440]  清潔的和有污糟的
[00:18:06.440 --> 00:18:09.440]  你說90%都乾淨
[00:18:09.440 --> 00:18:11.440]  有少許污糟而已
[00:18:11.440 --> 00:18:14.440]  我記得我曾經試過有一次報道會
[00:18:14.440 --> 00:18:16.440]  拿了一瓶水出來
[00:18:16.440 --> 00:18:18.440]  有人記得嗎?
[00:18:18.440 --> 00:18:19.440]  沒有人記得
[00:18:19.440 --> 00:18:21.440]  拿了一瓶水出來
[00:18:21.440 --> 00:18:22.440]  是沒有開封的
[00:18:22.440 --> 00:18:25.440]  即場在大家面前開封
[00:18:25.440 --> 00:18:29.440]  問大家會不會喝這瓶水
[00:18:29.440 --> 00:18:30.440]  OK的
[00:18:30.440 --> 00:18:32.440]  即時在你面前開封
[00:18:32.440 --> 00:18:35.440]  然後拿了兩粒泥土
[00:18:35.440 --> 00:18:36.440]  扔了下去
[00:18:36.440 --> 00:18:38.440]  我問你,你喝不喝?
[00:18:38.440 --> 00:18:40.440]  馬上人人都說不喝
[00:18:40.440 --> 00:18:43.440]  兩粒泥而已
[00:18:43.440 --> 00:18:46.440]  整瓶水那麼大
[00:18:46.440 --> 00:18:47.440]  為甚麼你不喝?
[00:18:47.440 --> 00:18:50.440]  因為就會弄污糟了
[00:18:50.440 --> 00:18:53.440]  就不是乾淨,不是清潔
[00:18:53.440 --> 00:18:54.440]  意思是說
[00:18:54.440 --> 00:18:56.440]  清潔從神而來
[00:18:56.440 --> 00:18:57.440]  先是清潔
[00:18:57.440 --> 00:18:59.440]  是完全的清潔
[00:18:59.440 --> 00:19:01.440]  100%清潔
[00:19:01.440 --> 00:19:04.440]  不是說少許污糟而已
[00:19:04.440 --> 00:19:05.440]  都大體清潔
[00:19:05.440 --> 00:19:06.440]  不是
[00:19:06.440 --> 00:19:08.440]  是完全清潔
[00:19:08.440 --> 00:19:09.440]  還有一個
[00:19:09.440 --> 00:19:11.440]  效果是怎樣?
[00:19:11.440 --> 00:19:13.440]  後事和平
[00:19:13.440 --> 00:19:16.440]  是會帶來和平
[00:19:16.440 --> 00:19:19.440]  更加有溫良柔順
[00:19:19.440 --> 00:19:22.440]  就算你自己不是一個溫良柔順的人
[00:19:22.440 --> 00:19:26.440]  我相信你都喜歡和一些溫良柔順的人做朋友
[00:19:26.440 --> 00:19:28.440]  做同事
[00:19:28.440 --> 00:19:29.440]  你自己不是
[00:19:29.440 --> 00:19:31.440]  你都希望別人是
[00:19:31.440 --> 00:19:33.440]  因為這樣對你自己好
[00:19:33.440 --> 00:19:36.440]  所以溫良柔順是好東西
