
[00:00:00.000 --> 00:00:02.400]  今天我要針對我們教會的意向
[00:06:09.600 --> 00:06:11.360]  但是命定是說
[00:06:11.360 --> 00:06:13.200]  神
[00:06:13.200 --> 00:06:15.880]  祂已經知道你會經歷這些困苦發難
[00:06:15.880 --> 00:06:17.320]  你會遭遇到苦難
[00:06:17.320 --> 00:06:18.920]  或者是你會遇到貴人
[00:06:18.920 --> 00:06:21.560]  或者會你娶到一個好太太像我一樣
[00:06:21.560 --> 00:06:25.280]  或者是我有這麼好的弟兄姐妹像我一樣
[00:06:25.280 --> 00:06:26.600]  但是
[00:06:26.600 --> 00:06:28.600]  神已經給你定好了
[00:06:28.600 --> 00:06:30.440]  你將來會怎麼樣
[00:06:30.440 --> 00:06:33.200]  你的Destiny是這個樣子的
[00:06:33.200 --> 00:06:35.520]  所以如果我們已經
[00:06:35.520 --> 00:06:36.640]  神已經定好了
[00:06:36.640 --> 00:06:40.320]  但是我們如果能夠揣摩得知神的命定
[00:06:40.320 --> 00:06:41.800]  我們就可以怎麼樣
[00:06:41.800 --> 00:06:44.280]  活出你的命定不是嗎
[00:06:44.280 --> 00:06:46.320]  如果今天他要我做工程師
[00:06:46.320 --> 00:06:47.640]  我就去做了工程師
[00:06:47.640 --> 00:06:50.120]  我們不是活出他的命定來了嗎
[00:06:50.120 --> 00:06:52.160]  如果他今天要你做商人
[00:06:52.160 --> 00:06:53.520]  你知道他的意思
[00:06:53.520 --> 00:06:55.160]  你就揣摩得知他的意思
[00:06:55.160 --> 00:06:57.040]  你就從商界
[00:06:57.040 --> 00:06:59.200]  你就活出他的命定來了
[00:06:59.200 --> 00:07:01.080]  不是嗎
[00:07:01.080 --> 00:07:04.080]  而我講的命定有起點
[00:07:04.080 --> 00:07:06.000]  有攔阻 有過程
[00:07:06.000 --> 00:07:08.080]  有關鍵 有特質 有思念
[00:07:08.080 --> 00:07:11.160]  起點就是你放下你自己
[00:07:11.160 --> 00:07:13.240]  攔阻就是我們的罪孽過犯
[00:07:13.240 --> 00:07:14.560]  我們的小性
[00:07:14.560 --> 00:07:17.800]  還有經過的過程就是高山低谷
[00:07:17.800 --> 00:07:21.280]  還有各式各樣的困苦患難等等
[00:07:21.280 --> 00:07:23.000]  哈雷路亞 是的
[00:07:23.000 --> 00:07:25.000]  但是不管怎麼樣
[00:07:25.000 --> 00:07:27.760]  神的恩典永留
[00:07:27.760 --> 00:07:29.520]  這是我另外一次的講
[00:07:29.520 --> 00:07:31.360]  在《路德經》
[00:07:31.360 --> 00:07:33.520]  它是講到
[00:07:33.520 --> 00:07:36.320]  路德與波阿斯的使女
[00:07:36.320 --> 00:07:39.960]  常在伊處拾取麥穗
[00:07:39.960 --> 00:07:43.320]  直到收完了大麥小麥
[00:07:43.320 --> 00:07:47.320]  路德仍與婆婆同住
[00:07:47.320 --> 00:07:49.440]  這句話就講了很多意思
[00:07:49.440 --> 00:07:51.800]  第一 在猶太地
[00:07:51.800 --> 00:07:54.160]  猶大地 在嘉南平原
[00:07:54.160 --> 00:07:58.480]  收大麥是在春天完了
[00:07:58.480 --> 00:08:01.920]  夏天那個時間是收大麥
[00:08:01.920 --> 00:08:05.840]  那麼收小麥是在秋天完了
[00:08:05.840 --> 00:08:08.240]  冬天要來之前就收小麥
[00:08:08.240 --> 00:08:11.800]  所以路德在波阿斯的田裏面
[00:08:11.800 --> 00:08:15.000]  他有使女
[00:08:15.000 --> 00:08:17.560]  有人說波阿斯就是
[00:08:17.560 --> 00:08:18.520]  英文叫做
[00:08:18.520 --> 00:08:22.560]  他是路德的Kingsman Redeemer
[00:08:22.560 --> 00:08:23.880]  Redeemer是什麼
[00:08:23.880 --> 00:08:25.360]  救贖主
[00:08:25.360 --> 00:08:28.800]  Kingsman Redeemer就是致敬的親贖
[00:08:28.800 --> 00:08:31.080]  他能夠買出你的
[00:08:31.080 --> 00:08:32.000]  猶太人是這樣的
[00:08:32.000 --> 00:08:35.880]  當你的產業要賣出去的時候
[00:08:35.880 --> 00:08:39.160]  當你的繼承人死的時候
[00:08:39.160 --> 00:08:40.760]  這個產業要繼承的時候
[00:08:40.760 --> 00:08:42.320]  沒有人繼承的時候
[00:08:42.320 --> 00:08:44.280]  致敬的親贖
[00:08:44.280 --> 00:08:46.240]  他有權利可以繼承你
[00:08:46.240 --> 00:08:48.600]  就是Kingsman Redeemer
[00:08:48.600 --> 00:08:50.800]  所以波阿斯有人說
[00:08:50.800 --> 00:08:52.720]  就好像耶穌一樣
[00:08:52.720 --> 00:08:53.720]  Boaz
[00:08:53.720 --> 00:08:56.520]  他是Redeemer他是救贖主
[00:08:56.520 --> 00:08:58.600]  而使女就像天使一樣
[00:08:58.600 --> 00:09:00.880]  路德與使女在一起
[00:09:00.880 --> 00:09:02.840]  他在神的計劃裏面
[00:09:02.840 --> 00:09:04.920]  耶穌已經安排了他
[00:09:04.920 --> 00:09:07.720]  耶穌已經帶領了他
[00:09:07.720 --> 00:09:13.040]  而他從春天開始就一直收穫
[00:09:13.040 --> 00:09:15.560]  收到快要冬天的時候
[00:09:15.560 --> 00:09:18.000]  他的恩典永留不斷
[00:09:18.000 --> 00:09:20.360]  他與他的婆婆住在一起
[00:09:20.360 --> 00:09:24.120]  有人解經說婆婆代表聖靈
[00:09:24.120 --> 00:09:26.080]  當我們的生命中有聖靈掌管
[00:09:26.080 --> 00:09:28.000]  有聖靈帶領我們的時候
[00:09:28.000 --> 00:09:31.440]  我們生命中的恩典就永留不斷
[00:09:31.440 --> 00:09:32.920]  好的
[00:09:32.920 --> 00:09:35.480]  因爲經上面說
[00:09:35.480 --> 00:09:37.320]  路德是磨牙人
[00:09:37.320 --> 00:09:39.640]  永不得入耶和華的殿
[00:09:39.640 --> 00:09:43.080]  但是他卻是大衛王的祖母
[00:09:43.080 --> 00:09:45.560]  他卻是耶穌的家譜上面
[00:09:45.560 --> 00:09:47.400]  有他的名字
[00:09:47.400 --> 00:09:49.120]  哈賴路亞戰美神
[00:09:49.120 --> 00:09:51.920]  所以我又講了一個要在竹裏面成長
[00:09:51.920 --> 00:09:54.240]  有三個絕招
[00:09:54.240 --> 00:09:55.840]  這三個絕招
[00:09:55.840 --> 00:10:01.120]  其實就是要讓葡萄樹枝子能夠連在一起
[00:10:01.120 --> 00:10:03.640]  所以我們就藏在竹裏面
[00:10:03.640 --> 00:10:07.880]  我們藏在竹裏面就多結果子
[00:10:07.880 --> 00:10:09.840]  所以我們有三個絕招
[00:10:09.840 --> 00:10:13.640]  讓我們藏在竹裏面多結果子
[00:10:13.640 --> 00:10:16.600]  就是要主日崇拜
[00:10:16.600 --> 00:10:18.160]  要小主聚會
[00:10:18.160 --> 00:10:20.160]  還要靈脩禱告
[00:10:20.160 --> 00:10:22.520]  你這三個絕招你都用上了
[00:10:22.520 --> 00:10:27.640]  我保證你在竹裏面你經歷到成長
[00:10:27.640 --> 00:10:31.320]  當人家在聽到你 在遇見你的時候
[00:10:31.320 --> 00:10:32.960]  就不得一樣
[00:10:32.960 --> 00:10:34.680]  看着你就是健康的
[00:10:34.680 --> 00:10:36.120]  就是喜樂的
[00:10:36.120 --> 00:10:38.400]  看到你就是屬神的人
[00:10:38.400 --> 00:10:40.120]  人家說你信什麼
[00:10:40.120 --> 00:10:41.440]  我也要信
[00:10:41.440 --> 00:10:43.080]  哈賴路亞戰美神
[00:10:43.080 --> 00:10:45.800]  這是在竹裏面成長的三個絕招
[00:10:45.800 --> 00:10:48.680]  還有
[00:10:48.680 --> 00:10:51.040]  說要活出你的夢想
[00:10:51.040 --> 00:10:53.840]  因爲我們要體驗在竹裏面的成長
[00:10:53.840 --> 00:10:56.280]  你是那個成年老夢
[00:10:56.280 --> 00:10:58.680]  或者是永遠脫不了的噩夢
[00:10:58.680 --> 00:10:59.760]  還是怎麼樣
[00:10:59.760 --> 00:11:03.880]  但是我們要活出我們的夢想來
[00:11:03.880 --> 00:11:05.560]  以夫所書說
[00:11:05.560 --> 00:11:08.520]  神能照着運行在你們心裏的大力
[00:11:08.520 --> 00:11:10.720]  充充足足地成就一切
[00:11:10.720 --> 00:11:13.560]  超過我們所求所想的
[00:11:13.560 --> 00:11:16.880]  我們有的時候不能夠體驗到在竹裏面的成長
[00:11:16.880 --> 00:11:19.080]  甚至於不能夠經歷到神
[00:11:19.080 --> 00:11:21.680]  我們沒有能夠活出我們的夢想
[00:11:21.680 --> 00:11:25.000]  我們失去了我們的夢想
[00:11:25.000 --> 00:11:29.480]  甚至於我們應該要重新來夢想
[00:11:29.480 --> 00:11:31.520]  如何重新來夢想
[00:11:31.520 --> 00:11:33.800]  那麼我們的夢想是什麼
[00:11:33.800 --> 00:11:36.520]  我們教會的夢想是什麼呢
[00:11:36.520 --> 00:11:37.360]  時間有限
[00:11:37.360 --> 00:11:40.920]  你們有興趣就可以上網去聽
[00:11:40.920 --> 00:11:44.200]  上一次我講說是要偉生的福事
[00:11:44.200 --> 00:11:46.400]  在我們小園記得最清楚了
[00:11:46.400 --> 00:11:47.880]  在馬可福音他說
[00:11:47.880 --> 00:11:53.360]  你要盡心盡力盡力愛住你的神
[00:11:53.360 --> 00:11:54.640]  就這麼一句話
[00:11:54.640 --> 00:11:55.920]  就已經跟我們講
[00:11:55.920 --> 00:11:58.120]  什麼叫做盡心
[00:11:58.120 --> 00:12:00.000]  就是whole hearted
[00:12:00.000 --> 00:12:03.560]  也就是說你要有一個loyalty
[00:12:03.560 --> 00:12:05.120]  你要忠心
[00:12:05.120 --> 00:12:06.880]  那麼什麼叫盡心
[00:12:06.880 --> 00:12:08.440]  你就是要有一個passion
[00:12:08.440 --> 00:12:10.120]  你要有一個熱忱
[00:12:10.120 --> 00:12:11.880]  什麼叫做盡力
[00:12:11.880 --> 00:12:13.760]  就是你要有一個creativity
[00:12:13.760 --> 00:12:15.200]  你要有一個創意
[00:12:15.200 --> 00:12:16.640]  什麼叫盡力
[00:12:16.640 --> 00:12:18.600]  就是你要superb
[00:12:18.600 --> 00:12:20.120]  你要卓越
[00:12:20.120 --> 00:12:23.280]  我上次講得很清楚很明白
[00:12:23.280 --> 00:12:24.880]  我們忠心
[00:12:24.880 --> 00:12:26.040]  忠心不二
[00:12:26.040 --> 00:12:27.600]  我們侍奉主
[00:12:27.600 --> 00:12:28.760]  我們常常
[00:12:28.760 --> 00:12:30.840]  我們還以爲我們服侍神
[00:12:30.840 --> 00:12:33.120]  但是回頭一看
[00:12:33.120 --> 00:12:35.000]  我們服侍的是馬們
[00:12:35.000 --> 00:12:37.200]  我們所拜的是錢
[00:12:37.200 --> 00:12:41.600]  如果要神跟錢來比的話
[00:12:41.600 --> 00:12:44.400]  錢明顯是比神大了
[00:12:44.400 --> 00:12:47.280]  所以就是我們失掉了忠心的
[00:12:47.280 --> 00:12:49.360]  神要我們的是忠心
[00:12:49.360 --> 00:12:49.880]  是的
[00:12:49.880 --> 00:12:51.400]  哈雷路亞詔文是
[00:12:51.400 --> 00:12:53.200]  神要我們有一個熱忱
[00:12:53.200 --> 00:12:54.120]  對他
[00:12:54.120 --> 00:12:55.320]  保羅說
[00:12:55.320 --> 00:12:56.640]  對人我要謹守
[00:12:56.640 --> 00:12:59.160]  但是對神我癲狂
[00:12:59.160 --> 00:13:01.000]  就像我一樣
[00:13:01.000 --> 00:13:01.880]  當我家裏面說
[00:13:01.880 --> 00:13:02.800]  阿姨阿姨
[00:13:02.800 --> 00:13:05.120]  你信可以不要信你了
[00:13:05.120 --> 00:13:08.760]  曾幾何之我已經信得執迷不悟了
[00:13:08.760 --> 00:13:11.280]  但是神他就喜歡
[00:13:11.280 --> 00:13:13.640]  你對他有一個熱忱的心
[00:13:13.640 --> 00:13:14.720]  我不是
[00:13:14.720 --> 00:13:16.680]  昨天有一個人他走的時候跟我說
[00:13:16.680 --> 00:13:17.680]  哎呀牧師啊
[00:13:17.680 --> 00:13:19.000]  我看你好喜樂
[00:13:19.000 --> 00:13:20.080]  其實你不知道
[00:13:20.080 --> 00:13:22.200]  我也有許多排頭喫的
[00:13:22.200 --> 00:13:23.320]  在家裏面有的時候
[00:13:23.320 --> 00:13:25.480]  太太也會跟我打官腔
[00:13:25.480 --> 00:13:27.080]  或者是鬧脾氣
[00:13:27.080 --> 00:13:28.480]  或者是怎麼樣的
[00:13:28.480 --> 00:13:30.440]  但是
[00:13:30.440 --> 00:13:32.360]  來到弟兄姐妹
[00:13:32.360 --> 00:13:34.360]  來到教會里面
[00:13:34.360 --> 00:13:36.520]  我一定要很熱忱
[00:13:36.520 --> 00:13:37.720]  很熱心
[00:13:37.720 --> 00:13:39.440]  很喜樂
[00:13:39.440 --> 00:13:41.600]  就好像我們在唱詩歌跳舞的時候
[00:13:41.600 --> 00:13:43.520]  我這個年紀都快七十歲了
[00:13:43.520 --> 00:13:45.440]  我還是要蹦蹦跳跳的
[00:13:45.440 --> 00:13:46.880]  我不跳你們都不跳了
[00:13:46.880 --> 00:13:47.680]  不是嗎
[00:13:47.680 --> 00:13:49.000]  嗨呀大個子
[00:13:49.000 --> 00:13:51.880]  所以我們一定要有一個passion
[00:13:51.880 --> 00:13:53.520]  能夠活出這個熱忱
[00:13:53.520 --> 00:13:55.760]  而且我們要有creativity
[00:13:55.760 --> 00:13:57.080]  啊不要在教會里面
[00:13:57.080 --> 00:13:59.600]  什麼都是耶穌耶穌耶穌
[00:13:59.600 --> 00:14:00.960]  哦是
[00:14:00.960 --> 00:14:02.600]  確實是什麼都是耶穌
[00:14:02.600 --> 00:14:05.400]  但是我們要有一個creativity
[00:14:05.400 --> 00:14:08.600]  能夠讓事情能夠解決
[00:14:08.600 --> 00:14:11.640]  甚至於我們要有一個卓越
[00:14:11.640 --> 00:14:13.640]  我不是說嗎
[00:14:13.640 --> 00:14:17.640]  如果說教會不能解決世界的問題
[00:14:17.640 --> 00:14:20.000]  或者是林書豪
[00:14:20.000 --> 00:14:22.600]  他籃球不是打得這麼好的話
[00:14:22.600 --> 00:14:24.480]  誰要聽他的呢
[00:14:24.480 --> 00:14:26.480]  誰要看他的呢
[00:14:26.480 --> 00:14:28.680]  所以我們也要卓越
[00:14:28.680 --> 00:14:30.680]  活出我們的卓越來
[00:14:32.760 --> 00:14:36.360]  所以這我上次講的叫做僞身的服事
[00:14:36.360 --> 00:14:40.280]  Committed to serve the Lord
[00:14:40.280 --> 00:14:42.280]  但是您知道嗎
[00:14:42.280 --> 00:14:44.840]  常常我們僞身呢
[00:14:44.840 --> 00:14:47.160]  僞身錯誤掉
[00:14:47.160 --> 00:14:49.600]  我有的時候我就會發出來給大家看
[00:14:49.600 --> 00:14:51.760]  譬如說聖經上面有講一句話
[00:14:51.760 --> 00:14:53.120]  在生命紀也有講
[00:14:53.120 --> 00:14:54.480]  歷位紀也有講
[00:14:54.480 --> 00:15:02.160]  它說你不可隨意按照你的喜好去獻祭
[00:15:02.160 --> 00:15:05.440]  你不能說我喜歡這個士工我就奉獻
[00:15:05.440 --> 00:15:07.160]  我喜歡那個士工我就奉獻
[00:15:07.160 --> 00:15:09.440]  我喜歡這個士工我就奉獻
[00:15:09.440 --> 00:15:13.840]  這叫做隨意按照你的喜好你去獻祭
[00:15:13.840 --> 00:15:17.840]  而它說乃是要按照神爲你點選
[00:15:17.840 --> 00:15:22.080]  你的支派的地方去獻方祭
[00:15:22.080 --> 00:15:24.320]  換句話說我們要有專一性
[00:15:24.320 --> 00:15:26.400]  僞身不能僞身太多地方
[00:15:26.400 --> 00:15:28.440]  你要有一個專一性
[00:15:28.440 --> 00:15:30.040]  不然你的祝福
[00:15:30.040 --> 00:15:35.480]  不然你在神的心中統統打了折扣
[00:15:35.480 --> 00:15:40.760]  因爲你僞身到太多地方就失掉了專一性
[00:15:40.760 --> 00:15:42.200]  阿勒維亞專美神
[00:15:42.200 --> 00:15:44.600]  今天我要講的是
[00:15:44.600 --> 00:15:47.880]  我們要期盼復興的火
[00:15:47.880 --> 00:15:54.200]  也作爲我們體驗在祖裏面的成長的另外一個講
[00:15:54.200 --> 00:15:58.680]  是說要expecting the fire of revival
[00:15:58.680 --> 00:15:59.760]  你知道嗎
[00:15:59.760 --> 00:16:05.560]  我們有姐妹大概在兩三個月就要生小孩了
[00:16:05.560 --> 00:16:08.720]  這叫做英文叫做expecting
[00:16:08.720 --> 00:16:09.520]  對不對
[00:16:09.520 --> 00:16:11.440]  你的預產期
[00:16:11.440 --> 00:16:15.800]  所以expect跟hope不太一樣
[00:16:15.800 --> 00:16:18.840]  你希望跟你期盼不一樣
[00:16:18.840 --> 00:16:20.680]  你如果根本還沒有懷孕
[00:16:20.680 --> 00:16:22.600]  你說我希望有一個小孩
[00:16:22.600 --> 00:16:24.240]  那叫做I hope
[00:16:24.240 --> 00:16:24.920]  對不對
[00:16:24.920 --> 00:16:26.680]  你現在已經懷孕了
[00:16:26.680 --> 00:16:29.440]  我們就知道十個月這個孩子就要出來了
[00:16:29.440 --> 00:16:31.960]  這叫做你的expecting
[00:16:31.960 --> 00:16:34.880]  你在期待那個孩子就要出來
[00:16:34.880 --> 00:16:39.960]  所以復興的火不是說我們hope要有復興火
[00:16:39.960 --> 00:16:42.000]  我們是要expect
[00:16:42.000 --> 00:16:44.920]  我們會有復興的火要臨到我們中間
[00:16:44.920 --> 00:16:46.240]  讓我們低頭禱告
[00:16:46.240 --> 00:16:47.840]  阿巴付我們感謝
[00:16:47.840 --> 00:16:49.040]  我們讚美
[00:16:49.040 --> 00:16:52.080]  來到你的面前我們再一次說
[00:16:52.080 --> 00:16:54.840]  願你得到那應得當的佩雷的榮耀
[00:16:54.840 --> 00:16:57.960]  願你在我們中間來做那奇妙的事情
[00:16:57.960 --> 00:17:03.080]  讓我們能夠真正是復興的火在我們中間點燃起來
[00:17:03.080 --> 00:17:06.720]  讓我們能夠看到我們期盼
[00:17:06.720 --> 00:17:07.840]  感謝禱告讚美
[00:17:07.840 --> 00:17:09.960]  是奉主耶穌基督的名
[00:17:09.960 --> 00:17:10.640]  Amen
[00:17:10.640 --> 00:17:11.760]  Hallelujah
[00:17:11.760 --> 00:17:14.360]  今天恰逢中國國慶
[00:17:14.360 --> 00:17:17.000]  我們願中國國運昌榮
[00:17:17.000 --> 00:17:18.600]  欣欣向榮
[00:17:18.600 --> 00:17:23.280]  我們更期盼我們的教會能夠臨
[00:17:23.280 --> 00:17:27.240]  期盼到復興的火能夠臨到我們的教會
[00:17:27.240 --> 00:17:30.680]  臨到神的國還有個人、各家
[00:17:30.680 --> 00:17:33.960]  不管你往以前是怎麼樣
[00:17:33.960 --> 00:17:35.480]  許多困苦患難
[00:17:35.480 --> 00:17:37.640]  但是我們expect
[00:17:37.640 --> 00:17:41.240]  我們的復興的火要在我們生命中點燃起來
[00:17:41.240 --> 00:17:43.720]  復興的意思是說
[00:17:43.720 --> 00:17:45.320]  本來你很健壯
[00:17:45.320 --> 00:17:48.160]  身體生了病就衰弱了
[00:17:48.160 --> 00:17:51.160]  但是你要恢復到你健壯的樣子
[00:17:51.160 --> 00:17:52.560]  本來你很勇敢
[00:17:52.560 --> 00:17:54.200]  但是受了傷害
[00:17:54.200 --> 00:17:55.920]  你就萎縮、退縮了
[00:17:55.920 --> 00:17:59.560]  我們現在要恢復到你那個剛強壯膽
[00:17:59.560 --> 00:18:00.640]  本來你很喜樂
[00:18:00.640 --> 00:18:02.120]  但是受到傷害
[00:18:02.120 --> 00:18:03.600]  你就退下來了
