
[00:00:00.000 --> 00:00:04.280]  今天是新的一年 第一個主日
[00:03:21.860 --> 00:03:26.100]  以致我們可以將耶穌基督的身體表現出來
[00:03:26.100 --> 00:03:28.400]  讓世人能夠看得到
[00:03:28.400 --> 00:03:32.700]  將智慧、將神的榮耀歸給神
[00:03:32.700 --> 00:03:35.740]  然後去到第四至第六章
[00:03:35.740 --> 00:03:36.960]  保羅說
[00:03:36.960 --> 00:03:42.540]  你們現在要活出一個基督徒的品格
[00:03:42.540 --> 00:03:45.180]  好像神跟我們說
[00:03:45.180 --> 00:03:48.420]  我已經大大祝福了你們
[00:03:48.420 --> 00:03:51.200]  你們願不願意來服從我
[00:03:51.200 --> 00:03:57.800]  你們願不願意與蒙召的恩相稱
[00:03:57.800 --> 00:03:58.480]  在這裡
[00:03:58.480 --> 00:04:01.020]  在《肥納比書》的一章二十七節
[00:04:01.020 --> 00:04:04.060]  保羅也有說很相似的經文
[00:04:04.060 --> 00:04:09.100]  「只要你們行事為人 與基督的福音相稱」
[00:04:09.100 --> 00:04:10.480]  換句話來說
[00:04:10.480 --> 00:04:11.960]  每一個基督徒
[00:04:11.960 --> 00:04:14.440]  我們都是被耶穌基督救贖
[00:04:14.440 --> 00:04:17.620]  救贖之後我們有特別的地位
[00:04:17.620 --> 00:04:21.320]  我們要與我們的地位相稱
[00:04:21.320 --> 00:04:22.500]  所以此忽所恕
[00:04:22.500 --> 00:04:24.140]  第二章一節保羅說
[00:04:24.140 --> 00:04:30.840]  「既然蒙召行事為人 就當與蒙召的恩相稱」
[00:04:30.840 --> 00:04:34.120]  一個基督徒最重要要做的事
[00:04:34.120 --> 00:04:40.100]  就是要將我們已經擁有的身份活出來
[00:04:40.100 --> 00:04:43.300]  保羅怕我們不知道我們的身份是甚麼
[00:04:43.300 --> 00:04:44.320]  無法活出來
[00:04:44.320 --> 00:04:47.940]  所以他用了三章的經文來教導
[00:04:47.940 --> 00:04:50.260]  然後在第四章告訴我們
[00:04:50.260 --> 00:04:51.720]  現在是了
[00:04:51.720 --> 00:04:54.780]  你們現在要去活出你們的身份
[00:04:54.780 --> 00:04:58.420]  你們的地位
[00:04:58.420 --> 00:05:03.280]  有沒有留意到保羅所說要與蒙召的恩相稱
[00:05:03.280 --> 00:05:07.560]  他不是說我們有特別的事要做
[00:05:07.560 --> 00:05:09.280]  例如他沒有說
[00:05:09.280 --> 00:05:12.760]  你們現在要每個星期回教會
[00:05:12.760 --> 00:05:15.400]  你們現在要上主日學
[00:05:15.400 --> 00:05:16.780]  你們要讀經
[00:05:16.780 --> 00:05:19.460]  你們要禱告
[00:05:19.460 --> 00:05:22.260]  這些都是外在的行為
[00:05:22.260 --> 00:05:26.260]  如果是外在的行為就可以假冒為善
[00:05:26.260 --> 00:05:29.440]  法利塞人就是最好的例子
[00:05:29.440 --> 00:05:32.860]  法利塞人說到去聖殿來敬拜
[00:05:32.860 --> 00:05:34.920]  說到讀經 說到禱告
[00:05:34.920 --> 00:05:36.160]  無懈可擊
[00:05:36.160 --> 00:05:38.180]  真是一流
[00:05:38.180 --> 00:05:41.360]  但是耶穌基督罵他們是假冒為善
[00:05:41.360 --> 00:05:43.240]  說他們空有外表
[00:05:43.240 --> 00:05:46.680]  說他們是粉色的墳墓
[00:05:46.680 --> 00:05:49.480]  注意保羅所說的
[00:05:49.480 --> 00:05:52.340]  是我們要有正確的心態
[00:05:52.340 --> 00:05:56.200]  而不是要我們有特別的行為
[00:05:56.200 --> 00:06:00.460]  一個人能夠有行為的果子
[00:06:00.460 --> 00:06:03.900]  但他未必有心態的果子
[00:06:03.900 --> 00:06:06.100]  這就是法利塞人
[00:06:06.100 --> 00:06:08.560]  他們滿有行為的果子
[00:06:08.560 --> 00:06:10.940]  但沒有心態的果子
[00:06:10.940 --> 00:06:14.080]  但當一個人有心態的果子的時候
[00:06:14.080 --> 00:06:17.060]  他就一定會有行為的果子
[00:06:17.060 --> 00:06:18.860]  這就是保羅所說的
[00:06:18.860 --> 00:06:21.160]  我們要有心態的果子
[00:06:21.160 --> 00:06:26.640]  我們一起來看看保羅提醒我們有什麼心態的果子
[00:06:26.640 --> 00:06:30.720]  在以弗所書的四章二至三節
[00:06:30.720 --> 00:06:31.660]  保羅說
[00:06:31.660 --> 00:06:35.340]  凡事謙虛 溫柔 忍耐
[00:06:35.340 --> 00:06:38.060]  用愛心互相寬容
[00:06:38.060 --> 00:06:40.560]  用和平彼此聯絡
[00:06:40.560 --> 00:06:45.540]  竭力保守聖靈所賜合而為一的心
[00:06:45.540 --> 00:06:47.240]  我們看到
[00:06:47.240 --> 00:06:51.880]  這些心態的果子也可以說是屬靈的果子
[00:06:51.880 --> 00:06:55.160]  在《迦拉太書》的五章二十二節
[00:06:55.160 --> 00:06:58.580]  保羅說了九種心態的果子
[00:06:58.580 --> 00:07:01.040]  或者屬靈的果子
[00:07:01.040 --> 00:07:03.120]  但在以弗所書的四章
[00:07:03.120 --> 00:07:06.040]  他說了五種心態的果子
[00:07:06.040 --> 00:07:10.880]  就是要我們謙虛 溫柔 忍耐
[00:07:10.880 --> 00:07:13.480]  用愛心互相寬容
[00:07:13.480 --> 00:07:18.020]  然後是竭力保守聖靈所賜合而為一的心
[00:07:18.020 --> 00:07:20.220]  一共是五種
[00:07:20.220 --> 00:07:24.560]  大部分的基督徒可能都坐錯了船
[00:07:24.560 --> 00:07:27.700]  我們認為做一個基督徒是怎樣的呢?
[00:07:27.700 --> 00:07:30.880]  每個星期進教會
[00:07:30.880 --> 00:07:32.040]  奉獻
[00:07:32.040 --> 00:07:34.380]  守聖餐 好像今天這樣
[00:07:34.380 --> 00:07:36.120]  有空讀聖經
[00:07:36.120 --> 00:07:38.020]  有空禱告
[00:07:38.020 --> 00:07:40.540]  小心不要犯罪
[00:07:40.540 --> 00:07:43.580]  這些都是外在的行為
[00:07:43.580 --> 00:07:45.160]  不是保羅所說的
[00:07:45.160 --> 00:07:50.600]  保羅說我們要有心態的果子
[00:07:50.600 --> 00:07:56.860]  我們不妨看看五種心態果子的關係
[00:07:56.860 --> 00:07:59.620]  第一種就是謙虛
[00:07:59.620 --> 00:08:01.520]  當我們謙虛的時候
[00:08:01.520 --> 00:08:04.360]  我們自然就會溫柔
[00:08:04.360 --> 00:08:05.660]  當我們溫柔的時候
[00:08:05.660 --> 00:08:08.220]  我們自然就會忍耐
[00:08:08.220 --> 00:08:09.860]  當我們忍耐的時候
[00:08:09.860 --> 00:08:12.680]  自然就可以互相寬容
[00:08:12.680 --> 00:08:14.180]  當我們互相寬容
[00:08:14.180 --> 00:08:18.700]  就能夠保持聖靈所賜合而為一的心
[00:08:18.700 --> 00:08:20.560]  如果大家留意的話
[00:08:20.560 --> 00:08:26.080]  頭三種心態果子是私人的立場
[00:08:26.080 --> 00:08:30.480]  謙虛 溫柔 忍耐是私人的
[00:08:30.480 --> 00:08:33.600]  但到了第四 第五種就是集體的
[00:08:33.600 --> 00:08:36.440]  才能夠互相寬容
[00:08:36.440 --> 00:08:41.440]  才能夠保持我們肢體上的合一
[00:08:41.440 --> 00:08:44.560]  我們一起來看看第一種的果子
[00:08:44.560 --> 00:08:46.560]  就是謙虛
[00:08:46.560 --> 00:08:49.440]  我們基督徒是有很高的地位
[00:08:49.440 --> 00:08:51.620]  我們是神的子民
[00:08:51.620 --> 00:08:53.880]  我們是神的兒女
[00:08:53.880 --> 00:08:55.240]  但相反來說
[00:08:55.240 --> 00:08:58.020]  我們的心態應該是低調的
[00:08:58.020 --> 00:09:01.060]  我們的心態應該是謙虛的
[00:09:01.060 --> 00:09:05.340]  我在不久之前說的「真言」系列
[00:09:05.340 --> 00:09:09.760]  我曾經說過一篇叫做「謙卑的智慧」
[00:09:09.760 --> 00:09:11.220]  就是講謙卑
[00:09:11.220 --> 00:09:14.540]  所以我今天不會說很多關於謙虛的事
[00:09:14.540 --> 00:09:18.880]  如果大家想學習謙卑 謙虛的話
[00:09:18.880 --> 00:09:23.640]  可以去聽那一篇「謙卑的智慧」
[00:09:23.640 --> 00:09:25.880]  當我們謙卑的時候
[00:09:25.880 --> 00:09:29.500]  我們就能夠溫柔
[00:09:29.500 --> 00:09:32.260]  溫柔 剛才說過
[00:09:32.260 --> 00:09:35.800]  亦是《迦拉太書》五章二十二節裡
[00:09:35.800 --> 00:09:40.040]  屬靈的果子其中的一種
[00:09:40.040 --> 00:09:43.660]  俗世的人怎樣來看溫柔?
[00:09:43.660 --> 00:09:45.140]  根據西方的字典
[00:09:45.140 --> 00:09:50.940]  溫柔的定義就是缺乏精神和勇氣
[00:09:50.940 --> 00:09:56.060]  所以俗世的人來看溫柔是負面的
[00:09:56.060 --> 00:09:57.580]  是缺少一些東西
[00:09:57.580 --> 00:10:01.180]  就是缺少勇氣和精神
[00:10:01.180 --> 00:10:04.780]  所以希臘文和羅馬文字
[00:10:04.780 --> 00:10:07.300]  都沒有「溫柔」這個字
[00:10:07.300 --> 00:10:10.620]  因為在希臘文化和羅馬文化
[00:10:10.620 --> 00:10:12.380]  他們是鄙視溫柔
[00:10:12.380 --> 00:10:16.060]  他們覺得溫柔是懦弱的表現
[00:10:16.060 --> 00:10:18.860]  但是耶穌基督怎樣說?
[00:10:18.860 --> 00:10:21.660]  在《馬太福音》十一章二十九節
[00:10:21.660 --> 00:10:24.520]  祂說「我心裡柔和謙卑
[00:10:24.520 --> 00:10:26.920]  你們當負我的額
[00:10:26.920 --> 00:10:28.340]  學我的洋式
[00:10:28.340 --> 00:10:32.080]  這樣你們心裡就必得享安息」
[00:10:32.080 --> 00:10:35.320]  耶穌基督自己說祂是柔和謙卑
[00:10:35.320 --> 00:10:38.360]  祂是溫柔
[00:10:38.360 --> 00:10:42.100]  溫柔是謙卑的副產品
[00:10:42.100 --> 00:10:44.800]  溫柔不是懦弱
[00:10:44.800 --> 00:10:47.940]  溫柔是有控制的力量
[00:10:47.940 --> 00:10:51.660]  就好像馬戲班裡的一隻獅子
[00:10:51.660 --> 00:10:53.240]  被馴服了
[00:10:53.240 --> 00:10:55.700]  牠很溫柔能夠表演
[00:10:55.700 --> 00:10:58.780]  但是否代表牠是懦弱?
[00:10:58.780 --> 00:11:00.520]  不代表牠是懦弱
[00:11:00.520 --> 00:11:02.080]  如果你說牠是懦弱的
[00:11:02.080 --> 00:11:03.680]  你夠不夠膽
[00:11:03.680 --> 00:11:06.120]  去獅子籠裡跟牠住一晚
[00:11:06.120 --> 00:11:07.780]  我相信你不夠膽
[00:11:07.780 --> 00:11:09.580]  所以就讓我們見到
[00:11:09.580 --> 00:11:12.100]  這是有控制的力量
[00:11:12.100 --> 00:11:15.580]  叫做溫柔
[00:11:15.580 --> 00:11:17.580]  保羅提醒我們
[00:11:17.580 --> 00:11:20.780]  我們基督徒是要謙卑和溫柔
[00:11:20.780 --> 00:11:22.660]  不要自高自大
[00:11:22.660 --> 00:11:25.880]  不要看自己比別人高
[00:11:25.880 --> 00:11:28.300]  耶穌基督同樣提醒我們
[00:11:28.300 --> 00:11:32.080]  祂是柔和謙卑
[00:11:32.080 --> 00:11:34.680]  當我們是溫柔的時候
[00:11:34.680 --> 00:11:38.080]  我們自然就會忍耐
[00:11:38.080 --> 00:11:39.080]  我們剛才說
[00:11:39.080 --> 00:11:42.140]  俗世看溫柔就是缺乏一些東西
[00:11:42.140 --> 00:11:44.340]  缺乏精神勇氣
[00:11:44.340 --> 00:11:47.040]  其實從屬靈的眼光來看溫柔
[00:11:47.040 --> 00:11:49.600]  也是缺少一些東西的
[00:11:49.600 --> 00:11:51.140]  缺少什麼?
[00:11:51.140 --> 00:11:53.900]  就是缺少了報復的心
[00:11:53.900 --> 00:11:56.640]  缺少了還擊的心
[00:11:56.640 --> 00:11:58.460]  當有人惹你生氣的時候
[00:11:58.460 --> 00:12:00.860]  你不去還擊,你不去報復
[00:12:00.860 --> 00:12:03.580]  這就是忍耐
[00:12:03.580 --> 00:12:05.760]  我在說真言的時候
[00:12:05.760 --> 00:12:07.900]  我也說過有一篇道
[00:12:07.900 --> 00:12:09.900]  叫做自制的智慧
[00:12:09.900 --> 00:12:13.060]  所以我今天也不會說很多關於忍耐
[00:12:13.060 --> 00:12:17.140]  如果大家有興趣想學習忍耐的話
[00:12:17.140 --> 00:12:21.220]  可以去聽回那篇《自制的智慧》
[00:12:21.220 --> 00:12:22.820]  我們一起來看看
[00:12:22.820 --> 00:12:24.340]  有一節經文
[00:12:24.340 --> 00:12:27.460]  在彼得前書的四章八節
[00:12:27.460 --> 00:12:31.860]  經文說最要緊的是彼此切實相愛
[00:12:31.860 --> 00:12:35.500]  因為愛能遮掩許多的罪
[00:12:35.500 --> 00:12:38.420]  當我們能夠彼此相愛的時候
[00:12:38.420 --> 00:12:40.160]  就能夠遮掩許多的罪
[00:12:40.160 --> 00:12:43.660]  我們就能夠變得更加的忍耐
[00:12:43.660 --> 00:12:47.700]  這也帶領到第四點
[00:12:47.700 --> 00:12:52.620]  第四點是要用愛心互相寬容
[00:12:52.620 --> 00:12:55.420]  剛才彼得前書四章八節說
[00:12:55.420 --> 00:12:59.460]  愛能夠遮掩許多的罪
[00:12:59.460 --> 00:13:01.900]  遮掩罪就是寬恕罪
[00:13:01.900 --> 00:13:07.020]  所以我們就能夠做到弟兄姊妹彼此的寬容
[00:13:07.020 --> 00:13:08.380]  很有趣
[00:13:08.380 --> 00:13:12.180]  希臘文原來有三種不同的愛
[00:13:12.180 --> 00:13:15.540]  經文說要用愛心互相寬容
[00:13:15.540 --> 00:13:18.020]  希臘文有三種不同的愛
[00:13:18.020 --> 00:13:19.980]  第一種是Eros
[00:13:19.980 --> 00:13:23.420]  Eros是肉體的愛,是色情的愛
[00:13:23.420 --> 00:13:27.700]  是接受的愛,是專門接受從來不付出的
[00:13:27.700 --> 00:13:29.580]  這就是Eros
[00:13:29.580 --> 00:13:32.540]  可以說是自私的愛
[00:13:32.540 --> 00:13:35.620]  第二種是Phileo
[00:13:35.620 --> 00:13:38.700]  Phileo是交換的愛
[00:13:38.700 --> 00:13:41.460]  有接受也有付出
[00:13:41.460 --> 00:13:44.020]  這就像朋友之間的愛
[00:13:44.020 --> 00:13:46.300]  朋友愛你,你也愛你的朋友
[00:13:46.300 --> 00:13:48.100]  這是彼此交換
[00:13:48.100 --> 00:13:50.100]  有來有往
[00:13:50.100 --> 00:13:54.140]  在美國有一個城市叫Philadelphia
[00:13:54.140 --> 00:13:58.420]  就是兄弟之愛的意思
[00:13:58.420 --> 00:14:00.580]  還有第三種的愛
[00:14:00.580 --> 00:14:05.220]  Eros是很自私的,只有接受不付出
[00:14:05.220 --> 00:14:08.820]  Phileo就是有來有往,有接受也有付出
[00:14:08.820 --> 00:14:11.700]  但是最高的愛就是Agape
[00:14:11.700 --> 00:14:15.300]  Agape就是專門施予付出
[00:14:15.300 --> 00:14:17.300]  是一種犧牲的愛
[00:14:17.300 --> 00:14:21.380]  我們要做到用愛心互相寬容的話
[00:14:21.380 --> 00:14:26.140]  我們就要有這種犧牲的愛,付出的愛
[00:14:26.140 --> 00:14:30.460]  才能夠互相寬容
[00:14:30.460 --> 00:14:33.940]  當我們能夠互相寬容
[00:14:33.940 --> 00:14:38.900]  就能夠保持聖靈所賜,合而為一的心
[00:14:38.900 --> 00:14:41.420]  在這裡二不所思的四章三節
[00:14:41.420 --> 00:14:44.220]  說要用和平彼此聯絡
[00:14:44.220 --> 00:14:48.900]  竭力保守聖靈所賜,合而為一的心
[00:14:48.900 --> 00:14:50.860]  我們剛才說
[00:14:50.860 --> 00:14:55.660]  在教會時期是耶穌基督唯一不在世上的時間
[00:14:55.660 --> 00:14:59.980]  是要由基督徒來將耶穌基督表現出來
[00:14:59.980 --> 00:15:05.580]  我們要合一才能夠將耶穌基督的肢體表現出來
[00:15:05.580 --> 00:15:07.180]  如果我們不合一的話
[00:15:07.180 --> 00:15:10.940]  耶穌基督的肢體就會變得支離破碎
[00:15:10.940 --> 00:15:12.500]  我也說過
[00:15:12.500 --> 00:15:13.980]  我們去傳福音
[00:15:13.980 --> 00:15:16.940]  我們要讓別人看到我們的合一
[00:15:16.940 --> 00:15:21.300]  我們才能夠有一個有效的福音信息
[00:15:21.300 --> 00:15:25.420]  如果世人看到我們基督徒支離破碎的話
[00:15:25.420 --> 00:15:29.660]  沒有人會聽我們去傳福音
[00:15:29.660 --> 00:15:31.380]  好了,有很多基督徒說
[00:15:31.380 --> 00:15:35.060]  既然如此,我們一起來合一吧
[00:15:35.060 --> 00:15:37.820]  靠我們自己來合一
[00:15:37.820 --> 00:15:40.540]  聖經不是這樣說的
[00:15:40.540 --> 00:15:44.140]  你要靠你自己來合一太遲了
[00:15:44.140 --> 00:15:47.580]  聖靈已經使我們合一
[00:15:47.580 --> 00:15:51.300]  合一是聖靈的工作,是聖靈創造的
[00:15:51.300 --> 00:15:53.940]  不是我們自己去合一
[00:15:53.940 --> 00:16:00.660]  經文說我們要保持、竭力保守聖靈所賜合而為一的心
[00:16:00.660 --> 00:16:04.100]  我們所要做的就是竭力去保守
[00:16:04.100 --> 00:16:05.940]  不是靠我們自己去做
[00:16:05.940 --> 00:16:07.860]  我們做不到
[00:16:07.860 --> 00:16:09.540]  我以前跟大家說過
[00:16:09.540 --> 00:16:11.380]  自從巴別塔
[00:16:11.380 --> 00:16:14.900]  人類就變得四分五裂
[00:16:14.900 --> 00:16:18.700]  因為從巴別塔開始人是有不同的言語
[00:16:18.700 --> 00:16:20.660]  我們變成有不同的民族
[00:16:20.660 --> 00:16:23.780]  有不同的文化、不同的背景
[00:16:23.780 --> 00:16:25.900]  人類還是非常自私
[00:16:25.900 --> 00:16:29.580]  要我們自己來合一根本是不可能的
[00:16:29.580 --> 00:16:31.820]  合一是聖靈的工作
[00:16:31.820 --> 00:16:35.940]  我們是要保守這個合一
[00:16:35.940 --> 00:16:41.860]  有一個牧師去探訪一個神經病院的病人
[00:16:41.860 --> 00:16:44.220]  去到一間神經病院
[00:16:44.220 --> 00:16:45.860]  他發覺很奇怪
[00:16:45.860 --> 00:16:47.340]  在操場那裡
[00:16:47.340 --> 00:16:53.380]  一個警衛人員居然要看守幾十個病人
[00:16:53.380 --> 00:16:56.180]  他就去問那個警衛人員
[00:16:56.180 --> 00:16:58.580]  他說:你不怕嗎?
[00:16:58.580 --> 00:17:01.580]  那個警衛人員說:怕什麼?
[00:17:01.580 --> 00:17:03.540]  那個牧師問
[00:17:03.540 --> 00:17:06.860]  他說:怕那些神經病人突然間聯合
[00:17:06.860 --> 00:17:08.660]  團結起來來攻擊你
[00:17:08.660 --> 00:17:11.700]  你不夠他們打的
[00:17:11.700 --> 00:17:15.100]  那個警衛人員說:是怕都沒怕過
[00:17:15.100 --> 00:17:16.580]  你不知道
[00:17:16.580 --> 00:17:19.540]  神經病人有一樣東西他們做不到的
[00:17:19.540 --> 00:17:23.660]  就是不能夠合一、不能夠團結
[00:17:23.660 --> 00:17:24.860]  很可惜
[00:17:24.860 --> 00:17:28.580]  很多時候基督徒就好像神經病人一樣
[00:17:28.580 --> 00:17:31.340]  不能夠團結、不能夠合一
[00:17:31.340 --> 00:17:33.220]  所以我跟大家說過
[00:17:33.220 --> 00:17:37.700]  基督教是有三萬三千個不同的宗派
[00:17:37.700 --> 00:17:40.260]  二千年前只有一個宗派
[00:17:40.260 --> 00:17:45.540]  基督徒就有時候真的好像神經病人一樣
[00:17:45.540 --> 00:17:49.580]  合一是聖靈所賜、是聖靈的工作
[00:17:49.580 --> 00:17:54.300]  我們所要做的就是保持聖靈所賜的合一
[00:17:54.300 --> 00:17:59.940]  所以有人說:哎呀,我不能夠和某弟兄姊妹和睦
[00:17:59.940 --> 00:18:02.700]  不是你不能夠和他和睦
[00:18:02.700 --> 00:18:08.220]  是你拆散了、是你分裂了聖靈所賜的合一
[00:18:08.220 --> 00:18:10.100]  是你去分散了合一
[00:18:10.100 --> 00:18:14.380]  聖靈已經賜了和睦、賜了合一給你
[00:18:14.380 --> 00:18:17.180]  是你將它分裂了
[00:18:17.180 --> 00:18:19.660]  為什麼你不能夠合一?
[00:18:19.660 --> 00:18:23.740]  回頭看,因為你沒有愛心互相寬容
[00:18:23.740 --> 00:18:26.580]  為什麼你沒有愛心互相寬容?
[00:18:26.580 --> 00:18:29.100]  因為你不夠忍耐
[00:18:29.100 --> 00:18:31.260]  為什麼你不夠忍耐?
[00:18:31.260 --> 00:18:33.460]  因為你不夠溫柔
[00:18:33.460 --> 00:18:35.260]  為什麼你不夠溫柔?
[00:18:35.260 --> 00:18:38.060]  因為你不夠謙虛
[00:18:38.060 --> 00:18:40.220]  如果我們大家留意的話
[00:18:40.220 --> 00:18:42.700]  這些都是內在的質素
[00:18:42.700 --> 00:18:47.500]  我上一次講以弗所書第三章時跟大家講過
[00:18:47.500 --> 00:18:51.340]  我們要使裡面的人剛強起來
[00:18:51.340 --> 00:18:54.620]  裡面的人剛強起來就是裡面的質素
[00:18:54.620 --> 00:18:56.940]  我們要使裡面的人剛強起來
[00:18:56.940 --> 00:19:01.620]  我們才能夠行出這些內在的質素
[00:19:01.620 --> 00:19:05.780]  行出這些心態的果子
[00:19:05.780 --> 00:19:10.220]  在以弗所書的四章四至六節
[00:19:10.220 --> 00:19:12.860]  保羅說:身體只有一個
[00:19:12.860 --> 00:19:14.500]  聖靈只有一個
[00:19:14.500 --> 00:19:18.060]  正如你們蒙召同有一個指望
[00:19:18.060 --> 00:19:20.660]  一主一信一洗
[00:19:20.660 --> 00:19:24.340]  有沒有留意到保羅是用了七個一
[00:19:24.340 --> 00:19:28.540]  在聖經裡面七是完全代表完美
[00:19:28.540 --> 00:19:31.860]  是完美的一是完全的一
[00:19:31.860 --> 00:19:34.700]  保羅說身體只有一個
[00:19:34.700 --> 00:19:36.500]  是誰的身體?
[00:19:36.500 --> 00:19:38.380]  是耶穌基督的身體
[00:19:38.380 --> 00:19:40.380]  只有一個身體
[00:19:40.380 --> 00:19:42.940]  所以我們在主內合一的時候
[00:19:42.940 --> 00:19:44.420]  就沒有分國籍
[00:19:44.420 --> 00:19:45.900]  沒有分男女
[00:19:45.900 --> 00:19:47.500]  沒有分宗派
[00:19:47.500 --> 00:19:50.020]  我們都能夠合成一個身體
[00:19:50.020 --> 00:19:53.140]  這個就是耶穌基督的身體
[00:19:53.140 --> 00:19:56.060]  我們也有同一個靈
[00:19:56.060 --> 00:19:58.980]  這個很值得我們去思考
[00:19:58.980 --> 00:20:02.660]  我們每個弟兄姊妹裡面都有神的靈
[00:20:02.660 --> 00:20:04.820]  也是同一位靈
[00:20:04.820 --> 00:20:08.220]  不是說在我裡面的靈和你的靈不同
[00:20:08.220 --> 00:20:10.140]  是同一個靈
[00:20:10.140 --> 00:20:13.940]  所以我們就能夠看到一些很有趣的事
[00:20:13.940 --> 00:20:15.780]  我上一次跟大家說了
[00:20:15.780 --> 00:20:19.100]  我經常在聖經裡面看到數學
[00:20:19.100 --> 00:20:20.740]  上次跟大家說代數
[00:20:20.740 --> 00:20:22.700]  今天又有代數了
[00:20:22.700 --> 00:20:25.420]  如果聖靈是代表A
[00:20:25.420 --> 00:20:27.140]  A和B是和睦
[00:20:27.140 --> 00:20:30.460]  B是其中一個弟兄姊妹
[00:20:30.460 --> 00:20:32.580]  如果A和B是和睦
[00:20:32.580 --> 00:20:34.620]  如果A和C是和睦
