
[00:00:00.000 --> 00:00:03.740]  各位大英主媒平安 早晨
[00:03:20.760 --> 00:03:22.920]  經過一輪的教導之後
[00:03:22.920 --> 00:03:26.760]  就開始差派十二個使徒
[00:03:26.760 --> 00:03:29.440]  來到第十章的地方
[00:03:29.440 --> 00:03:31.040]  這事以後
[00:03:31.040 --> 00:03:36.920]  我們很相信是和差派十二使徒發生的事之後
[00:03:36.920 --> 00:03:39.560]  再差派七十人
[00:03:39.560 --> 00:03:42.760]  是一個連接的行動
[00:03:42.760 --> 00:03:45.400]  就是說耶穌在差派的工作上
[00:03:45.400 --> 00:03:47.800]  是不止一次的差派
[00:03:47.800 --> 00:03:49.920]  並且一邊差派
[00:03:49.920 --> 00:03:51.760]  一邊牧羊
[00:03:51.760 --> 00:03:54.440]  一邊教導
[00:03:54.440 --> 00:03:56.360]  很大的證據就看到
[00:03:56.360 --> 00:03:59.000]  我用的是舊和合本
[00:03:59.000 --> 00:04:00.600]  上面的翻譯是說
[00:04:00.600 --> 00:04:03.080]  主第十章的第一節
[00:04:03.080 --> 00:04:04.640]  這事以後
[00:04:04.640 --> 00:04:05.960]  這些事發生之後
[00:04:05.960 --> 00:04:08.040]  我們相信剛才說了
[00:04:08.040 --> 00:04:11.000]  在差派十二使徒之後
[00:04:11.000 --> 00:04:13.120]  發生了連串的事之後
[00:04:13.120 --> 00:04:15.320]  再差派七十個人
[00:04:15.320 --> 00:04:18.200]  和合本的翻譯主又設立
[00:04:18.200 --> 00:04:21.240]  又再委任七十個人出去
[00:04:21.240 --> 00:04:24.080]  這個「又」字其實不一定要譯「又」
[00:04:24.080 --> 00:04:26.040]  不過我相信和合本的譯「又」
[00:04:26.040 --> 00:04:27.120]  是很有道理
[00:04:27.120 --> 00:04:28.560]  因為後面說到
[00:04:28.560 --> 00:04:31.840]  是差遣他們兩個兩個去
[00:04:31.840 --> 00:04:35.840]  往自己耶穌要去的地方先去
[00:04:35.840 --> 00:04:37.560]  就是說耶穌會跟著去
[00:04:37.560 --> 00:04:39.400]  然後先差他們去
[00:04:39.400 --> 00:04:41.200]  所以基本上我們認為
[00:04:41.200 --> 00:04:42.160]  有人說這七十個人
[00:04:42.160 --> 00:04:44.520]  有沒有包括這十二個人在裏面呢
[00:04:44.520 --> 00:04:45.480]  我覺得這裏沒有什麼
[00:04:45.480 --> 00:04:47.800]  值得去爭論這件事
[00:04:47.800 --> 00:04:50.840]  反正耶穌是差派完十二個人
[00:04:50.840 --> 00:04:53.200]  再差派七十個人出去
[00:04:53.200 --> 00:04:57.680]  那大家想到什麼呢
[00:04:57.680 --> 00:04:59.880]  十二個使徒的差派
[00:04:59.880 --> 00:05:01.320]  代表了什麼呢
[00:05:01.320 --> 00:05:04.120]  如果你們記得大使命
[00:05:04.120 --> 00:05:06.280]  最後在橄欖山上面
[00:05:06.280 --> 00:05:10.120]  耶穌將最後的使命交託的是
[00:05:10.120 --> 00:05:12.560]  給那些人呢
[00:05:12.560 --> 00:05:14.440]  不是十二
[00:05:14.440 --> 00:05:15.760]  少了一個是吧
[00:05:15.760 --> 00:05:17.040]  十一個
[00:05:17.040 --> 00:05:18.600]  最少這十一個人
[00:05:18.600 --> 00:05:21.240]  是代表著早期教會成立的
[00:05:21.240 --> 00:05:24.160]  第一代的領袖被稱為使徒
[00:05:24.160 --> 00:05:26.400]  交給教會的工作
[00:05:26.400 --> 00:05:27.520]  因此你可以看到
[00:05:27.520 --> 00:05:29.840]  耶穌選立了這十二個人
[00:05:29.840 --> 00:05:31.360]  是經過晝夜的祈禱
[00:05:31.360 --> 00:05:34.840]  縱使有一個他明知會出賣他
[00:05:34.840 --> 00:05:37.160]  因此事就因此成就
[00:05:37.160 --> 00:05:38.560]  他差派這十二個人
[00:05:38.560 --> 00:05:40.360]  再差派七十個人
[00:05:40.360 --> 00:05:43.840]  是說明了上帝的國度
[00:05:43.840 --> 00:05:47.520]  藉著地面上他建立的群體
[00:05:47.520 --> 00:05:50.640]  不斷地擴張
[00:05:50.640 --> 00:05:53.760]  神的國是在進步的
[00:05:53.760 --> 00:05:54.960]  透過什麼呢
[00:05:54.960 --> 00:05:56.200]  透過神的道
[00:05:56.200 --> 00:05:56.880]  透過什麼呢
[00:05:56.880 --> 00:05:59.640]  透過上帝所揀選的群體
[00:05:59.640 --> 00:06:00.880]  就是我們
[00:06:00.880 --> 00:06:01.880]  就是教會
[00:06:01.880 --> 00:06:06.520]  因此路加在說裡面所隱藏的信息
[00:06:06.520 --> 00:06:07.880]  是讓我們看到
[00:06:07.880 --> 00:06:09.200]  這時以後
[00:06:09.200 --> 00:06:12.760]  上帝的國度不斷不斷地擴張
[00:06:12.760 --> 00:06:15.320]  因為耶穌差派完十二個使徒
[00:06:15.320 --> 00:06:17.200]  再差派七十
[00:06:17.200 --> 00:06:19.000]  或者七十二個人出去
[00:06:19.000 --> 00:06:22.280]  門徒差派出去
[00:06:22.280 --> 00:06:24.640]  而且不單止這樣去差派
[00:06:24.640 --> 00:06:26.040]  並且差派的模式是怎樣的
[00:06:26.040 --> 00:06:27.640]  大家看到嗎
[00:06:27.640 --> 00:06:30.280]  有兩個很特別的地方我們注意到
[00:06:30.280 --> 00:06:32.200]  他差遣我們知道當然
[00:06:32.200 --> 00:06:34.000]  這個走在前頭
[00:06:34.000 --> 00:06:34.960]  在他前面
[00:06:34.960 --> 00:06:37.360]  我們是不是用舊的和合本
[00:06:37.360 --> 00:06:38.480]  是 OK
[00:06:38.480 --> 00:06:39.680]  兩個都在他前面
[00:06:39.680 --> 00:06:41.400]  在他前面這個意思
[00:06:41.400 --> 00:06:44.560]  其實是在說當著他面的意思
[00:06:44.560 --> 00:06:45.560]  不過和合本的翻譯
[00:06:45.560 --> 00:06:47.920]  也是相當可以接納的
[00:06:47.920 --> 00:06:49.400]  因為就是在前面
[00:06:49.400 --> 00:06:50.000]  讓他們先去
[00:06:50.000 --> 00:06:50.920]  因為後面在說
[00:06:50.920 --> 00:06:53.760]  他跟著自己也要去
[00:06:53.760 --> 00:06:55.720]  首先不說誰先誰後
[00:06:55.720 --> 00:06:57.200]  這個當面的差派
[00:06:57.200 --> 00:07:01.760]  是證明了差派上帝的僕人
[00:07:01.760 --> 00:07:03.880]  差派上帝的群體
[00:07:03.880 --> 00:07:06.120]  是上帝的主權
[00:07:06.120 --> 00:07:08.120]  是上帝要成就的事
[00:07:08.120 --> 00:07:10.280]  不單止主權
[00:07:10.280 --> 00:07:11.840]  如果只說主權
[00:07:11.840 --> 00:07:13.440]  在今個世代來說
[00:07:13.440 --> 00:07:15.760]  其實慢慢地
[00:07:15.760 --> 00:07:17.800]  大英姐妹都會被感染到
[00:07:17.800 --> 00:07:19.520]  主權不是一件這麼重要的事
[00:07:19.520 --> 00:07:20.520]  會不會
[00:07:20.520 --> 00:07:23.040]  可能你說不出來的
[00:07:23.040 --> 00:07:26.440]  我們不要說什麼後現代後後現代
[00:07:26.440 --> 00:07:27.800]  什麼再後現代
[00:07:27.800 --> 00:07:30.680]  基本上個人的主義
[00:07:30.680 --> 00:07:32.600]  陳世欽牧師
[00:07:32.600 --> 00:07:34.360]  前華福會的總幹事
[00:07:34.360 --> 00:07:36.960]  他在他的時事論壇裏面
[00:07:36.960 --> 00:07:38.920]  列出九樣主義
[00:07:38.920 --> 00:07:41.480]  去針對當下的時弊
[00:07:41.480 --> 00:07:43.600]  包括就是自戀
[00:07:43.600 --> 00:07:44.920]  自戀主義
[00:07:44.920 --> 00:07:45.920]  Let's see some
[00:07:45.920 --> 00:07:48.320]  他說人開始越來越自戀
[00:07:48.320 --> 00:07:50.120]  所以對主權的問題
[00:07:50.120 --> 00:07:52.240]  其實是在說自己的主權
[00:07:52.240 --> 00:07:54.760]  而未必是上帝的主權
[00:07:54.760 --> 00:07:57.400]  我們開始明白這個對沖
[00:07:57.400 --> 00:08:00.320]  是在文化衝擊之下
[00:08:00.320 --> 00:08:03.800]  我們失去了對上帝主權的敏感度
[00:08:03.800 --> 00:08:05.240]  忠誠度
[00:08:05.240 --> 00:08:08.960]  當我們知道上帝要差派他的群體出去的時候
[00:08:08.960 --> 00:08:10.760]  是一次又一次
[00:08:10.760 --> 00:08:13.880]  並且是擴張性的
[00:08:13.880 --> 00:08:17.520]  由十二個到七十個
[00:08:17.520 --> 00:08:18.880]  並且兩個兩個
[00:08:18.880 --> 00:08:20.240]  我們都知道兩個兩個
[00:08:20.240 --> 00:08:22.560]  其實當然我們說
[00:08:22.560 --> 00:08:27.040]  如果出去傳福音最好三福都是這樣教的
[00:08:27.040 --> 00:08:28.400]  兩到三個
[00:08:28.400 --> 00:08:29.320]  當你傳福音的時候
[00:08:29.320 --> 00:08:31.120]  另外那些是在旁邊祈禱的
[00:08:31.120 --> 00:08:32.080]  很記得吧
[00:08:32.080 --> 00:08:34.160]  還有我記得大兄說
[00:08:34.160 --> 00:08:37.400]  有人想耶穌那晚睡不著
[00:08:37.400 --> 00:08:39.680]  我仍然很記得
[00:08:39.680 --> 00:08:42.600]  兩個兩個去代表什麼呢
[00:08:42.600 --> 00:08:46.120]  群體當中的生活一個典範
[00:08:46.120 --> 00:08:49.160]  群體生活當中的一個引證
[00:08:49.160 --> 00:08:51.880]  是要彼此的幫助
[00:08:51.880 --> 00:08:53.400]  彼此的提醒
[00:08:53.400 --> 00:08:57.200]  不過這裡不是很強調彼此這麼簡單
[00:08:57.200 --> 00:09:02.640]  而是強調上帝在地面上的教會要不斷地擴張
[00:09:02.640 --> 00:09:03.840]  不斷地伸展
[00:09:03.840 --> 00:09:04.800]  意思是說
[00:09:04.800 --> 00:09:07.200]  一個堂會的成立
[00:09:07.200 --> 00:09:07.800]  在一個地方
[00:09:07.800 --> 00:09:09.000]  譬如我們的教會
[00:09:09.000 --> 00:09:11.720]  靈福堂成立在一個地方
[00:09:11.720 --> 00:09:14.120]  之後我們有西北分堂
[00:09:14.120 --> 00:09:15.680]  我們有東區教會
[00:09:15.680 --> 00:09:21.280]  接著西北分堂再直出活傳堂
[00:09:21.280 --> 00:09:26.080]  直出活傳堂是不是宣教的一部份
[00:09:26.080 --> 00:09:28.280]  我記得七月份
[00:09:28.280 --> 00:09:32.520]  有大兄在讀經日就問了一個問題
[00:09:32.520 --> 00:09:37.240]  我們沒有詳細去解釋這些區分
[00:09:37.240 --> 00:09:38.440]  不過我們知道
[00:09:38.440 --> 00:09:41.560]  基於上帝國度的擴展
[00:09:41.560 --> 00:09:42.640]  引伸下來
[00:09:42.640 --> 00:09:48.160]  教會就不應該停留在原有的地方
[00:09:48.160 --> 00:09:49.040]  為什麼呢
[00:09:49.040 --> 00:09:51.200]  當我們聚集了人的時候
[00:09:51.200 --> 00:09:53.760]  我們聚集的是為分散
[00:09:53.760 --> 00:09:55.920]  記得哪個牧師說的嗎
[00:09:55.920 --> 00:09:56.320]  記不記得
[00:09:56.320 --> 00:09:57.960]  是不是很熟悉
[00:09:57.960 --> 00:09:59.400]  羅祖程牧師說的
[00:09:59.400 --> 00:10:00.320]  記不記得
[00:10:00.320 --> 00:10:01.160]  很多很多年前
[00:10:01.160 --> 00:10:03.680]  他帶領我們去講宣教
[00:10:03.680 --> 00:10:05.000]  介紹中國的時空的時候
[00:10:05.000 --> 00:10:07.600]  他說聚集是為了分散
[00:10:07.600 --> 00:10:09.160]  我今天再加一件事
[00:10:09.160 --> 00:10:12.920]  敬拜是為了差派
[00:10:12.920 --> 00:10:15.080]  以致你能夠在別的地方
[00:10:15.080 --> 00:10:17.120]  繼續讓神的國度見證
[00:10:17.120 --> 00:10:19.080]  去建立新的群體
[00:10:19.080 --> 00:10:24.800]  兩個兩個是群體裡面一種生活的引證
[00:10:24.800 --> 00:10:26.240]  縱使我們知道
[00:10:26.240 --> 00:10:28.920]  很少教會只有兩個人
[00:10:28.920 --> 00:10:30.680]  我有一個學生
[00:10:30.680 --> 00:10:32.160]  他真的去了直課
[00:10:32.160 --> 00:10:33.320]  教會有多少人呢
[00:10:33.320 --> 00:10:34.840]  現在八個人
[00:10:34.840 --> 00:10:35.480]  也不奇怪
[00:10:35.480 --> 00:10:38.040]  我們原本只是七個人
[00:10:38.040 --> 00:10:39.320]  不過是七個家庭
[00:10:39.320 --> 00:10:40.520]  但是他只有八個人
[00:10:40.520 --> 00:10:43.720]  只有三個家庭而已
[00:10:43.720 --> 00:10:45.760]  教會就是這樣成長起來
[00:10:45.760 --> 00:10:48.280]  昨晚我們紀念三十五週年
[00:10:48.280 --> 00:10:51.560]  回想三十五年前如何成立
[00:10:51.560 --> 00:10:53.320]  但是我們怎樣去
[00:10:53.320 --> 00:10:56.240]  一起在這個肅靈道路上
[00:10:56.240 --> 00:10:58.560]  去所謂快跑跟隨主
[00:10:58.560 --> 00:11:00.200]  何況這一章經文
[00:11:00.200 --> 00:11:02.040]  《者事》以後所講到
[00:11:02.040 --> 00:11:04.120]  耶穌在九章二十三節
[00:11:04.120 --> 00:11:05.960]  門訓的大卿主母就最熟了
[00:11:05.960 --> 00:11:07.360]  背得滾瓜爛熟
[00:11:07.360 --> 00:11:10.760]  若有人要跟隨我就當社稷
[00:11:10.760 --> 00:11:12.760]  天天背在十字旁邊跟隨我
[00:11:12.760 --> 00:11:14.080]  前面是講什麼
[00:11:14.080 --> 00:11:15.880]  前面是講耶穌的復活
[00:11:15.880 --> 00:11:20.120]  所講的將來上帝的國度降臨的日子的重要性
[00:11:20.120 --> 00:11:21.360]  豈不知神國的降臨
[00:11:21.360 --> 00:11:22.840]  在這段聖經的重要性
[00:11:22.840 --> 00:11:24.800]  在於祂結尾的地方
[00:11:24.800 --> 00:11:28.080]  開始的地方是講神國的國度
[00:11:28.080 --> 00:11:32.920]  透過教會去膨脹建立起來
[00:11:32.920 --> 00:11:35.440]  接著耶穌是會去的
[00:11:35.440 --> 00:11:37.080]  接著會走的
[00:11:37.080 --> 00:11:38.640]  當祂差派出去之後
[00:11:38.640 --> 00:11:40.880]  耶穌就跟隨了
[00:11:40.880 --> 00:11:42.080]  接著去
[00:11:42.080 --> 00:11:44.120]  為什麼要這樣做
[00:11:44.120 --> 00:11:46.440]  為什麼不一起去
[00:11:46.440 --> 00:11:48.640]  你有沒有想過
[00:11:48.640 --> 00:11:50.320]  如果我們經常都是
[00:11:50.320 --> 00:11:54.800]  耶穌經常只是帶著這十二個門徒
[00:11:54.800 --> 00:11:58.880]  我想看來就很難成長
[00:11:58.880 --> 00:12:01.840]  讓祂試試看
[00:12:01.840 --> 00:12:05.240]  我剛剛在兩週前
[00:12:05.240 --> 00:12:08.760]  我帶了十三個同學去了
[00:12:08.760 --> 00:12:09.960]  德報和眾名
[00:12:09.960 --> 00:12:13.840]  一起舉行了七天的宣教培訓
[00:12:13.840 --> 00:12:17.800]  我們其中一個活動
[00:12:17.800 --> 00:12:22.880]  就是去一些比較沒什麼人的地方
[00:12:22.880 --> 00:12:25.000]  去做託方的工作
[00:12:25.000 --> 00:12:26.120]  其實好幾年前
[00:12:26.120 --> 00:12:29.720]  LIFGO也是我帶著一班同學開方回來
[00:12:29.720 --> 00:12:32.640]  後來交給眾名去做
[00:12:32.640 --> 00:12:35.920]  現在就有不同的教會去LIFGO做報道工作
[00:12:35.920 --> 00:12:38.640]  這不是講誰的能力問題
[00:12:38.640 --> 00:12:41.040]  而是講你有機會走出去的時候
[00:12:41.040 --> 00:12:43.920]  你在一個不熟悉的環境裡面
[00:12:43.920 --> 00:12:44.880]  你所遇到的事
[00:12:44.880 --> 00:12:46.880]  你就特別的謹慎
[00:12:46.880 --> 00:12:48.200]  特別的跟隨上帝
[00:12:48.200 --> 00:12:49.360]  更何況你要記得
[00:12:49.360 --> 00:12:51.880]  上帝的國度是有伸延性的
[00:12:51.880 --> 00:12:54.400]  是進一步的需要
[00:12:54.400 --> 00:12:55.880]  因此這個部分
[00:12:55.880 --> 00:12:57.600]  讓我們思想第一樣東西
[00:12:57.600 --> 00:12:58.960]  七十個人差派
[00:12:58.960 --> 00:13:01.440]  是看到上帝的國度的成長
[00:13:01.440 --> 00:13:02.720]  我們有份見證
[00:13:02.720 --> 00:13:07.360]  並且我們知道是上帝親自的差派
[00:13:07.360 --> 00:13:09.760]  這是第一個重要性
[00:13:09.760 --> 00:13:11.440]  當我們說到差派的時候
[00:13:11.440 --> 00:13:13.040]  我們知道
[00:13:13.040 --> 00:13:14.520]  耶穌不是說
[00:13:14.520 --> 00:13:15.840]  你去吧
[00:13:15.840 --> 00:13:18.000]  我先去享受早茶
[00:13:18.000 --> 00:13:20.120]  有事你聯絡我
[00:13:20.120 --> 00:13:21.240]  這不是聖經說的
[00:13:21.240 --> 00:13:23.440]  是我說的
[00:13:23.440 --> 00:13:25.760]  耶穌叫他們出去
[00:13:25.760 --> 00:13:27.280]  是會跟著去的
[00:13:27.280 --> 00:13:29.880]  下面有很多教導他們
[00:13:29.880 --> 00:13:33.200]  當他們自己出去出隊
[00:13:33.200 --> 00:13:34.840]  或者出去宣教的時候
[00:13:34.840 --> 00:13:38.080]  他們所遇到的環境需要的反應
[00:13:38.080 --> 00:13:39.400]  等下就會說到
[00:13:39.400 --> 00:13:40.360]  因此我們知道
[00:13:40.360 --> 00:13:41.360]  要出去
[00:13:41.360 --> 00:13:43.120]  要建立將來的教會
[00:13:43.120 --> 00:13:45.320]  其實重點不是單單出去
[00:13:45.320 --> 00:13:47.240]  大家知不知道大使命
[00:13:47.240 --> 00:13:49.200]  有三件事很重要
[00:13:49.200 --> 00:13:50.480]  最重要的一件事
[00:13:50.480 --> 00:13:52.560]  我想這幾年教會都在說
[00:13:52.560 --> 00:13:56.120]  特別是謝牧師帶領下的門訓教會
[00:13:56.120 --> 00:13:57.160]  第一件事重要的是甚麼
[00:13:57.160 --> 00:13:58.040]  是門徒訓練
[00:13:58.040 --> 00:13:59.360]  大家知道大使命
[00:13:59.360 --> 00:14:00.960]  其實主要的動詞
[00:14:00.960 --> 00:14:02.880]  我想說了很多次了
[00:14:02.880 --> 00:14:04.200]  說多一次好嗎
[00:14:04.200 --> 00:14:05.520]  主要的動詞是
[00:14:05.520 --> 00:14:07.440]  make disciple
[00:14:07.440 --> 00:14:11.360]  然後後面那三個是背景語
[00:14:11.360 --> 00:14:12.640]  是分詞
[00:14:12.640 --> 00:14:14.040]  就是說透過這三樣東西
[00:14:14.040 --> 00:14:18.560]  去成就使萬民作主的門徒
[00:14:18.560 --> 00:14:19.880]  這個動作
[00:14:19.880 --> 00:14:21.120]  包括出去
[00:14:21.120 --> 00:14:23.120]  所以不只是出去
[00:14:23.120 --> 00:14:24.400]  等我們在第三節
[00:14:24.400 --> 00:14:26.160]  會說回應大使命
[00:14:26.160 --> 00:14:29.000]  出去的受洗
[00:14:29.000 --> 00:14:31.160]  以及教導的原因
[00:14:31.160 --> 00:14:33.880]  是甚麼來的
[00:14:33.880 --> 00:14:35.600]  然後我們看到第二點
[00:14:35.600 --> 00:14:38.200]  耶穌開始說完要差派他們
[00:14:38.200 --> 00:14:39.200]  耶穌會跟著出去
[00:14:39.200 --> 00:14:40.400]  讓他們先試試
[00:14:40.400 --> 00:14:41.960]  讓他們的生命能夠
[00:14:41.960 --> 00:14:46.640]  這也是一個木樣的過程
[00:14:46.640 --> 00:14:48.720]  要成為主的門徒
[00:14:48.720 --> 00:14:52.240]  我們需要有紮實的真理教導
[00:14:52.240 --> 00:14:54.600]  我們需要有信徒的生活
[00:14:54.600 --> 00:14:55.760]  彼此
[00:14:55.760 --> 00:14:57.600]  需要有團結的生活
[00:14:57.600 --> 00:14:58.480]  後所開心
[00:14:58.480 --> 00:15:00.880]  等節目開始多了
[00:15:00.880 --> 00:15:02.680]  不要只是在網上
[00:15:02.680 --> 00:15:06.640]  網上完全代替不了的可以部分
[00:15:06.640 --> 00:15:09.600]  回到大家互相在當中才看到
[00:15:09.600 --> 00:15:11.440]  在主裡面的那種成長
[00:15:11.440 --> 00:15:12.800]  又或者是主裡面的那種
[00:15:12.800 --> 00:15:13.760]  不是批評我
[00:15:13.760 --> 00:15:18.080]  那種互相學習的機會
[00:15:18.080 --> 00:15:20.120]  接著耶穌在一種差派
[00:15:20.120 --> 00:15:21.680]  準備的時候同時
[00:15:21.680 --> 00:15:25.760]  他提出了一個很鄭重的呼喚
[00:15:25.760 --> 00:15:28.320]  第二節
[00:15:28.320 --> 00:15:33.600]  大家看到和本庸就對他們說
[00:15:33.600 --> 00:15:39.360]  接著就對著一班七十個差派的門徒說一句話
[00:15:39.360 --> 00:15:40.520]  要收的莊稼多
[00:15:40.520 --> 00:15:41.520]  作工的人少
[00:15:41.520 --> 00:15:43.000]  我不解釋了
[00:15:43.000 --> 00:15:44.440]  但要的是祈禱
[00:15:44.440 --> 00:15:46.240]  記得戴德生都曾經
[00:15:46.240 --> 00:15:48.680]  為了宣教的工場
[00:15:48.680 --> 00:15:52.440]  祈禱差派一千個宣教士
[00:15:52.440 --> 00:15:53.840]  一百多年過去了
[00:15:53.840 --> 00:15:58.000]  大家第五代在台灣侍奉
[00:15:58.000 --> 00:15:59.040]  第六代
[00:15:59.040 --> 00:16:01.480]  我約干年前都說過了
[00:16:01.480 --> 00:16:04.560]  約書亞是他們三個子女
[00:16:04.560 --> 00:16:05.680]  一個叫約
[00:16:05.680 --> 00:16:06.280]  一個叫阿書
[00:16:06.280 --> 00:16:06.720]  一個叫阿
[00:16:06.720 --> 00:16:07.160]  是真的
[00:16:07.160 --> 00:16:08.040]  是他們自己說的
[00:16:08.040 --> 00:16:11.640]  戴繼宗牧師說的
[00:16:11.640 --> 00:16:12.520]  戴承約
[00:16:12.520 --> 00:16:13.320]  戴承書
[00:16:13.320 --> 00:16:14.040]  戴承亞
[00:16:14.040 --> 00:16:15.720]  是他們三個子女
[00:16:15.720 --> 00:16:17.480]  第六代會不會出現呢
[00:16:17.480 --> 00:16:20.480]  大家仍然有華人的參與
[00:16:20.480 --> 00:16:24.760]  因為師母是台灣人
[00:16:24.760 --> 00:16:27.280]  這麼多年後戴德生所期的肚子
[00:16:27.280 --> 00:16:28.760]  不知道什麼時候成就
[00:16:28.760 --> 00:16:30.600]  我們今天開始祈求
[00:16:30.600 --> 00:16:32.000]  不只是祈求
[00:16:32.000 --> 00:16:33.120]  並且你知道
[00:16:33.120 --> 00:16:35.880]  耶穌在呼喚當中
[00:16:35.880 --> 00:16:37.480]  就對他們說
[00:16:37.480 --> 00:16:39.160]  要收的莊稼多
[00:16:39.160 --> 00:16:40.640]  作工的人少
[00:16:40.640 --> 00:16:42.120]  這是呼召
[00:16:42.120 --> 00:16:43.040]  弟兄姊妹
[00:16:43.040 --> 00:16:45.160]  從二千年前的呼召
[00:16:45.160 --> 00:16:46.560]  一直呼召到今天
[00:16:46.560 --> 00:16:47.680]  我們看《段經文》
[00:16:47.680 --> 00:16:49.000]  看得滾瓜爛熟
[00:16:49.000 --> 00:16:50.040]  背都背得出來
[00:16:50.040 --> 00:16:50.840]  牧師
[00:16:50.840 --> 00:16:51.280]  你不說
[00:16:51.280 --> 00:16:52.440]  我們知道你在說什麼
[00:16:52.440 --> 00:16:55.640]  外面很多和尚可以收割
[00:16:55.640 --> 00:16:57.440]  很多人去做
[00:16:57.440 --> 00:16:58.840]  你豈不知這個呼召
[00:16:58.840 --> 00:16:59.840]  是到今天
