
[00:00:00.000 --> 00:00:03.920]  基天第一講 下個禮拜會第二講
[00:01:56.040 --> 00:01:57.760]  於是走到40樓的時候
[00:01:57.760 --> 00:02:00.200]  甲和乙說真的不行 先聽聽
[00:02:00.200 --> 00:02:02.840]  乙就說不要說了 先上去
[00:02:02.840 --> 00:02:05.520]  去到50樓 甲和乙說不行了
[00:02:05.520 --> 00:02:08.320]  真的要跟你說 沒力氣了 跟你說話
[00:02:08.320 --> 00:02:10.320]  不要說了 就到了 還有十層
[00:02:10.320 --> 00:02:11.520]  去到60樓
[00:02:11.520 --> 00:02:13.440]  於是去到的時候 乙跟他說
[00:02:13.440 --> 00:02:15.840]  我都說你可以的了 去到的了
[00:02:15.840 --> 00:02:18.040]  好啦 有什麼要說的
[00:02:18.040 --> 00:02:21.880]  我們忘記拿鑰匙了
[00:02:21.880 --> 00:02:24.680]  有時候真的很難說話
[00:02:24.680 --> 00:02:27.800]  說你又未必聽 有需要你未必知道
[00:02:27.800 --> 00:02:30.600]  當然今天機天的故事就沒那麼混亂
[00:02:30.600 --> 00:02:33.400]  很清楚 不用懷疑
[00:02:33.400 --> 00:02:36.120]  肯定是一個苦難的故事
[00:02:36.120 --> 00:02:40.560]  並且苦難的裏面怎樣離開的處境
[00:02:40.560 --> 00:02:42.320]  不過今天是說開始而已
[00:02:42.320 --> 00:02:43.760]  開段而已 行不行
[00:02:43.760 --> 00:02:46.440]  剛才我說了 下星期《黑色維尼》會第二講
[00:02:46.440 --> 00:02:51.160]  不要說了 今天我將會在離開痛苦的開端
[00:02:51.160 --> 00:02:53.160]  有三樣東西我們可以學
[00:02:53.160 --> 00:02:55.280]  我們先看第一樣 好不好
[00:02:55.280 --> 00:02:57.640]  第一樣 一如過往
[00:02:57.640 --> 00:03:00.400]  上個星期我們說到哪個故事
[00:03:00.400 --> 00:03:04.400]  底波拉 還有西西拉 還有巴拉
[00:03:04.400 --> 00:03:08.200]  很多拉 還有斯拉
[00:03:08.200 --> 00:03:10.360]  還有什麼呢 他說到
[00:03:10.360 --> 00:03:13.160]  之後立亨 多少十年了
[00:03:13.160 --> 00:03:16.880]  葛中 太平 多少 四十年了
[00:03:16.880 --> 00:03:18.880]  再對上一節 多少年了
[00:03:18.880 --> 00:03:20.640]  八十年了 短了
[00:03:20.640 --> 00:03:22.760]  接著一個隱言
[00:03:22.760 --> 00:03:25.800]  就引入到第六章第一節
[00:03:25.800 --> 00:03:27.920]  惡循環就出現了
[00:03:27.920 --> 00:03:29.560]  我們讀讀第六章第一節
[00:03:29.560 --> 00:03:31.720]  什麼事發生 一二三
[00:03:31.720 --> 00:03:36.880]  以聖列人遊行 耶和華眼中看為惡的事
[00:03:36.880 --> 00:03:41.640]  耶和華受巴哈滿教在偽變人手裡出現
[00:03:41.640 --> 00:03:44.760]  遊行這個字 遊行
[00:03:44.760 --> 00:03:45.960]  又來了
[00:03:45.960 --> 00:03:49.000]  這個困難又出現 行惡
[00:03:49.000 --> 00:03:52.360]  於是乎耶和華將他交在偽變人手
[00:03:52.360 --> 00:03:54.840]  第一節已經說了很多東西 為什麼
[00:03:54.840 --> 00:03:57.080]  當然第一 又發生 人都是這樣
[00:03:57.080 --> 00:03:59.800]  又發生 在好的時候突然間又跌落惡
[00:03:59.800 --> 00:04:00.800]  惡又在這裡好
[00:04:00.800 --> 00:04:04.480]  這個惡循環善循環不停地在這裡流轉
[00:04:04.480 --> 00:04:07.800]  並且今次的惡循環有一個角色出現
[00:04:07.800 --> 00:04:10.680]  這個角色叫做偽變人
[00:04:10.680 --> 00:04:13.200]  如果當時人們一聽 他們就會明白
[00:04:13.200 --> 00:04:18.960]  其實偽變人是以色列神的子民的世仇
[00:04:18.960 --> 00:04:25.920]  今次他們遊行惡 上帝找他的世仇來壓制他
[00:04:25.920 --> 00:04:27.800]  哇 有些味道
[00:04:27.800 --> 00:04:30.320]  有沒有想過有些你的仇人不喜歡你
[00:04:30.320 --> 00:04:32.280]  他不停地咬著你
[00:04:32.280 --> 00:04:34.360]  有這個反應 有這個感受
[00:04:34.360 --> 00:04:36.640]  七年裡面發生什麼事呢
[00:04:36.640 --> 00:04:38.720]  接著第二到第五節解釋
[00:04:38.720 --> 00:04:40.800]  你不要覺得很簡單
[00:04:40.800 --> 00:04:47.320]  整個《史詩記》真的解釋壓制 解釋這個苦難
[00:04:47.320 --> 00:04:50.360]  是基丁的故事 是這個故事有說的
[00:04:50.360 --> 00:04:52.120]  其他略略有提過
[00:04:52.120 --> 00:04:54.240]  為什麼這麼重要呢 看下去就明白了
[00:04:54.240 --> 00:04:55.640]  它有它帶出的原因
[00:04:55.640 --> 00:04:59.520]  我們看看第二 第三 第四 第五節說什麼
[00:04:59.520 --> 00:05:01.280]  我們一起讀 一二三
[00:05:01.280 --> 00:05:04.320]  偽變人壓制以色列人
[00:05:04.320 --> 00:05:09.480]  以色列人因為米顛人就在山中挖掘河洞
[00:05:09.480 --> 00:05:13.960]  遭遇劫殘 以色列人會焚殺眾生
[00:05:13.960 --> 00:05:19.320]  米顛人 阿瑪力人和東方人都上來攻打貪污
[00:05:19.320 --> 00:05:22.880]  對著貪污當地毀壞土產
[00:05:22.880 --> 00:05:24.520]  直到加薩
[00:05:24.520 --> 00:05:27.440]  會有得以色列人留下食物
[00:05:27.440 --> 00:05:30.240]  後兩路也會有留下
[00:05:30.240 --> 00:05:33.840]  因為那些人帶著身中戰犯案
[00:05:33.840 --> 00:05:38.240]  那麼多人和樂團無數
[00:05:38.240 --> 00:05:41.320]  都將入國內毀壞儲備
[00:05:41.320 --> 00:05:48.080]  他說直到那個地方叫加薩 南邊
[00:05:48.080 --> 00:05:50.040]  一會兒你最後會看到
[00:05:50.040 --> 00:05:53.040]  它從北邊一直直到南邊
[00:05:53.040 --> 00:05:57.240]  大部分以色列的地方它控制了
[00:05:57.240 --> 00:05:59.480]  這個壓制為什麼這麼重要 這麼長呢
[00:05:59.480 --> 00:06:00.720]  又不是很長 又不是很短
[00:06:00.720 --> 00:06:02.800]  好像很短 但又好像很長 為什麼
[00:06:02.800 --> 00:06:04.600]  因為你看清楚你就明白
[00:06:04.600 --> 00:06:05.760]  他說壓制到一個地步
[00:06:05.760 --> 00:06:09.840]  它要挖掘 挖洞 造營債
[00:06:09.840 --> 00:06:11.320]  從來沒有這麼描述的
[00:06:11.320 --> 00:06:12.640]  你要躲起來
[00:06:12.640 --> 00:06:14.080]  以往很多人壓制都是
[00:06:14.080 --> 00:06:15.560]  你辛苦一點 做事吧
[00:06:15.560 --> 00:06:16.440]  我搶你的東西
[00:06:16.440 --> 00:06:18.240]  你進貢我 都給你生活
[00:06:18.240 --> 00:06:21.680]  這次是要躲起來 運動捐
[00:06:21.680 --> 00:06:24.000]  不單止運動捐你可以躲起來
[00:06:24.000 --> 00:06:26.040]  你人可以運動捐
[00:06:26.040 --> 00:06:28.280]  不過再看下去你就知道了
[00:06:28.280 --> 00:06:30.080]  他說每從薩種之後
[00:06:30.080 --> 00:06:31.280]  米顛人 阿瑪力人
[00:06:31.280 --> 00:06:34.000]  又多了 三種人 還有東方人
[00:06:34.000 --> 00:06:37.240]  來攻打他們 在他們面前安逸
[00:06:37.240 --> 00:06:39.480]  整個營地 看著你
[00:06:39.480 --> 00:06:40.840]  你走得
[00:06:40.840 --> 00:06:44.720]  不過你薩種下來的土產不走得
[00:06:44.720 --> 00:06:48.440]  我就要踩毀壞 完全摧毀
[00:06:48.440 --> 00:06:50.200]  很厲害
[00:06:50.200 --> 00:06:51.480]  接著再說下去
[00:06:51.480 --> 00:06:54.960]  這個種的消耗心力 體力
[00:06:54.960 --> 00:06:57.040]  好像你不停做事都沒有果效
[00:06:57.040 --> 00:06:58.600]  這個就不做了
[00:06:58.600 --> 00:06:59.600]  但它讓你做
[00:06:59.600 --> 00:07:02.000]  薩種一出來又踩毀你
[00:07:02.000 --> 00:07:04.040]  有些心理變態
[00:07:04.040 --> 00:07:05.560]  很奇怪
[00:07:05.560 --> 00:07:07.160]  好了 接著再說下去
[00:07:07.160 --> 00:07:08.200]  不單止這樣
[00:07:08.200 --> 00:07:09.720]  你新的出產
[00:07:09.720 --> 00:07:10.360]  我踩毀你
[00:07:10.360 --> 00:07:13.120]  你舊的牛羊奴
[00:07:13.120 --> 00:07:14.680]  都不能留下
[00:07:14.680 --> 00:07:20.160]  基本的經濟基礎摧毀
[00:07:20.160 --> 00:07:22.000]  很多的制裁
[00:07:22.000 --> 00:07:23.920]  好像在制裁別國一樣
[00:07:23.920 --> 00:07:26.080]  今天有很多制裁國家
[00:07:26.080 --> 00:07:28.080]  制裁你 沒有
[00:07:28.080 --> 00:07:29.880]  減少了 沒得生活
[00:07:29.880 --> 00:07:31.640]  沒得生存 很困難
[00:07:31.640 --> 00:07:38.360]  而且它在描述敵人那種的歲數兇猛
[00:07:38.360 --> 00:07:40.120]  它說人帶著新出象棚來
[00:07:40.120 --> 00:07:42.640]  好像什麼那麼多
[00:07:42.640 --> 00:07:44.160]  蝗蟲
[00:07:44.160 --> 00:07:46.160]  你有沒有見過蝗蟲災
[00:07:46.160 --> 00:07:47.720]  蝗蟲災不是十隻
[00:07:47.720 --> 00:07:49.720]  我不知道你有時出去燒烤
[00:07:49.720 --> 00:07:52.160]  有蜜蜂躲在這裡
[00:07:52.160 --> 00:07:54.880]  有蟲躲在這裡 你會怎樣
[00:07:54.880 --> 00:07:55.520]  你喜不喜歡
[00:07:55.520 --> 00:07:57.120]  即是聚在一起燒烤
[00:07:57.120 --> 00:07:58.520]  我很怕 可以嗎
[00:07:58.520 --> 00:08:00.880]  兩條我都不行
[00:08:00.880 --> 00:08:02.120]  蝗蟲你認識
[00:08:02.120 --> 00:08:05.240]  一來是以十萬計 以百萬計
[00:08:05.240 --> 00:08:07.560]  即是它描述了敵人那種兇狠
[00:08:07.560 --> 00:08:08.880]  嘩 很多的
[00:08:08.880 --> 00:08:11.400]  而且人和駱駝
[00:08:11.400 --> 00:08:12.720]  數不數到
[00:08:12.720 --> 00:08:14.280]  無數
[00:08:14.280 --> 00:08:15.680]  數都數不到
[00:08:15.680 --> 00:08:17.920]  毀壞全地
[00:08:17.920 --> 00:08:20.320]  這種用駱駝
[00:08:20.320 --> 00:08:21.880]  是舊有第一次描述
[00:08:21.880 --> 00:08:24.960]  成為新進的武器
[00:08:24.960 --> 00:08:26.520]  上個星期說它用什麼
[00:08:26.520 --> 00:08:27.640]  鐵車
[00:08:27.640 --> 00:08:28.600]  這次用駱駝
[00:08:28.600 --> 00:08:29.560]  不是看怎樣喝水
[00:08:29.560 --> 00:08:30.760]  跑得很快
[00:08:30.760 --> 00:08:33.440]  那種搶掠很有效
[00:08:33.440 --> 00:08:35.000]  第一件事
[00:08:35.000 --> 00:08:39.240]  我相信基顛這個事件告訴我們
[00:08:39.240 --> 00:08:41.040]  罪 聽著
[00:08:41.040 --> 00:08:44.920]  是會帶來嚴重的後果
[00:08:44.920 --> 00:08:47.920]  罪不單止我們明白會帶來後果
[00:08:47.920 --> 00:08:49.680]  並且你經驗到
[00:08:49.680 --> 00:08:51.960]  它描述的那種姿勢
[00:08:51.960 --> 00:08:55.320]  那種令到你最後的無助感
[00:08:55.320 --> 00:08:57.520]  沒辦法逃離
[00:08:57.520 --> 00:09:00.880]  如果再細插一個小的總結
[00:09:00.880 --> 00:09:02.480]  剛才說短短幾節
[00:09:02.480 --> 00:09:06.400]  他說前所未有的壓迫
[00:09:06.400 --> 00:09:07.320]  三個壓迫者
[00:09:07.320 --> 00:09:09.520]  米丁 阿瑪力 東方人
[00:09:09.520 --> 00:09:10.760]  三個進攻
[00:09:10.760 --> 00:09:12.040]  短短幾節經文
[00:09:12.040 --> 00:09:14.520]  用R起碼來源文
[00:09:14.520 --> 00:09:17.000]  壓制 攻打 對著
[00:09:17.000 --> 00:09:19.000]  兩個毀壞
[00:09:19.000 --> 00:09:21.560]  Shatard很快地不停地毀壞
[00:09:21.560 --> 00:09:23.800]  三節出來很頻密
[00:09:23.800 --> 00:09:26.120]  這七年不是七天
[00:09:26.120 --> 00:09:29.520]  不是七個星期 朋友
[00:09:29.520 --> 00:09:30.640]  七年
[00:09:30.640 --> 00:09:32.360]  很恐怖的事
[00:09:32.360 --> 00:09:37.240]  而且那種的深入程度
[00:09:37.240 --> 00:09:38.880]  是前所未有
[00:09:38.880 --> 00:09:42.160]  他在描述那種以色列人的罪
[00:09:42.160 --> 00:09:44.000]  已經嚴重的地步
[00:09:44.000 --> 00:09:50.320]  帶來一個沒辦法逆轉的後果
[00:09:50.320 --> 00:09:51.080]  不過很有趣的
[00:09:51.080 --> 00:09:54.320]  很多基督徒都以為犯罪不用有後果
[00:09:54.320 --> 00:09:58.800]  耶穌已經死在十字架上
[00:09:58.800 --> 00:10:01.560]  那麼新約那些人犯了罪被刑罰
[00:10:01.560 --> 00:10:03.600]  等於什麼呢
[00:10:03.600 --> 00:10:05.440]  很奇怪的
[00:10:05.440 --> 00:10:07.200]  不信那些人以為神看不到
[00:10:07.200 --> 00:10:09.160]  信了有時以為看不到
[00:10:09.160 --> 00:10:10.880]  第一個我們要學習的
[00:10:10.880 --> 00:10:12.080]  問一個問題
[00:10:12.080 --> 00:10:13.520]  這個循環
[00:10:13.520 --> 00:10:18.400]  這個罪帶來的循環的後果
[00:10:18.400 --> 00:10:21.160]  是真實的
[00:10:21.160 --> 00:10:23.400]  神有沒有提醒你有什麼要回應
[00:10:23.400 --> 00:10:26.520]  就好像我們吃得多會怎樣
[00:10:26.520 --> 00:10:27.760]  會胖
[00:10:27.760 --> 00:10:28.920]  岑牧師你聰明
[00:10:28.920 --> 00:10:31.320]  減了20磅出來說話
[00:10:31.320 --> 00:10:33.200]  我要一個壞消息告訴大家
[00:10:33.200 --> 00:10:35.440]  我剛剛25週年結婚
[00:10:35.440 --> 00:10:38.120]  我胖了3磅
[00:10:38.120 --> 00:10:40.120]  我老婆每一晚一磅就說
[00:10:40.120 --> 00:10:41.760]  John你胖了
[00:10:41.760 --> 00:10:43.520]  然後第二天就煮東西給我吃
[00:10:43.520 --> 00:10:44.560]  帶我吃東西
[00:10:44.560 --> 00:10:45.560]  帶我慶祝
[00:10:45.560 --> 00:10:48.440]  然後晚上說你又胖了
[00:10:48.440 --> 00:10:50.480]  難道你打算帶我吃東西
[00:10:50.480 --> 00:10:51.480]  煮東西給我吃
[00:10:51.480 --> 00:10:53.680]  我晚上會瘦了
[00:10:53.680 --> 00:10:54.600]  是會的
[00:10:54.600 --> 00:10:56.280]  這個是必然發生的
[00:10:56.280 --> 00:10:57.480]  我小時候信主
[00:10:57.480 --> 00:10:58.960]  我十幾歲信主的時候
[00:10:58.960 --> 00:11:02.080]  當時有些導師帶我去吃東西
[00:11:02.080 --> 00:11:02.760]  很疼我
[00:11:02.760 --> 00:11:04.040]  比較年長一點
[00:11:04.040 --> 00:11:05.360]  50歲60歲
[00:11:05.360 --> 00:11:07.000]  我不太明白
[00:11:07.000 --> 00:11:09.760]  有時吃到差不多都不吃
[00:11:09.760 --> 00:11:13.320]  我都還沒開始有半點感覺
[00:11:13.320 --> 00:11:14.360]  我說為什麼不吃
[00:11:14.360 --> 00:11:15.440]  吃不到了
[00:11:15.440 --> 00:11:17.600]  我當時不太明白
[00:11:17.600 --> 00:11:18.720]  我吃不到了
[00:11:18.720 --> 00:11:21.160]  我吃完這一份再多吃兩份都可以
[00:11:21.160 --> 00:11:22.600]  我現在明白了
[00:11:22.600 --> 00:11:25.080]  我吃以前半份我都胃痛
[00:11:25.080 --> 00:11:26.400]  但我都胖了
[00:11:26.400 --> 00:11:27.200]  不知為何
[00:11:27.200 --> 00:11:29.120]  因為Metabolism
[00:11:29.120 --> 00:11:30.840]  我看了一本書很有趣
[00:11:30.840 --> 00:11:36.560]  它說有一個公司的創立人
[00:11:36.560 --> 00:11:38.040]  很有收入很有財富
[00:11:38.040 --> 00:11:38.800]  80歲了
[00:11:38.800 --> 00:11:40.840]  有一次有一個客人帶他去吃東西
[00:11:40.840 --> 00:11:43.200]  他去了一間很高級的米芝蓮餐廳
[00:11:43.200 --> 00:11:45.080]  吃了一半他吃了一半
[00:11:45.080 --> 00:11:47.320]  他就說你找你的廚師出來吧
[00:11:47.320 --> 00:11:49.080]  你知道那些餐廳
[00:11:49.080 --> 00:11:51.640]  廚師很喜歡出來聊天
[00:11:51.640 --> 00:11:52.800]  而那些廚師
[00:11:52.800 --> 00:11:55.560]  你會發現那些大廚
[00:11:55.560 --> 00:11:57.680]  他最不開心的是什麼呢
[00:11:57.680 --> 00:11:59.200]  就是你吃不完他的東西
[00:11:59.200 --> 00:11:59.960]  可以嗎?
[00:11:59.960 --> 00:12:02.640]  他最開心就是你吃完他的東西
[00:12:02.640 --> 00:12:03.880]  他出來見到這個人
[00:12:03.880 --> 00:12:05.880]  哎呀你吃了一半就不吃
[00:12:05.880 --> 00:12:08.120]  他說是不是你的東西不好吃
[00:12:08.120 --> 00:12:10.280]  他說不是你的東西好吃
[00:12:10.280 --> 00:12:12.080]  不過我吃不下了
[00:12:12.080 --> 00:12:13.400]  我再吃下去
[00:12:13.400 --> 00:12:14.760]  我的身體不行
[00:12:14.760 --> 00:12:16.600]  我就是正正想告訴你
[00:12:16.600 --> 00:12:18.240]  不想你不開心
[00:12:18.240 --> 00:12:19.360]  我想告訴你你的東西好吃
[00:12:19.360 --> 00:12:22.200]  不過我吃不下了
[00:12:22.200 --> 00:12:23.880]  因為他知道吃下去
[00:12:23.880 --> 00:12:26.760]  受不了
[00:12:26.760 --> 00:12:28.400]  但有時候我們不知道罪一樣
[00:12:28.400 --> 00:12:33.040]  你再受下去繼續去累積
[00:12:33.040 --> 00:12:34.040]  我們在《時子記》見到
[00:12:34.040 --> 00:12:35.360]  有時七年有時二十年
[00:12:35.360 --> 00:12:36.160]  我不知道什麼時候
[00:12:36.160 --> 00:12:38.080]  不過有個年日
[00:12:38.080 --> 00:12:42.120]  上帝就會開始帶來結果
[00:12:42.120 --> 00:12:44.600]  有後果
[00:12:44.600 --> 00:12:46.720]  在剛剛兩個星期前受針
[00:12:46.720 --> 00:12:48.240]  有個弟兄他有個見證
[00:12:48.240 --> 00:12:49.160]  非常特別
[00:12:49.160 --> 00:12:52.280]  我想今天灌輸這篇道
[00:12:52.280 --> 00:12:55.560]  他說他中學的時候進了黑社會
[00:12:55.560 --> 00:12:57.800]  有沒有人進了黑社會
[00:12:57.800 --> 00:13:02.400]  不用舉手
[00:13:02.400 --> 00:13:03.600]  通常入黑社會中學
[00:13:03.600 --> 00:13:05.160]  打算威風一下
[00:13:05.160 --> 00:13:07.960]  開心一下
[00:13:07.960 --> 00:13:09.120]  嚇嚇人
[00:13:09.120 --> 00:13:10.560]  我們看那些電視看多了
[00:13:10.560 --> 00:13:12.200]  你在哪裡
[00:13:12.200 --> 00:13:14.120]  家庭圍爐道
[00:13:14.120 --> 00:13:17.280]  十四生意安
[00:13:17.280 --> 00:13:20.240]  不過去到差不多他發現不得了
[00:13:20.240 --> 00:13:21.200]  原來真的要付代價
[00:13:21.200 --> 00:13:22.280]  有一天
[00:13:22.280 --> 00:13:23.120]  他的大哥找他
[00:13:23.120 --> 00:13:24.600]  他說兩個星期後
[00:13:24.600 --> 00:13:27.320]  已經計劃周詳
[00:13:27.320 --> 00:13:30.640]  要他一起去打劫
[00:13:30.640 --> 00:13:33.560]  時間地點人物對象
[00:13:33.560 --> 00:13:36.440]  並且打劫什麼全部有了
[00:13:36.440 --> 00:13:39.320]  他一聽就大件事了
[00:13:39.320 --> 00:13:41.640]  你不告訴我好一點
[00:13:41.640 --> 00:13:43.840]  如果你告訴我我不去
[00:13:43.840 --> 00:13:45.720]  會不會滅口
[00:13:45.720 --> 00:13:47.480]  說我篤灰
[00:13:47.480 --> 00:13:49.000]  但我去又不可以
[00:13:49.000 --> 00:13:50.280]  為什麼
[00:13:50.280 --> 00:13:51.840]  因為我真的不是做那些事
[00:13:51.840 --> 00:13:55.080]  被人抓了很不妙
[00:13:55.080 --> 00:13:56.440]  進退兩難
[00:13:56.440 --> 00:13:59.040]  我不知道你人生有沒有試過進退兩難
[00:13:59.040 --> 00:14:01.200]  未必一定你打劫
[00:14:01.200 --> 00:14:03.200]  人生有時候你落在這個位置
[00:14:03.200 --> 00:14:05.680]  進退兩難
[00:14:05.680 --> 00:14:07.640]  罪會帶來結果是遲早的問題
[00:14:07.640 --> 00:14:10.360]  當然我們不是每個人都會觸犯地上法律
[00:14:10.360 --> 00:14:13.880]  但神的律法更重要
[00:14:13.880 --> 00:14:15.160]  因為為什麼
[00:14:15.160 --> 00:14:17.520]  地上法律可能抓不到
[00:14:17.520 --> 00:14:18.320]  神的律法
[00:14:18.320 --> 00:14:22.800]  祂看得清清楚楚
[00:14:22.800 --> 00:14:24.120]  第一個我們學習
[00:14:24.120 --> 00:14:29.160]  有沒有什麼罪上帝提醒你
[00:14:29.160 --> 00:14:33.320]  要停了
[00:14:33.320 --> 00:14:35.080]  當日以色列文武停
[00:14:35.080 --> 00:14:38.440]  所以去到六章第六節第七節
[00:14:38.440 --> 00:14:41.320]  在這麼嚴重的後果
[00:14:41.320 --> 00:14:45.240]  帶來他們要面對的傷痛之後
[00:14:45.240 --> 00:14:47.480]  他做什麼呢
[00:14:47.480 --> 00:14:48.360]  他這樣
[00:14:48.360 --> 00:14:49.960]  我們一起讀第六節第七節
[00:14:49.960 --> 00:14:51.320]  一二三
[00:14:51.320 --> 00:14:54.720]  以色列人因米顛人的緣故
[00:14:54.720 --> 00:14:56.440]  極其痛乏
[00:14:56.440 --> 00:14:58.440]  就呼救耶和華
[00:14:58.440 --> 00:15:01.400]  以色列人因米顛人的緣故
[00:15:01.400 --> 00:15:02.840]  呼救耶和華
[00:15:02.840 --> 00:15:04.640]  嘩又重複
[00:15:04.640 --> 00:15:07.480]  重要的事情要重複多少次
[00:15:07.480 --> 00:15:10.640]  你多加一句我們再讀一次
[00:15:10.640 --> 00:15:12.320]  他說呼求耶和華
[00:15:12.320 --> 00:15:14.360]  上帝搞不定
[00:15:14.360 --> 00:15:15.440]  沒有出路了
[00:15:15.440 --> 00:15:16.600]  不知道怎麼辦
[00:15:16.600 --> 00:15:18.520]  極其貧乏
[00:15:18.520 --> 00:15:20.520]  原本的意思是什麼呢
[00:15:20.520 --> 00:15:23.280]  是落到卑微的地步
[00:15:23.280 --> 00:15:25.640]  通常可以指向兩件事
[00:15:25.640 --> 00:15:28.640]  第一和合本翻譯了極其貧乏
[00:15:28.640 --> 00:15:31.160]  好像金錢經濟
[00:15:31.160 --> 00:15:33.200]  而在新譯本
[00:15:33.200 --> 00:15:36.600]  他翻譯落到極卑微的地步
[00:15:36.600 --> 00:15:42.120]  是心靈和地位上的破產
[00:15:42.120 --> 00:15:43.320]  沒有了
[00:15:43.320 --> 00:15:45.320]  搞不定了
[00:15:45.320 --> 00:15:46.920]  上帝怎麼辦
[00:15:46.920 --> 00:15:49.360]  沒有面子再見人了
[00:15:49.360 --> 00:15:51.360]  鑽洞也鑽不到了
[00:15:51.360 --> 00:15:53.800]  極其卑微呼求
[00:15:53.800 --> 00:15:54.920]  不過你會留意到
[00:15:54.920 --> 00:15:56.720]  這件很有趣的事情就是
[00:15:56.720 --> 00:15:58.320]  他們的呼求
[00:15:58.320 --> 00:16:01.040]  其實是沒有內容的
[00:16:01.040 --> 00:16:03.440]  沒有悔改的
[00:16:03.440 --> 00:16:07.880]  沒有脫離困境的原因
[00:16:07.880 --> 00:16:09.880]  沒有審查
[00:16:09.880 --> 00:16:11.880]  其實這種呼求
[00:16:11.880 --> 00:16:14.080]  其實是可悲的
[00:16:14.080 --> 00:16:18.080]  他只是想上帝幫他離開困局
[00:16:18.080 --> 00:16:22.800]  但他不知道困局的成因
[00:16:22.800 --> 00:16:25.480]  所以帶你去到第二點很重要
[00:16:25.480 --> 00:16:27.480]  在這一刻我們要留意
[00:16:27.480 --> 00:16:29.880]  縱然人是這樣
[00:16:29.880 --> 00:16:32.400]  神仍然不斷
[00:16:32.400 --> 00:16:34.400]  因典的出現
[00:17:02.400 --> 00:17:05.280]  耶和華就差遣先知道
[00:17:05.280 --> 00:17:07.280]  以色列人那裡
[00:17:07.280 --> 00:17:08.800]  對他們說
[00:17:08.800 --> 00:17:12.200]  耶和華以色列的神如此說
[00:17:12.200 --> 00:17:15.320]  我神令你們從埃及上來
[00:17:15.320 --> 00:17:17.320]  取你們為徒之家
[00:17:17.320 --> 00:17:20.160]  救你們脫離埃及人的手
[00:17:20.160 --> 00:17:23.800]  並脫離一切欺壓你們之人的手
[00:17:23.800 --> 00:17:26.800]  把他們從你們以前講述
[00:17:26.800 --> 00:17:29.480]  將他們的彼此給滿
[00:17:29.480 --> 00:17:31.120]  又對你們說
[00:17:31.120 --> 00:17:33.920]  我是耶和華你們的神
[00:17:33.920 --> 00:17:36.720]  你們住在凱莫利人的地
[00:17:36.720 --> 00:17:39.200]  不可敬畏他們的神
[00:17:39.200 --> 00:17:42.560]  你們竟不聽從我的話
[00:17:42.560 --> 00:17:44.560]  施子出來說兩件事
[00:17:44.560 --> 00:17:47.920]  第一 他在解釋腐爛其中兩個可能性
[00:17:47.920 --> 00:17:50.320]  聖經腐爛有幾種可能性
