
[00:00:00.000 --> 00:00:01.480]  在過去幾年裡面
[00:03:36.960 --> 00:03:39.280]  這個突然來的難題
[00:03:39.280 --> 00:03:41.760]  他們的反應當然是很驚訝
[00:03:41.760 --> 00:03:43.280]  第七字那裡
[00:03:43.280 --> 00:03:44.640]  肥力就這樣回答了
[00:03:44.640 --> 00:03:47.800]  就算二百銀幣買的餅
[00:03:47.800 --> 00:03:50.160]  每人分一點也是不夠的
[00:03:50.160 --> 00:03:53.560]  二百銀幣是多少呢?
[00:03:53.560 --> 00:03:58.040]  主耶穌基督在馬太福音二十章那裡說了一個比喻
[00:03:58.040 --> 00:04:00.040]  這個比喻提到一個主人
[00:04:00.040 --> 00:04:04.920]  他早上出去請一些工人到葡萄園那裡工作
[00:04:04.920 --> 00:04:06.640]  下午出去又請
[00:04:06.640 --> 00:04:08.040]  黃昏出去又請
[00:04:08.040 --> 00:04:10.640]  這個主人出的工價是多少呢?
[00:04:10.640 --> 00:04:14.680]  就是日薪每人每一天是一個銀幣
[00:04:14.680 --> 00:04:16.240]  換句話說
[00:04:16.240 --> 00:04:17.800]  二百個銀幣
[00:04:17.800 --> 00:04:20.160]  就是說當時一個工人
[00:04:20.160 --> 00:04:22.000]  二百天的工資
[00:04:22.000 --> 00:04:25.520]  二百天大概是半年多一點
[00:04:25.520 --> 00:04:27.280]  假如今天一個工人
[00:04:27.280 --> 00:04:29.000]  每個月月薪一萬
[00:04:29.000 --> 00:04:30.440]  我不是很清楚實際是多少
[00:04:30.440 --> 00:04:31.280]  我們估計而已
[00:04:31.280 --> 00:04:32.320]  當作一萬吧
[00:04:32.320 --> 00:04:34.520]  那麼六個月就是六萬多
[00:04:34.520 --> 00:04:38.160]  而二百天大概是六萬到七萬左右
[00:04:38.160 --> 00:04:40.720]  不知道六萬到七萬
[00:04:40.720 --> 00:04:42.040]  買餅
[00:04:42.040 --> 00:04:44.360]  可不可以夠五千人吃呢?
[00:04:45.000 --> 00:04:47.680]  當然肥力不是一個精算師
[00:04:47.680 --> 00:04:50.800]  他也不是要做一些精確的數學計算
[00:04:50.800 --> 00:04:51.960]  他的回答
[00:04:51.960 --> 00:04:54.640]  只是很簡單地表達他一份擔心
[00:04:54.640 --> 00:04:56.320]  哇!這麼多人
[00:04:56.320 --> 00:04:57.520]  要他們吃飽
[00:04:57.520 --> 00:04:59.000]  要很多錢
[00:04:59.000 --> 00:05:00.800]  所以他隨口就說
[00:05:00.800 --> 00:05:03.000]  哇!二百個銀幣買的餅
[00:05:03.000 --> 00:05:04.160]  分給這麼多人
[00:05:04.160 --> 00:05:06.520]  五個人分一點也不夠
[00:05:06.520 --> 00:05:11.640]  結果主耶穌基督主動地為門徒解答了這個難題
[00:05:12.000 --> 00:05:15.440]  祂邀請門徒主動地安排所有的人
[00:05:15.440 --> 00:05:18.480]  一行一行、一排一排地坐在草地上面
[00:05:18.480 --> 00:05:22.240]  如月節大概是現在的四月
[00:05:22.240 --> 00:05:24.880]  四月是春天的時候
[00:05:24.880 --> 00:05:27.440]  我記得我四月也曾經帶過勝利團
[00:05:27.440 --> 00:05:32.800]  當時加利利海旁邊的四月份的環境是相當漂亮的
[00:05:32.800 --> 00:05:34.800]  遍地都是草地
[00:05:34.800 --> 00:05:36.800]  還有遍地都是小黃花
[00:05:36.800 --> 00:05:41.280]  所以當時的人可以很舒服地坐在草地上面
[00:05:41.560 --> 00:05:45.880]  然後主耶穌就用了一個小朋友所帶著的五個餅
[00:05:45.880 --> 00:05:47.040]  以及兩條魚
[00:05:47.040 --> 00:05:48.920]  相信也是魚竿
[00:05:48.920 --> 00:05:50.280]  行了一個神蹟
[00:05:50.280 --> 00:05:52.800]  就是五千人得到吃飽
[00:05:52.800 --> 00:05:55.080]  聖經其實告訴我們不是五千人
[00:05:55.080 --> 00:05:57.840]  是說單是藍丁就有五千人
[00:05:57.840 --> 00:05:58.960]  換言之
[00:05:58.960 --> 00:06:01.240]  吃飽的人比五千人更多
[00:06:01.240 --> 00:06:05.200]  第十一節那裡提到主耶穌基督分餅和魚
[00:06:05.200 --> 00:06:08.240]  不是規定每個人吃多少的
[00:06:08.240 --> 00:06:11.920]  而是按照各人隨自己的心意來拿的
[00:06:11.920 --> 00:06:14.800]  換言之每個人只要按照自己的食量
[00:06:14.800 --> 00:06:17.320]  有些人拿多,有些人拿少
[00:06:17.320 --> 00:06:19.520]  當眾人吃飽了之後
[00:06:19.520 --> 00:06:22.680]  主耶穌又吩咐門徒不要浪費那些食物
[00:06:22.680 --> 00:06:25.320]  就將吃剩的零碎收集起來
[00:06:25.320 --> 00:06:26.440]  聖經說
[00:06:26.440 --> 00:06:29.280]  總共收集到十二個籃子這麼多
[00:06:29.280 --> 00:06:31.800]  當然我們又不太知道籃子有多大
[00:06:31.800 --> 00:06:33.600]  是一個洗澡盤這麼大
[00:06:33.600 --> 00:06:35.800]  還是一個水果籃這麼大
[00:06:35.800 --> 00:06:38.800]  但是聖經說那裡有十二籃子
[00:06:38.800 --> 00:06:40.560]  換言之聖經給我們看到的
[00:06:40.560 --> 00:06:42.400]  這是一個很豐富的神蹟
[00:06:42.400 --> 00:06:44.080]  五千多人可以吃飽
[00:06:44.080 --> 00:06:45.440]  甚至有魚
[00:06:45.440 --> 00:06:49.600]  這個神蹟同樣也是所有的人都可以參與的
[00:06:49.600 --> 00:06:52.000]  因為五千多人全部都看見
[00:06:52.000 --> 00:06:55.400]  並且他們都曾經摸過、吃過那些餅
[00:06:55.400 --> 00:06:59.280]  他們都是親身參與、經驗過這個神蹟
[00:06:59.280 --> 00:07:03.000]  然後在十四節那裡就提到
[00:07:03.000 --> 00:07:04.640]  當時眾人的反應
[00:07:04.960 --> 00:07:06.040]  大家就說
[00:07:06.040 --> 00:07:09.840]  這個真的是將要來到世界上的先知
[00:07:09.840 --> 00:07:14.320]  因此眾人就很希望讓主耶穌基督作為他的王
[00:07:14.320 --> 00:07:16.720]  而聖經也直接地指出了
[00:07:16.720 --> 00:07:20.120]  主耶穌又獨自地退到山上去
[00:07:20.120 --> 00:07:21.720]  因為主耶穌很明白
[00:07:21.720 --> 00:07:25.120]  眾人想祂作為王
[00:07:25.120 --> 00:07:28.480]  不是真的認識到祂就是那位彌賽雅
[00:07:28.480 --> 00:07:31.800]  而是祂只是期望見到更多的神蹟
[00:07:31.800 --> 00:07:33.800]  就在這個背景之下
[00:07:33.800 --> 00:07:35.400]  主耶穌基督說了
[00:07:35.400 --> 00:07:37.120]  「我是生命的糧」
[00:07:37.120 --> 00:07:38.200]  這個是真理
[00:07:38.200 --> 00:07:41.040]  不過我們還要交代另一個背景
[00:07:41.040 --> 00:07:44.360]  就是主耶穌基督在說到「我是生命的糧」的時候
[00:07:44.360 --> 00:07:46.840]  他同時提到舊約聖經裡面
[00:07:46.840 --> 00:07:50.120]  神曾經從天上賜下糧食這件事
[00:07:50.120 --> 00:07:52.160]  就是賜下馬拿這件事
[00:07:52.160 --> 00:07:54.040]  這件事對我們來說
[00:07:54.040 --> 00:07:56.760]  可能是在座一些弟兄姊妹或者新的來賓
[00:07:56.760 --> 00:07:57.680]  你不太熟悉
[00:07:57.680 --> 00:08:00.160]  但是對於當時的聽眾
[00:08:00.160 --> 00:08:01.680]  就是當時的猶太人來說
[00:08:01.680 --> 00:08:03.720]  是一些很熟悉的事
[00:08:04.320 --> 00:08:07.360]  「五餅二魚」的神蹟發生在「魚節」之前
[00:08:07.360 --> 00:08:10.480]  而「魚節」就是當時猶太人來說
[00:08:10.480 --> 00:08:12.200]  最重要的節日
[00:08:12.200 --> 00:08:13.960]  每年的「魚節」
[00:08:13.960 --> 00:08:15.400]  在他們的筵席裡面
[00:08:15.400 --> 00:08:18.480]  一家之主就會向全家的人
[00:08:18.480 --> 00:08:20.120]  來講述他們祖先
[00:08:20.120 --> 00:08:22.240]  當年出埃及的時候的故事
[00:08:22.240 --> 00:08:27.360]  當年他們的祖先所經歷的苦難
[00:08:27.360 --> 00:08:31.120]  他們的家主就要告訴他們一家的人知道
[00:08:31.120 --> 00:08:32.640]  家主可能這樣說
[00:08:33.520 --> 00:08:35.040]  從前我們的祖先
[00:08:35.040 --> 00:08:37.040]  在埃及那裡做奴隸的
[00:08:37.040 --> 00:08:41.200]  是神用十災擊打埃及王法老
[00:08:41.200 --> 00:08:43.200]  讓硬心的法老
[00:08:43.200 --> 00:08:47.200]  容許和同意我們的祖先能夠出埃及
[00:08:47.200 --> 00:08:49.640]  我們祖先離開了埃及之後
[00:08:49.640 --> 00:08:51.120]  經過了紅海
[00:08:51.120 --> 00:08:53.400]  來到西乃山的山腳下面
[00:08:53.400 --> 00:08:54.680]  在那裡
[00:08:54.680 --> 00:08:57.160]  神和我們的祖先立了一個約
[00:08:57.160 --> 00:08:59.880]  這個約宣佈著我們的祖先
[00:08:59.880 --> 00:09:01.080]  我們整個民族
[00:09:01.080 --> 00:09:02.720]  成為了神的子民
[00:09:02.720 --> 00:09:05.200]  神就成為了我們的神
[00:09:05.200 --> 00:09:07.560]  從此我們和神之間
[00:09:07.560 --> 00:09:10.120]  有了一個最緊密的關係
[00:09:10.120 --> 00:09:14.320]  我們的神就帶領著我們的祖先
[00:09:14.320 --> 00:09:15.720]  走曠野的路
[00:09:15.720 --> 00:09:17.720]  向著神所應許的地方
[00:09:17.720 --> 00:09:20.000]  就是迦南地來進發
[00:09:20.000 --> 00:09:21.840]  在曠野的路上面
[00:09:21.840 --> 00:09:23.840]  神和我們的祖先同行
[00:09:23.840 --> 00:09:26.600]  當時我們的祖先住在帳幕裡面
[00:09:26.600 --> 00:09:28.600]  神就和我們的祖先一樣
[00:09:28.600 --> 00:09:30.840]  同樣住在帳幕裡面
[00:09:30.840 --> 00:09:32.440]  就是會幕裡面
[00:09:32.440 --> 00:09:35.760]  所以表明著神體恤我們的祖先
[00:09:35.760 --> 00:09:37.760]  神愛惜祂的子民
[00:09:37.760 --> 00:09:39.640]  在曠野的路上面
[00:09:39.640 --> 00:09:43.640]  我們祖先面對著一個生死存亡的困難
[00:09:43.640 --> 00:09:45.840]  就是曠野那裡缺乏了食物
[00:09:45.840 --> 00:09:48.080]  神就賜下了馬拿
[00:09:48.080 --> 00:09:50.800]  讓我們祖先有食物來吃
[00:09:50.800 --> 00:09:51.840]  可以生存
[00:09:51.840 --> 00:09:53.200]  可以平安
[00:09:53.200 --> 00:09:54.400]  也表明了
[00:09:54.400 --> 00:09:57.160]  神對我們的祖先和我們民族那份愛
[00:09:57.160 --> 00:09:59.160]  神看顧祂的子民
[00:09:59.160 --> 00:10:01.200]  這些故事
[00:10:01.200 --> 00:10:03.560]  是每一個猶太人在儒誌裡面
[00:10:03.560 --> 00:10:05.320]  都重複重複地
[00:10:05.320 --> 00:10:07.720]  聽到一家之主提醒他們
[00:10:07.720 --> 00:10:10.720]  所以這些故事都是他們耳熟能詳的故事
[00:10:10.720 --> 00:10:12.880]  神供應他們的祖先
[00:10:12.880 --> 00:10:15.240]  神供應他們民族肉身的食物
[00:10:15.240 --> 00:10:18.160]  也表明了神對他們的愛顧
[00:10:18.160 --> 00:10:20.160]  神對他們那份恩情
[00:10:20.160 --> 00:10:22.160]  這個也是他們所熟悉的事
[00:10:22.160 --> 00:10:26.640]  只不過在出埃及之後的那些神的子民
[00:10:26.640 --> 00:10:30.040]  他們沒有理會到神那份的愛和看顧
[00:10:30.040 --> 00:10:33.560]  也沒有理會到神和他們所立的那份約
[00:10:33.560 --> 00:10:37.040]  也不重視神和他們之間的關係
[00:10:37.040 --> 00:10:39.560]  出埃及之後的神的子民
[00:10:39.560 --> 00:10:41.360]  他們所關心的是什麼呢?
[00:10:41.360 --> 00:10:43.160]  就是關心究竟有沒有食物
[00:10:43.160 --> 00:10:44.960]  有沒有美味的食物
[00:10:44.960 --> 00:10:46.480]  他們所看重的
[00:10:46.480 --> 00:10:48.840]  就是他們肉身上的需要
[00:10:48.840 --> 00:10:50.120]  結果
[00:10:50.120 --> 00:10:52.600]  神雖然賜給他們從天上來的食物
[00:10:52.600 --> 00:10:53.560]  就是馬拿
[00:10:53.560 --> 00:10:55.080]  但是他們吃了之後
[00:10:55.080 --> 00:10:56.480]  他們仍然死亡
[00:10:56.480 --> 00:11:00.200]  因為他們根本沒有掌握最重要的真理
[00:11:00.200 --> 00:11:02.400]  這個真理就是神自己
[00:11:02.400 --> 00:11:05.800]  遠比那些食物更加寶貴
[00:11:05.800 --> 00:11:08.080]  這位賜下食物的主
[00:11:08.080 --> 00:11:11.600]  遠比那些馬拿更加珍貴
[00:11:11.600 --> 00:11:13.440]  神的心意
[00:11:13.440 --> 00:11:15.440]  是要讓他的百姓
[00:11:15.440 --> 00:11:17.160]  能夠讓他的子民
[00:11:17.160 --> 00:11:20.160]  和他之間有著最寶貴的關係
[00:11:20.160 --> 00:11:23.680]  這就是西乃山的約所要宣告的事
[00:11:23.680 --> 00:11:26.400]  就是神要成為百姓的神
[00:11:26.400 --> 00:11:29.440]  而這群百姓要成為神的子民
[00:11:29.440 --> 00:11:31.840]  這才是最重要的
[00:11:31.840 --> 00:11:33.680]  約的真理的地方
[00:11:33.680 --> 00:11:36.080]  只是那群百姓完全沒有明白
[00:11:36.080 --> 00:11:37.160]  也沒有掌握
[00:11:37.160 --> 00:11:39.360]  當百姓成為了神的子民
[00:11:39.360 --> 00:11:41.520]  神的愛、神的看顧
[00:11:41.520 --> 00:11:43.040]  是源源不絕
[00:11:43.040 --> 00:11:46.320]  只不過這群百姓關心的是眼前的事
[00:11:46.320 --> 00:11:48.600]  關心的是肉身的需要
[00:11:48.600 --> 00:11:50.400]  關心的是他們的食物
[00:11:50.400 --> 00:11:52.720]  多於那位神自己
[00:11:52.720 --> 00:11:55.640]  當主耶穌基督在加利利海邊
[00:11:55.640 --> 00:11:57.400]  教導百姓的時候
[00:11:57.400 --> 00:11:59.080]  當主耶穌基督在加利利海邊
[00:11:59.080 --> 00:12:00.920]  行神蹟的時候
[00:12:00.920 --> 00:12:02.720]  雖然離開
[00:12:02.720 --> 00:12:06.440]  當年在抗疫日子已經相隔了幾千年
[00:12:06.440 --> 00:12:07.920]  但是這群百姓
[00:12:07.920 --> 00:12:09.600]  依然不太明白
[00:12:09.600 --> 00:12:12.080]  神那份的心意
[00:12:12.080 --> 00:12:15.080]  當主耶穌基督教導中人的時候
[00:12:15.080 --> 00:12:17.000]  中人關心的是什麼呢?
[00:12:17.000 --> 00:12:19.080]  關心的是神蹟
[00:12:19.080 --> 00:12:21.760]  當主耶穌基督行五餅二月神蹟的時候
[00:12:21.760 --> 00:12:23.920]  大家所期待的是什麼呢?
[00:12:23.920 --> 00:12:25.480]  是期待吃飽的神蹟
[00:12:25.480 --> 00:12:28.520]  能夠再發生更多的神蹟
[00:12:28.520 --> 00:12:31.240]  當眾人都要來跟從耶穌
[00:12:31.240 --> 00:12:32.880]  他們期望的是什麼呢?
[00:12:32.880 --> 00:12:35.480]  他們期望的不是要認識神更多
[00:12:35.480 --> 00:12:39.880]  他們期望的是要更多更多的神蹟
[00:12:39.880 --> 00:12:43.440]  當眾人想強迫耶穌基督作王的時候
[00:12:43.440 --> 00:12:45.040]  他們要求的是什麼呢?
[00:12:45.040 --> 00:12:47.280]  不是真的要讓耶穌基督作為他們的王
[00:12:47.280 --> 00:12:48.800]  作為生命的主
[00:12:48.800 --> 00:12:52.120]  而是希望能夠吃飽
[00:12:52.120 --> 00:12:54.600]  所以主耶穌基督提醒眾人
[00:12:54.600 --> 00:12:57.280]  你們要的是地上的糧食
[00:12:57.280 --> 00:13:00.800]  為什麼你們不求天上的糧食呢?
[00:13:00.800 --> 00:13:02.920]  你們要吃的是那些吃了之後
[00:13:02.920 --> 00:13:05.200]  肉身會死的糧食
[00:13:05.200 --> 00:13:06.520]  為什麼不吃那些
[00:13:06.520 --> 00:13:09.720]  能夠讓人有永生的糧食呢?
[00:13:09.720 --> 00:13:11.160]  你們以為馬鈉
[00:13:11.160 --> 00:13:13.720]  是從天上降下來的食物嗎?
[00:13:13.720 --> 00:13:14.840]  不是的
[00:13:14.840 --> 00:13:18.040]  真正從天上降下來的糧食
[00:13:18.040 --> 00:13:20.280]  就是主耶穌基督自己
[00:13:20.280 --> 00:13:21.960]  就是主本身
[00:13:21.960 --> 00:13:23.600]  因此主這樣說
[00:13:23.600 --> 00:13:25.800]  「我就是那真糧食」
[00:13:25.800 --> 00:13:28.840]  「我就是從天上降下來的食物」
[00:13:28.840 --> 00:13:33.520]  「我就是讓人吃了不死的糧食」
[00:13:33.520 --> 00:13:35.600]  主耶穌基督這番說話
[00:13:35.600 --> 00:13:39.680]  背後是要告訴百姓知道神的心意
[00:13:39.680 --> 00:13:40.720]  神的心意就是
[00:13:40.720 --> 00:13:43.960]  神要將最好的祝福賜給人
[00:13:43.960 --> 00:13:47.040]  要將屬天的祝福賜給人
[00:13:47.040 --> 00:13:48.480]  而最好的祝福
[00:13:48.480 --> 00:13:50.400]  屬天的祝福是什麼呢?
[00:13:50.400 --> 00:13:51.960]  就是神自己
[00:13:51.960 --> 00:13:54.760]  換言之,神是要將自己賜給百姓
[00:13:54.760 --> 00:13:56.920]  只不過那些百姓關心的
[00:13:56.920 --> 00:13:59.360]  是那些食物而已
[00:13:59.360 --> 00:14:00.960]  在舊約的時候
[00:14:00.960 --> 00:14:02.360]  神透過納約
[00:14:02.360 --> 00:14:05.400]  來與百姓建立關係
[00:14:05.400 --> 00:14:06.360]  神透過納約
[00:14:06.360 --> 00:14:09.800]  將自己來給那些子民
[00:14:09.800 --> 00:14:11.680]  只是那些百姓寧願要
[00:14:11.680 --> 00:14:13.520]  他們看得到的事
[00:14:13.520 --> 00:14:15.760]  寧願選擇今世的事
[00:14:15.760 --> 00:14:18.800]  寧願選擇那些短暫又會失落的福氣
[00:14:18.800 --> 00:14:21.640]  也不要神給他們最寶貴的福氣
[00:14:21.640 --> 00:14:23.480]  就是神自己
[00:14:23.480 --> 00:14:25.680]  主耶穌基督進一步地指出
[00:14:25.680 --> 00:14:27.720]  我的肉是真的可吃的
[00:14:27.720 --> 00:14:30.520]  我的血是真的可以喝
[00:14:30.520 --> 00:14:32.400]  吃我的肉、喝我的血的人
[00:14:32.400 --> 00:14:33.880]  就住在我裡面
[00:14:33.880 --> 00:14:36.280]  我也要住在他們裡面
[00:14:36.280 --> 00:14:37.040]  在這裡
[00:14:37.040 --> 00:14:39.080]  耶穌基督
[00:14:39.080 --> 00:14:40.440]  要告訴我們
[00:14:40.440 --> 00:14:42.520]  一個生命的關係
[00:14:42.520 --> 00:14:43.840]  祂用象徵的說法
[00:14:43.840 --> 00:14:45.920]  就是吃餅這個象徵
[00:14:45.920 --> 00:14:47.440]  當人吃了餅
[00:14:47.440 --> 00:14:50.720]  餅就能夠成為人生命裡面的力量
[00:14:50.720 --> 00:14:53.080]  讓人生命健壯
[00:14:53.080 --> 00:14:55.440]  同樣當人吃了主耶穌基督
[00:14:55.440 --> 00:14:56.320]  吃了肉
[00:14:56.320 --> 00:14:58.200]  喝了血之後
[00:14:58.200 --> 00:15:00.360]  人就有了耶穌基督
[00:15:00.360 --> 00:15:01.200]  有了耶穌基督
[00:15:01.200 --> 00:15:01.840]  或者說
[00:15:01.840 --> 00:15:04.000]  人就相信了主耶穌基督
[00:15:04.000 --> 00:15:06.480]  人就有了生命
[00:15:06.480 --> 00:15:08.280]  所以主耶穌基督指出
[00:15:08.280 --> 00:15:10.560]  吃我的肉、喝我的血的人
[00:15:10.560 --> 00:15:13.080]  就有永生
[00:15:13.080 --> 00:15:15.520]  在中國的清朝的時候
[00:15:15.520 --> 00:15:17.560]  當西方的傳教士來到中國
[00:15:17.560 --> 00:15:19.320]  傳揚福音的時候
[00:15:19.320 --> 00:15:21.040]  他們講到這段信息的時候
[00:15:21.040 --> 00:15:23.480]  引起了很多中國人的誤會
[00:15:23.480 --> 00:15:25.560]  所以當時在中國的民間裡面
[00:15:25.560 --> 00:15:27.120]  有些傳說說
[00:15:27.120 --> 00:15:29.600]  這些洋鬼子
[00:15:29.600 --> 00:15:31.600]  你不要相信他們的教
[00:15:31.600 --> 00:15:34.440]  因為他們會秘密地將人宰了
[00:15:34.440 --> 00:15:35.800]  真的會吃人的肉
[00:15:35.800 --> 00:15:37.680]  喝人的血
[00:15:37.680 --> 00:15:39.320]  當然我們今天也明白
[00:15:39.320 --> 00:15:41.400]  我們知道這些不是真實
[00:15:41.400 --> 00:15:42.520]  因為我們也知道
[00:15:42.520 --> 00:15:44.920]  耶穌基督用象徵的說法
[00:15:44.920 --> 00:15:46.640]  要告訴我們知道
[00:15:46.640 --> 00:15:48.920]  人和神的關係
[00:15:48.920 --> 00:15:53.800]  當人和神有了一份很深厚的關係
[00:15:53.800 --> 00:15:54.600]  就是說
[00:15:54.600 --> 00:15:56.040]  人相信了耶穌
[00:15:56.040 --> 00:15:57.080]  接受了耶穌
[00:15:57.080 --> 00:15:58.400]  人就有了神
[00:15:58.400 --> 00:15:59.800]  就有了神的生命
[00:15:59.800 --> 00:16:01.520]  就有了永生
[00:16:01.520 --> 00:16:03.920]  所以我常常提醒弟兄姊妹
[00:16:03.920 --> 00:16:05.480]  要告訴我們在座當中
[00:16:05.480 --> 00:16:07.560]  新的來賓或者未信的人知道
[00:16:07.560 --> 00:16:10.440]  我們不是鼓勵人去相信一個宗教
[00:16:10.440 --> 00:16:13.160]  我們是鼓勵我們每一個弟兄姊妹
