
[00:00:00.000 --> 00:00:03.200]  今日同大家講呢個題目呢
[00:01:39.520 --> 00:01:41.840]  係越難去拿捏呀
[00:01:41.840 --> 00:01:45.360]  早排我記得
[00:01:45.360 --> 00:01:47.080]  中秋節之前呢
[00:01:47.080 --> 00:01:48.640]  咁呀,香港
[00:01:48.640 --> 00:01:50.880]  即係海關揭發咗啲
[00:01:50.880 --> 00:01:52.200]  假月餅㗎
[00:01:52.200 --> 00:01:53.320]  有冇印象呀?
[00:01:53.320 --> 00:01:55.600]  假到好似真嘅差唔多嘛
[00:01:55.600 --> 00:01:56.880]  係咪呀?
[00:01:57.080 --> 00:01:59.080]  咁嗰啲真係好貴啦,係咪呀?
[00:01:59.080 --> 00:02:02.640]  咁如果你知道
[00:02:02.640 --> 00:02:04.200]  我啱啱國內返嚟啦
[00:02:04.200 --> 00:02:05.880]  你知道國內月餅幾多錢呀?
[00:02:05.880 --> 00:02:08.800]  五蚊一個
[00:02:08.800 --> 00:02:12.400]  你一定個樣係假啦
[00:02:12.400 --> 00:02:13.400]  五蚊一個
[00:02:13.400 --> 00:02:15.720]  種類多到不得了
[00:02:15.720 --> 00:02:17.440]  種類多到不得了
[00:02:17.440 --> 00:02:19.440]  你食過叉燒月餅未呀?
[00:02:19.440 --> 00:02:22.000]  係呀,你唔識創新
[00:02:22.000 --> 00:02:23.600]  叉燒月餅乜嘢
[00:02:23.600 --> 00:02:26.080]  你諗到嘅排晒出嚟
[00:02:26.600 --> 00:02:28.280]  咁我想問嗰啲係真定假?
[00:02:28.280 --> 00:02:32.680]  你唔揀食啦肯定
[00:02:32.680 --> 00:02:33.880]  咁我都食咗
[00:02:33.880 --> 00:02:36.480]  有三個都未死得
[00:02:36.480 --> 00:02:37.840]  大家明唔明呀?
[00:02:37.840 --> 00:02:40.240]  即係,我諗我哋活咗世代呢
[00:02:40.240 --> 00:02:42.640]  我哋已經強調到咩
[00:02:42.640 --> 00:02:43.920]  即係你問返轉頭
[00:02:43.920 --> 00:02:45.760]  我即係我反省
[00:02:45.760 --> 00:02:47.520]  我用呢個題目,我真係反省
[00:02:47.520 --> 00:02:49.120]  咩叫真咩叫假
[00:02:49.120 --> 00:02:51.120]  咩叫真咩叫假
[00:02:51.120 --> 00:02:52.960]  咁呢就
[00:02:52.960 --> 00:02:55.040]  呢句說話唔講住啦
[00:02:55.040 --> 00:02:57.400]  懶你哋感受,我有我享受
[00:02:57.400 --> 00:03:00.640]  呢個我覺得好客運
[00:03:00.640 --> 00:03:01.960]  即係好有味道
[00:03:01.960 --> 00:03:04.800]  但係好全神描寫
[00:03:04.800 --> 00:03:06.240]  而家嘅情況
[00:03:06.240 --> 00:03:08.480]  最近呢
[00:03:08.480 --> 00:03:09.600]  喺呢邊
[00:03:09.600 --> 00:03:12.480]  大家睇過呢本書未呀?
[00:03:12.480 --> 00:03:14.080]  未呀?
[00:03:14.080 --> 00:03:17.600]  咁我就喺網上搜尋呢
[00:03:17.600 --> 00:03:19.160]  嘩,幾有意思呢本書
[00:03:19.160 --> 00:03:20.880]  我唔係叫你睇呀,唔好買
[00:03:20.880 --> 00:03:22.400]  費事增加去銷路
[00:03:23.600 --> 00:03:25.280]  不過呢我想描述入面
[00:03:25.280 --> 00:03:27.760]  想描述嘅狀況呢
[00:03:27.760 --> 00:03:28.960]  你感受下
[00:03:28.960 --> 00:03:31.120]  好快讀,因為我唔係講呢本書
[00:03:31.120 --> 00:03:33.800]  呢本書名叫老實人上天堂
[00:03:33.800 --> 00:03:34.680]  係咪好好呀?
[00:03:34.680 --> 00:03:37.880]  不過你喺世界上你活得唔開心嘅
[00:03:37.880 --> 00:03:41.280]  因為會說方呢就無往不利
[00:03:41.280 --> 00:03:44.160]  說方係你最該學習
[00:03:44.160 --> 00:03:46.360]  也是最該隱藏嘅實力
[00:03:46.360 --> 00:03:49.040]  係咪好有吸引力呢?
[00:03:49.040 --> 00:03:50.440]  唔好買,唔好買
[00:03:50.440 --> 00:03:52.080]  即係我俾你知佢個情況
[00:03:52.440 --> 00:03:54.680]  咁喺當中講咩就講大話
[00:03:54.680 --> 00:03:56.760]  嘅,即係點樣樣
[00:03:56.760 --> 00:03:57.600]  你睇一睇
[00:03:57.600 --> 00:04:02.640]  那些不知變通嘅誠實比謊話更糟糕
[00:04:02.640 --> 00:04:05.680]  也就是說我們德學會
[00:04:05.680 --> 00:04:08.160]  如何在留意下,呢個好弔詭嘅
[00:04:08.160 --> 00:04:12.000]  如何在誠實嘅最高指導原則下
[00:04:12.000 --> 00:04:14.400]  說對的謊
[00:04:14.400 --> 00:04:16.720]  你開始好疑惑
[00:04:16.720 --> 00:04:17.880]  係咪好吸引呀?
[00:04:17.880 --> 00:04:20.040]  即係好圓喎
[00:04:20.680 --> 00:04:23.560]  明明係假,不過又啱
[00:04:23.560 --> 00:04:25.040]  又啱得嚟呢
[00:04:25.040 --> 00:04:27.360]  又要有誠實嘅作用
[00:04:27.360 --> 00:04:28.480]  會真係攞命呀
[00:04:28.480 --> 00:04:30.080]  係咪呀?
[00:04:30.080 --> 00:04:30.840]  咁然後呢
[00:04:30.840 --> 00:04:33.360]  說句不真實嘅好話
[00:04:33.360 --> 00:04:35.520]  關係會更親密喎
[00:04:35.520 --> 00:04:36.400]  係咪呀?
[00:04:36.400 --> 00:04:37.320]  你對你嘅
[00:04:37.320 --> 00:04:38.840]  嗰半
[00:04:38.840 --> 00:04:40.240]  你係全世界最靚嘅
[00:04:40.240 --> 00:04:40.960]  真定假?
[00:04:40.960 --> 00:04:43.760]  不過你加個我眼中
[00:04:43.760 --> 00:04:45.200]  都可能真少少
[00:04:45.200 --> 00:04:47.640]  不過呢你加個condition
[00:04:47.960 --> 00:04:50.840]  喺而家我嘅眼中,咁就好準確喇
[00:04:50.840 --> 00:04:54.200]  你聽明嗎?
[00:04:54.200 --> 00:04:57.360]  即係你睇呢啲說話
[00:04:57.360 --> 00:05:00.600]  我哋喺一個不知不覺嘅狀態之下呢
[00:05:00.600 --> 00:05:03.120]  我哋已經係活喺一個咁嘅處境
[00:05:03.120 --> 00:05:05.600]  我哋已經學會
[00:05:05.600 --> 00:05:07.520]  或者話我哋某一個程度呢
[00:05:07.520 --> 00:05:08.760]  有啲認同
[00:05:08.760 --> 00:05:11.440]  下面嗰個仲重要啦,係咪?
[00:05:11.440 --> 00:05:14.560]  如果你總是
[00:05:15.160 --> 00:05:18.080]  真實、實說實話
[00:05:18.080 --> 00:05:19.640]  一定得不著
[00:05:19.640 --> 00:05:21.320]  真愛
[00:05:21.320 --> 00:05:22.840]  嘩,真係好攞命呀
[00:05:22.840 --> 00:05:24.520]  即係坦白咁講
[00:05:24.520 --> 00:05:25.840]  你其實唔係好靚嘅咋
[00:05:25.840 --> 00:05:27.400]  其實得得得得喇
[00:05:27.400 --> 00:05:30.200]  不過我都揀無可揀先揀你
[00:05:30.200 --> 00:05:31.120]  咁咪真係
[00:05:31.120 --> 00:05:33.720]  好真
[00:05:33.720 --> 00:05:34.440]  真得嚟呢
[00:05:34.440 --> 00:05:35.640]  嘩,乜都講曬出嚟
[00:05:35.640 --> 00:05:38.320]  咁但係跟住你知下面嗰個情況就係咩呢
[00:05:38.320 --> 00:05:40.720]  佢同你喺埋一齊都好淒涼啦
[00:05:40.720 --> 00:05:43.920]  咁如果佢又將佢真話講出嚟
[00:05:43.920 --> 00:05:45.240]  你仲淒涼呀
[00:05:45.240 --> 00:05:48.720]  即係大家明明我哋會喺個狀態喎,係咪呀?
[00:05:48.720 --> 00:05:50.200]  好有味道㗎喎
[00:05:50.200 --> 00:05:51.200]  咁然後呢
[00:05:51.200 --> 00:05:54.200]  呢句好好呀,研究緊
[00:05:54.200 --> 00:05:57.360]  至於點樣先至唔會畀人篤破呢?
[00:05:57.360 --> 00:05:59.840]  咁就留心喎
[00:05:59.840 --> 00:06:01.360]  呢個研究真係好好玩喎
[00:06:01.360 --> 00:06:02.840]  小心你身體語言喎
[00:06:02.840 --> 00:06:04.160]  有幾個特徵
[00:06:04.160 --> 00:06:04.760]  第一
[00:06:04.760 --> 00:06:06.120]  如果你講嘢時
[00:06:06.120 --> 00:06:07.240]  唔係,唔係你講嘢
[00:06:07.240 --> 00:06:09.080]  人哋講嘢有時候眼睛望上望下
[00:06:09.080 --> 00:06:10.400]  望左就唔係望一兩次呢
[00:06:10.400 --> 00:06:11.360]  一定係講假嘢
[00:06:11.360 --> 00:06:13.320]  咁然後呢
[00:06:13.320 --> 00:06:16.400]  回答問題嘅時候加咗好多嘢呀呀呀呀嗰啲呢
[00:06:16.400 --> 00:06:18.160]  一定係假嘢啦,係咪呀?
[00:06:18.160 --> 00:06:19.640]  咁由呢度呢
[00:06:19.640 --> 00:06:20.960]  良心不安嘅時候呢
[00:06:20.960 --> 00:06:23.400]  你身體自然會有啲擺動
[00:06:23.400 --> 00:06:25.160]  又或者係話呢
[00:06:25.160 --> 00:06:26.760]  避免眼神接觸
[00:06:26.760 --> 00:06:28.040]  唔想望住你嘅
[00:06:28.040 --> 00:06:29.080]  ok?
[00:06:29.080 --> 00:06:31.000]  同埋呢對好多嘢不斷提好多問題
[00:06:31.000 --> 00:06:31.640]  不斷提好多問題
[00:06:31.640 --> 00:06:32.240]  呢啲呢
[00:06:32.240 --> 00:06:33.600]  多數都係講假嘢
[00:06:33.600 --> 00:06:35.720]  不過呢
[00:06:35.720 --> 00:06:36.480]  我哋講下
[00:06:36.480 --> 00:06:38.680]  誰人最識得講假嘢呢?
[00:06:38.680 --> 00:06:39.560]  你知唔知呀?
[00:06:39.560 --> 00:06:41.760]  好叻呀,我知
[00:06:41.760 --> 00:06:43.200]  嗰啲金像影帝嘛
[00:06:44.320 --> 00:06:45.320]  即係我哋
[00:06:45.320 --> 00:06:46.920]  每年我哋都會
[00:06:46.920 --> 00:06:48.320]  會頒獎畀嗰啲
[00:06:48.320 --> 00:06:49.840]  即係做戲做得好叻
[00:06:49.840 --> 00:06:51.400]  明明佢唔係咁嘅
[00:06:51.400 --> 00:06:53.000]  佢做到好似真嘅一樣
[00:06:53.000 --> 00:06:54.920]  即係比真嗰個更真
[00:06:54.920 --> 00:06:55.760]  你明唔明呀?
[00:06:55.760 --> 00:06:57.560]  嘩,你又話佢做得好好喇
[00:06:57.560 --> 00:06:59.120]  然後我哋頒獎畀佢
[00:06:59.120 --> 00:06:59.840]  覺得好好
[00:06:59.840 --> 00:07:00.840]  嗰個嗰個
[00:07:00.840 --> 00:07:02.120]  好真嘅狀態
[00:07:02.120 --> 00:07:05.080]  我哋今日會呢個狀態
[00:07:05.080 --> 00:07:06.760]  咁然後跟住你最攞名嘅就係
[00:07:06.760 --> 00:07:08.880]  正確嘅謊話應該點樣講?
[00:07:08.880 --> 00:07:10.760]  正確嘅謊話
[00:07:10.760 --> 00:07:11.840]  即係即係
[00:07:11.840 --> 00:07:13.360]  所以你呢本書呢
[00:07:13.360 --> 00:07:14.640]  你就咁睇嗰啲目錄
[00:07:14.640 --> 00:07:15.280]  睇嗰啲嘢
[00:07:15.280 --> 00:07:16.840]  覺得嘩,呢本書真係
[00:07:16.840 --> 00:07:18.840]  去描述個現象
[00:07:18.840 --> 00:07:20.040]  係好真
[00:07:20.040 --> 00:07:21.280]  我哋好多時候呢
[00:07:21.280 --> 00:07:21.920]  我哋睇
[00:07:21.920 --> 00:07:23.080]  留意囉
[00:07:23.080 --> 00:07:23.800]  我哋係咪成日
[00:07:23.800 --> 00:07:25.240]  都係有咁嘅感覺呢
[00:07:25.240 --> 00:07:26.760]  我只係畀你
[00:07:26.760 --> 00:07:28.280]  正確嘅真相
[00:07:28.280 --> 00:07:29.280]  係咪好好呀?
[00:07:29.280 --> 00:07:31.480]  你要咩我畀你呀
[00:07:31.480 --> 00:07:33.280]  如果你睇醫生
[00:07:33.280 --> 00:07:34.920]  你都唔知個藥係咩嚟㗎
[00:07:34.920 --> 00:07:36.480]  總之食完藥就好㗎
[00:07:36.480 --> 00:07:39.040]  越睇私家醫生呢
[00:07:39.040 --> 00:07:40.680]  就越多呢啲咁嘅說話啦
[00:07:41.000 --> 00:07:42.920]  公立醫生唔睬你啦
[00:07:42.920 --> 00:07:43.720]  你走啦
[00:07:43.720 --> 00:07:44.920]  畀咗你快啲走添
[00:07:44.920 --> 00:07:46.240]  唔好講咁多啦
[00:07:46.240 --> 00:07:48.000]  咁私家醫生就梗係
[00:07:48.000 --> 00:07:49.080]  嘩,呢藥好呀
[00:07:49.080 --> 00:07:50.280]  其實係維他命
[00:07:50.280 --> 00:07:51.080]  諸如此類
[00:07:51.080 --> 00:07:51.880]  總之聽完藥之後
[00:07:51.880 --> 00:07:52.680]  你真係好呀
[00:07:52.680 --> 00:07:54.160]  有陣時所以一睇醫生呢
[00:07:54.160 --> 00:07:55.320]  你唔知個感覺
[00:07:55.320 --> 00:07:56.600]  睇其他醫生冇用
[00:07:56.600 --> 00:07:57.640]  睇一個醫生你就最開心
[00:07:57.640 --> 00:07:58.840]  睇完之後你好返一半㗎
[00:07:58.840 --> 00:07:59.480]  呢啲病
[00:07:59.480 --> 00:08:01.640]  即係嗰種感覺
[00:08:01.640 --> 00:08:04.320]  你可以識破
[00:08:04.320 --> 00:08:05.920]  但係唔好講出嚟
[00:08:05.920 --> 00:08:07.240]  大家好
[00:08:07.240 --> 00:08:08.840]  即係彼此
[00:08:08.840 --> 00:08:10.480]  好開心
[00:08:11.000 --> 00:08:11.680]  嗯
[00:08:11.680 --> 00:08:13.600]  小雪芳
[00:08:13.600 --> 00:08:17.240]  才能從雪芳得到好處
[00:08:17.240 --> 00:08:19.960]  咁即係點呢
[00:08:19.960 --> 00:08:21.680]  即係最重要嘅時間
[00:08:21.680 --> 00:08:22.720]  你會講小雪芳囉
[00:08:22.720 --> 00:08:23.200]  咁樣
[00:08:23.200 --> 00:08:23.720]  OK
[00:08:23.720 --> 00:08:26.480]  咁一半真實就對你好好喇已經
[00:08:26.480 --> 00:08:27.240]  好真㗎喇
[00:08:27.240 --> 00:08:27.960]  OK
[00:08:27.960 --> 00:08:29.000]  咁然後呢
[00:08:29.000 --> 00:08:31.600]  講義氣就係為朋友雪芳話
[00:08:31.600 --> 00:08:32.120]  啦
[00:08:32.120 --> 00:08:32.960]  咁樣就即係
[00:08:32.960 --> 00:08:34.480]  即係我諗呢啲純粹係當中
[00:08:34.480 --> 00:08:35.520]  即係
[00:08:35.520 --> 00:08:36.440]  即係俾大家知道
[00:08:36.440 --> 00:08:37.560]  我想諗下喎
[00:08:37.560 --> 00:08:40.120]  我哋今日活喺成個世界
[00:08:41.480 --> 00:08:43.000]  或者講下我哋喺香港
[00:08:43.000 --> 00:08:44.200]  坦白咁講
[00:08:44.200 --> 00:08:45.320]  嗯
[00:08:45.320 --> 00:08:47.360]  我哋已經漸漸去到個階段呢
[00:08:47.360 --> 00:08:49.480]  你唔係好信好多人講嘅嘢
[00:08:49.480 --> 00:08:53.040]  再整正下呢
[00:08:53.040 --> 00:08:55.920]  你唔係好信街邊賣嘢告人講嘅嘢
[00:08:55.920 --> 00:08:58.600]  你問佢啲水果靚唔靚呀嗰啲
[00:08:58.600 --> 00:09:00.280]  佢同你點講呀
[00:09:00.280 --> 00:09:02.400]  梗係靚
[00:09:02.400 --> 00:09:04.520]  搞咗你問埋啲白痴嘅問題
[00:09:04.520 --> 00:09:06.800]  係咪
[00:09:06.800 --> 00:09:08.240]  係咪有啲白痴呀
[00:09:08.240 --> 00:09:09.600]  你問佢靚唔靚喎
[00:09:10.360 --> 00:09:11.880]  咁然後你唔好開心喎
[00:09:11.880 --> 00:09:14.200]  當你行過嘅時候你叫佢美女靚女
[00:09:14.200 --> 00:09:15.120]  你唔好開心喎
[00:09:15.120 --> 00:09:18.200]  又唔好開心咁高興快樂喎
[00:09:18.200 --> 00:09:19.200]  包括靚仔
[00:09:19.200 --> 00:09:19.840]  包括乜嘢
[00:09:19.840 --> 00:09:20.440]  嗱
[00:09:20.440 --> 00:09:22.560]  我哋成個個氛圍呢
[00:09:22.560 --> 00:09:25.200]  都係一個咁嘅狀態裏面
[00:09:25.200 --> 00:09:27.080]  咁然後跟住我哋問
[00:09:27.080 --> 00:09:28.200]  咩叫做真
[00:09:28.200 --> 00:09:29.760]  咩叫做真
[00:09:29.760 --> 00:09:32.080]  所以當
[00:09:32.080 --> 00:09:34.080]  我哋再睇返呢段聖經嘅時候
[00:09:34.080 --> 00:09:36.080]  我哋真係唔能夠唔佩服
[00:09:36.080 --> 00:09:39.240]  或者唔能夠唔感覺感受得到
[00:09:39.840 --> 00:09:43.240]  保羅喺當中所描述嘅狀態
[00:09:43.240 --> 00:09:45.480]  我哋好相信
[00:09:45.480 --> 00:09:46.560]  係
[00:09:46.560 --> 00:09:48.720]  聖經係神所默示嘅
[00:09:48.720 --> 00:09:51.840]  但係我哋又要好誠實地描述
[00:09:51.840 --> 00:09:54.720]  當保羅講呢番說話嘅時候
[00:09:54.720 --> 00:09:56.920]  佢唔覺得自己係寫緊聖經
[00:09:56.920 --> 00:09:58.080]  得唔得呀
[00:09:58.080 --> 00:09:59.960]  希望我哋好坦白下
[00:09:59.960 --> 00:10:00.640]  唔係
[00:10:00.640 --> 00:10:01.400]  對唔住呀
[00:10:01.400 --> 00:10:02.560]  唔係話提摩太後書
[00:10:02.560 --> 00:10:03.280]  唔係聖經呀
[00:10:03.280 --> 00:10:04.120]  唔好搞錯
[00:10:04.120 --> 00:10:05.360]  我哋講緊
[00:10:05.360 --> 00:10:07.560]  當保羅講呢番說話嘅時候
[00:10:07.560 --> 00:10:08.080]  第一
[00:10:08.200 --> 00:10:10.200]  佢冇諗住畀你同我讀嘅
[00:10:10.200 --> 00:10:13.720]  保羅講呢番說話嘅時候
[00:10:13.720 --> 00:10:15.480]  係諗住畀佢嘅
[00:10:15.480 --> 00:10:18.440]  後輩或者畀佢肅靈嘅兒子
[00:10:18.440 --> 00:10:19.040]  係咪
[00:10:19.040 --> 00:10:21.240]  然後保羅講呢番說話嘅時候
[00:10:21.240 --> 00:10:22.240]  係諗住
[00:10:22.240 --> 00:10:24.840]  讓佢呢個肅靈嘅兒子
[00:10:24.840 --> 00:10:25.920]  喺當中
[00:10:25.920 --> 00:10:27.720]  要接觸緊佢
[00:10:27.720 --> 00:10:28.480]  侍奉
[00:10:28.480 --> 00:10:29.960]  或者話唔好接觸佢啦
[00:10:29.960 --> 00:10:31.280]  佢有佢嘅侍奉
[00:10:31.280 --> 00:10:33.040]  提摩太後提摩太後侍奉
[00:10:33.040 --> 00:10:34.560]  但係侍奉嘅情境
[00:10:34.560 --> 00:10:36.480]  或者侍奉嘅神係同一位
[00:10:36.480 --> 00:10:37.280]  ok
[00:10:37.560 --> 00:10:38.560]  然後保羅呢
[00:10:38.560 --> 00:10:40.120]  係好明顯地
[00:10:40.120 --> 00:10:41.440]  喺心裏面
[00:10:41.440 --> 00:10:42.800]  好盼望嘅
[00:10:42.800 --> 00:10:44.920]  將佢覺得最重要最重要嘅嘢
[00:10:44.920 --> 00:10:45.360]  講畀佢聽
[00:10:45.360 --> 00:10:46.360]  點解咁講呢
[00:10:46.360 --> 00:10:48.160]  因為按照我哋嘅理解
[00:10:48.160 --> 00:10:49.600]  提摩太後侍奉就係保羅
[00:10:49.600 --> 00:10:51.040]  喺世上
[00:10:51.040 --> 00:10:52.880]  係最後一卷嘅書信
[00:10:52.880 --> 00:10:55.640]  換言之佢用咁嘅角度
[00:10:55.640 --> 00:10:57.360]  讀呢段經文嘅時候呢
[00:10:57.360 --> 00:11:00.080]  係有另外一啲嘅感覺
[00:11:00.080 --> 00:11:01.280]  個感覺係乜嘢呢
[00:11:01.280 --> 00:11:03.640]  個感覺就唔係好似保羅教我哋
[00:11:03.640 --> 00:11:05.200]  世圖險惡
[00:11:05.200 --> 00:11:06.240]  講畀所有人聽
[00:11:06.400 --> 00:11:07.960]  保羅係同一位
[00:11:07.960 --> 00:11:09.440]  跟從咗佢
[00:11:09.440 --> 00:11:10.760]  好耐時間
[00:11:10.760 --> 00:11:12.920]  而且一路同一齊侍奉
[00:11:12.920 --> 00:11:15.680]  而且喺教會做主任牧師嘅
[00:11:15.680 --> 00:11:17.400]  一位咁嘅
[00:11:17.400 --> 00:11:18.240]  後輩
[00:11:18.240 --> 00:11:20.480]  一個咁嘅繼承人嚟到描述
[00:11:20.480 --> 00:11:22.960]  咁你咁樣角度讀呢段經文嘅時候
[00:11:22.960 --> 00:11:25.280]  就有少少覺得保羅係咪好沉呀
[00:11:25.280 --> 00:11:27.120]  係咪覺得好煩呀
[00:11:27.120 --> 00:11:28.160]  係人都知啦嘛
[00:11:28.160 --> 00:11:32.480]  咁由當我哋細心去了解嘅時候呢
[00:11:32.480 --> 00:11:36.040]  你又會發現保羅喺呢度所描述嘅呢
[00:11:36.200 --> 00:11:37.120]  你嘅感覺呢
[00:11:37.120 --> 00:11:39.320]  保羅好似係盡去所能
[00:11:39.320 --> 00:11:42.240]  一口氣嘅描述描述描述描述描述落去
[00:11:42.240 --> 00:11:44.480]  嗱我想大家再睇一睇
[00:11:44.480 --> 00:11:47.000]  特別我做咗啲嘅編排
[00:11:47.000 --> 00:11:48.960]  咁希望大家喺當中你感受下
[00:11:48.960 --> 00:11:50.200]  保羅一路數嘅時候
[00:11:50.200 --> 00:11:53.120]  你問一問如果有一份工
[00:11:53.120 --> 00:11:55.360]  有一個嘅工作
[00:11:55.360 --> 00:11:57.880]  係咁嘅狀態叫你做你做唔做
[00:11:57.880 --> 00:12:00.600]  嗱你用咁嘅角度讀呀
[00:12:00.600 --> 00:12:02.200]  用咁嘅角度面對呀
[00:12:02.200 --> 00:12:03.760]  咁你突然間開始覺得係
[00:12:03.760 --> 00:12:05.280]  係好大嘅衝擊㗎喎
[00:12:05.680 --> 00:12:06.320]  係咪
[00:12:06.320 --> 00:12:09.200]  當然成份工又唔係澳洲嗰種損工呀嘛
[00:12:09.200 --> 00:12:09.880]  即係嗰啲
[00:12:09.880 --> 00:12:12.920]  你要知道係嗰啲旅遊呀去到有得玩呀
[00:12:12.920 --> 00:12:15.040]  又連身攞錢呀我都好開心係咪
[00:12:15.040 --> 00:12:16.240]  唔係嗰啲喎
[00:12:16.240 --> 00:12:17.720]  係呀咁嘅工
[00:12:17.720 --> 00:12:19.480]  保羅話你該知道
[00:12:19.480 --> 00:12:21.560]  末世必有艱難嘅日子來到
[00:12:21.560 --> 00:12:24.240]  哪時人要尊愛自己
[00:12:24.240 --> 00:12:25.840]  貪愛錢財
[00:12:25.840 --> 00:12:27.600]  自誇狂傲
[00:12:27.600 --> 00:12:28.920]  毀謗
[00:12:28.920 --> 00:12:30.240]  違背父母
[00:12:30.240 --> 00:12:31.280]  忘恩負義
[00:12:31.280 --> 00:12:32.320]  心不勝結
[00:12:32.320 --> 00:12:33.480]  沒有親情
[00:12:33.480 --> 00:12:34.880]  抗拒和解
[00:12:34.880 --> 00:12:36.320]  好說蠶言
[00:12:36.320 --> 00:12:38.680]  不能節約節制
[00:12:38.680 --> 00:12:40.560]  性情兇暴
[00:12:40.560 --> 00:12:42.080]  不愛良善
[00:12:42.080 --> 00:12:43.560]  賣主賣友
[00:12:43.560 --> 00:12:44.760]  任意妄為
[00:12:44.760 --> 00:12:45.680]  自高自大
[00:12:45.680 --> 00:12:46.840]  好愛燕落
[00:12:46.840 --> 00:12:48.320]  愛好燕落
[00:12:48.320 --> 00:12:49.200]  不愛神
[00:12:49.200 --> 00:12:53.000]  有敬虔的外貌卻背棄了敬虔的實質
[00:12:53.000 --> 00:12:56.400]  跟住保羅話這單人你要避開
[00:12:56.400 --> 00:13:00.720]  他們當中有人潛入別人嘅家裡
[00:13:00.720 --> 00:13:03.120]  操縱無知嘅婦女
[00:13:03.360 --> 00:13:06.080]  這些婦女被罪惡壓制
[00:13:06.080 --> 00:13:09.600]  被各樣嘅私慾引誘
[00:13:09.600 --> 00:13:11.040]  雖然常常學習
[00:13:11.040 --> 00:13:14.760]  終究無法達到明白真理嘅地步
[00:13:14.760 --> 00:13:15.520]  總之
[00:13:15.520 --> 00:13:19.400]  雅尼和楊被怎樣反對摩西
[00:13:19.400 --> 00:13:22.160]  這單人也怎樣抵擋摩西真理
[00:13:22.160 --> 00:13:24.160]  佢哋嘅心地敗壞
[00:13:24.160 --> 00:13:26.360]  信仰經不起考驗
[00:13:26.360 --> 00:13:28.680]  然而佢哋沒有進步
[00:13:28.680 --> 00:13:30.200]  因為佢哋嘅愚昧
[00:13:30.200 --> 00:13:32.840]  必在眾人面前顯露出來
[00:13:32.840 --> 00:13:34.640]  像那兩個人
[00:13:34.640 --> 00:13:35.680]  兩人一樣
[00:13:35.680 --> 00:13:36.960]  然後再落去嘅時候
[00:13:36.960 --> 00:13:38.680]  保羅喺當中好清楚
[00:13:38.680 --> 00:13:39.560]  雖然講緊
[00:13:39.560 --> 00:13:43.400]  但你已經追隨了我的教導行為
[00:13:43.400 --> 00:13:44.560]  志向信心
[00:13:44.560 --> 00:13:45.200]  寬容
[00:13:45.200 --> 00:13:45.680]  愛心
[00:13:45.680 --> 00:13:46.280]  忍耐
[00:13:46.280 --> 00:13:49.320]  以及我喺安提厄爾哥廉路斯德
