
[00:00:00.000 --> 00:00:02.000]  一個被聖靈充滿的人
[00:02:09.160 --> 00:02:15.080]  其實忍耐也是其中一個我們真的需要特別去對付的一個生命的果子
[00:02:15.080 --> 00:02:15.880]  那麼大家
[00:02:15.880 --> 00:02:16.960]  想起忍耐的時候
[00:02:16.960 --> 00:02:19.020]  你會覺得忍耐那麼就是…
[00:02:19.020 --> 00:02:20.960]  就是…
[00:02:20.960 --> 00:02:22.680]  這個定義是怎樣的呢?
[00:02:22.680 --> 00:02:25.680]  即是忍耐,你怎樣去形容忍耐這件事呢?
[00:02:25.680 --> 00:02:30.960]  對了
[00:02:30.960 --> 00:02:32.680]  因為忍不到就去哭
[00:02:32.680 --> 00:02:33.480]  呵呵
[00:02:33.480 --> 00:02:34.680]  是嗎?很明顯
[00:02:34.680 --> 00:02:35.680]  忍耐是怎樣的呢?
[00:02:35.680 --> 00:02:37.180]  忍耐
[00:02:37.180 --> 00:02:38.980]  你覺得
[00:02:38.980 --> 00:02:41.780]  忍耐
[00:02:41.780 --> 00:02:46.480]  即是你要用甚麼字眼去形容忍耐
[00:02:46.480 --> 00:02:48.980]  或者用甚麼說話去形容忍耐呢?
[00:02:50.180 --> 00:02:51.180]  不出聲了
[00:02:51.180 --> 00:02:51.880]  所以難怪…
[00:02:51.880 --> 00:02:54.180]  哦…難怪大家忍耐著
[00:02:54.180 --> 00:02:56.480]  忍耐著,你問完沒有?
[00:02:56.480 --> 00:02:57.980]  好,不出聲
[00:02:57.980 --> 00:02:58.980]  OK,還有呢?
[00:02:58.980 --> 00:03:04.280]  堅持
[00:03:04.280 --> 00:03:05.780]  克服
[00:03:05.780 --> 00:03:07.780]  克服,哦…堅持克服
[00:03:07.780 --> 00:03:08.480]  OK,好
[00:03:08.480 --> 00:03:09.180]  還有呢?
[00:03:09.180 --> 00:03:15.180]  透口氣
[00:03:15.180 --> 00:03:16.780]  倒抽一口涼氣
[00:03:16.780 --> 00:03:19.280]  呵呵…
[00:03:19.880 --> 00:03:20.880]  怎樣怎樣?
[00:03:20.880 --> 00:03:22.880]  其實…其實剛才是對的
[00:03:22.880 --> 00:03:24.880]  因為…因為時間關係
[00:03:24.880 --> 00:03:27.880]  我已經在詞典裏面查「忍耐」
[00:03:27.880 --> 00:03:29.380]  裏面是怎樣寫的呢?
[00:03:29.380 --> 00:03:31.880]  原來「忍耐」其實跟大家差不多的意思
[00:03:31.880 --> 00:03:32.880]  剛才我相信那個意思
[00:03:32.880 --> 00:03:33.880]  就是說
[00:03:33.880 --> 00:03:37.880]  將痛苦的感覺或者某種情緒壓制住
[00:03:37.880 --> 00:03:39.880]  不用它表現出來
[00:03:39.880 --> 00:03:43.380]  這個就是世人眼中的這種叫「忍耐」
[00:03:43.380 --> 00:03:45.380]  我不知道…如果這樣的時候
[00:03:45.380 --> 00:03:46.880]  大家覺得難不難?
[00:03:46.880 --> 00:03:48.880]  難啊
[00:03:48.880 --> 00:03:50.880]  因為最近幾個星期前
[00:03:50.880 --> 00:03:51.880]  我經歷了一件事
[00:03:51.880 --> 00:03:53.880]  就是…突然之間
[00:03:53.880 --> 00:03:56.880]  有一天晚上,星期天晚上睡覺的時候
[00:03:56.880 --> 00:04:00.880]  開始…我這邊的智慧牙開始痛
[00:04:00.880 --> 00:04:04.880]  那就…痛到半夜三更
[00:04:04.880 --> 00:04:08.380]  兩點多三點鐘起床去找藥吃
[00:04:08.380 --> 00:04:09.880]  怎知道很可惜
[00:04:09.880 --> 00:04:12.880]  找到的藥都是過期藥
[00:04:12.880 --> 00:04:13.880]  過期
[00:04:13.880 --> 00:04:17.380]  然後有一包就是吃止痛藥
[00:04:17.380 --> 00:04:21.880]  就是我去年跌倒尾龍骨
[00:04:21.880 --> 00:04:23.380]  那個止痛藥放在前面
[00:04:23.380 --> 00:04:25.380]  都拿來先頂住
[00:04:25.380 --> 00:04:27.380]  所以都吃了
[00:04:27.380 --> 00:04:29.380]  吃完之後回去
[00:04:29.380 --> 00:04:30.880]  繼續痛
[00:04:30.880 --> 00:04:31.880]  回到床上
[00:04:31.880 --> 00:04:34.380]  我想點床點到五點鐘
[00:04:34.380 --> 00:04:35.380]  太累了
[00:04:35.380 --> 00:04:37.380]  當時痛到累
[00:04:37.380 --> 00:04:38.880]  所以才睡得著
[00:04:38.880 --> 00:04:40.380]  就是睡了
[00:04:40.380 --> 00:04:41.880]  後來早上
[00:04:41.880 --> 00:04:44.880]  實在真的仍然是這樣痛
[00:04:44.880 --> 00:04:46.880]  那就…沒辦法了
[00:04:46.880 --> 00:04:48.380]  其實我都怕看牙醫
[00:04:48.380 --> 00:04:49.880]  相信大家都是一樣
[00:04:49.880 --> 00:04:51.380]  但是都痛到一個地步
[00:04:51.380 --> 00:04:52.380]  都沒辦法
[00:04:52.380 --> 00:04:53.880]  就打電話去找牙醫
[00:04:53.880 --> 00:04:55.380]  當我打電話去的時候
[00:04:55.380 --> 00:04:57.380]  當然我打馬鞍山區附近的
[00:04:57.380 --> 00:04:58.380]  我上網找
[00:04:58.380 --> 00:04:59.380]  有誰
[00:04:59.380 --> 00:05:02.380]  第一個就打去我屋苑樓下的牙醫
[00:05:02.380 --> 00:05:04.380]  打完去問他今天有沒有期
[00:05:04.380 --> 00:05:05.380]  他說沒有
[00:05:05.380 --> 00:05:08.380]  然後他說很痛
[00:05:08.380 --> 00:05:10.380]  但是我想問什麼時候有
[00:05:10.380 --> 00:05:11.380]  他說一看
[00:05:11.380 --> 00:05:12.380]  當時是星期一
[00:05:12.380 --> 00:05:13.880]  他一看就說
[00:05:13.880 --> 00:05:16.880]  星期五晚上有個期
[00:05:16.880 --> 00:05:17.880]  我心想
[00:05:17.880 --> 00:05:20.880]  訂補福會快一點
[00:05:20.880 --> 00:05:22.880]  等到星期五
[00:05:22.880 --> 00:05:23.880]  痛到星期五
[00:05:23.880 --> 00:05:24.880]  不是吧
[00:05:24.880 --> 00:05:27.880]  後來找到一個牙醫
[00:05:27.880 --> 00:05:30.880]  原來晚上他願意插期給我
[00:05:30.880 --> 00:05:31.880]  他願意給我看
[00:05:31.880 --> 00:05:33.880]  所以當晚
[00:05:33.880 --> 00:05:35.880]  我就去福安對面
[00:05:35.880 --> 00:05:38.880]  某個牙醫那裡去看
[00:05:38.880 --> 00:05:40.880]  原來他看了
[00:05:40.880 --> 00:05:42.380]  原來那個自慰詞
[00:05:42.380 --> 00:05:43.880]  可以刪除出來
[00:05:43.880 --> 00:05:44.380]  感恩
[00:05:44.380 --> 00:05:46.380]  不用手術拿出來
[00:05:46.380 --> 00:05:47.880]  他說有三分之一的地方
[00:05:47.880 --> 00:05:49.380]  被牙肉遮住
[00:05:49.380 --> 00:05:51.380]  那個地方牙肉發炎
[00:05:51.380 --> 00:05:54.380]  所以就要進行洗牙
[00:05:54.380 --> 00:05:56.880]  因為這邊痛
[00:05:56.880 --> 00:05:59.380]  所以他當時打了三支麻醉針
[00:05:59.380 --> 00:06:02.880]  來洗牙
[00:06:02.880 --> 00:06:04.880]  然後因為他說這邊
[00:06:04.880 --> 00:06:07.880]  他說你不需要打那麼多支麻醉針
[00:06:07.880 --> 00:06:09.380]  一來錢貴一點
[00:06:09.380 --> 00:06:11.380]  二來這邊也沒什麼
[00:06:11.380 --> 00:06:13.380]  心想不是吧
[00:06:13.380 --> 00:06:15.380]  大家如果經歷過洗牙
[00:06:15.380 --> 00:06:16.880]  你都知道那種感覺
[00:06:16.880 --> 00:06:19.380]  所以他說打完這三支麻醉針
[00:06:19.380 --> 00:06:21.380]  他在等麻醉藥
[00:06:21.380 --> 00:06:23.880]  開始有藥效的時候
[00:06:23.880 --> 00:06:25.880]  然後他就開始幫我洗這邊
[00:06:25.880 --> 00:06:27.880]  當時我洗的時候
[00:06:27.880 --> 00:06:31.880]  很緊張
[00:06:31.880 --> 00:06:33.880]  抓緊拳頭洗
[00:06:33.880 --> 00:06:35.880]  洗完之後很不舒服很痛
[00:06:35.880 --> 00:06:37.880]  當時我真的要將這個
[00:06:37.880 --> 00:06:41.880]  痛苦的感覺壓抑住
[00:06:41.880 --> 00:06:43.880]  不用他表現出來
[00:06:43.880 --> 00:06:45.880]  洗完一輪
[00:06:45.880 --> 00:06:47.880]  我看到牙醫
[00:06:47.880 --> 00:06:49.880]  放下工具
[00:06:49.880 --> 00:06:51.880]  心想終於洗完
[00:06:51.880 --> 00:06:53.880]  放鬆自己
[00:06:53.880 --> 00:06:55.880]  終於熬完了
[00:06:55.880 --> 00:06:57.880]  牙醫看到我這樣的時候
[00:06:57.880 --> 00:06:59.880]  放鬆自己
[00:06:59.880 --> 00:07:01.880]  他說先不要開心還沒洗完
[00:07:01.880 --> 00:07:05.880]  這個牙醫很誠實
[00:07:05.880 --> 00:07:07.880]  我知道他是基督徒
[00:07:07.880 --> 00:07:09.880]  不過也不用這樣
[00:07:09.880 --> 00:07:11.880]  所以我當時
[00:07:11.880 --> 00:07:13.880]  簡直很辛苦
[00:07:13.880 --> 00:07:15.880]  所以我相信
[00:07:15.880 --> 00:07:17.880]  繼續洗完就OK了
[00:07:17.880 --> 00:07:21.880]  我相信在我們人生裡面
[00:07:21.880 --> 00:07:23.880]  都會經歷不少這一類
[00:07:23.880 --> 00:07:25.880]  就算不是洗牙
[00:07:25.880 --> 00:07:27.880]  有時候可能你上去擠車
[00:07:27.880 --> 00:07:29.880]  擠到很緊張
[00:07:29.880 --> 00:07:31.880]  你都要將這樣的感受
[00:07:31.880 --> 00:07:33.880]  去壓抑住
[00:07:35.880 --> 00:07:37.880]  堅持到下車的日子
[00:07:37.880 --> 00:07:39.880]  但是問題是
[00:07:39.880 --> 00:07:41.880]  世人的忍耐定義
[00:07:41.880 --> 00:07:43.880]  就是將痛苦的感覺或某種情緒
[00:07:43.880 --> 00:07:45.880]  壓抑住
[00:07:45.880 --> 00:07:47.880]  不用他表現出來
[00:07:47.880 --> 00:07:49.880]  其實這個不是正常的忍耐
[00:07:49.880 --> 00:07:51.880]  也不是真正的忍耐
[00:07:51.880 --> 00:07:53.880]  有時候我們誤解了
[00:07:53.880 --> 00:07:55.880]  可能有時候你跟一些人聊天
[00:07:55.880 --> 00:07:57.880]  聊天突然說了一句
[00:07:57.880 --> 00:07:59.880]  都不知道為什麼
[00:07:59.880 --> 00:08:01.880]  突然他就爆了
[00:08:01.880 --> 00:08:03.880]  爆得很厲害
[00:08:03.880 --> 00:08:05.880]  然後就說
[00:08:05.880 --> 00:08:07.880]  究竟說了什麼
[00:08:07.880 --> 00:08:09.880]  其實為什麼呢
[00:08:09.880 --> 00:08:11.880]  因為很多時候
[00:08:11.880 --> 00:08:13.880]  就是因為他將不開心的情緒壓抑住
[00:08:13.880 --> 00:08:15.880]  但是人都是有限的
[00:08:15.880 --> 00:08:17.880]  你不斷將東西放進去
[00:08:17.880 --> 00:08:19.880]  將東西放進去的時候
[00:08:19.880 --> 00:08:21.880]  到有一刻會怎樣呢?會爆
[00:08:21.880 --> 00:08:23.880]  當時爆就爆得很厲害
[00:08:23.880 --> 00:08:25.880]  所以其實為什麼我們經常誤解了
[00:08:25.880 --> 00:08:27.880]  忍耐就是怎樣呢?
[00:08:27.880 --> 00:08:29.880]  我忍你啊
[00:08:29.880 --> 00:08:31.880]  我忍你啊
[00:08:31.880 --> 00:08:33.880]  我忍你啊
[00:08:33.880 --> 00:08:35.880]  不斷說忍你
[00:08:35.880 --> 00:08:37.880]  但其實那不是一種忍耐
[00:08:37.880 --> 00:08:39.880]  因為我忍你的原因就是
[00:08:39.880 --> 00:08:41.880]  我為了一些事情不爆出來
[00:08:41.880 --> 00:08:43.880]  但是那件事情從來沒有解決過
[00:08:43.880 --> 00:08:45.880]  只是將那種感受
[00:08:45.880 --> 00:08:47.880]  將那種情緒壓抑在我們生命裡面
[00:08:47.880 --> 00:08:49.880]  所以到一刻
[00:08:49.880 --> 00:08:51.880]  忍不住了
[00:08:51.880 --> 00:08:53.880]  就會怎樣呢?真的爆發出來
[00:08:53.880 --> 00:08:55.880]  所以其實世人那種忍耐
[00:08:55.880 --> 00:08:57.880]  不是真正的忍耐
[00:08:57.880 --> 00:08:59.880]  那究竟什麼是真正的忍耐呢?
[00:09:01.880 --> 00:09:03.880]  先這樣說
[00:09:03.880 --> 00:09:05.880]  忍耐的原文是什麼呢?
[00:09:05.880 --> 00:09:07.880]  忍耐的原文是什麼呢?
[00:09:07.880 --> 00:09:09.880]  忍耐的原文是什麼呢?
[00:09:09.880 --> 00:09:11.880]  忍耐的原文是什麼呢?
[00:09:11.880 --> 00:09:13.880]  原來不是一種消極容忍的力量
[00:09:13.880 --> 00:09:15.880]  因為忍耐在希臘字的原文的意思
[00:09:15.880 --> 00:09:17.880]  因為忍耐在希臘字的原文的意思
[00:09:17.880 --> 00:09:19.880]  是一種抵受試驗
[00:09:19.880 --> 00:09:21.880]  是一種抵受試驗
[00:09:21.880 --> 00:09:23.880]  抵受試煉的恆久雄偉來歷
[00:09:23.880 --> 00:09:25.880]  抵受試煉的恆久雄偉來歷
[00:09:25.880 --> 00:09:27.880]  抵受試煉的恆久雄偉來歷
[00:09:27.880 --> 00:09:29.880]  抵受試煉的恆久雄偉來歷
[00:09:29.880 --> 00:09:31.880]  抵受試煉的恆久雄偉來歷
[00:09:31.880 --> 00:09:33.880]  抵受試煉的恆久雄偉來歷
[00:09:33.880 --> 00:09:35.880]  抵受試煉的恆久雄偉來歷
[00:09:35.880 --> 00:09:37.880]  抵受試煉的恆久雄偉來歷
[00:09:37.880 --> 00:09:39.880]  講到最終就是一種恆久的來歷
[00:09:39.880 --> 00:09:41.880]  講到最終就是一種恆久的來歷
[00:09:41.880 --> 00:09:43.880]  恆久的持久的一種堅忍
[00:09:43.880 --> 00:09:45.880]  恆久的持久的一種堅忍
[00:09:45.880 --> 00:09:47.880]  無論受什麼情況
[00:09:47.880 --> 00:09:49.880]  無論受什麼情況
[00:09:49.880 --> 00:09:51.880]  他都不會有任何的反應
[00:09:51.880 --> 00:09:53.880]  還有一個意思
[00:09:53.880 --> 00:09:55.880]  忍耐還有一個意思
[00:09:55.880 --> 00:09:57.880]  他能夠克制怒氣
[00:09:57.880 --> 00:09:59.880]  忍耐可以控制情緒
[00:09:59.880 --> 00:10:01.880]  忍耐可以控制情緒
[00:10:01.880 --> 00:10:03.880]  忍耐可以控制情緒
[00:10:03.880 --> 00:10:05.880]  忍耐可以控制自己的情緒
[00:10:05.880 --> 00:10:07.880]  忍耐可以控制自己的情緒
[00:10:07.880 --> 00:10:09.880]  忍耐可以控制自己的情緒
[00:10:09.880 --> 00:10:11.880]  忍耐可以控制自己的情緒
[00:10:11.880 --> 00:10:13.880]  忍耐可以控制自己的情緒
[00:10:13.880 --> 00:10:15.880]  忍耐可以控制自己的情緒
[00:10:15.880 --> 00:10:17.880]  忍耐可以控制自己的情緒
[00:10:17.880 --> 00:10:19.880]  忍耐可以控制自己的情緒
[00:10:19.880 --> 00:10:21.880]  忍耐可以控制自己的情緒
[00:10:21.880 --> 00:10:23.880]  忍耐可以控制自己的情緒
[00:10:23.880 --> 00:10:25.880]  忍耐可以控制自己的情緒
[00:10:25.880 --> 00:10:27.880]  忍耐可以控制自己的情緒
[00:10:27.880 --> 00:10:29.880]  忍耐可以控制自己的情緒
[00:10:29.880 --> 00:10:31.880]  忍耐可以控制自己的情緒
[00:10:31.880 --> 00:10:33.880]  忍耐可以控制自己的情緒
[00:10:33.880 --> 00:10:35.880]  忍耐可以控制自己的情緒
[00:10:35.880 --> 00:10:37.880]  忍耐可以控制自己的情緒
[00:10:37.880 --> 00:10:39.880]  忍耐可以控制自己的情緒
[00:10:39.880 --> 00:10:41.880]  忍耐可以控制自己的情緒
[00:10:41.880 --> 00:10:43.880]  忍耐可以控制自己的情緒
[00:10:43.880 --> 00:10:45.880]  忍耐可以控制自己的情緒
[00:10:45.880 --> 00:10:47.880]  忍耐可以控制自己的情緒
[00:10:47.880 --> 00:10:49.880]  忍耐可以控制自己的情緒
[00:10:49.880 --> 00:10:51.880]  忍耐可以控制自己的情緒
[00:10:51.880 --> 00:10:53.880]  忍耐可以控制自己的情緒
[00:10:53.880 --> 00:10:55.880]  忍耐可以控制自己的情緒
[00:10:55.880 --> 00:10:57.880]  忍耐可以控制自己的情緒
[00:10:57.880 --> 00:10:59.880]  忍耐可以控制自己的情緒
[00:10:59.880 --> 00:11:01.880]  忍耐可以控制自己的情緒
[00:11:01.880 --> 00:11:03.880]  忍耐可以控制自己的情緒
[00:11:03.880 --> 00:11:05.880]  忍耐可以控制自己的情緒
[00:11:05.880 --> 00:11:07.880]  忍耐可以控制自己的情緒
[00:11:07.880 --> 00:11:09.880]  忍耐可以控制自己的情緒
[00:11:09.880 --> 00:11:11.880]  忍耐可以控制自己的情緒
[00:11:11.880 --> 00:11:13.880]  忍耐可以控制自己的情緒
[00:11:13.880 --> 00:11:15.880]  忍耐可以控制自己的情緒
[00:11:15.880 --> 00:11:17.880]  忍耐可以控制自己的情緒
[00:11:17.880 --> 00:11:19.880]  忍耐可以控制自己的情緒
[00:11:19.880 --> 00:11:21.880]  忍耐可以控制自己的情緒
[00:11:21.880 --> 00:11:23.880]  忍耐可以控制自己的情緒
[00:11:23.880 --> 00:11:25.880]  忍耐可以控制自己的情緒
[00:11:25.880 --> 00:11:27.880]  忍耐可以控制自己的情緒
[00:11:27.880 --> 00:11:29.880]  忍耐可以控制自己的情緒
[00:11:29.880 --> 00:11:31.880]  忍耐可以控制自己的情緒
[00:11:31.880 --> 00:11:33.880]  忍耐可以控制自己的情緒
[00:11:33.880 --> 00:11:35.880]  忍耐可以控制自己的情緒
[00:11:35.880 --> 00:11:37.880]  忍耐可以控制自己的情緒
[00:11:37.880 --> 00:11:39.880]  忍耐可以控制自己的情緒
[00:11:39.880 --> 00:11:41.880]  忍耐可以控制自己的情緒
[00:11:41.880 --> 00:11:43.880]  忍耐可以控制自己的情緒
[00:11:43.880 --> 00:11:45.880]  忍耐可以控制自己的情緒
[00:11:45.880 --> 00:11:47.880]  忍耐可以控制自己的情緒
[00:11:47.880 --> 00:11:49.880]  忍耐可以控制自己的情緒
[00:11:49.880 --> 00:11:51.880]  忍耐可以控制自己的情緒
[00:11:51.880 --> 00:11:53.880]  忍耐可以控制自己的情緒
[00:11:53.880 --> 00:11:55.880]  忍耐可以控制自己的情緒
[00:11:55.880 --> 00:11:57.880]  忍耐可以控制自己的情緒
[00:11:57.880 --> 00:11:59.880]  忍耐可以控制自己的情緒
[00:11:59.880 --> 00:12:01.880]  忍耐可以控制自己的情緒
[00:12:01.880 --> 00:12:03.880]  忍耐可以控制自己的情緒
[00:12:03.880 --> 00:12:05.880]  忍耐可以控制自己的情緒
[00:12:05.880 --> 00:12:07.880]  忍耐可以控制自己的情緒
[00:12:07.880 --> 00:12:09.880]  忍耐可以控制自己的情緒
[00:12:09.880 --> 00:12:11.880]  忍耐可以控制自己的情緒
[00:12:11.880 --> 00:12:13.880]  忍耐可以控制自己的情緒
[00:12:13.880 --> 00:12:15.880]  忍耐可以控制自己的情緒
[00:12:15.880 --> 00:12:17.880]  忍耐可以控制自己的情緒
[00:12:17.880 --> 00:12:19.880]  忍耐可以控制自己的情緒
[00:12:19.880 --> 00:12:21.880]  忍耐可以控制自己的情緒
[00:12:21.880 --> 00:12:23.880]  忍耐可以控制自己的情緒
[00:12:23.880 --> 00:12:25.880]  忍耐可以控制自己的情緒
[00:12:25.880 --> 00:12:27.880]  忍耐可以控制自己的情緒
[00:12:27.880 --> 00:12:29.880]  忍耐可以控制自己的情緒
[00:12:29.880 --> 00:12:31.880]  忍耐可以控制自己的情緒
[00:12:31.880 --> 00:12:33.880]  忍耐可以控制自己的情緒
[00:12:33.880 --> 00:12:35.880]  忍耐可以控制自己的情緒
[00:12:35.880 --> 00:12:37.880]  忍耐可以控制自己的情緒
[00:12:37.880 --> 00:12:39.880]  忍耐可以控制自己的情緒
[00:12:39.880 --> 00:12:41.880]  忍耐可以控制自己的情緒
[00:12:41.880 --> 00:12:43.880]  忍耐可以控制自己的情緒
[00:12:43.880 --> 00:12:45.880]  忍耐可以控制自己的情緒
[00:12:45.880 --> 00:12:47.880]  忍耐可以控制自己的情緒
[00:12:47.880 --> 00:12:49.880]  忍耐可以控制自己的情緒
[00:12:49.880 --> 00:12:51.880]  忍耐可以控制自己的情緒
[00:12:51.880 --> 00:12:53.880]  忍耐可以控制自己的情緒
[00:12:53.880 --> 00:12:55.880]  忍耐可以控制自己的情緒
[00:12:55.880 --> 00:12:57.880]  忍耐可以控制自己的情緒
[00:12:57.880 --> 00:12:59.880]  忍耐可以控制自己的情緒
[00:12:59.880 --> 00:13:01.880]  忍耐可以控制自己的情緒
[00:13:01.880 --> 00:13:03.880]  忍耐可以控制自己的情緒
[00:13:03.880 --> 00:13:05.880]  忍耐可以控制自己的情緒
[00:13:05.880 --> 00:13:07.880]  忍耐可以控制自己的情緒
[00:13:07.880 --> 00:13:09.880]  忍耐可以控制自己的情緒
[00:13:09.880 --> 00:13:11.880]  忍耐可以控制自己的情緒
[00:13:11.880 --> 00:13:13.880]  忍耐可以控制自己的情緒
[00:13:13.880 --> 00:13:15.880]  忍耐可以控制自己的情緒
[00:13:15.880 --> 00:13:17.880]  忍耐可以控制自己的情緒
[00:13:17.880 --> 00:13:19.880]  忍耐可以控制自己的情緒
[00:13:19.880 --> 00:13:21.880]  忍耐可以控制自己的情緒
[00:13:21.880 --> 00:13:23.880]  忍耐可以控制自己的情緒
[00:13:23.880 --> 00:13:25.880]  忍耐可以控制自己的情緒
[00:13:25.880 --> 00:13:27.880]  忍耐可以控制自己的情緒
[00:13:27.880 --> 00:13:29.880]  忍耐可以控制自己的情緒
[00:13:29.880 --> 00:13:31.880]  忍耐可以控制自己的情緒
[00:13:31.880 --> 00:13:33.880]  忍耐可以控制自己的情緒
[00:13:33.880 --> 00:13:35.880]  忍耐可以控制自己的情緒
[00:13:35.880 --> 00:13:37.880]  忍耐可以控制自己的情緒
[00:13:37.880 --> 00:13:39.880]  忍耐可以控制自己的情緒
[00:13:39.880 --> 00:13:41.880]  忍耐可以控制自己的情緒
[00:13:41.880 --> 00:13:43.880]  忍耐可以控制自己的情緒
[00:13:43.880 --> 00:13:45.880]  忍耐可以控制自己的情緒
[00:13:45.880 --> 00:13:47.880]  忍耐可以控制自己的情緒
[00:13:47.880 --> 00:13:49.880]  忍耐可以控制自己的情緒
[00:13:49.880 --> 00:13:51.880]  忍耐可以控制自己的情緒
[00:13:51.880 --> 00:13:53.880]  忍耐可以控制自己的情緒
[00:13:53.880 --> 00:13:55.880]  忍耐可以控制自己的情緒
[00:13:55.880 --> 00:13:57.880]  忍耐可以控制自己的情緒
[00:13:57.880 --> 00:13:59.880]  忍耐可以控制自己的情緒
[00:13:59.880 --> 00:14:01.880]  忍耐可以控制自己的情緒
[00:14:01.880 --> 00:14:03.880]  忍耐可以控制自己的情緒
[00:14:03.880 --> 00:14:05.880]  忍耐可以控制自己的情緒
[00:14:05.880 --> 00:14:07.880]  忍耐可以控制自己的情緒
[00:14:07.880 --> 00:14:09.880]  忍耐可以控制自己的情緒
[00:14:09.880 --> 00:14:11.880]  忍耐可以控制自己的情緒
[00:14:11.880 --> 00:14:13.880]  忍耐可以控制自己的情緒
[00:14:13.880 --> 00:14:15.880]  忍耐可以控制自己的情緒
[00:14:15.880 --> 00:14:17.880]  忍耐可以控制自己的情緒
[00:14:17.880 --> 00:14:19.880]  忍耐可以控制自己的情緒
[00:14:19.880 --> 00:14:21.880]  忍耐可以控制自己的情緒
[00:14:21.880 --> 00:14:23.880]  忍耐可以控制自己的情緒
[00:14:23.880 --> 00:14:25.880]  忍耐可以控制自己的情緒
[00:14:25.880 --> 00:14:27.880]  忍耐可以控制自己的情緒
[00:14:27.880 --> 00:14:29.880]  忍耐可以控制自己的情緒
[00:14:29.880 --> 00:14:31.880]  忍耐可以控制自己的情緒
[00:14:31.880 --> 00:14:33.880]  忍耐可以控制自己的情緒
[00:14:33.880 --> 00:14:35.880]  忍耐可以控制自己的情緒
[00:14:35.880 --> 00:14:37.880]  忍耐可以控制自己的情緒
[00:14:37.880 --> 00:14:39.880]  忍耐可以控制自己的情緒
