
[00:00:00.000 --> 00:00:06.000]  有機會在母親節和UV弟兄姊妹一起慶祝
[00:09:26.000 --> 00:09:28.000]  但為什麼要澄清這件事
[00:09:28.000 --> 00:09:32.000]  說不能夠用性別限制上帝
[00:09:32.000 --> 00:09:35.000]  為什麼這麼緊張澄清這件事
[00:09:35.000 --> 00:09:38.000]  我想是因為如果是稱神
[00:09:38.000 --> 00:09:41.000]  單單以祂為父
[00:09:41.000 --> 00:09:45.000]  以為父這個比喻能夠完完全全
[00:09:45.000 --> 00:09:49.000]  很足夠很完美去描述上帝的話
[00:09:49.000 --> 00:09:52.000]  這樣敬拜是敬拜偶像
[00:09:52.000 --> 00:09:55.000]  讓我解釋一下
[00:09:55.000 --> 00:10:02.000]  用一個意境一個說法去稱呼上帝沒有問題
[00:10:02.000 --> 00:10:09.000]  但以為一個說法可以完全表達神的屬性就有問題
[00:10:09.000 --> 00:10:14.000]  例如如果我們說神是猶太的獅子
[00:10:14.000 --> 00:10:16.000]  創世紀這樣說
[00:10:16.000 --> 00:10:19.000]  我們忘記了神也是一個羔羊
[00:10:19.000 --> 00:10:22.000]  像許鶴峰這樣說
[00:10:22.000 --> 00:10:26.000]  如果我們說神是一個
[00:10:26.000 --> 00:10:36.000]  神是我們撫養小孩子的父親
[00:10:36.000 --> 00:10:45.000]  忘記了神同樣是令我成長的一個父親
[00:10:45.000 --> 00:10:51.000]  如果我只是稱耶穌為王的時候
[00:10:51.000 --> 00:10:53.000]  我忘記了祂是先知
[00:10:53.000 --> 00:10:57.000]  只是稱祂為先知就忘記了祂是祭司
[00:10:57.000 --> 00:11:03.000]  只是說到耶穌基督好像沒有親戚愛的時候
[00:11:03.000 --> 00:11:05.000]  就忘記了父親的尊嚴
[00:11:05.000 --> 00:11:12.000]  但是上帝是父親大有能力的將軍的時候
[00:11:12.000 --> 00:11:19.000]  我們忘記了祂是一個慈父
[00:11:19.000 --> 00:11:21.000]  上帝是一個同樣的慈父
[00:11:21.000 --> 00:11:26.000]  沒有一個形象能夠完全描寫上帝
[00:11:26.000 --> 00:11:31.000]  無論是一個動物獅子或者羊
[00:11:31.000 --> 00:11:36.000]  或者是一個角色母親或者父親
[00:11:36.000 --> 00:11:42.000]  或者是一個崗位將軍或者其他
[00:11:42.000 --> 00:11:47.000]  或者是宗教歷史裡的一個角色
[00:11:47.000 --> 00:11:51.000]  先知王尼塞亞
[00:11:51.000 --> 00:11:58.000]  沒有一個意境能夠完全表達上帝的本質
[00:11:58.000 --> 00:12:04.000]  沒有一個意境能夠完全表達耶穌基督的事功
[00:12:04.000 --> 00:12:10.000]  所以記住聖經有不同的對父神的表達
[00:12:10.000 --> 00:12:15.000]  但是我們在座的母親或者子會
[00:12:15.000 --> 00:12:22.000]  不要以為神是受他性別所限制
[00:12:22.000 --> 00:12:30.000]  不要以為母親不能夠在我們對神的盡忠裡面
[00:12:30.000 --> 00:12:33.000]  表達神性的一部份
[00:12:33.000 --> 00:12:35.000]  當然我們不是上帝
[00:12:35.000 --> 00:12:38.000]  但正是神給我們這個特色
[00:12:38.000 --> 00:12:43.000]  能夠去care去照顧去紀念去撫養
[00:12:43.000 --> 00:12:53.000]  我們在這裡反映到神自己給我們的形象的一部份
[00:12:53.000 --> 00:12:58.000]  所以第一我們為什麼不可以忽略
[00:12:58.000 --> 00:13:03.000]  父神有母親的特性
[00:13:03.000 --> 00:13:13.000]  第二如果我們說神是創造主的時候
[00:13:13.000 --> 00:13:19.000]  人是他形象所做有男有女
[00:13:19.000 --> 00:13:23.000]  如果神的形象有男有女的時候
[00:13:23.000 --> 00:13:28.000]  男女都表達神自己某一方面的屬性
[00:13:28.000 --> 00:13:31.000]  所以限制上帝
[00:13:31.000 --> 00:13:40.000]  我們是在限制神自己多方面屬性的彰顯
[00:13:40.000 --> 00:13:44.000]  如果他形象有男有女的時候
[00:13:44.000 --> 00:13:51.000]  我相信男女都能夠成為神自己神性的表達
[00:13:51.000 --> 00:14:04.000]  我們知道地上的性別特性是為了生兒育女的問題
[00:14:04.000 --> 00:14:07.000]  但神不是被造物
[00:14:07.000 --> 00:14:10.000]  神不需要生兒育女
[00:14:10.000 --> 00:14:16.000]  神也不會用人的方法去產生他的口慮
[00:14:16.000 --> 00:14:23.000]  神的兒子耶穌基督不是兩個性別出來的兒子
[00:14:23.000 --> 00:14:28.000]  是自由永有與神共存
[00:14:28.000 --> 00:14:37.000]  用兒子不是去幻想神能夠交配而生的兒子
[00:14:37.000 --> 00:14:41.000]  神不受性別所限制
[00:14:41.000 --> 00:14:48.000]  性別成為了被造物的特色
[00:14:48.000 --> 00:14:53.000]  我們敬拜的創造主就是這樣的創造主
[00:14:53.000 --> 00:14:59.000]  我明白父神也有母親的特色
[00:14:59.000 --> 00:15:10.000]  我也明白父親的景象不能夠限制神自己多方面屬性的表態
[00:15:10.000 --> 00:15:14.000]  實際上也沒有什麼影響
[00:15:14.000 --> 00:15:21.000]  如果限制神只有男性的表態的時候
[00:15:21.000 --> 00:15:31.000]  會令到在教會歷史裡人尋求追求敬拜另類的女神
[00:15:31.000 --> 00:15:35.000]  因為如果神是完全的男性的時候
[00:15:35.000 --> 00:15:49.000]  我們就好像不能夠敬拜一個帶有女性溫柔照顧養育的一個景象
[00:15:49.000 --> 00:15:59.000]  教會歷史裡真的有人尋找女神的敬拜
[00:15:59.000 --> 00:16:01.000]  最明顯的例子就是瑪利亞
[00:16:01.000 --> 00:16:08.000]  當然她並不是一個女神 但為什麼有人會敬崇瑪利亞
[00:16:08.000 --> 00:16:13.000]  因為覺得在瑪利亞找到一些東西在父神的景象裡找不到
[00:16:13.000 --> 00:16:20.000]  或者在外邦宗教裡有女神
[00:16:20.000 --> 00:16:26.000]  因為在外邦宗教的男神裡表達不到一些女神的特色
[00:16:26.000 --> 00:16:33.000]  但我們的上帝是不受性別所限制
[00:16:33.000 --> 00:16:42.000]  祂是我們的父 但祂能夠給出我們的母愛
[00:16:42.000 --> 00:16:45.000]  祂能夠有母親的關懷
[00:16:45.000 --> 00:16:53.000]  有母親對人的紀念和生養和教導等等
[00:16:53.000 --> 00:16:57.000]  一個這麼完美多方面的上帝
[00:16:57.000 --> 00:17:00.000]  是全然的上帝 自有永有的上帝
[00:17:00.000 --> 00:17:05.000]  我們今天不需要敬拜假神 更加不需要敬拜女神
[00:17:05.000 --> 00:17:10.000]  因為在神裡面我們找到一切我們需要找到
[00:17:10.000 --> 00:17:14.000]  在神裡面找到我們所渴求的
[00:17:14.000 --> 00:17:20.000]  神能夠滿足我們每一方面的需要
[00:17:20.000 --> 00:17:28.000]  所以我們在敬拜神之外我們不需要多敬拜女神
[00:17:28.000 --> 00:17:31.000]  神是全然的
[00:17:31.000 --> 00:17:37.000]  我們在敬拜神的時候 如果我們強調神是某個性別的話
[00:17:37.000 --> 00:17:44.000]  我們以為某個性別特別有權柄能夠賜上帝
[00:17:44.000 --> 00:17:51.000]  很多宗教敬拜男神對女性有歧視和欺壓
[00:17:51.000 --> 00:17:53.000]  甚至我們在基督教裡面
[00:17:53.000 --> 00:17:59.000]  如果我們強調神是一個受男性限制
[00:17:59.000 --> 00:18:02.000]  受性別限制的話
[00:18:02.000 --> 00:18:09.000]  很容易我們會對姐妹對女性帶來歧視
[00:18:09.000 --> 00:18:14.000]  今天不是叫大家稱神為母
[00:18:14.000 --> 00:18:18.000]  但是我們要知道父神的意思是什麼
[00:18:18.000 --> 00:18:24.000]  而神是不受性別所規限
[00:18:24.000 --> 00:18:36.000]  神的架構和思維是遠超過我們所能夠幻想的
[00:18:36.000 --> 00:18:41.000]  父親是一個關係的名詞
[00:18:41.000 --> 00:18:44.000]  是一個relational term
[00:18:44.000 --> 00:18:50.000]  所以聖經裡面多次提及我們的父神
[00:18:50.000 --> 00:18:56.000]  relation是反映哪一種相對關係
[00:18:56.000 --> 00:18:59.000]  不是反映和母親的分別
[00:18:59.000 --> 00:19:04.000]  是反映和我們的關係father and son
[00:19:04.000 --> 00:19:08.000]  如果強調是father and mother的分別
[00:19:08.000 --> 00:19:12.000]  會強調是male and female
[00:19:12.000 --> 00:19:15.000]  或者wife and husband的分別
[00:19:15.000 --> 00:19:17.000]  聖經裡面提及神是我們的父
[00:19:17.000 --> 00:19:23.000]  所讓我們看到的不是相對某個理論性的母親的存在
[00:19:23.000 --> 00:19:28.000]  而是和我們的關係
[00:19:28.000 --> 00:19:30.000]  所以是一個relational term
[00:19:30.000 --> 00:19:33.000]  是和我們的分別
[00:19:33.000 --> 00:19:36.000]  神的權柄是我們永遠無法達到的
[00:19:36.000 --> 00:19:41.000]  我們要去敬佛 敬拜 尊崇
[00:19:41.000 --> 00:19:46.000]  這是我們的父 我們的神
[00:19:46.000 --> 00:19:52.000]  不要搞錯這些觀念
[00:19:52.000 --> 00:19:57.000]  我們最後看一段聖經 二弗所書第三章
[00:19:57.000 --> 00:20:00.000]  十四十五節
[00:20:00.000 --> 00:20:08.000]  保羅在這裡用父神的觀念做一個總結
[00:20:08.000 --> 00:20:11.000]  二弗所書第三章十四十五節
[00:20:11.000 --> 00:20:15.000]  因此我在父面前屈膝
[00:20:15.000 --> 00:20:22.000]  天上地上各樣國家都是從他得名
[00:20:22.000 --> 00:20:25.000]  求他按著他豐盛的榮耀
[00:20:25.000 --> 00:20:32.000]  藉著他的靈叫你們心裡的力量剛強起來
[00:20:32.000 --> 00:20:34.000]  當時在羅馬帝國
[00:20:34.000 --> 00:20:40.000]  羅馬王稱自己為the father of the land
[00:20:40.000 --> 00:20:42.000]  保羅說不是
[00:20:42.000 --> 00:20:48.000]  是我們的父神才是最終極的father
[00:20:48.000 --> 00:20:55.000]  在這個father的架構裡 萬家都要以這父為首
[00:20:55.000 --> 00:21:03.000]  一家之主是我們的上帝 不是羅馬的君王
[00:21:03.000 --> 00:21:07.000]  讓我們今天敬拜我們的神
[00:21:07.000 --> 00:21:11.000]  不是敬拜我們自己男性的偉大
[00:21:11.000 --> 00:21:18.000]  是敬拜我們神超越一切的偉大
[00:21:18.000 --> 00:21:21.000]  讓我們在我們的母親節
[00:21:21.000 --> 00:21:26.000]  感謝上帝給我們有父親和母親
[00:21:26.000 --> 00:21:31.000]  父親能夠反映到神自己某一方面的屬性
[00:21:31.000 --> 00:21:34.000]  母親能夠反映到另一方面的屬性
[00:21:34.000 --> 00:21:40.000]  他們犧牲的愛讓我們今天紀念
[00:21:40.000 --> 00:21:45.000]  難怪在普世福音廣傳的時候
[00:21:45.000 --> 00:21:49.000]  對社會差不多第一個的影響
[00:21:49.000 --> 00:21:54.000]  就是令到女性的地位可以在社會上提升
[00:21:54.000 --> 00:21:58.000]  福音去到哪裡都有這樣的福音震撼的能力
[00:21:58.000 --> 00:22:02.000]  因為當我們敬拜獨一的真神的時候
[00:22:02.000 --> 00:22:05.000]  我們知道這個上帝是創造主
[00:22:05.000 --> 00:22:10.000]  我們是跟著他的形象被造
[00:22:10.000 --> 00:22:16.000]  有男有女同樣是神所造的
[00:22:16.000 --> 00:22:21.000]  讓我們今天在母親節紀念我們的父神
[00:22:21.000 --> 00:22:24.000]  好像母親對我們的愛
[00:22:24.000 --> 00:22:29.000]  讓我們回報的時候回報我們地上的母親
[00:22:29.000 --> 00:22:37.000]  天上我們的父神 但這個父神是不受規限的父神
[00:22:37.000 --> 00:22:40.000]  我們可不可以這樣做
[00:22:40.000 --> 00:22:43.000]  讓我們今天去紀念的
[00:22:43.000 --> 00:22:47.000]  讓我們所敬拜的能夠蒙神的如立
[00:22:47.000 --> 00:22:49.000]  我們低頭祈禱
[00:22:49.000 --> 00:22:52.000]  蔡天父我們獻上感謝和讚美
[00:22:52.000 --> 00:22:58.000]  你給我們一段空間去思想神自己的屬性
[00:22:58.000 --> 00:23:02.000]  神我們願意望見你的偉大
[00:23:02.000 --> 00:23:04.000]  我們獻上感謝和讚美
[00:23:04.000 --> 00:23:06.000]  因為你超越一切
[00:23:06.000 --> 00:23:09.000]  你超越任何的角色任何的性別
[00:23:09.000 --> 00:23:13.000]  你超越任何的限制任何的稱號
[00:23:13.000 --> 00:23:16.000]  你是我們敬拜的上帝
[00:23:16.000 --> 00:23:19.000]  感謝我們的父神
[00:23:19.000 --> 00:23:21.000]  你是我們的父
[00:23:21.000 --> 00:23:24.000]  但以你母愛去愛我們
[00:23:24.000 --> 00:23:29.000]  讓我們今天在地上紀念我們的母親
[00:23:29.000 --> 00:23:34.000]  也都身為母親的模仿神自己的大愛
[00:23:34.000 --> 00:23:39.000]  讓我們今天能夠同樣去紀念我們的上帝
[00:23:39.000 --> 00:23:47.000]  用同樣的回報去歌頌我們的上帝
[00:23:47.000 --> 00:23:52.000]  以致我們能夠被領養成為神自己的兒女
[00:23:52.000 --> 00:23:55.000]  為你的說話我們獻上感謝和讚美
[00:23:55.000 --> 00:23:57.000]  感激了奉主明求
