
[00:00:00.000 --> 00:00:05.760]  我想大家和我一起給予一些回應
[00:02:24.600 --> 00:02:34.600]  感到無奈驚慌和不知所措 是不是
[00:02:34.600 --> 00:02:40.600]  不知道大家現在心裏面在求甚麼呢
[00:02:40.600 --> 00:02:43.600]  是疫症的早日過去
[00:02:43.600 --> 00:02:46.600]  不用戴口罩
[00:02:46.600 --> 00:02:51.600]  是社會政局的安定
[00:02:51.600 --> 00:02:56.600]  一是一家大小的平安
[00:02:56.600 --> 00:03:02.600]  或者是工作得到穩定
[00:03:02.600 --> 00:03:05.600]  有些人會這樣說
[00:03:05.600 --> 00:03:09.600]  其實不用多想了
[00:03:09.600 --> 00:03:13.600]  所謂得失皆常事
[00:03:13.600 --> 00:03:17.600]  不要執著了
[00:03:17.600 --> 00:03:24.600]  或者我們可以用這首陳百強所唱的
[00:03:24.600 --> 00:03:29.600]  《一生何求》來表達這種想法
[00:03:29.600 --> 00:03:35.600]  他勸我們其實不需要求甚麼
[00:03:35.600 --> 00:03:42.600]  歌詞的心態好像很樂觀 是不是
[00:03:42.600 --> 00:03:48.600]  但是如果我們看清楚歌詞所表達的思想
[00:03:48.600 --> 00:03:56.600]  恰恰是充滿了無奈和悲觀的迷惘
[00:03:56.600 --> 00:04:01.600]  這個或者是那些很多沒有基督信仰的人
[00:04:01.600 --> 00:04:08.600]  的一種自我解脫和安慰的心聲 是不是
[00:04:08.600 --> 00:04:13.600]  但是對於基督徒而言
[00:04:13.600 --> 00:04:18.600]  我們又應該抱甚麼心態呢
[00:04:18.600 --> 00:04:21.600]  我們是不是好像他們一樣
[00:04:21.600 --> 00:04:24.600]  對人生一樣迷惘
[00:04:24.600 --> 00:04:30.600]  使我們亦都強作瀟灑
[00:04:30.600 --> 00:04:39.600]  不許為我們的人生做任何的懇求呢
[00:04:39.600 --> 00:04:41.600]  親愛的兄弟姐妹
[00:04:41.600 --> 00:04:48.600]  我們是相信有一位掌管天地永恆的上帝
[00:04:48.600 --> 00:04:52.600]  在他裡面一切都不是偶然的
[00:04:52.600 --> 00:04:54.600]  亦都不是無奈的
[00:04:54.600 --> 00:05:00.600]  而是照著一段我們很熟悉的經文去安排事情
[00:05:00.600 --> 00:05:02.600]  這一段經文就是
[00:05:02.600 --> 00:05:07.600]  萬事都互相效力
[00:05:07.600 --> 00:05:15.600]  要叫愛神的人得益處
[00:05:15.600 --> 00:05:18.600]  是照著這種安排去做的
[00:05:18.600 --> 00:05:24.600]  到底我們又可以向神求些甚麼呢
[00:05:24.600 --> 00:05:30.600]  或者我們可以用今天所讀的詩篇第25篇
[00:05:30.600 --> 00:05:36.600]  作為我們人生所求的其中一個參考
[00:05:36.600 --> 00:05:38.600]  我們亦都深信
[00:05:38.600 --> 00:05:42.600]  正因為我們的神是垂聽祈禱的
[00:05:42.600 --> 00:05:49.600]  我們的所求就不會是水中撈月
[00:05:49.600 --> 00:05:55.600]  相反,如果我們所求的是合乎神的心意
[00:05:55.600 --> 00:05:57.600]  正如神所說的
[00:05:57.600 --> 00:06:04.600]  我們深信一定能夠從神那裡得到所想所求
[00:06:04.600 --> 00:06:08.600]  弟兄姊妹,你有多相信?
[00:06:12.600 --> 00:06:14.600]  一至五節
[00:06:14.600 --> 00:06:18.600]  詩人第一個向神的呼求
[00:06:18.600 --> 00:06:23.600]  是脫離心中的迷惘
[00:06:23.600 --> 00:06:26.600]  重複,一至五節
[00:06:26.600 --> 00:06:34.600]  詩人第一個所求是脫離心中的迷惘
[00:06:34.600 --> 00:06:40.600]  這首詩被稱為是大衛的祈禱詩
[00:06:40.600 --> 00:06:47.600]  我們看到詩人在第一段的祈禱是甚麼呢
[00:06:47.600 --> 00:06:52.600]  他說不要使他在那些
[00:06:52.600 --> 00:06:58.600]  行惡和不照著神價值觀行事
[00:06:58.600 --> 00:07:00.600]  神受敵的面前
[00:07:00.600 --> 00:07:04.600]  好像那些蒙羞軟弱的人無力
[00:07:04.600 --> 00:07:06.600]  抬不起頭
[00:07:06.600 --> 00:07:10.600]  詩人求神用真理去兼顧他
[00:07:10.600 --> 00:07:14.600]  告訴他甚麼是神所喜悅的
[00:07:14.600 --> 00:07:20.600]  因為詩人心願能夠繼續堅定依靠他
[00:07:20.600 --> 00:07:26.600]  能夠繼續用上帝的真理過神所喜悅的生活
[00:07:26.600 --> 00:07:30.600]  為著神的指紋以色列人
[00:07:30.600 --> 00:07:35.600]  詩人求主不要使到神的受敵
[00:07:35.600 --> 00:07:42.600]  在他的面前狂傲跨性
[00:07:42.600 --> 00:07:44.600]  或者是也問也無
[00:07:44.600 --> 00:07:49.600]  或者是很得戚
[00:07:49.600 --> 00:07:52.600]  親愛的弟兄姊妹
[00:07:52.600 --> 00:07:57.600]  你過去或者現在
[00:07:57.600 --> 00:08:03.600]  有沒有經歷像詩人一樣的軟弱和迷惘
[00:08:03.600 --> 00:08:08.600]  就是不知道甚麼是上帝的心意
[00:08:08.600 --> 00:08:12.600]  以至向神都有這樣的呼求呢
[00:08:12.600 --> 00:08:15.600]  有沒有呢
[00:08:15.600 --> 00:08:20.600]  我們時時聽到坊間有一些言論
[00:08:20.600 --> 00:08:24.600]  好像是說得金科玉律一樣
[00:08:24.600 --> 00:08:26.600]  例如甚麼言論呢
[00:08:26.600 --> 00:08:29.600]  兩堂崇拜的弟兄姊妹都懂的
[00:08:29.600 --> 00:08:33.600]  頭那四個字「忠忠直直」
[00:08:33.600 --> 00:08:36.600]  下面那四個字星星田
[00:08:36.600 --> 00:08:38.600]  「忠遂」甚麼呢
[00:08:38.600 --> 00:08:42.600]  「乞食」很熟悉吧
[00:08:42.600 --> 00:08:47.600]  「基督徒往往就被嘲諷」
[00:08:47.600 --> 00:08:49.600]  我們俗一點說
[00:08:49.600 --> 00:08:53.600]  「戇居仔」一樣
[00:08:53.600 --> 00:08:57.600]  那些沒有基督信仰的人
[00:08:57.600 --> 00:08:59.600]  在這個世界上
[00:08:59.600 --> 00:09:03.600]  好像的確有時是活得比我們風光
[00:09:03.600 --> 00:09:07.600]  是不是
[00:09:07.600 --> 00:09:09.600]  以至使我們會懷疑
[00:09:09.600 --> 00:09:11.600]  我們所堅持的
[00:09:11.600 --> 00:09:16.600]  是不是只是那些不食人間煙火的理想主義
[00:09:16.600 --> 00:09:19.600]  根本就不能夠幫助我們
[00:09:19.600 --> 00:09:25.600]  好好地在世界上生活一樣
[00:09:25.600 --> 00:09:28.600]  近來我們在媒體裏面
[00:09:28.600 --> 00:09:33.600]  時時聽到很多人在說謊
[00:09:33.600 --> 00:09:36.600]  在說那些顛覆我們
[00:09:36.600 --> 00:09:41.600]  小時候被教為金科玉律的道理的說話
[00:09:41.600 --> 00:09:45.600]  到底何者為是
[00:09:45.600 --> 00:09:50.600]  何者為非
[00:09:50.600 --> 00:09:54.600]  在詩篇150篇裏面
[00:09:54.600 --> 00:09:57.600]  有72篇
[00:09:57.600 --> 00:10:02.600]  是講述到關於那些不遵行神價值觀
[00:10:02.600 --> 00:10:04.600]  或者根本是反對神
[00:10:04.600 --> 00:10:06.600]  仇敵的人的事情
[00:10:06.600 --> 00:10:09.600]  可見這個現象
[00:10:09.600 --> 00:10:17.600]  實在也是非常嚴重地困擾著詩篇的眾多作者
[00:10:17.600 --> 00:10:20.600]  就好像我們今天一樣
[00:10:20.600 --> 00:10:21.600]  親愛的兄弟姐妹
[00:10:21.600 --> 00:10:24.600]  曾經跟我們根本是同樣人類的事情
[00:10:24.600 --> 00:10:28.600]  怎會不一樣呢
[00:10:28.600 --> 00:10:32.600]  大衛就在詩篇第25篇的第一部分
[00:10:32.600 --> 00:10:35.600]  求神兼顧他軟弱的心
[00:10:35.600 --> 00:10:37.600]  能夠以真理教導他
[00:10:37.600 --> 00:10:40.600]  甚麼是上帝所喜悅的
[00:10:40.600 --> 00:10:46.600]  使他不至於在仇敵的面前抬不起頭
[00:10:46.600 --> 00:10:53.600]  好像那些羞愧的人一樣
[00:10:53.600 --> 00:10:56.600]  親愛的兄弟姐妹
[00:10:56.600 --> 00:11:00.600]  我們看看詩人在第三節
[00:11:00.600 --> 00:11:02.600]  寫出他的信念
[00:11:02.600 --> 00:11:04.600]  第三節
[00:11:04.600 --> 00:11:07.600]  他說「凡等候你的
[00:11:07.600 --> 00:11:11.600]  必不羞愧」
[00:11:11.600 --> 00:11:12.600]  我們一起讀
[00:11:12.600 --> 00:11:14.600]  只讀這句
[00:11:14.600 --> 00:11:16.600]  1、2、3 起
[00:11:16.600 --> 00:11:18.600]  「凡等候你的
[00:11:18.600 --> 00:11:20.600]  必不羞愧」
[00:11:20.600 --> 00:11:25.600]  正因為大衛有這種信念
[00:11:25.600 --> 00:11:27.600]  他深深地知道
[00:11:27.600 --> 00:11:29.600]  他向神所求的
[00:11:29.600 --> 00:11:32.600]  神一定會垂聽
[00:11:32.600 --> 00:11:34.600]  是不是
[00:11:34.600 --> 00:11:36.600]  但是大兄姐妹
[00:11:36.600 --> 00:11:38.600]  現在的世代
[00:11:38.600 --> 00:11:41.600]  實在有太多的事情
[00:11:41.600 --> 00:11:47.600]  使我們無法在上帝的面前安靜等候
[00:11:47.600 --> 00:11:49.600]  例如其中一樣
[00:11:49.600 --> 00:11:53.600]  就是無日無之的資訊
[00:11:53.600 --> 00:11:54.600]  是不是
[00:11:54.600 --> 00:11:58.600]  包括電話、電郵、電視、電台
[00:11:58.600 --> 00:12:00.600]  所有都是電的
[00:12:00.600 --> 00:12:02.600]  所傳來的這些訊息
[00:12:02.600 --> 00:12:06.600]  這些訊息有時會使我們興奮
[00:12:06.600 --> 00:12:09.600]  有時會使我們沮喪
[00:12:09.600 --> 00:12:11.600]  是憤怒
[00:12:11.600 --> 00:12:14.600]  是傷心
[00:12:14.600 --> 00:12:15.600]  總之
[00:12:15.600 --> 00:12:20.600]  是會挑動我們的情緒
[00:12:20.600 --> 00:12:24.600]  各種各樣的情緒
[00:12:24.600 --> 00:12:28.600]  親愛的弟兄姊妹
[00:12:28.600 --> 00:12:30.600]  我想挑戰大家
[00:12:30.600 --> 00:12:33.600]  其實我們是不是可以每一天
[00:12:33.600 --> 00:12:36.600]  將我們和外界的訊息
[00:12:36.600 --> 00:12:41.600]  切斷最少半個小時呢?
[00:12:41.600 --> 00:12:44.600]  利用這半個小時
[00:12:44.600 --> 00:12:47.600]  來到上帝的面前
[00:12:47.600 --> 00:12:50.600]  將我們心中所求的
[00:12:50.600 --> 00:12:53.600]  向神傾訴
[00:12:53.600 --> 00:12:57.600]  在神的話語和祈禱裡面
[00:12:57.600 --> 00:12:59.600]  等候神
[00:12:59.600 --> 00:13:01.600]  使到軟弱的心靈
[00:13:01.600 --> 00:13:04.600]  能夠重新被堅固呢?
[00:13:04.600 --> 00:13:06.600]  弟兄姊妹
[00:13:06.600 --> 00:13:10.600]  可不可以?
[00:13:10.600 --> 00:13:12.600]  如果你的心靈
[00:13:12.600 --> 00:13:17.600]  也有私人那種迷惘和軟弱
[00:13:17.600 --> 00:13:20.600]  不知道什麼是上帝的心
[00:13:20.600 --> 00:13:23.600]  而沒有力氣走前面的路的時候
[00:13:23.600 --> 00:13:25.600]  弟兄姊妹來
[00:13:25.600 --> 00:13:28.600]  到神的面前求
[00:13:28.600 --> 00:13:30.600]  而且安靜等候
[00:13:30.600 --> 00:13:32.600]  查考上帝的話
[00:13:32.600 --> 00:13:35.600]  你就能夠分辨真理
[00:13:35.600 --> 00:13:38.600]  知道什麼是上帝所言
[00:13:38.600 --> 00:13:40.600]  而且也能夠體驗到
[00:13:40.600 --> 00:13:44.600]  神的話語的能力的確實
[00:13:44.600 --> 00:13:47.600]  這樣你就能夠無愧地
[00:13:47.600 --> 00:13:49.600]  繼續仰望祂
[00:13:49.600 --> 00:13:54.600]  繼續有力前行這條天路
[00:13:54.600 --> 00:13:59.600]  不如這樣吧
[00:13:59.600 --> 00:14:02.600]  這條蒙福的路
[00:14:02.600 --> 00:14:04.600]  讓我們現在
[00:14:04.600 --> 00:14:08.600]  就在神面前默默地立志
[00:14:08.600 --> 00:14:12.600]  求神使到我們
[00:14:12.600 --> 00:14:15.600]  有決心
[00:14:15.600 --> 00:14:17.600]  去將所聽到的道
[00:14:17.600 --> 00:14:19.600]  實踐,好不好?
[00:14:19.600 --> 00:14:23.600]  每一天半個小時
[00:14:23.600 --> 00:14:30.600]  給我們的上帝
[00:14:53.600 --> 00:14:55.600]  首先私人求神
[00:14:55.600 --> 00:14:58.600]  以真理幫助他脫離心中的迷惘
[00:14:58.600 --> 00:15:02.600]  知道什麼是神所喜悅的
[00:15:02.600 --> 00:15:07.600]  免得仇敵誇成也問也無
[00:15:07.600 --> 00:15:11.600]  在他面前得得戚戚
[00:15:11.600 --> 00:15:15.600]  使到私人能夠抬頭仰望上帝
[00:15:15.600 --> 00:15:20.600]  繼續本著真理有力的前行
[00:15:20.600 --> 00:15:24.600]  在6至11節的第二部分
[00:15:24.600 --> 00:15:26.600]  大衛求神
[00:15:26.600 --> 00:15:29.600]  因著神的良善和慈愛
[00:15:29.600 --> 00:15:30.600]  紀念他
[00:15:30.600 --> 00:15:33.600]  而且不要紀念大衛過去的罪
[00:15:33.600 --> 00:15:37.600]  能夠重新收納私人
[00:15:37.600 --> 00:15:43.600]  讓他不離開上帝的憐憫和慈愛
[00:15:43.600 --> 00:15:45.600]  我在想
[00:15:45.600 --> 00:15:47.600]  私人祈求
[00:15:47.600 --> 00:15:51.600]  能夠被神的道指引
[00:15:51.600 --> 00:15:53.600]  使他離開迷惘
[00:15:53.600 --> 00:15:56.600]  這是第一步
[00:15:56.600 --> 00:16:00.600]  但他更熱切的渴求是什麼呢?
[00:16:00.600 --> 00:16:05.600]  就是能夠永遠不離開上帝的慈愛和憐憫
[00:16:05.600 --> 00:16:10.600]  這是私人更熱切的渴求
[00:16:10.600 --> 00:16:12.600]  聽姐妹
[00:16:12.600 --> 00:16:18.600]  你是不是有這樣的渴求?
[00:16:18.600 --> 00:16:24.600]  在今天充滿了各種各樣的荒謬
[00:16:24.600 --> 00:16:30.600]  瀰漫著因為疫症帶給人種種的無奈
[00:16:30.600 --> 00:16:32.600]  經濟的下滑
[00:16:32.600 --> 00:16:35.600]  人與人彼此傷害
[00:16:35.600 --> 00:16:41.600]  或者都造成了我們有諸多的不明白
[00:16:41.600 --> 00:16:51.600]  以致我們難免有時也會有莫名的憤怒
[00:16:51.600 --> 00:16:59.600]  不知道我們過去有沒有說過一些咒詛的話
[00:16:59.600 --> 00:17:04.600]  或者說過一些不合聖徒體統的言語
[00:17:04.600 --> 00:17:10.600]  以致我們得罪了家人、得罪了朋友
[00:17:10.600 --> 00:17:16.600]  有沒有向神抱怨過?
[00:17:16.600 --> 00:17:19.600]  有沒有對祂產生過懷疑?
[00:17:19.600 --> 00:17:24.600]  懷疑上帝根本不知道是否存在
[00:17:24.600 --> 00:17:30.600]  還有懷疑祂是否信實?
[00:17:30.600 --> 00:17:35.600]  與神的關係是否感到疏離?
[00:17:35.600 --> 00:17:42.600]  以致我們根本失去了心中僅存的平安?
[00:17:42.600 --> 00:17:44.600]  有沒有呢?
[00:17:44.600 --> 00:17:47.600]  我們現在的心裏所求的
[00:17:47.600 --> 00:17:54.600]  是否就是求祂無論如何都不要離開我們
[00:17:54.600 --> 00:17:57.600]  不要紀念我們的罪
[00:17:57.600 --> 00:18:09.600]  以祂的慈成愛疏緊緊的連繫我們與神的關係復和呢?
[00:18:09.600 --> 00:18:13.600]  大家知道早前我是因為有病
[00:18:13.600 --> 00:18:17.600]  需要入院做一個小手術
[00:18:17.600 --> 00:18:22.600]  在入手術室之前的那一刻
[00:18:22.600 --> 00:18:25.600]  我心裏其實很平安
[00:18:25.600 --> 00:18:29.600]  我在想如果我的手術失敗
[00:18:29.600 --> 00:18:32.600]  我將會入到神的懷中
[00:18:32.600 --> 00:18:36.600]  永遠享受祂為我所預備的救恩
[00:18:36.600 --> 00:18:39.600]  當時我真的在想
[00:18:39.600 --> 00:18:43.600]  如果得到神的慈愛和憐憫
[00:18:43.600 --> 00:18:46.600]  能夠入天家意主相遇
[00:18:46.600 --> 00:18:54.600]  那我又何須再執著世間的因因緣緣
[00:18:54.600 --> 00:18:59.600]  在世間的憂喜煩惱
[00:18:59.600 --> 00:19:02.600]  我還有什麼所求?
[00:19:02.600 --> 00:19:05.600]  與我何干?
[00:19:05.600 --> 00:19:08.600]  不過正正告訴大家
[00:19:08.600 --> 00:19:14.600]  我其實當時也有一個小小的要求
[00:19:14.600 --> 00:19:16.600]  對上帝
[00:19:16.600 --> 00:19:18.600]  就是神啊神啊
[00:19:18.600 --> 00:19:20.600]  如果你接我回去之前
[00:19:20.600 --> 00:19:24.600]  能夠給我跟我老婆多說一兩句話
[00:19:24.600 --> 00:19:27.600]  叫她今晚關好門窗
[00:19:27.600 --> 00:19:28.600]  好好睡覺
[00:19:28.600 --> 00:19:32.600]  以後好好照顧自己
[00:19:32.600 --> 00:19:35.600]  真的嗎?
[00:19:35.600 --> 00:19:39.600]  詩人在第十節這樣說
[00:19:39.600 --> 00:19:42.600]  詩人在第十節說
[00:19:42.600 --> 00:19:45.600]  凡遵守他的約
[00:19:45.600 --> 00:19:47.600]  和他法道的人
[00:19:47.600 --> 00:19:54.600]  耶和華都以慈愛信實待他
[00:19:54.600 --> 00:19:56.600]  我們一起讀第十節
[00:19:56.600 --> 00:19:58.600]  好嗎?起
[00:19:58.600 --> 00:20:02.600]  凡遵守他的約和他法道的人
[00:20:02.600 --> 00:20:06.600]  耶和華都以慈愛信實待他
[00:20:06.600 --> 00:20:07.600]  弟兄姊妹
[00:20:07.600 --> 00:20:10.600]  我們可能因著愚昧
[00:20:10.600 --> 00:20:14.600]  曾經得罪過神
[00:20:14.600 --> 00:20:18.600]  謹記不要怕
[00:20:18.600 --> 00:20:21.600]  只要我們來到神面前
[00:20:21.600 --> 00:20:25.600]  將我們的軟弱向神去陳明
[00:20:25.600 --> 00:20:28.600]  求神監察我們的心思
[00:20:28.600 --> 00:20:33.600]  求神赦免我們的罪
[00:20:33.600 --> 00:20:35.600]  約翰一書說得很清楚
[00:20:35.600 --> 00:20:37.600]  大家很熟悉
[00:20:37.600 --> 00:20:39.600]  神是信實的
[00:20:39.600 --> 00:20:41.600]  是公義的
[00:20:41.600 --> 00:20:43.600]  必要赦免我們的罪
[00:20:43.600 --> 00:20:47.600]  洗淨我們一切的不義
[00:20:47.600 --> 00:20:49.600]  除此以外
[00:20:49.600 --> 00:20:54.600]  我們可以找小組的弟兄姊妹
[00:20:54.600 --> 00:21:00.600]  或者去找一些我們信任得過的人
[00:21:00.600 --> 00:21:07.600]  彼此分享有關上帝不離不棄愛的故事
[00:21:07.600 --> 00:21:15.600]  使我們心裏得到從神而來的安慰
[00:21:15.600 --> 00:21:17.600]  請大家放心
[00:21:17.600 --> 00:21:22.600]  好像在第八至第九節所說
[00:21:22.600 --> 00:21:23.600]  他說
[00:21:23.600 --> 00:21:26.600]  耶和華是良善的
[00:21:26.600 --> 00:21:30.600]  因此他被教導罪人走正路
[00:21:30.600 --> 00:21:35.600]  他要按公平引領謙卑人
[00:21:35.600 --> 00:21:41.600]  將他的道指教他們
[00:21:41.600 --> 00:21:48.600]  是要引領謙卑人
[00:21:48.600 --> 00:21:51.600]  只要我們在神面前
[00:21:51.600 --> 00:21:56.600]  謙卑
[00:21:56.600 --> 00:22:02.600]  承認我們因著種種的不明白
[00:22:02.600 --> 00:22:05.600]  而得罪了他
[00:22:05.600 --> 00:22:10.600]  他就會照著他的憐憫和慈愛
[00:22:10.600 --> 00:22:12.600]  赦免我們
[00:22:12.600 --> 00:22:15.600]  也會將出人意外的平安
[00:22:15.600 --> 00:22:18.600]  重新給我們
[00:22:18.600 --> 00:22:21.600]  好不好呀?弟兄姊妹
[00:22:21.600 --> 00:22:33.600]  問題是你有多相信?
[00:22:33.600 --> 00:22:36.600]  最後在第十二至第二節
[00:22:36.600 --> 00:22:40.600]  詩人第三個向神的呼求
[00:22:40.600 --> 00:22:43.600]  就是能夠與上帝親密同行
[00:22:43.600 --> 00:22:46.600]  共度人生
[00:22:46.600 --> 00:22:52.600]  能夠與上帝親密同行
[00:22:52.600 --> 00:22:56.600]  第一個呼求就是脫離心中的迷茫
[00:22:56.600 --> 00:23:00.600]  第二個呼求就是不理上帝的憐憫
[00:23:00.600 --> 00:23:05.600]  第三個呼求就是與上帝親密同行
[00:23:05.600 --> 00:23:08.600]  共度人生
[00:23:08.600 --> 00:23:12.600]  十二至二十二節的基調
[00:23:12.600 --> 00:23:15.600]  是有關詩人的未來遭遇
[00:23:15.600 --> 00:23:21.600]  大衛不單止要被上帝的道堅固
[00:23:21.600 --> 00:23:24.600]  以至他能夠脫離世間的迷茫
[00:23:24.600 --> 00:23:27.600]  不單止要神的憐憫
[00:23:27.600 --> 00:23:32.600]  使他進入神赦免的復和關係裏面
[00:23:32.600 --> 00:23:38.600]  他更要求神與自己有親密的同行
[00:23:38.600 --> 00:23:42.600]  能夠共度人生
[00:23:42.600 --> 00:23:45.600]  詩人說,大家留意
[00:23:45.600 --> 00:23:47.600]  詩人當時是怎樣的
[00:23:47.600 --> 00:23:51.600]  他說他孤獨困苦
[00:23:51.600 --> 00:23:55.600]  心裏面愁苦甚多
[00:23:55.600 --> 00:23:57.600]  他的敵人眾多
[00:23:57.600 --> 00:24:00.600]  而且被他們痛恨
[00:24:00.600 --> 00:24:02.600]  他與其前路
[00:24:02.600 --> 00:24:06.600]  好像會有獵人為野獸而設的網羅
[00:24:06.600 --> 00:24:09.600]  正在等著他
[00:24:09.600 --> 00:24:14.600]  他呼求神,教導他當選擇的路
[00:24:14.600 --> 00:24:19.600]  他求神看顧,救他脫離艱難和患
[00:24:19.600 --> 00:24:26.600]  使他和他的後裔能夠安然居住
[00:24:39.600 --> 00:24:41.600]  各位
[00:24:41.600 --> 00:24:53.600]  與朋友,弟兄姊妹和家人只有表面的溝通
[00:24:53.600 --> 00:24:56.600]  更不幸的是
[00:24:56.600 --> 00:25:00.600]  疫情和過去的社會事件
[00:25:00.600 --> 00:25:09.600]  更增加了朋友、朋友、弟兄姊妹、家人之間彼此的撕裂
[00:25:09.600 --> 00:25:15.600]  對於未來的歲月是無盼望
[00:25:15.600 --> 00:25:20.600]  你是否那一位
[00:25:20.600 --> 00:25:23.600]  為了脫離禍患
[00:25:23.600 --> 00:25:27.600]  我們不得不做很多的措施
[00:25:27.600 --> 00:25:32.600]  例如戴口罩
[00:25:32.600 --> 00:25:34.600]  脫離禍患
[00:25:34.600 --> 00:25:36.600]  做這些措施
[00:25:36.600 --> 00:25:40.600]  為了我們和我們的兒女能夠安居
[00:25:40.600 --> 00:25:44.600]  我們就要制定很多的方案
[00:25:44.600 --> 00:25:47.600]  其實是正常的
[00:25:47.600 --> 00:25:49.600]  是可以被理解的
[00:25:49.600 --> 00:25:52.600]  是明白的
[00:25:52.600 --> 00:26:00.600]  但總之,莫名的未來
[00:26:00.600 --> 00:26:03.600]  總是令人困擾不安
[00:26:03.600 --> 00:26:05.600]  是不是?
[00:26:05.600 --> 00:26:08.600]  因此在這個光景裏
[00:26:08.600 --> 00:26:11.600]  我們心靈的深處
[00:26:11.600 --> 00:26:13.600]  向神的呼求
[00:26:13.600 --> 00:26:23.600]  是否能夠像斯人一樣需要神和我們親密同行
[00:26:23.600 --> 00:26:25.600]  共度人生?
[00:26:25.600 --> 00:26:30.600]  你想不想?
[00:26:30.600 --> 00:26:33.600]  你知道去年九月
[00:26:33.600 --> 00:26:39.600]  我第三次計劃前往以色列
[00:26:39.600 --> 00:26:41.600]  我在想
[00:26:41.600 --> 00:26:44.600]  上兩次計劃因種種原因
[00:26:44.600 --> 00:26:46.600]  都不可以去到以色列
[00:26:46.600 --> 00:26:50.600]  今次應該可以去到
[00:26:50.600 --> 00:26:53.600]  誰知道大家知道甚麼事
[00:26:53.600 --> 00:26:55.600]  上年九月
[00:26:55.600 --> 00:26:59.600]  有一次小中風發生在我身上
[00:26:59.600 --> 00:27:05.600]  使我去以色列的計劃再次告吹
[00:27:05.600 --> 00:27:11.600]  不過我會計劃第四次
[00:27:11.600 --> 00:27:14.600]  今年忽然二次的疫情
[00:27:14.600 --> 00:27:17.600]  都打亂了我們很多的計劃
[00:27:17.600 --> 00:27:20.600]  是不是?
[00:27:20.600 --> 00:27:24.600]  而我在四月初突然間入醫院
[00:27:24.600 --> 00:27:30.600]  亦都改變了我一些生活的模式
[00:27:30.600 --> 00:27:32.600]  我們屬神的
[00:27:32.600 --> 00:27:36.600]  如果沒有祂親密的同行
[00:27:36.600 --> 00:27:38.600]  共度人生路
[00:27:38.600 --> 00:27:41.600]  教導我們當選擇的路
[00:27:41.600 --> 00:27:47.600]  拯救我們脫離毫無準備的艱難
[00:27:47.600 --> 00:27:52.600]  和大大小小未來的不測
[00:27:52.600 --> 00:27:55.600]  真的不知道怎樣繼續走下去
[00:27:55.600 --> 00:27:57.600]  不知道怎樣算
[00:27:57.600 --> 00:28:02.600]  有沒有同感
[00:28:02.600 --> 00:28:07.600]  弟兄姊妹請放心
[00:28:27.600 --> 00:28:44.600]  (祈禱)
[00:28:44.600 --> 00:28:46.600]  弟兄姊妹
[00:28:46.600 --> 00:28:52.600]  我們怎樣能夠安然面對未來呢?
[00:28:52.600 --> 00:28:57.600]  方法有以下五種
[00:28:57.600 --> 00:28:58.600]  第一
[00:28:58.600 --> 00:29:00.600]  好像詩人一樣
[00:29:00.600 --> 00:29:02.600]  向神去求
[00:29:02.600 --> 00:29:05.600]  求神與我們同行
[00:29:05.600 --> 00:29:08.600]  共度人生
[00:29:08.600 --> 00:29:12.600]  向神求就行了
