
[00:00:00.000 --> 00:00:03.820]  謙卑是一種品德和態度
[00:01:20.960 --> 00:01:23.960]  那牧師有點生氣的對他說
[00:01:23.960 --> 00:01:25.680]  為什麼你不在來
[00:01:25.680 --> 00:01:28.720]  逐日崇拜之前先去剪頭髮呢
[00:01:28.720 --> 00:01:31.720]  然後這位執事很冷靜地回答他說
[00:01:31.720 --> 00:01:37.560]  那時候我的頭髮還沒有長
[00:01:37.560 --> 00:01:38.960]  告訴我還有沒有人說
[00:01:38.960 --> 00:01:43.000]  神賜人給謙卑的人
[00:01:43.000 --> 00:01:45.080]  是的謙卑是一種品德
[00:01:45.080 --> 00:01:46.800]  也是一種態度
[00:01:46.800 --> 00:01:48.600]  我相信跟隨耶穌基督的人
[00:01:48.600 --> 00:01:51.360]  我們都應該有這樣的一個品德
[00:01:51.360 --> 00:01:55.400]  謙卑謙卑
[00:01:55.400 --> 00:01:58.200]  我們生命要成為影響力的生命
[00:01:58.200 --> 00:02:00.320]  因為基督徒的信仰
[00:02:00.320 --> 00:02:03.440]  基督教的信仰是生命影響生命的信仰
[00:02:03.440 --> 00:02:05.200]  這個生命要不斷成長
[00:02:05.200 --> 00:02:07.480]  不斷要學習謙卑
[00:02:07.480 --> 00:02:09.520]  學習成長
[00:02:09.520 --> 00:02:10.520]  在成長的過程當中
[00:02:10.520 --> 00:02:11.720]  我們都需要榜樣
[00:02:11.720 --> 00:02:13.440]  都需要模範
[00:02:13.440 --> 00:02:15.600]  我相信有些人可能以運動員
[00:02:15.600 --> 00:02:17.040]  或者是好萊塢的明星
[00:02:17.040 --> 00:02:19.720]  作為他們的效法的榜樣
[00:02:19.720 --> 00:02:22.760]  所以他們穿著甚至行動
[00:02:22.760 --> 00:02:25.240]  都像這些他們崇拜的明星
[00:02:25.240 --> 00:02:28.440]  那到底誰是你要效法的榜樣呢
[00:02:28.440 --> 00:02:32.520]  誰是你一生要跟隨的效法的榜樣呢
[00:02:32.520 --> 00:02:34.840]  我們來看看使徒保羅
[00:02:34.840 --> 00:02:36.560]  使徒保羅他非常清楚知道
[00:02:36.560 --> 00:02:38.000]  很多人願意效法他
[00:02:38.000 --> 00:02:41.000]  他是一個被神大大使用的使徒
[00:02:41.000 --> 00:02:42.600]  不但建立很多的教會
[00:02:42.600 --> 00:02:44.160]  也帶領很多的門徒
[00:02:44.160 --> 00:02:45.640]  所以保羅在哥林多前書
[00:02:45.640 --> 00:02:47.680]  第十一章第一節這裡說什麼呢
[00:02:47.680 --> 00:02:49.840]  他說你們該效法我
[00:02:49.840 --> 00:02:51.320]  這保羅並不是自誇
[00:02:51.320 --> 00:02:53.160]  知道很多人應該效法他
[00:02:53.160 --> 00:02:53.760]  他說什麼呢
[00:02:53.760 --> 00:02:57.720]  像我怎麼樣效法基督一樣
[00:02:57.720 --> 00:02:59.400]  他說你們應該效法我
[00:02:59.400 --> 00:03:01.240]  不是只是效法我而已
[00:03:01.240 --> 00:03:07.040]  而是效法我如何效法耶穌基督
[00:03:07.040 --> 00:03:08.200]  這非常重要
[00:03:08.200 --> 00:03:09.920]  所以保羅在他的書信裡面
[00:03:09.920 --> 00:03:12.720]  很清楚告訴我們耶穌基督是誰
[00:03:12.720 --> 00:03:14.920]  特別是當他寫信給菲律賓教會的時候
[00:03:14.920 --> 00:03:16.760]  他很清楚告訴我們
[00:03:16.760 --> 00:03:18.320]  耶穌基督到底是誰
[00:03:18.320 --> 00:03:20.240]  為什麼我們要效法他
[00:03:20.240 --> 00:03:21.960]  我們先來看菲律賓書第二章
[00:03:21.960 --> 00:03:23.440]  第五到第八節
[00:03:23.440 --> 00:03:24.200]  這裡聖經說
[00:03:24.200 --> 00:03:26.760]  你們當以基督耶穌的心為心
[00:03:26.760 --> 00:03:28.240]  他本有神的形象
[00:03:28.240 --> 00:03:30.600]  不以自己與神同等為強奪的
[00:03:30.600 --> 00:03:33.040]  反倒須及取得奴僕的形象
[00:03:33.040 --> 00:03:34.760]  成為人的樣子
[00:03:34.760 --> 00:03:35.920]  既然有人的樣子
[00:03:35.920 --> 00:03:38.240]  就自己卑微 全心順服
[00:03:38.240 --> 00:03:39.360]  以致於死
[00:03:39.360 --> 00:03:42.360]  且死在十字架上
[00:03:42.360 --> 00:03:43.480]  首先保羅告訴我們說
[00:03:43.480 --> 00:03:46.920]  我們要以基督耶穌的心為心
[00:03:46.920 --> 00:03:49.680]  到底什麼是基督耶穌的心呢
[00:03:49.680 --> 00:03:51.200]  在許多翻譯本裡面告訴我們說
[00:03:51.200 --> 00:03:53.400]  這個心可以翻譯成心思
[00:03:53.400 --> 00:03:54.640]  可以翻譯成意念
[00:03:54.640 --> 00:03:56.240]  Mindset
[00:03:56.240 --> 00:03:57.600]  或者是態度
[00:03:57.600 --> 00:03:58.840]  從上下文來看的話
[00:03:58.840 --> 00:04:02.400]  這個字應該翻譯成態度比較貼切
[00:04:02.400 --> 00:04:04.880]  所以我們應當以耶穌基督的態度
[00:04:04.880 --> 00:04:06.200]  或者耶穌的心態
[00:04:06.200 --> 00:04:07.760]  成為我們的心態
[00:04:07.760 --> 00:04:08.960]  然後這裡保羅很清楚講
[00:04:08.960 --> 00:04:10.600]  不只是以耶穌基督而已
[00:04:10.600 --> 00:04:14.320]  他說以基督耶穌的心態
[00:04:14.320 --> 00:04:16.880]  態度成為我們的態度
[00:04:16.880 --> 00:04:18.080]  成為我們的心態
[00:04:18.080 --> 00:04:20.480]  這裡提到基督耶穌
[00:04:20.480 --> 00:04:21.680]  基督這個字
[00:04:21.680 --> 00:04:22.640]  Crystal
[00:04:22.640 --> 00:04:24.800]  在整本《新月聖經》裡面
[00:04:24.800 --> 00:04:25.800]  二十七卷書裡面
[00:04:25.800 --> 00:04:28.400]  一共出現了五百二十九次
[00:04:28.400 --> 00:04:30.680]  其中就有三百七十九次
[00:04:30.680 --> 00:04:33.520]  出現在保羅十三封的書信裡面
[00:04:33.520 --> 00:04:36.080]  葬了《新月聖經》裡面百分之七十二
[00:04:36.080 --> 00:04:37.640]  所以保羅非常看重
[00:04:37.640 --> 00:04:39.880]  耶穌不但是人子
[00:04:39.880 --> 00:04:42.720]  約瑟和瑪麗亞的兒子
[00:04:42.720 --> 00:04:44.720]  祂也是這位基督
[00:04:44.720 --> 00:04:45.920]  基督在《新月聖經》裡面
[00:04:45.920 --> 00:04:47.760]  就翻譯成Misaia
[00:04:47.760 --> 00:04:49.480]  就是那位受高者
[00:04:49.480 --> 00:04:51.640]  所以你們應該來效法
[00:04:51.640 --> 00:04:54.720]  受高者耶穌基督的心
[00:04:54.720 --> 00:04:56.800]  成為我們的心
[00:04:56.800 --> 00:04:59.280]  我們要從三方面來思想
[00:04:59.280 --> 00:05:00.480]  我們要怎樣要有
[00:05:00.480 --> 00:05:02.200]  耶穌基督一樣的態度
[00:05:02.200 --> 00:05:02.800]  告訴旁邊的人
[00:05:02.800 --> 00:05:07.080]  你要有和耶穌一樣的態度
[00:05:07.080 --> 00:05:08.960]  保留我們從三方面來思想
[00:05:08.960 --> 00:05:11.280]  首先要確信耶穌是神
[00:05:11.280 --> 00:05:12.760]  然後學習祂的虛寂
[00:05:12.760 --> 00:05:13.720]  跟旁邊說
[00:05:13.720 --> 00:05:16.400]  確信耶穌是神
[00:05:16.400 --> 00:05:19.400]  要學習祂的虛寂
[00:05:19.400 --> 00:05:21.880]  這裡說祂本有神的形象
[00:05:21.880 --> 00:05:24.400]  不以自己與神同等為強奪的
[00:05:24.400 --> 00:05:27.800]  反倒虛寂取得奴僕的形象
[00:05:27.800 --> 00:05:28.400]  這點很清楚
[00:05:28.400 --> 00:05:30.080]  祂本來又有神的形象
[00:05:30.080 --> 00:05:32.040]  祂本來就是神
[00:05:32.040 --> 00:05:37.960]  但是祂卻沒有以自己與神同等為強奪的
[00:05:37.960 --> 00:05:39.720]  這個虛寂這個字
[00:05:39.720 --> 00:05:41.680]  在希臘文裡面叫Kennosis
[00:05:41.680 --> 00:05:42.640]  「倒空」的意思
[00:05:42.640 --> 00:05:43.600]  非常難翻譯
[00:05:43.600 --> 00:05:45.120]  翻譯很難解釋的一個字
[00:05:45.120 --> 00:05:46.560]  到底神聖節在討論說
[00:05:46.560 --> 00:05:47.880]  耶穌基督來到世上的時候
[00:05:47.880 --> 00:05:49.600]  祂倒空了什麼
[00:05:49.600 --> 00:05:51.840]  祂Kennosis是什麼
[00:05:51.840 --> 00:05:52.480]  你可以想像
[00:05:52.480 --> 00:05:53.840]  耶穌來到世上的時候
[00:05:53.840 --> 00:05:57.320]  祂其實沒有倒空祂的神性
[00:05:57.320 --> 00:06:00.920]  祂只是沒有彰顯祂神性的榮耀
[00:06:00.920 --> 00:06:02.040]  如果耶穌來到世上
[00:06:02.040 --> 00:06:03.440]  彰顯祂神性的榮耀的話
[00:06:03.440 --> 00:06:06.320]  沒有人能夠在祂面前張力得住
[00:06:06.320 --> 00:06:07.760]  居然甚至很清楚告訴我們說
[00:06:07.760 --> 00:06:09.400]  沒有人看見神的榮耀
[00:06:09.400 --> 00:06:11.120]  而能夠繼續存活的
[00:06:11.120 --> 00:06:12.000]  所以祂來到世上
[00:06:12.000 --> 00:06:15.880]  祂虛寂就是祂穿了奴僕的外表
[00:06:15.880 --> 00:06:19.920]  但是卻有神性在祂裡面
[00:06:19.920 --> 00:06:22.880]  所以祂故意沒有彰顯
[00:06:22.880 --> 00:06:25.160]  祂神性所帶出來的威嚴
[00:06:25.160 --> 00:06:26.640]  所帶出來的榮耀
[00:06:26.640 --> 00:06:28.600]  所帶出來的尊貴
[00:06:28.600 --> 00:06:33.600]  祂是穿上了奴僕的這樣的一個外表
[00:06:33.600 --> 00:06:35.800]  所以使徒保羅非常清楚
[00:06:35.800 --> 00:06:37.120]  耶穌基督是誰
[00:06:37.120 --> 00:06:39.440]  所以祂說基督耶穌的心為心
[00:06:39.440 --> 00:06:41.160]  祂本來就是神
[00:06:41.160 --> 00:06:47.640]  但是不以自己與神同等為強奪而誇耀
[00:06:47.640 --> 00:06:51.720]  你知道當時很多法利塞人
[00:06:51.720 --> 00:06:53.200]  包括羅馬帝國裡面
[00:06:53.200 --> 00:06:54.200]  當時這些高官
[00:06:54.200 --> 00:06:58.600]  他們常常以他們的身份來誇耀他們自己
[00:06:58.600 --> 00:07:00.280]  擺出他們的架子
[00:07:00.280 --> 00:07:01.680]  所以耶穌基督虛寂的意思
[00:07:01.680 --> 00:07:02.640]  祂雖然是神
[00:07:02.640 --> 00:07:05.080]  卻沒有擺出是神的架子
[00:07:05.080 --> 00:07:06.440]  要大家都來敬拜祂
[00:07:06.440 --> 00:07:07.960]  都來尊崇祂
[00:07:07.960 --> 00:07:08.920]  教訓一些老闆
[00:07:08.920 --> 00:07:09.680]  雖然是老闆
[00:07:09.680 --> 00:07:12.400]  但是祂沒有擺出老闆的架子
[00:07:12.400 --> 00:07:13.680]  沒有要大家都要聽從祂
[00:07:13.680 --> 00:07:14.800]  都要聽祂的
[00:07:14.800 --> 00:07:16.560]  那是非常謙卑的
[00:07:16.560 --> 00:07:17.800]  跟大家一起同工
[00:07:17.800 --> 00:07:19.160]  跟大家一起工作
[00:07:19.160 --> 00:07:20.480]  所以耶穌基督的虛寂
[00:07:20.480 --> 00:07:22.560]  保羅非常清楚明白
[00:07:22.560 --> 00:07:23.720]  祂本有神的形象
[00:07:23.720 --> 00:07:27.960]  卻不以自己與神同等為強奪的
[00:07:27.960 --> 00:07:29.320]  反倒虛寂
[00:07:29.320 --> 00:07:32.280]  所以當時的這些法利塞人
[00:07:32.280 --> 00:07:33.520]  當時的猶太人
[00:07:33.520 --> 00:07:34.560]  他們認識耶穌基督
[00:07:34.560 --> 00:07:37.840]  只是認識耶穌基督是普通的一個人而已
[00:07:37.840 --> 00:07:40.520]  祂只是一個教師 是一個拉比
[00:07:40.520 --> 00:07:42.480]  甚至有時候祂是一個先知
[00:07:42.480 --> 00:07:45.120]  所以有一次耶穌在祂的家鄉
[00:07:45.120 --> 00:07:47.200]  到會堂裡面講完道以後
[00:07:47.200 --> 00:07:48.920]  眾人就覺得很稀奇
[00:07:48.920 --> 00:07:50.360]  為什麼耶穌有這樣一個權柄
[00:07:50.360 --> 00:07:52.320]  能夠講出這麼好的道理來
[00:07:52.320 --> 00:07:53.560]  他們更是驚訝
[00:07:53.560 --> 00:07:55.680]  為什麼耶穌有這行神技的能力
[00:07:55.680 --> 00:07:57.120]  到底從哪裡來呢
[00:07:57.120 --> 00:07:58.520]  他們的結論是什麼呢
[00:07:58.520 --> 00:08:01.000]  我們剛剛馬太福印第十三章五十五節
[00:08:01.000 --> 00:08:04.400]  他們就說這不是木匠的兒子嗎
[00:08:04.400 --> 00:08:06.560]  祂母親不是叫瑪利亞嗎
[00:08:06.560 --> 00:08:10.080]  祂弟兄不是叫雅各 約西 西門和猶太嗎
[00:08:10.080 --> 00:08:13.800]  他們認識耶穌僅僅是木匠的兒子
[00:08:13.800 --> 00:08:15.120]  瑪利亞的兒子
[00:08:15.120 --> 00:08:17.200]  祂還有四個弟弟
[00:08:17.200 --> 00:08:21.360]  他們沒有把耶穌基督看成是從神那裡來的神的兒子
[00:08:21.360 --> 00:08:25.960]  因為祂完全的虛寂
[00:08:25.960 --> 00:08:28.200]  這是保羅要我們非常確信的
[00:08:28.200 --> 00:08:30.680]  要確信耶穌基督祂是神
[00:08:30.680 --> 00:08:33.360]  我們要效法祂的虛寂
[00:08:33.360 --> 00:08:35.800]  所以保羅不但是明白耶穌基督雖然是神
[00:08:35.800 --> 00:08:40.000]  卻沒有與神同等成為祂一定要來強調
[00:08:40.000 --> 00:08:44.040]  一定要強詞多禮的一個態度
[00:08:44.040 --> 00:08:46.080]  但是保羅知道耶穌基督是什麼
[00:08:46.080 --> 00:08:47.800]  耶穌基督是創造主
[00:08:47.800 --> 00:08:49.840]  在凡事上居首位
[00:08:49.840 --> 00:08:51.160]  這是保羅所認識的耶穌
[00:08:51.160 --> 00:08:52.560]  我們一起來講一遍
[00:08:52.560 --> 00:08:55.560]  耶穌是創造主
[00:08:55.560 --> 00:09:00.880]  祂在凡事上居首位
[00:09:00.880 --> 00:09:05.040]  所以保羅非常清楚知道耶穌基督真正的身份是什麼
[00:09:05.040 --> 00:09:06.080]  所以在格魯西書
[00:09:06.080 --> 00:09:07.840]  當他寫信請格魯西教會的時候
[00:09:07.840 --> 00:09:14.000]  可以說格魯西書第一章是非常清楚講述耶穌基督的神性
[00:09:14.000 --> 00:09:16.360]  我們來看格魯西書第一章第十五節
[00:09:16.360 --> 00:09:18.680]  這裡說愛子就是耶穌基督
[00:09:18.680 --> 00:09:21.880]  是那不能看見之神的像
[00:09:21.880 --> 00:09:23.240]  換句話說你看見愛子
[00:09:23.240 --> 00:09:25.880]  耶穌基督就好像看見神的意思
[00:09:25.880 --> 00:09:28.120]  是手伸的是排地翼的
[00:09:28.120 --> 00:09:30.800]  在一切被造已先
[00:09:30.800 --> 00:09:32.720]  換句話說世間還沒被創造之前
[00:09:32.720 --> 00:09:36.240]  這位耶穌基督神的愛子早已經存在了
[00:09:36.240 --> 00:09:39.080]  祂是那位自由擁有永遠存在的神
[00:09:39.080 --> 00:09:42.360]  然後第十六節說
[00:09:42.360 --> 00:09:44.920]  因為萬有都是靠著祂造的
[00:09:44.920 --> 00:09:47.280]  無論是在天上的地上的
[00:09:47.280 --> 00:09:49.400]  能看見的不能看見的
[00:09:49.400 --> 00:09:52.480]  或是有為的組織的執政的掌權的
[00:09:52.480 --> 00:09:56.360]  一概都是藉著祂造的
[00:09:56.360 --> 00:10:00.400]  一切都是為祂造的
[00:10:00.400 --> 00:10:03.440]  換句話說祂就是創造宇宙天地萬物的主宰
[00:10:03.440 --> 00:10:04.400]  所有的
[00:10:04.400 --> 00:10:06.000]  不論是你看得見看不見
[00:10:06.000 --> 00:10:07.080]  有地位沒地位
[00:10:07.080 --> 00:10:08.120]  有權勢沒權勢
[00:10:08.120 --> 00:10:11.400]  所有都是因為祂而被造
[00:10:11.400 --> 00:10:13.000]  因為祂而成立
[00:10:13.000 --> 00:10:15.680]  然後介紹第十七節十八節說什麼呢
[00:10:15.680 --> 00:10:17.880]  祂在萬有之先
[00:10:17.880 --> 00:10:19.840]  萬有都靠祂而立
[00:10:19.840 --> 00:10:22.960]  哇 耶穌基督是在萬有所有之先
[00:10:22.960 --> 00:10:25.240]  而且祂也是教會全體之首
[00:10:25.240 --> 00:10:26.800]  祂是原始是從始至終
[00:10:26.800 --> 00:10:31.120]  否先附身 而且繼續活 而且沒有死去的那一位
[00:10:31.120 --> 00:10:37.080]  使祂可以在凡事上居首位
[00:10:37.080 --> 00:10:39.040]  簡單來說
[00:10:39.040 --> 00:10:41.840]  哥倫西書第一章第十五到十八節
[00:10:41.840 --> 00:10:43.360]  保羅乃斯告訴我們說
[00:10:43.360 --> 00:10:47.040]  這位愛子耶穌基督祂就是神
[00:10:47.040 --> 00:10:49.800]  你們看見祂就等於看見神
[00:10:49.800 --> 00:10:51.680]  因為在起出神撞到天地的時候
[00:10:51.680 --> 00:10:54.880]  這位愛子耶穌基督早已經存在了
[00:10:54.880 --> 00:10:56.840]  只是祂的角色不一樣
[00:10:56.840 --> 00:10:58.600]  聖父乃是這位策劃
[00:10:58.600 --> 00:11:01.840]  所有救贖計劃那位策劃者
[00:11:01.840 --> 00:11:07.280]  聖靈乃是幫助聖子要來輔助祂執行
[00:11:07.280 --> 00:11:10.000]  這樣的一個救贖計劃的那一位
[00:11:10.000 --> 00:11:13.200]  聖子耶穌基督就是實際去執行
[00:11:13.200 --> 00:11:16.200]  救贖我們脫離罪惡的那一位
[00:11:16.200 --> 00:11:18.440]  所以三位一體的真神早就存在
[00:11:18.440 --> 00:11:20.160]  耶穌早在創世以前
[00:11:20.160 --> 00:11:22.040]  我們人還沒有出生之前
[00:11:22.040 --> 00:11:23.200]  還沒有被造之前
[00:11:23.200 --> 00:11:24.800]  祂已經存在了
[00:11:24.800 --> 00:11:26.200]  這是何等重要的真理
[00:11:26.200 --> 00:11:29.240]  所以保留說祂在凡事上居首位
[00:11:29.240 --> 00:11:31.160]  祂畢竟是我們生命的主宰
[00:11:31.160 --> 00:11:32.480]  也是教會的元首
[00:11:32.480 --> 00:11:33.800]  在一切所行的事上
[00:11:33.800 --> 00:11:36.960]  我們要高舉耶穌 高舉基督
[00:11:36.960 --> 00:11:38.800]  這是祂要我們效法
[00:11:38.800 --> 00:11:42.960]  耶穌基督的最主要的一個原因
[00:11:42.960 --> 00:11:45.840]  因為祂是神 祂是創造主
[00:11:45.840 --> 00:11:50.080]  祂是那位在凡事上都居首位的
[00:11:50.080 --> 00:11:51.800]  接下來祂說耶穌基督是什麼
[00:11:51.800 --> 00:11:53.440]  耶穌是真神
[00:11:53.440 --> 00:11:56.440]  耶穌是真神 卻甘心做奴僕
[00:11:56.440 --> 00:11:57.480]  一起講一遍來
[00:11:57.480 --> 00:12:00.960]  耶穌是真神 卻甘心做奴僕
[00:12:00.960 --> 00:12:02.160]  祂本有神的形象
[00:12:02.160 --> 00:12:03.960]  不以自己與神同等為強奪的
[00:12:03.960 --> 00:12:07.480]  反倒虛極取得奴僕的形象
[00:12:07.480 --> 00:12:10.720]  換句話說祂外表看起來是個奴僕
[00:12:10.720 --> 00:12:16.320]  但是祂裡面卻滿滿有神性在祂裡面
[00:12:16.320 --> 00:12:19.120]  就好像一個皇帝穿上了乞丐的衣服
[00:12:19.120 --> 00:12:23.080]  為了了解百姓的生活
[00:12:23.080 --> 00:12:25.880]  耶穌基督來到世上的時候
[00:12:25.880 --> 00:12:31.200]  祂可以要求人來敬拜祂 來服侍祂
[00:12:31.200 --> 00:12:32.480]  但是祂來到地上的時候
[00:12:32.480 --> 00:12:37.200]  祂的使命宣言最清楚的在馬可福音第十一章
[00:12:37.200 --> 00:12:38.760]  第十章四十五節
[00:12:38.760 --> 00:12:39.280]  祂說什麼
[00:12:39.280 --> 00:12:40.320]  因為人子來
[00:12:40.320 --> 00:12:42.240]  認真講 耶穌基督自己也自稱
[00:12:42.240 --> 00:12:44.200]  人子來並不是要受什麼
[00:12:44.200 --> 00:12:47.240]  人的服侍乃是要服侍人
[00:12:47.240 --> 00:12:52.280]  並且捨命做多人的暑假
[00:12:52.280 --> 00:12:54.640]  世上的君王再三掌權的
[00:12:54.640 --> 00:12:56.080]  他們說我來了
[00:12:56.080 --> 00:12:57.960]  就是要受人的服侍
[00:12:57.960 --> 00:12:59.560]  並不是要服侍人
[00:12:59.560 --> 00:13:01.600]  而且很多人要為我賣命
[00:13:01.600 --> 00:13:03.360]  甚至為我捨命
[00:13:03.360 --> 00:13:05.160]  所以當時耶穌講出這句話的時候
[00:13:05.160 --> 00:13:07.920]  根本是顛覆了當時羅馬帝國
[00:13:07.920 --> 00:13:10.000]  他們再三掌權的人
[00:13:10.000 --> 00:13:12.120]  耶穌基督明明是在凡事上居首位
[00:13:12.120 --> 00:13:14.480]  但祂卻願意降卑自己
[00:13:14.480 --> 00:13:18.280]  成為奴僕
[00:13:18.280 --> 00:13:19.800]  走遍各城各鄉
[00:13:19.800 --> 00:13:22.360]  醫病趕鬼傳染天國的真理
[00:13:22.360 --> 00:13:24.680]  在最後臨別門徒之前
[00:13:24.680 --> 00:13:28.440]  還替十二個門徒洗他們的臭腳
[00:13:28.440 --> 00:13:30.440]  所以你可以想像
[00:13:30.440 --> 00:13:33.000]  耶穌基督祂是真神
[00:13:33.000 --> 00:13:36.720]  但是卻甘願成為奴僕
[00:13:36.720 --> 00:13:37.120]  換句話說
[00:13:37.120 --> 00:13:40.320]  祂沒有擺出祂是神的兒子的價值
[00:13:40.320 --> 00:13:41.960]  就好像你做丈夫的
[00:13:41.960 --> 00:13:44.360]  你知道你是妻子的頭
[00:13:44.360 --> 00:13:47.080]  但是你卻願意心甘情願的
[00:13:47.080 --> 00:13:48.360]  在外面努力地工作
[00:13:48.360 --> 00:13:50.200]  加糊口回到家裡面
[00:13:50.200 --> 00:13:53.040]  也很歡喜快樂地做牛做馬
[00:13:53.040 --> 00:13:55.280]  甚至當外勞
[00:13:55.280 --> 00:13:55.760]  這是什麼
[00:13:55.760 --> 00:13:58.160]  這是甘願做奴僕
[00:13:58.160 --> 00:14:02.200]  學習耶穌基督的虛己
[00:14:02.200 --> 00:14:03.760]  沒有擺出價值
[00:14:03.760 --> 00:14:05.560]  我是一家之主
[00:14:05.560 --> 00:14:07.800]  什麼都是我說了才算
[00:14:07.800 --> 00:14:09.440]  耶穌基督說
[00:14:09.440 --> 00:14:11.120]  你要虛己
[00:14:11.120 --> 00:14:13.360]  祂覺得奴僕的形象
[00:14:13.360 --> 00:14:16.920]  成為人的樣式
[00:14:16.920 --> 00:14:18.280]  這是保羅首先要我們知道
[00:14:18.280 --> 00:14:21.760]  要確信耶穌基督祂是神
[00:14:21.760 --> 00:14:22.560]  學習祂的虛己
[00:14:22.560 --> 00:14:23.440]  然後第二
[00:14:23.440 --> 00:14:25.400]  保羅要我們效法耶穌基督什麼呢
[00:14:25.400 --> 00:14:27.720]  要效法耶穌的降碑全然順服
[00:14:27.720 --> 00:14:28.440]  一起來講一遍
[00:14:28.440 --> 00:14:32.000]  效法耶穌的降碑全然順服
[00:14:32.000 --> 00:14:34.560]  請問如果你可以選擇
[00:14:34.560 --> 00:14:36.240]  從耶穌基督的生命當中
[00:14:36.240 --> 00:14:39.360]  你要學習耶穌基督的哪一方面的態度呢
[00:14:39.360 --> 00:14:40.960]  有些人可能說愛吧
[00:14:40.960 --> 00:14:41.600]  當然
[00:14:41.600 --> 00:14:42.920]  耶穌愛是人嘛
[00:14:42.920 --> 00:14:44.440]  當然學習耶穌基督的愛
[00:14:44.440 --> 00:14:45.560]  有些人說什麼呢
[00:14:45.560 --> 00:14:47.240]  我要學習耶穌的怎樣
[00:14:47.240 --> 00:14:48.480]  忍耐啊
[00:14:48.480 --> 00:14:50.800]  你看耶穌對彼得的忍耐啊
[00:14:50.800 --> 00:14:52.120]  有三次不認主
[00:14:52.120 --> 00:14:56.200]  你看彼得多少次使耶穌傷心難過
[00:14:56.200 --> 00:14:58.200]  耶穌卻沒有一腳把他踢開
[00:14:58.200 --> 00:14:59.200]  忍耐接納他
[00:14:59.200 --> 00:15:00.240]  學習祂的忍耐
[00:15:00.240 --> 00:15:01.400]  這些都好
[00:15:01.400 --> 00:15:02.320]  但是耶穌基督
[00:15:02.320 --> 00:15:04.840]  你知道耶穌基督唯一要我們學習的是什麼
[00:15:04.840 --> 00:15:06.840]  你知道嗎
[00:15:06.840 --> 00:15:08.480]  馬太福音第十一章二十九節
[00:15:08.480 --> 00:15:10.920]  不在這螢幕上
[00:15:10.920 --> 00:15:12.720]  馬太福音第十一章二十九節
[00:15:12.720 --> 00:15:17.560]  耶穌說 我心裡柔和謙卑
[00:15:17.560 --> 00:15:19.520]  你們當付我的惡
[00:15:19.520 --> 00:15:23.240]  學我的仰式
[00:15:23.240 --> 00:15:25.480]  這是整本福音書裡面
[00:15:25.480 --> 00:15:28.040]  唯一耶穌基督要我們學習的是
[00:15:28.040 --> 00:15:29.600]  學習祂什麼
[00:15:29.600 --> 00:15:32.640]  柔和謙卑
[00:15:32.640 --> 00:15:34.480]  那你為什麼學習柔和謙卑呢
[00:15:34.480 --> 00:15:35.200]  因為柔和謙卑
[00:15:35.200 --> 00:15:37.680]  其實坦白說是最難學習的
[00:15:37.680 --> 00:15:38.440]  為什麼呢
