
[00:00:00.000 --> 00:00:04.360]  今日的題目是「信仰傳承」
[00:03:49.840 --> 00:03:52.440]  無懼戰火連天
[00:03:52.440 --> 00:03:53.720]  開拓福音的工廠
[00:03:53.720 --> 00:03:56.000]  他們面對很多的困難
[00:03:56.000 --> 00:03:58.280]  面對很多的挑戰
[00:03:58.280 --> 00:04:00.640]  但仍然將基督的信仰
[00:04:00.640 --> 00:04:03.520]  一代一代地傳承
[00:04:03.520 --> 00:04:05.640]  我爸爸信了
[00:04:05.640 --> 00:04:08.120]  我的姑媽他們也信了
[00:04:08.120 --> 00:04:11.280]  當然之後他們去到荷蘭
[00:04:11.280 --> 00:04:13.120]  去到其他地方
[00:04:13.120 --> 00:04:15.240]  或者來到香港的時候
[00:04:15.240 --> 00:04:17.240]  繼續將這個信仰
[00:04:17.240 --> 00:04:20.640]  傳承給下一代
[00:04:20.640 --> 00:04:22.200]  今天我們要看一段經文
[00:04:22.200 --> 00:04:25.920]  就是一章一至七節
[00:04:25.920 --> 00:04:28.000]  我們一起讀這七節的經文
[00:04:28.000 --> 00:04:30.200]  「奉神旨意照著
[00:04:30.200 --> 00:04:33.440]  在基督耶穌裏生命的英雄
[00:04:33.440 --> 00:04:36.120]  作基督耶穌使徒的保祿
[00:04:36.120 --> 00:04:39.560]  寫信給我親愛的兒子提摩泰
[00:04:39.560 --> 00:04:42.240]  願因為憐憫平安
[00:04:42.240 --> 00:04:46.640]  從父神和我們主基督耶穌歸於你
[00:04:46.640 --> 00:04:47.960]  我感謝神
[00:04:47.960 --> 00:04:50.120]  就是我接觸祖先
[00:04:50.120 --> 00:04:53.320]  用清潔的良心所侍奉的神
[00:04:53.320 --> 00:04:56.560]  祈禱的時候不住的想念你
[00:04:56.560 --> 00:04:58.320]  紀念你的眼淚
[00:04:58.320 --> 00:05:01.120]  晝夜徹徹地想要見你
[00:05:01.120 --> 00:05:03.720]  好叫我滿心快樂
[00:05:03.720 --> 00:05:06.320]  想到你心裏無偽之信
[00:05:06.320 --> 00:05:09.800]  這信是先在你外祖母羅爾
[00:05:09.800 --> 00:05:12.920]  和你母親有離基心裏的
[00:05:12.920 --> 00:05:15.480]  我深信也在你的心裏
[00:05:15.480 --> 00:05:17.480]  為此我提醒你
[00:05:17.480 --> 00:05:18.720]  使你將神
[00:05:18.720 --> 00:05:21.520]  藉我按手所給你的恩賜
[00:05:21.520 --> 00:05:24.120]  再如火挑旺起來
[00:05:24.120 --> 00:05:26.320]  因為神賜給我們
[00:05:26.320 --> 00:05:28.120]  不是膽怯的心
[00:05:28.120 --> 00:05:32.040]  乃是剛強仁愛謹守的心
[00:05:32.040 --> 00:05:40.280]  保羅來寫提摩泰後書的時候
[00:05:40.280 --> 00:05:42.880]  是他臨死之前
[00:05:42.880 --> 00:05:44.960]  他大限將至
[00:05:44.960 --> 00:05:47.360]  因為他說我已被消電
[00:05:47.360 --> 00:05:50.080]  離世的時候到了
[00:05:50.080 --> 00:05:53.600]  保羅離世之前寫這一卷書
[00:05:53.600 --> 00:05:58.560]  當然真是每一字、每一句都很重要
[00:05:58.560 --> 00:06:02.760]  亦是給我們今天在21世紀
[00:06:02.760 --> 00:06:05.880]  我們信徒有很多的提醒
[00:06:05.880 --> 00:06:08.680]  保羅將自己一手的真傳
[00:06:08.680 --> 00:06:10.600]  傳給提摩泰
[00:06:10.600 --> 00:06:13.560]  譬如他對神的信心
[00:06:13.560 --> 00:06:15.880]  他侍奉主的態度
[00:06:15.880 --> 00:06:17.920]  他牧養的信念
[00:06:17.920 --> 00:06:19.720]  他內心的感受
[00:06:19.720 --> 00:06:22.760]  一一都講給年輕的提摩泰知道
[00:06:22.760 --> 00:06:24.320]  藉此來鼓勵他
[00:06:24.320 --> 00:06:28.960]  要為基督耶穌忍受逼迫
[00:06:28.960 --> 00:06:30.560]  忍受苦難
[00:06:30.560 --> 00:06:32.080]  持守善功
[00:06:32.080 --> 00:06:35.520]  繼續來奮勇前進
[00:06:35.520 --> 00:06:40.520]  當時提摩泰其實是在路斯德出生的
[00:06:40.520 --> 00:06:46.720]  路斯德就是今天在土耳其的一個地方
[00:06:46.720 --> 00:06:48.280]  年紀輕輕的提摩泰
[00:06:48.280 --> 00:06:51.440]  已經在保羅的第二次宣教旅程裡
[00:06:51.440 --> 00:06:53.840]  成為保羅的很好的同伴
[00:06:53.840 --> 00:06:59.000]  後來更加被差派到雅典
[00:06:59.000 --> 00:07:00.480]  貼薩羅尼加
[00:07:00.480 --> 00:07:01.880]  哥倫多
[00:07:01.880 --> 00:07:03.280]  這些大城市
[00:07:03.280 --> 00:07:08.000]  和宗教會一起去配搭的侍奉
[00:07:08.000 --> 00:07:10.800]  剛才看這個地圖的時候
[00:07:10.800 --> 00:07:12.760]  我們看到其實他們經過
[00:07:12.760 --> 00:07:15.840]  都是非常多的大城市
[00:07:15.840 --> 00:07:19.720]  裡面的教會其實都有很多的複雜
[00:07:19.720 --> 00:07:21.680]  很多的挑戰
[00:07:21.680 --> 00:07:23.840]  大教會當然是大挑戰
[00:07:23.840 --> 00:07:27.720]  大城市裡面的教會當然是很大挑戰
[00:07:27.720 --> 00:07:28.960]  不過我告訴大家
[00:07:28.960 --> 00:07:31.760]  小教會也有大挑戰
[00:07:31.760 --> 00:07:35.040]  所以其實侍奉基本上都是不容易
[00:07:35.040 --> 00:07:36.240]  不簡單
[00:07:36.240 --> 00:07:42.440]  但是提摩泰其實他在團隊的上面
[00:07:42.440 --> 00:07:44.080]  在侍奉的上面
[00:07:44.080 --> 00:07:44.960]  在性格上面
[00:07:44.960 --> 00:07:45.800]  在身體上面
[00:07:45.800 --> 00:07:47.000]  在品格上面
[00:07:47.000 --> 00:07:49.760]  都面臨有不同的挑戰
[00:07:49.760 --> 00:07:51.640]  當時在侍奉上面
[00:07:51.640 --> 00:07:53.560]  其實出現很多的異端
[00:07:53.560 --> 00:07:54.400]  邪說
[00:07:54.400 --> 00:07:56.080]  很多的假教師
[00:07:56.080 --> 00:07:58.480]  人際關係的挑戰
[00:07:58.480 --> 00:07:59.760]  有很多的逼迫
[00:07:59.760 --> 00:08:00.760]  很多的苦難
[00:08:00.760 --> 00:08:02.280]  所以保羅說
[00:08:02.280 --> 00:08:04.400]  紀念你的眼淚
[00:08:04.400 --> 00:08:07.320]  我相信提摩泰在侍奉的當中
[00:08:07.320 --> 00:08:09.240]  都是一鶴眼淚
[00:08:09.240 --> 00:08:10.400]  在性格上面
[00:08:10.400 --> 00:08:13.320]  他生性都是有怯懦
[00:08:13.320 --> 00:08:14.760]  所以保羅說
[00:08:14.760 --> 00:08:17.520]  不是膽怯的心
[00:08:17.520 --> 00:08:20.120]  不是剛強仁愛謹守的心
[00:08:20.120 --> 00:08:21.120]  在身體上面
[00:08:21.120 --> 00:08:22.560]  當我們看提摩泰前書
[00:08:22.560 --> 00:08:23.480]  我們知道
[00:08:23.480 --> 00:08:24.120]  保羅說
[00:08:24.120 --> 00:08:25.440]  為了你的胃
[00:08:25.440 --> 00:08:28.000]  或者你經常患病
[00:08:28.000 --> 00:08:29.360]  不要只喝水
[00:08:29.360 --> 00:08:31.880]  稍微喝點酒
[00:08:31.880 --> 00:08:33.160]  在品格上面
[00:08:33.160 --> 00:08:35.240]  當時都有很多的異端教師
[00:08:35.240 --> 00:08:36.800]  是不敬虔的
[00:08:36.800 --> 00:08:38.560]  和是念財的
[00:08:38.560 --> 00:08:41.240]  所以保羅來提點提摩泰
[00:08:41.240 --> 00:08:42.600]  在品格上面
[00:08:42.600 --> 00:08:45.360]  你要機靈一點
[00:08:45.360 --> 00:08:47.120]  你是屬神的人
[00:08:47.120 --> 00:08:50.960]  不要逃避這些異端教師
[00:08:50.960 --> 00:08:53.880]  或者這些不敬虔的人
[00:08:53.880 --> 00:08:58.840]  所以真是相當不容易的侍奉
[00:08:58.840 --> 00:09:01.840]  但是在這樣的侍奉當中
[00:09:01.840 --> 00:09:04.800]  保羅就要離開世界了
[00:09:04.800 --> 00:09:06.160]  其實保羅這一封信
[00:09:06.160 --> 00:09:08.920]  給提摩泰有很多的鼓勵
[00:09:08.920 --> 00:09:10.880]  在一至四節當中
[00:09:10.880 --> 00:09:13.120]  保羅寫信給提摩泰的時候
[00:09:13.120 --> 00:09:17.200]  是充滿一份主裡邊的情懷
[00:09:17.200 --> 00:09:19.440]  充滿一份愛的關係
[00:09:19.440 --> 00:09:21.760]  充滿一份師徒之間
[00:09:21.760 --> 00:09:24.840]  愛的親密的關係
[00:09:24.840 --> 00:09:26.920]  今天在我們香港這個社會
[00:09:26.920 --> 00:09:30.080]  甚至全世界的社會裡邊
[00:09:30.080 --> 00:09:32.200]  其實非常之高科技
[00:09:32.200 --> 00:09:34.080]  21世紀是一個
[00:09:34.080 --> 00:09:36.680]  科學發達的世紀
[00:09:36.680 --> 00:09:40.040]  資訊科技改變了我們人類的思想行為
[00:09:40.040 --> 00:09:42.200]  甚至我們的生活方式
[00:09:42.200 --> 00:09:44.360]  今天我們要買東西
[00:09:44.360 --> 00:09:47.000]  其實你都不用在手袋裡邊
[00:09:47.000 --> 00:09:48.360]  又拿個錢包出來
[00:09:48.360 --> 00:09:51.880]  然後在錢包裡邊又拿一張信用卡出來
[00:09:51.880 --> 00:09:55.240]  現在在手機裡邊輕輕一抓
[00:09:55.240 --> 00:09:59.440]  你就已經可以選用你的信用卡
[00:09:59.440 --> 00:10:00.880]  進行付款
[00:10:00.880 --> 00:10:04.400]  很方便
[00:10:04.400 --> 00:10:10.280]  今天科技實在縮短了時空的距離
[00:10:10.280 --> 00:10:12.920]  我們是一個地球村
[00:10:12.920 --> 00:10:15.080]  幾個小時就已經去到北京了
[00:10:15.080 --> 00:10:18.120]  幾個小時又去到
[00:10:18.120 --> 00:10:20.280]  十幾個小時又已經去了英國
[00:10:20.280 --> 00:10:23.160]  或者是歐洲的地方
[00:10:23.160 --> 00:10:26.040]  很快的資訊非常之快
[00:10:26.040 --> 00:10:27.680]  手機網絡
[00:10:27.680 --> 00:10:29.160]  當我們看街頭巷尾
[00:10:29.160 --> 00:10:31.040]  當我們在車廂裡邊
[00:10:31.040 --> 00:10:33.240]  盡是低頭族
[00:10:33.240 --> 00:10:36.560]  人活在自己的自我世界裡邊
[00:10:36.560 --> 00:10:38.320]  當一點擊網絡的時候
[00:10:38.320 --> 00:10:39.520]  很多東西看
[00:10:39.520 --> 00:10:41.880]  全球盡在眼前
[00:10:41.880 --> 00:10:43.400]  所以我們都不知道
[00:10:43.400 --> 00:10:47.120]  旁邊那個人是誰
[00:10:47.120 --> 00:10:49.600]  有時我說笑
[00:10:49.600 --> 00:10:51.440]  姐妹都不用化妝
[00:10:51.440 --> 00:10:52.880]  因為都沒什麼人看
[00:10:52.880 --> 00:10:54.400]  因為個個都看著手機
[00:10:54.400 --> 00:10:56.800]  反而你在手機上那幅相
[00:10:56.800 --> 00:10:58.640]  要做得好看一點
[00:10:58.640 --> 00:11:01.760]  因為他從手機去看你的樣子
[00:11:01.760 --> 00:11:04.800]  但是人和人之間的關係
[00:11:04.800 --> 00:11:08.840]  反而因為科技變得冷漠和有距離
[00:11:08.840 --> 00:11:11.280]  變得現實和空虛
[00:11:11.280 --> 00:11:13.160]  教會的情況是怎樣呢
[00:11:13.160 --> 00:11:16.040]  有些弟兄姊妹回到成長班已經十年了
[00:11:16.040 --> 00:11:19.240]  但我都不太認識我的班員
[00:11:19.240 --> 00:11:21.480]  甚至組員都不太認識
[00:11:21.480 --> 00:11:25.840]  可能他們停留在一個很表層的認識裡邊
[00:11:25.840 --> 00:11:28.840]  每個人都很想來到深入
[00:11:28.840 --> 00:11:31.760]  來到結連有關係的建立
[00:11:31.760 --> 00:11:33.880]  但是很多時候我們都很希望
[00:11:33.880 --> 00:11:36.640]  對方能夠關心我多一點
[00:11:36.640 --> 00:11:37.600]  照顧我多一點
[00:11:37.600 --> 00:11:39.200]  愛我多一點
[00:11:39.200 --> 00:11:41.440]  但其實是需要彼此的
[00:11:41.440 --> 00:11:44.720]  我們需要在成長班裡彼此的牧羊
[00:11:44.720 --> 00:11:46.520]  當我關心你的時候
[00:11:46.520 --> 00:11:49.040]  你又來關心我
[00:11:49.040 --> 00:11:52.320]  在我們屬靈生命的冷漠又是怎樣呢
[00:11:52.320 --> 00:11:55.560]  對神的道是否左耳入右耳出呢
[00:11:55.560 --> 00:11:57.600]  是否我們遇到困難的時候
[00:11:57.600 --> 00:11:59.280]  我們就枯乾呢
[00:11:59.280 --> 00:12:01.040]  抑或我們一腳踏兩船
[00:12:01.040 --> 00:12:05.120]  我們又愛神又愛馬門財利呢
[00:12:05.120 --> 00:12:06.960]  在這個冷漠的世代裡邊
[00:12:06.960 --> 00:12:09.560]  保羅給我們一個很好的榜樣
[00:12:09.560 --> 00:12:11.960]  這個榜樣當我們去看第二節
[00:12:11.960 --> 00:12:13.720]  到第四節的時候
[00:12:13.720 --> 00:12:14.760]  這個經文這樣說
[00:12:14.760 --> 00:12:18.480]  我寫信給我親愛的兒子提摩泰
[00:12:18.480 --> 00:12:20.640]  這是王合本的兒子
[00:12:20.640 --> 00:12:23.600]  原本的文字是我的孩子提摩泰
[00:12:23.600 --> 00:12:26.360]  當然保羅和提摩泰沒有血緣關係
[00:12:26.360 --> 00:12:28.320]  但當他這樣寫的時候
[00:12:28.320 --> 00:12:30.720]  我親愛的孩子提摩泰
[00:12:30.720 --> 00:12:34.240]  就好像屬靈裡邊一份很親密之情
[00:12:34.240 --> 00:12:35.440]  是信任的
[00:12:35.440 --> 00:12:37.000]  是至愛的
[00:12:37.000 --> 00:12:38.960]  是一個屬靈的導師
[00:12:38.960 --> 00:12:40.720]  是一個父親
[00:12:40.720 --> 00:12:43.400]  一個爸爸和一個兒子的關係
[00:12:43.400 --> 00:12:46.240]  我感謝神祈禱的時候
[00:12:46.240 --> 00:12:50.480]  原來感謝和祈禱是有關係的
[00:12:50.480 --> 00:12:53.520]  如果你恆常去為一個人祈禱的時候
[00:12:53.520 --> 00:12:55.760]  他會生出一份情
[00:12:55.760 --> 00:12:57.240]  你有沒有試過
[00:12:57.240 --> 00:12:59.960]  一直為一個人祈禱
[00:12:59.960 --> 00:13:02.240]  你一直為那個人祈禱的時候
[00:13:02.240 --> 00:13:02.880]  很有趣
[00:13:02.880 --> 00:13:04.880]  你會生出一份情
[00:13:04.880 --> 00:13:06.400]  生出一份愛
[00:13:06.400 --> 00:13:09.080]  生出一份感恩
[00:13:09.080 --> 00:13:11.240]  而這一份的情
[00:13:11.240 --> 00:13:12.920]  這一份的關懷
[00:13:12.920 --> 00:13:14.040]  是有行動的
[00:13:14.040 --> 00:13:14.800]  所以第三節說
[00:13:14.800 --> 00:13:18.440]  「祈禱的時候不住的想念你」
[00:13:18.440 --> 00:13:20.840]  「不住的想念你」
[00:13:20.840 --> 00:13:24.120]  「呂鎮忠亦本亦不住的想念你」
[00:13:24.120 --> 00:13:25.280]  是這樣翻譯的
[00:13:25.280 --> 00:13:27.600]  「當我在黑夜白日的祈禱裡邊」
[00:13:27.600 --> 00:13:31.520]  「我經常這樣惦念著你」
[00:13:31.520 --> 00:13:32.560]  你有沒有試過
[00:13:32.560 --> 00:13:36.280]  黑夜白日祈禱都惦念一個人
[00:13:36.280 --> 00:13:37.160]  有沒有?
[00:13:37.160 --> 00:13:40.360]  你上一次這樣的祈禱是何時呢?
[00:13:40.360 --> 00:13:43.560]  「提摩太面對很多侍奉的挑戰困難」
[00:13:43.560 --> 00:13:45.920]  「碧白苦難」
[00:13:45.920 --> 00:13:46.800]  保羅說
[00:13:46.800 --> 00:13:50.000]  「紀念你的眼淚」
[00:13:50.000 --> 00:13:55.400]  「晝夜徹徹地想要見你」
[00:13:55.400 --> 00:13:58.600]  你有沒有試過這樣
[00:13:58.600 --> 00:14:02.080]  去為一個人祈禱
[00:14:02.080 --> 00:14:03.680]  用這一份的情
[00:14:03.680 --> 00:14:06.400]  來關懷一個人呢?
[00:14:06.400 --> 00:14:07.880]  如果我們成長班裡面
[00:14:07.880 --> 00:14:11.480]  導師和班員之間的關係
[00:14:11.480 --> 00:14:13.200]  是這樣的時候
[00:14:13.200 --> 00:14:15.920]  我相信成長班復興
[00:14:15.920 --> 00:14:17.320]  教會也復興
[00:14:17.320 --> 00:14:19.000]  整個信仰群體
[00:14:19.000 --> 00:14:20.680]  也會有大復興
[00:14:20.680 --> 00:14:21.880]  你試試,真的
[00:14:21.880 --> 00:14:23.600]  你經常流眼淚
[00:14:23.600 --> 00:14:26.080]  為弟兄姊妹的需要祈禱
[00:14:26.080 --> 00:14:30.640]  你流眼淚為這些有需要的弟兄姊妹
[00:14:30.640 --> 00:14:33.720]  甚至外面的人來祈禱
[00:14:33.720 --> 00:14:36.120]  你不復興,一定會復興
[00:14:36.120 --> 00:14:38.160]  我們有沒有保羅這一份
[00:14:38.160 --> 00:14:41.800]  柔軟和關切的心呢?
[00:14:41.800 --> 00:14:45.200]  今天我們也需要去反省
[00:14:45.200 --> 00:14:47.520]  反省今天我們侍奉的心態
[00:14:47.520 --> 00:14:50.440]  反省我們今天在城鎮教會裡面
[00:14:50.440 --> 00:14:53.840]  我們有沒有這一份情懷呢?
[00:14:53.840 --> 00:14:56.840]  有沒有這一份在主裡面的情懷呢?
[00:14:56.840 --> 00:15:00.920]  還是我們用職業化的心態去侍奉呢?
[00:15:00.920 --> 00:15:04.920]  將人的需要用個案形式去處理呢?
[00:15:04.920 --> 00:15:06.920]  有時候我自己也會反省
[00:15:06.920 --> 00:15:08.520]  我們也很忙
[00:15:08.520 --> 00:15:11.320]  我們時間、空間不夠
[00:15:11.320 --> 00:15:14.920]  我們擠壓得很擠迫、很緊張
[00:15:14.920 --> 00:15:19.160]  有時候在街上也可能在想其他的事情
[00:15:19.160 --> 00:15:21.320]  但是我們也需要眼睛
[00:15:21.320 --> 00:15:24.000]  看看這個世界,看看更多的人
[00:15:24.000 --> 00:15:25.400]  今天你嘗試用你的眼睛
[00:15:25.400 --> 00:15:26.800]  看看旁邊的是誰
[00:15:26.800 --> 00:15:29.320]  可能你會說:你在這裡嗎?
[00:15:29.320 --> 00:15:31.240]  我也不知道你在這裡
[00:15:31.240 --> 00:15:32.720]  看看旁邊的人
[00:15:32.720 --> 00:15:34.160]  真的看看
[00:15:34.160 --> 00:15:39.040]  因為我們現在已經是不懂得去看人
[00:15:39.040 --> 00:15:41.920]  只是看著手機
[00:15:41.920 --> 00:15:47.360]  救世軍創辦人卜威廉將軍曾經被人問
[00:15:47.360 --> 00:15:52.800]  將軍,你認為怎樣才可以有效地傳福音呢?
[00:15:52.800 --> 00:15:54.400]  將軍就這樣說
[00:15:54.400 --> 00:15:58.480]  請嘗試用眼淚
[00:15:58.480 --> 00:15:59.320]  真的
[00:15:59.320 --> 00:16:01.840]  沒有關心人靈魂的眼淚傳福音
[00:16:01.840 --> 00:16:05.720]  是不會有心願的功效
[00:16:05.720 --> 00:16:07.680]  畢菲特,大家都很認識
[00:16:07.680 --> 00:16:09.840]  有「古神」之稱的畢菲特
[00:16:09.840 --> 00:16:12.320]  在一次美國大學演講的時候
[00:16:12.320 --> 00:16:13.800]  有學生問他
[00:16:13.800 --> 00:16:20.360]  畢菲特,你認為怎樣的人生才是真正的成功呢?
[00:16:20.360 --> 00:16:23.240]  他沒有說有很多錢
[00:16:23.240 --> 00:16:24.960]  反而他這樣回答
[00:16:24.960 --> 00:16:28.320]  他說:其實你到了我現在這個年齡的時候
[00:16:28.320 --> 00:16:29.720]  你就會發現
[00:16:29.720 --> 00:16:33.080]  衡量自己的成功標準
[00:16:33.080 --> 00:16:41.240]  是有多少人真正關心你、愛護你
[00:16:41.240 --> 00:16:44.080]  金錢是不會讓你幸福的
[00:16:44.080 --> 00:16:45.760]  幸福的關鍵是
[00:16:45.760 --> 00:16:50.400]  我們是否活在一個愛的關係裡面
[00:16:50.400 --> 00:16:52.200]  弟兄姊妹
[00:16:52.200 --> 00:16:54.800]  我們今天在城鎮
[00:16:54.800 --> 00:16:55.840]  這個教會裡面
[00:16:55.840 --> 00:17:00.560]  我們真的需要培養主裡面的一份情懷
[00:17:00.560 --> 00:17:02.720]  我們可不可以在成長班裡面
[00:17:02.720 --> 00:17:06.880]  我們來建立一個有情的分擔團隊
[00:17:06.880 --> 00:17:08.960]  我們彼此多些鼓勵
[00:17:08.960 --> 00:17:10.920]  彼此多些提點
[00:17:10.920 --> 00:17:12.960]  彼此多些支持
[00:17:12.960 --> 00:17:14.800]  彼此多些欣賞
[00:17:14.800 --> 00:17:18.640]  欣賞的文化是今天真的很需要
[00:17:18.640 --> 00:17:25.800]  我是一個爸爸媽媽不會說欣賞說話的家庭長大
[00:17:25.800 --> 00:17:27.520]  所以我信了耶穌之後
[00:17:27.520 --> 00:17:28.880]  其實我學習
[00:17:28.880 --> 00:17:32.200]  都是需要很刻意來學習
[00:17:32.200 --> 00:17:33.960]  但是求神幫助我們
[00:17:33.960 --> 00:17:35.720]  我們可能有不同的軟弱
[00:17:35.720 --> 00:17:37.360]  可能有不同的缺乏
[00:17:37.360 --> 00:17:39.160]  但神可以幫我們
[00:17:39.160 --> 00:17:42.920]  叫我們成為一個不再一樣的人
[00:17:42.920 --> 00:17:45.880]  因為神的能力在我們的生命裡面
[00:17:45.880 --> 00:17:48.440]  會不會給多些機會不同的人
[00:17:48.440 --> 00:17:51.480]  去嘗試去做這些
[00:17:51.480 --> 00:17:55.280]  尤其是我們又快有新的職員改選了
[00:17:55.280 --> 00:17:56.440]  不要怕失敗
[00:17:56.440 --> 00:17:59.120]  不要怕做得不好
[00:17:59.120 --> 00:18:01.360]  我們嘗試去欣賞
[00:18:01.360 --> 00:18:02.240]  去鼓勵
[00:18:02.240 --> 00:18:03.360]  去突破
[00:18:03.360 --> 00:18:04.920]  去嘗試
[00:18:04.920 --> 00:18:06.480]  分擔
[00:18:06.480 --> 00:18:07.880]  分享
[00:18:07.880 --> 00:18:09.200]  是很重要的
[00:18:09.200 --> 00:18:10.280]  保羅說
[00:18:10.280 --> 00:18:13.600]  我們可以跟喜樂的人
[00:18:13.600 --> 00:18:14.760]  同喜樂
[00:18:14.760 --> 00:18:17.680]  我們可以跟
[00:18:17.680 --> 00:18:19.760]  哀哭的人
[00:18:19.760 --> 00:18:21.200]  同哀哭
[00:18:21.200 --> 00:18:22.840]  所以分享分擔
[00:18:22.840 --> 00:18:25.640]  有人說我們基督徒的寫照
[00:18:25.640 --> 00:18:27.920]  是一個他向的寫照
[00:18:27.920 --> 00:18:30.240]  不是為他做些什麼
[00:18:30.240 --> 00:18:34.200]  而是跟他一起分享內心世界的喜悅
[00:18:34.200 --> 00:18:37.200]  和分擔裡面的憂傷
[00:18:37.200 --> 00:18:39.240]  我們為人流淚
[00:18:39.240 --> 00:18:41.360]  為人流淚祈禱
[00:18:41.360 --> 00:18:43.720]  我們可不可以躺開我們的心
[00:18:43.720 --> 00:18:47.560]  建立一個同甘共苦的團體
[00:18:47.560 --> 00:18:49.760]  我們可不可以多學習同理心
[00:18:49.760 --> 00:18:54.640]  去感受別人的掙扎和痛苦
[00:18:54.640 --> 00:18:58.160]  這是我們今天需要去建立的
[00:18:58.160 --> 00:19:00.240]  在主裡邊的情懷
